Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2004-10-05,3725.0,3660.0,1117613.0,5.57,167286,-161806,3520
2004-10-06,3665.0,3755.0,2446628.0,5.71,-182720,-22370,87670
2004-10-07,3800.0,3660.0,1953693.0,5.57,41450,-30520,-8830
2004-10-08,3600.0,3670.0,1269973.0,5.58,143800,-72350,-149760
2004-10-11,3670.0,3740.0,1103352.0,5.69,-7400,8350,-5110
2004-10-12,3715.0,3600.0,1244435.0,5.48,236780,-203245,-83360
2004-10-13,3630.0,3550.0,1140887.0,5.4,338819,-176229,-183630
2004-10-14,3515.0,3500.0,1038891.0,5.32,276750,-205940,-66710
2004-10-15,3450.0,3420.0,1115760.0,5.2,383420,-151810,-204360
2004-10-18,3420.0,3365.0,1124337.0,5.12,254640,-74170,-168340
2004-10-19,3410.0,3390.0,1096879.0,5.16,239950,-25860,-206190
2004-10-20,3370.0,3275.0,1177834.0,4.98,180599,-121095,-42930
2004-10-21,3280.0,3235.0,801262.0,4.92,112504,-66314,-32060
2004-10-22,3230.0,3245.0,667204.0,4.94,-23999,14779,10320
2004-10-25,3170.0,3115.0,1038302.0,4.74,377390,-112370,-243780
2004-10-26,3120.0,3120.0,594300.0,4.75,134210,-21600,-110710
2004-10-27,3175.0,3085.0,939980.0,4.69,212330,-27630,-161440
2004-10-28,3150.0,3190.0,879840.0,4.85,-117110,60500,27690
2004-10-29,3150.0,3210.0,539820.0,4.88,-2180,-17230,19240
2004-11-01,3200.0,3350.0,2247020.0,5.1,-2620,-134690,133610
2004-11-02,3360.0,3345.0,1006883.0,5.09,84769,32000,-120269
2004-11-03,3380.0,3410.0,1180630.0,5.19,86270,32020,-113880
2004-11-04,3405.0,3345.0,973255.0,5.09,98440,-7770,9800
2004-11-05,3410.0,3410.0,1315240.0,5.19,-303820,134220,158870
2004-11-08,3445.0,3320.0,744815.0,5.05,184375,-110095,-73610
2004-11-09,3320.0,3280.0,432093.0,4.99,28110,-30270,-5530
2004-11-10,3300.0,3345.0,847208.0,5.09,-93467,152017,-45550
2004-11-11,3350.0,3420.0,1385675.0,5.2,-12643,-70807,105320
2004-11-12,3500.0,3500.0,2323556.0,5.32,-465030,271270,228490
2004-11-15,3530.0,3475.0,1502584.0,5.29,-164700,40720,110960
2004-11-16,3515.0,3575.0,2839762.0,5.44,223650,-65950,-107900
2004-11-17,3610.0,3590.0,1271769.0,5.46,-167356,174246,-8930
2004-11-18,3590.0,3490.0,1528251.0,5.31,305905,-156705,-153020
2004-11-19,3490.0,3470.0,725564.0,5.28,42295,-20385,-18350
2004-11-22,3400.0,3370.0,890695.0,5.13,212430,-198910,-10280
2004-11-23,3380.0,3465.0,796599.0,5.27,-52382,58832,-450
2004-11-24,3470.0,3480.0,935470.0,5.29,-89570,235950,-149470
2004-11-25,3515.0,3480.0,725614.0,5.29,-64769,125499,-84160
2004-11-26,3485.0,3410.0,1438120.0,5.19,-2190,-3410,-4720
2004-11-29,3415.0,3420.0,661702.0,5.2,-43160,39150,-320
2004-11-30,3420.0,3450.0,732679.0,5.25,-57140,53510,26790
2004-12-01,3420.0,3460.0,540910.0,5.26,-96780,131970,-5120
2004-12-02,3530.0,3560.0,2007775.0,5.41,-629120,354600,280270
2004-12-03,3600.0,3545.0,764380.0,5.39,-108232,88022,16670
2004-12-06,3570.0,3550.0,1125642.0,5.4,-183939,-6421,206620
2004-12-07,3550.0,3485.0,1209209.0,5.3,39339,-37369,-1140
2004-12-08,3470.0,3520.0,927310.0,5.35,-293430,37720,272750
2004-12-09,3500.0,3500.0,1107488.0,5.32,176560,12870,-197040
2004-12-10,3520.0,3410.0,862933.0,5.19,5389,-2699,-5960
2004-12-13,3410.0,3380.0,786815.0,5.14,141139,84451,-225110
2004-12-14,3385.0,3430.0,780900.0,5.22,-163229,-67791,234540
2004-12-15,3460.0,3530.0,865311.0,5.37,-217240,23120,268490
2004-12-16,3580.0,3590.0,1726906.0,5.46,-132531,51781,79450
2004-12-17,3790.0,4095.0,15929572.0,6.23,-1159610,2097500,64840
2004-12-20,4120.0,4255.0,7459819.0,6.47,1007350,-626010,66640
2004-12-21,4260.0,4250.0,6417810.0,6.47,-482543,537533,-5370
2004-12-22,4360.0,4600.0,10837649.0,7.0,-392063,392230,16240
2004-12-23,4720.0,4650.0,8025654.0,7.07,641140,37910,-9260
2004-12-24,4720.0,4805.0,8782812.0,7.31,-263970,-379410,862500
2004-12-27,4770.0,4805.0,6247072.0,7.31,-384350,-323080,934780
2004-12-28,4770.0,4540.0,5773992.0,6.91,-441750,-479750,1003850
2004-12-29,4635.0,5210.0,11260631.0,7.93,-209319,166510,-190441
2004-12-30,5320.0,5370.0,11222642.0,8.17,217780,10740,-142820
2005-01-03,5540.0,5460.0,6011837.0,8.31,-142636,103500,31310
2005-01-04,5460.0,5610.0,10063238.0,8.53,453482,-276350,-57952
2005-01-05,5460.0,5480.0,9102856.0,8.34,2686104,-1203200,-1286540
2005-01-06,5400.0,5340.0,10462508.0,8.12,379939,110901,-658570
2005-01-07,5350.0,5260.0,9173431.0,8.0,632683,-382713,-261930
2005-01-10,5270.0,5490.0,8240970.0,8.35,19270,276640,-386890
2005-01-11,5580.0,5900.0,13843382.0,8.97,-1234421,921911,9140
2005-01-12,5830.0,5390.0,12390507.0,8.2,3008400,-1399990,-1002580
2005-01-13,5430.0,5430.0,9012709.0,8.26,1234020,-975240,-142720
2005-01-14,5320.0,5580.0,9459755.0,8.49,-611790,840010,-236290
2005-01-17,5740.0,5580.0,9018056.0,8.49,433320,161130,-636410
2005-01-18,5690.0,5480.0,10524191.0,8.34,-93429,218619,-140080
2005-01-19,5530.0,5440.0,8879946.0,8.28,1655530,-52520,-1447030
2005-01-20,5390.0,5280.0,4522635.0,8.03,51310,-11810,-44650
2005-01-21,5210.0,5320.0,5776356.0,8.09,-14129,62899,-20010
2005-01-24,5320.0,5560.0,9130583.0,8.46,-242580,288080,-37810
2005-01-25,5570.0,5550.0,5834783.0,8.44,-363490,19750,334280
2005-01-26,5670.0,5800.0,10534573.0,8.82,-503750,477780,69700
2005-01-27,5940.0,5810.0,19790108.0,8.84,917226,-763216,-29380
2005-01-28,5890.0,5880.0,6034867.0,8.94,-88970,-3420,-9440
2005-01-31,5880.0,5790.0,5544363.0,8.81,240210,119120,-325800
2005-02-01,5790.0,5600.0,5138052.0,8.52,932720,-276590,-650400
2005-02-02,5680.0,5700.0,5652139.0,8.67,113600,56970,-143190
2005-02-03,5700.0,5780.0,3216355.0,8.79,-153962,53452,103960
2005-02-04,5730.0,5820.0,4211866.0,8.85,-267885,239185,20750
2005-02-07,5940.0,6100.0,8319930.0,9.28,-532473,283103,209960
2005-02-11,6010.0,6050.0,5562495.0,9.2,1523846,-108110,-1416766
2005-02-14,6200.0,6180.0,7991068.0,9.4,-28320,606320,-638120
2005-02-15,6240.0,6110.0,8190833.0,9.29,1593073,-65083,-1529080
2005-02-16,6190.0,6050.0,7142611.0,9.2,892420,-283100,-552050
2005-02-17,6010.0,6000.0,5091655.0,9.13,-218876,-9214,221290
2005-02-18,5940.0,6080.0,6185534.0,9.25,-211370,121330,120420
2005-02-21,6300.0,6350.0,11482934.0,9.66,395460,-206740,-272900
2005-02-22,6380.0,6100.0,5584114.0,9.28,-42415,114785,-73000
2005-02-23,5980.0,5970.0,4802530.0,9.08,146085,-28305,-111480
2005-02-24,6000.0,6250.0,7095020.0,9.51,17275,-206705,123990
2005-02-25,6340.0,6360.0,11402687.0,9.67,-88640,90210,-18290
2005-02-28,6570.0,7100.0,17083165.0,10.8,-749425,473855,282260
2005-03-02,7400.0,7620.0,28564686.0,11.59,-544990,-821110,1478230
2005-03-03,7610.0,8100.0,16571420.0,12.32,-454349,-212681,468980
2005-03-04,8010.0,7780.0,12456585.0,11.83,340162,-472812,208980
2005-03-07,7950.0,7920.0,11297183.0,12.05,-1511591,-131549,1487090
2005-03-08,8040.0,8190.0,17804475.0,12.46,-23345,-18820,41570
2005-03-09,7960.0,8060.0,8277104.0,12.26,-84624,83299,51520
2005-03-10,7950.0,8400.0,12316026.0,12.78,-500840,875960,-418150
2005-03-11,8380.0,8440.0,14546707.0,12.84,-70702,-129608,-5650
2005-03-14,8500.0,8370.0,6239254.0,12.73,474980,-171170,-346130
2005-03-15,8490.0,7740.0,13583614.0,11.77,801410,-853190,-44890
2005-03-16,7550.0,7540.0,10722395.0,11.47,-17794,5674,890
2005-03-17,7320.0,7010.0,8841560.0,10.66,117600,-43000,-163610
2005-03-18,7020.0,6860.0,10048264.0,10.44,-575803,569493,-31290
2005-03-21,6920.0,7020.0,8095878.0,10.68,-194170,-52820,285150
2005-03-22,6960.0,6900.0,6459694.0,10.5,180564,73536,-173200
2005-03-23,6800.0,6450.0,7951091.0,9.81,731410,-645550,-51730
2005-03-24,6600.0,6440.0,8764739.0,9.8,1058575,-504815,-598070
2005-03-25,6440.0,6700.0,6763827.0,10.19,-410380,416940,-6550
2005-03-28,6760.0,6920.0,7966106.0,10.53,-344702,539112,-198370
2005-03-29,6880.0,6470.0,6694946.0,9.84,728658,-633248,-19530
2005-03-30,6350.0,6360.0,4900084.0,9.67,43800,-60900,-9410
2005-03-31,6570.0,6350.0,5117728.0,9.66,-255440,182660,39450
2005-04-01,6150.0,6760.0,7844816.0,,-1000050,410,738210
2005-04-04,6650.0,6670.0,4129795.0,,232700,-15850,-168420
2005-04-06,6800.0,6780.0,3789930.0,,-135820,130610,-29690
2005-04-07,6790.0,7370.0,14392499.0,,-2518037,1061037,990930
2005-04-08,7530.0,7290.0,7792941.0,,60630,45160,-23380
2005-04-11,7240.0,7100.0,3557144.0,,281430,-279670,1430
2005-04-12,7060.0,7070.0,4370080.0,,-108300,172900,-4910
2005-04-13,7160.0,7120.0,4585087.0,,35950,-173200,118900
2005-04-14,6900.0,6810.0,5539180.0,,794820,-263270,-520540
2005-04-15,6750.0,6620.0,4945394.0,,407540,-257780,-169340
2005-04-18,6330.0,6050.0,6821172.0,,848574,-572984,-189130
2005-04-19,6150.0,6100.0,3846476.0,,-41150,7870,8050
2005-04-20,6210.0,6180.0,4947530.0,,70370,30040,36060
2005-04-21,5950.0,6070.0,5152770.0,,-146090,84180,53270
2005-04-22,6350.0,6090.0,4283800.0,,92790,-199460,110830
2005-04-25,6000.0,6020.0,3013362.0,,226340,-50120,-194800
2005-04-26,6060.0,5800.0,4025598.0,,435061,-30330,-421461
2005-04-27,5660.0,5560.0,4035840.0,,879560,-523720,-336210
2005-04-28,5620.0,5300.0,5195467.0,,479266,-109516,-330120
2005-04-29,5130.0,5120.0,3915315.0,,292320,-227810,34940
2005-05-02,5210.0,5280.0,3970948.0,,-264283,219033,19560
2005-05-03,5280.0,5150.0,3516830.0,,265633,-84743,-180270
2005-05-04,5210.0,5520.0,4733861.0,,-577060,442070,38820
2005-05-06,5550.0,5610.0,3725120.0,,-345980,351060,-67730
2005-05-09,5630.0,5540.0,3330107.0,,610580,-348570,-148790
2005-05-10,5650.0,5600.0,3564561.0,,-306480,389590,-87140
2005-05-11,5500.0,5420.0,2523519.0,,-323730,403850,-99360
2005-05-12,5440.0,5460.0,1992765.0,,78810,-72130,-12750
2005-05-13,5400.0,5740.0,3572441.0,,-317370,313520,-42450
2005-05-16,5850.0,5850.0,4878385.0,,-110660,16030,-1250
2005-05-17,6050.0,5740.0,3983402.0,,-5410,-42960,40690
2005-05-18,5860.0,5920.0,2849748.0,,-544300,333280,59600
2005-05-19,6140.0,6310.0,6489854.0,,-905412,499732,216140
2005-05-20,6350.0,6400.0,4875298.0,,-918740,385940,517850
2005-05-23,6460.0,6380.0,3450404.0,,-283110,284200,-37850
2005-05-24,6470.0,6350.0,2562602.0,,-166791,187851,-28700
2005-05-25,6360.0,6180.0,3783454.0,,-153586,122176,63410
2005-05-26,6180.0,6420.0,3050878.0,,220243,13637,-250910
2005-05-27,6570.0,6580.0,5848091.0,,-423050,238480,50350
2005-05-30,6610.0,6750.0,3611695.0,,-431141,145431,16580
2005-05-31,6730.0,6750.0,3484929.0,,39570,-59430,38730
2005-06-01,6610.0,6760.0,3695284.0,,157810,-76520,-52190
2005-06-02,6880.0,6970.0,5544442.0,,-406270,-215760,673900
2005-06-03,6980.0,6870.0,4497223.0,,-152079,205929,-172910
2005-06-07,6820.0,6920.0,4373781.0,,-770925,-17045,746870
2005-06-08,6890.0,7000.0,4922641.0,,-819872,101682,763270
2005-06-09,7070.0,7490.0,12387627.0,,-1588400,697840,1014650
2005-06-10,7610.0,7500.0,6839608.0,,-439240,387900,-16030
2005-06-13,7600.0,7550.0,7395612.0,,942931,91643,-997264
2005-06-14,7510.0,7010.0,7719097.0,,395780,-581020,124710
2005-06-15,7200.0,8060.0,18573853.0,,845970,-773230,167200
2005-06-16,8000.0,8040.0,15421444.0,,-1074690,826830,144290
2005-06-17,8170.0,8060.0,8927065.0,,124830,-118360,57180
2005-06-20,8100.0,7700.0,8546612.0,,246740,366140,-435100
2005-06-21,7670.0,7860.0,10981903.0,,-500209,369079,53040
2005-06-22,7860.0,8360.0,21693643.0,,-931657,550177,165250
2005-06-23,8470.0,8450.0,11740749.0,,-819463,239593,164160
2005-06-24,8220.0,8630.0,10951069.0,,-1368875,272125,1172560
2005-06-27,8510.0,8650.0,8801608.0,,196768,-109008,85670
2005-06-28,8650.0,8290.0,15221244.0,,88147,79714,79170
2005-06-29,8600.0,8410.0,12281962.0,,39445,-41365,246300
2005-06-30,8360.0,8560.0,11440630.0,,-238860,-160589,318809
2005-07-01,8460.0,8600.0,8200017.0,,-281670,-109580,72060
2005-07-04,8760.0,8870.0,11574889.0,,-258254,415524,19100
2005-07-05,8930.0,8770.0,7142112.0,,-15660,32322,-2592
2005-07-06,8940.0,8720.0,6135948.0,,-20710,279400,-146340
2005-07-07,8570.0,8780.0,7446871.0,,-9713,73293,-210260
2005-07-08,8770.0,8470.0,7512490.0,,179370,81910,-323690
2005-07-11,8710.0,8610.0,8671659.0,,128720,209320,-330910
2005-07-12,8790.0,8670.0,10804139.0,,-780823,684380,84003
2005-07-13,8840.0,9270.0,16512539.0,,-696862,968293,-211330
2005-07-14,9430.0,9480.0,14268586.0,,-906200,140620,579200
2005-07-15,9550.0,9370.0,6781619.0,,-197421,161835,-12680
2005-07-18,9420.0,9530.0,5819011.0,,-257705,212100,14070
2005-07-19,9490.0,10150.0,14317086.0,,-322192,-376010,546900
2005-07-20,10200.0,10500.0,31373057.0,,777004,-1138220,574970
2005-07-21,11000.0,10650.0,13131367.0,,312678,-724348,114240
2005-07-22,10300.0,10800.0,12961214.0,,208330,-41470,190420
2005-07-25,10700.0,11100.0,10145102.0,,-17775,100725,-31560
2005-07-26,11050.0,11300.0,14950367.0,,-293404,-85156,51140
2005-07-27,11450.0,11250.0,11992173.0,,645380,-373500,-582280
2005-07-28,11500.0,11250.0,10304706.0,,657640,-511790,122770
2005-07-29,11400.0,10900.0,9356892.0,,1102442,-470872,-142140
2005-08-01,10700.0,11000.0,9296879.0,,48610,17240,401410
2005-08-02,10900.0,10450.0,9500148.0,,2481580,181230,-2581340
2005-08-03,10550.0,10800.0,16843381.0,,-19460,454380,-219240
2005-08-04,10850.0,10300.0,9187466.0,,92210,-249360,50350
2005-08-05,10000.0,10100.0,8655533.0,,-274156,37736,-28630
2005-08-08,9900.0,10150.0,7856782.0,,-656924,278464,256600
2005-08-09,10200.0,10700.0,9749966.0,,115360,226110,-70590
2005-08-10,10850.0,10850.0,7796362.0,,-1903282,32378,1677510
2005-08-11,10900.0,11450.0,10775328.0,,-689080,184500,639470
2005-08-12,11700.0,11500.0,6581396.0,,-158403,233920,-35467
2005-08-16,11700.0,11650.0,10584496.0,,-624484,-185396,710210
2005-08-17,11400.0,11700.0,8136339.0,,769892,-389662,-312330
2005-08-18,11850.0,11000.0,9976803.0,,-666119,-201580,655970
2005-08-19,10900.0,11350.0,8919535.0,,95460,292940,-220720
2005-08-22,11350.0,11800.0,7306538.0,,-294450,295790,-25160
2005-08-23,11700.0,11950.0,9936728.0,,-745926,145686,729610
2005-08-24,12000.0,11800.0,13891768.0,,168706,115944,-242630
2005-08-25,11650.0,11750.0,9480163.0,,198941,263259,-190270
2005-08-26,11700.0,10900.0,10912693.0,,403580,-197830,-405890
2005-08-29,10550.0,10100.0,10827265.0,,-52266,-42814,-72150
2005-08-30,10500.0,10550.0,9057550.0,,-68345,-53715,347650
2005-08-31,10300.0,10700.0,7381998.0,,-51151,25341,-12000
2005-09-01,10900.0,11050.0,8336484.0,,-818116,307086,549760
2005-09-02,11050.0,11300.0,5364697.0,,-338950,-84030,300140
2005-09-05,11400.0,10950.0,4714447.0,,617190,-73780,-557080
2005-09-06,11000.0,11400.0,11499732.0,,68480,182690,-375720
2005-09-07,11750.0,11800.0,8686180.0,,-1135035,410864,477480
2005-09-08,12050.0,11650.0,7816106.0,,-28073,39593,416310
2005-09-09,11600.0,12050.0,8705611.0,,447240,79180,74740
2005-09-12,12350.0,12750.0,16987695.0,,-2139420,790340,611470
2005-09-13,12900.0,12550.0,7768642.0,,-50430,168580,-51710
2005-09-14,12550.0,13400.0,12864513.0,,152660,-71230,40210
2005-09-15,13100.0,13100.0,12005890.0,,775190,-333770,-442880
2005-09-16,13300.0,13200.0,7268400.0,,488848,19752,-532410
2005-09-20,13750.0,13250.0,8821991.0,,-306395,-117935,127910
2005-09-21,13000.0,13000.0,7841313.0,,375450,-115910,-280910
2005-09-22,12800.0,13100.0,9305984.0,,759944,-341064,-346860
2005-09-23,13150.0,12500.0,10427688.0,,608969,78051,-693310
2005-09-26,12650.0,13250.0,8463694.0,,-608997,352597,112420
2005-09-27,13150.0,13300.0,8996787.0,,-137163,139407,28550
2005-09-28,13250.0,13500.0,6774755.0,,-103771,-35266,187480
2005-09-29,13550.0,13350.0,5806221.0,,-298660,-118130,275460
2005-09-30,13500.0,12850.0,7440257.0,,713627,-434647,-257980
2005-10-04,12850.0,12900.0,5334488.0,,148883,99697,-195830
2005-10-05,12750.0,12700.0,7457717.0,,1054610,-904950,-28120
2005-10-06,12450.0,12200.0,7351662.0,,1394430,-526850,-837210
2005-10-07,12100.0,11900.0,7093352.0,,1200759,-166509,-909010
2005-10-10,11950.0,12250.0,7173737.0,,-485877,82577,220600
2005-10-11,12150.0,12650.0,7399288.0,,-82271,-83359,179390
2005-10-12,12700.0,12150.0,6254347.0,,344690,-105520,-107920
2005-10-13,12000.0,12350.0,6493095.0,,486650,-417060,-146100
2005-10-14,12400.0,11950.0,5295228.0,,414680,-254800,-144930
2005-10-17,12050.0,11450.0,6771722.0,,728357,-313107,-414350
2005-10-18,11700.0,11750.0,8025257.0,,240110,81790,-285360
2005-10-19,11550.0,11050.0,6134320.0,,874920,-210260,-744030
2005-10-20,11400.0,11000.0,5131624.0,,-169984,105260,123350
2005-10-21,10700.0,11700.0,8399132.0,,-710983,391043,454910
2005-10-24,11900.0,11800.0,4226812.0,,282004,-44899,-243945
2005-10-25,12150.0,11850.0,6064588.0,,-59580,29360,-104000
2005-10-26,12000.0,12150.0,4967914.0,,-646300,-32528,700400
2005-10-27,12000.0,11350.0,5494614.0,,340898,-38778,-396800
2005-10-28,11100.0,10950.0,6979384.0,,2322201,-1073651,-994740
2005-10-31,11250.0,11250.0,4984732.0,,533439,-482970,-23960
2005-11-01,11250.0,11900.0,8157862.0,,-696156,92236,552670
2005-11-02,11950.0,12150.0,5742464.0,,-454745,323665,-74550
2005-11-03,12350.0,12100.0,4372462.0,,-166159,167639,-121320
2005-11-04,12250.0,12300.0,5694827.0,,-278566,218957,-7930
2005-11-07,12550.0,12300.0,4650751.0,,144646,-25186,-148090
2005-11-08,12350.0,12350.0,5156835.0,,-152645,128697,43348
2005-11-09,12350.0,12050.0,4932421.0,,832830,207730,-1082160
2005-11-10,12200.0,13100.0,15957762.0,,-2241411,1509240,590910
2005-11-11,13450.0,13350.0,10410814.0,,-881753,222153,578560
2005-11-14,13450.0,13400.0,7278666.0,,131064,-15614,4820
2005-11-15,13350.0,14100.0,11589673.0,,-402135,-36385,653080
2005-11-16,14050.0,14250.0,12933678.0,,-455464,72926,285858
2005-11-17,14350.0,14500.0,11558646.0,,-75868,-129212,340810
2005-11-18,14800.0,14500.0,12276097.0,,-517589,135399,276810
2005-11-21,14550.0,14500.0,7391656.0,,213150,-20520,-267940
2005-11-22,14500.0,13700.0,10174196.0,,-51116,-303244,325370
2005-11-23,14050.0,15500.0,20367088.0,,-273005,103065,322390
2005-11-24,15650.0,15400.0,12345171.0,,626865,-43885,-291500
2005-11-25,15600.0,15600.0,6582974.0,,327179,-371249,-100460
2005-11-28,15600.0,15250.0,5939652.0,,520860,-67994,-339786
2005-11-29,14850.0,15200.0,5708417.0,,-159569,-149971,311090
2005-11-30,15250.0,15900.0,11898025.0,,-120700,281480,-11480
2005-12-01,15800.0,16050.0,5629123.0,,334360,-92890,-162890
2005-12-02,16550.0,15600.0,7783266.0,,-34053,61796,29990
2005-12-05,15600.0,16400.0,9498027.0,,-92567,-4113,108890
2005-12-06,16500.0,16400.0,11742303.0,,121880,-95990,179150
2005-12-07,16400.0,16550.0,6904649.0,,-235702,-97178,27050
2005-12-08,16600.0,17050.0,10625193.0,,216691,-9091,-2400
2005-12-09,16900.0,16800.0,4833146.0,,313170,63270,-102010
2005-12-12,16900.0,16850.0,5909735.0,,-217295,106515,4170
2005-12-13,16850.0,17250.0,8104141.0,,-750283,114965,503698
2005-12-14,17600.0,17400.0,5607900.0,,134570,-113040,-56540
2005-12-15,17400.0,17350.0,4938304.0,,-54047,49917,-23070
2005-12-16,16800.0,17000.0,7995671.0,,339534,-148714,-144990
2005-12-19,16850.0,17300.0,4651547.0,,-236400,55280,176050
2005-12-20,17100.0,17450.0,7797493.0,,-190646,135326,-38610
2005-12-21,17650.0,17900.0,7265184.0,,50469,19791,98700
2005-12-22,18200.0,17450.0,6471966.0,,428752,-69272,-501560
2005-12-23,17550.0,17400.0,4798947.0,,134702,50938,-283450
2005-12-26,17400.0,16850.0,5125972.0,,653816,-409216,-339970
2005-12-27,16850.0,16550.0,6253466.0,,303211,-323031,24120
2005-12-28,16250.0,17900.0,11103227.0,,-640895,502875,249130
2005-12-29,18300.0,18600.0,14745497.0,,95148,28832,23120
2006-01-02,18900.0,19150.0,8251107.0,,185158,-202408,156960
2006-01-03,19150.0,19300.0,6495645.0,,-46861,85541,-92390
2006-01-04,19500.0,18250.0,7956101.0,,-99678,283758,-153030
2006-01-05,18500.0,18900.0,8818340.0,,-249751,-283029,555340
2006-01-06,18900.0,19000.0,6265954.0,,-53080,98930,5110
2006-01-09,19200.0,19400.0,12599511.0,,-195195,268545,-114610
2006-01-10,19500.0,18800.0,8885357.0,,1032102,2118,-1031020
2006-01-11,18750.0,18950.0,6153762.0,,117916,-327006,-17100
2006-01-12,18950.0,19000.0,7732911.0,,199212,-74802,-34510
2006-01-13,19000.0,20100.0,13709381.0,,-6236,172656,-88880
2006-01-16,20400.0,19900.0,9154367.0,,200308,42812,-219190
2006-01-17,19950.0,18900.0,7791474.0,,250352,-270180,117248
2006-01-18,18800.0,17900.0,12742208.0,,1340593,-101953,-1038800
2006-01-19,18100.0,17700.0,6412199.0,,-179604,217364,-7430
2006-01-20,17800.0,16400.0,10752803.0,,468762,-302192,-183750
2006-01-23,15900.0,15800.0,13753410.0,,600066,64074,-602140
2006-01-24,16250.0,16950.0,12304102.0,,-142647,113427,105410
2006-01-25,17100.0,16750.0,10183896.0,,-134827,-159773,240780
2006-01-26,16800.0,17300.0,6217752.0,,-342111,66241,243050
2006-01-27,17800.0,17850.0,6998965.0,,-249166,219726,59590
2006-01-31,17900.0,17900.0,5079498.0,,-137743,257853,-30300
2006-02-01,17650.0,16650.0,7812224.0,,701846,-445056,-170360
2006-02-02,17000.0,16100.0,10017326.0,,1638978,-992918,-735120
2006-02-03,15600.0,14900.0,9157569.0,,1261304,-540684,-651070
2006-02-06,14850.0,15800.0,12931637.0,,-253354,163584,60030
2006-02-07,15700.0,15000.0,7082322.0,,-430082,110512,344280
2006-02-08,15000.0,14400.0,7596062.0,,1354665,-175,-1340760
2006-02-09,14850.0,15400.0,8598976.0,,-376665,-222425,620390
2006-02-10,15200.0,15900.0,8666543.0,,-182232,199352,-136320
2006-02-13,16100.0,15850.0,5959216.0,,-9262,-1188,-13810
2006-02-14,15850.0,16400.0,6348381.0,,-189578,125048,-84670
2006-02-15,16850.0,15350.0,7678471.0,,-497423,222623,270050
2006-02-16,15650.0,15850.0,5040402.0,,110540,35420,-137320
2006-02-17,16000.0,15950.0,4808161.0,,175504,-193164,-20750
2006-02-20,16950.0,17300.0,14484520.0,,428894,-108914,-181470
2006-02-21,17300.0,17000.0,5859117.0,,-5700,25590,3150
2006-02-22,16950.0,17050.0,5708726.0,,-350191,410341,22750
2006-02-23,17200.0,17300.0,5238744.0,,-238634,403414,-202360
2006-02-24,17200.0,16950.0,3745741.0,,146680,-105870,-49140
2006-02-27,17050.0,17450.0,4875758.0,,-416897,290497,77330
2006-02-28,17500.0,17250.0,3614061.0,,391371,21159,-372130
2006-03-02,17400.0,16600.0,3496884.0,,353463,-6063,-254030
2006-03-03,16400.0,15650.0,6815962.0,,913160,-166330,-699540
2006-03-06,15500.0,15700.0,4550988.0,,1205638,3662,-1259750
2006-03-07,15500.0,14800.0,6543778.0,,1715710,-578960,-1133980
2006-03-08,14650.0,15200.0,5626318.0,,71214,105336,-204620
2006-03-09,15300.0,15250.0,5637460.0,,337176,-195366,-196900
2006-03-10,15300.0,15350.0,3452197.0,,198351,-63241,-135150
2006-03-13,15650.0,15400.0,2581511.0,,-59219,1939,85280
2006-03-14,15450.0,15500.0,3609486.0,,-279710,-117670,414550
