Symbol,한섬_시가(원),한섬_종가(원),한섬_거래량(주),한섬_PER(IFRS-연결),한섬_순매수수량(개인)(주),한섬_순매수수량(기관계)(주),한섬_순매수수량(외국인계)(주)
2003-06-30,10450.0,10350.0,80120.0,5.82,13020,20220,-33270
2003-07-01,10450.0,10200.0,98752.0,5.73,17812,-21962,300
2003-07-02,10400.0,10300.0,53528.0,5.79,-18980,15810,0
2003-07-03,10300.0,10400.0,118480.0,5.84,14884,-31194,11000
2003-07-04,10400.0,10250.0,53175.0,5.76,-7265,-1125,9000
2003-07-07,10300.0,10100.0,72170.0,5.68,4480,-7590,2900
2003-07-08,10150.0,9940.0,132165.0,5.59,48015,-33015,-15000
2003-07-09,10000.0,9710.0,127661.0,5.46,51111,-31231,-10000
2003-07-10,9760.0,9560.0,138180.0,5.37,23940,7700,-28430
2003-07-11,9600.0,9600.0,62470.0,5.39,-3270,4980,0
2003-07-14,9660.0,9900.0,292296.0,5.56,83576,-163476,80010
2003-07-15,9900.0,9960.0,220519.0,5.6,-55296,-47522,117600
2003-07-16,10100.0,9810.0,95180.0,5.51,-32920,5090,38330
2003-07-18,10100.0,10300.0,688993.0,5.79,-143644,-15968,178000
2003-07-21,10500.0,10000.0,289510.0,5.62,-67063,5293,95770
2003-07-22,10100.0,9920.0,290217.0,5.57,-167805,-23255,189800
2003-07-23,10050.0,9980.0,139160.0,5.61,-24840,27760,0
2003-07-24,10050.0,10000.0,142430.0,5.62,-46726,42016,17920
2003-07-25,10050.0,9950.0,135932.0,5.59,-69302,43002,26180
2003-07-28,10200.0,10150.0,216510.0,5.7,-20216,20986,3000
2003-07-29,10150.0,10100.0,222248.0,5.68,-78499,20569,60830
2003-07-30,10100.0,10000.0,245920.0,5.62,-46476,-50530,134710
2003-07-31,10050.0,10900.0,416833.0,6.12,-66752,41242,25510
2003-08-01,10900.0,10800.0,262987.0,6.07,9892,-24492,10310
2003-08-04,10850.0,11250.0,245040.0,6.32,-18969,15889,3080
2003-08-05,11350.0,11350.0,166966.0,6.38,-17117,13660,3500
2003-08-06,11000.0,11500.0,282680.0,6.46,-13870,61840,-47780
2003-08-07,11350.0,11250.0,163220.0,6.32,-78668,38098,40670
2003-08-08,11400.0,11300.0,138700.0,6.35,-33360,-16970,50570
2003-08-11,10800.0,10800.0,75326.0,6.07,-22424,20844,1580
2003-08-12,10750.0,10400.0,193820.0,5.84,39969,-13869,-26100
2003-08-13,10400.0,10450.0,93860.0,5.87,-25490,26490,-500
2003-08-14,10300.0,10850.0,173058.0,6.1,12088,-21068,4940
2003-08-18,10900.0,11000.0,181920.0,6.18,-20560,19720,8740
2003-08-19,11250.0,11300.0,226050.0,6.35,-62750,-32600,96350
2003-08-20,11300.0,11600.0,291502.0,6.52,5700,-64190,29330
2003-08-21,11900.0,11250.0,333151.0,6.32,130875,-128955,0
2003-08-22,11400.0,11000.0,292009.0,6.18,69019,-65179,-4150
2003-08-25,10900.0,10700.0,217270.0,6.01,52930,-5480,-45830
2003-08-26,10700.0,11000.0,229750.0,6.18,11080,3750,-23740
2003-08-27,10900.0,10750.0,152789.0,6.04,4189,-6149,1850
2003-08-28,10900.0,10650.0,388580.0,5.98,124710,-51170,-82720
2003-08-29,10750.0,10750.0,167941.0,6.04,33410,-5000,-29730
2003-09-01,10800.0,10700.0,163060.0,6.01,3100,-23730,19940
2003-09-02,10900.0,10500.0,230433.0,5.9,27493,-24113,-14670
2003-09-03,10600.0,10600.0,244250.0,5.96,38250,-25160,-32610
2003-09-04,10500.0,10150.0,179900.0,5.7,14800,-13180,1740
2003-09-05,10050.0,10150.0,137327.0,5.7,12251,-14051,1600
2003-09-08,10000.0,9970.0,95982.0,5.6,-5468,3118,2730
2003-09-09,9900.0,10300.0,275152.0,5.79,-36300,-31030,60820
2003-09-15,10100.0,10000.0,82586.0,5.62,6060,19690,-20910
2003-09-16,10200.0,9800.0,196137.0,5.51,128230,-71630,-53910
2003-09-17,9950.0,9860.0,185784.0,5.54,88190,-44350,-10
2003-09-18,9900.0,9620.0,170774.0,5.41,57044,-41454,-8980
2003-09-19,9680.0,9350.0,159981.0,5.25,41148,-49168,8410
2003-09-22,9150.0,8730.0,192117.0,4.91,13580,-12090,2920
2003-09-23,8500.0,9130.0,188310.0,5.13,-42710,10630,14230
2003-09-24,9100.0,8960.0,118654.0,5.03,38924,-36704,0
2003-09-25,8600.0,8950.0,123512.0,5.03,12990,-10950,0
2003-09-26,8760.0,8600.0,98072.0,4.83,-5498,-2972,9000
2003-09-29,8650.0,9000.0,133421.0,5.06,-42049,41389,-1620
2003-09-30,9050.0,9100.0,209247.0,5.11,-940,-5330,27640
2003-10-01,9080.0,9000.0,145170.0,5.06,-600,52220,-57930
2003-10-02,9250.0,9100.0,164360.0,5.11,2120,-40340,17780
2003-10-06,9100.0,9050.0,282947.0,5.09,54480,-35260,-38660
2003-10-07,8910.0,8950.0,182830.0,5.03,-36340,56130,-56050
2003-10-08,8950.0,8730.0,182808.0,4.91,57118,25920,-62500
2003-10-09,8660.0,9000.0,243250.0,5.06,3295,59365,-55500
2003-10-10,8990.0,9150.0,331581.0,5.14,-10299,64909,-84440
2003-10-13,9020.0,9150.0,450460.0,5.14,90042,131638,-240410
2003-10-14,9290.0,9100.0,437995.0,5.11,65265,182685,-259400
2003-10-15,9220.0,8950.0,208604.0,5.03,26674,-3974,-35090
2003-10-16,8840.0,9010.0,234090.0,5.06,24435,-30895,0
2003-10-17,8970.0,9110.0,298699.0,5.12,416,-9166,0
2003-10-20,9200.0,9410.0,177685.0,5.29,-21294,20904,550
2003-10-21,9410.0,9510.0,231910.0,5.34,-52180,17750,0
2003-10-22,9550.0,9390.0,168930.0,5.28,19327,-9797,0
2003-10-23,9320.0,8970.0,193473.0,5.04,45067,21533,0
2003-10-24,8870.0,8970.0,119200.0,5.04,-12629,15259,-10250
2003-10-27,8890.0,9300.0,136870.0,5.23,-48430,46410,0
2003-10-28,9210.0,9130.0,222925.0,5.13,2280,97560,-91530
2003-10-29,9160.0,8520.0,745558.0,4.79,361228,-164458,-160680
2003-10-30,8530.0,8600.0,273661.0,4.83,39207,-38287,-4950
2003-10-31,8750.0,8240.0,239329.0,4.63,78244,-78894,-100
2003-11-03,8060.0,8450.0,313754.0,4.75,6610,22320,-34650
2003-11-04,8460.0,8700.0,487970.0,4.89,4302,-13062,94360
2003-11-05,8830.0,8830.0,309317.0,4.96,-35467,-32033,111150
2003-11-06,8870.0,9060.0,347370.0,5.09,-62632,33802,70130
2003-11-07,9120.0,9100.0,287531.0,5.11,-46313,11653,50320
2003-11-10,9100.0,9150.0,306788.0,5.14,-78577,7117,66760
2003-11-11,9050.0,9320.0,217039.0,5.24,-68880,18650,50230
2003-11-12,9330.0,9650.0,337700.0,5.42,-140317,31057,105940
2003-11-13,9660.0,9740.0,320484.0,5.47,-93362,-4928,125690
2003-11-14,9740.0,10200.0,920486.0,5.73,-236462,-177678,460410
2003-11-17,10300.0,10250.0,646443.0,5.76,-35049,-235071,258640
2003-11-18,10250.0,10450.0,589786.0,5.87,-142870,-119730,266790
2003-11-19,10300.0,10400.0,272946.0,5.84,-95088,-42543,144080
2003-11-20,10600.0,10250.0,390174.0,5.76,61620,-72390,79810
2003-11-21,10200.0,10100.0,260278.0,5.68,30096,-90066,77660
2003-11-24,10150.0,9780.0,335530.0,5.5,-33430,-51900,117950
2003-11-25,9900.0,10250.0,479120.0,5.76,-14133,-68407,104000
2003-11-26,10350.0,10500.0,377404.0,5.9,-47593,-27647,75660
2003-11-27,10700.0,10400.0,170896.0,5.84,-20104,-41576,57600
2003-11-28,10500.0,11000.0,485203.0,6.18,-96919,21829,79210
2003-12-01,11100.0,10850.0,357818.0,6.1,38734,-96704,89600
2003-12-02,11200.0,10850.0,280110.0,6.1,-22060,-41310,86030
2003-12-03,10850.0,11000.0,237948.0,6.18,-14555,-53865,99500
2003-12-04,10950.0,10900.0,312382.0,6.12,-15485,-126575,139050
2003-12-05,10900.0,10850.0,200740.0,6.1,-18792,-89328,108900
2003-12-08,10600.0,10800.0,159213.0,6.07,-27633,-43177,72870
2003-12-09,10900.0,10550.0,245464.0,5.93,50508,-51468,0
2003-12-10,10300.0,10500.0,301828.0,5.9,86760,-105490,13490
2003-12-11,10350.0,10550.0,371389.0,5.93,-20431,-138789,149420
2003-12-12,10850.0,11300.0,699126.0,6.35,-224740,44840,173380
2003-12-15,11600.0,11850.0,411804.0,6.66,-119883,14883,103880
2003-12-16,11700.0,12200.0,444835.0,6.86,-89065,-7515,120220
2003-12-17,12500.0,12550.0,312252.0,7.05,-80530,2290,93540
2003-12-18,12500.0,12200.0,194562.0,6.86,-10090,-59290,73900
2003-12-19,12200.0,12550.0,239630.0,7.05,17480,-65070,47440
2003-12-22,12600.0,11700.0,391680.0,6.57,55277,3140,-51570
2003-12-23,11700.0,11500.0,159550.0,6.46,-45730,-2630,58950
2003-12-24,11650.0,11500.0,101192.0,6.46,-26337,-3733,31140
2003-12-26,11650.0,11900.0,146661.0,6.69,-31340,-590,39230
2003-12-29,11750.0,12150.0,96070.0,6.83,-31836,1146,26510
2003-12-30,12500.0,12100.0,148585.0,6.8,220,-47000,48630
2004-01-02,12200.0,12600.0,279060.0,6.48,-19132,-65248,84190
2004-01-05,12750.0,12150.0,279255.0,6.25,-46731,-42739,91350
2004-01-06,12150.0,12000.0,260402.0,6.17,-47612,-65258,116610
2004-01-07,11900.0,12400.0,150710.0,6.38,-50110,-18810,54210
2004-01-08,12400.0,11950.0,154598.0,6.14,-14237,-31493,44210
2004-01-09,12050.0,12350.0,144503.0,6.35,-34245,-8595,43970
2004-01-12,12200.0,12200.0,156324.0,6.27,-3590,-61390,74260
2004-01-13,12400.0,12350.0,124124.0,6.35,-13640,-15150,30920
2004-01-14,12200.0,12700.0,244108.0,6.53,-36155,-9245,52330
2004-01-15,12950.0,11950.0,580490.0,6.14,110992,-98042,-34560
2004-01-16,11900.0,12000.0,264040.0,6.17,-22851,-35249,55400
2004-01-19,11950.0,11350.0,207625.0,5.84,13081,-1901,-7900
2004-01-20,11150.0,11500.0,367670.0,5.91,28180,-152870,154590
2004-01-26,11450.0,11550.0,205412.0,5.94,-18420,-59730,81650
2004-01-27,11600.0,11650.0,169355.0,5.99,-32541,-41399,73460
2004-01-28,11600.0,11400.0,110410.0,5.86,-14601,25881,-900
2004-01-29,11200.0,11400.0,86182.0,5.86,-17020,-3940,20450
2004-01-30,11600.0,11400.0,104437.0,5.86,-7253,-22237,17250
2004-02-02,11550.0,11200.0,114470.0,5.76,35050,-39920,30000
2004-02-03,11300.0,11550.0,155504.0,5.94,-44103,27063,16120
2004-02-04,11600.0,11500.0,201923.0,5.91,19733,-52223,35380
2004-02-05,11700.0,11300.0,110721.0,5.81,9957,-32407,20000
2004-02-06,11300.0,11300.0,140431.0,5.81,27960,-27200,30000
2004-02-09,11350.0,11250.0,159348.0,5.78,14395,-24245,30000
2004-02-10,11300.0,11450.0,139800.0,5.89,30550,-46350,15660
2004-02-11,11500.0,11450.0,166095.0,5.89,28585,-60445,30340
2004-02-12,11550.0,12000.0,390744.0,6.17,65533,-26683,-45610
2004-02-13,12000.0,11600.0,238378.0,5.96,43158,-71018,11790
2004-02-16,11700.0,11250.0,219686.0,5.78,26021,-51121,27590
2004-02-17,11300.0,10950.0,262939.0,5.63,61119,-86619,24020
2004-02-18,11000.0,11600.0,268484.0,5.96,-95050,-13180,108330
2004-02-19,11600.0,11400.0,121454.0,5.86,-29630,13660,16300
2004-02-20,11400.0,11100.0,102626.0,5.71,7896,-15316,10560
2004-02-23,11100.0,11550.0,126499.0,5.94,-28121,-2829,29670
2004-02-24,11200.0,10700.0,295794.0,5.5,41675,-40745,25530
2004-02-25,10700.0,11000.0,176923.0,5.66,-67707,-17033,85020
2004-02-26,11050.0,11000.0,135393.0,5.66,23090,-38200,27200
2004-02-27,11000.0,11250.0,89300.0,5.78,-22370,39610,9970
2004-03-02,11200.0,11150.0,119926.0,5.73,126,-38376,29690
2004-03-03,11200.0,11650.0,217579.0,5.99,-3870,-40720,41690
2004-03-04,11950.0,12300.0,444882.0,6.32,-93960,127650,-70580
2004-03-05,12100.0,12200.0,183563.0,6.27,-100806,50846,39100
2004-03-08,12200.0,11850.0,97622.0,6.09,-2610,3460,5520
2004-03-09,11650.0,12150.0,79345.0,6.25,-29933,29113,590
2004-03-10,12150.0,11950.0,81810.0,6.14,-640,-160,430
2004-03-11,12000.0,11700.0,197794.0,6.02,10127,-45707,39770
2004-03-12,11700.0,11450.0,177451.0,5.89,-25781,-14649,42930
2004-03-15,11300.0,11450.0,61950.0,5.89,-26580,8030,21300
2004-03-16,11450.0,11250.0,52300.0,5.78,-8250,7660,70
2004-03-17,11350.0,11300.0,106535.0,5.81,49545,-36355,-8200
2004-03-18,11400.0,11300.0,116880.0,5.81,15010,-16070,15430
2004-03-19,11400.0,11500.0,89440.0,5.91,-6920,-10220,14070
2004-03-22,11350.0,11050.0,87047.0,5.68,39957,-29687,-3430
2004-03-23,10900.0,10950.0,99304.0,5.63,13230,-12960,-870
2004-03-24,10850.0,11100.0,75422.0,5.71,10502,-2642,-7590
2004-03-25,10950.0,10700.0,68700.0,5.5,16360,-6210,-12040
2004-03-26,10900.0,10500.0,103786.0,5.4,34971,-42021,0
2004-03-29,10300.0,10800.0,126860.0,5.55,-29995,-34645,40000
2004-03-30,10800.0,10600.0,142680.0,5.45,40840,-110920,72220
2004-03-31,10700.0,10650.0,188730.0,5.48,70360,-119400,47300
2004-04-01,10750.0,10850.0,160230.0,5.58,-11400,-79376,96670
2004-04-02,10800.0,11200.0,122937.0,5.76,-35270,-14470,46920
2004-04-06,11350.0,10850.0,122933.0,5.58,63570,-24680,-34980
2004-04-07,10900.0,10600.0,121015.0,5.45,31830,-18460,2520
2004-04-08,10700.0,10500.0,186720.0,5.4,104064,-96174,-10750
2004-04-09,10500.0,10250.0,169767.0,5.27,55027,-53137,30
2004-04-12,10250.0,10500.0,143987.0,5.4,-17570,3180,4250
2004-04-13,10400.0,10500.0,94916.0,5.4,-25722,11132,24570
2004-04-14,10300.0,10500.0,123220.0,5.4,-15730,-12970,31230
2004-04-16,10500.0,10550.0,96300.0,5.42,21130,-26120,16110
2004-04-19,10700.0,10600.0,143707.0,5.45,-27013,-21720,49330
2004-04-20,10650.0,10900.0,238204.0,5.6,-29747,65597,-29990
2004-04-21,10850.0,10900.0,239650.0,5.6,-78150,89940,-10550
2004-04-22,11100.0,10700.0,133325.0,5.5,-27770,-6480,36160
2004-04-23,10800.0,10800.0,156526.0,5.55,-35764,-5546,38930
2004-04-26,10750.0,10150.0,301389.0,5.22,172514,-172374,0
2004-04-27,10200.0,10300.0,101884.0,5.3,-35650,11310,21730
2004-04-28,10350.0,10050.0,79845.0,5.17,8010,-5130,-1140
2004-04-29,9850.0,9980.0,110500.0,5.13,-28820,29580,-7380
2004-04-30,10000.0,9780.0,89740.0,5.03,-14880,16040,-140
2004-05-03,9800.0,10150.0,64770.0,5.22,-32850,31280,40
2004-05-04,10300.0,9990.0,124076.0,5.14,-15362,18082,40
2004-05-06,9900.0,9930.0,120350.0,5.11,-28270,-9570,36460
2004-05-07,9990.0,9660.0,116380.0,4.97,6869,-60879,56900
2004-05-10,9740.0,9180.0,125365.0,4.72,-17224,-30606,52690
2004-05-11,9010.0,9010.0,107320.0,4.63,-52780,17860,33370
2004-05-12,9100.0,9230.0,76730.0,4.75,-6920,-4700,11980
2004-05-13,9110.0,8830.0,115230.0,4.54,31700,-47460,27490
2004-05-14,8870.0,8110.0,209484.0,4.17,82270,-98560,9980
2004-05-17,8340.0,6980.0,225160.0,3.59,3329,-7219,0
2004-05-18,6630.0,7320.0,241926.0,3.76,-9554,-64486,74440
2004-05-19,7400.0,7980.0,136880.0,4.1,-22134,28324,2210
2004-05-20,7710.0,8390.0,180490.0,4.31,-71110,-29890,106670
2004-05-21,8390.0,8910.0,99030.0,4.58,-62300,31690,31000
2004-05-24,9090.0,9100.0,146843.0,4.68,-34340,-40910,82780
2004-05-25,9100.0,9350.0,83190.0,4.81,-32830,-10200,43270
2004-05-27,9380.0,9400.0,61880.0,4.83,-10320,6300,0
2004-05-28,9150.0,9160.0,33141.0,4.71,-3180,4880,0
2004-05-31,9020.0,8890.0,65829.0,4.57,23500,-4230,-12050
2004-06-01,8760.0,8820.0,37416.0,4.53,-4790,7220,7300
2004-06-02,8830.0,8870.0,46464.0,4.56,6510,-6990,3480
2004-06-03,8830.0,8530.0,44222.0,4.39,-180,-5610,5790
2004-06-04,8510.0,8530.0,53095.0,4.39,5715,-17095,9640
2004-06-07,8360.0,8990.0,67690.0,4.62,-38410,36360,13490
2004-06-08,8930.0,9640.0,186840.0,4.96,-72170,-58450,129010
2004-06-09,9750.0,9140.0,199270.0,4.7,16800,-34850,20600
2004-06-10,8920.0,8950.0,140622.0,4.6,30264,-14254,-38970
2004-06-11,9120.0,8520.0,92730.0,4.38,35870,-54550,24080
2004-06-14,8500.0,8550.0,93670.0,4.4,-58660,16370,42020
2004-06-15,8800.0,8630.0,57733.0,4.44,-2970,4700,-4080
2004-06-16,8520.0,8540.0,58872.0,4.39,-7311,-6699,15680
2004-06-17,8780.0,8610.0,35600.0,4.43,-7460,5960,330
2004-06-18,8560.0,8100.0,100720.0,4.16,35200,-10940,-15760
2004-06-21,8100.0,8100.0,112641.0,4.16,11571,14389,-27160
2004-06-22,7930.0,7800.0,67416.0,4.01,30450,-4690,-24340
2004-06-23,7820.0,7610.0,79280.0,3.91,10660,-8910,10
2004-06-24,7720.0,8000.0,58640.0,4.11,-31570,21640,6170
2004-06-25,8300.0,9000.0,161950.0,4.63,-71950,-24600,97040
2004-06-28,9000.0,8990.0,95175.0,4.62,2610,-15470,13520
2004-06-29,9000.0,9030.0,31440.0,4.64,-19170,16560,40
2004-06-30,9100.0,9560.0,127110.0,4.92,-33200,2390,30980
2004-07-01,9390.0,9440.0,102430.0,4.85,-3550,-17920,26560
2004-07-02,9150.0,9000.0,53880.0,4.63,7840,-4160,0
2004-07-05,9000.0,9100.0,62810.0,4.68,-23897,-9893,35100
2004-07-06,9150.0,9600.0,192065.0,4.94,-38100,-7850,44890
2004-07-07,9560.0,9830.0,85270.0,5.05,-31810,9700,26430
2004-07-08,9920.0,9960.0,126560.0,5.12,-45732,6622,41200
2004-07-09,9710.0,9910.0,66704.0,5.1,-33760,16670,12840
2004-07-12,9920.0,9550.0,54104.0,4.91,10264,-6644,120
2004-07-13,9700.0,9320.0,42608.0,4.79,-415,-8455,8690
2004-07-14,9400.0,9250.0,88080.0,4.76,6900,11420,-5790
2004-07-15,9240.0,9200.0,41073.0,4.73,-3969,5759,90
2004-07-16,9330.0,9200.0,31400.0,4.73,-4548,-2782,8570
2004-07-19,9000.0,9460.0,30030.0,4.86,-14250,6300,6760
2004-07-20,9270.0,9300.0,49840.0,4.78,10720,-20860,12100
2004-07-21,9460.0,9450.0,69023.0,4.86,-14590,-8820,21920
2004-07-22,9220.0,9210.0,40980.0,4.74,12960,-10750,-720
2004-07-23,9110.0,9000.0,68150.0,4.63,12340,-21670,9380
2004-07-26,8800.0,8840.0,12105.0,4.55,-2030,1490,-360
2004-07-27,8990.0,8800.0,52200.0,4.52,2301,6309,-11100
2004-07-28,8870.0,9010.0,68927.0,4.63,-9283,-24827,34620
2004-07-29,9120.0,8990.0,27010.0,4.62,-7420,-940,10190
2004-07-30,8990.0,9000.0,54440.0,4.63,-4870,-33810,37120
2004-08-02,8860.0,8210.0,54830.0,4.22,35490,-28450,-6900
2004-08-03,8550.0,8300.0,48650.0,4.27,8170,-18820,11390
2004-08-04,8120.0,8160.0,89690.0,4.2,27070,-24310,-5110
2004-08-05,8250.0,8450.0,112320.0,4.34,-1500,-4030,5360
2004-08-06,8220.0,8350.0,103850.0,4.29,1130,-38070,35870
2004-08-09,8580.0,8770.0,82930.0,4.51,-39370,31280,6900
2004-08-10,8700.0,8800.0,55970.0,4.52,-2111,-32679,36830
2004-08-11,8800.0,8800.0,50530.0,4.52,-5930,-8030,14970
2004-08-12,8990.0,9600.0,106950.0,4.94,-55190,27030,25000
2004-08-13,9400.0,9450.0,68755.0,4.86,7280,-15460,9200
2004-08-16,9350.0,9450.0,27530.0,4.86,1850,-14660,7840
2004-08-17,9500.0,9500.0,25260.0,4.88,-11270,4340,6640
2004-08-18,9650.0,9450.0,23930.0,4.86,-12750,12490,-20
2004-08-19,9440.0,9510.0,170520.0,4.89,-13550,-115350,128540
2004-08-20,9480.0,9690.0,45560.0,4.98,-25600,23720,8820
2004-08-23,9750.0,9680.0,22700.0,4.98,-7410,2720,4660
2004-08-24,9750.0,9830.0,54680.0,5.05,-20690,19630,4060
2004-08-25,9750.0,9760.0,26380.0,5.02,-2550,2450,1890
2004-08-26,9670.0,9400.0,89195.0,4.83,28840,-5320,-27730
2004-08-27,9550.0,9100.0,161922.0,4.68,77832,35388,-111040
2004-08-30,9180.0,8900.0,138480.0,4.58,75590,-47360,-28230
2004-08-31,8810.0,9110.0,55330.0,4.68,-21160,12160,9000
2004-09-01,9170.0,9850.0,388780.0,5.06,-152020,22080,117510
2004-09-02,9750.0,9820.0,89185.0,5.05,-25350,22560,2790
2004-09-03,10100.0,11000.0,664230.0,5.66,-167960,-83700,358960
2004-09-06,11100.0,10900.0,114310.0,5.6,-17300,8180,8870
2004-09-07,10700.0,10700.0,113776.0,5.5,9047,-16087,7010
2004-09-08,10650.0,10650.0,144260.0,5.48,10830,19310,-20060
2004-09-09,10600.0,10500.0,172870.0,5.4,-19490,56500,-53180
2004-09-10,10500.0,10000.0,204074.0,5.14,54880,51480,-106380
2004-09-13,10100.0,10250.0,107372.0,5.27,-4870,9590,0
2004-09-14,10400.0,9910.0,133020.0,5.1,21940,-6920,-12580
2004-09-15,9860.0,10200.0,69510.0,5.24,-20880,8150,0
2004-09-16,10100.0,10600.0,159710.0,5.45,-23823,15393,7670
2004-09-17,10600.0,10350.0,180250.0,5.32,45670,-68100,10500
2004-09-20,10400.0,10350.0,120014.0,5.32,-2130,28350,-21100
2004-09-21,10250.0,10100.0,87590.0,5.19,413,8307,-8830
2004-09-22,10100.0,9520.0,154385.0,4.89,65883,-49843,-16880
2004-09-23,9460.0,9500.0,65892.0,4.88,-630,-16380,16930
2004-09-24,9460.0,9850.0,129740.0,5.06,-18390,11960,16760
2004-09-30,9610.0,10050.0,68330.0,5.17,-21110,-130,22060
2004-10-01,10100.0,10200.0,77890.0,5.24,-31830,31500,0
2004-10-04,10200.0,10500.0,97313.0,5.4,-32280,32200,0
2004-10-05,10700.0,10850.0,213182.0,5.58,-116633,46680,70870
2004-10-06,11100.0,10850.0,99365.0,5.58,-38797,22750,24010
2004-10-07,10800.0,11200.0,97556.0,5.76,-40177,22567,18100
2004-10-08,11200.0,11800.0,198680.0,6.07,-75761,41981,36970
2004-10-11,11550.0,11300.0,158856.0,5.81,14597,22733,-37600
2004-10-12,11300.0,10800.0,135730.0,5.55,10646,-27836,29800
2004-10-13,10800.0,10600.0,349815.0,5.45,54570,-15680,-38170
2004-10-14,10200.0,10200.0,185317.0,5.24,1350,66580,-66360
2004-10-15,10350.0,10250.0,94928.0,5.27,8160,3780,-7140
2004-10-18,10000.0,10300.0,71940.0,5.3,1800,-2200,-860
2004-10-19,10350.0,10300.0,91579.0,5.3,17240,28640,-46090
2004-10-20,10300.0,9800.0,95650.0,5.04,39600,-11390,-28370
2004-10-21,9800.0,9350.0,131975.0,4.81,42250,5890,-35740
2004-10-22,9350.0,9600.0,91035.0,4.94,7410,-10830,3420
2004-10-25,9500.0,9590.0,121760.0,4.93,-5730,-35540,45950
2004-10-26,9600.0,9580.0,102460.0,4.93,9555,-15905,7760
2004-10-27,9600.0,9400.0,158560.0,4.83,41550,-49920,11450
2004-10-28,9600.0,9410.0,108791.0,4.84,43191,-40071,0
2004-10-29,9460.0,9590.0,137200.0,4.93,24952,-58102,33560
2004-11-01,9770.0,9800.0,93630.0,5.04,-10100,-15200,25300
2004-11-02,9860.0,10000.0,119820.0,5.14,-14710,13040,3770
2004-11-03,10000.0,10100.0,73982.0,5.19,-13830,10190,3700
2004-11-04,10100.0,10050.0,47860.0,5.17,-22700,350,22120
2004-11-05,10100.0,10600.0,142326.0,5.45,-27080,-23850,49890
2004-11-08,10850.0,10500.0,113532.0,5.4,-25930,-21120,46990
2004-11-09,10700.0,10400.0,94150.0,5.35,-29950,14620,15370
2004-11-10,10500.0,10800.0,191560.0,5.55,-30790,11410,19430
2004-11-11,10550.0,10250.0,127462.0,5.27,-5020,14140,-13660
2004-11-12,10400.0,9700.0,393692.0,4.99,146743,-48613,-112170
2004-11-15,9550.0,9760.0,130622.0,5.02,11320,8270,2760
2004-11-16,9900.0,9990.0,155899.0,5.14,-43868,30808,25220
2004-11-17,9990.0,9900.0,111580.0,5.09,-11400,20960,-7670
2004-11-18,9730.0,9140.0,274170.0,4.7,158080,23390,-188140
2004-11-19,9140.0,8940.0,238340.0,4.6,104800,-23680,-73800
2004-11-22,8810.0,8750.0,205550.0,4.5,56090,13450,-82390
2004-11-23,8800.0,9030.0,125601.0,4.64,-9450,42580,-21390
2004-11-24,9000.0,8940.0,147320.0,4.6,22010,83650,-87160
2004-11-25,8930.0,8980.0,110887.0,4.62,16507,52143,-62870
2004-11-26,9080.0,8710.0,222100.0,4.48,49740,68030,-118530
2004-11-29,8700.0,8650.0,102950.0,4.45,21160,-36380,15100
2004-11-30,8650.0,8720.0,176630.0,4.48,27000,-27230,300
2004-12-01,8820.0,8750.0,68750.0,4.5,4510,19350,-24080
2004-12-02,8870.0,8650.0,184800.0,4.45,42740,43970,-86970
2004-12-03,8600.0,8590.0,107835.0,4.42,9576,600,-10246
2004-12-06,8480.0,8070.0,317170.0,4.15,205370,-70470,-135340
2004-12-07,8100.0,8100.0,229173.0,4.16,82500,-38230,-94380
2004-12-08,8060.0,8150.0,96910.0,4.19,-17740,27160,-9390
2004-12-09,8010.0,8330.0,227136.0,4.28,-6020,13710,-29730
2004-12-10,8130.0,8210.0,93353.0,4.22,-7797,-2923,10260
2004-12-13,8230.0,8300.0,103187.0,4.27,-9837,-9083,25640
2004-12-14,8370.0,8220.0,84757.0,4.23,11267,-11107,1530
2004-12-15,8270.0,8200.0,147264.0,4.22,17610,-9740,-8320
2004-12-16,8240.0,8070.0,188963.0,4.15,110840,-760,-110410
2004-12-17,8080.0,8130.0,99743.0,4.18,26970,1910,-30080
2004-12-20,8090.0,8040.0,165993.0,4.13,33850,11060,-44670
2004-12-21,8060.0,8150.0,98515.0,4.19,12792,-3502,-9310
2004-12-22,8150.0,8180.0,94215.0,4.21,-8800,3100,1180
2004-12-23,8250.0,8220.0,207531.0,4.23,1851,8859,-10010
2004-12-24,8160.0,8030.0,203280.0,4.13,53770,69800,-74000
2004-12-27,8050.0,8000.0,91150.0,4.11,10106,23214,-31420
2004-12-28,8020.0,8100.0,107581.0,4.16,-17600,-3490,31780
2004-12-29,8050.0,8160.0,105750.0,4.2,-4180,8670,-5130
2004-12-30,8210.0,8370.0,167515.0,4.3,-27300,12210,12930
2005-01-03,8450.0,8300.0,101910.0,6.26,21720,19150,-40860
2005-01-04,8300.0,8380.0,147035.0,6.32,11665,14435,-29720
2005-01-05,8380.0,8370.0,213161.0,6.31,87100,29400,-116470
2005-01-06,8350.0,8550.0,228170.0,6.45,-46580,91330,-54510
2005-01-07,8650.0,8690.0,411625.0,6.55,-17530,126190,-106940
2005-01-10,8830.0,8710.0,308981.0,6.57,-17760,27440,-9390
2005-01-11,8740.0,8720.0,285045.0,6.57,-26540,38350,-20600
2005-01-12,8700.0,8840.0,215630.0,6.67,-21580,66730,-69550
2005-01-13,8800.0,8830.0,182280.0,6.66,-33510,11110,14680
