Symbol,한섬_시가(원),한섬_종가(원),한섬_거래량(주),한섬_PER(IFRS-연결),한섬_순매수수량(개인)(주),한섬_순매수수량(기관계)(주),한섬_순매수수량(외국인계)(주)
2014-04-23,27000.0,27000.0,22573.0,15.15,7188,-3178,-4010
2014-04-24,26800.0,26650.0,32638.0,14.95,841,409,-1250
2014-04-25,26600.0,26250.0,35302.0,14.73,10173,-2603,-7630
2014-04-28,26000.0,26350.0,19446.0,14.79,-3007,4137,-1130
2014-04-29,26300.0,26400.0,17946.0,14.81,-1704,6484,-4780
2014-04-30,26250.0,26100.0,55508.0,14.65,18338,-11488,-7410
2014-05-02,26200.0,25150.0,72152.0,14.11,33270,-12930,-19920
2014-05-07,25000.0,24700.0,47574.0,13.86,9456,3074,-12690
2014-05-08,24750.0,24900.0,51830.0,13.97,7790,-9080,1290
2014-05-09,24750.0,24900.0,28077.0,13.97,5747,-7227,1480
2014-05-12,24900.0,24450.0,32667.0,13.72,10065,-8285,-1780
2014-05-13,24350.0,23950.0,99368.0,13.44,33997,-48897,14900
2014-05-14,24000.0,24100.0,92850.0,13.52,9634,-34274,24640
2014-05-15,24250.0,24400.0,45006.0,13.69,9077,-6387,-2690
2014-05-16,24450.0,24800.0,75212.0,13.92,-19009,30309,-11300
2014-05-19,24600.0,25200.0,51486.0,14.14,-13216,27786,-14570
2014-05-20,25200.0,24750.0,37974.0,13.89,3756,-2676,-1080
2014-05-21,24650.0,25250.0,27517.0,14.17,-11760,13830,-2070
2014-05-22,25200.0,25100.0,30762.0,14.08,-1089,-4245,5334
2014-05-23,25400.0,25350.0,31468.0,14.22,-7521,2285,5236
2014-05-26,25200.0,25550.0,58149.0,14.34,-6457,-2253,6310
2014-05-27,25550.0,25450.0,43488.0,14.28,1546,-1706,160
2014-05-28,25200.0,26500.0,63977.0,14.87,-47781,45291,1780
2014-05-29,26400.0,26500.0,60118.0,14.87,-26421,44761,-14480
2014-05-30,26350.0,26750.0,36851.0,15.01,-4899,3179,-1110
2014-06-02,26350.0,26750.0,66610.0,15.01,-9742,20834,-11092
2014-06-03,26250.0,26550.0,65320.0,14.9,3925,-4630,-3915
2014-06-05,25750.0,26850.0,52878.0,15.07,-16976,24649,-11408
2014-06-09,26550.0,27000.0,61186.0,15.15,-4071,18850,-19579
2014-06-10,27100.0,26550.0,59282.0,14.9,14393,-3943,-17720
2014-06-11,26650.0,25800.0,140259.0,14.48,10404,-8110,-1814
2014-06-12,25700.0,26200.0,72590.0,14.7,-9861,4934,4048
2014-06-13,26000.0,26500.0,70787.0,14.87,-428,13119,-12691
2014-06-16,26200.0,26350.0,44012.0,14.79,-80,3639,-3059
2014-06-17,26350.0,25900.0,60711.0,14.53,6491,-17273,14203
2014-06-18,25800.0,26400.0,29054.0,14.81,-8897,5543,-1680
2014-06-19,26550.0,26650.0,27189.0,14.95,-4508,15320,-10812
2014-06-20,26750.0,26200.0,37360.0,14.7,7190,-6703,-7020
2014-06-23,26000.0,26450.0,20108.0,14.84,-4768,4573,-1185
2014-06-24,26500.0,26700.0,33598.0,14.98,-4165,10227,-11019
2014-06-25,26750.0,26850.0,21367.0,15.07,-3215,7632,-4267
2014-06-26,26850.0,26900.0,54720.0,15.09,6212,442,-6654
2014-06-27,26800.0,27800.0,77326.0,15.6,-38060,38469,-4053
2014-06-30,27800.0,27650.0,89263.0,15.52,-327,10982,-13271
2014-07-01,27450.0,27150.0,94107.0,15.23,23606,-16968,-6656
2014-07-02,27150.0,27150.0,110188.0,15.23,-1395,21957,-20634
2014-07-03,27400.0,27450.0,106565.0,15.4,6527,9742,-19984
2014-07-04,27300.0,26800.0,73604.0,15.04,22479,-6078,-20583
2014-07-07,26800.0,27500.0,68686.0,15.43,-16973,29146,-12173
2014-07-08,27500.0,27500.0,93363.0,15.43,-16712,39371,-20712
2014-07-09,27250.0,26800.0,56621.0,15.04,27312,-23959,-3313
2014-07-10,27100.0,26500.0,43502.0,14.87,4484,-15439,11204
2014-07-11,26400.0,26350.0,57901.0,14.79,9769,-18919,6556
2014-07-14,26400.0,26800.0,66354.0,15.04,-6556,-1014,8362
2014-07-15,26500.0,26550.0,48081.0,14.9,26893,-21160,-1109
2014-07-16,26450.0,26700.0,32276.0,14.98,-3385,4129,-1042
2014-07-17,26650.0,26350.0,30593.0,14.79,9079,-8535,1124
2014-07-18,26350.0,26000.0,25418.0,14.59,5177,-6397,1623
2014-07-21,25900.0,26000.0,24528.0,14.59,1229,-2094,1718
2014-07-22,25750.0,26500.0,31957.0,14.87,-5430,2361,3485
2014-07-23,26250.0,26400.0,22698.0,14.81,-3072,7217,-3905
2014-07-24,26400.0,26550.0,22545.0,14.9,-6645,2828,3987
2014-07-25,26600.0,26850.0,20415.0,15.07,-3243,3928,-718
2014-07-28,26850.0,26800.0,19929.0,15.04,-2843,7244,-4401
2014-07-29,27050.0,26450.0,33126.0,14.84,1536,-8958,7552
2014-07-30,26750.0,26750.0,40482.0,15.01,-4518,-9329,13847
2014-07-31,26800.0,27550.0,54761.0,15.46,-30956,15214,16277
2014-08-01,27700.0,28000.0,41962.0,15.71,-20371,7663,13508
2014-08-04,27800.0,27550.0,30513.0,15.46,-1043,-6036,7079
2014-08-05,27300.0,27350.0,50232.0,15.35,1812,-803,-509
2014-08-06,27350.0,27500.0,62388.0,15.43,-178,3925,-4756
2014-08-07,27250.0,27300.0,28184.0,15.32,1102,-1608,-44
2014-08-08,26950.0,27500.0,30988.0,15.43,-6955,5832,583
2014-08-11,27800.0,27500.0,150926.0,15.43,579,-2252,-7300
2014-08-12,27500.0,27100.0,33937.0,15.21,4162,-1051,-3301
2014-08-13,27300.0,27700.0,39411.0,15.54,-13372,10583,2791
2014-08-14,27700.0,28750.0,89758.0,16.13,-27965,24080,-1732
2014-08-18,28800.0,29700.0,67367.0,16.67,-16441,24976,-8325
2014-08-19,29250.0,29550.0,52218.0,16.58,1707,18349,-20056
2014-08-20,29650.0,29650.0,53599.0,16.64,1213,4013,-3426
2014-08-21,29950.0,29500.0,37805.0,16.55,2058,7891,-9760
2014-08-22,29450.0,30000.0,32646.0,16.83,-2516,2604,2
2014-08-25,30500.0,30800.0,34665.0,17.28,-1731,3947,-4465
2014-08-26,30950.0,32000.0,70485.0,17.96,1876,6622,-6889
2014-08-27,31900.0,31150.0,78420.0,17.48,-415,19869,-24379
2014-08-28,31100.0,31850.0,52892.0,17.87,2163,-13435,9492
2014-08-29,32150.0,31000.0,45759.0,17.4,17726,-20527,-219
2014-09-01,30750.0,31500.0,105776.0,17.68,-16133,2743,13390
2014-09-02,31500.0,32650.0,108950.0,18.32,-7821,24304,-16483
2014-09-03,32250.0,32500.0,149454.0,18.24,22934,12240,-35189
2014-09-04,32250.0,32100.0,57684.0,18.01,14062,-3087,-10975
2014-09-05,32150.0,31900.0,67401.0,17.9,5734,-17821,10321
2014-09-11,31900.0,31550.0,63754.0,17.7,4261,-13676,9115
2014-09-12,31700.0,32400.0,50849.0,18.18,-3051,14559,-11508
2014-09-15,32450.0,32300.0,38736.0,18.12,652,7100,-7752
2014-09-16,32500.0,33450.0,68552.0,18.77,-19036,19627,-591
2014-09-17,33500.0,33650.0,76744.0,18.88,-6306,6028,-9546
2014-09-18,33300.0,32550.0,74111.0,18.26,22184,-21351,-768
2014-09-19,32550.0,32700.0,64713.0,18.35,16136,-22881,6745
2014-09-22,32550.0,33150.0,61172.0,18.6,-2717,13705,-10978
2014-09-23,32900.0,32450.0,43783.0,18.21,14708,-1550,-12480
2014-09-24,32600.0,33300.0,86679.0,18.69,-1468,11665,-11040
2014-09-25,33300.0,33350.0,57497.0,18.71,15758,-5942,-12157
2014-09-26,33000.0,33100.0,53123.0,18.57,9812,-1580,-9069
2014-09-29,32750.0,31950.0,62412.0,17.93,18913,-12289,-6921
2014-09-30,32200.0,32600.0,144262.0,18.29,12713,-25155,11755
2014-10-01,32200.0,32850.0,70422.0,18.43,476,-1124,-150
2014-10-02,33000.0,33300.0,70723.0,18.69,-16995,29927,-13342
2014-10-06,33100.0,32800.0,56655.0,18.41,-1197,12341,-11144
2014-10-07,32800.0,32300.0,46389.0,18.12,3689,4979,-11331
2014-10-08,32000.0,31250.0,75156.0,17.54,5906,-2365,-536
2014-10-10,31800.0,30950.0,138216.0,17.37,42245,-60931,20947
2014-10-13,31150.0,30500.0,105368.0,17.11,13966,-18584,6088
2014-10-14,30750.0,31450.0,142502.0,17.65,8490,30538,-39318
2014-10-15,31300.0,32250.0,109733.0,18.1,-19592,58325,-38499
2014-10-16,32000.0,32750.0,98691.0,18.38,-1845,16048,-17246
2014-10-17,32750.0,32750.0,75449.0,18.38,-3743,14966,-11723
2014-10-20,32900.0,32300.0,52931.0,18.12,5128,-11788,5485
2014-10-21,32050.0,32250.0,72640.0,18.1,-9482,-9907,19391
2014-10-22,32500.0,31900.0,71222.0,17.9,-2759,14796,-10703
2014-10-23,31900.0,33750.0,185867.0,18.94,-10481,-19371,29217
2014-10-24,34100.0,34750.0,166760.0,19.5,8700,-10542,3810
2014-10-27,35150.0,34300.0,96572.0,19.25,7127,-8568,-67
2014-10-28,34300.0,34350.0,55709.0,19.28,-7662,8991,-1366
2014-10-29,34100.0,33800.0,57879.0,18.97,-10920,7132,3916
2014-10-30,33900.0,33500.0,60918.0,18.8,-4579,4628,28
2014-10-31,33550.0,32100.0,90237.0,18.01,5043,11295,-6657
2014-11-03,32100.0,33300.0,48649.0,18.69,-6507,5763,2425
2014-11-04,33350.0,32450.0,50536.0,18.21,10735,-13482,5499
2014-11-05,32500.0,31400.0,113639.0,17.62,16095,-44141,20122
2014-11-06,31450.0,30650.0,71523.0,17.2,7445,-7334,3535
2014-11-07,30600.0,29950.0,93686.0,16.81,8054,-19315,16124
2014-11-10,29850.0,29900.0,128969.0,16.78,1938,3037,-1475
2014-11-11,29850.0,30200.0,61536.0,16.95,3206,-7642,3976
2014-11-12,30000.0,29200.0,105553.0,16.39,11342,3564,-15123
2014-11-13,29100.0,30200.0,55984.0,16.95,-14423,13331,2220
2014-11-14,30000.0,30350.0,31553.0,17.03,-1136,13092,-11907
2014-11-17,30600.0,29100.0,90223.0,16.33,20992,-11591,-12029
2014-11-18,29200.0,29850.0,88228.0,16.75,-8178,6689,1489
2014-11-19,29950.0,30800.0,88337.0,17.28,-3518,26008,-22583
2014-11-20,30900.0,30000.0,55631.0,16.83,7447,13963,-14325
2014-11-21,30100.0,30300.0,44804.0,17.0,-1477,2897,2060
2014-11-24,30100.0,30100.0,27020.0,16.89,-2523,8463,-5936
2014-11-25,30700.0,30150.0,77904.0,16.92,9293,-5743,616
2014-11-26,30500.0,30550.0,43868.0,17.14,-9800,7270,1649
2014-11-27,30550.0,30250.0,46410.0,16.97,-2514,-1691,6655
2014-11-28,30250.0,30850.0,55629.0,17.31,-24256,21805,1906
2014-12-01,34900.0,31600.0,298866.0,17.73,27699,25711,-44028
2014-12-02,31600.0,32200.0,164788.0,18.07,-21413,32851,-9415
2014-12-03,32450.0,32550.0,74880.0,18.26,-5195,10128,-3931
2014-12-04,32550.0,32150.0,70093.0,18.04,828,-10881,8278
2014-12-05,32150.0,32100.0,45601.0,18.01,-7260,6918,1221
2014-12-08,31900.0,31050.0,62627.0,17.42,1791,4910,-6237
2014-12-09,30800.0,31200.0,35908.0,17.51,-9547,9303,1749
2014-12-10,30800.0,30300.0,48516.0,17.0,5084,2787,-5858
2014-12-11,30350.0,30200.0,84813.0,16.95,-5090,30186,-22763
2014-12-12,30800.0,31800.0,141281.0,17.84,-4436,9048,-4413
2014-12-15,31800.0,32400.0,64598.0,18.18,-10393,28063,-17732
2014-12-16,32400.0,32000.0,63378.0,17.96,1252,25725,-27725
2014-12-17,32150.0,32000.0,60323.0,17.96,-3394,28811,-25559
2014-12-18,32000.0,31900.0,49861.0,17.9,-3903,12416,-8682
2014-12-19,31800.0,32250.0,50543.0,18.1,-3042,16879,-12475
2014-12-22,32300.0,31150.0,66950.0,17.48,16065,6377,-23027
2014-12-23,31200.0,30800.0,58126.0,17.28,-669,-3874,2224
2014-12-24,31300.0,31900.0,89877.0,17.9,-18396,27009,-13024
2014-12-26,32100.0,32400.0,44349.0,18.18,-14040,24143,-9015
2014-12-29,32700.0,31950.0,56321.0,17.93,14782,619,-15370
2014-12-30,31700.0,32550.0,84007.0,18.26,-16354,32945,-16116
2015-01-02,32050.0,32000.0,79320.0,20.96,18359,-7623,-11643
2015-01-05,31650.0,31650.0,77189.0,20.73,4021,-4702,-950
2015-01-06,31000.0,30750.0,97347.0,20.14,25099,-38582,12930
2015-01-07,30750.0,30450.0,76492.0,19.95,12325,-7259,-3313
2015-01-08,30150.0,29150.0,152316.0,19.09,45131,-47020,2294
2015-01-09,29550.0,29450.0,78543.0,19.29,-14051,-2710,17743
2015-01-12,29150.0,29450.0,55908.0,19.29,-1438,-17055,19656
2015-01-13,29450.0,29450.0,43594.0,19.29,-1612,-1125,2737
2015-01-14,29450.0,29600.0,56543.0,19.39,1587,6243,-7830
2015-01-15,29500.0,29300.0,70745.0,19.19,18314,-16713,-2093
2015-01-16,29000.0,27950.0,193485.0,18.31,44149,-61527,12178
2015-01-19,28200.0,27650.0,69883.0,18.11,-9647,-11221,20536
2015-01-20,27950.0,27900.0,48327.0,18.28,-1399,-1702,2659
2015-01-21,27650.0,27950.0,48584.0,18.31,-4907,18072,-15209
2015-01-22,28500.0,28900.0,159831.0,18.93,8526,1201,-14803
2015-01-23,29150.0,28850.0,91498.0,18.9,6156,-9254,5363
2015-01-26,28600.0,29850.0,78509.0,19.55,-27451,47156,-17352
2015-01-27,30150.0,30200.0,111210.0,19.78,-21939,30274,-7735
2015-01-28,30200.0,30350.0,85383.0,19.88,-6394,10104,1591
2015-01-29,30150.0,30400.0,69888.0,19.91,3697,6273,-9970
2015-01-30,30450.0,30600.0,72516.0,20.04,-143,-15728,14277
2015-02-02,30300.0,30150.0,72511.0,19.75,4180,-7570,3138
2015-02-03,30000.0,29950.0,58520.0,19.62,-2456,-9358,11814
2015-02-04,29950.0,29800.0,87401.0,19.52,8328,-50601,42229
2015-02-05,29650.0,31450.0,130096.0,20.6,-25535,330,23482
2015-02-06,31100.0,30450.0,61589.0,19.95,21881,-20999,-951
2015-02-09,30900.0,30950.0,50151.0,20.27,3605,-4522,894
2015-02-10,30950.0,31450.0,88911.0,20.6,-8937,23983,-8072
2015-02-11,31800.0,31700.0,46337.0,20.76,-11222,15736,-4973
2015-02-12,32000.0,32200.0,46985.0,21.09,-4152,7348,-2763
2015-02-13,32100.0,31800.0,55956.0,20.83,-3758,1770,-527
2015-02-16,32000.0,31850.0,39500.0,20.86,-2607,-910,3909
2015-02-17,32000.0,31450.0,45135.0,20.6,618,-13107,12489
2015-02-23,31800.0,31100.0,55894.0,20.37,-6167,-13581,19748
2015-02-24,30900.0,32650.0,60959.0,21.39,-37212,30041,7181
2015-02-25,32900.0,31700.0,81737.0,20.76,21984,-12844,-9201
2015-02-26,31700.0,31150.0,80422.0,20.4,26497,-29030,815
2015-02-27,31000.0,31250.0,53466.0,20.47,105,-3082,2500
2015-03-02,31100.0,30150.0,70569.0,19.75,18322,-16368,-1196
2015-03-03,30150.0,30050.0,45660.0,19.68,4752,-5922,777
2015-03-04,30050.0,29700.0,52526.0,19.45,14553,-12800,-2221
2015-03-05,29650.0,29600.0,184790.0,19.39,4577,-5389,812
2015-03-06,30050.0,29700.0,57211.0,19.45,14550,-10886,-4708
2015-03-09,30400.0,30900.0,179707.0,20.24,3469,-11623,8372
2015-03-10,30600.0,31450.0,74523.0,20.6,-15432,19531,-4419
2015-03-11,31450.0,30400.0,138095.0,19.91,27555,-25604,-8754
2015-03-12,30500.0,30000.0,74152.0,19.65,-5400,2992,2857
2015-03-13,30350.0,30600.0,57936.0,20.04,-4359,5364,-1001
2015-03-16,30600.0,32150.0,94969.0,21.06,-42388,51856,-9468
2015-03-17,32400.0,32200.0,69261.0,21.09,-16641,26411,-9065
2015-03-18,32000.0,32050.0,56793.0,20.99,-6622,-7339,14229
2015-03-19,32050.0,32100.0,67579.0,21.03,7730,-18040,11442
2015-03-20,31950.0,31150.0,95855.0,20.4,21137,-33891,15568
2015-03-23,31000.0,32150.0,59394.0,21.06,-11827,3296,10838
2015-03-24,31850.0,31550.0,49312.0,20.67,1923,-3142,1219
2015-03-25,31600.0,31500.0,25003.0,20.63,3646,-7822,7614
2015-03-26,31700.0,31250.0,26845.0,20.47,1862,-9525,9537
2015-03-27,31250.0,32250.0,61853.0,21.12,-4510,6388,1910
2015-03-30,32250.0,33500.0,122396.0,21.94,-29107,33366,-4604
2015-03-31,33500.0,32850.0,103256.0,21.52,18225,-6834,-13073
2015-04-01,32350.0,32550.0,137602.0,21.32,17848,-28655,10893
2015-04-02,32450.0,33450.0,99322.0,21.91,-15233,11011,3292
2015-04-03,33950.0,33750.0,81216.0,22.11,3656,3672,-11092
2015-04-06,33550.0,34050.0,97640.0,22.3,-15144,29185,-13949
2015-04-07,34050.0,34000.0,84547.0,22.27,3072,1081,-4153
2015-04-08,34000.0,34900.0,111799.0,22.86,-14751,25561,-14170
2015-04-09,34450.0,34250.0,109256.0,22.43,30258,-21061,-10039
2015-04-10,34100.0,33800.0,95555.0,22.14,23068,-19452,-3980
2015-04-13,34200.0,33750.0,92446.0,22.11,-3570,-10460,9729
2015-04-14,33800.0,33900.0,73179.0,22.21,6108,-18499,13339
2015-04-15,33900.0,35200.0,183956.0,23.06,23756,-27944,4518
2015-04-16,35850.0,34050.0,73466.0,22.3,28263,-33600,5019
2015-04-17,34150.0,35050.0,87958.0,22.96,3049,-14822,12741
2015-04-20,34950.0,34500.0,95266.0,22.6,30436,-29244,-1587
2015-04-21,34500.0,33400.0,133974.0,21.88,21481,-68756,58925
2015-04-22,33400.0,33200.0,213757.0,21.75,29429,-133783,103553
2015-04-23,35150.0,34650.0,327408.0,22.7,-1502,-40768,30382
2015-04-24,34200.0,34750.0,122278.0,22.76,-11261,424,13424
2015-04-27,34300.0,35150.0,105811.0,23.02,1663,-12433,13136
2015-04-28,35350.0,35450.0,81796.0,23.22,-8727,-3353,11584
2015-04-29,35450.0,36050.0,124658.0,23.61,-5720,26428,-16663
2015-04-30,36050.0,35300.0,82616.0,23.12,7856,22553,-29469
2015-05-04,35000.0,35300.0,63622.0,23.12,-4827,-1506,6454
2015-05-06,34700.0,34500.0,43568.0,22.6,2645,-7749,5074
2015-05-07,34300.0,34600.0,76771.0,22.66,-18251,16029,2552
2015-05-08,34600.0,35900.0,87722.0,23.52,-20653,5811,14846
2015-05-11,35850.0,37400.0,152684.0,24.5,-25172,55296,-32287
2015-05-12,37400.0,37400.0,125285.0,24.5,-13974,35282,-13711
2015-05-13,37400.0,38650.0,109545.0,25.32,-17255,30252,-12866
2015-05-14,38300.0,38850.0,131642.0,25.45,16624,37714,-52938
2015-05-15,38500.0,38900.0,103816.0,25.48,237,5156,-6393
2015-05-18,39900.0,38850.0,160645.0,25.45,12644,-2896,-9748
2015-05-19,38500.0,38350.0,76488.0,25.12,-7379,-10829,9758
2015-05-20,38100.0,39000.0,112461.0,25.55,-5273,-9010,14708
2015-05-21,38750.0,39100.0,91422.0,25.61,-3694,10196,-6502
2015-05-22,38950.0,39850.0,78894.0,26.1,-640,2579,-1030
2015-05-26,39850.0,39100.0,75591.0,25.61,16504,-1080,-14881
2015-05-27,38650.0,38000.0,117595.0,24.89,16914,-13888,-361
2015-05-28,37800.0,37500.0,130160.0,24.56,12492,-48882,35472
2015-05-29,37150.0,37550.0,70927.0,24.6,5165,-29314,23760
2015-06-01,37450.0,37150.0,92594.0,24.33,10890,-30120,18312
2015-06-02,36400.0,35500.0,100517.0,23.25,14317,-6381,-8269
2015-06-03,35850.0,36600.0,113434.0,23.97,-2363,25839,-23759
2015-06-04,36600.0,36400.0,102727.0,23.84,5904,-8754,2727
2015-06-05,36400.0,37950.0,94649.0,24.86,-16473,18623,-3104
2015-06-08,37400.0,37300.0,88460.0,24.43,17536,144,-17532
2015-06-09,38100.0,37500.0,95032.0,24.56,12766,-18606,5734
2015-06-10,37450.0,36050.0,113632.0,23.61,22424,-51070,28122
2015-06-11,36500.0,36400.0,91821.0,23.84,-3423,-17045,20301
2015-06-12,36600.0,36800.0,74108.0,24.1,-8077,16473,-8480
2015-06-15,36400.0,35150.0,141813.0,23.02,32955,-59750,26776
2015-06-16,35150.0,34700.0,108124.0,22.73,9948,-29273,19295
2015-06-17,35100.0,35650.0,58275.0,23.35,-4762,27299,-22455
2015-06-18,36700.0,35450.0,73027.0,23.22,5528,-4446,-1082
2015-06-19,35450.0,34250.0,78472.0,22.43,25964,-27410,2650
2015-06-22,34250.0,35750.0,75499.0,23.42,-12653,10649,2783
2015-06-23,35650.0,36400.0,108851.0,23.84,-13284,20355,-6741
2015-06-24,36150.0,36650.0,52489.0,24.01,-4386,13301,-10368
2015-06-25,36650.0,36950.0,83524.0,24.2,-18384,12059,6415
2015-06-26,37400.0,36400.0,45152.0,23.84,4732,-4779,-883
2015-06-29,35300.0,35500.0,54741.0,23.25,1036,-10439,9418
2015-06-30,35100.0,35700.0,97363.0,23.38,1332,2989,-3350
2015-07-01,35350.0,36000.0,50808.0,23.58,1280,1902,-3496
2015-07-02,35850.0,35300.0,41764.0,23.12,10304,-14685,4214
2015-07-03,35350.0,35400.0,48736.0,23.19,-31,-2145,3022
2015-07-06,35100.0,33850.0,78961.0,22.17,33176,-38101,4403
2015-07-07,33850.0,34300.0,64015.0,22.47,-11840,25010,-12794
2015-07-08,34850.0,34150.0,66209.0,22.37,-506,18584,-17742
2015-07-09,33600.0,34300.0,50405.0,22.47,-7438,23201,-13919
2015-07-10,34300.0,35600.0,83617.0,23.32,-9153,23130,-11405
2015-07-13,35600.0,36600.0,73622.0,23.97,2627,5655,-8448
2015-07-14,36300.0,36500.0,38061.0,23.91,5280,2142,-7422
2015-07-15,37100.0,37250.0,60500.0,24.4,3074,-22571,18113
2015-07-16,37300.0,37400.0,67341.0,24.5,-3632,-14042,17951
2015-07-17,37700.0,37300.0,45792.0,24.43,-8074,-4723,13095
2015-07-20,37600.0,36550.0,48341.0,23.94,9425,-23241,13333
2015-07-21,36450.0,37500.0,43371.0,24.56,-2272,-4928,6605
2015-07-22,37300.0,37100.0,63616.0,24.3,18878,-11263,-8165
2015-07-23,36850.0,37750.0,111736.0,24.73,-6520,-7089,6962
2015-07-24,38400.0,37350.0,127137.0,24.47,20335,-56624,34793
2015-07-27,37100.0,36650.0,62762.0,24.01,19697,-33480,13903
2015-07-28,36650.0,36400.0,58231.0,23.84,8735,-18965,9360
2015-07-29,36750.0,36200.0,61346.0,23.71,23278,-40501,17255
2015-07-30,36200.0,37000.0,53045.0,24.24,3699,1894,-5593
2015-07-31,37050.0,39750.0,202284.0,26.04,-61422,18162,43564
2015-08-03,40400.0,39450.0,156860.0,25.84,24994,-58972,33478
2015-08-04,40100.0,40900.0,135436.0,26.79,-21536,-353,22008
2015-08-05,40500.0,39950.0,107108.0,26.17,33374,-43664,10650
2015-08-06,39750.0,39950.0,80155.0,26.17,7330,-26033,18045
2015-08-07,39700.0,40550.0,98516.0,26.56,-2426,9744,-7267
2015-08-10,40550.0,40800.0,73277.0,26.72,16463,-8954,-7010
2015-08-11,40400.0,40500.0,53296.0,26.53,-789,-58,672
2015-08-12,40500.0,40250.0,66770.0,26.36,7995,-4279,-3047
2015-08-13,39900.0,40400.0,61260.0,26.46,19368,-8164,-11204
2015-08-17,40800.0,39450.0,94335.0,25.84,25352,-24978,-2646
2015-08-18,39500.0,39850.0,141981.0,26.1,-20232,8835,12899
2015-08-19,40150.0,38300.0,105425.0,25.09,6575,-23212,16399
2015-08-20,38450.0,38500.0,60104.0,25.22,-7718,-13043,20479
2015-08-21,37000.0,37100.0,110020.0,24.3,5510,12847,-18212
2015-08-24,37300.0,35000.0,99498.0,22.93,14704,-8191,-5361
2015-08-25,35250.0,34750.0,185695.0,22.76,4481,-5048,-55
2015-08-26,35200.0,35500.0,84887.0,23.25,6516,-7266,780
2015-08-27,36200.0,38300.0,185363.0,25.09,4372,25097,-29373
2015-08-28,38350.0,38750.0,165147.0,25.38,-410,80825,-80451
2015-08-31,39000.0,39100.0,108769.0,25.61,8454,-1599,-6855
2015-09-01,39100.0,39100.0,64547.0,25.61,4365,9142,-13507
2015-09-02,38600.0,38250.0,50269.0,25.05,2543,-8096,5526
2015-09-03,38500.0,39750.0,91535.0,26.04,-12220,-3514,16135
2015-09-04,39500.0,38950.0,105856.0,25.51,2098,28413,-27935
2015-09-07,39100.0,39400.0,88943.0,25.81,-18329,8896,8039
2015-09-08,39950.0,39050.0,67252.0,25.58,2032,2206,-6725
2015-09-09,40700.0,41800.0,233518.0,27.38,48281,-52239,3606
2015-09-10,41800.0,41750.0,136658.0,27.35,23958,-19936,-4099
2015-09-11,41050.0,40750.0,99529.0,26.69,23275,-15068,-8887
2015-09-14,40500.0,39750.0,58225.0,26.04,14497,-9663,-6253
2015-09-15,39650.0,39950.0,83526.0,26.17,10310,-16436,6822
2015-09-16,40000.0,39450.0,88046.0,25.84,22834,-46862,24006
2015-09-17,40100.0,39400.0,108868.0,25.81,1663,-4830,5837
2015-09-18,39200.0,39550.0,83647.0,25.91,11970,-26847,14577
2015-09-21,39550.0,39400.0,76079.0,25.81,5839,-14254,9871
2015-09-22,39500.0,39750.0,115558.0,26.04,-13044,-10745,24006
2015-09-23,39350.0,39250.0,90284.0,25.71,-4624,-9621,16713
2015-09-24,39300.0,39650.0,78971.0,25.97,-11914,12213,-299
2015-09-25,39950.0,39150.0,76048.0,25.64,9395,-2903,-6515
2015-09-30,38500.0,39150.0,52088.0,25.64,1526,-9323,8941
2015-10-01,39200.0,41200.0,117399.0,26.99,-44273,35982,8207
2015-10-02,41400.0,41450.0,136480.0,27.15,-4076,18662,-14806
2015-10-05,41800.0,42200.0,66651.0,27.64,-6384,11384,-6103
2015-10-06,42650.0,41700.0,75657.0,27.31,6748,-24350,17308
2015-10-07,41000.0,40950.0,47391.0,26.82,13952,-23174,8654
2015-10-08,40700.0,42050.0,62301.0,27.54,-4595,-5286,9837
2015-10-12,42150.0,42050.0,181070.0,27.54,-3122,-15117,17003
2015-10-13,41550.0,40300.0,92967.0,26.4,14660,-32891,18203
2015-10-14,40500.0,40050.0,53116.0,26.23,-4950,-22729,27424
2015-10-15,39600.0,39300.0,76346.0,25.74,13697,-43541,29821
2015-10-16,39300.0,38450.0,118401.0,25.19,19549,-20749,1266
2015-10-19,38600.0,39800.0,89451.0,26.07,-13404,-1405,14809
2015-10-20,39800.0,40200.0,38211.0,26.33,636,8898,-9380
2015-10-21,39800.0,39250.0,71734.0,25.71,19832,-9608,-10094
2015-10-22,38800.0,39350.0,57394.0,25.78,9900,3103,-12772
2015-10-23,39850.0,39200.0,51357.0,25.68,-2382,8921,-7445
2015-10-26,39200.0,39000.0,47742.0,25.55,11623,-9730,-2213
2015-10-27,39200.0,39550.0,40546.0,25.91,-3321,7797,-4567
2015-10-28,39550.0,40700.0,62708.0,26.66,-23773,29075,-5286
2015-10-29,40250.0,40000.0,49087.0,26.2,6883,13798,-20493
2015-10-30,40000.0,38850.0,55825.0,25.45,8345,-8748,-1342
2015-11-02,38500.0,38700.0,35780.0,25.35,2302,-6698,4396
2015-11-03,38700.0,39100.0,65663.0,25.61,-2778,2481,-388
2015-11-04,38700.0,38700.0,53296.0,25.35,-887,3744,-2676
2015-11-05,38700.0,37600.0,78815.0,24.63,30209,-28190,-2849
2015-11-06,37050.0,37550.0,93936.0,24.6,-7478,-5557,12955
2015-11-09,37600.0,36900.0,60772.0,24.17,2846,-470,-1685
2015-11-10,36300.0,35400.0,180266.0,23.19,15403,-43934,28468
2015-11-11,34750.0,34950.0,100716.0,22.89,15684,-23895,8211
