Symbol,OCI_시가(원),OCI_종가(원),OCI_거래량(주),OCI_PER(IFRS-연결),OCI_순매수수량(개인)(주),OCI_순매수수량(기관계)(주),OCI_순매수수량(외국인계)(주)
2005-03-28,21000.0,21100.0,56476.0,7.34,-2390,12590,-6300
2005-03-29,20800.0,21100.0,30860.0,7.34,-4080,3830,200
2005-03-30,20900.0,21750.0,144690.0,7.57,7610,12260,-4860
2005-03-31,21900.0,22750.0,256200.0,7.92,30420,-22250,-25520
2005-04-01,22750.0,22750.0,149934.0,7.92,-21930,36470,-16950
2005-04-04,22400.0,22500.0,37517.0,7.83,-11060,17260,-9260
2005-04-06,22500.0,21500.0,82910.0,7.48,-20590,15180,190
2005-04-07,21500.0,22050.0,64086.0,7.67,-11380,26560,-15260
2005-04-08,22150.0,21300.0,39878.0,7.41,3520,5950,-11550
2005-04-11,21000.0,21300.0,39030.0,7.41,-5680,14120,-8440
2005-04-12,21100.0,21500.0,25220.0,7.48,-3200,11150,-7950
2005-04-13,21450.0,21400.0,26380.0,7.45,930,9160,-10100
2005-04-14,21200.0,21100.0,72200.0,7.34,-33731,18650,-10559
2005-04-15,21300.0,20900.0,39810.0,7.27,-24150,26650,-2480
2005-04-18,20900.0,20450.0,32360.0,7.12,-18310,19610,-670
2005-04-19,20450.0,21100.0,35394.0,7.34,-12870,2720,330
2005-04-20,21000.0,21050.0,22281.0,7.33,5460,-560,-2300
2005-04-21,20650.0,20700.0,18711.0,7.2,-7260,9250,-2000
2005-04-22,20750.0,20500.0,10284.0,7.14,-5610,4420,1190
2005-04-25,20900.0,20600.0,11021.0,7.17,-890,-1300,1290
2005-04-26,20500.0,20400.0,9830.0,7.1,-2340,-70,2410
2005-04-27,20200.0,20000.0,35771.0,6.96,-8010,7580,1300
2005-04-28,20000.0,20150.0,19331.0,7.01,-13779,3579,350
2005-04-29,20150.0,19900.0,14104.0,6.93,-6070,6160,-2000
2005-05-02,19800.0,20000.0,8421.0,6.96,-2050,1910,-160
2005-05-03,19800.0,20250.0,22293.0,7.05,-4864,1334,4400
2005-05-04,20500.0,20600.0,21520.0,7.17,-4540,3610,930
2005-05-06,20400.0,20800.0,40714.0,7.24,-24560,5850,13710
2005-05-09,20550.0,20200.0,8021.0,7.03,3680,-1560,-520
2005-05-10,20200.0,20500.0,12645.0,7.14,-8810,8740,220
2005-05-11,20200.0,20200.0,20110.0,7.03,6990,-1380,-5650
2005-05-12,20700.0,20500.0,28500.0,7.14,4920,-100,-4970
2005-05-13,20500.0,20100.0,33759.0,7.0,-4800,10030,-5190
2005-05-16,20100.0,19350.0,38792.0,6.73,-2520,1900,-260
2005-05-17,19700.0,19350.0,36410.0,6.73,-9320,10250,-1010
2005-05-18,19550.0,19600.0,51800.0,6.82,-13490,12170,-4270
2005-05-19,19650.0,20100.0,36746.0,7.0,-10154,13674,-7460
2005-05-20,20200.0,20100.0,22341.0,7.0,-520,1170,0
2005-05-23,20600.0,20350.0,17171.0,7.08,-8040,6590,0
2005-05-24,20650.0,20400.0,29231.0,7.1,-10240,2940,0
2005-05-25,20100.0,20400.0,18161.0,7.1,-3530,-100,1870
2005-05-26,20500.0,20500.0,38611.0,7.14,-410,3900,-6840
2005-05-27,20550.0,20600.0,40981.0,7.17,-10379,17539,-11110
2005-05-30,20750.0,20650.0,20024.0,7.19,-2023,1753,270
2005-05-31,20700.0,20600.0,20220.0,7.17,-5700,4700,1000
2005-06-01,20400.0,20200.0,28200.0,7.03,-1690,10090,-9400
2005-06-02,20200.0,19900.0,38520.0,6.93,6987,5273,-11590
2005-06-03,20000.0,19700.0,50871.0,6.86,-11940,17530,-6570
2005-06-07,19900.0,19350.0,76711.0,6.73,-125,10825,-21690
2005-06-08,19350.0,19000.0,48284.0,6.61,930,6100,-8650
2005-06-09,19000.0,18800.0,156756.0,6.54,59610,-13200,-50720
2005-06-10,18950.0,19150.0,61419.0,6.67,-4431,3731,0
2005-06-13,19200.0,18700.0,44802.0,6.51,18207,-13887,1140
2005-06-14,18750.0,19050.0,63950.0,6.63,15290,-17770,1230
2005-06-15,19200.0,19450.0,61610.0,6.77,-15730,3000,8110
2005-06-16,19700.0,20100.0,75396.0,7.0,-6974,6894,720
2005-06-17,20000.0,20400.0,30954.0,7.1,-5870,-360,1070
2005-06-20,20600.0,20800.0,95780.0,7.24,33850,-16470,-4940
2005-06-21,21000.0,21100.0,40870.0,7.34,-12860,15500,-300
2005-06-22,20900.0,20950.0,63271.0,7.29,1060,2800,-2290
2005-06-23,20800.0,21050.0,109715.0,7.33,11080,13980,-39500
2005-06-24,20950.0,21250.0,94953.0,7.4,29070,7550,-37250
2005-06-27,20850.0,21250.0,54210.0,7.4,19140,9470,-28060
2005-06-28,21200.0,21950.0,141598.0,7.64,-21070,29370,-1170
2005-06-29,22350.0,22600.0,129069.0,7.87,-39105,26395,4360
2005-06-30,22700.0,24000.0,155050.0,8.35,-37400,43300,-330
2005-07-01,24300.0,24000.0,106174.0,8.35,-10650,-5210,0
2005-07-04,24400.0,23800.0,79669.0,8.28,7540,-2010,0
2005-07-05,23800.0,23500.0,72839.0,8.18,-11310,11570,0
2005-07-06,23550.0,23000.0,70710.0,8.01,-4320,5160,70
2005-07-07,22700.0,23400.0,79480.0,8.14,-17060,16060,5150
2005-07-08,23050.0,23100.0,57500.0,8.04,-24750,23680,1460
2005-07-11,23200.0,24950.0,84050.0,8.68,3610,-4930,1740
2005-07-12,25500.0,24600.0,105350.0,8.56,21930,-16980,-5160
2005-07-13,24600.0,24300.0,52510.0,8.46,-1340,1340,0
2005-07-14,24300.0,24000.0,87360.0,8.35,8780,2290,-9270
2005-07-15,24100.0,23700.0,99060.0,8.25,24860,1270,-22520
2005-07-18,23550.0,23500.0,72649.0,8.18,-12201,24521,-11700
2005-07-19,23400.0,23500.0,63320.0,8.18,1160,11110,-11110
2005-07-20,23500.0,23600.0,94620.0,8.21,18610,9510,-28200
2005-07-21,23550.0,24500.0,126247.0,8.53,-9839,2541,14450
2005-07-22,24600.0,25000.0,95815.0,8.7,-25325,21365,-4260
2005-07-25,25400.0,25400.0,49952.0,8.84,-9200,11220,-6020
2005-07-26,25000.0,25700.0,48830.0,8.95,-6241,-2244,5250
2005-07-27,25550.0,25100.0,74490.0,8.74,7616,8130,-19301
2005-07-28,25200.0,25600.0,134801.0,8.91,16270,-11790,-13290
2005-07-29,25700.0,25850.0,45600.0,9.0,-6200,-5460,40
2005-08-01,25700.0,26100.0,49160.0,9.08,3890,-2400,-50
2005-08-02,26100.0,26000.0,55512.0,9.05,-110,9250,-8870
2005-08-03,25900.0,25050.0,87381.0,8.72,-3780,-110,1550
2005-08-04,25200.0,24000.0,100710.0,8.35,-5960,7140,7670
2005-08-05,23600.0,23650.0,69360.0,8.23,-12860,12770,-140
2005-08-08,23200.0,23700.0,20441.0,8.25,-790,0,950
2005-08-09,23400.0,24500.0,70780.0,8.53,-13670,12570,2560
2005-08-10,24350.0,24400.0,57840.0,8.49,15404,-15514,-9330
2005-08-11,24250.0,24500.0,59840.0,8.53,-19950,20340,-5570
2005-08-12,24550.0,24450.0,39650.0,8.51,5300,1400,-7560
2005-08-16,24400.0,23850.0,53484.0,8.3,12970,-7380,-370
2005-08-17,23850.0,23800.0,51870.0,8.28,-1180,10050,40
2005-08-18,23800.0,23050.0,46800.0,8.02,18920,-17220,-1790
2005-08-19,23150.0,23400.0,26730.0,8.14,-4650,4920,180
2005-08-22,23550.0,24750.0,36901.0,8.61,-17920,7790,7160
2005-08-23,24850.0,24950.0,69091.0,8.68,4320,2260,-9560
2005-08-24,25100.0,24000.0,69570.0,8.35,-1990,-2680,-3950
2005-08-25,23850.0,23750.0,67101.0,8.27,24251,5529,-32140
2005-08-26,23650.0,24000.0,29020.0,8.35,-1770,-3590,660
2005-08-29,23950.0,23700.0,18030.0,8.25,-1070,1720,-100
2005-08-30,23500.0,23550.0,18432.0,8.2,3760,-1490,-880
2005-08-31,23300.0,23500.0,23020.0,8.18,680,1840,-2520
2005-09-01,23550.0,24500.0,51329.0,8.53,3030,-6130,220
2005-09-02,24500.0,24100.0,42607.0,8.39,12008,-11808,-200
2005-09-05,24400.0,24700.0,41081.0,8.6,-1780,-1660,-360
2005-09-06,24700.0,25700.0,125630.0,8.95,-3122,-12278,-110
2005-09-07,25900.0,25650.0,48879.0,8.93,10350,-12260,-1270
2005-09-08,25850.0,25500.0,86120.0,8.88,7501,7319,-7240
2005-09-09,25200.0,25500.0,40520.0,8.88,7540,-9160,-3270
2005-09-12,25200.0,25000.0,60110.0,8.7,21270,-8419,-13230
2005-09-13,24700.0,24000.0,91511.0,8.35,43283,-17463,-28810
2005-09-14,24000.0,24100.0,35451.0,8.39,3450,-120,-3330
2005-09-15,23800.0,24000.0,40690.0,8.35,1120,4390,-5510
2005-09-16,23850.0,23600.0,57640.0,8.21,15440,2850,-18440
2005-09-20,24000.0,25350.0,153780.0,8.82,-63000,-1340,53800
2005-09-21,25000.0,25400.0,58490.0,8.84,-12670,-3830,6140
2005-09-22,25000.0,25650.0,144719.0,8.93,7871,42219,-51090
2005-09-23,25800.0,26400.0,115860.0,9.19,-15860,21100,-12010
2005-09-26,26700.0,27300.0,119095.0,9.5,-28325,30265,-2300
2005-09-27,27300.0,27700.0,73012.0,9.64,-13172,24542,-4290
2005-09-28,28250.0,29000.0,231399.0,10.09,-33706,74166,-40290
2005-09-29,29000.0,29300.0,134259.0,10.2,-48092,42242,7290
2005-09-30,29900.0,29000.0,98220.0,10.09,-30620,14670,950
2005-10-04,28800.0,28900.0,34770.0,10.06,-11530,11900,-100
2005-10-05,29200.0,29200.0,70737.0,10.16,-9440,19000,-8430
2005-10-06,28650.0,29000.0,70463.0,10.09,-14672,22302,-7820
2005-10-07,29000.0,30550.0,102670.0,10.63,-41070,48930,-10220
2005-10-10,30550.0,30600.0,116991.0,10.65,36561,16849,-51520
2005-10-11,30550.0,30200.0,82011.0,10.51,24780,26640,-50680
2005-10-12,30100.0,28450.0,108739.0,9.9,40324,-12854,-13770
2005-10-13,28400.0,28450.0,83910.0,9.9,2560,1080,-4580
2005-10-14,28200.0,28800.0,77045.0,10.02,-23662,24022,-2880
2005-10-17,28150.0,28100.0,53395.0,9.78,-3005,2415,1200
2005-10-18,28150.0,28000.0,79678.0,9.75,-12855,5165,6450
2005-10-19,27500.0,27100.0,44592.0,9.43,-6526,1806,2970
2005-10-20,27200.0,26700.0,74482.0,9.29,1963,-323,-5240
2005-10-21,26800.0,26400.0,199626.0,9.19,73680,39520,-106200
2005-10-24,26500.0,27000.0,109870.0,9.4,27418,1342,-27410
2005-10-25,27450.0,27200.0,70380.0,9.47,-720,3020,8420
2005-10-26,27700.0,27000.0,46761.0,9.4,-9550,7890,1560
2005-10-27,27000.0,26750.0,59990.0,9.31,14280,-9880,-4810
2005-10-28,26400.0,26700.0,95570.0,9.29,4279,14941,-27530
2005-10-31,27200.0,27250.0,47290.0,9.48,-4240,3440,0
2005-11-01,27150.0,27550.0,49350.0,9.59,4300,-940,-860
2005-11-02,27550.0,27950.0,46533.0,9.73,-4977,167,8760
2005-11-03,27950.0,28500.0,79970.0,9.92,-23550,23000,-950
2005-11-04,28700.0,28600.0,34290.0,9.95,-7930,10690,-3240
2005-11-07,28650.0,28200.0,33540.0,9.82,3950,-2030,-200
2005-11-08,28100.0,28700.0,39310.0,9.99,-12760,12110,190
2005-11-09,28350.0,29450.0,71154.0,10.25,-24470,15330,-3860
2005-11-10,30000.0,29600.0,82305.0,10.3,-3000,3830,-5030
2005-11-11,30050.0,31500.0,150481.0,10.96,-6767,24157,-14930
2005-11-14,31750.0,31650.0,124418.0,11.02,26790,-4340,-19550
2005-11-15,31650.0,31000.0,147460.0,10.79,-11300,29310,-20140
2005-11-16,30700.0,30500.0,202088.0,10.62,51876,-31146,40
2005-11-17,31000.0,30700.0,83140.0,10.69,-9300,8720,110
2005-11-18,31000.0,30250.0,95335.0,10.53,12020,2590,2140
2005-11-21,29800.0,29100.0,141978.0,10.13,29914,-5344,-31020
2005-11-22,28900.0,28450.0,106322.0,9.9,-1670,50,1620
2005-11-23,28650.0,29200.0,762870.0,10.16,35550,588190,-608910
2005-11-24,30000.0,29700.0,99030.0,10.34,20713,-19523,950
2005-11-25,29900.0,29550.0,62873.0,10.29,-6495,7765,-1570
2005-11-28,30200.0,29000.0,71618.0,10.09,12620,-14920,1520
2005-11-29,28900.0,28750.0,75610.0,10.01,24430,-26080,6550
2005-11-30,29300.0,30500.0,167808.0,10.62,-6955,-3155,1880
2005-12-01,30950.0,30300.0,116150.0,10.55,-24078,39228,-21460
2005-12-02,30350.0,29600.0,63471.0,10.3,-6370,2590,2900
2005-12-05,29600.0,29400.0,77007.0,10.23,7495,-5155,-1840
2005-12-06,29700.0,29650.0,68905.0,10.32,7682,-6092,-470
2005-12-07,29600.0,28800.0,82415.0,10.02,29599,-19539,-10700
2005-12-08,28900.0,28800.0,114010.0,10.02,57590,13080,-53420
2005-12-09,28800.0,28800.0,124652.0,10.02,59520,-28552,-39720
2005-12-12,28500.0,29000.0,56560.0,10.09,3400,2790,-3690
2005-12-13,29000.0,28800.0,126958.0,10.02,17698,-45078,15300
2005-12-14,29300.0,28600.0,94941.0,9.95,37597,-48497,800
2005-12-15,28600.0,29000.0,141996.0,10.09,29500,-23300,-14250
2005-12-16,28850.0,28700.0,64170.0,9.99,-8215,20575,-11970
2005-12-19,29100.0,29000.0,54321.0,10.09,-1643,4753,-70
2005-12-20,28700.0,28600.0,42980.0,9.95,320,6460,-6520
2005-12-21,28850.0,28800.0,81625.0,10.02,-12665,29215,-14550
2005-12-22,29000.0,27500.0,167176.0,9.57,13162,-4492,-12540
2005-12-23,27500.0,27000.0,209354.0,9.4,24745,-88485,30880
2005-12-26,27000.0,26250.0,218481.0,9.14,88889,-96899,570
2005-12-27,26250.0,26850.0,373450.0,9.35,96300,-120180,17770
2005-12-28,26400.0,26900.0,78670.0,9.36,-9124,8444,210
2005-12-29,26700.0,27050.0,128975.0,9.42,-36270,-13780,3580
2006-01-02,27100.0,26750.0,77502.0,18.32,-8735,-7065,15650
2006-01-03,26600.0,26650.0,120350.0,18.25,9460,4080,-18980
2006-01-04,26650.0,27100.0,230992.0,18.56,27962,28749,-62620
2006-01-05,26900.0,26700.0,118518.0,18.29,42508,-17368,-25660
2006-01-06,26700.0,27000.0,203430.0,18.49,10519,7861,-51950
2006-01-09,27000.0,26750.0,80701.0,18.32,-14670,-8790,10990
2006-01-10,26700.0,27200.0,241202.0,18.63,-18550,70630,-63680
2006-01-11,27250.0,29000.0,369288.0,19.86,-151770,215200,-29940
2006-01-12,28800.0,29800.0,244820.0,20.41,-72140,109620,-10380
2006-01-13,30000.0,30000.0,148530.0,20.55,-18340,26560,4780
2006-01-16,29800.0,32500.0,412540.0,22.26,-128687,55227,-3140
2006-01-17,32450.0,32500.0,231690.0,22.26,-82980,67670,-7190
2006-01-18,32150.0,33300.0,239226.0,22.81,-90431,85371,-11520
2006-01-19,33150.0,32000.0,96066.0,21.92,-30185,17965,4070
2006-01-20,31100.0,30250.0,97399.0,20.72,-30511,10851,10660
2006-01-23,29900.0,31000.0,113770.0,21.23,-49570,11840,7530
2006-01-24,30200.0,29800.0,63460.0,20.41,20880,-17990,-2540
2006-01-25,29650.0,29300.0,88421.0,20.07,29250,-23620,-5130
2006-01-26,29500.0,30000.0,38290.0,20.55,1890,3720,30
2006-01-27,30000.0,30650.0,43735.0,20.99,-15055,14205,790
2006-01-31,30300.0,30250.0,28495.0,20.72,-280,-5720,5280
2006-02-01,30200.0,28850.0,66375.0,19.76,12195,-5765,1030
2006-02-02,28850.0,29000.0,36933.0,19.86,103,-3453,550
2006-02-03,29000.0,28500.0,49915.0,19.52,-5985,-10345,18930
2006-02-06,29000.0,29000.0,129760.0,19.86,-24980,-74570,98650
2006-02-07,29000.0,29800.0,76150.0,20.41,-23280,-23030,44080
2006-02-08,29800.0,29700.0,34880.0,20.34,-6670,-11910,19220
2006-02-09,29700.0,30400.0,56060.0,20.82,-24660,-15490,35120
2006-02-10,30450.0,32100.0,169020.0,21.99,-62350,900,66930
2006-02-13,32100.0,32200.0,71390.0,22.06,-23411,-11649,36320
2006-02-14,32200.0,33500.0,153353.0,22.95,-90295,18905,62900
2006-02-15,33950.0,33400.0,83820.0,22.88,-3340,-27530,33850
2006-02-16,33400.0,33250.0,57735.0,22.78,-15569,7419,8430
2006-02-17,33550.0,32450.0,53280.0,22.23,-8330,-3500,8780
2006-02-20,32350.0,33650.0,70103.0,23.05,-26871,8191,21360
2006-02-21,34000.0,33500.0,29400.0,22.95,-11710,-4160,16310
2006-02-22,33000.0,33300.0,23140.0,22.81,-2770,-7470,10920
2006-02-23,32800.0,34500.0,75280.0,23.63,-17090,1200,17940
2006-02-24,34900.0,34000.0,37440.0,23.29,3720,-5370,8390
2006-02-27,33800.0,34700.0,68500.0,23.77,-10220,-27350,39290
2006-02-28,34850.0,34300.0,61790.0,23.49,4290,-39430,28360
2006-03-02,34000.0,34000.0,87250.0,23.29,4900,-42750,60120
2006-03-03,33550.0,33450.0,84962.0,22.91,-9031,-2919,13840
2006-03-06,32600.0,32800.0,85154.0,22.47,21180,-90,-12050
2006-03-07,32750.0,32100.0,50200.0,21.99,-16030,12860,3240
2006-03-08,31650.0,32000.0,23380.0,21.92,-5450,5590,-190
2006-03-09,31700.0,33000.0,59180.0,22.6,-442,4852,5540
2006-03-10,33000.0,32050.0,28120.0,21.95,12960,-12980,370
2006-03-13,32350.0,32600.0,45810.0,22.33,-4070,-10040,21570
2006-03-14,32850.0,32450.0,32140.0,22.23,15390,-8020,-6230
2006-03-15,32600.0,33500.0,36957.0,22.95,-13860,16470,-2690
2006-03-16,33500.0,34500.0,40284.0,23.63,-24170,14340,9860
2006-03-17,34500.0,34450.0,27760.0,23.6,-650,1420,-1120
2006-03-20,34000.0,34050.0,18264.0,23.32,-8670,8950,650
2006-03-21,32500.0,32900.0,43600.0,22.54,7690,-6310,-1160
2006-03-22,32550.0,32500.0,36760.0,22.26,-3690,-9690,13960
2006-03-23,32700.0,33450.0,33830.0,22.91,-10820,-5420,15240
2006-03-24,33850.0,33700.0,16660.0,23.08,-130,390,-460
2006-03-27,33700.0,33800.0,14610.0,23.15,-5510,860,2160
2006-03-28,34050.0,33800.0,12963.0,23.15,-5158,2438,2210
2006-03-29,33100.0,34000.0,19330.0,23.29,-10570,8300,1520
2006-03-30,33650.0,34400.0,23160.0,23.56,-6770,1200,2780
2006-03-31,34400.0,34900.0,35347.0,23.91,-9406,3796,3320
2006-04-03,35000.0,34900.0,30073.0,23.91,1997,-5217,6370
2006-04-04,34400.0,34000.0,31700.0,23.29,19250,-17860,80
2006-04-05,34050.0,34800.0,37997.0,23.84,9700,-9630,740
2006-04-06,35300.0,34750.0,32490.0,23.8,-2320,-950,2770
2006-04-07,34950.0,34700.0,37230.0,23.77,6970,4020,2000
2006-04-10,34700.0,34700.0,27465.0,23.77,6625,-7885,-70
2006-04-11,34700.0,34800.0,23700.0,23.84,-2800,2730,90
2006-04-12,34300.0,35000.0,43250.0,23.97,5040,-9820,920
2006-04-13,35000.0,35350.0,38848.0,24.21,-6070,-7270,1540
2006-04-14,35400.0,36100.0,62608.0,24.73,350,410,2260
2006-04-17,36500.0,35750.0,93240.0,24.49,10650,16040,11820
2006-04-18,35700.0,35850.0,81830.0,24.56,-4890,36670,740
2006-04-19,35800.0,37500.0,640660.0,25.69,-35220,5440,10350
2006-04-20,37500.0,37400.0,50710.0,25.62,10100,-19080,8600
2006-04-21,36800.0,38000.0,33430.0,26.03,3330,-13320,10160
2006-04-24,37750.0,37200.0,41000.0,25.48,5610,-6460,-340
2006-04-25,37250.0,38500.0,39140.0,26.37,-14750,2680,6340
2006-04-26,38100.0,38600.0,21650.0,26.44,-3250,7150,1920
2006-04-27,38300.0,39000.0,36563.0,26.71,-7600,3390,16970
2006-04-28,39300.0,37300.0,63110.0,25.55,14370,-11950,20160
2006-05-02,37200.0,39000.0,52440.0,26.71,-2324,-11376,26280
2006-05-03,38400.0,39050.0,68779.0,26.75,-18651,-20539,37820
2006-05-04,39950.0,39700.0,40140.0,27.19,-13330,5630,8660
2006-05-08,40450.0,40300.0,48603.0,27.6,-15070,11560,7370
2006-05-09,40100.0,38300.0,45196.0,26.23,1110,-7520,8620
2006-05-10,38550.0,39350.0,25430.0,26.95,-4720,-4550,10310
2006-05-11,39000.0,40000.0,32381.0,27.4,-11537,7857,2420
2006-05-12,39550.0,39000.0,46839.0,26.71,4159,-5449,2500
2006-05-15,38500.0,38600.0,30241.0,26.44,-8732,7052,20
2006-05-16,39450.0,37250.0,17191.0,25.52,4500,-3060,-410
2006-05-17,37250.0,38300.0,31860.0,26.23,-9370,-4540,12950
2006-05-18,37950.0,36800.0,15590.0,25.21,4100,-1950,-1870
2006-05-19,36750.0,37000.0,26211.0,25.34,-5919,-5571,11490
2006-05-22,37500.0,35800.0,20450.0,24.52,-7220,-2130,9250
2006-05-23,35550.0,35400.0,49440.0,24.25,-9116,17086,-8420
2006-05-24,35400.0,35400.0,23050.0,24.25,-680,1630,-360
2006-05-25,35200.0,34150.0,20281.0,23.39,2600,-6600,-900
2006-05-26,34950.0,35000.0,37130.0,23.97,-7980,14820,-4440
2006-05-29,34750.0,34800.0,16410.0,23.84,5670,-6790,460
2006-05-30,34800.0,35500.0,39700.0,24.32,2020,5640,-7520
2006-06-01,34600.0,34800.0,14772.0,23.84,6730,-3540,-3190
2006-06-02,34850.0,34900.0,26030.0,23.91,-2010,2810,-500
2006-06-05,34800.0,33000.0,52452.0,22.6,17300,-21910,5400
2006-06-07,32500.0,32200.0,33630.0,22.06,-20700,17530,3030
2006-06-08,32300.0,31250.0,92130.0,21.41,-2730,13190,-8660
2006-06-09,31200.0,31600.0,24086.0,21.65,-6510,1760,3450
2006-06-12,31600.0,32900.0,15410.0,22.54,-2070,4400,-1100
2006-06-13,31500.0,32800.0,24870.0,22.47,1400,-4220,-3470
2006-06-14,32800.0,34150.0,21210.0,23.39,-11970,9430,1930
2006-06-15,33600.0,33200.0,20150.0,22.74,7710,-8510,-990
2006-06-16,33400.0,33900.0,8840.0,23.22,-3820,2350,0
2006-06-19,33200.0,33850.0,9690.0,23.19,-1040,1260,0
2006-06-20,33850.0,32650.0,10760.0,22.36,2060,-940,1040
2006-06-21,33000.0,32250.0,6760.0,22.09,870,-1160,3280
2006-06-22,32500.0,32450.0,19970.0,22.23,-7470,5350,1940
2006-06-23,32250.0,33250.0,9920.0,22.78,-100,-1660,190
2006-06-26,32850.0,33500.0,13190.0,22.95,-6230,5430,-630
2006-06-27,33350.0,33800.0,12600.0,23.15,-2560,-1530,5220
2006-06-28,33000.0,34000.0,26650.0,23.29,-4610,-3190,2550
2006-06-29,34800.0,36500.0,83250.0,25.0,5170,-4190,20070
2006-06-30,37200.0,36450.0,69450.0,24.97,21420,-10020,-9940
2006-07-03,35850.0,34700.0,53621.0,23.77,18920,-24450,5950
2006-07-04,34950.0,35300.0,29850.0,24.18,-8930,-1840,10950
2006-07-05,34300.0,34800.0,11660.0,23.84,-2510,250,1940
2006-07-06,34800.0,34450.0,25870.0,23.6,7440,-2250,-4730
2006-07-07,34750.0,33800.0,51972.0,23.15,10520,-15190,-1250
2006-07-10,33800.0,34950.0,25210.0,23.94,-5670,3440,1430
2006-07-11,34900.0,35650.0,122893.0,24.42,560,-33110,42980
2006-07-12,36500.0,36300.0,76710.0,24.86,-800,-7310,1520
2006-07-13,36300.0,37400.0,39080.0,25.62,-8880,2380,7000
2006-07-14,36450.0,36000.0,58130.0,24.66,13380,-26080,13310
2006-07-18,35150.0,34500.0,28275.0,23.63,-296,-4074,4490
2006-07-19,34250.0,34600.0,22390.0,23.7,-2190,-4060,6030
2006-07-20,35750.0,35800.0,19444.0,24.52,-3197,5457,-2900
2006-07-21,35350.0,35000.0,90772.0,23.97,21291,-5941,-10380
2006-07-24,34650.0,34500.0,262210.0,23.63,11360,39420,-800
2006-07-25,34800.0,35450.0,32637.0,24.28,-14330,18510,-3260
2006-07-26,35750.0,34950.0,22693.0,23.94,11520,-7520,-2180
2006-07-27,34750.0,35850.0,37860.0,24.56,730,2490,-150
2006-07-28,35950.0,35500.0,34860.0,24.32,-1980,5370,5360
2006-07-31,35850.0,34800.0,14593.0,23.84,1770,-6950,2380
2006-08-01,34700.0,35500.0,24467.0,24.32,-3800,2200,1370
2006-08-02,35700.0,37000.0,78010.0,25.34,-8090,-2010,7640
2006-08-03,37250.0,36500.0,24011.0,25.0,610,1060,-3390
2006-08-04,36150.0,36950.0,15553.0,25.31,-1000,2000,-1610
2006-08-07,36700.0,35700.0,29743.0,24.45,16690,-16660,830
2006-08-08,35700.0,36750.0,35650.0,25.17,-11760,4120,1140
2006-08-09,36700.0,36300.0,16086.0,24.86,-4060,3170,-340
2006-08-10,36150.0,35850.0,27141.0,24.56,6000,-14050,3630
2006-08-11,36450.0,35950.0,23640.0,24.62,-1480,2600,-3730
2006-08-14,36800.0,36400.0,72200.0,24.93,-10600,39820,-31040
2006-08-16,36900.0,37700.0,119352.0,25.82,-13580,69130,-55990
2006-08-17,38000.0,38300.0,28630.0,26.23,-3600,-1810,4510
2006-08-18,38000.0,38150.0,31269.0,26.13,-2151,14791,-11400
2006-08-21,38150.0,37600.0,20326.0,25.76,800,-3440,0
2006-08-22,37950.0,37950.0,50240.0,25.99,-12010,28160,-5690
2006-08-23,38250.0,37850.0,36990.0,25.93,1740,-10710,3440
2006-08-24,38450.0,39750.0,65090.0,27.23,-11439,38039,-31420
2006-08-25,39600.0,39800.0,32810.0,27.26,2390,6230,-9080
2006-08-28,40500.0,39700.0,27370.0,27.19,-1730,2520,660
2006-08-29,39350.0,40500.0,81275.0,27.74,-4688,62508,-64480
2006-08-30,39700.0,42950.0,192890.0,29.42,-29160,119450,-102970
2006-08-31,42950.0,43150.0,40170.0,29.56,-11354,11044,-1780
2006-09-01,43000.0,43150.0,45304.0,29.56,-12890,9680,2350
2006-09-04,43150.0,41300.0,72891.0,28.29,26171,-38211,9320
2006-09-05,41000.0,40850.0,47930.0,27.98,16820,-32250,17260
2006-09-06,40850.0,40650.0,58947.0,27.84,15884,-23884,-1120
2006-09-07,40500.0,41100.0,292473.0,28.15,12450,-126510,33190
2006-09-08,41000.0,40800.0,44341.0,27.95,12430,2110,-15070
2006-09-11,41200.0,40500.0,26889.0,27.74,3892,-1182,-2440
2006-09-12,40300.0,40500.0,28251.0,27.74,2060,6970,-11080
2006-09-13,40900.0,40900.0,29071.0,28.02,7090,1790,-6560
2006-09-14,41100.0,41600.0,180030.0,28.5,-4910,9880,-5040
2006-09-15,41400.0,41000.0,62890.0,28.08,-2790,-17840,16420
2006-09-18,41000.0,41500.0,55721.0,28.43,-11280,11670,8510
2006-09-19,41500.0,42800.0,57623.0,29.32,-2980,-8800,630
2006-09-20,43300.0,43000.0,101420.0,29.45,2800,-5590,-10230
2006-09-21,43300.0,44500.0,298432.0,30.48,-11280,145560,-152050
2006-09-22,44700.0,44100.0,37688.0,30.21,-5087,747,-2340
2006-09-25,44850.0,44500.0,25840.0,30.48,-460,9510,920
2006-09-26,44050.0,43500.0,34120.0,29.8,7750,-7810,860
2006-09-27,43100.0,44200.0,57606.0,30.28,-6080,20480,-10650
2006-09-28,44200.0,45100.0,187312.0,30.89,-5540,143520,-148930
2006-09-29,45500.0,45500.0,21970.0,31.17,0,2720,-380
2006-10-02,46150.0,46300.0,36490.0,31.71,-14980,15090,2180
2006-10-04,46000.0,46000.0,27845.0,31.51,-728,-1142,2380
2006-10-09,47000.0,44150.0,48268.0,30.24,-8490,7220,-1740
2006-10-10,44150.0,44650.0,53236.0,30.58,-17540,29790,1220
