Symbol,OCI_시가(원),OCI_종가(원),OCI_거래량(주),OCI_PER(IFRS-연결),OCI_순매수수량(개인)(주),OCI_순매수수량(기관계)(주),OCI_순매수수량(외국인계)(주)
2009-10-16,244500.0,237000.0,188255.0,16.49,27540,-41834,12882
2009-10-19,240000.0,237500.0,108505.0,16.53,20320,-6540,-13042
2009-10-20,240500.0,237000.0,288716.0,16.49,65005,-43523,-20584
2009-10-21,233500.0,231000.0,290057.0,16.08,170480,-125011,-46750
2009-10-22,232500.0,224000.0,275759.0,15.59,65028,-28444,-32277
2009-10-23,228000.0,223000.0,208602.0,15.52,79844,-21604,-53659
2009-10-26,222500.0,221000.0,228131.0,15.38,111051,-36735,-67264
2009-10-27,221000.0,216500.0,366571.0,15.07,148577,-116285,-31050
2009-10-28,217000.0,215500.0,269852.0,15.0,69988,-32207,-45648
2009-10-29,213000.0,211500.0,149975.0,14.72,22076,-25166,984
2009-10-30,213000.0,212000.0,153715.0,14.75,14768,-10184,-8205
2009-11-02,207000.0,217000.0,240785.0,15.1,-94817,-14553,109306
2009-11-03,218000.0,209000.0,170784.0,14.54,17300,-39964,12317
2009-11-04,211000.0,212500.0,130775.0,14.79,58174,-34363,-20834
2009-11-05,212000.0,204500.0,300316.0,14.23,-27,-75557,77811
2009-11-06,207500.0,200000.0,257502.0,13.92,695,-19648,19328
2009-11-09,201000.0,208500.0,126873.0,14.51,-24865,15057,7960
2009-11-10,211500.0,207000.0,191046.0,14.41,11199,6733,-23680
2009-11-11,209500.0,208500.0,67007.0,14.51,10369,-8840,-1086
2009-11-12,210500.0,208500.0,134787.0,14.51,-1840,-6736,8328
2009-11-13,210000.0,209500.0,68211.0,14.58,-8084,5262,3199
2009-11-16,210000.0,208000.0,65927.0,14.47,10218,-10233,706
2009-11-17,209000.0,205500.0,80950.0,14.3,6447,-16191,15957
2009-11-18,205500.0,208000.0,65729.0,14.47,-8459,-624,9111
2009-11-19,209500.0,216000.0,221298.0,15.03,-43857,-15990,56353
2009-11-20,216000.0,216000.0,92014.0,15.03,-2970,-8317,9985
2009-11-23,217500.0,213500.0,67646.0,14.86,15988,-10017,-361
2009-11-24,216000.0,216000.0,84210.0,15.03,-14024,3924,12611
2009-11-25,213500.0,208000.0,210593.0,14.47,73670,-10143,-55813
2009-11-26,207500.0,204000.0,106784.0,14.2,32982,-21836,-10147
2009-11-27,201000.0,199500.0,175178.0,13.88,-38697,-8994,56678
2009-11-30,201000.0,198500.0,127171.0,13.81,52489,-26190,-23760
2009-12-01,197000.0,188000.0,345064.0,13.08,105793,-79856,-26627
2009-12-02,191000.0,197000.0,237760.0,13.71,-17307,-20945,43055
2009-12-03,197500.0,200000.0,166598.0,13.92,-25921,33672,-11394
2009-12-04,199500.0,205000.0,242127.0,14.27,-55151,42358,14968
2009-12-07,209500.0,212000.0,202809.0,14.75,-56426,13895,39060
2009-12-08,212500.0,219000.0,310063.0,15.24,-87290,70493,13965
2009-12-09,221500.0,226500.0,320451.0,15.76,-180855,88500,92519
2009-12-10,225500.0,226000.0,221079.0,15.73,-31467,20976,12402
2009-12-11,226000.0,223000.0,125871.0,15.52,-16364,-4543,24311
2009-12-14,225500.0,217000.0,161308.0,15.1,28155,-7934,-15773
2009-12-15,216000.0,213500.0,174711.0,14.86,43040,-6792,-36531
2009-12-16,213500.0,211500.0,135513.0,14.72,33499,-1761,-29545
2009-12-17,213000.0,221000.0,276307.0,15.38,-84829,50755,23235
2009-12-18,219500.0,220500.0,157467.0,15.34,-7577,12111,-5268
2009-12-21,222000.0,217000.0,116654.0,15.1,8582,-4885,-7488
2009-12-22,219500.0,216000.0,84750.0,15.03,-4834,893,4705
2009-12-23,218000.0,216000.0,99583.0,15.03,3341,-13259,14729
2009-12-24,215000.0,216000.0,131685.0,15.03,9197,2586,-10437
2009-12-28,216000.0,214500.0,126792.0,14.93,22043,-19248,7631
2009-12-29,213500.0,214000.0,53953.0,14.89,-12685,15795,-3389
2009-12-30,214000.0,218500.0,111258.0,15.21,-38314,41544,-2013
2010-01-04,219000.0,215000.0,123290.0,12.78,18383,-15645,-1003
2010-01-05,218000.0,213500.0,227530.0,12.69,40851,-82477,43055
2010-01-06,216000.0,216500.0,151477.0,12.87,17670,-40391,22145
2010-01-07,216000.0,218500.0,312354.0,12.99,-46798,-10623,62522
2010-01-08,223500.0,227000.0,344668.0,13.5,-108304,70084,30008
2010-01-11,229500.0,220000.0,220929.0,13.08,36910,-42919,10644
2010-01-12,221000.0,216500.0,145292.0,12.87,30327,-53850,23847
2010-01-13,214500.0,210500.0,192298.0,12.51,50033,-48448,2951
2010-01-14,210500.0,206500.0,247520.0,12.28,85865,-76981,-4020
2010-01-15,207500.0,203000.0,284439.0,12.07,115285,-114795,-8136
2010-01-18,203000.0,204000.0,177340.0,12.13,80995,-71706,-7417
2010-01-19,206000.0,201500.0,194645.0,11.98,91669,-66469,-14412
2010-01-20,202500.0,198000.0,304669.0,11.77,134088,-146649,13101
2010-01-21,197500.0,197000.0,263539.0,11.71,120191,-88090,-32670
2010-01-22,194500.0,201500.0,344646.0,11.98,39674,-32858,-12397
2010-01-25,200000.0,193500.0,262026.0,11.5,71431,-19614,-55568
2010-01-26,195000.0,188000.0,265773.0,11.18,84590,-56991,-40045
2010-01-27,189000.0,184500.0,241529.0,10.97,87469,-77895,-21782
2010-01-28,184000.0,181500.0,291190.0,10.79,91790,-118154,12103
2010-01-29,179500.0,174000.0,226357.0,10.34,78786,-73102,3167
2010-02-01,176000.0,174500.0,217092.0,10.37,51180,-39069,-24919
2010-02-02,177000.0,176000.0,167662.0,10.46,41171,-49698,13358
2010-02-03,178500.0,176500.0,127016.0,10.49,26952,-6670,-19730
2010-02-04,176500.0,176000.0,168277.0,10.46,53996,-28952,-24459
2010-02-05,169500.0,169000.0,186636.0,10.05,6929,-7769,-1688
2010-02-08,168500.0,161000.0,253191.0,9.57,66781,-47321,-21362
2010-02-09,159500.0,166000.0,191011.0,9.87,28851,-16556,-13116
2010-02-10,168000.0,171000.0,214665.0,10.17,-49553,-10029,58361
2010-02-11,172500.0,173500.0,191810.0,10.31,-9777,-41375,48885
2010-02-12,174000.0,174000.0,165854.0,10.34,-3319,-3616,8766
2010-02-16,174500.0,178000.0,142370.0,10.58,-37717,-8290,45199
2010-02-17,180000.0,187500.0,278305.0,11.15,-99919,-28132,127595
2010-02-18,185000.0,180500.0,254801.0,10.73,-12778,264,10852
2010-02-19,178000.0,173500.0,169191.0,10.31,10440,-6269,-2567
2010-02-22,177000.0,182000.0,101506.0,10.82,-43359,7294,33943
2010-02-23,178500.0,177000.0,87275.0,10.52,4698,-1035,-4284
2010-02-24,175000.0,174000.0,94158.0,10.34,39444,-12264,-26290
2010-02-25,176000.0,173000.0,73252.0,10.29,6299,6101,-10934
2010-02-26,173000.0,176500.0,109996.0,10.49,2908,-4257,2671
2010-03-02,177000.0,173000.0,110313.0,10.29,28712,-24575,-5367
2010-03-03,172500.0,174000.0,47257.0,10.34,5302,4387,-8703
2010-03-04,173500.0,175000.0,42694.0,10.4,-4188,2930,2139
2010-03-05,175000.0,180000.0,136403.0,10.7,-35079,19997,12562
2010-03-08,183000.0,181000.0,75669.0,10.76,-11752,6823,3251
2010-03-09,182500.0,181000.0,210678.0,10.76,2770,7519,-11112
2010-03-10,182500.0,178000.0,145843.0,10.58,63905,-878,-61111
2010-03-11,179500.0,175000.0,205360.0,10.4,70302,4113,-65142
2010-03-12,176500.0,177500.0,92001.0,10.55,-10078,4571,5462
2010-03-15,175500.0,176000.0,65862.0,10.46,9272,-14221,4713
2010-03-16,177000.0,177500.0,66608.0,10.55,-13805,4967,2898
2010-03-17,178500.0,182000.0,166256.0,10.82,-39311,24997,7527
2010-03-18,181500.0,185500.0,229319.0,11.03,-123601,82420,29388
2010-03-19,187500.0,193000.0,418407.0,11.47,-193446,220987,-6375
2010-03-22,192000.0,194500.0,219630.0,11.56,-105673,119870,-12656
2010-03-23,194000.0,194500.0,199466.0,11.56,-89716,88022,-2607
2010-03-24,196000.0,193000.0,128082.0,11.47,-34390,50167,-13383
2010-03-25,193000.0,191500.0,121252.0,11.39,-13875,8766,11949
2010-03-26,194000.0,192000.0,88697.0,11.41,-7459,32509,-17476
2010-03-29,190000.0,199500.0,263116.0,11.86,-96310,83397,14812
2010-03-30,202000.0,204000.0,282290.0,12.13,-95086,83768,24213
2010-03-31,206500.0,197000.0,287122.0,11.71,22209,7614,-35984
2010-04-01,198000.0,192000.0,298372.0,11.41,80809,-77699,-1907
2010-04-02,193000.0,193000.0,132910.0,11.47,24273,-40787,26307
2010-04-05,192500.0,191000.0,249436.0,11.36,46576,-37611,-3963
2010-04-06,192000.0,187500.0,97213.0,11.15,23327,-4574,-3101
2010-04-07,189000.0,193500.0,156287.0,11.5,-16598,9416,7848
2010-04-08,194500.0,191000.0,122872.0,11.36,21622,-24000,2865
2010-04-09,191000.0,187500.0,97282.0,11.15,23732,-2630,-17813
2010-04-12,189000.0,188000.0,99904.0,11.18,-1970,18636,-17928
2010-04-13,187500.0,185000.0,89071.0,11.0,30164,-23204,-7277
2010-04-14,185500.0,186500.0,137219.0,11.09,6685,-60874,53842
2010-04-15,187500.0,191000.0,138812.0,11.36,-30492,13960,17396
2010-04-16,192500.0,198000.0,286974.0,11.77,-121743,47369,72101
2010-04-19,195000.0,195000.0,101163.0,11.59,-28377,23935,4943
2010-04-20,197000.0,195500.0,123030.0,11.62,6945,-226,-8100
2010-04-21,197000.0,200000.0,169043.0,11.89,-24888,20510,6328
2010-04-22,203000.0,208000.0,480589.0,12.37,-239982,177703,70816
2010-04-23,209000.0,210000.0,195861.0,12.48,-108449,34195,71465
2010-04-26,211000.0,208000.0,138578.0,12.37,-21658,4985,15344
2010-04-27,206500.0,206500.0,176805.0,12.28,-11775,44136,-32796
2010-04-28,202500.0,204000.0,136449.0,12.13,-9658,18696,-1742
2010-04-29,206500.0,201500.0,99796.0,11.98,3998,-6934,5178
2010-04-30,204500.0,211500.0,239431.0,12.57,-74843,48062,22965
2010-05-03,213000.0,213500.0,253022.0,12.69,-64551,96788,-38579
2010-05-04,215500.0,214500.0,151372.0,12.75,-30248,36855,-6493
2010-05-06,209000.0,208000.0,234706.0,12.37,16975,44639,-69162
2010-05-07,200000.0,206500.0,193718.0,12.28,-12968,42849,-29421
2010-05-10,205500.0,207500.0,113371.0,12.34,-11981,33520,-20500
2010-05-11,211000.0,212000.0,190513.0,12.6,-34272,14664,17072
2010-05-12,214000.0,220000.0,328051.0,13.08,-115521,76917,30893
2010-05-13,225000.0,222000.0,170988.0,13.2,-34195,41207,-424
2010-05-14,222000.0,228500.0,250173.0,13.58,-49755,58109,-11639
2010-05-17,225000.0,224500.0,249089.0,13.35,-8974,56779,-57625
2010-05-18,225000.0,212500.0,207440.0,12.63,5363,21623,-34156
2010-05-19,209000.0,203500.0,294197.0,12.1,53788,-20935,-22498
2010-05-20,202000.0,196500.0,249279.0,11.68,-21269,9747,11341
2010-05-24,193500.0,193000.0,120150.0,11.47,26705,-16366,-7796
2010-05-25,192000.0,183000.0,279342.0,10.88,6906,-18414,15772
2010-05-26,188000.0,191000.0,228482.0,11.36,15323,-40729,30087
2010-05-27,188000.0,193000.0,137078.0,11.47,14663,-15026,1257
2010-05-28,197500.0,200000.0,206260.0,11.89,-30813,221,21015
2010-05-31,199500.0,200000.0,97832.0,11.89,1215,-8185,2152
2010-06-01,198000.0,199500.0,136722.0,11.86,-16053,37865,-5597
2010-06-03,201000.0,202000.0,129135.0,12.01,-6494,22580,-20620
2010-06-04,201000.0,203500.0,141728.0,12.1,-37643,5776,15660
2010-06-07,197500.0,203000.0,98567.0,12.07,-23989,23250,1576
2010-06-08,203000.0,204500.0,87642.0,12.16,-3537,17006,-6549
2010-06-09,204500.0,207500.0,132885.0,12.34,-9388,18244,-5168
2010-06-10,207500.0,208500.0,78591.0,12.4,-9909,4475,-4576
2010-06-11,210000.0,208000.0,93725.0,12.37,-28848,25575,-3391
2010-06-14,207000.0,208500.0,50572.0,12.4,-12147,-1222,15294
2010-06-15,208500.0,210000.0,164121.0,12.48,-25554,45671,12661
2010-06-16,216000.0,226000.0,497533.0,13.44,-143013,151158,68670
2010-06-17,226500.0,229000.0,287344.0,13.61,-74200,105627,12683
2010-06-18,230500.0,233000.0,260166.0,13.85,-74277,109471,14598
2010-06-21,236000.0,242000.0,253420.0,14.39,-95012,57314,41312
2010-06-22,241500.0,242000.0,188511.0,14.39,-21140,26890,11600
2010-06-23,239000.0,237500.0,115379.0,14.12,-5720,19776,-1725
2010-06-24,235500.0,246000.0,216514.0,14.63,-57460,69013,1095
2010-06-25,243000.0,243000.0,240661.0,14.45,-4594,62110,-51468
2010-06-28,242000.0,248000.0,128737.0,14.74,-7214,37170,-16796
2010-06-29,247000.0,248000.0,131180.0,14.74,-42151,59125,-21318
2010-06-30,242000.0,249000.0,300391.0,14.8,-21120,118882,-98701
2010-07-01,248000.0,264000.0,460037.0,15.7,-87879,85116,4435
2010-07-02,263000.0,263500.0,277569.0,15.67,-29753,20947,15109
2010-07-05,268000.0,278000.0,274489.0,16.53,-71405,61299,12518
2010-07-06,276000.0,270500.0,188868.0,16.08,-12962,32825,-25403
2010-07-07,274000.0,279000.0,233448.0,16.59,-35282,19006,19379
2010-07-08,279000.0,280000.0,206277.0,16.65,-38482,6313,15873
2010-07-09,280000.0,274000.0,153003.0,16.29,-10070,11304,1382
2010-07-12,275000.0,289000.0,185454.0,17.18,-43643,25109,20879
2010-07-13,286500.0,288000.0,136934.0,17.12,3115,-24796,4385
2010-07-14,293000.0,290000.0,137258.0,17.24,-41711,12277,31817
2010-07-15,293000.0,288000.0,112976.0,17.12,1944,-16417,17035
2010-07-16,290000.0,286500.0,139760.0,17.03,-16408,8146,13691
2010-07-19,283000.0,283500.0,104726.0,16.85,-10754,13176,2040
2010-07-20,282500.0,275000.0,284824.0,16.35,25504,13346,-40879
2010-07-21,279500.0,296500.0,291157.0,17.63,-56938,39707,13654
2010-07-22,295000.0,294000.0,298020.0,17.48,-39242,45559,-14426
2010-07-23,297500.0,293500.0,239477.0,17.45,-37253,20059,11499
2010-07-26,290000.0,284000.0,175375.0,16.88,34663,-33034,9115
2010-07-27,284000.0,284500.0,156534.0,16.91,4234,9624,-17189
2010-07-28,286500.0,282500.0,87066.0,16.8,-4760,-3681,6058
2010-07-29,281000.0,285500.0,113278.0,16.97,-25744,24352,2085
2010-07-30,285500.0,277000.0,119731.0,16.47,10601,732,-11110
2010-08-02,281500.0,287000.0,163204.0,17.06,-16541,28256,-14861
2010-08-03,294000.0,302000.0,217938.0,17.95,-69589,66368,2161
2010-08-04,302000.0,314500.0,242140.0,18.7,-58126,18158,14870
2010-08-05,317000.0,316500.0,167251.0,18.82,-20668,-6682,28598
2010-08-06,312500.0,307500.0,91311.0,18.28,-2244,2467,2736
2010-08-09,304500.0,310000.0,58900.0,18.43,-2811,-5262,12966
2010-08-10,311000.0,322000.0,187537.0,19.14,-16501,23271,-11675
2010-08-11,324500.0,327500.0,220165.0,19.47,18089,-16312,-3093
2010-08-12,321000.0,319000.0,168019.0,18.97,3091,35781,-38117
2010-08-13,322500.0,332500.0,151940.0,19.77,-18449,29422,-11749
2010-08-16,332000.0,328500.0,97737.0,19.53,21110,-5188,-10724
2010-08-17,328500.0,336500.0,92842.0,20.01,-15544,9179,2628
2010-08-18,336500.0,341000.0,120101.0,20.27,-18554,-10862,31504
2010-08-19,343500.0,342500.0,96855.0,20.36,-7764,6830,-4559
2010-08-20,341000.0,348500.0,108086.0,20.72,-19537,11990,6444
2010-08-23,355000.0,369500.0,151553.0,21.97,-34002,-11643,46443
2010-08-24,373000.0,357000.0,286379.0,21.22,25637,-40776,28978
2010-08-25,352500.0,343000.0,307264.0,20.39,17900,60522,-79179
2010-08-26,348000.0,342500.0,153257.0,20.36,-6953,3479,7223
2010-08-27,340000.0,362500.0,179668.0,21.55,-23401,-3042,23046
2010-08-30,362500.0,363500.0,163233.0,21.61,-20593,-28335,53176
2010-08-31,363500.0,372000.0,194336.0,22.12,-38994,3717,36831
2010-09-01,375000.0,363000.0,257044.0,21.58,46105,-81487,26178
2010-09-02,367000.0,362000.0,205072.0,21.52,4796,-47363,44109
2010-09-03,368000.0,356000.0,191912.0,21.16,37526,-56574,20745
2010-09-06,358000.0,360500.0,112227.0,21.43,-1694,-17936,21975
2010-09-07,361500.0,351000.0,171548.0,20.87,32037,-24249,-7248
2010-09-08,350000.0,337500.0,411569.0,20.07,45490,20615,-76208
2010-09-09,344000.0,336000.0,392749.0,19.98,76997,-10390,-70812
2010-09-10,337000.0,344000.0,284620.0,20.45,-7030,-10201,17117
2010-09-13,346000.0,339000.0,168782.0,20.15,1672,-24225,21919
2010-09-14,342000.0,343000.0,141739.0,20.39,-23236,-1635,25651
2010-09-15,344000.0,364500.0,275803.0,21.67,-87870,43098,39852
2010-09-16,366000.0,347500.0,202578.0,20.66,34351,-22867,-2584
2010-09-17,347500.0,338000.0,229855.0,20.09,50795,-56068,3516
2010-09-20,337000.0,335500.0,128234.0,19.95,31700,-21775,-8634
2010-09-24,339000.0,339000.0,67153.0,20.15,3755,-3524,1311
2010-09-27,339000.0,353500.0,188557.0,21.02,-39053,5799,29911
2010-09-28,353000.0,346500.0,122127.0,20.6,-5954,3939,3867
2010-09-29,351500.0,355000.0,191897.0,21.11,-16608,1010,15348
2010-09-30,359000.0,353500.0,175655.0,21.02,-844,-25682,29032
2010-10-01,349500.0,345000.0,228151.0,20.51,29820,-44334,18609
2010-10-04,346000.0,330000.0,403694.0,19.62,161212,-142878,-23023
2010-10-05,327500.0,311000.0,555781.0,18.49,91346,4577,-100817
2010-10-06,317500.0,311000.0,277653.0,18.49,3638,-7673,4667
2010-10-07,308000.0,312500.0,206686.0,18.58,-31158,51761,-23471
2010-10-08,316000.0,312500.0,155178.0,18.58,-1157,13020,-15360
2010-10-11,315000.0,316000.0,163700.0,18.79,-10131,6457,911
2010-10-12,319000.0,326000.0,243045.0,19.38,-71715,39836,25865
2010-10-13,331000.0,319000.0,151674.0,18.97,-12874,31841,-20803
2010-10-14,329000.0,342500.0,261252.0,20.36,-120730,57617,60229
2010-10-15,344000.0,341000.0,111126.0,20.27,9678,-10961,9102
2010-10-18,335000.0,325500.0,222156.0,19.35,3803,19095,-23998
2010-10-19,328500.0,322000.0,128118.0,19.14,9564,-17819,17926
2010-10-20,315000.0,318000.0,126758.0,18.91,36402,-33056,-8187
2010-10-21,319500.0,315500.0,112306.0,18.76,29501,-18217,-6598
2010-10-22,316500.0,324500.0,144323.0,19.29,-12752,13951,-911
2010-10-25,325500.0,319500.0,118292.0,18.99,11400,-6044,-4219
2010-10-26,323000.0,323500.0,99970.0,19.23,17329,-22829,13024
2010-10-27,327500.0,342500.0,388710.0,20.36,-91263,91705,-1261
2010-10-28,342000.0,342000.0,168981.0,20.33,-26219,35588,-14858
2010-10-29,342000.0,331000.0,139149.0,19.68,21789,7125,-27872
2010-11-01,332500.0,333000.0,114593.0,19.8,29187,-12910,-15815
2010-11-02,329500.0,337000.0,192131.0,20.04,10604,32578,-43133
2010-11-03,344000.0,357000.0,354797.0,21.22,-97485,67340,20587
2010-11-04,363500.0,358000.0,204922.0,21.28,-47842,45913,3522
2010-11-05,363000.0,361000.0,227508.0,21.46,-80370,36448,48824
2010-11-08,361500.0,356500.0,148267.0,21.19,9151,14862,-19068
2010-11-09,334500.0,327500.0,2677484.0,19.47,229878,333096,-576196
2010-11-10,331000.0,324000.0,563215.0,19.26,171904,-4776,-179847
2010-11-11,326500.0,315500.0,471194.0,18.76,142032,48210,-201001
2010-11-12,318500.0,310500.0,376823.0,18.46,91318,2371,-97067
2010-11-15,310500.0,316500.0,145260.0,18.82,-13427,30791,-19159
2010-11-16,316000.0,310500.0,142753.0,18.46,2610,2089,3594
2010-11-17,307000.0,307000.0,351461.0,18.25,73937,53399,-129815
2010-11-18,310500.0,311500.0,355075.0,18.52,62984,3755,-64200
2010-11-19,313000.0,323000.0,465846.0,19.2,-82787,125915,-42172
2010-11-22,329000.0,319500.0,302296.0,18.99,17678,24166,-46855
2010-11-23,321500.0,318500.0,135362.0,18.94,-5038,6724,13689
2010-11-24,311500.0,313500.0,172999.0,18.64,-10800,-1169,831
2010-11-25,324500.0,312000.0,276404.0,18.55,47147,9224,-64036
2010-11-26,316000.0,311500.0,221431.0,18.52,-33410,18974,1094
2010-11-29,310000.0,306500.0,317173.0,18.22,34588,-2433,-37866
2010-11-30,306500.0,303500.0,301631.0,18.04,30551,14743,-46763
2010-12-01,306000.0,300000.0,285791.0,17.84,95645,-103241,19724
2010-12-02,302500.0,301000.0,215619.0,17.9,6218,-8127,6942
2010-12-03,302000.0,297000.0,303593.0,17.66,23781,-35519,8049
2010-12-06,297000.0,290500.0,382832.0,17.27,59234,-65166,10888
2010-12-07,292000.0,308500.0,475224.0,18.34,-119228,52333,60539
2010-12-08,314500.0,320000.0,633865.0,19.02,-193722,88108,109519
2010-12-09,327000.0,338500.0,650504.0,20.12,-225629,57532,162963
2010-12-10,337000.0,338500.0,213613.0,20.12,-1200,-19371,35423
2010-12-13,341000.0,339000.0,164298.0,20.15,19121,-19568,6569
2010-12-14,335500.0,331500.0,235990.0,19.71,28031,-41193,22692
2010-12-15,328500.0,337500.0,271044.0,20.07,22160,-24320,54528
2010-12-16,334000.0,329500.0,244939.0,19.59,63224,-25849,-2924
2010-12-17,331000.0,327500.0,187538.0,19.47,33509,-12992,-788
2010-12-20,321000.0,318500.0,199668.0,18.94,30897,-14694,-18742
2010-12-21,323500.0,331000.0,207346.0,19.68,24132,6630,-2242
2010-12-22,328000.0,322500.0,131265.0,19.17,15616,-18658,593
2010-12-23,325000.0,320000.0,149696.0,19.02,24720,-54179,32453
2010-12-24,323000.0,326000.0,154069.0,19.38,18271,-31264,16360
2010-12-27,323000.0,316000.0,155352.0,18.79,53439,-65851,17452
2010-12-28,316000.0,311500.0,160134.0,18.52,32522,-53910,32737
2010-12-29,313500.0,319000.0,114765.0,18.97,-13224,-12235,29578
2010-12-30,317000.0,330000.0,182315.0,19.62,-64535,59774,4628
2011-01-03,333500.0,331000.0,141464.0,12.48,-17679,14421,4253
2011-01-04,330500.0,339000.0,275557.0,12.78,-26690,-41303,79302
2011-01-05,339000.0,349500.0,388051.0,13.18,-114084,113005,-7508
2011-01-06,351500.0,348500.0,219984.0,13.14,-810,9795,-9319
2011-01-07,351000.0,346000.0,360943.0,13.04,-47189,75678,-23800
2011-01-10,345000.0,348000.0,234758.0,13.12,29722,47096,-75861
2011-01-11,354000.0,357000.0,298566.0,13.46,-48131,63060,-19923
2011-01-12,357000.0,365500.0,326656.0,13.78,-41498,11212,44023
2011-01-13,367500.0,367500.0,224483.0,13.85,7857,40862,-39798
2011-01-14,369000.0,370500.0,227361.0,13.97,-36114,51498,-15655
2011-01-17,370500.0,373000.0,198470.0,14.06,-31051,48319,-12927
2011-01-18,370000.0,370500.0,145906.0,13.97,-7699,25691,-15083
2011-01-19,376000.0,389000.0,368307.0,14.66,-105497,67189,28719
2011-01-20,399000.0,393000.0,242315.0,14.82,-16983,13964,9371
2011-01-21,388000.0,392500.0,170868.0,14.8,-3312,5599,-2642
2011-01-24,388000.0,384000.0,162803.0,14.48,4762,-2473,-5786
2011-01-25,382500.0,382500.0,210111.0,14.42,12772,-22202,8100
2011-01-26,389000.0,394500.0,190857.0,14.87,-23811,-11832,31677
2011-01-27,397500.0,393000.0,128575.0,14.82,-22822,-7474,34642
2011-01-28,389000.0,389000.0,161734.0,14.66,21134,-18972,-1615
2011-01-31,382000.0,379000.0,124363.0,14.29,35111,-19582,-15635
2011-02-01,382000.0,379000.0,102628.0,14.29,4104,17644,-16311
2011-02-07,388000.0,376000.0,113725.0,14.17,16096,-18605,3933
2011-02-08,379500.0,374000.0,190825.0,14.1,8456,-4091,1111
2011-02-09,374000.0,364500.0,192362.0,13.74,39172,-23942,-11163
2011-02-10,363000.0,358000.0,129537.0,13.5,21193,-2494,-21884
2011-02-11,363500.0,347500.0,136776.0,13.1,13552,8295,-20145
2011-02-14,350000.0,372000.0,212530.0,14.02,-45273,-30062,73807
2011-02-15,374000.0,377000.0,222112.0,14.21,-9228,13065,-10286
2011-02-16,380000.0,375000.0,145893.0,14.14,-23154,22784,-8625
2011-02-17,385500.0,389000.0,246293.0,14.66,-36863,6641,31214
2011-02-18,392000.0,399500.0,209122.0,15.06,-60959,4184,62667
2011-02-21,404500.0,397000.0,191830.0,14.97,3228,-36564,37395
2011-02-22,393500.0,389000.0,140233.0,14.66,7629,32142,-37929
2011-02-23,388000.0,395000.0,151899.0,14.89,-33986,44807,-18771
2011-02-24,400500.0,390000.0,134810.0,14.7,3734,-1762,-1962
2011-02-25,386500.0,388000.0,140669.0,14.63,-109,-8084,11135
2011-02-28,388000.0,372000.0,202294.0,14.02,21663,25870,-38334
2011-03-02,373500.0,377500.0,127488.0,14.23,-19571,22181,-1710
2011-03-03,386000.0,385000.0,116923.0,14.51,-6366,8918,-215
2011-03-04,387500.0,402500.0,166892.0,15.17,-29011,8184,8104
2011-03-07,405000.0,395500.0,118361.0,14.91,7738,29064,-37415
2011-03-08,396000.0,403000.0,178003.0,15.19,-8889,20808,-18993
2011-03-09,404500.0,417500.0,248429.0,15.74,-67240,-8761,76119
2011-03-10,414000.0,417000.0,155652.0,15.72,-9998,47234,-45940
2011-03-11,415000.0,404500.0,183093.0,15.25,32637,42743,-75377
2011-03-14,396000.0,404000.0,287221.0,15.23,41197,-12538,-29238
2011-03-15,423000.0,421500.0,585585.0,15.89,-63349,-24416,76973
2011-03-16,432500.0,442500.0,365016.0,16.68,-83947,28956,50040
2011-03-17,436000.0,431500.0,386298.0,16.27,29596,-31447,4268
2011-03-18,430500.0,428500.0,348126.0,16.15,65409,-58176,-4494
2011-03-21,430000.0,450000.0,239476.0,16.96,-41311,-16620,55878
2011-03-22,454500.0,460000.0,346616.0,17.34,-55336,-21743,75398
2011-03-23,462000.0,455500.0,230122.0,17.17,-4467,-25190,35049
2011-03-24,461000.0,478500.0,183535.0,18.04,-23298,-35290,59572
2011-03-25,480000.0,477000.0,239290.0,17.98,20928,-65684,52338
2011-03-28,475000.0,480000.0,143727.0,18.09,23775,-29906,7129
2011-03-29,484500.0,486500.0,205329.0,18.34,14574,5521,-10961
2011-03-30,495000.0,493000.0,246630.0,18.58,-13673,-22067,30544
2011-03-31,490000.0,494000.0,209295.0,18.62,-6547,-1984,14373
2011-04-01,494000.0,498000.0,153157.0,18.77,-24504,7423,17774
2011-04-04,498000.0,494500.0,138738.0,18.64,11529,-14333,1680
2011-04-05,495500.0,499500.0,104497.0,18.83,-14387,3550,10442
2011-04-06,502000.0,518000.0,288175.0,19.53,-32530,20044,4008
2011-04-07,523000.0,512000.0,470779.0,19.3,48788,50464,-97592
2011-04-08,508000.0,502000.0,247882.0,18.92,66682,-12567,-49828
2011-04-11,497500.0,517000.0,224418.0,19.49,-28052,59120,-31546
2011-04-12,512000.0,501000.0,170122.0,18.89,37012,1314,-31736
2011-04-13,501000.0,504000.0,249748.0,19.0,66666,-22400,-39850
2011-04-14,504000.0,505000.0,174635.0,19.04,30154,-3716,-31689
2011-04-15,505000.0,533000.0,342308.0,20.09,-64724,64666,-4307
2011-04-18,532000.0,536000.0,186553.0,20.21,6019,6015,-4568
2011-04-19,526000.0,518000.0,248244.0,19.53,60343,-10787,-50498
2011-04-20,524000.0,548000.0,292179.0,20.66,-16975,21518,-8194
2011-04-21,580000.0,613000.0,627487.0,23.11,-117131,117634,-9644
2011-04-22,603000.0,610000.0,422167.0,23.0,48232,-6450,-26035
2011-04-25,616000.0,621000.0,181356.0,23.41,12081,-11814,384
