Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2007-05-15,15150.0,15200.0,959652.0,6.91,211354,-153454,-52810
2007-05-16,15200.0,15600.0,760632.0,7.1,81363,-48303,-35080
2007-05-17,15600.0,15300.0,870813.0,6.96,352182,22620,-356240
2007-05-18,15300.0,15550.0,877699.0,7.07,36917,105933,-201990
2007-05-21,15300.0,15200.0,955606.0,6.91,259802,-20042,-327770
2007-05-22,15300.0,15400.0,1041110.0,7.01,255736,-382336,152880
2007-05-23,15500.0,15300.0,992382.0,6.96,238956,-349596,115010
2007-05-25,15100.0,14400.0,2581027.0,6.55,1088594,-396340,-604220
2007-05-28,14550.0,14500.0,1933611.0,6.6,355225,16465,-440220
2007-05-29,14700.0,15100.0,1487292.0,6.87,15280,-161800,170220
2007-05-30,15100.0,15200.0,931468.0,6.91,-30715,-36123,115440
2007-05-31,15300.0,14950.0,1535466.0,6.8,417996,-112606,-246530
2007-06-01,15250.0,14750.0,1833212.0,6.71,751922,-175850,-571000
2007-06-04,14650.0,14550.0,1582576.0,6.62,522717,-114747,-400870
2007-06-05,14600.0,15050.0,1264652.0,6.85,-101360,-62521,186330
2007-06-07,14900.0,15650.0,2228110.0,7.12,-397984,37541,288096
2007-06-08,15550.0,15400.0,1497102.0,7.01,-96047,137587,-75050
2007-06-11,15400.0,15700.0,2150675.0,7.14,-263533,157733,-2630
2007-06-12,15800.0,15650.0,889137.0,7.12,-83700,154110,-100040
2007-06-13,15600.0,15550.0,1034966.0,7.07,-193877,61637,128660
2007-06-14,15550.0,15750.0,1882125.0,7.16,-249593,82183,152030
2007-06-15,16000.0,16250.0,1813792.0,7.39,-234840,87700,115270
2007-06-18,16400.0,16100.0,1447738.0,7.32,362432,65343,-422345
2007-06-19,16200.0,16250.0,1208513.0,7.39,-60206,-146664,237400
2007-06-20,16200.0,15800.0,1048392.0,7.19,-42847,-35153,85770
2007-06-21,15700.0,15900.0,956903.0,7.23,-233038,219284,-8470
2007-06-22,16150.0,16200.0,1229270.0,7.37,-343033,-3227,343510
2007-06-25,16200.0,16150.0,1757429.0,7.35,175291,146299,-358000
2007-06-26,16150.0,15500.0,950251.0,7.05,282105,10323,-299980
2007-06-27,15600.0,15300.0,673957.0,6.96,-9999,136589,-154230
2007-06-28,15600.0,16250.0,1158177.0,7.39,-636300,393130,95510
2007-06-29,16350.0,16600.0,2726467.0,7.55,-1327235,887975,269140
2007-07-02,16700.0,16900.0,1104562.0,7.69,-459207,350007,-33120
2007-07-03,17050.0,17900.0,1879744.0,8.14,-830200,518010,51660
2007-07-04,17800.0,17900.0,1886108.0,8.14,-6010,491090,-545900
2007-07-05,17750.0,18200.0,1503932.0,8.28,-92491,306831,-312260
2007-07-06,18400.0,18000.0,663835.0,8.19,-50104,13804,1180
2007-07-09,18200.0,19050.0,1612408.0,8.66,-177137,446750,-321180
2007-07-10,19250.0,19650.0,1496346.0,8.94,-474410,242146,-2015
2007-07-11,19300.0,19250.0,1285342.0,8.76,289770,129450,-441480
2007-07-12,19200.0,19500.0,944845.0,8.87,-181584,284674,-131390
2007-07-13,19950.0,20050.0,1062423.0,9.12,-364380,303840,48240
2007-07-16,20000.0,19900.0,1030259.0,9.05,135510,52080,-167440
2007-07-18,19650.0,19150.0,1101274.0,8.71,102330,136380,-241660
2007-07-19,18950.0,18600.0,1654820.0,8.46,355043,-191123,-332030
2007-07-20,18800.0,19100.0,952560.0,8.69,101312,-114902,-40660
2007-07-23,18800.0,20400.0,1266434.0,9.28,-341510,269710,21360
2007-07-24,20900.0,20400.0,1327561.0,9.28,-53809,298708,-341009
2007-07-25,20200.0,20750.0,1261955.0,9.44,-145235,455560,-343095
2007-07-26,20750.0,20500.0,1015376.0,9.32,-80007,210899,-185070
2007-07-27,20000.0,19700.0,920079.0,8.96,-139187,117387,-75120
2007-07-30,19350.0,20000.0,989902.0,9.1,-27403,357171,-382528
2007-07-31,20450.0,21200.0,1470992.0,9.64,-269919,264154,-93950
2007-08-01,21000.0,20550.0,984596.0,9.35,-39797,152397,-130180
2007-08-02,20800.0,21450.0,1327302.0,9.76,-136848,173862,-52684
2007-08-03,21550.0,20850.0,1170954.0,9.48,242343,49172,-295320
2007-08-06,20250.0,20900.0,530150.0,9.51,-10266,61446,-48310
2007-08-07,21100.0,20900.0,593519.0,9.51,-104253,170703,-166650
2007-08-08,21100.0,21500.0,716266.0,9.78,-218120,140100,97200
2007-08-09,21700.0,21500.0,959543.0,9.78,36782,186298,-379110
2007-08-10,20850.0,20750.0,726590.0,9.44,17250,-61250,31420
2007-08-13,20000.0,20850.0,774390.0,9.48,-60120,61690,-47270
2007-08-14,20800.0,19750.0,863857.0,8.98,86845,13615,-59920
2007-08-16,18700.0,18950.0,1149193.0,8.62,-463551,340451,49710
2007-08-17,19000.0,18300.0,860483.0,8.32,95342,48068,-222560
2007-08-20,18850.0,19750.0,742160.0,8.98,68556,-11086,-62650
2007-08-21,20000.0,19600.0,693387.0,8.92,-52157,39905,7720
2007-08-22,19650.0,19400.0,928422.0,8.82,199060,274640,-500400
2007-08-23,19650.0,19550.0,1888280.0,8.89,449465,408067,-930990
2007-08-24,19250.0,19000.0,671519.0,8.64,238192,-116710,-18032
2007-08-27,19350.0,18800.0,893111.0,8.55,198382,-113735,-169290
2007-08-28,18700.0,19200.0,625188.0,8.73,-53941,75051,-38680
2007-08-29,18700.0,19650.0,777020.0,8.94,-258560,151440,46670
2007-08-30,19950.0,19900.0,698213.0,9.05,-115593,3923,67870
2007-08-31,20050.0,20550.0,1235095.0,9.35,-167765,191385,-39970
2007-09-03,20250.0,20800.0,547694.0,9.46,2312,-22392,23830
2007-09-04,20600.0,20000.0,598553.0,9.1,161711,-155461,19250
2007-09-05,20250.0,19900.0,1001846.0,9.05,20376,-287156,344430
2007-09-06,20050.0,20500.0,407303.0,9.32,-236239,149458,68810
2007-09-07,20450.0,20800.0,569904.0,9.46,-189620,112190,95810
2007-09-10,20300.0,20200.0,527262.0,9.19,28280,-89460,-2690
2007-09-11,20350.0,20150.0,551376.0,9.17,83399,-181930,191180
2007-09-12,20100.0,19050.0,775726.0,8.66,283091,-189191,29980
2007-09-13,19050.0,19500.0,848741.0,8.87,88320,-190060,149860
2007-09-14,19550.0,19750.0,441175.0,8.98,-75515,82695,-29330
2007-09-17,19700.0,19300.0,382792.0,8.78,137024,-136084,25420
2007-09-18,19100.0,18100.0,1887450.0,8.23,1028080,-581027,-444520
2007-09-19,18600.0,18650.0,2088110.0,8.48,623232,-671140,240200
2007-09-20,18900.0,19000.0,1378236.0,8.64,30988,-489331,581150
2007-09-21,19150.0,19250.0,1185547.0,8.76,-145241,-483124,768865
2007-09-27,19500.0,19250.0,722591.0,8.76,99623,36827,-125320
2007-09-28,19150.0,18750.0,1059345.0,8.53,467355,-182765,-290510
2007-10-01,18800.0,18950.0,463824.0,8.62,59414,1082,-62776
2007-10-02,19400.0,19700.0,1182109.0,8.96,-357721,-65651,470470
2007-10-04,19850.0,20750.0,2349474.0,9.44,-501249,-290221,1040580
2007-10-05,20850.0,20400.0,1144370.0,9.28,53190,-208580,118130
2007-10-08,20700.0,20650.0,751933.0,9.39,-166734,-37622,210916
2007-10-09,20800.0,20950.0,808605.0,9.53,-142633,108583,19520
2007-10-10,21050.0,20200.0,1315679.0,9.19,554318,-287318,-112440
2007-10-11,20100.0,20000.0,1255903.0,9.1,278245,-361310,206140
2007-10-12,19900.0,19400.0,890002.0,8.82,224018,-162538,6890
2007-10-15,19650.0,19000.0,766047.0,8.64,232607,-129377,-55430
2007-10-16,19000.0,18950.0,946900.0,8.62,67887,-249747,187400
2007-10-17,18950.0,19300.0,705409.0,8.78,-68990,-20600,74890
2007-10-18,19250.0,19300.0,1100317.0,8.78,324875,-153215,26160
2007-10-19,19300.0,18500.0,1063201.0,8.42,388568,-466012,67210
2007-10-22,17400.0,18050.0,840232.0,8.21,13401,-144321,127150
2007-10-23,18250.0,17900.0,660135.0,8.14,244481,-205090,-43050
2007-10-24,18000.0,17200.0,1360678.0,7.82,332210,-213848,-21930
2007-10-25,17250.0,17300.0,1292447.0,7.87,-23955,-122505,175020
2007-10-26,17200.0,18350.0,1033193.0,8.35,-304344,134964,214630
2007-10-29,18350.0,18650.0,951203.0,8.48,-25945,62075,165040
2007-10-30,18650.0,19100.0,1685495.0,8.69,-28137,536497,-174030
2007-10-31,19400.0,18900.0,1164082.0,8.6,144445,216034,-377579
2007-11-01,18550.0,18150.0,1259950.0,8.26,455091,55819,-593720
2007-11-02,17950.0,18000.0,897468.0,8.19,-72855,-47550,101115
2007-11-05,17550.0,17700.0,1698493.0,8.05,128316,-181006,84270
2007-11-06,17700.0,18100.0,1049581.0,8.23,-42638,56207,-90339
2007-11-07,18100.0,17150.0,2830444.0,7.8,237593,276837,-398570
2007-11-08,16600.0,15750.0,2262383.0,7.16,488833,-111833,-301940
2007-11-09,16050.0,17500.0,1699542.0,7.96,-546336,152016,418720
2007-11-12,17150.0,17100.0,1206717.0,7.78,-184634,-61356,193110
2007-11-13,17350.0,17350.0,640251.0,7.89,-146511,19201,99010
2007-11-14,17600.0,17400.0,1462018.0,7.91,-64998,90498,-60650
2007-11-15,17050.0,16850.0,1103405.0,7.66,478159,104101,-561010
2007-11-16,16500.0,16500.0,481141.0,7.51,115035,-43690,-49285
2007-11-19,16650.0,16650.0,483941.0,7.57,105995,21775,-132820
2007-11-20,16250.0,16450.0,635720.0,7.48,55776,81487,-130803
2007-11-21,16300.0,16250.0,802207.0,7.39,-137302,66342,29890
