Symbol,현대엘리베이_시가(원),현대엘리베이_종가(원),현대엘리베이_거래량(주),현대엘리베이_PER(IFRS-연결),현대엘리베이_순매수수량(개인)(주),현대엘리베이_순매수수량(기관계)(주),현대엘리베이_순매수수량(외국인계)(주)
2001-11-23,9250.0,9450.0,300340.0,5.03,8430,-9390,1000
2001-11-26,9560.0,10200.0,245350.0,5.42,7830,-6830,0
2001-11-27,10300.0,9900.0,152510.0,5.26,-16110,15590,720
2001-11-28,9700.0,9400.0,178340.0,5.0,-30920,29870,60
2001-11-29,9100.0,9340.0,63030.0,4.97,-1460,2270,-1000
2001-11-30,9670.0,9620.0,60920.0,5.12,1300,-1250,-50
2001-12-03,9700.0,10700.0,262240.0,5.69,38970,-37970,0
2001-12-04,10700.0,10650.0,327450.0,5.66,-5510,-5430,0
2001-12-05,10950.0,10750.0,172950.0,5.72,-11510,9710,0
2001-12-06,11200.0,10800.0,191180.0,5.74,2490,730,-10
2001-12-07,10850.0,10700.0,114250.0,5.69,-6420,1880,4240
2001-12-10,10550.0,10000.0,119820.0,5.32,5360,-140,520
2001-12-11,9890.0,10000.0,59900.0,5.32,3150,-120,-30
2001-12-12,10000.0,9830.0,64920.0,5.23,-2500,2700,0
2001-12-13,10000.0,9860.0,63400.0,5.24,7670,-7340,70
2001-12-14,9830.0,9670.0,45870.0,5.14,1010,-980,-30
2001-12-17,9510.0,9100.0,55950.0,4.84,2300,-3240,-60
2001-12-18,9390.0,8800.0,46190.0,4.68,-4620,3640,980
2001-12-19,9000.0,8400.0,55250.0,4.47,6150,-6190,40
2001-12-20,8400.0,8800.0,33260.0,4.68,2600,-3100,0
2001-12-21,8500.0,8560.0,26990.0,4.55,6000,-1950,-3550
2001-12-24,8980.0,8660.0,28930.0,4.61,370,-370,0
2001-12-26,8620.0,8970.0,43750.0,4.77,1310,-1310,0
2001-12-27,8820.0,9100.0,24520.0,4.84,800,-350,-440
2001-12-28,9180.0,9250.0,34400.0,4.92,-2950,1750,0
2002-01-02,9160.0,9250.0,47022.0,6.65,465,-465,0
2002-01-03,9170.0,9100.0,66488.0,6.54,-1449,449,0
2002-01-04,9200.0,9020.0,71075.0,6.48,-460,200,90
2002-01-07,9020.0,8950.0,49541.0,6.43,-360,-610,-30
2002-01-08,8890.0,9000.0,59103.0,6.47,3717,-717,0
2002-01-09,8950.0,10250.0,231370.0,7.37,1493,-1323,0
2002-01-10,10150.0,9770.0,134200.0,7.02,2430,-2430,0
2002-01-11,9810.0,9550.0,98490.0,6.86,-780,-220,0
2002-01-14,9550.0,9700.0,61382.0,6.97,60,-60,0
2002-01-15,9710.0,9300.0,56490.0,6.68,140,140,-240
2002-01-16,9280.0,9040.0,47511.0,6.5,60,-60,0
2002-01-17,9000.0,9140.0,41930.0,6.57,-490,280,210
2002-01-18,9110.0,9000.0,32050.0,6.47,240,-240,0
2002-01-21,9100.0,9400.0,37240.0,6.76,-310,130,180
2002-01-22,9580.0,9300.0,51453.0,6.68,170,-170,0
2002-01-23,9300.0,9700.0,70450.0,6.97,-310,290,30
2002-01-24,9750.0,10550.0,368160.0,7.58,430,350,420
2002-01-25,10900.0,11200.0,400326.0,8.05,-7360,8040,1320
2002-01-28,11050.0,10850.0,203746.0,7.8,-4570,4560,0
2002-01-29,11000.0,11500.0,282850.0,8.26,-410,350,60
2002-01-30,11000.0,10950.0,220900.0,7.87,-2160,260,0
2002-01-31,11350.0,10650.0,170340.0,7.65,-8760,7760,0
2002-02-01,10850.0,10150.0,142000.0,7.29,-10330,9330,0
2002-02-04,10200.0,10100.0,110560.0,7.26,-9050,9970,0
2002-02-05,10000.0,10000.0,69630.0,7.19,-12030,12040,0
2002-02-06,10100.0,11000.0,241370.0,7.9,8040,-640,0
2002-02-07,10700.0,10300.0,199997.0,7.4,1280,-270,0
2002-02-08,10500.0,11200.0,243337.0,8.05,-1280,1880,0
2002-02-14,11750.0,11800.0,605690.0,8.48,7750,-3390,-1760
2002-02-15,12050.0,12450.0,372640.0,8.95,6240,-2610,0
2002-02-18,12650.0,12500.0,367418.0,8.98,4820,-5920,0
2002-02-19,12350.0,11850.0,209311.0,8.52,-15485,14275,0
2002-02-20,11700.0,12200.0,144250.0,8.77,-950,-50,0
2002-02-21,12500.0,12350.0,256483.0,8.87,-7479,8479,0
2002-02-22,12200.0,12000.0,116250.0,8.62,-2880,6880,0
2002-02-25,12100.0,13000.0,301066.0,9.34,-9780,10140,0
2002-02-26,13000.0,13200.0,243903.0,9.49,-7187,7307,0
2002-02-27,13400.0,12900.0,214492.0,9.27,-8920,8790,120
2002-02-28,12750.0,12550.0,168114.0,9.02,-12170,12170,0
2002-03-04,13000.0,12600.0,150471.0,9.05,-9490,9400,90
2002-03-05,12650.0,12300.0,137035.0,8.84,-15726,15726,0
2002-03-06,12400.0,12350.0,93700.0,8.87,-1510,1070,-60
2002-03-07,12500.0,12700.0,179826.0,9.13,-5980,5980,0
2002-03-08,12800.0,13100.0,189045.0,9.41,-2869,2869,0
2002-03-11,13400.0,13500.0,225624.0,9.7,-1570,1570,0
2002-03-12,13400.0,13700.0,325388.0,9.85,-4980,4980,0
2002-03-13,13700.0,13850.0,163528.0,9.95,-2980,2980,0
2002-03-14,14000.0,14000.0,134900.0,10.06,-14360,-4250,-1390
2002-03-15,13900.0,14200.0,167330.0,10.2,-5520,-4980,0
2002-03-18,14500.0,14000.0,132160.0,10.06,430,70,0
2002-03-19,13900.0,13850.0,117460.0,9.95,-6220,6220,0
2002-03-20,13850.0,13800.0,102830.0,9.92,7190,-7130,0
2002-03-21,13700.0,13500.0,91180.0,9.7,19040,-19040,0
2002-03-22,13700.0,13500.0,157220.0,9.7,960,-2460,0
2002-03-25,13700.0,14050.0,335082.0,10.1,12970,-13030,200
2002-03-26,14500.0,13400.0,186412.0,9.63,-210,-520,730
2002-03-27,13400.0,13800.0,134641.0,9.92,-13229,8729,-500
2002-03-28,13550.0,13500.0,113740.0,9.7,1300,-1300,0
2002-03-29,13200.0,12800.0,160260.0,9.2,-1200,1200,0
2002-04-01,12800.0,12000.0,112680.0,8.62,390,-390,0
2002-04-02,11850.0,12450.0,86742.0,8.95,-9160,8560,600
2002-04-03,12150.0,12450.0,67550.0,8.95,-4820,4830,0
2002-04-04,12250.0,12900.0,64830.0,9.27,520,-1680,160
2002-04-08,12650.0,12600.0,58941.0,9.05,-480,450,30
2002-04-09,12700.0,12050.0,52430.0,8.66,-510,510,0
2002-04-10,11900.0,11600.0,59200.0,8.34,-480,300,0
2002-04-11,12000.0,11600.0,51424.0,8.34,6652,-4950,-1722
2002-04-12,11600.0,11800.0,39730.0,8.48,-400,400,0
2002-04-15,11650.0,12100.0,32160.0,8.69,-5700,5700,0
2002-04-16,12000.0,12300.0,27925.0,8.84,-460,460,0
2002-04-17,12500.0,12400.0,38442.0,8.91,-1620,440,180
2002-04-18,12300.0,12400.0,59899.0,8.91,-2560,-440,0
2002-04-19,12300.0,12150.0,59998.0,8.73,400,-400,0
2002-04-22,12050.0,11700.0,56370.0,8.41,-610,610,0
2002-04-23,11800.0,11250.0,35414.0,8.08,-1110,1110,0
2002-04-24,11200.0,10950.0,40625.0,7.87,-190,170,0
2002-04-25,11200.0,10950.0,115100.0,7.87,2480,-2750,70
2002-04-26,11000.0,11050.0,51821.0,7.94,0,0,0
2002-04-29,10300.0,10050.0,77760.0,7.22,4530,-4530,0
2002-04-30,10000.0,9740.0,89680.0,7.0,25180,-26180,0
2002-05-02,10100.0,9870.0,59880.0,7.09,12260,-14160,0
2002-05-03,9680.0,10000.0,47076.0,7.19,-14300,14300,0
2002-05-06,9790.0,9790.0,23190.0,7.04,-3310,3310,0
2002-05-07,9260.0,9500.0,33230.0,6.83,-6410,8520,0
2002-05-08,9560.0,9840.0,20434.0,7.07,140,-170,0
2002-05-09,10300.0,10150.0,61448.0,7.29,6650,-610,-250
2002-05-10,10500.0,9970.0,15370.0,7.16,150,-150,0
2002-05-13,9900.0,9850.0,8153.0,7.08,20,-20,0
2002-05-14,9860.0,10150.0,19870.0,7.29,-670,670,-670
2002-05-15,10400.0,10100.0,40760.0,7.26,660,-660,0
2002-05-16,10150.0,9960.0,19690.0,7.16,3310,-3310,0
2002-05-17,10100.0,10200.0,51213.0,7.33,9760,-9760,0
2002-05-20,10400.0,10100.0,25500.0,7.26,330,-330,0
2002-05-21,9960.0,9650.0,25288.0,6.93,-1990,1990,0
2002-05-22,9620.0,9650.0,18600.0,6.93,-40,40,0
2002-05-23,9800.0,9450.0,20037.0,6.79,-883,910,-7
2002-05-24,9450.0,9350.0,23710.0,6.72,6940,-6940,0
2002-05-27,9210.0,8960.0,39910.0,6.44,14760,-14760,0
2002-05-28,8920.0,8670.0,50300.0,6.23,29880,-24880,0
2002-05-29,8770.0,8620.0,57470.0,6.19,30270,-30240,0
2002-05-30,8780.0,8610.0,49850.0,6.19,27910,-27900,0
2002-05-31,8620.0,8530.0,20593.0,6.13,-10,30,0
2002-06-03,8500.0,8640.0,26380.0,6.21,110,-60,0
2002-06-04,8500.0,8770.0,19255.0,6.3,320,-300,0
2002-06-05,8720.0,8850.0,33440.0,6.36,-8230,8230,0
2002-06-07,8850.0,8630.0,20410.0,6.2,-6950,6950,0
2002-06-10,8730.0,8670.0,17390.0,6.23,-1310,1310,0
2002-06-11,8700.0,8700.0,16620.0,6.25,440,-420,0
2002-06-12,8700.0,8700.0,36290.0,6.25,-3650,4800,-1130
2002-06-14,8720.0,9100.0,38695.0,6.54,-7340,-660,5000
2002-06-17,9160.0,9120.0,28214.0,6.55,-2180,-350,-470
2002-06-18,9300.0,9140.0,16130.0,6.57,-1020,-2700,-280
2002-06-19,9080.0,8670.0,23140.0,6.23,440,-530,90
2002-06-20,8650.0,8600.0,15600.0,6.18,-1670,1670,0
2002-06-21,8500.0,8500.0,10175.0,6.11,-530,530,0
2002-06-24,8500.0,8110.0,21780.0,5.83,-120,120,0
2002-06-25,8150.0,8000.0,14073.0,5.75,-570,570,0
2002-06-26,8000.0,7300.0,17943.0,5.25,-380,380,0
2002-06-27,7500.0,7500.0,10310.0,5.39,90,-90,0
2002-06-28,7600.0,8090.0,20600.0,5.81,1630,-570,-60
2002-07-02,7790.0,7950.0,9395.0,5.71,370,-370,0
2002-07-03,8190.0,8100.0,9590.0,5.82,60,-60,0
2002-07-04,8200.0,8200.0,21900.0,5.89,250,-250,0
2002-07-05,8200.0,8400.0,23710.0,6.04,-810,800,0
2002-07-08,8550.0,8200.0,21787.0,5.89,379,-350,0
2002-07-09,8110.0,8340.0,16560.0,5.99,-380,380,0
2002-07-10,8210.0,8320.0,27600.0,5.98,-50,50,0
2002-07-11,8220.0,8100.0,17750.0,5.82,1220,-660,-60
2002-07-12,8150.0,8440.0,30220.0,6.06,-1110,1090,0
2002-07-15,8300.0,8270.0,9800.0,5.94,-60,60,0
2002-07-16,8270.0,8050.0,14840.0,5.78,50,-50,0
2002-07-18,8040.0,8150.0,10250.0,5.86,-130,130,0
2002-07-19,8010.0,7960.0,18380.0,5.72,820,-810,0
2002-07-22,7880.0,7500.0,28750.0,5.39,1500,0,0
2002-07-23,7450.0,7700.0,26550.0,5.53,-860,860,0
2002-07-24,7610.0,7410.0,28520.0,5.33,250,-250,0
2002-07-25,7600.0,7560.0,8620.0,5.43,-430,430,0
2002-07-26,7600.0,7280.0,14310.0,5.23,100,-100,0
2002-07-29,7350.0,7300.0,10000.0,5.25,-60,-80,0
2002-07-30,7490.0,7700.0,29860.0,5.53,2440,-2450,0
2002-07-31,7530.0,7640.0,11370.0,5.49,510,-510,0
2002-08-01,7550.0,7630.0,13570.0,5.48,420,-600,190
2002-08-02,7550.0,7600.0,11380.0,5.46,-100,-200,300
2002-08-05,7500.0,7500.0,11070.0,5.39,-50,50,0
2002-08-06,7400.0,7600.0,11000.0,5.46,-870,870,0
2002-08-07,7740.0,7650.0,9412.0,5.5,-60,60,0
2002-08-08,7750.0,7620.0,14100.0,5.48,710,-710,0
2002-08-09,7730.0,7720.0,20440.0,5.55,780,-780,0
2002-08-12,7750.0,8170.0,48767.0,5.87,-40,40,0
2002-08-13,8200.0,8400.0,49631.0,6.04,-60,60,0
2002-08-14,8300.0,8540.0,57510.0,6.14,-620,1110,-490
2002-08-16,8870.0,8350.0,33272.0,6.0,20,-30,0
2002-08-19,8310.0,8450.0,21450.0,6.07,-70,70,0
2002-08-20,8610.0,8550.0,20330.0,6.14,-530,520,0
2002-08-21,8500.0,8380.0,18310.0,6.02,-40,40,0
2002-08-22,8410.0,8330.0,40210.0,5.99,-590,410,0
2002-08-23,8360.0,8240.0,16730.0,5.92,-660,300,0
2002-08-26,8310.0,8190.0,19920.0,5.89,-360,300,0
2002-08-27,8200.0,8230.0,16940.0,5.91,380,-380,0
2002-08-28,8250.0,8460.0,24681.0,6.08,-510,390,0
2002-08-29,8500.0,8500.0,15073.0,6.11,-50,-10,0
2002-08-30,8700.0,8790.0,149290.0,6.32,170,-120,10
2002-09-02,8790.0,8830.0,31590.0,6.34,-270,270,0
2002-09-03,8860.0,8790.0,30260.0,6.32,50,-50,0
2002-09-04,8600.0,8490.0,35970.0,6.1,670,-610,0
2002-09-05,8650.0,8560.0,33500.0,6.15,350,-270,0
2002-09-06,8560.0,8400.0,17040.0,6.04,530,-520,0
2002-09-09,8260.0,7980.0,33848.0,5.73,-10,10,0
2002-09-10,8000.0,8140.0,20830.0,5.85,-4360,4360,0
2002-09-11,8080.0,8240.0,12170.0,5.92,-600,600,0
2002-09-12,8230.0,8150.0,12493.0,5.86,1650,-1650,0
2002-09-13,7500.0,7890.0,22606.0,5.67,220,-220,0
2002-09-16,8000.0,7920.0,6083.0,5.69,70,-70,0
2002-09-17,7930.0,8050.0,9023.0,5.78,700,-710,0
2002-09-18,7900.0,7840.0,9880.0,5.63,610,-360,0
2002-09-19,7800.0,7840.0,10593.0,5.63,10,0,-10
2002-09-23,7850.0,7540.0,11450.0,5.42,60,0,0
2002-09-24,7210.0,7350.0,16220.0,5.28,-10,0,0
2002-09-25,7200.0,7200.0,19450.0,5.17,0,0,0
2002-09-26,7340.0,7350.0,13833.0,5.28,190,610,-800
2002-09-27,7490.0,7280.0,6530.0,5.23,-250,250,0
2002-09-30,7200.0,7290.0,18010.0,5.24,160,-160,0
2002-10-01,6850.0,7120.0,10740.0,5.12,-340,340,0
2002-10-02,7350.0,7100.0,8163.0,5.1,20,-20,0
2002-10-04,7100.0,7070.0,3590.0,5.08,-20,20,0
2002-10-07,7020.0,6800.0,23310.0,4.89,59,-59,0
2002-10-08,6650.0,6880.0,11030.0,4.94,-10,10,0
2002-10-09,6880.0,6700.0,10150.0,4.81,-20,30,0
2002-10-10,6600.0,6330.0,13071.0,4.55,600,-600,0
2002-10-11,6510.0,6300.0,18870.0,4.53,4200,0,-4200
2002-10-14,6410.0,6450.0,23000.0,4.63,10000,-10000,0
2002-10-15,6420.0,6780.0,21410.0,4.87,0,0,0
2002-10-16,6950.0,7000.0,18846.0,5.03,10,-10,0
2002-10-17,6900.0,7050.0,15300.0,5.07,-140,140,0
2002-10-18,7100.0,7210.0,23200.0,5.18,0,0,0
2002-10-21,7120.0,7010.0,8970.0,5.04,0,0,0
2002-10-22,7000.0,6700.0,11390.0,4.81,-100,100,0
2002-10-23,6700.0,6980.0,18740.0,5.02,-320,320,0
2002-10-24,6980.0,6960.0,5570.0,5.0,450,-450,0
2002-10-25,6750.0,6940.0,5090.0,4.99,10,-10,0
2002-10-28,6900.0,7110.0,17280.0,5.11,-10,0,0
2002-10-29,7050.0,7120.0,24680.0,5.12,-350,350,0
2002-10-30,7030.0,6950.0,7640.0,4.99,0,0,0
2002-10-31,7100.0,6980.0,8880.0,5.02,-50,50,0
2002-11-01,7090.0,6840.0,13440.0,4.91,50,-50,0
2002-11-04,6850.0,6940.0,24100.0,4.99,-640,630,0
2002-11-05,6880.0,6840.0,12500.0,4.91,0,0,0
2002-11-06,6840.0,6950.0,40710.0,4.99,-2250,350,0
2002-11-07,6840.0,6890.0,19050.0,4.95,1910,-10,0
2002-11-08,6820.0,6760.0,8580.0,4.86,0,0,0
2002-11-11,6600.0,6610.0,43000.0,4.75,280,-330,60
2002-11-12,6680.0,6610.0,4840.0,4.75,330,-120,-210
2002-11-13,6510.0,6500.0,19470.0,4.67,720,-510,-210
2002-11-14,6500.0,6600.0,16680.0,4.74,-1700,-430,2130
2002-11-15,6610.0,6600.0,25340.0,4.74,2270,40,-2310
2002-11-18,6600.0,6600.0,7550.0,4.74,-20,20,0
2002-11-19,6510.0,6660.0,15150.0,4.79,140,-10,-130
2002-11-20,6520.0,6660.0,14880.0,4.79,-20,0,0
2002-11-21,6680.0,6700.0,40550.0,4.81,-200,80,0
2002-11-22,6810.0,6940.0,64461.0,4.99,-210,180,30
2002-11-25,7010.0,7100.0,38910.0,5.1,-30,440,0
2002-11-26,7020.0,7140.0,38300.0,5.13,380,-380,0
2002-11-27,7150.0,7160.0,27193.0,5.15,-280,280,0
2002-11-28,7290.0,7300.0,28960.0,5.25,10,-10,0
2002-11-29,7300.0,7370.0,21611.0,5.3,-20,20,0
2002-12-02,7400.0,7490.0,46820.0,5.38,10,-10,0
2002-12-03,7570.0,7440.0,15194.0,5.35,-170,220,-50
2002-12-04,7340.0,7150.0,23160.0,5.14,-460,490,-30
2002-12-05,7110.0,7220.0,13200.0,5.19,-440,470,-30
2002-12-06,7210.0,7290.0,14101.0,5.24,480,-400,-80
2002-12-09,7260.0,7270.0,22170.0,5.22,-50,50,0
2002-12-10,7200.0,7190.0,4420.0,5.17,-100,100,0
2002-12-11,7190.0,7130.0,7650.0,5.12,380,-380,0
2002-12-12,7020.0,7200.0,28060.0,5.17,-2220,-870,3090
2002-12-13,7350.0,7300.0,37541.0,5.25,290,-130,0
2002-12-16,7300.0,7150.0,15420.0,5.14,410,-410,0
2002-12-17,7200.0,7180.0,13593.0,5.16,-28,28,0
2002-12-18,7080.0,7330.0,32080.0,5.27,-50,50,0
2002-12-20,7300.0,7110.0,31910.0,5.11,-150,150,0
2002-12-23,7100.0,6760.0,28210.0,4.86,-350,350,0
2002-12-24,6900.0,6640.0,17690.0,4.77,-300,290,0
2002-12-26,6430.0,6590.0,14963.0,4.74,-38,38,0
2002-12-27,6510.0,6510.0,4750.0,4.68,490,-430,0
2002-12-30,6120.0,6300.0,18408.0,4.53,-190,250,0
2003-01-02,6400.0,6500.0,2648.0,,420,-220,-170
2003-01-03,6600.0,6630.0,6640.0,,230,-170,-50
2003-01-06,6500.0,6740.0,6530.0,,100,0,20
2003-01-07,6740.0,6520.0,6300.0,,480,-480,0
2003-01-08,6450.0,6550.0,7240.0,,-160,-140,0
2003-01-09,6360.0,6310.0,9160.0,,2620,-100,-2520
2003-01-10,6320.0,6430.0,22631.0,,580,-370,40
2003-01-13,6550.0,6700.0,17790.0,,80,-100,20
2003-01-14,6620.0,6710.0,6260.0,,-1920,1890,30
2003-01-15,6620.0,6630.0,6310.0,,-110,0,60
2003-01-16,6420.0,6660.0,6410.0,,-300,250,50
2003-01-17,6600.0,6510.0,3610.0,,40,-100,60
2003-01-20,6340.0,6330.0,4890.0,,40,-60,20
2003-01-21,6310.0,6310.0,14198.0,,-80,80,0
2003-01-22,6200.0,6200.0,14153.0,,380,-180,-100
2003-01-23,6380.0,6230.0,14720.0,,-1840,1700,140
2003-01-24,6210.0,6030.0,16240.0,,-170,130,40
2003-01-27,6000.0,5800.0,9120.0,,1120,-910,0
2003-01-28,5700.0,5800.0,4840.0,,450,-450,0
2003-01-29,5810.0,5730.0,9730.0,,450,-150,-300
2003-01-30,5770.0,5810.0,1120.0,,50,0,-50
2003-02-03,5900.0,6000.0,11280.0,,-240,250,-10
2003-02-04,5910.0,5960.0,4670.0,,250,-250,0
2003-02-05,5830.0,5990.0,5040.0,,0,0,0
2003-02-06,6040.0,5890.0,11060.0,,10,-10,0
2003-02-07,5800.0,5650.0,28950.0,,0,0,0
2003-02-10,5530.0,5390.0,21480.0,,-300,300,0
2003-02-11,5380.0,5300.0,21370.0,,300,-300,0
2003-02-12,5300.0,5320.0,6700.0,,2660,-2660,0
2003-02-13,5320.0,5270.0,28851.0,,8080,-8080,0
2003-02-14,5300.0,5300.0,25261.0,,12852,-12962,110
2003-02-17,5440.0,5540.0,33687.0,,12900,-13350,450
2003-02-18,5470.0,5500.0,24520.0,,-560,560,0
2003-02-19,5600.0,5530.0,17500.0,,-340,200,170
2003-02-20,5530.0,5440.0,11730.0,,-230,230,0
2003-02-21,5410.0,5520.0,16900.0,,210,-210,0
2003-02-24,5540.0,5710.0,16750.0,,-890,690,200
2003-02-25,5600.0,5650.0,8220.0,,220,-220,0
2003-02-26,5650.0,5700.0,21410.0,,-230,100,130
2003-02-27,5530.0,5570.0,5510.0,,480,-400,-80
2003-02-28,5580.0,5550.0,5710.0,,370,-320,-50
2003-03-03,5500.0,5600.0,5580.0,,-250,250,0
2003-03-04,5490.0,5460.0,12805.0,,350,-350,0
2003-03-05,5460.0,5310.0,7840.0,,150,-150,0
2003-03-06,5250.0,5320.0,13830.0,,70,-70,0
2003-03-07,5340.0,5160.0,10150.0,,50,-50,0
2003-03-10,5030.0,4950.0,10640.0,,150,-150,0
2003-03-11,4850.0,4770.0,6340.0,,50,-50,0
2003-03-12,4700.0,4800.0,4520.0,,-840,840,0
2003-03-13,4665.0,4365.0,20180.0,,-1060,1990,-930
2003-03-14,4540.0,4500.0,20870.0,,1140,-1140,0
2003-03-17,4390.0,4150.0,21460.0,,-750,750,0
2003-03-18,4340.0,4430.0,8080.0,,-110,110,0
2003-03-19,4420.0,4495.0,10190.0,,420,-420,0
2003-03-20,4535.0,4785.0,51752.0,,612,-612,0
2003-03-21,4900.0,4850.0,29580.0,,-560,560,0
2003-03-24,4855.0,4800.0,22462.0,,-322,310,20
2003-03-25,4660.0,4550.0,20270.0,,-330,290,40
2003-03-26,4540.0,4610.0,8390.0,,-1210,1060,150
2003-03-27,4515.0,4630.0,1890.0,,860,-960,100
2003-03-28,4540.0,4480.0,13580.0,,160,-20,-140
2003-03-31,4490.0,4370.0,8200.0,,-120,120,0
2003-04-01,4350.0,4435.0,8320.0,,1200,-1130,-70
2003-04-02,4590.0,4595.0,15870.0,,-220,220,0
2003-04-03,4790.0,4565.0,14410.0,,-240,150,90
2003-04-04,4565.0,4690.0,13175.0,,-320,50,270
2003-04-07,4755.0,5000.0,43410.0,,-680,270,410
2003-04-08,4760.0,5090.0,51790.0,,-1160,740,420
2003-04-09,5170.0,5370.0,62730.0,,1280,-1450,170
2003-04-10,5300.0,5250.0,16820.0,,-2080,-1240,3320
2003-04-11,5450.0,5230.0,23263.0,,-947,677,230
2003-04-14,5200.0,5270.0,18850.0,,-980,780,200
2003-04-15,5400.0,5330.0,20330.0,,-370,370,0
2003-04-16,5400.0,5640.0,44520.0,,-730,730,0
2003-04-17,5430.0,5510.0,31240.0,,90,-90,0
2003-04-18,5560.0,5700.0,24420.0,,-1350,1250,100
2003-04-21,5810.0,5570.0,22670.0,,50,-10,-40
2003-04-22,5510.0,5460.0,13930.0,,380,-300,-70
2003-04-23,5500.0,5580.0,6310.0,,-730,770,-40
2003-04-24,5500.0,5400.0,13569.0,,-100,100,0
2003-04-25,5300.0,5050.0,32584.0,,900,-870,0
2003-04-28,4980.0,5050.0,9144.0,,-40,40,0
2003-04-29,5030.0,5250.0,7560.0,,-610,560,50
2003-04-30,5100.0,5220.0,16440.0,,-1010,850,160
2003-05-02,5220.0,5180.0,4990.0,,750,-750,0
2003-05-06,5180.0,5280.0,15230.0,,50,-50,0
2003-05-07,5300.0,5260.0,10580.0,,-10,-690,700
2003-05-09,5230.0,5380.0,20370.0,,420,-420,0
2003-05-12,5500.0,5510.0,27990.0,,-660,600,60
2003-05-13,5550.0,5540.0,23957.0,,770,-1290,0
2003-05-14,5460.0,5500.0,8270.0,,-390,-140,0
2003-05-15,5550.0,5650.0,22864.0,,-921,401,0
2003-05-16,5710.0,6070.0,133804.0,,-1156,626,0
2003-05-19,5950.0,5870.0,56220.0,,2040,-2590,0
2003-05-20,5750.0,5940.0,57354.0,,-680,140,0
2003-05-21,5860.0,5770.0,26610.0,,0,0,0
2003-05-22,5700.0,5770.0,35568.0,,-2537,2537,0
2003-05-23,5800.0,6000.0,44770.0,,-260,-260,0
2003-05-26,6150.0,6900.0,184219.0,,740,-740,0
2003-05-27,7260.0,7930.0,255270.0,,2380,-1380,0
2003-05-28,8700.0,9000.0,474813.0,,-67930,33010,0
2003-05-29,8900.0,9100.0,175282.0,,-23040,17010,110
2003-05-30,9110.0,8800.0,93550.0,,-11610,10800,-100
2003-06-02,8500.0,8720.0,81453.0,,-1170,700,0
2003-06-03,9000.0,10000.0,197520.0,,2741,-2211,-10
2003-06-04,10600.0,10800.0,327280.0,,-9410,8420,10
2003-06-05,11200.0,11550.0,329270.0,,-75670,62180,13000
2003-06-09,11150.0,11200.0,165740.0,,-50470,43250,7000
2003-06-10,11050.0,11050.0,89114.0,,-190,-180,0
2003-06-11,11050.0,11150.0,124340.0,,-29310,19310,10000
2003-06-12,11250.0,11000.0,102830.0,,-6110,9190,-3080
2003-06-13,10900.0,10650.0,102440.0,,-5770,770,5000
2003-06-16,10400.0,10450.0,82354.0,,180,-180,0
2003-06-17,10650.0,12000.0,227455.0,,-36938,-1062,8810
2003-06-18,12500.0,13100.0,279960.0,,-31450,100,-100
2003-06-19,12800.0,12950.0,138497.0,,-11470,18590,0
2003-06-20,12900.0,12800.0,157935.0,,-17130,680,0
2003-06-23,12400.0,12200.0,55760.0,,-9440,9440,0
2003-06-24,11750.0,11700.0,79730.0,,-6070,4780,6290
2003-06-25,11600.0,11800.0,89196.0,,-2120,2120,0
2003-06-26,11600.0,13000.0,425521.0,,-37492,-2088,0
2003-06-27,13000.0,12800.0,158722.0,,-7020,2010,0
2003-06-30,13150.0,13350.0,87250.0,,-16840,16830,0
2003-07-01,13200.0,13550.0,121790.0,,-5980,5980,0
2003-07-02,13100.0,13300.0,66371.0,,-1570,1570,0
2003-07-03,13150.0,12700.0,99240.0,,-9420,9420,0
2003-07-04,12800.0,13150.0,40208.0,,-5150,5150,0
2003-07-07,13000.0,13800.0,141090.0,,-35380,-4120,-5000
2003-07-08,13950.0,14050.0,194483.0,,-21200,29000,-5000
2003-07-09,14050.0,14200.0,45650.0,,-5030,2630,2400
2003-07-10,14800.0,14700.0,242961.0,,42070,-43280,1210
2003-07-11,14900.0,14900.0,94830.0,,-19110,7810,-5000
2003-07-14,15250.0,14900.0,100890.0,,-6070,11070,-5000
2003-07-15,15000.0,14450.0,86700.0,,-51800,46300,0
2003-07-16,14400.0,14750.0,113780.0,,-10150,5150,-5000
2003-07-18,14250.0,14300.0,37039.0,,-230,230,0
2003-07-21,14100.0,13700.0,48881.0,,-3420,4420,0
2003-07-22,13800.0,13400.0,370856.0,,-40424,44424,0
2003-07-23,13600.0,13300.0,42600.0,,60,-5070,0
2003-07-24,13050.0,13100.0,45230.0,,-3780,3780,0
2003-07-25,12750.0,12900.0,34982.0,,-6640,6640,0
2003-07-28,13100.0,13400.0,66850.0,,-8090,8090,0
2003-07-29,13550.0,12950.0,38146.0,,4180,-4180,0
2003-07-30,13100.0,12750.0,51762.0,,6240,-6240,0
2003-07-31,12600.0,12800.0,25346.0,,-1910,4310,-2400
2003-08-01,12900.0,12900.0,21640.0,,-590,590,0
2003-08-04,12300.0,12350.0,109689.0,,-14700,6700,8000
2003-08-05,12650.0,12300.0,47610.0,,1180,-180,0
2003-08-06,12100.0,12500.0,38790.0,,-7850,3940,3910
2003-08-07,12700.0,14350.0,197925.0,,-33200,4940,15800
2003-08-08,15950.0,16500.0,300479.0,,-36690,-95290,105940
2003-08-11,18950.0,18950.0,77071.0,,9142,-35112,25970
