Symbol,S-Oil_시가(원),S-Oil_종가(원),S-Oil_거래량(주),S-Oil_PER(IFRS-연결),S-Oil_순매수수량(개인)(주),S-Oil_순매수수량(기관계)(주),S-Oil_순매수수량(외국인계)(주)
2015-07-30,60900.0,61000.0,411603.0,,-93901,-6825,100262
2015-07-31,61500.0,62700.0,386407.0,,-116414,8211,108395
2015-08-03,61100.0,57700.0,409994.0,,175662,-156381,-20070
2015-08-04,56500.0,59500.0,266641.0,,-74782,-12786,87388
2015-08-05,59500.0,59400.0,259153.0,,12895,-51682,39491
2015-08-06,59500.0,59100.0,259506.0,,-43689,-1119,44608
2015-08-07,59100.0,60200.0,205325.0,,-38872,-8119,46704
2015-08-10,59100.0,58200.0,358231.0,,91970,-85131,-7340
2015-08-11,59600.0,58600.0,205944.0,,-26469,4397,21872
2015-08-12,58500.0,58800.0,311032.0,,-57647,28232,29545
2015-08-13,59900.0,62600.0,511988.0,,-222854,60934,153136
2015-08-17,62400.0,62900.0,316651.0,,-68265,19924,48896
2015-08-18,62300.0,60800.0,352614.0,,19403,16481,-37879
2015-08-19,60800.0,61000.0,341666.0,,-93881,69780,23064
2015-08-20,59500.0,58800.0,406125.0,,33347,4298,-37820
2015-08-21,57700.0,58100.0,345548.0,,-39601,32664,6252
2015-08-24,57800.0,54200.0,668818.0,,141855,-127235,-17628
2015-08-25,54100.0,55800.0,446483.0,,-69361,-43649,113894
2015-08-26,56100.0,58300.0,365013.0,,-53323,-18140,70911
2015-08-27,58100.0,58500.0,263788.0,,23647,-6170,-17828
2015-08-28,62600.0,61000.0,512821.0,,-3990,82117,-78112
2015-08-31,61300.0,60000.0,368756.0,,16801,-6727,-9604
2015-09-01,62100.0,60700.0,315195.0,,1075,-13609,11969
2015-09-02,58300.0,58700.0,446427.0,,114313,19901,-134762
2015-09-03,59400.0,58400.0,199945.0,,26490,-29893,3020
2015-09-04,58300.0,57800.0,188839.0,,35453,-38780,-1191
2015-09-07,57000.0,56800.0,258388.0,,58803,22913,-81918
2015-09-08,56500.0,56000.0,244296.0,,87641,-49660,-38601
2015-09-09,56600.0,59200.0,301337.0,,-104840,82788,22379
2015-09-10,57600.0,59800.0,263263.0,,-43741,41618,1106
2015-09-11,59800.0,59400.0,213885.0,,-31373,9587,23457
2015-09-14,60000.0,60500.0,269868.0,,-51920,11638,41021
2015-09-15,60600.0,61200.0,205607.0,,-25200,49414,-24154
2015-09-16,61300.0,63900.0,601033.0,,-260872,175449,85010
2015-09-17,65300.0,64900.0,355236.0,,-59825,60598,380
2015-09-18,64600.0,62800.0,294518.0,,62207,8578,-72769
2015-09-21,61800.0,60600.0,307895.0,,79615,-84664,5249
2015-09-22,62100.0,62500.0,230379.0,,-110296,30199,80039
2015-09-23,61200.0,61900.0,216217.0,,-26633,24390,2985
2015-09-24,61800.0,62300.0,183496.0,,18265,23274,-42628
2015-09-25,62400.0,61600.0,189026.0,,9958,13192,-22978
2015-09-30,61100.0,62600.0,247472.0,,-55663,42650,13062
2015-10-01,62500.0,63300.0,376994.0,,-43924,87319,-51462
2015-10-02,63100.0,62400.0,326199.0,,49882,4502,-54834
2015-10-05,63400.0,66000.0,569200.0,,-272662,189386,79776
2015-10-06,67400.0,69800.0,847764.0,,-289716,96628,191712
2015-10-07,70900.0,70400.0,680124.0,,-190383,76721,114047
2015-10-08,70300.0,70600.0,440739.0,,-83407,29385,54429
2015-10-12,70000.0,70200.0,406979.0,,-24109,8138,15337
2015-10-13,68800.0,69600.0,348081.0,,12500,-39881,27495
2015-10-14,68800.0,66600.0,377943.0,,125847,-103277,-23364
2015-10-15,66700.0,68900.0,289728.0,,-67854,-31590,99872
2015-10-16,68100.0,69500.0,235720.0,,-70738,42030,28648
2015-10-19,70200.0,69800.0,673328.0,,-92632,-54768,147788
2015-10-20,69500.0,67500.0,503715.0,,191527,-77786,-115119
2015-10-21,67600.0,68300.0,230820.0,,-52748,-16334,70328
2015-10-22,67200.0,67100.0,259707.0,,10767,-53238,42434
2015-10-23,68200.0,68700.0,440856.0,,-22051,12207,10199
2015-10-26,68700.0,68500.0,252992.0,,26322,-46102,19533
2015-10-27,67600.0,67500.0,216491.0,,43610,-25163,-15781
2015-10-28,66900.0,67000.0,203431.0,,10603,-22638,12117
2015-10-29,68500.0,69600.0,532013.0,,-120269,62878,41209
2015-10-30,69600.0,68300.0,210990.0,,47576,7079,-58790
2015-11-02,67900.0,68400.0,206366.0,,10639,-27050,16400
2015-11-03,68600.0,69700.0,331991.0,,-31761,11902,18454
2015-11-04,70900.0,70300.0,286950.0,,-24323,32721,-39346
2015-11-05,69800.0,69600.0,177617.0,,-1325,9219,-8183
2015-11-06,69500.0,69500.0,141024.0,,-14135,356,14024
2015-11-09,69300.0,67600.0,168834.0,,41358,32400,-72259
2015-11-10,66700.0,67300.0,175669.0,,-34298,16814,19847
2015-11-11,66600.0,66100.0,193682.0,,49441,-22487,-26946
2015-11-12,66100.0,68500.0,151431.0,,-76660,43449,33361
2015-11-13,66700.0,68300.0,203233.0,,-50421,28579,21564
2015-11-16,67500.0,69000.0,374843.0,,-189751,109013,86318
2015-11-17,70500.0,69700.0,234379.0,,-98934,77381,22707
2015-11-18,70200.0,70300.0,139600.0,,-24655,-18181,43486
2015-11-19,70900.0,74500.0,796461.0,,-485502,281223,203898
2015-11-20,74500.0,75200.0,342882.0,,-165059,16415,151396
2015-11-23,75200.0,75800.0,292375.0,,-122532,31530,92386
2015-11-24,75100.0,76200.0,313506.0,,-87542,27435,59827
2015-11-25,76600.0,74400.0,378585.0,,-17989,45984,-26346
2015-11-26,75000.0,76500.0,226843.0,,-119846,47213,75970
2015-11-27,76100.0,76800.0,160883.0,,-62755,50036,12936
2015-11-30,76500.0,74200.0,314696.0,,26489,-10008,-17643
2015-12-01,74500.0,76100.0,184931.0,,-66509,70276,-701
2015-12-02,76100.0,74500.0,196654.0,,8006,53693,-60213
2015-12-03,73900.0,75000.0,243661.0,,5545,21907,-19354
2015-12-04,74900.0,74400.0,161227.0,,11316,2005,-12997
2015-12-07,73200.0,76200.0,367544.0,,-157349,25091,133033
2015-12-08,74100.0,76100.0,445429.0,,-93590,92019,6740
2015-12-09,76100.0,75500.0,230976.0,,19816,10653,-30463
2015-12-10,75500.0,74900.0,445695.0,,3377,50347,-44573
2015-12-11,75100.0,75000.0,410035.0,,-13434,28439,-1662
2015-12-14,73900.0,72500.0,362802.0,,6736,-72883,71471
2015-12-15,73000.0,71600.0,249797.0,,16271,-43459,25464
2015-12-16,73300.0,76400.0,511707.0,,-238826,93381,141769
2015-12-17,76400.0,77500.0,288119.0,,-138574,86649,47116
2015-12-18,76500.0,76200.0,217029.0,,-32259,-4475,37109
2015-12-21,76200.0,78100.0,347638.0,,-105352,79957,25916
2015-12-22,78400.0,81200.0,552362.0,,-305951,302668,14888
2015-12-23,81400.0,80700.0,262694.0,,-26752,57144,-27806
2015-12-24,82300.0,81800.0,298202.0,,-118349,57147,61470
2015-12-28,81600.0,79300.0,244414.0,,109,-7593,8995
2015-12-29,78000.0,78900.0,173967.0,,-11923,23681,-11111
2015-12-30,80200.0,79400.0,246683.0,,-45808,75839,-29814
2016-01-04,79500.0,78000.0,186545.0,14.41,3,11046,-10827
2016-01-05,77700.0,78600.0,204391.0,14.52,-6892,36861,-29525
2016-01-06,77600.0,77100.0,343202.0,14.24,97247,-120155,19037
2016-01-07,75600.0,75400.0,190557.0,13.93,-6152,9309,-2144
2016-01-08,74900.0,78700.0,321479.0,14.54,-91266,29561,62178
2016-01-11,78000.0,78000.0,242836.0,14.41,-8931,39322,-31078
2016-01-12,78900.0,78700.0,193670.0,14.54,-11739,33649,-26841
2016-01-13,79400.0,79800.0,162460.0,14.74,-71154,16813,50403
2016-01-14,78800.0,79100.0,244317.0,14.61,-8469,49032,-35224
2016-01-15,80300.0,79100.0,154804.0,14.61,-7728,-7021,15739
2016-01-18,78900.0,79300.0,275516.0,14.65,-49341,84325,-36685
2016-01-19,79600.0,77800.0,216043.0,14.37,35739,-1524,-38174
2016-01-20,77700.0,76600.0,308485.0,14.15,-9941,3471,13711
2016-01-21,76500.0,78700.0,483085.0,14.54,-118690,103194,17128
2016-01-22,80000.0,80000.0,197580.0,14.78,-30128,21314,8668
2016-01-25,81200.0,80700.0,240274.0,14.91,-61899,21612,44799
2016-01-26,80700.0,81100.0,211235.0,14.98,-32990,10718,22545
2016-01-27,82200.0,77600.0,665877.0,14.33,208203,-112967,-96424
2016-01-28,77700.0,76300.0,751478.0,14.09,146682,47817,-205768
2016-01-29,77000.0,78200.0,429364.0,14.44,-41456,-10985,47716
2016-02-01,77400.0,81400.0,529030.0,15.03,-235278,145007,96418
2016-02-02,80600.0,79700.0,204592.0,14.72,-16729,-20987,38223
2016-02-03,78900.0,78800.0,270421.0,14.55,44877,-28261,-15578
2016-02-04,80300.0,83000.0,666423.0,15.33,-150128,155549,-25611
2016-02-05,82400.0,84000.0,371870.0,15.51,-125403,80067,44232
2016-02-11,81400.0,76800.0,870176.0,14.18,412811,-155623,-269700
2016-02-12,76600.0,74100.0,739844.0,13.69,197650,17323,-215900
2016-02-15,76500.0,74200.0,445966.0,13.7,68368,-55906,-14800
2016-02-16,74800.0,77400.0,395157.0,14.3,-94575,42735,53688
2016-02-17,77000.0,76500.0,347609.0,14.13,52557,43584,-100191
2016-02-18,78500.0,77900.0,306655.0,14.39,-17875,17052,-130
2016-02-19,78000.0,80000.0,443895.0,14.78,-67552,51658,7673
2016-02-22,78900.0,79200.0,192384.0,14.63,52556,-9304,-44818
2016-02-23,80300.0,81200.0,411830.0,15.0,-65146,57475,-6338
2016-02-24,80200.0,81700.0,240381.0,15.09,-47007,40035,7013
2016-02-25,81300.0,80800.0,237919.0,14.92,26891,-9967,-16927
2016-02-26,81200.0,80000.0,176985.0,14.78,19461,-28545,8888
2016-02-29,80100.0,79000.0,306733.0,14.59,80238,-73322,-8441
2016-03-02,80600.0,82500.0,497079.0,15.24,-186760,160428,28724
2016-03-03,82900.0,84600.0,463037.0,15.63,-154301,60402,99373
2016-03-04,84900.0,84200.0,171030.0,15.55,37714,28631,-68075
2016-03-07,84700.0,85500.0,243363.0,15.79,-48114,80478,-34237
2016-03-08,86000.0,85900.0,222570.0,15.87,-4302,59058,-54959
2016-03-09,84600.0,83700.0,238365.0,15.46,81589,20483,-110294
2016-03-10,85300.0,86300.0,395323.0,15.94,-113796,55079,60425
2016-03-11,86200.0,84800.0,242730.0,15.66,31609,61086,-93708
2016-03-14,85800.0,84700.0,209446.0,15.64,31299,37662,-68308
2016-03-15,84800.0,84700.0,201276.0,15.64,-4634,37233,-33186
2016-03-16,84600.0,84600.0,156211.0,15.63,-8703,-21259,30382
2016-03-17,86200.0,89500.0,502099.0,16.53,-199287,54466,145820
2016-03-18,90700.0,89800.0,364770.0,16.59,-61467,109448,-49728
2016-03-21,90500.0,91000.0,224882.0,16.81,-39574,-1859,41825
2016-03-22,91200.0,90700.0,176966.0,16.75,-20345,48997,-28093
2016-03-23,91600.0,91200.0,168591.0,16.84,-40221,343,36429
2016-03-24,90900.0,91100.0,131205.0,16.83,-31545,-8989,40496
2016-03-25,91600.0,91300.0,97711.0,16.86,-843,4830,-5530
2016-03-28,91500.0,92000.0,116446.0,16.99,-38183,29801,8366
2016-03-29,92300.0,95500.0,407841.0,17.64,-97253,40970,61019
2016-03-30,95800.0,96400.0,235838.0,17.8,-4095,37785,-33167
2016-03-31,96800.0,97900.0,438849.0,18.08,-58619,12349,35835
2016-04-01,97900.0,96700.0,326960.0,17.86,49077,-34140,-14889
2016-04-04,96500.0,94500.0,349511.0,17.45,12717,-31584,18370
2016-04-05,92700.0,94800.0,245298.0,17.51,-41364,-18373,59513
2016-04-06,95500.0,94900.0,199487.0,17.53,-5151,-2038,7141
2016-04-07,96800.0,96200.0,213986.0,17.77,-774,11581,-10704
2016-04-08,95100.0,96600.0,122896.0,17.84,2978,-47119,44594
2016-04-11,96700.0,95900.0,116626.0,17.71,12500,-14943,4078
2016-04-12,95900.0,96500.0,113620.0,17.82,-27095,-18822,45887
2016-04-14,97100.0,98100.0,231272.0,18.12,-57262,5011,52207
2016-04-15,96900.0,91100.0,687732.0,16.83,241951,-157839,-84905
2016-04-18,90200.0,92000.0,365864.0,16.99,14740,-128655,125387
2016-04-19,92700.0,91000.0,307732.0,16.81,54603,-154897,101788
2016-04-20,91700.0,88800.0,456794.0,16.4,98635,-169200,69396
2016-04-21,90300.0,90100.0,614492.0,16.64,-35996,132967,-102973
2016-04-22,89200.0,89100.0,207123.0,16.46,18820,-36673,15272
2016-04-25,89200.0,89400.0,224573.0,16.51,-15469,13671,-4869
2016-04-26,89000.0,87500.0,313646.0,16.16,69362,-26848,-42741
2016-04-27,88100.0,88400.0,196244.0,16.33,-30501,-38563,69124
2016-04-28,88900.0,88900.0,276468.0,16.42,-17554,-883,18693
2016-04-29,89000.0,87100.0,239025.0,16.09,61256,-37754,-23652
2016-05-02,86500.0,87500.0,253283.0,16.16,-46268,93783,-47419
2016-05-03,88500.0,89200.0,202652.0,16.48,-39539,11411,30718
2016-05-04,88000.0,85000.0,670439.0,15.7,242289,-100019,-154717
2016-05-09,83100.0,81700.0,661068.0,15.09,128322,22549,-152586
2016-05-10,82200.0,83300.0,276654.0,15.39,-42457,14940,26576
2016-05-11,84300.0,85300.0,362942.0,15.75,-8024,-16718,24838
2016-05-12,85700.0,86200.0,248511.0,15.92,-81702,237,81479
2016-05-13,86800.0,84100.0,190342.0,15.53,29701,-44086,4334
2016-05-16,84100.0,84900.0,130753.0,15.68,-11568,-13062,25905
2016-05-17,86000.0,87400.0,347711.0,16.14,-111705,40968,71801
2016-05-18,87400.0,85800.0,303814.0,15.85,27614,39914,-63369
2016-05-19,85200.0,83400.0,243467.0,15.4,58863,-19934,-39368
2016-05-20,83000.0,82900.0,196802.0,15.31,8334,47768,-56155
2016-05-23,83300.0,84400.0,158707.0,15.59,-18205,46284,-29860
2016-05-24,83600.0,82000.0,314077.0,15.15,100563,46452,-147976
2016-05-25,82600.0,81800.0,407662.0,15.11,59819,10426,-73000
2016-05-26,82700.0,82700.0,316281.0,15.27,-36228,89299,-57485
2016-05-27,83000.0,87700.0,570065.0,16.2,-228376,111117,116136
2016-05-30,88000.0,87400.0,302601.0,16.14,1070,56246,-60232
2016-05-31,87100.0,85900.0,314367.0,15.87,55832,15500,-72082
2016-06-01,85900.0,84000.0,262650.0,15.51,95090,-47956,-48112
2016-06-02,83800.0,84200.0,208156.0,15.55,38292,-68289,31549
2016-06-03,84200.0,82300.0,318837.0,15.2,117625,-26595,-90041
2016-06-07,83000.0,84300.0,289081.0,15.57,-37476,-19634,58359
2016-06-08,85000.0,85100.0,239400.0,15.72,-27600,11582,16000
2016-06-09,85700.0,83700.0,330969.0,15.46,21859,-18765,-3485
2016-06-10,84000.0,84000.0,192652.0,15.51,8293,21271,-29317
2016-06-13,83500.0,82300.0,208533.0,15.2,67248,-13601,-52787
2016-06-14,82100.0,81800.0,273198.0,15.11,73616,-32657,-41079
2016-06-15,81100.0,79900.0,338007.0,14.76,160694,-104558,-57038
2016-06-16,80100.0,79000.0,234289.0,14.59,37368,-53039,15448
2016-06-17,79600.0,78600.0,266146.0,14.52,47183,-3574,-44039
2016-06-20,78800.0,77300.0,913146.0,14.28,308023,51446,-382840
2016-06-21,78300.0,75700.0,659585.0,13.98,243283,-45111,-202112
2016-06-22,76000.0,79500.0,570631.0,14.68,-193781,72409,120665
2016-06-23,78800.0,78400.0,334070.0,14.48,47775,46011,-94099
2016-06-24,79500.0,75700.0,754876.0,13.98,166295,-3034,-167320
2016-06-27,74500.0,76100.0,455109.0,14.06,-50388,123291,-74270
2016-06-28,75500.0,76100.0,454400.0,14.06,156857,10047,-167767
2016-06-29,76700.0,77000.0,306522.0,14.22,-27720,-31783,59082
2016-06-30,78200.0,75700.0,364191.0,13.98,153071,-39377,-114210
2016-07-01,75800.0,75900.0,175282.0,14.02,-18203,-7568,25359
2016-07-04,76700.0,79900.0,606445.0,14.76,-178917,86287,91254
2016-07-05,80400.0,78600.0,283896.0,14.52,97797,-39601,-58665
2016-07-06,78100.0,76900.0,331180.0,14.2,99490,26206,-130722
2016-07-07,77600.0,76700.0,230984.0,14.17,91868,-15469,-75499
2016-07-08,76000.0,75200.0,421344.0,13.89,160347,-28647,-134023
2016-07-11,75500.0,75900.0,266148.0,14.02,2801,-16896,14134
2016-07-12,75900.0,75500.0,302179.0,13.94,66382,-80748,14625
2016-07-13,77000.0,77200.0,439841.0,14.26,-68953,-8054,80070
2016-07-14,76700.0,79700.0,486293.0,14.72,-109313,35417,72842
2016-07-15,79900.0,78600.0,449532.0,14.52,49233,-70307,17960
2016-07-18,78400.0,78000.0,249949.0,14.41,43129,-65266,22078
2016-07-19,78100.0,78200.0,296764.0,14.44,6820,-38418,31460
2016-07-20,77600.0,79000.0,310974.0,14.59,-41939,-30888,75344
2016-07-21,79000.0,77700.0,258322.0,14.35,52914,-37395,-15408
2016-07-22,77200.0,78300.0,205591.0,14.46,-3503,-9542,14858
2016-07-25,78700.0,77300.0,315348.0,14.28,92221,-99447,7993
2016-07-26,77900.0,75900.0,762521.0,14.02,148946,-42970,-105055
2016-07-27,76100.0,76500.0,312234.0,14.13,-80361,-74906,154864
2016-07-28,76700.0,76400.0,202509.0,14.11,393,-3970,6435
2016-07-29,76200.0,76500.0,279680.0,14.13,-20101,38074,-17638
2016-08-01,77300.0,78100.0,513176.0,14.43,-125720,25076,105515
2016-08-02,77000.0,76800.0,179470.0,14.18,35812,-22513,-12809
2016-08-03,76100.0,75300.0,307407.0,13.91,110896,-75224,-41300
2016-08-04,76300.0,77000.0,320904.0,14.22,-94696,32491,62958
2016-08-05,77300.0,76900.0,217408.0,14.2,27419,-820,-26799
2016-08-08,77100.0,76000.0,262477.0,14.04,100034,-88589,-10255
2016-08-09,76500.0,76800.0,266583.0,14.18,-30245,-78710,108384
2016-08-10,76800.0,76000.0,353039.0,14.04,148378,-80095,-71612
2016-08-11,75700.0,75400.0,362331.0,13.93,148025,-64585,-85507
2016-08-12,76500.0,75100.0,486346.0,13.87,153728,-80345,-74164
2016-08-16,76100.0,75600.0,408545.0,13.96,-37660,-38992,76776
2016-08-17,75800.0,76000.0,322049.0,14.04,-51794,-9821,63995
2016-08-18,76400.0,75200.0,399831.0,13.89,42353,-12380,-34537
2016-08-19,76200.0,75300.0,312869.0,13.91,4690,-61857,57324
2016-08-22,75300.0,75400.0,166395.0,13.93,-20,-18458,21716
2016-08-23,75000.0,72100.0,858798.0,13.32,435486,-115697,-308154
2016-08-24,72500.0,72500.0,482342.0,13.39,18664,-52043,36041
2016-08-25,71500.0,70500.0,582184.0,13.02,227776,-116326,-111799
2016-08-26,70600.0,70100.0,489759.0,12.95,74573,13369,-87078
2016-08-29,70300.0,69400.0,240552.0,12.82,26466,-15492,-16160
2016-08-30,68700.0,70400.0,376529.0,13.0,-34859,33800,1078
2016-08-31,70200.0,70700.0,298387.0,13.06,22834,-7637,-12144
2016-09-01,70100.0,73300.0,446583.0,13.54,-196902,89346,108212
2016-09-02,72600.0,72500.0,168773.0,13.39,-6778,12856,-4942
2016-09-05,73400.0,73900.0,230419.0,13.65,-93380,43316,58892
2016-09-06,74100.0,73900.0,191195.0,13.65,-17572,4606,19264
2016-09-07,74400.0,74100.0,234445.0,13.69,-19006,22974,-4973
2016-09-08,74400.0,72600.0,320494.0,13.41,65185,-27048,-39117
2016-09-09,73200.0,74500.0,329135.0,13.76,-108790,44720,64142
2016-09-12,73300.0,74400.0,353032.0,13.74,-65122,43597,22313
2016-09-13,75000.0,74500.0,275959.0,13.76,-11462,-23058,34545
2016-09-19,72800.0,76300.0,488694.0,14.09,-213689,6406,207172
2016-09-20,75900.0,75600.0,209168.0,13.96,13845,9612,-41858
2016-09-21,75200.0,76100.0,194143.0,14.06,-32074,8199,23770
2016-09-22,76900.0,76000.0,407159.0,14.04,-95288,58423,36883
2016-09-23,77100.0,77800.0,454453.0,14.37,-191282,198191,-9082
2016-09-26,77700.0,78300.0,247247.0,14.46,-89676,65808,26035
2016-09-27,78500.0,78200.0,178872.0,14.44,-16461,13507,2825
2016-09-28,77900.0,77500.0,225486.0,14.31,3237,-838,-2712
2016-09-29,79300.0,80500.0,658659.0,14.87,-231876,104139,128984
2016-09-30,79000.0,81200.0,465571.0,15.0,-178117,27598,155035
2016-10-04,81100.0,79000.0,346556.0,14.59,41680,10169,-50647
2016-10-05,79300.0,80500.0,455342.0,14.87,-92494,69003,23457
2016-10-06,80800.0,80700.0,324540.0,14.91,-94689,81633,15304
2016-10-07,80800.0,80400.0,229103.0,14.85,-5603,-8779,12966
2016-10-10,80500.0,80500.0,162545.0,14.87,-22531,65199,-41747
2016-10-11,82000.0,83200.0,498335.0,15.37,-226955,197021,35946
2016-10-12,82900.0,80400.0,361006.0,14.85,97944,-9776,-91360
2016-10-13,80300.0,79900.0,275141.0,14.76,9938,73401,-83095
2016-10-14,80500.0,81600.0,224873.0,15.07,-90949,69886,20869
2016-10-17,82200.0,81400.0,141231.0,15.03,-2072,6077,-1562
2016-10-18,81400.0,83000.0,286531.0,15.33,-107898,87716,21145
2016-10-19,83000.0,82500.0,229066.0,15.24,-13989,116063,-102086
2016-10-20,83300.0,83700.0,327088.0,15.46,-162833,104462,58864
2016-10-21,83300.0,83200.0,132496.0,15.37,14485,15675,-30248
2016-10-24,83400.0,84300.0,196100.0,15.57,-102176,73744,27436
2016-10-25,84600.0,84200.0,125565.0,15.55,9135,36733,-46088
2016-10-26,83000.0,80800.0,301998.0,14.92,124540,-13956,-115905
2016-10-27,81200.0,79900.0,444242.0,14.76,64638,2150,-67477
2016-10-28,79100.0,80000.0,259159.0,14.78,-6575,3711,2239
2016-10-31,78600.0,78500.0,252108.0,14.5,-8759,69895,-61682
2016-11-01,78000.0,81000.0,388578.0,14.96,-141057,235271,-84726
2016-11-02,81100.0,82000.0,341283.0,15.15,-86973,137237,-42013
2016-11-03,82000.0,80400.0,260984.0,14.85,24602,49388,-72037
2016-11-04,80000.0,82200.0,230974.0,15.18,-102522,54365,48163
2016-11-07,83000.0,82800.0,227421.0,15.29,-44038,142502,-99787
2016-11-08,83200.0,83400.0,162408.0,15.4,-75888,98438,-14545
2016-11-09,83800.0,82600.0,362810.0,15.26,-110931,154480,-45841
2016-11-10,84600.0,86600.0,616673.0,15.99,-292076,311774,-23569
2016-11-11,86000.0,85100.0,273534.0,15.72,30373,72668,-103149
2016-11-14,84400.0,84400.0,135288.0,15.59,-2308,32598,-30081
2016-11-15,83700.0,84600.0,279159.0,15.63,25901,96185,-125282
2016-11-16,86300.0,84000.0,258515.0,15.51,51302,33538,-84935
2016-11-17,83100.0,82500.0,189473.0,15.24,40828,13986,-54690
2016-11-18,82400.0,82600.0,186724.0,15.26,-14798,-13647,27612
2016-11-21,82200.0,83200.0,210662.0,15.37,-17984,2588,17069
2016-11-22,84400.0,86000.0,435756.0,15.88,-164327,123836,42952
2016-11-23,85800.0,85200.0,369431.0,15.74,35144,85548,-120100
2016-11-24,85300.0,85700.0,227289.0,15.83,-24469,33066,-7762
2016-11-25,86200.0,85400.0,204837.0,15.77,-22680,-7171,31255
2016-11-28,84600.0,86100.0,217759.0,15.9,-54609,22626,32222
2016-11-29,86200.0,85600.0,246079.0,15.81,-322,-2874,3323
2016-11-30,85400.0,84000.0,404793.0,15.51,9015,-29826,21840
2016-12-01,87800.0,86000.0,594029.0,15.88,-37190,-11043,63022
2016-12-02,86500.0,86500.0,321203.0,15.98,-21109,26417,-4847
2016-12-05,86300.0,86500.0,184574.0,15.98,-9012,1664,10686
2016-12-06,87300.0,86500.0,225273.0,15.98,4791,19310,-23001
2016-12-07,85000.0,83800.0,369981.0,15.48,168407,-61204,-108196
2016-12-08,84400.0,84700.0,361920.0,15.64,-7647,-50117,55798
2016-12-09,84100.0,83100.0,312523.0,15.35,27598,-47114,19957
2016-12-12,84200.0,83400.0,238425.0,15.4,72791,-35490,-36548
2016-12-13,83500.0,81500.0,493197.0,15.05,258568,-190606,-69090
2016-12-14,81800.0,81300.0,331710.0,15.02,62663,-62372,-2875
2016-12-15,81700.0,82200.0,214237.0,15.18,-9456,14769,-4836
2016-12-16,83000.0,82300.0,331999.0,15.2,5139,60409,-61320
2016-12-19,82700.0,83000.0,276081.0,15.33,-26681,109948,-83249
2016-12-20,83100.0,83200.0,319159.0,15.37,-63559,118786,-51586
2016-12-21,83300.0,83800.0,280500.0,15.48,-89289,72339,18372
2016-12-22,83900.0,84300.0,281272.0,15.57,-15484,16425,-783
2016-12-23,84700.0,84900.0,279428.0,15.68,-54284,131569,-67159
2016-12-26,85100.0,85600.0,212792.0,15.81,-26563,41571,-14261
2016-12-27,86200.0,85500.0,491162.0,15.79,477,19757,-23866
2016-12-28,83700.0,83800.0,338613.0,15.48,2947,-2052,-1176
