Symbol,SPC삼립_시가(원),SPC삼립_종가(원),SPC삼립_거래량(주),SPC삼립_PER(IFRS-연결),SPC삼립_순매수수량(개인)(주),SPC삼립_순매수수량(기관계)(주),SPC삼립_순매수수량(외국인계)(주)
2004-07-08,2845.0,2855.0,7340.0,2.73,0,0,0
2004-07-09,2900.0,2900.0,9420.0,2.77,0,0,0
2004-07-12,2850.0,2840.0,11200.0,2.72,10,-10,0
2004-07-13,2900.0,2830.0,5450.0,2.71,0,0,0
2004-07-14,2780.0,2775.0,11080.0,2.65,0,0,0
2004-07-15,2735.0,2675.0,14780.0,2.56,-100,0,100
2004-07-16,2730.0,2710.0,4220.0,2.59,0,0,0
2004-07-19,2705.0,2730.0,4450.0,2.61,0,0,0
2004-07-20,2740.0,2740.0,3290.0,2.62,0,0,0
2004-07-21,2750.0,2855.0,15230.0,2.73,2000,0,-2000
2004-07-22,2770.0,2860.0,8430.0,2.74,0,0,0
2004-07-23,2880.0,3285.0,93654.0,3.14,800,0,-1100
2004-07-26,3460.0,3775.0,119614.0,3.61,400,0,-100
2004-07-27,4340.0,4340.0,290189.0,4.15,1423,0,-1070
2004-07-28,4850.0,4990.0,866996.0,4.77,1680,0,-1490
2004-07-29,5450.0,5150.0,2272024.0,4.93,-1570,0,1620
2004-07-30,5300.0,5190.0,1244390.0,4.96,7230,0,130
2004-08-02,5390.0,5960.0,1993881.0,5.7,-27035,-15,-2460
2004-08-03,6370.0,5900.0,3068940.0,5.64,-1630,0,2000
2004-08-04,5900.0,5370.0,1348010.0,5.14,-27670,0,-2000
2004-08-05,5560.0,5000.0,1115180.0,4.78,-30000,0,0
2004-08-06,5060.0,4735.0,1113060.0,4.53,-29990,-10,0
2004-08-09,4620.0,4840.0,674850.0,4.63,-30200,0,0
2004-08-10,4840.0,4615.0,752708.0,4.41,-2060,0,1000
2004-08-11,4640.0,4640.0,873524.0,4.44,1260,0,0
2004-08-12,4660.0,4820.0,526664.0,4.61,0,0,0
2004-08-13,5200.0,5540.0,348670.0,5.3,-580,0,-1000
2004-08-16,5900.0,5800.0,1454048.0,5.55,-590,-10,1210
2004-08-17,5800.0,5800.0,731044.0,5.55,2180,0,-1210
2004-08-18,5980.0,5500.0,1255325.0,5.26,-100,0,100
2004-08-19,5400.0,5420.0,463550.0,5.18,100,0,-100
2004-08-20,5380.0,5230.0,320101.0,5.0,0,0,0
2004-08-23,5260.0,5180.0,297405.0,4.95,-960,0,0
2004-08-24,5250.0,5950.0,875430.0,5.69,1067,-7,-100
2004-08-25,6200.0,5600.0,707350.0,5.36,0,0,0
2004-08-26,5710.0,5700.0,488680.0,5.45,-1740,0,480
2004-08-27,5600.0,5420.0,274560.0,5.18,1740,0,-480
2004-08-30,5310.0,5070.0,338882.0,4.85,0,0,0
2004-08-31,5060.0,5100.0,307918.0,4.88,-10000,0,0
2004-09-01,5170.0,5100.0,220600.0,4.88,-20000,0,0
2004-09-02,5110.0,5290.0,253460.0,5.06,0,0,0
2004-09-03,5290.0,5100.0,196960.0,4.88,0,0,0
2004-09-06,5120.0,5170.0,118250.0,4.95,0,0,0
2004-09-07,5180.0,5330.0,599078.0,5.1,0,0,0
2004-09-08,5330.0,5100.0,232544.0,4.88,20,-20,0
2004-09-09,5110.0,5080.0,120260.0,4.86,-10000,0,0
2004-09-10,5070.0,4940.0,105350.0,4.73,0,0,0
2004-09-13,4905.0,4950.0,89750.0,4.73,-10000,0,0
2004-09-14,4890.0,4950.0,64120.0,4.73,0,0,0
2004-09-15,5000.0,4820.0,61480.0,4.61,0,0,0
2004-09-16,4700.0,4820.0,83940.0,4.61,0,0,0
2004-09-17,4805.0,4560.0,83720.0,4.36,-200,0,200
2004-09-20,4590.0,4520.0,61980.0,4.32,0,0,0
2004-09-21,4470.0,4490.0,110460.0,4.29,0,0,0
2004-09-22,4450.0,4250.0,80040.0,4.07,0,0,0
2004-09-23,4250.0,4400.0,46340.0,4.21,0,0,0
2004-09-24,4580.0,4360.0,31001.0,4.17,0,0,0
2004-09-30,4260.0,4160.0,43369.0,3.98,0,0,0
2004-10-01,4160.0,4180.0,49000.0,4.0,-7220,0,0
2004-10-04,4210.0,4490.0,156111.0,4.29,0,0,0
2004-10-05,4670.0,4400.0,61868.0,4.21,-20000,0,0
2004-10-06,4400.0,4430.0,22520.0,4.24,10,-10,0
2004-10-07,4400.0,4370.0,13540.0,4.18,0,0,0
2004-10-08,4400.0,4225.0,21510.0,4.04,10,-10,0
2004-10-11,4120.0,4185.0,17704.0,4.0,0,0,0
2004-10-12,4185.0,4175.0,15280.0,3.99,0,0,0
2004-10-13,4195.0,4160.0,18560.0,3.98,0,0,0
2004-10-14,4290.0,4130.0,26440.0,3.95,0,0,0
2004-10-15,4000.0,4100.0,34840.0,3.92,-100,0,100
2004-10-18,4010.0,4090.0,26080.0,3.91,0,0,0
2004-10-19,4050.0,4205.0,41210.0,4.02,0,0,0
2004-10-20,4150.0,4050.0,16490.0,3.87,0,0,0
2004-10-21,4055.0,4050.0,25320.0,3.87,0,0,0
2004-10-22,4055.0,4080.0,12550.0,3.9,0,0,0
2004-10-25,4080.0,4335.0,92335.0,4.15,-1040,0,-40
2004-10-26,4335.0,4250.0,60425.0,4.07,1060,0,20
2004-10-27,4320.0,4110.0,20165.0,3.93,0,0,0
2004-10-28,4150.0,4050.0,32610.0,3.87,0,0,0
2004-10-29,4100.0,4090.0,22764.0,3.91,14,-14,0
2004-11-01,4065.0,4310.0,95590.0,4.12,0,0,0
2004-11-02,4315.0,4170.0,40460.0,3.99,0,0,0
2004-11-03,4140.0,4190.0,28110.0,4.01,0,0,0
2004-11-04,4250.0,4495.0,207431.0,4.3,-200,0,200
2004-11-05,4510.0,4700.0,130791.0,4.5,0,0,0
2004-11-08,4800.0,5400.0,781424.0,5.17,60,0,-160
2004-11-09,5650.0,5340.0,654102.0,5.11,30,0,70
2004-11-10,5340.0,5390.0,655092.0,5.16,-1000,0,0
2004-11-11,5310.0,5270.0,379920.0,5.04,1000,0,0
2004-11-12,5220.0,4960.0,259831.0,4.74,70,0,-70
2004-11-15,4900.0,4835.0,176790.0,4.62,0,0,0
2004-11-16,4970.0,5560.0,532543.0,5.32,-2020,0,1150
2004-11-17,5690.0,5480.0,381772.0,5.24,920,0,-50
2004-11-18,5500.0,4920.0,219416.0,4.71,1040,0,-1100
2004-11-19,4905.0,4900.0,137040.0,4.69,60,0,0
2004-11-22,4950.0,5140.0,507792.0,4.92,119,-19,-100
2004-11-23,5200.0,5350.0,114130.0,5.12,-460,0,0
2004-11-24,5300.0,5200.0,138067.0,4.97,460,0,0
2004-11-25,5160.0,5440.0,171510.0,5.2,0,0,0
2004-11-26,5500.0,5180.0,276253.0,4.95,0,0,0
2004-11-29,5280.0,5460.0,150299.0,5.22,0,0,0
2004-11-30,5600.0,6000.0,763710.0,5.74,-830,0,0
2004-12-01,5990.0,5850.0,388680.0,5.6,600,200,0
2004-12-02,5930.0,5720.0,260840.0,5.47,-10300,0,0
2004-12-03,5650.0,5500.0,182450.0,5.26,100,200,0
2004-12-06,5400.0,5470.0,137120.0,5.23,0,0,0
2004-12-07,5530.0,5160.0,163650.0,4.94,10000,0,0
2004-12-08,5080.0,5400.0,141041.0,5.17,0,0,0
2004-12-09,5350.0,5570.0,137940.0,5.33,-70000,70000,0
2004-12-10,5520.0,5570.0,131860.0,5.33,-70260,70000,260
2004-12-13,5590.0,5600.0,104610.0,5.36,0,0,0
2004-12-14,5690.0,5270.0,64560.0,5.04,260,0,-260
2004-12-15,5210.0,5260.0,48990.0,5.03,0,0,0
2004-12-16,5180.0,5200.0,63040.0,4.97,0,0,0
2004-12-17,5180.0,5240.0,55050.0,5.01,0,0,0
2004-12-20,5280.0,5200.0,82183.0,4.97,20,-20,0
2004-12-21,5260.0,5200.0,57020.0,4.97,0,0,0
2004-12-22,5120.0,5100.0,71379.0,4.88,230,0,-200
2004-12-23,5080.0,5150.0,63964.0,4.93,0,0,0
2004-12-24,5040.0,5030.0,56943.0,4.81,3,-3,0
2004-12-27,5050.0,5040.0,34170.0,4.82,30,-10,-20
2004-12-28,5050.0,5050.0,59000.0,4.83,0,0,0
2004-12-29,4890.0,4950.0,26951.0,4.73,0,0,0
2004-12-30,4950.0,5000.0,13970.0,4.78,0,0,0
2005-01-03,5090.0,4980.0,19568.0,6.64,0,0,0
2005-01-04,4990.0,5050.0,30730.0,6.73,-5000,5000,0
2005-01-05,5140.0,5150.0,32411.0,6.87,-990,990,0
2005-01-06,5200.0,5130.0,29140.0,6.84,-10000,10000,0
2005-01-07,5100.0,5200.0,50690.0,6.93,-8000,8000,0
2005-01-10,5290.0,5260.0,62880.0,7.01,-3950,3950,0
2005-01-11,5330.0,5160.0,37608.0,6.88,-1300,1300,0
2005-01-12,5120.0,5080.0,54345.0,6.77,-730,730,0
2005-01-13,5110.0,5080.0,47640.0,6.77,-1820,820,0
2005-01-14,5030.0,5200.0,75143.0,6.93,-1350,6000,0
2005-01-17,5290.0,5260.0,69613.0,7.01,-4500,4500,0
2005-01-18,5250.0,5650.0,138530.0,7.53,-10770,10770,0
2005-01-19,5650.0,5520.0,77321.0,7.36,-4210,4210,0
2005-01-20,5460.0,5410.0,63580.0,7.21,-5290,5290,0
2005-01-21,5410.0,5460.0,47240.0,7.28,-1680,1680,0
2005-01-24,5470.0,5320.0,96270.0,7.09,-8680,8680,0
2005-01-25,5390.0,5740.0,116330.0,7.65,-2910,2910,0
2005-01-26,5740.0,5770.0,94546.0,7.69,-3560,4560,0
2005-01-27,5820.0,5740.0,237540.0,7.65,-1470,1470,0
2005-01-28,5690.0,5650.0,114410.0,7.53,-2000,0,0
2005-01-31,5750.0,6490.0,362770.0,8.65,-5370,3290,2000
2005-02-01,6800.0,7420.0,707446.0,9.89,-660,140,-2170
2005-02-02,7130.0,6700.0,324330.0,8.93,4270,0,500
2005-02-03,6720.0,6930.0,329209.0,9.24,-5760,5760,0
2005-02-04,7000.0,6720.0,189190.0,8.96,0,0,0
2005-02-07,6720.0,6700.0,108276.0,8.93,-9560,9560,0
2005-02-11,6830.0,6930.0,118690.0,9.24,10,-10,0
2005-02-14,7030.0,6910.0,116536.0,9.21,-1859,1859,0
2005-02-15,7070.0,7800.0,376104.0,10.4,-10120,10620,-500
2005-02-16,7720.0,7500.0,160590.0,10.0,-400,0,400
2005-02-17,7410.0,7250.0,131724.0,9.67,-2996,-4,3000
2005-02-18,7250.0,7250.0,108050.0,9.67,-520,520,0
2005-02-21,7160.0,7160.0,116359.0,9.55,-8550,6550,2000
2005-02-22,7070.0,6970.0,463400.0,9.29,5460,-10460,5000
2005-02-23,7300.0,7900.0,796280.0,10.53,-50,-20,-430
2005-02-24,7650.0,7900.0,291461.0,10.53,-1000,0,1000
2005-02-25,7820.0,7600.0,278520.0,10.13,60,190,0
2005-02-28,7530.0,7690.0,173960.0,10.25,-8500,2300,6450
2005-03-02,7660.0,7330.0,376680.0,9.77,54370,-54330,-40
2005-03-03,7270.0,7320.0,142465.0,9.76,44110,-52920,8810
2005-03-04,7400.0,7060.0,260363.0,9.41,90510,-94050,3540
2005-03-07,7100.0,7070.0,181570.0,9.43,43550,-49890,6340
2005-03-08,7140.0,6740.0,148350.0,8.99,-320,0,320
2005-03-09,6670.0,6690.0,88488.0,8.92,-260,0,260
2005-03-10,6630.0,7000.0,273508.0,9.33,-2480,0,2480
2005-03-11,7270.0,7170.0,165331.0,9.56,-8080,0,620
2005-03-14,7310.0,7500.0,135166.0,10.0,6,-6,0
2005-03-15,7620.0,7190.0,161350.0,9.59,0,0,0
2005-03-16,7170.0,7040.0,91882.0,9.39,10,-10,0
2005-03-17,7000.0,6670.0,63810.0,8.89,-1000,0,1000
2005-03-18,6640.0,6480.0,97740.0,8.64,-5000,0,5000
2005-03-21,6320.0,6320.0,67535.0,8.43,-250,0,250
2005-03-22,6280.0,6530.0,54390.0,8.71,0,0,0
2005-03-23,6380.0,6310.0,52000.0,8.41,-4150,4000,0
2005-03-24,6380.0,6370.0,34560.0,8.49,-860,0,0
2005-03-25,6310.0,6330.0,19800.0,8.44,20,-20,0
2005-03-28,6340.0,6560.0,43460.0,8.75,0,0,0
2005-03-29,6840.0,6670.0,68560.0,8.89,0,0,0
2005-03-30,6640.0,6500.0,32400.0,8.67,-3000,0,0
2005-03-31,6510.0,6600.0,32930.0,8.8,-180,0,180
2005-04-01,6610.0,6800.0,45790.0,9.07,0,0,0
2005-04-04,6810.0,6900.0,70120.0,9.2,0,0,0
2005-04-06,6910.0,6790.0,41120.0,9.05,0,0,0
2005-04-07,6850.0,7100.0,87565.0,9.47,11460,0,0
2005-04-08,7100.0,6990.0,50745.0,9.32,0,0,0
2005-04-11,6960.0,6900.0,26520.0,9.2,0,0,0
2005-04-12,6800.0,6980.0,28850.0,9.31,0,0,0
2005-04-13,7000.0,6850.0,26360.0,9.13,0,0,0
2005-04-14,6850.0,6590.0,42060.0,8.79,0,0,0
2005-04-15,6530.0,6500.0,39881.0,8.67,-140,0,140
2005-04-18,6480.0,6250.0,44390.0,8.33,1100,0,-1100
2005-04-19,6220.0,6310.0,22840.0,8.41,0,0,0
2005-04-20,6270.0,6350.0,34890.0,8.47,-20,0,20
2005-04-21,6090.0,6120.0,53830.0,8.16,-1000,0,0
2005-04-22,6200.0,6150.0,44990.0,8.2,0,0,0
2005-04-25,6090.0,6300.0,35474.0,8.4,-150,0,150
2005-04-26,6400.0,6550.0,87397.0,8.73,0,0,0
2005-04-27,6650.0,6410.0,46260.0,8.55,0,0,0
2005-04-28,6420.0,6660.0,34510.0,8.88,0,0,0
2005-04-29,6500.0,6990.0,156650.0,9.32,4000,0,0
2005-05-02,7200.0,7750.0,403821.0,10.33,-4970,5980,0
2005-05-03,7710.0,7290.0,163760.0,9.72,0,0,0
2005-05-04,7220.0,7330.0,131670.0,9.77,2010,-3010,0
2005-05-06,7310.0,7090.0,76546.0,9.45,-1000,-3000,0
2005-05-09,7010.0,7250.0,203010.0,9.67,-2000,0,0
2005-05-10,7260.0,7100.0,86006.0,9.47,0,0,0
2005-05-11,7150.0,6860.0,43069.0,9.15,-1000,0,0
2005-05-12,6760.0,6800.0,35771.0,9.07,0,0,0
2005-05-13,6810.0,6880.0,39070.0,9.17,0,0,0
2005-05-16,6880.0,6960.0,28981.0,9.28,0,0,0
2005-05-17,7050.0,7000.0,45239.0,9.33,0,0,0
2005-05-18,7000.0,7100.0,46240.0,9.47,0,0,0
2005-05-19,7350.0,7040.0,41692.0,9.39,0,0,0
2005-05-20,7150.0,6920.0,35540.0,9.23,0,0,0
2005-05-23,6930.0,6770.0,75080.0,9.03,-1000,0,0
2005-05-24,6840.0,6750.0,27470.0,9.0,0,0,0
2005-05-25,6750.0,6740.0,22199.0,8.99,0,0,0
2005-05-26,6740.0,6800.0,20230.0,9.07,-300,0,0
2005-05-27,6800.0,6800.0,41374.0,9.07,0,0,0
2005-05-30,6810.0,6970.0,62100.0,9.29,-320,0,120
2005-05-31,6980.0,6950.0,48740.0,9.27,-4890,4890,0
2005-06-01,6940.0,7010.0,78960.0,9.35,-3500,3500,0
2005-06-02,7060.0,7020.0,49290.0,9.36,0,0,0
2005-06-03,7100.0,7150.0,140020.0,9.53,-680,0,680
2005-06-07,7100.0,6960.0,85821.0,9.28,0,0,0
2005-06-08,6910.0,6810.0,52199.0,9.08,-50,0,50
2005-06-09,6820.0,6810.0,47110.0,9.08,0,0,0
2005-06-10,6810.0,7010.0,47680.0,9.35,-50,0,0
2005-06-13,7050.0,6940.0,50402.0,9.25,-4950,0,5000
2005-06-14,6930.0,6860.0,23976.0,9.15,0,0,0
2005-06-15,6850.0,6890.0,21421.0,9.19,0,0,0
2005-06-16,6870.0,7000.0,47177.0,9.33,-880,0,880
2005-06-17,7000.0,7150.0,71452.0,9.53,-70,0,70
2005-06-20,7110.0,7050.0,47784.0,9.4,0,0,0
2005-06-21,7030.0,7200.0,52610.0,9.6,0,0,0
2005-06-22,7260.0,7410.0,163230.0,9.88,50,0,-50
2005-06-23,7470.0,7430.0,137110.0,9.91,0,0,0
2005-06-24,7390.0,7290.0,52270.0,9.72,-180,0,180
2005-06-27,7250.0,7190.0,37420.0,9.59,-550,0,550
2005-06-28,7230.0,7150.0,45710.0,9.53,-4710,4110,600
2005-06-29,7210.0,7550.0,91421.0,10.07,-50,0,550
2005-06-30,7750.0,8130.0,184120.0,10.84,418,-418,0
2005-07-01,8150.0,8200.0,155847.0,10.93,7650,0,-5250
2005-07-04,8160.0,8390.0,86830.0,11.19,16,-16,0
2005-07-05,8500.0,8800.0,231562.0,11.73,13750,0,-13750
2005-07-06,8890.0,8810.0,115680.0,11.75,0,0,0
2005-07-07,8820.0,9170.0,123350.0,12.23,8310,-8310,0
2005-07-08,9040.0,8950.0,74470.0,11.93,0,0,0
2005-07-11,9050.0,8560.0,116100.0,11.41,-800,0,800
2005-07-12,8550.0,8580.0,59675.0,11.44,10,-10,0
2005-07-13,8530.0,8300.0,53940.0,11.07,0,0,0
2005-07-14,8310.0,8300.0,53040.0,11.07,4190,-4190,0
2005-07-15,8320.0,8750.0,65810.0,11.67,0,0,0
2005-07-18,8750.0,8830.0,67574.0,11.77,-210,0,210
2005-07-19,8700.0,8720.0,48629.0,11.63,210,0,-210
2005-07-20,8850.0,8510.0,75050.0,11.35,0,0,0
2005-07-21,8500.0,8640.0,29170.0,11.52,0,0,0
2005-07-22,8640.0,8780.0,63317.0,11.71,3,-3,0
2005-07-25,8800.0,8670.0,39681.0,11.56,0,0,0
2005-07-26,8640.0,8320.0,64925.0,11.09,-1500,0,100
2005-07-27,8320.0,8360.0,60342.0,11.15,-770,0,770
2005-07-28,8360.0,8350.0,44978.0,11.13,-1000,0,1000
2005-07-29,8330.0,8250.0,44154.0,11.0,0,0,0
2005-08-01,8080.0,8150.0,40960.0,10.87,0,0,0
2005-08-02,8080.0,7850.0,52326.0,10.47,0,0,0
2005-08-03,7860.0,8020.0,38200.0,10.69,0,0,0
2005-08-04,8020.0,7700.0,42299.0,10.27,-230,0,230
2005-08-05,7700.0,7400.0,62035.0,9.87,0,0,0
2005-08-08,7300.0,7610.0,22324.0,10.15,0,0,0
2005-08-09,7470.0,7690.0,14120.0,10.25,0,0,0
2005-08-10,7870.0,7680.0,22370.0,10.24,650,-10,-640
2005-08-11,7790.0,7690.0,20573.0,10.25,0,0,0
2005-08-12,7750.0,8020.0,44493.0,10.69,-400,0,400
2005-08-16,8020.0,7850.0,16230.0,10.47,0,0,0
2005-08-17,8100.0,8010.0,58736.0,10.68,230,0,-230
2005-08-18,8030.0,7860.0,31114.0,10.48,0,0,0
2005-08-19,7800.0,7900.0,19080.0,10.53,0,0,0
2005-08-22,7850.0,8150.0,41210.0,10.87,-7000,0,7000
2005-08-23,8140.0,8390.0,62569.0,11.19,-11630,0,11630
2005-08-24,8420.0,9070.0,134730.0,12.09,-32900,-10,32910
2005-08-25,9060.0,8800.0,64340.0,11.73,0,0,0
2005-08-26,8750.0,8620.0,63515.0,11.49,0,0,0
2005-08-29,8620.0,8140.0,37240.0,10.85,-1000,0,0
2005-08-30,8330.0,8440.0,30510.0,11.25,0,0,0
2005-08-31,8270.0,8400.0,18730.0,11.2,-50,0,50
2005-09-01,8400.0,8540.0,32040.0,11.39,-1210,0,610
2005-09-02,8540.0,8800.0,49250.0,11.73,-120,0,120
2005-09-05,8810.0,8720.0,11742.0,11.63,600,0,0
2005-09-06,8750.0,9000.0,42270.0,12.0,990,-990,0
2005-09-07,9000.0,9000.0,28800.0,12.0,0,0,0
2005-09-08,9000.0,8990.0,40248.0,11.99,0,0,0
2005-09-09,8990.0,8770.0,40960.0,11.69,0,0,0
2005-09-12,8790.0,8660.0,55032.0,11.55,0,0,0
2005-09-13,8660.0,8600.0,30740.0,11.47,0,0,0
2005-09-14,8510.0,8650.0,28650.0,11.53,0,0,0
2005-09-15,8520.0,8580.0,27940.0,11.44,-100,0,100
2005-09-16,8590.0,8530.0,35222.0,11.37,0,0,0
2005-09-20,8730.0,8350.0,62230.0,11.13,1250,0,-1250
2005-09-21,8350.0,8410.0,25680.0,11.21,710,0,-710
2005-09-22,8430.0,8410.0,48540.0,11.21,-490,0,-510
2005-09-23,8410.0,8220.0,38590.0,10.96,2710,0,-2710
2005-09-26,8130.0,8530.0,26120.0,11.37,-500,0,500
2005-09-27,8550.0,8610.0,47500.0,11.48,-440,0,440
2005-09-28,8610.0,8750.0,46270.0,11.67,-270,0,270
2005-09-29,8830.0,9050.0,72560.0,12.07,-700,-10,710
2005-09-30,9130.0,8990.0,48610.0,11.99,-20,0,20
2005-10-04,9100.0,10300.0,269723.0,13.73,730,0,-1180
2005-10-05,10500.0,10350.0,358210.0,13.8,10270,0,-9820
2005-10-06,10300.0,10500.0,198542.0,14.0,7450,0,-7620
2005-10-07,10500.0,10100.0,213275.0,13.47,6370,0,-6510
2005-10-10,10100.0,10400.0,133740.0,13.87,-4770,0,4860
2005-10-11,10400.0,10700.0,210535.0,14.27,14658,-18,-14640
2005-10-12,10800.0,10450.0,121575.0,13.93,280,-10,-270
2005-10-13,10500.0,10800.0,169260.0,14.4,0,0,0
2005-10-14,10700.0,11850.0,376396.0,15.8,110,0,-110
2005-10-17,12100.0,11350.0,119871.0,15.13,-1780,0,0
2005-10-18,11650.0,12100.0,167046.0,16.13,-450,0,0
2005-10-19,12300.0,12100.0,320939.0,16.13,460,-10,0
2005-10-20,12300.0,11350.0,152360.0,15.13,-200,0,200
2005-10-21,11000.0,11700.0,93051.0,15.6,-6240,0,6240
2005-10-24,11750.0,11850.0,82131.0,15.8,1580,0,-1580
2005-10-25,12000.0,12200.0,92067.0,16.27,4510,0,-4660
2005-10-26,12350.0,12600.0,84354.0,16.8,150,0,0
2005-10-27,12900.0,12500.0,47020.0,16.67,0,0,0
2005-10-28,12500.0,13200.0,87000.0,17.6,0,0,0
2005-10-31,13050.0,12850.0,101794.0,17.13,80,-20,-60
2005-11-01,12750.0,12900.0,69364.0,17.2,0,0,0
2005-11-02,12650.0,13000.0,44911.0,17.33,0,0,0
2005-11-03,12900.0,13450.0,75296.0,17.93,-60,-10,70
2005-11-04,13400.0,13350.0,50571.0,17.8,1270,0,230
2005-11-07,13350.0,12900.0,51041.0,17.2,30,-30,0
2005-11-08,12850.0,12550.0,122021.0,16.73,-2620,0,620
2005-11-09,12700.0,11950.0,143519.0,15.93,-9220,0,5220
2005-11-10,11800.0,12200.0,116600.0,16.27,-2350,0,700
2005-11-11,12200.0,12200.0,69587.0,16.27,-4810,0,3210
2005-11-14,12100.0,11800.0,86168.0,15.73,-360,-10,370
2005-11-15,11800.0,12100.0,55949.0,16.13,-30,0,30
2005-11-16,12100.0,13700.0,647796.0,18.27,-35640,0,35640
2005-11-17,13700.0,13650.0,109380.0,18.2,-1870,0,6870
2005-11-18,13650.0,13400.0,89290.0,17.87,6510,-10,-6500
2005-11-21,13250.0,13750.0,112759.0,18.33,-3910,0,3910
2005-11-22,13950.0,13200.0,59100.0,17.6,3410,0,-1810
2005-11-23,13250.0,14150.0,132950.0,18.87,-28080,26470,3610
2005-11-24,14450.0,14050.0,78540.0,18.73,-14610,13030,1580
2005-11-25,13900.0,14750.0,97700.0,19.67,-10240,6650,3590
2005-11-28,15050.0,15200.0,163929.0,20.27,-5920,-8150,-9930
2005-11-29,15350.0,15150.0,63468.0,20.2,3660,0,-5660
2005-11-30,15050.0,15350.0,53810.0,20.47,-540,300,240
2005-12-01,15500.0,14700.0,66091.0,19.6,-1390,1200,190
2005-12-02,14850.0,14700.0,59880.0,19.6,-900,250,650
2005-12-05,14450.0,14200.0,66120.0,18.93,-340,750,-410
2005-12-06,14100.0,14000.0,74700.0,18.67,-1170,0,1170
2005-12-07,14000.0,13500.0,119610.0,18.0,16180,-15500,-680
2005-12-08,13250.0,13450.0,65300.0,17.93,-6840,0,6840
2005-12-09,13450.0,13550.0,40320.0,18.07,-830,0,830
2005-12-12,13800.0,13700.0,32590.0,18.27,-600,0,600
2005-12-13,14000.0,13450.0,44360.0,17.93,-630,0,630
2005-12-14,13450.0,13400.0,50405.0,17.87,400,0,-400
2005-12-15,13350.0,13600.0,48775.0,18.13,-1690,0,1690
2005-12-16,13300.0,12900.0,54930.0,17.2,2620,0,-2620
2005-12-19,12500.0,13000.0,55398.0,17.33,510,0,-510
2005-12-20,13000.0,12700.0,27710.0,16.93,-200,0,200
2005-12-21,12500.0,12350.0,57562.0,16.47,-3060,2000,60
2005-12-22,12300.0,12600.0,51370.0,16.8,-90,0,0
2005-12-23,12700.0,12950.0,41120.0,17.27,-2160,1250,1000
2005-12-26,13000.0,13350.0,63400.0,17.8,3200,-1700,-1500
2005-12-27,13600.0,13300.0,62090.0,17.73,14590,-14590,0
2005-12-28,13050.0,13050.0,36310.0,17.4,0,0,0
2005-12-29,13050.0,13000.0,29376.0,17.33,3830,-3830,0
2006-01-02,12900.0,12600.0,60350.0,12.21,22570,-12830,520
2006-01-03,12500.0,12650.0,16370.0,12.26,-1390,-10,1400
2006-01-04,12700.0,13400.0,111289.0,12.99,10820,0,2920
2006-01-05,13500.0,13100.0,89168.0,12.7,2270,0,-2270
2006-01-06,13400.0,13200.0,76181.0,12.79,-880,0,1720
2006-01-09,13200.0,13600.0,82808.0,13.18,-1390,0,2390
2006-01-10,13850.0,13450.0,67221.0,13.04,290,0,-290
2006-01-11,13450.0,13500.0,438971.0,13.08,-13530,18150,-2620
2006-01-12,14000.0,13450.0,105640.0,13.04,13610,-10010,-3600
2006-01-13,13350.0,12800.0,97919.0,12.41,6660,-8150,1490
2006-01-16,12700.0,12550.0,76700.0,12.16,0,0,0
2006-01-17,12600.0,12100.0,93048.0,11.73,0,0,0
2006-01-18,11900.0,11150.0,100781.0,10.81,500,0,-500
2006-01-19,11150.0,10800.0,51948.0,10.47,0,0,0
2006-01-20,10850.0,10050.0,74133.0,9.74,-1760,-10,1770
2006-01-23,9580.0,9000.0,88526.0,8.72,-4040,0,4040
2006-01-24,9050.0,9380.0,54577.0,9.09,-3690,0,3690
2006-01-25,9300.0,10150.0,53762.0,9.84,-4910,0,4910
2006-01-26,10250.0,10400.0,27263.0,10.08,-1180,0,1180
2006-01-27,10450.0,10500.0,20640.0,10.18,850,0,-850
2006-01-31,10600.0,10600.0,23298.0,10.27,-210,0,210
2006-02-01,10500.0,10100.0,28648.0,9.79,1570,0,-1570
2006-02-02,10250.0,10150.0,23900.0,9.84,4540,0,-4540
2006-02-03,9950.0,9710.0,19110.0,9.41,-250,0,250
2006-02-06,9500.0,9960.0,18478.0,9.65,-360,0,360
2006-02-07,9960.0,9900.0,8913.0,9.6,-940,-10,950
2006-02-08,9750.0,9880.0,22163.0,9.58,1798,-8,-1790
2006-02-09,9910.0,9980.0,9240.0,9.67,-160,0,160
2006-02-10,9990.0,9910.0,13890.0,9.61,-130,0,130
2006-02-13,9900.0,9970.0,12775.0,9.66,-740,0,740
2006-02-14,9970.0,9900.0,7392.0,9.6,390,0,-390
2006-02-15,10100.0,9790.0,26820.0,9.49,430,-10,-420
2006-02-16,9800.0,10150.0,83800.0,9.84,-1130,0,1130
2006-02-17,10250.0,10350.0,49920.0,10.03,-1980,0,1980
2006-02-20,10250.0,10300.0,34600.0,9.98,-1180,0,1180
2006-02-21,10400.0,10600.0,32990.0,10.27,-450,0,450
2006-02-22,10600.0,10750.0,24280.0,10.42,-3960,4400,-440
2006-02-23,10950.0,11200.0,59370.0,10.86,-1190,1500,-310
2006-02-24,11100.0,11000.0,39480.0,10.66,12810,1770,-14580
2006-02-27,11100.0,11050.0,23593.0,10.71,8810,100,-8910
2006-02-28,10900.0,10750.0,50408.0,10.42,21120,0,-21120
2006-03-02,10750.0,10750.0,12742.0,10.42,-280,0,280
