Symbol,신세계_시가(원),신세계_종가(원),신세계_거래량(주),신세계_PER(IFRS-연결),신세계_순매수수량(개인)(주),신세계_순매수수량(기관계)(주),신세계_순매수수량(외국인계)(주)
2014-07-09,212000.0,209000.0,27371.0,13.05,13012,-16788,3676
2014-07-10,209500.0,209000.0,16176.0,13.05,6850,-7552,702
2014-07-11,207500.0,206500.0,10933.0,12.9,4320,-3870,-75
2014-07-14,208000.0,206500.0,27098.0,12.9,7431,-13496,6431
2014-07-15,207000.0,209500.0,30131.0,13.09,2493,-8413,5997
2014-07-16,209500.0,211500.0,15999.0,13.21,-3890,-1007,5310
2014-07-17,210500.0,211000.0,17141.0,13.18,-220,-2532,2850
2014-07-18,211000.0,211000.0,18841.0,13.18,154,-2898,3041
2014-07-21,211000.0,205500.0,59034.0,12.84,16198,-30612,14864
2014-07-22,204500.0,206000.0,21423.0,12.87,7826,-8283,452
2014-07-23,206000.0,209500.0,19900.0,13.09,-8308,1629,6729
2014-07-24,208500.0,212000.0,31722.0,13.24,-7460,-2232,9692
2014-07-25,211500.0,214500.0,22494.0,13.4,-11021,3951,6554
2014-07-28,214500.0,218000.0,32716.0,13.62,-11166,5099,5198
2014-07-29,218500.0,223000.0,54383.0,13.93,-16326,8244,8243
2014-07-30,222500.0,231000.0,77434.0,14.43,-23063,2075,21102
2014-07-31,233000.0,234500.0,73401.0,14.65,-20099,12545,7625
2014-08-01,234500.0,234500.0,31709.0,14.65,-11852,14458,-2354
2014-08-04,233000.0,228500.0,37743.0,14.27,-736,-2208,2355
2014-08-05,229500.0,228500.0,22898.0,14.27,-1433,-5721,7091
2014-08-06,228000.0,225000.0,30457.0,14.05,2089,-13502,11420
2014-08-07,223500.0,228500.0,57034.0,14.27,-950,-623,1628
2014-08-08,230000.0,224000.0,16030.0,13.99,1094,-1638,474
2014-08-11,226500.0,226000.0,9299.0,14.12,12,-930,945
2014-08-12,225500.0,226000.0,12820.0,14.12,-868,-81,853
2014-08-13,227000.0,231000.0,23829.0,14.43,-4093,-2552,6722
2014-08-14,233000.0,244000.0,123637.0,15.24,-14247,13345,945
2014-08-18,246500.0,243500.0,62685.0,15.21,-10041,-1236,11358
2014-08-19,243000.0,240000.0,33063.0,14.99,2829,4191,-7041
2014-08-20,240000.0,238000.0,34152.0,14.87,2416,5637,-8053
2014-08-21,238500.0,237000.0,27890.0,14.8,-1943,1199,826
2014-08-22,236000.0,235000.0,14207.0,14.68,746,3088,-3808
2014-08-25,236000.0,239500.0,31054.0,14.96,3964,9195,-13296
2014-08-26,242000.0,244000.0,35365.0,15.24,-4205,18837,-14633
2014-08-27,246500.0,246500.0,32255.0,15.4,-6369,5537,835
2014-08-28,245000.0,238000.0,24108.0,14.87,1684,-2872,1257
2014-08-29,238000.0,233000.0,35546.0,14.55,-682,-2808,3542
2014-09-01,233500.0,233500.0,18245.0,14.58,339,-2250,1634
2014-09-02,234000.0,234500.0,25934.0,14.65,2012,-7018,2714
2014-09-03,233500.0,243500.0,54518.0,15.21,-9949,1315,8337
2014-09-04,244000.0,240000.0,23511.0,14.99,-1767,1833,-112
2014-09-05,237000.0,235500.0,20137.0,14.71,-955,-640,1958
2014-09-11,235500.0,235000.0,30083.0,14.68,1563,-197,-894
2014-09-12,233500.0,231500.0,53242.0,14.46,1268,2428,-3700
2014-09-15,229500.0,235000.0,22127.0,14.68,-2294,8646,-6373
2014-09-16,235000.0,231500.0,20549.0,14.46,1605,5607,-7212
2014-09-17,235000.0,235000.0,41137.0,14.68,11587,611,-11819
2014-09-18,233000.0,231500.0,15593.0,14.46,2322,-404,-1901
2014-09-19,232000.0,236500.0,30679.0,14.77,-3991,9454,-5613
2014-09-22,236500.0,236500.0,17375.0,14.77,657,11779,-12446
2014-09-23,237000.0,236000.0,23784.0,14.74,-1991,13820,-11469
2014-09-24,235500.0,233500.0,15756.0,14.58,565,1872,-2189
2014-09-25,233500.0,233500.0,41917.0,14.58,1899,3457,-5667
2014-09-26,232500.0,231500.0,14341.0,14.46,2634,5792,-8504
2014-09-29,230000.0,221500.0,56173.0,13.84,16806,-5939,-9389
2014-09-30,220500.0,219500.0,70630.0,13.71,-1462,4583,-6101
2014-10-01,217500.0,224500.0,52131.0,14.02,-8506,-11582,20048
2014-10-02,224000.0,222000.0,46061.0,13.87,3179,-5900,2721
2014-10-06,221500.0,222000.0,31639.0,13.87,-1359,-4194,5552
2014-10-07,220500.0,220500.0,19278.0,13.77,731,4249,-2897
2014-10-08,218000.0,222000.0,19174.0,13.87,-2046,2856,528
2014-10-10,225500.0,219000.0,29859.0,13.68,5154,2018,-7200
2014-10-13,217000.0,207000.0,56311.0,12.93,13609,-1435,-12895
2014-10-14,209000.0,212000.0,42339.0,13.24,-2916,2489,516
2014-10-15,210000.0,207000.0,69504.0,12.93,10460,-2827,-7582
2014-10-16,207000.0,202000.0,60534.0,12.62,4970,992,-5957
2014-10-17,204000.0,201000.0,24695.0,12.55,1122,5730,-6809
2014-10-20,202000.0,202500.0,38969.0,12.65,4923,-2893,-2011
2014-10-21,202500.0,203500.0,50158.0,12.71,-2273,7151,-4878
2014-10-22,206000.0,202000.0,34564.0,12.62,6991,4960,-11951
2014-10-23,202000.0,197000.0,48921.0,12.31,9526,2315,-11855
2014-10-24,198000.0,198000.0,20462.0,12.37,1282,1128,-2408
2014-10-27,199500.0,200500.0,23855.0,12.52,-1937,5684,-3747
2014-10-28,200000.0,198000.0,33974.0,12.37,5659,6603,-12074
2014-10-29,197500.0,204000.0,43036.0,12.74,-7856,12577,-4472
2014-10-30,203500.0,204000.0,28017.0,12.74,-2482,883,1614
2014-10-31,203000.0,198500.0,46314.0,12.4,12982,-3620,-9418
2014-11-03,195000.0,188000.0,68124.0,11.74,36450,-1786,-34093
2014-11-04,189000.0,180500.0,107766.0,11.27,36994,5884,-44338
2014-11-05,180000.0,180000.0,87227.0,11.24,417,4200,-4610
2014-11-06,180000.0,184000.0,34838.0,11.49,2097,-7706,5987
2014-11-07,185500.0,186000.0,38513.0,11.62,-5304,1280,4024
2014-11-10,186500.0,184000.0,20174.0,11.49,2183,-1063,-1120
2014-11-11,184500.0,183500.0,26541.0,11.46,10088,1116,-11206
2014-11-12,184000.0,186500.0,41841.0,11.65,901,-8877,7849
2014-11-13,187000.0,186500.0,16598.0,11.65,3689,-4097,408
2014-11-14,187000.0,187000.0,29436.0,11.68,-615,6594,-6366
2014-11-17,187500.0,188500.0,21768.0,11.77,-1485,-1068,2540
2014-11-18,187500.0,187500.0,18797.0,11.71,4413,-1119,-3294
2014-11-19,188500.0,188000.0,13274.0,11.74,2163,1521,-3688
2014-11-20,187500.0,187000.0,14518.0,11.68,516,1259,-1775
2014-11-21,186500.0,186500.0,24864.0,11.65,-409,781,-372
2014-11-24,187000.0,194500.0,63724.0,12.15,-19204,-5484,24433
2014-11-25,195500.0,197000.0,43732.0,12.31,-2202,-3352,5554
2014-11-26,197000.0,194500.0,36490.0,12.15,-3024,-7198,12726
2014-11-27,193500.0,198000.0,45620.0,12.37,-7163,-2371,9548
2014-11-28,199500.0,197500.0,46745.0,12.34,-2887,-3466,5553
2014-12-01,195000.0,194000.0,27887.0,12.12,686,-6397,5711
2014-12-02,192000.0,193500.0,16618.0,12.09,-1444,1094,352
2014-12-03,192500.0,192500.0,20169.0,12.02,1672,-291,-1381
2014-12-04,192000.0,195000.0,12133.0,12.18,-2748,1226,1632
2014-12-05,195000.0,195500.0,16410.0,12.21,-60,-7048,7108
2014-12-08,195000.0,196000.0,21895.0,12.24,-2973,1167,2532
2014-12-09,196000.0,196000.0,24528.0,12.24,-2708,-5955,8663
2014-12-10,194500.0,196000.0,22504.0,12.24,-5910,350,5304
2014-12-11,192500.0,191500.0,24788.0,11.96,1776,2023,-3815
2014-12-12,193000.0,191000.0,20390.0,11.93,798,-2806,2290
2014-12-15,190500.0,192500.0,10080.0,12.02,-1699,1541,89
2014-12-16,192500.0,191500.0,32816.0,11.96,2950,-9071,6124
2014-12-17,193500.0,191000.0,16795.0,11.93,-791,-1408,2262
2014-12-18,194000.0,193500.0,28968.0,12.09,-3843,182,3662
2014-12-19,194000.0,187000.0,50478.0,11.68,15832,-7309,-9521
2014-12-22,187000.0,185000.0,26069.0,11.56,6560,-3025,-3515
2014-12-23,186000.0,184000.0,18210.0,11.49,3977,-3037,-528
2014-12-24,184000.0,184000.0,20550.0,11.49,3698,-2191,-1599
2014-12-26,184000.0,184000.0,12579.0,11.49,2476,-3045,469
2014-12-29,183500.0,181500.0,8413.0,11.34,1376,-1404,28
2014-12-30,181000.0,181000.0,16608.0,11.31,2291,-1248,-1086
2015-01-02,179000.0,182500.0,18159.0,11.47,-1436,5576,-4040
2015-01-05,181500.0,180000.0,23019.0,11.32,5134,-4465,-579
2015-01-06,177500.0,172000.0,62694.0,10.81,22196,1813,-24592
2015-01-07,172000.0,172000.0,13671.0,10.81,65,-1583,1518
2015-01-08,171500.0,173500.0,18737.0,10.91,-3712,-3333,7145
2015-01-09,176500.0,174000.0,16018.0,10.94,3686,-4471,1338
2015-01-12,174500.0,174500.0,8488.0,10.97,885,-1525,640
2015-01-13,175500.0,171000.0,36277.0,10.75,7344,-13828,6776
2015-01-14,171500.0,174500.0,19715.0,10.97,-1782,465,1317
2015-01-15,174500.0,174000.0,16371.0,10.94,2312,-1116,-996
2015-01-16,173000.0,171500.0,17125.0,10.78,1238,-1752,414
2015-01-19,172000.0,171000.0,14286.0,10.75,7443,-1365,-6078
2015-01-20,170500.0,169000.0,29786.0,10.62,11959,-5143,-6956
2015-01-21,168500.0,166000.0,54905.0,10.44,17586,-5316,-12825
2015-01-22,166500.0,165000.0,27922.0,10.37,7351,-4144,-3307
2015-01-23,166000.0,165000.0,39540.0,10.37,3291,-3233,19
2015-01-26,164000.0,160000.0,64875.0,10.06,19090,743,-20303
2015-01-27,161000.0,163000.0,44242.0,10.25,-408,441,667
2015-01-28,161000.0,160000.0,80351.0,10.06,44151,-34915,-9288
2015-01-29,159500.0,164000.0,76559.0,10.31,938,4382,-6705
2015-01-30,165500.0,161000.0,59084.0,10.12,24575,2753,-27435
2015-02-02,160500.0,162500.0,33401.0,10.22,4219,9439,-14155
2015-02-03,164000.0,164000.0,48712.0,10.31,1797,-376,-1574
2015-02-04,166000.0,175500.0,125727.0,11.03,-50553,-3220,53428
2015-02-05,176000.0,175500.0,53281.0,11.03,7156,1171,-9096
2015-02-06,174000.0,170000.0,57610.0,10.69,13572,7754,-21542
2015-02-09,168500.0,168500.0,27497.0,10.59,5358,-6818,1460
2015-02-10,169500.0,167500.0,16593.0,10.53,3359,311,-3762
2015-02-11,169000.0,168500.0,29032.0,10.59,1784,6380,-8114
2015-02-12,171000.0,165000.0,46235.0,10.37,18603,275,-19114
2015-02-13,164000.0,162500.0,53876.0,10.22,14403,-1230,-13273
2015-02-16,162500.0,161000.0,36417.0,10.12,8131,-6003,-2023
2015-02-17,161000.0,163000.0,15596.0,10.25,-555,-3463,4018
2015-02-23,163500.0,165500.0,32166.0,10.4,-3005,1258,1651
2015-02-24,165500.0,167500.0,90727.0,10.53,8606,46499,-55188
2015-02-25,168000.0,173500.0,72795.0,10.91,-20709,15654,4160
2015-02-26,173500.0,173000.0,74711.0,10.88,-16733,33890,-17613
2015-02-27,173500.0,172500.0,39716.0,10.84,12481,-2656,-9713
2015-03-02,172500.0,169500.0,35842.0,10.66,1750,-3435,1685
2015-03-03,170000.0,170000.0,54248.0,10.69,13690,-1344,-12410
2015-03-04,169500.0,170500.0,39060.0,10.72,-1453,-2378,3823
2015-03-05,170500.0,173500.0,35926.0,10.91,-3951,-2093,6056
2015-03-06,173500.0,174000.0,29951.0,10.94,3293,2118,-5855
2015-03-09,173500.0,175000.0,28112.0,11.0,-7065,6381,838
2015-03-10,174500.0,174000.0,29780.0,10.94,-4528,7193,-2807
2015-03-11,172000.0,170500.0,40283.0,10.72,6025,9510,-15841
2015-03-12,170500.0,172500.0,46013.0,10.84,-12969,16646,-4624
2015-03-13,174500.0,174000.0,32693.0,10.94,-3149,11342,-8377
2015-03-16,175000.0,171500.0,27433.0,10.78,1436,9742,-12698
2015-03-17,171000.0,172500.0,38277.0,10.84,-2389,-7342,9729
2015-03-18,171000.0,167500.0,74952.0,10.53,13063,4915,-17679
2015-03-19,168500.0,169000.0,41220.0,10.62,-4743,-1356,7459
2015-03-20,170000.0,169500.0,19225.0,10.66,-4165,178,3987
2015-03-23,171000.0,170000.0,24011.0,10.69,1172,3759,-4461
2015-03-24,171500.0,172000.0,34842.0,10.81,-226,2559,-2431
2015-03-25,171000.0,171000.0,28399.0,10.75,6161,3771,-9118
2015-03-26,171000.0,167500.0,44204.0,10.53,20001,7119,-27136
2015-03-27,167500.0,168500.0,23988.0,10.59,-1150,1256,-106
2015-03-30,169000.0,168000.0,31690.0,10.56,4774,1969,-6743
2015-03-31,168000.0,168500.0,24925.0,10.59,1419,6257,-7706
2015-04-01,168500.0,168000.0,28236.0,10.56,14,805,-1389
2015-04-02,168000.0,168000.0,42270.0,10.56,2276,-308,-4554
2015-04-03,168500.0,171500.0,27454.0,10.78,-4558,5376,-948
2015-04-06,171500.0,170000.0,15550.0,10.69,1511,946,-3902
2015-04-07,170000.0,169000.0,17071.0,10.62,4231,1215,-4051
2015-04-08,169000.0,168000.0,21967.0,10.56,7665,-407,-7338
2015-04-09,169000.0,165500.0,38286.0,10.4,11760,1780,-13754
2015-04-10,165500.0,167500.0,45866.0,10.53,8238,3614,-12250
2015-04-13,170000.0,171000.0,52724.0,10.75,-4428,4404,74
2015-04-14,171500.0,190000.0,238925.0,11.94,-51134,11331,38565
2015-04-15,190000.0,185000.0,128712.0,11.63,20339,27090,-48293
2015-04-16,185500.0,193000.0,200626.0,12.13,-33132,-1370,37297
2015-04-17,193000.0,198000.0,115860.0,12.45,-39353,24429,14914
2015-04-20,193500.0,192000.0,76607.0,12.07,1336,10737,-11714
2015-04-21,196000.0,207500.0,254844.0,13.04,-24500,54222,-33858
2015-04-22,207000.0,222000.0,207119.0,13.96,-39910,59316,-22060
2015-04-23,222000.0,216000.0,74745.0,13.58,1900,6703,-8348
2015-04-24,215000.0,210500.0,115763.0,13.23,7294,-15793,8529
2015-04-27,209000.0,217500.0,95906.0,13.67,-18993,34560,-15017
2015-04-28,217500.0,208000.0,78589.0,13.08,4166,23555,-27262
2015-04-29,208500.0,200000.0,110303.0,12.57,14523,-6208,-8274
2015-04-30,199500.0,201500.0,66974.0,12.67,-13408,16785,-3437
2015-05-04,203500.0,210000.0,43495.0,13.2,-5053,11930,-5468
2015-05-06,212000.0,204000.0,54626.0,12.82,7968,3819,-11551
2015-05-07,206000.0,199500.0,57860.0,12.54,6393,8422,-14802
2015-05-08,201000.0,208500.0,54066.0,13.11,-15800,22620,-6502
2015-05-11,210000.0,208000.0,42466.0,13.08,-935,12764,-11593
2015-05-12,210500.0,208500.0,48055.0,13.11,2723,14834,-17539
2015-05-13,214500.0,230000.0,185426.0,14.46,-51560,79886,-27802
2015-05-14,230500.0,251500.0,297077.0,15.81,-40610,107851,-65649
2015-05-15,260000.0,254000.0,274211.0,15.97,30231,65237,-100172
2015-05-18,254500.0,267000.0,186154.0,16.78,-18011,70042,-52309
2015-05-19,262500.0,259000.0,136387.0,16.28,13219,54645,-69750
2015-05-20,258500.0,266500.0,111482.0,16.75,-5859,35280,-29292
2015-05-21,270000.0,260500.0,61894.0,16.38,4550,-6343,1620
2015-05-22,260500.0,261000.0,73289.0,16.41,-4039,-5431,9985
2015-05-26,262000.0,252000.0,78784.0,15.84,1725,4220,-6179
2015-05-27,249000.0,251000.0,72616.0,15.78,-2960,16486,-14870
2015-05-28,249500.0,251000.0,77566.0,15.78,928,35140,-35595
2015-05-29,256000.0,243000.0,76707.0,15.28,164,25313,-25164
2015-06-01,243000.0,240000.0,65657.0,15.09,-9865,19850,-10068
2015-06-02,237000.0,231500.0,107918.0,14.55,3594,21674,-26802
2015-06-03,231500.0,237500.0,78931.0,14.93,-6570,23909,-17182
2015-06-04,238000.0,247000.0,77508.0,15.53,-6452,32273,-26230
2015-06-05,247000.0,231500.0,92732.0,14.55,13981,11857,-25891
2015-06-08,227500.0,234000.0,83903.0,14.71,-10455,27807,-17373
2015-06-09,232000.0,237000.0,59461.0,14.9,3839,9611,-13570
2015-06-10,237000.0,230500.0,43645.0,14.49,3848,12256,-16110
2015-06-11,232500.0,230000.0,39645.0,14.46,532,17748,-18394
2015-06-12,230000.0,231500.0,55621.0,14.55,1040,21711,-23038
2015-06-15,229500.0,232000.0,55829.0,14.58,-2459,10503,-7603
2015-06-16,229000.0,234500.0,84176.0,14.74,-3213,51914,-48711
2015-06-17,234500.0,236500.0,57753.0,14.87,4029,11268,-16541
2015-06-18,239000.0,255000.0,154581.0,16.03,-14899,84779,-71884
2015-06-19,255500.0,253000.0,73288.0,15.9,-884,43483,-42683
2015-06-22,260500.0,294500.0,239714.0,18.51,-42104,93587,-49585
2015-06-23,286000.0,283000.0,168610.0,17.79,10177,73963,-84623
2015-06-24,283000.0,272500.0,152238.0,17.13,22115,67369,-90172
2015-06-25,272500.0,271500.0,114294.0,17.07,12996,53657,-66673
2015-06-26,271500.0,278500.0,131160.0,17.51,-16457,73777,-56820
2015-06-29,270000.0,268000.0,69627.0,16.85,2617,37988,-40321
2015-06-30,266000.0,268000.0,61103.0,16.85,-6039,17265,-9566
2015-07-01,268000.0,268500.0,88305.0,16.88,9646,26878,-36491
2015-07-02,272000.0,270000.0,119767.0,16.97,9006,37699,-46868
2015-07-03,271500.0,270500.0,70438.0,17.0,-3869,2836,922
2015-07-06,272000.0,270000.0,101318.0,16.97,1153,9834,-12384
2015-07-07,273000.0,262000.0,126399.0,16.47,4277,45102,-49806
2015-07-08,263500.0,251500.0,103318.0,15.81,14301,32491,-47058
2015-07-09,251000.0,256500.0,81974.0,16.12,6608,27685,-34624
2015-07-10,263500.0,233500.0,222248.0,14.68,49793,-35215,-11901
2015-07-13,205500.0,207500.0,904601.0,13.04,197172,-67122,-128770
2015-07-14,211500.0,214500.0,335046.0,13.48,-26003,71402,-49716
2015-07-15,216500.0,216500.0,196789.0,13.61,-770,-12139,12178
2015-07-16,216500.0,210500.0,137005.0,13.23,10902,-30225,19258
2015-07-17,212000.0,211000.0,74528.0,13.26,-9743,-8082,18553
2015-07-20,209500.0,214500.0,82325.0,13.48,-7527,10872,-2742
2015-07-21,215000.0,210000.0,62389.0,13.2,17694,-9495,-8219
2015-07-22,210500.0,209000.0,76296.0,13.14,-217,-1966,4348
2015-07-23,209500.0,213500.0,68202.0,13.42,-19286,11090,6060
2015-07-24,213500.0,214000.0,59452.0,13.45,-8311,6147,2074
2015-07-27,210000.0,207000.0,59105.0,13.01,12941,-16285,3429
2015-07-28,206500.0,201000.0,142064.0,12.64,11572,-14082,8592
2015-07-29,201000.0,199500.0,78681.0,12.54,970,-11741,10765
2015-07-30,200000.0,212500.0,91293.0,13.36,-42259,28796,13412
2015-07-31,212500.0,208000.0,108243.0,13.08,-10296,48533,-39276
2015-08-03,211500.0,212500.0,144820.0,13.36,-11688,46481,-35345
2015-08-04,216000.0,231500.0,212929.0,14.55,-36257,38763,-4672
2015-08-05,240000.0,248000.0,271242.0,15.59,-5736,65306,-59984
2015-08-06,251000.0,239500.0,202888.0,15.06,25518,36932,-65707
2015-08-07,239500.0,236000.0,110937.0,14.84,11929,28364,-44689
2015-08-10,230000.0,226500.0,140794.0,14.24,17280,10318,-27613
2015-08-11,228000.0,229500.0,108723.0,14.43,-13951,29050,-15398
2015-08-12,226500.0,222000.0,129323.0,13.96,10064,6425,-16596
2015-08-13,222000.0,235000.0,135866.0,14.77,-27509,26756,3681
2015-08-17,238500.0,243000.0,69847.0,15.28,-11103,9052,2266
2015-08-18,244000.0,238500.0,49617.0,14.99,-3177,15970,-15263
2015-08-19,234500.0,240000.0,72648.0,15.09,-254,7418,-7854
2015-08-20,239000.0,230000.0,41138.0,14.46,-11941,14657,-2726
2015-08-21,222000.0,220500.0,82142.0,13.86,-5268,5584,-329
2015-08-24,216000.0,219500.0,70346.0,13.8,-11099,-1876,13771
2015-08-25,223500.0,228000.0,47249.0,14.33,-2519,4467,-2033
2015-08-26,228000.0,245000.0,82538.0,15.4,-23314,10051,12489
2015-08-27,245500.0,240500.0,87450.0,15.12,5801,-7065,1745
2015-08-28,242500.0,247500.0,77093.0,15.56,-21399,3405,21271
2015-08-31,245500.0,250500.0,75179.0,15.75,-12019,5054,7256
2015-09-01,248000.0,240000.0,46061.0,15.09,8038,-1347,-6739
2015-09-02,238000.0,247000.0,43113.0,15.53,-8734,4790,3803
2015-09-03,251000.0,248000.0,50881.0,15.59,3219,14451,-17566
2015-09-04,246500.0,239000.0,54845.0,15.02,11289,1599,-12716
2015-09-07,236500.0,233000.0,27499.0,14.65,6252,-1618,-4712
2015-09-08,233500.0,228500.0,37649.0,14.36,6120,-14645,8666
2015-09-09,234000.0,236000.0,48142.0,14.84,7016,164,-9035
2015-09-10,235000.0,248000.0,52056.0,15.59,-21222,15041,6173
2015-09-11,246000.0,242000.0,51822.0,15.21,6248,-3846,-1137
2015-09-14,243000.0,241000.0,50071.0,15.15,-3783,3482,363
2015-09-15,243500.0,241000.0,25569.0,15.15,-174,-4823,4989
2015-09-16,240500.0,241500.0,53840.0,15.18,-3955,-13036,16967
2015-09-17,241000.0,236500.0,50883.0,14.87,12467,-19530,6963
2015-09-18,238000.0,242500.0,39146.0,15.24,-7690,1099,7231
2015-09-21,239500.0,240500.0,29667.0,15.12,2620,-6100,3489
2015-09-22,242500.0,243000.0,42928.0,15.28,-1045,2638,-1602
2015-09-23,240500.0,233000.0,53678.0,14.65,11913,-3413,-8425
2015-09-24,236000.0,233500.0,42167.0,14.68,7947,-1407,-6537
2015-09-25,233000.0,227500.0,37275.0,14.3,10035,-1405,-8586
2015-09-30,225500.0,236500.0,73695.0,14.87,-7838,-14617,23256
2015-10-01,236500.0,242000.0,65574.0,15.21,-15792,-5444,20366
2015-10-02,241000.0,244000.0,55640.0,15.34,-15930,-12240,28170
2015-10-05,246000.0,248000.0,43861.0,15.59,-11312,-885,13284
2015-10-06,249500.0,240000.0,49192.0,15.09,15676,-19558,3369
2015-10-07,241000.0,234000.0,47500.0,14.71,14205,-19679,5276
2015-10-08,234000.0,233500.0,50716.0,14.68,19792,-11529,-7864
2015-10-12,233500.0,239500.0,40820.0,15.06,-2464,1044,1335
2015-10-13,237000.0,228500.0,79276.0,14.36,36839,-22751,-13076
2015-10-14,229500.0,232500.0,44291.0,14.62,-5523,-3771,9281
2015-10-15,232500.0,231500.0,41666.0,14.55,21,-5782,5864
2015-10-16,236000.0,231500.0,31110.0,14.55,4847,-3660,-1147
2015-10-19,234000.0,233000.0,18693.0,14.65,1183,-7016,3674
2015-10-20,233000.0,236000.0,31660.0,14.84,-5293,4576,900
2015-10-21,235000.0,231000.0,43868.0,14.52,20321,-15656,-4665
2015-10-22,230000.0,220000.0,72925.0,13.83,27413,-21994,-5732
2015-10-23,223000.0,220500.0,56346.0,13.86,10398,-10530,-465
2015-10-26,222500.0,228500.0,56633.0,14.36,-4082,2436,1096
2015-10-27,230500.0,234500.0,46917.0,14.74,-4760,-1308,5791
2015-10-28,234500.0,236500.0,51469.0,14.87,2382,-872,-1517
2015-10-29,236500.0,237500.0,47341.0,14.93,-8904,12450,-3719
2015-10-30,236000.0,232500.0,50186.0,14.62,7351,-3059,-3292
2015-11-02,231500.0,226500.0,46575.0,14.24,17772,-20889,4120
2015-11-03,227000.0,231500.0,54829.0,14.55,1727,-24222,22495
2015-11-04,233000.0,234500.0,43412.0,14.74,-1605,-14188,15585
2015-11-05,234000.0,230000.0,26886.0,14.46,10869,-11875,786
2015-11-06,226500.0,235000.0,48147.0,14.77,6544,-11877,5662
2015-11-09,231500.0,237500.0,40301.0,14.93,4992,-674,-5058
2015-11-10,237500.0,242000.0,68955.0,15.21,1386,5495,-9918
2015-11-11,242000.0,236000.0,79869.0,14.84,29036,-23143,-5877
2015-11-12,235500.0,228000.0,95413.0,14.33,34017,-24724,-8191
2015-11-13,230500.0,255500.0,585542.0,16.06,156296,-137181,-22288
2015-11-16,278500.0,264500.0,926178.0,16.63,40777,-175205,133468
2015-11-17,265500.0,263500.0,339295.0,16.56,-101233,72991,33441
2015-11-18,260000.0,251500.0,129818.0,15.81,-35902,16227,20225
2015-11-19,254000.0,256500.0,148638.0,16.12,-39113,12207,28672
2015-11-20,256000.0,253000.0,54457.0,15.9,-20582,16397,3793
2015-11-23,256000.0,257500.0,74597.0,16.19,-18710,15865,3245
2015-11-24,260000.0,255500.0,54488.0,16.06,-1579,2094,-431
2015-11-25,255500.0,251000.0,68137.0,15.78,-2316,-4770,7494
2015-11-26,252000.0,246000.0,69708.0,15.46,14370,-29124,14767
2015-11-27,247000.0,251500.0,55586.0,15.81,-20394,12557,8343
2015-11-30,250000.0,250500.0,54878.0,15.75,-7970,11491,-3110
2015-12-01,250500.0,255000.0,41999.0,16.03,-9891,9539,558
2015-12-02,254000.0,254500.0,47864.0,16.0,-1340,9700,-7813
2015-12-03,253500.0,246000.0,60926.0,15.46,21993,-9720,-12373
2015-12-04,243500.0,241000.0,45629.0,15.15,1828,-7489,6467
2015-12-07,241500.0,236500.0,51862.0,14.87,-1646,1142,1653
2015-12-08,236500.0,237000.0,32103.0,14.9,-5768,-3690,9458
2015-12-09,235500.0,240500.0,55105.0,15.12,-12352,13123,-769
2015-12-10,241500.0,242500.0,55966.0,15.24,-11784,26107,-13790
2015-12-11,241500.0,234000.0,50651.0,14.71,5970,1447,-7417
2015-12-14,229000.0,239000.0,70807.0,15.02,-19537,28258,-8086
2015-12-15,237500.0,236000.0,22189.0,14.84,174,6213,-6309
2015-12-16,237000.0,237000.0,38789.0,14.9,-4935,12892,-7799
2015-12-17,240000.0,238000.0,17250.0,14.96,-2919,2238,690
2015-12-18,239500.0,248000.0,88610.0,15.59,-29792,29975,15
2015-12-21,249000.0,246000.0,22862.0,15.46,3254,3512,-6766
2015-12-22,244500.0,241500.0,23264.0,15.18,5935,-781,-5154
2015-12-23,243000.0,244500.0,24900.0,15.37,-7861,3413,4448
2015-12-24,244500.0,240500.0,19886.0,15.12,2548,-790,-1763
2015-12-28,240000.0,235500.0,20680.0,14.8,2616,-1766,-657
2015-12-29,235000.0,232500.0,31359.0,14.62,9478,-15974,7426
2015-12-30,235000.0,230000.0,42747.0,14.46,2925,-8911,7101
2016-01-04,228000.0,221000.0,44168.0,5.41,9722,-8709,-1257
2016-01-05,221000.0,228000.0,33282.0,5.58,-10290,6952,3338
2016-01-06,225500.0,230500.0,29578.0,5.64,-11384,7496,4141
2016-01-07,230000.0,222500.0,25115.0,5.45,6126,-3858,-2268
2016-01-08,222000.0,223000.0,42413.0,5.46,2033,15981,-17873
2016-01-11,220500.0,225000.0,24508.0,5.51,-5733,6395,-711
2016-01-12,227000.0,228000.0,35136.0,5.58,-4789,5008,-219
2016-01-13,227000.0,230500.0,37037.0,5.64,-11632,22006,-10424
2016-01-14,227000.0,230000.0,34258.0,5.63,-4114,11057,-6993
2016-01-15,231500.0,224000.0,30281.0,5.48,5643,307,-5969
2016-01-18,219500.0,221500.0,44178.0,5.42,-3397,12705,-10248
2016-01-19,221500.0,207000.0,98382.0,5.07,37861,-18575,-19095
2016-01-20,205000.0,205500.0,76555.0,5.03,3034,-11595,8511
2016-01-21,208000.0,202500.0,47688.0,4.96,-22,2449,-2380
2016-01-22,206500.0,207000.0,47649.0,5.07,-4681,-3468,6499
2016-01-25,207500.0,212500.0,31968.0,5.2,-4681,7930,-3648
2016-01-26,209500.0,208000.0,35591.0,5.09,4754,-534,-5435
2016-01-27,208500.0,210000.0,43584.0,5.14,-5152,19032,-13880
