Symbol,신세계_시가(원),신세계_종가(원),신세계_거래량(주),신세계_PER(IFRS-연결),신세계_순매수수량(개인)(주),신세계_순매수수량(기관계)(주),신세계_순매수수량(외국인계)(주)
2000-01-04,58100,56000,110259,61.46,13159,-11519,-2180
2000-01-05,55300,52400,141267,57.51,57827,-59150,-3737
2000-01-06,56500,50400,155633,55.31,79663,-33320,-44283
2000-01-07,50100,50000,199390,54.87,19500,2160,1070
2000-01-10,52000,57500,291430,63.1,-18260,-16360,50420
2000-01-11,60000,62500,447731,68.59,-112290,12350,94000
2000-01-12,60100,62000,150340,68.04,-34160,-5710,39870
2000-01-13,63900,60100,130865,65.96,7850,-2440,-6740
2000-01-14,61100,59600,119250,65.41,22240,-26370,4130
2000-01-17,60400,62000,142948,68.04,-34230,30820,-10930
2000-01-18,62000,60000,140997,65.85,34300,-39060,12090
2000-01-19,60000,56000,151650,61.46,30630,-13590,-1370
2000-01-20,52300,54000,128236,59.26,11630,43730,-62350
2000-01-21,50200,53400,121090,58.6,19120,16290,-53890
2000-01-24,51100,52500,168575,57.62,33103,15567,-43410
2000-01-25,52000,51100,98350,56.08,-17040,3950,13100
2000-01-26,51100,50500,109280,55.42,730,25160,-25750
2000-01-27,50100,52500,79970,57.62,-18010,20900,-2830
2000-01-28,53000,53900,96690,59.15,-32890,-3490,36660
2000-01-31,52500,54700,77360,60.03,-31560,16430,14820
2000-02-01,56000,55200,94080,60.58,-3930,10930,-7600
2000-02-02,54500,57300,78520,62.88,-26720,34870,-8260
2000-02-03,57500,57000,59060,62.56,-25060,24940,120
2000-02-07,56000,59500,257944,65.3,29920,-6070,-23200
2000-02-08,59700,55000,210820,60.36,78720,-28220,-86300
2000-02-09,55200,55000,187961,60.36,10838,26382,-86220
2000-02-10,55200,53000,359040,58.17,125350,-51150,-121800
2000-02-11,53200,51100,258690,56.08,34140,-43440,-38840
2000-02-14,51300,45500,306810,49.93,133240,-7930,-175160
2000-02-15,46000,43400,249100,47.63,85780,-26170,-88280
2000-02-16,44900,45000,203260,49.39,6270,16920,-24520
2000-02-17,46000,51700,220870,56.74,-41890,-7120,15980
2000-02-18,52700,50200,279870,55.09,-38540,33530,7030
2000-02-21,48000,47000,133500,51.58,-26050,32110,-8360
2000-02-22,45500,46300,141650,50.81,-8310,30760,-18910
2000-02-23,47000,47550,122850,52.18,28960,-8330,-21630
2000-02-24,48000,49000,171104,53.78,6780,51140,-58030
2000-02-25,48500,50900,352050,55.86,-47500,26270,11960
2000-02-28,49150,45500,110400,49.93,-32040,28020,3930
2000-02-29,47100,46500,107891,51.03,23830,-4560,-3270
2000-03-02,46550,47400,151033,52.02,13935,24290,-38225
2000-03-03,47500,45450,151437,49.88,50400,-3820,-36510
2000-03-06,47100,48300,250361,53.01,-18920,36200,-16890
2000-03-07,50000,50500,220241,55.42,-46607,43770,2767
2000-03-08,49000,50300,121460,55.2,-23110,25610,-1110
2000-03-09,49500,48100,209010,52.79,74320,-1100,-72450
2000-03-10,49800,47000,117650,51.58,29340,-27980,-1360
2000-03-13,45200,47500,182648,52.13,12750,17788,-42498
2000-03-14,46200,46900,71408,51.47,-14680,12010,-7330
2000-03-15,45600,45000,98830,49.39,32260,-8160,-24040
2000-03-16,47500,45100,82240,49.5,-1220,12070,-11150
2000-03-17,46800,46000,109790,50.48,-3100,-8780,11780
2000-03-20,45050,44700,50320,49.06,-6760,5510,910
2000-03-21,44500,44100,62230,48.4,-3930,2470,1160
2000-03-22,44900,45200,103400,49.61,21840,-30860,4220
2000-03-23,45000,44000,61220,48.29,12460,-17840,4260
2000-03-24,44000,44500,100310,48.84,10250,-13870,3620
2000-03-27,44200,44400,69260,48.73,3440,-3440,0
2000-03-28,44900,44500,132170,48.84,7010,1870,-18880
2000-03-29,44200,44500,157990,48.84,-3270,-4990,760
2000-03-30,46500,45600,318430,50.04,78940,-15700,-39960
2000-03-31,46000,48000,161430,52.68,-44440,43480,280
2000-04-03,47000,46000,228380,50.48,-70570,9710,76470
2000-04-04,45250,44900,85125,49.28,-28650,18620,9730
2000-04-06,43550,42050,130810,46.15,13500,-17650,4800
2000-04-07,42100,41000,185460,45,104150,-105130,980
2000-04-10,42500,41700,276210,45.76,104600,-129680,24560
2000-04-11,41800,41950,167840,46.04,3170,-4290,-580
2000-04-12,41500,42500,321320,46.64,-16760,-2490,-900
2000-04-14,42100,41200,193410,45.22,58440,15060,-71000
2000-04-17,39000,40000,355360,43.9,-139570,13980,136800
2000-04-18,42100,42000,215320,46.09,-31180,29000,-13260
2000-04-19,42600,41600,196250,45.65,-6750,4230,-4160
2000-04-20,41800,42000,192180,46.09,4620,-10410,-210
2000-04-21,42500,43800,215600,48.07,-69850,70180,-310
2000-04-24,44500,43000,102340,47.19,1000,-640,-290
2000-04-25,42100,43500,106870,47.74,-29790,3570,-700
2000-04-26,43500,42000,92870,46.09,-33810,28570,10140
2000-04-27,42500,41400,105320,45.44,-5760,11800,-7540
2000-04-28,41500,41700,92160,45.76,-10470,6360,4210
2000-05-02,42100,42200,91990,46.31,-3380,7720,-2010
2000-05-03,42000,42350,66290,46.48,-12070,13800,-1730
2000-05-04,41600,41600,99210,45.65,2710,12220,-4930
2000-05-08,41800,42200,85800,46.31,27130,-21010,-5120
2000-05-09,42900,44300,276870,48.62,-2540,8880,370
2000-05-10,44000,44200,106020,48.51,-11120,14750,-8960
2000-05-12,43600,42900,80940,47.08,-9440,32610,-23170
2000-05-15,41700,41300,62360,45.33,-14720,19590,-4870
2000-05-16,41000,40800,93990,44.78,27410,-170,-26820
2000-05-17,41500,40000,83680,43.9,-21850,1160,20690
2000-05-18,38100,35000,146170,38.41,36320,-13720,-22720
2000-05-19,34300,34000,133590,37.31,40590,-36380,-4210
2000-05-22,31000,28900,146680,31.72,45810,-33380,-12430
2000-05-23,27500,28000,142160,30.73,-8580,15990,-4670
2000-05-24,28000,28000,208800,30.73,43850,-15470,-29160
2000-05-25,30200,32200,242930,35.34,-7860,-33810,41090
2000-05-26,32000,30100,156550,33.03,-17800,8500,5330
2000-05-29,28500,29750,177240,32.65,30500,-29040,-1460
2000-05-30,30100,32500,169980,35.67,-12430,8440,-2600
2000-05-31,33500,33700,325860,36.98,34180,-51520,22660
2000-06-01,33000,34000,247180,37.31,-70640,95330,-24690
2000-06-02,34950,37050,342590,40.66,-45330,-114340,159970
2000-06-05,38500,39050,355150,42.86,55360,-30700,-14660
2000-06-07,39000,38800,187210,42.58,-1790,-6120,7410
2000-06-08,38800,35800,135510,39.29,36750,-31510,-5090
2000-06-09,35600,37900,139860,41.59,1780,-10780,6710
2000-06-12,37100,39400,165030,43.24,-58440,48950,-20
2000-06-13,39000,36000,61480,39.51,-8280,6780,500
2000-06-14,36950,36200,72960,39.73,31190,-31230,-1960
2000-06-15,37700,36250,84040,39.78,15650,-13970,0
2000-06-16,36250,37500,118620,41.15,-37560,-11460,47360
2000-06-19,37100,36150,67730,39.67,15750,-4970,-15320
2000-06-20,38000,37900,136080,41.59,-38530,-8690,47760
2000-06-21,36900,38000,73350,41.7,-15080,20590,-2510
2000-06-22,39700,40400,313860,44.34,-36350,10890,20550
2000-06-23,39800,42500,697640,46.64,23750,-80320,52110
2000-06-26,42500,42300,242800,46.42,-23230,10760,-5420
2000-06-27,42500,42000,144960,46.09,39080,2720,-49120
2000-06-28,43000,44000,348720,48.29,-13940,30940,-22380
2000-06-29,44900,47500,502610,52.13,-66450,-70720,147910
2000-06-30,48000,49000,240720,53.78,-17510,2360,27680
2000-07-03,49000,51400,393510,56.41,56430,-34600,-8400
2000-07-04,51000,51700,247900,56.74,-32800,-9000,69100
2000-07-05,51000,56000,546480,61.46,-30820,-46220,104370
2000-07-06,57000,55500,346610,60.91,49730,-22850,-9100
2000-07-07,56500,52000,312020,57.07,30750,-40130,5140
2000-07-10,52000,51400,225560,56.41,-16620,21650,-6750
2000-07-11,51000,52400,272600,57.51,-9720,-10270,30260
2000-07-12,51800,51700,142830,56.74,-17410,18250,-90
2000-07-13,48800,50500,219390,55.42,33990,31790,-68680
2000-07-14,50800,51200,338600,56.19,60670,-17350,-30040
2000-07-18,51000,53000,259810,58.17,-83100,45500,31580
2000-07-19,53000,50000,167890,54.87,14270,17470,-34990
2000-07-20,49000,51100,154780,56.08,-88410,40850,48430
2000-07-21,51100,51000,58860,55.97,-17930,5550,12260
2000-07-24,51000,47100,147050,51.69,-21620,37340,-11010
2000-07-25,46500,48600,153460,53.34,-39270,39040,2320
2000-07-26,49000,48500,77210,53.23,-13150,1000,15550
2000-07-27,47200,48000,52860,52.68,-23100,22060,-210
2000-07-28,47900,49000,105700,53.78,-39110,29610,10280
2000-07-31,49100,49700,59340,54.54,-22040,19100,2480
2000-08-01,51000,53800,227300,59.04,-50180,-19720,72670
2000-08-02,53800,54200,185590,59.48,-47130,-18570,59550
2000-08-03,54500,54300,117160,59.59,-28840,-22120,61560
2000-08-04,54000,54400,87420,59.7,-11220,-15890,30340
2000-08-07,54400,53100,85360,58.28,-24330,-7770,34300
2000-08-08,53000,52000,97080,57.07,-18800,14870,3370
2000-08-09,52000,53000,156750,58.17,-48320,-13920,61900
2000-08-10,53800,54300,81280,59.59,-11460,-2930,14590
2000-08-11,53500,56900,217600,62.45,-49300,13090,35660
2000-08-14,57500,57000,124160,62.56,-5180,-26680,28060
2000-08-16,56700,60000,257640,65.85,-42160,-48250,91740
2000-08-17,61000,62500,715260,68.59,-124470,-344870,448740
2000-08-18,63500,62900,173670,69.03,-27910,-72020,102080
2000-08-21,62900,62600,117730,68.7,-23410,-12350,36460
2000-08-22,62500,60200,206980,66.07,20460,21840,-42470
2000-08-23,58000,56600,486810,62.12,-46460,-31460,103550
2000-08-24,56100,57000,326570,62.56,4450,-37910,34150
2000-08-25,56500,56900,130060,62.45,-49010,25330,32880
2000-08-28,55800,56600,110440,62.12,-32630,4150,28880
2000-08-29,56500,57100,93540,62.67,-4800,4630,-10
2000-08-30,56800,56900,71330,62.45,-6760,-640,7550
2000-08-31,56900,55200,76870,60.58,-24890,-3470,28420
2000-09-01,55000,55200,39710,60.58,-11690,4180,7110
2000-09-04,55200,55400,51270,60.8,-11770,2570,9000
2000-09-05,55100,56600,102360,62.12,-15980,23590,-7670
2000-09-06,56500,56000,44970,61.46,-12850,-50,12500
2000-09-07,56100,57300,148950,62.88,-27490,-31800,69470
2000-09-08,57300,57400,82820,62.99,-12040,6600,5420
2000-09-14,57400,57400,131680,62.99,-12000,-22890,38160
2000-09-15,57400,58900,311270,64.64,-9200,-32850,43850
2000-09-18,58900,55400,160430,60.8,-12020,14400,130
2000-09-19,55000,55000,175910,60.36,-15860,570,23670
2000-09-20,57500,56700,143440,62.23,-16390,2170,13830
2000-09-21,58300,61500,565535,67.49,-152050,-93440,243740
2000-09-22,62500,58700,321810,64.42,-51230,-79180,127260
2000-09-25,59900,63500,225940,69.69,1390,-94350,97660
2000-09-26,64500,64000,183740,70.24,-47270,-55760,102600
2000-09-27,63000,63000,200200,69.14,4510,-17980,18820
2000-09-28,63900,61000,115749,66.95,-10201,-1320,16071
2000-09-29,61700,60500,79590,66.4,-2480,-1830,5470
2000-10-02,59000,59000,96990,64.75,-3100,11620,-7520
2000-10-04,58100,59300,228011,65.08,20050,48290,-65290
2000-10-05,59000,58600,104250,64.31,-17580,14890,2690
2000-10-06,58500,57600,138130,63.21,10580,-16830,5840
2000-10-09,57500,54800,239280,60.14,49380,35890,-86190
2000-10-10,54900,57000,237081,62.56,-17579,-13410,33009
2000-10-11,57000,59500,204280,65.3,-43550,-34940,79150
2000-10-12,58800,58000,146028,63.65,-19570,11782,6738
2000-10-13,52000,57400,118960,62.99,-4640,15480,-10430
2000-10-16,58000,57000,97411,62.56,-3490,3550,280
2000-10-17,55600,52000,72190,57.07,-8700,31460,-22960
2000-10-18,52000,53000,92946,58.17,2360,12310,-14670
2000-10-19,51000,50900,81210,55.86,13990,15780,-29570
2000-10-20,50900,53300,133380,58.5,2800,-1880,-4990
2000-10-23,51600,51400,43986,56.41,-510,-9120,-390
2000-10-24,51900,51800,245650,56.85,44290,44730,-103270
2000-10-25,52400,51900,128370,56.96,-17230,32490,-17040
2000-10-26,52200,50500,60490,55.42,-1320,11930,-10700
2000-10-27,49800,50000,67210,54.87,-17260,31390,-13900
2000-10-30,50000,50000,191140,54.87,-25500,9580,16440
2000-10-31,50500,52400,122120,57.51,-18790,270,20210
2000-11-01,53400,59200,200660,64.97,-77390,-20190,92360
2000-11-02,58600,57700,266410,63.32,21670,-75400,40250
2000-11-03,57700,55000,313710,60.36,45150,-79350,34250
2000-11-06,54500,55200,121220,60.58,-6700,16340,-13930
2000-11-07,55200,54100,112000,59.37,16960,-10640,-6760
2000-11-08,53700,54200,100650,59.48,-9760,16630,-7550
2000-11-09,54000,55000,69220,60.36,3210,7720,-10490
2000-11-10,54200,53900,107540,59.15,10670,22440,-32060
2000-11-13,51900,51000,111310,55.97,48310,-13670,-34850
2000-11-14,51000,51900,112902,56.96,20158,-28038,9010
2000-11-15,54100,55700,183242,61.13,-50098,-8002,64550
2000-11-16,55700,54600,88990,59.92,-9680,-37400,45060
2000-11-17,54200,55000,46120,60.36,-13500,-8250,23270
2000-11-20,52500,53400,48340,58.6,-17860,10630,5310
2000-11-21,53500,51800,100550,56.85,28470,25830,-53650
2000-11-22,52000,51800,63970,56.85,7280,2280,-8610
2000-11-23,51000,50500,80677,55.42,2240,26110,-27900
2000-11-24,50200,50800,107170,55.75,26460,33090,-59160
2000-11-27,51800,52400,56630,57.51,-8010,11000,-2990
2000-11-28,52200,52000,36820,57.07,-10520,10650,0
2000-11-29,51000,51200,61710,56.19,-4650,14000,-9020
2000-11-30,52500,52000,72870,57.07,-15765,5085,10780
2000-12-01,50000,53800,113885,59.04,-23570,-20770,44540
2000-12-04,54500,54300,123660,59.59,-28880,-24370,53800
2000-12-05,54500,55500,154422,60.91,-30558,-27012,57470
2000-12-06,56500,55500,254280,60.91,-86880,-24580,111720
2000-12-07,53600,54900,49550,60.25,-22740,-6590,29670
2000-12-08,54400,54000,47475,59.26,-11365,-10695,21840
2000-12-11,54000,55000,120297,60.36,-29800,-26910,63360
2000-12-12,55400,54000,45670,59.26,3100,-18070,14530
2000-12-13,54000,54000,48600,59.26,660,16730,-15220
2000-12-14,53700,53000,65990,58.17,15170,-33870,19860
2000-12-15,53000,52000,74460,57.07,13720,-10680,-2990
2000-12-18,53000,52000,80435,57.07,7070,13750,-20870
2000-12-19,52000,51000,62070,55.97,13650,-14780,1550
2000-12-20,50100,48200,145040,52.9,13600,87060,-106030
2000-12-21,47000,46600,77560,51.14,4740,18140,-22430
2000-12-22,46800,45000,60530,49.39,7810,-7950,2780
2000-12-26,45000,45100,49640,49.5,14810,-11430,200
2001-01-02,41000,45850,34860,13.46,-3240,-3660,5260
2001-01-03,44100,45350,43939,13.31,2150,16530,-18180
2001-01-04,48000,48000,232510,14.09,-4680,54530,-67350
2001-01-05,47550,50000,260330,14.68,-24190,38060,12590
2001-01-08,49950,51000,113870,14.97,-23480,65510,-36580
2001-01-09,50500,50900,104350,14.94,-2380,18500,-16560
2001-01-10,52000,51900,134310,15.24,-25150,-64670,89740
2001-01-11,52900,50000,62560,14.68,3880,-14630,11740
2001-01-12,55000,53000,109040,15.56,-30240,-22580,52500
2001-01-15,55700,55900,139740,16.41,-11450,-60360,53110
2001-01-16,56500,59200,198170,17.38,-51660,-2650,76960
2001-01-17,60000,59300,263801,17.41,-72580,-105290,181890
2001-01-18,59000,59000,96400,17.32,-10720,2610,8090
2001-01-19,59300,58600,220190,17.2,-20220,-33370,53620
2001-01-22,59400,58500,91530,17.17,13570,25620,-49190
2001-01-26,60000,57500,33010,16.88,-6960,-11900,19100
2001-01-29,57200,59400,40880,17.44,-8640,740,8030
2001-01-30,60200,62000,167152,18.2,-46080,-49540,96050
2001-01-31,64000,62900,66080,18.47,-22290,-12850,35090
2001-02-01,64000,65500,246730,19.23,-77530,-75960,172700
2001-02-02,65100,62900,145500,18.47,7340,-41650,34430
2001-02-05,58200,59700,162540,17.53,-3210,32570,-39300
2001-02-06,60000,61200,70640,17.97,-2860,-6040,8840
2001-02-07,61500,60900,45780,17.88,-2790,5940,-2670
2001-02-08,61900,61500,278812,18.05,-4052,153294,-149402
2001-02-09,61400,62000,48370,18.2,-3510,22290,-18840
2001-02-12,60900,61800,35070,18.14,730,7370,-8380
2001-02-13,62500,63700,48840,18.7,-21120,-2970,24040
2001-02-14,65900,68600,179230,20.14,-63990,-26980,105670
2001-02-15,70500,68700,58910,20.17,-12530,-10970,24430
2001-02-16,68500,65500,77760,19.23,590,-16420,15890
2001-02-19,67400,65900,22650,19.35,6780,-10300,4240
2001-02-20,64500,69000,42104,20.26,-11687,-13083,24610
2001-02-21,68600,72000,200580,21.14,-34350,-16530,60420
2001-02-22,72000,68500,149410,20.11,6020,50530,-61300
2001-02-23,68600,68500,59943,20.11,150,7357,-7587
2001-02-26,69800,70000,24180,20.55,-3520,-380,3720
2001-02-27,71000,72000,119040,21.14,-27960,-29650,57770
2001-02-28,69000,70000,54662,20.55,-3764,27344,-23640
2001-03-02,72000,69500,68213,20.4,8017,-11560,4283
2001-03-05,69400,70000,63533,20.55,-6237,6683,-1176
2001-03-06,70500,71700,91280,21.05,-15130,-34690,78140
2001-03-07,72500,71200,51830,20.9,-730,-15870,16960
2001-03-08,70800,71900,48970,21.11,-6530,-780,6830
2001-03-09,72300,70000,40360,20.55,6120,4730,-9440
2001-03-12,69800,69700,23850,20.46,-7860,-2280,8290
2001-03-13,68100,68500,26470,20.11,-7350,-1550,8520
2001-03-14,69200,69000,76100,20.26,3650,-8524,4794
2001-03-15,67000,67800,28080,19.9,2170,-2560,-450
2001-03-16,67500,67000,32740,19.67,4830,8580,-13350
2001-03-19,65000,67400,56640,19.79,-2300,6990,-3670
2001-03-20,69000,67400,22150,19.79,-4060,3940,210
2001-03-21,65600,67700,27440,19.87,-2420,980,690
2001-03-22,66700,67500,17590,19.82,-1030,4280,-2250
2001-03-23,67600,66500,42210,19.52,-9750,15070,-5840
2001-03-26,66400,66500,55570,19.52,7860,-4060,-4470
2001-03-27,67000,70000,44690,20.55,-12390,-17410,29100
2001-03-28,69800,68500,25890,20.11,1210,-5270,4060
2001-03-29,68300,67300,17970,19.76,-3030,3340,430
2001-03-30,68000,68300,57900,20.05,-4750,-33110,37440
2001-04-02,67500,68900,9050,20.23,-5280,400,4860
2001-04-03,68500,66500,54837,19.52,117,13640,-18197
2001-04-04,65500,64000,92230,18.79,9390,9450,-19200
2001-04-06,64000,65300,115213,19.17,4500,-35307,31817
2001-04-09,65500,65900,37193,19.35,-2380,-10520,16000
2001-04-10,60000,62000,56310,18.2,18250,21860,-41750
2001-04-11,63100,67000,70580,19.67,-14990,-15140,32340
2001-04-12,68500,68000,42710,19.96,-4610,-19730,26500
2001-04-13,68000,68500,23791,20.11,-2070,760,2190
2001-04-16,69700,67000,15940,19.67,850,-1730,2210
2001-04-17,67000,66200,15812,19.43,2296,-1686,2820
2001-04-18,67000,68500,39699,20.11,-200,-6170,7330
2001-04-19,72000,71000,128973,20.84,-13443,-39567,50530
2001-04-20,71000,71000,40536,20.84,-9286,24246,-16120
2001-04-23,69500,70000,59064,20.55,-982,-6158,5210
2001-04-24,70000,70000,15381,20.55,-3267,4817,-1410
2001-04-25,70600,72000,46920,21.14,-12350,5850,-2100
2001-04-26,72000,73000,92470,21.43,-16747,-32123,55590
2001-04-27,74000,75300,139200,22.11,-55666,-11224,77190
2001-04-30,76500,79500,98530,23.34,-38080,-29320,67400
2001-05-02,79500,76100,145068,22.34,24068,3411,-30269
2001-05-03,77000,78500,128271,23.05,-9550,-48970,60190
2001-05-04,79000,80900,123871,23.75,-28500,-8320,62830
2001-05-07,80900,80800,39182,23.72,-17630,6470,12040
2001-05-08,81700,82000,265898,24.07,-32647,10054,20925
2001-05-09,82300,80000,92980,23.49,-7292,-12560,19332
2001-05-10,80000,82000,70525,24.07,-9015,11690,-105
2001-05-11,82000,84800,84820,24.89,-23946,-4209,29475
2001-05-14,84500,80900,59542,23.75,7028,-2808,-3460
2001-05-15,79300,73500,329574,21.58,114314,104310,-219984
2001-05-16,75700,74300,226990,21.81,3865,-2500,6135
2001-05-17,78000,81000,171917,23.78,-78761,-7580,86971
2001-05-18,81000,81200,81741,23.84,-25461,-1479,27030
2001-05-21,80000,80200,133080,23.54,179,-6269,5720
2001-05-22,80200,79700,69727,23.4,8560,-9470,3100
2001-05-23,81000,79800,47771,23.43,-9750,5240,4360
2001-05-24,81000,80400,49111,23.6,-4961,3610,-12729
2001-05-25,83400,85000,91187,24.95,-50297,-1180,50507
2001-05-28,86000.0,85000.0,46819.0,24.95,-15570,950,14120
2001-05-29,85500.0,87900.0,41927.0,25.8,-16590,-960,16210
2001-05-30,87800.0,87700.0,28400.0,25.75,-1320,-5040,7040
2001-05-31,86700.0,87900.0,66422.0,25.8,-9930,9980,1240
2001-06-01,88500.0,86000.0,64400.0,25.25,3180,-13870,10800
2001-06-04,87000.0,89000.0,68713.0,26.13,-16493,1213,15570
2001-06-05,88900.0,88900.0,90364.0,26.1,-15070,-3320,19760
2001-06-07,89000.0,91500.0,100540.0,26.86,-10340,-3340,20510
2001-06-08,91500.0,91800.0,94860.0,26.95,-3400,-13440,14610
2001-06-11,90000.0,89100.0,31480.0,26.16,6430,-13990,8800
2001-06-12,89000.0,87600.0,22521.0,25.72,1940,-3420,800
2001-06-13,87100.0,86300.0,135540.0,25.33,34730,24120,-58620
2001-06-14,88000.0,89000.0,156610.0,26.13,-10720,-15320,26800
2001-06-15,89000.0,90500.0,98804.0,26.57,-3710,16870,-11830
2001-06-18,92000.0,94100.0,145052.0,27.62,-47870,-42510,94140
2001-06-19,93500.0,91800.0,45276.0,26.95,-2400,13630,-13060
2001-06-20,90900.0,93500.0,111369.0,27.45,-19230,-22780,41730
2001-06-21,94600.0,98000.0,145927.0,28.77,-44716,-25660,73739
2001-06-22,97500.0,96000.0,125111.0,28.18,7340,-1120,-8320
2001-06-25,96000.0,98600.0,62862.0,28.95,-10770,380,10870
2001-06-26,98000.0,96000.0,76707.0,28.18,-1465,-1080,2455
2001-06-27,96500.0,96100.0,55579.0,28.21,-2120,-12330,11510
2001-06-28,96000.0,99400.0,80770.0,29.18,-26940,-16480,43020
2001-06-29,96000.0,94000.0,204620.0,27.6,25610,36580,-64420
2001-07-02,92100.0,89800.0,112836.0,26.36,24569,2890,-26849
2001-07-03,90500.0,90500.0,154125.0,26.57,11445,-59150,47565
2001-07-04,88000.0,90000.0,79518.0,26.42,-3802,11032,-6750
2001-07-05,91800.0,92000.0,70496.0,27.01,-19714,-2066,21060
2001-07-06,92000.0,95000.0,94200.0,27.89,-28599,850,29339
2001-07-09,95100.0,95000.0,51841.0,27.89,-11570,-940,11520
2001-07-10,93000.0,94000.0,23889.0,27.6,-9360,6240,3060
2001-07-11,93700.0,97300.0,53870.0,28.56,-21240,-9700,31130
2001-07-12,97000.0,95100.0,59401.0,27.92,-6300,-2840,12850
2001-07-13,97000.0,97000.0,31066.0,28.48,-4455,-14075,19160
2001-07-16,97000.0,99600.0,52912.0,29.24,-15058,11260,3668
2001-07-18,99600.0,99900.0,94569.0,29.33,-20687,6407,17480
2001-07-19,99900.0,99800.0,71095.0,29.3,-4094,-5440,9264
2001-07-20,98000.0,97200.0,92800.0,28.53,1920,-32860,31690
2001-07-23,96900.0,96100.0,88140.0,28.21,-3375,-12620,15845
2001-07-24,90500.0,94000.0,91802.0,27.6,3165,1049,-4574
2001-07-25,94000.0,95000.0,52441.0,27.89,-3769,-711,5110
2001-07-26,95000.0,94500.0,58060.0,27.74,6620,11430,-18160
2001-07-27,94500.0,96500.0,21992.0,28.33,-8058,-120,8198
2001-07-30,98000.0,96100.0,22050.0,28.21,-550,-6120,7130
2001-07-31,96100.0,96100.0,45432.0,28.21,-6320,10590,-5270
2001-08-01,96100.0,97000.0,52952.0,28.48,1220,6190,-5840
2001-08-02,99000.0,105000.0,111320.0,30.82,-36560,-1440,40620
2001-08-03,102000.0,105500.0,64810.0,30.97,-13400,11850,1900
2001-08-06,105000.0,102000.0,26870.0,29.94,-3080,-3300,6470
2001-08-07,105000.0,107500.0,42211.0,31.56,-7350,-13000,21130
2001-08-08,107000.0,106500.0,32825.0,31.26,-2090,-1440,3620
2001-08-09,105000.0,99700.0,73500.0,29.27,20660,18810,-39610
2001-08-10,100000.0,98100.0,121870.0,28.8,19040,39160,-58950
2001-08-13,98500.0,95800.0,63460.0,28.12,28550,590,-29740
2001-08-14,94300.0,96100.0,50261.0,28.21,3501,970,-5131
2001-08-16,95500.0,99500.0,62250.0,29.21,970,-4690,3710
2001-08-17,98000.0,100000.0,62356.0,29.36,-16480,-14880,30480
2001-08-20,99500.0,98300.0,32220.0,28.86,-3190,-2620,5970
2001-08-21,98000.0,98400.0,42159.0,28.89,1901,3750,-8800
2001-08-22,98000.0,98000.0,58723.0,28.77,-12927,14240,-2474
2001-08-23,98100.0,96500.0,89870.0,28.33,11180,-3430,-8570
2001-08-24,95200.0,93000.0,110939.0,27.3,48900,21190,-64730
2001-08-27,92000.0,89000.0,199610.0,26.13,73670,58890,-132680
2001-08-28,89000.0,89000.0,100435.0,26.13,28480,22210,-50700
2001-08-29,88000.0,86000.0,182340.0,25.25,16720,63400,-80410
2001-08-30,85000.0,89000.0,172890.0,26.13,-17650,180,18120
2001-08-31,87200.0,90000.0,126690.0,26.42,-33664,-31400,65004
2001-09-03,89600.0,90000.0,53011.0,26.42,-7009,-6901,13160
2001-09-04,89500.0,91000.0,27716.0,26.71,-5990,1960,3930
2001-09-05,91000.0,94000.0,111190.0,27.6,-39570,-28410,69280
2001-09-06,94900.0,95900.0,86480.0,28.15,-23790,-34220,6040
2001-09-07,94100.0,96000.0,19870.0,28.18,-4130,1550,2910
2001-09-10,96000.0,94000.0,18374.0,27.6,-1010,-8020,9600
2001-09-11,94000.0,92500.0,57275.0,27.16,-755,-26860,27575
2001-09-12,87000.0,87000.0,85790.0,25.54,-19230,-19340,35820
2001-09-13,88500.0,95000.0,73850.0,27.89,-14180,-21290,36270
2001-09-14,93000.0,92000.0,49835.0,27.01,-18925,3410,15725
2001-09-17,88000.0,92000.0,29340.0,27.01,-7219,11020,-4431
2001-09-18,95000.0,92000.0,67390.0,27.01,950,1520,-2890
2001-09-19,90000.0,90700.0,115200.0,26.63,29070,27130,-55860
2001-09-20,88000.0,89800.0,34391.0,26.36,9341,-4081,-4910
2001-09-21,87100.0,87000.0,64485.0,25.54,2720,-4650,2170
2001-09-24,84200.0,85500.0,64420.0,25.1,1550,12320,-14930
2001-09-25,86200.0,82000.0,59630.0,24.07,18130,-16420,-1570
2001-09-26,82500.0,84300.0,44045.0,24.75,-950,-12730,13370
2001-09-27,84000.0,88500.0,84555.0,25.98,-19240,-26970,45750
2001-09-28,88500.0,92000.0,72424.0,27.01,-25970,-20260,47130
2001-10-04,96000.0,93900.0,88750.0,27.57,-9190,-27670,37070
2001-10-05,95000.0,94300.0,62490.0,27.68,-6910,-41580,48490
2001-10-08,91600.0,90400.0,34706.0,26.54,4649,2841,-9420
2001-10-09,90000.0,92500.0,24110.0,27.16,-2610,-7440,9730
2001-10-10,90100.0,93500.0,26530.0,27.45,-2670,1310,1460
2001-10-11,95400.0,95000.0,50510.0,27.89,-9282,13502,-2910
2001-10-12,95000.0,95000.0,21970.0,27.89,-400,1570,-2730
2001-10-15,92500.0,96000.0,11670.0,28.18,-7383,6073,1200
2001-10-16,95900.0,96900.0,16980.0,28.45,-7090,1590,5500
2001-10-17,96900.0,94000.0,35036.0,27.6,14006,-5697,-8099
2001-10-18,95000.0,91900.0,78892.0,26.98,16071,-3811,-12260
