Symbol,보령제약_시가(원),보령제약_종가(원),보령제약_거래량(주),보령제약_PER(IFRS-연결),보령제약_순매수수량(개인)(주),보령제약_순매수수량(기관계)(주),보령제약_순매수수량(외국인계)(주)
2004-12-01,11100.0,10700.0,97918.0,5.29,-10870,-30,-100
2004-12-02,11050.0,10900.0,115784.0,5.38,-2500,2160,0
2004-12-03,11000.0,10400.0,66509.0,5.14,-2080,2080,0
2004-12-06,10550.0,10400.0,65551.0,5.14,200,0,300
2004-12-07,10300.0,10600.0,108903.0,5.24,-10180,13480,-300
2004-12-08,10600.0,10550.0,50663.0,5.21,-5990,5990,0
2004-12-09,10700.0,10700.0,55500.0,5.29,0,0,0
2004-12-10,10650.0,11450.0,373140.0,5.66,-86,-114,0
2004-12-13,11700.0,11500.0,244470.0,5.68,4963,-5023,60
2004-12-14,11500.0,11100.0,98725.0,5.48,-9940,10000,-60
2004-12-15,11100.0,10700.0,65123.0,5.29,0,0,0
2004-12-16,10700.0,10750.0,50113.0,5.31,-191,-9,200
2004-12-17,11050.0,11250.0,176445.0,5.56,9751,-9651,-100
2004-12-20,11350.0,11800.0,456045.0,5.83,-18200,0,18200
2004-12-21,12100.0,12150.0,192270.0,6.0,1350,-10,0
2004-12-22,11900.0,11800.0,77651.0,5.83,29,-29,0
2004-12-23,11700.0,11700.0,92632.0,5.78,170,-20,-150
2004-12-24,11600.0,11200.0,53840.0,5.53,-140,-10,150
2004-12-27,11450.0,11000.0,79962.0,5.43,0,0,0
2004-12-28,11000.0,10650.0,28940.0,5.26,0,0,0
2004-12-29,10400.0,10700.0,24912.0,5.29,3790,-3790,0
2004-12-30,10600.0,11000.0,26056.0,5.43,-8790,8790,0
2005-01-03,11150.0,11350.0,43179.0,3.71,6169,-5869,-300
2005-01-04,11450.0,11050.0,22615.0,3.61,0,0,0
2005-01-05,11100.0,11500.0,42810.0,3.76,200,0,0
2005-01-06,11500.0,11500.0,67760.0,3.76,-4500,4500,0
2005-01-07,11650.0,11800.0,42880.0,3.86,-9000,0,9000
2005-01-10,12200.0,13550.0,321414.0,4.43,-32340,0,42340
2005-01-11,13800.0,14000.0,403273.0,4.58,-44158,-6150,49978
2005-01-12,14000.0,13350.0,96581.0,4.37,360,-30,0
2005-01-13,13400.0,13550.0,48710.0,4.43,-30,30,0
2005-01-14,13500.0,14700.0,195737.0,4.81,-30140,-10020,40160
2005-01-17,15000.0,14800.0,64716.0,4.84,3014,-3014,0
2005-01-18,14950.0,14600.0,31962.0,4.78,1040,-1040,0
2005-01-19,14650.0,14100.0,36420.0,4.61,-2990,2990,0
2005-01-20,14250.0,13800.0,43520.0,4.51,0,0,0
2005-01-21,13700.0,13650.0,25243.0,4.46,18,-18,0
2005-01-24,13650.0,13850.0,45624.0,4.53,0,0,0
2005-01-25,14100.0,14000.0,48210.0,4.58,0,0,0
2005-01-26,14100.0,14500.0,171660.0,4.74,19700,-14700,0
2005-01-27,14600.0,13850.0,78230.0,4.53,18830,-18830,0
2005-01-28,13850.0,13750.0,43300.0,4.5,13860,0,-13860
2005-01-31,13750.0,13750.0,66080.0,4.5,19420,0,-19420
2005-02-01,13750.0,13700.0,51180.0,4.48,12887,-8,-12879
2005-02-02,13700.0,14050.0,48621.0,4.6,0,0,0
2005-02-03,14200.0,14100.0,36344.0,4.61,-70,0,70
2005-02-04,14000.0,13800.0,47014.0,4.51,19159,0,-19159
2005-02-07,13950.0,14200.0,72310.0,4.64,27000,0,-27000
2005-02-11,14200.0,14350.0,67944.0,4.69,21970,-180,-23290
2005-02-14,14700.0,14850.0,96980.0,4.86,16580,0,-16980
2005-02-15,14900.0,15200.0,68477.0,4.97,-960,-40,1000
2005-02-16,15200.0,15150.0,36366.0,4.95,30,-30,0
2005-02-17,15500.0,15350.0,93589.0,5.02,-2890,-10,0
2005-02-18,15150.0,15050.0,32700.0,4.92,860,0,-960
2005-02-21,15150.0,15150.0,53383.0,4.95,-3590,-10,0
2005-02-22,15300.0,15250.0,59306.0,4.99,-5180,-20,0
2005-02-23,15000.0,15200.0,55040.0,4.97,27010,-27010,0
2005-02-24,15100.0,15400.0,56372.0,5.04,27000,-27000,0
2005-02-25,15500.0,15750.0,62315.0,5.15,15760,-16020,260
2005-02-28,15800.0,16000.0,29266.0,5.23,4,-4,0
2005-03-02,16350.0,15900.0,32535.0,5.2,0,0,0
2005-03-03,15800.0,15600.0,21750.0,5.1,-70,-30,0
2005-03-04,15850.0,15800.0,24470.0,5.17,-5870,4660,1110
2005-03-07,15800.0,15350.0,21252.0,5.02,-240,-10,150
2005-03-08,15500.0,14900.0,37410.0,4.87,-3400,0,3400
2005-03-09,14700.0,14950.0,12212.0,4.89,-1170,-20,1190
2005-03-10,14900.0,14600.0,8960.0,4.78,-850,-10,860
2005-03-11,14550.0,14900.0,23871.0,4.87,-3960,0,3960
2005-03-14,15200.0,15400.0,16940.0,5.04,-2350,0,2350
2005-03-15,15400.0,15300.0,171890.0,5.0,-153070,-10,9150
2005-03-16,15300.0,15300.0,18850.0,5.0,-10170,4070,6100
2005-03-17,15300.0,15450.0,22412.0,5.05,-3700,1300,2400
2005-03-18,15300.0,15600.0,15780.0,5.1,-4960,-10,1970
2005-03-21,15400.0,15050.0,10810.0,4.92,-2270,970,1300
2005-03-22,15000.0,15200.0,6050.0,4.97,-3150,2340,810
2005-03-23,15350.0,14950.0,11670.0,4.89,-5360,1160,4200
2005-03-24,14950.0,14800.0,18090.0,4.84,-6510,4510,2000
2005-03-25,14900.0,15000.0,9320.0,4.91,-1000,200,800
2005-03-28,15000.0,15100.0,13111.0,4.94,-1869,329,1540
2005-03-29,15000.0,14900.0,15281.0,4.87,-7879,6179,1700
2005-03-30,15000.0,15050.0,6030.0,4.92,-830,230,600
2005-03-31,15200.0,15150.0,15542.0,4.95,-2020,690,1330
2005-04-01,15000.0,15200.0,7990.0,4.97,-390,0,390
2005-04-04,15500.0,15150.0,6370.0,4.95,-1870,1160,710
2005-04-06,15150.0,15400.0,15060.0,5.04,-1930,70,1860
2005-04-07,15400.0,15550.0,20355.0,5.09,-3545,995,2550
2005-04-08,15700.0,16650.0,55170.0,5.45,-13720,210,13510
2005-04-11,16900.0,17550.0,100530.0,5.74,-8554,5194,3360
2005-04-12,17850.0,17600.0,35822.0,5.76,-580,540,40
2005-04-13,17800.0,17550.0,29790.0,5.74,-9510,6010,3500
2005-04-14,17500.0,17150.0,15911.0,5.61,-1310,1210,100
2005-04-15,17000.0,17200.0,45290.0,5.63,-10940,5880,5560
2005-04-18,16800.0,16350.0,23360.0,5.35,1240,1760,0
2005-04-19,16400.0,16350.0,14970.0,5.35,-2490,2290,200
2005-04-20,16600.0,16600.0,20230.0,5.43,1100,0,-1100
2005-04-21,16400.0,16400.0,10492.0,5.36,-620,0,620
2005-04-22,16600.0,16500.0,8590.0,5.4,-100,0,100
2005-04-25,16300.0,16650.0,10650.0,5.45,-800,190,610
2005-04-26,16900.0,17550.0,26271.0,5.74,-185,0,185
2005-04-27,17500.0,17100.0,23190.0,5.59,-1050,1050,0
2005-04-28,17050.0,16900.0,18350.0,5.53,-2750,1750,0
2005-04-29,16550.0,17100.0,21320.0,5.59,-10000,0,10000
2005-05-02,17200.0,17750.0,29450.0,5.81,-2260,2250,10
2005-05-03,17700.0,16900.0,27810.0,5.53,-4700,1700,3000
2005-05-04,16900.0,17000.0,19700.0,5.56,-700,580,120
2005-05-06,17000.0,16900.0,28872.0,5.53,-390,100,290
2005-05-09,16900.0,16600.0,10800.0,5.43,-1900,920,980
2005-05-10,16600.0,16000.0,13010.0,5.23,-70,0,70
2005-05-11,15750.0,15950.0,10190.0,5.22,1490,440,-1930
2005-05-12,15850.0,15800.0,10360.0,5.17,-610,610,0
2005-05-13,16000.0,15950.0,10220.0,5.22,-2740,240,2500
2005-05-16,16300.0,15950.0,7500.0,5.22,-1460,360,1100
2005-05-17,15950.0,15550.0,9330.0,5.09,-1110,1110,0
2005-05-18,15450.0,15700.0,9350.0,5.14,1280,570,-1850
2005-05-19,15900.0,15750.0,6460.0,5.15,-540,540,0
2005-05-20,15700.0,15800.0,6370.0,5.17,2300,0,-2200
2005-05-23,15600.0,15550.0,14521.0,5.09,6811,-1831,-4980
2005-05-24,15550.0,15500.0,5990.0,5.07,1880,0,-1880
2005-05-25,15300.0,15850.0,19710.0,5.18,360,4490,-4850
2005-05-26,15850.0,16200.0,12606.0,5.3,-360,300,80
2005-05-27,15900.0,16500.0,36477.0,5.4,-4420,4420,0
2005-05-30,16800.0,16450.0,72850.0,5.38,-2270,2770,0
2005-05-31,16700.0,16600.0,16975.0,5.43,-2500,2000,0
2005-06-01,16800.0,16450.0,17750.0,5.38,0,0,0
2005-06-02,16400.0,16900.0,23270.0,5.53,-810,800,10
2005-06-03,17300.0,17550.0,75140.0,5.74,-17590,2350,14990
2005-06-07,18050.0,18600.0,86680.0,6.08,4110,-15600,9000
2005-06-08,18700.0,18550.0,67860.0,6.07,-32840,19170,10000
2005-06-09,18550.0,19700.0,86990.0,6.44,-32730,37280,0
2005-06-10,19700.0,21550.0,156720.0,7.05,-48210,8130,30000
2005-06-13,22150.0,21600.0,47480.0,7.07,-8030,7930,100
2005-06-14,22000.0,22200.0,103292.0,7.26,-6840,-4960,20000
2005-06-15,22200.0,22450.0,76033.0,7.34,12153,-3403,-50
2005-06-16,22050.0,21300.0,32103.0,6.97,2320,3000,-5320
2005-06-17,21100.0,22300.0,46740.0,7.29,-18570,11070,7500
2005-06-20,22200.0,22000.0,29950.0,7.2,-270,2370,-1100
2005-06-21,21900.0,21600.0,15870.0,7.07,-5580,3580,2000
2005-06-22,21000.0,21750.0,43220.0,7.11,1210,-15460,910
2005-06-23,21500.0,23050.0,99012.0,7.54,-19963,-4510,27020
2005-06-24,22600.0,25250.0,173760.0,8.26,-28710,6470,21500
2005-06-27,26000.0,26000.0,64727.0,8.5,327,-16527,10100
2005-06-28,25900.0,25550.0,74010.0,8.36,16230,-37440,19210
2005-06-29,25450.0,26600.0,92067.0,8.7,-163,-1837,0
2005-06-30,27100.0,28500.0,166910.0,9.32,-42610,-16490,56600
2005-07-01,28150.0,30050.0,86949.0,9.83,-18230,-10860,17550
2005-07-04,29900.0,31800.0,162030.0,10.4,13780,-15410,46210
2005-07-05,32800.0,32400.0,154492.0,10.6,-37680,-21290,61000
2005-07-06,31700.0,30000.0,137320.0,9.81,-18060,3390,8520
2005-07-07,29450.0,29700.0,61178.0,9.71,-5280,-5530,11410
2005-07-08,29100.0,28000.0,79830.0,9.16,-12540,3800,4240
2005-07-11,27500.0,28000.0,25770.0,9.16,-4060,2610,1450
2005-07-12,27950.0,29800.0,54780.0,9.75,-34340,33790,-1450
2005-07-13,29300.0,29000.0,26898.0,9.49,-7040,9400,-2360
2005-07-14,28900.0,28400.0,37908.0,9.29,200,1800,-10000
2005-07-15,28200.0,28800.0,27098.0,9.42,1974,4666,-7640
2005-07-18,29750.0,28000.0,40127.0,9.16,12720,2280,-15000
2005-07-19,28000.0,27300.0,38471.0,8.93,4280,10720,-15000
2005-07-20,27000.0,26400.0,59694.0,8.63,5839,16900,-28189
2005-07-21,26000.0,25800.0,32090.0,8.44,-5920,5920,0
2005-07-22,25100.0,24900.0,51960.0,8.14,13410,10720,-14130
2005-07-25,24900.0,25200.0,49790.0,8.24,14770,-17110,1340
2005-07-26,25300.0,25200.0,20090.0,8.24,2500,-2500,0
2005-07-27,24850.0,24400.0,32956.0,7.98,9180,-12300,120
2005-07-28,24450.0,24150.0,48550.0,7.9,13700,6630,-19330
2005-07-29,24100.0,24500.0,33910.0,8.01,-6240,7190,-950
2005-08-01,25000.0,23800.0,19630.0,7.78,-400,0,-600
2005-08-02,23600.0,24600.0,25899.0,8.05,-5070,5000,70
2005-08-03,25000.0,24850.0,54314.0,8.13,-5520,1500,3520
2005-08-04,25550.0,24650.0,64102.0,8.06,7621,-121,-7500
2005-08-05,24700.0,23850.0,20240.0,7.8,-3710,330,0
2005-08-08,23200.0,23150.0,24480.0,7.57,9000,2000,-6000
2005-08-09,23200.0,23500.0,31860.0,7.69,-2680,7690,-5010
2005-08-10,23500.0,23850.0,64187.0,7.8,4746,3524,-770
2005-08-11,24100.0,24200.0,28777.0,7.92,-11272,13472,0
2005-08-12,24200.0,25950.0,75288.0,8.49,-21790,19490,0
2005-08-16,26200.0,26000.0,79231.0,8.5,-8527,11327,0
2005-08-17,26400.0,26800.0,73400.0,8.77,-11511,12431,5000
2005-08-18,27500.0,27200.0,100440.0,8.9,-15840,3020,15000
2005-08-19,26900.0,26850.0,53570.0,8.78,-27550,5900,4900
2005-08-22,26500.0,27300.0,56270.0,8.93,-24470,15990,10680
2005-08-23,27500.0,28200.0,51008.0,9.22,-21123,11973,13400
2005-08-24,28500.0,28950.0,30900.0,9.47,-13570,13570,0
2005-08-25,28300.0,28700.0,34537.0,9.39,-19390,8600,10000
2005-08-26,28200.0,28650.0,29070.0,9.37,-17400,6900,0
2005-08-29,28950.0,28200.0,16570.0,9.22,-7960,7960,0
2005-08-30,28250.0,27550.0,18030.0,9.01,-10750,8750,0
2005-08-31,27600.0,28500.0,11000.0,9.32,-8400,7360,0
2005-09-01,28700.0,28250.0,18050.0,9.24,-10500,7000,0
2005-09-02,28500.0,28500.0,36550.0,9.32,-10330,5300,-4000
2005-09-05,28300.0,30250.0,37560.0,9.89,-14010,8880,630
2005-09-06,30800.0,30000.0,16814.0,9.81,-620,3940,-3820
2005-09-07,29600.0,30650.0,37977.0,10.03,2910,5460,-18180
2005-09-08,30650.0,30450.0,8310.0,9.96,-4290,3790,0
2005-09-09,30250.0,30300.0,21640.0,9.91,-7480,1980,0
2005-09-12,30300.0,29500.0,36740.0,9.65,4710,-19730,0
2005-09-13,29250.0,29150.0,48390.0,9.53,-4250,16500,-13750
2005-09-14,28400.0,29150.0,64440.0,9.53,-8810,17770,-11460
2005-09-15,29150.0,28700.0,41690.0,9.39,13400,-5710,-13340
2005-09-16,28500.0,30050.0,37520.0,9.83,-1432,-218,430
2005-09-20,29700.0,31500.0,18160.0,10.3,-6385,155,5730
2005-09-21,31600.0,34800.0,71140.0,11.38,-19980,20600,-420
2005-09-22,35900.0,40000.0,188140.0,13.08,35123,-21183,-34030
2005-09-23,40000.0,40000.0,117163.0,13.08,-8543,-11577,-23410
2005-09-26,40000.0,42500.0,48621.0,13.9,-2750,10380,-5060
2005-09-27,41850.0,41450.0,41340.0,13.56,480,-120,-2890
2005-09-28,40800.0,41350.0,49444.0,13.53,-2000,680,-3810
2005-09-29,40900.0,41600.0,33310.0,13.61,3680,5280,-10750
2005-09-30,42200.0,41600.0,45790.0,13.61,5190,-4190,-2530
2005-10-04,40800.0,43000.0,42310.0,14.06,-6310,3570,500
2005-10-05,42500.0,44450.0,35060.0,14.54,580,-3240,-4350
2005-10-06,44350.0,43500.0,31560.0,14.23,3070,290,-9210
2005-10-07,42200.0,43700.0,18550.0,14.29,-2460,-2470,-2470
2005-10-10,43200.0,43900.0,69506.0,14.36,17870,-12800,-6060
2005-10-11,44600.0,44400.0,37225.0,14.52,-2160,11150,-5870
2005-10-12,45500.0,46100.0,51541.0,15.08,-7560,12050,-7310
2005-10-13,44550.0,46100.0,44977.0,15.08,7120,10680,-19210
2005-10-14,47950.0,45500.0,105250.0,14.88,16112,24660,-23832
2005-10-17,45850.0,43900.0,50900.0,14.36,-8410,18520,-9610
2005-10-18,42500.0,43700.0,33130.0,14.29,-5520,21320,-15800
2005-10-19,42500.0,42100.0,23640.0,13.77,-11340,6310,0
2005-10-20,41550.0,42500.0,32260.0,13.9,-8990,2330,20
2005-10-21,40400.0,42600.0,30430.0,13.93,-8012,4712,280
2005-10-24,44000.0,43300.0,14171.0,14.16,-4276,-2694,4420
2005-10-25,43900.0,45500.0,59900.0,14.88,-11650,-6590,14700
2005-10-26,45700.0,44650.0,15040.0,14.6,-2900,-940,5310
2005-10-27,45000.0,45450.0,76185.0,14.87,-19380,17140,250
2005-10-28,44500.0,44950.0,14065.0,14.7,-4690,1770,-700
2005-10-31,44550.0,44500.0,5487.0,14.55,-1750,1267,-517
2005-11-01,44000.0,44300.0,7010.0,14.49,329,-259,-350
2005-11-02,44900.0,44500.0,17439.0,14.55,2080,-3160,550
2005-11-03,45000.0,44950.0,11595.0,14.7,-5400,780,4020
2005-11-04,44250.0,44400.0,12990.0,14.52,-4680,-70,4400
2005-11-07,43900.0,44400.0,19710.0,14.52,-1190,40,4690
2005-11-08,43600.0,46300.0,26189.0,15.14,-6470,3230,3020
2005-11-09,46500.0,46500.0,15390.0,15.21,-5120,2460,2760
2005-11-10,46500.0,46900.0,6361.0,15.34,-2090,930,500
2005-11-11,47500.0,47200.0,8510.0,15.44,-2300,2360,-60
2005-11-14,47600.0,46000.0,9500.0,15.05,-1270,1910,-390
2005-11-15,45200.0,45000.0,5350.0,14.72,-210,1860,-220
2005-11-16,43750.0,46000.0,29880.0,15.05,-6190,13590,-7900
2005-11-17,45450.0,44700.0,7197.0,14.62,1410,-1000,-410
2005-11-18,44100.0,45000.0,13650.0,14.72,1380,-280,-1040
2005-11-21,45000.0,44400.0,38230.0,14.52,10580,3550,-8580
2005-11-22,43700.0,45400.0,19680.0,14.85,-10720,5280,5340
2005-11-23,45350.0,44700.0,7980.0,14.62,-870,550,320
2005-11-24,45300.0,44000.0,5350.0,14.39,-480,-650,1130
2005-11-25,43500.0,42700.0,6953.0,13.97,-270,-220,490
2005-11-28,42700.0,42650.0,20080.0,13.95,10290,-1060,-8930
2005-11-29,41750.0,40000.0,41080.0,13.08,27330,-6080,-20300
2005-11-30,40000.0,40200.0,23800.0,13.15,5950,1870,-7770
2005-12-01,39200.0,40950.0,20010.0,13.39,620,9260,-4410
2005-12-02,40950.0,41500.0,17384.0,13.57,-6524,7294,-550
2005-12-05,43700.0,43900.0,75641.0,14.36,9410,-1460,-1280
2005-12-06,44700.0,42600.0,29570.0,13.93,-3550,12310,-7550
2005-12-07,42350.0,41000.0,14599.0,13.41,-5070,5610,-540
2005-12-08,39700.0,43900.0,21449.0,14.36,-15960,17280,-1170
2005-12-09,41300.0,43550.0,27051.0,14.24,-18243,17063,0
2005-12-12,43000.0,43450.0,27750.0,14.21,-12960,14920,0
2005-12-13,43100.0,44000.0,15446.0,14.39,-12370,12510,0
2005-12-14,43700.0,43750.0,12591.0,14.31,1900,-2040,0
2005-12-15,44000.0,44000.0,9483.0,14.39,-3550,3550,0
2005-12-16,42800.0,43500.0,44967.0,14.23,-10770,33590,-26400
2005-12-19,42500.0,45500.0,13313.0,14.88,-10575,10575,0
2005-12-20,46000.0,46400.0,13077.0,15.18,-4390,7390,0
2005-12-21,45400.0,47000.0,30363.0,15.37,-1930,-18070,25000
2005-12-22,47000.0,46000.0,14876.0,15.05,-160,280,0
2005-12-23,45200.0,46700.0,21630.0,15.27,-2346,-12654,15000
2005-12-26,46700.0,47600.0,8963.0,15.57,-3678,-2532,0
2005-12-27,47200.0,47800.0,21980.0,15.63,2750,-2450,0
2005-12-28,46700.0,46000.0,39391.0,15.37,-3790,-2180,23190
2005-12-29,46000.0,46500.0,15760.0,15.53,600,730,1690
2006-01-02,46500.0,47000.0,13478.0,44.63,-2000,2060,-60
2006-01-03,46250.0,46700.0,7390.0,44.35,-1470,-2280,20
2006-01-04,46700.0,47000.0,7882.0,44.63,-4133,2323,1810
2006-01-05,46350.0,48700.0,23214.0,46.25,6170,-5940,-230
2006-01-06,48300.0,48700.0,11496.0,46.25,-7500,4100,3400
2006-01-09,48300.0,49100.0,3700.0,46.62,-1450,810,640
2006-01-10,48500.0,48500.0,17000.0,46.06,1210,-2900,3070
2006-01-11,47700.0,48400.0,9541.0,45.96,-2570,930,1640
2006-01-12,48700.0,48400.0,30504.0,45.96,2260,-9090,7830
2006-01-13,48100.0,47200.0,37124.0,44.82,4170,-9540,5370
2006-01-16,47300.0,46900.0,4707.0,44.54,-40,-500,1540
2006-01-17,46900.0,45450.0,17643.0,43.16,3130,-10310,7180
2006-01-18,45450.0,44500.0,48330.0,42.26,-4410,9410,-4000
2006-01-19,44700.0,41900.0,12740.0,39.79,5820,-5820,0
2006-01-20,42000.0,39700.0,15790.0,37.7,1310,-1100,1790
2006-01-23,38500.0,33750.0,17682.0,32.05,-179,-4880,5119
2006-01-24,33100.0,33950.0,31850.0,32.24,6730,-19190,12460
2006-01-25,35200.0,37000.0,31615.0,35.14,-6000,-12380,20380
2006-01-26,37050.0,38300.0,205000.0,36.37,1420,-177092,184272
2006-01-27,41200.0,42100.0,12339.0,39.98,-5330,-40,6690
2006-01-31,42150.0,41900.0,17611.0,39.79,-3180,-9730,13240
2006-02-01,43000.0,39200.0,19740.0,37.22,1930,-8720,9790
2006-02-02,41400.0,40000.0,14390.0,37.99,1270,-3760,5620
2006-02-03,39000.0,39500.0,10850.0,37.51,-3880,-3520,7930
2006-02-06,38700.0,39800.0,40470.0,37.79,42,-16230,16628
2006-02-07,39500.0,39000.0,20848.0,37.03,48,-5538,8490
2006-02-08,37800.0,39000.0,3461.0,37.03,-2600,0,2750
2006-02-09,39000.0,39850.0,2315.0,37.84,-970,-470,1440
2006-02-10,39850.0,41200.0,4775.0,39.12,-1570,-1020,2590
2006-02-13,41500.0,40500.0,3732.0,38.46,-780,0,780
2006-02-14,40500.0,40450.0,18248.0,38.41,-13940,-1870,16870
2006-02-15,40500.0,40300.0,2920.0,38.27,500,-510,10
2006-02-16,39350.0,39000.0,4530.0,37.03,620,-670,50
2006-02-17,39800.0,39200.0,2141.0,37.22,-400,0,400
2006-02-20,39000.0,39750.0,2081.0,37.75,-1280,0,1280
2006-02-21,40600.0,38800.0,7762.0,36.84,3320,-1570,-1750
2006-02-22,38800.0,39200.0,2890.0,37.22,140,-1180,1040
2006-02-23,38700.0,38700.0,2590.0,36.75,440,-1200,760
2006-02-24,38700.0,37750.0,7790.0,35.85,3570,-3810,1470
2006-02-27,37700.0,38250.0,1240.0,36.32,-290,0,290
2006-02-28,38250.0,38300.0,670.0,36.37,-30,0,30
2006-03-02,37950.0,38400.0,2135.0,36.47,1022,-1002,-20
2006-03-03,37550.0,38000.0,3593.0,36.09,-450,0,2070
2006-03-06,37100.0,37500.0,5330.0,35.61,3590,-3890,390
2006-03-07,38100.0,37500.0,941.0,35.61,-80,0,180
2006-03-08,37000.0,37400.0,1420.0,35.51,-410,-40,670
2006-03-09,37050.0,36900.0,1961.0,35.04,110,0,-110
2006-03-10,36700.0,36800.0,881.0,34.95,0,0,0
2006-03-13,36800.0,39600.0,6838.0,37.6,-4058,5696,-1638
2006-03-14,38900.0,39450.0,3110.0,37.46,-481,1231,-250
2006-03-15,38750.0,38500.0,2596.0,36.56,1916,-1206,-170
2006-03-16,38000.0,37600.0,29374.0,35.7,1040,-930,-70
2006-03-17,37600.0,37600.0,920.0,35.7,410,0,-180
2006-03-20,37200.0,37500.0,2870.0,35.61,60,0,-60
2006-03-21,37750.0,37600.0,3321.0,35.7,2161,-1271,-190
2006-03-22,36750.0,36200.0,1490.0,34.38,300,0,-300
2006-03-23,36000.0,36100.0,1570.0,34.28,230,-10,-220
2006-03-24,36100.0,35700.0,2800.0,33.9,-1730,10,1720
2006-03-27,36000.0,35900.0,5320.0,34.09,-190,-3120,3310
2006-03-28,32100.0,34300.0,42630.0,32.57,9550,-9380,830
2006-03-29,34500.0,35700.0,74440.0,33.9,-42750,31370,16620
2006-03-30,36700.0,35050.0,5141.0,33.28,-430,-10,440
2006-03-31,34850.0,36500.0,32313.0,34.66,-1010,-4760,7850
2006-04-03,38400.0,37950.0,46545.0,36.04,6100,-11950,10030
2006-04-04,38950.0,41000.0,48375.0,38.93,-4380,-8040,16080
2006-04-05,41900.0,41050.0,27103.0,38.98,3353,-7943,7220
2006-04-06,42200.0,41700.0,32312.0,39.6,-3168,-6822,9990
2006-04-07,41050.0,42000.0,23260.0,39.88,-5120,-4910,15030
2006-04-10,41350.0,42000.0,7001.0,39.88,-3329,-181,3510
2006-04-11,42500.0,39800.0,35490.0,37.79,7630,-20,16540
2006-04-12,40050.0,41300.0,15537.0,39.22,-3363,-2007,7280
2006-04-13,42300.0,41300.0,7563.0,39.22,-890,-40,-70
2006-04-14,41200.0,41800.0,5880.0,39.69,-3020,810,230
2006-04-17,41500.0,41700.0,20935.0,39.6,-9330,-3680,10080
2006-04-18,42050.0,43000.0,17380.0,40.83,-2790,-3110,3590
2006-04-19,43050.0,42000.0,13742.0,39.88,4227,-5107,1000
2006-04-20,42050.0,42050.0,8260.0,39.93,2480,-2360,830
2006-04-21,42050.0,41050.0,8729.0,38.98,586,-2243,1657
2006-04-24,41100.0,41400.0,6667.0,39.31,-1500,-10,1510
2006-04-25,41800.0,41200.0,5310.0,39.12,1640,-720,0
2006-04-26,41000.0,40400.0,8264.0,38.36,-1800,-120,2000
2006-04-27,40400.0,40000.0,5220.0,37.99,-2470,-30,2500
2006-04-28,40000.0,40250.0,5520.0,38.22,-2770,20,4450
2006-05-02,39800.0,39250.0,4729.0,37.27,90,-830,740
2006-05-03,38600.0,39500.0,4926.0,37.51,-2044,1950,400
2006-05-04,39350.0,40100.0,6900.0,38.08,-1700,1540,1600
2006-05-08,40200.0,39900.0,4403.0,37.89,-490,990,0
2006-05-09,39500.0,41500.0,8247.0,39.41,-4043,1493,2890
2006-05-10,41000.0,41800.0,2403.0,39.69,-69,929,-160
2006-05-11,41800.0,41300.0,2680.0,39.22,270,770,-1040
2006-05-12,40050.0,40900.0,2742.0,38.84,1702,-2062,360
2006-05-15,40900.0,39400.0,3091.0,37.41,861,299,-1160
2006-05-16,39400.0,39300.0,9710.0,37.32,-3560,-3010,7270
2006-05-17,38300.0,38600.0,4169.0,36.66,418,-700,301
2006-05-18,38450.0,37700.0,2563.0,35.8,350,-400,50
2006-05-19,37700.0,37700.0,6120.0,35.8,170,350,-520
2006-05-22,37300.0,37300.0,3420.0,35.42,-1410,-840,2250
2006-05-23,35600.0,37300.0,3223.0,35.42,-2511,2501,10
2006-05-24,37200.0,36200.0,2861.0,34.38,-360,1390,-10
2006-05-25,36850.0,35200.0,4956.0,33.43,370,690,-840
2006-05-26,36500.0,35200.0,2830.0,33.43,1340,-1100,-240
2006-05-29,35200.0,34500.0,3181.0,32.76,467,-1236,380
2006-05-30,34500.0,33500.0,2636.0,31.81,280,-640,440
2006-06-01,33350.0,32250.0,5360.0,30.63,-390,-510,2790
2006-06-02,33000.0,32450.0,2920.0,30.82,120,-500,1680
2006-06-05,32450.0,32800.0,4520.0,31.15,2640,-2230,920
2006-06-07,31500.0,32000.0,6330.0,30.39,-2720,-2000,4720
2006-06-08,35000.0,33000.0,12050.0,31.34,-3394,-3406,9560
2006-06-09,33000.0,34000.0,5197.0,32.29,-1140,0,2980
2006-06-12,33000.0,34000.0,900.0,32.29,-80,-20,600
2006-06-13,33500.0,32600.0,6528.0,30.96,-2200,-1800,4400
2006-06-14,34000.0,32650.0,646.0,31.01,-10,90,-80
2006-06-15,32750.0,32350.0,1510.0,30.72,650,-10,-640
2006-06-16,33000.0,32700.0,451.0,31.05,170,-200,30
2006-06-19,33900.0,32100.0,1740.0,30.48,1249,-1009,-240
2006-06-20,31500.0,31900.0,26850.0,30.29,4648,2900,5520
2006-06-21,32200.0,31000.0,10972.0,29.44,1273,-263,-1010
2006-06-22,31800.0,30700.0,21959.0,29.15,2485,-13045,10560
2006-06-23,30000.0,28350.0,28604.0,26.92,15464,-14773,3620
2006-06-26,28000.0,28250.0,29335.0,26.83,1231,479,-1710
2006-06-27,28350.0,27000.0,12219.0,25.64,7560,-5030,-2530
2006-06-28,26550.0,26100.0,21907.0,24.78,5717,903,-6620
2006-06-29,26500.0,27350.0,39710.0,25.97,13480,-25220,13140
2006-06-30,27950.0,28350.0,30470.0,26.92,4630,-11000,6370
