Symbol,보령제약_시가(원),보령제약_종가(원),보령제약_거래량(주),보령제약_PER(IFRS-연결),보령제약_순매수수량(개인)(주),보령제약_순매수수량(기관계)(주),보령제약_순매수수량(외국인계)(주)
2009-02-05,23600.0,23300.0,1890.0,13.62,20,-20,0
2009-02-06,23200.0,23350.0,2396.0,13.65,200,0,-200
2009-02-09,23600.0,23250.0,1734.0,13.6,300,-300,0
2009-02-10,23250.0,23500.0,2146.0,13.74,100,-100,0
2009-02-11,23400.0,23500.0,2130.0,13.74,0,0,0
2009-02-12,23200.0,23400.0,3006.0,13.68,0,0,0
2009-02-13,23100.0,24000.0,6124.0,14.03,-1560,0,1560
2009-02-16,24000.0,24000.0,2480.0,14.03,-30,0,30
2009-02-17,24000.0,23300.0,2230.0,13.62,70,-100,30
2009-02-18,21650.0,23000.0,5170.0,13.45,2370,-2370,0
2009-02-19,22800.0,22050.0,2300.0,12.89,10,-10,0
2009-02-20,22050.0,21900.0,1541.0,12.81,-20,0,20
2009-02-23,21900.0,21700.0,2690.0,12.69,10,-10,0
2009-02-24,21700.0,22000.0,1630.0,12.86,0,0,0
2009-02-25,22400.0,22600.0,2700.0,13.22,0,0,0
2009-02-26,22600.0,22600.0,1830.0,13.22,0,0,0
2009-02-27,22800.0,22950.0,1160.0,13.42,10,-10,0
2009-03-02,22300.0,22800.0,1650.0,13.33,0,0,0
2009-03-03,22050.0,22600.0,1250.0,13.22,0,0,0
2009-03-04,23000.0,22950.0,2990.0,13.42,1390,0,-1390
2009-03-05,23000.0,22800.0,2210.0,13.33,1320,0,-1320
2009-03-06,21850.0,22600.0,3070.0,13.22,2460,-10,-2450
2009-03-09,22700.0,22700.0,1633.0,13.27,690,0,-690
2009-03-10,22700.0,22600.0,1630.0,13.22,670,0,-670
2009-03-11,22850.0,22100.0,11550.0,12.92,6170,0,-6170
2009-03-12,22300.0,20500.0,32080.0,11.99,25100,-3610,-21490
2009-03-13,20700.0,21200.0,94838.0,12.4,67280,0,-67280
2009-03-16,21400.0,21200.0,41223.0,12.4,17951,-1,-17950
2009-03-17,21200.0,21650.0,24280.0,12.66,5440,0,-5440
2009-03-18,21650.0,21900.0,31703.0,12.81,11500,10,-11510
2009-03-19,22300.0,22300.0,33530.0,13.04,10550,-540,-10010
2009-03-20,22650.0,22450.0,18810.0,13.13,5000,0,-5000
2009-03-23,22700.0,22850.0,23418.0,13.36,5003,-3,-5000
2009-03-24,23200.0,23100.0,26014.0,13.51,5114,-114,-5000
2009-03-25,23000.0,22750.0,24211.0,13.3,7120,-2130,-4990
2009-03-26,22800.0,23450.0,13100.0,13.71,-980,0,980
2009-03-27,23550.0,24000.0,20641.0,14.03,400,-170,-230
2009-03-30,24300.0,23200.0,28200.0,13.57,4740,0,-4740
2009-03-31,23200.0,23100.0,13735.0,13.51,5000,0,-5000
2009-04-01,23000.0,23350.0,20874.0,13.65,4710,0,-4710
2009-04-02,23250.0,23600.0,30930.0,13.8,5910,-10,-4900
2009-04-03,23800.0,23500.0,19522.0,13.74,369,-59,-310
2009-04-06,23500.0,23700.0,19582.0,13.86,-120,-130,250
2009-04-07,24150.0,27250.0,59103.0,15.93,10950,0,-10950
2009-04-08,27200.0,27000.0,21880.0,15.79,50,10,-60
2009-04-09,27500.0,27750.0,45015.0,16.23,11490,-10,-11480
2009-04-10,28100.0,27000.0,32970.0,15.79,9300,-10,-9290
2009-04-13,27300.0,28000.0,20775.0,16.37,-919,-1,920
2009-04-14,28000.0,29200.0,21179.0,17.08,4274,-274,-4000
2009-04-15,29200.0,28850.0,18781.0,16.87,4565,-115,-5150
2009-04-16,28850.0,28700.0,24243.0,16.78,6700,0,-6700
2009-04-17,28500.0,27400.0,25190.0,16.02,5821,-1201,-3920
2009-04-20,27400.0,27800.0,7357.0,16.26,1373,-13,-1360
2009-04-21,26900.0,26900.0,13358.0,15.73,6078,-18,-6060
2009-04-22,27300.0,27350.0,17759.0,15.99,3810,-20,-3790
2009-04-23,27150.0,27000.0,12438.0,15.79,1940,0,-1940
2009-04-24,26750.0,26850.0,14161.0,15.7,3817,-898,-2919
2009-04-27,28150.0,27000.0,110874.0,15.79,35954,-2554,-21050
2009-04-28,27700.0,25100.0,89810.0,14.68,15390,-10,-16370
2009-04-29,25400.0,25800.0,19587.0,15.09,1570,0,-3310
2009-04-30,25750.0,26150.0,15810.0,15.29,382,-2,-380
2009-05-04,26150.0,26100.0,11210.0,15.26,3780,0,-3780
2009-05-06,26100.0,25800.0,13960.0,15.09,3530,0,-3530
2009-05-07,25800.0,26350.0,17700.0,15.41,3830,-10,-3870
2009-05-08,26500.0,26300.0,10703.0,15.38,2280,-10,-3250
2009-05-11,26250.0,26600.0,33924.0,15.55,7535,-5,-7500
2009-05-12,26500.0,26500.0,18285.0,15.5,6240,-10,-6230
2009-05-13,27000.0,28100.0,37619.0,16.43,10060,-150,-9910
2009-05-14,27900.0,26900.0,40427.0,15.73,28906,-13,-29173
2009-05-15,27100.0,27750.0,24307.0,16.23,6320,0,-6340
2009-05-18,27550.0,28100.0,21572.0,16.43,6541,-11,-6510
2009-05-19,28500.0,28600.0,30953.0,16.72,13977,-7,-13670
2009-05-20,28200.0,30500.0,34620.0,17.83,7830,0,-7830
2009-05-21,30450.0,29900.0,27155.0,17.48,11260,-10,-11450
2009-05-22,29800.0,30500.0,23380.0,17.83,7730,-50,-4680
2009-05-25,30450.0,30700.0,35592.0,17.95,6500,5970,-11740
2009-05-26,30300.0,29800.0,20800.0,17.42,7103,-1763,-5340
2009-05-27,29800.0,29050.0,19450.0,16.99,4762,-12,-4750
2009-05-28,29000.0,28300.0,27430.0,16.55,13758,-4,-13754
2009-05-29,28100.0,28500.0,14790.0,16.67,680,0,-680
2009-06-01,28500.0,28200.0,15348.0,16.49,8308,-20,-4040
2009-06-02,28500.0,28200.0,11982.0,16.49,3642,-2,-3440
2009-06-03,28500.0,28050.0,17466.0,16.4,5675,0,-3470
2009-06-04,27900.0,27600.0,25750.0,16.14,10120,0,-10120
2009-06-05,27600.0,27200.0,22416.0,15.91,9714,-14,-8260
2009-06-08,27300.0,26950.0,17953.0,15.76,13025,0,-10170
2009-06-09,26900.0,26900.0,21518.0,15.73,14090,0,-14090
2009-06-10,26850.0,27000.0,15632.0,15.79,12326,-4226,-8100
2009-06-11,27300.0,27200.0,9551.0,15.91,5800,-10,-5790
2009-06-12,27500.0,28250.0,39275.0,16.52,13732,-2,-13730
2009-06-15,28250.0,28550.0,31141.0,16.69,9460,-10,-9450
2009-06-16,28500.0,28600.0,27486.0,16.72,10666,0,-10666
2009-06-17,28250.0,29000.0,36860.0,16.96,15480,0,-15480
2009-06-18,29350.0,31100.0,68506.0,18.19,13345,1000,-14995
2009-06-19,31400.0,32950.0,50174.0,19.27,-1470,2990,-1520
2009-06-22,32900.0,33400.0,43741.0,19.53,800,-10,-790
2009-06-23,32400.0,32500.0,30244.0,19.0,-420,0,420
2009-06-24,32500.0,33450.0,22707.0,19.56,1765,2986,-4751
2009-06-25,33700.0,33600.0,9647.0,19.65,210,40,-250
2009-06-26,33400.0,33400.0,20161.0,19.53,1480,-970,-470
2009-06-29,33150.0,31700.0,16477.0,18.54,-294,-16,310
2009-06-30,31900.0,31700.0,17790.0,18.54,1720,-3910,740
2009-07-01,31700.0,32000.0,8123.0,18.71,-1280,-10,1290
2009-07-02,32500.0,32550.0,5445.0,19.03,-850,0,850
2009-07-03,32000.0,33200.0,10810.0,19.41,1020,-10,490
2009-07-06,33550.0,33400.0,6080.0,19.53,-448,-2,450
2009-07-07,32950.0,33250.0,10551.0,19.44,310,0,-310
2009-07-08,32650.0,33250.0,5370.0,19.44,-210,0,210
2009-07-09,32750.0,32800.0,11850.0,19.18,1880,0,-1880
2009-07-10,32500.0,32400.0,13250.0,18.95,820,0,-820
2009-07-13,31950.0,30550.0,15411.0,17.86,500,0,-500
2009-07-14,31250.0,30550.0,10990.0,17.86,-700,0,-650
2009-07-15,30600.0,30700.0,13870.0,17.95,3720,-150,-3570
2009-07-16,30650.0,30750.0,6284.0,17.98,-7,-3,10
2009-07-17,31000.0,30850.0,9843.0,18.04,1800,-50,-1840
2009-07-20,30850.0,31400.0,14332.0,18.36,1350,-590,-1760
2009-07-21,31600.0,32300.0,11316.0,18.89,-111,-10,121
2009-07-22,32400.0,33000.0,12229.0,19.3,-520,-50,1570
2009-07-23,33500.0,32850.0,10320.0,19.21,327,-7,-320
2009-07-24,33200.0,32900.0,16865.0,19.24,190,0,-190
2009-07-27,33050.0,33900.0,14340.0,19.82,-1300,0,1300
2009-07-28,33900.0,33900.0,7596.0,19.82,1600,-1340,-260
2009-07-29,33700.0,33600.0,11990.0,19.65,790,-730,-60
2009-07-30,33600.0,34000.0,12036.0,19.88,3141,-2965,-10
2009-07-31,34000.0,34000.0,6250.0,19.88,110,0,-110
2009-08-03,34000.0,33850.0,8800.0,19.79,-120,-10,130
2009-08-04,33850.0,33050.0,7350.0,19.33,130,0,-130
2009-08-05,33000.0,32400.0,16790.0,18.95,900,0,-900
2009-08-06,32100.0,32700.0,6720.0,19.12,270,30,-300
2009-08-07,32700.0,32700.0,10658.0,19.12,1230,-1460,230
2009-08-10,32700.0,32700.0,6247.0,19.12,57,-7,-50
2009-08-11,32500.0,32600.0,12148.0,19.06,2620,0,-2620
2009-08-12,32550.0,32500.0,7530.0,19.0,2740,-2130,-610
2009-08-13,32550.0,32300.0,10698.0,18.89,1801,-1801,0
2009-08-14,32900.0,32600.0,6870.0,19.06,-210,0,210
2009-08-17,36000.0,37450.0,161754.0,21.9,-5600,0,5690
2009-08-18,37800.0,39500.0,347250.0,23.1,15886,-15,-15881
2009-08-19,39750.0,38400.0,96399.0,22.45,-199,-10,209
2009-08-20,39750.0,39200.0,63975.0,22.92,-2427,-13,2450
2009-08-21,39200.0,41200.0,113194.0,24.09,6062,6350,-12412
2009-08-24,42450.0,42400.0,82430.0,24.79,11640,-30,-11610
2009-08-25,42550.0,40950.0,62655.0,23.95,1843,2567,-4410
2009-08-26,41500.0,40750.0,35800.0,23.83,7349,-29,-7320
2009-08-27,40800.0,42900.0,101672.0,25.09,22,-22,0
2009-08-28,43850.0,43400.0,74344.0,25.38,7060,290,-7350
2009-08-31,44200.0,42250.0,29112.0,24.7,1345,-1085,-260
2009-09-01,44900.0,44400.0,549062.0,25.96,22226,20354,-41080
2009-09-02,46000.0,45450.0,152630.0,26.58,5780,-3160,-2620
2009-09-03,46000.0,43800.0,68957.0,25.61,8330,-6610,-1720
2009-09-04,43550.0,44600.0,152621.0,26.08,-7100,60,6820
2009-09-07,44500.0,43600.0,66826.0,25.49,10800,-10190,-570
2009-09-08,43050.0,43150.0,61361.0,25.23,2060,-50,-1790
2009-09-09,43800.0,42250.0,197631.0,24.7,4061,459,-4520
2009-09-10,42500.0,43000.0,55421.0,25.14,-8840,-20,8860
2009-09-11,43500.0,44250.0,59696.0,25.87,-4940,-100,5040
2009-09-14,44250.0,43700.0,35041.0,25.55,1290,100,-1390
2009-09-15,43200.0,42600.0,28280.0,24.91,3933,157,-4090
2009-09-16,42600.0,43300.0,27221.0,25.32,-940,-430,1370
2009-09-17,44000.0,43900.0,62590.0,25.67,5092,-3422,-1670
2009-09-18,44600.0,43950.0,23966.0,25.7,240,170,-710
2009-09-21,44000.0,44000.0,16558.0,25.73,-540,220,320
2009-09-22,44500.0,45250.0,29146.0,26.46,-4990,140,4850
2009-09-23,45700.0,45000.0,12700.0,26.31,1380,250,-1630
2009-09-24,44300.0,44300.0,12090.0,25.9,-880,560,320
2009-09-25,43500.0,43900.0,18060.0,25.67,-2110,350,1760
2009-09-28,44400.0,44300.0,10550.0,25.9,-2610,1750,860
2009-09-29,44300.0,45300.0,23280.0,26.49,-8800,330,8470
2009-09-30,45300.0,45700.0,24480.0,26.72,-2350,210,2140
2009-10-01,46350.0,46850.0,35271.0,27.39,-8633,3923,830
2009-10-05,47050.0,44200.0,53676.0,25.85,-150,300,-150
2009-10-06,44500.0,41500.0,34961.0,24.27,9471,-2901,-1800
2009-10-07,42100.0,42400.0,18996.0,24.79,6940,-3480,-620
2009-10-08,41750.0,42800.0,17844.0,25.03,-7420,-550,7970
2009-10-09,42650.0,43350.0,8020.0,25.35,-1450,-10,1460
2009-10-12,42750.0,43800.0,7820.0,25.61,-2930,1220,1710
2009-10-13,43800.0,43250.0,5672.0,25.29,-658,-232,890
2009-10-14,41550.0,43250.0,4410.0,25.29,-280,-700,980
2009-10-15,43800.0,42700.0,7016.0,24.97,252,-762,510
2009-10-16,43000.0,44300.0,14120.0,25.9,-7770,0,7770
2009-10-19,44300.0,44450.0,9285.0,25.99,0,0,0
2009-10-20,44950.0,44800.0,10503.0,26.2,-330,0,330
2009-10-21,44250.0,44900.0,6994.0,26.26,-1180,0,1180
2009-10-22,44400.0,44500.0,8553.0,26.02,-4100,0,4100
2009-10-23,44550.0,43150.0,9750.0,25.23,-250,0,250
2009-10-26,44000.0,43900.0,19990.0,25.67,-213,-7,400
2009-10-27,43900.0,43000.0,9241.0,25.14,-570,0,570
2009-10-28,42500.0,42500.0,11058.0,24.85,-1070,-260,1330
2009-10-29,42600.0,41850.0,7980.0,24.47,-520,-10,530
2009-10-30,41500.0,41800.0,5053.0,24.44,-360,0,360
2009-11-02,40500.0,40800.0,5870.0,23.86,-750,0,750
2009-11-03,40800.0,39250.0,11313.0,22.95,2410,0,-2410
2009-11-04,39250.0,38700.0,12534.0,22.63,1860,370,-2230
2009-11-05,38850.0,37950.0,7787.0,22.19,170,0,-170
2009-11-06,38000.0,38100.0,8580.0,22.28,1070,0,-1070
2009-11-09,38100.0,38250.0,4351.0,22.37,-99,-1,100
2009-11-10,38200.0,37600.0,14671.0,21.99,390,0,-390
2009-11-11,37500.0,37350.0,6971.0,21.84,-384,-16,400
2009-11-12,37100.0,37400.0,4950.0,21.87,30,10,360
2009-11-13,37000.0,37550.0,2120.0,21.96,-970,40,1090
2009-11-16,37600.0,37150.0,1917.0,21.72,37,-7,30
2009-11-17,37000.0,36200.0,7100.0,21.17,-50,0,50
2009-11-18,36000.0,36500.0,8261.0,21.34,-3810,0,4690
2009-11-19,36500.0,36550.0,4268.0,21.37,-400,60,340
2009-11-20,36450.0,37000.0,5196.0,21.63,-1240,130,1110
2009-11-23,37400.0,37000.0,4178.0,21.63,-613,-7,620
2009-11-24,37000.0,36950.0,3950.0,21.61,-1500,0,1500
2009-11-25,36950.0,36800.0,3050.0,21.52,-840,0,840
2009-11-26,36800.0,36800.0,6041.0,21.52,-1240,0,1240
2009-11-27,36250.0,34900.0,14157.0,20.41,-590,0,590
2009-11-30,34750.0,37000.0,8712.0,21.63,-5190,0,5190
2009-12-01,37000.0,36700.0,3120.0,21.46,60,-290,230
2009-12-02,36000.0,36500.0,6650.0,21.34,-20,0,20
2009-12-03,36500.0,37150.0,6130.0,21.72,-1440,-460,1900
2009-12-04,36950.0,39000.0,8760.0,22.8,-3450,-10,3460
2009-12-07,39000.0,38550.0,5243.0,22.54,-309,-631,940
2009-12-08,38650.0,38600.0,3724.0,22.57,-190,-130,320
2009-12-09,38500.0,39400.0,5141.0,23.04,-1490,0,910
2009-12-10,40200.0,39550.0,4370.0,23.13,120,0,-120
2009-12-11,38950.0,39700.0,2150.0,23.21,260,-260,0
2009-12-14,39350.0,39700.0,6760.0,23.21,-330,-150,880
2009-12-15,40000.0,39700.0,2030.0,23.21,-100,100,0
2009-12-16,39550.0,40600.0,5230.0,23.74,-678,-2,860
2009-12-17,40900.0,40950.0,6470.0,23.95,170,50,-220
2009-12-18,41450.0,41200.0,6790.0,24.09,1950,0,-1950
2009-12-21,40550.0,41500.0,5995.0,24.27,-1050,90,960
2009-12-22,41500.0,41400.0,5356.0,24.21,-530,0,530
2009-12-23,41000.0,41300.0,3373.0,24.15,-640,10,630
2009-12-24,41000.0,41350.0,7104.0,24.18,140,0,-140
2009-12-28,40200.0,40900.0,8657.0,23.92,-1298,-12,1310
2009-12-29,40200.0,40250.0,4670.0,24.68,-150,0,150
2009-12-30,40250.0,40550.0,2260.0,24.87,-360,100,260
2010-01-04,40550.0,39700.0,5181.0,24.45,310,-670,360
2010-01-05,39400.0,38800.0,3840.0,23.9,-130,0,130
2010-01-06,38800.0,38800.0,5600.0,23.9,-2240,0,2240
2010-01-07,38250.0,38500.0,8138.0,23.72,-340,0,340
2010-01-08,38000.0,38950.0,3080.0,23.99,220,0,-220
2010-01-11,38950.0,38950.0,4600.0,23.99,430,-380,-50
2010-01-12,38500.0,37600.0,6799.0,23.16,740,0,-740
2010-01-13,37500.0,36950.0,8840.0,22.76,-299,-1,300
2010-01-14,37000.0,36700.0,7656.0,22.61,1160,0,-1160
2010-01-15,37400.0,36500.0,11802.0,22.48,-430,0,430
2010-01-18,36500.0,36000.0,9240.0,22.18,1120,0,-1120
2010-01-19,35950.0,35800.0,4220.0,22.05,-90,0,90
2010-01-20,35850.0,35100.0,10441.0,21.62,970,-10,-960
2010-01-21,34900.0,33550.0,11692.0,20.67,1030,0,-1030
2010-01-22,33500.0,34100.0,6931.0,21.01,-690,0,690
2010-01-25,33650.0,33650.0,9300.0,20.73,1210,-60,-1150
2010-01-26,33200.0,33900.0,11900.0,20.88,920,0,-920
2010-01-27,33900.0,33900.0,5440.0,20.88,1016,-6,-1010
2010-01-28,34000.0,33650.0,3900.0,20.73,1150,0,-1150
2010-01-29,33050.0,32800.0,7726.0,20.2,1552,-2,-1550
2010-02-01,33050.0,32450.0,5707.0,19.99,1660,-110,-1550
2010-02-02,32050.0,32500.0,7041.0,20.02,-20,-50,70
2010-02-03,32000.0,32250.0,13800.0,19.87,-458,-20,478
2010-02-04,32100.0,33000.0,6275.0,20.33,960,-10,-950
2010-02-05,32600.0,32050.0,5780.0,19.74,1790,0,-1790
2010-02-08,33500.0,33250.0,10453.0,20.48,51,-1,-50
2010-02-09,33250.0,32700.0,6772.0,20.14,1140,20,-1160
2010-02-10,33500.0,32300.0,2688.0,19.9,610,-10,-600
2010-02-11,32100.0,32600.0,3730.0,20.08,640,-20,-620
2010-02-12,32600.0,32800.0,1230.0,20.2,-190,0,190
2010-02-16,32950.0,32650.0,25495.0,20.11,9778,-8,-9770
2010-02-17,32300.0,32100.0,7521.0,19.77,310,0,-310
2010-02-18,32100.0,32000.0,2620.0,19.71,470,0,-470
2010-02-19,31750.0,32400.0,8263.0,19.96,1000,-10,-990
2010-02-22,32200.0,32500.0,3769.0,20.02,620,0,-620
2010-02-23,32300.0,32800.0,26600.0,20.2,4940,0,-4940
2010-02-24,32800.0,32600.0,3031.0,20.08,520,-10,-510
2010-02-25,32500.0,32200.0,16132.0,19.84,1870,0,-1870
2010-02-26,32200.0,31750.0,5971.0,19.56,18,-48,30
2010-03-02,31650.0,31850.0,5611.0,19.62,-535,-5,540
2010-03-03,32150.0,33000.0,17494.0,20.33,-640,-10,650
2010-03-04,36000.0,35050.0,50562.0,21.59,1820,-30,-1790
2010-03-05,35050.0,34450.0,20024.0,21.22,3667,10,-3677
2010-03-08,35950.0,35850.0,54534.0,22.08,1370,1640,-3040
2010-03-09,35900.0,35700.0,19501.0,21.99,6110,60,-6170
2010-03-10,35700.0,35250.0,8106.0,21.71,1491,-1,-1460
2010-03-11,35000.0,34550.0,11318.0,21.28,2560,-72,-2488
2010-03-12,34300.0,34600.0,7780.0,21.31,1110,-60,-1050
2010-03-15,34550.0,34500.0,8746.0,21.25,1320,-60,-1260
2010-03-16,34150.0,34200.0,6042.0,21.07,1100,-10,-1090
2010-03-17,34300.0,34300.0,10210.0,21.13,1240,990,-2230
2010-03-18,34550.0,34500.0,3590.0,21.25,-80,490,-410
2010-03-19,34050.0,34300.0,4860.0,21.13,490,300,-790
2010-03-22,34300.0,34050.0,9479.0,20.98,850,30,-880
2010-03-23,34500.0,34150.0,9563.0,21.04,1850,0,-1850
2010-03-24,34150.0,33700.0,10466.0,20.76,2100,-10,-2090
2010-03-25,34100.0,33500.0,6581.0,20.64,-130,160,-30
2010-03-26,33700.0,33300.0,6901.0,20.51,0,480,-480
2010-03-29,33100.0,32900.0,10609.0,20.27,-261,-10,271
2010-03-30,32950.0,33000.0,3598.0,20.33,-260,50,210
2010-03-31,32900.0,33300.0,5467.0,20.51,-215,435,-220
2010-04-01,33000.0,33150.0,1780.0,20.42,-90,-10,100
2010-04-02,33100.0,33150.0,2060.0,20.42,200,-10,-190
2010-04-05,33200.0,32400.0,7311.0,19.96,1050,40,-1090
2010-04-06,32400.0,32550.0,4707.0,20.05,110,40,-150
2010-04-07,32600.0,32650.0,4835.0,20.11,-380,-60,440
2010-04-08,32400.0,32150.0,14582.0,19.8,150,0,-150
2010-04-09,32100.0,32150.0,9990.0,19.8,310,10,-320
2010-04-12,32350.0,32100.0,6015.0,19.77,-1450,-10,-240
2010-04-13,32100.0,33100.0,16061.0,20.39,147,-297,140
2010-04-14,33100.0,33200.0,11510.0,20.45,-419,-851,1270
2010-04-15,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-16,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-19,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-20,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-21,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-22,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-23,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-26,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-27,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-28,33200.0,33200.0,0.0,20.45,0,0,0
2010-04-29,17000.0,16100.0,52862.0,19.84,4370,-1070,-3300
2010-04-30,16200.0,16000.0,25510.0,19.71,-20,10,10
2010-05-03,16050.0,15400.0,27903.0,18.97,-710,740,-30
2010-05-04,15600.0,15400.0,10622.0,18.97,-60,60,0
2010-05-06,15000.0,14600.0,21012.0,17.99,700,440,-1140
2010-05-07,13900.0,14100.0,23912.0,17.37,-1470,330,1140
2010-05-10,14100.0,13950.0,8928.0,17.19,1620,0,-1620
2010-05-11,14000.0,14000.0,13751.0,17.25,360,-10,-350
2010-05-12,14000.0,13850.0,10764.0,17.06,1924,-4,-1920
2010-05-13,13850.0,13850.0,7321.0,17.06,160,-80,-80
2010-05-14,13850.0,14000.0,16600.0,17.25,1900,0,-1900
2010-05-17,13650.0,13600.0,13934.0,16.75,3060,0,-3060
2010-05-18,13400.0,13750.0,8020.0,16.94,120,-10,-110
2010-05-19,14000.0,13550.0,19398.0,16.69,5450,0,-6450
2010-05-20,13050.0,13100.0,13338.0,16.14,1940,-10,-3290
2010-05-24,13200.0,12750.0,20100.0,15.71,2000,570,-2620
2010-05-25,12750.0,12000.0,27714.0,14.78,2254,856,-3060
2010-05-26,11700.0,12200.0,10241.0,15.03,-620,190,430
2010-05-27,12200.0,12800.0,20959.0,15.77,-5522,10492,-4970
2010-05-28,13200.0,13400.0,15000.0,16.51,3090,0,-3090
2010-05-31,13400.0,13600.0,9930.0,16.75,200,-20,-180
2010-06-01,13600.0,13600.0,6033.0,16.75,1500,0,-1500
2010-06-03,13600.0,13600.0,10623.0,16.75,2310,0,-2400
2010-06-04,13400.0,13850.0,13860.0,17.06,496,1124,-1620
2010-06-07,13150.0,13600.0,8080.0,16.75,2990,-10,-2980
2010-06-08,13450.0,13750.0,11066.0,16.94,2896,-6,-2890
2010-06-09,13750.0,13850.0,5528.0,17.06,90,0,-110
2010-06-10,13650.0,14000.0,7230.0,17.25,870,-1000,130
2010-06-11,14050.0,14000.0,6464.0,17.25,2342,-1372,-1420
2010-06-14,13600.0,14100.0,16080.0,17.37,-190,500,-1310
2010-06-15,14150.0,14100.0,7220.0,17.37,3990,-470,-3520
2010-06-16,14200.0,14000.0,8200.0,17.25,4192,-2882,-1310
2010-06-17,14000.0,13700.0,5801.0,16.88,3650,-200,-3450
2010-06-18,13550.0,13750.0,5440.0,16.94,2580,70,-2650
2010-06-21,13950.0,14000.0,6126.0,17.25,1300,0,-1300
2010-06-22,14200.0,14100.0,3514.0,17.37,1150,0,-1150
2010-06-23,13700.0,13700.0,13872.0,16.88,278,-8,-270
2010-06-24,13700.0,14000.0,7680.0,17.25,3820,-10,-3810
2010-06-25,13700.0,13800.0,6305.0,17.0,1680,0,-1680
2010-06-28,13850.0,13900.0,17760.0,17.12,1390,-1000,-390
2010-06-29,13900.0,13800.0,10446.0,17.0,290,-10,-280
2010-06-30,13800.0,13900.0,13150.0,17.12,2320,20,-2340
2010-07-01,13900.0,14000.0,10960.0,17.25,1560,-1000,-560
2010-07-02,14000.0,14250.0,13464.0,17.56,3024,-4,-3020
2010-07-05,14400.0,14300.0,6395.0,17.62,1620,-10,-1610
2010-07-06,14300.0,14500.0,4717.0,17.86,1062,-20,-1042
2010-07-07,14500.0,15150.0,29496.0,18.67,3930,0,-3930
2010-07-08,15250.0,15400.0,15694.0,18.97,820,0,-820
2010-07-09,15400.0,15200.0,11324.0,18.73,1070,0,-1070
2010-07-12,15200.0,15200.0,9329.0,18.73,170,-10,-160
2010-07-13,15400.0,15350.0,11980.0,18.91,2360,0,-2360
2010-07-14,15450.0,15450.0,14761.0,19.03,2290,-10,-2280
2010-07-15,15450.0,15350.0,11620.0,18.91,3340,-60,-3280
2010-07-16,15250.0,15700.0,14531.0,19.34,1960,0,-1960
2010-07-19,15550.0,16300.0,20299.0,20.08,4090,-420,-3670
2010-07-20,16300.0,16300.0,15166.0,20.08,3010,70,-3080
2010-07-21,16250.0,16100.0,18270.0,19.84,3690,-50,-3640
2010-07-22,16350.0,15900.0,8404.0,19.59,120,0,-120
2010-07-23,15950.0,15950.0,8376.0,19.65,-208,0,208
2010-07-26,16100.0,16250.0,17442.0,20.02,-70,200,-130
2010-07-27,16250.0,16100.0,9970.0,19.84,610,-10,-600
2010-07-28,16100.0,15950.0,6750.0,19.65,10,0,-10
2010-07-29,15800.0,15500.0,7542.0,19.1,-10,0,10
2010-07-30,15400.0,15550.0,6142.0,19.16,-110,0,110
2010-08-02,15500.0,15300.0,9954.0,18.85,310,-210,-100
2010-08-03,15100.0,15200.0,14626.0,18.73,10,0,-10
2010-08-04,15050.0,15000.0,13730.0,18.48,3370,-3460,90
2010-08-05,14950.0,14900.0,11830.0,18.36,40,0,-40
2010-08-06,14900.0,14700.0,8416.0,18.11,-78,-2,80
2010-08-09,14850.0,15550.0,17202.0,19.16,4652,-2,-1650
2010-08-10,15550.0,15600.0,4450.0,19.22,0,0,0
2010-08-11,15600.0,15450.0,14349.0,19.03,-90,0,90
2010-08-12,15050.0,15200.0,5464.0,18.73,770,0,-770
2010-08-13,15150.0,15550.0,6212.0,19.16,1500,0,-1500
2010-08-16,15600.0,15600.0,4176.0,19.22,1010,-30,-980
2010-08-17,15600.0,15900.0,8142.0,19.59,1320,-10,-1310
2010-08-18,16000.0,16000.0,16410.0,19.71,9050,-7000,-2050
2010-08-19,15850.0,15800.0,9250.0,19.47,4030,0,-4030
2010-08-20,15800.0,15800.0,8734.0,19.47,446,0,-446
2010-08-23,15650.0,15500.0,7650.0,19.1,-96,-14,110
2010-08-24,15500.0,15600.0,4826.0,19.22,-130,0,130
2010-08-25,15700.0,15200.0,11440.0,18.73,1970,0,-1970
2010-08-26,15300.0,15100.0,6210.0,18.6,30,0,-30
2010-08-27,14800.0,15050.0,4420.0,18.54,-80,0,80
2010-08-30,15400.0,15300.0,2800.0,18.85,0,0,0
2010-08-31,15300.0,15300.0,10103.0,18.85,890,0,-890
2010-09-01,15200.0,15250.0,4740.0,18.79,1600,0,-1600
2010-09-02,15300.0,15450.0,6581.0,19.03,0,0,0
2010-09-03,15300.0,15950.0,10040.0,19.65,30,0,-30
2010-09-06,16100.0,16000.0,7170.0,19.71,80,-20,-60
2010-09-07,16000.0,15950.0,5830.0,19.65,130,-80,-50
