Symbol,농심_시가(원),농심_종가(원),농심_거래량(주),농심_PER(IFRS-연결),농심_순매수수량(개인)(주),농심_순매수수량(기관계)(주),농심_순매수수량(외국인계)(주)
2000-01-04,49500,51000,22300,6.91,-3650,9870,-11490
2000-01-05,49950,51000,20770,6.91,300,7530,-7830
2000-01-06,51000,50900,18590,6.89,-4270,8260,-3960
2000-01-07,49100,50000,17273,6.77,-4960,4620,340
2000-01-10,51000,51000,16110,6.91,-11290,11030,120
2000-01-11,51100,51000,15910,6.91,-6780,7580,-1010
2000-01-12,50800,50000,13625,6.77,-1550,6280,-4730
2000-01-13,50000,50100,21910,6.79,-3340,3790,-3050
2000-01-14,50000,50000,7840,6.77,-110,-170,280
2000-01-17,50000,51000,18550,6.91,-8500,8850,-350
2000-01-18,50200,49700,23920,6.73,4360,3560,-7920
2000-01-19,49000,47000,21410,6.37,4790,2110,-6110
2000-01-20,45000,45500,13270,6.16,-1670,5430,-3760
2000-01-21,45000,44500,34780,6.03,5400,12930,-14970
2000-01-24,43100,44500,22875,6.03,1040,-1660,220
2000-01-25,43000,44000,32370,5.96,250,-5310,5060
2000-01-26,42800,48500,24110,6.57,-7980,4370,3610
2000-01-27,45000,48000,10351,6.5,-1960,1950,40
2000-01-28,47500,49000,28400,6.64,-5430,800,-250
2000-01-31,46900,48700,11900,6.6,-800,1160,-660
2000-02-01,48700,47850,15560,6.48,3760,3060,-6820
2000-02-02,46500,50000,17220,6.77,-6720,9810,-3200
2000-02-03,50000,52000,67090,7.04,-23170,5910,17660
2000-02-07,54900,53000,51540,7.18,-7930,13730,890
2000-02-08,54000,54000,45260,7.31,-11830,11800,30
2000-02-09,54000,53000,12842,7.18,-3118,3118,0
2000-02-10,52000,48600,15650,6.58,9790,-9790,0
2000-02-11,50000,48500,11850,6.57,5230,-5330,40
2000-02-14,47300,46500,28400,6.3,2500,-3020,520
2000-02-15,45500,46100,15850,6.24,4260,-1510,-2440
2000-02-16,45500,47000,35780,6.37,5660,100,-5700
2000-02-17,46000,46400,18860,6.28,-750,5600,-3150
2000-02-18,46400,45800,15760,6.2,6440,-5550,-860
2000-02-21,45000,44500,8220,6.03,100,260,-590
2000-02-22,45000,44900,9610,6.08,-350,2850,-2480
2000-02-23,44900,46650,11440,6.32,3370,-2890,-430
2000-02-24,46650,45500,12050,6.16,-2990,660,2330
2000-02-25,45500,44750,34590,6.06,-850,8660,-7820
2000-02-28,45400,43500,10530,5.89,830,2560,-3190
2000-02-29,44600,43000,28840,5.82,2640,8850,-11490
2000-03-02,43000,42000,51110,5.69,29910,-24000,-5910
2000-03-03,42050,40000,90660,5.42,64650,-3740,-61850
2000-03-06,40700,41700,75940,5.65,30400,-14390,-16100
2000-03-07,42100,44400,68980,6.01,-6760,5200,-470
2000-03-08,44000,44600,45540,6.04,-20470,9520,-1210
2000-03-09,44600,40000,143920,5.42,1170,93970,-107670
2000-03-10,45000,46000,45640,6.23,-18520,20520,0
2000-03-13,51600,50000,80410,6.77,-18530,21600,-1300
2000-03-14,47000,48500,17420,6.57,-9030,9000,30
2000-03-15,48500,46000,26270,6.23,-14460,13450,-2880
2000-03-16,46000,46000,29070,6.23,-8090,-1780,-260
2000-03-17,47000,45300,33460,6.13,-15810,16310,450
2000-03-20,46000,46000,23490,6.23,-7800,7400,380
2000-03-21,45500,47000,9380,6.37,-4400,3280,200
2000-03-22,45500,46300,26770,6.27,-1810,6430,-8140
2000-03-23,45000,46000,30860,6.23,-2740,5540,-7680
2000-03-24,44850,45200,46960,6.12,1990,2670,-39380
2000-03-27,45000,47000,26790,6.37,1410,5640,-7000
2000-03-28,46900,48700,46870,6.6,130,-300,180
2000-03-29,47500,49000,116460,6.64,10150,75290,-440
2000-03-30,49000,47000,34410,6.37,12800,-7670,-1100
2000-03-31,46800,50500,45590,6.84,-10800,10850,-80
2000-04-03,49950,47900,25540,6.49,3510,-3680,220
2000-04-04,47900,48500,31180,6.57,-4800,4040,610
2000-04-06,49000,48500,18320,6.57,-3250,-2290,5540
2000-04-07,47500,47800,12400,6.47,480,-1050,170
2000-04-10,48500,47550,28420,6.44,3050,-3000,470
2000-04-11,47500,47000,13450,6.37,-110,2140,-1810
2000-04-12,47200,48500,50950,6.57,-11200,11060,-900
2000-04-14,48000,48500,22530,6.57,-1400,-7080,0
2000-04-17,45000,46400,34040,6.28,-15270,16380,-1390
2000-04-18,48300,45300,32760,6.13,14100,4800,-18980
2000-04-19,46000,47100,111480,6.38,23490,-22420,-890
2000-04-20,47000,46300,25090,6.27,-9150,9260,-110
2000-04-21,48000,48000,71510,6.5,7050,-6740,-100
2000-04-24,48000,47600,28530,6.45,-7680,7740,0
2000-04-25,47000,49000,51290,6.64,-10610,5490,0
2000-04-26,49550,47950,22940,6.49,-7940,7820,70
2000-04-27,47900,47800,28550,6.47,-9440,1920,200
2000-04-28,47200,48950,20620,6.63,-7910,6020,1940
2000-05-02,49600,50100,73090,6.79,28510,-27650,-960
2000-05-03,50500,50500,27480,6.84,460,220,-680
2000-05-04,50900,50100,21600,6.79,-1080,840,240
2000-05-08,50100,48800,42830,6.61,1120,4190,-5290
2000-05-09,48100,48300,31840,6.54,-6900,-3680,400
2000-05-10,48300,48600,58780,6.58,-5920,-29490,-2370
2000-05-12,48300,47100,23320,6.38,-2610,3790,-1070
2000-05-15,46800,45100,24380,6.11,-2580,3950,-1170
2000-05-16,45500,45000,19660,6.09,-1370,-5990,9360
2000-05-17,44100,42500,23880,5.76,2940,-1400,-1540
2000-05-18,41500,41500,18410,5.62,2040,2980,-5020
2000-05-19,40200,40050,76770,5.42,34880,16270,-51450
2000-05-22,42000,40100,49700,5.43,18640,-3920,-14720
2000-05-23,40300,41300,34420,5.59,-8000,11180,-3350
2000-05-24,41300,41000,24040,5.55,-2240,3390,-1140
2000-05-25,41000,41800,23470,5.66,5050,-4710,-180
2000-05-26,40300,40500,14870,5.48,1860,-1860,0
2000-05-29,40100,41050,16800,5.56,-7020,2590,4430
2000-05-30,41050,43000,19470,5.82,-6100,6330,-230
2000-05-31,43500,36550,47210,4.95,270,11210,-10480
2000-06-01,42000,42000,46800,5.69,14190,-2090,2780
2000-06-02,42900,43000,55910,5.82,-210,-5670,5880
2000-06-05,45000,44800,32400,6.07,-2690,-4010,6700
2000-06-07,45800,49300,52100,6.68,-15720,-2520,18790
2000-06-08,50000,47400,53920,6.42,-4960,-12360,17320
2000-06-09,47400,48000,37920,6.5,5980,-5250,-950
2000-06-12,49000,47000,34170,6.37,4270,-12380,8050
2000-06-13,47500,49500,25380,6.7,-10270,-1430,11170
2000-06-14,48450,49000,19450,6.64,-9290,-3710,13670
2000-06-15,49500,48400,13930,6.55,-8990,-1630,10250
2000-06-16,47700,48400,16780,6.55,-7220,-3760,10830
2000-06-19,48950,48950,33250,6.63,-18210,8550,10860
2000-06-20,48700,49000,19760,6.64,-780,-10080,10860
2000-06-21,49450,49500,36700,6.7,3400,-15410,12600
2000-06-22,49500,49450,35460,6.7,-3560,-16010,9630
2000-06-23,49400,49450,34420,6.7,5700,-26400,11100
2000-06-26,49400,49400,35590,6.69,13680,-21880,40
2000-06-27,49350,49300,42200,6.68,2660,-10320,11050
2000-06-28,49000,48900,55370,6.62,26780,-23160,8430
2000-06-29,40600,40150,60240,6.56,17550,-6170,150
2000-06-30,40600,40600,18960,6.63,870,1580,0
2000-07-03,40200,41200,27820,4.89,1370,-7620,0
2000-07-04,40700,40300,19630,4.78,3120,-190,0
2000-07-05,40000,41000,26570,4.87,5760,570,0
2000-07-06,40850,41300,42280,4.9,-11260,7790,0
2000-07-07,41800,41200,34220,4.89,1440,1850,60
2000-07-10,41200,40700,22680,4.83,3080,2460,-1110
2000-07-11,40700,40000,20290,4.75,5090,-4830,-110
2000-07-12,40200,40000,30400,4.75,-4510,11930,20
2000-07-13,40000,40300,23940,4.78,2550,-1990,4860
2000-07-14,39600,40050,14590,4.75,-660,4660,0
2000-07-18,39200,39050,6330,4.63,-260,260,0
2000-07-19,38500,37500,10400,4.45,640,1770,-2870
2000-07-20,37400,38000,13680,4.51,-4850,3810,490
2000-07-21,38700,37600,10290,4.46,-1240,1220,20
2000-07-24,37600,36200,18440,4.3,5100,-3690,320
2000-07-25,37000,36500,10820,4.33,-2950,2940,1310
2000-07-26,35800,37000,13760,4.39,1610,-1610,0
2000-07-27,36300,37400,5430,4.44,-2970,2970,0
2000-07-28,36550,37500,16320,4.45,-11270,9620,1590
2000-07-31,37400,37000,11600,4.39,-570,-700,640
2000-08-01,37000,37100,12850,4.4,-150,-2250,0
2000-08-02,37100,37500,12940,4.45,-6880,8130,130
2000-08-03,37100,37000,7510,4.39,2460,-2370,-90
2000-08-04,36500,36300,11360,4.31,5610,-890,-4910
2000-08-07,36600,37000,66410,4.39,3840,-42760,40000
2000-08-08,37500,38400,76830,4.56,-5400,11350,50
2000-08-09,38950,41600,188310,4.94,-7720,-17800,28220
2000-08-10,42000,41650,118310,4.94,-39070,25150,22770
2000-08-11,40100,41800,109620,4.96,-32430,22390,10040
2000-08-14,42100,42000,44590,4.98,-5070,5110,240
2000-08-16,41800,42700,107430,5.07,-12570,-34500,39530
2000-08-17,42700,42800,28630,5.08,-9160,810,6000
2000-08-18,42300,42000,28560,4.98,-3380,12030,-8200
2000-08-21,41600,41000,8410,4.87,1970,130,-2100
2000-08-22,41000,41800,16260,4.96,-3120,8070,-930
2000-08-23,42000,42200,45510,5.01,-10730,13560,50
2000-08-24,42500,41700,13090,4.95,-3120,7280,-4410
2000-08-25,41800,41850,10470,4.97,-400,5730,-5330
2000-08-28,42000,41900,38180,4.97,110,7040,-5240
2000-08-29,42200,41750,13630,4.96,3720,4400,-3800
2000-08-30,41000,41200,28330,4.89,4970,3350,-18320
2000-08-31,40500,40000,19500,4.75,-180,5740,-5060
2000-09-01,39100,41000,52140,4.87,6310,3850,-5430
2000-09-04,41500,40900,23480,4.85,260,4250,-10
2000-09-05,40500,41100,28960,4.88,-3770,18570,-3880
2000-09-06,40800,41550,85230,4.93,-9040,1460,7580
2000-09-07,40900,41500,22710,4.93,-8190,8810,-600
2000-09-08,42000,41000,14350,4.87,-4100,4630,-530
2000-09-14,40500,40000,24020,4.75,9040,-5060,-5320
2000-09-15,39200,39900,28700,4.74,2200,-2910,-1460
2000-09-18,39850,37300,32490,4.43,-7990,7650,-5560
2000-09-19,36000,39500,14030,4.69,-7550,7280,330
2000-09-20,41500,40300,31500,4.78,-5940,6210,-210
2000-09-21,40050,40300,14950,4.78,-4500,5450,-950
2000-09-22,39500,40000,20420,4.75,-6250,7460,-1210
2000-09-25,39500,41000,30980,4.87,2250,-2250,0
2000-09-26,41000,41800,23690,4.96,-8790,8430,0
2000-09-27,41200,41800,27690,4.96,-10400,-3350,0
2000-09-28,43000,41750,29030,4.96,-1150,-140,1410
2000-09-29,41750,41900,19410,4.97,90,5080,-5120
2000-10-02,41000,41400,6460,4.91,-3160,3160,0
2000-10-04,41400,41500,8980,4.93,-3050,2220,470
2000-10-05,41600,41100,11420,4.88,2500,-2480,10
2000-10-06,41000,41600,17000,4.94,-7750,7590,0
2000-10-09,41000,40500,11180,4.81,-780,970,-20
2000-10-10,41100,41000,6650,4.87,-2190,2190,0
2000-10-11,40550,41700,18820,4.95,-4920,3790,280
2000-10-12,42100,41000,108670,4.87,8120,-33100,14920
2000-10-13,40900,41000,55540,4.87,310,-2070,11500
2000-10-16,41050,42000,51100,4.98,6570,-6350,0
2000-10-17,42000,42600,156990,5.06,5120,-38210,27490
2000-10-18,42700,43000,88670,5.1,-8120,8820,9340
2000-10-19,42500,44000,80540,5.22,-7540,12650,-140
2000-10-20,43200,43500,63040,5.16,3290,-10550,1550
2000-10-23,44100,43500,33020,5.16,1810,-1300,-430
2000-10-24,45000,43700,101770,5.19,13000,-13290,1040
2000-10-25,43700,43500,34460,5.16,-8380,6840,-540
2000-10-26,43000,43500,24760,5.16,-8610,10900,-3320
2000-10-27,43100,43000,64820,5.1,-9410,-3970,2980
2000-10-30,42700,43000,24630,5.1,-5880,5810,210
2000-10-31,42200,42950,21120,5.1,2520,480,-190
2000-11-01,43400,45000,124800,5.34,780,-1000,2070
2000-11-02,44800,44950,50970,5.33,-11510,12430,200
2000-11-03,45000,44000,34670,5.22,2930,-15340,12950
2000-11-06,45200,44400,38140,5.27,-1170,-6130,6980
2000-11-07,44800,43800,21790,5.2,-8070,1060,6670
2000-11-08,43800,43800,14680,5.2,-2680,-1880,4590
2000-11-09,43800,44300,33010,5.26,230,-3370,3270
2000-11-10,44300,45100,53200,5.35,9490,-11340,-1010
2000-11-13,45200,44850,30660,5.32,-2200,-4990,9250
2000-11-14,45000,46100,70920,5.47,9850,-15210,3060
2000-11-15,46500,46400,110350,5.51,-22690,-8790,32880
2000-11-16,48000,47000,82150,5.58,5090,-5340,32990
2000-11-17,47600,47000,65200,5.58,-4710,5100,10610
2000-11-20,47000,47000,53670,5.58,-6420,15990,490
2000-11-21,47000,46650,69460,5.54,-690,6020,-300
2000-11-22,47000,47500,94520,5.64,-5300,8180,14100
2000-11-23,47700,46500,27880,5.52,-9850,8320,2250
2000-11-24,46500,46950,15450,5.57,-6100,5030,1830
2000-11-27,47500,48000,53150,5.7,-9140,-25900,36160
2000-11-28,48000,48000,50540,5.7,-5310,-22390,27280
2000-11-29,48000,48000,30090,5.7,-7470,-12620,20590
2000-11-30,48500,47700,24740,5.66,-4270,-6680,11430
2000-12-01,43500,47700,18950,5.66,-5640,7600,-5290
2000-12-04,48200,45800,46400,5.44,2700,2630,-220
2000-12-05,45600,44900,39190,5.33,-710,20350,-19370
2000-12-06,45000,44100,100570,5.23,11530,24420,-36970
2000-12-07,44200,44300,24770,5.26,1900,-130,-1590
2000-12-08,44500,44300,27820,5.26,1350,3470,-4960
2000-12-11,45000,45000,29260,5.34,-580,1200,60
2000-12-12,44600,44500,12160,5.28,940,-1430,810
2000-12-13,44500,44500,40540,5.28,620,2630,-3570
2000-12-14,43900,44000,33280,5.22,-2260,-290,2930
2000-12-15,43750,44000,33770,5.22,-410,-2160,2610
2000-12-18,43200,44700,25020,5.31,-11720,11190,490
2000-12-19,44100,44800,16740,5.32,-4920,5110,-150
2000-12-20,44300,44900,29440,5.33,-9090,11700,-30
2000-12-21,44900,45000,46980,5.34,-17380,8160,11630
2000-12-22,45100,45000,49640,5.34,-7450,13410,5190
2000-12-26,45700,45000,29140,5.34,-4310,-7580,12550
2001-01-02,45000,45000,32970,5.34,1700,-22610,19090
2001-01-03,45400,44900,45670,5.33,-1520,-24740,25260
2001-01-04,45100,44900,84700,5.33,18010,-43450,24350
2001-01-05,44600,43950,66220,5.22,14130,-13340,750
2001-01-08,43500,44000,49380,5.22,-400,-1660,1740
2001-01-09,43500,43500,53530,5.16,9850,-8150,-11040
2001-01-10,43000,42600,61370,5.06,580,4710,-6370
2001-01-11,42300,41750,66820,4.96,13870,6140,-15840
2001-01-12,42400,42900,103120,5.09,16600,-15860,940
2001-01-15,43200,42700,98320,5.07,2620,-13570,11190
2001-01-16,43050,41750,45640,4.96,11850,-11480,1230
2001-01-17,41900,43000,54880,5.1,-1810,-2000,8530
2001-01-18,43700,43500,70520,5.16,-11910,27600,-15730
2001-01-19,43000,42450,33120,5.04,14040,-13000,-1580
2001-01-22,42450,42400,27680,5.03,7640,-7640,0
2001-01-26,42500,42500,99340,5.04,19510,-21380,580
2001-01-29,42550,42600,45800,5.06,4060,-5940,0
2001-01-30,42900,43000,37860,5.1,-11810,11830,-10
2001-01-31,43750,44000,91080,5.22,-18010,5400,1820
2001-02-01,45000,44100,57590,5.23,-2740,13090,-10290
2001-02-02,43100,43500,37230,5.16,1520,-3400,0
2001-02-05,42700,43000,22300,5.1,-12530,11770,820
2001-02-06,42800,43300,12680,5.14,-7860,4830,2970
2001-02-07,43300,43500,21100,5.16,-10110,9690,720
2001-02-08,43500,44900,63670,5.33,-17600,17290,290
2001-02-09,44800,45200,27840,5.36,-14730,15670,0
2001-02-12,44300,45300,28180,5.38,-8200,6030,-90
2001-02-13,44800,44500,27580,5.28,10820,-10170,420
2001-02-14,44900,44500,25310,5.28,-1440,-8630,8330
2001-02-15,44500,44050,23320,5.23,1330,2950,-4310
2001-02-16,44100,44000,13210,5.22,-290,-2250,780
2001-02-19,44100,44500,19610,5.28,-40,110,-360
2001-02-20,44500,46000,85450,5.46,-8490,-12710,10280
2001-02-21,46000,46200,59030,5.48,-2310,-5050,4780
2001-02-22,46500,46500,95790,5.52,-22280,-3140,19850
2001-02-23,46600,48950,179610,5.81,-18700,-74140,62600
2001-02-26,49400,49350,33970,5.86,-1090,-3750,5720
2001-02-27,49300,49000,39340,5.82,-9140,7780,1280
2001-02-28,49000,49000,9200,5.82,-5070,5010,0
2001-03-02,49500,49600,81820,5.89,-3540,-15010,19290
2001-03-05,49700,49800,24000,5.91,-12930,7260,5280
2001-03-06,49500,49800,33200,5.91,-2490,13820,-9320
2001-03-07,49300,48900,46040,5.8,-6010,6560,-1380
2001-03-08,48900,48400,19270,5.74,2560,710,-3740
2001-03-09,48900,48000,14960,5.7,80,2210,-1370
2001-03-12,47900,47300,22730,5.61,-320,1060,-200
2001-03-13,47600,48200,53020,5.72,-4120,-9060,21390
2001-03-14,49100,48600,41550,5.77,-990,-16000,15530
2001-03-15,48000,48900,13980,5.8,-4050,-2520,6050
2001-03-16,48900,49000,18730,5.82,-390,-12230,12970
2001-03-19,48700,48000,27070,5.7,-4130,-520,4270
2001-03-20,48000,47600,44780,5.65,-560,-15160,60
2001-03-21,46500,46500,15420,5.52,1560,1930,-4370
2001-03-22,46100,46400,39570,5.51,2320,4980,-7300
2001-03-23,46350,46300,23260,5.5,2370,8640,-11850
2001-03-26,45700,46800,35670,5.55,-520,11370,-11220
2001-03-27,46800,46800,28810,5.55,350,4770,-6420
2001-03-28,47000,47300,35180,5.61,-5850,-13270,19150
2001-03-29,46500,46000,41770,5.46,8670,-9480,1460
2001-03-30,46100,44000,48090,5.22,10790,3850,-14510
2001-04-02,42900,41350,128550,4.91,36810,10490,-50790
2001-04-03,41300,40300,91940,4.78,11830,39150,-46080
2001-04-04,39300,40000,108170,4.75,13960,6180,-22330
2001-04-06,40600,40000,72440,4.75,1510,2510,-3340
2001-04-09,40400,40600,41670,4.82,-7000,5670,-3920
2001-04-10,41000,40600,12200,4.82,-1170,3520,-2480
2001-04-11,40800,41200,44400,4.89,7300,-8310,600
2001-04-12,41500,40500,27390,4.81,7100,3400,-8080
2001-04-13,40500,40900,14220,4.85,590,-2810,-2460
2001-04-16,40500,41300,32160,4.9,-3430,11500,-8020
2001-04-17,40500,40600,63820,4.82,34120,4210,-37260
2001-04-18,40500,40500,52130,4.81,28540,-3140,-25990
2001-04-19,41300,40600,93690,4.82,20980,-8050,-4210
2001-04-20,40600,40300,62610,4.78,31330,-21640,-10340
2001-04-23,40500,40450,65040,4.8,12140,-10280,-2840
2001-04-24,40300,40000,48350,4.75,13930,5510,-19880
2001-04-25,40000,40100,64120,4.76,10930,-11630,250
2001-04-26,40200,40200,62430,4.77,32420,-32240,-570
2001-04-27,40200,40200,45170,4.77,1840,-4750,2410
2001-04-30,40000,40600,160750,4.82,59410,15050,-75920
2001-05-02,40800,40800,71200,4.84,1720,9430,-14200
2001-05-03,41000,40500,83040,4.81,30500,-25530,-4600
2001-05-04,40700,42500,89510,5.04,-27080,26120,-100
2001-05-07,42500,42500,53260,5.04,-10220,9560,150
2001-05-08,43400,43400,124330,5.15,-38610,31360,13750
2001-05-09,44000,44000,275470,5.22,-44090,-89880,128800
2001-05-10,44200,46300,182890,5.5,-16710,-35660,55040
2001-05-11,47200,46600,257350,5.53,-13620,-87290,106170
2001-05-14,47850,47000,55500,5.58,-24300,-7990,31200
2001-05-15,47100,46900,28860,5.57,-16080,16120,-250
2001-05-16,46500,46100,63250,5.47,11770,-15890,2400
2001-05-17,46800,46550,51970,5.52,70,12890,-18800
2001-05-18,46300,46550,44690,5.52,1960,1710,-5600
2001-05-21,46850,46500,47420,5.52,9220,-15730,0
2001-05-22,47300,45500,70770,5.4,27290,-13400,-15710
2001-05-23,45800,45900,56210,5.45,3640,12560,-37790
2001-05-24,45800,46000,26790,5.46,-8010,11950,-5440
2001-05-25,46000,45900,90080,5.45,-6540,11810,-4640
2001-05-28,46000.0,46000.0,111190.0,5.46,27140,48150,-90200
2001-05-29,46400.0,48000.0,74590.0,5.7,-37460,32270,-1540
2001-05-30,49000.0,48700.0,88070.0,5.78,-18560,650,19140
2001-05-31,47800.0,50000.0,89200.0,5.93,-28720,10260,18400
2001-06-01,50800.0,49800.0,33920.0,5.91,4750,-4000,-1850
2001-06-04,49700.0,52000.0,78370.0,6.17,-39400,-4600,46430
2001-06-05,52800.0,50200.0,26320.0,5.96,-7860,3120,3290
2001-06-07,49350.0,50300.0,37170.0,5.97,-7800,2220,5720
2001-06-08,50700.0,50200.0,39810.0,5.96,-3890,-540,4770
2001-06-11,51100.0,51500.0,38890.0,6.11,-3510,-440,4250
2001-06-12,52000.0,55300.0,88240.0,6.56,-25870,-9530,37460
2001-06-13,55600.0,55100.0,80200.0,6.54,1030,-21350,23970
2001-06-14,55300.0,55200.0,44430.0,6.55,1900,2360,-3280
2001-06-15,54500.0,54900.0,25350.0,6.52,-2470,1930,-810
2001-06-18,55200.0,54400.0,24160.0,6.46,3720,-8010,-270
2001-06-19,54400.0,53800.0,27980.0,6.39,-12910,12800,330
2001-06-20,53900.0,53100.0,12110.0,6.3,-2340,2070,200
2001-06-21,52100.0,53500.0,25020.0,6.35,-2440,-5790,2170
2001-06-22,53100.0,54000.0,13910.0,6.41,-290,2170,0
2001-06-25,54000.0,54000.0,38750.0,6.41,2320,-1360,-11540
2001-06-26,54000.0,54000.0,36730.0,6.41,-2080,5180,-2210
2001-06-27,54000.0,52900.0,50560.0,6.28,7010,1740,-11940
2001-06-28,51000.0,52100.0,25650.0,6.18,-5170,-1010,-50
2001-06-29,52100.0,51200.0,33110.0,6.08,-1150,2640,-10220
2001-07-02,50800.0,50700.0,41110.0,6.14,2010,4250,-14260
2001-07-03,50100.0,49950.0,35330.0,6.05,2540,-560,-11170
2001-07-04,49600.0,50500.0,41170.0,6.11,-1860,1850,5700
2001-07-05,51000.0,51100.0,59210.0,6.19,6720,-9990,4570
2001-07-06,50100.0,51100.0,86840.0,6.19,-12810,21190,-9020
2001-07-09,51000.0,51100.0,68140.0,6.19,-13410,7810,3690
2001-07-10,51300.0,51500.0,37490.0,6.24,-11370,2070,8050
2001-07-11,51000.0,51100.0,24820.0,6.19,-17710,11010,800
2001-07-12,51700.0,50500.0,26360.0,6.11,-1460,-770,500
2001-07-13,51000.0,50500.0,18950.0,6.11,-5900,-730,-1110
2001-07-16,51000.0,51000.0,15130.0,6.18,-1930,-1700,120
2001-07-18,51100.0,49000.0,18991.0,5.93,5800,-4600,920
2001-07-19,48500.0,48600.0,20590.0,5.88,-1660,3900,-1130
2001-07-20,48000.0,47000.0,46890.0,5.69,6020,3410,-12080
2001-07-23,45200.0,45000.0,37990.0,5.45,4140,5510,-10360
2001-07-24,44100.0,44200.0,54310.0,5.35,6180,25260,-30350
2001-07-25,44000.0,44700.0,29190.0,5.41,5620,6290,-11470
2001-07-26,44600.0,44600.0,25460.0,5.4,13750,-7960,-5300
2001-07-27,46000.0,45300.0,48210.0,5.49,15260,930,-16510
2001-07-30,45800.0,45000.0,17060.0,5.45,-1630,-2600,2850
2001-07-31,45400.0,46350.0,54200.0,5.61,-7290,4710,1780
2001-08-01,47000.0,47400.0,60380.0,5.74,-1680,-2520,3880
2001-08-02,47500.0,48500.0,28650.0,5.87,-9210,-2510,11090
2001-08-03,48500.0,48500.0,46600.0,5.87,-3900,-12400,11370
2001-08-06,48500.0,49200.0,24860.0,5.96,-8910,-10230,10680
2001-08-07,49450.0,50000.0,47482.0,6.05,2060,-17320,15150
2001-08-08,50000.0,49700.0,21120.0,6.02,970,5440,-6000
2001-08-09,49600.0,49600.0,50680.0,6.01,-8930,8240,230
2001-08-10,50500.0,50000.0,14009.0,6.05,-3150,1060,260
2001-08-13,51000.0,49500.0,10280.0,5.99,-880,750,-800
2001-08-14,49550.0,51000.0,17220.0,6.18,-6200,5610,0
2001-08-16,50000.0,51100.0,31870.0,6.19,-6880,6240,0
2001-08-17,50000.0,51000.0,12840.0,6.18,-2370,2670,30
2001-08-20,51000.0,49400.0,17090.0,5.98,-2570,-280,2840
2001-08-21,49500.0,49400.0,13340.0,5.98,-1110,1900,-940
2001-08-22,48900.0,51100.0,16018.0,6.19,-6190,6440,-500
2001-08-23,51100.0,51900.0,17070.0,6.28,-1870,860,380
2001-08-24,51900.0,52000.0,26451.0,6.3,2780,7070,-10000
2001-08-27,54000.0,53900.0,50405.0,6.53,-13070,6710,5300
2001-08-28,54000.0,54000.0,28386.0,6.54,-5570,-6410,12130
2001-08-29,53700.0,54000.0,30570.0,6.54,-5010,3480,4120
2001-08-30,53300.0,53100.0,9700.0,6.43,-1530,1070,0
2001-08-31,51900.0,52000.0,25100.0,6.3,-11890,1720,9400
2001-09-03,52500.0,52000.0,6240.0,6.3,-4490,1500,2300
2001-09-04,52000.0,52100.0,13560.0,6.31,-2600,-2560,5200
2001-09-05,52700.0,52000.0,17550.0,6.3,4100,-4660,620
2001-09-06,51900.0,52000.0,18151.0,6.3,4160,-1720,-3100
2001-09-07,52000.0,52000.0,14120.0,6.3,-1410,-4070,4610
2001-09-10,52000.0,52000.0,11980.0,6.3,-2310,-1370,4470
2001-09-11,51700.0,51200.0,37340.0,6.2,-7230,-970,0
2001-09-12,48600.0,47500.0,67810.0,5.75,2220,7200,-1950
2001-09-13,50000.0,49000.0,73640.0,5.93,16690,-4970,-7870
2001-09-14,49900.0,48500.0,29590.0,5.87,-7640,5240,2510
2001-09-17,48000.0,47550.0,20330.0,5.76,-8560,13280,0
2001-09-18,47600.0,48800.0,29210.0,5.91,-7320,11650,0
2001-09-19,49000.0,51500.0,68240.0,6.24,-5880,20080,930
2001-09-20,51500.0,51900.0,50880.0,6.28,-2510,4960,-1990
2001-09-21,52000.0,54900.0,123620.0,6.65,-13210,-34320,71730
2001-09-24,55500.0,55300.0,41280.0,6.7,-7420,-11610,19260
2001-09-25,56000.0,56000.0,124900.0,6.78,-25010,-55800,59680
2001-09-26,55300.0,56400.0,31286.0,6.83,5256,-496,-5830
2001-09-27,57000.0,58500.0,109386.0,7.08,-610,-45650,52100
2001-09-28,58600.0,60800.0,135294.0,7.36,-9600,-36050,62020
2001-10-04,62800.0,60200.0,75890.0,7.29,16850,1100,-17610
2001-10-05,60600.0,59000.0,43170.0,7.14,-6980,5060,420
2001-10-08,58900.0,59000.0,46925.0,7.14,-12565,-7415,19960
2001-10-09,59100.0,59000.0,36570.0,7.14,-290,-13890,14340
2001-10-10,59000.0,59000.0,30140.0,7.14,-7640,-4350,12170
2001-10-11,59400.0,61500.0,68448.0,7.45,18690,-31440,14350
2001-10-12,61500.0,62000.0,116806.0,7.51,-11180,-9680,28570
2001-10-15,62000.0,63000.0,50015.0,7.63,-1080,-580,3600
2001-10-16,62500.0,62200.0,33480.0,7.53,-2459,10179,-7560
2001-10-17,62200.0,59900.0,135070.0,7.25,-2150,22750,-21670
2001-10-18,60000.0,59100.0,31690.0,7.16,4780,2690,240
2001-10-19,59100.0,60500.0,34342.0,7.33,9850,-10550,1940
2001-10-22,59200.0,59100.0,58340.0,7.16,16830,-5320,-11350
2001-10-23,60400.0,59400.0,18343.0,7.19,410,-1160,760
2001-10-24,58500.0,59200.0,25680.0,7.17,2140,1680,-2820
2001-10-25,58800.0,58400.0,42840.0,7.07,2410,17050,-19440
2001-10-26,58900.0,59000.0,34010.0,7.14,-1750,2650,-1540
