Symbol,농심_시가(원),농심_종가(원),농심_거래량(주),농심_PER(IFRS-연결),농심_순매수수량(개인)(주),농심_순매수수량(기관계)(주),농심_순매수수량(외국인계)(주)
2013-05-31,300000.0,292500.0,36058.0,,11823,-15199,3536
2013-06-03,290000.0,280500.0,50104.0,,10154,-6342,-3207
2013-06-04,283500.0,277000.0,28810.0,,3852,-10577,6623
2013-06-05,275500.0,270500.0,29589.0,,6215,-9297,3215
2013-06-07,271000.0,278500.0,23716.0,,-7430,4110,3352
2013-06-10,279000.0,275000.0,14649.0,,3328,-3630,388
2013-06-11,276000.0,282000.0,13543.0,,-6579,7478,-884
2013-06-12,282500.0,280000.0,8690.0,,244,3966,-4210
2013-06-13,281000.0,270000.0,22193.0,,6216,559,-6817
2013-06-14,272000.0,273500.0,9388.0,,280,1864,-2117
2013-06-17,275500.0,270000.0,14690.0,,302,5896,-6198
2013-06-18,272500.0,271500.0,22137.0,,5609,-643,-4964
2013-06-19,270500.0,270000.0,20613.0,,2399,399,-2536
2013-06-20,267000.0,259500.0,24854.0,,5448,724,-6295
2013-06-21,250000.0,255500.0,26269.0,,-2072,4765,-1199
2013-06-24,253500.0,263500.0,14420.0,,-6031,5435,595
2013-06-25,263500.0,253000.0,17893.0,,3877,2338,-6218
2013-06-26,255000.0,258500.0,9510.0,,-2762,1852,910
2013-06-27,262000.0,264000.0,12812.0,,-2170,6048,-3895
2013-06-28,265500.0,265500.0,20045.0,,-607,-3645,3039
2013-07-01,264000.0,265000.0,11268.0,,471,-1126,628
2013-07-02,265000.0,263000.0,23781.0,,6686,2418,-8077
2013-07-03,263000.0,258000.0,16707.0,,4437,-3769,-653
2013-07-04,259000.0,264000.0,14583.0,,-3415,-877,3460
2013-07-05,264500.0,265000.0,16234.0,,-2414,3545,-1131
2013-07-08,266000.0,259000.0,19082.0,,4079,-1872,-2634
2013-07-09,258500.0,263000.0,20569.0,,-1225,2408,-1229
2013-07-10,260500.0,253500.0,13538.0,,4750,-3230,-52
2013-07-11,253500.0,256500.0,20015.0,,1866,-3689,1723
2013-07-12,256000.0,255500.0,14824.0,,2060,-3404,1354
2013-07-15,256000.0,255000.0,16407.0,,-99,4062,-3973
2013-07-16,255500.0,255000.0,12784.0,,2849,-1966,-863
2013-07-17,255000.0,250500.0,28259.0,,1556,-2136,166
2013-07-18,252500.0,255500.0,25789.0,,-7006,3498,3506
2013-07-19,256000.0,252000.0,18687.0,,3970,-2451,-1538
2013-07-22,251500.0,257000.0,15600.0,,-6481,8084,-1676
2013-07-23,259500.0,259000.0,19410.0,,614,3149,-3944
2013-07-24,258500.0,269500.0,23176.0,,-8650,11004,-2244
2013-07-25,269500.0,265500.0,16165.0,,6117,199,-6316
2013-07-26,260500.0,263500.0,24924.0,,-4198,-946,5313
2013-07-29,264000.0,260000.0,9456.0,,277,13,-453
2013-07-30,261500.0,263000.0,10734.0,,-130,-536,616
2013-07-31,263000.0,260500.0,12150.0,,734,-1814,1282
2013-08-01,262500.0,259000.0,12464.0,,2406,864,-3273
2013-08-02,261000.0,255000.0,29144.0,,10135,7037,-17173
2013-08-05,256000.0,261500.0,13608.0,,-4397,3949,448
2013-08-06,262000.0,261500.0,12563.0,,-638,4441,-3615
2013-08-07,260500.0,257500.0,12329.0,,1914,-294,-1630
2013-08-08,259000.0,255500.0,9086.0,,3300,-3664,470
2013-08-09,256000.0,253500.0,18947.0,,4701,-9209,4778
2013-08-12,253500.0,254000.0,14878.0,,3881,-5710,1821
2013-08-13,255000.0,253500.0,12233.0,,2837,-5579,2798
2013-08-14,252500.0,255500.0,12901.0,,2686,-3297,1407
2013-08-16,251500.0,252000.0,14792.0,,3950,1050,-5000
2013-08-19,252500.0,252000.0,12324.0,,4353,-1095,-3268
2013-08-20,252000.0,248000.0,27239.0,,4388,-6867,2479
2013-08-21,247000.0,240000.0,29557.0,,10730,-2085,-8603
2013-08-22,236000.0,238000.0,30581.0,,-3293,9539,-6381
2013-08-23,238000.0,239500.0,20678.0,,3189,-2727,-462
2013-08-26,238500.0,238000.0,11887.0,,2238,-1097,-1109
2013-08-27,236500.0,235500.0,20379.0,,4921,-3004,-1787
2013-08-28,231500.0,233000.0,37514.0,,2255,8708,-11238
2013-08-29,236000.0,239000.0,24606.0,,-1542,4418,-3883
2013-08-30,239500.0,239000.0,14295.0,,1312,1547,-2843
2013-09-02,238000.0,240500.0,13501.0,,1489,2544,-4192
2013-09-03,241000.0,251500.0,44495.0,,-22084,20880,-1204
2013-09-04,252500.0,252000.0,16054.0,,-4257,8251,-3994
2013-09-05,252500.0,250000.0,17385.0,,2403,-6239,1962
2013-09-06,250500.0,251000.0,8837.0,,-763,-411,1174
2013-09-09,250500.0,254500.0,13429.0,,-4410,2851,1536
2013-09-10,255000.0,254500.0,12719.0,,888,-1190,302
2013-09-11,255000.0,254500.0,11341.0,,-540,-1958,2528
2013-09-12,254500.0,258500.0,26953.0,,-3394,4219,-786
2013-09-13,257000.0,257500.0,12140.0,,-1214,-118,1333
2013-09-16,260000.0,255000.0,8584.0,,849,-350,-499
2013-09-17,254500.0,251500.0,13943.0,,1964,-4008,2051
2013-09-23,253000.0,255000.0,11311.0,,-829,484,345
2013-09-24,255000.0,261500.0,16903.0,,-4354,2197,2027
2013-09-25,262000.0,259000.0,12824.0,,-1106,1956,-1375
2013-09-26,259000.0,261500.0,11208.0,,-2976,4965,-1934
2013-09-27,263000.0,258000.0,10882.0,,1994,3104,-5111
2013-09-30,257500.0,256500.0,9933.0,,-915,1523,-622
2013-10-01,255500.0,250000.0,16551.0,,4635,-4306,-328
2013-10-02,250000.0,249000.0,14353.0,,1383,-880,-103
2013-10-04,248000.0,248500.0,12285.0,,1027,4014,-4775
2013-10-07,248500.0,250500.0,7811.0,,1108,51,-1163
2013-10-08,250000.0,249000.0,8811.0,,241,3861,-4241
2013-10-10,252000.0,248000.0,5882.0,,1047,305,-1252
2013-10-11,247500.0,248000.0,12721.0,,614,-1409,860
2013-10-14,247000.0,244000.0,13107.0,,4230,-5899,1723
2013-10-15,246000.0,241000.0,21245.0,,4065,-332,-3733
2013-10-16,242000.0,238000.0,23076.0,,7056,-8951,2022
2013-10-17,238000.0,239500.0,22799.0,,4256,-9099,4843
2013-10-18,240000.0,245500.0,18785.0,,-2675,837,2097
2013-10-21,245500.0,248000.0,21752.0,,399,3849,-7133
2013-10-22,248000.0,252500.0,17296.0,,-7367,8647,-1341
2013-10-23,251500.0,255500.0,21724.0,,-8970,6604,2763
2013-10-24,256000.0,255500.0,28275.0,,-8292,15833,-7438
2013-10-25,256000.0,255000.0,25300.0,,-2578,9037,-6459
2013-10-28,255000.0,256000.0,9064.0,,15,-573,392
2013-10-29,256000.0,256000.0,11320.0,,-2681,3861,-1564
2013-10-30,256000.0,257000.0,13731.0,,-510,3239,-2729
2013-10-31,256500.0,257000.0,14020.0,,-3124,6967,-3853
2013-11-01,258000.0,262500.0,29458.0,,-6309,13936,-7577
2013-11-04,262500.0,263000.0,25185.0,,-5947,13912,-8322
2013-11-05,260500.0,263000.0,27390.0,,-6428,14728,-8000
2013-11-06,263500.0,264000.0,22214.0,,1635,5975,-7107
2013-11-07,261500.0,258500.0,14683.0,,656,6016,-6718
2013-11-08,260500.0,255500.0,56603.0,,1953,-7936,6456
2013-11-11,251000.0,250000.0,31352.0,,-314,-4223,4616
2013-11-12,249000.0,248000.0,18137.0,,2884,-3813,908
2013-11-13,248000.0,250000.0,16384.0,,-513,2061,-1598
2013-11-14,248000.0,249500.0,15268.0,,-2233,3660,-1165
2013-11-15,248500.0,243000.0,37884.0,,13577,-10980,-2033
2013-11-18,243000.0,245000.0,12824.0,,-1368,1637,-369
2013-11-19,245500.0,246000.0,12396.0,,-1616,2516,-800
2013-11-20,246000.0,244000.0,21232.0,,7118,-6878,343
2013-11-21,244500.0,241000.0,23345.0,,5801,-3197,-2679
2013-11-22,242000.0,241000.0,10644.0,,2325,-3909,1584
2013-11-25,241500.0,241000.0,13976.0,,5807,-5514,-293
2013-11-26,239000.0,238500.0,20662.0,,6945,-8583,2097
2013-11-27,240000.0,241000.0,15697.0,,569,-4819,4350
2013-11-28,241500.0,246000.0,22589.0,,-7024,3776,1786
2013-11-29,246500.0,248000.0,17192.0,,-2723,4612,-1542
2013-12-02,248000.0,248000.0,9789.0,,-1224,2870,-1646
2013-12-03,248000.0,247000.0,9303.0,,-733,2432,-1699
2013-12-04,245500.0,244500.0,10273.0,,855,-2391,1536
2013-12-05,243000.0,240000.0,10056.0,,3008,-2720,-294
2013-12-06,240500.0,239500.0,12925.0,,3462,-5635,2173
2013-12-09,242000.0,239000.0,11079.0,,5459,-7412,2006
2013-12-10,240500.0,243000.0,10365.0,,-1650,-2084,3674
2013-12-11,243000.0,241000.0,6945.0,,866,-175,-881
2013-12-12,240000.0,239000.0,12083.0,,2772,-4251,1499
2013-12-13,238500.0,240000.0,7180.0,,-1630,932,710
2013-12-16,241500.0,241000.0,5693.0,,-1839,1862,-23
2013-12-17,242000.0,239000.0,9479.0,,3792,-4668,1797
2013-12-18,239500.0,241000.0,9074.0,,-1445,-2856,4301
2013-12-19,242500.0,239000.0,8121.0,,1406,-2896,1881
2013-12-20,239000.0,238500.0,12367.0,,3608,-3895,288
2013-12-23,238500.0,238000.0,20307.0,,1540,618,-2182
2013-12-24,238500.0,241000.0,25430.0,,-1044,8378,-7388
2013-12-26,242000.0,245000.0,24556.0,,-7458,11910,-4392
2013-12-27,245000.0,249500.0,27261.0,,-11102,14880,-5290
2013-12-30,250500.0,251000.0,10192.0,,-4183,4362,-102
2014-01-02,249000.0,251000.0,23071.0,17.27,-7291,8886,-2204
2014-01-03,251500.0,259000.0,47507.0,17.82,-14071,28557,-16269
2014-01-06,257500.0,262500.0,34170.0,18.06,-7296,18722,-11612
2014-01-07,259000.0,261000.0,27989.0,17.96,-5859,19607,-13915
2014-01-08,261000.0,264500.0,28517.0,18.2,-10676,16255,-7163
2014-01-09,265000.0,264500.0,22401.0,18.2,-3225,4238,-1146
2014-01-10,265000.0,262500.0,15762.0,18.06,-2969,2286,683
2014-01-13,262000.0,267000.0,39618.0,18.37,-10091,-724,10849
2014-01-14,269000.0,265000.0,21920.0,18.23,-372,-4834,5206
2014-01-15,266000.0,268000.0,21226.0,18.44,-1007,-3846,4900
2014-01-16,268000.0,269500.0,18132.0,18.54,-1594,1983,-349
2014-01-17,268000.0,273000.0,15868.0,18.79,-5320,4840,-526
2014-01-20,270000.0,268500.0,10154.0,18.48,-1288,1955,341
2014-01-21,270000.0,272000.0,19192.0,18.72,-4432,-9232,13854
2014-01-22,273500.0,268500.0,9368.0,18.48,-1391,-874,2265
2014-01-23,270000.0,268500.0,7380.0,18.48,-1382,-3604,5099
2014-01-24,267000.0,270500.0,16057.0,18.61,-2667,-3378,6045
2014-01-27,268500.0,269000.0,16205.0,18.51,-2316,2306,211
2014-01-28,269500.0,270500.0,15977.0,18.61,-1107,-3166,4567
2014-01-29,271000.0,273500.0,14790.0,18.82,-2061,3688,-1534
2014-02-03,272000.0,268500.0,9558.0,18.48,-430,919,-511
2014-02-04,266000.0,271000.0,14940.0,18.65,-5179,8577,-3442
2014-02-05,269000.0,267500.0,12882.0,18.41,1561,-2821,1296
2014-02-06,268000.0,278500.0,24753.0,19.16,-8608,3963,4072
2014-02-07,278500.0,290500.0,33191.0,19.99,-13483,13463,50
2014-02-10,288000.0,287500.0,30233.0,19.78,-188,-1666,4555
2014-02-11,289000.0,298000.0,47681.0,20.51,-9983,8958,1821
2014-02-12,298500.0,295000.0,14762.0,20.3,-830,126,1285
2014-02-13,300000.0,294500.0,13921.0,20.26,820,-4469,3633
2014-02-14,295000.0,294500.0,12736.0,20.26,11,-8244,8343
2014-02-17,298500.0,294000.0,13668.0,20.23,441,-9299,8883
2014-02-18,297500.0,296500.0,42517.0,20.4,859,-35843,34984
2014-02-19,294500.0,288000.0,25810.0,19.82,4411,-1552,-2792
2014-02-20,286500.0,290500.0,15339.0,19.99,-1329,-9687,11065
2014-02-21,287500.0,291500.0,10511.0,20.06,-1572,-4841,6413
2014-02-24,288000.0,289000.0,21304.0,19.89,514,-11082,10956
2014-02-25,289000.0,298500.0,24106.0,20.54,-3762,-8659,12619
2014-02-26,298500.0,298500.0,17942.0,20.54,396,-4073,4872
2014-02-27,296000.0,292500.0,18492.0,20.13,3885,-9542,6182
2014-02-28,292500.0,299000.0,27825.0,20.57,-6414,-7625,14152
2014-03-03,295500.0,298000.0,16908.0,20.51,-2323,250,2052
2014-03-04,295000.0,302000.0,15477.0,20.78,-5258,2927,2338
2014-03-05,300500.0,295500.0,23419.0,20.33,2997,-2938,469
2014-03-06,298000.0,295500.0,12012.0,20.33,-161,-6810,6971
2014-03-07,297500.0,295000.0,6824.0,20.3,317,-4110,3877
2014-03-10,305000.0,304000.0,65081.0,20.92,-6997,3622,5264
2014-03-11,307000.0,306000.0,49791.0,21.06,-1661,-8386,10043
2014-03-12,310000.0,310000.0,30831.0,21.33,43,-6085,5785
2014-03-13,317000.0,310500.0,27849.0,21.37,-3387,8263,-5376
2014-03-14,310000.0,314000.0,41501.0,21.61,-1994,579,2059
2014-03-17,314000.0,306500.0,29481.0,21.09,476,-10519,11426
2014-03-18,310000.0,312000.0,23407.0,21.47,-1842,-7473,9842
2014-03-19,312000.0,303000.0,25185.0,20.85,4231,-1558,-2498
2014-03-20,303000.0,307000.0,18442.0,21.13,-3294,1299,1824
2014-03-21,306000.0,305000.0,19198.0,20.99,-1346,5390,-4044
2014-03-24,303000.0,308500.0,11307.0,21.23,-2060,-222,2305
2014-03-25,310000.0,316000.0,19051.0,21.74,-7190,5309,1971
2014-03-26,318000.0,305500.0,24537.0,21.02,4152,-7592,3745
2014-03-27,307500.0,309000.0,15561.0,21.26,-1230,-185,3064
2014-03-28,310000.0,309000.0,12482.0,21.26,224,-2081,1857
2014-03-31,306000.0,298500.0,35353.0,20.54,11024,-15424,4393
2014-04-01,298500.0,296500.0,24227.0,20.4,1687,-5693,4239
2014-04-02,296000.0,300000.0,25925.0,20.64,10,-6082,6890
2014-04-03,297000.0,294000.0,28116.0,20.23,3021,-9863,7465
2014-04-04,294500.0,295000.0,16799.0,20.3,-899,-2535,3384
2014-04-07,294000.0,296000.0,13075.0,20.37,-1420,-4316,6236
2014-04-08,294000.0,293000.0,7160.0,20.16,3538,-2871,-660
2014-04-09,293000.0,291500.0,18591.0,20.06,2793,-6578,3751
2014-04-10,293500.0,295000.0,24181.0,20.3,-1025,1812,1359
2014-04-11,292000.0,294000.0,10896.0,20.23,-889,1741,-852
2014-04-14,293000.0,296000.0,7819.0,20.37,-1761,1289,537
2014-04-15,296000.0,296000.0,10860.0,20.37,1044,-2557,1671
2014-04-16,294500.0,299000.0,19607.0,20.57,-5236,4126,996
2014-04-17,298000.0,299500.0,17135.0,20.61,-3108,3795,-677
2014-04-18,301000.0,297500.0,7453.0,20.47,-2148,1171,977
2014-04-21,300000.0,301000.0,7696.0,20.71,-2855,2324,527
2014-04-22,301000.0,307000.0,21382.0,21.13,-4965,4976,-40
2014-04-23,307000.0,305500.0,10031.0,21.02,422,1027,-1548
2014-04-24,304000.0,299000.0,15548.0,20.57,2055,-7360,5261
2014-04-25,297000.0,302500.0,10896.0,20.82,-2018,857,1205
2014-04-28,302500.0,298500.0,3731.0,20.54,-75,-1758,1843
2014-04-29,298500.0,305500.0,6603.0,21.02,-2550,-593,3143
2014-04-30,305500.0,307500.0,11833.0,21.16,-4205,-2298,6542
2014-05-02,307500.0,300000.0,12306.0,20.64,3700,-3919,258
2014-05-07,300000.0,295500.0,8167.0,20.33,2091,-1182,-459
2014-05-08,295000.0,293500.0,16993.0,20.2,1237,-3605,2368
2014-05-09,293500.0,311000.0,23368.0,21.4,-12315,1335,10981
2014-05-12,308000.0,303000.0,16974.0,20.85,1361,840,-2192
2014-05-13,302500.0,305000.0,9773.0,20.99,1561,-4272,2709
2014-05-14,304000.0,306500.0,10314.0,21.09,-1468,-424,2073
2014-05-15,307500.0,306000.0,9813.0,21.06,636,-2308,1972
2014-05-16,308500.0,304500.0,7004.0,20.95,-506,-597,1935
2014-05-19,304500.0,308500.0,13213.0,21.23,-2300,-2,2302
2014-05-20,306000.0,308500.0,11241.0,21.23,844,-2948,2104
2014-05-21,305500.0,306000.0,7870.0,21.06,-140,203,-63
2014-05-22,308500.0,310500.0,16029.0,21.37,-5325,-1188,6523
2014-05-23,311000.0,314500.0,13709.0,21.64,1240,-4547,3316
2014-05-26,315000.0,310000.0,6349.0,21.33,1419,-1301,-148
2014-05-27,310500.0,308500.0,5608.0,21.23,1439,-607,-832
2014-05-28,306000.0,307500.0,9215.0,21.16,1279,-586,-693
2014-05-29,308000.0,306000.0,4953.0,21.06,-1479,-539,2017
2014-05-30,306000.0,310500.0,12139.0,21.37,-3416,-2779,6195
2014-06-02,310500.0,309000.0,5277.0,21.26,719,-1361,642
2014-06-03,306500.0,309500.0,9298.0,21.3,-1775,-2033,3840
2014-06-05,306500.0,307500.0,10386.0,21.16,3208,-4225,1017
2014-06-09,304500.0,306000.0,6596.0,21.06,360,-1235,445
2014-06-10,308000.0,306000.0,3544.0,21.06,-124,-1914,1978
2014-06-11,306000.0,305500.0,9827.0,21.02,641,-4547,3906
2014-06-12,304500.0,308000.0,9873.0,21.19,-138,-2002,2148
2014-06-13,306000.0,305500.0,12075.0,21.02,2096,-1987,-109
2014-06-16,302500.0,297000.0,14950.0,20.44,5977,-8132,2155
2014-06-17,297000.0,297000.0,10548.0,20.44,468,-2761,2293
2014-06-18,295000.0,295500.0,9578.0,20.33,1644,-6067,4433
2014-06-19,298500.0,301000.0,9190.0,20.71,-1655,-1055,2760
2014-06-20,300000.0,297000.0,10296.0,20.44,1338,-3651,2313
2014-06-23,295000.0,288500.0,21469.0,19.85,3136,4484,-7486
2014-06-24,288000.0,286000.0,17485.0,19.68,1567,343,-898
2014-06-25,287500.0,285500.0,13210.0,19.65,2322,3185,-3982
2014-06-26,285000.0,286500.0,11113.0,19.71,1827,-2051,11
2014-06-27,286500.0,284500.0,7411.0,19.58,1094,-2606,1664
2014-06-30,287000.0,285500.0,8595.0,19.65,502,-2139,1742
2014-07-01,285000.0,293000.0,8993.0,20.16,-2547,787,1760
2014-07-02,293000.0,290000.0,10909.0,19.96,-788,649,139
2014-07-03,293000.0,291000.0,22399.0,20.02,3737,-10264,7217
2014-07-04,293000.0,280000.0,28711.0,19.27,16003,-18735,2782
2014-07-07,283000.0,282000.0,21242.0,19.4,9436,-12513,3387
2014-07-08,282500.0,281500.0,24532.0,19.37,4225,-9088,4565
2014-07-09,280000.0,288500.0,31447.0,19.85,-11491,7970,3463
2014-07-10,289500.0,282000.0,21506.0,19.4,8387,-8943,536
2014-07-11,283000.0,286000.0,15657.0,19.68,-3619,247,3396
2014-07-14,288000.0,282000.0,19542.0,19.4,5295,524,-5862
2014-07-15,283500.0,278500.0,18965.0,19.16,7540,-4667,-2961
2014-07-16,278500.0,271000.0,26687.0,18.65,7826,-1312,-7291
2014-07-17,271000.0,268000.0,36233.0,18.44,16270,-13979,-2193
2014-07-18,267500.0,262500.0,26482.0,18.06,11364,-10029,-1396
2014-07-21,262500.0,260000.0,31041.0,17.89,7941,-5472,-2802
2014-07-22,260000.0,260000.0,39458.0,17.89,8066,-13272,3155
2014-07-23,260500.0,262000.0,43072.0,18.03,10615,-9771,-1011
2014-07-24,262000.0,258500.0,30960.0,17.79,6642,545,-7137
2014-07-25,260000.0,257000.0,33295.0,17.68,8247,-3240,-5052
2014-07-28,258000.0,258500.0,17542.0,17.79,2525,-2210,-315
2014-07-29,259500.0,258500.0,17984.0,17.79,1921,-659,-1372
2014-07-30,260500.0,258500.0,11165.0,17.79,813,-1013,130
2014-07-31,259500.0,261000.0,22917.0,17.96,-5,3734,-3951
2014-08-01,260000.0,262500.0,21618.0,18.06,93,1209,-1421
2014-08-04,263500.0,265000.0,19453.0,18.23,-1737,5544,-3798
2014-08-05,265000.0,262000.0,29485.0,18.03,4589,-3106,-1483
2014-08-06,261500.0,259000.0,17044.0,17.82,1906,1090,-2996
2014-08-07,259000.0,254000.0,25058.0,17.48,7843,-11734,3191
2014-08-08,255500.0,258000.0,22005.0,17.75,-4836,325,1684
2014-08-11,258500.0,262500.0,15549.0,18.06,-168,1560,-1456
2014-08-12,262500.0,263500.0,11209.0,18.13,1334,-157,-1177
2014-08-13,264500.0,264500.0,21278.0,18.2,-653,52,609
2014-08-14,265000.0,271500.0,21589.0,18.68,-5198,7879,-2661
2014-08-18,270000.0,256000.0,51064.0,17.62,25157,-9979,-12945
2014-08-19,255500.0,256000.0,20385.0,17.62,4961,-2080,-2886
2014-08-20,256000.0,254000.0,35556.0,17.48,9731,-12242,2556
2014-08-21,254500.0,248500.0,21367.0,17.1,9127,-3061,-6065
2014-08-22,249000.0,247000.0,21086.0,17.0,7770,-7324,-509
2014-08-25,246000.0,250500.0,21191.0,17.24,721,-1786,454
2014-08-26,251500.0,249000.0,12134.0,17.13,5456,-4139,-2578
2014-08-27,249000.0,253500.0,15368.0,17.44,257,3087,-4841
2014-08-28,252500.0,252500.0,14061.0,17.37,5542,-3007,-4170
2014-08-29,252000.0,252000.0,12998.0,17.34,6883,-3892,-3199
2014-09-01,251000.0,250500.0,10105.0,17.24,3089,-1058,-1965
2014-09-02,249500.0,250000.0,16791.0,17.2,5646,-8110,1508
2014-09-03,248500.0,251000.0,18988.0,17.27,283,5997,-6858
2014-09-04,252000.0,250500.0,10737.0,17.24,3359,2479,-5847
2014-09-05,249500.0,258000.0,22767.0,17.75,-9677,7596,1886
2014-09-11,256000.0,258000.0,20147.0,17.75,154,8451,-8909
2014-09-12,258000.0,259000.0,23157.0,17.82,2533,9972,-12947
2014-09-15,260000.0,257000.0,19658.0,17.68,6661,3118,-9779
2014-09-16,256000.0,258500.0,21108.0,17.79,-134,3765,-3820
2014-09-17,259500.0,258500.0,16606.0,17.79,884,5855,-6737
2014-09-18,258000.0,259500.0,26562.0,17.86,-648,-661,1307
2014-09-19,261000.0,263000.0,23939.0,18.1,-5986,9865,-3879
2014-09-22,263000.0,264000.0,26563.0,18.17,-4748,17400,-14962
2014-09-23,265000.0,268500.0,21224.0,18.48,-10539,11647,-1659
2014-09-24,268500.0,267000.0,30699.0,18.37,-257,12180,-12188
2014-09-25,267500.0,271000.0,14646.0,18.65,-6885,8021,-1126
2014-09-26,269500.0,271500.0,18641.0,18.68,-5155,8736,-3591
2014-09-29,271000.0,274000.0,18081.0,18.85,-6208,9471,-2764
2014-09-30,272000.0,272000.0,24258.0,18.72,-757,6180,-5553
2014-10-01,271000.0,271500.0,15204.0,18.68,-3255,3935,-1504
2014-10-02,268000.0,271500.0,36114.0,18.68,-2666,18055,-17783
2014-10-06,271500.0,275500.0,19360.0,18.96,-1689,13012,-11324
2014-10-07,275500.0,272500.0,17520.0,18.75,589,-426,-5085
2014-10-08,272000.0,273500.0,35197.0,18.82,-3976,19013,-17220
2014-10-10,276500.0,279500.0,28583.0,19.23,-12753,14799,-1845
2014-10-13,278000.0,277000.0,22035.0,19.06,-2813,8192,-5690
2014-10-14,279000.0,271500.0,27350.0,18.68,-2807,3927,-1119
2014-10-15,270000.0,269500.0,35308.0,18.54,-2449,28,3371
2014-10-16,263500.0,267500.0,11132.0,18.41,-3574,1177,2397
2014-10-17,271000.0,268500.0,21117.0,18.48,-990,3140,-2343
2014-10-20,270000.0,269500.0,11674.0,18.54,-535,836,-317
2014-10-21,267500.0,265000.0,16803.0,18.23,377,2481,-2809
2014-10-22,265500.0,264500.0,19119.0,18.2,8,-1746,2946
2014-10-23,265500.0,266500.0,16855.0,18.34,-2951,-1961,4986
2014-10-24,265500.0,265000.0,17180.0,18.23,-446,-4585,5125
2014-10-27,263000.0,264500.0,18523.0,18.2,532,806,348
2014-10-28,264000.0,263000.0,9993.0,18.1,460,-3085,3257
2014-10-29,264000.0,275500.0,47034.0,18.96,-15547,-2312,17685
2014-10-30,275500.0,269500.0,24468.0,18.54,450,-623,569
2014-10-31,269500.0,267000.0,15953.0,18.37,-598,-2346,2741
2014-11-03,264500.0,265000.0,24696.0,18.23,-1294,-8191,10432
2014-11-04,265000.0,258500.0,32417.0,17.79,4796,3842,-8482
2014-11-05,259000.0,265500.0,13688.0,18.27,-1835,2252,-267
2014-11-06,262500.0,262500.0,29758.0,18.06,5475,-11175,5754
2014-11-07,260000.0,260500.0,11255.0,17.93,-530,2005,-1565
2014-11-10,261000.0,256000.0,13913.0,17.62,2063,-5224,3209
2014-11-11,256500.0,260000.0,11240.0,17.89,-1097,-2156,3033
2014-11-12,259000.0,260500.0,10448.0,17.93,824,-4794,3910
2014-11-13,261500.0,258000.0,13030.0,17.75,-2548,539,2279
2014-11-14,247500.0,250000.0,80085.0,17.2,-16143,2300,14954
2014-11-17,248500.0,252000.0,16450.0,17.34,-2651,3778,-612
2014-11-18,254000.0,259500.0,24485.0,17.86,-7837,2112,5619
2014-11-19,260000.0,262000.0,16980.0,18.03,-4278,896,3372
2014-11-20,263000.0,260000.0,8856.0,17.89,-1476,1346,117
2014-11-21,261500.0,260000.0,10672.0,17.89,-211,-2336,2627
2014-11-24,261000.0,260000.0,7429.0,17.89,67,-1684,1611
2014-11-25,260500.0,269500.0,15117.0,18.54,-7779,6823,1156
2014-11-26,267500.0,266500.0,13433.0,18.34,-725,-2075,2800
2014-11-27,264500.0,267000.0,10600.0,18.37,-1134,2454,-1320
2014-11-28,265000.0,265500.0,10086.0,18.27,-637,-947,1434
2014-12-01,263500.0,263000.0,10795.0,18.1,-7,-1293,798
2014-12-02,260500.0,260000.0,9995.0,17.89,1968,-508,-1810
2014-12-03,260000.0,255000.0,26432.0,17.55,3755,-2919,-841
2014-12-04,255500.0,256500.0,16567.0,17.65,2106,-5150,3044
2014-12-05,256000.0,258500.0,11857.0,17.79,-1113,-3273,4386
2014-12-08,255500.0,253500.0,19015.0,17.44,2984,-4339,1354
2014-12-09,252000.0,255000.0,8567.0,17.55,-433,-3799,6091
2014-12-10,252000.0,253000.0,14950.0,17.41,2336,-6826,5459
2014-12-11,250000.0,249000.0,17223.0,17.13,5656,-3837,-1784
2014-12-12,248500.0,255500.0,16005.0,17.58,-3305,4495,930
2014-12-15,255500.0,253000.0,11591.0,17.41,2969,341,-3318
2014-12-16,252500.0,250500.0,8644.0,17.24,1579,-2552,973
2014-12-17,253000.0,258000.0,9267.0,17.75,-4323,662,3626
2014-12-18,261000.0,255500.0,13231.0,17.58,135,-1408,1273
2014-12-19,258000.0,252500.0,15511.0,17.37,5865,-10315,4515
2014-12-22,253500.0,250500.0,9310.0,17.24,3102,-4852,1755
2014-12-23,250000.0,251500.0,8958.0,17.31,2518,-4509,1981
2014-12-24,252000.0,250500.0,6223.0,17.24,-694,169,515
2014-12-26,250000.0,251500.0,7192.0,17.31,-463,-234,697
2014-12-29,249000.0,249500.0,3282.0,17.17,993,-404,-590
2014-12-30,248500.0,252500.0,7396.0,17.37,-1536,354,1025
2015-01-02,250000.0,248500.0,12213.0,23.25,5086,-2107,-538
2015-01-05,248500.0,242000.0,15599.0,22.64,6508,-5880,-729
2015-01-06,240000.0,243000.0,10376.0,22.74,-1762,1819,-277
2015-01-07,243500.0,239500.0,7220.0,22.41,1124,598,-1712
2015-01-08,238000.0,233000.0,18629.0,21.8,6051,-5134,1169
2015-01-09,234000.0,239000.0,12393.0,22.36,555,-4204,3264
2015-01-12,238000.0,240500.0,6091.0,22.5,-510,1306,-796
2015-01-13,242000.0,240000.0,14536.0,22.46,641,2092,-4708
2015-01-14,238000.0,238000.0,7065.0,22.27,618,1360,-1978
2015-01-15,238000.0,242000.0,7940.0,22.64,-1258,746,512
2015-01-16,240000.0,242500.0,5972.0,22.69,-1299,984,315
