Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2001-11-27,14700.0,14800.0,19150.0,4.9,-7200,6720,480
2001-11-28,14800.0,14000.0,10300.0,4.64,-390,360,40
2001-11-29,14000.0,14100.0,9340.0,4.67,100,-100,0
2001-11-30,14400.0,14650.0,25870.0,4.85,4060,-4480,0
2001-12-03,14800.0,14950.0,50400.0,4.95,10640,-10640,0
2001-12-04,15000.0,15100.0,12210.0,5.0,-140,40,100
2001-12-05,14850.0,15200.0,45910.0,5.03,-2800,1700,0
2001-12-06,15000.0,14550.0,19720.0,4.82,310,-110,40
2001-12-07,14600.0,14900.0,12470.0,4.94,-1520,880,460
2001-12-10,14900.0,14400.0,9730.0,4.77,760,-140,-120
2001-12-11,14500.0,14250.0,13880.0,4.72,3160,-3140,-20
2001-12-12,14250.0,14050.0,18590.0,4.65,6150,-6030,0
2001-12-13,14200.0,14450.0,20100.0,4.79,5500,-5040,-220
2001-12-14,14000.0,14350.0,6820.0,4.75,520,-500,-20
2001-12-17,14350.0,14400.0,12850.0,4.77,-40,-70,-120
2001-12-18,14400.0,14900.0,43710.0,4.94,590,30,-20
2001-12-19,15050.0,14900.0,26060.0,4.94,-1190,-160,1350
2001-12-20,15000.0,15900.0,88140.0,5.27,15810,-15810,0
2001-12-21,15700.0,15600.0,50980.0,5.17,9000,-8700,0
2001-12-24,15450.0,15650.0,33210.0,5.18,190,-100,0
2001-12-26,15400.0,15300.0,41220.0,5.07,720,-720,0
2001-12-27,15000.0,14850.0,19410.0,4.92,150,-180,40
2001-12-28,14700.0,14950.0,20310.0,4.95,-430,430,0
2002-01-02,15000.0,14500.0,21740.0,4.33,-30,-170,0
2002-01-03,14550.0,15200.0,35754.0,4.54,-6356,6356,0
2002-01-04,15300.0,16050.0,67970.0,4.79,-4680,4720,60
2002-01-07,16400.0,16000.0,29490.0,4.78,-1100,1140,-40
2002-01-08,16400.0,15950.0,39820.0,4.76,1660,-1660,0
2002-01-09,16000.0,15800.0,29840.0,4.72,4230,-4230,0
2002-01-10,15800.0,15450.0,24210.0,4.61,3740,-3740,0
2002-01-11,15250.0,15400.0,37710.0,4.6,1500,-1500,0
2002-01-14,15700.0,15350.0,19170.0,4.58,0,0,0
2002-01-15,15400.0,15050.0,16380.0,4.49,420,-310,-110
2002-01-16,15200.0,14800.0,23430.0,4.42,60,-30,0
2002-01-17,14800.0,14850.0,12143.0,4.43,-1030,200,130
2002-01-18,14900.0,14800.0,14320.0,4.42,150,-150,0
2002-01-21,14900.0,15250.0,16020.0,4.55,-330,210,120
2002-01-22,15400.0,15200.0,11920.0,4.54,270,-270,0
2002-01-23,15200.0,16000.0,28540.0,4.78,-2500,2910,20
2002-01-24,16000.0,15900.0,18080.0,4.75,-3810,3860,280
2002-01-25,15900.0,15800.0,30550.0,4.72,910,-1790,880
2002-01-28,15900.0,17200.0,74430.0,5.14,130,-130,0
2002-01-29,17200.0,19650.0,117195.0,5.87,-44538,41248,140
2002-01-30,18750.0,18700.0,52603.0,5.58,-50,-120,170
2002-01-31,19300.0,19100.0,55320.0,5.7,-8900,10120,-270
2002-02-01,19200.0,20000.0,74330.0,5.97,-8390,10390,0
2002-02-04,18500.0,19650.0,40860.0,5.87,-10430,-270,0
2002-02-05,19500.0,19650.0,38940.0,5.87,-8990,9990,0
2002-02-06,19200.0,19900.0,44970.0,5.94,-27260,-80,0
2002-02-07,19250.0,19000.0,22270.0,5.67,2170,-2170,0
2002-02-08,18600.0,18350.0,15550.0,5.48,30,-30,0
2002-02-14,18600.0,18550.0,19180.0,5.54,920,250,-1170
2002-02-15,18800.0,18600.0,15720.0,5.55,-2740,2740,0
2002-02-18,18750.0,18650.0,10230.0,5.57,-1380,1380,0
2002-02-19,18500.0,20650.0,39590.0,6.17,2320,-2320,0
2002-02-20,19500.0,22000.0,79295.0,6.57,18960,-18960,0
2002-02-21,22000.0,21500.0,30320.0,6.42,8800,-8840,40
2002-02-22,21300.0,21500.0,17470.0,6.42,-440,440,0
2002-02-25,21100.0,20800.0,15330.0,6.21,-140,140,0
2002-02-26,21100.0,21400.0,23630.0,6.39,-20,20,0
2002-02-27,21900.0,22000.0,47357.0,6.57,-6903,11873,80
2002-02-28,22100.0,22550.0,31316.0,6.73,-300,300,0
2002-03-04,22600.0,22300.0,117541.0,6.66,65730,-18070,20
2002-03-05,23800.0,23000.0,112180.0,6.87,18640,-18640,0
2002-03-06,22550.0,22450.0,135180.0,6.7,56250,-56210,-40
2002-03-07,22600.0,22000.0,100280.0,6.57,51140,-51200,0
2002-03-08,22000.0,22200.0,158191.0,6.63,110670,-110670,0
2002-03-11,22400.0,21800.0,48710.0,6.51,1190,-1130,0
2002-03-12,21750.0,21250.0,27080.0,6.35,4860,-4860,0
2002-03-13,21650.0,21800.0,97040.0,6.51,0,-50,50
2002-03-14,22100.0,23450.0,61233.0,7.0,1090,-80,-930
2002-03-15,23000.0,22950.0,38460.0,6.85,14830,-830,-14000
2002-03-18,22950.0,24000.0,98280.0,7.17,36230,-30,-36000
2002-03-19,24100.0,27600.0,98750.0,8.24,-6330,6330,0
2002-03-20,28000.0,31700.0,260580.0,9.47,71110,-6360,43150
2002-03-21,33000.0,33800.0,129060.0,10.09,-4990,-10,0
2002-03-22,34500.0,33750.0,82800.0,10.08,3350,-3350,0
2002-03-25,33700.0,33400.0,60920.0,9.97,8110,-8380,270
2002-03-26,33350.0,32400.0,88107.0,9.68,23570,-13300,-10270
2002-03-27,32300.0,31400.0,109461.0,9.38,-27620,27370,250
2002-03-28,31400.0,30300.0,100990.0,9.05,-630,630,0
2002-03-29,30700.0,25800.0,167190.0,7.7,12300,5360,-17660
2002-04-01,21950.0,21950.0,83920.0,6.55,2730,9990,-12720
2002-04-02,21900.0,21500.0,870980.0,6.42,34700,-22980,-11720
2002-04-03,21700.0,22950.0,488846.0,6.85,2300,-5830,0
2002-04-04,22950.0,22250.0,192860.0,6.64,-3740,3580,160
2002-04-08,22350.0,21000.0,138940.0,6.27,-1030,1000,30
2002-04-09,21300.0,22000.0,228350.0,6.57,-1050,2080,-250
2002-04-10,22000.0,20500.0,103710.0,6.12,-2350,2830,0
2002-04-11,20600.0,20300.0,112100.0,6.06,7150,-5440,-1720
2002-04-12,19800.0,19850.0,90370.0,5.93,760,-760,0
2002-04-15,19850.0,20200.0,57820.0,6.03,80,-80,0
2002-04-16,19900.0,20350.0,97423.0,6.08,-6810,2530,0
2002-04-17,20800.0,20400.0,88630.0,6.09,-1290,110,180
2002-04-18,20550.0,20100.0,75190.0,6.0,-400,100,0
2002-04-19,20100.0,19600.0,64630.0,5.85,-1330,830,0
2002-04-22,19600.0,18500.0,64880.0,5.52,170,-170,0
2002-04-23,17600.0,17900.0,42670.0,5.35,-5410,410,0
2002-04-24,17400.0,17150.0,63150.0,5.12,-6660,660,0
2002-04-25,17050.0,16650.0,34570.0,4.97,-7760,3190,70
2002-04-26,16650.0,17850.0,65600.0,5.33,-50,50,0
2002-04-29,17500.0,17700.0,34230.0,5.29,-1670,2920,0
2002-04-30,17750.0,18200.0,38230.0,5.43,6490,-60,0
2002-05-02,18500.0,18900.0,42792.0,5.64,8540,-1910,0
2002-05-03,19150.0,20750.0,137800.0,6.2,-14580,9460,630
2002-05-06,20650.0,21250.0,94570.0,6.35,-16770,13480,90
2002-05-07,21000.0,21200.0,48840.0,6.33,-7680,6390,-90
2002-05-08,22000.0,21200.0,60970.0,6.33,-3990,4910,0
2002-05-09,21300.0,20300.0,53380.0,6.06,4720,-4970,-250
2002-05-10,20600.0,20100.0,39580.0,6.0,5850,-6110,0
2002-05-13,19850.0,20000.0,32530.0,5.97,10750,-10870,0
2002-05-14,20100.0,20350.0,38400.0,6.08,-30,460,-30
2002-05-15,20600.0,20300.0,41337.0,6.06,-90,90,0
2002-05-16,20450.0,20500.0,30930.0,6.12,-2930,2310,0
2002-05-17,20500.0,20400.0,25510.0,6.09,-5810,5810,0
2002-05-20,20500.0,20000.0,19571.0,5.97,1180,-560,0
2002-05-21,19700.0,18950.0,35960.0,5.66,1810,-1610,10
2002-05-22,19050.0,19200.0,17530.0,5.73,-620,-770,0
2002-05-23,19550.0,18200.0,24640.0,5.43,4940,-4920,0
2002-05-24,18500.0,18800.0,20680.0,5.61,-1070,3540,0
2002-05-27,18400.0,18150.0,12900.0,5.42,-200,250,0
2002-05-28,18200.0,18150.0,13790.0,5.42,-2720,2720,0
2002-05-29,18300.0,17950.0,29070.0,5.36,-11900,-3960,15890
2002-05-30,18300.0,18300.0,17920.0,5.46,-6100,370,4840
2002-05-31,18450.0,18300.0,10530.0,5.46,-4780,20,6070
2002-06-03,18050.0,18200.0,13330.0,5.43,-6230,-540,6700
2002-06-04,18100.0,18000.0,12800.0,5.38,-5410,-1880,6800
2002-06-05,18300.0,18400.0,11460.0,5.49,-3440,-970,4410
2002-06-07,18300.0,17900.0,13260.0,5.35,-1060,-4730,5290
2002-06-10,18300.0,18500.0,11172.0,5.52,-1138,1138,0
2002-06-11,18550.0,18750.0,11370.0,5.6,1260,-1380,-270
2002-06-12,18900.0,18350.0,10870.0,5.48,5590,-4800,-780
2002-06-14,18600.0,19900.0,74100.0,5.94,-20800,-360,21160
2002-06-17,20250.0,20050.0,30630.0,5.99,-1170,-220,1390
2002-06-18,20300.0,20050.0,19870.0,5.99,-8570,2200,5370
2002-06-19,20000.0,20250.0,28490.0,6.05,-9240,-40,9280
2002-06-20,20300.0,21650.0,104191.0,6.47,-230,-1150,1380
2002-06-21,21650.0,22200.0,182290.0,6.63,4600,-4600,0
2002-06-24,22200.0,20350.0,64870.0,6.08,-4580,6080,0
2002-06-25,20350.0,19600.0,78270.0,5.85,-25720,6400,19320
2002-06-26,19100.0,18000.0,37460.0,5.38,-11880,5270,6610
2002-06-27,18200.0,18100.0,18110.0,5.41,60,-60,0
2002-06-28,18100.0,20800.0,22980.0,6.21,-7800,5930,-30
2002-07-02,19500.0,20650.0,27370.0,6.17,400,-190,0
2002-07-03,20700.0,23000.0,125831.0,6.87,-20411,7450,13001
2002-07-04,23100.0,23300.0,103180.0,6.96,-8740,1380,0
2002-07-05,23500.0,22900.0,87320.0,6.84,-9640,3410,0
2002-07-08,23050.0,22400.0,94910.0,6.69,-10610,4750,11740
2002-07-09,22500.0,25750.0,211630.0,7.69,2080,200,-2030
2002-07-10,25900.0,26900.0,270410.0,8.03,-37970,-10430,50000
2002-07-11,26100.0,27300.0,81240.0,8.15,-6160,6700,-40
2002-07-12,27950.0,27200.0,136960.0,8.12,-18670,19150,-300
2002-07-15,26900.0,27600.0,58840.0,8.24,90,520,0
2002-07-16,27200.0,25650.0,92381.0,7.66,-7020,7900,10
2002-07-18,25800.0,26000.0,46990.0,7.76,-8870,8870,0
2002-07-19,25300.0,24500.0,35590.0,7.32,-5780,9540,0
2002-07-22,23900.0,21400.0,61280.0,6.39,14770,1890,-20000
2002-07-23,21000.0,23350.0,106911.0,6.97,-14500,1690,12310
2002-07-24,24000.0,23500.0,41810.0,7.02,-3700,-100,3800
2002-07-25,25000.0,24500.0,43908.0,7.32,-4310,3310,0
2002-07-26,24000.0,24100.0,41030.0,7.2,-4120,4660,0
2002-07-29,24000.0,24400.0,26411.0,7.29,-8080,8720,0
2002-07-30,24400.0,25500.0,36081.0,7.61,-6620,6610,0
2002-07-31,25700.0,25500.0,28400.0,7.61,-6750,7720,0
2002-08-01,25800.0,25500.0,29910.0,7.61,-2500,1560,0
2002-08-02,25900.0,25100.0,19450.0,7.5,-1810,850,0
2002-08-05,24000.0,23200.0,25784.0,6.93,-11540,10480,0
2002-08-06,22000.0,23400.0,18951.0,6.99,-4090,2910,2680
2002-08-07,23500.0,24000.0,15950.0,7.17,230,-50,0
2002-08-08,24100.0,23900.0,21690.0,7.14,-9920,2320,600
2002-08-09,23500.0,23900.0,18370.0,7.14,-2060,790,0
2002-08-12,23550.0,23850.0,6250.0,7.12,-2150,1040,0
2002-08-13,23850.0,25550.0,38590.0,7.63,-490,-1140,3260
2002-08-14,25050.0,26800.0,89400.0,8.0,-23169,6380,16989
2002-08-16,27500.0,26800.0,64051.0,8.0,-28630,2820,28880
2002-08-19,26550.0,28350.0,60811.0,8.47,-22680,3610,19060
2002-08-20,28700.0,28350.0,45920.0,8.47,-21190,5850,14210
2002-08-21,28350.0,28050.0,30353.0,8.38,4800,-14860,9360
2002-08-22,28300.0,28000.0,59510.0,8.36,-2190,-16080,17080
2002-08-23,28500.0,28800.0,60360.0,8.6,-3010,-17290,20300
2002-08-26,28800.0,29500.0,66251.0,8.81,-5470,6470,-1000
2002-08-27,29950.0,28500.0,35750.0,8.51,-2729,4370,0
2002-08-28,27650.0,27700.0,36487.0,8.27,-230,5670,0
2002-08-29,27200.0,28300.0,24540.0,8.45,-1120,1120,0
2002-08-30,27800.0,28800.0,20011.0,8.6,640,-640,0
2002-09-02,28200.0,28750.0,12770.0,8.59,-1820,1820,0
2002-09-03,28100.0,28250.0,21160.0,8.44,-300,300,0
2002-09-04,28200.0,28000.0,21280.0,8.36,-4470,3760,-10
2002-09-05,28200.0,29100.0,30856.0,8.69,-890,610,0
2002-09-06,29450.0,29700.0,90599.0,8.87,4120,-3390,0
2002-09-09,30000.0,28500.0,41490.0,8.51,-11230,10880,0
2002-09-10,28650.0,28550.0,38509.0,8.53,-13580,1630,11690
2002-09-11,28900.0,31500.0,49742.0,9.41,-6070,6330,0
2002-09-12,31000.0,31500.0,43471.0,9.41,-11470,6300,0
2002-09-13,31800.0,31050.0,38910.0,9.27,1660,-1450,0
2002-09-16,31550.0,31000.0,34150.0,9.26,-3220,3220,0
2002-09-17,31000.0,31500.0,42270.0,9.41,-2230,-2440,0
2002-09-18,31600.0,30350.0,21090.0,9.06,7070,-4810,0
2002-09-19,29600.0,30000.0,16938.0,8.96,-82,3012,0
2002-09-23,29500.0,28450.0,56810.0,8.5,140,23000,-21690
2002-09-24,27600.0,28000.0,25810.0,8.36,-360,3190,-630
2002-09-25,27500.0,27350.0,9910.0,8.17,-1570,1570,0
2002-09-26,28000.0,27600.0,23440.0,8.24,8900,-9350,100
2002-09-27,27500.0,27800.0,21280.0,8.3,-290,490,0
2002-09-30,27400.0,26600.0,10580.0,7.94,430,-830,-100
2002-10-01,25600.0,26700.0,15860.0,7.97,170,-670,0
2002-10-02,27400.0,27000.0,11541.0,8.06,-1820,1820,0
2002-10-04,27000.0,26850.0,4151.0,8.02,-1330,1330,0
2002-10-07,26350.0,25400.0,11910.0,7.59,950,-1580,0
2002-10-08,25000.0,25900.0,25070.0,7.73,4530,-4830,0
2002-10-09,25900.0,25200.0,10930.0,7.53,-3120,3060,0
2002-10-10,24800.0,24500.0,53871.0,7.32,-13690,11970,0
2002-10-11,24550.0,23600.0,88136.0,7.05,7,-1487,0
2002-10-14,23800.0,24300.0,8781.0,7.26,1700,-1700,0
2002-10-15,24500.0,25150.0,14600.0,7.51,-3550,750,0
2002-10-16,25300.0,25000.0,27860.0,7.47,-11100,10100,0
2002-10-17,24700.0,25200.0,10723.0,7.53,-3780,1780,0
2002-10-18,25450.0,25700.0,22353.0,7.67,-700,0,0
2002-10-21,25900.0,27000.0,36580.0,8.06,-1090,-5140,12000
2002-10-22,27600.0,26300.0,11500.0,7.85,-2340,1010,0
2002-10-23,26000.0,26900.0,8990.0,8.03,-3020,1030,0
2002-10-24,27000.0,26150.0,6120.0,7.81,-990,-1010,2000
2002-10-25,25100.0,26000.0,4300.0,7.76,-720,720,0
2002-10-28,26150.0,26500.0,15600.0,7.91,-8030,8870,0
2002-10-29,26150.0,26900.0,6160.0,8.03,-3490,3490,0
2002-10-30,26950.0,26000.0,4450.0,7.76,-210,210,0
2002-10-31,25900.0,26200.0,8090.0,7.82,-2000,990,0
2002-11-01,25850.0,26000.0,5370.0,7.76,-3970,4100,0
2002-11-04,26100.0,26000.0,8299.0,7.76,-6380,6370,0
2002-11-05,25600.0,25800.0,4890.0,7.7,-3390,380,0
2002-11-06,26000.0,26300.0,7750.0,7.85,-870,-10,0
2002-11-07,25800.0,26100.0,5040.0,7.79,-1420,-450,0
2002-11-08,26100.0,26100.0,2150.0,7.79,150,-150,0
2002-11-11,26100.0,25450.0,3039.0,7.6,-220,210,0
2002-11-12,25450.0,26400.0,5086.0,7.88,-1085,1655,-170
2002-11-13,26000.0,26000.0,7660.0,7.76,3670,-3240,-830
2002-11-14,25800.0,26400.0,10360.0,7.88,-420,-270,990
2002-11-15,26100.0,26500.0,12830.0,7.91,-160,1520,-360
2002-11-18,26500.0,25950.0,3820.0,7.75,-30,-20,0
2002-11-19,25900.0,26500.0,12690.0,7.91,-830,2280,0
2002-11-20,26100.0,26500.0,18270.0,7.91,-9590,5570,-2000
2002-11-21,26700.0,25950.0,9550.0,7.75,-213,203,0
2002-11-22,26300.0,26200.0,21610.0,7.82,-11380,11720,30
2002-11-25,25900.0,26000.0,8300.0,7.76,-2770,3720,0
2002-11-26,26000.0,25850.0,2930.0,7.72,240,-240,0
2002-11-27,25350.0,25700.0,7512.0,7.67,-1238,1140,0
2002-11-28,25700.0,25850.0,7020.0,7.72,770,10,0
2002-11-29,25650.0,25850.0,11870.0,7.72,3340,-2490,0
2002-12-02,25850.0,25700.0,6918.0,7.67,3378,-3370,0
2002-12-03,25700.0,25700.0,18702.0,7.67,5860,-6840,-40
2002-12-04,25700.0,25350.0,4170.0,7.57,-120,150,-30
2002-12-05,25600.0,25200.0,6890.0,7.53,-1170,980,-20
2002-12-06,25000.0,25100.0,3780.0,7.5,330,-250,-80
2002-12-09,25400.0,24750.0,7010.0,7.39,-40,40,0
2002-12-10,24350.0,24500.0,7980.0,7.32,-1250,1090,0
2002-12-11,24150.0,24200.0,4380.0,7.23,160,-160,0
2002-12-12,24200.0,25200.0,3940.0,7.53,-1410,-420,1830
2002-12-13,25000.0,24800.0,2100.0,7.41,-120,120,0
2002-12-16,24350.0,24050.0,2370.0,7.18,290,-300,10
2002-12-17,24350.0,24250.0,1420.0,7.24,-30,30,0
2002-12-18,25000.0,24650.0,2680.0,7.36,-20,20,0
2002-12-20,24850.0,24650.0,1320.0,7.36,-130,130,0
2002-12-23,24300.0,23700.0,4680.0,7.08,1730,-310,-1420
2002-12-24,23400.0,22550.0,52710.0,6.73,11050,1640,-7500
2002-12-26,22100.0,22550.0,10310.0,6.73,440,2060,0
2002-12-27,21750.0,21850.0,2230.0,6.52,320,440,-700
2002-12-30,21750.0,21300.0,21480.0,6.36,-900,-7840,5850
2003-01-02,21600.0,21000.0,5320.0,4.15,3870,-3690,-170
2003-01-03,21600.0,21100.0,13640.0,4.17,5590,-3530,-50
2003-01-06,21800.0,21300.0,5760.0,4.21,660,-680,20
2003-01-07,21400.0,20700.0,7150.0,4.09,1700,-1000,0
2003-01-08,20800.0,20800.0,4666.0,4.11,2130,-930,0
2003-01-09,20800.0,20000.0,71420.0,3.95,5710,-9520,3580
2003-01-10,20050.0,19950.0,114099.0,3.94,680,-7520,6840
2003-01-13,19400.0,20250.0,3930.0,4.0,-870,-50,850
2003-01-14,20300.0,20700.0,9375.0,4.09,850,-780,2430
2003-01-15,21000.0,20600.0,6325.0,4.07,-50,-10,60
2003-01-16,20550.0,20900.0,2450.0,4.13,-340,290,50
2003-01-17,20200.0,20850.0,4300.0,4.12,-1880,1820,60
2003-01-20,21000.0,20850.0,2980.0,4.12,-1490,1360,20
2003-01-21,21000.0,20800.0,8950.0,4.11,-530,530,0
2003-01-22,20500.0,20050.0,4885.0,3.96,1110,-1010,-100
2003-01-23,20400.0,20350.0,1970.0,4.02,-1130,990,140
2003-01-24,20200.0,19950.0,4742.0,3.94,-2000,90,1860
2003-01-27,19900.0,19350.0,10070.0,3.83,-1890,-4680,8370
2003-01-28,19400.0,19100.0,5901.0,3.78,771,-3051,2280
2003-01-29,19400.0,19400.0,7340.0,3.84,-1510,-2220,3730
2003-01-30,19200.0,19850.0,2730.0,3.92,-1580,1630,-50
2003-02-03,20200.0,19650.0,12150.0,3.89,-2440,-6350,8790
2003-02-04,19650.0,19750.0,34971.0,3.91,7260,-24980,17620
2003-02-05,19750.0,20700.0,15720.0,4.09,-1080,-1000,2080
2003-02-06,21100.0,20200.0,9260.0,3.99,1010,-1010,0
2003-02-07,20100.0,19300.0,8690.0,3.82,-1570,-200,1770
2003-02-10,19450.0,19300.0,9892.0,3.82,260,-260,0
2003-02-11,19500.0,19650.0,31485.0,3.89,1188,-19558,18370
2003-02-12,19650.0,19600.0,8832.0,3.88,3040,-7640,4600
2003-02-13,19600.0,19400.0,16538.0,3.84,8690,-10720,2030
2003-02-14,19700.0,19750.0,4290.0,3.91,440,-550,110
2003-02-17,20700.0,20600.0,18231.0,4.07,5490,-6940,450
2003-02-18,20600.0,20550.0,7660.0,4.06,3190,-3190,0
2003-02-19,20700.0,19900.0,17020.0,3.93,11310,-11980,170
2003-02-20,20000.0,19600.0,11150.0,3.88,2170,-2970,0
2003-02-21,19350.0,19500.0,11350.0,3.86,240,-750,10
2003-02-24,19450.0,19600.0,6520.0,3.88,460,-660,200
2003-02-25,19300.0,19250.0,4960.0,3.81,1640,-1640,0
2003-02-26,19450.0,19350.0,4400.0,3.83,290,-420,130
2003-02-27,19200.0,19050.0,6940.0,3.77,5340,-5760,-80
2003-02-28,19050.0,18900.0,8070.0,3.74,2130,-3790,-50
2003-03-03,18300.0,18950.0,3721.0,3.75,920,-920,0
2003-03-04,18650.0,17950.0,22130.0,3.55,-1060,-240,0
2003-03-05,17650.0,17500.0,16031.0,3.46,-2050,-5100,0
2003-03-06,17300.0,17100.0,17820.0,3.38,3180,-7990,1710
2003-03-07,17100.0,17200.0,17420.0,3.4,900,-10400,8500
2003-03-10,17300.0,17100.0,7080.0,3.38,-3610,-90,3700
2003-03-11,16550.0,16950.0,12020.0,3.35,-2580,-7630,10110
2003-03-12,16900.0,17100.0,10300.0,3.38,5140,-5140,0
2003-03-13,17000.0,17050.0,11442.0,3.37,-3930,-190,5120
2003-03-14,17500.0,17400.0,28831.0,3.44,10550,-23570,14500
2003-03-17,17400.0,16950.0,9580.0,3.35,-3820,-200,5430
2003-03-18,17100.0,17100.0,28082.0,3.38,23981,-24580,0
2003-03-19,17250.0,17050.0,19840.0,3.37,61,-13680,0
2003-03-20,17250.0,18400.0,21708.0,3.64,368,-1150,0
2003-03-21,18250.0,19000.0,33920.0,3.76,-13240,-6290,19830
2003-03-24,19200.0,18900.0,11300.0,3.74,460,-490,20
2003-03-25,18500.0,19200.0,42690.0,3.8,-5690,-2590,8280
2003-03-26,19300.0,19000.0,12350.0,3.76,-80,-70,150
2003-03-27,18700.0,18600.0,9780.0,3.68,-530,-10,540
2003-03-28,18600.0,18800.0,4570.0,3.72,580,-140,-140
2003-03-31,18600.0,18150.0,11390.0,3.59,-7470,0,7470
2003-04-01,17900.0,18300.0,2140.0,3.62,-140,-110,-80
2003-04-02,18350.0,18800.0,6480.0,3.72,880,-390,0
2003-04-03,19000.0,19100.0,7900.0,3.78,-1110,1020,90
2003-04-04,19000.0,19900.0,30131.0,3.93,3550,-5380,270
2003-04-07,20200.0,21000.0,30719.0,4.15,7455,255,410
2003-04-08,20700.0,21050.0,17161.0,4.16,2340,2810,420
2003-04-09,21050.0,21200.0,13570.0,4.19,-2886,-234,170
2003-04-10,21200.0,21800.0,11013.0,4.31,-1470,-830,2300
2003-04-11,21500.0,21800.0,18450.0,4.31,1010,1880,190
2003-04-14,21800.0,22200.0,6990.0,4.39,-2130,2110,200
2003-04-15,22300.0,22000.0,7210.0,4.35,260,-260,0
2003-04-16,22100.0,22000.0,7821.0,4.35,-620,620,0
2003-04-17,21900.0,21500.0,9040.0,4.25,-90,90,0
2003-04-18,21650.0,21650.0,17860.0,4.28,9080,-5730,80
2003-04-21,21700.0,22050.0,11220.0,4.36,350,-320,-30
2003-04-22,21900.0,21700.0,12200.0,4.29,310,-270,-30
2003-04-23,21800.0,21500.0,11440.0,4.25,1140,-1110,-30
2003-04-24,21300.0,22800.0,37530.0,4.51,-26630,21630,5500
2003-04-25,22950.0,22900.0,17500.0,4.53,-8760,8790,0
2003-04-28,22500.0,22950.0,6870.0,4.54,-1860,1860,0
2003-04-29,23150.0,23800.0,43760.0,4.71,752,-782,30
2003-04-30,24000.0,23950.0,10420.0,4.74,-710,550,160
2003-05-02,23900.0,23500.0,8210.0,4.65,-510,470,0
2003-05-06,23800.0,23550.0,6970.0,4.66,-1720,1720,0
2003-05-07,23500.0,23750.0,9034.0,4.7,-1400,-260,1660
2003-05-09,23400.0,23900.0,3850.0,4.73,340,-340,0
2003-05-12,24100.0,24000.0,7880.0,4.75,-860,800,60
2003-05-13,23800.0,24100.0,13340.0,4.77,-5560,-1290,6530
2003-05-14,23800.0,24200.0,4490.0,4.78,-920,570,30
2003-05-15,24200.0,24700.0,6890.0,4.88,-1110,790,0
2003-05-16,25000.0,25200.0,14240.0,4.98,-5170,4830,20
2003-05-19,25500.0,24950.0,8700.0,4.93,-3210,-850,3220
2003-05-20,24550.0,24850.0,13538.0,4.91,-1372,222,820
2003-05-21,25000.0,25850.0,21360.0,5.11,-5340,-1310,6650
2003-05-22,25800.0,26550.0,39180.0,5.25,-5690,-7900,15290
2003-05-23,26900.0,27900.0,42861.0,5.52,-14190,8020,6380
2003-05-26,29900.0,27850.0,23046.0,5.51,4613,-4533,0
2003-05-27,27800.0,27500.0,31960.0,5.44,1810,-18250,16120
2003-05-28,27900.0,27500.0,24214.0,5.44,-7976,1526,6120
2003-05-29,27500.0,27500.0,35100.0,5.44,8550,-22510,13630
2003-05-30,27600.0,27900.0,8711.0,5.52,280,-1440,840
2003-06-02,27950.0,28100.0,13172.0,5.56,760,-540,500
2003-06-03,28100.0,28300.0,51012.0,5.6,10830,-7200,0
2003-06-04,28300.0,28300.0,17588.0,5.6,-9430,7250,1980
2003-06-05,28100.0,28400.0,16540.0,5.62,-4580,4270,0
2003-06-09,28400.0,29750.0,38280.0,5.88,-17990,10040,0
2003-06-10,29350.0,29950.0,18912.0,5.92,4470,3300,-5500
2003-06-11,29950.0,29000.0,15760.0,5.73,2220,-2420,0
2003-06-12,29750.0,29000.0,19250.0,5.73,-1120,110,500
2003-06-13,28700.0,28600.0,13410.0,5.65,-120,120,0
2003-06-16,28350.0,28600.0,7630.0,5.65,-2970,2770,0
2003-06-17,28700.0,28950.0,16850.0,5.72,-1280,1400,-120
2003-06-18,29050.0,28950.0,16850.0,5.72,-6180,-1100,0
2003-06-19,28450.0,27900.0,18181.0,5.52,-441,421,0
2003-06-20,27800.0,28300.0,14160.0,5.6,-5970,2050,3910
2003-06-23,28200.0,28300.0,5450.0,5.6,-3030,3030,0
2003-06-24,28000.0,28000.0,4790.0,5.54,-3440,3440,0
2003-06-25,27550.0,28200.0,3480.0,5.58,60,-20,0
2003-06-26,27700.0,28900.0,8660.0,5.71,730,1270,0
2003-06-27,29400.0,28400.0,5000.0,5.62,-160,1460,0
2003-06-30,28700.0,28500.0,880.0,5.64,-130,130,0
2003-07-01,28150.0,28700.0,4290.0,5.67,-3060,10,3080
2003-07-02,29300.0,29050.0,8690.0,5.74,-3800,340,5160
2003-07-03,29100.0,29800.0,12850.0,5.89,-4610,850,3760
2003-07-04,29500.0,30900.0,10110.0,6.11,-580,-2410,2990
2003-07-07,31200.0,30300.0,6790.0,5.99,-199,199,0
2003-07-08,30000.0,29900.0,7570.0,5.91,-1290,-1210,-500
2003-07-09,29450.0,29300.0,5939.0,5.79,-550,550,0
2003-07-10,28600.0,28950.0,5610.0,5.72,-800,0,800
2003-07-11,29200.0,28750.0,1620.0,5.68,120,-120,0
