Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2006-02-27,55400.0,58400.0,1355768.0,126.86,-352434,286904,17450
2006-02-28,58400.0,58000.0,908972.0,125.99,11054,-10624,840
2006-03-02,58000.0,56000.0,931580.0,121.65,210199,-22759,-184190
2006-03-03,55800.0,53400.0,1103814.0,116.0,-9456,18846,17540
2006-03-06,53400.0,53400.0,792953.0,116.0,65719,35841,-90610
2006-03-07,52400.0,50500.0,1178866.0,109.7,240814,-32794,-201690
2006-03-08,50000.0,51800.0,962779.0,112.52,73988,-21508,-49450
2006-03-09,51800.0,52200.0,853609.0,113.39,-37570,-8960,51100
2006-03-10,52200.0,53000.0,624850.0,115.13,-151304,36084,101440
2006-03-13,53800.0,53300.0,595556.0,115.78,-38152,11872,31240
2006-03-14,53400.0,52000.0,642016.0,112.96,200073,-96355,-54738
2006-03-15,53000.0,52200.0,771649.0,113.39,-159020,-42290,205190
2006-03-16,52600.0,52200.0,437631.0,113.39,-68171,-15649,101440
2006-03-17,52200.0,52800.0,473977.0,114.7,-22400,-16950,72190
2006-03-20,52600.0,54600.0,678167.0,118.6,-97100,36540,56200
2006-03-21,55000.0,54300.0,463934.0,117.95,-106411,29181,71460
2006-03-22,53500.0,51800.0,734729.0,112.52,172535,-103375,-71380
2006-03-23,52600.0,50800.0,630645.0,110.35,153020,-113420,-11730
2006-03-24,50600.0,51400.0,916528.0,111.65,150451,-11341,-144040
2006-03-27,51000.0,50700.0,560271.0,110.13,40276,-31086,-6720
2006-03-28,50000.0,50200.0,536398.0,109.05,55786,-42607,-10600
2006-03-29,49100.0,49600.0,666694.0,107.74,19535,5615,-36450
2006-03-30,50000.0,50300.0,537936.0,109.26,-125143,44539,76894
2006-03-31,50000.0,52000.0,881500.0,112.96,-156332,79224,46896
2006-04-03,52800.0,56400.0,1549926.0,17.16,-767195,270891,503370
2006-04-04,56800.0,56500.0,1215047.0,17.19,-482378,103708,360400
2006-04-05,56600.0,57500.0,980190.0,17.5,-403700,197610,221970
2006-04-06,58100.0,57300.0,594589.0,17.44,-109800,90760,26510
2006-04-07,57300.0,57500.0,362876.0,17.5,22229,-28795,-1894
2006-04-10,56700.0,56500.0,372725.0,17.19,1112,22788,-26360
2006-04-11,56500.0,55600.0,694421.0,16.92,64458,-20398,-49580
2006-04-12,54900.0,55400.0,463075.0,16.86,49723,-17883,-42220
2006-04-13,55500.0,57000.0,638070.0,17.35,32839,63641,-107590
2006-04-14,57800.0,58600.0,812568.0,17.83,-245089,168934,35490
2006-04-17,59000.0,58600.0,435968.0,17.83,-32175,-21865,53480
2006-04-18,58000.0,59000.0,591917.0,17.95,-210072,114910,76770
2006-04-19,61000.0,59700.0,1002465.0,18.17,-256780,19350,174600
2006-04-20,60000.0,58800.0,656250.0,17.89,19481,-61311,32940
2006-04-21,59200.0,61000.0,743832.0,18.56,-195430,155280,50450
2006-04-24,60500.0,58500.0,687292.0,17.8,198168,-79288,-130940
2006-04-25,58000.0,59400.0,577236.0,18.08,-70596,40636,30580
2006-04-26,59200.0,60900.0,680850.0,18.53,-206332,115848,86060
2006-04-27,61600.0,61300.0,667916.0,18.65,-126830,14770,109730
2006-04-28,60900.0,59200.0,994991.0,18.01,178383,-232593,5200
2006-05-02,58900.0,58900.0,922635.0,17.92,271300,34350,-336740
2006-05-03,59400.0,58400.0,614207.0,17.77,-44219,31179,2710
2006-05-04,58500.0,58500.0,524953.0,17.8,81099,-26739,-52290
2006-05-08,60000.0,59800.0,624677.0,18.2,-102578,44278,55540
2006-05-09,59700.0,59600.0,611048.0,18.14,50347,-121627,5230
2006-05-10,59500.0,58600.0,522460.0,17.83,113222,-134212,16000
2006-05-11,58500.0,59100.0,598510.0,17.98,78696,-26186,-117180
2006-05-12,57800.0,58700.0,796924.0,17.86,79365,-125965,57720
2006-05-15,57500.0,56500.0,841777.0,17.19,278201,-307871,57270
2006-05-16,56500.0,53700.0,1237194.0,16.34,406054,-364434,-123980
2006-05-17,53800.0,53900.0,749717.0,16.4,21993,-57913,48520
2006-05-18,51000.0,51700.0,1047507.0,15.73,149880,-166339,-70500
2006-05-19,51200.0,53500.0,813632.0,16.28,-63115,-28785,184390
2006-05-22,53200.0,51900.0,536414.0,15.79,-23498,-98292,122940
2006-05-23,51100.0,53200.0,836819.0,16.19,-40983,2540,88613
2006-05-24,52800.0,53100.0,538850.0,16.16,24620,99820,-129380
2006-05-25,53400.0,52000.0,457512.0,15.82,-17070,-17740,37320
2006-05-26,53000.0,53300.0,458360.0,16.22,-29300,31130,240
2006-05-29,53600.0,52200.0,457140.0,15.88,124845,-32515,-76040
2006-05-30,52000.0,51300.0,456928.0,15.61,-85121,41951,25210
2006-06-01,50500.0,49750.0,754477.0,15.14,-14981,-71099,44490
2006-06-02,50600.0,49700.0,743825.0,15.12,66575,-97825,26070
2006-06-05,50200.0,49300.0,807380.0,15.0,19157,-141087,142830
2006-06-07,47000.0,47050.0,705582.0,14.32,17632,-101402,80570
2006-06-08,46700.0,46350.0,866175.0,14.1,169708,-44048,-128350
2006-06-09,47200.0,47400.0,604686.0,14.42,41321,139409,-192320
2006-06-12,46900.0,47300.0,492077.0,14.39,100037,31653,-133500
2006-06-13,46000.0,46000.0,461070.0,14.0,-24022,-23548,48290
2006-06-14,45200.0,47000.0,676259.0,14.3,-87518,-19972,106180
2006-06-15,48100.0,47100.0,574901.0,14.33,6111,-80651,87600
2006-06-16,48950.0,49150.0,750434.0,14.96,-114400,39510,59320
2006-06-19,48700.0,50000.0,298390.0,15.22,-111679,-3105,126004
2006-06-20,49100.0,48400.0,495845.0,14.73,13141,-3892,-5119
2006-06-21,48200.0,48400.0,296601.0,14.73,15173,-11383,-3680
2006-06-22,49300.0,48500.0,321913.0,14.76,-6221,65021,-63770
2006-06-23,47500.0,48800.0,423147.0,14.85,-52406,-94989,149770
2006-06-26,48350.0,49250.0,328497.0,14.99,-36230,36040,-2220
2006-06-27,49250.0,49650.0,339637.0,15.11,-48275,-14440,61850
2006-06-28,48500.0,49150.0,216392.0,14.96,-26904,-6496,47110
2006-06-29,49500.0,50400.0,458330.0,15.34,-34790,55460,-27150
2006-06-30,52400.0,51100.0,674657.0,15.55,-34310,20937,14323
2006-07-03,51500.0,51500.0,422795.0,15.67,-54382,54008,1767
2006-07-04,52000.0,51800.0,441141.0,15.76,-138468,-30895,177550
2006-07-05,50200.0,51700.0,253231.0,15.73,-102086,45359,49932
2006-07-06,51200.0,51000.0,249755.0,15.52,-53224,-36002,93940
2006-07-07,51600.0,51600.0,305367.0,15.7,12980,25298,-39783
2006-07-10,50900.0,52000.0,374952.0,15.82,57598,-17312,-43656
2006-07-11,51700.0,52000.0,232770.0,15.82,-41667,34346,13343
2006-07-12,51900.0,50600.0,622187.0,15.4,195074,-87128,-108346
2006-07-13,49600.0,49850.0,455686.0,15.17,21990,-125962,128632
2006-07-14,49000.0,48500.0,526737.0,14.76,-49237,-17036,76818
2006-07-18,47600.0,47600.0,439169.0,14.49,-92155,-45275,139700
2006-07-19,47500.0,47750.0,374061.0,14.53,-17904,1874,16510
2006-07-20,49250.0,49200.0,610952.0,14.97,12610,47660,-89510
2006-07-21,48300.0,48900.0,242490.0,14.88,-53740,14425,51190
2006-07-24,48100.0,49200.0,480259.0,14.97,72498,47911,-152449
2006-07-25,49600.0,49950.0,369892.0,15.2,-83233,59007,7862
2006-07-26,49700.0,50000.0,352041.0,15.22,-127888,120782,-17151
2006-07-27,50000.0,51300.0,684682.0,15.61,-100548,289744,-235703
2006-07-28,51600.0,51300.0,337222.0,15.61,-11370,-41486,49546
2006-07-31,52200.0,51800.0,593223.0,15.76,-153059,255759,-147963
2006-08-01,51500.0,50900.0,289087.0,15.49,-69318,47373,22867
2006-08-02,50400.0,51600.0,240622.0,15.7,-5884,50578,-44416
2006-08-03,52500.0,52100.0,290415.0,15.85,-67002,149368,-92756
2006-08-04,52100.0,52700.0,448809.0,16.04,10238,126313,-163861
2006-08-07,52700.0,52500.0,352573.0,15.98,-24832,105465,-126846
2006-08-08,52500.0,53300.0,323651.0,16.22,-38311,159616,-50758
2006-08-09,53200.0,54200.0,675381.0,16.49,-159089,169162,-109346
2006-08-10,54000.0,53800.0,273099.0,16.37,10764,6323,-18404
2006-08-11,54600.0,53500.0,232732.0,16.28,-25025,-20642,44010
2006-08-14,53300.0,53600.0,144457.0,16.31,-50348,46645,-2697
2006-08-16,54800.0,54100.0,259077.0,16.46,-52218,104823,-53595
2006-08-17,55000.0,55700.0,765187.0,16.95,-229168,238311,-57813
2006-08-18,55500.0,56300.0,335691.0,17.13,-114680,122494,-18374
2006-08-21,56000.0,55900.0,261609.0,17.01,-120707,-520,146146
2006-08-22,56000.0,55800.0,225927.0,16.98,-13849,37253,-17640
2006-08-23,55700.0,55000.0,471285.0,16.74,11970,14209,24010
2006-08-24,54600.0,53900.0,461726.0,16.4,47828,63860,-103761
2006-08-25,54100.0,54500.0,329460.0,16.58,14333,96323,-93711
2006-08-28,54500.0,54300.0,200931.0,16.52,-27549,64268,-30999
2006-08-29,54900.0,55100.0,292816.0,16.77,-19835,137676,-107531
2006-08-30,55300.0,55200.0,363270.0,16.8,-3144,62315,14389
2006-08-31,56000.0,56100.0,557021.0,17.07,-86100,133449,-81301
2006-09-01,56100.0,56700.0,342564.0,17.25,-63459,78238,-902
2006-09-04,57400.0,56100.0,324524.0,17.07,-41474,38152,6525
2006-09-05,56100.0,55100.0,508193.0,16.77,108885,-154087,142146
2006-09-06,55500.0,54600.0,472565.0,16.62,167497,-87905,-29617
2006-09-07,53800.0,54100.0,262603.0,16.46,44593,24492,-69792
2006-09-08,53700.0,54600.0,348753.0,16.62,32406,78240,-113477
2006-09-11,54600.0,54400.0,293314.0,16.55,3846,-10182,34658
2006-09-12,54000.0,53700.0,428566.0,16.34,94104,-20039,-46730
2006-09-13,54200.0,53500.0,365171.0,16.28,109875,-30377,-59527
2006-09-14,53700.0,54300.0,505543.0,16.52,38943,60953,-84633
2006-09-15,54300.0,54500.0,251789.0,16.58,-6513,57392,-48203
2006-09-18,54600.0,54700.0,284501.0,16.65,-9999,73254,-73259
2006-09-19,54800.0,54700.0,235129.0,16.65,-4735,-38448,46477
2006-09-20,54400.0,53700.0,295393.0,16.34,60708,-42376,3932
2006-09-21,54400.0,54300.0,266109.0,16.52,-75494,39349,32732
2006-09-22,53700.0,53500.0,255060.0,16.28,-77484,18525,58598
2006-09-25,53000.0,53800.0,263172.0,16.37,-47769,97695,-49796
2006-09-26,53800.0,53100.0,209102.0,16.16,6162,-13196,14071
2006-09-27,53200.0,53400.0,259243.0,16.25,1235,347,-1569
2006-09-28,53500.0,54600.0,456263.0,16.62,-60433,94270,-78792
2006-09-29,54800.0,53800.0,250871.0,16.37,39241,-100023,58954
2006-10-02,53400.0,54500.0,319492.0,16.58,-60184,131011,-72276
2006-10-04,54000.0,53800.0,252847.0,16.37,-45637,-16355,88085
2006-10-09,53200.0,52400.0,750424.0,15.95,-209095,-8769,221999
2006-10-10,51800.0,52300.0,357566.0,15.92,16852,25186,-26845
2006-10-11,51700.0,51500.0,532934.0,15.67,4764,66264,-72784
2006-10-12,51500.0,51400.0,433512.0,15.64,82529,-2733,-81395
2006-10-13,52200.0,51500.0,316711.0,15.67,49517,35015,-97204
2006-10-16,51800.0,51900.0,279250.0,15.79,-11231,95330,-83919
2006-10-17,52300.0,51400.0,513719.0,15.64,-49757,-74343,118967
2006-10-18,50600.0,51100.0,432825.0,15.55,37066,60500,-51824
2006-10-19,51100.0,51000.0,306318.0,15.52,8399,35115,-40894
2006-10-20,51100.0,51200.0,413330.0,15.58,65281,21179,-81940
2006-10-23,51700.0,51300.0,315095.0,15.61,41411,-25584,-47702
2006-10-24,52100.0,50400.0,511154.0,15.34,202134,-135285,-117827
2006-10-25,50600.0,50600.0,232033.0,15.4,-1339,16344,-11820
2006-10-26,50800.0,51500.0,677541.0,15.67,33095,155791,-179174
2006-10-27,51900.0,51400.0,694934.0,15.64,336326,-38530,-271391
2006-10-30,50900.0,50700.0,311855.0,15.43,89964,-76183,5153
2006-10-31,50700.0,50900.0,373128.0,15.49,23627,13095,-108823
2006-11-01,51400.0,51100.0,380738.0,15.55,100180,12165,-100268
2006-11-02,50600.0,50800.0,456891.0,15.46,155849,-97785,-45690
2006-11-03,50500.0,50700.0,563754.0,15.43,269885,-10127,-195043
2006-11-06,50400.0,50500.0,436872.0,15.37,-29598,-32772,60186
2006-11-07,51300.0,50600.0,748650.0,15.4,101862,-29643,-57571
2006-11-08,51000.0,50600.0,564444.0,15.4,-112524,1850,125882
2006-11-09,50600.0,51000.0,839415.0,15.52,237028,31467,-161007
2006-11-10,51000.0,51300.0,683493.0,15.61,-11124,33271,-12508
2006-11-13,51500.0,51800.0,931720.0,15.76,77519,-49145,157125
2006-11-14,52100.0,52900.0,755124.0,16.1,-51927,179097,-211600
2006-11-15,53500.0,53800.0,625003.0,16.37,-201891,93655,116119
2006-11-16,54000.0,54000.0,475774.0,16.43,-130153,147,113366
2006-11-17,54000.0,53500.0,272970.0,16.28,-24254,27733,-19637
2006-11-20,53300.0,52800.0,402583.0,16.07,-147033,-815,160337
2006-11-21,52900.0,53300.0,265940.0,16.22,-73085,-39753,72174
2006-11-22,53300.0,54000.0,375101.0,16.43,-13244,2900,105341
2006-11-23,53700.0,54500.0,1085164.0,16.58,-549365,141245,400123
2006-11-24,54900.0,54100.0,295033.0,16.46,32176,10876,-28986
2006-11-27,53600.0,53300.0,372826.0,16.22,155134,-130596,3745
2006-11-28,52000.0,52400.0,433820.0,15.95,78691,-99647,65349
2006-11-29,52500.0,52100.0,481777.0,15.85,145069,-42907,-88649
2006-11-30,52700.0,52900.0,584750.0,16.1,153815,-1481,-90178
2006-12-01,53300.0,54100.0,800303.0,16.46,5248,26722,-67360
2006-12-04,53800.0,53300.0,359217.0,16.22,89025,-48157,-37572
2006-12-05,53600.0,52500.0,571246.0,15.98,174605,-105269,-32263
2006-12-06,52500.0,52200.0,573416.0,15.88,145799,-149677,39544
2006-12-07,51900.0,52000.0,393031.0,15.82,-62056,-13048,66193
2006-12-08,51700.0,51400.0,275722.0,15.64,-45876,5413,47189
2006-12-11,51100.0,51500.0,332839.0,15.67,91565,-19045,-43070
2006-12-12,51800.0,50600.0,398201.0,15.4,71764,-72740,28331
2006-12-13,50800.0,50700.0,425287.0,15.43,15619,-67925,39586
2006-12-14,50600.0,51800.0,448123.0,15.76,65182,-93793,25231
2006-12-15,51800.0,51900.0,362116.0,15.79,36882,-24582,-13256
2006-12-18,52400.0,52200.0,397353.0,15.88,-31021,47648,-25998
2006-12-19,52000.0,50900.0,726989.0,15.49,38060,22721,-87410
2006-12-20,50900.0,51100.0,479307.0,15.55,120434,60374,-173632
2006-12-21,51300.0,50700.0,385289.0,15.43,47736,-21694,14063
2006-12-22,50500.0,49950.0,616735.0,15.2,205121,-149338,-61811
2006-12-26,49700.0,49500.0,407607.0,15.06,-113260,20530,60030
2006-12-27,49900.0,50300.0,329967.0,15.31,15903,-12929,-6584
2006-12-28,50800.0,50700.0,245483.0,15.43,304,43667,-52288
2007-01-02,51100.0,51500.0,293140.0,15.67,-120906,116023,6041
2007-01-03,51700.0,50500.0,214284.0,15.37,4257,20066,-34126
2007-01-04,50800.0,49500.0,469268.0,15.06,231844,-10478,-205339
2007-01-05,49600.0,49900.0,346102.0,15.19,37402,-38155,-8907
2007-01-08,49200.0,49900.0,322045.0,15.19,-52306,-16144,54443
2007-01-09,49500.0,49200.0,182926.0,14.97,77348,-11928,-55800
2007-01-10,49000.0,48250.0,405847.0,14.68,11268,-77138,117870
2007-01-11,48200.0,48450.0,334751.0,14.74,45863,-80902,70300
2007-01-12,48900.0,48700.0,249672.0,14.82,52157,-79859,30102
2007-01-15,48950.0,48700.0,225483.0,14.82,11892,-72686,67024
2007-01-16,48550.0,48050.0,335247.0,14.62,24579,-71673,70310
2007-01-17,48300.0,47400.0,314438.0,14.42,56574,-109115,68771
2007-01-18,47300.0,46850.0,307635.0,14.26,50686,-98326,51760
2007-01-19,46250.0,45800.0,648658.0,13.94,97720,-219078,149568
2007-01-22,45700.0,45350.0,382603.0,13.8,113288,-7683,-77880
2007-01-23,45000.0,44950.0,611174.0,13.68,92218,-54257,-21221
2007-01-24,45050.0,45800.0,360658.0,13.94,-330,3470,-6020
2007-01-25,46600.0,46300.0,406695.0,14.09,-71382,167917,-99523
2007-01-26,45600.0,45850.0,198325.0,13.95,-1587,-51673,51330
2007-01-29,46100.0,45750.0,165152.0,13.92,48901,-34401,-8560
2007-01-30,44600.0,46000.0,247226.0,14.0,-2980,-16260,16690
2007-01-31,46300.0,45800.0,206917.0,13.94,13383,-52685,37980
2007-02-01,46500.0,46300.0,418485.0,14.09,-52020,83610,-12940
2007-02-02,46700.0,48000.0,742741.0,14.61,-50911,159181,-110940
2007-02-05,48400.0,48900.0,727352.0,14.88,-85778,89343,2490
2007-02-06,49250.0,48500.0,273857.0,14.76,24034,2676,-21180
2007-02-07,48850.0,48600.0,161501.0,14.79,-4567,53927,-52110
2007-02-08,48650.0,48500.0,184409.0,14.76,-19478,51630,-33832
2007-02-09,48200.0,48250.0,172644.0,14.68,-20034,37714,-23020
2007-02-12,47550.0,47500.0,283568.0,14.45,47214,-72464,20910
2007-02-13,47550.0,47550.0,225541.0,14.47,39130,-28250,-8260
2007-02-14,48050.0,48200.0,303500.0,14.67,31440,54280,-96130
2007-02-15,49050.0,50000.0,1032143.0,15.22,-197948,230142,-36414
2007-02-16,50700.0,51400.0,1195481.0,15.64,-294772,155201,119770
2007-02-20,52000.0,51700.0,266684.0,15.73,27753,-24674,-2656
2007-02-21,51800.0,51400.0,564105.0,15.64,-30145,-122238,147373
2007-02-22,51400.0,54100.0,1642767.0,16.46,-570629,517374,15154
2007-02-23,54300.0,56500.0,1705653.0,17.19,-747706,-49159,805905
2007-02-26,56100.0,55800.0,713483.0,16.98,-18604,-108950,157242
2007-02-27,55300.0,54200.0,620644.0,16.49,40809,-117307,68527
2007-02-28,50700.0,52500.0,1353021.0,15.98,71996,-145847,83569
2007-03-02,51900.0,52200.0,481981.0,15.88,-54614,-54186,117000
2007-03-05,51700.0,50100.0,737279.0,15.25,116853,-121027,27989
2007-03-06,50300.0,51200.0,469314.0,15.58,41879,70015,-100554
2007-03-07,51900.0,51000.0,395213.0,15.52,47168,-68494,24256
2007-03-08,51000.0,52800.0,727097.0,16.07,-128572,211949,-72063
2007-03-09,53400.0,52800.0,373860.0,16.07,12551,12295,-10140
2007-03-12,52800.0,53300.0,334274.0,16.22,-51689,-541,45712
2007-03-13,53300.0,53200.0,381050.0,16.19,-71406,-40197,114784
2007-03-14,52000.0,51400.0,464141.0,15.64,47918,-41274,-9596
2007-03-15,51900.0,51400.0,427360.0,15.64,153335,-136383,33895
2007-03-16,51500.0,50900.0,514026.0,15.49,206436,-60089,-51045
2007-03-19,50900.0,51400.0,442535.0,15.64,111155,-5523,-27416
2007-03-20,51900.0,51600.0,405678.0,15.7,-13524,-26389,30997
2007-03-21,52000.0,52500.0,465054.0,15.98,-129474,-27435,175342
2007-03-22,53300.0,53200.0,506462.0,16.19,-159883,29015,129148
2007-03-23,53100.0,53200.0,214275.0,16.19,-90237,57913,43148
2007-03-26,53600.0,53500.0,275444.0,16.28,-93460,65741,9977
2007-03-27,53900.0,53500.0,427659.0,16.28,-122395,102247,25573
2007-03-28,53600.0,52600.0,582813.0,16.01,-42792,-37072,49254
2007-03-29,51700.0,52200.0,437105.0,15.88,24216,-99805,77618
2007-03-30,52500.0,51200.0,304515.0,15.58,44828,-39753,-4093
2007-04-02,51300.0,51300.0,242564.0,16.7,-21899,21105,474
2007-04-03,51600.0,51400.0,278439.0,16.73,18608,-60052,42550
2007-04-04,52100.0,53600.0,882738.0,17.45,-122711,34344,78762
2007-04-05,54000.0,53200.0,369769.0,17.32,-16559,37700,-20173
2007-04-06,53400.0,52500.0,431987.0,17.09,32453,-18117,-5936
2007-04-09,52600.0,52400.0,601637.0,17.06,270754,-141888,-106112
2007-04-10,52600.0,52500.0,521627.0,17.09,55546,-44114,-9586
2007-04-11,52700.0,52800.0,583115.0,17.19,-58076,8900,47627
2007-04-12,52800.0,53300.0,538036.0,17.35,53096,48757,-75630
2007-04-13,53500.0,53800.0,965433.0,17.51,-144571,285,160635
2007-04-16,54700.0,55300.0,809881.0,18.0,-188745,12977,183081
2007-04-17,55800.0,55200.0,731016.0,17.97,-192749,-105127,289401
2007-04-18,55200.0,54500.0,346722.0,17.74,64988,-58141,-6446
2007-04-19,54500.0,53000.0,1016031.0,17.25,163726,-87151,-48629
2007-04-20,52900.0,53500.0,408641.0,17.42,-24219,-36551,59679
2007-04-23,54300.0,53700.0,529916.0,17.48,-70761,35015,22610
2007-04-24,54000.0,54500.0,545476.0,17.74,-14171,18382,19990
2007-04-25,55000.0,56400.0,1357545.0,18.36,-214615,134358,110774
2007-04-26,58200.0,56400.0,792766.0,18.36,-8986,114076,-93233
2007-04-27,56100.0,56400.0,374883.0,18.36,23310,-31911,5593
2007-04-30,56800.0,55000.0,264459.0,17.9,32881,-22774,-17430
2007-05-02,55400.0,56000.0,323177.0,18.23,-91439,79177,11798
2007-05-03,57100.0,56900.0,229369.0,18.52,4830,-14332,6283
2007-05-04,57000.0,57300.0,475343.0,18.65,-18048,36421,-29223
2007-05-07,57800.0,57000.0,328528.0,18.56,21434,38294,-61149
2007-05-08,57000.0,56000.0,342909.0,18.23,35925,-21424,-2015
2007-05-09,55800.0,55700.0,264977.0,18.13,16577,-24277,21881
2007-05-10,56200.0,55200.0,387996.0,17.97,113820,-1488,-92832
2007-05-11,54500.0,55200.0,583880.0,17.97,54450,-71224,-29274
2007-05-14,55400.0,56800.0,605373.0,18.49,-95581,6861,91229
2007-05-15,56400.0,55100.0,341972.0,17.94,31961,-45350,-25582
2007-05-16,55000.0,55300.0,270045.0,18.0,107179,-40856,-52535
2007-05-17,56000.0,55500.0,327110.0,18.07,-52551,-17078,62543
2007-05-18,55500.0,55100.0,251641.0,17.94,-5775,-18385,19048
2007-05-21,54200.0,56100.0,438711.0,18.26,-117159,37685,64598
2007-05-22,56900.0,58700.0,889157.0,19.11,-100462,-62727,225384
2007-05-23,58700.0,59300.0,972859.0,19.3,-72326,-45241,119212
2007-05-25,58000.0,59300.0,603434.0,19.3,-134127,-20091,180936
2007-05-28,60000.0,60900.0,790805.0,19.82,-61812,52424,-34799
2007-05-29,61500.0,62400.0,1285479.0,20.31,-428329,-22716,481439
2007-05-30,62500.0,64800.0,1373706.0,21.09,-44114,205882,-240603
2007-05-31,65000.0,64000.0,1078382.0,20.83,-15903,149166,-126175
2007-06-01,65100.0,66000.0,1966435.0,21.48,-57044,162605,-102222
2007-06-04,67400.0,66700.0,1375399.0,21.71,59332,66351,-119584
2007-06-05,66500.0,66000.0,723907.0,21.48,-1369,57086,-61856
2007-06-07,64600.0,66600.0,1107555.0,21.68,228336,184428,-415169
2007-06-08,65500.0,63500.0,1351713.0,20.67,331204,-49370,-305915
2007-06-11,64800.0,63100.0,806488.0,20.54,-182677,10015,125032
2007-06-12,63100.0,66700.0,1154746.0,21.71,-394640,157108,162510
2007-06-13,66200.0,67800.0,2121173.0,22.07,-212724,455852,-396147
2007-06-14,70000.0,71900.0,2003751.0,23.41,-707001,739216,-104662
2007-06-15,71800.0,75500.0,2151962.0,24.58,-234985,442679,-368119
2007-06-18,79100.0,82200.0,2656236.0,26.76,602937,212318,-879773
2007-06-19,82000.0,78500.0,2079218.0,25.55,329172,264678,-690872
2007-06-20,77000.0,74100.0,1805420.0,24.12,42788,284631,-300370
2007-06-21,73200.0,77800.0,1716179.0,25.33,-94999,333142,-313866
2007-06-22,77500.0,74200.0,1139592.0,24.15,208183,168197,-449438
2007-06-25,72200.0,72000.0,1307235.0,23.44,88151,354602,-512466
2007-06-26,73200.0,71800.0,1178613.0,23.37,232106,199611,-496560
2007-06-27,71800.0,70500.0,1273432.0,22.95,80919,304045,-497990
2007-06-28,72200.0,74800.0,1941886.0,24.35,-101982,445021,-559435
2007-06-29,74500.0,74300.0,1167962.0,24.19,-193183,264893,-100312
