Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2001-10-31,22900.0,23200.0,21810.0,2.29,-2630,4320,-2690
2001-11-01,23300.0,23500.0,12800.0,2.31,-190,1630,-2440
2001-11-02,23500.0,23750.0,22030.0,2.34,800,7610,-8410
2001-11-05,23800.0,23650.0,36680.0,2.33,8370,9830,-18240
2001-11-06,23800.0,24300.0,92990.0,2.39,8510,-2960,-5840
2001-11-07,24300.0,23800.0,28960.0,2.34,5420,-15220,6800
2001-11-08,24000.0,23750.0,29470.0,2.34,5840,-13980,8220
2001-11-09,23500.0,23900.0,33300.0,2.35,-13570,4850,9000
2001-11-12,23900.0,23900.0,47940.0,2.35,-6850,12140,19880
2001-11-13,23700.0,24450.0,43410.0,2.41,-5930,360,530
2001-11-14,24600.0,24800.0,42900.0,2.44,-7760,-2090,12600
2001-11-15,24800.0,24800.0,60250.0,2.44,2400,5420,-7870
2001-11-16,24800.0,25500.0,38700.0,2.51,-12410,5580,5590
2001-11-19,25400.0,26900.0,86830.0,2.65,-1720,-9430,19270
2001-11-20,27000.0,28000.0,78900.0,2.76,5260,-12450,19020
2001-11-21,27800.0,28000.0,35640.0,2.76,-13750,11140,2330
2001-11-22,28300.0,28950.0,68620.0,2.85,-1150,-10820,23090
2001-11-23,29450.0,29950.0,49600.0,2.95,-14720,16220,3500
2001-11-26,29950.0,29200.0,120840.0,2.87,3020,24180,-15670
2001-11-27,29300.0,28200.0,53810.0,2.78,-1020,-5970,-11300
2001-11-28,28400.0,27900.0,35960.0,2.75,-8080,7340,40
2001-11-29,27200.0,28300.0,37460.0,2.79,-3080,-1490,4080
2001-11-30,28500.0,30000.0,54960.0,2.95,6250,-17790,10700
2001-12-03,31900.0,30700.0,58490.0,3.02,15680,-20480,2820
2001-12-04,30700.0,30600.0,26930.0,3.01,3460,-9280,2930
2001-12-05,31500.0,32900.0,82640.0,3.24,-7100,11230,-5200
2001-12-06,33100.0,32200.0,59540.0,3.17,-7880,23700,-17000
2001-12-07,32400.0,34500.0,55650.0,3.4,-23960,18090,720
2001-12-10,33700.0,32900.0,73200.0,3.24,-14930,-6200,24930
2001-12-11,32900.0,32900.0,18090.0,3.24,450,-420,-30
2001-12-12,33000.0,33000.0,34800.0,3.25,-2960,-6340,9250
2001-12-13,33000.0,33200.0,29780.0,3.27,2190,-12250,9890
2001-12-14,33000.0,32500.0,12600.0,3.2,-140,510,-30
2001-12-17,32000.0,32100.0,44190.0,3.16,5230,14390,-19780
2001-12-18,31250.0,31900.0,55550.0,3.14,2810,4690,-7340
2001-12-19,31050.0,32500.0,48300.0,3.2,7450,-6530,500
2001-12-20,33000.0,32600.0,43530.0,3.21,4600,-5570,2280
2001-12-21,32900.0,32100.0,22570.0,3.16,790,-660,-150
2001-12-24,32100.0,31850.0,40110.0,3.14,5670,-4570,200
2001-12-26,31200.0,31600.0,44040.0,3.11,1170,-3850,0
2001-12-27,32400.0,32800.0,31890.0,3.23,1260,-5880,-370
2001-12-28,32400.0,33600.0,99800.0,3.31,-13070,20410,-7440
2002-01-02,33000.0,35000.0,87070.0,5.99,7370,-26620,20060
2002-01-03,35200.0,36750.0,72220.0,6.29,-847,-16423,17240
2002-01-04,37750.0,35950.0,39770.0,6.16,8700,-9550,90
2002-01-07,35800.0,34800.0,38653.0,5.96,1565,-10975,9380
2002-01-08,35250.0,35500.0,131960.0,6.08,-7045,-110265,117200
2002-01-09,35500.0,39000.0,53359.0,6.68,-2325,-11055,11050
2002-01-10,40000.0,38000.0,30354.0,6.51,3986,-10960,5644
2002-01-11,40000.0,38900.0,18761.0,6.66,-2030,40,1100
2002-01-14,38700.0,39100.0,17160.0,6.7,-4900,-270,4920
2002-01-15,39300.0,38300.0,15330.0,6.56,-2350,-1370,3810
2002-01-16,38500.0,40000.0,54382.0,6.85,-3948,-11002,14770
2002-01-17,39800.0,39650.0,48366.0,6.79,11146,-4716,-5290
2002-01-18,39700.0,38100.0,27760.0,6.53,1610,1890,-3440
2002-01-21,37500.0,37550.0,28683.0,6.43,-6698,528,3890
2002-01-22,37650.0,39000.0,30412.0,6.68,-2930,-180,2440
2002-01-23,39200.0,40000.0,26300.0,6.85,430,1080,-4000
2002-01-24,40500.0,40900.0,27530.0,7.0,-2730,2970,420
2002-01-25,40900.0,40000.0,20151.0,6.85,-4790,3140,1320
2002-01-28,41000.0,43500.0,150464.0,7.45,4920,21090,26750
2002-01-29,43500.0,44050.0,92943.0,7.54,-5350,-43730,55720
2002-01-30,44000.0,42500.0,143788.0,7.28,9960,-64470,55050
2002-01-31,40800.0,43500.0,82710.0,7.45,2030,-21310,23880
2002-02-01,44500.0,42700.0,66000.0,7.31,1220,-2130,20940
2002-02-04,43500.0,41650.0,21510.0,7.13,-5500,5200,0
2002-02-05,40650.0,43000.0,23380.0,7.36,-3842,3842,0
2002-02-06,42500.0,47000.0,79904.0,8.05,-22670,35540,21900
2002-02-07,47000.0,48000.0,159476.0,8.22,6774,-47234,50470
2002-02-08,47900.0,47000.0,43512.0,8.05,2140,-3880,1840
2002-02-14,47600.0,47000.0,54340.0,8.05,2870,1870,-3080
2002-02-15,47300.0,47500.0,32370.0,8.13,3068,-400,-2628
2002-02-18,48350.0,46300.0,32810.0,7.93,2427,-4097,0
2002-02-19,46000.0,44600.0,40562.0,7.64,5612,-1702,-7690
2002-02-20,44300.0,44500.0,37348.0,7.62,12430,1110,-13510
2002-02-21,45500.0,49000.0,96160.0,8.39,-16610,-7750,18080
2002-02-22,48000.0,47850.0,39937.0,8.2,-2345,6645,20
2002-02-25,48500.0,46550.0,31170.0,7.97,8380,5900,-4860
2002-02-26,46100.0,47500.0,18230.0,8.13,-1250,1290,-350
2002-02-27,47000.0,48000.0,34624.0,8.22,570,540,-1740
2002-02-28,49000.0,43650.0,67970.0,7.47,17590,-1890,0
2002-03-04,48650.0,48000.0,49718.0,8.22,-1060,-6450,5270
2002-03-05,49400.0,46800.0,32300.0,8.01,6720,-9070,1250
2002-03-06,47000.0,48200.0,30604.0,8.26,-190,-6130,7680
2002-03-07,49000.0,49150.0,69160.0,8.42,2930,-10000,7670
2002-03-08,49000.0,49100.0,40320.0,8.41,450,6450,-6960
2002-03-11,49250.0,50000.0,40140.0,8.56,-5990,-1290,7310
2002-03-12,51000.0,50700.0,55530.0,8.68,6460,-1480,-4600
2002-03-13,51200.0,51000.0,21650.0,8.73,-3680,3960,0
2002-03-14,52500.0,49900.0,38500.0,8.54,5250,-7090,1880
2002-03-15,50000.0,51500.0,48160.0,8.82,-4160,-8520,12230
2002-03-18,53100.0,54800.0,49020.0,9.38,-8500,710,7600
2002-03-19,56500.0,63000.0,130112.0,10.79,-10058,-3602,13320
2002-03-20,65000.0,72400.0,204745.0,12.4,-15684,-40936,59280
2002-03-21,73000.0,77000.0,236098.0,13.18,-9675,-21700,33895
2002-03-22,84700.0,71000.0,181354.0,12.16,64922,-33802,-31170
2002-03-25,71000.0,65300.0,116437.0,11.18,15060,-17750,3140
2002-03-26,64300.0,70000.0,160693.0,11.99,127,1623,-2780
2002-03-27,65300.0,67700.0,53556.0,11.59,-745,5105,-5500
2002-03-28,68200.0,66300.0,70007.0,11.35,6470,-7030,630
2002-03-29,67000.0,65900.0,46070.0,11.28,-2720,3650,-780
2002-04-01,66200.0,57000.0,51542.0,9.76,12250,-4720,-7610
2002-04-02,60000.0,65500.0,82470.0,11.22,-4840,8510,-8470
2002-04-03,67500.0,70500.0,160400.0,12.07,-35300,35680,-7160
2002-04-04,72000.0,67000.0,78830.0,11.47,-16466,21126,-7650
2002-04-08,65400.0,63100.0,58850.0,10.81,19350,-15900,-5210
2002-04-09,62500.0,60000.0,100100.0,10.27,35980,-13520,-26690
2002-04-10,60100.0,58400.0,50920.0,10.0,12330,5980,-18190
2002-04-11,59100.0,58100.0,66030.0,9.95,14220,260,-15570
2002-04-12,57600.0,57000.0,54470.0,9.76,14690,4350,-19900
2002-04-15,57500.0,58200.0,51440.0,9.97,23350,-3470,-20080
2002-04-16,58500.0,61400.0,128582.0,10.51,31220,12560,-45040
2002-04-17,63200.0,70000.0,167520.0,11.99,-62270,-16160,78610
2002-04-18,66100.0,66000.0,64369.0,11.3,3970,-3420,-460
2002-04-19,65000.0,62700.0,92610.0,10.74,18170,2450,-21050
2002-04-22,64900.0,61700.0,53910.0,10.57,-3260,3860,-530
2002-04-23,59200.0,61700.0,49090.0,10.57,8430,-3860,-4570
2002-04-24,61900.0,60000.0,55250.0,10.27,15130,-1010,-15350
2002-04-25,57000.0,56800.0,59360.0,9.73,22120,7840,-30470
2002-04-26,57000.0,58800.0,29230.0,10.07,-4350,6310,-2030
2002-04-29,57900.0,60000.0,62000.0,10.27,-26080,1240,24920
2002-04-30,59000.0,58000.0,27090.0,9.93,-3510,2680,0
2002-05-02,59000.0,58600.0,25790.0,10.04,50,-1830,1760
2002-05-03,61000.0,62800.0,93265.0,10.75,-17470,-10840,27110
2002-05-06,63500.0,59200.0,33302.0,10.14,-3230,1250,3040
2002-05-07,58500.0,60500.0,35228.0,10.36,-8000,5520,3900
2002-05-08,61100.0,61100.0,30491.0,10.46,-2570,3810,-1270
2002-05-09,62800.0,64000.0,103510.0,10.96,-37390,25690,-310
2002-05-10,62600.0,63900.0,35260.0,10.94,-17150,16630,160
2002-05-13,63000.0,61400.0,23980.0,10.51,1740,10,-1790
2002-05-14,62000.0,60100.0,38637.0,10.29,7560,1310,-1340
2002-05-15,60100.0,60700.0,37944.0,10.4,8314,3386,-11820
2002-05-16,60700.0,59600.0,38920.0,10.21,14720,-2510,-10070
2002-05-17,59500.0,58900.0,70160.0,10.09,26210,-5530,-20840
2002-05-20,60000.0,59000.0,26700.0,10.1,5800,-3240,-2370
2002-05-21,59000.0,57100.0,33590.0,9.78,1280,370,-1620
2002-05-22,56300.0,58000.0,22580.0,9.93,-830,3570,-2770
2002-05-23,57200.0,56100.0,25892.0,9.61,5092,-4420,-2
2002-05-24,56800.0,56500.0,25805.0,9.67,-935,915,0
2002-05-27,56100.0,56100.0,16340.0,9.61,-7050,1540,5490
2002-05-28,56000.0,56500.0,18811.0,9.67,-10140,10160,0
2002-05-29,55700.0,54000.0,26150.0,9.25,1410,4010,-5210
2002-05-30,53200.0,51000.0,23626.0,8.73,-6890,1820,370
2002-05-31,50300.0,50500.0,17876.0,8.65,-8640,-1260,8860
2002-06-03,50200.0,49800.0,24881.0,8.53,6540,-8950,840
2002-06-04,49000.0,49300.0,28900.0,8.44,-6570,670,5880
2002-06-05,49900.0,48700.0,23820.0,8.34,8980,-9470,760
2002-06-07,47000.0,44800.0,45240.0,7.67,28890,-1940,-26900
2002-06-10,44300.0,48050.0,198510.0,8.23,39650,1820,-42770
2002-06-11,47450.0,47350.0,47790.0,8.11,-17200,-2300,20140
2002-06-12,46900.0,51800.0,76910.0,8.87,-26810,14860,13740
2002-06-14,51200.0,50500.0,37493.0,8.65,-1590,420,1810
2002-06-17,52000.0,50100.0,14870.0,8.58,4470,-3230,-1150
2002-06-18,50200.0,49800.0,19870.0,8.53,-7530,3410,4040
2002-06-19,47500.0,47500.0,17400.0,8.13,-2840,-10,2810
2002-06-20,46000.0,49150.0,35040.0,8.42,-4080,4820,-660
2002-06-21,48650.0,53200.0,73380.0,9.11,-26330,-5850,32380
2002-06-24,52800.0,53900.0,31490.0,9.23,-4450,-340,5110
2002-06-25,54000.0,53500.0,46400.0,9.16,-14560,290,15790
2002-06-26,53500.0,51000.0,47940.0,8.73,-19170,11160,8190
2002-06-27,52000.0,49000.0,57610.0,8.39,3630,-9120,5750
2002-06-28,50200.0,52800.0,58100.0,9.04,-8820,-6440,14960
2002-07-02,52000.0,54000.0,36171.0,9.25,-8850,-3530,12300
2002-07-03,55000.0,56900.0,57314.0,9.74,-23390,10810,12710
2002-07-04,57900.0,61000.0,73020.0,10.44,-23510,-3630,27830
2002-07-05,61000.0,62000.0,79126.0,10.62,-16525,580,16145
2002-07-08,62000.0,59000.0,38450.0,10.1,15680,-12220,-3140
2002-07-09,58300.0,61000.0,26640.0,10.44,-7170,11055,-4465
2002-07-10,61800.0,63000.0,40620.0,10.79,-13040,13090,60
2002-07-11,61700.0,57600.0,30680.0,9.86,2190,-2940,-4020
2002-07-12,60000.0,62900.0,47000.0,10.77,-7710,20550,-13260
2002-07-15,62000.0,63900.0,45221.0,10.94,-8630,10050,-1400
2002-07-16,63200.0,63900.0,37030.0,10.94,-1900,-3720,7280
2002-07-18,64100.0,65100.0,43515.0,11.15,-4550,2480,2120
2002-07-19,64100.0,64000.0,35590.0,10.96,-5990,-4560,10930
2002-07-22,62000.0,61100.0,35400.0,10.46,-15700,5580,10120
2002-07-23,60000.0,62900.0,16080.0,10.77,-5250,7130,-2440
2002-07-24,62400.0,60500.0,20320.0,10.36,6160,-5340,-1750
2002-07-25,62900.0,61300.0,13600.0,10.5,-5670,3160,2450
2002-07-26,61300.0,61600.0,34723.0,10.55,-2970,-3780,6490
2002-07-29,63000.0,61500.0,10398.0,10.53,-2370,-2250,4640
2002-07-30,63000.0,62900.0,26360.0,10.77,-7360,-4760,12050
2002-07-31,63500.0,66700.0,48557.0,11.42,-3510,-14040,17840
2002-08-01,67600.0,63000.0,37642.0,10.79,20770,-6140,-8880
2002-08-02,61500.0,61700.0,25350.0,10.57,-1030,-2390,3580
2002-08-05,61700.0,58200.0,30610.0,9.97,-12790,2540,10310
2002-08-06,57000.0,59000.0,26780.0,10.1,-6600,6470,-540
2002-08-07,60000.0,58500.0,17910.0,10.02,2290,-1450,-1290
2002-08-08,59000.0,57000.0,39750.0,9.76,12880,-7580,-5200
2002-08-09,57500.0,57000.0,13401.0,9.76,1330,830,-2550
2002-08-12,57300.0,55800.0,19550.0,9.56,4920,-2550,-2490
2002-08-13,55500.0,54500.0,46380.0,9.33,23120,3920,-27040
2002-08-14,54700.0,53900.0,53770.0,9.23,18910,1690,-18780
2002-08-16,55000.0,56200.0,68440.0,9.63,-6290,-1990,8330
2002-08-19,56500.0,56500.0,40780.0,9.67,-7240,-2130,9550
2002-08-20,57000.0,56700.0,45350.0,9.71,3140,9370,-13040
2002-08-21,55800.0,56900.0,18570.0,9.74,-2230,500,1660
2002-08-22,57400.0,57100.0,27250.0,9.78,2730,120,-3170
2002-08-23,57700.0,57800.0,30440.0,9.9,-7440,2860,4200
2002-08-26,57100.0,57000.0,15270.0,9.76,-5400,4640,600
2002-08-27,56500.0,56000.0,18550.0,9.59,5170,-9870,600
2002-08-28,55500.0,55300.0,20950.0,9.47,-380,-3840,4100
2002-08-29,55000.0,53800.0,31891.0,9.21,12120,2680,-14860
2002-08-30,53800.0,53500.0,29350.0,9.16,15810,-6080,-10060
2002-09-02,53800.0,54000.0,23148.0,9.25,6715,-7135,0
2002-09-03,54500.0,54100.0,24682.0,9.27,3160,-760,-3680
2002-09-04,53200.0,53400.0,24810.0,9.14,2860,-2100,-1060
2002-09-05,53400.0,52000.0,20720.0,8.9,2050,-230,-1600
2002-09-06,52000.0,50000.0,32782.0,8.56,9600,-9970,0
2002-09-09,49800.0,50300.0,16940.0,8.61,-8130,8130,0
2002-09-10,50100.0,53500.0,43520.0,9.16,-22560,-1230,24300
2002-09-11,54200.0,56400.0,53870.0,9.66,-24560,14780,6870
2002-09-12,56400.0,57000.0,39120.0,9.76,-18510,13540,4800
2002-09-13,56200.0,57700.0,28650.0,9.88,-9710,13320,-3480
2002-09-16,57700.0,57000.0,22851.0,9.76,-4729,5780,-800
2002-09-17,57500.0,60900.0,39560.0,10.43,-9840,1540,8390
2002-09-18,55000.0,57600.0,23854.0,9.86,4060,-3750,510
2002-09-19,58000.0,58000.0,20181.0,9.93,-2630,6970,-3340
2002-09-23,56100.0,57000.0,13730.0,9.76,-3040,7000,-3900
2002-09-24,55100.0,55300.0,7280.0,9.47,-920,830,0
2002-09-25,55000.0,55000.0,20590.0,9.42,-6590,6120,2370
2002-09-26,55600.0,54500.0,28368.0,9.33,1958,12002,-13670
2002-09-27,54500.0,56000.0,29310.0,9.59,-4320,16550,-12370
2002-09-30,53300.0,55100.0,11728.0,9.44,-2438,6200,-3762
2002-10-01,54900.0,56300.0,36999.0,9.64,-2840,17040,-14280
2002-10-02,57300.0,58000.0,17571.0,9.93,-6620,3930,2710
2002-10-04,58300.0,58000.0,11960.0,9.93,-2440,2710,-270
2002-10-07,58900.0,54900.0,39000.0,9.4,7400,11440,-18640
2002-10-08,54000.0,57000.0,12570.0,9.76,-7960,9860,-1830
2002-10-09,57800.0,54500.0,24480.0,9.33,3810,6910,-10980
2002-10-10,53600.0,49250.0,44340.0,8.43,3900,4780,-8780
2002-10-11,50400.0,45000.0,71392.0,7.71,26992,-2470,-29602
2002-10-14,45150.0,46300.0,63109.0,7.93,23820,-15940,-10940
2002-10-15,46400.0,50000.0,42458.0,8.56,-14001,263,12720
2002-10-16,51500.0,52100.0,37840.0,8.92,-15650,-3000,20080
2002-10-17,51600.0,51100.0,23820.0,8.75,2750,-1870,0
2002-10-18,51700.0,52700.0,18608.0,9.03,-5850,4650,1260
2002-10-21,52200.0,50800.0,22181.0,8.7,1620,7620,-9240
2002-10-22,51000.0,50800.0,26510.0,8.7,2840,3920,-6930
2002-10-23,51000.0,55000.0,30080.0,9.42,-16990,12550,4020
2002-10-24,55000.0,51700.0,20709.0,8.85,9790,-3870,-5440
2002-10-25,51600.0,52300.0,11990.0,8.96,-5800,7880,-1900
2002-10-28,52600.0,52500.0,16554.0,8.99,2900,2590,-100
2002-10-29,53100.0,53500.0,11050.0,9.16,-3690,980,2650
2002-10-30,53900.0,52500.0,17170.0,8.99,-810,-1190,940
2002-10-31,54500.0,56000.0,49450.0,9.59,-12230,2700,9530
2002-11-01,57000.0,57300.0,36199.0,9.81,-13540,-4450,20350
2002-11-04,57200.0,58500.0,31610.0,10.02,-3490,-5330,15640
2002-11-05,58000.0,57000.0,24020.0,9.76,2540,-12280,10030
2002-11-06,57300.0,56000.0,16870.0,9.59,-740,6500,-6100
2002-11-07,56000.0,54600.0,38040.0,9.35,9680,720,-9720
2002-11-08,54600.0,54600.0,17459.0,9.35,3100,-2570,590
2002-11-11,54900.0,53700.0,11701.0,9.2,2910,-2310,-550
2002-11-12,52700.0,54400.0,9110.0,9.31,-2800,3150,-590
2002-11-13,54000.0,53200.0,10940.0,9.11,3120,-2770,-310
2002-11-14,54100.0,55200.0,31240.0,9.45,-13625,1655,9990
2002-11-15,57100.0,55100.0,11030.0,9.44,2100,-2350,250
2002-11-18,55000.0,55300.0,27510.0,9.47,5710,-3020,7880
2002-11-19,55000.0,55600.0,14100.0,9.52,-3200,-120,3260
2002-11-20,55700.0,55700.0,20570.0,9.54,1520,8840,0
2002-11-21,56200.0,57400.0,25770.0,9.83,-12870,18970,0
2002-11-22,57600.0,57700.0,25891.0,9.88,-8319,-1571,9420
2002-11-25,57800.0,57000.0,21230.0,9.76,260,9140,-1840
2002-11-26,56500.0,58500.0,43530.0,10.02,1660,-1330,-1080
2002-11-27,58600.0,58600.0,19140.0,10.04,3290,-3260,120
2002-11-28,59500.0,59600.0,35490.0,10.21,3414,4606,-6020
2002-11-29,59200.0,58700.0,18240.0,10.05,-2850,-690,-50
2002-12-02,58700.0,58900.0,14225.0,10.09,1715,-2665,0
2002-12-03,58500.0,59900.0,26650.0,10.26,-6050,-5700,1410
2002-12-04,60000.0,60500.0,38420.0,10.36,-3260,530,960
2002-12-05,59900.0,62500.0,29510.0,10.7,-3700,-640,5530
2002-12-06,61800.0,62500.0,17193.0,10.7,-469,-9021,9610
2002-12-09,63000.0,60500.0,14680.0,10.36,3680,-3070,0
2002-12-10,59000.0,59100.0,10943.0,10.12,-2080,4370,-3940
2002-12-11,59200.0,59600.0,17430.0,10.21,-10,8480,-7360
2002-12-12,59100.0,62900.0,28930.0,10.77,-4510,3570,400
2002-12-13,62000.0,62000.0,19480.0,10.62,5814,-7060,1456
2002-12-16,60300.0,60700.0,14670.0,10.4,2470,-920,-1440
2002-12-17,61100.0,62500.0,10190.0,10.7,-6490,3470,3830
2002-12-18,62000.0,63300.0,13571.0,10.84,-3999,-741,5240
2002-12-20,62100.0,62300.0,16200.0,10.67,1990,660,-2650
2002-12-23,62300.0,59400.0,41320.0,10.17,10200,-610,-9820
2002-12-24,58000.0,61200.0,13870.0,10.48,-6410,4450,300
2002-12-26,59700.0,60500.0,10600.0,10.36,-6445,5105,-110
2002-12-27,60500.0,59000.0,16130.0,10.1,1110,-4790,3510
2002-12-30,58000.0,58000.0,8280.0,9.93,-2070,1960,40
2003-01-02,58000.0,56800.0,17120.0,4.45,9580,-9160,-170
2003-01-03,57500.0,57000.0,36000.0,4.47,20290,-5470,-16530
2003-01-06,57600.0,56200.0,15577.0,4.4,3160,-3820,850
2003-01-07,56600.0,54300.0,30770.0,4.25,13140,-2460,-10590
2003-01-08,54300.0,52500.0,78513.0,4.11,37613,17927,-57700
2003-01-09,52000.0,53500.0,98431.0,4.19,-6340,3370,5160
2003-01-10,53700.0,54800.0,68860.0,4.29,-20720,20160,2540
2003-01-13,54400.0,55000.0,17775.0,4.31,-3050,6970,-3930
2003-01-14,54900.0,53900.0,32870.0,4.22,4160,18620,-23970
2003-01-15,54200.0,54700.0,30435.0,4.29,-3310,-9540,13510
2003-01-16,54300.0,55800.0,42500.0,4.37,-5360,8300,-3050
2003-01-17,55900.0,55000.0,16360.0,4.31,-5280,3150,2060
2003-01-20,54500.0,55400.0,13830.0,4.34,-9070,3430,5640
2003-01-21,56100.0,56900.0,12910.0,4.46,-4850,3870,2400
2003-01-22,56000.0,57300.0,32750.0,4.49,-6780,-3000,9780
2003-01-23,58000.0,59900.0,33509.0,4.69,-8658,-1512,10060
2003-01-24,59800.0,59000.0,26671.0,4.62,-1080,1980,-1940
2003-01-27,56200.0,55700.0,13260.0,4.36,3670,-540,-2730
2003-01-28,54100.0,56800.0,5840.0,4.45,-3570,3140,430
2003-01-29,55900.0,58400.0,12690.0,4.58,-2000,2100,-140
2003-01-30,57500.0,56700.0,9860.0,4.44,2440,1670,-4110
2003-02-03,57300.0,58000.0,8880.0,4.54,-3980,2310,2250
2003-02-04,57100.0,58400.0,9210.0,4.58,710,240,-2070
2003-02-05,57400.0,58300.0,11641.0,4.57,-1911,2000,-1780
2003-02-06,57800.0,58000.0,6500.0,4.54,-3020,160,0
2003-02-07,57700.0,57800.0,17079.0,4.53,-3449,1859,-3860
2003-02-10,56600.0,58100.0,13130.0,4.55,510,3050,-3550
2003-02-11,58300.0,58200.0,15620.0,4.56,-7490,-320,5100
2003-02-12,58500.0,58100.0,13650.0,4.55,1325,-1545,650
2003-02-13,58500.0,58600.0,20200.0,4.59,-80,-6710,7240
2003-02-14,57500.0,58600.0,20610.0,4.59,-1070,-5160,4510
2003-02-17,59000.0,59400.0,17306.0,4.65,3546,-3806,1560
2003-02-18,59700.0,58700.0,14230.0,4.6,3770,-140,-3280
2003-02-19,59600.0,59000.0,31580.0,4.62,-2550,250,-8610
2003-02-20,59400.0,59000.0,7920.0,4.62,-1600,2750,-1450
2003-02-21,58900.0,58600.0,10550.0,4.59,-3260,4060,-2880
2003-02-24,58800.0,59500.0,27630.0,4.66,-6830,4720,3000
2003-02-25,59000.0,56000.0,134225.0,4.39,43775,12735,-71710
2003-02-26,55000.0,52000.0,84600.0,4.07,43120,-18760,-32650
2003-02-27,51800.0,51000.0,104680.0,4.0,5950,41050,-47240
2003-02-28,50800.0,50000.0,34570.0,3.92,4020,5570,-10470
2003-03-03,50500.0,53700.0,60660.0,4.21,-7270,11690,-9320
2003-03-04,52500.0,50600.0,28201.0,3.97,5130,6410,-11860
2003-03-05,49600.0,46050.0,55280.0,3.61,19350,-4960,-15070
2003-03-06,47000.0,46200.0,44270.0,3.62,-3540,1330,230
2003-03-07,46000.0,46000.0,19660.0,3.61,-7930,2800,5130
2003-03-10,46000.0,47000.0,12720.0,3.68,-7860,5470,2190
2003-03-11,45250.0,46000.0,23810.0,3.61,1500,5050,-10000
2003-03-12,45650.0,46200.0,11270.0,3.62,-390,1530,0
2003-03-13,46350.0,43200.0,67080.0,3.39,16530,8650,-16930
2003-03-14,44000.0,41800.0,73360.0,3.27,40770,-35400,3600
2003-03-17,42200.0,39300.0,53448.0,3.08,-3700,1450,-1270
2003-03-18,40500.0,39500.0,44060.0,3.09,10070,-7420,0
2003-03-19,39850.0,41000.0,47582.0,3.21,-8310,5870,4980
2003-03-20,41750.0,42600.0,101984.0,3.34,34290,7660,-40110
2003-03-21,43600.0,44350.0,73801.0,3.48,-5160,-11530,20150
2003-03-24,45500.0,44000.0,47260.0,3.45,-9944,-10600,20530
2003-03-25,43000.0,43250.0,34324.0,3.39,-18270,14710,3620
2003-03-26,43250.0,43250.0,39790.0,3.39,3640,-8940,7920
2003-03-27,42600.0,42900.0,34040.0,3.36,-1340,-17860,19200
2003-03-28,43250.0,44100.0,38541.0,3.46,-6370,630,8630
2003-03-31,44100.0,44650.0,47120.0,3.5,-15840,-8660,24440
2003-04-01,44700.0,47500.0,35940.0,3.72,-17130,580,16570
2003-04-02,47500.0,48900.0,22280.0,3.83,-13430,2670,10780
2003-04-03,48900.0,49800.0,29201.0,3.9,-11109,10349,2950
2003-04-04,49800.0,49000.0,24944.0,3.84,-5256,14376,-9590
2003-04-07,49000.0,50000.0,53310.0,3.92,-1670,9490,-7880
2003-04-08,50000.0,51500.0,38925.0,4.04,-6370,6390,-240
2003-04-09,51300.0,52900.0,22731.0,4.15,-12390,4800,7590
2003-04-10,51900.0,52200.0,18040.0,4.09,145,-1875,3210
2003-04-11,52100.0,50400.0,24716.0,3.95,4592,-5282,1190
2003-04-14,50200.0,51900.0,21398.0,4.07,-1648,2200,400
2003-04-15,51900.0,52000.0,16691.0,4.07,1150,-3240,2140
2003-04-16,52200.0,53600.0,24540.0,4.2,-6370,-3970,13860
2003-04-17,53500.0,54500.0,44400.0,4.27,-1020,-12360,19810
2003-04-18,54600.0,55500.0,12790.0,4.35,-5530,1950,3440
2003-04-21,55000.0,55300.0,18939.0,4.33,-1331,4731,-40
2003-04-22,54800.0,52800.0,27460.0,4.14,-5720,6110,30
2003-04-23,52400.0,53500.0,29010.0,4.19,1220,5280,-620
2003-04-24,53800.0,52600.0,8791.0,4.12,-30,3610,-3560
2003-04-25,51500.0,49100.0,21839.0,3.85,5866,3204,-9080
2003-04-28,47500.0,49000.0,8106.0,3.84,-895,2085,-1210
2003-04-29,49500.0,50600.0,12015.0,3.97,-530,270,260
2003-04-30,51000.0,52500.0,13166.0,4.11,-7070,1440,5310
2003-05-02,53000.0,50500.0,20116.0,3.96,2180,-12580,11000
