Symbol,광동제약_시가(원),광동제약_종가(원),광동제약_거래량(주),광동제약_PER(IFRS-연결),광동제약_순매수수량(개인)(주),광동제약_순매수수량(기관계)(주),광동제약_순매수수량(외국인계)(주)
2008-10-28,1685.0,1975.0,891475.0,4.28,137114,-156754,-3010
2008-10-29,2050.0,1895.0,741059.0,4.11,20930,-9600,-11430
2008-10-30,2010.0,2175.0,613720.0,4.72,-40360,-36220,76580
2008-10-31,2150.0,2205.0,745822.0,4.78,51270,-22410,-28860
2008-11-03,2265.0,2350.0,448686.0,5.1,32710,6410,-39170
2008-11-04,2345.0,2495.0,358167.0,5.41,-113390,16480,66930
2008-11-05,2610.0,2670.0,637746.0,5.79,-48614,-3366,16980
2008-11-06,2500.0,2465.0,366793.0,5.35,-51720,10510,21060
2008-11-07,2355.0,2595.0,374985.0,5.63,-8820,-23180,22000
2008-11-10,2620.0,2710.0,405360.0,5.88,-45910,4610,26300
2008-11-11,2675.0,2605.0,239347.0,5.65,-10230,15240,-20010
2008-11-12,2520.0,2565.0,268432.0,5.56,-74590,71520,-22150
2008-11-13,2410.0,2390.0,496948.0,5.19,78400,-5500,-96170
2008-11-14,2490.0,2480.0,320053.0,5.38,20628,11002,-31630
2008-11-17,2460.0,2400.0,234020.0,5.21,-14640,15680,-6040
2008-11-18,2380.0,2425.0,210112.0,5.26,-57670,6450,49720
2008-11-19,2470.0,2430.0,222760.0,5.27,-5790,2660,3250
2008-11-20,2325.0,2255.0,193885.0,4.89,8270,21320,-29590
2008-11-21,2150.0,2315.0,289653.0,5.02,-14970,420,9730
2008-11-24,2320.0,2250.0,181170.0,4.88,3610,-6430,-7180
2008-11-25,2335.0,2300.0,258039.0,4.99,-9450,8010,1250
2008-11-26,2300.0,2425.0,358695.0,5.26,-65300,14730,51570
2008-11-27,2455.0,2435.0,318000.0,5.28,-6957,-4023,11630
2008-11-28,2490.0,2445.0,204953.0,5.3,-34740,5750,28880
2008-12-01,2480.0,2430.0,113642.0,5.27,4450,-9270,5060
2008-12-02,2335.0,2320.0,213687.0,5.03,15910,-880,-15030
2008-12-03,2370.0,2320.0,226387.0,5.03,30050,-2900,-26560
2008-12-04,2335.0,2265.0,224873.0,4.91,11020,-12610,1160
2008-12-05,2270.0,2270.0,150140.0,4.92,-17880,14830,3050
2008-12-08,2285.0,2405.0,394698.0,5.22,-65304,22424,45630
2008-12-09,2460.0,2410.0,260517.0,5.23,-100,7350,-7280
2008-12-10,2370.0,2430.0,297660.0,5.27,-33690,29660,5010
2008-12-11,2500.0,2425.0,384061.0,5.26,11990,7460,-20050
2008-12-12,2425.0,2340.0,394367.0,5.08,5210,1550,-6680
2008-12-15,2400.0,2485.0,302132.0,5.39,-49798,18688,31110
2008-12-16,2500.0,2660.0,609238.0,5.77,-117570,80050,35450
2008-12-17,2750.0,2770.0,598750.0,6.01,-114660,20780,94030
2008-12-18,2830.0,2720.0,364368.0,5.9,-60740,11270,51360
2008-12-19,2735.0,2735.0,278508.0,5.93,-73645,78035,-4390
2008-12-22,2775.0,2780.0,438847.0,6.03,-31260,26200,5210
2008-12-23,2800.0,2665.0,263272.0,5.78,-13680,9630,4100
2008-12-24,2635.0,2705.0,263372.0,5.87,-99650,91770,7880
2008-12-26,2715.0,2795.0,401204.0,6.06,-99893,114933,-2960
2008-12-29,2820.0,2675.0,596226.0,5.8,195673,-123373,-72300
2008-12-30,2660.0,2670.0,313716.0,5.79,-55379,-11101,67030
2009-01-02,2700.0,2770.0,324981.0,6.78,-14250,7710,6360
2009-01-05,2800.0,2775.0,328215.0,6.8,-78898,-5562,82740
2009-01-06,2775.0,2890.0,842336.0,7.08,-15010,-55860,28060
2009-01-07,2900.0,2845.0,459091.0,6.97,-14650,5450,990
2009-01-08,2860.0,2755.0,437940.0,6.75,86030,-87890,24840
2009-01-09,2785.0,2920.0,629854.0,7.15,-200650,4850,196060
2009-01-12,2890.0,2975.0,836865.0,7.29,-57060,-36890,95480
2009-01-13,2990.0,2990.0,629134.0,7.32,-73501,28191,24590
2009-01-14,3005.0,3040.0,556512.0,7.44,-110610,42110,38100
2009-01-15,2955.0,2920.0,366674.0,7.15,-77170,-10830,58310
2009-01-16,2940.0,3100.0,586009.0,7.59,-105973,51783,24100
2009-01-19,3180.0,3150.0,362860.0,7.71,-46800,3590,-6780
2009-01-20,3180.0,3185.0,305880.0,7.8,-36550,-6480,37930
2009-01-21,3060.0,3165.0,293355.0,7.75,-100310,18270,77260
2009-01-22,3290.0,3055.0,989574.0,7.48,307580,-208510,-8100
2009-01-23,3020.0,3000.0,706911.0,7.35,77240,-191040,139040
2009-01-28,3080.0,2985.0,1427602.0,7.31,596920,-722620,89800
2009-01-29,3050.0,3025.0,378757.0,7.41,-81080,28340,17420
2009-01-30,2970.0,3050.0,414938.0,7.47,-34770,-78080,79120
2009-02-02,3020.0,3000.0,372965.0,7.35,36144,-32824,-3140
2009-02-03,3000.0,3015.0,323252.0,7.38,-27440,-10860,48670
2009-02-04,3060.0,3135.0,552197.0,7.68,-152660,127640,24660
2009-02-05,3100.0,3090.0,460009.0,7.57,-19450,120,19820
2009-02-06,3150.0,3115.0,325489.0,7.63,-19231,1831,17440
2009-02-09,3135.0,3110.0,309398.0,7.62,-18312,762,17170
2009-02-10,3120.0,3100.0,375070.0,7.59,-37460,4780,32740
2009-02-11,3060.0,3090.0,293945.0,7.57,-2623,-17273,20076
2009-02-12,3130.0,3105.0,430622.0,7.6,-30330,-23720,54430
2009-02-13,3140.0,3400.0,1481015.0,8.33,-249760,75080,53220
2009-02-16,3470.0,3365.0,632628.0,8.24,17008,8002,-27300
2009-02-17,3400.0,3090.0,801539.0,7.57,-7265,14105,-36860
2009-02-18,3010.0,3100.0,468711.0,7.59,62460,1630,-64030
2009-02-19,3120.0,3010.0,393633.0,7.37,72920,-13330,-58330
2009-02-20,2960.0,2895.0,403950.0,7.09,42640,-2490,-40230
2009-02-23,2805.0,2940.0,287201.0,7.2,-75229,12959,9380
2009-02-24,2850.0,2905.0,191574.0,7.11,-7290,-1310,3210
2009-02-25,2980.0,2870.0,214359.0,7.03,28220,-16130,-10740
2009-02-26,2890.0,2920.0,350496.0,7.15,-5190,3210,1290
2009-02-27,2900.0,2880.0,147174.0,7.05,37200,-20110,-16220
2009-03-02,2865.0,2710.0,372200.0,6.64,91000,-10010,-79080
2009-03-03,2635.0,2680.0,265788.0,6.56,16340,6040,-22650
2009-03-04,2695.0,2730.0,259471.0,6.69,85580,-1440,-71680
2009-03-05,2750.0,2710.0,264032.0,6.64,24064,-7864,-15850
2009-03-06,2640.0,2690.0,215839.0,6.59,-3660,12960,18440
2009-03-09,2745.0,2825.0,334298.0,6.92,-32650,10540,22600
2009-03-10,2795.0,2835.0,317404.0,6.94,7612,-1422,-3100
2009-03-11,2870.0,2880.0,431148.0,7.05,-94502,250,97802
2009-03-12,2900.0,3020.0,584965.0,7.4,-152108,17128,127890
2009-03-13,3045.0,3110.0,809457.0,7.62,51000,58340,-105860
2009-03-16,3175.0,3010.0,601322.0,7.37,115459,-81559,-33590
2009-03-17,3030.0,3070.0,329215.0,7.52,16769,5631,-25780
2009-03-18,3105.0,3095.0,338588.0,7.58,-33260,1400,32020
2009-03-19,3145.0,3075.0,258140.0,7.53,-2029,-2801,5050
2009-03-20,3055.0,3075.0,170824.0,7.53,-25096,8196,16860
2009-03-23,3080.0,3200.0,602652.0,7.84,-47717,5407,40880
2009-03-24,3245.0,3190.0,424870.0,7.81,18030,810,-18810
2009-03-25,3205.0,3260.0,409977.0,7.98,-87369,47569,39740
2009-03-26,3285.0,3220.0,363571.0,7.89,160,3520,-3500
2009-03-27,3220.0,3250.0,1390959.0,7.96,54527,20793,-24880
2009-03-30,3235.0,3280.0,807597.0,8.03,-145926,196776,-22440
2009-03-31,3300.0,3380.0,693630.0,8.28,-70700,174930,-4720
2009-04-01,3450.0,3440.0,876928.0,8.42,-269485,244165,-10330
2009-04-02,3590.0,3480.0,685025.0,8.52,-227326,134106,-7000
2009-04-03,3500.0,3500.0,785474.0,8.57,-277709,290799,-6590
2009-04-06,3480.0,3505.0,418404.0,8.58,-62775,49135,12340
2009-04-07,3505.0,3650.0,483091.0,8.94,-62570,63480,-1410
2009-04-08,3615.0,3535.0,469904.0,8.66,45080,23420,-68510
2009-04-09,3545.0,3700.0,1074828.0,9.06,-177050,72160,31490
2009-04-10,3700.0,3845.0,800773.0,9.42,-84550,71110,10450
2009-04-13,3900.0,3855.0,534385.0,9.44,-987,-20303,29490
2009-04-14,3940.0,3610.0,1196447.0,8.84,164613,-50277,-113996
2009-04-15,3570.0,3590.0,843852.0,8.79,-26410,51250,-30270
2009-04-16,3600.0,3470.0,1268800.0,8.5,581040,-545900,-36540
2009-04-17,3480.0,3285.0,954964.0,8.04,202390,-8320,-182920
2009-04-20,3305.0,3320.0,504767.0,8.13,73630,18390,-91750
2009-04-21,3240.0,3320.0,464556.0,8.13,45456,3514,-48970
2009-04-22,3420.0,3355.0,500105.0,8.22,113591,-10820,-105131
2009-04-23,3355.0,3290.0,675610.0,8.06,240150,-25120,-216730
2009-04-24,3300.0,3340.0,633211.0,8.18,45566,11964,-59730
2009-04-27,3400.0,3560.0,2270381.0,8.72,332211,-371841,42130
2009-04-28,3605.0,3275.0,1206415.0,8.02,553,53197,-52940
2009-04-29,3285.0,3385.0,379938.0,8.29,-80054,38764,37770
2009-04-30,3405.0,3355.0,537576.0,8.22,38650,-27920,18420
2009-05-04,3400.0,3390.0,360188.0,8.3,27864,-23954,-2390
2009-05-06,3405.0,3385.0,341658.0,8.29,82300,-51100,-4840
2009-05-07,3390.0,3420.0,443520.0,8.37,-21490,51890,-9700
2009-05-08,3420.0,3415.0,451351.0,8.36,29969,-35139,1660
2009-05-11,3525.0,3470.0,646868.0,8.5,138310,-102770,-11650
2009-05-12,3470.0,3580.0,741898.0,8.77,-42954,30914,7510
2009-05-13,3615.0,3550.0,472053.0,8.69,650,24790,-22750
2009-05-14,3510.0,3445.0,368414.0,8.44,28390,-17250,-8380
2009-05-15,3500.0,3550.0,949734.0,8.69,75510,-46260,-29050
2009-05-18,3535.0,3550.0,1002531.0,8.69,114605,-117985,4820
2009-05-19,3595.0,3550.0,554581.0,8.69,69974,-69954,180
2009-05-20,3560.0,3485.0,530500.0,8.53,74980,-68290,-6610
2009-05-21,3485.0,3430.0,766921.0,8.4,75528,-15268,-59670
2009-05-22,3435.0,3310.0,725946.0,8.11,66300,-45690,-22560
2009-05-25,3265.0,3300.0,667189.0,8.08,-29491,64441,-27050
2009-05-26,3330.0,3185.0,344907.0,7.8,103371,-61311,-45650
2009-05-27,3220.0,3085.0,412520.0,7.55,72490,-50170,-7480
2009-05-28,3030.0,3060.0,446688.0,7.49,119450,-18430,-97040
2009-05-29,3090.0,3135.0,429970.0,7.68,38390,-39490,34950
2009-06-01,3140.0,3160.0,254201.0,7.74,8030,-8310,-2120
2009-06-02,3205.0,3150.0,390293.0,7.71,23510,-9690,-13400
2009-06-03,3160.0,3160.0,205213.0,7.74,-10880,13300,-2800
2009-06-04,3160.0,3075.0,410902.0,7.53,150290,-40900,-110430
2009-06-05,3075.0,3060.0,290599.0,7.49,75859,-30119,-46320
2009-06-08,3060.0,3145.0,451773.0,7.7,23050,-32410,12940
2009-06-09,3095.0,3180.0,911364.0,7.79,63930,-53560,-11730
2009-06-10,3180.0,3115.0,1006729.0,7.63,94754,-94704,-950
2009-06-11,3115.0,3100.0,562473.0,7.59,-46988,55111,36337
2009-06-12,3160.0,3300.0,1582995.0,8.08,39374,-56091,35577
2009-06-15,3320.0,3255.0,450144.0,7.97,94203,-23621,-70102
2009-06-16,3230.0,3190.0,428019.0,7.81,132500,-14098,-117662
2009-06-17,3155.0,3160.0,335928.0,7.74,9422,-17180,7758
2009-06-18,3160.0,3135.0,380350.0,7.68,68398,-35520,-32728
2009-06-19,3135.0,3110.0,345472.0,7.62,19870,5960,-25630
2009-06-22,3120.0,3105.0,237456.0,7.6,-1310,14350,-13040
2009-06-23,3080.0,3005.0,525582.0,7.36,67784,2356,-70030
2009-06-24,3020.0,3010.0,214023.0,7.37,665,9405,-12070
2009-06-25,3020.0,3090.0,422345.0,7.57,-106680,34170,72350
2009-06-26,3100.0,3015.0,500720.0,7.38,14340,-5940,-9410
2009-06-29,3025.0,3005.0,252650.0,7.36,-35000,18500,14770
2009-06-30,3015.0,3010.0,287115.0,7.37,16703,17057,-34760
2009-07-01,3000.0,3050.0,399094.0,7.47,-49659,19869,32790
2009-07-02,3075.0,3090.0,261484.0,7.57,-59340,9310,53030
2009-07-03,3050.0,3140.0,303158.0,7.69,-3980,-6370,10350
2009-07-06,3180.0,3135.0,209249.0,7.68,1250,660,-6910
2009-07-07,3135.0,3090.0,240825.0,7.57,42790,-39840,-5950
2009-07-08,3080.0,3175.0,422505.0,7.78,-66890,66510,380
2009-07-09,3180.0,3140.0,394959.0,7.69,-18070,-19410,20920
2009-07-10,3140.0,3260.0,1567341.0,7.98,17350,-11450,-18340
2009-07-13,3290.0,3170.0,5448317.0,7.76,76310,-41790,-10800
2009-07-14,3240.0,3065.0,930463.0,7.51,18420,-1060,-17790
2009-07-15,3110.0,3145.0,569794.0,7.7,-17092,137,16950
2009-07-16,3170.0,3140.0,441199.0,7.69,9930,-5690,-4240
2009-07-17,3145.0,3150.0,298380.0,7.71,-33920,-140,30060
2009-07-20,3185.0,3200.0,545661.0,7.84,32910,-22690,-1220
2009-07-21,3210.0,3180.0,483708.0,7.79,100680,-102300,1620
2009-07-22,3215.0,3220.0,437418.0,7.89,-40965,9795,30670
2009-07-23,3245.0,3220.0,428004.0,7.89,-9027,1717,6310
2009-07-24,3260.0,3235.0,301891.0,7.92,-6640,8340,-2700
2009-07-27,3255.0,3215.0,444410.0,7.87,30010,-31370,11160
2009-07-28,3210.0,3160.0,392881.0,7.74,6147,-6137,2150
2009-07-29,3160.0,3160.0,349830.0,7.74,-37360,36400,660
2009-07-30,3140.0,3175.0,201466.0,7.78,-20570,10230,9340
2009-07-31,3180.0,3245.0,416389.0,7.95,-41490,280,45330
2009-08-03,3300.0,3245.0,340785.0,7.95,580,17450,-18030
2009-08-04,3255.0,3195.0,355734.0,7.82,13402,378,-17080
2009-08-05,3195.0,3175.0,225394.0,7.78,40260,2650,-28200
2009-08-06,3165.0,3175.0,292740.0,7.78,5886,8604,-14490
2009-08-07,3170.0,3185.0,227155.0,7.8,35710,-3370,-32340
2009-08-10,3200.0,3215.0,357182.0,7.87,11751,-17981,6230
2009-08-11,3215.0,3235.0,429099.0,7.92,-14470,660,13810
2009-08-12,3235.0,3200.0,251893.0,7.84,17150,-1930,-15220
2009-08-13,3210.0,3190.0,366075.0,7.81,11279,-11519,-1760
2009-08-14,3195.0,3195.0,350156.0,7.82,13370,-560,-15220
2009-08-17,3210.0,3110.0,403656.0,7.62,20066,-5306,-18110
2009-08-18,3080.0,3060.0,540267.0,7.49,25683,2787,-26760
2009-08-19,3080.0,3055.0,318512.0,7.48,8320,-11520,0
2009-08-20,3060.0,3075.0,348558.0,7.53,54470,5930,-5400
2009-08-21,3080.0,3120.0,1155276.0,7.64,4029,-1739,1610
2009-08-24,3200.0,3160.0,571619.0,7.74,-1360,-100,2560
2009-08-25,3160.0,3105.0,452517.0,7.6,-22242,3232,17010
2009-08-26,3135.0,3210.0,1501346.0,7.86,-38901,-99,44990
2009-08-27,3225.0,3185.0,716234.0,7.8,-3753,4263,-12510
2009-08-28,3215.0,3340.0,2149180.0,8.18,1320,-1370,2050
2009-08-31,3340.0,3345.0,1120946.0,8.19,-32220,8190,19930
2009-09-01,3350.0,3390.0,2877292.0,8.3,81090,-77090,-7180
2009-09-02,3370.0,3405.0,1005382.0,8.34,20940,-700,-19730
2009-09-03,3425.0,3330.0,755384.0,8.15,15820,840,-16660
2009-09-04,3360.0,3320.0,629293.0,8.13,-37690,2360,35330
2009-09-07,3345.0,3375.0,668516.0,8.26,-9213,22703,-12890
2009-09-08,3390.0,3385.0,627305.0,8.29,-19440,35960,-16520
2009-09-09,3400.0,3300.0,676888.0,8.08,37020,18790,-55810
2009-09-10,3315.0,3350.0,584198.0,8.2,-110900,94510,16390
2009-09-11,3375.0,3465.0,1755874.0,8.49,-50370,-2670,45040
2009-09-14,3480.0,3445.0,660736.0,8.44,31190,-24320,-7170
2009-09-15,3430.0,3310.0,1936099.0,8.11,83160,-42330,-46130
2009-09-16,3400.0,3325.0,853180.0,8.14,-5230,-5210,11040
2009-09-17,3390.0,3330.0,626302.0,8.15,-14040,-96800,110840
2009-09-18,3355.0,3420.0,640307.0,8.37,-107050,-10910,117960
2009-09-21,3420.0,3500.0,1887320.0,8.57,-15733,64093,-43360
2009-09-22,3520.0,3450.0,841057.0,8.45,51610,-37470,-7840
2009-09-23,3435.0,3350.0,693847.0,8.2,80090,13630,-92620
2009-09-24,3330.0,3290.0,536394.0,8.06,15060,2980,-18040
2009-09-25,3285.0,3220.0,422717.0,7.89,-8160,-950,9110
2009-09-28,3220.0,3240.0,311783.0,7.93,5720,-29360,23640
2009-09-29,3270.0,3205.0,300919.0,7.85,24590,-2460,-22130
2009-09-30,3200.0,3060.0,656645.0,7.49,101400,-6190,-95170
2009-10-01,3090.0,3135.0,412420.0,7.68,-45040,9570,35470
2009-10-05,3100.0,3130.0,187049.0,7.66,9820,-120,-9710
2009-10-06,3150.0,3075.0,297462.0,7.53,44740,-1040,-43700
2009-10-07,3100.0,3075.0,301759.0,7.53,19200,4170,-23370
2009-10-08,3075.0,3060.0,397919.0,7.49,112490,12190,-124680
2009-10-09,3080.0,3115.0,284496.0,7.63,-18690,-3440,20130
2009-10-12,3115.0,3130.0,253472.0,7.66,-2267,-4323,6590
2009-10-13,3125.0,3105.0,298430.0,7.6,45030,22700,-72150
2009-10-14,3105.0,3080.0,291654.0,7.54,63300,5780,-69060
2009-10-15,3100.0,3085.0,350910.0,7.55,113220,-15260,-96510
2009-10-16,3090.0,3060.0,368122.0,7.49,22697,2123,-25820
2009-10-19,3060.0,3085.0,299204.0,7.55,-31580,75360,-44380
2009-10-20,3090.0,3080.0,204374.0,7.54,35470,8200,-43670
2009-10-21,3080.0,3050.0,422339.0,7.47,85480,8320,-93800
2009-10-22,3035.0,2995.0,606167.0,7.33,94584,-1130,-94454
2009-10-23,3000.0,3010.0,194352.0,7.37,24520,-2730,-21790
2009-10-26,3020.0,3040.0,318819.0,7.44,47506,49334,-96840
2009-10-27,3015.0,3005.0,270111.0,7.36,28330,8170,-36500
2009-10-28,3010.0,2950.0,357390.0,7.22,15830,-1170,-14660
2009-10-29,2985.0,2895.0,282471.0,7.09,-2330,-5680,8010
2009-10-30,2920.0,2880.0,220154.0,7.05,60750,-78880,16100
2009-11-02,2840.0,2920.0,168975.0,7.15,-60030,14360,45670
2009-11-03,2910.0,2885.0,122376.0,7.06,22839,-22919,80
2009-11-04,2900.0,2930.0,101272.0,7.18,-4390,5380,-990
2009-11-05,2915.0,2900.0,125955.0,7.1,28180,-18280,-9900
2009-11-06,2905.0,2920.0,116505.0,7.15,650,400,-1050
2009-11-09,2910.0,2920.0,129482.0,7.15,5076,-3206,-1870
2009-11-10,2925.0,2905.0,171960.0,7.11,33660,-12210,-21450
2009-11-11,2905.0,2900.0,150962.0,7.1,-12970,5720,7250
2009-11-12,2900.0,2890.0,110027.0,7.08,160,-2340,2180
2009-11-13,2895.0,2870.0,146418.0,7.03,157,7670,-7827
2009-11-16,2850.0,2775.0,412398.0,6.8,14782,-11489,-4293
2009-11-17,2780.0,2760.0,280950.0,6.76,-4940,-4360,8300
2009-11-18,2765.0,2765.0,248312.0,6.77,17720,10430,-28150
2009-11-19,2765.0,2800.0,159489.0,6.86,-10050,2390,7660
2009-11-20,2795.0,2805.0,98248.0,6.87,17020,-16310,-710
2009-11-23,2800.0,2780.0,139419.0,6.81,51916,-53466,390
2009-11-24,2795.0,2795.0,111326.0,6.84,-1360,-310,810
2009-11-25,2785.0,2840.0,229550.0,6.95,-29260,27990,-280
2009-11-26,2845.0,2800.0,184484.0,6.86,9070,-2900,-2730
2009-11-27,2780.0,2660.0,458514.0,6.51,27200,1620,-29420
2009-11-30,2670.0,2685.0,235327.0,6.58,38470,-44980,5910
2009-12-01,2675.0,2700.0,157989.0,6.61,23515,-31775,9630
2009-12-02,2715.0,2725.0,132911.0,6.67,14020,-18860,4840
2009-12-03,2745.0,2755.0,96670.0,6.75,-26280,7820,18460
2009-12-04,2755.0,2795.0,118520.0,6.84,-31020,5750,25270
2009-12-07,2800.0,2850.0,198601.0,6.98,-30641,3811,26830
2009-12-08,2860.0,2865.0,288548.0,7.02,-45260,2360,42900
2009-12-09,2835.0,2890.0,170542.0,7.08,-79730,50110,29620
2009-12-10,2900.0,2845.0,224623.0,6.97,29699,11191,-40890
2009-12-11,2865.0,2900.0,259592.0,7.1,-51240,19770,31470
2009-12-14,2910.0,2945.0,311418.0,7.21,-91636,-10774,102410
2009-12-15,2965.0,2995.0,427155.0,7.33,-82245,-6095,89860
2009-12-16,2995.0,2970.0,135960.0,7.27,-18033,5343,12170
2009-12-17,2965.0,3010.0,250477.0,7.37,-35220,880,50540
2009-12-18,3000.0,3000.0,153008.0,7.35,-18930,-6840,25770
2009-12-21,3000.0,2990.0,235906.0,7.32,-42700,5730,36970
2009-12-22,2990.0,3025.0,208993.0,7.41,-69360,42840,29520
2009-12-23,3020.0,3025.0,289057.0,7.41,-28270,-10960,44230
2009-12-24,3010.0,3070.0,447295.0,7.52,-126130,18220,107910
2009-12-28,3060.0,3010.0,879344.0,7.37,-199879,97889,100990
2009-12-29,3020.0,2960.0,468818.0,7.25,11800,63510,-95280
2009-12-30,2960.0,3040.0,222402.0,7.44,-140150,90190,13530
2010-01-04,3020.0,3075.0,285867.0,6.95,-61579,-17581,60430
2010-01-05,3065.0,3055.0,266370.0,6.91,-33780,-4210,6220
2010-01-06,3055.0,3040.0,264191.0,6.87,-52156,-10,13156
2010-01-07,3040.0,3005.0,298830.0,6.79,-43010,-32750,23760
2010-01-08,3030.0,3025.0,145668.0,6.84,-10020,120,9900
2010-01-11,3025.0,3000.0,289992.0,6.78,-40918,-7092,-1990
2010-01-12,2995.0,2950.0,243141.0,6.67,-6980,-12050,-7970
2010-01-13,2920.0,2910.0,232796.0,6.58,-40100,-11090,11180
2010-01-14,2920.0,2905.0,195099.0,6.57,-2989,9269,-46280
2010-01-15,2910.0,2930.0,173763.0,6.62,-50397,-4583,34980
2010-01-18,2930.0,2925.0,139181.0,6.61,10204,-5854,-4350
2010-01-19,2920.0,2925.0,221926.0,6.61,4720,-860,-3860
2010-01-20,2935.0,2925.0,186520.0,6.61,21240,-2450,-18790
2010-01-21,2925.0,2925.0,154065.0,6.61,1710,1110,-13820
2010-01-22,2910.0,2870.0,273941.0,6.49,72472,-19562,-52910
2010-01-25,2830.0,2820.0,220564.0,6.38,484,4476,-4790
2010-01-26,2825.0,2780.0,373728.0,6.29,43289,-7759,-35530
2010-01-27,2780.0,2780.0,162747.0,6.29,24720,-38510,-6210
2010-01-28,2785.0,2775.0,137597.0,6.27,3763,-11283,-12490
2010-01-29,2770.0,2700.0,215846.0,6.1,510,-1020,-4490
2010-02-01,2700.0,2740.0,127445.0,6.19,7164,-4064,-3100
2010-02-02,2745.0,2795.0,163231.0,6.32,12620,22410,-30030
2010-02-03,2790.0,2805.0,114693.0,6.34,-11490,28650,-17170
2010-02-04,2795.0,2800.0,77716.0,6.33,5620,5870,-11530
2010-02-05,2725.0,2765.0,175692.0,6.25,-44890,50920,-6030
2010-02-08,2790.0,2745.0,139263.0,6.21,6280,5260,-11560
2010-02-09,2720.0,2725.0,152898.0,6.16,36742,-902,-35850
2010-02-10,2740.0,2720.0,207592.0,6.15,147550,-20100,-127450
2010-02-11,2745.0,2750.0,95930.0,6.22,-6170,1020,5150
2010-02-12,2745.0,2735.0,113717.0,6.18,53730,-23940,-29800
2010-02-16,2740.0,2760.0,97179.0,6.24,-14147,12697,910
2010-02-17,2765.0,2785.0,98992.0,6.3,-27040,15920,9850
2010-02-18,2785.0,2800.0,148436.0,6.33,470,1750,-2040
2010-02-19,2800.0,2760.0,204021.0,6.24,-2470,-680,-26400
2010-02-22,2760.0,2790.0,106700.0,6.31,-42680,8500,13640
2010-02-23,2785.0,2785.0,106845.0,6.3,3210,-34540,11330
2010-02-24,2780.0,2775.0,135774.0,6.27,51980,-51780,-2960
2010-02-25,2790.0,2715.0,220466.0,6.14,76085,-71315,-4230
2010-02-26,2725.0,2730.0,77941.0,6.17,13150,-640,-12510
2010-03-02,2720.0,2730.0,72832.0,6.17,-3813,-7487,11300
2010-03-03,2785.0,2740.0,134162.0,6.19,59340,-64670,5330
2010-03-04,2760.0,2735.0,124996.0,6.18,19131,-52720,3589
2010-03-05,2745.0,2750.0,149022.0,6.22,30060,-55970,5910
2010-03-08,2760.0,2830.0,225747.0,6.4,-41310,7850,10990
2010-03-09,2830.0,2850.0,151541.0,6.44,-49030,800,28220
2010-03-10,2850.0,2855.0,114699.0,6.45,-41790,7560,15230
2010-03-11,2860.0,2835.0,168411.0,6.41,-42609,5579,17030
2010-03-12,2840.0,2840.0,144590.0,6.42,-31530,-5080,36610
2010-03-15,2845.0,2820.0,126503.0,6.38,-24223,-107,4330
2010-03-16,2820.0,2900.0,379332.0,6.56,-67634,24384,23250
2010-03-17,2920.0,2930.0,340698.0,6.62,-72220,34770,17450
2010-03-18,2925.0,2930.0,191711.0,6.62,-37520,34140,3380
2010-03-19,2940.0,2960.0,247093.0,6.69,-44730,33830,5710
2010-03-22,2960.0,2940.0,145236.0,6.65,7500,-1910,-5590
2010-03-23,2925.0,2915.0,150018.0,6.59,-8325,-2025,10350
2010-03-24,2935.0,2900.0,130291.0,6.56,-3360,6790,-4940
2010-03-25,2900.0,2895.0,159174.0,6.55,-41160,40340,-1580
2010-03-26,2920.0,2905.0,147162.0,6.57,3650,-1790,-1860
2010-03-29,2875.0,2860.0,146308.0,6.47,-6904,-1556,8460
2010-03-30,2890.0,2935.0,223095.0,6.64,-51214,47314,4200
2010-03-31,2940.0,2915.0,128012.0,6.59,-10840,5810,9290
2010-04-01,2915.0,2945.0,287894.0,6.66,-12240,9610,2180
2010-04-02,2960.0,2930.0,110083.0,6.62,-7550,3520,7210
2010-04-05,2930.0,2900.0,273916.0,6.56,11690,-8560,-4100
2010-04-06,2935.0,2920.0,204298.0,6.6,-33463,-5267,38730
2010-04-07,2910.0,2945.0,218119.0,6.66,-22040,-150,22190
2010-04-08,2945.0,2930.0,334042.0,6.62,41730,-55290,14010
2010-04-09,2945.0,2900.0,378136.0,6.56,57860,-26510,-30150
2010-04-12,2910.0,2880.0,205070.0,6.51,10720,-30120,18050
2010-04-13,2880.0,2855.0,204742.0,6.45,15992,-43612,27620
2010-04-14,2865.0,2870.0,142725.0,6.49,36870,-34980,-3890
2010-04-15,2880.0,2885.0,184572.0,6.52,24326,-30216,14940
2010-04-16,2890.0,2880.0,98615.0,6.51,-5670,14920,-4900
2010-04-19,2860.0,2850.0,107446.0,6.44,8800,-8730,-670
2010-04-20,2855.0,2875.0,158564.0,6.5,20190,-620,-15970
2010-04-21,2875.0,3020.0,567220.0,6.83,-103969,1309,101010
2010-04-22,3065.0,3020.0,251084.0,6.83,16610,-8820,-5090
2010-04-23,3040.0,3020.0,128182.0,6.83,7300,-3740,-1920
2010-04-26,3025.0,3025.0,174731.0,6.84,-7177,-203,1680
2010-04-27,3030.0,3000.0,112763.0,6.78,-8480,-100,8130
2010-04-28,2935.0,2955.0,130631.0,6.68,16600,-1180,-8370
2010-04-29,2950.0,2925.0,157853.0,6.61,21140,-6430,-13960
2010-04-30,2930.0,2900.0,170880.0,6.56,-3710,-1720,5430
