Symbol,광동제약_시가(원),광동제약_종가(원),광동제약_거래량(주),광동제약_PER(IFRS-연결),광동제약_순매수수량(개인)(주),광동제약_순매수수량(기관계)(주),광동제약_순매수수량(외국인계)(주)
2000-01-04,1700,2000,1499330,,1070,-230,-2730
2000-01-05,2000,2010,2317440,,-3400,-2850,1250
2000-01-06,2090,1880,1024680,,5250,-5020,0
2000-01-07,1855,2030,2323540,,-38850,25810,3240
2000-01-10,2100,1980,2087780,,-12770,10730,990
2000-01-11,1950,1940,1227850,,810,-3370,660
2000-01-12,1900,1860,1242150,,19070,-18590,-480
2000-01-13,1855,1850,797040,,46300,-34340,-14260
2000-01-14,1850,1790,903550,,11180,-11180,0
2000-01-17,1790,1830,966760,,-3330,730,2600
2000-01-18,1790,1765,767190,,12010,-12530,520
2000-01-19,1750,1660,1024560,,27440,-18080,-7010
2000-01-20,1650,1575,1016900,,8150,9800,2050
2000-01-21,1510,1580,977200,,23560,-14910,-5970
2000-01-24,1555,1565,712030,,-2240,2240,0
2000-01-25,1565,1500,982920,,8060,-7060,-1000
2000-01-26,1500,1500,860380,,-2920,2920,0
2000-01-27,1510,1630,2103960,,2650,-2850,430
2000-01-28,1650,1600,1052480,,16970,-12400,-3650
2000-01-31,1590,1600,943570,,6940,-6940,0
2000-02-01,1610,1605,907440,,3540,-3210,-330
2000-02-02,1630,1670,2222750,,-8170,8170,0
2000-02-03,1750,1700,1410470,,1080,-1080,0
2000-02-07,1740,1675,918470,,4130,-4710,500
2000-02-08,1680,1620,1588070,,-5840,5840,0
2000-02-09,1650,1625,1372430,,-3920,3920,0
2000-02-10,1600,1540,1187910,,42800,-43300,500
2000-02-11,1540,1590,1619070,,-5460,3690,1500
2000-02-14,1585,1500,1168460,,-16350,13850,2500
2000-02-15,1480,1400,1025840,,-13950,10430,3520
2000-02-16,1400,1415,1157620,,-260,-1050,1750
2000-02-17,1365,1460,1752850,,-3940,790,750
2000-02-18,1480,1590,2635630,,12970,-9760,-2250
2000-02-21,1620,1450,1661160,,350,-3100,2750
2000-02-22,1450,1355,1250110,,-3330,2810,0
2000-02-23,1400,1490,2010810,,11130,-6720,-3330
2000-02-24,1430,1420,1098200,,7140,-6360,-780
2000-02-25,1400,1400,1088710,,-5580,8000,-2500
2000-02-28,1400,1435,1556400,,-7040,5540,0
2000-02-29,1425,1430,1158230,,-3800,2050,1750
2000-03-02,1450,1640,3103870,,26580,-19490,-5590
2000-03-03,1800,1570,3668560,,6550,-3070,-3000
2000-03-06,1600,1680,2054550,,19770,-20430,250
2000-03-07,1650,1640,1612540,,-8890,4930,1210
2000-03-08,1595,1610,1428220,,6340,-5820,-520
2000-03-09,1640,1600,1686760,,149770,-19910,-151300
2000-03-10,1615,1610,1706150,,-14910,11780,2250
2000-03-13,1610,1610,0,,0,0,0
2000-03-14,1600,1680,4063820,,31590,-3650,-3500
2000-03-15,1650,1520,1510930,,4850,120,-3410
2000-03-16,1580,1470,1337990,,-9970,9380,0
2000-03-17,1480,1485,1104800,,-2180,2180,0
2000-03-20,1440,1435,1062380,,-32220,8120,24100
2000-03-21,1430,1410,989870,,-4020,4020,0
2000-03-22,1410,1485,2793460,,-1420,1420,0
2000-03-23,1510,1430,1258040,,17080,-16040,0
2000-03-24,1435,1435,1628460,,-9120,9120,0
2000-03-27,1450,1440,1410170,,3110,-3110,0
2000-03-28,1445,1430,1327350,,-2520,8450,0
2000-03-29,1430,1390,1435160,,17990,-16490,-1500
2000-03-30,1380,1340,855750,,-11410,11910,-500
2000-03-31,1325,1330,1106410,,-3930,4430,-500
2000-04-03,1275,1205,1096200,,1150,-1150,0
2000-04-04,1205,1175,1003400,,-21660,20950,710
2000-04-06,1175,1155,699610,,-17190,-2810,20000
2000-04-07,1185,1210,1273860,,120,-120,0
2000-04-10,1200,1230,1220700,,3540,-160,500
2000-04-11,1250,1170,719810,,-1470,1370,0
2000-04-12,1155,1175,947770,,18150,-18250,0
2000-04-14,1170,1155,756860,,4700,-5680,0
2000-04-17,1000,995,1079470,,-30490,22850,7640
2000-04-18,1090,1030,992500,,19750,-19930,280
2000-04-19,1040,1050,1646450,,19210,-15660,-3450
2000-04-20,1030,1025,628280,,2790,-2790,0
2000-04-21,1060,1050,749100,,6820,-5060,-1620
2000-04-24,1030,1035,730270,,-20680,-1280,0
2000-04-25,1025,1035,677360,,-11430,11430,0
2000-04-26,1050,1000,893200,,5130,-6810,980
2000-04-27,990,985,755070,,-162580,12180,2340
2000-04-28,960,1005,789960,,-174990,-10850,-560
2000-05-02,1000,1040,868040,,-107800,-9720,-3020
2000-05-03,1195,1195,271100,,-180,-4100,-5720
2000-05-04,1370,1370,197970,,1790,0,-1790
2000-05-08,1575,1575,109100,,1450,-10,-1440
2000-05-09,1810,1810,11387250,,192210,-150040,-1170
2000-05-10,1810,2080,19085050,,34600,5440,-34750
2000-05-12,2100,2390,10970520,,10070,-2200,-10040
2000-05-15,2640,2100,16844730,,-8660,-1290,7450
2000-05-16,2000,1785,8616430,,-30160,8530,-8670
2000-05-17,1800,1670,12903580,,4150,-1080,-3360
2000-05-18,1570,1420,6088150,,-8370,7610,660
2000-05-19,1430,1400,6126540,,377710,-1910,-375850
2000-05-22,1450,1260,10272110,,-33270,41130,-940
2000-05-23,1200,1180,5930790,,18140,-10000,7740
2000-05-24,1210,1260,7559650,,-9120,-15340,-420
2000-05-25,1260,1380,7072220,,17430,-16630,4200
2000-05-26,1390,1180,4833550,,27650,-440,4000
2000-05-29,1055,1180,4529050,,-10000,11760,-1760
2000-05-30,1230,1215,5030180,,24840,-19500,-5340
2000-05-31,1260,1395,8871640,,59730,-10600,-49130
2000-06-01,1450,1460,10496470,,18380,-2220,-15790
2000-06-02,1500,1385,9314200,,-11580,-2090,13770
2000-06-05,1400,1430,6877760,,-2970,-3820,5500
2000-06-07,1450,1425,5163590,,-2730,7380,-3030
2000-06-08,1430,1320,4298420,,10090,-10490,-900
2000-06-09,1340,1310,2708650,,1320,1350,-2880
2000-06-12,1330,1505,6592960,,450,-1650,-120
2000-06-13,1500,1390,6212000,,-9550,2260,1000
2000-06-14,1470,1395,2413420,,2300,-2380,0
2000-06-15,1360,1270,1838010,,2530,0,-2000
2000-06-16,1200,1340,5406600,,5680,1630,-340
2000-06-19,1440,1375,3749810,,-8230,5230,3000
2000-06-20,1445,1395,2311860,,4010,-2110,-1900
2000-06-21,1380,1370,2691250,,5780,-5620,-160
2000-06-22,1400,1430,3523940,,-4080,1760,0
2000-06-23,1400,1400,1671830,,2280,120,0
2000-06-26,1430,1505,5548470,,-9570,9120,780
2000-06-27,1520,1480,3313550,,-208710,209010,100
2000-06-28,1510,1485,2963710,,-7140,7440,8360
2000-06-29,1470,1415,1998760,,17580,-12630,-2950
2000-06-30,1385,1410,1607660,,-10300,8500,0
2000-07-03,1380,1425,1961370,,-3140,7940,-7800
2000-07-04,1460,1435,3730430,,200300,-200900,0
2000-07-05,1425,1410,1950780,,-11970,6670,0
2000-07-06,1400,1400,2189850,,-1290,1080,0
2000-07-07,1410,1450,6146220,,-15100,12070,2020
2000-07-10,1490,1450,3345250,,-3210,2700,720
2000-07-11,1500,1665,12316620,,7560,-5360,-1940
2000-07-12,1655,1620,17457460,,-13180,10760,-850
2000-07-13,1600,1510,4730660,,3640,2030,-4080
2000-07-14,1535,1470,2309950,,8230,-5490,-1000
2000-07-18,1470,1425,3325180,,12550,-15150,0
2000-07-19,1355,1370,2223200,,-23000,16810,4730
2000-07-20,1400,1375,1734850,,-13380,12770,1360
2000-07-21,1400,1390,1591510,,-1780,2930,0
2000-07-24,1420,1310,1994270,,-28350,17070,10280
2000-07-25,1280,1290,1677280,,-39950,22460,16440
2000-07-26,1300,1295,1400410,,11910,-8310,0
2000-07-27,1275,1285,1552520,,-5360,6260,0
2000-07-28,1300,1240,1316520,,-47080,19130,24870
2000-07-31,1260,1250,929160,,-48100,20080,24620
2000-08-01,1250,1280,1344250,,23420,-18490,-430
2000-08-02,1310,1300,2447220,,-8540,5920,-470
2000-08-03,1330,1285,1471480,,24490,-18370,0
2000-08-04,1300,1280,1227330,,8980,-8680,0
2000-08-07,1265,1220,907690,,3380,-3880,500
2000-08-08,1230,1220,891080,,-8060,2960,0
2000-08-09,1205,1235,1208410,,-26190,12890,0
2000-08-10,1225,1240,675290,,19880,-13320,4640
2000-08-11,1220,1260,3319530,,12420,-12100,30
2000-08-14,1270,1290,1430870,,-1940,720,-680
2000-08-16,1290,1270,862950,,-18610,15370,2740
2000-08-17,1255,1260,846150,,11160,-10190,-1000
2000-08-18,1240,1245,825600,,-2950,-11460,10000
2000-08-21,1250,1255,1426050,,9960,-4650,0
2000-08-22,1260,1265,1022910,,-25790,21130,1770
2000-08-23,1275,1235,1242910,,22540,-20860,530
2000-08-24,1235,1220,775890,,-2850,430,2120
2000-08-25,1210,1210,969670,,-10170,7470,1500
2000-08-28,1190,1205,1272760,,-21710,9070,10540
2000-08-29,1190,1195,770180,,-3240,-1600,3640
2000-08-30,1185,1210,1553660,,13290,-12220,0
2000-08-31,1210,1165,985080,,32050,-23790,-4640
2000-09-01,1185,1265,5095570,,-9290,6870,0
2000-09-04,1290,1270,2689810,,-2380,2510,0
2000-09-05,1300,1215,1563570,,-26150,14170,9280
2000-09-06,1205,1220,1071620,,-29940,6140,23200
2000-09-07,1220,1240,3141650,,19480,-14060,-5360
2000-09-08,1240,1210,1561140,,29650,-28890,0
2000-09-14,1225,1205,1105580,,167040,-42730,-108360
2000-09-15,1230,1195,1720240,,18770,-6830,-13120
2000-09-18,1180,1055,1325440,,-19270,16950,1420
2000-09-19,1000,1105,3204950,,6820,-6520,0
2000-09-20,1110,1125,1595070,,28680,-16610,-5150
2000-09-21,1150,1115,1635740,,9160,-2640,-6520
2000-09-22,1120,1070,1351410,,5360,-1760,-3600
2000-09-25,1075,1090,983060,,-2840,2840,0
2000-09-26,1080,1105,1531030,,1920,-1920,0
2000-09-27,1090,1105,1221180,,-7590,7290,0
2000-09-28,1100,1085,950520,,6590,-6290,0
2000-09-29,1105,1105,1955310,,6880,-6380,0
2000-10-02,1105,1095,1240490,,1990,-1990,0
2000-10-04,1090,1100,1477570,,-6950,6950,0
2000-10-05,1110,1105,1159030,,2790,-3790,1000
2000-10-06,1120,1150,3471320,,-5080,5080,0
2000-10-09,1130,1115,1318860,,8250,-8250,0
2000-10-10,1155,1175,3939260,,-5860,5360,0
2000-10-11,1170,1130,1719870,,-18250,9470,9280
2000-10-12,1120,1100,1468950,,19720,-10440,-9280
2000-10-13,1030,1050,1544430,,-10800,10800,0
2000-10-16,1090,1070,1322180,,9650,-10040,0
2000-10-17,1040,1000,1098770,,-12360,12360,0
2000-10-18,1030,1025,1147240,,-4030,-610,4640
2000-10-19,1035,1030,1225010,,6180,-1540,-4640
2000-10-20,1030,1030,1080690,,-7870,4450,3640
2000-10-23,1040,1010,783210,,8580,-6460,-2000
2000-10-24,1000,1010,788280,,-5220,5220,0
2000-10-25,1000,1000,789360,,7540,-7540,0
2000-10-26,1000,985,614570,,-830,830,0
2000-10-27,980,1010,2465650,,-11390,10370,1020
2000-10-30,1010,990,823310,,4690,-4690,0
2000-10-31,990,960,1566310,,-8500,8500,0
2000-11-01,970,1000,1385120,,-1890,-2750,4640
2000-11-02,990,1010,1770120,,-5980,1730,4640
2000-11-03,1025,1005,1265280,,2260,-2260,0
2000-11-06,1005,1000,1274250,,-53860,13860,0
2000-11-07,1035,1150,4026040,,6030,-11030,0
2000-11-08,1240,1060,10777000,,49040,-5400,-3640
2000-11-09,1100,1065,2800130,,-8930,-4930,2290
2000-11-10,1060,1030,1726870,,-9390,4390,0
2000-11-13,1030,1030,1936510,,15010,-10990,-300
2000-11-14,1005,1030,1838370,,1150,-1150,0
2000-11-15,1050,1035,1665390,,-14730,8490,0
2000-11-16,1025,1015,1126910,,-70,60,0
2000-11-17,1020,1020,1406380,,12070,-12040,0
2000-11-20,1010,1015,993100,,1940,-1940,0
2000-11-21,1010,1030,3302720,,880,-880,0
2000-11-22,1030,1080,5411650,,-1280,-720,0
2000-11-23,1065,1000,2107500,,-22130,24130,0
2000-11-24,1000,1010,1166230,,-17220,6380,4640
2000-11-27,1010,1025,1361530,,-19270,4270,0
2000-11-28,1035,1020,1482230,,-470,-730,1200
2000-11-29,1010,990,1070170,,10340,-6900,-5840
2000-11-30,1010,990,976930,,-24480,-890,25370
2000-12-01,975,975,1079220,,-10580,10380,200
2000-12-04,965,965,677040,,1190,-1190,0
2000-12-05,965,975,837040,,-8350,8350,0
2000-12-06,1000,970,1040480,,-8570,8570,0
2000-12-07,960,955,756220,,8230,-8230,0
2000-12-08,960,965,1297320,,-6420,6420,0
2000-12-11,975,980,915130,,-14740,14740,0
2000-12-12,980,960,787340,,3180,-8410,5230
2000-12-13,955,1000,2618350,,-24760,19050,10710
2000-12-14,1020,1015,3095210,,9030,-39640,25610
2000-12-15,1000,970,1344920,,14970,-13610,-1360
2000-12-18,965,980,969020,,-10690,7710,3150
2000-12-19,985,965,2927340,,1570,-1060,-510
2000-12-20,955,910,1186970,,3000,1540,460
2000-12-21,880,845,1188940,,-10340,6670,-410
2000-12-22,845,765,1069210,,-5780,9060,0
2000-12-26,755,770,770500,,-3320,12460,0
2001-01-02,780,825,876550,,7420,-7420,0
2001-01-03,810,830,937020,,22810,-15500,-3010
2001-01-04,880,880,1369750,,-9080,10080,-1000
2001-01-05,880,900,1748030,,-720,1890,-310
2001-01-08,900,910,1750480,,-8350,3780,4570
2001-01-09,905,910,1434010,,-32930,6580,26350
2001-01-10,940,870,2519120,,-18350,5420,7560
2001-01-11,890,895,1210480,,78520,-31990,-42160
2001-01-12,900,915,1849990,,-8810,6770,2040
2001-01-15,920,920,2181460,,13580,-2580,0
2001-01-16,920,900,1425690,,3550,-5050,0
2001-01-17,915,950,8329330,,-1330,1330,0
2001-01-18,930,910,2453860,,-7540,7540,0
2001-01-19,915,910,2068040,,-14940,16440,0
2001-01-22,900,920,1494320,,-1910,-2090,0
2001-01-26,935,910,1880980,,-5750,-2250,8000
2001-01-29,950,930,1157630,,-2960,960,2000
2001-01-30,930,945,3458290,,-430,-10570,15000
2001-01-31,940,945,2379650,,-8380,4380,4000
2001-02-01,945,945,3117320,,-36560,39030,-7470
2001-02-02,955,950,1830680,,40380,-38380,-2000
2001-02-05,940,915,2299850,,28060,-8060,-15000
2001-02-06,920,915,1391430,,-5250,5250,0
2001-02-07,920,900,1219200,,26330,-21800,-4530
2001-02-08,890,900,1170590,,-4290,3270,1020
2001-02-09,900,910,1363090,,-640,640,0
2001-02-12,935,925,2828280,,470,-470,0
2001-02-13,930,920,1448560,,-45920,-2510,48430
2001-02-14,925,920,1118700,,-2800,-2820,5620
2001-02-15,915,915,1087390,,0,-15000,15000
2001-02-16,920,910,992070,,5260,-7050,0
2001-02-19,905,910,1046460,,9150,-9600,0
2001-02-20,905,935,7802020,,21810,1040,-20000
2001-02-21,940,930,1974850,,-44230,4230,40000
2001-02-22,960,1065,12240280,,34190,3500,-33950
2001-02-23,1080,1010,7933070,,-55520,9510,-3990
2001-02-26,1060,1020,4813910,,51730,-1730,0
2001-02-27,1030,960,3046060,,-1280,-4250,530
2001-02-28,950,945,2330830,,-1210,1210,0
2001-03-02,960,910,3056250,,16730,-11990,260
2001-03-05,890,915,2688230,,-4960,1880,80
2001-03-06,915,905,2040750,,4780,-1780,0
2001-03-07,910,910,1328620,,8690,-8070,-620
2001-03-08,910,910,2258300,,78520,-11450,-75670
2001-03-09,905,910,1616510,,13140,-8020,-5120
2001-03-12,905,885,1430990,,7180,-1760,-5960
2001-03-13,850,830,1575220,,59040,-68840,0
2001-03-14,845,860,1266510,,54540,-54540,0
2001-03-15,830,835,1148460,,60900,-41960,0
2001-03-16,830,840,867770,,67800,-67800,0
2001-03-19,805,830,895290,,38000,-40070,0
2001-03-20,850,830,965410,,38730,-38730,0
2001-03-21,830,830,924370,,-5260,-13900,18300
2001-03-22,835,825,793750,,34460,-34460,0
2001-03-23,820,830,942140,,11520,-11520,0
2001-03-26,830,845,1038380,,2630,-2430,-200
2001-03-27,850,835,1203190,,3090,-3090,0
2001-03-28,855,830,840390,,-5400,5400,0
2001-03-29,820,815,728970,,-1460,-600,5500
2001-03-30,815,775,3079910,,1077120,-1089120,12000
2001-04-02,775,780,930960,,-1590,1590,0
2001-04-03,770,740,963580,,-13950,13950,0
2001-04-04,710,710,1077230,,-5510,9510,-4000
2001-04-06,730,735,1223900,,33100,-4690,-28410
2001-04-09,730,715,784620,,4480,-4480,0
2001-04-10,725,705,616090,,-4420,4420,0
2001-04-11,730,730,865030,,7860,-7790,0
2001-04-12,725,730,681900,,13370,-12600,-770
2001-04-13,740,755,1596330,,9370,-6670,-2700
2001-04-16,770,750,825510,,1550,-1550,0
2001-04-17,760,760,587460,,180,-180,0
2001-04-18,770,775,1055830,,1400,-1400,0
2001-04-19,785,780,1530420,,600,-600,0
2001-04-20,790,765,923070,,-4630,4630,0
2001-04-23,755,760,744980,,-4890,1830,3060
2001-04-24,755,750,775420,,670,2390,-3060
2001-04-25,750,745,607530,,-9540,9540,0
2001-04-26,755,745,514630,,-7140,-2860,0
2001-04-27,750,750,549450,,8620,380,0
2001-04-30,755,765,937870,,-8650,3060,5590
2001-05-02,755,770,1095810,,5830,-4240,-1590
2001-05-03,770,760,564180,,9670,-6670,-3000
2001-05-04,750,755,517280,,-970,970,0
2001-05-07,760,765,811730,,-9630,10630,-1000
2001-05-08,765,765,795720,,-1070,1070,0
2001-05-09,770,755,892010,,-610,610,0
2001-05-10,755,755,595770,,-3540,3250,0
2001-05-11,760,765,859290,,1600,-1600,0
2001-05-14,765,810,2849480,,-730,-4260,0
2001-05-15,810,795,2117930,,-45770,5600,26900
2001-05-16,810,825,4726680,,5210,-5950,500
2001-05-17,840,815,1803660,,90,-140,0
2001-05-18,850,890,6294760,,22400,-4190,-660
2001-05-21,905,900,2653310,,-5390,5390,0
2001-05-22,900,875,1847290,,1120,-1120,0
2001-05-23,870,915,3638770,,-2110,2110,0
2001-05-24,905,905,1841700,,-2270,2270,0
2001-05-25,915,895,1712510,,1280,-1480,200
2001-05-28,895.0,895.0,1773410.0,,-3190,3050,0
2001-05-29,900.0,895.0,1533400.0,,-4400,4260,0
2001-05-30,900.0,875.0,1239390.0,,770,-7170,6400
2001-05-31,870.0,875.0,7703790.0,,338310,-344700,6000
2001-06-01,875.0,880.0,1999260.0,,8150,-2150,-6000
2001-06-04,885.0,870.0,1481070.0,,-80,70,0
2001-06-05,870.0,855.0,1660880.0,,240,100,0
2001-06-07,855.0,830.0,1588840.0,,1320,-1320,0
2001-06-08,840.0,920.0,4735060.0,,-491240,680,-6400
2001-06-11,890.0,900.0,4846040.0,,242280,-8690,15000
2001-06-12,920.0,890.0,1492060.0,,-27820,-5180,33000
2001-06-13,900.0,885.0,1409640.0,,11080,-11080,0
2001-06-14,895.0,890.0,1615090.0,,39000,-8500,-1580
2001-06-15,890.0,900.0,3195750.0,,280,-280,0
2001-06-18,890.0,900.0,1502020.0,,98220,-104970,6750
2001-06-19,905.0,890.0,1304230.0,,-33040,3040,30000
2001-06-20,880.0,860.0,1238280.0,,2530,-2530,0
2001-06-21,860.0,985.0,15701750.0,,527480,-348360,-59750
2001-06-22,1000.0,940.0,10568210.0,,124470,-9590,-15000
2001-06-25,950.0,945.0,4595460.0,,-420,420,0
2001-06-26,950.0,900.0,3531230.0,,1430,570,0
2001-06-27,900.0,880.0,2212630.0,,-4750,4660,90
2001-06-28,870.0,880.0,1888180.0,,790,-870,0
2001-06-29,880.0,890.0,1352770.0,,2110,-2110,0
2001-07-02,875.0,885.0,1267730.0,,11150,-1270,-9880
2001-07-03,890.0,910.0,2415600.0,,-820,810,10
2001-07-04,900.0,890.0,1064830.0,,-1640,1640,0
2001-07-05,895.0,880.0,991110.0,,3280,-3280,0
2001-07-06,875.0,875.0,1088130.0,,-2400,2400,0
2001-07-09,870.0,845.0,1289950.0,,3680,-3680,0
2001-07-10,845.0,850.0,1030160.0,,-1290,1290,0
2001-07-11,830.0,810.0,1240590.0,,-430,430,0
2001-07-12,815.0,830.0,1129210.0,,1900,-1910,10
2001-07-13,840.0,805.0,1183840.0,,250,-340,0
2001-07-16,800.0,805.0,883720.0,,3920,-630,0
2001-07-18,800.0,780.0,914560.0,,-2100,2100,0
2001-07-19,760.0,770.0,1396210.0,,-630,630,0
2001-07-20,780.0,790.0,1764470.0,,4410,-4410,0
2001-07-23,790.0,765.0,622980.0,,-840,840,0
2001-07-24,760.0,750.0,1204160.0,,-2270,2270,0
2001-07-25,745.0,750.0,762210.0,,1660,-1660,0
2001-07-26,760.0,755.0,616010.0,,-14320,-1880,16200
2001-07-27,780.0,770.0,785890.0,,10,-10,0
2001-07-30,775.0,765.0,530600.0,,420,-420,0
2001-07-31,760.0,775.0,472440.0,,-420,420,0
2001-08-01,780.0,795.0,1030760.0,,420,-420,0
2001-08-02,795.0,850.0,5632640.0,,-140,240,-100
2001-08-03,850.0,820.0,1674690.0,,430,-430,0
2001-08-06,830.0,835.0,1171810.0,,-1230,830,400
2001-08-07,820.0,820.0,884050.0,,-200,0,200
2001-08-08,810.0,820.0,854340.0,,640,-640,0
2001-08-09,810.0,845.0,5612530.0,,1620,-1420,-200
2001-08-10,865.0,840.0,1389820.0,,-10610,300,10010
2001-08-13,875.0,865.0,2683780.0,,2220,-2520,0
2001-08-14,855.0,865.0,1387410.0,,-5360,3860,0
2001-08-16,880.0,900.0,2955350.0,,77220,-2410,-400
2001-08-17,900.0,880.0,2320010.0,,16510,-10,-16200
2001-08-20,885.0,870.0,1317420.0,,10,-10,0
2001-08-21,890.0,870.0,1458990.0,,-1590,1290,0
2001-08-22,860.0,880.0,1419030.0,,-3320,2850,0
2001-08-23,870.0,870.0,3364340.0,,800,-340,0
2001-08-24,875.0,900.0,7660250.0,,-620,320,0
2001-08-27,930.0,920.0,4809120.0,,-6530,5010,0
2001-08-28,905.0,885.0,2131540.0,,2730,-2430,0
2001-08-29,870.0,840.0,1777170.0,,3210,-1710,0
2001-08-30,810.0,840.0,1523260.0,,610,-610,0
2001-08-31,825.0,800.0,1650570.0,,-5700,4800,0
2001-09-03,805.0,800.0,860890.0,,-2800,1900,0
2001-09-04,790.0,820.0,768780.0,,190,-610,30
2001-09-05,825.0,810.0,1648440.0,,12000,-2670,-8430
2001-09-06,820.0,820.0,916100.0,,-1900,1600,0
2001-09-07,815.0,825.0,1385830.0,,7920,-900,-6720
2001-09-10,815.0,810.0,768550.0,,4540,-3420,980
2001-09-11,810.0,820.0,1643670.0,,-7010,-2040,9050
2001-09-12,700.0,700.0,2962410.0,,14580,10990,-25430
2001-09-13,750.0,730.0,3080550.0,,13900,-13900,0
2001-09-14,740.0,680.0,2167460.0,,6080,-1320,-4360
2001-09-17,680.0,660.0,1721810.0,,-21080,1080,20000
2001-09-18,700.0,725.0,2899770.0,,2230,-2230,0
2001-09-19,730.0,715.0,2249800.0,,-1500,1600,0
2001-09-20,720.0,710.0,1314530.0,,1160,-830,-270
2001-09-21,695.0,705.0,907720.0,,1200,-1200,0
2001-09-24,710.0,715.0,1342150.0,,-710,710,0
2001-09-25,740.0,700.0,1426780.0,,-29760,-240,30000
2001-09-26,705.0,700.0,669650.0,,-790,-1210,0
2001-09-27,705.0,700.0,676820.0,,19300,700,-20000
2001-09-28,710.0,710.0,1342230.0,,32160,1220,-33380
2001-10-04,720.0,730.0,1517600.0,,820,-820,0
2001-10-05,730.0,715.0,725050.0,,1340,-1340,0
2001-10-08,705.0,705.0,1101330.0,,-400,400,0
2001-10-09,720.0,730.0,3394210.0,,-4800,4800,0
2001-10-10,730.0,730.0,1658640.0,,-270,270,0
2001-10-11,750.0,740.0,1902460.0,,-4350,4350,0
2001-10-12,750.0,740.0,1378860.0,,7470,-7470,0
2001-10-15,750.0,795.0,6829880.0,,-49580,49580,0
2001-10-16,785.0,775.0,2004160.0,,-1590,1590,0
2001-10-17,805.0,780.0,1888060.0,,4040,-4040,0
2001-10-18,760.0,760.0,1344250.0,,0,0,0
2001-10-19,760.0,765.0,953330.0,,-1190,1190,0
2001-10-22,765.0,775.0,935450.0,,800,-800,0
2001-10-23,775.0,765.0,901770.0,,-2430,2430,0
2001-10-24,770.0,770.0,901310.0,,3280,-3330,50
2001-10-25,770.0,765.0,605580.0,,420,-420,0
2001-10-26,765.0,770.0,782530.0,,4200,-4200,0
2001-10-29,765.0,770.0,650430.0,,810,-810,0
2001-10-30,760.0,750.0,683150.0,,10,-10,0
2001-10-31,740.0,740.0,515910.0,,-1560,1560,0
2001-11-01,745.0,750.0,512590.0,,980,-980,0
2001-11-02,755.0,760.0,646590.0,,-2500,2500,0
2001-11-05,760.0,780.0,1170750.0,,-2420,2420,0
2001-11-06,800.0,825.0,4805470.0,,48180,-47180,-1000
2001-11-07,810.0,810.0,1822070.0,,1500,-1450,-50
2001-11-08,815.0,810.0,1183790.0,,-12370,12370,0
2001-11-09,815.0,820.0,1436980.0,,4770,-4680,0
2001-11-12,820.0,830.0,2369990.0,,10610,-410,-10200
2001-11-13,825.0,845.0,3067770.0,,-4170,2670,1500
2001-11-14,860.0,870.0,6263550.0,,-420,420,0
2001-11-15,875.0,1000.0,10107920.0,,-13810,-50,4500
2001-11-16,1150.0,1150.0,4169030.0,,-12740,-420,11400
2001-11-19,1320.0,1320.0,895860.0,,2760,-2860,0
2001-11-20,1515.0,1515.0,23194450.0,,250,-43450,64870
2001-11-21,1420.0,1450.0,24326390.0,,95690,4580,-101710
2001-11-22,1480.0,1500.0,32355990.0,,-159830,-2290,174500
2001-11-23,1500.0,1430.0,10730810.0,,30690,7480,7000
2001-11-26,1440.0,1330.0,10143540.0,,122740,7260,-102000
2001-11-27,1360.0,1380.0,11037660.0,,65410,7490,-72600
2001-11-28,1360.0,1250.0,9814780.0,,-51470,51070,500
2001-11-29,1245.0,1300.0,5515570.0,,2710,-2660,0
2001-11-30,1270.0,1250.0,5493630.0,,2280,-3380,0
2001-12-03,1265.0,1370.0,13846150.0,,-193770,192470,1300
2001-12-04,1375.0,1360.0,6010310.0,,-98910,100210,-1300
2001-12-05,1380.0,1360.0,6454800.0,,-22020,21020,1000
2001-12-06,1370.0,1305.0,5544980.0,,-3490,2980,600
2001-12-07,1300.0,1300.0,5985270.0,,-20900,14400,6500
2001-12-10,1320.0,1280.0,3537980.0,,230,1170,-1400
2001-12-11,1250.0,1225.0,3334970.0,,1210,-910,-300
2001-12-12,1225.0,1190.0,3728040.0,,8600,-7410,300
2001-12-13,1170.0,1195.0,2249620.0,,-70910,5290,2000
2001-12-14,1190.0,1215.0,3559480.0,,116760,-104860,-300
2001-12-17,1220.0,1150.0,2424640.0,,191920,-191020,-900
2001-12-18,1180.0,1175.0,2836170.0,,-31700,-620,8920
2001-12-19,1155.0,1080.0,2253520.0,,-5350,1440,13910
2001-12-20,1080.0,1130.0,3293850.0,,14600,400,0
2001-12-21,1120.0,1090.0,2248490.0,,-1740,-10480,7720
2001-12-24,1090.0,1065.0,1482330.0,,-9200,-800,10000
2001-12-26,1050.0,1095.0,3076300.0,,20860,-3140,-17720
2001-12-27,1100.0,1095.0,1514230.0,,4850,-5350,600
2001-12-28,1115.0,1125.0,1739830.0,,-14300,1970,0
2002-01-02,1160.0,1150.0,1810423.0,16.68,-5047,4327,0
2002-01-03,1160.0,1155.0,2873887.0,16.76,-8090,7890,0
2002-01-04,1180.0,1325.0,9356508.0,19.22,76752,-14142,800
2002-01-07,1400.0,1330.0,11745813.0,19.29,-53480,1980,-500
2002-01-08,1330.0,1370.0,6276708.0,19.88,2228,-1548,-200
2002-01-09,1400.0,1340.0,6044152.0,19.44,1059,-1069,50
