Symbol,한국가스공사_시가(원),한국가스공사_종가(원),한국가스공사_거래량(주),한국가스공사_PER(IFRS-연결),한국가스공사_순매수수량(개인)(주),한국가스공사_순매수수량(기관계)(주),한국가스공사_순매수수량(외국인계)(주)
2013-02-04,66600.0,67300.0,283028.0,14.3,-38346,51209,-13363
2013-02-05,66200.0,67500.0,217101.0,14.34,-57308,118366,-60447
2013-02-06,67600.0,67300.0,188844.0,14.3,412,20422,-20107
2013-02-07,67400.0,67500.0,120892.0,14.34,-2633,-3536,7119
2013-02-08,67100.0,64300.0,626133.0,13.66,164988,-53549,-112233
2013-02-12,64100.0,62600.0,424598.0,13.3,257,-39606,42198
2013-02-13,62800.0,64300.0,243810.0,13.66,-23766,10211,21676
2013-02-14,65100.0,65900.0,274248.0,14.0,22254,17615,-38416
2013-02-15,66300.0,65000.0,286634.0,13.81,26884,-21624,243
2013-02-18,65100.0,67100.0,228498.0,14.25,-42618,59658,-15890
2013-02-19,67300.0,67700.0,187731.0,14.38,-41606,58325,-14438
2013-02-20,68100.0,70900.0,501347.0,15.06,-179060,192064,-18634
2013-02-21,71600.0,70500.0,389923.0,14.98,-52006,50275,5558
2013-02-22,70300.0,71100.0,306983.0,15.1,-42749,-49838,94454
2013-02-25,71500.0,69500.0,250531.0,14.76,42528,-88931,47797
2013-02-26,70800.0,69100.0,255590.0,14.68,37809,-59576,18935
2013-02-27,69300.0,71100.0,225437.0,15.1,-92638,-9567,98961
2013-02-28,72300.0,71500.0,224888.0,15.19,-32779,817,33719
2013-03-04,70600.0,70700.0,138987.0,15.02,-17785,-18600,34642
2013-03-05,71000.0,70800.0,101393.0,15.04,-12765,-506,13926
2013-03-06,71400.0,69700.0,381767.0,14.81,-23679,-31943,60792
2013-03-07,70000.0,70700.0,219816.0,15.02,-45526,21871,24551
2013-03-08,70800.0,73800.0,479631.0,15.68,-157364,154993,-4226
2013-03-11,73300.0,71700.0,262295.0,15.23,38029,-13833,-26083
2013-03-12,71700.0,70900.0,214017.0,15.06,20384,-33259,16448
2013-03-13,71400.0,72000.0,130310.0,15.3,-50959,-7198,56071
2013-03-14,72200.0,74000.0,248734.0,15.72,-72031,1912,70084
2013-03-15,74000.0,72500.0,234077.0,15.4,29405,-19495,-9398
2013-03-18,71700.0,72400.0,138265.0,15.38,-23719,15641,9761
2013-03-19,73200.0,72200.0,148429.0,15.34,14808,-29095,14446
2013-03-20,72000.0,70000.0,229810.0,14.87,64857,-31448,-31409
2013-03-21,70500.0,70100.0,115552.0,14.89,13650,-4884,-4850
2013-03-22,69600.0,70100.0,94290.0,14.89,382,14659,-13438
2013-03-25,70100.0,70000.0,126642.0,14.87,11412,-31604,22954
2013-03-26,69500.0,69200.0,248054.0,14.7,57517,-99438,41300
2013-03-27,69200.0,68600.0,163155.0,14.57,17703,-20518,4393
2013-03-28,68600.0,69800.0,152617.0,14.83,-31681,21528,9198
2013-03-29,69800.0,71200.0,235922.0,15.13,-46800,83141,-35421
2013-04-01,70800.0,71200.0,151319.0,15.13,-5885,4467,1220
2013-04-02,71300.0,71100.0,154403.0,15.1,-8706,18052,-10994
2013-04-03,70100.0,69800.0,172017.0,14.83,41570,-38488,-3532
2013-04-04,69200.0,69500.0,159171.0,14.76,-26475,38165,-12004
2013-04-05,69500.0,67900.0,129960.0,14.42,7416,11233,-11868
2013-04-08,67900.0,66500.0,208445.0,14.13,9773,-52896,43123
2013-04-09,66100.0,66500.0,174074.0,14.13,6122,-47450,41290
2013-04-10,66500.0,64200.0,399524.0,13.64,86586,-135595,61122
2013-04-11,64600.0,66500.0,240377.0,14.13,-36762,-25591,60397
2013-04-12,67000.0,66700.0,143490.0,14.17,-23538,3512,17899
2013-04-15,66500.0,66500.0,115082.0,14.13,-2630,16971,-14146
2013-04-16,66500.0,69100.0,271243.0,14.68,-36157,51409,-16352
2013-04-17,69300.0,70800.0,451218.0,15.04,-115420,100834,14261
2013-04-18,70700.0,71200.0,200067.0,15.13,-1789,-24398,32197
2013-04-19,71100.0,71700.0,135115.0,15.23,-37595,-25522,63117
2013-04-22,71300.0,71600.0,159758.0,15.21,-19407,-4090,24537
2013-04-23,71200.0,69800.0,312635.0,14.83,56826,-109464,58122
2013-04-24,70300.0,70100.0,128486.0,14.89,-28938,1769,27169
2013-04-25,70600.0,69900.0,138887.0,14.85,9513,-21153,7915
2013-04-26,71900.0,69900.0,197032.0,14.85,56629,-71742,14725
2013-04-29,70500.0,71400.0,140797.0,15.17,-35104,26704,8490
2013-04-30,71300.0,70700.0,243204.0,15.02,34943,-42097,-6247
2013-05-02,70000.0,70300.0,207851.0,14.93,29702,-10119,-20041
2013-05-03,70300.0,67900.0,405867.0,14.42,145295,-134369,-10352
2013-05-06,68000.0,67400.0,253395.0,14.32,44353,-77214,27631
2013-05-07,67500.0,67600.0,131087.0,14.36,-32629,33588,-1909
2013-05-08,68500.0,68200.0,146575.0,14.49,14798,-42506,27167
2013-05-09,68500.0,66900.0,276120.0,14.21,52703,-65261,9558
2013-05-10,66900.0,65700.0,138416.0,13.96,30597,-22399,-8402
2013-05-13,65500.0,66100.0,108278.0,14.04,10988,-40462,28972
2013-05-14,66000.0,65800.0,157482.0,13.98,29506,-40585,13081
2013-05-15,66900.0,67200.0,299858.0,14.28,13951,23698,-46802
2013-05-16,67600.0,66700.0,221765.0,14.17,68084,-10553,-62732
2013-05-20,66300.0,64300.0,476281.0,13.66,210442,-163884,-49751
2013-05-21,64300.0,63300.0,285186.0,13.45,73294,-73092,-422
2013-05-22,63700.0,62400.0,384210.0,13.26,106251,-99240,-3788
2013-05-23,62100.0,60900.0,409461.0,12.94,53315,-42396,-10502
2013-05-24,61200.0,60600.0,230343.0,12.87,-2530,42647,-40227
2013-05-27,60700.0,60200.0,273599.0,12.79,68133,-58459,-13805
2013-05-28,60000.0,59200.0,296622.0,12.58,106518,-109750,6325
2013-05-29,59700.0,57200.0,752538.0,12.15,214061,-226373,12417
2013-05-30,57100.0,57000.0,314167.0,12.11,44293,-85083,41892
2013-05-31,57400.0,55600.0,566106.0,11.81,197003,-149854,-46039
2013-06-03,55000.0,52700.0,854238.0,11.2,104551,-94758,-14268
2013-06-04,53200.0,54000.0,653113.0,11.47,-5746,37805,-41282
2013-06-05,53600.0,55700.0,757834.0,11.83,72902,49584,-120161
2013-06-07,56100.0,54500.0,475826.0,11.58,-4432,114392,-111197
2013-06-10,55500.0,57000.0,353660.0,12.11,-80921,100121,-19789
2013-06-11,57400.0,56600.0,268864.0,12.02,31483,51303,-76888
2013-06-12,56300.0,56700.0,189699.0,12.04,-17209,63925,-54231
2013-06-13,56700.0,54200.0,467906.0,11.51,49067,69690,-129009
2013-06-14,55000.0,56400.0,341600.0,11.98,-81824,84898,148
2013-06-17,55900.0,55700.0,258394.0,11.83,-1394,42038,-40994
2013-06-18,55700.0,54700.0,227424.0,11.62,2906,1140,-3818
2013-06-19,54800.0,54000.0,240504.0,11.47,-38223,19551,18264
2013-06-20,53500.0,53600.0,295533.0,11.39,-90985,103142,-11555
2013-06-21,52300.0,52100.0,441964.0,11.07,50135,-29531,-18898
2013-06-24,52000.0,50500.0,277735.0,10.73,614,-27328,26197
2013-06-25,49700.0,47950.0,471574.0,10.19,-10090,-46500,55554
2013-06-26,48400.0,48850.0,295957.0,10.38,-32242,-54606,86328
2013-06-27,49500.0,51000.0,288642.0,10.83,-42028,61250,-21462
2013-06-28,50700.0,52800.0,330763.0,11.22,-88491,28042,58481
2013-07-01,52200.0,53300.0,166364.0,11.32,-19205,64022,-49566
2013-07-02,52900.0,52600.0,161439.0,11.17,17385,11150,-31055
2013-07-03,51800.0,51800.0,144800.0,11.0,-27882,5839,19935
2013-07-04,51800.0,52700.0,100859.0,11.2,-28990,16266,12367
2013-07-05,53300.0,56000.0,503394.0,11.9,-177846,232812,-54102
2013-07-08,55700.0,56000.0,351998.0,11.9,-55566,11785,43386
2013-07-09,56600.0,56100.0,186668.0,11.92,1442,11684,-14656
2013-07-10,56100.0,55900.0,142493.0,11.88,-16448,14864,2046
2013-07-11,57000.0,57300.0,191303.0,12.17,-69672,11396,58136
2013-07-12,57400.0,57400.0,133703.0,12.19,-7544,6992,4281
2013-07-15,57500.0,57200.0,186001.0,12.15,438,-21437,25315
2013-07-16,57000.0,57000.0,142668.0,12.11,-20238,-17737,39905
2013-07-17,57400.0,58300.0,226802.0,12.38,-60616,12906,45934
2013-07-18,58000.0,59100.0,297511.0,12.55,-59148,28127,34767
2013-07-19,59000.0,58800.0,198527.0,12.49,-55485,97720,-43519
2013-07-22,59000.0,61200.0,409241.0,13.0,-139860,82190,56948
2013-07-23,61700.0,61500.0,279981.0,13.06,-40183,37526,3002
2013-07-24,61100.0,61900.0,231574.0,13.15,-45723,-8848,65282
2013-07-25,61200.0,62000.0,229566.0,13.17,-68914,72213,-3016
2013-07-26,62000.0,60900.0,274676.0,12.94,25676,-77229,52182
2013-07-29,60700.0,60800.0,156749.0,12.92,-53361,-280,54734
2013-07-30,61000.0,60000.0,213689.0,12.75,1210,-25398,25067
2013-07-31,61600.0,62400.0,489733.0,13.26,-116285,39699,73399
2013-08-01,63000.0,62300.0,360620.0,13.23,-32478,-61235,89901
2013-08-02,62800.0,62100.0,193243.0,13.19,5529,-48546,40953
2013-08-05,62100.0,61000.0,239112.0,12.96,6849,-46224,40045
2013-08-06,60800.0,59400.0,313725.0,12.62,75157,-85670,4898
2013-08-07,58800.0,59400.0,250113.0,12.62,24321,-78232,54903
2013-08-08,59800.0,59800.0,125272.0,12.7,-6248,-11258,12297
2013-08-09,59200.0,58800.0,292452.0,12.49,14626,-20218,6155
2013-08-12,58600.0,57600.0,332323.0,12.24,75062,-82984,7702
2013-08-13,58400.0,57700.0,256402.0,12.26,68930,-57873,-21186
2013-08-14,55800.0,59700.0,626734.0,12.68,-73637,56040,10822
2013-08-16,58500.0,58800.0,224214.0,12.49,35812,18465,-54691
2013-08-19,58600.0,58600.0,104351.0,12.45,-1435,43886,-42451
2013-08-20,58200.0,56100.0,318905.0,11.92,105663,-8495,-96772
2013-08-21,56300.0,55300.0,220232.0,11.75,46518,19111,-67304
2013-08-22,55000.0,53800.0,306121.0,11.43,46587,-41763,-8536
2013-08-23,53800.0,54900.0,193594.0,11.66,-11103,6194,4472
2013-08-26,54600.0,55500.0,130820.0,11.79,9267,40422,-49887
2013-08-27,55000.0,55600.0,135824.0,11.81,-273,56029,-56110
2013-08-28,54200.0,55200.0,260920.0,11.73,18633,7061,-31178
2013-08-29,55800.0,55400.0,151231.0,11.77,7995,1824,-8823
2013-08-30,55700.0,55500.0,212212.0,11.79,5986,-14581,11415
2013-09-02,55200.0,58100.0,464853.0,12.34,-67781,101618,-41564
2013-09-03,59800.0,60300.0,805106.0,12.81,-94037,110169,-14553
2013-09-04,59600.0,60000.0,691826.0,12.75,-196223,219052,-28391
2013-09-05,60000.0,58100.0,306088.0,12.77,11219,-28727,21173
2013-09-06,58800.0,59200.0,324361.0,13.01,-21115,72376,-51337
2013-09-09,59200.0,57600.0,347035.0,12.66,98575,-82350,-14480
2013-09-10,57600.0,58300.0,233697.0,12.81,23424,-57996,33821
2013-09-11,57500.0,57800.0,263905.0,12.7,58108,-10288,-57049
2013-09-12,58000.0,58100.0,200853.0,12.77,5026,-10530,3029
2013-09-13,58000.0,58200.0,230063.0,12.79,4238,-51854,47716
2013-09-16,58400.0,56800.0,306469.0,12.48,80695,-43545,-36733
2013-09-17,56300.0,57500.0,224108.0,12.64,-18225,-16813,33953
2013-09-23,57600.0,59300.0,340659.0,13.03,-41928,46021,-5545
2013-09-24,59100.0,59500.0,301057.0,13.08,-54091,135373,-79957
2013-09-25,59800.0,59200.0,290847.0,13.01,24098,-8330,-14382
2013-09-26,58700.0,58200.0,378071.0,12.79,53377,10762,-51793
2013-09-27,58500.0,57800.0,273880.0,12.7,101395,-66370,-22390
2013-09-30,57300.0,57000.0,259752.0,12.53,17404,-15305,-905
2013-10-01,57000.0,56200.0,339845.0,12.35,71111,-57609,-13790
2013-10-02,57000.0,55400.0,292733.0,12.17,73953,-68115,-10133
2013-10-04,55100.0,56200.0,477701.0,12.35,40368,-78554,36429
2013-10-07,55800.0,54200.0,616403.0,11.91,118580,-85144,-28407
2013-10-08,53500.0,54900.0,802179.0,12.06,35852,-33016,-2734
2013-10-10,54900.0,55200.0,548279.0,12.13,43794,91347,-136894
2013-10-11,55700.0,58100.0,910579.0,12.77,-165879,290591,-123929
2013-10-14,59600.0,61900.0,1551909.0,13.6,-137230,179363,-63918
2013-10-15,62300.0,62300.0,657292.0,13.69,-90863,140753,-45284
2013-10-16,62000.0,64100.0,1038972.0,14.09,-177081,174663,-15588
2013-10-17,65700.0,63000.0,602785.0,13.84,19564,58660,-74448
2013-10-18,63000.0,64100.0,543538.0,14.09,-7709,-109873,118450
2013-10-21,62900.0,63000.0,367114.0,13.84,-15452,20139,-7033
2013-10-22,62500.0,65000.0,529765.0,14.28,-83925,28352,43200
2013-10-23,65800.0,64700.0,390426.0,14.22,19713,29265,-49340
2013-10-24,64300.0,63200.0,274492.0,13.89,-4889,26126,-21307
2013-10-25,63000.0,62800.0,260420.0,13.8,-30523,41807,-12961
2013-10-28,63200.0,62500.0,174097.0,13.73,33231,-27380,-5756
2013-10-29,62000.0,63100.0,282297.0,13.87,-48535,41593,11374
2013-10-30,63500.0,64200.0,221788.0,14.11,-53997,35920,16906
2013-10-31,64200.0,63900.0,219038.0,14.04,-32998,59234,-18923
2013-11-01,63700.0,62900.0,279411.0,13.82,23499,3827,-21014
2013-11-04,63100.0,62000.0,202321.0,13.62,39243,1951,-41400
2013-11-05,61900.0,60800.0,245973.0,13.36,2267,-4257,1974
2013-11-06,60000.0,60300.0,619639.0,13.25,71720,-108799,37125
2013-11-07,60600.0,61900.0,652392.0,13.6,-89418,106114,-16927
2013-11-08,61500.0,63200.0,428680.0,13.89,-121232,148964,-28929
2013-11-11,64000.0,62400.0,595944.0,13.71,60334,150816,-205338
2013-11-12,63000.0,62700.0,204197.0,13.78,6181,-1300,-4714
2013-11-13,62800.0,60600.0,479670.0,13.32,1862,67831,-62415
2013-11-14,60300.0,61600.0,498425.0,13.54,-73324,127012,-47701
2013-11-15,61700.0,61300.0,398832.0,13.47,18103,41365,-59890
2013-11-18,62100.0,61100.0,156969.0,13.43,30767,-5503,-25474
2013-11-19,60500.0,62200.0,383569.0,13.67,16521,-40558,23938
2013-11-20,62900.0,64400.0,889776.0,14.15,-223762,326857,-104540
2013-11-21,64700.0,64200.0,362155.0,14.11,-48806,117684,-67588
2013-11-22,64200.0,66800.0,669912.0,14.68,-259480,268612,-13966
2013-11-25,67500.0,67900.0,470290.0,14.92,-108500,86903,27056
2013-11-26,68000.0,67500.0,268801.0,14.83,15212,14505,-29804
2013-11-27,67100.0,67400.0,247297.0,14.81,17198,-2533,-8815
2013-11-28,67600.0,66100.0,387081.0,14.53,27289,-30868,5127
2013-11-29,66100.0,65600.0,275048.0,14.42,78346,-107989,27107
2013-12-02,66000.0,66300.0,246561.0,14.57,-22608,78320,-37811
2013-12-03,66200.0,66100.0,297735.0,14.53,-48337,95003,-47759
2013-12-04,66400.0,66700.0,279701.0,14.66,-93019,83193,-1476
2013-12-05,66700.0,66700.0,199688.0,14.66,-37768,75066,-34049
2013-12-06,66500.0,65300.0,293346.0,14.35,-6237,97609,-87499
2013-12-09,66000.0,67500.0,454051.0,14.83,-109107,96354,10327
2013-12-10,67800.0,67100.0,202912.0,14.75,-32504,60064,-28875
2013-12-11,67000.0,67000.0,176244.0,14.72,-24856,49258,-24567
2013-12-12,67000.0,66800.0,160857.0,14.68,-6003,50283,-40611
2013-12-13,67100.0,68400.0,303537.0,15.03,-71769,85349,-14140
2013-12-16,68800.0,68200.0,401561.0,14.99,-94417,130448,-33805
2013-12-17,65700.0,64900.0,1183001.0,14.26,7288,29793,-38248
2013-12-18,64200.0,63700.0,597692.0,14.0,63241,-30925,-31674
2013-12-19,63700.0,64600.0,400935.0,14.2,-65873,34255,27102
2013-12-20,64500.0,65200.0,301112.0,14.33,-56669,13384,31881
2013-12-23,65200.0,64800.0,385000.0,14.24,-19986,50535,-28993
2013-12-24,64800.0,67100.0,570703.0,14.75,-175471,122479,65100
2013-12-26,67400.0,65800.0,256603.0,14.46,34001,354,-31198
2013-12-27,65400.0,66100.0,155147.0,14.53,-28011,28078,-4022
2013-12-30,66100.0,66600.0,274316.0,14.64,-43639,-10881,52929
2014-01-02,68500.0,67100.0,455951.0,,78315,-79902,2633
2014-01-03,66800.0,67000.0,392591.0,,-41698,90763,-47326
2014-01-06,67000.0,68300.0,356985.0,,-84665,102129,-16559
2014-01-07,68000.0,68500.0,321050.0,,-42281,37099,9237
2014-01-08,68700.0,69200.0,362397.0,,-113916,57201,42835
2014-01-09,69400.0,71100.0,650854.0,,-227647,164817,61386
2014-01-10,71700.0,70900.0,399379.0,,26931,-42666,6138
2014-01-13,70600.0,68500.0,448636.0,,117993,-97244,-3611
2014-01-14,67800.0,68900.0,306132.0,,-40564,-5487,45831
2014-01-15,68900.0,68300.0,221217.0,,4463,28924,-42340
2014-01-16,68100.0,68500.0,189101.0,,-22247,30359,-9234
2014-01-17,68600.0,67000.0,264806.0,,8995,-4978,-4808
2014-01-20,66800.0,67700.0,268447.0,,-753,-28792,28634
2014-01-21,67500.0,68300.0,338850.0,,22469,-17298,-6008
2014-01-22,68100.0,68700.0,220619.0,,-13107,-26024,39262
2014-01-23,68700.0,69300.0,225443.0,,-49453,-11783,61182
2014-01-24,68700.0,68800.0,215875.0,,-16904,-12720,12331
2014-01-27,67300.0,67200.0,153935.0,,-25185,41399,-16121
2014-01-28,67700.0,65800.0,521237.0,,11475,40764,-20594
2014-01-29,66000.0,66600.0,211771.0,,-6211,-32622,42445
2014-02-03,65900.0,65900.0,152796.0,,-6826,23636,-17281
2014-02-04,64700.0,65000.0,169710.0,,-7414,31841,-23698
2014-02-05,65500.0,64300.0,173602.0,,15710,-3165,-12235
2014-02-06,64600.0,64500.0,283621.0,,20692,-92481,71994
2014-02-07,64900.0,66000.0,258067.0,,-30685,-10988,42047
2014-02-10,66600.0,65900.0,227173.0,,19647,-27710,8498
2014-02-11,65100.0,64600.0,259062.0,,95236,-67730,-25232
2014-02-12,64800.0,64900.0,171373.0,,-13777,-20161,31323
2014-02-13,65000.0,64400.0,195367.0,,18983,-18226,8327
2014-02-14,65400.0,67400.0,691056.0,,-185441,148934,19081
2014-02-17,67900.0,68000.0,433224.0,,-109733,103536,12066
2014-02-18,67600.0,67900.0,140652.0,,31038,-33684,5859
2014-02-19,68300.0,67400.0,171898.0,,-13606,-29192,44500
2014-02-20,67100.0,68500.0,231572.0,,-65738,91872,-25636
2014-02-21,68200.0,68400.0,132625.0,,8997,-13690,5521
2014-02-24,68900.0,68400.0,113066.0,,2914,-30890,29088
2014-02-25,68400.0,68300.0,187777.0,,-19412,-22275,41588
2014-02-26,68100.0,68800.0,190911.0,,-40495,28590,12881
2014-02-27,68800.0,69300.0,175252.0,,-23824,18424,6842
2014-02-28,69000.0,69400.0,160848.0,,-40705,32533,7837
2014-03-03,68800.0,68700.0,126721.0,,-19490,21019,-83
2014-03-04,68500.0,69100.0,153003.0,,-34848,30193,4940
2014-03-05,69700.0,68400.0,193523.0,,37258,-44609,7351
2014-03-06,68400.0,68200.0,231176.0,,2064,-58690,58901
2014-03-07,68700.0,68100.0,197635.0,,-17505,22207,-9495
2014-03-10,68300.0,66500.0,228747.0,,45015,-19954,-25607
2014-03-11,66500.0,67300.0,175357.0,,-13491,-16157,29767
2014-03-12,66700.0,65600.0,153883.0,,9090,5863,-14974
2014-03-13,65300.0,65200.0,170965.0,,1574,5971,-7645
2014-03-14,64800.0,64400.0,379077.0,,14725,-37243,25373
2014-03-17,64100.0,63400.0,440693.0,,1029,-21115,17696
2014-03-18,64100.0,64200.0,185632.0,,-30484,-11059,41864
2014-03-19,64200.0,64300.0,130846.0,,-9440,-13603,18934
2014-03-20,64400.0,64100.0,104343.0,,-16367,18405,-3785
2014-03-21,64100.0,64500.0,211231.0,,-24514,86444,-62132
2014-03-24,64200.0,63600.0,175613.0,,43808,-40891,-4319
2014-03-25,63400.0,62800.0,255344.0,,32375,-89521,58168
2014-03-26,63000.0,62700.0,222985.0,,12430,-11536,-7786
2014-03-27,63100.0,63300.0,147075.0,,12829,-34503,21878
2014-03-28,62900.0,61800.0,429977.0,,161168,-216769,62478
2014-03-31,61900.0,62200.0,328979.0,,-2826,-57241,109475
2014-04-01,61700.0,62200.0,153925.0,,23559,-50193,26454
2014-04-02,62100.0,62100.0,176883.0,,22086,-27193,4174
2014-04-03,62100.0,62800.0,252328.0,,-43692,36646,5091
2014-04-04,63500.0,62000.0,218133.0,,55142,-37607,-19807
2014-04-07,62100.0,63500.0,300303.0,,-19184,-10426,21662
2014-04-08,63200.0,63700.0,197423.0,,-34576,60633,-25633
2014-04-09,63700.0,64900.0,266141.0,,-78362,71050,5836
2014-04-10,65300.0,64700.0,152742.0,,-26152,9883,-14412
2014-04-11,63700.0,64300.0,131280.0,,-17027,366,15760
2014-04-14,64300.0,63200.0,210515.0,,80976,-95361,13715
2014-04-15,62900.0,62400.0,152578.0,,4532,-31816,28370
2014-04-16,62500.0,62600.0,157679.0,,12263,-14513,631
2014-04-17,62700.0,63900.0,248962.0,,-51582,56409,-4422
2014-04-18,63800.0,63400.0,135864.0,,-2150,8093,-5403
2014-04-21,63400.0,63000.0,160915.0,,47193,-58563,8951
2014-04-22,62600.0,63800.0,137300.0,,-21272,2641,18390
2014-04-23,63900.0,63500.0,121956.0,,-4590,-2151,9814
2014-04-24,63300.0,63100.0,164319.0,,-21512,20077,2082
2014-04-25,63100.0,61400.0,159326.0,,57924,-30924,-23060
2014-04-28,61400.0,62000.0,60533.0,,-9407,8896,-49
2014-04-29,62200.0,61700.0,53323.0,,-5952,-2758,8874
2014-04-30,61500.0,61800.0,98076.0,,-10732,-5032,12717
2014-05-02,61700.0,63300.0,177496.0,,-40298,5648,35668
2014-05-07,62800.0,60300.0,337279.0,,131970,-23536,-109388
2014-05-08,60500.0,61600.0,185103.0,,-5900,-5268,11168
2014-05-09,61200.0,60600.0,117465.0,,20105,-19232,-4073
2014-05-12,60600.0,59600.0,233181.0,,37210,-947,-32519
2014-05-13,59500.0,58800.0,655980.0,,48601,-90598,52481
2014-05-14,59500.0,63100.0,802976.0,,-203920,83267,117669
2014-05-15,63200.0,62100.0,294674.0,,72956,-84266,15302
2014-05-16,61500.0,63200.0,228009.0,,-24913,-51581,77950
2014-05-19,63200.0,62100.0,174520.0,,16996,-23823,7481
2014-05-20,61800.0,62000.0,263672.0,,34795,-65606,31265
2014-05-21,61600.0,60900.0,203788.0,,56053,-34998,-21036
2014-05-22,61500.0,61700.0,188861.0,,-34594,-9039,45293
2014-05-23,61100.0,61200.0,141356.0,,-12552,-17179,32987
2014-05-26,60500.0,60600.0,182261.0,,35061,-39446,3884
2014-05-27,60900.0,60100.0,125845.0,,33532,-42209,8790
2014-05-28,59800.0,59700.0,234779.0,,64954,-64989,-1162
2014-05-29,59700.0,58700.0,352113.0,,116811,-76149,-40815
2014-05-30,58400.0,58300.0,292903.0,,55262,-30918,-24551
2014-06-02,57800.0,58200.0,167584.0,,-2997,-31213,33688
2014-06-03,57900.0,57100.0,376428.0,,48468,-75345,34624
2014-06-05,56500.0,55300.0,512596.0,,96910,-186337,90712
2014-06-09,55000.0,55400.0,367093.0,,49215,12662,-33073
2014-06-10,56100.0,58200.0,357412.0,,-50199,66714,-20173
2014-06-11,58000.0,58500.0,312946.0,,-46863,100352,-54117
2014-06-12,58700.0,60300.0,481748.0,,-162671,124980,32250
2014-06-13,59800.0,58200.0,401892.0,,127113,-16286,-110567
2014-06-16,57700.0,56600.0,375574.0,,139526,-101125,-36444
2014-06-17,56600.0,56500.0,290448.0,,74840,-87954,15814
2014-06-18,56500.0,57400.0,239504.0,,9446,-28415,8453
2014-06-19,57700.0,57400.0,162497.0,,7421,9294,-16858
2014-06-20,57300.0,56300.0,210944.0,,34957,-31206,-8139
2014-06-23,56600.0,56500.0,255613.0,,21372,-37688,14924
2014-06-24,56500.0,56800.0,274311.0,,7460,23964,-28527
2014-06-25,57100.0,56400.0,133424.0,,47200,-25002,-16685
2014-06-26,56200.0,55000.0,493653.0,,147427,-172016,25440
2014-06-27,54800.0,55700.0,325574.0,,-12948,-6403,17758
2014-06-30,55500.0,55200.0,243919.0,,60181,-53944,-6108
2014-07-01,54900.0,55300.0,192129.0,,26549,-10089,-16213
2014-07-02,55500.0,55700.0,166461.0,,-9934,34573,-24729
2014-07-03,56000.0,57500.0,444849.0,,-89806,165424,-90050
2014-07-04,57800.0,57500.0,179262.0,,-5788,71701,-69585
2014-07-07,57300.0,57900.0,157961.0,,-40818,62309,-24341
2014-07-08,57900.0,57500.0,172972.0,,1214,28779,-29874
2014-07-09,57000.0,57400.0,165882.0,,-32899,69187,-37351
2014-07-10,57800.0,59800.0,657351.0,,-195976,230599,-17573
2014-07-11,59800.0,58500.0,763253.0,,21159,-140301,114600
2014-07-14,59000.0,58400.0,285203.0,,-48263,34095,14855
2014-07-15,58100.0,57200.0,503643.0,,96311,-153722,92732
2014-07-16,57100.0,56700.0,422288.0,,93265,-96558,-5601
2014-07-17,56700.0,56800.0,185076.0,,11969,-15711,3667
2014-07-18,56300.0,56800.0,164114.0,,-112,-6965,6608
2014-07-21,57200.0,58000.0,252575.0,,-63107,11107,53522
2014-07-22,57800.0,57000.0,384166.0,,134967,-135969,-384
2014-07-23,57000.0,56000.0,552046.0,,197674,-196639,-3669
2014-07-24,56100.0,55300.0,764348.0,,378874,-475341,83354
2014-07-25,55400.0,55400.0,259381.0,,48232,-33904,-18776
2014-07-28,55700.0,56800.0,446741.0,,-104260,122117,-20318
2014-07-29,56900.0,56900.0,269177.0,,-9534,14037,-4130
2014-07-30,57300.0,61300.0,1405941.0,,-464015,288834,165628
2014-07-31,61400.0,61600.0,616033.0,,-112123,82930,32578
2014-08-01,60900.0,61300.0,307233.0,,-9893,68361,-39297
2014-08-04,61500.0,60300.0,331401.0,,67583,-56271,-3337
2014-08-05,60300.0,59900.0,311066.0,,29165,-103870,75777
2014-08-06,59700.0,59100.0,247723.0,,63971,-75171,11413
2014-08-07,59200.0,58300.0,248228.0,,73154,-47908,-25588
2014-08-08,58500.0,58800.0,201795.0,,-12291,-8318,20736
2014-08-11,59600.0,58600.0,176779.0,,37991,-9312,-28704
2014-08-12,58700.0,58800.0,189921.0,,30530,-37163,6245
2014-08-13,57500.0,56600.0,803206.0,,296803,-279399,-36727
2014-08-14,56500.0,57100.0,341850.0,,93077,-152125,74615
2014-08-18,57600.0,57500.0,258608.0,,41047,-47546,8186
2014-08-19,57400.0,57800.0,446662.0,,54397,-48061,19119
2014-08-20,57900.0,56500.0,341854.0,,134812,-54022,-37129
2014-08-21,56400.0,55900.0,345093.0,,109880,-92975,1851
2014-08-22,55900.0,56000.0,175694.0,,68831,-85175,16566
2014-08-25,55600.0,56100.0,169761.0,,43831,-28629,-21621
2014-08-26,56100.0,57000.0,279603.0,,29534,-35091,5557
2014-08-27,57100.0,56500.0,240522.0,,80914,-83296,-4061
2014-08-28,56800.0,56700.0,140811.0,,4650,-20654,17309
2014-08-29,56600.0,56400.0,187927.0,,4740,48084,-33886
2014-09-01,56700.0,56500.0,124145.0,,36782,13103,-46177
2014-09-02,56800.0,56300.0,205107.0,,51958,-22057,-30884
2014-09-03,56000.0,56600.0,184889.0,,15374,-8941,-6493
2014-09-04,56500.0,56700.0,234882.0,,30771,-52157,22093
2014-09-05,56300.0,55700.0,320523.0,,143706,-122142,-19238
2014-09-11,56200.0,54800.0,430886.0,,198711,-144696,-54095
