Symbol,한국가스공사_시가(원),한국가스공사_종가(원),한국가스공사_거래량(주),한국가스공사_PER(IFRS-연결),한국가스공사_순매수수량(개인)(주),한국가스공사_순매수수량(기관계)(주),한국가스공사_순매수수량(외국인계)(주)
2000-01-04,29200,29200,602360,6.56,-224560,289630,-50070
2000-01-05,29200,28950,1303320,6.5,-340910,361190,-100
2000-01-06,28500,28700,790950,6.45,-259330,175580,-50
2000-01-07,28100,28700,953550,6.45,-327100,384650,-50
2000-01-10,28700,32900,2179450,7.39,-911150,1068950,-70
2000-01-11,28200,28800,1005140,6.47,-99910,108660,-280
2000-01-12,28250,32900,2920310,7.39,-1073490,1130860,-210
2000-01-13,28350,28100,634130,6.31,80170,-81050,0
2000-01-14,27650,23900,700120,5.37,22790,-17950,590
2000-01-17,24150,24650,620600,5.54,-59830,61890,50
2000-01-18,24700,24000,198360,5.39,-72980,73030,-50
2000-01-19,23500,22300,217450,5.01,16900,-41010,0
2000-01-20,21100,22000,246720,4.94,-34890,35090,-90
2000-01-21,21000,22700,150470,5.1,-19850,19900,-50
2000-01-24,22900,24300,243390,5.46,-72020,15590,0
2000-01-25,24350,24700,237800,5.55,-370,-23380,0
2000-01-26,25000,24900,146810,5.59,-50350,36090,0
2000-01-27,25050,24800,308220,5.57,-151780,-48150,0
2000-01-28,25000,24950,184420,5.61,-47370,-19130,-120
2000-01-31,24300,24350,47260,5.47,-19920,20420,0
2000-02-01,24500,24900,83760,5.59,-20670,-5260,-50
2000-02-02,24900,26300,191500,5.91,-66560,47770,0
2000-02-03,26400,26750,127050,6.01,-53740,36200,0
2000-02-07,27000,27200,168450,6.11,-25130,-5400,0
2000-02-08,27150,26500,107720,5.95,-18860,14860,0
2000-02-09,27000,27250,147110,6.12,-67090,-6500,0
2000-02-10,27350,27350,246850,6.14,-170250,-17630,0
2000-02-11,27400,27350,196530,6.14,-112730,-70500,0
2000-02-14,26500,26350,57300,5.92,-6750,6750,0
2000-02-15,26500,26950,236370,6.05,-90240,-57740,-70
2000-02-16,25500,26000,53150,5.84,6450,13550,0
2000-02-17,26250,26900,134010,6.04,-61810,-19780,0
2000-02-18,27050,27400,225710,6.16,-181120,-4000,0
2000-02-21,27400,26800,126310,6.02,-74380,-25620,0
2000-02-22,26050,26500,67610,5.95,13990,-13940,0
2000-02-23,29000,28400,212330,6.38,-118350,39840,220
2000-02-24,28000,28300,68600,6.36,3950,-3950,0
2000-02-25,28500,29150,339430,6.55,-244220,-33180,0
2000-02-28,29150,28050,252340,6.3,-42100,-157400,0
2000-02-29,28400,28550,107170,6.41,-58430,-7310,0
2000-03-02,28700,28850,122680,6.48,-61370,-40040,0
2000-03-03,28950,27900,220870,6.27,-30730,-169270,0
2000-03-06,27300,28050,28040,6.3,-1370,1370,0
2000-03-07,28600,28250,238730,6.35,-35550,-170050,5600
2000-03-08,28250,28800,185150,6.47,-135990,-36670,0
2000-03-09,28900,28900,60150,6.49,-44620,-1400,0
2000-03-10,28050,28050,18760,6.3,1330,-1330,0
2000-03-13,27500,27500,56250,6.18,33070,-33020,-50
2000-03-14,27600,27950,90600,6.28,-73350,5800,0
2000-03-15,28000,27900,147930,6.27,-97640,-26290,0
2000-03-16,27050,27300,18420,6.13,-4070,4070,0
2000-03-17,27500,27350,47180,6.14,-17620,17620,0
2000-03-20,27400,27500,98230,6.18,41740,-41690,-50
2000-03-21,27600,27800,36370,6.25,-9370,9370,0
2000-03-22,27500,28000,65050,6.29,-30360,30360,0
2000-03-23,27850,28000,48490,6.29,-35090,35090,0
2000-03-24,28000,28400,118410,6.38,-32520,32520,0
2000-03-27,28200,28900,83240,6.49,-2890,2890,0
2000-03-28,28550,31900,295570,7.17,-200720,210070,-300
2000-03-29,28650,28000,120940,6.29,-110,5110,0
2000-03-30,28100,28300,46560,6.36,3000,-3000,0
2000-03-31,28300,30400,643190,6.83,-197980,254070,-70
2000-04-03,28400,28000,26530,6.29,7810,-7810,0
2000-04-04,27900,27600,19480,6.2,-6220,6260,0
2000-04-06,27000,27100,17320,6.09,-2760,2760,0
2000-04-07,27100,27300,12750,6.13,-3030,3070,0
2000-04-10,27300,27200,74510,6.11,34410,-34570,160
2000-04-11,27100,27500,70060,6.18,-36200,36360,-160
2000-04-12,27000,28000,49690,6.29,-29230,29230,0
2000-04-14,27500,26950,12110,6.05,2380,-2380,0
2000-04-17,25000,24300,29350,5.46,-5920,5420,500
2000-04-18,24600,25950,34660,5.83,-6750,6750,0
2000-04-19,26500,25700,66090,5.77,17430,-17430,0
2000-04-20,25000,25400,24640,5.71,-8920,8920,0
2000-04-21,25000,25900,30320,5.82,-20270,20270,0
2000-04-24,25700,25250,7460,5.67,180,-180,0
2000-04-25,25100,24850,9790,5.58,-320,320,0
2000-04-26,24850,24500,36230,5.5,2220,-2220,0
2000-04-27,24300,24400,73460,5.48,-5400,5400,0
2000-04-28,23900,25300,47670,5.68,-36070,38140,-70
2000-05-02,24500,25200,13540,5.66,-2870,2870,0
2000-05-03,24800,24850,9070,5.58,-4890,4890,0
2000-05-04,25000,25100,22660,5.64,-13120,13120,0
2000-05-08,24500,25400,23130,5.71,-15830,15970,-140
2000-05-09,25100,25000,7580,5.62,-860,860,0
2000-05-10,24700,24650,15440,5.54,3510,-3510,0
2000-05-12,24700,24600,12720,5.53,-3000,2910,0
2000-05-15,24450,24100,15840,5.41,-6810,6880,-70
2000-05-16,23600,23600,23810,5.3,-10460,10460,0
2000-05-17,23900,24050,40950,5.4,-25630,25630,0
2000-05-18,23550,23400,55950,5.26,40,-320,280
2000-05-19,22600,23500,33010,5.28,-17690,17990,-300
2000-05-22,23000,23000,25510,5.17,-9660,9410,250
2000-05-23,23050,22800,33780,5.12,-2490,2490,0
2000-05-24,22200,22800,39380,5.12,-13560,13560,0
2000-05-25,22900,23450,33480,5.27,-11260,11420,-160
2000-05-26,23000,22800,18930,5.12,-6750,6750,0
2000-05-29,22300,22700,16470,5.1,-7670,7670,0
2000-05-30,22200,22900,16550,5.14,-5660,5660,0
2000-05-31,24000,23700,47600,5.32,-12540,12780,-100
2000-06-01,23300,23400,27620,5.26,-10020,10020,0
2000-06-02,23950,23800,80040,5.35,-23530,24030,0
2000-06-05,23400,24100,78070,5.41,4470,-4470,0
2000-06-07,24500,23800,66990,5.35,18700,-19210,510
2000-06-08,23700,23950,194210,5.38,39930,-39350,-580
2000-06-09,23800,25200,200190,5.66,-19460,19460,0
2000-06-12,26200,25400,131830,5.71,-7140,-13160,0
2000-06-13,25100,24050,34060,5.4,2480,-2480,0
2000-06-14,24000,24300,49720,5.46,10660,-10660,0
2000-06-15,23550,23150,39410,5.2,3580,-3390,0
2000-06-16,23400,23100,27490,5.19,-13970,13970,0
2000-06-19,22900,23000,21380,5.17,-10140,10140,0
2000-06-20,23100,23150,19060,5.2,-6970,6970,0
2000-06-21,23150,23500,27590,5.28,-17740,17740,0
2000-06-22,23700,24000,71180,5.39,-26860,26860,0
2000-06-23,23600,24000,17020,5.39,-9890,9890,0
2000-06-26,24150,23400,119640,5.26,50870,-51870,500
2000-06-27,23500,23800,43610,5.35,-21290,21290,0
2000-06-28,23500,23700,30840,5.32,-8160,8460,0
2000-06-29,23500,23700,32040,5.32,-10920,10920,0
2000-06-30,24400,24300,67160,5.46,-37500,37700,0
2000-07-03,24000,25300,214080,5.68,-370,-19430,-100
2000-07-04,25000,24600,31140,5.53,-6950,6950,0
2000-07-05,24300,23950,30650,5.38,-5680,5680,0
2000-07-06,23700,24600,48720,5.53,-25200,15250,-50
2000-07-07,24100,24300,32610,5.46,-10200,10200,0
2000-07-10,24150,24050,17030,5.4,-1690,1670,0
2000-07-11,24200,24100,17870,5.41,-3690,3700,0
2000-07-12,23700,23900,40510,5.37,10420,-10360,-60
2000-07-13,23900,23800,18440,5.35,-4140,4190,0
2000-07-14,23550,23500,20610,5.28,5330,-5330,0
2000-07-18,23200,23000,24440,5.17,6350,-6540,0
2000-07-19,23000,22500,70540,5.05,9100,10900,0
2000-07-20,22500,22500,13220,5.05,-7470,7500,0
2000-07-21,22500,22900,35570,5.14,-9420,9420,0
2000-07-24,22350,22800,23780,5.12,-6890,7090,0
2000-07-25,22350,23100,34100,5.19,-22240,22240,0
2000-07-26,23500,23000,11610,5.17,-4950,4950,0
2000-07-27,22600,22800,15990,5.12,-8610,8610,0
2000-07-28,22650,23400,35650,5.26,-20090,12830,7260
2000-07-31,22900,23700,47870,5.32,-16790,16790,0
2000-08-01,23150,23600,16870,5.3,-12420,12420,0
2000-08-02,23200,23400,193810,5.26,23650,-33830,0
2000-08-03,23200,23500,155700,5.28,-8860,8930,-70
2000-08-04,23950,23600,31410,5.3,-12790,12790,0
2000-08-07,23800,23100,24720,5.19,-80,80,0
2000-08-08,23050,22600,17330,5.08,1060,-7390,0
2000-08-09,22400,23000,20170,5.17,-7490,140,0
2000-08-10,23000,23200,13130,5.21,-4870,4870,0
2000-08-11,22800,22750,20960,5.11,10180,-10180,0
2000-08-14,22950,22950,14880,5.16,-3960,3960,0
2000-08-16,23300,23000,56560,5.17,3550,-10240,-50
2000-08-17,23300,23000,18260,5.17,-5340,-6020,10000
2000-08-18,22800,22450,31960,5.04,10980,-11480,0
2000-08-21,22600,22000,28710,4.94,14430,-15070,0
2000-08-22,22100,22100,18880,4.96,7070,-7040,0
2000-08-23,22000,21950,11330,4.93,2210,-2210,0
2000-08-24,21800,21900,20410,4.92,5560,-5420,0
2000-08-25,21600,22000,16530,4.94,-3750,3750,0
2000-08-28,22000,21700,14870,4.88,9270,-9470,200
2000-08-29,21800,21800,18610,4.9,2330,-480,0
2000-08-30,21800,22200,223390,4.99,-8830,9330,0
2000-08-31,22200,21900,37200,4.92,-2130,7730,-5600
2000-09-01,21600,22250,90160,5,2760,-2060,-200
2000-09-04,22000,21900,30220,4.92,2360,-3060,0
2000-09-05,21900,22000,17850,4.94,-4080,4080,0
2000-09-06,21950,21750,20030,4.89,-2600,2600,0
2000-09-07,21950,21650,29120,4.86,-4360,4360,0
2000-09-08,21700,21600,10880,4.85,-3360,3360,0
2000-09-14,21550,21700,13980,4.88,-4890,5590,0
2000-09-15,21700,21800,29020,4.9,-9800,1140,0
2000-09-18,21700,21000,44230,4.72,-23950,32610,0
2000-09-19,20800,20800,27050,4.67,-10700,10700,0
2000-09-20,20800,20850,20130,4.68,-3730,3730,0
2000-09-21,20600,21000,34220,4.72,-18700,18700,0
2000-09-22,20550,20200,45100,4.54,-12370,12370,0
2000-09-25,19400,20000,17770,4.49,-1390,6640,0
2000-09-26,20000,19950,15610,4.48,530,-530,0
2000-09-27,19600,20400,71750,4.58,20370,-12370,0
2000-09-28,20600,20250,40890,4.55,1970,30,0
2000-09-29,20400,20400,78220,4.58,-28110,32110,0
2000-10-02,20400,19950,236610,4.48,2050,-2050,0
2000-10-04,19650,19800,73560,4.45,5850,-5620,0
2000-10-05,20000,19850,18130,4.46,9060,-6060,0
2000-10-06,19700,19550,17150,4.39,10010,-10010,0
2000-10-09,19500,19500,24920,4.38,-11630,1630,10000
2000-10-10,19250,19500,11770,4.38,-4670,-1200,5870
2000-10-11,19300,19600,76540,4.4,-15090,-24530,38620
2000-10-12,19550,19800,42970,4.45,-10090,-7910,18000
2000-10-13,19500,19000,23390,4.27,-450,450,0
2000-10-16,19500,18900,2061430,4.25,40500,-40500,0
2000-10-17,18900,18700,43670,4.2,590,-590,0
2000-10-18,18700,18300,44200,4.11,-4250,4950,0
2000-10-19,18300,18300,46680,4.11,-6250,6200,50
2000-10-20,18350,19850,143190,4.46,-7370,-29150,56820
2000-10-23,19550,19300,58510,4.34,9950,-13080,3130
2000-10-24,20200,19700,179100,4.43,18930,-61210,44000
2000-10-25,20200,19300,124800,4.34,25350,-30450,5100
2000-10-26,19100,18800,120290,4.22,12140,-57140,45000
2000-10-27,18900,18700,91790,4.2,13410,-31510,18100
2000-10-30,18500,18600,122310,4.18,1750,-41750,40000
2000-10-31,18300,18300,132560,4.11,-2290,-29370,31660
2000-11-01,18450,18900,164360,4.25,36540,-56940,20100
2000-11-02,18600,19150,193020,4.3,3190,-57090,52900
2000-11-03,19450,18600,154000,4.18,58850,-57850,0
2000-11-06,18600,18450,197520,4.15,35290,-43630,8340
2000-11-07,18600,18250,149450,4.1,52480,-52880,2400
2000-11-08,18250,17950,162840,4.03,79650,-84750,100
2000-11-09,17900,17900,207460,4.02,65490,-109490,49000
2000-11-10,17900,18650,317450,4.19,-12010,-50900,70860
2000-11-13,18600,18300,163850,4.11,17690,-72690,55000
2000-11-14,18300,18300,1253380,4.11,38420,-73440,35000
2000-11-15,18000,17900,218750,4.02,26620,-46600,20000
2000-11-16,17700,17600,122100,3.95,17340,-25670,20200
2000-11-17,17800,17800,178390,4,-18930,-25970,44900
2000-11-20,17600,17700,88130,3.98,-20710,-10350,31060
2000-11-21,17450,17500,199850,3.93,-30610,-19390,50000
2000-11-22,17300,17500,111170,3.93,-29840,9740,20100
2000-11-23,17250,17300,71340,3.89,-27340,12340,15000
2000-11-24,17450,17600,133790,3.95,-42480,12230,30250
2000-11-27,17800,17500,111920,3.93,-480,-19210,30200
2000-11-28,17350,17500,161690,3.93,-11610,-39390,50000
2000-11-29,17600,17500,126930,3.93,-2250,-47750,50000
2000-11-30,17650,17300,243090,3.89,560,-15260,14750
2000-12-01,17200,17900,420710,4.02,-42220,-46750,108970
2000-12-04,17800,17900,187640,4.02,-17620,-52180,69800
2000-12-05,18000,18200,175550,4.09,-22370,-7630,30000
2000-12-06,18200,18150,247390,4.08,-9680,-57060,74740
2000-12-07,18100,18000,181140,4.04,-15520,-49480,65000
2000-12-08,18000,18400,241790,4.13,-32990,-63680,97670
2000-12-11,18450,18400,127870,4.13,-27610,-790,30400
2000-12-12,18250,18000,116970,4.04,4090,-31090,32000
2000-12-13,18000,18100,155020,4.07,14080,-43580,30000
2000-12-14,18100,18300,240080,4.11,3510,-52510,50000
2000-12-15,18400,18200,190580,4.09,-7020,-47780,60000
2000-12-18,17900,18250,108240,4.1,-9750,-19480,30000
2000-12-19,18050,18800,196250,4.22,-57740,22690,40000
2000-12-20,18600,18600,147370,4.18,-19200,19270,0
2000-12-21,18400,18800,177420,4.22,-50530,50530,0
2000-12-22,18500,18900,309970,4.25,-43080,44150,0
2000-12-26,18900,19400,224720,4.36,-27980,57980,0
2001-01-02,18000,18600,45350,14.83,-2730,1270,1460
2001-01-03,18500,18550,46020,14.79,-12770,5070,7700
2001-01-04,18900,18400,244670,14.67,91250,-120920,29870
2001-01-05,18400,18200,170770,14.51,-16370,-33560,50000
2001-01-08,18300,18200,141340,14.51,27530,-78130,50100
2001-01-09,18050,18100,139530,14.44,53000,-88100,35100
2001-01-10,18200,17900,109050,14.28,-5210,-9940,15150
2001-01-11,17700,17700,83970,14.12,8100,-38100,30000
2001-01-12,17700,17800,214230,14.2,74040,-130940,50900
2001-01-15,18000,17700,243560,14.12,45140,-70190,25050
2001-01-16,17950,17550,153280,14,50900,-80920,30020
2001-01-17,17600,17800,256430,14.2,21910,-121790,79880
2001-01-18,18100,18300,505350,14.59,122280,-207680,74900
2001-01-19,18500,18100,258370,14.44,40220,-80520,40000
2001-01-22,18500,18200,206500,14.51,67740,-82940,10000
2001-01-26,18200,17950,150230,14.32,20670,-55470,30000
2001-01-29,17800,17900,118000,14.28,9440,-54140,45000
2001-01-30,18000,18000,158560,14.36,-11160,13560,100
2001-01-31,18150,18000,162900,14.36,-62480,24090,39920
2001-02-01,18000,18500,332440,14.75,-9860,-93260,103120
2001-02-02,18500,18800,447860,14.99,-53400,-242360,305760
2001-02-05,18900,18400,198390,14.67,-29960,460,30000
2001-02-06,18400,18250,80930,14.55,11530,-11530,0
2001-02-07,18300,18050,63440,14.39,-3690,12520,100
2001-02-08,18100,18400,220050,14.67,-27700,-80080,108280
2001-02-09,18200,18600,115260,14.83,-25880,-14130,40010
2001-02-12,18400,18550,111820,14.79,-31270,12000,19270
2001-02-13,18550,18550,173830,14.79,-39790,-32250,72340
2001-02-14,18550,18650,134380,14.87,-34320,-5680,40000
2001-02-15,18700,18450,81600,14.71,-12800,9540,3300
2001-02-16,18350,18400,79170,14.67,-45110,27930,17260
2001-02-19,18300,18350,70130,14.63,-17970,9870,8100
2001-02-20,18200,18450,59150,14.71,-15630,-1800,15430
2001-02-21,18450,18400,94650,14.67,-16150,-22310,38460
2001-02-22,18300,18450,98950,14.71,-43370,5490,37880
2001-02-23,18450,18400,61020,14.67,-8770,30290,-21520
2001-02-26,19400,18900,316270,15.07,81380,-76380,-5000
2001-02-27,18900,18550,123740,14.79,-27400,32600,-6400
2001-02-28,18500,18600,121000,14.83,-45130,13960,31170
2001-03-02,18400,18600,101240,14.83,-68660,20490,48830
2001-03-05,18300,18600,47440,14.83,-28810,28810,0
2001-03-06,18400,18400,23130,14.67,-6540,6540,0
2001-03-07,18300,18400,27020,14.67,-13720,14230,5490
2001-03-08,18400,18600,23320,14.83,-11480,11480,0
2001-03-09,18600,18350,24540,14.63,9610,-9610,0
2001-03-12,18350,18300,29780,14.59,-18620,18620,0
2001-03-13,18100,18000,61210,14.36,-32000,51430,-19230
2001-03-14,18000,18200,45050,14.51,2920,-1920,0
2001-03-15,17900,18000,83030,14.36,-3680,14450,-10770
2001-03-16,17800,17850,22550,14.24,-2370,2370,0
2001-03-19,18000,18000,47840,14.36,-19090,18990,100
2001-03-20,18100,17500,81340,13.96,24630,19330,-35960
2001-03-21,17300,17800,32370,14.2,-11510,15650,-4140
2001-03-22,17300,17650,27330,14.08,-7580,8080,-500
2001-03-23,17400,17450,51400,13.92,-580,650,0
2001-03-26,17500,17400,61480,13.88,-3430,3430,0
2001-03-27,17500,17550,90470,14,-28570,28570,0
2001-03-28,17500,17600,47830,14.04,-14930,14930,0
2001-03-29,17600,17500,12250,13.96,-8140,8140,0
2001-03-30,17350,17000,74670,13.56,19080,-19380,300
2001-04-02,17150,17000,15480,13.56,-9660,9750,-100
2001-04-03,16700,16800,22210,13.4,-12830,13030,-200
2001-04-04,16300,16350,22040,13.04,-4230,4230,0
2001-04-06,16550,16500,85770,13.16,5480,-65900,60420
2001-04-09,16500,16500,59400,13.16,9950,-24530,14580
2001-04-10,16500,16500,30070,13.16,-250,250,0
2001-04-11,16950,16400,29990,13.08,12670,-15610,2940
2001-04-12,16400,16300,29040,13,2930,-3130,200
2001-04-13,16250,16300,26210,13,3320,-3420,100
2001-04-16,16300,16200,17760,12.92,670,-770,100
2001-04-17,16050,16200,26730,12.92,3620,-3720,100
2001-04-18,16200,16200,122190,12.92,84880,-84880,0
2001-04-19,16300,16350,264210,13.04,105620,-135520,29900
2001-04-20,16550,16300,91440,13,-4840,4970,-130
2001-04-23,16300,16100,86270,12.84,21600,-21630,30
2001-04-24,16000,16050,63550,12.8,2240,-2440,200
2001-04-25,16100,16550,153120,13.2,16640,-16640,0
2001-04-26,16700,16250,78590,12.96,4320,-5620,100
2001-04-27,16150,16200,58200,12.92,21900,-22000,100
2001-04-30,16250,16200,63400,12.92,19590,-19600,0
2001-05-02,16400,16700,132030,13.32,27510,-35760,8250
2001-05-03,16700,16700,68950,13.32,-15830,3830,12000
2001-05-04,16550,16900,69450,13.48,-26110,-9890,36000
2001-05-07,16900,16900,70780,13.48,-21550,13690,7700
2001-05-08,16900,16950,58850,13.52,-21930,10390,11540
2001-05-09,17000,16950,118420,13.52,-20010,4750,15260
2001-05-10,17000,17400,46620,13.88,-18950,3700,15250
2001-05-11,17400,17250,36980,13.76,-8020,8910,0
2001-05-14,17200,17150,43340,13.68,-21270,21270,0
2001-05-15,17150,17150,28060,13.68,-15870,15760,0
2001-05-16,17150,17300,47640,13.8,-18190,18190,0
2001-05-17,17300,17500,84960,13.96,-10430,9430,1000
2001-05-18,17700,17500,40280,13.96,-3340,1650,1690
2001-05-21,17500,17400,128310,13.88,63350,-19310,-44200
2001-05-22,17400,17100,140480,13.64,60130,-11240,-52590
2001-05-23,17100,17100,89050,13.64,17590,-18590,0
2001-05-24,17200,17250,42150,13.76,-12230,-3940,16050
2001-05-25,17300,18200,254680,14.51,-94350,22840,70350
2001-05-28,18200.0,17950.0,103950.0,14.32,-15090,-1840,16930
2001-05-29,18000.0,18200.0,71170.0,14.51,-26190,-2480,28670
2001-05-30,18200.0,19300.0,261210.0,15.39,1550,-20820,19880
2001-05-31,19000.0,19000.0,243390.0,15.15,-1760,22060,-19800
2001-06-01,19000.0,19200.0,65750.0,15.31,-22580,22580,0
2001-06-04,19050.0,19050.0,30220.0,15.19,-10020,10020,0
2001-06-05,19100.0,18250.0,143370.0,14.55,-40560,41200,-640
2001-06-07,18250.0,17850.0,45740.0,14.24,-6300,10350,-4040
2001-06-08,18200.0,18800.0,93430.0,14.99,-55640,24140,33490
2001-06-11,18450.0,18900.0,68730.0,15.07,-27720,10110,17610
2001-06-12,18900.0,19200.0,96930.0,15.31,-24470,-15530,40000
2001-06-13,19300.0,20600.0,295380.0,16.43,-42280,-51800,94080
2001-06-14,20900.0,21450.0,796040.0,17.11,-12640,-575910,582790
2001-06-15,21000.0,21300.0,139030.0,16.99,10710,-9710,200
2001-06-18,20800.0,20400.0,125380.0,16.27,24800,-43140,20000
2001-06-19,19800.0,19900.0,239920.0,15.87,200,-33090,17220
2001-06-20,19900.0,19250.0,119130.0,15.35,20030,-10280,-10000
2001-06-21,19000.0,18950.0,142250.0,15.11,22190,-26350,0
2001-06-22,18900.0,18500.0,124110.0,14.75,28220,-32670,0
2001-06-25,18500.0,18550.0,96930.0,14.79,13130,-16060,0
2001-06-26,18750.0,18450.0,84600.0,14.71,-28160,26990,0
2001-06-27,18450.0,18500.0,99160.0,14.75,-24250,10960,6770
2001-06-28,18700.0,18500.0,126600.0,14.75,26520,-33270,4670
2001-06-29,18550.0,18500.0,111020.0,14.75,5600,-37960,30300
2001-07-02,18500.0,18000.0,159200.0,14.36,70590,-68820,2710
2001-07-03,18150.0,18050.0,84620.0,14.39,18550,-18640,1500
2001-07-04,18100.0,18200.0,119670.0,14.51,14900,-17290,0
2001-07-05,18300.0,18000.0,197270.0,14.36,57830,-58730,0
2001-07-06,17700.0,17700.0,90040.0,14.12,-7140,-24650,0
2001-07-09,17400.0,17400.0,127240.0,13.88,-79470,47560,-1500
2001-07-10,17100.0,17500.0,62110.0,13.96,-7730,1450,2720
2001-07-11,17200.0,17450.0,73200.0,13.92,-15710,20240,0
2001-07-12,17500.0,17050.0,134330.0,13.6,51540,-35340,-2070
2001-07-13,17300.0,16950.0,96120.0,13.52,24280,-21590,200
2001-07-16,17050.0,17000.0,81220.0,13.56,-13520,46050,-31700
2001-07-18,17200.0,16500.0,81820.0,13.16,19660,-6950,560
2001-07-19,16500.0,16750.0,81380.0,13.36,-38410,37060,0
2001-07-20,16750.0,16550.0,97690.0,13.2,13970,-8070,0
2001-07-23,16600.0,16700.0,53720.0,13.32,-24900,23900,2100
2001-07-24,16500.0,17150.0,105360.0,13.68,-34540,27970,4580
2001-07-25,17200.0,16900.0,84260.0,13.48,14520,-3630,-5360
2001-07-26,16800.0,16850.0,79640.0,13.44,22490,-18760,-2220
2001-07-27,16600.0,16900.0,56010.0,13.48,11170,-7930,-2850
2001-07-30,16950.0,16600.0,63050.0,13.24,25230,-16980,-5490
2001-07-31,16600.0,16750.0,23460.0,13.36,-10860,10860,0
2001-08-01,16750.0,17100.0,107210.0,13.64,5090,-27140,23230
2001-08-02,17000.0,17200.0,47940.0,13.72,-14790,9190,6770
2001-08-03,17000.0,16900.0,43930.0,13.48,24590,-7930,-14470
2001-08-06,17200.0,17200.0,65150.0,13.72,-2640,2350,0
2001-08-07,17100.0,17200.0,40260.0,13.72,-1160,710,0
2001-08-08,17050.0,17000.0,25730.0,13.56,9650,-9650,0
2001-08-09,16950.0,16700.0,70920.0,13.32,6480,-4680,0
2001-08-10,17150.0,17000.0,38100.0,13.56,4080,8160,0
2001-08-13,17000.0,17100.0,41950.0,13.64,14210,-14260,-400
2001-08-14,17100.0,17400.0,161020.0,13.88,50820,-53370,0
2001-08-16,17400.0,17400.0,111920.0,13.88,36550,-36250,0
2001-08-17,17600.0,17400.0,210620.0,13.88,86720,-93360,1520
2001-08-20,17300.0,17100.0,80850.0,13.64,-18410,18710,0
2001-08-21,17200.0,17400.0,86640.0,13.88,-4250,800,0
2001-08-22,17300.0,17100.0,63330.0,13.64,2430,-2960,1500
2001-08-23,17400.0,17200.0,55230.0,13.72,-9700,490,8490
2001-08-24,17100.0,17400.0,133320.0,13.88,-11050,10470,0
2001-08-27,17550.0,17400.0,165910.0,13.88,18020,-19970,0
2001-08-28,17400.0,17300.0,77550.0,13.8,10190,-6330,-3200
2001-08-29,17100.0,16850.0,102690.0,13.44,12010,-12710,0
2001-08-30,16700.0,16750.0,44340.0,13.36,-4600,4600,0
2001-08-31,16500.0,16450.0,97200.0,13.12,-3650,1830,0
2001-09-03,16400.0,16500.0,29290.0,13.16,-3480,2130,0
2001-09-04,16500.0,16750.0,55000.0,13.36,8350,5400,-14340
2001-09-05,16700.0,16700.0,113250.0,13.32,20100,-13080,-5370
2001-09-06,16650.0,16500.0,96210.0,13.16,-1890,41420,-39980
2001-09-07,16450.0,16450.0,35540.0,13.12,11750,-11900,600
2001-09-10,16400.0,16300.0,48650.0,13.0,19840,-16430,-260
2001-09-11,16400.0,16300.0,35510.0,13.0,4530,-1530,-3000
2001-09-12,14000.0,14900.0,199030.0,11.88,-108810,98400,-2830
2001-09-13,15350.0,14800.0,241730.0,11.8,76280,-50250,-26660
2001-09-14,14800.0,14000.0,174780.0,11.16,29340,-1520,-28770
2001-09-17,14000.0,13500.0,110590.0,10.77,-32460,48340,-19370
2001-09-18,13700.0,13650.0,129020.0,10.89,42270,-32490,-22040
2001-09-19,13650.0,13700.0,449290.0,10.93,168190,130730,-299100
2001-09-20,13700.0,14100.0,209340.0,11.24,-95520,76350,7110
2001-09-21,13800.0,13600.0,469510.0,10.85,150680,-135160,-73480
2001-09-24,13600.0,13800.0,137880.0,11.01,-51390,67700,-25000
2001-09-25,14000.0,13600.0,115520.0,10.85,-1210,-4910,-9000
2001-09-26,13700.0,14000.0,389470.0,11.16,-8520,250140,-260000
2001-09-27,14100.0,14300.0,111500.0,11.4,710,-6440,13000
2001-09-28,14500.0,14750.0,249410.0,11.76,-72390,-74650,146760
2001-10-04,15050.0,16400.0,1989300.0,13.08,-101530,-195500,315000
2001-10-05,16300.0,16350.0,436540.0,13.04,-97990,-188630,309750
2001-10-08,16000.0,15900.0,104450.0,12.68,4940,-13020,3000
2001-10-09,15850.0,16000.0,99240.0,12.76,-17710,13280,18590
2001-10-10,15850.0,15900.0,46260.0,12.68,-3590,-16750,18300
2001-10-11,16200.0,16150.0,93190.0,12.88,-15680,-2670,18320
2001-10-12,16250.0,16000.0,101210.0,12.76,-350,-29990,30200
2001-10-15,16150.0,16050.0,39490.0,12.8,13920,-14780,500
2001-10-16,15950.0,16350.0,29350.0,13.04,-12590,12590,0
2001-10-17,16300.0,16050.0,273990.0,12.8,86080,1270,-87280
2001-10-18,16000.0,16000.0,63530.0,12.76,19240,-22270,30
2001-10-19,15950.0,16000.0,59920.0,12.76,-5910,410,160
2001-10-22,16000.0,15800.0,194060.0,12.6,41670,-7090,-99580
2001-10-23,15850.0,16450.0,216790.0,13.12,-88220,37600,74590
2001-10-24,16500.0,16700.0,186590.0,13.32,-20930,-30870,61780
2001-10-25,16900.0,16850.0,97350.0,13.44,-1630,-15800,13500
2001-10-26,16800.0,16700.0,70570.0,13.32,3750,1760,-20000
2001-10-29,16600.0,16750.0,75980.0,13.36,-22990,-19700,43110
2001-10-30,16500.0,16750.0,25420.0,13.36,-13830,3340,0
2001-10-31,16600.0,16700.0,35630.0,13.32,-8060,-940,0
