Symbol,대림산업_시가(원),대림산업_종가(원),대림산업_거래량(주),대림산업_PER(IFRS-연결),대림산업_순매수수량(개인)(주),대림산업_순매수수량(기관계)(주),대림산업_순매수수량(외국인계)(주)
2000-01-04,10700,12400,484170,2.08,31520,-44050,230
2000-01-05,12200,11500,440630,1.93,150100,-154960,4860
2000-01-06,11800,10900,499050,1.83,-23000,21360,2860
2000-01-07,10900,11100,554370,1.87,5880,60090,-65420
2000-01-10,11200,11000,533930,1.85,113420,-78610,-35850
2000-01-11,11000,10400,638760,1.75,319010,-132840,-188190
2000-01-12,10400,9570,929610,1.61,241230,29150,-270380
2000-01-13,9300,8830,1305850,1.48,539420,-565810,19840
2000-01-14,9000,8750,877430,1.47,25170,33270,-54790
2000-01-17,8770,8400,694130,1.41,450,-56040,55590
2000-01-18,8560,8600,776640,1.45,100770,-84590,-6280
2000-01-19,8400,7700,615720,1.29,142220,-90950,-28630
2000-01-20,7650,7300,713930,1.23,4330,-81690,77360
2000-01-21,7410,7700,868740,1.29,-31020,-35090,68030
2000-01-24,7720,8390,713670,1.41,-50660,45050,4110
2000-01-25,8100,8000,344420,1.34,4960,1940,-6900
2000-01-26,8200,8200,317980,1.38,-79850,84850,-5000
2000-01-27,8100,8530,844130,1.43,1130,-32000,-4910
2000-01-28,9000,8510,553970,1.43,-34990,29540,7630
2000-01-31,8450,8450,780500,1.42,148510,-80970,-67360
2000-02-01,8510,8250,470380,1.39,83610,-81590,-1370
2000-02-02,8250,8650,808020,1.45,-108790,133090,-24300
2000-02-03,8800,9000,842660,1.51,-146250,146250,0
2000-02-07,9010,8900,642350,1.5,-172790,150510,22200
2000-02-08,8800,9150,497570,1.54,-209390,208490,250
2000-02-09,9000,8900,385440,1.5,-115400,117100,-2000
2000-02-10,8610,8150,560670,1.37,155770,-45970,-44670
2000-02-11,8090,7880,735160,1.32,72500,-56350,8430
2000-02-14,7900,7570,324060,1.27,-46920,41710,-9120
2000-02-15,7270,7200,307010,1.21,33760,-34310,250
2000-02-16,7610,7350,376250,1.24,92180,-74200,-17560
2000-02-17,7350,7150,465220,1.2,138630,-101250,-38670
2000-02-18,6910,7060,564520,1.19,1210,13270,-13200
2000-02-21,6810,6120,335700,1.03,79630,-4500,-75130
2000-02-22,5850,5850,487230,0.98,112470,-105910,-6360
2000-02-23,6150,6720,695140,1.13,118670,-110590,-7070
2000-02-24,6670,6300,407790,1.06,-7840,-6840,14480
2000-02-25,6350,6500,441520,1.09,16530,-31470,14860
2000-02-28,6300,6210,352000,1.04,42610,-50500,7990
2000-02-29,6400,6000,416110,1.01,89800,-97940,15790
2000-03-02,6150,6300,811590,1.06,154180,-148340,-5590
2000-03-03,6350,5930,583140,1,242750,-237900,-3720
2000-03-06,6010,6300,742330,1.06,1850,10580,-14780
2000-03-07,6260,6400,773000,1.08,79560,-36480,-56190
2000-03-08,6400,6760,1068950,1.14,-177830,183510,2320
2000-03-09,7480,7030,1569310,1.18,388390,-264170,-119760
2000-03-10,7700,7210,731550,1.21,40990,-45260,630
2000-03-13,7190,6910,544730,1.16,31570,-23760,-5280
2000-03-14,6750,6700,510620,1.13,-20340,14780,5560
2000-03-15,6700,6740,429430,1.13,13770,-11570,-2250
2000-03-16,6900,6590,405730,1.11,10180,-11260,0
2000-03-17,6740,6700,608750,1.13,85540,-86520,630
2000-03-20,7000,6800,405890,1.14,-65850,64630,1080
2000-03-21,6650,6590,285320,1.11,-34400,27850,5480
2000-03-22,6660,6800,689910,1.14,65960,-50800,-4320
2000-03-23,6900,6600,349450,1.11,38420,-37410,0
2000-03-24,6670,6310,517930,1.06,270360,13130,-283430
2000-03-27,6350,6450,458660,1.08,50490,-13500,-38990
2000-03-28,6310,6500,399100,1.09,-83870,102950,-19080
2000-03-29,6500,6210,285450,1.04,20610,-20000,-400
2000-03-30,6390,6290,366960,1.06,10580,-12180,1810
2000-03-31,6300,6300,246370,1.06,-7040,8720,-1750
2000-04-03,6590,6540,794530,1.1,11130,-14770,900
2000-04-04,6630,6500,416220,1.09,-180210,95220,-2770
2000-04-06,6480,6120,259790,1.03,14890,-5280,-9610
2000-04-07,6010,6100,249300,1.03,13400,-15860,2460
2000-04-10,6890,7010,1462360,1.18,223680,-209260,-2110
2000-04-11,7010,6850,1513400,1.15,-207840,164060,-70
2000-04-12,6510,6630,467350,1.11,-21600,23010,-1400
2000-04-14,6450,6630,382440,1.11,24220,-26100,1510
2000-04-17,5830,5990,620920,1.01,-187340,62950,13730
2000-04-18,6380,6170,483090,1.04,80480,-78450,40
2000-04-19,6180,6100,445380,1.03,96000,-85610,-8290
2000-04-20,6210,6550,698490,1.1,-44920,56140,-10160
2000-04-21,6700,7150,1199440,1.2,-468980,141700,-1780
2000-04-24,7090,6720,414370,1.13,32770,-31410,-60
2000-04-25,6650,6500,243390,1.09,-15530,14700,0
2000-04-26,6700,6100,397680,1.03,151110,-32050,350
2000-04-27,6050,6130,388370,1.03,-63950,40770,-3820
2000-04-28,6130,6190,241010,1.04,-9670,2170,7750
2000-05-02,6200,6220,281530,1.05,94580,-41500,-2510
2000-05-03,6300,6350,251340,1.07,26100,-20670,-5930
2000-05-04,6160,6230,240620,1.05,10340,-9910,-20
2000-05-08,6250,6220,327610,1.05,-76140,81980,-7920
2000-05-09,6220,6190,148890,1.04,10150,-9000,-1150
2000-05-10,6190,6200,278970,1.04,3970,11200,-15170
2000-05-12,6110,6100,200060,1.03,-13400,-28430,41830
2000-05-15,6010,5650,261200,0.95,54530,-58090,1560
2000-05-16,5700,5520,330110,0.93,140730,-3040,-96740
2000-05-17,5550,4800,620890,0.81,263440,-3880,-160660
2000-05-18,4320,4170,608060,0.7,215740,-70130,-145580
2000-05-19,4200,4170,1345050,0.7,614560,-613740,-157070
2000-05-22,3900,3810,493070,0.64,117510,-61390,-2220
2000-05-23,3610,3900,575130,0.66,34960,-1230,-53730
2000-05-24,3900,4485,1046870,0.75,104130,-67000,-43240
2000-05-25,4500,4910,1663590,0.83,-164520,174870,-1800
2000-05-26,4800,4190,1098710,0.7,388990,-343760,-35220
2000-05-29,3930,4500,910640,0.76,-17330,-1920,14250
2000-05-30,4700,4670,928930,0.79,22750,-27240,9490
2000-05-31,4800,4820,1535960,0.81,44150,-32770,-11380
2000-06-01,4760,4695,626080,0.79,-79630,4810,75090
2000-06-02,4780,4750,825220,0.8,5280,-37020,41140
2000-06-05,5460,5460,484830,0.92,-14770,-14230,29000
2000-06-07,6270,6270,135330,1.05,7600,-2910,-3370
2000-06-08,7210,7210,5516780,1.21,705930,-267930,-25350
2000-06-09,6940,7580,3997160,1.27,-99700,32870,52510
2000-06-12,7760,7650,2668840,1.29,287210,-111280,-172710
2000-06-13,6520,6510,1693740,1.09,-5920,14990,-10000
2000-06-14,6510,6690,4890710,1.12,53340,-8540,-4460
2000-06-15,6700,5690,1881970,0.96,-77300,-31590,50000
2000-06-16,5450,5300,1114060,0.89,-26880,27210,180
2000-06-19,5020,4920,1249060,0.83,3170,2870,200
2000-06-20,4950,5400,1401070,0.91,18670,-11330,-7340
2000-06-21,5210,5200,1988940,0.87,-120570,71550,34820
2000-06-22,5420,5250,918010,0.88,-135390,134390,0
2000-06-23,5150,5300,1011670,0.89,3450,5100,450
2000-06-26,5160,5200,566430,0.87,-19830,21590,240
2000-06-27,5210,5400,985890,0.91,-35040,27450,9130
2000-06-28,5600,5450,1893340,0.92,151150,-51480,4190
2000-06-29,5450,5280,574300,0.89,42670,-32850,-7180
2000-06-30,5280,5310,543360,0.89,-12520,10550,-1000
2000-07-03,5300,5430,624190,0.91,-51840,10040,38500
2000-07-04,5690,5500,1376340,0.92,-11840,43390,-38700
2000-07-05,5500,5750,754990,0.97,-48250,7850,40000
2000-07-06,5780,6160,2543290,1.04,-307710,295840,-170
2000-07-07,6400,7080,5318670,1.19,651140,-656970,-770
2000-07-10,7200,6900,5023860,1.16,-367180,323420,22460
2000-07-11,7060,7000,4755500,1.18,40150,-12200,-2140
2000-07-12,7000,6600,1575910,1.11,-174360,161060,-2850
2000-07-13,6400,6800,1228260,1.14,-259770,293410,-32960
2000-07-14,6700,6800,1566250,1.14,-173760,77110,95330
2000-07-18,6690,6180,1098670,1.04,-50650,-34510,91390
2000-07-19,6030,6590,1309570,1.11,-366360,146570,218070
2000-07-20,6410,6400,757620,1.08,-130080,46750,75220
2000-07-21,6500,6600,730230,1.11,-197860,200340,140
2000-07-24,6600,5800,575250,0.98,-45150,26100,18060
2000-07-25,5660,5860,854900,0.99,11440,-22200,9840
2000-07-26,5970,5900,625330,0.99,-90340,94300,0
2000-07-27,5900,5900,451770,0.99,-133940,134720,-450
2000-07-28,5900,5700,539640,0.96,-116690,36560,15750
2000-07-31,5550,5550,373030,0.93,-41170,27350,9680
2000-08-01,5620,5980,855930,1.01,-202570,45830,101690
2000-08-02,6000,6200,574510,1.04,-161680,164040,-3280
2000-08-03,6200,6100,404890,1.03,-62490,47080,-630
2000-08-04,6000,6110,390560,1.03,-89370,70600,19930
2000-08-07,5980,5800,321830,0.98,-105260,131260,0
2000-08-08,5700,5700,175470,0.96,-14830,1650,7570
2000-08-09,5970,5900,226620,0.99,-73420,65430,4360
2000-08-10,5920,6080,259140,1.02,-7120,1070,7370
2000-08-11,5900,6100,422110,1.03,-76510,56700,140
2000-08-14,6850,6310,494810,1.06,23190,-26400,1230
2000-08-16,6250,6200,230120,1.04,-37330,32590,3860
2000-08-17,6200,5970,262860,1,-4360,-5340,9000
2000-08-18,5970,6010,268180,1.01,-34450,-49800,85240
2000-08-21,5860,5990,147030,1.01,-47600,1030,46570
2000-08-22,6030,6260,353600,1.05,-82250,19390,59890
2000-08-23,6400,6380,729180,1.07,-16930,21800,-1570
2000-08-24,6450,6170,511550,1.04,3690,-14960,2330
2000-08-25,6150,6100,245320,1.03,-11580,10330,-70
2000-08-28,6000,6280,242670,1.06,-21010,10280,8420
2000-08-29,6350,6400,594780,1.08,35330,-25390,2490
2000-08-30,6450,6220,350300,1.05,22150,-26280,-280
2000-08-31,6200,6020,365690,1.01,59160,-58040,1960
2000-09-01,5910,6000,177360,1.01,-12880,7970,2270
2000-09-04,5950,5830,287710,0.98,65840,-66510,0
2000-09-05,5830,5890,184710,0.99,-11520,8170,380
2000-09-06,5820,5820,136640,0.98,-11380,5260,5460
2000-09-07,5700,5600,286350,0.94,33810,-29490,-4140
2000-09-08,5640,5500,269990,0.92,108470,-105480,-2760
2000-09-14,5420,5490,416800,0.92,135670,-69890,-49140
2000-09-15,5490,5330,446050,0.9,59380,-44830,-14930
2000-09-18,4980,4800,337770,0.81,-37030,26530,14450
2000-09-19,4510,4510,344090,0.76,106400,-109600,4010
2000-09-20,4730,4710,323400,0.74,21900,-38450,17240
2000-09-21,4690,4650,444940,0.73,18200,-9470,-9080
2000-09-22,4650,4400,348320,0.7,-34110,-58430,93340
2000-09-25,4450,4970,430550,0.79,-76100,9300,66800
2000-09-26,5010,4850,268660,0.77,-1630,-60,0
2000-09-27,4800,4890,274620,0.77,8880,-10880,2000
2000-09-28,4930,4780,204420,0.76,7740,-5720,-1690
2000-09-29,4750,4885,382010,0.77,10150,-15560,5740
2000-10-02,4745,4770,186790,0.75,-18540,18540,0
2000-10-04,4900,4910,303210,0.78,-26260,16750,9510
2000-10-05,4920,4860,311650,0.77,48240,-50860,1070
2000-10-06,4860,4860,460030,0.77,78410,-143620,65210
2000-10-09,4870,4785,382530,0.76,-11490,-12370,33860
2000-10-10,4800,4695,270530,0.74,44540,7520,-49600
2000-10-11,5350,4820,2088400,0.76,580800,-398790,-13240
2000-10-12,4700,4430,734400,0.7,16260,-9430,-6570
2000-10-13,4160,4110,629770,0.65,-29070,29110,-200
2000-10-16,4350,4250,574560,0.67,57800,-34390,-23250
2000-10-17,4010,3920,370110,0.62,-47150,47150,0
2000-10-18,3930,4180,931510,0.66,-156920,-84640,241560
2000-10-19,4200,4230,778040,0.67,-37970,-154430,192400
2000-10-20,4340,4245,544180,0.67,37430,-40450,2880
2000-10-23,4285,4150,335570,0.66,-59420,-20090,79650
2000-10-24,4050,4120,257350,0.65,-13860,18580,280
2000-10-25,4100,4120,263340,0.65,18220,-20630,2220
2000-10-26,3950,3980,233220,0.63,-28550,31050,-2500
2000-10-27,4000,3900,229810,0.62,-37140,32350,3460
2000-10-30,3900,3810,227750,0.6,28520,-25510,-1820
2000-10-31,3960,3980,893230,0.63,53620,-47590,-7180
2000-11-01,4050,4300,757140,0.68,-1260,5630,-3220
2000-11-02,4310,4550,2273420,0.72,-399470,-91620,-68620
2000-11-03,4560,4755,707120,0.75,-406510,-16390,67700
2000-11-06,4755,4995,414210,0.79,-119860,12970,-140
2000-11-07,4910,4700,344750,0.74,37810,-43510,730
2000-11-08,4700,4780,244670,0.76,-37810,-11150,50400
2000-11-09,4610,4650,181760,0.73,38800,-24080,-17670
2000-11-10,4605,4750,240090,0.75,-29050,14990,-400
2000-11-13,4850,4700,343880,0.74,-59800,-41020,-1270
2000-11-14,4820,4750,226640,0.75,-105240,-1060,0
2000-11-15,4750,4760,326230,0.75,-154580,28200,30210
2000-11-16,4770,4830,170700,0.76,-107950,2490,0
2000-11-17,4840,4800,181600,0.76,-62150,-38090,-140
2000-11-20,4750,4700,108930,0.74,-20680,-26760,-70
2000-11-21,4650,4600,156090,0.73,-57320,-16270,-900
2000-11-22,4575,4660,143990,0.74,-47650,7810,-3000
2000-11-23,4610,4705,200400,0.74,-93150,21340,-1490
2000-11-24,4880,4810,163540,0.76,-69250,16810,-1700
2000-11-27,4850,4850,402650,0.77,-15590,-6470,640
2000-11-28,4850,4850,159220,0.77,-58030,1910,0
2000-11-29,4760,4940,160610,0.78,-46110,-28430,1080
2000-11-30,4905,4920,149090,0.78,-45460,-11170,4370
2000-12-01,4820,4900,155170,0.77,-77250,37330,2950
2000-12-04,4810,4800,100380,0.76,-330,-8850,-930
2000-12-05,4750,4925,133900,0.78,-81430,27580,0
2000-12-06,5030,4890,161650,0.77,-49310,38680,9570
2000-12-07,4890,5100,355800,0.81,-123730,-18520,78150
2000-12-08,5150,5400,432960,0.85,-129980,127040,2400
2000-12-11,5500,5280,199890,0.83,-25710,32420,580
2000-12-12,5320,4960,288520,0.78,23340,-73110,10850
2000-12-13,4980,4970,285970,0.79,75320,-135670,17680
2000-12-14,4915,4900,357710,0.77,129660,-217670,32730
2000-12-15,4870,4730,428270,0.75,33440,-177480,-18930
2000-12-18,4650,4755,229240,0.75,10160,-81550,3530
2000-12-19,4790,4710,274780,0.74,-70810,-103550,-50
2000-12-20,4680,4500,351120,0.71,61750,-142490,-4750
2000-12-21,4300,4440,318880,0.7,83260,-132800,-340
2000-12-22,4460,4400,242960,0.7,-10180,-34320,5940
2000-12-26,4500,4750,224590,0.75,-25240,24250,5530
2001-01-02,4800,5040,530890,7.78,22980,-10330,-11120
2001-01-03,4950,4975,331710,7.68,17890,-25880,7990
2001-01-04,5600,5470,777910,8.44,-195420,143180,51740
2001-01-05,5470,6290,1426520,9.71,-424730,257440,95930
2001-01-08,6290,6500,912530,10.03,-251500,237370,10510
2001-01-09,6150,6330,455580,9.77,-165820,157650,3120
2001-01-10,6310,5770,653650,8.9,-22020,59070,4610
2001-01-11,5860,6100,414070,9.41,9820,16930,-25560
2001-01-12,6210,6350,1128880,9.8,-158500,37290,120700
2001-01-15,6150,6150,569430,9.49,27920,-24640,-2770
2001-01-16,6100,5970,557170,9.21,58650,-60580,-70
2001-01-17,6100,6040,412550,9.32,-46000,-52790,92450
2001-01-18,5950,6090,329560,9.4,-104840,3340,102890
2001-01-19,6220,6080,282050,9.38,-6050,11470,2730
2001-01-22,6200,6900,1426930,10.65,186060,-113560,500
2001-01-26,7250,6640,1528260,10.25,-23700,-38260,73630
2001-01-29,7000,7000,1029710,10.8,69800,-71800,0
2001-01-30,6990,6410,665600,9.89,12040,-9740,-70
2001-01-31,6270,6680,457300,10.31,-43080,-41920,87000
2001-02-01,6420,6600,353070,10.18,-150490,147910,2580
2001-02-02,6410,6400,203920,9.87,22980,-12980,0
2001-02-05,6120,5760,265780,8.89,25990,-24490,-1500
2001-02-06,5660,5890,230580,9.09,-10680,10630,0
2001-02-07,5900,5900,224390,9.1,-2380,5740,-2000
2001-02-08,5930,6090,281010,9.4,-114390,63680,75190
2001-02-09,6000,6150,275270,9.49,16250,20410,-35880
2001-02-12,6010,6100,167310,9.41,-20690,21130,-630
2001-02-13,6200,6170,140510,9.52,-15160,15020,40
2001-02-14,6300,6580,661500,10.15,-115730,109950,1600
2001-02-15,6500,6360,280490,9.81,-12520,7170,0
2001-02-16,6310,6210,230010,9.58,46930,13540,-60000
2001-02-19,6000,6100,173210,9.41,25940,-21600,-2740
2001-02-20,6100,6320,287540,9.75,2630,-2090,-1400
2001-02-21,6250,6150,166040,9.49,-15240,14600,0
2001-02-22,6080,5940,223470,9.17,32060,7690,-38750
2001-02-23,6000,5940,217860,9.17,19680,17600,-38000
2001-02-26,6000,6100,131900,9.41,-11540,6280,5180
2001-02-27,6160,6010,177310,9.27,-26980,19420,4400
2001-02-28,5810,5910,108480,9.12,1180,11110,-12290
2001-03-02,5940,5740,244900,8.86,-43930,44610,1080
2001-03-05,5530,5700,112270,8.79,-22900,20430,70
2001-03-06,5750,5900,170330,9.1,-45980,51850,0
2001-03-07,5720,5930,145070,9.15,-57130,61160,-2940
2001-03-08,5930,6010,131280,9.27,24170,2390,-30530
2001-03-09,6010,5860,96880,9.04,21660,-4900,-11350
2001-03-12,5700,5800,157590,8.95,-86310,90340,-3600
2001-03-13,5550,5400,157250,8.33,19150,-18250,-900
2001-03-14,5550,5520,179450,8.52,68270,-68270,0
2001-03-15,5120,5360,176740,8.27,-15310,12730,220
2001-03-16,5430,5450,130890,8.41,7360,-6480,-450
2001-03-19,5500,5550,184090,8.56,-124060,121420,-100
2001-03-20,5600,5510,57620,8.5,-13010,12200,310
2001-03-21,5380,5600,91040,8.64,-28500,22980,2110
2001-03-22,5500,5450,51090,8.41,12220,-13220,1000
2001-03-23,5540,5500,66610,8.49,-37930,31870,6200
2001-03-26,5600,5780,208740,8.92,-2610,4040,-230
2001-03-27,5650,5550,118910,8.56,13590,-14590,-1060
2001-03-28,5640,5500,94050,8.49,-15230,14870,0
2001-03-29,5500,5500,70130,8.49,-15750,18070,0
2001-03-30,5450,5470,62880,8.44,-8960,-790,7720
2001-04-02,5500,5360,47750,8.27,-20,20,0
2001-04-03,5300,5360,66160,8.27,-35090,34790,0
2001-04-04,5360,5390,132450,8.32,-20990,19950,0
2001-04-06,5620,5290,203400,8.16,84930,-96340,17550
2001-04-09,5290,5180,158340,7.99,61860,-69610,8220
2001-04-10,5180,5050,137750,7.79,23770,-22910,0
2001-04-11,5090,5060,182390,7.81,58190,-52700,0
2001-04-12,5100,5100,183890,7.87,67320,-60060,-5440
2001-04-13,5170,5290,197940,8.16,36100,-49380,-2600
2001-04-16,5400,5310,301290,8.19,-53580,-13100,35000
2001-04-17,5400,5500,236450,8.49,-5520,-11380,40000
2001-04-18,5650,5690,234010,8.78,-76740,75070,-1420
2001-04-19,6000,5920,474530,9.13,-88140,98990,0
2001-04-20,6000,6200,971040,9.57,-353880,352180,0
2001-04-23,6320,6250,374380,9.64,-96890,112400,-18940
2001-04-24,6200,6120,220870,9.44,-35240,40310,-5360
2001-04-25,6010,6220,176960,9.6,-33120,60940,-13010
2001-04-26,6250,6180,270410,9.54,18350,55260,-77290
2001-04-27,6100,6300,192690,9.72,-104660,52300,3550
2001-04-30,6420,6700,504180,10.34,-88460,132250,-45520
2001-05-02,7000,6630,380710,10.23,45260,7650,-48500
2001-05-03,6550,6590,366040,10.17,14390,12850,-23320
2001-05-04,6590,6850,517400,10.57,-121550,113780,6380
2001-05-07,6910,7030,382780,10.85,-94490,92050,870
2001-05-08,6950,7250,604890,11.19,-266140,-11390,267740
2001-05-09,7160,7080,316580,10.92,-80760,83200,0
2001-05-10,7080,7130,166160,11,-23460,33060,-4950
2001-05-11,7130,7010,238490,10.82,19330,-16280,-200
2001-05-14,7050,6900,248570,10.65,17320,-41870,25000
2001-05-15,7000,7150,269700,11.03,-18100,17760,0
2001-05-16,7000,7050,342980,10.88,120500,-5910,-500
2001-05-17,7480,7310,286520,11.28,-47760,27400,14000
2001-05-18,7310,8130,1212470,12.54,-380420,153710,213050
2001-05-21,8330,8800,1025160,13.58,121820,-60190,21330
2001-05-22,9500,9250,1935330,14.27,-521730,-172730,843260
2001-05-23,9650,9130,846110,14.09,131310,-81830,-21200
2001-05-24,9000,9250,858850,14.27,24290,-24320,-6950
2001-05-25,9400,8800,683080,13.58,83590,-36160,-53450
2001-05-28,8690.0,9030.0,587550.0,13.93,-137310,133580,-100
2001-05-29,8610.0,9550.0,672700.0,14.74,-193400,157980,42770
2001-05-30,9450.0,9420.0,342520.0,14.53,-47580,32850,21110
2001-05-31,9150.0,9110.0,333000.0,14.06,33990,-84280,47860
2001-06-01,9130.0,9020.0,322790.0,13.92,41040,-77350,-11650
2001-06-04,9050.0,9100.0,162080.0,14.04,-21690,-14470,37090
2001-06-05,9030.0,8960.0,172520.0,13.82,-87760,80230,4360
2001-06-07,9000.0,9100.0,337610.0,14.04,-146560,10880,97900
2001-06-08,9200.0,9250.0,227840.0,14.27,-71580,71240,-1000
2001-06-11,9370.0,9120.0,271870.0,14.07,88530,-75630,0
2001-06-12,9020.0,8990.0,197220.0,13.87,16610,-12830,-2400
2001-06-13,8900.0,9040.0,148510.0,13.95,7850,2770,-10820
2001-06-14,9030.0,9210.0,387490.0,14.21,4560,-65080,67160
2001-06-15,9080.0,9180.0,249830.0,14.16,-5080,16890,-980
2001-06-18,9450.0,9180.0,315830.0,14.16,53620,-31460,-20160
2001-06-19,9200.0,9500.0,1488860.0,14.66,59390,-115920,111160
2001-06-20,9500.0,9550.0,394880.0,14.74,-25500,-31510,53680
2001-06-21,9800.0,9720.0,330940.0,15.0,-117500,96150,26580
2001-06-22,9800.0,10450.0,1006890.0,16.12,-153060,196050,33370
2001-06-25,10300.0,10600.0,617000.0,16.36,58020,45740,-74430
2001-06-26,10300.0,10350.0,521470.0,15.97,-62790,124150,100
2001-06-27,10400.0,10500.0,399640.0,16.2,-41770,18780,10610
2001-06-28,10500.0,9910.0,256100.0,15.29,8740,-39330,30200
2001-06-29,10500.0,10300.0,406810.0,15.89,110780,-122750,10340
2001-07-02,10300.0,9980.0,273110.0,15.4,63470,-58230,-390
2001-07-03,9900.0,9440.0,599200.0,14.57,88940,77100,-165000
2001-07-04,9310.0,9090.0,803360.0,14.03,88260,199860,-301350
2001-07-05,9110.0,9300.0,377250.0,14.35,-53780,46160,0
2001-07-06,9100.0,9650.0,964170.0,14.89,-98330,128030,-74000
2001-07-09,9760.0,9830.0,587590.0,15.17,-170200,164650,2800
2001-07-10,9950.0,9700.0,337380.0,14.97,-16630,6120,3820
2001-07-11,9210.0,9560.0,814810.0,14.75,69530,-21770,-16300
2001-07-12,9600.0,9410.0,584200.0,14.52,167710,22370,-181560
2001-07-13,9510.0,8700.0,656740.0,13.42,223190,-221870,400
2001-07-16,8700.0,8300.0,704060.0,12.81,171010,44160,-211720
2001-07-18,8300.0,8150.0,645130.0,12.58,2250,197080,-198870
2001-07-19,8050.0,7900.0,580400.0,12.19,-144430,214210,-64680
2001-07-20,7900.0,7880.0,325630.0,12.16,-38180,89820,-47810
2001-07-23,7700.0,7450.0,386830.0,11.49,-75510,95290,-20470
2001-07-24,7310.0,7950.0,801440.0,12.27,1690,-58330,46260
2001-07-25,7900.0,8200.0,741730.0,12.65,-173790,21610,198400
2001-07-26,8290.0,8160.0,267750.0,12.59,85100,-71050,-12240
2001-07-27,8700.0,8300.0,580570.0,12.81,18680,-76460,58190
2001-07-30,8170.0,8160.0,226310.0,12.59,-40900,-34470,77600
2001-07-31,8060.0,8800.0,649530.0,13.58,-107440,-170090,276660
2001-08-01,8910.0,9790.0,680190.0,15.11,-225870,-87000,316920
2001-08-02,9750.0,9800.0,736100.0,15.12,-173170,-56950,92200
2001-08-03,9800.0,9760.0,659450.0,15.06,-24790,79640,-16340
2001-08-06,9660.0,9680.0,442650.0,14.94,62640,39450,-105320
2001-08-07,9700.0,9680.0,633560.0,14.94,-59170,132650,-74390
2001-08-08,9720.0,10000.0,612940.0,15.43,-139440,20320,128220
2001-08-09,9750.0,9740.0,501560.0,15.03,-112310,212210,-94920
2001-08-10,9900.0,9740.0,185630.0,15.03,-32650,76380,-45610
2001-08-13,9740.0,10200.0,626470.0,15.74,126370,-136850,-750
2001-08-14,10200.0,10200.0,1094160.0,15.74,-113960,161570,75100
2001-08-16,10200.0,10800.0,1775630.0,16.66,-81970,-213390,311650
2001-08-17,10850.0,10150.0,949240.0,15.66,252500,-234780,41080
2001-08-20,10000.0,9800.0,416710.0,15.12,-46700,-11470,78400
2001-08-21,10000.0,10050.0,376570.0,15.51,-45530,36780,39120
2001-08-22,9900.0,10300.0,602200.0,15.89,-146150,-51210,194540
2001-08-23,10300.0,10000.0,294810.0,15.43,18690,-62380,3970
2001-08-24,10000.0,9960.0,305860.0,15.37,-15260,12340,-18110
2001-08-27,10050.0,10200.0,675120.0,15.74,-23410,79020,-61850
2001-08-28,10100.0,9890.0,280520.0,15.26,109990,-3680,-104250
2001-08-29,9590.0,9350.0,353460.0,14.43,-7090,1400,0
2001-08-30,9090.0,9530.0,564320.0,14.7,43640,-40990,0
2001-08-31,9100.0,8810.0,396240.0,13.59,23670,-68570,43000
2001-09-03,8830.0,8900.0,208670.0,13.73,-47810,22140,17560
2001-09-04,9000.0,9300.0,223640.0,14.35,-10740,-41110,50390
2001-09-05,9300.0,9500.0,368290.0,14.66,-11290,-83740,98480
2001-09-06,9600.0,9500.0,330840.0,14.66,42900,90550,-132710
2001-09-07,9320.0,9470.0,825190.0,14.61,175990,112160,-287200
2001-09-10,9420.0,9250.0,233280.0,14.27,26370,-22160,-190
2001-09-11,9160.0,9050.0,230030.0,13.96,-69380,74680,-5000
2001-09-12,7700.0,8090.0,1004900.0,12.48,-336840,60000,222260
2001-09-13,8500.0,9100.0,615770.0,14.04,-37240,25970,28570
2001-09-14,9190.0,9240.0,576000.0,14.26,-257280,215880,36990
2001-09-17,9240.0,9260.0,445930.0,14.29,-203630,126610,71090
2001-09-18,9480.0,9630.0,923470.0,14.86,144600,-179590,35210
2001-09-19,9600.0,9900.0,967100.0,15.28,-202550,9530,195920
2001-09-20,9800.0,10150.0,585650.0,15.66,-339980,62440,270610
2001-09-21,9950.0,9990.0,281830.0,15.41,-103890,125870,-25680
2001-09-24,10000.0,9850.0,242240.0,15.2,-39030,86480,-57210
2001-09-25,10100.0,9800.0,290440.0,15.12,-74720,56950,10490
2001-09-26,9990.0,9820.0,118450.0,15.15,-52760,41920,1640
2001-09-27,9830.0,9910.0,108470.0,15.29,-37600,22190,7790
2001-09-28,9920.0,10250.0,318370.0,15.82,-120970,-57960,165330
2001-10-04,10450.0,10150.0,523180.0,15.66,137440,-81150,-57210
2001-10-05,10000.0,9900.0,391680.0,15.28,70070,81490,-151370
2001-10-08,9950.0,9820.0,234190.0,15.15,-6450,43750,-37650
2001-10-09,9820.0,9920.0,444300.0,15.31,17740,-107130,90140
2001-10-10,9890.0,9710.0,191840.0,14.98,8480,-18340,11040
2001-10-11,9850.0,9720.0,374070.0,15.0,147750,-145560,0
2001-10-12,9870.0,10050.0,436370.0,15.51,-93510,-70980,133820
2001-10-15,10000.0,10050.0,221300.0,15.51,-42860,25520,18630
2001-10-16,10150.0,10700.0,743940.0,16.51,-185340,-86400,261990
2001-10-17,10750.0,11400.0,1527480.0,17.59,-75520,-172400,383200
2001-10-18,11000.0,11500.0,615320.0,17.74,-97850,-154420,219410
2001-10-19,11700.0,11250.0,357890.0,17.36,-72520,42820,27310
