Symbol,대림산업_시가(원),대림산업_종가(원),대림산업_거래량(주),대림산업_PER(IFRS-연결),대림산업_순매수수량(개인)(주),대림산업_순매수수량(기관계)(주),대림산업_순매수수량(외국인계)(주)
2013-10-16,106000.0,105000.0,201713.0,10.36,-4931,-12996,18167
2013-10-17,106500.0,106500.0,354262.0,10.51,-42060,60643,-19520
2013-10-18,105000.0,105000.0,339622.0,10.36,-10263,75131,-64926
2013-10-21,103500.0,106500.0,202169.0,10.51,-1660,-12458,16830
2013-10-22,106500.0,108500.0,201896.0,10.71,-29614,-39768,72219
2013-10-23,107000.0,100500.0,506511.0,9.92,165584,-128889,-36565
2013-10-24,100500.0,100500.0,378733.0,9.92,34812,-9965,-22053
2013-10-25,101000.0,98400.0,297209.0,9.71,21092,-49465,41203
2013-10-28,98400.0,99200.0,173746.0,9.79,-3888,-15603,15711
2013-10-29,99400.0,102500.0,186097.0,10.12,-65017,41877,23965
2013-10-30,103500.0,102000.0,139750.0,10.07,-11949,27049,-15071
2013-10-31,101000.0,98400.0,226681.0,9.71,28668,-50425,26289
2013-11-01,98700.0,98900.0,88876.0,9.76,-1664,-26634,28438
2013-11-04,99000.0,97200.0,121287.0,9.59,32720,-15273,-18166
2013-11-05,97000.0,97700.0,59922.0,9.64,-1229,-13847,15583
2013-11-06,97000.0,97700.0,87842.0,9.64,19318,-33127,15118
2013-11-07,97300.0,97500.0,90647.0,9.62,3668,-691,-3223
2013-11-08,97100.0,96700.0,139005.0,9.54,-18752,10235,8983
2013-11-11,97600.0,94400.0,143618.0,9.32,18925,-47564,28586
2013-11-12,94400.0,94600.0,147269.0,9.34,12042,-39175,30543
2013-11-13,94600.0,94200.0,111698.0,9.3,-1421,-27829,28766
2013-11-14,94200.0,93000.0,97532.0,9.18,32843,-30224,-2960
2013-11-15,93700.0,97100.0,184939.0,9.58,-31127,16217,13957
2013-11-18,97300.0,96000.0,114199.0,9.47,33982,-34018,14
2013-11-19,96400.0,97900.0,205098.0,9.66,-37483,27884,10612
2013-11-20,98000.0,94600.0,236248.0,9.34,84307,-57509,-26412
2013-11-21,94600.0,93000.0,380231.0,9.18,59700,-69127,23579
2013-11-22,94000.0,93700.0,104185.0,9.25,-17899,10386,7534
2013-11-25,97500.0,94600.0,371929.0,9.34,40675,-37199,-5563
2013-11-26,94800.0,95100.0,220299.0,9.39,10951,12902,-23655
2013-11-27,96200.0,98300.0,300513.0,9.7,-84093,84613,-396
2013-11-28,98900.0,98700.0,253699.0,9.74,-43126,32400,8800
2013-11-29,98500.0,100500.0,223413.0,9.92,-45523,52716,-8095
2013-12-02,100500.0,97600.0,178998.0,9.63,58105,-40788,-17351
2013-12-03,97700.0,99000.0,275803.0,9.77,-75843,108230,-34976
2013-12-04,98400.0,95800.0,307012.0,9.45,137122,-79746,-61083
2013-12-05,95800.0,95000.0,134532.0,9.38,26172,15403,-41877
2013-12-06,94600.0,94700.0,169001.0,9.35,27404,15143,-42774
2013-12-09,95500.0,94800.0,130457.0,9.36,17047,-8674,-9755
2013-12-10,94900.0,93200.0,147810.0,9.2,8524,12747,-21791
2013-12-11,94700.0,93300.0,129280.0,9.21,-9786,11240,-1379
2013-12-12,92900.0,91000.0,224871.0,8.98,90771,-31224,-58076
2013-12-13,91100.0,90700.0,227955.0,8.95,27774,-10191,-17050
2013-12-16,90200.0,89400.0,148295.0,8.82,8880,-11062,4697
2013-12-17,90000.0,91000.0,160109.0,8.98,-14139,-5470,20984
2013-12-18,90600.0,91000.0,237589.0,8.98,40464,-44188,2902
2013-12-19,93200.0,91200.0,117520.0,9.0,-25820,518,25245
2013-12-20,91800.0,91200.0,119057.0,9.0,-9735,-6342,16869
2013-12-23,91800.0,91300.0,139270.0,9.01,28836,-27910,-914
2013-12-24,91300.0,91300.0,160209.0,9.01,27463,-53687,26677
2013-12-26,91700.0,91300.0,110227.0,9.01,-20388,12532,7870
2013-12-27,91500.0,92900.0,121185.0,9.17,-22087,30692,-8337
2013-12-30,92900.0,94100.0,120697.0,9.29,-11298,20719,-9821
2014-01-02,95900.0,92600.0,169874.0,,-12956,45886,-32217
2014-01-03,92700.0,89500.0,373871.0,,142292,-63533,-78683
2014-01-06,89000.0,81500.0,1260679.0,,505244,-548681,47705
2014-01-07,81500.0,81200.0,889360.0,,276488,-278208,-5839
2014-01-08,81900.0,81200.0,580198.0,,120089,-90502,-29629
2014-01-09,80700.0,82000.0,588515.0,,-16214,26266,-30140
2014-01-10,81900.0,83400.0,456698.0,,-55099,100133,-42140
2014-01-13,82800.0,84500.0,403823.0,,-49616,56048,5402
2014-01-14,84100.0,83500.0,258791.0,,60756,-34791,-26845
2014-01-15,83700.0,82800.0,259173.0,,67278,-53728,-19175
2014-01-16,82800.0,83900.0,243325.0,,-44231,53772,-11880
2014-01-17,83500.0,82900.0,222887.0,,-8867,104907,-106907
2014-01-20,82400.0,83200.0,191635.0,,36803,4361,-40205
2014-01-21,82100.0,83100.0,359766.0,,36671,15808,-59690
2014-01-22,82900.0,80500.0,971374.0,,268562,118856,-391118
2014-01-23,80700.0,84200.0,1138845.0,,-292594,470061,-183305
2014-01-24,81500.0,81400.0,1022167.0,,196837,29097,-235794
2014-01-27,78200.0,80500.0,625779.0,,94164,264695,-361988
2014-01-28,79900.0,78100.0,687614.0,,166084,223236,-395268
2014-01-29,78900.0,82800.0,1031426.0,,-210090,291663,-116159
2014-02-03,81700.0,82600.0,389361.0,,-17182,119233,-96941
2014-02-04,81200.0,81100.0,502970.0,,67149,169975,-242211
2014-02-05,81400.0,86000.0,843010.0,,-319518,475815,-169010
2014-02-06,85800.0,85900.0,357049.0,,-22315,134568,-115208
2014-02-07,86500.0,87100.0,386235.0,,-41200,30388,15111
2014-02-10,87000.0,87400.0,185736.0,,-42420,85092,-41904
2014-02-11,86900.0,86000.0,204651.0,,24109,43486,-67332
2014-02-12,86500.0,85500.0,370063.0,,38399,43184,-82320
2014-02-13,85100.0,85600.0,180896.0,,-21709,53532,-32799
2014-02-14,85600.0,87000.0,226931.0,,-45917,107725,-60546
2014-02-17,88200.0,90800.0,519467.0,,-179437,163240,16987
2014-02-18,91100.0,91300.0,242519.0,,-46459,80908,-33797
2014-02-19,90500.0,90800.0,221989.0,,-11812,78498,-67611
2014-02-20,90700.0,92600.0,487363.0,,-80179,106756,-23743
2014-02-21,92900.0,92000.0,195336.0,,14117,6606,-18717
2014-02-24,91600.0,92200.0,115616.0,,-12883,15136,-925
2014-02-25,92500.0,91900.0,247426.0,,-3929,39195,-24823
2014-02-26,91500.0,89000.0,371438.0,,138235,-35890,-99048
2014-02-27,89000.0,90000.0,210745.0,,-21613,14800,4712
2014-02-28,89400.0,88100.0,397411.0,,58736,-100170,44101
2014-03-03,87700.0,88400.0,178401.0,,-16579,44722,-30718
2014-03-04,88000.0,88200.0,210695.0,,33129,-18923,-14039
2014-03-05,89300.0,90600.0,275276.0,,-33954,49671,-21629
2014-03-06,90600.0,90400.0,152112.0,,11410,33201,-43517
2014-03-07,90800.0,89000.0,192789.0,,24230,4730,-30144
2014-03-10,88900.0,86700.0,287305.0,,72251,-80175,9982
2014-03-11,86800.0,86800.0,201697.0,,67336,-65380,-823
2014-03-12,86800.0,83000.0,629923.0,,207269,-167461,-13638
2014-03-13,83500.0,84000.0,295135.0,,4799,41620,-40838
2014-03-14,82700.0,82800.0,275052.0,,57292,-40011,-18351
2014-03-17,82100.0,83500.0,91345.0,,-6479,24625,-18939
2014-03-18,84700.0,83600.0,110778.0,,18507,6358,-24310
2014-03-19,84000.0,82400.0,187096.0,,40643,-29278,-11307
2014-03-20,82300.0,81500.0,167962.0,,16904,-42710,26720
2014-03-21,82000.0,80600.0,378692.0,,112110,-70669,-19309
2014-03-24,81100.0,82200.0,246143.0,,-17263,598,15721
2014-03-25,81900.0,85500.0,330359.0,,-124742,111702,6127
2014-03-26,85800.0,84900.0,276299.0,,49561,6714,-55950
2014-03-27,84800.0,85000.0,169295.0,,-3000,25971,-31593
2014-03-28,85100.0,87200.0,274037.0,,-60509,51413,12231
2014-03-31,87100.0,86700.0,174216.0,,-26059,2937,26350
2014-04-01,86700.0,86200.0,188936.0,,42051,2387,-47304
2014-04-02,86500.0,87100.0,210668.0,,-50721,65893,-15651
2014-04-03,87100.0,86100.0,133678.0,,6064,456,-6694
2014-04-04,86200.0,85000.0,245568.0,,60252,-78675,8116
2014-04-07,84500.0,84000.0,189344.0,,36578,-58540,20304
2014-04-08,83400.0,84400.0,145171.0,,34646,-30393,-618
2014-04-09,84600.0,86600.0,226157.0,,-52848,50769,824
2014-04-10,87000.0,86700.0,286347.0,,-72892,86672,-15798
2014-04-11,85400.0,85300.0,319896.0,,101294,-90942,-17226
2014-04-14,84800.0,84500.0,130702.0,,42196,-40595,-7155
2014-04-15,84800.0,84700.0,166013.0,,-35550,30213,2559
2014-04-16,84800.0,83700.0,225290.0,,100201,-105601,8543
2014-04-17,84200.0,82900.0,189831.0,,48687,-23048,-38989
2014-04-18,83300.0,83400.0,185261.0,,28237,-15562,-14004
2014-04-21,83600.0,83400.0,132355.0,,6505,2709,-9514
2014-04-22,83000.0,84200.0,141249.0,,-7926,41954,-33143
2014-04-23,83900.0,83200.0,246385.0,,68004,-47845,-23857
2014-04-24,82600.0,82100.0,302291.0,,112185,-57289,-58629
2014-04-25,81800.0,82100.0,261890.0,,-34377,47074,-11963
2014-04-28,81800.0,82300.0,135741.0,,24725,31722,-57166
2014-04-29,82600.0,84000.0,218032.0,,-83665,36696,46539
2014-04-30,84000.0,84100.0,344397.0,,-56962,87132,-29928
2014-05-02,83500.0,83700.0,198553.0,,6666,32952,-39211
2014-05-07,83300.0,80700.0,199691.0,,98603,-42412,-55792
2014-05-08,80300.0,80300.0,284140.0,,91246,-51445,-29156
2014-05-09,80400.0,79400.0,295152.0,,93116,-55960,-34852
2014-05-12,79300.0,78000.0,362672.0,,45136,-55716,11571
2014-05-13,78600.0,80600.0,336580.0,,-36541,-34167,84677
2014-05-14,80600.0,80500.0,251243.0,,10384,23691,-34841
2014-05-15,80200.0,83500.0,368212.0,,-190479,181076,7805
2014-05-16,83000.0,84000.0,194893.0,,-34206,356,33189
2014-05-19,83800.0,82700.0,258757.0,,-45666,-8692,54154
2014-05-20,83100.0,82400.0,194158.0,,15463,-12713,-2905
2014-05-21,81500.0,81000.0,193603.0,,56275,-44074,-10675
2014-05-22,81200.0,82700.0,221932.0,,-83473,76833,8262
2014-05-23,82600.0,82500.0,186203.0,,-38974,86818,-48586
2014-05-26,82500.0,83400.0,173249.0,,-65209,69539,-5207
2014-05-27,84000.0,82400.0,159600.0,,18227,12031,-29913
2014-05-28,81800.0,83900.0,172408.0,,-34619,37232,-11392
2014-05-29,83400.0,82500.0,136283.0,,30121,249,-30702
2014-05-30,82500.0,80600.0,210726.0,,53193,-27580,-25088
2014-06-02,80800.0,81500.0,109610.0,,-26797,60520,-33907
2014-06-03,81300.0,80900.0,154202.0,,22010,-22894,-1116
2014-06-05,80500.0,79000.0,187040.0,,88348,-37255,-51191
2014-06-09,79900.0,82000.0,257443.0,,-88149,109196,-20307
2014-06-10,82200.0,82500.0,163628.0,,-12663,47186,-26293
2014-06-11,82100.0,82900.0,129688.0,,-21963,30465,-8702
2014-06-12,82500.0,81600.0,148531.0,,64328,-50241,-12157
2014-06-13,80900.0,79600.0,259746.0,,97697,-60162,-35502
2014-06-16,79300.0,81300.0,178750.0,,-54782,52528,-9886
2014-06-17,81300.0,80500.0,152732.0,,35808,-22949,-11683
2014-06-18,80100.0,79800.0,118711.0,,53392,-46090,-7166
2014-06-19,80500.0,80300.0,108346.0,,-2158,-4293,8288
2014-06-20,79700.0,79600.0,145844.0,,-2965,17165,-11891
2014-06-23,79700.0,81800.0,223680.0,,-98312,65579,32719
2014-06-24,80900.0,81600.0,127349.0,,2973,3448,-8591
2014-06-25,81300.0,80400.0,91902.0,,14304,-22306,7786
2014-06-26,80200.0,81400.0,123379.0,,-15213,2123,12907
2014-06-27,81400.0,83400.0,331760.0,,-147788,138467,7178
2014-06-30,83800.0,84300.0,206472.0,,-81684,71432,-4898
2014-07-01,84800.0,86800.0,338100.0,,-169922,172125,-5572
2014-07-02,86800.0,86300.0,173000.0,,-38974,58880,-18572
2014-07-03,86200.0,88100.0,460563.0,,-216532,200277,6637
2014-07-04,88900.0,87600.0,207825.0,,-48682,39670,8316
2014-07-07,88300.0,88900.0,177408.0,,-13558,27140,-6359
2014-07-08,89000.0,87000.0,412438.0,,-157569,43936,-55193
2014-07-09,86600.0,87600.0,290513.0,,-17182,69480,-53287
2014-07-10,88500.0,87500.0,166480.0,,-12470,9974,1321
2014-07-11,86000.0,88500.0,256776.0,,-80708,81430,-1358
2014-07-14,88700.0,90200.0,334354.0,,-38967,39506,20
2014-07-15,90200.0,87900.0,237757.0,,56840,3607,-60608
2014-07-16,87500.0,85500.0,444250.0,,197100,-174838,-24844
2014-07-17,85500.0,84100.0,497499.0,,134188,-155508,5311
2014-07-18,83700.0,82900.0,315739.0,,121612,-171821,50695
2014-07-21,83700.0,83300.0,257771.0,,27294,-52523,24302
2014-07-22,83000.0,85000.0,302810.0,,58613,-131091,74880
2014-07-23,85000.0,86200.0,397488.0,,-94661,106485,-4306
2014-07-24,86200.0,84000.0,376468.0,,40811,-78583,36198
2014-07-25,84600.0,87700.0,425856.0,,-149344,113499,36013
2014-07-28,87000.0,91500.0,558752.0,,-275285,210006,49423
2014-07-29,92000.0,90700.0,373309.0,,-60696,9738,50325
2014-07-30,91700.0,89500.0,275051.0,,27605,-21098,-7053
2014-07-31,90200.0,93000.0,377302.0,,-135863,61483,71162
2014-08-01,92000.0,93400.0,256762.0,,-50989,35959,13734
2014-08-04,94000.0,93900.0,233611.0,,-37049,-3419,46572
2014-08-05,93900.0,90200.0,213487.0,,46567,-47165,3099
2014-08-06,90100.0,89500.0,174162.0,,35105,-29639,-5366
2014-08-07,89800.0,90700.0,205770.0,,-16166,-26925,43186
2014-08-08,90800.0,89100.0,190130.0,,23661,-36964,10889
2014-08-11,89700.0,89000.0,146610.0,,36914,-23615,-13765
2014-08-12,89400.0,89800.0,108337.0,,-17798,8950,7768
2014-08-13,89800.0,90900.0,167069.0,,13502,-24842,12896
2014-08-14,90700.0,89300.0,226692.0,,54023,-99127,44836
2014-08-18,89600.0,88300.0,120796.0,,3261,-13031,12175
2014-08-19,88800.0,88900.0,160213.0,,14016,-14323,597
2014-08-20,89100.0,85400.0,397379.0,,138011,-147812,12629
2014-08-21,85600.0,85300.0,175693.0,,-27399,-23153,57397
2014-08-22,85200.0,85000.0,148342.0,,28243,-56889,28320
2014-08-25,84200.0,87100.0,153402.0,,-57478,11171,47458
2014-08-26,87400.0,87600.0,202808.0,,-15120,-10921,25489
2014-08-27,88000.0,88500.0,130040.0,,-31420,1103,30284
2014-08-28,88500.0,86700.0,139413.0,,12947,-24461,13359
2014-08-29,86500.0,87400.0,104625.0,,7241,-26542,21391
2014-09-01,87600.0,88200.0,86515.0,,11079,-31400,20265
2014-09-02,89000.0,88300.0,176755.0,,407,-30232,27997
2014-09-03,88200.0,87000.0,152053.0,,20120,-64211,43764
2014-09-04,87700.0,88900.0,149688.0,,-36322,-2043,37066
2014-09-05,88600.0,88600.0,121538.0,,-3270,-9844,13250
2014-09-11,88200.0,88200.0,139978.0,,-25708,5192,18301
2014-09-12,88300.0,88000.0,73957.0,,5152,-8316,2967
2014-09-15,87600.0,85800.0,190141.0,,18212,-43649,26094
2014-09-16,85800.0,86200.0,109570.0,,-496,-15091,16150
2014-09-17,86600.0,86700.0,96168.0,,-13843,294,15234
2014-09-18,86000.0,87300.0,106096.0,,-22048,858,20534
2014-09-19,88100.0,88300.0,145038.0,,-14865,16872,88
2014-09-22,88500.0,87800.0,128930.0,,-20413,47646,-26012
2014-09-23,87100.0,85000.0,180525.0,,52317,-29165,-19149
2014-09-24,84700.0,83100.0,266112.0,,101864,-119627,25163
2014-09-25,83700.0,81200.0,301782.0,,91366,-105838,17289
2014-09-26,80700.0,80000.0,366966.0,,194268,-189674,-946
2014-09-29,80100.0,76600.0,484238.0,,149637,-143631,-576
2014-09-30,76900.0,75500.0,419060.0,,100739,-171495,71684
2014-10-01,75000.0,74400.0,280000.0,,13253,-2440,-12170
2014-10-02,73900.0,71300.0,504372.0,,238370,-216449,-11904
2014-10-06,72000.0,72700.0,346726.0,,26516,-37336,11257
2014-10-07,72900.0,69900.0,331379.0,,119028,-104396,-8116
2014-10-08,68500.0,67800.0,432617.0,,128236,-183344,62039
2014-10-10,67900.0,66500.0,426782.0,,59186,-51521,-9108
2014-10-13,66300.0,67300.0,306147.0,,11294,34264,-38582
2014-10-14,67700.0,69400.0,385028.0,,-34516,146020,-110855
2014-10-15,70000.0,67400.0,371935.0,,96598,22423,-120434
2014-10-16,66900.0,68000.0,215550.0,,-5520,17014,-11220
2014-10-17,68600.0,68200.0,203043.0,,11679,35489,-46989
2014-10-20,69600.0,69600.0,329303.0,,-21077,-12651,33072
2014-10-21,69200.0,65100.0,526408.0,,166588,-217217,47202
2014-10-22,66500.0,66000.0,223166.0,,-13778,-56735,72432
2014-10-23,65600.0,65600.0,287655.0,,-8140,-31355,39342
2014-10-24,62800.0,69400.0,1035571.0,,-204598,106780,71176
2014-10-27,68500.0,70200.0,478119.0,,-32509,173328,-147248
2014-10-28,70400.0,68500.0,258467.0,,56180,19180,-78416
2014-10-29,69300.0,72500.0,516169.0,,-174080,156693,15976
2014-10-30,72500.0,70800.0,233579.0,,25385,37098,-54163
2014-10-31,71200.0,70900.0,195266.0,,7620,-51913,43558
2014-11-03,70500.0,71700.0,219261.0,,-49118,26839,22299
2014-11-04,71100.0,69700.0,340735.0,,-4988,-4020,9194
2014-11-05,68500.0,68800.0,217224.0,,-11760,3847,7582
2014-11-06,69200.0,72800.0,411331.0,,-110934,95465,6222
2014-11-07,72500.0,71600.0,206277.0,,-10009,56376,-43187
2014-11-10,72300.0,73800.0,278923.0,,-74390,117968,-42125
2014-11-11,73800.0,73600.0,161619.0,,-19130,65583,-47269
2014-11-12,73000.0,73300.0,247180.0,,46335,-25947,-27835
2014-11-13,73000.0,72900.0,344776.0,,50926,5049,-58866
2014-11-14,73000.0,71200.0,143188.0,,55892,-19495,-36865
2014-11-17,71000.0,72400.0,226463.0,,-75615,91417,-18269
2014-11-18,72400.0,74200.0,175934.0,,-46365,94683,-52161
2014-11-19,74200.0,72000.0,225578.0,,62594,18663,-81849
2014-11-20,72100.0,72800.0,118421.0,,-29360,46537,-18164
2014-11-21,72900.0,72700.0,88373.0,,-745,16512,-15724
2014-11-24,73500.0,76100.0,360654.0,,-165227,139775,19022
2014-11-25,75500.0,73400.0,378120.0,,176181,-147404,-29351
2014-11-26,73400.0,73700.0,149299.0,,15371,-34662,21678
2014-11-27,73700.0,71200.0,249576.0,,138313,-99330,-38480
2014-11-28,70900.0,67500.0,520930.0,,242199,-277532,39426
2014-12-01,67300.0,66300.0,363012.0,,124828,-169322,47150
2014-12-02,66500.0,68300.0,238275.0,,-79424,54111,23093
2014-12-03,67700.0,68400.0,185467.0,,10774,72069,-91350
2014-12-04,68400.0,69800.0,238781.0,,-58454,103876,-46602
2014-12-05,69400.0,69100.0,132123.0,,20104,-1656,-19588
2014-12-08,69100.0,69500.0,160108.0,,-18422,83744,-63382
2014-12-09,68800.0,67300.0,254705.0,,55628,-56359,2998
2014-12-10,67300.0,66200.0,227126.0,,-4342,-19737,23937
2014-12-11,65200.0,65300.0,301345.0,,59069,-56200,-8775
2014-12-12,65000.0,65000.0,168700.0,,14926,14773,-33536
2014-12-15,64200.0,66800.0,241565.0,,-12465,-2874,1143
2014-12-16,65600.0,65300.0,136786.0,,16915,6734,-21871
2014-12-17,65800.0,66300.0,121588.0,,-35530,31607,2039
2014-12-18,67400.0,65800.0,129304.0,,-11635,13369,7254
2014-12-19,66600.0,66300.0,68652.0,,-7013,14681,-8656
2014-12-22,66400.0,67000.0,77966.0,,-15479,10460,4320
2014-12-23,67000.0,66300.0,162612.0,,36913,-32403,-6409
2014-12-24,66700.0,66300.0,180681.0,,9297,-63410,55597
2014-12-26,66700.0,65300.0,113315.0,,17426,-33029,18655
2014-12-29,65100.0,65600.0,85300.0,,-6936,-3306,13550
2014-12-30,65100.0,65800.0,90831.0,,-18374,19827,-2945
2015-01-02,65500.0,64500.0,221293.0,,88079,-81138,-8084
2015-01-05,64200.0,62000.0,442867.0,,139655,-174085,34201
2015-01-06,60900.0,58200.0,693187.0,,197441,-309770,109878
2015-01-07,57600.0,58200.0,238313.0,,3387,-19709,16842
2015-01-08,58600.0,58700.0,158172.0,,-2413,-17859,20382
2015-01-09,59700.0,59600.0,206980.0,,41756,-56148,15457
2015-01-12,59600.0,59300.0,105090.0,,-8673,-10988,19056
2015-01-13,59600.0,59100.0,124900.0,,23833,-42590,21204
2015-01-14,59500.0,59100.0,138641.0,,12830,-10839,-1980
2015-01-15,58700.0,58200.0,140738.0,,30316,-27823,-1357
2015-01-16,57700.0,55300.0,465290.0,,98480,-68149,-25873
2015-01-19,55700.0,57300.0,395643.0,,39381,-22369,-17828
2015-01-20,56600.0,56500.0,288989.0,,26201,-31422,-13914
2015-01-21,56700.0,55000.0,435101.0,,78889,-162591,78268
2015-01-22,54900.0,56700.0,509873.0,,-42255,-5718,48505
2015-01-23,55300.0,53400.0,2052334.0,,528781,-750240,206617
2015-01-26,52600.0,53600.0,590120.0,,-105591,-3250,103981
2015-01-27,53600.0,54500.0,451722.0,,-79295,96347,-26252
2015-01-28,54100.0,57000.0,668104.0,,935,100824,-98326
2015-01-29,56700.0,55300.0,444213.0,,95213,32875,-129959
2015-01-30,55900.0,55000.0,264732.0,,26210,-10691,-16046
2015-02-02,55600.0,57100.0,435094.0,,-72566,152812,-72614
2015-02-03,58200.0,57100.0,267188.0,,62360,789,-60249
2015-02-04,58000.0,58100.0,345703.0,,-38510,76507,-30161
2015-02-05,57900.0,57700.0,233096.0,,23530,-21657,-1419
2015-02-06,58000.0,57800.0,168762.0,,3398,-5418,-17377
2015-02-09,57400.0,57500.0,216594.0,,-4338,28213,-21096
2015-02-10,57000.0,56400.0,169295.0,,21711,-28114,6465
2015-02-11,56700.0,57300.0,198211.0,,-46070,-4381,57616
2015-02-12,57000.0,55100.0,342935.0,,119085,-162507,35284
2015-02-13,55700.0,55700.0,207940.0,,-11100,-55670,69835
2015-02-16,55700.0,56100.0,272999.0,,1303,-33962,33826
2015-02-17,56300.0,57000.0,239855.0,,-25156,-5021,28825
2015-02-23,57800.0,57300.0,237158.0,,21789,-1920,-732
2015-02-24,57200.0,55100.0,767024.0,,372710,-413478,45872
2015-02-25,55400.0,57900.0,785407.0,,-207041,35040,168553
2015-02-26,58900.0,64700.0,1784270.0,,-303182,213354,73280
2015-02-27,65200.0,64800.0,782799.0,,-23085,71012,-51074
2015-03-02,65700.0,68600.0,965143.0,,-127308,145796,-16902
2015-03-03,69100.0,67900.0,588859.0,,-30770,-22939,50858
2015-03-04,67900.0,67400.0,376851.0,,-85686,68701,23520
2015-03-05,67400.0,67600.0,360884.0,,-7384,-19976,27474
2015-03-06,67300.0,67800.0,383837.0,,-20337,-22249,42187
2015-03-09,67100.0,68100.0,389312.0,,-18587,36786,-21495
2015-03-10,68800.0,67000.0,344296.0,,10859,6605,-21841
2015-03-11,65400.0,67000.0,414820.0,,-22582,107704,-93120
2015-03-12,67100.0,68400.0,455921.0,,-5843,55896,-49742
2015-03-13,69200.0,68500.0,357320.0,,-23642,111723,-88609
2015-03-16,69600.0,65800.0,481848.0,,73694,-32849,-32508
2015-03-17,65700.0,68000.0,714494.0,,-2318,13556,-15212
2015-03-18,68300.0,66600.0,451968.0,,104299,-155205,50220
2015-03-19,67500.0,66600.0,293096.0,,34550,-78509,46792
2015-03-20,66700.0,65300.0,261180.0,,61323,-50314,-10307
2015-03-23,65900.0,66000.0,185597.0,,2971,-45294,40779
2015-03-24,66100.0,65400.0,328260.0,,101356,-145073,44405
2015-03-25,65200.0,63700.0,418920.0,,116761,-147804,48391
2015-03-26,63500.0,63200.0,270683.0,,13368,-60987,46625
2015-03-27,64200.0,61400.0,424918.0,,144119,-164779,18417
2015-03-30,62000.0,63200.0,281910.0,,-9296,9967,-3655
2015-03-31,64000.0,64600.0,374653.0,,-4635,54249,-52145
2015-04-01,64600.0,63700.0,267406.0,,39010,-10799,-29707
2015-04-02,63800.0,64100.0,292667.0,,-19446,11781,9048
2015-04-03,67900.0,66700.0,719051.0,,-24966,92982,-65221
2015-04-06,67700.0,69500.0,920603.0,,-144410,119545,21597
2015-04-07,71100.0,69600.0,397929.0,,24886,12217,-36883
2015-04-08,69300.0,70300.0,346348.0,,-974,52546,-50369
2015-04-09,69600.0,69500.0,319280.0,,58300,16213,-68863
2015-04-10,69500.0,69300.0,313041.0,,15754,6391,-15691
2015-04-13,70000.0,75500.0,1236386.0,,-315893,240773,77256
2015-04-14,75700.0,76000.0,557874.0,,-49296,122890,-72470
2015-04-15,76800.0,77800.0,736000.0,,-150566,271164,-121933
2015-04-16,78900.0,77600.0,361117.0,,-32451,60385,-27773
2015-04-17,77500.0,77700.0,436043.0,,-27581,35937,-47860
2015-04-20,76200.0,82000.0,845150.0,,-200932,214283,-13660
2015-04-21,85000.0,84500.0,1256418.0,,-408401,202751,209858
2015-04-22,85600.0,86900.0,750850.0,,-242333,3678,223233
2015-04-23,87200.0,85800.0,477655.0,,18313,8845,-14923
2015-04-24,85800.0,85400.0,598104.0,,-56367,127874,-75202
2015-04-27,85800.0,85600.0,417476.0,,-77601,67475,8714
2015-04-28,85600.0,84700.0,301839.0,,-19073,38557,-22044
2015-04-29,83700.0,81400.0,891233.0,,-1153,-96732,102110
2015-04-30,81000.0,83000.0,313377.0,,-105952,15488,90245
2015-05-04,82700.0,84000.0,228249.0,,-19312,-13496,34109
2015-05-06,83500.0,82600.0,402801.0,,-1160,-25000,20041
2015-05-07,81500.0,83200.0,251545.0,,-74046,62051,-3113
2015-05-08,82700.0,81200.0,192975.0,,26244,-13989,-12059
2015-05-11,82300.0,84100.0,228860.0,,-72513,81441,-8711
2015-05-12,84700.0,84900.0,158939.0,,-29956,26457,4693
2015-05-13,85100.0,83800.0,232354.0,,53924,-61178,4446
2015-05-14,83800.0,85600.0,222954.0,,-8454,-9241,18343
2015-05-15,86500.0,80500.0,710998.0,,254920,-184742,-85906
2015-05-18,80900.0,79400.0,342005.0,,3359,-41913,33420
2015-05-19,81000.0,79900.0,300551.0,,16562,-51764,32543
2015-05-20,81700.0,83600.0,511181.0,,-142099,125060,10904
2015-05-21,85500.0,83000.0,220592.0,,-17598,52928,-36544
2015-05-22,83200.0,83600.0,254743.0,,-21859,5513,15799
2015-05-26,83000.0,78900.0,392439.0,,134580,474,-131779
2015-05-27,78500.0,80600.0,364527.0,,-85625,-40522,126126
2015-05-28,80000.0,78700.0,304704.0,,27048,-22144,-4432
2015-05-29,77200.0,78300.0,223033.0,,-56430,-9436,66785
2015-06-01,77900.0,79900.0,177350.0,,-58136,71940,-14699
2015-06-02,80000.0,79600.0,205737.0,,-36453,56972,-19867
2015-06-03,80200.0,79800.0,132643.0,,-16385,728,15510
2015-06-04,79800.0,79400.0,171599.0,,-953,-30740,33371
2015-06-05,79400.0,80300.0,118846.0,,-37049,16457,21057
2015-06-08,79600.0,80600.0,107351.0,,2567,-18410,15702
2015-06-09,81500.0,80300.0,177757.0,,1139,20134,-25949
2015-06-10,81900.0,80200.0,149161.0,,4679,-13560,10328
2015-06-11,80300.0,78000.0,287906.0,,88358,-81289,-12975
2015-06-12,78600.0,77800.0,170255.0,,-970,4853,-2472
2015-06-15,77300.0,77700.0,93082.0,,-9549,9245,322
2015-06-16,76600.0,72800.0,469453.0,,66010,-129296,62407
