Symbol,코웨이_시가(원),코웨이_종가(원),코웨이_거래량(주),코웨이_PER(IFRS-연결),코웨이_순매수수량(개인)(주),코웨이_순매수수량(기관계)(주),코웨이_순매수수량(외국인계)(주)
2000-01-04,2800,2890,357906,8.64,0,0,0
2000-01-05,2790,2700,571847,8.07,10000,0,0
2000-01-06,2810,2590,515094,7.74,0,0,0
2000-01-07,2550,2320,318877,6.93,0,0,0
2000-01-10,2350,2280,430553,6.81,0,0,0
2000-01-11,2260,2420,744249,7.23,0,0,0
2000-01-12,2350,2200,357636,6.57,0,0,0
2000-01-13,2070,2010,383989,6.01,0,0,0
2000-01-14,1960,2030,514308,6.07,0,0,0
2000-01-17,2160,2110,394693,6.31,330,0,0
2000-01-18,2110,2110,234829,6.31,0,0,0
2000-01-19,2150,1900,359235,5.68,0,0,0
2000-01-20,1850,1730,262381,5.17,0,0,0
2000-01-21,1760,1930,397326,5.77,0,0,0
2000-01-24,1900,2160,493117,6.45,0,0,0
2000-01-25,2100,2120,402236,6.34,0,0,0
2000-01-26,2290,2180,359563,6.51,0,0,0
2000-01-27,2110,2190,482398,6.54,0,0,0
2000-01-28,2190,2240,314718,6.69,0,0,0
2000-01-31,2190,2180,231796,6.51,0,0,0
2000-02-01,2200,2290,778054,6.84,0,0,0
2000-02-02,2300,2480,957830,7.41,0,0,0
2000-02-03,2580,2430,878530,7.26,0,0,0
2000-02-07,2430,2630,1353555,7.86,0,0,0
2000-02-08,2600,2350,498281,7.02,0,0,0
2000-02-09,2350,2270,480950,6.78,0,0,0
2000-02-10,2100,2030,525192,6.07,0,0,0
2000-02-11,2060,2110,568000,6.31,-2000,0,0
2000-02-14,2120,1990,390562,5.95,0,0,0
2000-02-15,2050,2060,472309,6.16,0,0,0
2000-02-16,2020,2020,331567,6.04,0,0,0
2000-02-17,2060,2260,983779,6.75,0,0,0
2000-02-18,2300,2350,945236,7.02,-2042,0,0
2000-02-21,2220,2200,464318,6.57,2000,0,0
2000-02-22,2200,2450,847257,7.32,0,0,0
2000-02-23,2740,2370,1394730,7.08,0,0,0
2000-02-24,2470,2500,1567471,7.47,0,0,0
2000-02-25,2500,2400,1075521,7.17,0,0,0
2000-02-28,2490,2680,651007,8.01,0,0,0
2000-02-29,3000,3000,1396608,8.97,2042,0,0
2000-03-02,3360,3360,69944,10.04,0,0,0
2000-03-03,3760,3220,2893275,9.62,-10000,10000,0
2000-03-06,3400,3600,2285099,10.76,9700,-10000,300
2000-03-07,3480,3260,1094530,9.74,-10030,10000,0
2000-03-08,3000,3060,811660,9.14,-280,0,0
2000-03-09,3150,3320,1428143,9.92,10000,-10000,0
2000-03-10,3520,3220,1084087,9.62,0,0,0
2000-03-13,3220,3600,2136449,10.76,-4540,0,4540
2000-03-14,3600,3810,2075339,11.38,-36,0,0
2000-03-15,3700,3880,1769372,11.59,4840,0,-4840
2000-03-16,3750,3420,715126,10.22,-400,0,400
2000-03-17,3130,3010,833831,8.99,0,0,0
2000-03-20,2800,2650,472632,7.92,400,0,-400
2000-03-21,2340,2360,938174,7.05,0,0,0
2000-03-22,2420,2640,508060,7.89,0,0,0
2000-03-23,2750,2610,824503,7.8,300,0,0
2000-03-24,2610,2660,292139,7.95,35,0,0
2000-03-27,2680,2820,575140,8.43,2,0,0
2000-03-28,2830,2740,675386,8.19,7,0,0
2000-03-29,2630,2570,368976,7.68,0,0,0
2000-03-30,2570,2670,238123,7.98,0,0,0
2000-03-31,2430,2660,356391,7.95,0,0,0
2000-04-03,2680,2370,448677,7.08,0,0,0
2000-04-04,2210,2520,697666,7.53,0,0,0
2000-04-06,2500,2590,467773,7.74,-30,0,0
2000-04-07,2600,2770,490770,8.28,-400,0,0
2000-04-10,2800,2980,963930,8.9,-576,0,0
2000-04-11,2650,2630,214121,7.86,586,0,0
2000-04-12,2500,2640,219696,7.89,100,0,0
2000-04-14,2500,2500,246535,7.47,0,0,0
2000-04-17,2200,2200,153712,6.57,0,0,0
2000-04-18,2210,2280,465601,6.81,0,0,0
2000-04-19,2310,2270,565075,6.78,0,0,0
2000-04-20,2300,2420,756203,7.23,-10000,0,0
2000-04-21,2400,2500,781338,7.47,10000,0,0
2000-04-24,2410,2350,341165,7.02,0,0,0
2000-04-25,2310,2350,236970,7.02,320,0,0
2000-04-26,2450,2280,356173,6.81,0,0,0
2000-04-27,2200,2110,268901,6.31,0,0,0
2000-04-28,2140,2120,283346,6.34,0,0,0
2000-05-02,2200,2250,342649,6.72,2,0,0
2000-05-03,2230,2210,231438,6.6,0,0,0
2000-05-04,2240,2270,461849,6.78,0,0,0
2000-05-08,2360,2320,421955,6.93,0,0,0
2000-05-09,2300,2280,256266,6.81,0,0,0
2000-05-10,2230,2300,318122,6.87,0,0,0
2000-05-12,2270,2320,957241,6.93,0,0,0
2000-05-15,2320,2220,454342,6.63,0,0,0
2000-05-16,2290,2190,220345,6.54,0,0,0
2000-05-17,2250,2010,276064,6.01,0,0,0
2000-05-18,2010,2020,1234807,6.04,0,0,0
2000-05-19,2000,2010,385194,6.01,-22000,0,0
2000-05-22,2050,1770,315534,5.29,0,0,0
2000-05-23,1610,1740,401316,5.2,0,0,0
2000-05-24,1700,1750,338371,5.23,0,0,0
2000-05-25,1850,1960,384292,5.86,0,0,0
2000-05-26,1880,1820,231207,5.44,0,0,0
2000-05-29,1710,1860,159897,5.56,0,0,0
2000-05-30,1870,1980,371298,5.92,0,0,0
2000-05-31,2190,2070,729644,6.19,-300,0,0
2000-06-01,2000,1990,478127,5.95,0,0,0
2000-06-02,2070,2030,637519,6.07,-255000,0,0
2000-06-05,2050,2270,838745,6.78,-209700,210000,0
2000-06-07,2300,2290,626367,6.84,-150100,150000,0
2000-06-08,2320,2260,614750,6.75,0,0,0
2000-06-09,2260,2330,452279,6.96,-100035,0,0
2000-06-12,2200,2440,367063,7.29,-100623,0,0
2000-06-13,2460,2300,343142,6.87,0,0,0
2000-06-14,2380,2190,150580,6.54,0,0,0
2000-06-15,2190,2060,480888,6.16,0,0,0
2000-06-16,2060,2080,196398,6.22,-420,0,0
2000-06-19,2060,2040,229754,6.09,420,0,0
2000-06-20,2010,2050,196487,6.12,5000,0,0
2000-06-21,2050,2080,279043,6.22,-30000,0,0
2000-06-22,2060,2050,238296,6.12,0,0,0
2000-06-23,2030,2000,150047,5.97,0,0,0
2000-06-26,1980,2020,107215,6.04,0,0,0
2000-06-27,2050,2260,782759,6.75,-19000,0,19000
2000-06-28,2360,2160,788470,6.45,19000,0,-19000
2000-06-29,2170,2080,296371,6.22,0,0,0
2000-06-30,2100,2090,182502,6.24,-60,0,0
2000-07-03,2010,2100,201804,6.27,0,0,0
2000-07-04,2120,2240,660691,6.69,-99940,100000,0
2000-07-05,2280,2220,1691383,6.63,540758,-540758,0
2000-07-06,2220,2140,613562,6.39,4000,0,0
2000-07-07,2190,2230,521979,6.66,-155325,0,0
2000-07-10,2250,2490,2049049,7.44,251305,0,0
2000-07-11,2550,2430,2292223,7.26,-46076,0,0
2000-07-12,2400,2500,767540,7.47,-124145,119165,0
2000-07-13,2500,2460,390593,7.35,-96509,0,0
2000-07-14,2400,2260,256327,6.75,0,0,0
2000-07-18,2300,2220,236721,6.63,0,0,0
2000-07-19,2130,2220,331382,6.63,-50007,0,0
2000-07-20,2210,2180,178911,6.51,0,0,0
2000-07-21,2100,2150,137800,6.42,-7,0,0
2000-07-24,2120,2030,276494,6.07,14,0,0
2000-07-25,2030,2080,203766,6.22,0,0,0
2000-07-26,2110,2130,283702,6.36,-50000,50000,0
2000-07-27,2100,2300,696175,6.87,0,0,0
2000-07-28,2400,2240,912989,6.69,139510,-139510,0
2000-07-31,2240,2160,286816,6.45,0,0,0
2000-08-01,2160,2290,643780,6.84,-100000,100000,0
2000-08-02,2210,2220,377819,6.63,0,0,0
2000-08-03,2250,2240,392024,6.69,0,0,0
2000-08-04,2280,2220,309228,6.63,0,0,0
2000-08-07,2160,2100,267526,6.27,0,0,0
2000-08-08,2110,2070,245642,6.19,0,0,0
2000-08-09,2100,2310,1159432,6.9,266164,-266164,0
2000-08-10,2380,2300,2356620,6.87,57396,-10000,0
2000-08-11,2290,2220,763355,6.63,-70849,70849,0
2000-08-14,2260,2210,470148,6.6,46076,0,0
2000-08-16,2250,2470,2060918,7.38,288453,0,0
2000-08-17,2520,2360,1634661,7.05,0,0,0
2000-08-18,2400,2290,703342,6.84,-4000,0,0
2000-08-21,2280,2460,1497314,7.35,-106646,110646,0
2000-08-22,2420,2600,1654460,7.77,-63942,63942,0
2000-08-23,2630,2520,1158268,7.53,114588,-114588,0
2000-08-24,2550,2380,1018346,7.11,60000,-60000,0
2000-08-25,2390,2450,1438513,7.32,0,0,0
2000-08-28,2450,2500,995477,7.47,0,0,0
2000-08-29,2520,2420,610512,7.23,0,0,0
2000-08-30,2440,2400,454423,7.17,0,0,0
2000-08-31,2400,2260,621266,6.75,-2000,0,0
2000-09-01,2290,2260,456639,6.75,0,0,0
2000-09-04,2260,2330,528288,6.96,-114715,114715,0
2000-09-05,2300,2300,307951,6.87,-64263,64263,0
2000-09-06,2300,2310,290061,6.9,-45717,45717,0
2000-09-07,2290,2240,363248,6.69,-200000,0,0
2000-09-08,2240,2340,456106,6.99,-156968,156968,0
2000-09-14,2260,2280,121580,6.81,-31356,0,0
2000-09-15,2300,2320,280752,6.93,-100000,100000,0
2000-09-18,2260,2050,277048,6.12,0,0,0
2000-09-19,1950,2030,290454,6.07,-106981,106981,0
2000-09-20,2040,2220,328595,6.63,-165732,165732,0
2000-09-21,2200,2090,173657,6.24,0,0,0
2000-09-22,2020,1970,231241,5.89,0,0,0
2000-09-25,1980,2040,234927,6.09,0,0,0
2000-09-26,1970,2100,357741,6.27,-114268,114268,0
2000-09-27,2100,2130,504529,6.36,-1000,0,0
2000-09-28,2150,2080,206094,6.22,1000,0,0
2000-09-29,2110,2140,243229,6.39,0,0,0
2000-10-02,2110,2100,300857,6.27,0,0,0
2000-10-04,2080,2140,201307,6.39,0,0,0
2000-10-05,2160,2240,669043,6.69,120,0,0
2000-10-06,2230,2200,347461,6.57,-50000,50000,0
2000-10-09,2170,2180,520149,6.51,70000,30000,0
2000-10-10,2180,2160,262137,6.45,-35020,35020,0
2000-10-11,2110,2030,315512,6.07,10000,-10000,0
2000-10-12,2000,2020,206169,6.04,-12000,12000,0
2000-10-13,1900,1920,243681,5.74,0,0,0
2000-10-16,2000,2150,827759,6.42,-84806,0,0
2000-10-17,2210,2080,1129632,6.22,81806,3000,0
2000-10-18,2070,2030,282775,6.07,0,0,0
2000-10-19,1990,2020,215603,6.04,-30000,30000,0
2000-10-20,2100,2090,316321,6.24,0,0,0
2000-10-23,2070,2030,134588,6.07,0,0,0
2000-10-24,2000,2050,643544,6.12,0,0,0
2000-10-25,2020,2050,162632,6.12,-13000,13000,0
2000-10-26,2010,2020,242579,6.04,0,0,0
2000-10-27,2010,1980,391614,5.92,33000,2000,0
2000-10-30,2010,1900,268695,5.68,0,0,0
2000-10-31,1850,1900,272637,5.68,0,0,0
2000-11-01,1920,1940,277558,5.8,0,0,0
2000-11-02,1930,1950,301534,5.83,0,0,0
2000-11-03,1950,2030,521410,6.07,-150000,0,0
2000-11-06,2030,2020,193088,6.04,0,0,0
2000-11-07,2020,1990,146642,5.95,0,0,0
2000-11-08,1990,1950,125023,5.83,0,0,0
2000-11-09,1940,1990,163928,5.95,0,0,0
2000-11-10,1920,1970,183403,5.89,0,0,0
2000-11-13,1920,1940,189873,5.8,0,0,0
2000-11-14,1940,2160,1586462,6.45,44567,0,0
2000-11-15,2180,2170,1468531,6.49,50964,-178761,0
2000-11-16,2220,2090,2026199,6.24,209470,0,0
2000-11-17,2090,2050,542329,6.12,-30000,30000,0
2000-11-20,2010,2010,423468,6.01,-42000,27000,0
2000-11-21,1950,1980,420842,5.92,70000,-55000,0
2000-11-22,1950,1990,878740,5.95,0,0,0
2000-11-23,1980,1880,359201,5.62,0,0,0
2000-11-24,1880,1920,237333,5.74,0,0,0
2000-11-27,1940,1950,269875,5.83,0,0,0
2000-11-28,1960,1950,292592,5.83,-160001,160001,0
2000-11-29,1900,1890,238183,5.65,0,0,0
2000-11-30,1900,1860,172914,5.56,0,0,0
2000-12-01,1790,1830,207351,5.47,0,0,0
2000-12-04,1850,1860,733643,5.56,0,0,0
2000-12-05,1850,1870,145680,5.59,0,0,0
2000-12-06,1920,1890,291193,5.65,-90000,0,0
2000-12-07,1830,1860,151560,5.56,0,0,0
2000-12-08,1860,1870,109864,5.59,0,0,0
2000-12-11,1880,1890,102791,5.65,0,0,0
2000-12-12,1900,1880,89641,5.62,0,0,0
2000-12-13,1890,1870,184740,5.59,23000,-23000,0
2000-12-14,1860,1870,139623,5.59,17500,-19000,0
2000-12-15,1840,1850,150008,5.53,15000,-15000,0
2000-12-18,1850,1850,85646,5.53,0,0,0
2000-12-19,1870,1820,148925,5.44,0,0,0
2000-12-20,1790,1640,196463,4.9,-14292,14292,0
2000-12-21,1600,1550,192829,4.63,-10708,10708,0
2000-12-22,1550,1450,264149,4.33,1420,15000,0
2000-12-26,1360,1480,93369,4.42,-5445,4445,0
2001-01-02,1420,1550,640105,2.55,152445,-159445,0
2001-01-03,1490,1700,806827,2.79,7000,0,0
2001-01-04,1760,1710,821375,2.81,2500,0,0
2001-01-05,1660,1640,432917,2.69,0,0,0
2001-01-08,1600,1630,380304,2.68,0,0,0
2001-01-09,1630,1670,1275633,2.74,593610,-117850,0
2001-01-10,1710,1510,2349238,2.48,408970,0,0
2001-01-11,1520,1560,657326,2.56,0,0,0
2001-01-12,1580,1600,1085448,2.63,0,0,0
2001-01-15,1610,1690,1070929,2.77,-10000,0,0
2001-01-16,1690,1640,457687,2.69,-6000,6000,0
2001-01-17,1610,1600,580766,2.63,-2700,2700,0
2001-01-18,1600,1610,820827,2.64,8700,-8700,0
2001-01-19,1610,1610,581210,2.64,0,0,0
2001-01-22,1640,1650,634350,2.71,10000,0,0
2001-01-26,1670,1840,2445516,3.02,-1000,0,0
2001-01-29,1890,1880,3078950,3.09,-4000,0,0
2001-01-30,1880,1910,2060037,3.14,-95000,100000,0
2001-01-31,1990,1850,763109,3.04,0,0,0
2001-02-01,1810,1850,836572,3.04,-130000,20000,0
2001-02-02,1820,1770,538024,2.91,0,0,0
2001-02-05,1760,1690,519614,2.77,0,0,0
2001-02-06,1750,1720,498429,2.82,0,0,0
2001-02-07,1720,1770,844448,2.91,0,0,0
2001-02-08,1750,1750,272624,2.87,0,0,0
2001-02-09,1760,1740,269311,2.86,20000,-20000,0
2001-02-12,1710,1770,284237,2.91,0,0,0
2001-02-13,1800,1800,361005,2.96,0,0,0
2001-02-14,1830,1820,411806,2.99,0,0,0
2001-02-15,1850,1800,508337,2.96,0,0,0
2001-02-16,1820,1880,1852501,3.09,-5000,0,5000
2001-02-19,1910,2100,2608331,3.45,-20100,100,0
2001-02-20,2150,2150,3097759,3.53,122000,-100000,-2000
2001-02-21,2200,2150,1588257,3.53,-5000,0,0
2001-02-22,2100,1970,750801,3.23,-6948,6948,0
2001-02-23,1920,1950,530463,3.2,3000,0,-3000
2001-02-26,2070,2100,1711971,3.45,-123700,113700,0
2001-02-27,2150,1970,536287,3.23,-87,87,0
2001-02-28,1960,1980,415893,3.25,0,0,0
2001-03-02,1950,1800,575491,2.96,30000,20000,0
2001-03-05,1880,2010,828016,3.3,60000,0,0
2001-03-06,2230,2020,2475597,3.32,10000,0,0
2001-03-07,2050,2050,754537,3.37,0,0,0
2001-03-08,2060,2050,534080,3.37,0,0,0
2001-03-09,2050,2110,2390858,3.46,-40000,30000,0
2001-03-12,2100,2000,762657,3.28,-10000,0,0
2001-03-13,1950,2010,939266,3.3,0,0,0
2001-03-14,2050,2070,1309307,3.4,45000,0,0
2001-03-15,1950,2000,698510,3.28,-10000,10000,0
2001-03-16,2020,1960,811904,3.22,0,0,0
2001-03-19,1930,1930,511615,3.17,0,0,0
2001-03-20,1950,1930,420340,3.17,0,0,0
2001-03-21,1880,1910,325351,3.14,-5100,0,0
2001-03-22,1910,1920,418220,3.15,0,0,0
2001-03-23,1950,1900,269910,3.12,0,0,0
2001-03-26,1900,1920,419509,3.15,-120000,120000,0
2001-03-27,1900,1890,216164,3.1,0,0,0
2001-03-28,1920,1900,295977,3.12,0,0,0
2001-03-29,1870,1860,224092,3.05,-5000,5000,0
2001-03-30,1850,1840,264142,3.02,3000,-3000,0
2001-04-02,1820,1830,103677,3,0,0,0
2001-04-03,1800,1860,537012,3.05,1987,-1987,0
2001-04-04,1800,1790,248788,2.94,1618,-1618,0
2001-04-06,1850,1810,307533,2.97,0,0,0
2001-04-09,1820,1850,448649,3.04,0,0,0
2001-04-10,1860,1880,975618,3.09,0,0,0
2001-04-11,1920,1900,396123,3.12,0,0,0
2001-04-12,1930,1900,391495,3.12,-105395,105395,0
2001-04-13,1930,2000,853598,3.28,-10500,0,0
2001-04-16,1960,1970,492697,3.23,60000,-60000,0
2001-04-17,2000,1940,383221,3.19,-2191,-7809,0
2001-04-18,1970,2030,1043706,3.33,27586,-27586,0
2001-04-19,2050,1990,977045,3.27,0,0,0
2001-04-20,2000,1950,291880,3.2,5000,-5000,0
2001-04-23,1950,1950,336495,3.2,2100,0,0
2001-04-24,1920,1950,227242,3.2,-3000,0,0
2001-04-25,1920,1950,247320,3.2,23857,-23857,0
2001-04-26,1980,1970,945778,3.23,30593,-30373,0
2001-04-27,1980,1950,231411,3.2,-10000,10000,0
2001-04-30,1960,2030,419839,3.33,38400,-30000,0
2001-05-02,2060,2270,2552877,3.73,-20000,20000,0
2001-05-03,2540,2540,6802363,4.17,67780,-55000,1000
2001-05-04,2490,2460,4869452,4.04,-28500,0,-1000
2001-05-07,2500,2400,2104756,3.94,-64500,65000,0
2001-05-08,2400,2490,3142475,4.09,-17100,46100,0
2001-05-09,2490,2320,1377487,3.81,-28900,18900,0
2001-05-10,2400,2370,744196,3.89,-161100,100100,0
2001-05-11,2330,2370,896701,3.89,51000,20000,0
2001-05-14,2440,2650,1623374,4.35,-130500,110000,0
2001-05-15,2700,2550,2006294,4.19,35000,-35000,0
2001-05-16,2600,2530,673304,4.15,-5000,25000,0
2001-05-17,2600,2570,567546,4.22,-25000,25000,0
2001-05-18,2500,2460,473221,4.04,-5000,5000,0
2001-05-21,2440,2470,721254,4.06,155000,-155000,0
2001-05-22,2540,2490,645245,4.09,0,0,0
2001-05-23,2510,2580,1585934,4.24,-94743,94743,0
2001-05-24,2600,2770,3413406,4.55,-337170,335480,0
2001-05-25,2790,2820,1422887,4.63,-174763,174760,0
2001-05-28,2820.0,2870.0,1069300.0,4.71,-8787,9980,0
2001-05-29,3010.0,2890.0,1201708.0,4.75,-89393,90393,0
2001-05-30,2860.0,2860.0,434365.0,4.7,-154449,154449,0
2001-05-31,2840.0,2750.0,577708.0,4.52,-16003,16003,0
2001-06-01,2750.0,2780.0,381202.0,4.57,-4695,4695,0
2001-06-04,2830.0,2950.0,1080737.0,4.84,-105500,105500,0
2001-06-05,3000.0,2800.0,506941.0,4.6,-94000,74000,0
2001-06-07,2800.0,2740.0,339737.0,4.5,21000,0,0
2001-06-08,2760.0,2770.0,471748.0,4.55,49080,-49080,0
2001-06-11,2800.0,3010.0,2210809.0,4.94,-261377,39376,0
2001-06-12,3050.0,3100.0,1704961.0,5.09,39596,-49596,0
2001-06-13,3180.0,3090.0,1055013.0,5.07,-272782,257782,0
2001-06-14,3070.0,3110.0,475408.0,5.11,-28786,3786,0
2001-06-15,3080.0,3230.0,1408952.0,5.3,117045,-117045,0
2001-06-18,3230.0,3220.0,678267.0,5.29,12810,-22810,0
2001-06-19,3200.0,3110.0,598185.0,5.11,37372,-29159,0
2001-06-20,3100.0,3060.0,456131.0,5.02,18787,-15000,0
2001-06-21,3050.0,3050.0,354955.0,5.01,14430,30570,0
2001-06-22,3110.0,3120.0,842036.0,5.12,18070,-43070,0
2001-06-25,3150.0,3070.0,341066.0,5.04,-13000,13000,0
2001-06-26,3040.0,2970.0,493988.0,4.88,-4499,9500,0
2001-06-27,3010.0,3000.0,547321.0,4.93,93563,-91000,0
2001-06-28,2950.0,3300.0,1209743.0,5.42,3437,26000,0
2001-06-29,3250.0,3280.0,1439471.0,5.39,-2341,-17659,0
2001-07-02,3280.0,3260.0,358321.0,5.35,-23990,13990,0
2001-07-03,3290.0,3300.0,1792205.0,5.42,56956,-76956,0
2001-07-04,3320.0,3210.0,536216.0,5.27,72292,-82292,0
2001-07-05,3110.0,3160.0,306599.0,5.19,-2500,5000,0
2001-07-06,3100.0,3070.0,741511.0,5.04,86570,5930,0
2001-07-09,2940.0,2840.0,548974.0,4.66,-20996,-4,0
2001-07-10,2850.0,2920.0,324416.0,4.79,-4980,4980,0
2001-07-11,2780.0,2790.0,322680.0,4.58,-16500,10000,0
2001-07-12,2860.0,2980.0,482657.0,4.89,-5000,4000,0
2001-07-13,3080.0,2890.0,630581.0,4.75,31000,-30000,0
2001-07-16,2910.0,2910.0,204366.0,4.78,2000,-2000,0
2001-07-18,2940.0,2800.0,216299.0,4.6,-29000,9000,0
2001-07-19,2740.0,2700.0,346368.0,4.43,14000,-31000,0
2001-07-20,2650.0,2650.0,175212.0,4.35,-9347,-1000,0
2001-07-23,2720.0,2580.0,388673.0,4.24,75000,-80000,0
2001-07-24,2510.0,2530.0,588207.0,4.15,157350,-169350,0
2001-07-25,2440.0,2450.0,380449.0,4.02,70000,-70000,0
2001-07-26,2550.0,2480.0,833573.0,4.07,115650,-130650,0
2001-07-27,2560.0,2530.0,416871.0,4.15,-10000,10000,0
2001-07-30,2540.0,2720.0,1202335.0,4.47,-9662,1800,0
2001-07-31,2750.0,2730.0,635968.0,4.48,-43033,46895,0
2001-08-01,2750.0,2850.0,524536.0,4.68,-25926,25926,0
2001-08-02,2830.0,2810.0,284114.0,4.61,0,0,0
2001-08-03,2950.0,3040.0,1231382.0,4.99,64974,-64974,0
2001-08-06,3070.0,3070.0,566478.0,5.04,-17224,17224,0
2001-08-07,3000.0,2960.0,1095900.0,4.97,32000,-32000,0
2001-08-08,2960.0,2920.0,434250.0,4.91,0,0,0
2001-08-09,2750.0,2775.0,504520.0,4.66,-46860,15000,0
2001-08-10,2770.0,2850.0,732710.0,4.79,-2450,-2550,0
2001-08-13,2850.0,2900.0,399730.0,4.87,-41990,49990,0
2001-08-14,2895.0,2890.0,361780.0,4.86,-48490,49990,0
2001-08-16,2850.0,2810.0,293730.0,4.72,-51330,51330,0
2001-08-17,2830.0,2920.0,449100.0,4.91,-95310,85310,0
2001-08-20,2920.0,2850.0,423030.0,4.79,29280,-29280,0
2001-08-21,2890.0,2810.0,228580.0,4.72,-36680,46680,0
2001-08-22,2770.0,2860.0,240960.0,4.81,-60540,60540,0
2001-08-23,2870.0,2815.0,197850.0,4.73,-4350,33210,0
2001-08-24,2830.0,2795.0,211070.0,4.7,-1990,1990,0
2001-08-27,2820.0,2780.0,210780.0,4.67,-2970,2970,0
2001-08-28,2730.0,2710.0,177490.0,4.55,0,0,0
2001-08-29,2780.0,2840.0,721400.0,4.77,-105000,100000,0
2001-08-30,2840.0,2750.0,207830.0,4.62,20,-20,0
2001-08-31,2660.0,2560.0,356480.0,4.3,-45000,50000,0
2001-09-03,2590.0,2510.0,142720.0,4.22,33020,-33020,0
2001-09-04,2500.0,2560.0,219640.0,4.3,-42990,42990,0
2001-09-05,2510.0,2640.0,266640.0,4.44,0,0,0
2001-09-06,2600.0,2740.0,565320.0,4.6,-500,0,500
2001-09-07,2700.0,2695.0,188730.0,4.53,500,0,-500
2001-09-10,2865.0,2780.0,520760.0,4.67,-39980,24980,0
2001-09-11,2860.0,2950.0,2188820.0,4.96,-242200,226700,0
2001-09-12,2510.0,2510.0,908930.0,4.22,-140110,137610,0
2001-09-13,2630.0,2650.0,530700.0,4.45,-41940,41940,0
2001-09-14,2550.0,2410.0,531200.0,4.05,-47960,47960,0
2001-09-17,2210.0,2070.0,356120.0,3.48,-55000,55000,0
2001-09-18,2150.0,2310.0,296630.0,3.88,10,-10,0
2001-09-19,2350.0,2350.0,248610.0,3.95,44000,-44000,0
2001-09-20,2380.0,2330.0,253100.0,3.92,-29990,29990,0
2001-09-21,2300.0,2350.0,231370.0,3.95,-27530,15300,0
2001-09-24,2300.0,2390.0,182930.0,4.02,30,-30,0
2001-09-25,2440.0,2350.0,234630.0,3.95,6070,-6070,0
2001-09-26,2350.0,2360.0,91230.0,3.97,-7000,5000,0
2001-09-27,2310.0,2430.0,158790.0,4.08,-33200,32200,0
2001-09-28,2450.0,2470.0,365760.0,4.15,-41690,39690,0
2001-10-04,2530.0,2650.0,387180.0,4.45,-23100,23100,0
2001-10-05,2650.0,2570.0,189300.0,4.32,0,0,0
2001-10-08,2410.0,2480.0,188840.0,4.17,-6410,6410,0
2001-10-09,2510.0,2695.0,1034710.0,4.53,65890,-40090,0
2001-10-10,2710.0,2695.0,386490.0,4.53,-22180,11380,0
2001-10-11,2795.0,2780.0,446430.0,4.67,-108750,98750,0
2001-10-12,2810.0,2795.0,285270.0,4.7,-76720,36720,0
2001-10-15,2765.0,2900.0,545610.0,4.87,-62480,64480,0
2001-10-16,2960.0,2915.0,226820.0,4.9,-25120,23620,0
2001-10-17,2885.0,2955.0,393270.0,4.97,-30240,30240,0
2001-10-18,2890.0,2950.0,184280.0,4.96,-20490,24990,0
2001-10-19,2950.0,2920.0,209140.0,4.91,-4900,4900,0
2001-10-22,3300.0,3135.0,860110.0,5.27,68190,-74940,9150
2001-10-23,3185.0,3080.0,309710.0,5.18,-5240,9990,-9150
2001-10-24,3050.0,3100.0,243700.0,5.21,-13400,26700,0
2001-10-25,3055.0,3060.0,174740.0,5.14,-31540,35000,0
2001-10-26,3050.0,3050.0,132880.0,5.13,-12430,15300,0
2001-10-29,3060.0,3040.0,127100.0,5.11,-19330,20720,0
2001-10-30,3000.0,2880.0,125590.0,4.84,2440,-2440,0
2001-10-31,2810.0,2930.0,339840.0,4.92,142670,-152550,0
2001-11-01,2990.0,2910.0,163340.0,4.89,-15990,14990,0
2001-11-02,2880.0,2935.0,209710.0,4.93,-52580,46930,0
2001-11-05,2930.0,2955.0,159730.0,4.97,-20090,25240,0
2001-11-06,2960.0,3010.0,211160.0,5.06,13010,15990,0
2001-11-07,3050.0,3000.0,205750.0,5.04,1620,24980,0
2001-11-08,3000.0,2970.0,183830.0,4.99,0,0,0
2001-11-09,2970.0,2940.0,163400.0,4.94,4750,-5150,0
2001-11-12,2970.0,2940.0,291400.0,4.94,8470,-8070,0
2001-11-13,2910.0,2900.0,231250.0,4.87,49920,-49920,0
2001-11-14,2910.0,2900.0,484320.0,4.87,207380,-207380,0
2001-11-15,2930.0,2895.0,297280.0,4.86,37200,-37200,0
2001-11-16,2940.0,3100.0,807610.0,5.21,-14990,19980,0
2001-11-19,3150.0,3230.0,865330.0,5.43,5120,7880,0
2001-11-20,3390.0,3260.0,476890.0,5.48,-49940,49940,0
2001-11-21,3220.0,3260.0,274240.0,5.48,-11870,11870,0
2001-11-22,3220.0,3270.0,267200.0,5.49,-18000,3000,15000
2001-11-23,3350.0,3325.0,296920.0,5.59,-30000,30000,0
2001-11-26,3325.0,3430.0,427180.0,5.76,-21570,-79060,0
2001-11-27,3400.0,3550.0,375010.0,5.97,-32860,7870,0
2001-11-28,3460.0,3360.0,236310.0,5.65,-11490,3990,0
2001-11-29,3320.0,3345.0,190630.0,5.62,-20750,15750,0
2001-11-30,3350.0,3460.0,150640.0,5.81,-47210,30980,0
2001-12-03,3420.0,3520.0,180220.0,5.91,-87730,71500,0
2001-12-04,3500.0,3520.0,321120.0,5.91,-75450,9220,0
2001-12-05,3540.0,3900.0,616140.0,6.55,-327380,311150,0
