Symbol,JW중외제약_시가(원),JW중외제약_종가(원),JW중외제약_거래량(주),JW중외제약_PER(IFRS-연결),JW중외제약_순매수수량(개인)(주),JW중외제약_순매수수량(기관계)(주),JW중외제약_순매수수량(외국인계)(주)
2009-02-26,10750.0,12150.0,1089232.0,17.5,-54083,-2147,53150
2009-02-27,12250.0,12250.0,913822.0,17.64,26680,-25890,-3030
2009-03-02,12300.0,11600.0,983570.0,16.7,-24220,-64650,87380
2009-03-03,10600.0,11300.0,613694.0,16.27,19026,-2666,-790
2009-03-04,11350.0,12000.0,446538.0,17.28,-50134,-13254,58148
2009-03-05,12250.0,12750.0,700909.0,18.36,-85725,-26715,111500
2009-03-06,12600.0,13450.0,562428.0,19.37,-82045,-9935,86640
2009-03-09,13850.0,13650.0,385792.0,19.66,7297,-4547,-7950
2009-03-10,13600.0,12700.0,416989.0,18.29,19713,-22493,2780
2009-03-11,13000.0,13150.0,317020.0,18.94,-8308,-15730,23038
2009-03-12,13200.0,12700.0,245578.0,18.29,11307,-3689,-9508
2009-03-13,13000.0,14600.0,826263.0,21.02,-28450,2100,23390
2009-03-16,14800.0,14000.0,546390.0,20.16,61602,-25962,-38210
2009-03-17,14200.0,14450.0,299558.0,20.81,-8420,440,2480
2009-03-18,14600.0,14800.0,591207.0,21.31,-1970,1000,-2320
2009-03-19,15000.0,15200.0,456292.0,21.89,-67810,2140,67730
2009-03-20,15500.0,15950.0,378498.0,22.97,-34755,1305,34470
2009-03-23,16350.0,17000.0,318370.0,24.48,-93620,2360,90260
2009-03-24,17400.0,17000.0,196567.0,24.48,19192,-19392,-5100
2009-03-25,16850.0,17200.0,279403.0,24.77,32380,12690,-45590
2009-03-26,17300.0,17300.0,219365.0,24.91,10554,-8604,-950
2009-03-27,17500.0,16250.0,254683.0,23.4,57,-897,-460
2009-03-30,16200.0,15300.0,192646.0,22.03,-10041,71,7220
2009-03-31,15550.0,16050.0,168393.0,23.11,-17956,3126,15830
2009-04-01,16300.0,16200.0,127939.0,23.33,-3720,390,3330
2009-04-02,16550.0,16300.0,189426.0,23.47,-7681,3521,3160
2009-04-03,16400.0,15800.0,145800.0,22.75,3609,-2899,-1340
2009-04-06,15850.0,17350.0,272873.0,24.98,-24977,857,22120
2009-04-07,17350.0,16950.0,249113.0,24.41,34996,11490,-45920
2009-04-08,16700.0,17000.0,200659.0,24.48,3647,1033,-2230
2009-04-09,17500.0,17450.0,592211.0,25.13,10026,-1846,-9180
2009-04-10,17550.0,17200.0,287859.0,24.77,18170,1570,-18240
2009-04-13,17200.0,16900.0,235190.0,24.34,47254,-2344,-44920
2009-04-14,17100.0,16350.0,202830.0,23.54,471,-3965,-976
2009-04-15,16050.0,15750.0,198635.0,22.68,22850,-2050,-21800
2009-04-16,15900.0,15950.0,177255.0,22.97,-17664,-4126,18700
2009-04-17,15950.0,15350.0,164251.0,22.1,26779,-2129,-30680
2009-04-20,15200.0,16250.0,145692.0,23.4,-44574,45530,2644
2009-04-21,15900.0,16150.0,75607.0,23.26,4446,-1360,-3086
2009-04-22,16300.0,16000.0,99886.0,23.04,-21019,-3334,23803
2009-04-23,16200.0,15600.0,111399.0,22.46,9884,-4474,-5270
2009-04-24,15650.0,15300.0,70727.0,22.03,3420,-3420,910
2009-04-27,15450.0,17550.0,1062220.0,25.27,193954,2740,-196694
2009-04-28,18500.0,15600.0,1433649.0,22.46,-27182,45717,-18635
2009-04-29,15800.0,15450.0,329236.0,22.25,34993,8587,-43680
2009-04-30,15850.0,15400.0,251566.0,22.18,61663,-653,-61310
2009-05-04,15300.0,15550.0,220604.0,22.39,51890,2500,-56190
2009-05-06,15800.0,15550.0,135823.0,22.39,7394,-474,-5660
2009-05-07,15700.0,15550.0,174888.0,22.39,10230,-10520,790
2009-05-08,15550.0,15600.0,91773.0,22.46,-2466,2886,80
2009-05-11,15700.0,15450.0,89447.0,22.25,7030,-7040,10
2009-05-12,15200.0,15200.0,80317.0,21.89,11050,4230,-16280
2009-05-13,15250.0,15500.0,82252.0,22.32,-8140,7860,1280
2009-05-14,15200.0,15550.0,204819.0,22.39,8566,124,-8630
2009-05-15,15850.0,15350.0,142986.0,22.1,55659,-2803,-52856
2009-05-18,15450.0,15200.0,93193.0,21.89,1082,-1252,170
2009-05-19,15450.0,15300.0,101177.0,22.03,1689,-1849,160
2009-05-20,15300.0,15600.0,140382.0,22.46,-7421,5241,2260
2009-05-21,15700.0,15400.0,98023.0,22.18,-4780,140,4640
2009-05-22,15200.0,15000.0,99588.0,21.6,7385,3535,-10920
2009-05-25,14800.0,14550.0,145114.0,20.95,10234,-14934,-300
2009-05-26,14500.0,13800.0,131522.0,19.87,7080,-7870,2790
2009-05-27,13950.0,13500.0,89654.0,19.44,1615,-6025,5410
2009-05-28,13350.0,13550.0,103055.0,19.51,28237,-310,-27427
2009-05-29,13550.0,14200.0,205875.0,20.45,5465,-3105,-3280
2009-06-01,14000.0,14250.0,49821.0,20.52,3710,650,-4360
2009-06-02,14350.0,14000.0,83194.0,20.16,15394,-14584,-730
2009-06-03,14050.0,14150.0,49859.0,20.38,7999,-6619,-1880
2009-06-04,14250.0,13550.0,49448.0,19.51,11647,-5517,-6130
2009-06-05,13650.0,14000.0,50595.0,20.16,15074,-5894,-9180
2009-06-08,13800.0,13700.0,60662.0,19.73,16400,-19030,2630
2009-06-09,13850.0,13200.0,78100.0,19.01,29774,-25344,-1310
2009-06-10,13250.0,13600.0,69737.0,19.59,10366,-16556,6190
2009-06-11,13750.0,13650.0,96751.0,19.66,-8050,14260,-5660
2009-06-12,14000.0,13550.0,57091.0,19.51,16280,-16090,-190
2009-06-15,13500.0,13400.0,47791.0,19.3,6301,-9591,3290
2009-06-16,13200.0,13700.0,54381.0,19.73,-1490,-2190,3680
2009-06-17,13900.0,14000.0,183598.0,20.16,7950,-1570,-6380
2009-06-18,13900.0,13900.0,73840.0,20.02,-6803,5463,1340
2009-06-19,14000.0,14500.0,149970.0,20.88,-39413,41623,-2210
2009-06-22,14550.0,14750.0,91050.0,21.24,1920,-980,-940
2009-06-23,14350.0,14350.0,120363.0,20.66,-21970,-340,-7690
2009-06-24,14250.0,14150.0,50909.0,20.38,1094,2980,-4070
2009-06-25,14100.0,14100.0,54475.0,20.31,-1616,3676,-2060
2009-06-26,14150.0,14050.0,38245.0,20.23,811,-821,10
2009-06-29,14150.0,14050.0,70650.0,20.23,-2680,-900,3580
2009-06-30,14050.0,13700.0,56843.0,19.73,-530,2800,-2490
2009-07-01,13700.0,13650.0,36395.0,19.66,-918,728,310
2009-07-02,14000.0,14050.0,35050.0,20.23,-8220,1560,6690
2009-07-03,13750.0,14350.0,53584.0,20.66,-18926,5996,13000
2009-07-06,14500.0,14300.0,27264.0,20.59,-8100,250,7850
2009-07-07,14400.0,14150.0,61711.0,20.38,10923,-11153,1230
2009-07-08,14050.0,13900.0,37301.0,20.02,2830,-3700,870
2009-07-09,13750.0,13950.0,39397.0,20.09,-590,-3770,4360
2009-07-10,13950.0,13800.0,28092.0,19.87,4396,1824,-6220
2009-07-13,13800.0,13400.0,54724.0,19.3,-3050,5720,-2670
2009-07-14,13500.0,13350.0,24600.0,19.23,-300,-370,670
2009-07-15,13350.0,13700.0,22261.0,19.73,-5796,186,5610
2009-07-16,13800.0,13600.0,24390.0,19.59,4518,-2388,-2130
2009-07-17,13850.0,13950.0,41977.0,20.09,3930,-480,-3450
2009-07-20,13900.0,14550.0,109630.0,20.95,-12680,7460,5220
2009-07-21,14550.0,15100.0,119649.0,21.74,1508,1052,-2560
2009-07-22,15200.0,14600.0,843092.0,21.02,7303,-18493,7190
2009-07-23,15150.0,15100.0,499408.0,21.74,15820,-18550,230
2009-07-24,15200.0,15100.0,117045.0,21.74,-7208,-82,7230
2009-07-27,15100.0,15600.0,117173.0,22.46,-7570,6730,-100
2009-07-28,15800.0,15950.0,280706.0,22.97,-8940,920,3270
2009-07-29,16150.0,16000.0,113332.0,23.04,-10950,-3680,14230
2009-07-30,15700.0,15850.0,57301.0,22.82,-3670,2750,990
2009-07-31,15900.0,15700.0,64318.0,22.61,-1457,-1133,2530
2009-08-03,15500.0,15400.0,113674.0,22.18,28924,-2814,3620
2009-08-04,15500.0,15050.0,74918.0,21.67,6320,240,-6760
2009-08-05,15200.0,15000.0,105640.0,21.6,-7570,1320,5950
2009-08-06,15050.0,15600.0,242657.0,22.46,-15110,12720,2390
2009-08-07,15600.0,15850.0,113624.0,22.82,673,4327,-5000
2009-08-10,15950.0,15700.0,64012.0,22.61,-3310,3908,-100
2009-08-11,15700.0,15900.0,82172.0,22.9,-2877,11907,-9210
2009-08-12,15900.0,15450.0,53275.0,22.25,3594,-174,-420
2009-08-13,15500.0,15150.0,103342.0,21.82,4550,-2970,-1270
2009-08-14,15250.0,15250.0,63561.0,21.96,-18170,4960,13210
2009-08-17,15700.0,14800.0,94313.0,21.31,22949,-2359,-20660
2009-08-18,14850.0,14600.0,49970.0,21.02,1486,334,-270
2009-08-19,15150.0,16750.0,754947.0,24.12,39963,-7651,-12562
2009-08-20,17300.0,19250.0,509050.0,27.72,-96460,-160,96520
2009-08-21,22100.0,22100.0,158341.0,31.82,7380,-590,-6790
2009-08-24,23500.0,25400.0,2544618.0,36.58,118760,-43170,-32100
2009-08-25,24000.0,21600.0,1252961.0,31.1,72140,7450,-83930
2009-08-26,21000.0,21350.0,1162580.0,30.74,-19566,-1364,19770
2009-08-27,21000.0,19700.0,589598.0,28.37,20563,-23243,2540
2009-08-28,20250.0,19900.0,1009948.0,28.66,70,-660,870
2009-08-31,19700.0,18900.0,310817.0,27.22,3104,-5204,2160
2009-09-01,19350.0,19250.0,349438.0,27.72,13951,-3231,-6790
2009-09-02,18750.0,19350.0,566990.0,27.87,-29610,10570,20330
2009-09-03,20000.0,19800.0,289426.0,28.51,-11246,-10454,17090
2009-09-04,20000.0,22750.0,2221777.0,32.76,55740,-21350,-28100
2009-09-07,21850.0,20150.0,810826.0,29.02,59701,-13969,-44770
2009-09-08,20500.0,20100.0,358126.0,28.95,-430,-6280,1370
2009-09-09,19800.0,20000.0,782308.0,28.8,37290,-12780,-16110
2009-09-10,20000.0,20800.0,893400.0,29.95,26320,-14499,-12061
2009-09-11,20900.0,20150.0,661293.0,29.02,17420,-130,-7490
2009-09-14,20300.0,19550.0,197752.0,28.15,3221,-2281,-940
2009-09-15,19600.0,19000.0,248512.0,27.36,4521,869,-5590
2009-09-16,19200.0,18850.0,318396.0,27.15,58610,500,-58110
2009-09-17,19100.0,18700.0,225317.0,26.93,46928,744,-47730
2009-09-18,18800.0,21500.0,787974.0,30.96,2328,-1454,1416
2009-09-21,24700.0,24700.0,471253.0,35.57,-15520,9890,6130
2009-09-22,25600.0,22450.0,2996383.0,32.33,43603,-10352,-35570
2009-09-23,22300.0,21300.0,615559.0,30.67,-26150,-10,15100
2009-09-24,21300.0,21000.0,407409.0,30.24,-12609,389,8370
2009-09-25,20700.0,21500.0,906410.0,30.96,1640,-430,3320
2009-09-28,21050.0,21050.0,188347.0,30.31,-19170,2110,17210
2009-09-29,21400.0,20900.0,134013.0,30.1,10387,3330,-3927
2009-09-30,20800.0,21350.0,240311.0,30.74,-4037,1627,3510
2009-10-01,21550.0,20950.0,181197.0,30.17,20320,1960,-21280
2009-10-05,20800.0,19700.0,160860.0,28.37,-540,1490,-2950
2009-10-06,20000.0,19700.0,89760.0,28.37,-3681,741,940
2009-10-07,19850.0,19900.0,61131.0,28.66,-4490,1490,3000
2009-10-08,19950.0,19900.0,81444.0,28.66,8310,-5600,-2910
2009-10-09,19100.0,20000.0,90344.0,28.8,-4830,-810,5640
2009-10-12,20800.0,20650.0,88786.0,29.74,-1060,4140,-1080
2009-10-13,20650.0,21000.0,202965.0,30.24,-3181,-100,2781
2009-10-14,21250.0,20550.0,111989.0,29.59,9113,-8011,-1102
2009-10-15,20600.0,20000.0,80343.0,28.8,-1600,480,1620
2009-10-16,20200.0,20100.0,88988.0,28.95,-3500,-370,3870
2009-10-19,20000.0,20150.0,41655.0,29.02,2220,-300,-1920
2009-10-20,20150.0,20000.0,80472.0,28.8,-1255,535,550
2009-10-21,20300.0,20400.0,103605.0,29.38,-1020,-260,1280
2009-10-22,20200.0,20150.0,177323.0,29.02,-343,-1931,2274
2009-10-23,20250.0,20150.0,57772.0,29.02,1550,-470,-1100
2009-10-26,20650.0,22700.0,1060521.0,32.69,2121,-3381,1450
2009-10-27,22100.0,21800.0,667836.0,31.39,10080,-280,-10190
2009-10-28,22000.0,21350.0,208692.0,30.74,13410,10,-13420
2009-10-29,21350.0,21500.0,533722.0,30.96,3510,-820,-2440
2009-10-30,21500.0,20650.0,259261.0,29.74,17750,-18340,720
2009-11-02,20300.0,20050.0,164820.0,28.87,-13990,-2140,14130
2009-11-03,20250.0,19750.0,104302.0,28.44,3460,-2940,-530
2009-11-04,19600.0,19350.0,114162.0,27.87,10890,-11430,340
2009-11-05,19350.0,18800.0,122403.0,27.07,-2120,1300,690
2009-11-06,18950.0,19000.0,81670.0,27.36,590,40,-630
2009-11-09,19100.0,19000.0,53161.0,27.36,-5784,4904,980
2009-11-10,19250.0,19000.0,51544.0,27.36,-5790,-470,4600
2009-11-11,19000.0,19250.0,53423.0,27.72,-9780,970,8810
2009-11-12,19450.0,18900.0,41274.0,27.22,1599,-2509,910
2009-11-13,18800.0,18150.0,166274.0,26.14,-930,1200,-1960
2009-11-16,17850.0,17050.0,140355.0,24.55,-1460,-2630,3950
2009-11-17,17000.0,17150.0,98418.0,24.7,-10737,-1463,10700
2009-11-18,17150.0,17150.0,45832.0,24.7,-3319,1419,1900
2009-11-19,17100.0,17500.0,62814.0,25.2,-6870,-430,7300
2009-11-20,17500.0,17700.0,36230.0,25.49,1120,460,-1580
2009-11-23,17900.0,17350.0,44662.0,24.98,6469,-5679,-840
2009-11-24,17300.0,16550.0,99813.0,23.83,340,460,-800
2009-11-25,16500.0,17100.0,64167.0,24.62,-22830,15130,7850
2009-11-26,16850.0,17050.0,43974.0,24.55,-8450,14400,-5950
2009-11-27,17250.0,17650.0,789534.0,25.42,11280,-1970,-8940
2009-11-30,17600.0,17200.0,196927.0,24.77,-5850,6180,-330
2009-12-01,17200.0,17100.0,100225.0,24.62,-3600,-1770,400
2009-12-02,17200.0,17400.0,97875.0,25.06,-3025,-285,3300
2009-12-03,17500.0,17300.0,46680.0,24.91,850,710,-140
2009-12-04,17350.0,18050.0,203896.0,25.99,480,490,4030
2009-12-07,18200.0,18000.0,100065.0,25.92,5297,-6947,1650
2009-12-08,17850.0,17750.0,76506.0,25.56,-2660,960,1700
2009-12-09,17500.0,17750.0,48112.0,25.56,660,1340,-2000
2009-12-10,17750.0,17750.0,298225.0,25.56,6960,13760,-22730
2009-12-11,17950.0,18000.0,94180.0,25.92,-4250,-1270,2520
2009-12-14,18100.0,18400.0,81309.0,26.5,-11390,3120,8270
2009-12-15,18500.0,18550.0,96188.0,26.71,1070,40,-1110
2009-12-16,18550.0,18300.0,60781.0,26.35,9540,30,-9570
2009-12-17,18300.0,18200.0,58366.0,26.21,-467,2907,-2440
2009-12-18,18050.0,17950.0,57056.0,25.85,-1814,2514,-700
2009-12-21,18000.0,18500.0,259613.0,26.64,-9596,6596,2300
2009-12-22,18800.0,18350.0,69520.0,26.43,-5279,7189,-3850
2009-12-23,18400.0,18050.0,59823.0,25.99,5270,-860,-4410
2009-12-24,18000.0,18300.0,76267.0,26.35,-3084,704,3750
2009-12-28,18200.0,18900.0,125425.0,27.22,-36435,21235,11060
2009-12-29,18350.0,18200.0,51377.0,26.99,6100,-50,-6050
2009-12-30,18500.0,18200.0,53775.0,26.99,6560,1280,-7870
2010-01-04,18300.0,18250.0,54419.0,16.06,804,-1044,740
2010-01-05,18250.0,18550.0,124410.0,16.33,-9179,-91,670
2010-01-06,18750.0,19150.0,219294.0,16.85,-8799,6520,3099
2010-01-07,19300.0,18900.0,103636.0,16.63,-8335,1955,3460
2010-01-08,19000.0,19000.0,76753.0,16.72,355,-635,280
2010-01-11,19000.0,19450.0,124176.0,17.12,214,-1644,-2070
2010-01-12,19400.0,19950.0,98180.0,17.56,854,6866,-7760
2010-01-13,20100.0,20200.0,197246.0,17.78,-8575,21915,-9010
2010-01-14,20100.0,20100.0,78839.0,17.69,330,9750,-8260
2010-01-15,20150.0,20200.0,164690.0,17.78,2219,821,-3140
2010-01-18,20250.0,20100.0,80120.0,17.69,4030,-1390,-650
2010-01-19,19800.0,19200.0,112564.0,16.9,1911,-321,-1290
2010-01-20,19300.0,19100.0,69264.0,16.81,7150,-810,-6240
2010-01-21,18900.0,18600.0,121035.0,16.37,-8517,2547,6100
2010-01-22,18400.0,18200.0,94686.0,16.02,4693,-4493,-200
2010-01-25,17900.0,17850.0,131048.0,15.71,32841,-32541,-300
2010-01-26,17950.0,17850.0,59359.0,15.71,3543,3827,-4370
2010-01-27,17850.0,17650.0,51707.0,15.53,6170,-190,-3980
2010-01-28,17900.0,17850.0,49251.0,15.71,-12434,11034,-1380
2010-01-29,17800.0,16850.0,79530.0,14.83,15140,-13090,-1990
2010-02-01,16900.0,17100.0,39345.0,15.05,9127,-7427,-1990
2010-02-02,17300.0,17150.0,45711.0,15.09,7467,-1941,-5526
2010-02-03,17150.0,17450.0,48353.0,15.36,2046,-1344,-702
2010-02-04,17600.0,17300.0,19403.0,15.22,5085,-1194,-3891
2010-02-05,16600.0,16850.0,51419.0,14.83,-144,1314,-2990
2010-02-08,16950.0,16600.0,42076.0,14.61,5210,1110,-6320
2010-02-09,16600.0,16300.0,47153.0,14.35,12401,-7911,-4490
2010-02-10,16550.0,16250.0,49511.0,14.3,24620,-18830,-5790
2010-02-11,16300.0,16750.0,37019.0,14.74,-7273,4803,2440
2010-02-12,16750.0,17300.0,50267.0,15.22,11113,-2166,-8947
2010-02-16,17500.0,17200.0,32526.0,15.14,7300,-5600,-1700
2010-02-17,17200.0,17250.0,46183.0,15.18,590,550,-1140
2010-02-18,17250.0,17300.0,26866.0,15.22,1473,-53,-1420
2010-02-19,17200.0,17350.0,59400.0,15.27,4877,-360,-4517
2010-02-22,17550.0,17800.0,96559.0,15.67,-12170,12290,-120
2010-02-23,17800.0,17750.0,30738.0,15.62,-2185,855,780
2010-02-24,17750.0,17850.0,35188.0,15.71,-2497,3040,-1033
2010-02-25,18100.0,17900.0,74618.0,15.75,-3220,-2020,5240
2010-02-26,18250.0,18100.0,37659.0,15.93,1024,-184,-840
2010-03-02,18150.0,17900.0,56816.0,15.75,-9180,4800,7150
2010-03-03,17950.0,18200.0,54279.0,16.02,-4914,5164,-250
2010-03-04,18350.0,18250.0,35303.0,16.06,-7450,5920,1590
2010-03-05,18150.0,18550.0,71644.0,16.33,-9500,6080,3450
2010-03-08,18550.0,18500.0,57247.0,16.28,5348,-838,3360
2010-03-09,18500.0,18650.0,41633.0,16.41,-717,-23,740
2010-03-10,18650.0,18800.0,43475.0,16.54,6855,95,-350
2010-03-11,18950.0,19300.0,98951.0,16.99,-453,-607,60
2010-03-12,19400.0,18250.0,538084.0,16.06,546,1844,-5130
2010-03-15,18350.0,17950.0,79704.0,15.8,7050,-8190,1260
2010-03-16,18050.0,17850.0,37121.0,15.71,-8452,3292,5160
2010-03-17,17850.0,18550.0,266218.0,16.33,-6650,-680,8020
2010-03-18,19000.0,18550.0,81675.0,16.33,-4629,-272,4521
2010-03-19,18700.0,18700.0,49852.0,16.46,-4475,2955,1080
2010-03-22,18650.0,19300.0,184924.0,16.99,11030,-3380,-7350
2010-03-23,19900.0,18600.0,730209.0,16.37,6120,-60,-6060
2010-03-24,18800.0,18850.0,94892.0,16.59,-8840,50,8790
2010-03-25,18900.0,18250.0,107636.0,16.06,16061,-20301,4240
2010-03-26,18250.0,18400.0,58060.0,16.19,-3235,-825,4060
2010-03-29,18050.0,18000.0,75124.0,15.84,-2493,23,2560
2010-03-30,18200.0,18000.0,44926.0,15.84,5033,-5823,910
2010-03-31,18200.0,18000.0,34589.0,15.84,-3760,-5100,8860
2010-04-01,18050.0,17850.0,58644.0,15.71,-2140,-3330,5470
2010-04-02,17850.0,17800.0,47542.0,15.67,2916,-2926,160
2010-04-05,17800.0,17700.0,77872.0,15.58,-3140,3110,30
2010-04-06,17800.0,17700.0,27773.0,15.58,-2570,250,2320
2010-04-07,17750.0,18000.0,34750.0,15.84,-6920,1690,5230
2010-04-08,18100.0,17900.0,27037.0,15.75,-130,-670,800
2010-04-09,17950.0,17750.0,26200.0,15.62,160,-620,640
2010-04-12,17850.0,17750.0,26698.0,15.62,-20,-340,360
2010-04-13,17800.0,17700.0,21314.0,15.58,-5603,-287,5890
2010-04-14,17850.0,17800.0,38266.0,15.67,-1701,-959,2660
2010-04-15,18000.0,18200.0,72061.0,16.02,1688,-428,3100
2010-04-16,18100.0,18150.0,42202.0,15.97,4840,-970,490
2010-04-19,17900.0,18150.0,63800.0,15.97,520,840,-1660
2010-04-20,19600.0,19400.0,997656.0,17.07,-60,-2960,-1990
2010-04-21,19250.0,18950.0,200253.0,16.68,-26033,7213,15320
2010-04-22,19100.0,18950.0,110132.0,16.68,2652,-385,-1660
2010-04-23,18850.0,19100.0,113293.0,16.81,-4270,-930,3030
2010-04-26,19050.0,18800.0,73782.0,16.54,630,2720,-3750
2010-04-27,18800.0,18350.0,84068.0,16.15,-4610,380,4230
2010-04-28,18100.0,18350.0,80510.0,16.15,-492,-590,-298
2010-04-29,18250.0,18000.0,59535.0,15.84,2020,-230,-2290
2010-04-30,18250.0,18400.0,60184.0,16.19,-3530,-280,3810
2010-05-03,18300.0,18100.0,60174.0,15.93,-11590,530,10060
2010-05-04,18150.0,18250.0,29245.0,16.06,1515,-155,-1240
2010-05-06,17950.0,18000.0,43085.0,15.84,2050,-250,260
2010-05-07,17500.0,17200.0,77072.0,15.14,7320,-3090,-4930
2010-05-10,17100.0,17400.0,36844.0,15.31,4170,-2200,-1970
2010-05-11,17550.0,17400.0,46875.0,15.31,7094,-2644,-4250
2010-05-12,17900.0,17450.0,25142.0,15.36,-320,530,-210
2010-05-13,17700.0,17700.0,26466.0,15.58,-2071,2321,-450
2010-05-14,17700.0,17600.0,45445.0,15.49,-8410,10690,-2280
2010-05-17,17550.0,16950.0,58434.0,14.92,16510,-1960,-14950
2010-05-18,17000.0,17200.0,31599.0,15.14,-7770,5240,2530
2010-05-19,17000.0,16700.0,43386.0,14.7,-2697,5817,-3120
2010-05-20,16700.0,16100.0,57680.0,14.17,-4680,3380,1300
2010-05-24,15700.0,16150.0,55563.0,14.21,-8015,4375,4240
2010-05-25,15750.0,15000.0,84339.0,13.2,15320,-1120,-14200
2010-05-26,15050.0,15350.0,43087.0,13.51,-8520,6860,1660
2010-05-27,15150.0,15500.0,40991.0,13.64,-2730,2940,-210
2010-05-28,15800.0,15800.0,34395.0,13.9,-4570,5950,-1150
2010-05-31,15950.0,16450.0,25522.0,14.48,-2681,2291,390
2010-06-01,16500.0,16600.0,18232.0,14.61,-670,710,-40
2010-06-03,16350.0,16500.0,23033.0,14.52,-4440,50,4390
2010-06-04,16450.0,16450.0,12919.0,14.48,1610,-660,-830
2010-06-07,16000.0,15950.0,23459.0,14.04,-470,460,10
2010-06-08,15750.0,16100.0,18209.0,14.17,-4518,388,4130
2010-06-09,16100.0,15800.0,22868.0,13.9,-2398,1098,1300
2010-06-10,15800.0,16100.0,41882.0,14.17,-11800,15100,220
2010-06-11,16250.0,16350.0,20458.0,14.39,-2736,136,2600
2010-06-14,16350.0,16650.0,25390.0,14.65,-6550,2140,4410
2010-06-15,16550.0,16800.0,23350.0,14.79,-270,-360,630
2010-06-16,17150.0,16900.0,21482.0,14.87,-1180,1520,-390
2010-06-17,16750.0,16650.0,22412.0,14.65,-1809,1579,230
2010-06-18,16900.0,16650.0,12164.0,14.65,-2739,879,1860
2010-06-21,16650.0,17350.0,58210.0,15.27,-6360,4590,2010
2010-06-22,17350.0,17300.0,46498.0,15.22,6780,-5110,-1670
2010-06-23,17200.0,17400.0,30825.0,15.31,-1200,2530,-1330
2010-06-24,17550.0,17600.0,38126.0,15.49,-214,3454,-3830
2010-06-25,17450.0,17350.0,32334.0,15.27,-4260,5180,-920
2010-06-28,17350.0,17700.0,41570.0,15.58,1740,-50,-1800
2010-06-29,17650.0,17500.0,528906.0,15.4,-25090,1100,23990
2010-06-30,17550.0,17300.0,144478.0,15.22,29233,-5583,-28650
2010-07-01,17300.0,16900.0,74934.0,14.87,3421,-4971,1050
2010-07-02,16900.0,16900.0,51826.0,14.87,6910,4090,-11000
2010-07-05,16800.0,17800.0,302632.0,15.67,5050,110,-5160
2010-07-06,17900.0,17850.0,148197.0,15.71,11061,-4004,-6437
2010-07-07,18100.0,17400.0,64660.0,15.31,10090,-2180,-7400
2010-07-08,17400.0,17300.0,43479.0,15.22,3220,-1780,-1440
2010-07-09,17550.0,17550.0,19443.0,15.45,255,385,-640
2010-07-12,17600.0,17150.0,57729.0,15.09,-750,-50,800
2010-07-13,17150.0,17100.0,26914.0,15.05,-1660,-520,2080
2010-07-14,17200.0,17150.0,34073.0,15.09,-4000,-1330,5330
2010-07-15,17200.0,17250.0,38394.0,15.18,1000,-6480,5580
2010-07-16,17350.0,17150.0,27361.0,15.09,-3470,1990,1480
2010-07-19,17000.0,17000.0,32871.0,14.96,241,-741,500
2010-07-20,16950.0,17250.0,28769.0,15.18,-14748,15098,-290
2010-07-21,17400.0,17550.0,94828.0,15.45,894,-1952,-2802
2010-07-22,17650.0,17500.0,63341.0,15.4,-826,3416,-3200
2010-07-23,18000.0,17600.0,113876.0,15.49,2959,-3700,-859
2010-07-26,17600.0,17600.0,48515.0,15.49,-6433,2433,5140
2010-07-27,17550.0,17200.0,46268.0,15.14,5520,-178,-5342
2010-07-28,17200.0,17350.0,29611.0,15.27,-5930,5000,-360
2010-07-29,17450.0,17250.0,41883.0,15.18,-1958,1268,690
2010-07-30,17300.0,17050.0,30226.0,15.01,1390,1580,-2970
2010-08-02,17050.0,17050.0,36306.0,15.01,-1076,-585,1661
2010-08-03,17100.0,17050.0,24846.0,15.01,2156,-1506,350
2010-08-04,17050.0,16950.0,23243.0,14.92,-2010,470,1440
2010-08-05,16950.0,17050.0,29363.0,15.01,-4798,2358,2440
2010-08-06,17200.0,17150.0,22944.0,15.09,-5108,2738,2370
2010-08-09,17050.0,17800.0,94534.0,15.67,-517,-403,2220
2010-08-10,17650.0,17450.0,39237.0,15.36,-857,-633,1490
2010-08-11,17350.0,17300.0,49968.0,15.22,780,110,-390
2010-08-12,17100.0,17100.0,27144.0,15.05,540,-560,-1980
2010-08-13,17100.0,17150.0,46840.0,15.09,5190,-110,-4530
2010-08-16,17150.0,16950.0,28160.0,14.92,5311,-2511,-2950
2010-08-17,16950.0,17250.0,33701.0,15.18,110,-370,1260
2010-08-18,17250.0,17000.0,24350.0,14.96,5100,-2270,-2830
2010-08-19,17000.0,17100.0,45070.0,15.05,10320,1530,-11350
2010-08-20,16950.0,16900.0,35943.0,14.87,-650,3430,-290
2010-08-23,16900.0,17000.0,26664.0,14.96,-1270,60,1210
2010-08-24,17000.0,16800.0,21554.0,14.79,2743,-553,-180
2010-08-25,16650.0,16550.0,37180.0,14.56,-21,6241,-3600
2010-08-26,16600.0,16350.0,43821.0,14.39,4300,860,-4010
2010-08-27,16150.0,16300.0,35503.0,14.35,-3400,4440,-40
2010-08-30,16400.0,16300.0,34184.0,14.35,8224,-11484,3160
2010-08-31,16200.0,16150.0,39288.0,14.21,-4668,5848,-1180
2010-09-01,16100.0,16200.0,34772.0,14.26,6955,-8915,1960
2010-09-02,16350.0,16350.0,18922.0,14.39,-2440,-480,4680
2010-09-03,16400.0,16250.0,30373.0,14.3,7800,-6950,650
2010-09-06,16450.0,16450.0,26903.0,14.48,-390,-140,530
