Symbol,JW중외제약_시가(원),JW중외제약_종가(원),JW중외제약_거래량(주),JW중외제약_PER(IFRS-연결),JW중외제약_순매수수량(개인)(주),JW중외제약_순매수수량(기관계)(주),JW중외제약_순매수수량(외국인계)(주)
2000-01-04,10700,12700,354350,11.62,47840,-28020,0
2000-01-05,12200,12500,857140,11.44,30550,-25550,0
2000-01-06,13000,11400,241780,10.43,-2620,2640,0
2000-01-07,11500,12500,549770,11.44,-2210,1970,240
2000-01-10,13250,11900,486060,10.89,10840,-5080,0
2000-01-11,11800,11950,264330,10.93,18100,-17450,-630
2000-01-12,11800,11550,209090,10.57,-1040,-3960,0
2000-01-13,11850,11600,138260,10.61,9030,-9030,0
2000-01-14,11800,11200,173410,10.25,9490,-9490,0
2000-01-17,11100,11100,149580,10.15,-930,630,300
2000-01-18,11100,11000,218750,10.06,-2880,-2180,60
2000-01-19,11000,10400,196130,9.52,7500,-14990,0
2000-01-20,10100,9900,139050,9.06,-2070,1890,180
2000-01-21,9650,9920,152870,9.07,4520,-5000,0
2000-01-24,9800,10400,231030,9.52,180,320,0
2000-01-25,10400,9960,113210,9.11,10,-10,0
2000-01-26,10300,10050,111690,9.19,-180,180,0
2000-01-27,10050,10700,307520,9.79,270,-270,0
2000-01-28,10950,10650,162850,9.74,-1200,1200,0
2000-01-31,10600,10650,133180,9.74,1850,-1050,-800
2000-02-01,10700,10550,89770,9.65,9010,-8070,-870
2000-02-02,10500,11100,272250,10.15,4510,-4510,0
2000-02-03,10900,11000,112790,10.06,-30,30,0
2000-02-07,11000,11450,143300,10.47,310,-310,0
2000-02-08,11700,11500,198310,10.52,-8200,8130,0
2000-02-09,11250,11500,227310,10.52,8990,-8990,0
2000-02-10,11400,10650,154010,9.74,2170,-2170,0
2000-02-11,10100,10800,321980,9.88,36000,-35440,0
2000-02-14,11100,10600,216760,9.7,-1820,1820,0
2000-02-15,10700,9940,135090,9.09,-100,-60,160
2000-02-16,10000,10000,95690,9.15,23860,-23860,0
2000-02-17,10100,10950,473670,10.02,14400,-4300,-100
2000-02-18,11500,12550,1032000,11.48,-247750,211750,0
2000-02-21,12850,12300,748070,11.25,10550,-12550,0
2000-02-22,12500,11700,390270,10.7,-93130,60120,0
2000-02-23,12200,12200,379400,11.16,-3870,-20060,0
2000-02-24,12200,12300,285720,11.25,-2840,-160,0
2000-02-25,12000,11600,234980,10.61,-660,660,0
2000-02-28,11200,11500,374720,10.52,-18610,15610,0
2000-02-29,12000,11400,301320,10.43,25710,-25640,0
2000-03-02,12000,12250,497570,11.21,1080,-980,-100
2000-03-03,12700,12700,706850,11.62,26100,-540,0
2000-03-06,13500,13100,385790,11.98,-5100,5030,0
2000-03-07,13100,12700,312520,11.62,5150,-10150,0
2000-03-08,12300,12100,244830,11.07,-3020,-3000,0
2000-03-09,12400,12100,228460,11.07,7690,-13730,-3550
2000-03-10,12300,12700,421100,11.62,66960,-48880,0
2000-03-13,13100,14000,1418490,12.81,53000,-44980,0
2000-03-14,13900,12800,472390,11.71,-15110,10120,0
2000-03-15,12800,12100,285960,11.07,19750,-8750,0
2000-03-16,12700,12150,555940,11.12,67590,-67690,0
2000-03-17,12350,11550,335360,10.57,17860,-23020,100
2000-03-20,11550,11500,177240,10.52,-5280,280,0
2000-03-21,11500,11000,181040,10.06,9670,230,100
2000-03-22,11500,11350,196130,10.38,3020,-3020,0
2000-03-23,11800,11550,187270,10.57,-6110,-350,-200
2000-03-24,11850,11900,424940,10.89,-7970,-2030,0
2000-03-27,12550,11950,216550,10.93,-8040,40,0
2000-03-28,11950,11800,152790,10.8,-5350,350,0
2000-03-29,11800,11600,174010,10.61,-7510,-490,0
2000-03-30,11600,11300,121640,10.34,-4330,330,0
2000-03-31,11500,11100,148240,10.15,33410,-38410,0
2000-04-03,11100,11200,308570,10.25,-6560,-300,0
2000-04-04,11000,10650,144090,9.74,20270,-20270,0
2000-04-06,10800,10100,123280,9.24,11480,-7420,100
2000-04-07,10400,10300,111870,9.42,-2080,80,0
2000-04-10,10550,10600,188330,9.7,22770,-19520,0
2000-04-11,10600,10150,80480,9.29,-310,90,210
2000-04-12,10200,10150,81180,9.29,-130,-810,1000
2000-04-14,9900,10050,87300,9.19,-2410,-330,0
2000-04-17,9200,8550,131160,7.82,-9650,760,900
2000-04-18,9050,9100,97890,8.32,-12660,-1940,100
2000-04-19,9510,9200,93220,8.42,10170,-10160,-10
2000-04-20,9000,9350,67090,8.55,360,-360,0
2000-04-21,9350,9480,88190,8.67,550,-550,0
2000-04-24,9480,9250,134460,8.46,3080,-2540,0
2000-04-25,9250,9080,60680,8.31,5310,-5310,0
2000-04-26,9210,8800,79840,8.05,-20,20,0
2000-04-27,8600,8480,63040,7.76,9540,-9630,90
2000-04-28,8320,8900,91140,8.14,-14330,14330,0
2000-05-02,9300,9100,85550,8.32,1080,-880,-200
2000-05-03,9050,8950,51960,8.19,7340,-7090,-250
2000-05-04,8900,9210,167960,8.43,12550,-11450,-1100
2000-05-08,9800,9160,78700,8.38,7450,-5260,-740
2000-05-09,9300,9170,72820,8.39,-640,-1210,-170
2000-05-10,9030,9200,70820,8.42,4860,-4520,-350
2000-05-12,9200,9160,142940,8.38,4870,-4720,-150
2000-05-15,9100,9650,339110,8.83,6890,-9190,-700
2000-05-16,10000,9100,336210,8.32,-12270,9970,-100
2000-05-17,9200,8630,185480,7.9,2090,-260,200
2000-05-18,8500,7850,96390,7.18,-1120,30,100
2000-05-19,7700,7850,76570,7.18,-580,160,420
2000-05-22,7850,7100,63620,6.5,260,-200,-60
2000-05-23,7100,6850,38910,6.27,-1160,1160,0
2000-05-24,6520,7000,71210,6.41,2600,-2600,0
2000-05-25,7010,7850,127910,7.18,2390,-5980,3590
2000-05-26,7690,7020,77100,6.42,-7910,9340,-1300
2000-05-29,6900,7300,73330,6.68,-10160,10160,0
2000-05-30,7410,7550,57830,6.91,1110,-980,-130
2000-05-31,7790,7880,144720,7.21,1730,-1630,-100
2000-06-01,7790,8300,138770,7.59,1860,-620,-1230
2000-06-02,8600,8270,141420,7.57,110,-110,0
2000-06-05,8400,8700,128900,7.96,-21870,21760,0
2000-06-07,9000,10000,265130,9.15,-44330,44890,-560
2000-06-08,10000,9200,261220,8.42,21230,-20280,-970
2000-06-09,9210,9200,131390,8.42,810,-810,0
2000-06-12,9700,10550,647800,9.65,58880,-66040,-500
2000-06-13,10400,9690,335220,8.87,10670,-40,200
2000-06-14,10300,9870,207280,9.03,300,-100,-200
2000-06-15,9520,9030,113140,8.26,-200,0,200
2000-06-16,8510,8650,143230,7.91,-5780,5590,200
2000-06-19,8600,8550,104540,7.82,210,-210,0
2000-06-20,8750,8700,111530,7.96,-4540,-60,-400
2000-06-21,8900,8700,129090,7.96,90,-80,0
2000-06-22,8800,8950,137250,8.19,-38980,38980,0
2000-06-23,8820,9000,85350,8.23,140,-10,0
2000-06-26,9150,9590,195540,8.77,-110,110,0
2000-06-27,9400,9400,137540,8.6,-18940,18910,0
2000-06-28,9540,9500,131540,8.69,-39350,39230,0
2000-06-29,9250,9200,72420,8.42,-11950,11430,640
2000-06-30,9380,9180,43400,8.4,-10960,10870,0
2000-07-03,9500,9200,68780,8.42,-4230,4080,0
2000-07-04,9350,9150,123630,8.37,-20,-10,0
2000-07-05,9210,8990,60920,8.22,-890,190,700
2000-07-06,9100,9320,288660,8.53,-40,70,0
2000-07-07,9600,9470,161430,8.66,-150,90,0
2000-07-10,9450,9400,130510,8.6,-110,110,0
2000-07-11,9750,9200,167150,8.42,180,-140,-10
2000-07-12,9350,9740,339560,8.91,-9760,9700,10
2000-07-13,9690,9470,90010,8.66,-9990,10010,0
2000-07-14,9270,9030,104920,8.26,-1570,-1420,0
2000-07-18,9150,8930,54900,8.17,-40,-50,0
2000-07-19,8900,8490,79330,7.77,-12640,10190,0
2000-07-20,8500,8300,46710,7.59,5880,-5920,40
2000-07-21,8400,8450,30740,7.73,3040,-3000,0
2000-07-24,8520,7810,54360,7.15,-360,330,0
2000-07-25,7760,8010,37930,7.33,-540,260,220
2000-07-26,7910,7950,41330,7.27,370,-240,0
2000-07-27,7990,7950,54600,7.27,-140,160,0
2000-07-28,7950,7700,34920,7.04,-2100,1260,720
2000-07-31,7700,7700,25050,7.04,-1560,1080,360
2000-08-01,7700,7870,33430,7.2,-250,610,-400
2000-08-02,8480,8100,71260,7.41,860,0,-890
2000-08-03,8300,8110,54220,7.42,-1570,-930,0
2000-08-04,8010,7920,20230,7.24,90,-80,0
2000-08-07,7900,7600,29660,6.95,3280,-100,0
2000-08-08,7600,7570,29670,6.93,-1270,100,0
2000-08-09,7600,7720,28350,7.06,-1190,280,400
2000-08-10,7720,7820,30530,7.15,1110,-510,0
2000-08-11,7850,7900,33050,7.23,320,-450,0
2000-08-14,8000,8100,42600,7.41,3100,-3240,80
2000-08-16,8090,8000,40890,7.32,-590,250,320
2000-08-17,7820,7950,22050,7.27,140,-140,0
2000-08-18,8050,7830,24190,7.16,780,-90,0
2000-08-21,7700,7720,21190,7.06,70,-70,0
2000-08-22,7730,7740,19640,7.08,-780,470,220
2000-08-23,7710,7650,28290,7,400,-360,60
2000-08-24,7650,7780,23270,7.12,-260,10,240
2000-08-25,7850,7700,14620,7.04,-60,20,0
2000-08-28,7670,7600,32050,6.95,3660,-3950,220
2000-08-29,7700,7620,17470,6.97,1840,-1880,0
2000-08-30,7630,7630,32490,6.98,230,-420,220
2000-08-31,7650,7400,45560,6.77,-1930,1660,360
2000-09-01,7400,7500,65760,6.86,7060,-7140,0
2000-09-04,7520,7750,75690,7.09,1180,-1540,0
2000-09-05,7800,7600,74620,6.95,2080,-2170,0
2000-09-06,7620,7680,55510,7.03,-50,30,0
2000-09-07,7610,7900,227970,7.23,-760,1490,-400
2000-09-08,7710,7660,69690,7.01,1230,-1020,0
2000-09-14,7650,7450,52470,6.81,420,1940,-1770
2000-09-15,7410,7490,77690,6.85,-18410,18410,0
2000-09-18,7470,6780,58480,6.2,-760,-70,800
2000-09-19,6800,7080,129080,6.48,50,-40,0
2000-09-20,7220,7200,126290,6.59,280,-200,-60
2000-09-21,7210,7060,65880,6.46,3000,-3000,0
2000-09-22,7230,6660,66750,6.09,200,-20,-180
2000-09-25,6800,6900,35270,6.31,-1270,1170,100
2000-09-26,7100,7180,97820,6.57,1680,-1180,-500
2000-09-27,7290,7220,53150,6.61,510,-20,-500
2000-09-28,7430,7250,75030,6.63,5710,-5700,0
2000-09-29,7480,7400,101180,6.77,10,-10,0
2000-10-02,7410,7350,68650,6.72,550,-220,-330
2000-10-04,7480,7600,158940,6.95,0,0,0
2000-10-05,7410,7500,63760,6.86,0,0,0
2000-10-06,7580,7490,105040,6.85,-50,-10,0
2000-10-09,7480,7190,75040,6.58,0,0,0
2000-10-10,7020,7400,90970,6.77,-990,990,0
2000-10-11,7500,7100,86030,6.5,10,-10,0
2000-10-12,7010,7020,62630,6.42,2420,-80,0
2000-10-13,6700,6900,69510,6.31,-14270,13970,300
2000-10-16,7100,7120,57330,6.51,20,-20,0
2000-10-17,7120,7000,82770,6.41,30,-30,0
2000-10-18,7000,7000,49150,6.41,-3690,-10,-300
2000-10-19,6830,6910,41100,6.32,30,-30,0
2000-10-20,6960,6970,56300,6.38,80,-80,0
2000-10-23,6950,6800,38990,6.22,-90,-10,100
2000-10-24,6750,6860,31400,6.27,10,-10,0
2000-10-25,6860,6760,36310,6.18,-700,-80,780
2000-10-26,6700,6660,31940,6.09,-90,-10,100
2000-10-27,6610,6610,26650,6.05,-420,0,420
2000-10-30,6650,6250,42990,5.72,-990,-10,1000
2000-10-31,6110,5930,124140,5.43,69900,-70000,100
2000-11-01,6010,6210,169070,5.68,46080,-45380,-700
2000-11-02,6230,6250,112610,5.72,-90,90,0
2000-11-03,6350,6300,91490,5.76,0,0,0
2000-11-06,6350,6300,64050,5.76,10,-10,0
2000-11-07,6320,6780,501660,6.2,670,0,-670
2000-11-08,6970,6600,202430,6.04,30,-30,0
2000-11-09,6600,6430,89680,5.88,-160,0,160
2000-11-10,6210,6510,136510,5.96,-47690,40000,0
2000-11-13,6260,6260,43880,5.73,0,0,0
2000-11-14,6300,6500,79690,5.95,0,0,0
2000-11-15,6600,6450,95030,5.9,300,0,-300
2000-11-16,6500,6450,158320,5.9,-1580,-40,-700
2000-11-17,6500,6500,80900,5.95,-500,0,0
2000-11-20,6650,6410,54020,5.86,-90,0,-110
2000-11-21,6420,6690,258400,6.12,16020,-15530,-300
2000-11-22,6800,6790,524110,6.21,-11580,19780,200
2000-11-23,6750,6250,112700,5.72,-2440,-10,0
2000-11-24,6280,6370,83540,5.83,720,-470,0
2000-11-27,6490,6510,76750,5.96,2670,-170,0
2000-11-28,6550,6400,117340,5.86,1800,0,0
2000-11-29,6420,6260,46800,5.73,0,0,0
2000-11-30,6310,6120,50980,5.6,20,-20,0
2000-12-01,5850,6060,44400,5.54,-40,30,20
2000-12-04,6190,5920,49830,5.42,0,0,0
2000-12-05,6060,6030,49480,5.52,20,-20,0
2000-12-06,6150,6030,66630,5.52,15090,-15090,0
2000-12-07,5900,6010,34120,5.5,20,-20,0
2000-12-08,5910,6350,284070,5.81,64630,-64630,0
2000-12-11,6400,6500,163480,5.95,12160,-12160,0
2000-12-12,6480,6900,302870,6.31,-2930,-80,0
2000-12-13,6700,6910,481770,6.32,18810,-19810,0
2000-12-14,6950,7020,290880,6.42,-2890,-30,2920
2000-12-15,7050,6550,172150,5.99,0,0,0
2000-12-18,6600,7320,394310,6.7,30,-20,-10
2000-12-19,7500,7200,524420,6.59,-3730,-10,-60
2000-12-20,7000,6550,214670,5.99,-40,-20,60
2000-12-21,6340,6550,166890,5.99,40,0,-40
2000-12-22,6550,5930,131240,5.43,30,-30,0
2000-12-26,6000,6220,90800,5.69,20,-20,0
2001-01-02,6100,6440,87590,6.38,10,-10,0
2001-01-03,6400,6450,117160,6.39,15510,-15470,-40
2001-01-04,6550,6700,135520,6.64,-90,90,0
2001-01-05,6680,6750,141970,6.69,-360,-10,-40
2001-01-08,6750,6800,155240,6.74,490,-80,0
2001-01-09,6900,6990,192010,6.93,4960,-5040,0
2001-01-10,6950,6500,201010,6.44,-5900,5980,0
2001-01-11,6700,6680,83510,6.62,4400,-120,-280
2001-01-12,6750,6940,130970,6.88,-17080,16840,240
2001-01-15,7020,7400,361220,7.33,-9800,9810,0
2001-01-16,7400,8000,463250,7.93,1200,-1200,0
2001-01-17,8110,7840,739220,7.77,46640,-46640,0
2001-01-18,8000,7700,621060,7.63,-60,60,0
2001-01-19,8000,7850,300230,7.78,-410,410,0
2001-01-22,7900,7800,250240,7.73,20,-20,0
2001-01-26,7900,7600,150610,7.53,-2030,0,2030
2001-01-29,7460,7610,152470,7.54,-5970,-10,5980
2001-01-30,7700,7790,170320,7.72,-1350,3380,-2030
2001-01-31,7720,7750,200180,7.68,-8510,8470,0
2001-02-01,7900,7800,269970,7.73,-57640,57650,0
2001-02-02,7700,7760,89980,7.69,-240,260,0
2001-02-05,7760,7450,198350,7.38,-9790,9800,0
2001-02-06,7500,7520,94360,7.45,-1180,1170,0
2001-02-07,8000,7580,194300,7.51,2210,-2050,0
2001-02-08,7450,7700,112740,7.63,3250,-3370,120
2001-02-09,7750,8100,460480,8.03,910,-720,-200
2001-02-12,8500,8200,369060,8.13,-470,1740,0
2001-02-13,8200,8150,308160,8.08,-2530,-1210,5530
2001-02-14,8150,8300,154980,8.22,5520,-4940,80
2001-02-15,8300,8330,113760,8.25,2550,-2610,0
2001-02-16,8330,8090,143070,8.02,1270,-1260,0
2001-02-19,7940,8170,118540,8.1,790,-920,0
2001-02-20,8200,8250,258250,8.18,-7620,7670,0
2001-02-21,8290,8090,119810,8.02,-800,-2580,500
2001-02-22,8150,7880,137800,7.81,-5450,5290,140
2001-02-23,7840,7860,108050,7.79,-10880,10680,200
2001-02-26,7870,7800,109030,7.73,-2700,-510,0
2001-02-27,7910,7810,125870,7.74,-6690,6710,0
2001-02-28,7750,7770,70440,7.7,360,-370,0
2001-03-02,7820,7480,75110,7.41,380,-360,30
2001-03-05,7400,7370,46570,7.3,60,-90,10
2001-03-06,7500,7760,217690,7.69,260,-370,100
2001-03-07,7710,7500,92260,7.43,580,-470,-110
2001-03-08,7510,7450,65930,7.38,9420,-760,-8660
2001-03-09,7600,7500,70070,7.43,830,-510,-280
2001-03-12,7500,7600,439960,7.53,1950,-2150,-80
2001-03-13,7450,7220,176150,7.16,470,-180,0
2001-03-14,7400,7350,99650,7.29,-70,60,0
2001-03-15,7160,7040,78060,6.98,-1600,1560,0
2001-03-16,7100,7020,55950,6.96,60,-60,0
2001-03-19,6990,6860,46810,6.8,70,-80,0
2001-03-20,6900,6920,39420,6.86,-90,150,-60
2001-03-21,6810,6890,45540,6.83,-1470,1320,60
2001-03-22,6850,6800,45780,6.74,1240,-1240,0
2001-03-23,6830,6800,43580,6.74,-1400,1400,0
2001-03-26,6810,6950,48540,6.89,-50,50,-20
2001-03-27,7200,6900,97920,6.84,-850,850,0
2001-03-28,7010,6800,30740,6.74,-200,210,0
2001-03-29,6860,6720,35030,6.66,-230,460,0
2001-03-30,6610,6640,58680,6.58,-660,360,0
2001-04-02,6600,6600,28580,6.54,290,-290,0
2001-04-03,6420,6350,26020,6.29,-980,880,0
2001-04-04,6200,6180,34000,6.12,-800,800,0
2001-04-06,6550,6320,53490,6.26,730,-580,-50
2001-04-09,6320,6250,23270,6.19,790,-690,0
2001-04-10,6180,6250,21300,6.19,-980,980,0
2001-04-11,6300,6400,24010,6.34,340,-310,0
2001-04-12,6470,6590,78400,6.53,1780,-1390,-90
2001-04-13,6610,6590,50170,6.53,2030,-2000,0
2001-04-16,6660,6660,70390,6.6,8680,-8680,0
2001-04-17,6660,6600,60380,6.54,5260,-5260,0
2001-04-18,7230,6750,99760,6.69,7000,-7200,0
2001-04-19,6850,6770,76920,6.71,1000,-1000,0
2001-04-20,6800,6680,67790,6.62,-1570,1370,0
2001-04-23,6620,6700,36620,6.64,-900,440,360
2001-04-24,6610,6690,28190,6.63,340,20,-360
2001-04-25,6610,6660,26320,6.6,-1210,810,0
2001-04-26,6680,6600,58920,6.54,930,-730,0
2001-04-27,6620,6630,55270,6.57,320,0,0
2001-04-30,6630,6740,72430,6.68,-880,680,0
2001-05-02,6800,6820,75420,6.76,1160,-840,-80
2001-05-03,6970,6850,57480,6.79,1960,-1660,0
2001-05-04,6830,6790,54060,6.73,-120,120,0
2001-05-07,6840,6850,69890,6.79,-350,0,200
2001-05-08,6920,6990,88480,6.93,-200,170,0
2001-05-09,7100,6880,73550,6.82,40,230,-200
2001-05-10,6880,6850,48790,6.79,-1010,1010,0
2001-05-11,6890,6850,34350,6.79,650,-650,0
2001-05-14,6900,7100,149560,7.04,370,-370,0
2001-05-15,7150,7050,52390,6.99,-920,920,0
2001-05-16,7000,7120,114090,7.06,1030,-1030,0
2001-05-17,7220,7200,67680,7.14,-440,410,0
2001-05-18,7200,7200,62980,7.14,890,-990,0
2001-05-21,7250,7420,90660,7.35,-870,790,0
2001-05-22,7480,7320,80530,7.26,-1170,-320,0
2001-05-23,7310,7420,66260,7.35,-2170,170,0
2001-05-24,7390,7380,48440,7.31,-2120,320,0
2001-05-25,7430,7500,92250,7.43,-570,90,0
2001-05-28,7550.0,7620.0,111150.0,7.55,-860,440,0
2001-05-29,7620.0,7650.0,62880.0,7.58,-250,230,0
2001-05-30,7600.0,7590.0,53010.0,7.52,1200,-1350,150
2001-05-31,7590.0,7650.0,315500.0,7.58,-3140,2630,1080
2001-06-01,7610.0,7560.0,100430.0,7.49,1390,-1390,0
2001-06-04,7700.0,7630.0,58860.0,7.56,210,-130,50
2001-06-05,7710.0,7750.0,235360.0,7.68,-17050,20550,620
2001-06-07,7650.0,7590.0,84450.0,7.52,190,-190,0
2001-06-08,7580.0,7650.0,119860.0,7.58,-1140,140,0
2001-06-11,7610.0,7600.0,33030.0,7.53,1590,-1590,0
2001-06-12,7650.0,7580.0,29020.0,7.51,120,-620,0
2001-06-13,7600.0,7510.0,33460.0,7.44,1520,-1490,0
2001-06-14,7600.0,7600.0,50290.0,7.53,940,-280,990
2001-06-15,7650.0,7810.0,279530.0,7.74,-22540,22560,0
2001-06-18,8000.0,7760.0,59760.0,7.69,130,-130,0
2001-06-19,7760.0,7720.0,77940.0,7.65,-7040,6780,-1900
2001-06-20,7700.0,7530.0,74620.0,7.46,-4560,1220,700
2001-06-21,7420.0,7470.0,47610.0,7.4,-3540,220,0
2001-06-22,7450.0,7520.0,48490.0,7.45,-330,20,0
2001-06-25,7420.0,7400.0,56650.0,7.33,-5500,4000,0
2001-06-26,7400.0,7310.0,38390.0,7.24,-1120,1420,-300
2001-06-27,7260.0,7270.0,31790.0,7.21,-960,470,490
2001-06-28,7200.0,7250.0,49620.0,7.18,30,-40,0
2001-06-29,7220.0,7250.0,40390.0,7.18,380,-380,0
2001-07-02,7290.0,7380.0,44320.0,7.31,860,-360,0
2001-07-03,7380.0,7380.0,17590.0,7.31,-360,360,0
2001-07-04,7380.0,7350.0,31210.0,7.29,260,190,50
2001-07-05,7420.0,7390.0,39010.0,7.32,1740,-1740,0
2001-07-06,7400.0,7390.0,26820.0,7.32,-300,370,0
2001-07-09,7260.0,7300.0,128120.0,7.24,1720,-370,-1350
2001-07-10,7330.0,7220.0,45370.0,7.16,-10,-290,300
2001-07-11,7220.0,7000.0,57310.0,6.94,-450,-50,500
2001-07-12,7000.0,7050.0,40640.0,6.99,1970,-560,-90
2001-07-13,7210.0,7150.0,130480.0,7.09,-210,10,0
2001-07-16,7100.0,7040.0,38370.0,6.98,-2200,0,0
2001-07-18,7050.0,6870.0,36820.0,6.81,10,-10,0
2001-07-19,7260.0,7020.0,44410.0,6.96,-20,20,0
2001-07-20,6930.0,6900.0,26480.0,6.84,-50,-50,0
2001-07-23,6650.0,6620.0,41960.0,6.56,-3280,0,0
2001-07-24,6510.0,6610.0,36240.0,6.55,630,140,0
2001-07-25,6620.0,6540.0,21270.0,6.48,190,-190,0
2001-07-26,6560.0,6600.0,22040.0,6.54,1420,-1420,0
2001-07-27,6630.0,6770.0,57430.0,6.71,3660,-3910,0
2001-07-30,6750.0,6660.0,20310.0,6.6,2710,-1370,0
2001-07-31,6700.0,6740.0,11880.0,6.68,840,-10,0
2001-08-01,6840.0,6860.0,30060.0,6.8,1370,-50,0
2001-08-02,6980.0,7040.0,80520.0,6.98,-300,0,0
2001-08-03,7040.0,6960.0,41030.0,6.9,3980,-2660,0
2001-08-06,6890.0,7030.0,19450.0,6.97,0,0,0
2001-08-07,6850.0,7000.0,15470.0,6.94,0,0,0
2001-08-08,6920.0,7000.0,21600.0,6.94,20,-20,0
2001-08-09,7000.0,6950.0,41930.0,6.89,2800,-2800,0
2001-08-10,7030.0,7060.0,19400.0,7.0,320,-20,0
2001-08-13,7020.0,7080.0,24100.0,7.02,80,-80,0
2001-08-14,7120.0,7190.0,43450.0,7.13,800,0,0
2001-08-16,7300.0,7490.0,111840.0,7.42,3850,-50,0
2001-08-17,7580.0,7600.0,88130.0,7.53,400,-100,0
2001-08-20,7600.0,7510.0,99610.0,7.44,-16790,-110,0
2001-08-21,7520.0,7510.0,57030.0,7.44,-19970,-30,0
2001-08-22,7510.0,7790.0,216850.0,7.72,-10340,-130,0
2001-08-23,7850.0,7810.0,136730.0,7.74,-4450,-50,0
2001-08-24,7830.0,7910.0,354860.0,7.84,-16040,-260,0
2001-08-27,8200.0,8100.0,141670.0,8.03,-220,180,0
2001-08-28,8110.0,7940.0,111000.0,7.87,-19900,-100,0
2001-08-29,7930.0,7570.0,106110.0,7.5,-18420,-50,0
2001-08-30,7540.0,7570.0,65750.0,7.5,-19970,-30,0
2001-08-31,7470.0,7290.0,85310.0,7.23,-36280,12000,0
2001-09-03,7250.0,7150.0,57910.0,7.09,-20170,170,0
2001-09-04,7200.0,7280.0,49300.0,7.21,-19850,-170,10
2001-09-05,7280.0,7280.0,97580.0,7.21,-19880,-120,0
2001-09-06,7310.0,7580.0,68110.0,7.51,-23820,23820,0
2001-09-07,7580.0,7700.0,61920.0,7.63,-19930,-110,40
2001-09-10,7580.0,7670.0,24510.0,7.6,40,-30,-10
2001-09-11,7930.0,7550.0,41870.0,7.48,-19980,-20,0
2001-09-12,6430.0,6460.0,135800.0,6.4,-21690,1550,160
2001-09-13,6710.0,6930.0,81910.0,6.87,-3420,-1580,0
2001-09-14,6930.0,6580.0,74020.0,6.52,-19660,-210,-120
2001-09-17,6570.0,6070.0,78900.0,6.02,-7880,7880,0
2001-09-18,6300.0,6700.0,126150.0,6.64,13170,-13300,0
2001-09-19,6880.0,6700.0,78470.0,6.64,-100,110,0
2001-09-20,6700.0,6610.0,59450.0,6.55,-19850,-100,-40
2001-09-21,6450.0,6520.0,42280.0,6.46,-4260,4260,0
2001-09-24,6530.0,6670.0,38280.0,6.61,-4970,4970,0
2001-09-25,6690.0,6610.0,48000.0,6.55,-9940,-60,0
2001-09-26,6670.0,6690.0,47530.0,6.63,-1610,-130,0
2001-09-27,6680.0,6650.0,15890.0,6.59,-60,60,0
2001-09-28,6790.0,6750.0,36510.0,6.69,-1890,1520,0
2001-10-04,6810.0,6900.0,57510.0,6.84,-860,360,0
2001-10-05,7000.0,6890.0,26080.0,6.83,-5090,2870,0
2001-10-08,6500.0,6780.0,20160.0,6.72,-3680,410,0
2001-10-09,6730.0,7000.0,31780.0,6.94,-1730,1730,0
2001-10-10,6980.0,7060.0,25200.0,7.0,-10,10,0
2001-10-11,7120.0,7080.0,32190.0,7.02,-2120,1150,0
2001-10-12,7110.0,7030.0,29270.0,6.97,-1570,2210,0
2001-10-15,7050.0,7460.0,179830.0,7.39,-5240,-90,0
2001-10-16,7550.0,7460.0,79100.0,7.39,-1500,170,0
2001-10-17,7460.0,7430.0,61040.0,7.37,-3440,9070,0
2001-10-18,7500.0,7400.0,40500.0,7.33,-11670,3990,0
2001-10-19,7450.0,7450.0,39050.0,7.38,850,-850,0
2001-10-22,7500.0,7450.0,27960.0,7.38,-360,-160,0
2001-10-23,7560.0,7450.0,44420.0,7.38,9730,-19730,0
2001-10-24,7450.0,7410.0,17510.0,7.34,920,-920,0
2001-10-25,7460.0,7400.0,37880.0,7.33,370,-20070,0
2001-10-26,7490.0,7370.0,24510.0,7.3,-330,-120,0
2001-10-29,7470.0,7600.0,49360.0,7.53,250,-120,0
2001-10-30,7550.0,7630.0,33310.0,7.56,20,-20,0
2001-10-31,7590.0,7700.0,155380.0,7.63,14740,260,0
2001-11-01,7690.0,7730.0,30840.0,7.66,240,-240,0
2001-11-02,7740.0,7740.0,36710.0,7.67,-150,150,0
2001-11-05,7730.0,7820.0,41250.0,7.75,-190,190,0
2001-11-06,7800.0,7880.0,40800.0,7.81,-640,640,0
2001-11-07,7800.0,7750.0,27210.0,7.68,190,-550,0
2001-11-08,7750.0,7880.0,52470.0,7.81,-8620,1270,0
2001-11-09,7880.0,7800.0,34070.0,7.73,480,-470,0
2001-11-12,7810.0,7850.0,31090.0,7.78,-930,80,0
2001-11-13,7800.0,7800.0,32510.0,7.73,-12230,900,0
2001-11-14,7850.0,7910.0,53300.0,7.84,-22430,2430,0
2001-11-15,8000.0,8080.0,83090.0,8.01,7350,-9590,0
2001-11-16,8100.0,8210.0,72060.0,8.14,-4650,750,0
2001-11-19,8220.0,8330.0,50360.0,8.25,-1850,1360,90
2001-11-20,8440.0,8420.0,93480.0,8.35,-31820,32180,30
2001-11-21,8420.0,8550.0,102920.0,8.47,-3390,3110,120
2001-11-22,8550.0,8800.0,111850.0,8.72,-9610,4140,0
2001-11-23,9100.0,8810.0,73210.0,8.73,-14350,9900,0
2001-11-26,8820.0,8870.0,86370.0,8.79,7870,4500,0
