Symbol,SK하이닉스_시가(원),SK하이닉스_종가(원),SK하이닉스_거래량(주),SK하이닉스_PER(IFRS-연결),SK하이닉스_순매수수량(개인)(주),SK하이닉스_순매수수량(기관계)(주),SK하이닉스_순매수수량(외국인계)(주)
2000-01-04,24700,25750,9275920,28.63,-538130,99860,175530
2000-01-05,24150,23100,7414370,25.69,-477790,139550,124150
2000-01-06,23500,21900,6529140,24.35,-167300,-36910,92660
2000-01-07,21200,21700,10492270,24.13,657620,-40330,-595310
2000-01-10,22000,21500,8041690,23.91,-356000,159650,277590
2000-01-11,22000,22300,11268920,24.8,-2186800,1267390,467010
2000-01-12,22000,22600,6916500,25.13,-893120,-233500,1025240
2000-01-13,23000,23500,11180640,26.13,-1708170,403360,983440
2000-01-14,24250,22800,12338010,25.35,-1885070,722440,943320
2000-01-17,23700,24900,20475240,27.69,-5084800,2784550,2329050
2000-01-18,25000,25000,14581100,27.8,-2326900,1587980,528370
2000-01-19,25000,24500,13326650,27.24,-2228040,295180,2013100
2000-01-20,24350,27000,24274380,30.02,-4129230,1037770,2995270
2000-01-21,26500,26600,31238800,29.58,-6095450,458350,5837000
2000-01-24,27400,27000,12233700,30.02,-2654000,-437890,3066690
2000-01-25,26500,25900,10446560,28.8,-2768170,-260020,2962930
2000-01-26,26150,26450,9108240,29.41,-2968360,1393120,1727700
2000-01-27,26500,26000,8991610,28.91,-951450,559420,431570
2000-01-28,26000,27700,16882700,30.8,-1752720,693750,1121090
2000-01-31,27050,26400,12865150,29.36,1917420,-1197850,-580070
2000-02-01,26000,24500,19525890,27.24,2738010,-2610840,87360
2000-02-02,24450,23900,16169750,26.58,2601750,-1204870,-664050
2000-02-03,23600,23050,15889810,25.63,2056010,-1393760,-384940
2000-02-07,22650,23000,13440440,25.58,163710,-506790,352230
2000-02-08,23700,23850,11379520,26.52,-959230,262630,525080
2000-02-09,24100,23400,6816770,26.02,-1123160,520670,459960
2000-02-10,23000,23300,8519970,25.91,-271470,-625330,1066370
2000-02-11,23550,22300,8009860,24.8,2160670,-1251190,-228800
2000-02-14,21500,20900,9164960,23.24,1267440,-1611170,420190
2000-02-15,21300,21350,8521020,23.74,-386020,-636380,1444760
2000-02-16,21350,20900,9506460,23.24,891580,-1430440,608580
2000-02-17,20000,20300,10655220,22.57,1834920,-1091100,-218020
2000-02-18,20200,20300,10465220,22.57,97990,-608730,522550
2000-02-21,19700,18600,9406750,20.68,1031990,-1204200,184330
2000-02-22,18300,17500,11483280,19.46,599060,-505620,316850
2000-02-23,18400,18600,11519950,20.68,1150600,-854630,-115910
2000-02-24,17600,17650,5846020,19.63,-925010,-532410,1507810
2000-02-25,17650,17600,6265070,19.57,43450,-74980,49280
2000-02-28,16800,15600,7237450,17.35,257150,-482640,267220
2000-02-29,16900,17900,12272960,19.9,-3065070,-763450,4033040
2000-03-02,20550,20550,2564700,22.85,-1296580,-260480,1538190
2000-03-03,23600,23600,27750430,26.24,-10441690,-79310,10659360
2000-03-06,23100,22200,11181060,24.69,-2713680,654650,1878830
2000-03-07,22000,22450,6681790,24.96,-552840,100310,350590
2000-03-08,21500,23050,8603220,25.63,-2641040,1116220,1051610
2000-03-09,23100,22500,6243450,25.02,-340900,-516950,704440
2000-03-10,23000,21150,5699800,23.52,380630,-156940,-231410
2000-03-13,20300,18900,7712000,21.02,1165870,-1082800,-29920
2000-03-14,19300,19700,7374010,21.91,-1073790,111210,679040
2000-03-15,19000,20550,6626500,22.85,-1220280,378410,851000
2000-03-16,21300,20100,5726020,22.35,-158090,-165630,597770
2000-03-17,20700,20800,5506430,23.13,-1656440,497590,1170390
2000-03-20,22000,22200,8825570,24.69,-2298490,1275970,860270
2000-03-21,22300,22700,8173300,25.24,-3558310,2137890,867220
2000-03-22,22900,24000,12114430,26.69,-5299730,2708740,1837760
2000-03-23,24500,23000,12916120,25.58,-3281750,1680840,1484920
2000-03-24,24000,25250,22081620,28.08,-3202620,1627900,1257440
2000-03-27,25550,25000,13710320,27.8,-3037570,1830820,910000
2000-03-28,25500,25900,15201990,28.8,-3046180,1125080,1827170
2000-03-29,25900,26700,17203170,29.69,-1451690,93130,1672690
2000-03-30,26400,25500,10789400,28.36,-2785320,812320,1729770
2000-03-31,24550,24600,7857470,27.35,-503720,-44730,487460
2000-04-03,25100,25400,8441110,28.24,-1782880,890150,840270
2000-04-04,25000,24800,4812430,27.58,-1310880,773580,511890
2000-04-06,25350,23400,6962300,26.02,-40610,129290,-110260
2000-04-07,23800,24450,6262550,27.19,-922440,-100050,962340
2000-04-10,24600,24650,6073150,27.41,-800150,26600,782330
2000-04-11,24300,24000,3571660,26.69,-448660,296740,460570
2000-04-12,24000,24250,4119450,26.97,-1063600,207360,592850
2000-04-14,23100,22600,4816200,25.13,692200,-200290,-453610
2000-04-17,19350,19250,7367770,21.41,419110,-152660,-448240
2000-04-18,21900,21750,10777090,24.19,33980,-521180,206870
2000-04-19,22750,22300,6686190,24.8,-1428650,413720,688920
2000-04-20,22000,22000,3105490,24.46,-110570,-36770,61400
2000-04-21,22700,21500,4409900,23.91,1624050,7320,38750
2000-04-24,21000,21600,5294570,24.02,-15470,-484590,1361440
2000-04-25,21000,20950,3623120,23.3,247470,-501200,541670
2000-04-26,21500,17850,30856280,19.85,14207280,-8511470,-2315820
2000-04-27,16500,16150,41861610,17.96,9242670,-4072210,-5303490
2000-04-28,16550,17600,23225070,19.57,-2184940,-1432050,3868950
2000-05-02,17000,17400,13589220,19.35,955360,-1071600,353490
2000-05-03,17300,17400,9937960,19.35,243850,-667100,572880
2000-05-04,17600,17500,10673530,19.46,1009030,-544650,-598520
2000-05-08,17900,17850,8848810,19.85,-1787080,505810,1269720
2000-05-09,17850,17450,3724620,19.4,46380,-43720,-36010
2000-05-10,17100,17100,4205830,19.01,403950,-296370,-102120
2000-05-12,17100,16400,4445530,18.24,273480,-213670,-62170
2000-05-15,17000,16750,9547060,18.63,1353680,-956730,-348400
2000-05-16,16900,17500,6240260,19.46,-1889690,-150620,2012780
2000-05-17,18000,17600,8522160,19.57,-1677450,-657710,2413140
2000-05-18,16900,17100,4001640,19.01,-1184890,107890,1039840
2000-05-19,17000,17000,4356290,18.9,-346610,-33680,854100
2000-05-22,16700,16300,3307010,18.12,-766520,-603470,1349230
2000-05-23,15600,16050,3634570,17.85,-1059910,17710,1065530
2000-05-24,15600,16000,5498750,17.79,-42140,-182400,230800
2000-05-25,16950,16850,17417710,18.74,29970,-502020,520410
2000-05-26,16200,15100,8270800,16.79,165970,-889020,923330
2000-05-29,13150,13850,14840410,15.4,1817030,-2008850,288860
2000-05-30,14950,15900,11645850,17.68,325030,-551730,143000
2000-05-31,16900,17600,17598730,19.57,-2125730,385880,1386560
2000-06-01,17600,18000,11873320,20.02,-2049640,460970,1518600
2000-06-02,19500,18600,10337640,20.68,-1380040,274910,1207840
2000-06-05,19400,19350,8929150,21.52,-653320,-738600,1205290
2000-06-07,19200,19800,10799640,22.02,-1122560,-881020,1882970
2000-06-08,20100,20950,22915460,23.3,-1972670,-1278150,8432880
2000-06-09,21000,22400,10290970,24.91,-2614640,182670,2009660
2000-06-12,22800,22000,8710820,24.46,1212990,-1384330,501250
2000-06-13,21500,20700,5842150,23.02,-216860,239470,71290
2000-06-14,21600,22350,9381730,24.85,458780,57040,-217690
2000-06-15,21600,20600,6300370,22.91,-244110,-10010,342780
2000-06-16,20300,20300,5325980,22.57,-635690,175250,408530
2000-06-19,19500,19850,9526550,22.07,-863580,33500,5300430
2000-06-20,20900,20550,8697020,22.85,329630,340770,397880
2000-06-21,21100,20900,10430220,23.24,-1733970,2297290,700730
2000-06-22,21900,22000,24356440,24.46,-1382070,830370,2850240
2000-06-23,21700,22150,9994300,24.63,-52870,322520,565270
2000-06-26,22800,23000,9202240,25.58,-373290,826000,-435880
2000-06-27,23300,23300,7300320,25.91,-1815250,150090,1735450
2000-06-28,23300,23600,11103230,26.24,-1574420,312780,5950740
2000-06-29,23500,22300,12152280,24.8,770300,-683270,328210
2000-06-30,21700,22000,7471850,24.46,1809390,-181910,-2046480
2000-07-03,22300,22500,3797990,25.02,-1377110,463430,931880
2000-07-04,22800,22700,7192300,25.24,-1617370,-264740,2032780
2000-07-05,23000,23700,8465410,26.35,-3122380,653760,2526490
2000-07-06,23100,24500,11253830,27.24,-3543040,228150,3779770
2000-07-07,24500,24500,8862760,27.24,-4029950,69600,3777190
2000-07-10,24900,24150,5127930,26.85,-764090,-145620,2012340
2000-07-11,24500,23900,6287210,26.58,-1074580,-304280,2407200
2000-07-12,23750,23300,8107530,25.91,846290,-864390,902300
2000-07-13,23500,23550,6688370,26.19,-37910,-187950,225330
2000-07-14,24000,23400,4722070,26.02,-609160,-916860,2619400
2000-07-18,22900,23500,3931930,26.13,-908880,-1061250,1946040
2000-07-19,23050,22200,6045350,24.69,-55710,-625490,2399090
2000-07-20,21500,19800,11874210,22.02,2442040,-340240,1153610
2000-07-21,20400,20750,12412490,23.07,803010,-1191980,2210100
2000-07-24,20000,18950,5120800,21.07,539690,-373140,32180
2000-07-25,18500,18250,6238190,20.29,555440,212880,-679780
2000-07-26,18050,18550,7256250,20.63,200600,-486820,295540
2000-07-27,18000,18000,3513050,20.02,-302090,-243770,573490
2000-07-28,17000,16450,6742930,18.29,1895770,-361970,-1507890
2000-07-31,16050,17400,5425320,19.35,-457920,158680,391830
2000-08-01,18000,20000,11852780,22.24,-1349480,-744020,2064760
2000-08-02,20000,19550,9099200,21.74,363320,50240,-349690
2000-08-03,19950,19500,5159620,21.68,-120720,-156860,328590
2000-08-04,19500,19100,4154130,21.24,191220,-500000,320340
2000-08-07,18300,18450,2865920,20.52,-770260,-98740,879580
2000-08-08,18800,18600,3377680,20.68,-407460,-502880,985840
2000-08-09,18950,19950,6476170,22.18,-801150,-143420,985480
2000-08-10,19900,20200,4240010,22.46,-799910,59580,740020
2000-08-11,19600,19400,4033370,21.57,723200,-693340,929570
2000-08-14,20700,19750,3818840,21.96,423090,-47840,-384030
2000-08-16,21000,22700,15575040,25.24,-4709190,462330,5234460
2000-08-17,22750,21800,9532680,24.24,-780790,144070,1385690
2000-08-18,22500,21900,4872490,24.35,-621710,-951730,1624720
2000-08-21,21550,22050,2438310,24.52,-323180,-78410,385380
2000-08-22,21800,22300,2126740,24.8,-960570,792850,84790
2000-08-23,22400,21950,2695480,24.41,-528480,-140810,709460
2000-08-24,22500,22500,4110580,25.02,-1616830,-166560,1778270
2000-08-25,22700,22650,1688640,25.19,-784590,351340,440580
2000-08-28,22650,22800,2029420,25.35,-868720,184320,689920
2000-08-29,22800,22800,2158330,25.35,-654210,-80500,775660
2000-08-30,22500,22150,8916470,24.63,-188830,-101700,7806850
2000-08-31,21550,20300,8470820,22.57,1799790,-913090,-881910
2000-09-01,20450,20200,4221080,22.46,621290,511010,-1136550
2000-09-04,20200,18800,4604630,20.9,1256890,-35760,-1250570
2000-09-05,18450,18400,10754630,20.46,1509410,251260,4267850
2000-09-06,18800,18050,12161290,20.07,3555510,61130,394860
2000-09-07,17200,16650,11383990,18.51,4327210,115820,-4457600
2000-09-08,17200,17050,8028360,18.96,1729460,-316410,-1393370
2000-09-14,16050,18900,8278430,21.02,2389450,-335640,-2055020
2000-09-15,17400,16550,8253470,18.4,2133210,-731940,-1381080
2000-09-18,15100,14200,9917180,15.79,2265360,-270860,-1910890
2000-09-19,14200,14900,11237000,16.57,-233620,78140,94460
2000-09-20,16900,17100,12117910,19.01,-3368590,-452410,6073560
2000-09-21,16650,15900,8603180,17.68,441760,-197310,-251970
2000-09-22,14900,14350,7797530,15.96,2792180,-198070,-2597320
2000-09-25,14650,15250,4893850,16.96,206960,368850,-585650
2000-09-26,14650,15250,4196040,16.96,-251960,437370,-216620
2000-09-27,15300,15550,4358700,17.29,-91340,427930,-294310
2000-09-28,16000,16000,6297430,17.79,-1033010,-86640,1138580
2000-09-29,16200,15950,3873260,17.74,164030,-565740,399790
2000-10-02,15000,15400,2559890,17.12,124700,-185510,65960
2000-10-04,15000,15800,6258070,17.57,121410,162020,-439230
2000-10-05,16050,15700,5601590,17.46,-234350,-615730,907530
2000-10-06,15300,15400,3288600,17.12,183780,-90970,-142610
2000-10-09,15100,14800,3126230,16.46,730100,-126080,-600820
2000-10-10,14500,14400,7705890,16.01,3142940,-445110,-2657190
2000-10-11,13700,13050,12367940,14.51,4662690,-1159200,-3378450
2000-10-12,12850,12350,9397320,13.73,3102740,-368770,-2827970
2000-10-13,11500,11250,11679400,12.51,1346500,293830,-1802100
2000-10-16,12300,11250,17737790,12.51,3862620,-1576180,-2576610
2000-10-17,10500,9600,18348240,10.67,4589460,-1249910,-2818150
2000-10-18,8900,9100,36551270,10.12,3164140,-1031390,-1983400
2000-10-19,8710,8340,30729250,9.27,4317250,-406960,-3852280
2000-10-20,9010,9050,39763800,10.06,-2949750,166560,2866270
2000-10-23,9050,7710,15232910,8.57,1570770,-602850,-953180
2000-10-24,7910,8860,20819900,9.85,-1481100,-199610,1773000
2000-10-25,8680,8970,22598380,9.97,-1108700,-861390,1874380
2000-10-26,8460,8540,7673680,9.5,-70700,14280,53840
2000-10-27,8850,7940,58350800,8.83,2563140,-173300,-2471620
2000-10-30,7940,7370,9721650,8.2,611120,-665680,80390
2000-10-31,6660,6990,18980270,7.77,-97970,-839400,986410
2000-11-01,7150,7220,18952660,8.03,45250,-274510,227770
2000-11-02,7250,7830,27143740,8.71,972280,-218380,-1402510
2000-11-03,8180,8100,23977730,9.01,858160,-691150,-231250
2000-11-06,7900,8130,30854010,9.04,-1548620,245190,1281270
2000-11-07,8100,7740,12644060,8.61,2150810,-283430,-1809900
2000-11-08,7490,7350,9171900,8.17,-214430,70960,123730
2000-11-09,7010,7180,11265940,7.98,2344750,486490,-2683360
2000-11-10,7190,6980,8882690,7.76,1995540,88460,-1911270
2000-11-13,6970,6650,14584200,7.39,2309510,-543190,-1877580
2000-11-14,7010,7400,16761740,8.23,-188440,-289900,501010
2000-11-15,8000,7390,14889000,8.22,-1379000,240850,1106790
2000-11-16,7500,7700,10982480,8.56,-977400,-187790,1172360
2000-11-17,7400,7260,6666490,8.07,1052840,-286340,-776160
2000-11-20,7000,7100,5463600,7.89,775370,-348380,-361870
2000-11-21,7000,6950,6089210,7.73,499270,-129540,-418270
2000-11-22,6670,7000,12653710,7.78,89020,99550,-162210
2000-11-23,7240,6930,11979900,7.71,-830710,1014240,-153180
2000-11-24,7210,7250,10889650,8.06,-685920,77180,572630
2000-11-27,7500,8330,23891290,9.26,-1637160,-342740,1928070
2000-11-28,7900,7600,20605390,8.45,-1047060,1867990,-827890
2000-11-29,7100,7040,8782770,7.83,1122980,-390000,-943510
2000-11-30,7110,6840,12648420,7.61,4719420,-692730,-4063070
2000-12-01,6300,6800,9389700,7.56,379320,187800,-603530
2000-12-04,6620,6510,6185240,7.24,231480,-236880,2120
2000-12-05,6700,6810,7972970,7.57,421790,340880,-576340
2000-12-06,7200,6580,14234880,7.32,121610,118550,-218800
2000-12-07,6500,6580,6727470,7.32,1271570,-510900,-772910
2000-12-08,6530,6650,5699850,7.39,-420770,358380,-6250
2000-12-11,6910,6810,9285170,7.57,-59470,359770,-292250
2000-12-12,6810,6810,15788730,7.57,-1495540,202960,1314760
2000-12-13,6810,7000,12132600,7.78,-211940,-682980,889200
2000-12-14,6800,6750,8426010,7.51,2706890,-1213120,-1490380
2000-12-15,6620,6570,5965030,7.31,1824450,-885110,-978810
2000-12-18,6430,6330,5788140,7.04,954270,-213020,-916120
2000-12-19,6300,5390,16949900,5.99,3740460,-816300,-2852320
2000-12-20,5010,4590,26241130,5.1,4249150,-725140,-3330690
2000-12-21,4230,3960,35874530,4.4,4915110,8620,-4893820
2000-12-22,4050,3560,32994060,3.96,3613780,-505940,-3011110
2000-12-26,3625,4025,31361810,4.48,-3176910,133120,3130490
2001-01-02,3900,4540,19790590,,541810,-90370,-413230
2001-01-03,4390,4560,29071000,,-1109900,-750380,1852720
2001-01-04,5240,5240,23582200,,-3377320,1053020,2534170
2001-01-05,5350,6020,29973110,,-4044260,1683480,2184230
2001-01-08,6000,6140,27148680,,381440,36720,-364740
2001-01-09,6000,5920,22613370,,-372650,-805070,1161980
2001-01-10,5500,5040,39964850,,4728210,-1830840,-2930620
2001-01-11,4900,5280,45510410,,3361710,-908950,-2432880
2001-01-12,5690,5320,28153520,,-1884610,24100,1928430
2001-01-15,5500,6000,33598670,,-3104360,-544170,3612370
2001-01-16,6200,6700,46496310,,-282490,225790,-123230
2001-01-17,6700,6250,56547070,,3903810,68470,-4193850
2001-01-18,6390,6450,24231890,,-5784870,117690,5893770
2001-01-19,7010,6780,20966580,,-1274040,-226320,1307930
2001-01-22,6750,6870,16961360,,633000,-348440,-279540
2001-01-26,6660,5910,21171710,,5484750,-187910,-5329610
2001-01-29,5920,5740,17768250,,4029030,99770,-4316680
2001-01-30,5900,5850,19908540,,1055300,-165120,-905470
2001-01-31,5700,5850,27102410,,-60740,688940,-640920
2001-02-01,5500,5530,11655290,,673910,364860,-1027540
2001-02-02,5600,5400,10432790,,1689420,-172120,-1484420
2001-02-05,5030,4930,12181560,,1289250,-185570,-1095540
2001-02-06,4815,4870,13400100,,1914500,238300,-2060140
2001-02-07,4910,4805,11499360,,99570,-29550,-45770
2001-02-08,4800,5040,32394740,,434210,169720,-274810
2001-02-09,4905,4850,13263430,,-55220,-69320,118700
2001-02-12,4800,4830,14807840,,-114680,241140,-123480
2001-02-13,4960,4755,19795090,,4425290,-762230,-3786650
2001-02-14,4700,4660,19971130,,3323740,-55560,-3359750
2001-02-15,4900,4655,36647480,,3825020,-357320,-3416000
2001-02-16,4650,4460,25930920,,1807270,-223560,-1800450
2001-02-19,4350,4200,32456250,,6751870,-517700,-6136120
2001-02-20,4200,4290,36610330,,2636690,153090,-2967730
2001-02-21,4110,4080,22687460,,3746060,22250,-3652690
2001-02-22,4000,3870,21073820,,3753700,-1067030,-2626750
2001-02-23,3815,4000,31412780,,1771070,-274230,-1627560
2001-02-26,4020,3940,16503150,,1331020,-86720,-1187990
2001-02-27,3995,3830,24928330,,1967750,-602530,-1377100
2001-02-28,3750,3750,23094520,,1731090,-302570,-507460
2001-03-02,3780,3375,35604510,,8893020,-479950,-8115090
2001-03-05,3105,3460,43351590,,-274620,212740,61300
2001-03-06,3590,3520,38304850,,-156360,-95960,259880
2001-03-07,3650,3460,41663210,,923930,-309840,-491640
2001-03-08,3465,3465,29579580,,1648360,-53030,-1805180
2001-03-09,3415,3335,19473700,,1539900,-261290,-1144040
2001-03-12,3355,3410,69053680,,2374950,70990,-2447890
2001-03-13,3360,3000,63646690,,4795650,136670,-5222640
2001-03-14,3300,3150,60815700,,2356940,110280,-1965840
2001-03-15,2930,3165,34291740,,-811920,248510,511670
2001-03-16,3160,3140,34054700,,525240,-149550,-420960
2001-03-19,3100,3110,27346420,,1909100,-1348560,-539560
2001-03-20,3200,3085,30126470,,351150,127070,-274920
2001-03-21,3000,2990,24287030,,3434470,126730,-3670680
2001-03-22,2990,3000,58196410,,2469170,-69610,-2534610
2001-03-23,3100,3035,44528310,,-775170,273230,428970
2001-03-26,3140,3490,91333850,,4042490,500230,-4359510
2001-03-27,3510,3150,114260770,,3174930,-473640,-2867550
2001-03-28,3310,3040,65400320,,3503470,-26000,-3393750
2001-03-29,3130,3260,83808950,,1305610,-80580,-1674190
2001-03-30,3205,3155,79731170,,-105610,-497380,571700
2001-04-02,3160,3090,30697990,,831710,8980,-832170
2001-04-03,2970,2930,32996420,,1465930,177990,-1424960
2001-04-04,2835,2760,35503280,,1830960,124810,-2129940
2001-04-06,3000,2960,59127240,,-3412620,-500640,4172880
2001-04-09,2900,2800,31502130,,46260,-28390,-126750
2001-04-10,2815,2630,29253200,,663310,-78310,-616750
2001-04-11,2750,2570,53320010,,353950,-275800,42330
2001-04-12,2695,2620,54399100,,454690,-168660,-227340
2001-04-13,2645,2565,33367260,,696970,-182280,-19230
2001-04-16,2540,2505,27623520,,95870,-26220,-45650
2001-04-17,2455,2430,46717950,,1551240,-106200,-1657140
2001-04-18,2600,2790,103612830,,-3994780,2609560,1308790
2001-04-19,3100,3205,58942870,,-6377810,1224790,5224500
2001-04-20,3305,3285,132998420,,-7873120,-9190,7978980
2001-04-23,3400,3405,86600720,,1035980,-506960,-450890
2001-04-24,3205,3080,66832320,,1004170,-7030,-1028140
2001-04-25,3025,3230,112291180,,492560,111520,-991480
2001-04-26,3295,3095,61067480,,344140,-168310,-129160
2001-04-27,3070,3075,48533590,,138320,8640,-41210
2001-04-30,3200,3385,123473320,,-248080,108030,-125040
2001-05-02,3430,3385,95123170,,-4244940,-317240,4686150
2001-05-03,3430,3430,73716720,,-1283560,737240,484890
2001-05-04,3385,3465,66510030,,-437780,211340,218830
2001-05-07,3600,3655,81984650,,2143270,601920,467410
2001-05-08,3900,4200,77363500,,-1665460,-795500,3550030
2001-05-09,4300,3930,124824250,,-1287810,-117980,3444880
2001-05-10,4100,4100,69516870,,1714970,82730,379940
2001-05-11,4100,4035,47969120,,-481450,-17920,533350
2001-05-14,4640,4640,100332330,,2881150,-92490,-2663300
2001-05-15,4560,4380,70685760,,-862620,337310,604390
2001-05-16,4310,4065,92516330,,6062560,-105550,-5781280
2001-05-17,4315,4130,70142960,,379340,191550,-491110
2001-05-18,4000,4040,50659980,,542360,-115010,-450300
2001-05-21,4060,4145,93200110,,781530,986250,-1817830
2001-05-22,4250,4120,55423220,,170730,67930,-235400
2001-05-23,4050,4040,40353160,,268900,186080,-673570
2001-05-24,3965,3995,40283760,,867960,306260,-1363270
2001-05-25,4025,4420,100640600,,-3552040,181180,3494540
2001-05-28,4360.0,4310.0,67701160.0,,-2285550,68150,2207130
2001-05-29,4495.0,4570.0,134580310.0,,-4073820,1008660,2858740
2001-05-30,4620.0,4520.0,95905030.0,,9625900,-263970,-9403080
2001-05-31,4325.0,4340.0,45233050.0,,-286540,94130,227030
2001-06-01,4380.0,4290.0,33342100.0,,152680,-78630,-49730
2001-06-04,4310.0,4330.0,36517720.0,,-1661600,64220,1640590
2001-06-05,4350.0,4160.0,31880460.0,,-5370,8210,25690
2001-06-07,4210.0,4345.0,54220270.0,,-1264090,397810,914070
2001-06-08,4605.0,4640.0,82637240.0,,-2673930,2080500,370440
2001-06-11,4545.0,4545.0,51939940.0,,3646800,-309470,-3655710
2001-06-12,4510.0,4610.0,54776300.0,,2089130,-344030,-1583510
2001-06-13,4660.0,4325.0,91800560.0,,8533750,-1489100,-8679200
2001-06-14,4190.0,4130.0,69742630.0,,15912220,-827030,-15095170
2001-06-15,4050.0,4100.0,67095770.0,,11162790,247340,-9879250
2001-06-18,3980.0,3715.0,105093100.0,,7156290,-3935890,-3114430
2001-06-19,3650.0,3620.0,64761670.0,,2025890,-595190,-1426080
2001-06-20,3565.0,3265.0,88867990.0,,13982580,-2920570,-11150210
2001-06-21,3265.0,3305.0,80031410.0,,1628900,148660,-1689710
2001-06-22,3250.0,3200.0,32651740.0,,-408700,80090,12060
2001-06-25,3200.0,3160.0,43477640.0,,2906220,-86930,-2861590
2001-06-26,3155.0,2985.0,65239270.0,,5224380,-623800,-3560720
2001-06-27,2865.0,2760.0,90239860.0,,22403890,337520,-22941000
2001-06-28,2805.0,2750.0,36025790.0,,6776780,342200,-6992330
2001-06-29,2850.0,2795.0,29840090.0,,2562300,39490,-2479300
2001-07-02,2800.0,2760.0,21738130.0,,2289910,-108370,-2100540
2001-07-03,2760.0,2655.0,26109450.0,,4695720,-256410,-4504220
2001-07-04,2620.0,2620.0,33173330.0,,6203800,85540,-6337860
2001-07-05,2590.0,2480.0,34032080.0,,5909870,-59980,-6121920
2001-07-06,2375.0,2315.0,35841300.0,,7588120,124010,-7766090
2001-07-09,2100.0,2055.0,53277510.0,,11686870,525760,-12057650
2001-07-10,2070.0,2120.0,64212700.0,,9545500,44530,-9410260
2001-07-11,2005.0,2030.0,40890000.0,,4827660,970,-4875430
2001-07-12,2115.0,2105.0,44941860.0,,7465830,-308210,-7038880
2001-07-13,2140.0,1890.0,60739910.0,,9260560,-225380,-8852790
2001-07-16,1855.0,1685.0,68559530.0,,10543310,1184240,-11720310
2001-07-18,1700.0,1690.0,109726170.0,,16847430,-1217560,-15766090
2001-07-19,1615.0,1515.0,94138020.0,,11039560,-326410,-11626350
2001-07-20,1510.0,1400.0,75808270.0,,4756530,-574780,-3974920
2001-07-23,1365.0,1195.0,85796100.0,,9090460,305870,-9018210
2001-07-24,1135.0,1320.0,269719540.0,,19020410,103410,-18686750
2001-07-25,1255.0,1150.0,187625320.0,,10353080,-473920,-10714030
2001-07-26,1180.0,1210.0,152530320.0,,1201310,-742400,-182830
2001-07-27,1280.0,1365.0,194577770.0,,2468100,-53610,-2541560
2001-07-30,1400.0,1335.0,134238330.0,,470950,-302390,458480
2001-07-31,1365.0,1375.0,63751430.0,,-1317010,67020,1309470
2001-08-01,1415.0,1580.0,209858930.0,,-1482070,577280,954830
2001-08-02,1675.0,1615.0,178206930.0,,7091830,-1265250,-6208180
2001-08-03,1635.0,1625.0,79135100.0,,2290510,-66410,-1826880
2001-08-06,1575.0,1790.0,183405740.0,,3016000,404560,-3067610
2001-08-07,1700.0,1685.0,151272420.0,,16418340,-80930,-17251950
2001-08-08,1700.0,1615.0,97539320.0,,3385440,-145770,-3582440
2001-08-09,1520.0,1530.0,81683330.0,,4457690,-179620,-3551720
2001-08-10,1560.0,1545.0,77854790.0,,670780,104470,-939420
2001-08-13,1545.0,1505.0,78447440.0,,-790070,-196430,890010
2001-08-14,1600.0,1670.0,157778980.0,,-774630,938640,-250420
2001-08-16,1605.0,1670.0,145196070.0,,-1932590,1907230,220750
2001-08-17,1710.0,1630.0,110508170.0,,7507900,-2294780,-4942930
2001-08-20,1515.0,1525.0,82139080.0,,2305410,97900,-2399170
2001-08-21,1580.0,1565.0,78191990.0,,1346540,-68160,-1265950
2001-08-22,1530.0,1630.0,134092930.0,,1723810,179830,-2201670
2001-08-23,1680.0,1400.0,166765630.0,,4319140,-594450,-4458310
2001-08-24,1330.0,1255.0,169238700.0,,6244410,24190,-7395550
2001-08-27,1205.0,1070.0,199280940.0,,4088080,597390,-6995610
2001-08-28,1045.0,1095.0,243497730.0,,8047950,-1101890,-6795940
2001-08-29,1025.0,935.0,216871280.0,,38642570,-221890,-38321590
2001-08-30,815.0,880.0,424106350.0,,19400440,-25540,-19092720
2001-08-31,815.0,830.0,421826870.0,,23541870,-143260,-23713050
2001-09-03,870.0,800.0,210085250.0,,7337780,69880,-7836280
2001-09-04,835.0,920.0,241573660.0,,8230040,4340,-7566860
2001-09-05,910.0,980.0,483624870.0,,8088040,-30490,-6185740
2001-09-06,1060.0,1125.0,280610380.0,,5361520,14900,-3498400
2001-09-07,1195.0,1290.0,176172000.0,,1332440,769370,-2398430
2001-09-10,1350.0,1400.0,348047170.0,,8132860,-387430,-6947520
2001-09-11,1325.0,1190.0,354205970.0,,586700,-20600,-1684780
2001-09-12,1015.0,1015.0,2934990.0,,-609670,503670,47710
2001-09-13,935.0,1165.0,586009900.0,,6339410,-544850,-4089890
2001-09-14,1180.0,995.0,630929040.0,,235600,-488190,-875370
2001-09-17,1045.0,850.0,438766880.0,,96050,292110,-1613750
2001-09-18,950.0,975.0,247718490.0,,2309270,423210,-1006990
2001-09-19,965.0,945.0,384338680.0,,14560690,-480330,-13715960
2001-09-20,965.0,925.0,301665810.0,,7880690,-576500,-7639180
2001-09-21,880.0,915.0,228404620.0,,1205840,478370,-1270810
2001-09-24,930.0,930.0,217692600.0,,1316550,-631260,-1820110
2001-09-25,995.0,890.0,270366430.0,,2232950,78760,-2913180
2001-09-26,910.0,875.0,163388700.0,,6808930,1005540,-8012730
2001-09-27,855.0,910.0,170783430.0,,2584730,-320640,-1529270
