Symbol,SK하이닉스_시가(원),SK하이닉스_종가(원),SK하이닉스_거래량(주),SK하이닉스_PER(IFRS-연결),SK하이닉스_순매수수량(개인)(주),SK하이닉스_순매수수량(기관계)(주),SK하이닉스_순매수수량(외국인계)(주)
2008-07-03,23450.0,25050.0,6437012.0,33.22,-595324,765995,-446701
2008-07-04,24550.0,23350.0,7131896.0,30.96,1799288,-1340208,883640
2008-07-07,23350.0,23050.0,5666235.0,30.56,774553,-1044677,452654
2008-07-08,22900.0,22650.0,3817869.0,30.03,-41696,228785,-147800
2008-07-09,23250.0,22550.0,3364576.0,29.9,-1608,-289242,379770
2008-07-10,22200.0,22700.0,5012777.0,30.1,636585,-1384604,869239
2008-07-11,23100.0,23750.0,4667715.0,31.49,-233991,1124951,-961710
2008-07-14,23650.0,23200.0,2990080.0,30.76,561525,-590035,67700
2008-07-15,23150.0,22150.0,2922887.0,29.37,176095,-589882,415967
2008-07-16,22450.0,21650.0,5536556.0,28.71,1170317,108045,-1344632
2008-07-17,22550.0,22200.0,4204834.0,29.44,70981,1147629,-1291260
2008-07-18,22750.0,22650.0,4092848.0,30.03,-251471,618591,-794350
2008-07-21,23150.0,23850.0,3523891.0,31.63,-895296,1023066,-253920
2008-07-22,23350.0,23400.0,4405562.0,31.03,459659,82764,-470913
2008-07-23,23350.0,23250.0,5522028.0,30.83,1383300,-1161317,121730
2008-07-24,23550.0,23900.0,6858488.0,31.69,-153249,260849,74020
2008-07-25,23400.0,23350.0,4330678.0,30.96,-11852,175782,-169180
2008-07-28,23550.0,23000.0,3473152.0,30.5,648288,-894658,473420
2008-07-29,22450.0,21800.0,4930027.0,28.91,1445415,-1760975,385220
2008-07-30,22350.0,21100.0,7361013.0,27.98,1842279,-1833473,222020
2008-07-31,21150.0,21650.0,4185605.0,28.71,84064,-130280,390406
2008-08-01,21350.0,21050.0,3394626.0,27.91,223011,-424564,299433
2008-08-04,20900.0,20500.0,3331192.0,27.18,411491,-535462,105171
2008-08-05,20300.0,20700.0,3403773.0,27.45,-402207,812636,-448589
2008-08-06,21600.0,22400.0,5188398.0,29.7,-815844,348035,259589
2008-08-07,22500.0,22100.0,6003004.0,29.3,-472388,1008668,-567330
2008-08-08,22000.0,22600.0,4721418.0,29.97,-395516,693709,-507860
2008-08-11,23250.0,23800.0,5737712.0,31.56,-1855702,1295422,314300
2008-08-12,23900.0,23300.0,4560056.0,30.9,-597755,1005723,-562018
2008-08-13,23500.0,23200.0,2750788.0,30.76,-59355,153545,-99860
2008-08-14,23100.0,23500.0,3224350.0,31.16,18407,121393,-200760
2008-08-18,23300.0,23400.0,2416751.0,31.03,6482,56418,-137980
2008-08-19,23050.0,22400.0,3078400.0,29.7,404552,120458,-629430
2008-08-20,22050.0,22100.0,3894367.0,29.3,756885,-79145,-695760
2008-08-21,21800.0,21600.0,3034362.0,28.64,80784,-127224,99630
2008-08-22,21350.0,20950.0,3607546.0,27.78,608330,-92730,-442570
2008-08-25,21200.0,21050.0,2070203.0,27.91,-62313,116123,-123610
2008-08-26,20550.0,20550.0,3761696.0,27.25,688203,-228580,-433905
2008-08-27,20550.0,19800.0,6578670.0,26.26,1299956,-2305946,1447460
2008-08-28,20150.0,19200.0,4519749.0,25.46,331201,-834661,528340
2008-08-29,19700.0,19400.0,4899520.0,25.72,539832,-1040877,522070
2008-09-01,18900.0,17200.0,7082737.0,22.81,-139978,-1191940,1431978
2008-09-02,17500.0,17200.0,5751252.0,22.81,-44180,-257757,292147
2008-09-03,17000.0,19100.0,7503678.0,25.33,-1320411,1481511,-473130
2008-09-04,18400.0,17850.0,7152996.0,23.67,1650775,-1319139,-231606
2008-09-05,17100.0,17350.0,7117937.0,23.01,593790,-293732,-160128
2008-09-08,18000.0,19900.0,8245506.0,26.39,-1550552,762162,715620
2008-09-09,19600.0,18600.0,6715913.0,24.66,1155408,-267512,-875955
2008-09-10,18850.0,20100.0,7351630.0,26.65,-1001704,1834578,-977736
2008-09-11,19950.0,20300.0,9022907.0,26.92,-925886,258226,724660
2008-09-12,21100.0,20400.0,4004898.0,27.05,-425796,148848,328008
2008-09-16,18000.0,18100.0,7057420.0,24.0,43004,737029,-999793
2008-09-17,19150.0,19900.0,8049428.0,26.39,-1185801,605021,329660
2008-09-18,19400.0,18550.0,7311118.0,24.6,2244028,159233,-2506951
2008-09-19,19600.0,20050.0,7043209.0,26.59,-1868092,736973,1173706
2008-09-22,20100.0,19500.0,6308938.0,25.86,448432,-789472,678930
2008-09-23,19300.0,20000.0,4199586.0,26.52,407005,-74236,-319639
2008-09-24,20000.0,20300.0,4866411.0,26.92,-27179,-664211,849480
2008-09-25,20100.0,20150.0,6480136.0,26.72,1572574,-785650,-708273
2008-09-26,20000.0,19400.0,4504066.0,25.72,4455,-292216,183317
2008-09-29,19900.0,19350.0,5321015.0,25.66,312103,-931228,745010
2008-09-30,18200.0,19350.0,5375058.0,25.66,-140319,-37891,167930
2008-10-01,19650.0,19450.0,2363222.0,25.79,48762,-264772,183940
2008-10-02,19550.0,19000.0,4389812.0,25.19,161463,-817393,691530
2008-10-06,18450.0,17800.0,6150554.0,23.6,736355,-1031965,452889
2008-10-07,17500.0,17750.0,4730915.0,23.54,367099,107951,-517600
2008-10-08,16900.0,15100.0,5504238.0,20.02,833160,-651930,-13210
2008-10-09,15150.0,15700.0,9502446.0,20.82,-539661,866108,-553405
2008-10-10,15000.0,15200.0,6131136.0,20.16,-377676,1052778,-1050990
2008-10-13,15900.0,16700.0,7553196.0,22.14,-1089210,3657530,-2935420
2008-10-14,17900.0,18800.0,8893519.0,24.93,-937156,1186399,-202153
2008-10-15,18200.0,18000.0,5761075.0,23.87,132588,1448648,-1755720
2008-10-16,16800.0,15350.0,6998460.0,20.35,627606,467200,-1197936
2008-10-17,16050.0,15000.0,5481293.0,19.89,1006108,-80598,-784740
2008-10-20,15650.0,15350.0,5960991.0,20.35,625840,-145884,-556080
2008-10-21,15850.0,14300.0,6490341.0,18.96,910394,30726,-892170
2008-10-22,14200.0,12200.0,13390252.0,16.18,3346035,-1737633,-1517060
2008-10-23,11400.0,10400.0,12341832.0,13.79,385996,-774706,545650
2008-10-24,10400.0,8850.0,13981438.0,11.74,27720,718780,-586920
2008-10-27,8900.0,8120.0,15370512.0,10.77,-846829,3048331,-2426262
2008-10-28,8070.0,9330.0,12729315.0,12.37,-706624,189074,558320
2008-10-29,10050.0,9370.0,26635118.0,12.42,-564175,7002003,-6653200
2008-10-30,10300.0,10750.0,12787652.0,14.25,-748778,2509624,-2493900
2008-10-31,10500.0,10800.0,17501273.0,14.32,39827,-605488,415160
2008-11-03,11000.0,11000.0,13154574.0,14.59,1764999,-335947,-1287192
2008-11-04,10750.0,10250.0,12204231.0,13.59,3355542,-3305506,98883
2008-11-05,10650.0,10650.0,15468470.0,14.12,379073,-539383,121420
2008-11-06,10050.0,10100.0,14644000.0,13.39,-38515,-435956,569281
2008-11-07,9980.0,11000.0,12725681.0,14.59,-919861,-649919,1477390
2008-11-10,11400.0,11150.0,9349427.0,14.79,-546968,-226499,916307
2008-11-11,10800.0,10200.0,9065222.0,13.53,2108092,-1787502,16260
2008-11-12,9900.0,10500.0,11145918.0,13.92,1243453,-544808,-820
2008-11-13,10000.0,9800.0,7259925.0,12.99,790206,-741874,-14220
2008-11-14,10300.0,9780.0,6823967.0,12.97,903760,-1340732,512012
2008-11-17,9610.0,9130.0,9901418.0,12.11,3326047,-1293010,-1817297
2008-11-18,8890.0,8110.0,14054739.0,10.75,6315772,-3451052,-2727020
2008-11-19,8270.0,7510.0,20735768.0,9.96,3375890,-1028529,-2225281
2008-11-20,6720.0,6390.0,18358063.0,8.47,3537733,-1082753,-2400720
2008-11-21,6000.0,6660.0,28913829.0,8.83,1744048,-1533377,-545730
2008-11-24,6710.0,5850.0,23696202.0,7.76,2035424,-1211302,-561462
2008-11-25,6350.0,5860.0,17419772.0,7.77,150976,-831506,520230
2008-11-26,6030.0,6070.0,19181762.0,8.05,2919907,568453,-3660580
2008-11-27,6400.0,6950.0,47941825.0,9.22,4841918,6786912,-12903140
2008-11-28,7200.0,7410.0,42704580.0,9.83,-6587233,5601893,628800
2008-12-01,7510.0,7600.0,28804998.0,10.08,-3025092,310302,2622280
2008-12-02,7100.0,7200.0,14635621.0,9.55,-361569,423289,-122850
2008-12-03,7390.0,7090.0,20681363.0,9.4,1458567,-2652897,1210580
2008-12-04,7450.0,7300.0,20445004.0,9.68,-2071065,-351685,2418920
2008-12-05,7330.0,7560.0,25539622.0,10.02,-1373724,-797706,2229190
2008-12-08,7940.0,7800.0,16594784.0,10.34,-1646607,1004917,456750
2008-12-09,7930.0,7390.0,14292227.0,9.8,2424116,-1974106,-64740
2008-12-10,7700.0,7380.0,37064039.0,9.79,6617007,-6856867,732830
2008-12-11,7330.0,6520.0,37843788.0,8.65,7284065,-5178166,-1542380
2008-12-12,6250.0,6350.0,39142063.0,8.42,3448779,-1946869,-1165820
2008-12-15,6690.0,6390.0,19754181.0,8.47,-841000,-61744,798644
2008-12-16,6300.0,6980.0,24419651.0,9.26,-1464149,1001129,524240
2008-12-17,7300.0,7230.0,29648919.0,9.59,-1956608,1046226,747129
2008-12-18,7400.0,8130.0,41753637.0,10.78,-3957571,3754650,-282789
2008-12-19,8150.0,8520.0,41478962.0,11.3,-3411909,2717684,647705
2008-12-22,8850.0,8210.0,29318397.0,10.89,2864043,-1458107,-1186576
2008-12-23,7800.0,7700.0,26829220.0,10.21,1280124,-912064,-581920
2008-12-24,7600.0,6720.0,17870865.0,8.91,315583,-287353,13410
2008-12-26,7030.0,6930.0,13755069.0,9.19,-943437,741787,73550
2008-12-29,6690.0,6640.0,12660549.0,8.8,898122,-963662,512560
2008-12-30,6640.0,6700.0,7981766.0,8.88,439529,-622278,261270
2009-01-02,6830.0,7180.0,9146590.0,,91996,-531750,324104
2009-01-05,7200.0,7220.0,16123115.0,,141107,-73997,-109010
2009-01-06,7460.0,7390.0,21448221.0,,-1108009,1845199,-1157890
2009-01-07,7600.0,7480.0,21738913.0,,-1626141,1329466,202371
2009-01-08,7400.0,7930.0,33526570.0,,-1274903,934414,-341200
2009-01-09,8000.0,7340.0,19557922.0,,1959379,-1725425,-79210
2009-01-12,7340.0,6920.0,12604076.0,,1048882,-633314,-418394
2009-01-13,7040.0,7070.0,15418377.0,,2193980,-1905412,-24708
2009-01-14,6900.0,6730.0,28285960.0,,6780172,-2168225,-4836150
2009-01-15,6470.0,6570.0,19672790.0,,285397,444004,-694251
2009-01-16,6840.0,6950.0,12866838.0,,-1694793,1534031,70142
2009-01-19,7090.0,7840.0,37087667.0,,-9270758,5147268,2993485
2009-01-20,7890.0,8070.0,36818187.0,,-7700056,2007552,5409504
2009-01-21,7750.0,7870.0,22036337.0,,-392230,-245631,411000
2009-01-22,8170.0,7430.0,19902707.0,,794029,245416,-1185215
2009-01-23,7370.0,7010.0,12876173.0,,1376123,-917226,-602420
2009-01-28,7600.0,8060.0,31037050.0,,-4605165,4012133,-400434
2009-01-29,8430.0,7950.0,42863315.0,,-7147977,3865668,3125415
2009-01-30,7810.0,8980.0,58818596.0,,-5539897,3503467,708073
2009-02-02,8940.0,8900.0,39829390.0,,345661,-676812,798004
2009-02-03,9250.0,9110.0,22423398.0,,862216,-659766,140010
2009-02-04,9360.0,9520.0,26379570.0,,-2829560,1505060,1284730
2009-02-05,9500.0,9350.0,44643467.0,,394292,-1243172,993530
2009-02-06,9660.0,9380.0,33892409.0,,4984997,-5181503,1685470
2009-02-09,10000.0,9450.0,22679581.0,,3521421,-3365798,524718
2009-02-10,9700.0,9630.0,21933858.0,,253062,-441670,-100102
2009-02-11,9290.0,9240.0,19516731.0,,4378282,-3456967,-708214
2009-02-12,9060.0,8870.0,16910703.0,,337830,-62970,-306850
2009-02-13,8990.0,9260.0,24434908.0,,4195496,2014095,-7216832
2009-02-16,9180.0,8950.0,19790060.0,,-346744,694432,-426803
2009-02-17,8820.0,8210.0,22117081.0,,3742050,-1692607,-120240
2009-02-18,8140.0,8600.0,18954482.0,,-882067,375317,483450
2009-02-19,8700.0,8330.0,19992822.0,,1136224,-536187,-1003867
2009-02-20,8230.0,7880.0,12258053.0,,711826,-459697,-571790
2009-02-23,8050.0,8810.0,19001571.0,,-2528304,2446857,-449706
2009-02-24,8500.0,8570.0,16043964.0,,-1646533,1378006,-462360
2009-02-25,8990.0,8450.0,13749405.0,,-1775677,1849065,-295127
2009-02-26,8700.0,8340.0,14541159.0,,977746,-47906,-333087
2009-02-27,8310.0,8640.0,15342819.0,,-2707542,2045627,86881
2009-03-02,8500.0,8140.0,8676942.0,,1332551,-723875,-682364
2009-03-03,7930.0,8320.0,12885157.0,,-928120,1190997,-425297
2009-03-04,8360.0,8650.0,13294050.0,,-1068057,1829585,-998498
2009-03-05,8690.0,8270.0,12913454.0,,1656388,-1053708,-117710
2009-03-06,8120.0,8330.0,11385447.0,,901896,-1218097,255648
2009-03-09,8500.0,8220.0,11887133.0,,3506415,-2562012,-874173
2009-03-10,8220.0,8130.0,14995779.0,,5371796,-1913882,-2891937
2009-03-11,8300.0,8210.0,22029442.0,,205421,-612348,84108
2009-03-12,8360.0,8590.0,29010150.0,,-3020250,1750810,1096310
2009-03-13,9030.0,9340.0,44218387.0,,-2945503,2666352,859391
2009-03-16,9420.0,8880.0,24746478.0,,-1240251,1872576,-778535
2009-03-17,9100.0,9400.0,18626330.0,,-3116077,2584032,75555
2009-03-18,9700.0,9830.0,22326193.0,,-4159707,4275055,-157728
2009-03-19,10050.0,9740.0,14817067.0,,-1556218,870157,219430
2009-03-20,9700.0,9580.0,14038867.0,,1339097,-596187,-249220
2009-03-23,9700.0,10300.0,20927884.0,,-1302639,925869,811380
2009-03-24,10600.0,10400.0,17417646.0,,-230343,7573,-62990
2009-03-25,10350.0,10200.0,19992556.0,,1524476,-1442715,-19268
2009-03-26,10600.0,11700.0,42897076.0,,-3093079,2192933,1311486
2009-03-27,12150.0,12000.0,55606535.0,,4005828,-5390344,1633140
2009-03-30,12250.0,12400.0,35157932.0,,573219,944279,-1409860
2009-03-31,12550.0,12350.0,30767790.0,,4347883,-3276347,-454370
2009-04-01,12200.0,12250.0,37850694.0,,1908443,-2055770,98067
2009-04-02,12700.0,12700.0,31025939.0,,-949502,-1317908,1992200
2009-04-03,13200.0,12600.0,17144425.0,,370545,-703079,317914
2009-04-06,12900.0,14150.0,52769400.0,,-455860,-469393,1268150
2009-04-07,13850.0,14300.0,46647621.0,,448684,-938204,101384
2009-04-08,14300.0,14000.0,26324884.0,,4070360,-2954350,-1113680
2009-04-09,13500.0,14100.0,63044100.0,,3173480,-1669817,-1624333
2009-04-10,14450.0,13500.0,29031077.0,,838288,-886468,181250
2009-04-13,13650.0,13400.0,39786234.0,,1768062,-1820156,115220
2009-04-14,13900.0,13850.0,27023873.0,,-1884500,1470560,492674
2009-04-15,13850.0,13450.0,28194119.0,,2628475,-2298033,-341522
2009-04-16,13850.0,13250.0,16621687.0,,1433564,-2275925,623750
2009-04-17,13900.0,14400.0,46113677.0,,-2724040,1630810,1055540
2009-04-20,14750.0,14550.0,20895627.0,,242919,-439918,114882
2009-04-21,14050.0,14500.0,17295630.0,,-19586,63380,37696
2009-04-22,15000.0,16650.0,54439888.0,,-5951374,3888775,1743559
2009-04-23,16500.0,15850.0,45232886.0,,274002,-269106,51606
2009-04-24,15900.0,15100.0,26270469.0,,1663609,-1431944,-169530
2009-04-27,15450.0,15350.0,17993922.0,,569215,-1531736,1080919
2009-04-28,15400.0,14000.0,21960962.0,,4024386,-2901467,-507470
2009-04-29,14350.0,14600.0,17081322.0,,96198,-199493,297925
2009-04-30,14900.0,14400.0,15580272.0,,1819986,-2072394,268752
2009-05-04,14650.0,14950.0,17371268.0,,1086567,-1724448,656721
2009-05-06,15200.0,14750.0,17761105.0,,1896529,-2328515,380396
2009-05-07,15100.0,14050.0,24593485.0,,6533628,-3181790,-2516160
2009-05-08,14050.0,13900.0,15656645.0,,1780573,-1227315,-144536
2009-05-11,13900.0,14200.0,20016386.0,,-346350,366610,-104980
2009-05-12,14300.0,14550.0,17349902.0,,-2058555,2324785,-482052
2009-05-13,14750.0,13950.0,16636143.0,,1830195,-834401,-942370
2009-05-14,13650.0,13850.0,14802659.0,,723747,-752432,-286792
2009-05-15,14350.0,13300.0,16828722.0,,3647453,-2561094,-1098910
2009-05-18,13250.0,13400.0,12031276.0,,1630558,-874840,-785008
2009-05-19,13850.0,14550.0,28290828.0,,-2386063,1006756,1263147
2009-05-20,14550.0,14500.0,10267177.0,,-674556,521462,143043
2009-05-21,14350.0,13450.0,20981896.0,,4502918,-3166056,-1510133
2009-05-22,13150.0,12650.0,23876041.0,,7399650,-5626623,-1161237
2009-05-25,12600.0,12650.0,25830440.0,,2360905,-1843255,-135755
2009-05-26,12650.0,12000.0,26447941.0,,3802602,-2659580,-1062040
2009-05-27,11800.0,11500.0,49801818.0,,2492655,-2004275,-213337
2009-05-28,11600.0,12550.0,28836037.0,,-6408137,5516355,676723
2009-05-29,12700.0,12900.0,24124960.0,,-2702342,-928150,3749591
2009-06-01,12800.0,12750.0,9924471.0,,276827,-760514,640717
2009-06-02,13200.0,12700.0,15303063.0,,163631,-666369,230439
2009-06-03,12850.0,13350.0,16455705.0,,-2509978,1456052,867425
2009-06-04,13300.0,13500.0,19556966.0,,-1190572,1567567,-433479
2009-06-05,13850.0,14050.0,19456585.0,,-5189507,2714306,1953559
2009-06-08,14000.0,13650.0,12372726.0,,1009548,-537772,191529
2009-06-09,13800.0,12900.0,19344803.0,,5227369,-4395735,-99590
2009-06-10,13150.0,13250.0,9683737.0,,529202,-280323,-109894
2009-06-11,13150.0,12900.0,13039695.0,,3430311,-1932965,-1445276
2009-06-12,12950.0,12950.0,8633675.0,,1890477,-2069836,101396
2009-06-15,13050.0,13250.0,10211879.0,,-351013,660603,-338026
2009-06-16,13250.0,13250.0,10882429.0,,-801403,911400,-181006
2009-06-17,13200.0,13700.0,12958253.0,,-3606882,3007353,55217
2009-06-18,13650.0,13100.0,11531912.0,,-213614,626994,-496177
2009-06-19,13350.0,13250.0,7774458.0,,1073521,118435,-1226550
2009-06-22,13350.0,13750.0,11726775.0,,-1552144,1339741,129013
2009-06-23,13500.0,13450.0,12055343.0,,-801585,370085,299203
2009-06-24,13700.0,13950.0,16224844.0,,-297480,-623211,839936
2009-06-25,13900.0,14100.0,14695955.0,,-2761062,1893647,697710
2009-06-26,14150.0,13850.0,10171021.0,,-82423,-591864,494797
2009-06-29,13950.0,13650.0,6420398.0,,-271121,-297160,599211
2009-06-30,13850.0,13650.0,8169007.0,,-903428,595312,394055
2009-07-01,13650.0,13800.0,6348426.0,,504184,-692468,187184
2009-07-02,13900.0,14600.0,22129448.0,,-5196794,3760709,1192569
2009-07-03,14450.0,14950.0,20828975.0,,-5846992,5437383,409822
2009-07-06,15050.0,15050.0,12488472.0,,-2493968,1819065,562626
2009-07-07,15250.0,15400.0,16569771.0,,-3283330,1951265,1208778
2009-07-08,15450.0,15550.0,10876454.0,,-1547188,1609089,-406131
2009-07-09,15500.0,15500.0,9450993.0,,-707801,80431,561750
2009-07-10,15400.0,14850.0,8883315.0,,460258,-329301,-74370
2009-07-13,14700.0,14200.0,10369533.0,,139155,510331,-838149
2009-07-14,14600.0,14750.0,10244227.0,,-823114,2088819,-1301285
2009-07-15,15250.0,15500.0,11250294.0,,-3077241,1875614,948886
2009-07-16,15850.0,15650.0,15430088.0,,-5195618,1942710,2608052
2009-07-17,15900.0,15600.0,6393433.0,,-870669,520178,314398
2009-07-20,15900.0,16700.0,17268677.0,,-4754891,1890060,3030400
2009-07-21,17150.0,17150.0,15621417.0,,-2776772,189572,2574160
2009-07-22,17000.0,16950.0,10763568.0,,126467,-140137,59630
2009-07-23,16800.0,16400.0,15750443.0,,50079,-773223,642980
2009-07-24,16600.0,16350.0,12807995.0,,23407,-2054167,2246820
2009-07-27,16550.0,18000.0,31801331.0,,-4035753,-1008579,5123217
2009-07-28,17800.0,17750.0,12783092.0,,33829,-1347506,1315022
2009-07-29,18000.0,18200.0,18403320.0,,-1820535,-2039993,4104868
2009-07-30,18050.0,18150.0,10074365.0,,1407257,-1843660,485360
2009-07-31,18350.0,17600.0,16374335.0,,3123939,-3876060,897030
2009-08-03,17600.0,17700.0,12948203.0,,1282297,-1056092,-66334
2009-08-04,18100.0,17850.0,15731887.0,,-2039323,630972,1344651
2009-08-05,18250.0,17700.0,11745602.0,,1622300,-1347531,-46319
2009-08-06,17450.0,17500.0,12385565.0,,773792,-70865,-542297
2009-08-07,17600.0,18150.0,14589415.0,,-3754656,1693964,1592207
2009-08-10,18550.0,18200.0,8571965.0,,-488572,-489191,1256173
2009-08-11,18050.0,18600.0,14053236.0,,-1413983,-181156,1500279
2009-08-12,18600.0,18900.0,17813032.0,,943690,-1470751,587291
2009-08-13,18800.0,18400.0,13231369.0,,3018068,-3600078,678780
2009-08-14,18700.0,19150.0,12320924.0,,-1759313,-733637,2688756
2009-08-17,19100.0,18800.0,10552949.0,,784096,-1313955,691113
2009-08-18,18550.0,19150.0,12615682.0,,299959,-334019,93460
2009-08-19,19400.0,19900.0,17291637.0,,-3385497,745557,2370318
2009-08-20,20200.0,20100.0,11169091.0,,535045,-1546131,1048556
2009-08-21,20150.0,19700.0,13583840.0,,2341597,-3762849,1977017
2009-08-24,20350.0,20650.0,13385631.0,,-1034477,-816681,1713690
2009-08-25,20500.0,20700.0,7741956.0,,509408,-1296927,912880
2009-08-26,20850.0,20850.0,7857118.0,,-41577,-754538,947563
2009-08-27,20700.0,20850.0,6848697.0,,753816,-2344206,1865040
2009-08-28,21250.0,21350.0,11403053.0,,-1811820,689912,989420
2009-08-31,22000.0,21950.0,11911512.0,,-116014,854732,-723138
2009-09-01,21850.0,22150.0,10233959.0,,681344,93111,-784262
2009-09-02,21700.0,22350.0,8342236.0,,-272499,-220853,450440
2009-09-03,22350.0,22050.0,5971982.0,,161404,-1196714,1017202
2009-09-04,21950.0,20800.0,21346466.0,,841308,-704961,558429
2009-09-07,21150.0,20950.0,13067509.0,,726004,-634754,-41300
2009-09-08,21100.0,20800.0,15253246.0,,1192766,1182087,-2467203
2009-09-09,21250.0,20850.0,10782908.0,,-124268,46599,-8600
2009-09-10,21150.0,21400.0,8123834.0,,-1821498,1438296,99700
2009-09-11,21650.0,21100.0,6439261.0,,-581547,-56284,584420
2009-09-14,20900.0,20200.0,12036302.0,,701936,-1838331,1272747
2009-09-15,20350.0,20650.0,6652241.0,,-992367,768681,204046
2009-09-16,20950.0,20700.0,7098391.0,,-318915,33123,290812
2009-09-17,21150.0,20850.0,7877347.0,,-864102,-81401,937099
2009-09-18,21000.0,20400.0,8257655.0,,1481407,-2113057,715530
2009-09-21,20750.0,21450.0,11924291.0,,-1393237,1459669,-334160
2009-09-22,21700.0,22050.0,11165356.0,,-2093630,2003680,-78690
2009-09-23,21150.0,20850.0,27899428.0,,2196911,-1886208,-31671
2009-09-24,20850.0,20600.0,9936404.0,,-152804,199235,-60600
2009-09-25,20400.0,18950.0,44545104.0,,5264885,-4654764,-350455
2009-09-28,19050.0,19000.0,13961779.0,,323909,500598,-1102817
2009-09-29,19700.0,19550.0,11695482.0,,-245082,506462,-310490
2009-09-30,19400.0,19800.0,9964191.0,,-2203758,1576170,-20390
2009-10-01,20100.0,19650.0,6399002.0,,-661182,570879,-86930
2009-10-05,19300.0,18800.0,10541773.0,,565535,1238505,-1877990
2009-10-06,19150.0,18700.0,6952108.0,,6560,363785,-422975
2009-10-07,19050.0,18400.0,10549157.0,,-68664,-616296,742660
2009-10-08,18600.0,19300.0,11539515.0,,-1506563,1403491,251742
2009-10-09,19600.0,19650.0,7666152.0,,-1814091,1609421,15420
2009-10-12,20200.0,20000.0,10681641.0,,675117,1371153,-2094300
2009-10-13,20050.0,20600.0,11563525.0,,-1271843,2727553,-1874760
2009-10-14,21050.0,20800.0,8521356.0,,-1551507,149082,1266135
2009-10-15,21000.0,20550.0,7248024.0,,-434071,-139377,680578
2009-10-16,20500.0,19800.0,10304009.0,,1361956,-2605130,1379450
2009-10-19,19700.0,19850.0,5842314.0,,507180,193500,-466730
2009-10-20,20200.0,19850.0,4103030.0,,466334,-138543,-223441
2009-10-21,19700.0,19350.0,6815688.0,,-87427,-263436,553620
2009-10-22,19250.0,18800.0,7001346.0,,1905291,-1618112,-186233
2009-10-23,19100.0,18750.0,11453452.0,,3648292,-170703,-3548739
2009-10-26,18750.0,18850.0,7810804.0,,1023823,471149,-1527420
2009-10-27,18800.0,18300.0,8926917.0,,2404316,-863706,-1285220
2009-10-28,18350.0,17700.0,9606247.0,,1895459,-1271405,-481274
2009-10-29,17300.0,18400.0,13210887.0,,-284094,1571404,-1602590
2009-10-30,18700.0,18050.0,6118400.0,,12929,362646,-406910
2009-11-02,17700.0,18050.0,5556344.0,,-133582,506027,-331225
2009-11-03,18150.0,18200.0,5564158.0,,-1291400,1022663,171677
2009-11-04,18350.0,19000.0,6220331.0,,-1043899,559579,621180
2009-11-05,18800.0,18350.0,4281928.0,,478854,-226739,-260395
2009-11-06,18900.0,19050.0,6840462.0,,-2159364,1998214,16340
2009-11-09,19300.0,19800.0,8795257.0,,-2832511,721296,2091035
2009-11-10,20100.0,19800.0,8107026.0,,317224,-1172774,943460
2009-11-11,19850.0,19950.0,5434950.0,,232079,-1226347,1061108
2009-11-12,20050.0,19600.0,20341952.0,,1056089,-1177839,471890
2009-11-13,19750.0,18850.0,9738133.0,,685708,-1086455,382688
2009-11-16,18950.0,19700.0,7342660.0,,171110,-1223600,1069830
2009-11-17,19300.0,18400.0,21564141.0,,2228443,-3133214,1454142
2009-11-18,18750.0,18750.0,10909042.0,,1191928,-809590,-427400
2009-11-19,18800.0,19250.0,8704459.0,,-1252751,-588539,1982920
2009-11-20,18900.0,19150.0,7062182.0,,486695,-1224345,778650
2009-11-23,19200.0,19050.0,5345950.0,,970499,-669074,-249115
2009-11-24,19150.0,18600.0,6664018.0,,1429088,-1087438,-338410
2009-11-25,18650.0,19000.0,5961105.0,,-416201,337773,188288
2009-11-26,19100.0,19200.0,6523614.0,,-2211919,492884,1641005
2009-11-27,18850.0,18450.0,7704509.0,,-113318,-582867,646175
2009-11-30,18800.0,18450.0,5175602.0,,1108322,-561032,-559210
2009-12-01,18550.0,18050.0,9699450.0,,2152333,-1268693,-902500
2009-12-02,18350.0,19200.0,9718479.0,,-2441514,1602926,557658
2009-12-03,19250.0,19450.0,7435401.0,,-1597145,682835,817620
2009-12-04,19300.0,19700.0,6019982.0,,-1064792,1088131,-50519
2009-12-07,20000.0,20050.0,10036856.0,,-2968672,1061469,1927435
2009-12-08,20300.0,20100.0,5629685.0,,-285231,80122,147490
2009-12-09,19900.0,20550.0,8324221.0,,-1497765,1034160,341107
2009-12-10,20700.0,20850.0,9747117.0,,-1421465,944645,395500
2009-12-11,20900.0,20900.0,5514248.0,,-1088818,19921,1097307
2009-12-14,20900.0,20700.0,5589407.0,,508401,-140112,119591
2009-12-15,20700.0,20950.0,4268920.0,,-1151149,662650,468540
2009-12-16,20900.0,21050.0,6283206.0,,-690066,52856,658370
2009-12-17,21100.0,21100.0,6284160.0,,-1221014,322674,898594
2009-12-18,21000.0,21650.0,6098604.0,,-2403328,998330,1364030
2009-12-21,21950.0,22050.0,6643108.0,,-1121099,-470501,1504436
2009-12-22,22300.0,21900.0,5000002.0,,-50613,-318727,331060
2009-12-23,22000.0,22000.0,4006561.0,,-1210567,273379,1065071
2009-12-24,22250.0,22300.0,5460997.0,,-1577006,27114,1308830
2009-12-28,22150.0,22200.0,4791593.0,,-377086,156188,451024
2009-12-29,22300.0,22200.0,2136873.0,,-162586,37504,120560
