Symbol,삼성화재_시가(원),삼성화재_종가(원),삼성화재_거래량(주),삼성화재_PER(IFRS-연결),삼성화재_순매수수량(개인)(주),삼성화재_순매수수량(기관계)(주),삼성화재_순매수수량(외국인계)(주)
2013-05-10,220500.0,220000.0,76279.0,14.14,-691,-8949,9915
2013-05-13,218500.0,217500.0,85504.0,13.98,12642,-11196,-1452
2013-05-14,219000.0,220000.0,85457.0,14.14,-8306,11877,-3762
2013-05-15,223000.0,226500.0,135530.0,14.56,-16303,39968,-23937
2013-05-16,228000.0,231000.0,104512.0,14.85,-29013,12739,16522
2013-05-20,228500.0,230500.0,76358.0,14.82,-5395,23456,-18323
2013-05-21,231000.0,225000.0,68705.0,14.47,9588,-3018,-6083
2013-05-22,225000.0,230500.0,102835.0,14.82,-12212,17277,-5065
2013-05-23,229000.0,226500.0,71158.0,14.56,-3491,285,3054
2013-05-24,228500.0,235500.0,94190.0,15.14,-18951,-337,19275
2013-05-27,235500.0,231000.0,50904.0,14.85,1919,1473,-1153
2013-05-28,232500.0,231500.0,98623.0,14.88,11829,-4389,-7469
2013-05-29,233500.0,237000.0,111255.0,15.24,-34308,9499,25657
2013-05-30,236000.0,236000.0,101911.0,15.17,562,-10787,9415
2013-05-31,236000.0,229000.0,126795.0,14.72,10603,2690,-13231
2013-06-03,227000.0,224000.0,91227.0,14.4,9061,13237,-22298
2013-06-04,225500.0,229000.0,53421.0,14.72,-4931,13005,-8074
2013-06-05,227500.0,230000.0,63733.0,14.79,-3048,10716,-7601
2013-06-07,226000.0,227500.0,100538.0,14.63,-3088,20669,-17581
2013-06-10,227500.0,233000.0,100806.0,14.98,-1199,19981,-18782
2013-06-11,231500.0,227500.0,83876.0,14.63,6055,35796,-41701
2013-06-12,226500.0,221000.0,100264.0,14.21,25214,40318,-65542
2013-06-13,220000.0,222000.0,148441.0,14.27,-10142,57620,-47665
2013-06-14,222500.0,222000.0,100761.0,14.27,812,45181,-46454
2013-06-17,222000.0,227500.0,154946.0,14.63,-22043,62302,-41316
2013-06-18,228500.0,229000.0,68407.0,14.72,-4255,36786,-32528
2013-06-19,228500.0,228000.0,51032.0,14.66,3806,15580,-19366
2013-06-20,232000.0,231500.0,137702.0,14.88,-11059,38588,-29022
2013-06-21,231000.0,224000.0,228876.0,14.4,11035,123667,-135051
2013-06-24,225500.0,232000.0,134091.0,14.92,-9414,-4048,12769
2013-06-25,234500.0,227000.0,122628.0,14.59,5833,30622,-37058
2013-06-26,227500.0,226500.0,135648.0,14.56,9152,-33236,19362
2013-06-27,227000.0,227500.0,108213.0,14.63,-6559,30880,-24003
2013-06-28,227500.0,233000.0,120751.0,14.98,-11816,9109,2246
2013-07-01,230500.0,233500.0,95406.0,15.01,-2056,24034,-22229
2013-07-02,234500.0,237500.0,96338.0,15.27,-14380,15060,-656
2013-07-03,237500.0,233500.0,92842.0,15.01,7404,18738,-25633
2013-07-04,234000.0,245000.0,184718.0,15.75,-33881,-27642,67732
2013-07-05,248000.0,243500.0,94672.0,15.66,1063,-15642,14839
2013-07-08,244000.0,242500.0,84328.0,15.59,-3000,-728,3964
2013-07-09,245000.0,243500.0,72446.0,15.66,1511,-11436,11009
2013-07-10,242000.0,240500.0,89768.0,15.46,1672,-1259,-512
2013-07-11,242000.0,240500.0,93506.0,15.46,12,2207,-601
2013-07-12,240500.0,238000.0,87333.0,15.3,11895,7228,-18935
2013-07-15,237500.0,237000.0,71777.0,15.24,23650,-12884,-10791
2013-07-16,237000.0,239500.0,73518.0,15.4,-3751,1529,-920
2013-07-17,238500.0,241000.0,91245.0,15.49,-10687,6996,3885
2013-07-18,239500.0,236500.0,135774.0,15.21,21105,8914,-29607
2013-07-19,235000.0,236000.0,46319.0,15.17,1097,10592,-11356
2013-07-22,236000.0,233000.0,57989.0,14.98,19392,-2518,-17408
2013-07-23,233000.0,235500.0,61448.0,15.14,-567,3245,-2678
2013-07-24,235500.0,238000.0,46745.0,15.3,-5166,4192,974
2013-07-25,235500.0,238500.0,52670.0,15.33,-4826,-5531,9844
2013-07-26,239000.0,239500.0,47192.0,15.4,-5898,-10134,16429
2013-07-29,240000.0,238500.0,51416.0,15.33,-5653,18245,-12592
2013-07-30,239000.0,238000.0,39140.0,15.3,3346,4636,-8359
2013-07-31,237000.0,240000.0,102603.0,15.43,-6306,-18484,22760
2013-08-01,240500.0,247500.0,115084.0,15.91,-20029,-30845,51135
2013-08-02,249000.0,250000.0,78605.0,16.07,-13183,-40123,55212
2013-08-05,247000.0,246000.0,55179.0,15.82,-630,2249,-2258
2013-08-06,244500.0,244000.0,58147.0,15.69,3957,14291,-18215
2013-08-07,244000.0,249000.0,95820.0,16.01,-11500,1727,10932
2013-08-08,250000.0,248000.0,62685.0,15.94,952,3916,-5787
2013-08-09,245500.0,241500.0,70485.0,15.53,12034,8245,-18329
2013-08-12,240500.0,239500.0,49927.0,15.4,3831,-10591,6376
2013-08-13,240000.0,244500.0,34948.0,15.72,-3227,-3614,6613
2013-08-14,245000.0,244000.0,52728.0,15.69,-25,-18349,18374
2013-08-16,241000.0,241000.0,70200.0,15.49,5655,-4243,-2412
2013-08-19,240000.0,240000.0,50946.0,15.43,4574,-2366,-2253
2013-08-20,238500.0,241500.0,58029.0,15.53,-3071,-4445,7588
2013-08-21,242500.0,238000.0,72466.0,15.3,4612,535,-5607
2013-08-22,235500.0,236500.0,94690.0,15.21,-1588,-4073,5661
2013-08-23,236000.0,238000.0,89583.0,15.3,-1771,-19325,21096
2013-08-26,236500.0,236000.0,44922.0,15.17,12623,1608,-14236
2013-08-27,235500.0,238500.0,55870.0,15.33,-3283,12565,-9782
2013-08-28,234500.0,234000.0,76255.0,15.04,8616,14649,-23453
2013-08-29,235500.0,241000.0,119476.0,15.49,-19444,-19268,40427
2013-08-30,245000.0,250000.0,176993.0,16.07,-25531,-72288,98229
2013-09-02,249500.0,248000.0,76258.0,15.94,-3704,-40124,44792
2013-09-03,246500.0,253000.0,84722.0,16.27,-10671,-41706,53773
2013-09-04,252000.0,253500.0,86778.0,16.3,-4879,-22059,26938
2013-09-05,251500.0,253000.0,75122.0,16.27,785,-25988,25053
2013-09-06,255000.0,248500.0,86445.0,15.98,13392,-14668,649
2013-09-09,249000.0,250000.0,82132.0,16.07,2002,-7935,6814
2013-09-10,250000.0,249500.0,102374.0,16.04,4525,-37448,33169
2013-09-11,249500.0,249500.0,82736.0,16.04,5503,-27954,22201
2013-09-12,247000.0,253000.0,119956.0,16.27,-10383,-39407,49816
2013-09-13,254500.0,243000.0,215296.0,15.62,66031,-65356,194
2013-09-16,244500.0,243000.0,136144.0,15.62,10409,-33139,21566
2013-09-17,241500.0,247500.0,111639.0,15.91,-34409,-18906,52738
2013-09-23,247000.0,247500.0,104096.0,15.91,1262,-9474,11610
2013-09-24,245500.0,247500.0,87608.0,15.91,-1098,-5099,6020
2013-09-25,248500.0,246500.0,102159.0,15.85,-1269,190,1192
2013-09-26,248000.0,246500.0,73073.0,15.85,2583,-22274,19601
2013-09-27,247000.0,246500.0,51195.0,15.85,484,-12,721
2013-09-30,245500.0,246500.0,93472.0,15.85,-1135,-23061,24274
2013-10-01,247000.0,248000.0,63604.0,15.94,-5359,-21526,26218
2013-10-02,249500.0,251500.0,65827.0,16.17,-25172,1816,24572
2013-10-04,254500.0,261000.0,129247.0,16.78,-38896,-33013,70250
2013-10-07,257000.0,259500.0,106107.0,16.68,-973,32787,-30779
2013-10-08,258000.0,257000.0,61269.0,16.52,-2774,13100,-9905
2013-10-10,254000.0,248500.0,165986.0,15.98,38036,33341,-70239
2013-10-11,249500.0,250000.0,132398.0,16.07,6844,2310,-6203
2013-10-14,248000.0,246500.0,121569.0,15.85,18708,21756,-39826
2013-10-15,246500.0,246000.0,120298.0,15.82,15148,10382,-24592
2013-10-16,247500.0,244000.0,126293.0,15.69,19134,15780,-35691
2013-10-17,245000.0,239000.0,202584.0,15.37,41060,14731,-56891
2013-10-18,239500.0,243500.0,102233.0,15.66,1159,2558,-4981
2013-10-21,244000.0,245500.0,106493.0,15.78,-2011,-3335,5141
2013-10-22,245500.0,246000.0,113659.0,15.82,-14065,16477,-2752
2013-10-23,246500.0,249500.0,97230.0,16.04,-31790,-6308,39191
2013-10-24,250000.0,251000.0,48294.0,16.14,-9521,-11511,21053
2013-10-25,249500.0,248000.0,91089.0,15.94,-5363,24467,-19198
2013-10-28,248000.0,249500.0,47427.0,16.04,1570,-4523,2784
2013-10-29,247000.0,252000.0,54193.0,16.2,-5091,-721,7244
2013-10-30,251500.0,254500.0,40418.0,16.36,-5319,-2688,10441
2013-10-31,252000.0,248000.0,118952.0,15.94,-7101,37690,-30585
2013-11-01,248500.0,253000.0,70731.0,16.27,-9529,7478,2510
2013-11-04,250500.0,250000.0,46564.0,16.07,2012,6375,-8387
2013-11-05,249500.0,248000.0,81607.0,15.94,3192,7837,-11004
2013-11-06,246500.0,249500.0,71740.0,16.04,418,11163,-11581
2013-11-07,247000.0,247000.0,76791.0,15.88,4850,28940,-33571
2013-11-08,246000.0,247000.0,57005.0,15.88,-2917,15930,-13046
2013-11-11,249000.0,247500.0,58365.0,15.91,3130,10508,-13868
2013-11-12,249500.0,253000.0,76707.0,16.27,-13349,-20623,34471
2013-11-13,253000.0,252000.0,112945.0,16.2,-6529,24109,-17561
2013-11-14,252000.0,256000.0,189418.0,16.46,-22492,-46031,68747
2013-11-15,255500.0,260000.0,100898.0,16.72,-13341,-4168,17509
2013-11-18,260500.0,257000.0,76125.0,16.52,2640,3659,-5970
2013-11-19,254500.0,257500.0,116919.0,16.56,237,634,-137
2013-11-20,256500.0,250000.0,212621.0,16.07,23422,-37374,14590
2013-11-21,248500.0,247000.0,91443.0,15.88,3422,23451,-24873
2013-11-22,248500.0,247000.0,72721.0,15.88,1785,-22829,21699
2013-11-25,248500.0,250000.0,51995.0,16.07,-4279,-8262,10571
2013-11-26,248000.0,254000.0,98908.0,16.33,-7356,-24547,31403
2013-11-27,254000.0,255000.0,49405.0,16.4,-9107,2578,9680
2013-11-28,257500.0,260000.0,145522.0,16.72,-20570,15970,8786
2013-11-29,259000.0,260500.0,84756.0,16.75,-3054,-3323,6527
2013-12-02,260500.0,260000.0,108919.0,16.72,-2939,-7781,10764
2013-12-03,260000.0,258500.0,79914.0,16.62,576,-18883,18638
2013-12-04,259000.0,255500.0,70597.0,16.43,2644,6961,-9428
2013-12-05,256500.0,246000.0,119021.0,15.82,40333,-1217,-39666
2013-12-06,247000.0,250000.0,81788.0,16.07,-11154,3732,7546
2013-12-09,253000.0,247500.0,37433.0,15.91,4502,-5410,903
2013-12-10,249500.0,246000.0,43500.0,15.82,6442,-12181,4991
2013-12-11,247000.0,244500.0,64166.0,15.72,2629,-15016,12138
2013-12-12,244000.0,240000.0,82527.0,15.43,25582,-12423,-13939
2013-12-13,238500.0,245500.0,94011.0,15.78,-8783,-3481,9845
2013-12-16,246500.0,251000.0,105608.0,16.14,-26824,11841,16583
2013-12-17,252500.0,253500.0,90263.0,16.3,-8064,-17901,25965
2013-12-18,254000.0,253000.0,74365.0,16.27,-4129,-16440,22200
2013-12-19,256500.0,248000.0,54490.0,15.94,4447,-10355,6023
2013-12-20,246500.0,247500.0,41625.0,15.91,-434,5883,-5569
2013-12-23,249500.0,255000.0,57060.0,16.4,-14687,14030,-30
2013-12-24,256000.0,254000.0,55662.0,16.33,-3800,5472,-2164
2013-12-26,256500.0,258000.0,54620.0,16.59,-13627,16326,-3086
2013-12-27,256000.0,254000.0,48376.0,16.33,1165,3292,-3941
2013-12-30,257000.0,259000.0,53910.0,16.65,-12106,-12599,24705
2014-01-02,259000.0,252000.0,66011.0,24.89,10526,-8303,-2530
2014-01-03,254000.0,248500.0,86866.0,24.54,14771,-22821,8136
2014-01-06,247500.0,245000.0,57886.0,24.2,27108,-13066,-14033
2014-01-07,245500.0,247000.0,63166.0,24.4,5268,2482,-8625
2014-01-08,247000.0,249500.0,65394.0,24.64,-4408,506,3902
2014-01-09,249500.0,245500.0,89761.0,24.25,12720,-19862,3884
2014-01-10,246500.0,242500.0,68015.0,23.95,11925,-3363,-8983
2014-01-13,244000.0,247500.0,54544.0,24.45,-9679,13167,-3488
2014-01-14,246000.0,244000.0,54804.0,24.1,6001,-12245,5539
2014-01-15,244000.0,246500.0,46971.0,24.35,-6061,-3444,9505
2014-01-16,248000.0,245000.0,36584.0,24.2,2183,-6062,3879
2014-01-17,245000.0,243000.0,54442.0,24.0,8617,-15006,6389
2014-01-20,242000.0,246500.0,35910.0,24.35,-5599,-4478,10078
2014-01-21,246000.0,245000.0,58875.0,24.2,10672,-20025,8964
2014-01-22,244500.0,248500.0,68049.0,24.54,-10681,-8158,18839
2014-01-23,249000.0,246000.0,150910.0,24.3,5626,-62109,55478
2014-01-24,244000.0,246000.0,150814.0,24.3,7146,-47293,36786
2014-01-27,244500.0,241500.0,80405.0,23.85,1230,7086,-8417
2014-01-28,241500.0,242500.0,63286.0,23.95,4467,-13741,9318
2014-01-29,244000.0,248000.0,108000.0,24.5,-24443,5412,19031
2014-02-03,248000.0,241000.0,80306.0,23.8,18117,3657,-21987
2014-02-04,238000.0,233000.0,99855.0,23.01,30146,3155,-33407
2014-02-05,235500.0,236500.0,86382.0,23.36,-1591,-21524,23115
2014-02-06,235500.0,235000.0,92241.0,23.21,14590,-24177,10234
2014-02-07,236500.0,238000.0,71589.0,23.51,-3274,-17280,21288
2014-02-10,236500.0,233000.0,67036.0,23.01,27711,-14768,-11710
2014-02-11,231500.0,229500.0,82054.0,22.67,27694,-26424,-1599
2014-02-12,229000.0,230500.0,91737.0,22.77,11306,-10798,856
2014-02-13,231000.0,226000.0,70098.0,22.32,16250,-5128,-11347
2014-02-14,226000.0,228500.0,84785.0,22.57,-1816,19083,-18157
2014-02-17,229500.0,233500.0,125334.0,23.06,-19869,25123,-5819
2014-02-18,231500.0,233000.0,106394.0,23.01,-11040,37422,-21108
2014-02-19,235500.0,235000.0,72835.0,23.21,-9048,4089,4910
2014-02-20,232500.0,230000.0,117364.0,22.72,8945,11345,-20290
2014-02-21,231500.0,236000.0,109704.0,23.31,-14630,-16640,32313
2014-02-24,236000.0,234000.0,30866.0,23.11,1615,-7374,5749
2014-02-25,235000.0,233500.0,45952.0,23.06,3036,7071,-10152
2014-02-26,231500.0,230000.0,90465.0,22.72,32651,6713,-39528
2014-02-27,229000.0,232500.0,80770.0,22.96,-4229,21953,-19673
2014-02-28,232500.0,235500.0,80329.0,23.26,-13495,12375,1129
2014-03-03,233500.0,231500.0,88661.0,22.87,16412,-11665,-2270
2014-03-04,231000.0,230000.0,54865.0,22.72,1183,15391,-16574
2014-03-05,231500.0,231000.0,50786.0,22.82,-3845,-416,4044
2014-03-06,232000.0,231500.0,82792.0,22.87,9116,5552,-15141
2014-03-07,230500.0,226000.0,248641.0,22.32,82277,-4907,-77925
2014-03-10,227000.0,226000.0,74059.0,22.32,1582,-16210,14026
2014-03-11,226000.0,224500.0,95763.0,22.17,13203,4956,-18217
2014-03-12,223500.0,228500.0,150357.0,22.57,-61287,59991,2404
2014-03-13,230000.0,226500.0,83394.0,22.37,5653,15917,-21830
2014-03-14,223000.0,225000.0,87782.0,22.22,2930,23068,-25751
2014-03-17,225000.0,227000.0,62815.0,22.42,-5276,32431,-27243
2014-03-18,227500.0,226000.0,88399.0,22.32,6372,7718,-14670
2014-03-19,226000.0,226000.0,40061.0,22.32,6096,-6564,446
2014-03-20,227000.0,224000.0,37479.0,22.12,5347,6005,-12209
2014-03-21,226500.0,228000.0,94628.0,22.52,-7685,31478,-24543
2014-03-24,228000.0,230000.0,72752.0,22.72,-9900,48906,-39006
2014-03-25,229000.0,234500.0,113645.0,23.16,-32893,50496,-18587
2014-03-26,236500.0,238000.0,148571.0,23.51,-38514,42881,-986
2014-03-27,236000.0,235500.0,75718.0,23.26,-1856,9284,-6763
2014-03-28,235500.0,237500.0,37378.0,23.46,-5302,-8818,14201
2014-03-31,236000.0,239500.0,59465.0,23.66,-9528,-4795,14511
2014-04-01,237000.0,242000.0,93812.0,23.9,-17861,7894,9798
2014-04-02,240500.0,239500.0,47708.0,23.66,628,-438,-551
2014-04-03,239500.0,241000.0,84743.0,23.8,-7927,1590,6404
2014-04-04,239000.0,237500.0,154572.0,23.46,3627,13439,-16329
2014-04-07,237500.0,237000.0,54853.0,23.41,-156,9382,-8753
2014-04-08,239000.0,238000.0,70940.0,23.51,-4872,-11828,16740
2014-04-09,236500.0,241000.0,51468.0,23.8,-8343,2595,6128
2014-04-10,243000.0,244500.0,61268.0,24.15,-21950,8228,12303
2014-04-11,240500.0,245000.0,81836.0,24.2,424,-15714,15170
2014-04-14,246500.0,243000.0,52434.0,24.0,302,-1008,686
2014-04-15,241500.0,239000.0,70422.0,23.61,2056,2881,-4846
2014-04-16,238000.0,238000.0,63751.0,23.51,2479,-17316,15004
2014-04-17,240000.0,239000.0,55230.0,23.61,1185,-13793,13337
2014-04-18,241000.0,237500.0,52824.0,23.46,10117,-12841,3004
2014-04-21,237000.0,237000.0,28049.0,23.41,2790,-10641,7851
2014-04-22,237000.0,238500.0,337806.0,23.56,136,-12338,12148
2014-04-23,239500.0,240500.0,108930.0,23.75,-10459,10956,-484
2014-04-24,242000.0,243500.0,129657.0,24.05,-21406,-3180,25187
2014-04-25,243000.0,241500.0,82221.0,23.85,-3133,5741,-2757
2014-04-28,243500.0,244000.0,54818.0,24.1,-6494,16523,-10029
2014-04-29,243500.0,243000.0,40000.0,24.0,5722,-2613,-3132
2014-04-30,241500.0,245000.0,51389.0,24.2,-3338,5696,-2865
2014-05-02,246500.0,251000.0,93029.0,24.79,-20416,18354,2062
2014-05-07,252000.0,258500.0,204985.0,25.53,-35334,-50523,85629
2014-05-08,258500.0,259500.0,115692.0,25.63,-7954,-28358,36417
2014-05-09,262000.0,261000.0,99893.0,25.78,-14222,-30554,44921
2014-05-12,262000.0,260000.0,46500.0,25.68,-3164,10243,-7099
2014-05-13,259500.0,260000.0,126426.0,25.68,-1482,-46600,48082
2014-05-14,263000.0,266500.0,124646.0,26.32,-8800,-27544,36366
2014-05-15,267500.0,269500.0,132572.0,26.62,-3349,-56518,59808
2014-05-16,270500.0,264500.0,88917.0,26.12,4518,-34250,30144
2014-05-19,265000.0,271000.0,108309.0,26.77,-2811,-26000,28321
2014-05-20,268000.0,264000.0,65834.0,26.08,10724,-2434,-8290
2014-05-21,263500.0,260000.0,74948.0,25.68,6394,-24991,18597
2014-05-22,261500.0,261500.0,59005.0,25.83,-3725,-11957,15682
2014-05-23,261500.0,265500.0,62299.0,26.22,-6816,-11819,18635
2014-05-26,270500.0,267500.0,60316.0,26.42,-5872,-21310,27182
2014-05-27,270000.0,264500.0,61597.0,26.12,3425,-17968,14545
2014-05-28,263000.0,266000.0,70648.0,26.27,-1193,-7823,9139
2014-05-29,267000.0,269500.0,60838.0,26.62,-4625,2088,2848
2014-05-30,268000.0,260000.0,284670.0,25.68,13822,33050,-47149
2014-06-02,261500.0,259500.0,70523.0,25.63,434,-14327,13893
2014-06-03,259000.0,263000.0,138647.0,25.98,-2544,187,2734
2014-06-05,262500.0,263500.0,76064.0,26.03,-1843,-1044,2804
2014-06-09,265000.0,268000.0,83539.0,26.47,-9444,23264,-13717
2014-06-10,268000.0,268000.0,75590.0,26.47,-1269,-4393,5590
2014-06-11,268000.0,268000.0,31807.0,26.47,355,-1838,1483
2014-06-12,268000.0,261000.0,64316.0,25.78,16767,-13133,-3707
2014-06-13,262000.0,260500.0,54529.0,25.73,-482,-4428,6416
2014-06-16,260500.0,254500.0,1970869.0,25.14,11717,22923,-34720
2014-06-17,255000.0,255500.0,69630.0,25.24,2216,14000,-16179
2014-06-18,253500.0,256000.0,48504.0,25.29,-2963,5049,-2228
2014-06-19,258000.0,255500.0,39404.0,25.24,-17,2789,-2690
2014-06-20,256500.0,252000.0,63729.0,24.89,-2444,17678,-14974
2014-06-23,251500.0,249000.0,58507.0,24.59,4975,-11262,5947
2014-06-24,247500.0,255000.0,65781.0,25.19,-8501,8978,-1050
2014-06-25,256000.0,254000.0,31637.0,25.09,-43,-8381,8495
2014-06-26,254000.0,260000.0,61679.0,25.68,-6611,15280,-8605
2014-06-27,262500.0,261500.0,77110.0,25.83,-3764,-17282,21046
2014-06-30,262000.0,257500.0,56629.0,25.43,5807,-11463,5792
2014-07-01,256500.0,256500.0,42277.0,25.33,3755,-6113,1974
2014-07-02,258000.0,261000.0,88565.0,25.78,-5670,-7314,13618
2014-07-03,260000.0,262500.0,81654.0,25.93,-5024,6618,-1229
2014-07-04,262500.0,267500.0,66313.0,26.42,-16644,-4571,21372
2014-07-07,268500.0,268000.0,52810.0,26.47,-2724,-14523,17248
2014-07-08,270000.0,272000.0,95479.0,26.87,-4818,-38809,43855
2014-07-09,272000.0,270500.0,135509.0,26.72,1780,-35119,33569
2014-07-10,273000.0,266500.0,227126.0,26.32,3770,-18480,14943
2014-07-11,266500.0,263500.0,203602.0,26.03,327,-6169,5929
2014-07-14,265500.0,264000.0,42145.0,26.08,872,-9998,9136
2014-07-15,265500.0,260500.0,61547.0,25.73,4635,440,-5080
2014-07-16,260500.0,265000.0,86998.0,26.17,-1705,-15231,17005
2014-07-17,266000.0,265000.0,36493.0,26.17,-1587,-1864,3714
2014-07-18,263500.0,260500.0,37683.0,25.73,9356,-13502,4226
2014-07-21,260500.0,261000.0,66027.0,25.78,-1745,-2901,4900
2014-07-22,261000.0,263000.0,70839.0,25.98,-2735,3436,-889
2014-07-23,262500.0,265000.0,63621.0,26.17,-1646,4931,-3015
2014-07-24,265000.0,264500.0,36683.0,26.12,-2157,-5681,8108
2014-07-25,263000.0,260000.0,63268.0,25.68,8754,1682,-10736
2014-07-28,260500.0,262000.0,54609.0,25.88,-4235,30,4391
2014-07-29,264500.0,265000.0,65277.0,26.17,-3717,11003,-7257
2014-07-30,266500.0,274000.0,124024.0,27.06,-9537,3201,6123
2014-07-31,274500.0,283000.0,208120.0,27.95,-4282,1740,1764
2014-08-01,288000.0,281500.0,163348.0,27.8,1389,25047,-26819
2014-08-04,280500.0,282500.0,116245.0,27.9,-39,-9805,9676
2014-08-05,281500.0,283000.0,154288.0,27.95,401,-3035,2658
2014-08-06,283000.0,289000.0,75930.0,28.54,-6058,13172,-7785
2014-08-07,287500.0,290000.0,87544.0,28.64,-3839,60,3385
2014-08-08,292000.0,281000.0,98948.0,27.75,3511,-9914,5855
2014-08-11,283500.0,277500.0,67131.0,27.41,8920,-2193,-6616
2014-08-12,279500.0,283000.0,83288.0,27.95,-4679,2050,3359
2014-08-13,285000.0,284500.0,50304.0,28.1,-1568,749,812
2014-08-14,282000.0,286000.0,89662.0,28.25,-2678,13859,-11249
2014-08-18,290000.0,282000.0,77656.0,27.85,2541,19942,-21373
2014-08-19,283000.0,283500.0,56484.0,28.0,2587,6499,-9070
2014-08-20,284000.0,284500.0,67930.0,28.1,1526,20088,-22174
2014-08-21,284500.0,277500.0,74179.0,27.41,6692,1759,-8980
2014-08-22,277000.0,284000.0,57302.0,28.05,-3734,-5436,9107
2014-08-25,285000.0,285000.0,41799.0,28.15,-1407,2836,-1225
2014-08-26,285500.0,282000.0,77212.0,27.85,2007,13932,-16187
2014-08-27,285000.0,287500.0,103688.0,28.4,-1426,13865,-13245
2014-08-28,289000.0,285000.0,149324.0,28.15,8550,2983,-12206
2014-08-29,285000.0,277500.0,327536.0,27.41,8607,-11424,3067
2014-09-01,277000.0,281500.0,45619.0,27.8,46,-7361,7126
2014-09-02,279000.0,277500.0,44476.0,27.41,4796,-2028,-3885
2014-09-03,276000.0,278000.0,53836.0,27.46,2526,-12856,11624
2014-09-04,281000.0,278000.0,139556.0,27.46,3405,-2386,-1310
2014-09-05,274500.0,274500.0,87028.0,27.11,8032,-2745,-5267
2014-09-11,271500.0,270000.0,139387.0,26.67,10574,-4218,-6316
2014-09-12,270000.0,272000.0,79484.0,26.87,1368,10836,-12182
2014-09-15,272000.0,273500.0,46411.0,27.01,-3124,2658,497
2014-09-16,276000.0,276500.0,58390.0,27.31,-1638,15707,-13852
2014-09-17,278000.0,280500.0,81244.0,27.71,-912,32978,-32064
2014-09-18,286000.0,289500.0,189106.0,28.59,-19048,15161,5857
2014-09-19,288000.0,285000.0,162393.0,28.15,4501,36301,-40834
2014-09-22,283500.0,283500.0,58435.0,28.0,334,18093,-19417
2014-09-23,284500.0,278500.0,111533.0,27.51,4657,49282,-53939
2014-09-24,278500.0,278000.0,97017.0,27.46,729,11665,-11956
2014-09-25,280000.0,278000.0,80492.0,27.46,-1937,19799,-17897
2014-09-26,277500.0,279500.0,220871.0,27.61,1493,46877,-48859
2014-09-29,278500.0,281000.0,74612.0,27.75,-3798,16859,-14960
2014-09-30,280500.0,282500.0,86803.0,27.9,-2404,29787,-29341
2014-10-01,280000.0,279500.0,149651.0,27.61,-2079,72748,-70669
2014-10-02,278000.0,276500.0,99961.0,27.31,-2499,64867,-62474
2014-10-06,279500.0,278000.0,127724.0,27.46,1270,19209,-20983
2014-10-07,280500.0,279000.0,96376.0,27.56,-488,33783,-33331
2014-10-08,279000.0,279500.0,142761.0,27.61,-1428,33265,-32078
2014-10-10,281500.0,287500.0,93761.0,28.4,-13310,17248,-2915
2014-10-13,287500.0,286500.0,106132.0,28.3,-866,61905,-64075
2014-10-14,290000.0,282000.0,108273.0,27.85,2570,28935,-31505
2014-10-15,284000.0,284500.0,80058.0,28.1,-3632,8959,-5243
2014-10-16,284500.0,281500.0,71830.0,27.8,-733,30057,-28212
2014-10-17,280500.0,282500.0,61670.0,27.9,-797,26566,-25769
2014-10-20,283000.0,282000.0,42337.0,27.85,1982,14053,-15866
2014-10-21,279500.0,282000.0,48688.0,27.85,-1727,27802,-26075
2014-10-22,284000.0,283500.0,111886.0,28.0,-4194,70842,-66898
2014-10-23,282000.0,283500.0,48135.0,28.0,-1895,17062,-14912
2014-10-24,283500.0,283500.0,67811.0,28.0,-1879,37376,-35146
2014-10-27,285500.0,284000.0,82927.0,28.05,1945,2522,-4467
2014-10-28,286000.0,287000.0,151941.0,28.35,-2057,42905,-40405
2014-10-29,286500.0,288500.0,67713.0,28.5,544,14363,-15491
2014-10-30,295000.0,293500.0,84990.0,28.99,-2862,15831,-12543
2014-10-31,292500.0,287500.0,123618.0,28.4,478,40993,-41530
2014-11-03,287500.0,294000.0,381186.0,29.04,-2849,67643,-65379
2014-11-04,296500.0,295000.0,153269.0,29.14,496,89444,-89679
2014-11-05,298000.0,293500.0,87663.0,28.99,2090,35261,-37781
2014-11-06,294000.0,293000.0,51333.0,28.94,-1428,13689,-12607
2014-11-07,290500.0,293000.0,52909.0,28.94,1582,-11848,10266
2014-11-10,292000.0,294500.0,89440.0,29.09,7797,-5329,-2968
2014-11-11,294500.0,294000.0,94788.0,29.04,13301,46339,-60391
2014-11-12,297500.0,293500.0,80348.0,28.99,11168,35526,-47230
2014-11-13,295000.0,288500.0,99259.0,28.5,15039,6144,-21194
2014-11-14,288500.0,296000.0,105465.0,29.24,-10725,34945,-23508
2014-11-17,294500.0,295000.0,74071.0,29.14,-506,46309,-45721
2014-11-18,296500.0,295000.0,52589.0,29.14,214,1124,-1338
2014-11-19,295000.0,294500.0,93743.0,29.09,206,13161,-10859
2014-11-20,297000.0,298500.0,53230.0,29.48,232,-4101,3916
2014-11-21,298500.0,304500.0,55330.0,30.08,434,16362,-17427
2014-11-24,304500.0,302500.0,60035.0,29.88,-1868,17056,-13634
2014-11-25,302500.0,307000.0,100775.0,30.32,-3945,13326,-8754
2014-11-26,310000.0,312500.0,123123.0,30.87,-1324,47345,-45230
2014-11-27,312500.0,312500.0,45723.0,30.87,2007,16300,-18443
2014-11-28,308000.0,310000.0,103818.0,30.62,1116,34716,-35702
