Symbol,삼성화재_시가(원),삼성화재_종가(원),삼성화재_거래량(주),삼성화재_PER(IFRS-연결),삼성화재_순매수수량(개인)(주),삼성화재_순매수수량(기관계)(주),삼성화재_순매수수량(외국인계)(주)
2000-01-04,36200,40500,255900,14.7,44850,-52350,-280
2000-01-05,40500,38500,252900,13.97,63960,-73830,8440
2000-01-06,39100,35400,202350,12.84,105780,-101080,-4750
2000-01-07,35700,36800,245660,13.35,20510,-12440,-8900
2000-01-10,39000,42300,744820,15.35,141790,-192230,36140
2000-01-11,42500,41400,949760,15.02,-58180,176680,-105100
2000-01-12,39900,37700,520370,13.68,162720,34540,-180960
2000-01-13,39000,39900,564980,14.48,56170,-18670,-40440
2000-01-14,40400,38550,293750,13.99,59210,14460,-75730
2000-01-17,38100,39200,265330,14.22,-52320,71430,-6110
2000-01-18,38300,38300,653190,13.9,153310,-42100,-123260
2000-01-19,37500,36400,254410,13.21,-13000,-23910,35710
2000-01-20,35400,36000,357970,13.06,26530,-4540,-15650
2000-01-21,35500,37300,372880,13.53,-100770,171250,-51500
2000-01-24,36500,35500,376790,12.88,112070,-53150,-44800
2000-01-25,35000,33900,318700,12.3,60280,-26090,-34030
2000-01-26,34000,32500,519830,11.79,173370,75670,-247840
2000-01-27,32000,34000,692200,12.34,94110,108840,-211050
2000-01-28,34100,35050,678410,12.72,-70480,210080,-152210
2000-01-31,34200,39000,700970,14.15,-249970,178290,50040
2000-02-01,40000,38650,612980,14.02,4750,-34630,44880
2000-02-02,38500,43000,1367590,15.6,-238110,231750,-23610
2000-02-03,43700,46900,1727550,17.02,-483200,-88290,533160
2000-02-07,45100,45000,881460,16.33,-67360,-22310,90420
2000-02-08,44900,44800,504010,16.26,-96340,-14210,112050
2000-02-09,45700,44800,614250,16.26,-159360,-72920,238730
2000-02-10,43300,41500,501650,15.06,-24230,-110890,123710
2000-02-11,41100,40500,465440,14.7,16070,-76160,78690
2000-02-14,40400,38400,419870,13.93,93150,-15440,17280
2000-02-15,38400,38000,575050,13.79,16420,-137880,113580
2000-02-16,39600,39800,1225450,14.44,-1750,-28130,69770
2000-02-17,40000,39600,384120,14.37,-14330,26000,-15590
2000-02-18,38200,38300,390680,13.9,80830,-33290,-59810
2000-02-21,38300,35800,325190,12.99,68320,-19270,-53610
2000-02-22,35900,34000,514940,12.34,210690,-92240,-102410
2000-02-23,35800,36000,718160,13.06,153890,-54670,-75430
2000-02-24,34900,34700,310590,12.59,20470,-14700,-12470
2000-02-25,33700,34300,325740,12.45,78190,-52160,-26130
2000-02-28,33100,32550,348320,11.81,24980,-8090,-160
2000-02-29,33100,32150,355160,11.67,88800,-81330,6840
2000-03-02,31650,32700,420690,11.87,100270,-27420,-28640
2000-03-03,33000,32800,346900,11.9,57920,-50390,-24130
2000-03-06,33100,35000,527210,12.7,35330,-50820,-2490
2000-03-07,34100,33400,424080,12.12,147020,-108330,-39230
2000-03-08,32800,33000,403200,11.97,69200,9060,-62260
2000-03-09,33200,33000,398530,11.97,134530,-126080,-7560
2000-03-10,33000,31850,593180,11.56,319840,-136860,-179580
2000-03-13,31850,30300,555030,10.99,269710,-168520,-61240
2000-03-14,30500,29900,437390,10.85,177560,-168490,-9070
2000-03-15,29500,29150,335300,10.58,44220,-24830,-20390
2000-03-16,29900,29250,444130,10.61,112530,-110400,-2240
2000-03-17,30400,30600,799480,11.1,111910,-49160,-2110
2000-03-20,30800,29900,310760,10.85,-6440,2920,3520
2000-03-21,29800,29100,355800,10.56,77380,-55680,-18700
2000-03-22,29400,29750,645750,10.79,181280,-144820,-29290
2000-03-23,30000,29050,490160,10.54,191090,-185140,2150
2000-03-24,29100,28900,369260,10.49,114200,-107730,12000
2000-03-27,29650,31000,783410,11.25,67300,-48020,-10820
2000-03-28,31000,31400,661820,11.39,-127280,185690,-62210
2000-03-29,31300,31800,886280,11.54,-376700,84100,189010
2000-03-30,30000,28700,474660,11.04,-30880,-16450,-25830
2000-03-31,28000,27100,386980,10.42,113640,-118730,26270
2000-04-03,27000,26500,519400,8.83,-100260,-50450,149710
2000-04-04,26800,25000,414670,8.33,121290,-15290,-113090
2000-04-06,24000,23300,449310,7.77,82390,-38140,-53700
2000-04-07,23550,22700,1419730,7.57,578080,-332550,-240750
2000-04-10,23200,24100,1431850,8.03,329580,-286660,-41380
2000-04-11,24500,23650,545890,7.88,-114060,62150,30260
2000-04-12,23200,24750,1113020,8.25,191480,113690,-323850
2000-04-14,24600,27000,1875310,9,43540,39940,156940
2000-04-17,24150,23300,1147050,7.77,-88970,-14630,107840
2000-04-18,25600,25950,2535340,8.65,352330,-105790,-244570
2000-04-19,26600,26000,1527720,8.67,-219880,-8010,240060
2000-04-20,26150,25100,525750,8.37,-44190,57470,-12700
2000-04-21,25200,25100,483240,8.37,-141460,140420,-40
2000-04-24,24500,24100,311340,8.03,-58190,81410,-14220
2000-04-25,23100,23000,324730,7.67,32180,-16500,-20420
2000-04-26,24000,20700,839230,6.9,277460,-93140,-109330
2000-04-27,21000,21350,1004330,7.12,299120,-74910,-214430
2000-04-28,21500,22700,1434510,7.57,212290,-1010,-214100
2000-05-02,23000,22800,750060,7.6,-80060,82610,-2090
2000-05-03,23000,23050,498820,7.68,98210,-114540,1600
2000-05-04,23100,22850,939220,7.62,-27370,32450,-5050
2000-05-08,22950,22500,530670,7.5,6740,-3160,-1460
2000-05-09,22600,22500,333020,7.5,-76800,71530,5150
2000-05-10,22700,22700,955720,7.57,89270,-158300,57170
2000-05-12,22800,22100,405810,7.37,-80690,115840,-35150
2000-05-15,22200,20900,447840,6.97,-54420,86400,-32480
2000-05-16,20900,21950,476020,7.32,30230,81630,-111860
2000-05-17,22450,21000,697560,7,-323480,176360,154910
2000-05-18,21000,21100,694000,7.03,-192270,62620,129650
2000-05-19,22600,22600,532290,7.53,-109640,-64410,174350
2000-05-22,22600,22700,673170,7.57,-204200,20720,188320
2000-05-23,22700,22700,636050,7.57,-66860,97020,-17920
2000-05-24,23000,25500,1611150,8.5,-365860,137830,118960
2000-05-25,25800,24800,1586200,8.27,-50730,99030,-46160
2000-05-26,24800,22500,788190,7.5,53300,36720,-69010
2000-05-29,22500,23800,943960,7.93,-44340,141770,11690
2000-05-30,24500,25200,1067050,8.4,-146600,99740,43750
2000-05-31,25200,25700,1196060,8.57,12850,23570,-49030
2000-06-01,26000,25400,623970,8.47,-119940,150540,-35580
2000-06-02,26300,26300,1515160,8.77,-26650,11520,12980
2000-06-05,27800,29200,1672430,9.73,-212220,122050,95000
2000-06-07,28700,30400,1918670,10.13,-467540,-112800,585740
2000-06-08,29900,28500,1121030,9.5,-189140,-331070,529070
2000-06-09,28500,32750,1673580,10.92,-55590,-141490,231510
2000-06-12,34150,33700,1520820,11.23,-182870,-256410,442870
2000-06-13,33000,31750,1018760,10.58,-86750,-101330,175680
2000-06-14,31750,29800,624370,9.93,23260,-1840,-43140
2000-06-15,29800,27100,671300,9.03,-18670,-4330,24120
2000-06-16,27100,27400,547470,9.13,-31350,26460,-25570
2000-06-19,27400,27300,384140,9.1,-350,29680,-19930
2000-06-20,28050,28950,678590,9.65,95460,-73130,-29210
2000-06-21,28950,28550,1649600,9.52,3700,-85470,76700
2000-06-22,29400,28300,504570,9.43,19080,14570,-34180
2000-06-23,28300,29500,438210,9.83,-122140,149430,-7230
2000-06-26,29500,29300,423720,9.77,-34250,4330,670
2000-06-27,29800,31800,1176410,10.6,63330,-137380,40840
2000-06-28,31800,31150,1068850,10.38,-58920,252030,-195930
2000-06-29,32000,30550,765950,10.18,265980,-114000,-149480
2000-06-30,30550,31000,689870,10.33,-57280,287990,-233640
2000-07-03,31000,30950,745120,10.32,90000,21550,-115590
2000-07-04,31000,31500,2195920,10.5,290300,58700,-326760
2000-07-05,31500,31600,751050,10.53,-55000,68410,-620
2000-07-06,31600,32300,963590,10.77,-168660,126530,-16000
2000-07-07,32700,32200,986940,10.73,-110940,113090,-111270
2000-07-10,32500,32550,839020,10.85,-58900,145140,-120320
2000-07-11,32650,31000,988450,10.33,35600,24000,-41030
2000-07-12,31000,30300,604100,10.1,60350,-103050,-3230
2000-07-13,30300,30400,356890,10.13,-8330,23840,-14950
2000-07-14,29700,28750,485910,9.58,131230,-89730,-53760
2000-07-18,28100,27100,408270,9.03,85090,13780,-97180
2000-07-19,27100,27500,455180,9.17,-50880,46200,4000
2000-07-20,27500,27000,639060,9,-54230,70930,-21920
2000-07-21,27500,26850,301030,8.95,6940,40740,-4940
2000-07-24,26850,25200,378990,8.4,-124740,122350,-1820
2000-07-25,25200,25500,279820,8.5,8920,8830,-8250
2000-07-26,25500,25600,239700,8.53,-16740,810,-1810
2000-07-27,25600,25000,274400,8.33,-11720,91900,-86480
2000-07-28,25000,23900,409930,7.97,-14490,127860,-140590
2000-07-31,23900,25900,291190,8.63,-108380,54650,57970
2000-08-01,25100,26300,489810,8.77,36060,-132360,108080
2000-08-02,26350,26950,302870,8.98,-147550,119600,52810
2000-08-03,26900,27000,260310,9,-77620,74470,5200
2000-08-04,26450,27000,136980,9,-77120,71320,6120
2000-08-07,26500,26500,148630,8.83,-79210,59310,19500
2000-08-08,26600,26100,158610,8.7,-25170,-12440,53500
2000-08-09,26200,27550,348230,9.18,-98700,61550,35080
2000-08-10,27600,29500,720280,9.83,-161920,-28500,203490
2000-08-11,29000,29500,727040,9.83,-119000,101040,22810
2000-08-14,30400,29050,359220,9.68,-56670,44550,18060
2000-08-16,29000,29500,342440,9.83,-6100,-110420,108560
2000-08-17,29500,29400,358600,9.8,42460,-89770,47260
2000-08-18,29000,28600,263090,9.53,-28810,-40870,70200
2000-08-21,28200,28800,255570,9.6,-111640,125580,-19650
2000-08-22,28400,29850,424780,9.95,-46170,4420,48200
2000-08-23,29800,29000,189600,9.67,-69290,37570,8520
2000-08-24,29150,29000,144440,9.67,-36780,4600,31480
2000-08-25,29300,29400,126660,9.8,-56930,42930,8370
2000-08-28,29400,30800,436890,10.27,-222720,222550,5030
2000-08-29,30700,30500,218540,10.17,-61720,75070,-12040
2000-08-30,30400,30200,185380,10.07,-44060,69830,-25420
2000-08-31,29800,29600,440410,9.87,-82090,237770,-148960
2000-09-01,29100,29850,146580,9.95,-64280,96320,-32980
2000-09-04,29800,29700,135580,9.9,-41120,74980,-33140
2000-09-05,29600,30000,101480,10,-58790,36320,13820
2000-09-06,30050,30500,410200,10.17,-92190,-14380,126160
2000-09-07,30100,30150,252980,10.05,-93540,115940,-41490
2000-09-08,30000,31300,217970,10.43,-113410,117700,-2890
2000-09-14,30300,31300,536880,10.43,33600,182640,-215850
2000-09-15,31000,30000,611390,10,-151320,124370,7100
2000-09-18,29300,27000,997280,9,-362290,388040,-42630
2000-09-19,25600,27000,250820,9,-51030,48410,6220
2000-09-20,27900,27500,241300,9.17,-22100,15200,29480
2000-09-21,27600,28000,186290,9.33,-79830,61550,18150
2000-09-22,28100,27800,599260,9.27,-87190,-99490,196680
2000-09-25,28500,29400,252860,9.8,-55990,-14380,41000
2000-09-26,29400,29300,185200,9.77,-21600,16870,-3960
2000-09-27,29250,30000,167940,10,-56870,44460,2360
2000-09-28,29500,29500,130810,9.83,2950,-28160,-7960
2000-09-29,29200,29000,213250,9.67,54000,6830,-65750
2000-10-02,27500,28300,103300,9.43,-30950,32110,-7150
2000-10-04,28000,28800,99130,9.6,-28280,17440,12820
2000-10-05,28800,29250,204330,9.75,-36880,2800,43980
2000-10-06,28800,28700,70800,9.57,-26960,13950,12700
2000-10-09,28600,27900,313200,9.3,76810,91990,-168660
2000-10-10,27100,27450,174540,9.15,25030,58500,-83530
2000-10-11,27400,26300,327640,8.77,86580,-13330,-45380
2000-10-12,25800,25150,174920,8.38,-8230,-550,16620
2000-10-13,25150,26050,402980,8.68,-13300,-43810,85830
2000-10-16,27000,26900,327410,8.97,-120,-39680,-33170
2000-10-17,26300,26000,181760,8.67,-85470,91340,-8350
2000-10-18,26000,26600,157070,8.87,-40840,40170,27860
2000-10-19,26900,26500,179800,8.83,-16200,-10610,35050
2000-10-20,27400,27500,278980,9.17,-58130,2810,48630
2000-10-23,27900,26600,195910,8.87,29990,-38360,1360
2000-10-24,26500,27000,142730,9,-22620,-4780,9820
2000-10-25,26100,26850,162540,8.95,1410,26330,-28200
2000-10-26,26800,26150,142110,8.72,-110,-8530,8640
2000-10-27,26050,26050,207190,8.68,-28020,1580,23880
2000-10-30,26200,26200,136700,8.73,-17020,-7350,20350
2000-10-31,26000,26400,147110,8.8,-63670,38700,23550
2000-11-01,26800,27800,268950,9.27,-91340,71230,25070
2000-11-02,27600,28150,237690,9.38,-75120,60610,10470
2000-11-03,28150,28600,193890,9.53,-76240,18880,100
2000-11-06,28400,28500,353870,9.5,-92600,-36200,131240
2000-11-07,28100,29100,304810,9.7,-34670,-117880,151170
2000-11-08,29200,29500,249330,9.83,-59740,-31880,56350
2000-11-09,29300,30800,736820,10.27,-154090,-62620,166250
2000-11-10,31500,32000,1080340,10.67,-318430,-198590,534510
2000-11-13,31800,30600,301940,10.2,-54060,-41740,93550
2000-11-14,30500,30850,121950,10.28,-23250,8940,13910
2000-11-15,31100,31000,266080,10.33,-18570,-11510,43580
2000-11-16,31000,30500,157140,10.17,-970,-18350,26500
2000-11-17,30000,31450,320010,10.48,-6270,-56590,69140
2000-11-20,31400,31000,213850,10.33,-17830,-55140,96560
2000-11-21,30900,30300,332440,10.1,-35960,-37420,75750
2000-11-22,30300,29400,81540,9.8,7790,-820,-6810
2000-11-23,29400,29300,130990,9.77,-10200,15910,-4940
2000-11-24,29500,30300,206110,10.1,-35230,-38810,77760
2000-11-27,30500,30700,179410,10.23,-49750,24820,33970
2000-11-28,30400,30700,171890,10.23,10310,-27380,28280
2000-11-29,30700,30000,138850,10,740,-1140,6020
2000-11-30,30000,29500,130370,9.83,-8230,18750,4760
2000-12-01,29350,29850,401190,9.95,-20010,147680,-115740
2000-12-04,29800,29500,173270,9.83,-33290,75450,-39400
2000-12-05,29100,29750,279680,9.92,-18020,144840,-132350
2000-12-06,30500,30500,501070,10.17,-108400,56680,63720
2000-12-07,30650,30600,131730,10.2,-24430,33730,1050
2000-12-08,30600,30800,163160,10.27,-18760,69820,-5530
2000-12-11,31400,30800,243300,10.27,17710,-54150,48570
2000-12-12,31000,30500,143610,10.17,-12390,1400,15770
2000-12-13,30100,30900,166170,10.3,-42630,38980,8370
2000-12-14,30000,30400,234330,10.13,-1160,-42640,48120
2000-12-15,30050,30100,155720,10.03,11260,3290,-9050
2000-12-18,29500,29600,73410,9.87,-5430,13520,-9890
2000-12-19,29600,29300,169770,9.77,4150,25580,-25270
2000-12-20,28700,28700,226330,9.57,-33220,49860,-16620
2000-12-21,28000,28700,304420,9.57,-10840,114240,-81610
2000-12-22,29000,28550,176050,9.52,-33440,56390,-14350
2000-12-26,29150,27500,183950,9.17,-9060,38290,13860
2001-01-02,27500,28600,100880,9.53,23730,-40050,17580
2001-01-03,28550,29100,142820,9.7,-19730,20830,9660
2001-01-04,30900,30300,563770,10.1,-13110,-86710,110900
2001-01-05,31000,34800,1780360,11.6,-297320,-489320,789300
2001-01-08,35100,36300,1505820,12.1,-274490,-156980,415380
2001-01-09,36300,36650,643670,12.22,-264220,-69380,324030
2001-01-10,36000,33500,384180,11.17,-114030,-20580,142720
2001-01-11,32600,34000,332610,11.33,50880,-55500,1370
2001-01-12,35000,34000,472700,11.33,-94310,34870,81880
2001-01-15,35000,34000,638980,11.33,42050,-120790,92980
2001-01-16,34850,34500,363940,11.5,86280,-75250,-740
2001-01-17,34500,33500,394460,11.17,136040,-42640,-100340
2001-01-18,34900,34500,391750,11.5,-21630,-43050,63730
2001-01-19,35500,34500,586680,11.5,67370,-67260,24490
2001-01-22,35000,35200,498280,11.73,123340,-73250,-57990
2001-01-26,36100,34900,1012010,11.63,-145920,-82640,239700
2001-01-29,35600,34900,316000,11.63,-35410,-15000,52040
2001-01-30,35200,34550,302230,11.52,14700,-40980,48830
2001-01-31,35200,36500,624890,12.17,-36950,-56990,93380
2001-02-01,36000,36100,303410,12.03,-97170,39520,58670
2001-02-02,36500,35750,157040,11.92,-15870,-22240,47550
2001-02-05,35000,33500,281890,11.17,10520,-37990,14770
2001-02-06,33500,34100,153370,11.37,-21280,30940,-9880
2001-02-07,34000,33250,138350,11.08,4260,-7750,3230
2001-02-08,33250,34300,351500,11.43,-30640,111350,-92770
2001-02-09,34600,35700,404870,11.9,-143940,-31080,181810
2001-02-12,36000,35900,337600,11.97,-56850,-44680,110930
2001-02-13,35900,35600,189690,11.87,48940,-49380,5590
2001-02-14,35600,37750,906140,12.58,-254620,-124600,378420
2001-02-15,37750,36900,356690,12.3,-29210,-18170,34880
2001-02-16,36900,36900,201370,12.3,-4250,-66160,75130
2001-02-19,36500,37300,189790,12.43,-50960,57550,-5130
2001-02-20,36300,37850,181330,12.62,-17060,31560,-15080
2001-02-21,37400,36650,122860,12.22,4730,-10340,1710
2001-02-22,36500,34950,372640,11.65,70940,84530,-150410
2001-02-23,35000,35250,143570,11.75,-7620,-33510,28030
2001-02-26,35700,36200,229880,12.07,-96850,-27950,125160
2001-02-27,37000,36600,483140,12.2,-152100,-63150,217280
2001-02-28,36600,36100,143300,12.03,-22670,11230,10220
2001-03-02,35500,34500,362540,11.5,69870,17510,-107740
2001-03-05,34000,34500,189470,11.5,-41990,14820,24620
2001-03-06,34800,34850,190820,11.62,-49940,6870,45270
2001-03-07,35000,35100,170390,11.7,-43770,-16470,66300
2001-03-08,35700,35400,243450,11.8,21180,-18370,-4490
2001-03-09,35250,34500,377640,11.5,78050,63920,-142000
2001-03-12,34000,33900,140000,11.3,-5370,17490,-6680
2001-03-13,32250,31550,172130,10.52,10960,40980,-52290
2001-03-14,31850,32600,144220,10.87,17560,-21520,5790
2001-03-15,31000,32500,120860,10.83,-33980,21850,8480
2001-03-16,33000,32600,44780,10.87,420,1130,-1340
2001-03-19,31500,32750,70420,10.92,-20480,14560,7670
2001-03-20,32750,31900,89400,10.63,-14880,23430,-8970
2001-03-21,31000,31000,174310,10.33,-13020,-1200,12580
2001-03-22,30700,31300,127670,10.43,-30410,32090,5120
2001-03-23,31300,31900,102190,10.63,-32630,45230,-14420
2001-03-26,32700,33000,130720,11,-26510,-30890,55410
2001-03-27,32600,32650,69690,10.88,1300,-19190,12610
2001-03-28,33000,32200,117380,10.73,-24500,-4470,15680
2001-03-29,31000,31200,100190,10.4,-10980,1910,10750
2001-03-30,31500,30700,110210,10.23,5330,19300,-25860
2001-04-02,31300,30200,158700,16.62,27790,-37450,9460
2001-04-03,29600,28700,293050,15.79,102080,29770,-133150
2001-04-04,28100,28000,473670,15.41,84520,152730,-237780
2001-04-06,29500,29500,491370,16.23,-57310,-107020,163240
2001-04-09,29000,29700,120730,16.34,-32890,6740,19380
2001-04-10,29700,29600,253250,16.29,-74200,116200,-59050
2001-04-11,30000,30750,372510,16.92,-70950,31070,36200
2001-04-12,31000,32000,456790,17.61,-128270,78210,41570
2001-04-13,32500,31800,88050,17.5,-18060,14890,-2190
2001-04-16,31800,31750,79740,17.47,-22410,33340,-10730
2001-04-17,31750,32300,75740,17.77,-15380,4180,10960
2001-04-18,32700,33900,420450,18.65,-125130,-124890,267860
2001-04-19,35500,33900,546490,18.65,66460,-208290,156380
2001-04-20,34000,33900,269900,18.65,-69630,12000,55700
2001-04-23,34000,33500,170990,18.43,-11460,-7620,15860
2001-04-24,32600,32950,145940,18.13,19170,29380,-56970
2001-04-25,32700,33600,202200,18.49,10580,20330,-45410
2001-04-26,34100,34100,476460,18.76,-114940,10680,83320
2001-04-27,34600,34050,602260,18.74,-89220,-41820,149620
2001-04-30,35000,35400,266930,19.48,-137360,51220,80840
2001-05-02,36500,36400,537390,20.03,-185860,-92980,305760
2001-05-03,36900,36850,249500,20.28,-53880,15730,41950
2001-05-04,35500,36900,123930,20.3,-67970,47420,18990
2001-05-07,37100,37800,220910,20.8,-101140,43940,26900
2001-05-08,38000,36850,169410,20.28,-76490,13420,55460
2001-05-09,36700,36850,162930,20.28,-29770,11430,21700
2001-05-10,36600,36500,139030,20.08,-7720,2060,13290
2001-05-11,36800,37000,210120,20.36,23360,-52240,49820
2001-05-14,37250,36600,46650,20.14,2060,-1680,-510
2001-05-15,36850,36400,86480,20.03,15210,12860,-27000
2001-05-16,36050,36200,174960,19.92,27140,26080,-41820
2001-05-17,36700,36800,342040,20.25,34290,-116390,21970
2001-05-18,37200,38500,667010,21.18,-242260,38410,257460
2001-05-21,39500,40150,488220,22.09,-112190,-58850,170800
2001-05-22,40500,41200,760180,22.67,-242290,-213460,468190
2001-05-23,41000,40200,212940,22.12,-39170,-3410,39310
2001-05-24,40000,40000,213460,22.01,16730,74210,-97330
2001-05-25,40800,40000,216490,22.01,3710,2280,-10250
2001-05-28,39900.0,39200.0,77410.0,21.57,4850,-5370,830
2001-05-29,39000.0,39900.0,110480.0,21.95,-8180,-1380,4570
2001-05-30,40000.0,39900.0,141920.0,21.95,-10330,3220,-400
2001-05-31,39150.0,39600.0,113940.0,21.79,-14950,310,17760
2001-06-01,40000.0,38650.0,383100.0,21.27,26260,-33760,-1700
2001-06-04,38650.0,39900.0,299240.0,21.95,-36580,15570,13030
2001-06-05,40200.0,39900.0,312810.0,21.95,-66370,70100,16140
2001-06-07,40550.0,38650.0,203490.0,21.27,20090,57340,-80510
2001-06-08,39850.0,39900.0,126970.0,21.95,-27890,24060,1590
2001-06-11,39800.0,39800.0,313260.0,21.9,-8510,116850,-106330
2001-06-12,39400.0,39900.0,84360.0,21.95,-4610,28170,-25570
2001-06-13,40000.0,41500.0,391320.0,22.83,-10600,59940,-53770
2001-06-14,42000.0,41300.0,365730.0,22.72,9950,-129180,98400
2001-06-15,40100.0,41000.0,222760.0,22.56,-15530,45920,-58090
2001-06-18,41000.0,40250.0,157010.0,22.15,23620,-29410,-3630
2001-06-19,39650.0,38700.0,237560.0,21.29,13970,14600,-34790
2001-06-20,39000.0,38750.0,175250.0,21.32,-750,-32120,33870
2001-06-21,38800.0,38500.0,118190.0,21.18,-8300,-19060,27420
2001-06-22,38450.0,38400.0,127310.0,21.13,6830,-49250,44740
2001-06-25,38100.0,37800.0,94580.0,20.8,9560,30580,-45000
2001-06-26,38200.0,37500.0,112260.0,20.63,-13750,14840,-1100
2001-06-27,37900.0,39300.0,208980.0,21.62,-41630,-39280,79980
2001-06-28,39700.0,41100.0,784800.0,22.61,-178510,-209460,386960
2001-06-29,42000.0,41550.0,275190.0,22.86,-65980,-42660,118700
2001-07-02,42300.0,43200.0,441910.0,23.77,-94920,-98390,187110
2001-07-03,43900.0,43200.0,449920.0,23.77,-165420,-106090,272560
2001-07-04,42800.0,42400.0,171440.0,23.33,-24300,-7670,34650
2001-07-05,42000.0,42500.0,146430.0,23.38,-4940,-52180,51140
2001-07-06,42000.0,42400.0,183390.0,23.33,-24570,-54090,84200
2001-07-09,42100.0,42000.0,210450.0,23.11,-60790,36620,19620
2001-07-10,42300.0,42000.0,190230.0,23.11,-39440,-28880,77680
2001-07-11,41500.0,42500.0,165550.0,23.38,-65770,31610,42340
2001-07-12,42700.0,41100.0,262880.0,22.61,40210,-26460,-9840
2001-07-13,41900.0,40000.0,239480.0,22.01,37590,-45670,10560
2001-07-16,38850.0,38000.0,332200.0,20.91,75800,-17280,-59100
2001-07-18,38100.0,38000.0,267900.0,20.91,-47030,940,31890
2001-07-19,38500.0,38050.0,398540.0,20.94,7320,-89000,80770
2001-07-20,38150.0,37800.0,333810.0,20.8,-10500,-39490,52360
2001-07-23,37100.0,36400.0,116090.0,20.03,8330,-6560,-13970
2001-07-24,35800.0,36800.0,234120.0,20.25,2430,46820,-75720
2001-07-25,36500.0,36300.0,258250.0,19.97,48700,36860,-71730
2001-07-26,35900.0,36300.0,200110.0,19.97,55120,-14560,-39510
2001-07-27,37000.0,37600.0,295680.0,20.69,-12140,49660,-54230
2001-07-30,37200.0,36600.0,134490.0,20.14,18430,17540,-35060
2001-07-31,36000.0,37300.0,202760.0,20.52,-18500,68680,-55520
2001-08-01,37500.0,38650.0,339630.0,21.27,-44250,-23630,72120
2001-08-02,38600.0,38500.0,396140.0,21.18,-9190,-79060,109900
2001-08-03,38800.0,39600.0,338750.0,21.79,1120,-31140,34230
2001-08-06,39600.0,38400.0,204480.0,21.13,7710,-26510,18200
2001-08-07,38400.0,39050.0,187720.0,21.49,-35590,-76240,131200
2001-08-08,38700.0,38500.0,163610.0,21.18,62660,-63980,4360
2001-08-09,38000.0,37150.0,135810.0,20.44,30820,-11330,-10930
2001-08-10,37500.0,37300.0,235700.0,20.52,55140,-49470,-8770
2001-08-13,37800.0,37300.0,137840.0,20.52,37750,-10320,-28670
2001-08-14,37300.0,38950.0,181370.0,21.43,-16580,26570,-9550
2001-08-16,39000.0,40000.0,440930.0,22.01,-136430,-61210,198390
2001-08-17,40500.0,40000.0,214230.0,22.01,-77750,-28530,101420
2001-08-20,38000.0,38900.0,154790.0,21.4,-12390,-13970,26950
2001-08-21,38900.0,38500.0,96840.0,21.18,7600,-5050,-4200
2001-08-22,38000.0,38850.0,65420.0,21.38,7840,960,-10500
2001-08-23,38700.0,38800.0,111980.0,21.35,-15660,-23760,37020
2001-08-24,39000.0,38950.0,98310.0,21.43,-12130,-18930,29300
2001-08-27,39300.0,40000.0,188290.0,22.01,-64860,-12150,76530
2001-08-28,40000.0,39700.0,96880.0,21.84,-2440,-16670,19580
2001-08-29,39800.0,39800.0,201460.0,21.9,-48690,-68520,119140
2001-08-30,39900.0,39850.0,183380.0,21.93,-21140,-72360,92380
2001-08-31,38700.0,37600.0,190000.0,20.69,23650,23300,-52780
2001-09-03,38200.0,38900.0,116240.0,21.4,-10530,-26270,35400
2001-09-04,38700.0,38950.0,49760.0,21.43,9390,-6450,1620
2001-09-05,38000.0,38500.0,90660.0,21.18,7840,-28420,23840
2001-09-06,38050.0,38300.0,66440.0,21.07,-12170,-17030,28900
2001-09-07,37600.0,39000.0,69540.0,21.46,-12380,-25720,38680
2001-09-10,38700.0,38750.0,34820.0,21.32,-2410,-12480,16990
2001-09-11,39000.0,38000.0,68480.0,20.91,-2950,-16010,18960
2001-09-12,32300.0,32350.0,268710.0,17.8,-56370,70770,-8910
2001-09-13,34000.0,34800.0,280100.0,19.15,22660,-88020,65450
2001-09-14,34900.0,34700.0,192370.0,19.09,-114200,16990,97690
2001-09-17,34000.0,34100.0,93470.0,18.76,-26290,16630,7720
2001-09-18,34500.0,34500.0,194840.0,18.98,22600,65880,-88480
2001-09-19,34000.0,34200.0,130110.0,18.82,7990,54460,-55590
2001-09-20,34200.0,34200.0,225890.0,18.82,-51130,19240,33130
2001-09-21,33800.0,34700.0,144810.0,19.09,-44180,41760,6040
2001-09-24,34300.0,34350.0,153300.0,18.9,2030,64160,-66240
2001-09-25,34450.0,33350.0,136330.0,18.35,22570,2480,-25800
2001-09-26,32700.0,32200.0,206550.0,17.72,30580,44810,-68590
2001-09-27,32400.0,33200.0,188690.0,18.27,-21790,-60570,85660
2001-09-28,33500.0,35900.0,175230.0,19.75,-54590,-43910,106280
2001-10-04,39150.0,37800.0,319080.0,20.8,-32290,-186400,225400
2001-10-05,38550.0,38800.0,400960.0,21.35,-63630,-258320,321450
2001-10-08,38800.0,38850.0,102930.0,21.38,-46630,-14030,61050
2001-10-09,39200.0,39000.0,173410.0,21.46,-34860,-90790,128480
2001-10-10,39000.0,39450.0,240670.0,21.71,-15250,-155090,192320
2001-10-11,40000.0,40000.0,216160.0,22.01,-42190,-88370,132750
2001-10-12,40500.0,40200.0,133530.0,22.12,-38560,-69620,111390
2001-10-15,40000.0,39000.0,107720.0,21.46,210,-810,590
2001-10-16,38700.0,38800.0,81130.0,21.35,14130,-2610,-11520
