Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2001-10-23,12500.0,12500.0,305100.0,5.52,-37210,131150,-85260
2001-10-24,12400.0,12650.0,562800.0,5.59,-30860,-16400,72760
2001-10-25,12800.0,12700.0,260200.0,5.61,31590,-7400,200
2001-10-26,12650.0,12600.0,265000.0,5.57,-36590,56950,-19900
2001-10-29,12300.0,12150.0,376870.0,5.37,93420,-88300,-5000
2001-10-30,12000.0,11650.0,561670.0,5.15,155750,74140,-178000
2001-10-31,11550.0,11500.0,372160.0,5.08,54630,51180,-96040
2001-11-01,11500.0,11650.0,436260.0,5.15,122200,-37120,-86900
2001-11-02,11650.0,12000.0,450390.0,5.3,-144220,51150,104310
2001-11-05,12300.0,12900.0,761400.0,5.7,-346080,-142960,485580
2001-11-06,13100.0,12600.0,318560.0,5.57,46460,-67420,16170
2001-11-07,12700.0,12350.0,245670.0,5.46,7720,-39170,52180
2001-11-08,12250.0,11900.0,843440.0,5.26,418070,-165040,-233560
2001-11-09,11700.0,11700.0,965880.0,5.17,375920,116330,-501470
2001-11-12,12000.0,12400.0,694750.0,5.48,-136230,11690,150790
2001-11-13,12300.0,12400.0,475790.0,5.48,-102570,-54450,169220
2001-11-14,12400.0,12600.0,907230.0,5.57,184800,-170720,-1010
2001-11-15,12600.0,12300.0,581950.0,5.43,21630,-22770,10330
2001-11-16,12300.0,12450.0,459970.0,5.5,11290,-49320,5000
2001-11-19,12450.0,12450.0,1021490.0,5.5,114990,129090,-295730
2001-11-20,12500.0,12100.0,579370.0,5.35,130950,-72400,-56420
2001-11-21,12050.0,12100.0,399770.0,5.35,20900,78870,-102750
2001-11-22,12000.0,12100.0,460630.0,5.35,30630,20820,-61100
2001-11-23,12000.0,12750.0,1188140.0,5.63,-48070,39520,-1000
2001-11-26,13300.0,14650.0,3192970.0,6.47,-595450,-423890,1111440
2001-11-27,15500.0,14500.0,1730230.0,6.41,35410,-174220,132530
2001-11-28,14300.0,13500.0,1023250.0,5.96,130570,-96570,-30250
2001-11-29,13450.0,13950.0,887500.0,6.16,-194920,65450,72110
2001-11-30,14300.0,14100.0,752550.0,6.23,-172410,73000,30990
2001-12-03,14050.0,14250.0,534460.0,6.3,76800,-94150,-26300
2001-12-04,14000.0,14050.0,572460.0,6.21,34460,4760,-37550
2001-12-05,14400.0,13900.0,920580.0,6.14,357830,-51910,-241770
2001-12-06,14400.0,14300.0,1487820.0,6.32,-48370,-250430,255760
2001-12-07,14300.0,14200.0,795630.0,6.27,79170,-82630,-240
2001-12-10,14200.0,13400.0,498230.0,5.92,25570,-34260,7620
2001-12-11,13100.0,13500.0,426020.0,5.96,-17190,-14460,34690
2001-12-12,13200.0,13500.0,616970.0,5.96,61860,-49470,-11370
2001-12-13,13300.0,13750.0,656140.0,6.08,19570,-164710,109590
2001-12-14,13500.0,13950.0,536640.0,6.16,-115720,-23040,141710
2001-12-17,13900.0,13400.0,340230.0,5.92,95870,-107460,-190
2001-12-18,13550.0,12900.0,390740.0,5.7,85150,-17690,-75990
2001-12-19,12900.0,12400.0,513480.0,5.48,109750,54880,-163610
2001-12-20,12400.0,13650.0,893600.0,6.03,-290390,-16090,332810
2001-12-21,13100.0,13100.0,312220.0,5.79,19680,-1990,-11180
2001-12-24,13400.0,13400.0,352650.0,5.92,16100,-43690,-5450
2001-12-26,13500.0,13500.0,563970.0,5.96,170670,-90590,0
2001-12-27,13000.0,13500.0,587600.0,5.96,-86480,37820,76580
2001-12-28,13700.0,14100.0,747260.0,6.23,-103140,83110,-10900
2002-01-02,14100.0,14400.0,738112.0,4.61,-3328,-32942,3440
2002-01-03,14600.0,14500.0,1049726.0,4.65,-137204,-34886,162640
2002-01-04,14600.0,14450.0,608560.0,4.63,41570,-86730,28420
2002-01-07,14550.0,14500.0,810086.0,4.65,116196,-27266,-42700
2002-01-08,14450.0,14250.0,790514.0,4.57,63310,-8670,-55670
2002-01-09,14250.0,14300.0,572020.0,4.58,89530,-52000,-34000
2002-01-10,14300.0,14800.0,1370127.0,4.74,28550,56530,-29830
2002-01-11,15000.0,14450.0,624284.0,4.63,46694,-27294,-38010
2002-01-14,14600.0,14050.0,357184.0,4.5,33310,-14810,-17150
2002-01-15,13700.0,13400.0,478120.0,4.29,75660,-3750,-72600
2002-01-16,13450.0,13300.0,505030.0,4.26,-9070,-107590,116300
2002-01-17,13150.0,13500.0,339211.0,4.32,-5150,61120,-58740
2002-01-18,13650.0,13450.0,285141.0,4.31,-28430,31620,3850
2002-01-21,13400.0,13850.0,225160.0,4.44,-38638,40688,1420
2002-01-22,13950.0,13800.0,486268.0,4.42,23290,-37750,17190
2002-01-23,13700.0,14300.0,470290.0,4.58,-169190,80880,70150
2002-01-24,14400.0,14300.0,732911.0,4.58,153800,49480,-172270
2002-01-25,14500.0,14250.0,845376.0,4.57,210070,-144860,-38870
2002-01-28,14500.0,14400.0,632604.0,4.61,95095,-153915,54460
2002-01-29,14400.0,14300.0,426340.0,4.58,-69200,32440,9860
2002-01-30,13600.0,13850.0,358644.0,4.44,1990,-4710,-1820
2002-01-31,14200.0,13600.0,434694.0,4.36,167050,-152930,-15290
2002-02-01,13650.0,13400.0,327574.0,4.29,5480,-20780,-15560
2002-02-04,13400.0,13600.0,325759.0,4.36,-38490,-51560,84670
2002-02-05,13250.0,13600.0,253132.0,4.36,-79810,6940,73840
2002-02-06,13400.0,13450.0,210580.0,4.31,6690,-61430,45820
2002-02-07,13450.0,13000.0,373183.0,4.16,54150,-720,-66100
2002-02-08,13200.0,12800.0,390540.0,4.1,112220,-44710,-29160
2002-02-14,13000.0,13200.0,669490.0,4.23,219743,-21443,-197940
2002-02-15,13250.0,13200.0,628943.0,4.23,139523,8217,-134430
2002-02-18,13350.0,13400.0,781819.0,4.29,258837,-19847,-257760
2002-02-19,13300.0,13400.0,1140464.0,4.29,171630,309840,-465220
2002-02-20,13300.0,13050.0,561954.0,4.18,165009,64091,-220930
2002-02-21,13100.0,13200.0,739752.0,4.23,142507,81633,-252170
2002-02-22,13000.0,13250.0,485400.0,4.24,-80570,91880,-65290
2002-02-25,13250.0,13250.0,283358.0,4.24,-54274,21844,3120
2002-02-26,13300.0,13300.0,873200.0,4.26,-33258,818,-3170
2002-02-27,13650.0,14200.0,1775851.0,4.55,148420,-82170,-26750
2002-02-28,14600.0,14650.0,1502570.0,4.69,-445160,-133680,594640
2002-03-04,15000.0,14250.0,1040718.0,4.57,79890,-30670,-29230
2002-03-05,14300.0,14400.0,988919.0,4.61,-167755,-267800,443970
2002-03-06,14500.0,15100.0,2004960.0,4.84,-322744,-165376,478640
2002-03-07,15050.0,14850.0,697630.0,4.76,-198240,-108050,301640
2002-03-08,14950.0,14650.0,495550.0,4.69,-137730,21560,114860
2002-03-11,14700.0,14900.0,530967.0,4.77,-159806,30636,130090
2002-03-12,14950.0,15200.0,854364.0,4.87,-204110,84640,103840
2002-03-13,15250.0,15500.0,1026265.0,4.97,-102630,-92580,25570
2002-03-14,15500.0,15650.0,816792.0,5.01,-104120,-38860,143920
2002-03-15,15650.0,16600.0,1334369.0,5.32,-412425,373825,-70560
2002-03-18,17050.0,16300.0,1134519.0,5.22,133320,-270550,119180
2002-03-19,16550.0,16400.0,551554.0,5.25,14696,-41056,-3470
2002-03-20,16500.0,15600.0,742378.0,5.0,177230,-209340,-550
2002-03-21,15700.0,15300.0,514016.0,4.9,28893,-138593,-1570
2002-03-22,15500.0,15650.0,613040.0,5.01,54450,-49020,-14430
2002-03-25,15900.0,15500.0,474197.0,4.97,72841,-68591,-25560
2002-03-26,15500.0,15600.0,513852.0,5.0,-110448,108718,-69920
2002-03-27,16300.0,16250.0,984471.0,5.21,-298220,-44460,347420
2002-03-28,16400.0,16900.0,1305810.0,5.41,-99460,-190050,341490
2002-03-29,17000.0,16500.0,458813.0,5.29,-73066,-41824,0
2002-04-01,16400.0,15500.0,414330.0,4.97,-50740,-31370,83500
2002-04-02,15700.0,15800.0,336770.0,5.06,8840,-4360,23970
2002-04-03,15600.0,15900.0,3347230.0,5.09,2769890,35960,-385460
2002-04-04,15900.0,15450.0,951029.0,4.95,232035,-10385,-221130
2002-04-08,15700.0,15900.0,1561120.0,5.09,-255930,113980,-205550
2002-04-09,15600.0,15700.0,698470.0,5.03,-20489,21939,-217640
2002-04-10,15200.0,14800.0,391459.0,4.74,151441,14720,-170641
2002-04-11,14800.0,15200.0,1393399.0,4.87,366340,109290,-700930
2002-04-12,15200.0,15000.0,1684181.0,4.81,-154210,37494,129216
2002-04-15,15300.0,15150.0,970724.0,4.85,62856,328690,-505776
2002-04-16,14900.0,14950.0,340980.0,4.79,-27490,81070,-55810
2002-04-17,15150.0,14800.0,999127.0,4.74,428401,-87531,-330080
2002-04-18,14700.0,14400.0,1274646.0,4.61,776982,-65892,-726280
2002-04-19,14550.0,14500.0,1176510.0,4.65,412840,-57030,-377120
2002-04-22,14400.0,14000.0,536681.0,4.49,-9419,-18951,0
2002-04-23,13800.0,13550.0,473733.0,4.34,58510,-69690,30
2002-04-24,13550.0,13300.0,533030.0,4.26,52640,-51730,-2380
2002-04-25,13000.0,12500.0,957977.0,4.0,-166490,137560,18510
2002-04-26,12500.0,12100.0,1133438.0,3.88,321890,-166910,-133200
2002-04-29,12350.0,11650.0,1729185.0,3.73,347304,-36207,-359960
2002-04-30,11750.0,11400.0,2004145.0,3.65,354150,-152000,-253910
2002-05-02,11950.0,12250.0,953735.0,3.92,100700,-93090,-780
2002-05-03,12050.0,12300.0,796360.0,3.94,63030,-48130,-43230
2002-05-06,12000.0,11850.0,455267.0,3.8,-22670,33270,-7600
2002-05-07,11650.0,11700.0,661228.0,3.75,51400,-47660,150
2002-05-08,12000.0,11950.0,571901.0,3.83,31690,-42830,59960
2002-05-09,12300.0,12050.0,710243.0,3.86,-7990,-11880,23100
2002-05-10,12000.0,11900.0,482493.0,3.81,-48150,44000,17780
2002-05-13,11800.0,11900.0,295380.0,3.81,34870,-2540,130
2002-05-14,12200.0,12150.0,473220.0,3.89,-62940,-22900,10860
2002-05-15,12300.0,12600.0,678730.0,4.04,-56450,21700,35760
2002-05-16,12600.0,12600.0,344641.0,4.04,-3980,-11090,-14030
2002-05-17,12600.0,12700.0,631610.0,4.07,4550,16610,-1000
2002-05-20,12900.0,12800.0,615270.0,4.1,-130890,-100700,234350
2002-05-21,12600.0,12300.0,462641.0,3.94,-88240,146980,-62680
2002-05-22,12300.0,12200.0,407361.0,3.91,-3620,-16730,20070
2002-05-23,12150.0,12200.0,613530.0,3.91,8309,-159339,147120
2002-05-24,12250.0,12550.0,496700.0,4.02,-95114,-52863,151097
2002-05-27,12600.0,12350.0,338520.0,3.96,-50270,2800,44970
2002-05-28,12300.0,12050.0,317790.0,3.86,3640,41520,-45860
2002-05-29,11800.0,11450.0,407204.0,3.67,75514,-62403,380
2002-05-30,11350.0,11400.0,437890.0,3.65,-13850,11500,1920
2002-05-31,11400.0,11350.0,292151.0,3.64,-116300,64140,51670
2002-06-03,11500.0,11400.0,170440.0,3.65,-8390,19180,-7840
2002-06-04,11150.0,11600.0,287770.0,3.72,-27705,56395,-27000
2002-06-05,11300.0,11850.0,1029391.0,3.8,-108080,8710,100520
2002-06-07,11750.0,12050.0,336840.0,3.86,-69960,-37580,87090
2002-06-10,12150.0,12100.0,242711.0,3.88,-24009,-12481,48930
2002-06-11,12200.0,12050.0,243484.0,3.86,9350,-19960,15950
2002-06-12,11950.0,12400.0,305139.0,3.97,-127270,50500,43790
2002-06-14,12200.0,12350.0,396808.0,3.96,-26478,-61102,64760
2002-06-17,12350.0,12500.0,181290.0,4.0,-51840,-2010,60840
2002-06-18,12550.0,12300.0,639920.0,3.94,-11840,188870,-172210
2002-06-19,12050.0,11700.0,225421.0,3.75,580,27520,-14740
2002-06-20,11500.0,11400.0,404609.0,3.65,127680,-176460,-1450
2002-06-21,11200.0,11500.0,170995.0,3.68,-25170,-3100,32780
2002-06-24,11400.0,11250.0,178710.0,3.6,-59430,56380,37130
2002-06-25,11300.0,10950.0,186726.0,3.51,-10239,35204,-22175
2002-06-26,10850.0,10000.0,1073400.0,3.2,37690,-62200,39340
2002-06-27,10600.0,10200.0,584530.0,3.27,-18280,-164500,190020
2002-06-28,10700.0,11200.0,328590.0,3.59,-82150,1820,81690
2002-07-02,11000.0,11950.0,451022.0,3.83,-182860,9040,175840
2002-07-03,11650.0,11900.0,222508.0,3.81,-96500,36230,59980
2002-07-04,12000.0,12000.0,148925.0,3.84,12210,-20250,1040
2002-07-05,11850.0,12500.0,542980.0,4.0,-230520,45980,184840
2002-07-08,12650.0,12350.0,313260.0,3.96,-7700,-22210,27170
2002-07-09,12200.0,12650.0,283456.0,4.05,-130864,71554,68170
2002-07-10,12650.0,12550.0,352951.0,4.02,73120,24690,0
2002-07-11,12350.0,12000.0,195288.0,3.84,12640,-18710,-530
2002-07-12,12000.0,12300.0,175850.0,3.94,-23080,19700,0
2002-07-15,12000.0,12550.0,232910.0,4.02,-86820,86880,0
2002-07-16,12500.0,12050.0,144070.0,3.86,-29370,46210,0
2002-07-18,12100.0,12550.0,254445.0,4.02,-100345,57345,7000
2002-07-19,12250.0,12350.0,226960.0,3.96,-36170,71460,-1150
2002-07-22,11900.0,11600.0,207870.0,3.72,-32780,67790,-6980
2002-07-23,11600.0,11950.0,198942.0,3.83,-62160,43610,49320
2002-07-24,11950.0,11950.0,289322.0,3.83,-18520,-34990,10000
2002-07-25,12450.0,12100.0,279010.0,3.88,71690,40240,-13120
2002-07-26,12050.0,11700.0,344792.0,3.75,10300,37280,-2500
2002-07-29,11700.0,11400.0,191951.0,3.65,55710,-23510,-33780
2002-07-30,11800.0,12400.0,1258450.0,3.97,217000,37390,1390
2002-07-31,12400.0,12000.0,292380.0,3.84,-33590,20350,-1870
2002-08-01,12000.0,12200.0,606304.0,3.91,-34204,223584,-4300
2002-08-02,11900.0,12150.0,257476.0,3.89,30724,10536,-720
2002-08-05,12150.0,11900.0,1398334.0,3.81,123750,4950,-67990
2002-08-06,11700.0,11700.0,489220.0,3.75,-185380,192970,-7500
2002-08-07,12000.0,11700.0,262680.0,3.75,15710,-17610,-1000
2002-08-08,11700.0,11800.0,255287.0,3.78,7363,-33223,0
2002-08-09,11900.0,11900.0,236670.0,3.81,-23570,26400,0
2002-08-12,12100.0,12050.0,182630.0,3.86,-4430,56550,-2500
2002-08-13,12050.0,12500.0,277210.0,4.0,-50870,99520,0
2002-08-14,12350.0,12250.0,210790.0,3.92,-87110,86100,0
2002-08-16,12400.0,12650.0,280281.0,4.05,-136420,3820,135870
2002-08-19,12800.0,12750.0,201000.0,4.08,-95440,-990,100000
2002-08-20,12950.0,13300.0,597542.0,4.26,-156643,131933,89860
2002-08-21,13300.0,13650.0,535921.0,4.37,-26347,-48113,121230
2002-08-22,13500.0,13400.0,430710.0,4.29,-25270,59160,5350
2002-08-23,13600.0,13200.0,197050.0,4.23,960,-4010,-500
2002-08-26,13000.0,13150.0,162802.0,4.21,20210,-46900,25560
2002-08-27,13200.0,12900.0,263341.0,4.13,55640,-34760,-36270
2002-08-28,12850.0,13100.0,196896.0,4.2,30040,9100,35680
2002-08-29,13100.0,13150.0,231564.0,4.21,-11738,59746,-8568
2002-08-30,13250.0,13700.0,795002.0,4.39,-60580,155640,-20370
2002-09-02,13900.0,13850.0,1012650.0,4.44,22203,186077,18480
2002-09-03,14000.0,13800.0,483740.0,4.42,-19200,6240,-150
2002-09-04,13300.0,13650.0,258770.0,4.37,25380,-37860,5750
2002-09-05,13700.0,13700.0,529440.0,4.39,106980,-84400,6190
2002-09-06,13600.0,13400.0,229931.0,4.29,-45810,34250,0
2002-09-09,13100.0,13100.0,276400.0,4.2,-90080,46350,1440
2002-09-10,13300.0,13350.0,190990.0,4.28,-61870,48740,5740
2002-09-11,13500.0,13300.0,347588.0,4.26,21840,-22370,0
2002-09-12,13350.0,13850.0,741295.0,4.44,17200,-68130,40250
2002-09-13,13850.0,13600.0,326295.0,4.36,44540,-87910,43570
2002-09-16,13800.0,13400.0,477052.0,4.29,30330,-62350,7290
2002-09-17,13450.0,13450.0,482810.0,4.31,75540,107310,-166460
2002-09-18,13050.0,12700.0,495822.0,4.07,98000,48430,-119890
2002-09-19,12500.0,12650.0,163265.0,4.05,-45667,25027,1920
2002-09-23,12350.0,12000.0,182100.0,3.84,-2910,12490,-10000
2002-09-24,11700.0,12100.0,158330.0,3.88,-73000,70040,0
2002-09-25,11800.0,11900.0,1106150.0,3.81,-68130,66960,2440
2002-09-26,12000.0,12400.0,375421.0,3.97,-173180,74230,100100
2002-09-27,12500.0,12600.0,349650.0,4.04,-92240,132830,-41880
2002-09-30,12250.0,12800.0,216621.0,4.1,-125520,95980,29390
2002-10-01,12400.0,12650.0,286360.0,4.05,-42760,144080,-103010
2002-10-02,12800.0,12500.0,231000.0,4.0,3040,-6320,3030
2002-10-04,12400.0,12600.0,90670.0,4.04,-45350,37610,7840
2002-10-07,12400.0,11950.0,139165.0,3.83,23140,-25580,0
2002-10-08,11800.0,12050.0,113430.0,3.86,-33160,35490,-1230
2002-10-09,12150.0,11300.0,339520.0,3.62,103740,-111020,-4330
2002-10-10,11000.0,10300.0,465840.0,3.3,114250,-57400,1030
2002-10-11,10650.0,10500.0,657980.0,3.36,-1590,5460,770
2002-10-14,10700.0,11150.0,444740.0,3.57,-33900,150080,-112920
2002-10-15,11200.0,11500.0,375025.0,3.68,-138545,23165,87790
2002-10-16,11900.0,11600.0,228300.0,3.72,5820,-67910,67840
2002-10-17,11500.0,11800.0,271082.0,3.78,-24588,43560,0
2002-10-18,12050.0,12200.0,317508.0,3.91,1910,8330,9330
2002-10-21,11950.0,11700.0,101650.0,3.75,4730,-3230,300
2002-10-22,11850.0,11850.0,218490.0,3.8,14640,-1000,-13800
2002-10-23,11800.0,12350.0,382236.0,3.96,-115950,36650,69640
2002-10-24,12450.0,12150.0,219230.0,3.89,-36990,5420,13590
2002-10-25,12000.0,12150.0,167400.0,3.89,-74240,58210,9930
2002-10-28,12250.0,12300.0,167204.0,3.94,-32530,28620,29480
2002-10-29,12550.0,12350.0,186117.0,3.96,-44450,45470,0
2002-10-30,12500.0,12000.0,431870.0,3.84,120370,-80010,-200
2002-10-31,12250.0,12000.0,135690.0,3.84,-7190,-34080,40070
2002-11-01,11850.0,11800.0,166460.0,3.78,10770,-22120,2000
2002-11-04,12000.0,12200.0,150331.0,3.91,-57230,59520,15000
2002-11-05,12350.0,12700.0,725470.0,4.07,-38470,-193060,340000
2002-11-06,12750.0,12600.0,448754.0,4.04,93770,11450,-42220
2002-11-07,12350.0,12350.0,230910.0,3.96,590,-3660,-1000
2002-11-08,12350.0,12400.0,255599.0,3.97,-29820,-57170,86740
2002-11-11,12400.0,12100.0,133920.0,3.88,7090,-4310,7950
2002-11-12,11800.0,12000.0,221106.0,3.84,-22570,5750,13010
2002-11-13,12050.0,11900.0,157890.0,3.81,30846,-19676,-10630
2002-11-14,12050.0,12100.0,214650.0,3.88,-100310,37470,63020
2002-11-15,12300.0,12300.0,205954.0,3.94,-25296,-9504,54750
2002-11-18,12250.0,12300.0,189840.0,3.94,-13750,12050,12280
2002-11-19,12450.0,12700.0,662085.0,4.07,-86125,-16760,128415
2002-11-20,12600.0,13150.0,693803.0,4.21,-98530,-42110,235380
2002-11-21,13300.0,12900.0,535870.0,4.13,-36500,47890,-8430
2002-11-22,13050.0,12600.0,525264.0,4.04,141790,52660,-138190
2002-11-25,12800.0,12600.0,860130.0,4.04,251760,-52800,-86870
2002-11-26,12700.0,12950.0,808961.0,4.15,-118202,-45228,201830
2002-11-27,12800.0,13800.0,1392913.0,4.42,-260020,75030,144030
2002-11-28,14150.0,14150.0,11107050.0,4.53,9560550,-116920,233240
2002-11-29,13850.0,14150.0,362030.0,4.53,-99552,113030,9970
2002-12-02,14150.0,14100.0,309269.0,4.52,35834,-57944,32710
2002-12-03,14100.0,14100.0,548926.0,4.52,-45660,-62830,43540
2002-12-04,13900.0,13500.0,251240.0,4.32,-47800,70360,-1360
2002-12-05,13500.0,13800.0,272031.0,4.42,-72610,-8200,79950
2002-12-06,13800.0,13650.0,251880.0,4.37,-40580,8020,60180
2002-12-09,13800.0,13750.0,355535.0,4.41,-77680,35560,73000
2002-12-10,13600.0,14000.0,341226.0,4.49,-174424,77894,105500
2002-12-11,14100.0,14000.0,168540.0,4.49,-30680,30250,-3600
2002-12-12,14400.0,14300.0,568940.0,4.58,-94928,-135550,201640
2002-12-13,14050.0,14150.0,417765.0,4.53,-59516,-102854,114570
2002-12-16,14250.0,13900.0,228740.0,4.45,-16980,-45450,71830
2002-12-17,14100.0,14400.0,311937.0,4.61,-92170,27550,60790
2002-12-18,14200.0,14700.0,481074.0,4.71,-39340,-12580,156890
2002-12-20,15000.0,14550.0,409314.0,4.66,50710,8140,44090
2002-12-23,14750.0,13950.0,332430.0,4.47,1240,-24740,10540
2002-12-24,13700.0,13800.0,323550.0,4.42,7250,44170,-58300
2002-12-26,13600.0,13300.0,596870.0,4.26,257900,-140280,5530
2002-12-27,13050.0,12200.0,277392.0,3.91,58460,-48550,-32310
2002-12-30,11950.0,11500.0,229150.0,3.68,-24560,36560,-7030
2003-01-02,11550.0,12150.0,268500.0,3.71,15930,640,-1550
2003-01-03,12300.0,12800.0,342480.0,3.91,-21100,31730,-1600
2003-01-06,12950.0,13000.0,218230.0,3.97,-36280,-1090,29750
2003-01-07,13100.0,12400.0,207235.0,3.78,15410,10450,-21390
2003-01-08,12300.0,12200.0,152806.0,3.72,5918,-33278,8920
2003-01-09,12200.0,12050.0,373180.0,3.68,9960,16950,-78490
2003-01-10,12150.0,12400.0,291640.0,3.78,-67180,-8970,76180
2003-01-13,12550.0,12800.0,186400.0,3.91,4610,4240,-9820
2003-01-14,12600.0,12500.0,160730.0,3.81,29630,-41590,6470
2003-01-15,12650.0,12800.0,227200.0,3.91,-41480,18770,24910
2003-01-16,12500.0,13100.0,328281.0,4.0,-128780,66950,77350
2003-01-17,12850.0,12800.0,148710.0,3.91,-13210,3960,540
2003-01-20,12600.0,12750.0,98260.0,3.89,-9710,27740,-24820
2003-01-21,12600.0,12750.0,123300.0,3.89,460,-3730,-11920
2003-01-22,12400.0,12500.0,167031.0,3.81,-6620,17240,-23490
2003-01-23,12550.0,12550.0,143891.0,3.83,-34390,29760,1260
2003-01-24,12500.0,12650.0,216960.0,3.86,-34580,30350,-7210
2003-01-27,12300.0,12200.0,167850.0,3.72,13230,38310,-51700
2003-01-28,12000.0,12200.0,87860.0,3.72,-21770,21470,0
2003-01-29,12500.0,12100.0,207600.0,3.69,10400,-62280,49300
2003-01-30,12050.0,12200.0,160812.0,3.72,-33670,-17750,53200
2003-02-03,12100.0,12600.0,97720.0,3.84,-14630,8850,2010
2003-02-04,12800.0,13000.0,467000.0,3.97,-23030,-59450,92810
2003-02-05,13100.0,13150.0,143620.0,4.01,-72330,12260,53500
2003-02-06,13100.0,13400.0,337750.0,4.09,-166610,110250,8000
2003-02-07,13450.0,13050.0,171581.0,3.98,-57690,3080,57620
2003-02-10,13000.0,13450.0,228067.0,4.1,-91467,-25830,115837
2003-02-11,13600.0,13400.0,223020.0,4.09,-53910,75190,-26200
2003-02-12,13400.0,13450.0,2912510.0,4.1,2672150,98770,-3180
2003-02-13,13600.0,13100.0,125840.0,4.0,7810,5830,0
2003-02-14,13100.0,13200.0,187050.0,4.03,-5913,101260,-82097
2003-02-17,13600.0,14050.0,341720.0,4.29,-59750,-940,9760
2003-02-18,14050.0,14000.0,215859.0,4.27,-62190,82280,-34300
2003-02-19,14200.0,13900.0,190363.0,4.24,-46341,35681,9200
2003-02-20,14000.0,13900.0,222547.0,4.24,-26530,19280,7000
2003-02-21,13950.0,14300.0,201580.0,4.36,-33100,55310,-39200
2003-02-24,14400.0,14500.0,343600.0,4.42,-76140,-24050,101720
2003-02-25,14400.0,14000.0,411020.0,4.27,68390,-36000,-32740
2003-02-26,13900.0,14300.0,176490.0,4.36,-47300,-14500,46840
2003-02-27,14300.0,14450.0,228140.0,4.41,-56040,53450,-9200
2003-02-28,14300.0,14100.0,152530.0,4.3,-12880,22280,11200
2003-03-03,14000.0,14100.0,117794.0,4.3,-3590,43140,-39800
2003-03-04,13900.0,13900.0,104260.0,4.24,-4530,-16490,27120
2003-03-05,14000.0,13400.0,174120.0,4.09,4630,240,10090
2003-03-06,13600.0,13200.0,122990.0,4.03,-2110,16170,-13000
2003-03-07,13500.0,13000.0,207230.0,3.97,-10180,65880,-19580
2003-03-10,13000.0,13000.0,114946.0,3.97,31200,38150,-71440
2003-03-11,12900.0,13300.0,157140.0,4.06,-8500,38080,-21950
