Symbol,동원시스템즈_시가(원),동원시스템즈_종가(원),동원시스템즈_거래량(주),동원시스템즈_PER(IFRS-연결),동원시스템즈_순매수수량(개인)(주),동원시스템즈_순매수수량(기관계)(주),동원시스템즈_순매수수량(외국인계)(주)
2013-12-16,8640.0,8650.0,1013.0,,0,0,0
2013-12-17,8640.0,8650.0,2140.0,,0,0,0
2013-12-18,8650.0,8680.0,2294.0,,20,-10,-10
2013-12-19,8670.0,8670.0,2894.0,,190,0,-190
2013-12-20,8670.0,8700.0,2378.0,,700,0,-700
2013-12-23,8680.0,8690.0,681.0,,0,0,0
2013-12-24,8690.0,8670.0,809.0,,0,0,0
2013-12-26,8670.0,8650.0,1330.0,,340,0,-340
2013-12-27,8360.0,8670.0,452.0,,12,-10,-2
2013-12-30,8690.0,8670.0,1680.0,,0,0,0
2014-01-02,8670.0,8670.0,4140.0,20.23,0,0,0
2014-01-03,8500.0,8670.0,1342.0,20.23,10,-10,0
2014-01-06,8500.0,8630.0,416.0,20.13,5,-5,0
2014-01-07,8460.0,8630.0,7926.0,20.13,-4610,0,4610
2014-01-08,8630.0,8600.0,10460.0,20.06,-6000,0,6000
2014-01-09,8450.0,8580.0,5876.0,20.02,-4560,-10,4570
2014-01-10,8580.0,8570.0,3596.0,19.99,-1920,0,1920
2014-01-13,8570.0,8440.0,14871.0,19.69,-7000,0,7000
2014-01-14,8440.0,8350.0,1874.0,19.48,0,0,0
2014-01-15,8450.0,8680.0,2473.0,20.25,20,-20,0
2014-01-16,8730.0,8640.0,7886.0,20.16,0,0,0
2014-01-17,8690.0,8630.0,1400.0,20.13,0,0,0
2014-01-20,8630.0,8610.0,2460.0,20.09,0,0,0
2014-01-21,8500.0,8630.0,8514.0,20.13,10,-10,0
2014-01-22,8630.0,8620.0,3310.0,20.11,170,-170,0
2014-01-23,8620.0,8610.0,10710.0,20.09,10,-10,0
2014-01-24,8600.0,8600.0,7230.0,20.06,0,0,0
2014-01-27,8590.0,8550.0,8186.0,19.95,0,0,0
2014-01-28,8550.0,8600.0,6547.0,20.06,10,-10,0
2014-01-29,8600.0,8600.0,1100.0,20.06,0,0,0
2014-02-03,8600.0,8800.0,1481.0,20.53,15,-15,0
2014-02-04,8720.0,8730.0,3172.0,20.37,-10,0,10
2014-02-05,8730.0,8730.0,1630.0,20.37,0,0,0
2014-02-06,8730.0,8800.0,3221.0,20.53,0,0,0
2014-02-07,8970.0,8880.0,1660.0,20.72,10,-10,0
2014-02-10,8890.0,8930.0,4136.0,20.83,-210,-10,0
2014-02-11,8930.0,8980.0,10190.0,20.95,-3360,0,3360
2014-02-12,8980.0,9150.0,3610.0,21.35,0,0,0
2014-02-13,9150.0,9210.0,4201.0,21.49,10,-10,0
2014-02-14,9170.0,9340.0,2150.0,21.79,-10,0,10
2014-02-17,9290.0,9290.0,2312.0,21.67,0,-10,10
2014-02-18,9350.0,9330.0,2509.0,21.77,0,0,0
2014-02-19,9330.0,9300.0,620.0,21.7,50,-50,0
2014-02-20,9260.0,9150.0,5052.0,21.35,-10,0,10
2014-02-21,9170.0,9330.0,3890.0,21.77,0,0,0
2014-02-24,9290.0,9270.0,2920.0,21.63,0,0,0
2014-02-25,9270.0,9250.0,8073.0,21.58,18,-18,0
2014-02-26,9200.0,9340.0,2133.0,21.79,0,0,0
2014-02-27,9300.0,9350.0,4043.0,21.81,-10,0,10
2014-02-28,9350.0,9350.0,7350.0,21.81,0,0,0
2014-03-03,9330.0,9280.0,3203.0,21.65,0,0,0
2014-03-04,9080.0,9310.0,4850.0,21.72,-10,0,10
2014-03-05,8930.0,9330.0,5150.0,21.77,1010,-10,-1000
2014-03-06,9190.0,9340.0,270.0,21.79,60,0,-60
2014-03-07,9200.0,9300.0,5000.0,21.7,0,0,0
2014-03-10,9180.0,9310.0,560.0,21.72,0,0,0
2014-03-11,9250.0,9290.0,810.0,21.67,0,0,0
2014-03-12,9150.0,9220.0,3500.0,21.51,600,0,-600
2014-03-13,9000.0,9180.0,6510.0,21.42,10,-10,0
2014-03-14,9150.0,9100.0,1610.0,21.23,0,0,0
2014-03-17,9080.0,9100.0,1962.0,21.23,0,0,0
2014-03-18,9090.0,9090.0,2565.0,21.21,0,0,0
2014-03-19,9090.0,9100.0,6551.0,21.23,0,0,0
2014-03-20,9100.0,9110.0,622.0,21.25,6,-6,0
2014-03-21,9080.0,9150.0,1685.0,21.35,10,-20,10
2014-03-24,9000.0,9150.0,4990.0,21.35,0,0,0
2014-03-25,9050.0,9170.0,4968.0,21.39,0,0,0
2014-03-26,9090.0,9160.0,1930.0,21.37,10,-10,0
2014-03-27,9130.0,9140.0,2420.0,21.32,-10,0,10
2014-03-28,9110.0,9170.0,5367.0,21.39,40,-50,10
2014-03-31,9200.0,9340.0,1210.0,21.79,10,0,-10
2014-04-01,9310.0,9300.0,3918.0,21.7,-10,0,10
2014-04-02,9290.0,9300.0,2172.0,21.7,0,0,0
2014-04-03,9230.0,9380.0,9167.0,21.88,10,-20,10
2014-04-04,9540.0,9420.0,7743.0,21.98,10,0,-10
2014-04-07,9390.0,9420.0,1340.0,21.98,-10,0,10
2014-04-08,9390.0,9390.0,3530.0,21.91,770,-10,-760
2014-04-09,9390.0,9380.0,1985.0,21.88,-10,0,10
2014-04-10,9380.0,9400.0,1388.0,21.93,0,0,0
2014-04-11,9300.0,9400.0,4098.0,21.93,0,0,0
2014-04-14,9440.0,9380.0,2632.0,21.88,1010,0,-1010
2014-04-15,9410.0,9500.0,7953.0,22.16,20,-10,-10
2014-04-16,9470.0,9570.0,1390.0,22.33,0,-10,10
2014-04-17,9570.0,9460.0,2567.0,22.07,-10,0,10
2014-04-18,9660.0,9590.0,2276.0,22.37,20,-10,-10
2014-04-21,9560.0,9600.0,4160.0,22.4,-10,0,10
2014-04-22,9650.0,9620.0,1383.0,22.44,16,-6,-10
2014-04-23,9620.0,9600.0,1680.0,22.4,50,-50,0
2014-04-24,9660.0,9590.0,3240.0,22.37,10,0,-10
2014-04-25,9590.0,9590.0,8350.0,22.37,10,-30,20
2014-04-28,9590.0,9590.0,1652.0,22.37,0,0,0
2014-04-29,9590.0,9600.0,1930.0,22.4,0,0,0
2014-04-30,9630.0,9680.0,3870.0,22.58,10,0,-10
2014-05-02,9700.0,9720.0,4321.0,22.68,0,0,0
2014-05-07,9720.0,9750.0,3290.0,22.75,0,0,0
2014-05-08,9780.0,9790.0,1963.0,22.84,10,0,-10
2014-05-09,9790.0,9850.0,5160.0,22.98,-10,0,10
2014-05-12,9850.0,10900.0,34356.0,25.43,0,0,0
2014-05-13,10900.0,11100.0,18296.0,25.9,-70,-20,90
2014-05-14,11000.0,11100.0,8120.0,25.9,-90,-10,100
2014-05-15,10900.0,10900.0,9300.0,25.43,110,0,-110
2014-05-16,10900.0,11050.0,3591.0,25.78,10,-10,0
2014-05-19,11050.0,11300.0,16981.0,26.36,280,-10,-270
2014-05-20,11000.0,11250.0,12640.0,26.25,-10,0,10
2014-05-21,11200.0,11250.0,5450.0,26.25,0,0,0
2014-05-22,10950.0,11050.0,4027.0,25.78,-6,-4,10
2014-05-23,11050.0,11050.0,8363.0,25.78,130,-10,-120
2014-05-26,11150.0,11200.0,9570.0,26.13,20,-10,-10
2014-05-27,11200.0,11000.0,7854.0,25.66,0,0,0
2014-05-28,11000.0,11050.0,3530.0,25.78,0,0,0
2014-05-29,11100.0,11050.0,1940.0,25.78,10,-10,0
2014-05-30,11300.0,11050.0,4770.0,25.78,10,0,-10
2014-06-02,10800.0,11150.0,5534.0,26.01,13,-116,103
2014-06-03,11100.0,11250.0,11411.0,26.25,296,-30,-266
2014-06-05,11250.0,11350.0,7416.0,26.48,3,-3,0
2014-06-09,11100.0,11250.0,7824.0,26.25,96,0,-96
2014-06-10,11300.0,11250.0,2466.0,26.25,1,-1,0
2014-06-11,11300.0,11300.0,2005.0,26.36,296,-296,0
2014-06-12,11300.0,11250.0,1426.0,26.25,100,0,0
2014-06-13,11150.0,11150.0,2873.0,26.01,17,-19,2
2014-06-16,11150.0,11050.0,5627.0,25.78,0,0,0
2014-06-17,11350.0,11300.0,3607.0,26.36,0,0,0
2014-06-18,11150.0,11250.0,1510.0,26.25,-3,0,3
2014-06-19,11200.0,11200.0,3350.0,26.13,0,0,0
2014-06-20,11100.0,11200.0,2464.0,26.13,-2,0,2
2014-06-23,11250.0,11200.0,3449.0,26.13,19,-19,0
2014-06-24,11200.0,11150.0,4623.0,26.01,0,0,0
2014-06-25,10950.0,11150.0,8952.0,26.01,0,0,0
2014-06-26,11100.0,11000.0,6863.0,25.66,-1,0,1
2014-06-27,11100.0,11000.0,2362.0,25.66,0,0,0
2014-06-30,11200.0,11250.0,4010.0,26.25,0,0,0
2014-07-01,11200.0,11250.0,3957.0,26.25,-1,0,1
2014-07-02,11200.0,11200.0,1206.0,26.13,-1,0,1
2014-07-03,11000.0,11150.0,3372.0,26.01,-900,0,0
2014-07-04,11250.0,11250.0,2695.0,26.25,0,0,0
2014-07-07,11000.0,11150.0,5490.0,26.01,1106,-5,-1101
2014-07-08,10900.0,11150.0,3031.0,26.01,0,0,0
2014-07-09,11200.0,11100.0,2125.0,25.9,0,0,0
2014-07-10,11150.0,11050.0,22213.0,25.78,0,0,0
2014-07-11,10900.0,11050.0,4769.0,25.78,0,0,0
2014-07-14,11100.0,11150.0,5374.0,26.01,-300,0,300
2014-07-15,11150.0,11150.0,4881.0,26.01,1610,0,-1610
2014-07-16,11000.0,11150.0,2912.0,26.01,464,0,-464
2014-07-17,11050.0,11150.0,2024.0,26.01,0,0,0
2014-07-18,11050.0,11100.0,4211.0,25.9,0,0,0
2014-07-21,11050.0,11050.0,11242.0,25.78,0,0,0
2014-07-22,11050.0,11300.0,6003.0,26.36,0,0,0
2014-07-23,11300.0,11900.0,15373.0,27.76,-500,500,0
2014-07-24,12050.0,11900.0,7219.0,27.76,0,0,0
2014-07-25,12000.0,11900.0,5635.0,27.76,-83,0,83
2014-07-28,11850.0,11950.0,6107.0,27.88,0,0,0
2014-07-29,11950.0,12000.0,5000.0,28.0,0,0,0
2014-07-30,12000.0,11900.0,9801.0,27.76,-1000,1000,0
2014-07-31,11900.0,11900.0,5555.0,27.76,-38,0,38
2014-08-01,11950.0,11900.0,689.0,27.76,0,0,0
2014-08-04,11900.0,11900.0,1524.0,27.76,0,0,0
2014-08-05,12000.0,11900.0,5104.0,27.76,-1,0,1
2014-08-06,11950.0,12000.0,6987.0,28.0,0,0,0
2014-08-07,12000.0,11950.0,6732.0,27.88,-277,0,277
2014-08-08,11950.0,12000.0,8810.0,28.0,537,0,-537
2014-08-11,12000.0,12600.0,31966.0,29.4,-804,0,764
2014-08-12,12650.0,12800.0,66524.0,29.86,105,0,-105
2014-08-13,12750.0,13900.0,109330.0,32.43,-5962,6500,-573
2014-08-14,13900.0,14000.0,55427.0,32.66,-7140,6500,610
2014-08-18,14200.0,14800.0,55567.0,34.53,-1715,0,1700
2014-08-19,14900.0,14100.0,46461.0,32.9,-11936,0,11906
2014-08-20,13900.0,14000.0,26424.0,32.66,-5902,0,5952
2014-08-21,14100.0,14550.0,33399.0,33.95,320,0,-320
2014-08-22,14500.0,14500.0,16076.0,33.83,1500,-1500,0
2014-08-25,14900.0,14750.0,49992.0,34.41,-878,1351,-473
2014-08-26,14850.0,14550.0,23910.0,33.95,-587,-2988,3575
2014-08-27,14850.0,14350.0,20680.0,33.48,-8484,-12,8496
2014-08-28,14400.0,14500.0,15043.0,33.83,-4470,0,4470
2014-08-29,14400.0,14600.0,7802.0,34.06,-2704,0,2704
2014-09-01,14750.0,14700.0,13829.0,34.3,134,0,-134
2014-09-02,14750.0,14600.0,16835.0,34.06,-4568,290,4278
2014-09-03,14750.0,14700.0,20442.0,34.3,-5831,1460,4371
2014-09-04,14750.0,14700.0,9481.0,34.3,-4918,480,4438
2014-09-05,14600.0,15000.0,26095.0,35.0,-4375,1002,3343
2014-09-11,15050.0,16100.0,73684.0,37.56,-6925,4117,2808
2014-09-12,16400.0,17300.0,114148.0,40.36,-4644,7880,-3266
2014-09-15,17650.0,18700.0,148086.0,43.63,-5467,2400,3047
2014-09-16,19000.0,19250.0,122089.0,44.91,-11075,2000,8948
2014-09-17,19250.0,19200.0,79618.0,44.79,-4836,1000,3836
2014-09-18,19550.0,20000.0,71795.0,46.66,-10664,3000,7639
2014-09-19,20200.0,21650.0,142439.0,50.51,6143,0,-6143
2014-09-22,21800.0,22850.0,124797.0,53.31,-7379,1000,6143
2014-09-23,23000.0,25000.0,206925.0,58.33,-3644,1607,1878
2014-09-24,26000.0,28750.0,308235.0,67.07,-4414,90,2857
2014-09-25,29600.0,24450.0,536603.0,57.04,1976,-4996,7267
2014-09-26,22500.0,23600.0,874609.0,55.06,-7278,-6653,14008
2014-09-29,24350.0,22100.0,225639.0,51.56,-3693,-1880,5573
2014-09-30,21600.0,22350.0,129166.0,52.14,-15678,0,15678
2014-10-01,22600.0,21800.0,73899.0,50.86,1457,3000,-4457
2014-10-02,21000.0,21500.0,87870.0,50.16,-13398,3000,10398
2014-10-06,21750.0,20150.0,200500.0,47.01,-8768,0,8768
2014-10-07,20100.0,22750.0,250712.0,53.08,2286,3385,-5671
2014-10-08,22300.0,23000.0,127381.0,53.66,15059,3915,-18974
2014-10-10,22900.0,23200.0,91755.0,54.13,5731,3000,-8731
2014-10-13,23100.0,21900.0,64484.0,51.09,-1981,9000,-7019
2014-10-14,21850.0,22550.0,63680.0,52.61,-1889,4000,-2111
2014-10-15,22900.0,23600.0,127966.0,55.06,9841,6694,-16535
2014-10-16,23200.0,23550.0,59736.0,54.94,4598,0,-4598
2014-10-17,23800.0,23300.0,67898.0,54.36,-867,0,417
2014-10-20,24350.0,23400.0,48548.0,54.59,-457,2413,-2156
2014-10-21,23800.0,22700.0,83145.0,52.96,-6633,4564,1869
2014-10-22,23450.0,23350.0,41469.0,54.48,-6754,2816,3738
2014-10-23,23450.0,22500.0,39684.0,52.49,3758,1238,-5246
2014-10-24,21700.0,21700.0,63128.0,50.63,-14588,799,13549
2014-10-27,21400.0,21900.0,36567.0,51.09,2855,0,-2855
2014-10-28,22450.0,24450.0,1316409.0,57.04,-21216,4152,7604
2014-10-29,25000.0,26350.0,175683.0,61.47,10693,-797,-12800
2014-10-30,26800.0,26900.0,104454.0,62.76,-6964,5966,-6290
2014-10-31,26950.0,27800.0,124890.0,64.86,-21083,20424,-1622
2014-11-03,27950.0,29500.0,135765.0,68.82,-25070,11377,677
2014-11-04,29700.0,31600.0,163066.0,73.72,-25452,7557,4285
2014-11-05,32100.0,31500.0,113456.0,73.49,6567,546,-6946
2014-11-06,30950.0,28000.0,155878.0,65.32,-7373,2750,4616
2014-11-07,28500.0,31800.0,170611.0,74.19,-29530,3000,27105
2014-11-10,32700.0,31800.0,91918.0,74.19,7830,0,-7816
2014-11-11,32300.0,30350.0,56079.0,70.81,5911,-1043,-4989
2014-11-12,30700.0,30000.0,39518.0,69.99,-915,-1157,2072
2014-11-13,30500.0,31000.0,60042.0,72.32,3504,-5380,2027
2014-11-14,31000.0,29150.0,56893.0,68.01,16771,-182,-16589
2014-11-17,28500.0,29750.0,47206.0,69.41,-3261,2189,1072
2014-11-18,29450.0,29600.0,21951.0,69.06,4573,-2000,-2573
2014-11-19,29150.0,28750.0,33450.0,67.07,-1257,-1000,2257
2014-11-20,29700.0,29600.0,68208.0,69.06,153,-8549,7435
2014-11-21,29500.0,28800.0,43320.0,67.19,8765,-2605,-6160
2014-11-24,28350.0,26700.0,62828.0,62.29,2537,208,-2745
2014-11-25,26950.0,26900.0,34028.0,62.76,-11949,1019,10930
2014-11-26,27800.0,27050.0,28616.0,63.11,-4670,440,4230
2014-11-27,27000.0,28150.0,38260.0,65.67,358,-2090,1732
2014-11-28,28150.0,28500.0,16988.0,66.49,-1151,0,1151
2014-12-01,28800.0,27500.0,26892.0,64.16,3545,-1065,-2480
2014-12-02,27500.0,27500.0,15687.0,64.16,-470,-740,1210
2014-12-03,27300.0,27100.0,16349.0,63.22,2634,-170,-2828
2014-12-04,26750.0,26800.0,19220.0,62.52,-447,-620,1267
2014-12-05,26550.0,25750.0,33082.0,60.08,1375,-1301,290
2014-12-08,26300.0,25000.0,31867.0,58.33,-3923,-1465,5388
2014-12-09,25400.0,24350.0,39400.0,56.81,141,-400,259
2014-12-10,24500.0,24500.0,31045.0,57.16,-1005,50,955
2014-12-11,23600.0,24150.0,18577.0,56.34,3047,0,-2147
2014-12-12,23750.0,24000.0,17196.0,55.99,2570,-936,-1634
2014-12-15,24000.0,23050.0,36197.0,53.78,-2817,-2,2819
2014-12-16,23450.0,23000.0,12137.0,53.66,-6452,-34,6486
2014-12-17,23450.0,22700.0,11164.0,52.96,510,-20,-490
2014-12-18,23350.0,22300.0,18953.0,52.03,-5101,5110,-9
2014-12-19,22300.0,22700.0,19744.0,52.96,-3888,-250,4138
2014-12-22,23600.0,25600.0,39016.0,59.73,679,3996,-4725
2014-12-23,25700.0,26150.0,86558.0,61.01,6425,-1640,-5347
2014-12-24,26150.0,26000.0,28358.0,60.66,1087,521,-1608
2014-12-26,25700.0,25400.0,15475.0,59.26,1200,0,-1200
2014-12-29,25800.0,24050.0,11241.0,56.11,-757,0,757
2014-12-30,24350.0,24050.0,9959.0,56.11,-1166,-204,1370
2015-01-02,24250.0,24600.0,10017.0,269.97,830,0,-830
2015-01-05,25150.0,24500.0,12815.0,268.88,1355,0,-1355
2015-01-06,24550.0,23850.0,23222.0,261.74,-415,0,415
2015-01-07,24200.0,22900.0,36622.0,251.32,11351,-12499,1148
2015-01-08,23200.0,22800.0,21722.0,250.22,-1764,799,965
2015-01-09,23500.0,22900.0,19771.0,251.32,-1795,292,1503
2015-01-12,22900.0,23000.0,18052.0,252.41,-473,-194,667
2015-01-13,23150.0,22800.0,19720.0,250.22,3579,-720,-2773
2015-01-14,23000.0,22500.0,9797.0,246.93,1219,-217,-1002
2015-01-15,22500.0,22200.0,16455.0,243.63,30,35,-65
2015-01-16,22200.0,23600.0,29913.0,259.0,-6000,2511,3489
2015-01-19,24050.0,23600.0,11383.0,259.0,3689,-1720,-1969
2015-01-20,24000.0,23350.0,7488.0,256.26,1486,-180,-1306
2015-01-21,23050.0,22900.0,9123.0,251.32,1059,-309,-750
2015-01-22,23400.0,22600.0,5992.0,248.02,1256,0,-1256
2015-01-23,22200.0,22600.0,17104.0,248.02,807,-1033,226
2015-01-26,22600.0,23100.0,10458.0,253.51,-1009,2104,-1095
2015-01-27,23400.0,24100.0,24041.0,264.49,609,-432,-177
2015-01-28,24300.0,23650.0,5470.0,259.55,1007,-62,-952
2015-01-29,23500.0,23650.0,10379.0,259.55,918,-1238,327
2015-01-30,24100.0,23450.0,6575.0,257.35,1570,-186,-1384
2015-02-02,23450.0,23000.0,13463.0,252.41,-132,-134,266
2015-02-03,23450.0,23100.0,13336.0,253.51,-1765,1525,240
2015-02-04,23700.0,23100.0,10400.0,253.51,-4560,4643,-83
2015-02-05,23400.0,23250.0,12849.0,255.16,4504,-4521,17
2015-02-06,23250.0,24200.0,28418.0,265.58,1046,-2617,1571
2015-02-09,24450.0,24100.0,11412.0,264.49,808,0,-808
2015-02-10,24000.0,24500.0,22562.0,268.88,-73,522,-449
2015-02-11,25200.0,24500.0,19743.0,268.88,92,-408,316
2015-02-12,24800.0,23950.0,9419.0,262.84,-41,-738,779
2015-02-13,23950.0,23500.0,14995.0,257.9,-179,-368,547
2015-02-16,24050.0,22950.0,10669.0,251.87,-701,0,701
2015-02-17,22950.0,23150.0,7169.0,254.06,-437,0,437
2015-02-23,23150.0,23750.0,14898.0,260.65,-66,72,-6
2015-02-24,23400.0,24500.0,34225.0,268.88,-6043,342,1094
2015-02-25,25150.0,27800.0,107897.0,305.09,-14521,-573,15094
2015-02-26,28400.0,28000.0,63679.0,307.29,-3410,-2400,5810
2015-02-27,28000.0,27700.0,37298.0,303.99,-4395,-860,5255
2015-03-02,27750.0,28600.0,41635.0,313.87,-1014,-991,2005
2015-03-03,29900.0,29250.0,62715.0,321.01,5741,-2000,-3541
2015-03-04,29300.0,28750.0,27388.0,315.52,845,-1000,155
2015-03-05,28800.0,27500.0,32075.0,301.8,151,-2000,1849
2015-03-06,27950.0,27850.0,14859.0,305.64,919,-509,-410
2015-03-09,27900.0,27000.0,28552.0,296.31,-425,939,-514
2015-03-10,27050.0,27500.0,25073.0,301.8,225,-1000,699
2015-03-11,27000.0,27000.0,15392.0,296.31,4766,-1802,-3164
2015-03-12,26700.0,27500.0,19158.0,301.8,3771,-2221,0
2015-03-13,27350.0,28100.0,26680.0,308.38,11,-357,3253
2015-03-16,28100.0,32250.0,306549.0,353.93,-162340,158023,3663
2015-03-17,33300.0,32350.0,103606.0,355.03,2140,-1773,-562
2015-03-18,32850.0,33200.0,101711.0,364.35,-16222,13221,2601
2015-03-19,33550.0,32550.0,43415.0,357.22,-1437,-236,1573
2015-03-20,32000.0,32600.0,116077.0,357.77,-42810,32780,9830
2015-03-23,33600.0,34200.0,62370.0,375.33,-21371,17003,-1462
2015-03-24,34300.0,35650.0,88379.0,391.24,-11114,17600,-6723
2015-03-25,35650.0,36000.0,47792.0,395.08,3908,0,-3659
2015-03-26,35900.0,34800.0,35231.0,381.91,4478,-1088,-2585
2015-03-27,34850.0,33400.0,42440.0,366.55,-2961,283,2578
2015-03-30,33450.0,37000.0,76302.0,406.06,-17833,12520,4713
2015-03-31,37450.0,37200.0,38234.0,408.25,-2034,8023,-5954
2015-04-01,37200.0,37700.0,45455.0,413.74,761,-438,-323
2015-04-02,37100.0,38550.0,58360.0,423.07,-11408,8590,2564
2015-04-03,38600.0,39700.0,66540.0,435.69,-11778,12278,-633
2015-04-06,39950.0,39450.0,25116.0,432.95,225,2684,-2909
2015-04-07,40050.0,41300.0,39953.0,453.25,-5898,3374,2564
2015-04-08,41500.0,41200.0,31250.0,452.15,8814,930,-6744
2015-04-09,42000.0,41550.0,23948.0,455.99,-789,1172,-83
2015-04-10,41550.0,41500.0,40432.0,455.44,175,2,523
2015-04-13,42000.0,40600.0,30577.0,445.57,5378,-2226,-2955
2015-04-14,40100.0,39700.0,34286.0,435.69,-3220,1117,2103
2015-04-15,39700.0,41000.0,57615.0,449.96,-883,3843,8953
2015-04-16,41000.0,41200.0,23959.0,452.15,-1157,5162,-3847
2015-04-17,41600.0,40900.0,31221.0,448.86,1252,832,-2084
2015-04-20,40850.0,39900.0,32113.0,437.88,10505,-9610,-895
2015-04-21,39600.0,40650.0,30578.0,446.12,-5248,6355,-985
2015-04-22,41300.0,44300.0,117036.0,486.17,4702,8076,-7417
2015-04-23,45000.0,47400.0,108803.0,520.19,8205,9028,-13113
2015-04-24,47800.0,46600.0,87561.0,511.41,18369,-3094,-15411
2015-04-27,46650.0,46700.0,34816.0,512.51,-6511,6090,42
2015-04-28,47000.0,49800.0,69169.0,546.53,13655,-14375,720
2015-04-29,49350.0,51900.0,86098.0,569.58,309,3251,-3947
2015-04-30,52000.0,53600.0,72137.0,588.24,-2439,3237,-1096
2015-05-04,53600.0,59200.0,79179.0,649.69,1362,327,-2279
2015-05-06,59800.0,58000.0,207611.0,636.52,37832,-29960,-7909
2015-05-07,58900.0,52300.0,146781.0,573.97,20714,-19724,-312
2015-05-08,52900.0,58800.0,116383.0,645.3,-14394,12214,1985
2015-05-11,60000.0,57500.0,93088.0,631.04,8993,1280,-10971
2015-05-12,56500.0,58100.0,63125.0,637.62,-7943,7094,890
2015-05-13,59200.0,61300.0,45434.0,672.74,-4727,2803,1924
2015-05-14,61300.0,63400.0,52262.0,695.79,2659,616,-3371
2015-05-15,64000.0,63500.0,37287.0,696.88,-7818,5550,2268
2015-05-18,65200.0,68900.0,77103.0,756.15,-2970,3605,-635
2015-05-19,70500.0,73000.0,101204.0,801.14,11138,-3399,-7522
2015-05-20,73000.0,71600.0,73630.0,785.78,3331,-1839,-1251
2015-05-21,72400.0,74000.0,70317.0,812.12,-3095,-4291,7386
2015-05-22,74900.0,74400.0,46202.0,816.51,1694,-1139,-555
2015-05-26,74400.0,71700.0,42018.0,786.87,1681,-1269,105
2015-05-27,70100.0,73200.0,57005.0,803.34,-12427,323,12108
2015-05-28,74500.0,77400.0,92967.0,849.43,-15835,13098,2737
2015-05-29,79500.0,82000.0,91160.0,899.91,-14202,12588,1614
2015-06-01,82500.0,82400.0,72929.0,904.3,1626,-7083,5457
2015-06-02,83600.0,81600.0,43517.0,895.52,7358,-13659,5901
2015-06-03,80200.0,79700.0,56680.0,874.67,-3906,-3576,7482
2015-06-04,79000.0,76200.0,82784.0,836.26,-534,-10557,11091
2015-06-05,76200.0,82000.0,83042.0,899.91,-25751,16706,9105
2015-06-08,83500.0,82000.0,44579.0,899.91,-450,7714,-7264
2015-06-09,82200.0,81300.0,26982.0,892.23,-6129,6267,-166
2015-06-10,81500.0,81100.0,42207.0,890.04,-9828,8463,1365
2015-06-11,81100.0,81300.0,114841.0,892.23,-24772,66386,-42806
2015-06-12,80500.0,82400.0,39388.0,904.3,-13848,8482,5331
2015-06-15,83800.0,87700.0,74813.0,962.47,-15926,15974,22
2015-06-16,88500.0,86700.0,52032.0,951.49,8461,-449,-8012
2015-06-17,86800.0,83400.0,28986.0,915.28,-3234,2505,575
2015-06-18,82100.0,85200.0,39235.0,935.03,-13943,2470,11534
2015-06-19,86200.0,85500.0,25423.0,938.32,-86,2732,-2711
2015-06-22,85500.0,84800.0,20707.0,930.64,-735,3133,-2401
2015-06-23,85800.0,86000.0,23376.0,943.81,-8556,8377,199
2015-06-24,85800.0,85800.0,28734.0,941.62,-5923,6606,-393
2015-06-25,85200.0,84000.0,26421.0,921.86,-5384,3006,2474
2015-06-26,84700.0,84000.0,37252.0,921.86,-18054,6775,11249
2015-06-29,81400.0,81500.0,54979.0,894.42,-5266,5966,-700
2015-06-30,80200.0,82000.0,39454.0,899.91,-8583,9289,-691
2015-07-01,82300.0,86700.0,43343.0,951.49,-13128,10363,2696
2015-07-02,89000.0,90500.0,91097.0,993.2,-29551,22311,6030
2015-07-03,91500.0,98400.0,96942.0,1079.89,-17926,-2987,20545
2015-07-06,97000.0,98000.0,68463.0,1075.5,452,2410,-2751
2015-07-07,102000.0,101000.0,81460.0,1108.43,10149,-8371,-1838
2015-07-08,103000.0,106500.0,76032.0,1168.79,6899,-4685,-1244
2015-07-09,108000.0,103000.0,89953.0,1130.38,-3746,5860,-1474
2015-07-10,103500.0,106000.0,53014.0,1163.3,-11325,5080,6216
2015-07-13,105500.0,111000.0,62993.0,1218.17,-557,-6867,7424
2015-07-14,112000.0,113500.0,44469.0,1245.61,-1522,8094,-6672
2015-07-15,114000.0,129000.0,120110.0,1415.72,-4591,315,403
2015-07-16,132000.0,128500.0,93859.0,1410.23,17260,-1410,-15146
2015-07-17,128500.0,132000.0,55125.0,1448.64,4566,-1832,-2719
2015-07-20,133000.0,129500.0,37278.0,1421.2,2117,924,-2934
2015-07-21,131000.0,128000.0,34232.0,1404.74,-2171,101,2070
2015-07-22,128500.0,122500.0,36466.0,1344.38,-5324,1077,4014
2015-07-23,120000.0,127500.0,31949.0,1399.25,-3914,-1116,5033
2015-07-24,125500.0,126000.0,14933.0,1382.79,459,4438,-2107
2015-07-27,126000.0,121500.0,54751.0,1333.41,-4096,-819,5185
2015-07-28,119500.0,108500.0,109483.0,1190.74,-15876,-1042,16950
2015-07-29,111000.0,116500.0,88688.0,1278.53,-6428,-11705,18006
2015-07-30,120000.0,108000.0,52900.0,1185.25,-1354,2071,-702
2015-07-31,107000.0,115000.0,50553.0,1262.07,-14503,8126,8877
2015-08-03,115500.0,123000.0,49100.0,1349.87,-4725,13355,-9223
2015-08-04,123000.0,120000.0,39838.0,1316.94,6566,8438,-14081
