Symbol,동원시스템즈_시가(원),동원시스템즈_종가(원),동원시스템즈_거래량(주),동원시스템즈_PER(IFRS-연결),동원시스템즈_순매수수량(개인)(주),동원시스템즈_순매수수량(기관계)(주),동원시스템즈_순매수수량(외국인계)(주)
2000-01-04,17200,17500,940660,43.48,48930,-8900,-19130
2000-01-05,16700,16300,667600,40.5,28550,-32260,-3290
2000-01-06,16500,15800,566770,39.25,7550,-550,-4200
2000-01-07,15100,15450,478650,38.39,-58360,56860,1500
2000-01-10,15700,15400,451700,38.26,-20700,41130,2560
2000-01-11,15400,15800,828690,39.25,3920,26790,910
2000-01-12,15500,14900,438270,37.02,24730,-23670,0
2000-01-13,14800,14100,694020,35.03,232480,-228900,-4630
2000-01-14,14100,13400,773320,33.29,70150,28850,-99000
2000-01-17,14200,13700,555280,34.04,-7360,6300,1360
2000-01-18,13800,13800,578920,34.29,69570,-65150,580
2000-01-19,13500,12400,633600,30.81,187660,-183380,-1550
2000-01-20,11600,13000,869410,32.3,-41000,24790,16060
2000-01-21,12500,13300,974950,33.04,-115600,133020,-23220
2000-01-24,13400,13400,910440,33.29,65190,-34660,780
2000-01-25,13050,13350,1099980,33.17,-14990,-13720,0
2000-01-26,13650,12950,477470,32.17,-23930,24690,200
2000-01-27,12900,13000,397150,32.3,-46780,51660,220
2000-01-28,13000,14150,1885650,35.16,-556150,547940,26610
2000-01-31,14000,14300,1121450,35.53,-10570,-6370,1200
2000-02-01,15300,14900,1294740,37.02,-70440,55830,-160
2000-02-02,14900,15300,1480910,38.01,-79120,77660,2000
2000-02-03,15500,15650,978060,38.88,-256960,262960,0
2000-02-07,15600,15750,740970,39.13,-83580,76890,-400
2000-02-08,15800,15000,588940,37.27,-52800,48790,-990
2000-02-09,15100,14800,516990,36.77,-87100,102800,-12000
2000-02-10,14500,14400,518250,35.78,-8670,19450,-780
2000-02-11,14500,15000,1113940,37.27,-169660,169340,120
2000-02-14,14900,14200,549440,35.28,-107140,95340,-8200
2000-02-15,14200,13500,628530,33.54,122670,-83970,-35940
2000-02-16,13700,14500,865420,36.02,-218540,218100,1140
2000-02-17,14500,14700,533260,36.52,-108880,84870,910
2000-02-18,14700,15000,830180,37.27,-273620,224330,49730
2000-02-21,14600,14650,459050,36.4,-99940,90690,-1750
2000-02-22,15200,16450,1723600,40.87,-309630,321360,-330
2000-02-23,16950,16250,1571070,40.37,-143380,60410,18130
2000-02-24,16250,17900,1659830,44.47,-837410,880100,-6890
2000-02-25,17500,17500,985070,43.48,-342490,345210,-2060
2000-02-28,17000,17250,771810,42.86,-206890,190350,6540
2000-02-29,17250,16800,674960,41.74,-169020,162970,5050
2000-03-02,17400,17450,976390,43.35,139050,-140650,-3100
2000-03-03,17800,16800,590360,41.74,49800,-63660,-2420
2000-03-06,17500,17500,939620,43.48,-570,-61640,50030
2000-03-07,17300,18000,589240,44.72,-168690,121060,-460
2000-03-08,17400,17300,788410,42.98,-59620,66450,150
2000-03-09,17350,16800,526270,41.74,109260,-69540,-53660
2000-03-10,17600,16600,412010,41.24,2580,-4130,2030
2000-03-13,16300,16100,412440,40,47320,-43670,-2570
2000-03-14,15800,15000,578950,37.27,107030,-110200,3200
2000-03-15,14600,14500,460610,36.02,65940,-15150,-50690
2000-03-16,14700,13800,490440,34.29,128490,-108280,240
2000-03-17,14300,14100,564430,35.03,45850,-46950,950
2000-03-20,14100,14200,422570,35.28,100940,-53110,1110
2000-03-21,14100,14000,547330,34.78,-85230,84060,700
2000-03-22,14100,14200,840850,35.28,195020,-104050,20
2000-03-23,14600,14000,469020,34.78,74910,-73590,-840
2000-03-24,14000,14000,385610,34.78,30540,-30610,60
2000-03-27,14300,14200,412800,35.28,73360,-63360,0
2000-03-28,14250,14000,456540,34.78,141700,-143570,1840
2000-03-29,13900,13200,592270,32.8,103380,-68880,-15000
2000-03-30,13000,12700,357530,31.55,77060,-52140,-8840
2000-03-31,12800,12850,478970,31.93,154310,-133250,2900
2000-04-03,12950,12000,416400,29.81,98980,-29800,1000
2000-04-04,11500,11850,359020,29.44,33980,-34530,0
2000-04-06,12000,11850,222770,29.44,4720,-7040,2320
2000-04-07,11850,12450,531170,30.93,55180,-117420,1740
2000-04-10,12900,13700,1216190,34.04,-8320,49670,-690
2000-04-11,13200,12250,508550,30.43,168910,-150780,6970
2000-04-12,12450,12200,331070,30.31,31950,-31550,-600
2000-04-14,11300,11250,503410,27.95,243210,-205940,1000
2000-04-17,9600,9600,498580,23.85,-47800,71940,7000
2000-04-18,11000,10400,1019600,25.84,149970,-179650,60
2000-04-19,10800,11000,1442620,27.33,-95070,85840,-11240
2000-04-20,11100,11450,1377350,28.45,138460,-137450,0
2000-04-21,11500,11650,568510,28.94,-174700,114190,8540
2000-04-24,11950,11300,326880,28.07,21090,-20970,0
2000-04-25,10800,11100,408410,27.58,15090,-6040,-9000
2000-04-26,11700,10650,374580,26.46,53890,-54250,210
2000-04-27,10150,10400,347150,25.84,-55550,55770,840
2000-04-28,10550,10900,327170,27.08,-92600,94500,-1750
2000-05-02,10750,11100,316070,27.58,-16950,23300,-1230
2000-05-03,10900,11000,156810,27.33,6740,-3970,-2770
2000-05-04,10900,10850,275110,26.96,-13070,13910,-840
2000-05-08,11200,11800,815690,29.32,-109460,113910,-4450
2000-05-09,11750,11350,314290,28.2,34270,-35780,1470
2000-05-10,11550,11850,599770,29.44,15990,-58100,-5890
2000-05-12,11950,11350,662330,28.2,101340,-102180,-3190
2000-05-15,11300,10500,707490,26.09,205470,-115670,200
2000-05-16,10850,10800,444680,26.83,104450,-104010,-440
2000-05-17,11200,11000,1047240,27.33,-3980,16330,-1350
2000-05-18,10300,9900,522600,24.6,149560,-130290,-10
2000-05-19,9910,9620,615240,23.9,123070,-123010,0
2000-05-22,9200,8220,579330,20.42,88780,-62860,1630
2000-05-23,7500,7710,634250,19.16,-44560,84290,4780
2000-05-24,7300,7550,1181470,18.76,161850,-152730,910
2000-05-25,7900,8680,1115350,21.57,-99600,171720,-43290
2000-05-26,8450,7900,591310,19.63,-21670,47670,1000
2000-05-29,7400,8300,428240,20.62,-42310,41740,600
2000-05-30,8880,9170,670530,22.78,40560,-37670,-2890
2000-05-31,10000,10450,1104490,25.96,43210,9980,-8050
2000-06-01,10350,10200,1124270,25.34,63670,-74470,0
2000-06-02,11200,10200,819500,25.34,22950,-35760,19610
2000-06-05,10800,10900,1507060,27.08,113540,-64760,200
2000-06-07,10700,10750,985360,26.71,103060,-87510,1400
2000-06-08,10750,10050,978560,24.97,206230,-214100,-1450
2000-06-09,9700,9600,876950,23.85,393290,-202170,-121180
2000-06-12,9700,10600,1263030,26.34,-46580,-53430,-80
2000-06-13,10000,9990,662170,24.82,-91980,67980,-6000
2000-06-14,9810,9830,346010,24.42,-22520,7520,0
2000-06-15,9530,9160,413110,22.76,23740,-25040,1300
2000-06-16,9450,9300,486140,23.11,-1370,1250,120
2000-06-19,9140,9000,380610,22.36,-11570,22720,-11150
2000-06-20,9210,9150,307520,22.73,-41470,51470,0
2000-06-21,9300,9210,447160,22.88,33880,-23810,-90
2000-06-22,9500,9100,286360,22.61,67510,-67490,0
2000-06-23,9000,9100,254610,22.61,-110,220,0
2000-06-26,9100,9500,622010,23.6,-78880,78470,120
2000-06-27,9800,9950,612010,24.72,-115960,109380,-4000
2000-06-28,9810,9890,420820,24.57,-92890,95770,90
2000-06-29,10050,9400,449090,23.35,138380,-119610,-6900
2000-06-30,9300,9450,354940,23.48,86010,-86710,-2000
2000-07-03,9650,10850,2085150,26.96,-13300,12840,59550
2000-07-04,11200,11200,3012930,27.83,-346760,114490,235330
2000-07-05,11700,12100,2505870,30.06,35260,-69890,34280
2000-07-06,12200,11900,1808320,29.57,2960,-2960,0
2000-07-07,12200,12100,1295980,30.06,85300,-94840,6180
2000-07-10,12000,12400,2210790,30.81,96240,-113870,16940
2000-07-11,12300,11500,1174410,28.57,147870,-139970,860
2000-07-12,11500,11600,812370,28.82,30180,-23310,-5940
2000-07-13,11600,12200,1671530,30.31,8360,-28650,-4420
2000-07-14,12200,12250,2363850,30.43,370120,-300820,10200
2000-07-18,12600,12950,2459790,32.17,12360,-3060,-800
2000-07-19,13000,12300,1225770,30.56,-65900,24980,38160
2000-07-20,11900,11500,1025470,28.57,-85720,63160,810
2000-07-21,11700,11600,831390,28.82,5350,-7910,60
2000-07-24,11300,10300,840120,25.59,14220,-23380,4160
2000-07-25,10000,10750,948640,26.71,-39360,36660,3360
2000-07-26,10800,11050,693240,27.45,-111880,109880,2000
2000-07-27,10800,11000,495450,27.33,-57980,56730,0
2000-07-28,10700,11100,511240,27.58,-280590,93810,187000
2000-07-31,11150,11950,1223100,29.69,-161800,-58480,220140
2000-08-01,12100,12050,1141520,29.94,18090,-79330,62430
2000-08-02,12100,12100,753470,30.06,-98290,91960,30
2000-08-03,12200,11900,640800,29.57,-116680,-20790,143930
2000-08-04,11800,11700,437960,29.07,-113690,11890,101120
2000-08-07,11800,11000,519730,27.33,109990,-117400,100
2000-08-08,11300,10700,483120,26.58,-10860,10350,360
2000-08-09,10950,11250,452130,27.95,-104340,78810,16430
2000-08-10,11250,11500,449880,28.57,-14810,16270,7230
2000-08-11,11150,11450,552550,28.45,69410,50400,-138940
2000-08-14,12100,11950,738030,29.69,-67970,15140,760
2000-08-16,12100,12150,583320,30.19,-54680,2890,1750
2000-08-17,12250,12400,1232550,30.81,-23130,-36520,9090
2000-08-18,12200,12000,495930,29.81,-5820,2840,-6950
2000-08-21,11750,11850,254840,29.44,-300,-11820,-60
2000-08-22,11700,11950,386180,29.69,-56220,79730,830
2000-08-23,11950,11550,292210,28.7,13570,-23780,210
2000-08-24,11450,11550,331370,28.7,8320,-10160,3050
2000-08-25,11500,11650,286160,28.94,-70600,69530,-30
2000-08-28,11700,11950,564900,29.69,-89550,90420,2130
2000-08-29,12050,12000,350020,29.81,-40650,62540,-21840
2000-08-30,11900,11700,185310,29.07,-5800,5920,-120
2000-08-31,11400,11200,334050,27.83,36980,-35400,-400
2000-09-01,11350,11300,189260,28.07,-28420,38230,-310
2000-09-04,11250,11400,357610,28.32,400,-620,220
2000-09-05,11600,11800,285210,29.32,-55050,52170,1380
2000-09-06,11600,11550,159350,28.7,-27840,25140,2700
2000-09-07,11300,11200,222260,27.83,-9690,9970,-2180
2000-09-08,11200,11400,201300,28.32,-94850,73750,21100
2000-09-14,11300,11600,280970,28.82,49280,-16720,-23930
2000-09-15,11600,11200,256350,27.83,-19340,26210,-7950
2000-09-18,10650,9600,598710,23.85,200,116790,1700
2000-09-19,9200,9100,478500,22.61,72630,20,-13350
2000-09-20,9500,9560,672960,23.75,113750,-110440,-1800
2000-09-21,9500,9300,698260,23.11,-86260,89200,-3240
2000-09-22,9300,8750,367140,21.74,-24010,28930,-2920
2000-09-25,9010,9110,342200,22.63,-12390,10520,0
2000-09-26,9000,9000,330740,22.36,-34430,25850,750
2000-09-27,8910,9410,504610,23.38,37070,-37900,-50
2000-09-28,9550,9400,323290,23.35,-26790,26540,0
2000-09-29,9590,9500,435370,23.6,-102670,89320,15000
2000-10-02,9340,9300,172570,23.11,-64740,65720,0
2000-10-04,9000,9390,215620,23.33,-45520,31270,10250
2000-10-05,9400,9550,577730,23.73,14450,-14110,-970
2000-10-06,9450,9700,324780,24.1,-28220,28220,0
2000-10-09,9900,9800,1022300,24.35,117860,-115880,-2060
2000-10-10,9900,9700,650510,24.1,-16900,12900,4000
2000-10-11,9600,9350,384580,23.23,-20350,9410,2690
2000-10-12,9150,9250,323010,22.98,-22780,55770,-3290
2000-10-13,8120,8660,284530,21.52,-52850,52080,0
2000-10-16,9900,9380,454440,23.3,28310,-35640,-2000
2000-10-17,9100,8800,292950,21.86,-56170,53170,2000
2000-10-18,8700,8750,220160,21.74,700,-810,0
2000-10-19,8550,8550,227770,21.24,34980,-35550,2180
2000-10-20,9000,9150,548020,22.73,-70140,11640,75140
2000-10-23,9150,8660,241960,21.52,49940,-3760,-46620
2000-10-24,8700,9250,538870,22.98,22600,480,-2080
2000-10-25,9300,9080,413640,22.56,14290,-6450,-120
2000-10-26,8800,8900,193480,22.11,-50830,51040,20
2000-10-27,9000,8800,268770,21.86,-10690,9080,1560
2000-10-30,8630,8630,214870,21.44,-23590,24150,-20
2000-10-31,8580,8650,218240,21.49,10250,-8810,-2080
2000-11-01,8830,9350,790200,23.23,-47210,46410,-990
2000-11-02,9290,9250,430360,22.98,-67610,63020,390
2000-11-03,9440,9150,382970,22.73,-59300,62900,-4170
2000-11-06,9150,9500,503390,23.6,-41350,45150,-60
2000-11-07,9500,9160,277410,22.76,-7290,8540,-690
2000-11-08,9250,9160,605080,22.76,174940,-152830,0
2000-11-09,9150,9290,340220,23.08,-11860,-70310,89590
2000-11-10,9290,9200,205060,22.86,-9660,13130,50
2000-11-13,9100,9110,384370,22.63,-166880,-32210,199310
2000-11-14,9050,9250,204300,22.98,3030,-3030,0
2000-11-15,9500,9350,680710,23.23,36180,24500,-16500
2000-11-16,9500,9520,535620,23.65,-98900,-126690,225590
2000-11-17,9450,9500,290840,23.6,-59530,9590,49940
2000-11-20,9350,9140,218900,22.71,12820,3840,-2800
2000-11-21,9100,9080,232490,22.56,-60730,-25970,86700
2000-11-22,9000,8910,134900,22.14,-12480,12480,0
2000-11-23,8760,8680,236430,21.57,-40380,43320,2560
2000-11-24,8630,8550,325740,21.24,123280,-133280,8760
2000-11-27,8600,8700,320280,21.62,89290,-89460,8610
2000-11-28,8610,8300,265210,20.62,16040,-21980,2050
2000-11-29,8130,8000,240550,19.88,-36110,44140,-6220
2000-11-30,7800,7690,305590,19.11,38870,-38630,-240
2000-12-01,7150,7450,308700,18.51,-32610,27160,5450
2000-12-04,7500,6940,483470,17.24,193420,-193450,30
2000-12-05,6970,6750,944130,16.77,327610,-76130,-256250
2000-12-06,7420,6850,827030,17.02,-40870,36580,6490
2000-12-07,6700,6750,330360,16.77,2540,-12240,-1140
2000-12-08,6750,7540,1467870,18.73,157010,-158310,-1600
2000-12-11,7990,8050,1538240,20,193530,-138230,-540
2000-12-12,8200,7780,764590,19.33,-3030,7800,-1990
2000-12-13,7900,7760,453750,19.28,38520,-40810,9440
2000-12-14,7700,8050,556080,20,86420,-98140,11720
2000-12-15,8040,7840,1042560,19.48,-68570,76780,-7560
2000-12-18,7600,7500,459740,18.63,3420,-16040,4620
2000-12-19,7400,7200,470940,17.89,-114460,98730,5730
2000-12-20,6930,6750,458960,16.77,16070,-71860,59950
2000-12-21,6460,6750,511500,16.77,-25620,24370,2850
2000-12-22,6850,6420,291300,15.95,-29780,-14930,48640
2000-12-26,6530,6240,403070,15.5,136680,-130620,290
2001-01-02,5920,6410,575780,10.16,58130,-90050,29050
2001-01-03,6300,6500,479500,10.3,-9460,-39610,48400
2001-01-04,7010,6990,1369160,11.08,284310,-251440,-24800
2001-01-05,6780,6820,982480,10.81,102870,-22280,-19640
2001-01-08,6650,7100,1067650,11.25,-58450,62980,-15810
2001-01-09,7100,7240,1162410,11.47,177690,-227790,50030
2001-01-10,7240,6710,2217060,10.63,235030,-267680,43200
2001-01-11,6810,6960,740420,11.03,17440,-6890,-15230
2001-01-12,7300,7350,2071110,11.65,-216550,-35130,220800
2001-01-15,7600,7800,2151070,12.36,-153050,42130,110170
2001-01-16,7800,7400,1148950,11.73,102710,-244080,24970
2001-01-17,7400,7270,652290,11.52,-25010,19130,5020
2001-01-18,7300,7320,650750,11.6,-62650,-19210,74460
2001-01-19,7440,7550,1110400,11.96,42650,-34630,4810
2001-01-22,7600,7900,1016850,12.52,-30970,71220,0
2001-01-26,7800,7180,599490,11.38,76240,-84590,9730
2001-01-29,7210,7340,605560,11.63,137080,-138720,0
2001-01-30,7450,7250,547080,11.49,36400,-41070,-30
2001-01-31,7280,7350,399930,11.65,4000,-4050,50
2001-02-01,7200,7290,461170,11.55,-113650,177970,18260
2001-02-02,7400,7550,920270,11.96,-114280,168280,0
2001-02-05,7380,7140,363780,11.31,13830,-13250,-580
2001-02-06,7020,7190,279500,11.39,-40870,40870,0
2001-02-07,7100,6990,355490,11.08,5050,-820,-3590
2001-02-08,6860,7140,471620,11.31,-36950,92630,-51750
2001-02-09,7130,7060,315450,11.19,-30750,30760,0
2001-02-12,6860,7030,342410,11.14,3730,2500,-1300
2001-02-13,7080,7000,354110,11.09,36260,-51340,15080
2001-02-14,6980,6950,705800,11.01,291860,-76060,-216010
2001-02-15,7050,7050,606080,11.17,-49990,40130,-50
2001-02-16,7100,6990,541180,11.08,12200,-13310,110
2001-02-19,6890,6800,337990,10.77,17220,-19200,-1390
2001-02-20,6840,6880,447290,10.9,-23180,15030,1080
2001-02-21,6830,6640,460120,10.52,89440,-96890,2010
2001-02-22,6600,6330,500690,10.03,90640,-91780,140
2001-02-23,6300,6690,378470,10.6,-56060,55870,50
2001-02-26,6630,6600,322460,10.46,-27350,26000,1140
2001-02-27,6600,6350,358560,10.06,105190,-56890,-38620
2001-02-28,6210,6290,233630,9.97,-56270,56270,0
2001-03-02,6240,6030,301560,9.55,9340,19960,-29780
2001-03-05,5870,5950,311860,9.43,7400,-8740,290
2001-03-06,6000,5900,309770,9.35,2020,18600,-20000
2001-03-07,5950,5880,237500,9.32,6160,-10270,-1970
2001-03-08,5910,6240,585130,9.89,48980,-29670,-14410
2001-03-09,6200,6120,219480,9.7,20010,-13340,-5160
2001-03-12,6000,5800,248220,9.19,5410,-2940,-1860
2001-03-13,5310,5360,411460,8.49,81720,-3810,-35020
2001-03-14,5690,5520,423280,8.75,29590,-30520,100
2001-03-15,5150,5320,300800,8.43,-17070,16690,100
2001-03-16,5280,5160,385850,8.18,122780,-121480,1200
2001-03-19,5150,5120,351000,8.11,96560,-94330,200
2001-03-20,5230,5140,398860,8.14,47580,-49230,1360
2001-03-21,5010,5170,305810,8.19,4820,-3810,300
2001-03-22,5130,5400,747120,8.56,23680,-40660,-1020
2001-03-23,5500,5280,289430,8.37,-12460,12190,-230
2001-03-26,5400,5510,442800,8.73,2890,7240,-130
2001-03-27,5510,5280,251090,8.37,25440,-14300,-1140
2001-03-28,5340,5100,294210,8.08,29960,9830,-39900
2001-03-29,5020,5060,167940,8.02,18450,-12620,-2350
2001-03-30,5060,5030,265360,7.97,-11960,17160,400
2001-04-02,4930,4890,219010,7.75,39690,-39740,50
2001-04-03,4750,4620,247900,7.32,-16540,15460,150
2001-04-04,4430,4400,389560,6.97,47730,-33190,-15360
2001-04-06,4680,4560,550670,7.23,136430,-8970,-132960
2001-04-09,4480,4300,233610,6.81,36950,-36040,150
2001-04-10,4350,4170,331840,6.61,44450,-44850,50
2001-04-11,4390,4270,622620,6.77,207640,-206110,50
2001-04-12,4380,4800,1999400,7.61,339090,-176540,-161060
2001-04-13,4900,4900,1218460,7.76,-74300,57260,-2470
2001-04-16,4900,4600,712370,7.29,102050,-4070,-100060
2001-04-17,4560,4750,544580,7.53,59200,-63200,-1000
2001-04-18,4800,5200,1991490,8.24,727920,-189180,-555500
2001-04-19,5400,5460,2158710,8.65,-211120,233660,-1050
2001-04-20,5460,5400,697030,8.56,-16630,23550,0
2001-04-23,5300,5400,735030,8.56,48180,-40380,1380
2001-04-24,5300,5350,559170,8.48,98590,-97590,-1330
2001-04-25,5200,5350,906650,8.48,-18550,16990,0
2001-04-26,5490,5360,1351520,8.49,8550,-13140,11890
2001-04-27,5210,5360,702150,8.49,121590,-131070,8600
2001-04-30,5250,5340,729830,8.46,78290,-69050,-10300
2001-05-02,5310,5180,1037380,8.21,276540,-106180,-170590
2001-05-03,5250,5150,542270,8.16,24240,-27200,4680
2001-05-04,5020,5100,359060,8.08,-4740,4030,0
2001-05-07,5100,5100,654050,8.08,58040,-69950,12000
2001-05-08,5100,5020,1056970,7.95,562680,-563810,1300
2001-05-09,5000,4500,1271400,7.13,6170,-10900,1200
2001-05-10,4040,4210,4253270,6.67,617970,-635340,15310
2001-05-11,4300,4315,1867880,6.84,55840,-46370,-5600
2001-05-14,4360,4300,1213910,6.81,-112420,99260,2000
2001-05-15,4310,4340,1352300,6.88,88550,-105060,-3100
2001-05-16,4300,4190,970910,6.64,127380,-62910,-44540
2001-05-17,4280,4240,956420,6.72,4490,5300,-18000
2001-05-18,4240,4120,863260,6.53,102670,-87510,-14810
2001-05-21,4150,4225,973210,6.69,15630,13490,-19750
2001-05-22,4350,4500,3309500,7.13,248940,29050,-277530
2001-05-23,4600,4400,1135190,6.97,-16710,10820,1890
2001-05-24,4400,4520,886990,7.16,-24870,24540,0
2001-05-25,4530,4550,866430,7.21,-8850,8480,-1000
2001-05-28,4530.0,4700.0,1126570.0,7.45,-43980,49090,80
2001-05-29,4680.0,4610.0,575930.0,7.3,34440,-8510,-27370
2001-05-30,4610.0,4545.0,554160.0,7.2,-39360,-8740,48630
2001-05-31,4440.0,4310.0,716780.0,6.83,88110,-96900,5690
2001-06-01,4315.0,4270.0,483930.0,6.77,44750,3580,-47910
2001-06-04,4290.0,4280.0,305530.0,6.78,2710,40,-1270
2001-06-05,4260.0,4100.0,888430.0,6.5,439050,-442560,2940
2001-06-07,4100.0,4165.0,477240.0,6.6,-9500,8890,100
2001-06-08,4290.0,4270.0,450350.0,6.77,-6340,6550,0
2001-06-11,4200.0,4170.0,334520.0,6.61,75500,-74370,0
2001-06-12,4150.0,4280.0,398260.0,6.78,13070,-12860,0
2001-06-13,4250.0,4200.0,472080.0,6.65,83410,-82130,0
2001-06-14,4220.0,4250.0,413840.0,6.73,-10,-520,4310
2001-06-15,4260.0,4350.0,542640.0,6.89,4870,-3060,-1680
2001-06-18,4450.0,4595.0,3000610.0,7.28,-34900,-9960,-10970
2001-06-19,4600.0,4470.0,923580.0,7.08,27650,-36580,-1240
2001-06-20,4550.0,4610.0,2922660.0,7.3,42840,-47130,0
2001-06-21,4670.0,4825.0,5183550.0,7.65,52760,-45170,-100
2001-06-22,4950.0,4795.0,1571390.0,7.6,-5120,3980,0
2001-06-25,4785.0,4530.0,1854000.0,7.18,-24950,23790,1000
2001-06-26,4535.0,4285.0,1224680.0,6.79,-8320,-970,0
2001-06-27,4305.0,4285.0,836390.0,6.79,-14120,10270,1700
2001-06-28,4285.0,4280.0,698940.0,6.78,-1300,860,180
2001-06-29,4370.0,4550.0,1106680.0,7.21,23240,-25440,1800
2001-07-02,4630.0,4465.0,921290.0,7.07,8310,-9430,-3360
2001-07-03,4500.0,4370.0,856190.0,6.92,-5410,90,1000
2001-07-04,4360.0,4300.0,664790.0,6.81,194620,-194380,300
2001-07-05,4300.0,4275.0,493750.0,6.77,6580,-5840,0
2001-07-06,4200.0,4200.0,495450.0,6.65,4330,-4530,200
2001-07-09,4100.0,3880.0,792260.0,6.15,-24710,34910,-8090
2001-07-10,3910.0,3845.0,493480.0,6.09,81700,-77530,-4550
2001-07-11,3745.0,3580.0,719290.0,5.67,11050,-11350,300
2001-07-12,3750.0,3880.0,1240890.0,6.15,217420,-15030,-193730
2001-07-13,4050.0,3660.0,989090.0,5.8,18640,-17650,0
2001-07-16,3670.0,3625.0,552140.0,5.74,25220,-25980,0
2001-07-18,3670.0,3500.0,491690.0,5.55,38990,-14810,0
2001-07-19,3400.0,3340.0,600960.0,5.29,-17550,15950,460
2001-07-20,3310.0,3300.0,550490.0,5.23,29240,-26600,0
2001-07-23,3255.0,3000.0,761510.0,4.75,-22870,18870,2860
2001-07-24,2970.0,3000.0,873540.0,4.75,-14430,9610,3680
2001-07-25,2950.0,2935.0,696910.0,4.65,20430,-12740,-6020
2001-07-26,2995.0,3000.0,585790.0,4.75,33330,-27650,0
2001-07-27,3120.0,3070.0,779320.0,4.86,17300,-13300,2000
2001-07-30,3070.0,3050.0,440740.0,4.83,18650,-7510,-8490
2001-07-31,3080.0,3210.0,713380.0,5.09,29020,-28020,0
2001-08-01,3210.0,3310.0,954090.0,5.24,17500,-12420,-1000
2001-08-02,3330.0,3225.0,710560.0,5.11,24070,1070,-26000
2001-08-03,3250.0,3200.0,379040.0,5.07,9320,-5790,-1370
2001-08-06,3140.0,3180.0,421010.0,5.04,-2720,2340,0
2001-08-07,3085.0,3150.0,376340.0,4.99,-2810,1110,100
2001-08-08,3150.0,3160.0,327590.0,5.01,-5740,-2760,0
2001-08-09,3050.0,3055.0,311330.0,4.84,7240,-7240,0
2001-08-10,3060.0,3120.0,280280.0,4.94,-32730,52350,0
2001-08-13,3130.0,3100.0,234390.0,4.91,4730,-4730,0
2001-08-14,3110.0,3130.0,565960.0,4.96,1170,10350,0
2001-08-16,3130.0,3080.0,431130.0,4.88,3760,-3380,0
2001-08-17,3030.0,3005.0,456420.0,4.76,8140,-6640,0
2001-08-20,2900.0,2885.0,392260.0,4.57,5450,-3570,0
2001-08-21,2890.0,2890.0,193940.0,4.58,-830,2830,0
2001-08-22,2840.0,2870.0,475730.0,4.55,-4290,4790,-1000
2001-08-23,2900.0,2830.0,411560.0,4.48,15030,-15260,0
2001-08-24,2810.0,2730.0,522600.0,4.33,-5610,5540,0
2001-08-27,2780.0,2730.0,462880.0,4.33,-11090,10990,100
2001-08-28,2705.0,2645.0,489210.0,4.19,54930,-54860,0
2001-08-29,2580.0,2440.0,615670.0,3.87,9870,-11660,0
2001-08-30,2350.0,2545.0,1041480.0,4.03,10390,-10390,0
2001-08-31,2410.0,2360.0,408660.0,3.74,2240,-3110,50
2001-09-03,2480.0,2360.0,259030.0,3.74,-4690,4690,0
2001-09-04,2310.0,2445.0,381600.0,3.87,11780,-12850,1020
2001-09-05,2360.0,2350.0,290070.0,3.72,5650,-2240,-3000
2001-09-06,2370.0,2420.0,364630.0,3.83,1670,-1670,0
2001-09-07,2370.0,2450.0,321350.0,3.88,6150,-2720,-3430
2001-09-10,2430.0,2400.0,251190.0,3.8,3210,-3120,-90
2001-09-11,2430.0,2360.0,179690.0,3.74,500,-500,0
2001-09-12,2010.0,2010.0,77760.0,3.18,-37940,33260,2670
2001-09-13,1900.0,1915.0,696150.0,3.03,28420,-24300,-4540
2001-09-14,1930.0,1640.0,600570.0,2.6,6270,-6400,-520
2001-09-17,1695.0,1400.0,600730.0,2.22,-8040,7100,0
2001-09-18,1500.0,1610.0,594810.0,2.55,2830,-2830,0
2001-09-19,1610.0,1630.0,630280.0,2.58,3930,-2940,0
2001-09-20,1600.0,1560.0,283860.0,2.47,5860,-7110,-140
2001-09-21,1430.0,1560.0,258220.0,2.47,810,-810,0
2001-09-24,1510.0,1640.0,306170.0,2.6,-1730,3150,0
2001-09-25,1730.0,1560.0,430640.0,2.47,3130,-3130,0
2001-09-26,1595.0,1555.0,166220.0,2.46,-10,-460,0
2001-09-27,1500.0,1600.0,209910.0,2.54,2980,-2510,0
2001-09-28,1630.0,1670.0,363930.0,2.65,11830,-4050,-7780
2001-10-04,1800.0,1920.0,810570.0,3.04,550,-2110,0
2001-10-05,1940.0,2020.0,1574280.0,3.2,-9700,12200,0
2001-10-08,1940.0,2010.0,672100.0,3.18,-840,840,0
2001-10-09,2120.0,2200.0,1198230.0,3.49,-2150,2150,0
2001-10-10,2110.0,2140.0,580260.0,3.39,-1510,1510,0
2001-10-11,2290.0,2130.0,728960.0,3.37,-12430,15430,0
2001-10-12,2200.0,2125.0,550640.0,3.37,9930,-10400,0
2001-10-15,2075.0,2135.0,412740.0,3.38,-2490,2490,0
2001-10-16,2150.0,2135.0,361380.0,3.38,-1850,1850,0
2001-10-17,2165.0,2190.0,470030.0,3.47,9740,-4740,0
2001-10-18,2130.0,2110.0,324650.0,3.34,4420,-4420,0
2001-10-19,2115.0,2100.0,225070.0,3.33,-7040,6800,0
2001-10-22,2150.0,2140.0,372380.0,3.39,7080,-5080,0
2001-10-23,2200.0,2145.0,450730.0,3.4,-8380,10380,-2000
2001-10-24,2150.0,2120.0,304650.0,3.36,480,-3260,-20
