Symbol,신도리코_시가(원),신도리코_종가(원),신도리코_거래량(주),신도리코_PER(IFRS-연결),신도리코_순매수수량(개인)(주),신도리코_순매수수량(기관계)(주),신도리코_순매수수량(외국인계)(주)
2014-06-26,64800.0,65000.0,11605.0,24.9,31,3856,-3508
2014-06-27,65000.0,65700.0,11500.0,25.17,-610,6042,-5432
2014-06-30,65900.0,66200.0,5032.0,25.36,-1683,-40,1723
2014-07-01,65500.0,66000.0,12148.0,25.28,-456,-1823,2279
2014-07-02,66100.0,65800.0,9401.0,25.21,-1638,-886,2524
2014-07-03,65500.0,66400.0,6861.0,25.44,-114,-1182,1297
2014-07-04,66300.0,66700.0,5398.0,25.55,-1896,2114,-218
2014-07-07,66600.0,66500.0,2115.0,25.47,-235,496,-270
2014-07-08,65700.0,66600.0,6851.0,25.51,-72,-38,139
2014-07-09,65900.0,66200.0,10160.0,25.36,457,-546,129
2014-07-10,66500.0,65600.0,3527.0,25.13,61,-1053,992
2014-07-11,65200.0,66100.0,13039.0,25.32,393,-4421,4036
2014-07-14,66100.0,68500.0,11534.0,26.24,-7137,1009,6318
2014-07-15,68900.0,68100.0,4096.0,26.09,-606,1245,-639
2014-07-16,67100.0,67800.0,10039.0,25.97,-2047,4744,-2371
2014-07-17,67600.0,67700.0,3920.0,25.93,757,-1411,784
2014-07-18,67900.0,66900.0,2287.0,25.63,713,-527,14
2014-07-21,66800.0,68700.0,4434.0,26.32,-1723,-310,2223
2014-07-22,68700.0,68200.0,4166.0,26.12,246,772,-837
2014-07-23,67800.0,68100.0,3182.0,26.09,-199,305,74
2014-07-24,67600.0,68100.0,7550.0,26.09,-3765,2963,936
2014-07-25,68100.0,69500.0,5668.0,26.62,-1181,2187,-551
2014-07-28,69500.0,68300.0,7346.0,26.16,1349,-903,-446
2014-07-29,68900.0,69400.0,14419.0,26.58,-1244,-6217,7478
2014-07-30,69700.0,68500.0,14946.0,26.24,2492,-6209,3725
2014-07-31,69200.0,71700.0,29087.0,27.47,-8480,-5911,14396
2014-08-01,71400.0,72300.0,16355.0,27.7,808,-1550,710
2014-08-04,73200.0,70700.0,9965.0,27.08,1353,-2399,530
2014-08-05,70600.0,69500.0,8547.0,26.62,-68,-3509,3577
2014-08-06,69300.0,69500.0,11070.0,26.62,157,-665,549
2014-08-07,69100.0,70100.0,5269.0,26.85,276,-2459,2183
2014-08-08,70100.0,69900.0,12304.0,26.78,-2071,-3447,5511
2014-08-11,70000.0,70300.0,11192.0,26.93,740,-7463,6743
2014-08-12,70300.0,70400.0,8328.0,26.97,643,-4696,4053
2014-08-13,70200.0,70800.0,5666.0,27.12,-2219,673,1546
2014-08-14,70100.0,71000.0,5551.0,27.2,-540,-684,1224
2014-08-18,70500.0,70300.0,2260.0,26.93,565,-658,171
2014-08-19,68800.0,70500.0,6016.0,27.01,-612,-17,629
2014-08-20,69800.0,70800.0,2908.0,27.12,-1068,673,395
2014-08-21,70100.0,68800.0,6101.0,26.35,1912,-2506,670
2014-08-22,68200.0,70400.0,4383.0,26.97,-1075,-424,1473
2014-08-25,70400.0,72500.0,8915.0,27.77,-2847,832,1925
2014-08-26,73000.0,72600.0,4608.0,27.81,-806,192,614
2014-08-27,72700.0,72300.0,7399.0,27.7,-993,-1086,2155
2014-08-28,72000.0,72100.0,9024.0,27.62,352,-3034,2730
2014-08-29,71900.0,68000.0,22061.0,26.05,7590,-7314,-17
2014-09-01,67300.0,68000.0,11473.0,26.05,-914,-24,836
2014-09-02,67500.0,68200.0,4914.0,26.12,-53,-65,61
2014-09-03,67300.0,69000.0,14612.0,26.43,-4969,4794,110
2014-09-04,69100.0,70400.0,10708.0,26.97,-2176,2475,1002
2014-09-05,69200.0,71000.0,7942.0,27.2,-970,-235,1205
2014-09-11,70900.0,70300.0,14645.0,26.93,416,-5284,4868
2014-09-12,71000.0,71300.0,5756.0,27.31,-660,-452,1609
2014-09-15,71300.0,72300.0,15283.0,27.7,-1715,-7487,9202
2014-09-16,72300.0,72500.0,4763.0,27.77,-1005,603,402
2014-09-17,72900.0,72900.0,20662.0,27.93,-2711,-5767,8295
2014-09-18,72500.0,73400.0,32929.0,28.12,-157,-3715,5464
2014-09-19,74100.0,74700.0,11468.0,28.61,-4011,1640,2371
2014-09-22,74000.0,74900.0,12257.0,28.69,-2659,5013,-2354
2014-09-23,74900.0,75100.0,7839.0,28.77,-1019,1769,-711
2014-09-24,75100.0,74700.0,9368.0,28.61,896,-1275,417
2014-09-25,74700.0,75000.0,10143.0,28.73,-1262,-1805,3110
2014-09-26,75000.0,74200.0,7943.0,28.42,-1352,273,1149
2014-09-29,73300.0,74600.0,11487.0,28.58,-2634,-163,2812
2014-09-30,74000.0,75200.0,9943.0,28.81,187,-3374,3254
2014-10-01,74100.0,75700.0,7892.0,29.0,-919,1045,-137
2014-10-02,76300.0,75900.0,17423.0,29.07,-349,5804,-4265
2014-10-06,75100.0,75000.0,10697.0,28.73,51,-1040,1009
2014-10-07,75000.0,73900.0,7093.0,28.31,1321,-2799,1478
2014-10-08,72700.0,76300.0,17309.0,29.23,-1551,1103,476
2014-10-10,77600.0,75500.0,15557.0,28.92,-618,2489,-1887
2014-10-13,75300.0,76900.0,12368.0,29.46,-1072,131,773
2014-10-14,78000.0,72600.0,10735.0,27.81,2743,-2554,-182
2014-10-15,73100.0,74900.0,12455.0,28.69,-1521,-4619,6140
2014-10-16,74800.0,73900.0,14271.0,28.31,-1177,-76,1253
2014-10-17,74500.0,75500.0,19145.0,28.92,-6303,5054,1256
2014-10-20,75000.0,73100.0,22064.0,28.0,1654,192,-4828
2014-10-21,73000.0,74300.0,12098.0,28.46,-1445,1422,71
2014-10-22,74300.0,74100.0,3392.0,28.38,-249,307,-58
2014-10-23,73000.0,74300.0,10779.0,28.46,473,-4261,3782
2014-10-24,74300.0,73200.0,10790.0,28.04,620,-1533,918
2014-10-27,73800.0,71500.0,12248.0,27.39,1854,-3650,1796
2014-10-28,71900.0,72400.0,8232.0,27.73,-1126,1175,-48
2014-10-29,72500.0,73100.0,12591.0,28.0,-2380,-553,2933
2014-10-30,72300.0,71000.0,9234.0,27.2,-720,1852,-1103
2014-10-31,71100.0,70700.0,12795.0,27.08,-1203,-1506,3268
2014-11-03,70200.0,71500.0,8212.0,27.39,-1267,-460,1727
2014-11-04,71600.0,71400.0,9065.0,27.35,-12,-4096,4108
2014-11-05,71900.0,70300.0,10660.0,26.93,624,-2819,2195
2014-11-06,69800.0,71000.0,6318.0,27.2,-1350,2903,-1554
2014-11-07,70000.0,71000.0,9966.0,27.2,787,2354,-3141
2014-11-10,71000.0,70000.0,6929.0,26.81,863,275,-1138
2014-11-11,70000.0,70700.0,26953.0,27.08,-429,776,-511
2014-11-12,69600.0,70400.0,6311.0,26.97,395,-123,-304
2014-11-13,69800.0,69500.0,6516.0,26.62,2307,-1765,-549
2014-11-14,69500.0,70000.0,2490.0,26.81,-453,-82,522
2014-11-17,69300.0,70300.0,7238.0,26.93,54,-2354,2209
2014-11-18,70000.0,70500.0,17337.0,27.01,189,-2776,2587
2014-11-19,70500.0,70800.0,18555.0,27.12,-1020,2039,-1021
2014-11-20,70800.0,71000.0,12003.0,27.2,-2886,-990,3876
2014-11-21,71000.0,72000.0,11969.0,27.58,-1231,380,851
2014-11-24,72000.0,73500.0,13386.0,28.15,-2322,-4773,7095
2014-11-25,74000.0,73700.0,18285.0,28.23,-748,-1477,2225
2014-11-26,73500.0,73000.0,2963.0,27.96,446,-1799,1353
2014-11-27,73000.0,73000.0,5631.0,27.96,-393,-4360,4765
2014-11-28,73000.0,74100.0,10292.0,28.38,-90,-4436,4526
2014-12-01,72800.0,73000.0,16509.0,27.96,-1274,-11174,12448
2014-12-02,72100.0,73500.0,6050.0,28.15,-598,-2208,2806
2014-12-03,72300.0,71400.0,7240.0,27.35,2221,-3929,1708
2014-12-04,71000.0,70700.0,7121.0,27.08,955,-4415,3460
2014-12-05,70300.0,70800.0,8506.0,27.12,-36,-2472,2487
2014-12-08,70000.0,72200.0,8427.0,27.66,-1027,-1649,2835
2014-12-09,72200.0,70600.0,7493.0,27.04,264,-518,455
2014-12-10,70200.0,70700.0,9336.0,27.08,-157,-3126,3128
2014-12-11,70700.0,69200.0,14188.0,26.51,1692,2007,-3721
2014-12-12,69400.0,69000.0,11214.0,26.43,271,1892,-2163
2014-12-15,69000.0,68700.0,15500.0,26.32,3076,-5385,2301
2014-12-16,68600.0,68800.0,6817.0,26.35,710,194,-904
2014-12-17,69500.0,68900.0,7649.0,26.39,143,1894,-2115
2014-12-18,69000.0,69200.0,25826.0,26.51,-30,-1131,1161
2014-12-19,69200.0,68500.0,13864.0,26.24,3633,-2924,-709
2014-12-22,68300.0,68800.0,2141.0,26.35,-918,763,155
2014-12-23,68700.0,69800.0,4428.0,26.74,-1782,3064,-1282
2014-12-24,70000.0,69800.0,4391.0,26.74,-913,1213,-300
2014-12-26,69300.0,70700.0,9700.0,27.08,-3582,2111,1468
2014-12-29,69600.0,69600.0,7668.0,26.66,77,1627,-1704
2014-12-30,68800.0,67800.0,14375.0,25.97,1767,-1650,502
2015-01-02,66500.0,68000.0,5363.0,40.05,-685,615,70
2015-01-05,66600.0,68500.0,8771.0,40.34,-1206,1813,-607
2015-01-06,67500.0,68100.0,6568.0,40.11,-689,2169,-1480
2015-01-07,67300.0,66500.0,9389.0,39.16,742,2537,-3279
2015-01-08,65900.0,66600.0,9683.0,39.22,-2563,-742,3305
2015-01-09,67100.0,67500.0,6476.0,39.75,10,-1143,1187
2015-01-12,68700.0,69100.0,5716.0,40.7,741,448,-1184
2015-01-13,70500.0,69600.0,7546.0,40.99,-1510,5433,-3923
2015-01-14,69000.0,70100.0,8322.0,41.29,-1991,600,1396
2015-01-15,70000.0,70900.0,11837.0,41.76,-1072,864,228
2015-01-16,70100.0,70400.0,9399.0,41.46,-16,-1070,1459
2015-01-19,70900.0,71800.0,5827.0,42.29,-770,-871,1649
2015-01-20,71200.0,72000.0,1897.0,42.4,-470,521,-48
2015-01-21,72000.0,70500.0,2086.0,41.52,-195,-384,592
2015-01-22,70900.0,71100.0,2883.0,41.87,-612,-190,802
2015-01-23,71000.0,72000.0,7123.0,42.4,-1358,852,506
2015-01-26,72000.0,71600.0,2622.0,42.17,-368,238,130
2015-01-27,72000.0,70800.0,11252.0,41.7,-234,-4255,4489
2015-01-28,71500.0,70400.0,3891.0,41.46,95,-1970,1875
2015-01-29,70500.0,71700.0,3283.0,42.23,-497,763,-266
2015-01-30,71700.0,71700.0,8150.0,42.23,-857,-2537,3497
2015-02-02,70700.0,72200.0,3398.0,42.52,-136,907,-771
2015-02-03,71400.0,72200.0,3377.0,42.52,70,1361,-1431
2015-02-04,71300.0,71000.0,2241.0,41.82,486,-501,15
2015-02-05,70700.0,72700.0,6628.0,42.82,-1401,-1472,3399
2015-02-06,71600.0,72500.0,5346.0,42.7,-947,2372,-1425
2015-02-09,72100.0,72500.0,3891.0,42.7,-766,1512,-746
2015-02-10,72000.0,72100.0,4067.0,42.46,-277,853,-577
2015-02-11,72300.0,71900.0,6761.0,42.35,-819,1864,-1045
2015-02-12,72500.0,72800.0,7075.0,42.88,-651,3223,-2572
2015-02-13,72000.0,72300.0,3610.0,42.58,350,2089,-2439
2015-02-16,72000.0,73200.0,3041.0,43.11,-1634,1821,-186
2015-02-17,73200.0,73900.0,7138.0,43.52,-2145,-990,495
2015-02-23,73900.0,74500.0,3528.0,43.88,-549,938,-389
2015-02-24,74800.0,74000.0,5494.0,43.58,-138,2098,-1960
2015-02-25,74000.0,73600.0,10685.0,43.35,-371,3505,-3134
2015-02-26,73600.0,72300.0,4181.0,42.58,-48,-68,116
2015-02-27,72000.0,71500.0,12227.0,42.11,388,1700,-2088
2015-03-02,71300.0,70500.0,6678.0,41.52,34,-1496,1462
2015-03-03,70200.0,69500.0,16057.0,40.93,3120,-70,-3050
2015-03-04,68500.0,68700.0,6500.0,40.46,2183,-920,-1269
2015-03-05,68200.0,68600.0,8515.0,40.4,2610,-1885,-3065
2015-03-06,68500.0,68100.0,4592.0,40.11,1247,307,-1660
2015-03-09,67600.0,68500.0,5450.0,40.34,1168,738,-1906
2015-03-10,67900.0,67600.0,18136.0,39.81,1959,4250,-6209
2015-03-11,67600.0,67200.0,36618.0,39.58,1894,1286,-3180
2015-03-12,66600.0,66400.0,8853.0,39.11,2677,-316,-2355
2015-03-13,66800.0,68500.0,9102.0,40.34,-3890,-656,4546
2015-03-16,68700.0,68000.0,3744.0,40.05,-176,1241,-1065
2015-03-17,67900.0,67800.0,11958.0,39.93,1325,-908,-965
2015-03-18,68800.0,67700.0,7583.0,39.87,1441,-4146,2705
2015-03-19,67500.0,68100.0,8099.0,40.11,1013,-2001,1240
2015-03-20,68100.0,66800.0,8439.0,39.34,2547,-1285,-1010
2015-03-23,67000.0,67300.0,3909.0,39.64,-553,-361,913
2015-03-24,67300.0,68300.0,3404.0,40.22,-1363,1597,-234
2015-03-25,67500.0,68900.0,6045.0,40.58,-4511,2863,1648
2015-03-26,69100.0,70100.0,10785.0,41.29,-4965,5005,-40
2015-03-27,69000.0,71800.0,7505.0,42.29,-2482,4170,-1688
2015-03-30,72300.0,70000.0,6932.0,41.23,252,633,-885
2015-03-31,69700.0,69300.0,11572.0,40.81,190,-51,-139
2015-04-01,69300.0,69200.0,3744.0,40.76,774,-426,-348
2015-04-02,69000.0,70200.0,3222.0,41.34,-831,403,428
2015-04-03,70200.0,71200.0,5225.0,41.93,-1368,1304,72
2015-04-06,71200.0,69900.0,4343.0,41.17,220,391,-386
2015-04-07,69300.0,70100.0,4625.0,41.29,-85,-1060,1145
2015-04-08,69400.0,70000.0,4645.0,41.23,-52,1550,-1498
2015-04-09,69300.0,69000.0,3974.0,40.64,1598,-1419,-175
2015-04-10,68600.0,69100.0,7019.0,40.7,340,-1341,865
2015-04-13,68800.0,68300.0,7737.0,40.22,181,-2670,2358
2015-04-14,67900.0,68900.0,6505.0,40.58,-844,-713,1634
2015-04-15,68200.0,68900.0,9058.0,40.58,425,-2012,1589
2015-04-16,68400.0,70100.0,14264.0,41.29,-1490,604,911
2015-04-17,69300.0,68600.0,9011.0,40.4,4560,-4720,190
2015-04-20,69600.0,68700.0,13241.0,40.46,461,-5720,4890
2015-04-21,68400.0,68700.0,9659.0,40.46,-813,-1630,2472
2015-04-22,68300.0,68100.0,8348.0,40.11,33,-1653,1547
2015-04-23,68200.0,68000.0,8409.0,40.05,3124,-1509,-2049
2015-04-24,68000.0,68700.0,12886.0,40.46,-924,-3240,4198
2015-04-27,68700.0,68600.0,10205.0,40.4,892,767,-1790
2015-04-28,68100.0,68500.0,5384.0,40.34,119,621,-740
2015-04-29,68200.0,70800.0,24827.0,41.7,-6067,6214,-147
2015-04-30,69900.0,69600.0,22032.0,40.99,19,1901,-1920
2015-05-04,70200.0,69400.0,11917.0,40.87,2198,554,-2752
2015-05-06,69400.0,67400.0,9868.0,39.69,5189,-1082,-4250
2015-05-07,67100.0,67400.0,4831.0,39.69,351,-136,-215
2015-05-08,67000.0,68100.0,4221.0,40.11,-1809,1016,728
2015-05-11,68100.0,68800.0,9032.0,40.52,-1301,-950,2169
2015-05-12,68100.0,68300.0,8678.0,40.22,-261,2409,-2294
2015-05-13,67800.0,68700.0,2723.0,40.46,-667,454,143
2015-05-14,68200.0,69300.0,6424.0,40.81,-997,784,213
2015-05-15,68600.0,70200.0,13121.0,41.34,-2721,1741,758
2015-05-18,70200.0,70300.0,7089.0,41.4,-1005,-1719,2741
2015-05-19,69400.0,69500.0,17461.0,40.93,-826,1544,-618
2015-05-20,69600.0,70300.0,7647.0,41.4,-1080,-2514,3594
2015-05-21,70700.0,70400.0,7485.0,41.46,-92,-3919,4011
2015-05-22,70200.0,70900.0,10209.0,41.76,-2912,-163,3115
2015-05-26,70300.0,71100.0,8510.0,41.87,-867,-4749,5616
2015-05-27,70800.0,68800.0,14359.0,40.52,1789,-5408,3619
2015-05-28,68800.0,68600.0,5482.0,40.4,724,-1565,827
2015-05-29,67800.0,75600.0,20772.0,44.52,-6454,2041,4413
2015-06-01,75700.0,70200.0,22799.0,41.34,5679,-2465,-3208
2015-06-02,70000.0,70000.0,9790.0,41.23,380,-1359,979
2015-06-03,69200.0,69400.0,13800.0,40.87,1464,68,-1548
2015-06-04,68700.0,67900.0,8969.0,39.99,3273,-3127,-298
2015-06-05,67600.0,67600.0,9457.0,39.81,862,562,-1424
2015-06-08,67000.0,68000.0,9701.0,40.05,-244,742,-587
2015-06-09,68000.0,66900.0,8461.0,39.4,4516,-1287,-3318
2015-06-10,67000.0,66600.0,5422.0,39.22,2781,-1674,-1107
2015-06-11,67000.0,66100.0,14806.0,38.93,3189,-5729,2561
2015-06-12,66700.0,67400.0,12427.0,39.69,-3023,834,2189
2015-06-15,67100.0,68100.0,9222.0,40.11,-1380,3274,-1894
2015-06-16,67300.0,67100.0,9513.0,39.52,-203,3252,-3089
2015-06-17,67000.0,67000.0,13021.0,39.46,804,-3292,2488
2015-06-18,67600.0,66300.0,12209.0,39.05,4125,-3398,-727
2015-06-19,66300.0,65800.0,5926.0,38.75,775,9,-814
2015-06-22,65600.0,65900.0,4884.0,38.81,1036,-815,-221
2015-06-23,65800.0,66300.0,7257.0,39.05,224,502,-746
2015-06-24,66000.0,66600.0,5246.0,39.22,-1088,-148,1216
2015-06-25,66200.0,67000.0,6489.0,39.46,-1006,-823,1829
2015-06-26,67100.0,66500.0,9151.0,39.16,1833,-1905,-384
2015-06-29,65600.0,65600.0,8879.0,38.63,1803,558,-2331
2015-06-30,64800.0,64200.0,14281.0,37.81,7222,-5081,-2121
2015-07-01,64100.0,63900.0,8437.0,37.63,1403,-1500,97
2015-07-02,63800.0,63700.0,23707.0,37.52,4405,-16547,12112
2015-07-03,63600.0,63600.0,5651.0,37.46,900,-1042,142
2015-07-06,63300.0,61500.0,13577.0,36.22,4055,-3505,-550
2015-07-07,61600.0,61700.0,9702.0,36.34,787,-2885,2098
2015-07-08,62500.0,59500.0,14540.0,35.04,6538,-6192,-270
2015-07-09,59800.0,61200.0,19084.0,36.04,-647,-9095,9742
2015-07-10,61200.0,60100.0,8641.0,35.4,2029,-764,-1224
2015-07-13,59700.0,61400.0,6309.0,36.16,-774,1671,-897
2015-07-14,60300.0,61900.0,16633.0,36.46,-5586,7657,-2071
2015-07-15,62500.0,61900.0,11626.0,36.46,772,-1718,926
2015-07-16,61300.0,61600.0,7652.0,36.28,1040,-3408,2368
2015-07-17,61300.0,59900.0,13657.0,35.28,6081,-7673,1420
2015-07-20,60200.0,59900.0,13620.0,35.28,529,-8701,8189
2015-07-21,59900.0,60300.0,8814.0,35.51,46,-5292,5246
2015-07-22,59900.0,60100.0,8990.0,35.4,1685,-3141,1456
2015-07-23,60200.0,59800.0,6303.0,35.22,1849,-2766,917
2015-07-24,59900.0,60000.0,10658.0,35.34,344,-5062,4718
2015-07-27,60000.0,59700.0,13339.0,35.16,4464,-2948,-1473
2015-07-28,60200.0,59500.0,10007.0,35.04,491,-1717,4181
2015-07-29,59300.0,60200.0,12118.0,35.45,2522,-7462,5000
2015-07-30,60400.0,60100.0,15886.0,35.4,362,-5286,7896
2015-07-31,60100.0,60000.0,14320.0,35.34,1493,-5669,4236
2015-08-03,59400.0,59700.0,11037.0,35.16,2470,-1323,1839
2015-08-04,60100.0,59200.0,13127.0,34.87,2700,-8108,5408
2015-08-05,59200.0,59200.0,8756.0,34.87,2049,-5276,3227
2015-08-06,59100.0,59200.0,12350.0,34.87,2530,-6781,3978
2015-08-07,59200.0,59500.0,4751.0,35.04,-399,-1572,1971
2015-08-10,59400.0,59400.0,8283.0,34.98,881,-3023,2137
2015-08-11,59700.0,59100.0,4866.0,34.81,1978,-1311,-656
2015-08-12,59400.0,59600.0,11271.0,35.1,-2005,2293,-277
2015-08-13,60100.0,60400.0,7994.0,35.57,-1332,2341,-1009
2015-08-17,60800.0,60600.0,3817.0,35.69,-785,994,-201
2015-08-18,61000.0,59100.0,6889.0,34.81,2741,-2436,-338
2015-08-19,58400.0,58600.0,12174.0,34.51,1081,2395,-3476
2015-08-20,59000.0,59000.0,8709.0,34.75,-970,5336,-4366
2015-08-21,59400.0,57700.0,10192.0,33.98,-819,5277,-4409
2015-08-24,58400.0,57500.0,24256.0,33.86,3959,4604,-8563
2015-08-25,58600.0,57800.0,10497.0,34.04,1095,753,-1848
2015-08-26,57400.0,57700.0,10887.0,33.98,757,2624,-3387
2015-08-27,57400.0,57500.0,17564.0,33.86,3220,-2911,-467
2015-08-28,57100.0,57600.0,18965.0,33.92,21,-945,716
2015-08-31,57300.0,57700.0,18164.0,33.98,338,3328,-4102
2015-09-01,56900.0,56000.0,8879.0,32.98,4896,-1479,-3417
2015-09-02,56000.0,54400.0,13191.0,32.04,4976,-3410,-1576
2015-09-03,54500.0,53100.0,23273.0,31.27,9573,-10518,1015
2015-09-04,53000.0,53500.0,5027.0,31.51,1164,-820,-320
2015-09-07,53600.0,53600.0,4094.0,31.57,-553,1569,-1016
2015-09-08,53400.0,52500.0,7796.0,30.92,3492,1371,-4863
2015-09-09,52600.0,55400.0,16923.0,32.63,-7073,12865,-5792
2015-09-10,55200.0,56400.0,12026.0,33.22,-1962,3487,-1525
2015-09-11,54400.0,55800.0,10116.0,32.86,3331,-2624,-642
2015-09-14,55500.0,54800.0,5317.0,32.27,1246,-1017,-169
2015-09-15,54800.0,54800.0,6289.0,32.27,308,-3374,3066
2015-09-16,55200.0,55900.0,12532.0,32.92,-1917,-5843,7760
2015-09-17,56900.0,56500.0,5596.0,33.28,-1430,-140,1570
2015-09-18,56100.0,56700.0,4495.0,33.39,-1051,-402,1453
2015-09-21,56900.0,57300.0,8893.0,33.75,-2101,1497,604
2015-09-22,58200.0,57400.0,3666.0,33.81,817,-237,-580
2015-09-23,56800.0,60400.0,8909.0,35.57,-3609,6658,-3049
2015-09-24,60400.0,59000.0,7697.0,34.75,3319,392,-3711
2015-09-25,60300.0,61000.0,11607.0,35.93,-1571,2270,-699
2015-09-30,61000.0,62600.0,11900.0,36.87,-2552,-397,2989
2015-10-01,62600.0,63900.0,12335.0,37.63,-5111,1111,3985
2015-10-02,64000.0,63600.0,13035.0,37.46,3210,-2818,-392
2015-10-05,63700.0,62700.0,6011.0,36.93,1315,-1318,66
2015-10-06,62700.0,61800.0,5126.0,36.4,-157,-896,1053
2015-10-07,60100.0,61800.0,3823.0,36.4,83,-702,619
2015-10-08,61900.0,63700.0,13605.0,37.52,-1720,-406,2126
2015-10-12,63500.0,63500.0,5723.0,37.4,-465,275,198
2015-10-13,62600.0,63000.0,7511.0,37.1,437,-935,498
2015-10-14,62100.0,61600.0,2664.0,36.28,625,-186,-439
2015-10-15,61100.0,61700.0,7970.0,36.34,-755,-63,818
2015-10-16,61500.0,61000.0,14242.0,35.93,2405,-1507,-898
2015-10-19,60600.0,60300.0,13903.0,35.51,672,3114,-3852
2015-10-20,60300.0,61200.0,3702.0,36.04,-219,35,184
2015-10-21,61500.0,60900.0,6224.0,35.87,-825,424,401
2015-10-22,60300.0,61200.0,9886.0,36.04,-645,-319,964
2015-10-23,60700.0,62300.0,6944.0,36.69,-2740,1843,897
2015-10-26,63700.0,62400.0,3999.0,36.75,-392,639,-247
2015-10-27,63200.0,61800.0,2949.0,36.4,-5,-220,225
2015-10-28,62300.0,62500.0,6515.0,36.81,-2473,537,1936
2015-10-29,61600.0,61000.0,3411.0,35.93,1403,-936,-467
2015-10-30,61600.0,60900.0,5456.0,35.87,1203,-1395,192
2015-11-02,60100.0,59600.0,7079.0,35.1,2297,-1272,-1234
2015-11-03,59700.0,59500.0,11718.0,35.04,-110,411,-896
2015-11-04,59600.0,59300.0,5576.0,34.92,1098,-303,-1174
2015-11-05,58700.0,59300.0,6297.0,34.92,839,1053,-1980
2015-11-06,58800.0,57900.0,4261.0,34.1,2783,-1080,-1703
2015-11-09,58200.0,56200.0,8376.0,33.1,3023,-1678,-1345
2015-11-10,56000.0,56100.0,11241.0,33.04,2181,-1283,-898
2015-11-11,55300.0,56000.0,4202.0,32.98,1265,-1626,361
2015-11-12,56000.0,56400.0,4658.0,33.22,-269,475,-697
2015-11-13,55200.0,55300.0,3476.0,32.57,1817,-1122,-695
2015-11-16,55300.0,54800.0,2815.0,32.27,424,430,-854
2015-11-17,55000.0,54600.0,2899.0,32.16,256,340,-596
2015-11-18,54800.0,53800.0,7780.0,31.69,3159,-2244,-915
2015-11-19,53900.0,54000.0,4371.0,31.8,940,-573,-367
2015-11-20,54900.0,54400.0,3645.0,32.04,79,578,-657
2015-11-23,55400.0,54600.0,4405.0,32.16,1988,-1010,-978
2015-11-24,55100.0,54000.0,7546.0,31.8,515,-135,-380
2015-11-25,54200.0,53400.0,11482.0,31.45,2249,-446,501
2015-11-26,53400.0,54700.0,7060.0,32.22,-1359,4186,-2827
2015-11-27,54700.0,54200.0,2747.0,31.92,391,0,-391
2015-11-30,54800.0,53900.0,8628.0,31.74,2257,-3188,931
2015-12-01,54000.0,53700.0,4406.0,31.63,682,-152,-530
2015-12-02,53400.0,54000.0,4550.0,31.8,618,198,-816
2015-12-03,53600.0,53600.0,8798.0,31.57,667,161,-539
2015-12-04,53900.0,53200.0,8441.0,31.33,-99,2633,-2534
2015-12-07,53600.0,53100.0,5615.0,31.27,192,1221,-1413
2015-12-08,53100.0,52700.0,5780.0,31.04,1402,-406,-996
2015-12-09,52700.0,52100.0,9248.0,30.68,1309,-1612,303
2015-12-10,52400.0,52800.0,8409.0,31.1,134,785,-958
2015-12-11,52300.0,50000.0,35808.0,29.45,12736,-13237,501
2015-12-14,50000.0,47900.0,53097.0,28.21,8622,-11131,2509
2015-12-15,48000.0,49000.0,10642.0,28.86,-914,-187,3236
2015-12-16,49000.0,49500.0,5554.0,29.15,-916,2477,-1561
2015-12-17,49900.0,49700.0,5904.0,29.27,956,-1509,553
2015-12-18,49600.0,49150.0,9452.0,28.95,1670,-994,-676
2015-12-21,49900.0,50200.0,6241.0,29.57,-928,1319,-391
2015-12-22,50400.0,50500.0,4971.0,29.74,-971,247,724
2015-12-23,50300.0,51100.0,5995.0,30.1,-1044,803,391
2015-12-24,51500.0,52000.0,8324.0,30.63,-1339,349,990
2015-12-28,52000.0,51800.0,5482.0,30.51,-1497,2039,-542
2015-12-29,51100.0,49800.0,5047.0,29.33,3357,-2861,-332
2015-12-30,49500.0,49850.0,7203.0,29.36,1179,-701,-478
2016-01-04,49300.0,48800.0,17996.0,52.58,2615,-5934,3319
2016-01-05,48800.0,48250.0,11448.0,51.99,2068,1425,-3493
2016-01-06,48050.0,48500.0,13279.0,52.26,713,748,-1461
2016-01-07,48500.0,47800.0,10091.0,51.51,3360,1258,-4618
2016-01-08,47800.0,48400.0,9638.0,52.15,74,4001,-3800
2016-01-11,50000.0,49050.0,20723.0,52.85,4633,2439,-6760
2016-01-12,49700.0,49000.0,9077.0,52.8,1385,-1996,591
2016-01-13,49000.0,49300.0,10879.0,53.12,-462,-2755,3365
2016-01-14,49300.0,48100.0,7822.0,51.83,1702,-114,-1110
2016-01-15,48450.0,48150.0,8000.0,51.88,610,2014,-2624
2016-01-18,48200.0,48550.0,6580.0,52.31,-882,3265,-2223
2016-01-19,48050.0,47900.0,9063.0,51.61,2442,2896,-5338
2016-01-20,47900.0,47200.0,13730.0,50.86,-55,-1992,2047
2016-01-21,47100.0,46650.0,10987.0,50.27,-636,610,-719
2016-01-22,47000.0,47900.0,11427.0,51.61,-1352,691,661
2016-01-25,47600.0,47550.0,5262.0,51.24,1013,196,-1209
2016-01-26,47550.0,48400.0,5091.0,52.15,-954,2927,-1973
2016-01-27,48900.0,49500.0,8364.0,53.34,-425,1614,-1189
2016-01-28,49450.0,48950.0,3858.0,52.74,2366,-777,-1589
