Symbol,신도리코_시가(원),신도리코_종가(원),신도리코_거래량(주),신도리코_PER(IFRS-연결),신도리코_순매수수량(개인)(주),신도리코_순매수수량(기관계)(주),신도리코_순매수수량(외국인계)(주)
2000-01-04,32150,30800,59930,6.64,24820,2850,-17350
2000-01-05,31000,30200,35420,6.51,8250,-9990,1740
2000-01-06,30950,29800,50750,6.42,630,-30590,30000
2000-01-07,29200,29450,41520,6.34,13030,-13910,880
2000-01-10,29700,30500,63080,6.57,31270,-25190,-4310
2000-01-11,31000,32400,64320,6.98,-15770,-4430,22920
2000-01-12,32500,34400,163660,7.41,-9990,-77140,85130
2000-01-13,35000,31000,57210,6.68,-2960,7370,-4610
2000-01-14,33000,35650,44630,7.68,2320,-2320,0
2000-01-17,37900,36000,154680,7.76,-21820,22060,-480
2000-01-18,35100,34600,59290,7.45,6220,9920,-16140
2000-01-19,34000,32100,30070,6.92,6680,-4270,-1300
2000-01-20,28500,31000,41500,6.68,3510,-2310,1600
2000-01-21,30300,32400,65810,6.98,8550,-2870,-900
2000-01-24,33000,33200,42810,7.15,-22690,21340,1350
2000-01-25,32800,33000,29280,7.11,-17830,8240,9590
2000-01-26,33000,34000,33690,7.32,-19420,19150,270
2000-01-27,33750,34500,32580,7.43,-13140,12950,230
2000-01-28,34100,34100,28290,7.35,-10910,12410,-1480
2000-01-31,33800,33800,18900,7.28,-7500,7930,-860
2000-02-01,33600,33500,16400,7.22,-7710,7770,-60
2000-02-02,33450,34700,33520,7.48,-18010,13470,4380
2000-02-03,34800,35400,31370,7.63,-13840,13650,2190
2000-02-07,35350,35700,78160,7.69,-13020,14290,-1690
2000-02-08,35300,35000,23560,7.54,-5880,5720,160
2000-02-09,35000,34500,41010,7.43,-3780,10350,-6570
2000-02-10,34100,34000,53940,7.32,-11930,14070,-2140
2000-02-11,34500,34000,61300,7.32,-14690,49750,-35140
2000-02-14,33500,34000,58660,7.32,-25670,37580,-11910
2000-02-15,34000,33950,33370,7.31,-11560,21870,-9850
2000-02-16,33300,33800,34760,7.28,-11660,21080,-9340
2000-02-17,33800,34500,65990,7.43,-5380,28480,-23600
2000-02-18,33800,34500,51490,7.43,-7420,8640,-1020
2000-02-21,33500,34300,30500,7.39,-7050,14590,-7540
2000-02-22,34400,33200,19120,7.15,-3040,2700,360
2000-02-23,33050,34000,27020,7.32,-12810,13960,-1060
2000-02-24,33500,33500,16320,7.22,-6560,8680,-120
2000-02-25,33100,33500,41170,7.22,-1850,1880,-40
2000-02-28,33900,32500,17270,7,1650,-3650,2000
2000-02-29,32500,32000,22330,6.89,-680,-90,970
2000-03-02,32000,31600,48200,6.81,22330,-22740,300
2000-03-03,31900,31550,66230,6.8,18260,-26160,5500
2000-03-06,31600,32500,45720,7,640,1620,20
2000-03-07,32500,32000,23740,6.89,4860,-5000,-120
2000-03-08,31600,32700,38990,7.04,-3810,3650,160
2000-03-09,32950,31000,67180,6.68,32370,-10910,-21380
2000-03-10,31650,31000,43680,6.68,8260,-8440,180
2000-03-13,31500,31350,152900,6.75,112050,-108740,-1510
2000-03-14,32000,33000,267350,7.11,12840,-19780,1640
2000-03-15,33500,33300,157730,7.17,15720,-9080,-1280
2000-03-16,33000,33700,157570,7.26,7760,-8060,280
2000-03-17,35000,33800,128170,7.28,-30580,29580,900
2000-03-20,33500,31550,75220,6.8,2590,-3290,660
2000-03-21,31550,31300,41910,6.74,-8780,7520,980
2000-03-22,31400,31350,61520,6.75,8830,-9190,360
2000-03-23,31200,30550,66600,6.58,5100,11790,-16690
2000-03-24,30650,30950,65170,6.67,-10400,10360,40
2000-03-27,30500,30100,74620,6.48,33660,-34660,1000
2000-03-28,30100,30500,58890,6.57,6890,-7720,360
2000-03-29,30150,30200,30610,6.51,-6620,7100,-480
2000-03-30,30100,30500,57190,6.57,-8880,8680,260
2000-03-31,30000,30250,51430,6.52,-7180,7560,-400
2000-04-03,30200,30000,24640,6.46,-11410,11930,-440
2000-04-04,29900,29250,29240,6.3,-13890,13070,570
2000-04-06,29750,28300,34180,6.1,6610,-7130,520
2000-04-07,28200,28300,50810,6.1,8980,-9500,520
2000-04-10,28500,28500,40450,6.14,10700,-9790,-460
2000-04-11,28500,28200,25050,6.08,-4210,4230,-20
2000-04-12,28000,27800,37410,5.99,2430,-2130,-400
2000-04-14,27550,27150,34460,5.85,-2570,620,0
2000-04-17,24200,24700,47190,5.32,-23060,28530,-5890
2000-04-18,26600,25000,109350,5.39,50410,-53210,40
2000-04-19,25500,25000,114590,5.39,26360,-24730,-1390
2000-04-20,25400,26800,87420,5.77,-27770,27890,-120
2000-04-21,26050,27000,48910,5.82,7020,-6820,-180
2000-04-24,26500,26050,19100,5.61,-3390,3510,0
2000-04-25,26000,25450,48060,5.48,-3180,3180,0
2000-04-26,25750,24700,32580,5.32,-5240,5100,140
2000-04-27,24700,24500,48850,5.28,-1660,1320,340
2000-04-28,24450,24000,30510,5.17,7910,-9920,2080
2000-05-02,24100,23700,48600,5.11,23360,-14410,-6360
2000-05-03,24000,24000,51650,5.17,14340,5710,-1040
2000-05-04,24500,24900,110540,5.36,13630,-19400,5770
2000-05-08,25900,24600,79690,5.3,20480,-24480,3970
2000-05-09,25500,24550,53220,5.29,19500,-23480,3970
2000-05-10,25000,26950,220900,5.81,-11450,6910,4540
2000-05-12,26950,26100,63180,5.62,-25270,26360,-1080
2000-05-15,26150,27300,140050,5.88,-23660,-50460,74120
2000-05-16,27500,27350,67190,5.89,-7650,3200,4450
2000-05-17,27500,26000,62840,5.6,-16760,-18870,35630
2000-05-18,25100,24900,47420,5.36,-16720,8850,7910
2000-05-19,24250,23200,128140,5,27530,64640,-90990
2000-05-22,23100,22600,53300,4.87,-10450,27890,-17440
2000-05-23,21250,22500,33650,4.85,-11820,16690,-5080
2000-05-24,21800,22500,57630,4.85,2110,29520,-31640
2000-05-25,23000,23400,52420,5.04,15660,-13080,-2300
2000-05-26,23900,24000,65890,5.17,-43420,18880,0
2000-05-29,24000,24600,23560,5.3,-2230,1990,-260
2000-05-30,24300,25500,68140,5.49,-12090,27510,-5420
2000-05-31,26000,25200,102110,5.43,10100,19260,-29360
2000-06-01,25000,25000,33360,5.39,1660,440,-2100
2000-06-02,26000,26600,131770,5.73,-4280,4780,-500
2000-06-05,26200,26950,102940,5.81,-7220,5220,2000
2000-06-07,26900,26500,122620,5.71,25740,27860,-53600
2000-06-08,26800,25400,63520,5.47,10660,-8100,-2560
2000-06-09,24800,25700,34840,5.54,-1950,-2310,4240
2000-06-12,25200,25700,49620,5.54,-530,-10440,10990
2000-06-13,25200,24900,35150,5.36,-10250,10250,0
2000-06-14,24800,24900,30430,5.36,-10930,12030,-1100
2000-06-15,25000,23800,33090,5.13,-480,380,100
2000-06-16,23100,23150,27800,4.99,3490,-3620,130
2000-06-19,23950,23200,27370,5,-3180,2180,1000
2000-06-20,24100,24150,29950,5.2,-6660,6860,-200
2000-06-21,24900,24150,16630,5.2,6170,-6140,-30
2000-06-22,24450,24000,17560,5.17,-2200,2200,0
2000-06-23,23500,24600,34970,5.3,-8090,8090,0
2000-06-26,24900,24750,30350,5.33,4010,-4060,40
2000-06-27,24900,25300,40460,5.45,8880,-730,520
2000-06-28,25000,25500,23800,5.49,-6920,6890,30
2000-06-29,24900,25000,25990,5.39,2860,-8010,5150
2000-06-30,25100,24800,14580,5.34,-2000,1900,100
2000-07-03,24900,26400,49130,5.69,1130,-4030,2900
2000-07-04,26900,26700,71450,5.75,-6340,-40560,46900
2000-07-05,26600,28000,78040,6.03,-5310,-10860,16170
2000-07-06,28000,29900,165970,6.44,-40840,-22190,63000
2000-07-07,30400,29800,68960,6.42,-19050,5950,13060
2000-07-10,29500,28200,42390,6.08,11740,-11700,0
2000-07-11,28300,27350,48480,5.89,-2280,2300,-20
2000-07-12,26800,27800,30910,5.99,-12200,7180,5020
2000-07-13,27600,27550,27970,5.94,-1510,10490,-8980
2000-07-14,27000,27000,48200,5.82,70,-70,0
2000-07-18,26700,26000,23570,5.6,6390,-4350,-2040
2000-07-19,26400,26900,52940,5.8,-11740,10720,1020
2000-07-20,26900,27000,31630,5.82,-10320,11530,870
2000-07-21,27000,27700,35430,5.97,-5550,5530,20
2000-07-24,27500,27700,52380,5.97,-25530,24960,570
2000-07-25,27600,27800,26970,5.99,-10180,7960,2220
2000-07-26,27500,28000,44840,6.03,-3550,3550,0
2000-07-27,27800,27900,19140,6.01,-3020,3020,0
2000-07-28,27600,28200,60370,6.08,-16830,-11920,28690
2000-07-31,28450,27650,27190,5.96,-4250,-7960,12180
2000-08-01,27650,28000,17910,6.03,-4490,4490,0
2000-08-02,27500,28100,17450,6.05,3060,-3260,200
2000-08-03,27800,27800,19280,5.99,3000,-2910,-90
2000-08-04,27500,27000,71050,5.82,15810,4420,-20140
2000-08-07,27000,25900,17710,5.58,-1520,1490,0
2000-08-08,25600,25650,19410,5.53,-1850,1700,100
2000-08-09,26200,26500,44580,5.71,-1890,14390,-12560
2000-08-10,26800,27400,22990,5.9,-4520,-500,5020
2000-08-11,26600,26700,14440,5.75,3950,-4940,970
2000-08-14,26700,26950,34180,5.81,8040,11920,-19930
2000-08-16,27500,28200,247500,6.08,1830,130960,-162840
2000-08-17,27800,29200,117440,6.29,-30230,7980,21280
2000-08-18,29900,28400,62910,6.12,3120,33870,-36990
2000-08-21,28400,27850,15770,6,-2400,2450,-20
2000-08-22,27400,27800,18160,5.99,-5370,5040,330
2000-08-23,27400,27800,40090,5.99,-1370,17290,-20920
2000-08-24,27400,27700,12900,5.97,-1530,60,390
2000-08-25,27650,27500,47890,5.92,5340,370,-6010
2000-08-28,27600,28000,44720,6.03,-1440,-470,2010
2000-08-29,28000,27500,8250,5.92,10,10,-20
2000-08-30,27500,27700,12280,5.97,1720,-1660,-60
2000-08-31,27200,27400,120440,5.9,-9690,99350,-85640
2000-09-01,27500,28000,53350,6.03,-4580,20580,-16000
2000-09-04,28500,27500,47410,5.92,12080,16080,-28010
2000-09-05,27400,27700,15940,5.97,-6530,5720,810
2000-09-06,27500,27500,11280,5.92,-4920,3580,1340
2000-09-07,27000,27500,31610,5.92,-5350,6110,-870
2000-09-08,27400,27500,63840,5.92,5630,32350,-38210
2000-09-14,27100,27200,76220,5.86,-3450,47510,-36720
2000-09-15,26800,27200,33280,5.86,990,14540,-12270
2000-09-18,26300,26300,52590,5.67,-18010,37510,-19680
2000-09-19,25600,26500,14970,5.71,-9070,9440,-280
2000-09-20,27000,26550,21920,5.72,-1270,1730,-370
2000-09-21,26100,26500,18330,5.71,-8450,9660,-1210
2000-09-22,25800,25900,14570,5.58,-2000,2690,-690
2000-09-25,26200,27000,14080,5.82,-7500,10900,-3400
2000-09-26,26900,26350,11300,5.68,1840,1550,-3630
2000-09-27,26150,26100,11840,5.62,-50,2110,-2000
2000-09-28,26500,26000,7120,5.6,3580,-1120,-2460
2000-09-29,26200,26700,15070,5.75,-710,1580,-810
2000-10-02,26450,25800,16100,5.56,2880,4150,-7030
2000-10-04,26000,26000,7600,5.6,400,2490,-2890
2000-10-05,26300,26000,5460,5.6,1230,-1420,10
2000-10-06,25800,26400,14630,5.69,-1680,1680,0
2000-10-09,26400,25900,11310,5.58,1750,-6730,4980
2000-10-10,26000,25900,20140,5.58,4110,-4110,0
2000-10-11,25600,25400,24520,5.47,5810,-6350,540
2000-10-12,24800,24000,19880,5.17,2400,-860,-1540
2000-10-13,24000,24250,11150,5.22,-3620,3590,0
2000-10-16,24950,25000,13310,5.39,5600,-5570,0
2000-10-17,25000,24400,8820,5.26,-4060,4060,0
2000-10-18,24400,23850,12040,5.14,-830,560,270
2000-10-19,23400,23250,10850,5.01,2900,-2630,-270
2000-10-20,23750,23800,18820,5.13,-3210,-2560,5750
2000-10-23,24500,23900,11780,5.15,4920,-4850,-50
2000-10-24,23850,23900,12200,5.15,3260,-3300,40
2000-10-25,23900,23800,17750,5.13,1990,-1950,-40
2000-10-26,23500,24900,11690,5.36,-3810,3810,0
2000-10-27,24450,23950,25100,5.16,-2300,1470,600
2000-10-30,23950,23500,7840,5.06,1990,-1340,-340
2000-10-31,23100,24000,11010,5.17,-3700,3850,-240
2000-11-01,24200,24300,19640,5.24,4790,-9720,5120
2000-11-02,24500,24300,18660,5.24,-1970,-5070,7040
2000-11-03,24300,24500,9510,5.28,1080,-1510,430
2000-11-06,24600,24400,18890,5.26,3000,-3520,-20
2000-11-07,24600,24150,14920,5.2,8320,-8080,0
2000-11-08,24350,23900,16100,5.15,3430,-2730,-270
2000-11-09,23600,23500,29390,5.06,17560,-13010,-860
2000-11-10,24100,24500,85630,5.28,3620,-190,0
2000-11-13,24000,24950,56420,5.38,2470,-2110,-270
2000-11-14,25200,27700,139570,5.97,-16690,6190,5500
2000-11-15,27600,27600,75670,5.95,-24190,14160,10030
2000-11-16,27500,28000,52260,6.03,-4340,4340,0
2000-11-17,28000,28900,80310,6.23,-1260,-720,1980
2000-11-20,28900,27700,27990,5.97,2810,-2800,-10
2000-11-21,27100,27700,53510,5.97,-4490,4990,-500
2000-11-22,28600,28300,67440,6.1,2690,-4720,-1000
2000-11-23,28800,27000,113700,5.82,-1080,-1740,2730
2000-11-24,27800,27300,26850,5.88,-8590,8230,300
2000-11-27,27300,27950,47210,6.02,-5840,5780,0
2000-11-28,27350,27800,118450,5.99,27110,-27050,0
2000-11-29,27900,28000,239390,6.03,35870,-33400,-2410
2000-11-30,28000,28000,79290,6.03,-14790,11140,3650
2000-12-01,26150,27300,36150,5.88,-15540,13700,1930
2000-12-04,26350,26800,31700,5.77,-7780,7770,10
2000-12-05,26500,27300,17810,5.88,-9410,9410,0
2000-12-06,27600,26800,37160,5.77,-10330,9750,520
2000-12-07,26800,26300,32220,5.67,7470,3290,-10700
2000-12-08,26300,26400,11800,5.69,-6420,6330,0
2000-12-11,26500,26800,58200,5.77,-4200,9710,100
2000-12-12,27200,27000,21170,5.82,-3190,2370,1000
2000-12-13,27000,27300,22690,5.88,-12970,14710,2090
2000-12-14,26700,26700,34160,5.75,4970,-8760,3790
2000-12-15,26700,26900,42300,5.8,10150,1520,-1970
2000-12-18,27300,26800,24120,5.77,-2050,1450,600
2000-12-19,27300,26800,22770,5.77,2240,1160,-150
2000-12-20,26500,26550,25000,5.72,-1510,170,2340
2000-12-21,25700,26550,43270,5.72,-2370,6210,-60
2000-12-22,26850,26700,37970,5.75,15280,-13680,0
2000-12-26,26800,28000,57480,6.03,6460,-2630,-80
2001-01-02,26000,26850,39620,6.77,-16560,16830,0
2001-01-03,26200,26000,26600,6.55,1360,5330,-840
2001-01-04,26400,26400,52140,6.66,-10030,9990,1040
2001-01-05,26050,26600,28180,6.71,-8920,9200,-50
2001-01-08,26500,26150,41870,6.59,6700,8260,-15380
2001-01-09,26000,26150,32690,6.59,3940,10400,-14370
2001-01-10,26150,25650,73060,6.47,13010,3630,-17700
2001-01-11,25650,24300,135660,6.13,70630,-51460,-19060
2001-01-12,24900,24600,38540,6.2,-610,4370,1150
2001-01-15,24200,25000,47220,6.3,7850,-7660,-100
2001-01-16,25000,24350,57890,6.14,25980,-21370,390
2001-01-17,24400,25200,124840,6.35,-690,630,0
2001-01-18,25200,25200,26670,6.35,-9870,9040,480
2001-01-19,25300,25200,33900,6.35,5870,-7580,1900
2001-01-22,25200,25700,45500,6.48,-3710,3710,0
2001-01-26,25450,24950,22490,6.29,790,-1760,0
2001-01-29,24900,25100,33080,6.33,-3290,4480,0
2001-01-30,25100,25000,21610,6.3,-4230,4260,-10
2001-01-31,25050,25750,84360,6.49,-5700,5380,0
2001-02-01,26000,26300,71200,6.63,-14950,14530,500
2001-02-02,26100,26300,29810,6.63,-16080,14910,1380
2001-02-05,26000,26000,27120,6.55,-5950,6270,-240
2001-02-06,25900,26200,32850,6.61,-14030,11850,2100
2001-02-07,26100,25800,27630,6.5,6600,-5980,-1300
2001-02-08,25800,26600,70070,6.71,-31660,29510,5080
2001-02-09,26300,27200,36980,6.86,-16820,16740,0
2001-02-12,26700,26750,20770,6.74,-9250,8890,-90
2001-02-13,26500,26400,20240,6.66,2830,-7940,5030
2001-02-14,26400,26000,26500,6.55,2630,-3300,340
2001-02-15,26000,26000,41140,6.55,12000,-12470,0
2001-02-16,25850,25700,43520,6.48,11150,-16070,0
2001-02-19,25500,25600,65240,6.45,13590,-12280,-560
2001-02-20,25600,25850,39540,6.52,-7890,5460,440
2001-02-21,25800,25600,20480,6.45,3470,-3150,-440
2001-02-22,25300,26000,19910,6.55,-6700,5140,3800
2001-02-23,25800,26650,20190,6.72,-5860,5570,230
2001-02-26,26750,26700,33340,6.73,-5490,4880,440
2001-02-27,27200,27000,122860,6.81,5270,6380,440
2001-02-28,26900,28500,31940,7.19,-13780,14700,0
2001-03-02,28000,27500,28620,6.93,-11190,6870,5050
2001-03-05,27000,27500,11030,6.93,-8000,7370,20
2001-03-06,27500,28000,29600,7.06,-11230,11080,0
2001-03-07,28900,29400,189810,7.41,-14170,-99700,114820
2001-03-08,29000,28500,68820,7.19,10610,-6010,-5270
2001-03-09,28900,28000,37920,7.06,-1380,4660,-1980
2001-03-12,27800,27000,46410,6.81,1860,-11420,8700
2001-03-13,26300,27700,24720,6.98,-17290,9550,8710
2001-03-14,28500,27600,22260,6.96,-2950,4150,-1280
2001-03-15,27200,27700,22790,6.98,-2760,2040,0
2001-03-16,28000,28700,85650,7.24,-6110,-58940,63120
2001-03-19,28700,28500,38080,7.19,800,370,-2700
2001-03-20,28700,28700,31690,7.24,-16150,950,15120
2001-03-21,28500,29250,36010,7.37,-12610,190,11770
2001-03-22,29000,29200,9080,7.36,-3470,-2210,5680
2001-03-23,29500,29300,13780,7.39,-6160,5680,0
2001-03-26,28500,29250,15910,7.37,880,-1300,-40
2001-03-27,29300,28900,12950,7.29,-2060,-2480,4190
2001-03-28,29100,30250,92280,7.63,-4760,-46600,51400
2001-03-29,30000,30600,57060,7.71,-6270,-18400,25180
2001-03-30,31000,30050,17040,7.58,-5110,-1890,6740
2001-04-02,30150,31550,36110,7.95,-8330,-12280,21390
2001-04-03,31350,32000,92390,8.07,-10960,-48920,59800
2001-04-04,31500,30400,37530,7.66,-2890,4560,-1850
2001-04-06,31000,29200,91290,7.36,27150,-4100,-23290
2001-04-09,28600,28000,62240,7.06,6460,630,-8030
2001-04-10,28550,27950,60120,7.05,-8010,15530,-7450
2001-04-11,28000,28250,32500,7.12,-30,-1010,0
2001-04-12,28000,28250,24860,7.12,1230,1560,-1680
2001-04-13,28250,28400,13540,7.16,2290,-1310,-530
2001-04-16,28400,28800,75690,7.26,15800,-15990,0
2001-04-17,29450,28700,32310,7.24,-2680,2680,0
2001-04-18,28700,29000,32340,7.31,-7500,7010,0
2001-04-19,29000,29000,73200,7.31,5890,-5990,500
2001-04-20,29500,29400,19970,7.41,-8750,7980,0
2001-04-23,29600,29400,18930,7.41,-3510,7350,-4430
2001-04-24,29400,29050,5590,7.32,-1720,2210,-570
2001-04-25,28800,29500,17450,7.44,-12420,11370,350
2001-04-26,30000,30000,17080,7.56,-2630,3390,3440
2001-04-27,30000,29600,10890,7.46,-2070,5230,-3040
2001-04-30,29600,30000,29070,7.56,-10410,10210,0
2001-05-02,29800,29750,20280,7.5,7880,-10320,2300
2001-05-03,29500,28950,22730,7.3,13370,-5570,-7310
2001-05-04,28600,29300,54110,7.39,2980,9310,-12380
2001-05-07,29300,30000,17690,7.56,-4810,4620,70
2001-05-08,30700,30100,61130,7.59,28620,-3570,-25000
2001-05-09,30100,30000,14530,7.56,200,30,0
2001-05-10,29800,31400,75240,7.92,8140,3930,-12280
2001-05-11,31700,32800,97200,8.27,8130,-5970,-1000
2001-05-14,33400,33000,90640,8.32,410,-1410,1000
2001-05-15,32900,32900,61800,8.29,-15170,15990,-1000
2001-05-16,32500,32500,54840,8.19,-6590,27550,-19940
2001-05-17,32600,32000,44590,8.07,18040,1620,-20690
2001-05-18,31750,32100,38320,8.09,2650,-2540,0
2001-05-21,32100,31500,14920,7.94,-2670,2160,0
2001-05-22,31500,31000,26740,7.82,16330,-15510,-960
2001-05-23,31000,31900,75680,8.04,-1540,2330,-950
2001-05-24,32000,32500,37930,8.19,-100,-240,0
2001-05-25,33000,32500,12450,8.19,-5750,5010,0
2001-05-28,32300.0,33000.0,35770.0,8.32,-6080,5350,460
2001-05-29,34200.0,34000.0,66830.0,8.57,6310,-5320,0
2001-05-30,34300.0,33700.0,12230.0,8.5,990,-1080,210
2001-05-31,33300.0,33450.0,25740.0,8.43,-2170,-620,2390
2001-06-01,33600.0,32700.0,17860.0,8.24,680,2110,-3010
2001-06-04,33000.0,33000.0,15780.0,8.32,-690,820,160
2001-06-05,33900.0,33000.0,14070.0,8.32,-5120,4160,750
2001-06-07,33400.0,32800.0,8390.0,8.27,-1020,830,0
2001-06-08,33500.0,33600.0,15580.0,8.47,930,-590,0
2001-06-11,33400.0,33150.0,23180.0,8.36,2260,-1890,0
2001-06-12,33150.0,35000.0,28700.0,8.82,-18710,18650,0
2001-06-13,35000.0,35100.0,42290.0,8.85,3720,-1560,-1730
2001-06-14,35600.0,34500.0,27770.0,8.7,8530,-8270,1570
2001-06-15,34800.0,34550.0,42520.0,8.71,18690,4460,-23000
2001-06-18,34550.0,34100.0,34050.0,8.6,6150,-6230,250
2001-06-19,33600.0,34250.0,22440.0,8.63,-9380,10160,-1740
2001-06-20,34000.0,34550.0,29770.0,8.71,-14410,3070,11300
2001-06-21,34550.0,34350.0,17760.0,8.66,1240,480,-2120
2001-06-22,34350.0,35450.0,36170.0,8.94,-17410,5830,11120
2001-06-25,35800.0,35500.0,18150.0,8.95,-2770,1270,1200
2001-06-26,35700.0,35500.0,22710.0,8.95,-3810,3790,0
2001-06-27,35600.0,36000.0,33760.0,9.08,-19610,18300,700
2001-06-28,36000.0,36000.0,21990.0,9.08,-8590,10040,70
2001-06-29,36000.0,36250.0,33450.0,9.14,-310,6590,-8000
2001-07-02,35300.0,36600.0,24210.0,9.23,-11850,1100,2330
2001-07-03,36000.0,36700.0,49210.0,9.25,5600,-5410,0
2001-07-04,37400.0,35950.0,42460.0,9.06,7150,6970,-14960
2001-07-05,36000.0,36000.0,36540.0,9.08,4480,10710,-15190
2001-07-06,35650.0,36000.0,25370.0,9.08,1090,3730,-5760
2001-07-09,34300.0,35300.0,25990.0,8.9,-16720,15530,500
2001-07-10,35900.0,35050.0,8510.0,8.84,-4660,2510,100
2001-07-11,34850.0,34300.0,14770.0,8.65,-6650,6710,0
2001-07-12,34250.0,33100.0,37800.0,8.34,-1860,4280,-370
2001-07-13,34000.0,32500.0,39760.0,8.19,-9220,9380,0
2001-07-16,32100.0,32800.0,21190.0,8.27,-12320,11730,540
2001-07-18,32650.0,33500.0,18380.0,8.45,-10600,7340,3940
2001-07-19,32800.0,34700.0,30260.0,8.75,-12970,670,12180
2001-07-20,34700.0,34500.0,15610.0,8.7,-4020,-830,5450
2001-07-23,35000.0,34700.0,37450.0,8.75,-7340,-14950,22370
2001-07-24,34000.0,34100.0,15600.0,8.6,-9550,6290,5140
2001-07-25,34000.0,33300.0,16990.0,8.4,270,-2170,2290
2001-07-26,32650.0,33100.0,15930.0,8.34,-2430,-3230,5800
2001-07-27,34400.0,34000.0,28110.0,8.57,-1470,-13880,15370
2001-07-30,33800.0,34000.0,21370.0,8.57,340,-4950,4660
2001-07-31,33400.0,34000.0,3580.0,8.57,-480,480,0
2001-08-01,34000.0,34500.0,24070.0,8.7,3670,-14120,10520
2001-08-02,34100.0,34750.0,15640.0,8.76,1310,-5370,3270
2001-08-03,34500.0,34350.0,12380.0,8.66,4350,-7120,2830
2001-08-06,35000.0,37000.0,61820.0,9.33,-16740,360,16000
2001-08-07,36500.0,37100.0,44430.0,9.35,-9380,-3590,12970
2001-08-08,37500.0,39300.0,130170.0,9.91,-11130,-19380,35510
2001-08-09,39000.0,38500.0,58620.0,9.71,-11880,11010,870
2001-08-10,39000.0,39150.0,59520.0,9.87,2310,-6190,3730
2001-08-13,39000.0,39050.0,384920.0,9.85,79720,-108340,13310
2001-08-14,39200.0,39050.0,73370.0,9.85,-31020,24000,-1070
2001-08-16,38150.0,38500.0,64690.0,9.71,4330,23680,-27970
2001-08-17,38000.0,37500.0,13870.0,9.45,-2010,150,0
2001-08-20,36500.0,36900.0,12530.0,9.3,-5620,5660,0
2001-08-21,36550.0,38350.0,53670.0,9.67,-11700,-9790,20600
2001-08-22,37600.0,38900.0,19300.0,9.81,-7180,2130,4870
2001-08-23,39000.0,39900.0,42020.0,10.06,-6320,-4270,4940
2001-08-24,39100.0,39600.0,8490.0,9.98,-1410,1270,0
2001-08-27,39900.0,39500.0,16700.0,9.96,-5830,5390,0
2001-08-28,39000.0,39350.0,11360.0,9.92,-880,-3650,4670
2001-08-29,39000.0,39800.0,23140.0,10.03,-4370,-7460,12480
2001-08-30,39300.0,40000.0,22380.0,10.08,-5760,4150,1610
2001-08-31,39000.0,38400.0,64940.0,9.68,-6150,-19550,25290
2001-09-03,39000.0,37600.0,11790.0,9.48,-2370,9220,-7180
2001-09-04,37600.0,38950.0,36710.0,9.82,-2600,28070,-22600
2001-09-05,38950.0,37400.0,17050.0,9.43,2160,-1110,-680
2001-09-06,37300.0,38150.0,10570.0,9.62,-1050,940,0
2001-09-07,37500.0,37400.0,15010.0,9.43,1050,40,-980
2001-09-10,38000.0,37400.0,41440.0,9.43,-150,-27400,28320
2001-09-11,37200.0,37300.0,13980.0,9.4,1840,-1840,0
2001-09-12,31750.0,32100.0,45250.0,8.09,-16860,14200,520
2001-09-13,33000.0,34900.0,53680.0,8.8,14080,-26390,12210
2001-09-14,34500.0,35500.0,31180.0,8.95,-10690,5180,5030
2001-09-17,33600.0,34900.0,11380.0,8.8,-7270,6450,0
2001-09-18,34750.0,36000.0,24750.0,9.08,-4040,-2560,6500
2001-09-19,36000.0,36750.0,12110.0,9.27,-5260,3460,2030
2001-09-20,35550.0,36650.0,14610.0,9.24,-1460,-470,2480
2001-09-21,36600.0,36200.0,9420.0,9.13,-1650,5440,-2530
2001-09-24,36000.0,36300.0,24330.0,9.15,980,420,-1500
2001-09-25,37400.0,36550.0,11160.0,9.21,-1070,-5320,6910
2001-09-26,36150.0,37600.0,17890.0,9.48,-4370,-2140,4930
2001-09-27,36900.0,37650.0,11530.0,9.49,-3750,-4550,8320
2001-09-28,37650.0,38500.0,13740.0,9.71,-4740,6210,-1510
2001-10-04,38900.0,37600.0,14310.0,9.48,8050,-1120,-6720
2001-10-05,37800.0,38450.0,31730.0,9.69,-690,1540,-1850
2001-10-08,38000.0,38000.0,14290.0,9.58,-2730,2330,-620
2001-10-09,38000.0,38000.0,10920.0,9.58,-1490,1230,0
2001-10-10,38000.0,37950.0,10100.0,9.57,-40,590,950
2001-10-11,38300.0,38300.0,26490.0,9.66,100,4060,-5290
2001-10-12,38500.0,38400.0,12080.0,9.68,-560,4770,-4070
2001-10-15,37650.0,38300.0,41820.0,9.66,6530,-8630,0
2001-10-16,38050.0,39700.0,17450.0,10.01,-8720,5690,2030
2001-10-17,40000.0,40700.0,54710.0,10.26,-10560,-9180,19370
2001-10-18,41000.0,41400.0,17510.0,10.44,-4040,-1030,4970
2001-10-19,41900.0,41000.0,214720.0,10.34,5260,-37150,31710
2001-10-22,41000.0,40900.0,7980.0,10.31,-3910,-1090,0
2001-10-23,40900.0,41600.0,21790.0,10.49,-6480,1810,4810
2001-10-24,41100.0,41700.0,7540.0,10.51,-230,3460,-3230
2001-10-25,41700.0,40300.0,12850.0,10.16,3250,-20,-2430
2001-10-26,40700.0,40200.0,8830.0,10.13,-200,320,0
2001-10-29,40000.0,40700.0,10180.0,10.26,-2540,2510,0
2001-10-30,40000.0,40000.0,3500.0,10.08,-2110,1100,0
