Symbol,부광약품_시가(원),부광약품_종가(원),부광약품_거래량(주),부광약품_PER(IFRS-연결),부광약품_순매수수량(개인)(주),부광약품_순매수수량(기관계)(주),부광약품_순매수수량(외국인계)(주)
2000-01-04,4180,5100,216430,31.89,2880,-100,-3590
2000-01-05,4960,5010,340910,31.33,-5960,-1460,7420
2000-01-06,5150,4680,173680,29.28,-1070,1160,0
2000-01-07,4610,5050,265580,31.58,-9690,8590,1100
2000-01-10,5250,4910,281760,30.71,-11450,4250,7750
2000-01-11,4890,4810,185510,30.08,-7640,4010,2940
2000-01-12,4810,4750,117120,29.71,8190,-8990,800
2000-01-13,4750,4420,181980,27.65,53270,-13340,-40830
2000-01-14,4600,4550,138620,28.46,17470,-17470,0
2000-01-17,4600,4990,206300,31.21,1470,-2310,840
2000-01-18,4890,4850,132940,30.33,6040,-4450,-1590
2000-01-19,4850,4950,174360,30.97,13120,-11440,0
2000-01-20,4860,4750,130800,29.71,4780,-5410,630
2000-01-21,4650,4660,103600,29.15,14070,-12990,0
2000-01-24,4610,4600,118900,28.77,-1840,1730,110
2000-01-25,4600,4400,118420,27.52,29510,-26890,-2620
2000-01-26,4500,4400,88420,27.52,1440,3100,0
2000-01-27,4400,4600,224970,28.77,-2010,400,1700
2000-01-28,4600,4610,106610,28.83,4670,-4200,-110
2000-01-31,4610,4600,114490,28.77,5390,-3390,-2000
2000-02-01,4600,4600,85160,28.77,2770,-2640,-130
2000-02-02,4700,4900,259500,30.64,-5200,2810,2390
2000-02-03,5080,5040,303470,31.53,-45060,-140,45200
2000-02-07,5100,5100,250260,31.89,-28550,-1480,30000
2000-02-08,5200,4920,171040,30.77,-31070,1960,29110
2000-02-09,4950,4920,155660,30.77,-1220,1220,0
2000-02-10,4920,4570,151780,28.59,34790,-16220,-18570
2000-02-11,4700,4880,298290,30.52,-730,490,60
2000-02-14,4750,4560,111180,28.52,-6370,5470,900
2000-02-15,4410,4475,99660,27.98,-8090,6980,1110
2000-02-16,4415,4450,95440,27.83,-2220,1770,630
2000-02-17,4445,4530,205040,28.34,-2100,830,270
2000-02-18,4620,5190,693240,32.46,23160,-4950,35190
2000-02-21,5060,5250,528690,32.84,-34820,-1090,35910
2000-02-22,5100,4880,155550,30.52,-1780,1620,0
2000-02-23,4800,5610,806620,35.09,3370,-2530,-450
2000-02-24,5600,5900,725050,36.9,-3070,3160,-90
2000-02-25,5700,6190,675530,38.71,-1240,1390,-180
2000-02-28,6140,6000,440340,37.53,3150,-3150,0
2000-02-29,6390,6210,519540,38.84,2730,-2840,110
2000-03-02,6210,7140,1315500,44.66,-9320,-4570,-1460
2000-03-03,7100,6610,994280,41.34,-204570,201570,-1800
2000-03-06,6690,6430,560040,40.22,-9700,-770,90
2000-03-07,6310,6140,469190,38.41,130,-1360,810
2000-03-08,5810,6650,851140,41.6,-34760,29760,0
2000-03-09,7010,7640,1228940,47.79,-10530,35580,-56670
2000-03-10,7750,8780,703820,54.91,-19150,110,30540
2000-03-13,9500,8190,2564140,51.23,62890,-51060,-15700
2000-03-14,8090,9150,1449400,57.24,-170310,149460,-890
2000-03-15,8400,8500,1078940,53.17,-124910,182780,-3870
2000-03-16,8510,8490,873730,53.1,-221470,215420,3550
2000-03-17,8600,7220,567940,45.16,-43340,38100,4890
2000-03-20,6980,7060,767240,44.16,-53850,50950,2760
2000-03-21,7060,6400,477950,40.04,-37090,32860,3400
2000-03-22,6500,6710,688590,41.96,26440,-13680,280
2000-03-23,6800,7710,1016100,48.22,94030,-138360,44770
2000-03-24,8180,8860,1061880,55.42,19380,-19380,0
2000-03-27,9500,7700,1329810,48.16,19930,-22620,2690
2000-03-28,8000,7350,569730,45.97,31910,-34070,2160
2000-03-29,7410,7510,1129970,46.97,100200,-135400,-1800
2000-03-30,7000,6680,260650,43.76,3220,-3010,0
2000-03-31,6500,6680,485740,43.76,139710,-139780,0
2000-04-03,6500,6260,277010,9.98,5520,-5420,0
2000-04-04,6270,6250,207460,9.96,-12210,11710,0
2000-04-06,6060,5800,265260,9.24,84490,-84520,0
2000-04-07,6060,6100,294320,9.72,-1550,1500,0
2000-04-10,6100,6210,331050,9.9,10780,-7740,-1610
2000-04-11,6390,5900,171620,9.4,3450,570,-110
2000-04-12,6020,6050,192740,9.64,7140,-5960,-1400
2000-04-14,5860,5800,182090,9.24,8140,-7930,0
2000-04-17,5100,4930,359540,7.86,-41780,40490,450
2000-04-18,5300,4970,318000,7.92,52400,-52100,60
2000-04-19,5110,4900,270360,7.81,82920,-81930,-510
2000-04-20,5000,4930,200390,7.86,11770,-11770,0
2000-04-21,4860,5050,215640,8.05,36320,-36790,0
2000-04-24,5100,5210,632040,8.3,128260,-128080,0
2000-04-25,5290,5050,189930,8.05,7320,-7320,0
2000-04-26,5060,4660,226430,7.43,17050,-16910,210
2000-04-27,4660,4600,149530,7.33,-7930,7870,60
2000-04-28,4180,4840,226900,7.71,-8640,-1090,-120
2000-05-02,4880,5100,290000,8.13,18950,-11440,-1110
2000-05-03,5150,5400,574960,8.61,40120,-38460,-1460
2000-05-04,5500,5840,589310,9.31,870,-490,-380
2000-05-08,6110,5600,399840,8.92,650,70,-720
2000-05-09,5600,5410,191050,8.62,3520,0,-3520
2000-05-10,5450,5700,294040,9.08,-810,8300,-7490
2000-05-12,5510,5700,418010,9.08,1760,-880,-880
2000-05-15,5650,5650,286250,9,670,-360,-500
2000-05-16,5700,5370,272880,8.56,150,350,-500
2000-05-17,5300,5050,281000,8.05,6710,-5560,-1150
2000-05-18,4700,4540,196750,7.23,2660,-2770,120
2000-05-19,4540,4700,137670,7.49,-1170,1170,0
2000-05-22,4540,4600,234380,7.33,750,-400,-350
2000-05-23,4550,4500,167890,7.17,-17390,16060,810
2000-05-24,4470,4500,233100,7.17,10310,-10150,-120
2000-05-25,4490,5000,244170,7.97,10780,-9330,-790
2000-05-26,4940,4480,202110,7.14,1140,-1140,0
2000-05-29,4210,4510,182180,7.19,-3630,3090,540
2000-05-30,4600,4760,287080,7.58,8040,-7430,-610
2000-05-31,5000,4900,297190,7.81,6440,-6440,0
2000-06-01,5100,5220,468200,8.32,760,-460,-300
2000-06-02,5260,4985,375120,7.94,105400,-104940,-460
2000-06-05,5010,5100,376340,8.13,1890,-1890,0
2000-06-07,5250,5280,465360,8.42,-25760,25820,-60
2000-06-08,5350,4900,291060,7.81,20630,8370,0
2000-06-09,4900,4780,226240,7.62,13490,1390,40
2000-06-12,5100,5490,699290,8.75,-11390,11870,-400
2000-06-13,5490,5010,399680,7.98,-2810,2810,0
2000-06-14,5280,4980,197970,7.94,3540,-3540,0
2000-06-15,4850,4730,163350,7.54,1190,-1190,0
2000-06-16,4600,4810,215340,7.67,-2070,1950,120
2000-06-19,4750,4710,103750,7.51,-4040,4040,0
2000-06-20,4830,4850,116140,7.73,-2630,2630,0
2000-06-21,4750,4800,183880,7.65,3930,-3810,-120
2000-06-22,4850,4910,183170,7.82,-1000,900,100
2000-06-23,4900,4850,123200,7.73,16750,250,0
2000-06-26,4910,5000,292750,7.97,-9500,9440,60
2000-06-27,5050,4900,198070,7.81,1620,4270,-5650
2000-06-28,4950,4900,170840,7.81,19840,-19860,120
2000-06-29,4930,5100,214440,8.13,6780,-16530,9900
2000-06-30,5000,5200,206960,8.29,-52240,52240,0
2000-07-03,5300,5650,607560,9,-5660,5760,-100
2000-07-04,5700,5500,453930,8.76,2490,-2270,-220
2000-07-05,5500,5570,314180,8.88,-1630,1630,0
2000-07-06,5600,5550,504920,8.85,19030,-21030,0
2000-07-07,5500,5540,363070,8.83,13590,-13950,270
2000-07-10,5540,5250,320220,8.37,4290,-5100,200
2000-07-11,5250,5410,375030,8.62,7130,-7350,220
2000-07-12,5280,5500,467900,8.76,-10480,8890,1380
2000-07-13,5550,5290,249710,8.43,12630,-12070,-560
2000-07-14,5290,5190,204070,8.27,4040,-3220,-850
2000-07-18,5200,5060,88010,8.06,-150,3470,-620
2000-07-19,5000,4910,115280,7.82,-12830,8400,4430
2000-07-20,4700,4950,93690,7.89,-5510,4400,1110
2000-07-21,4950,4880,87450,7.78,-1230,1100,130
2000-07-24,4900,4745,109410,7.56,-11290,8380,2830
2000-07-25,4810,4780,86600,7.62,-13020,10810,2210
2000-07-26,4780,4750,155160,7.57,62480,-62480,0
2000-07-27,4700,4830,437160,7.7,111800,-111770,0
2000-07-28,4850,4600,166460,7.33,-9190,3540,5350
2000-07-31,4600,4650,85840,7.41,-9320,8110,1140
2000-08-01,4660,4790,148220,7.63,11680,-11570,100
2000-08-02,4830,4750,193310,7.57,-3830,4660,-830
2000-08-03,4800,4695,119180,7.48,8730,-9880,1150
2000-08-04,4745,4650,87450,7.41,4490,-3890,-150
2000-08-07,4620,4570,132190,7.28,1750,-1750,0
2000-08-08,4580,4650,96850,7.41,410,-1030,200
2000-08-09,4750,4850,201490,7.73,-7210,6130,1080
2000-08-10,4890,5340,224770,8.51,-560,-5740,6300
2000-08-11,5200,5200,267530,8.29,5590,-5690,100
2000-08-14,5240,5190,162200,8.27,-400,-50,450
2000-08-16,5010,5000,204670,7.97,-7750,6460,1400
2000-08-17,5170,5150,190090,8.21,-1250,-4140,0
2000-08-18,5100,5010,88360,7.98,1180,-1230,50
2000-08-21,4700,4860,113070,7.74,3450,-2350,-1100
2000-08-22,4700,4890,130010,7.79,-8850,8290,560
2000-08-23,5000,4805,114850,7.66,14330,-9050,-5280
2000-08-24,4900,4790,68840,7.63,-2160,1470,790
2000-08-25,4710,4815,96250,7.67,-17600,4190,1950
2000-08-28,4805,4780,127930,7.62,-3720,3190,530
2000-08-29,4800,4770,92110,7.6,660,-660,0
2000-08-30,4750,4670,150880,7.44,7770,-5570,-2200
2000-08-31,4670,4560,125890,7.27,6670,-11670,5000
2000-09-01,4660,4600,219870,7.33,30900,3150,0
2000-09-04,4640,4730,142920,7.54,5170,-6060,0
2000-09-05,4815,4740,137160,7.55,-11540,11540,0
2000-09-06,4680,4680,119180,7.46,-2070,1480,590
2000-09-07,4605,4685,352860,7.47,6240,-7480,300
2000-09-08,4700,4610,176720,7.35,36120,-6730,-30820
2000-09-14,4610,4670,199970,7.44,-1170,-20770,21940
2000-09-15,4720,4700,228080,7.49,9420,-3930,-5490
2000-09-18,4650,4350,191520,6.93,-9990,9020,610
2000-09-19,4150,4700,371090,7.49,4640,-4420,-40
2000-09-20,4750,4850,347020,7.73,7870,-7470,-220
2000-09-21,4870,4740,182030,7.55,17650,-11680,-2710
2000-09-22,4650,4520,187650,7.2,3650,-2090,-1560
2000-09-25,4310,4600,154200,7.33,-2210,1890,220
2000-09-26,4640,5290,716720,8.43,-1080,300,500
2000-09-27,5500,5170,1378630,8.24,-4030,3420,250
2000-09-28,5250,5050,441260,8.05,-11960,11960,0
2000-09-29,5110,5330,1107440,8.49,420,830,-810
2000-10-02,5500,5340,674340,8.51,1060,-1560,0
2000-10-04,5410,5250,587850,8.37,16360,-15400,-960
2000-10-05,5150,5160,343770,8.22,1410,-2450,1040
2000-10-06,5200,5210,345700,8.3,-3920,3720,200
2000-10-09,5060,5030,254120,8.01,4800,-5540,720
2000-10-10,4960,5050,250190,8.05,1120,1280,-2400
2000-10-11,5100,4950,193140,7.89,640,3020,-3640
2000-10-12,4810,4790,214800,7.63,6150,-3350,-2800
2000-10-13,4850,4740,220000,7.55,-9830,5870,3900
2000-10-16,4900,4850,182030,7.73,5570,-5210,0
2000-10-17,4720,4610,400180,7.35,-8830,8420,410
2000-10-18,4700,4650,247710,7.41,36330,1500,-37830
2000-10-19,4610,4600,190370,7.33,20910,-2590,-19640
2000-10-20,4650,4650,177820,7.41,35200,3280,-37290
2000-10-23,4610,4605,143320,7.34,5180,-5360,-290
2000-10-24,4560,4660,134570,7.43,-4670,5140,70
2000-10-25,4630,4605,94160,7.34,6410,-7560,-160
2000-10-26,4600,4540,146060,7.23,7870,3000,0
2000-10-27,4560,4680,238460,7.46,-1310,11420,1280
2000-10-30,4680,4900,998920,7.81,6120,-3740,-1820
2000-10-31,4990,4940,510510,7.87,-6510,3770,2200
2000-11-01,4950,5140,575840,8.19,-650,-3100,2290
2000-11-02,5100,5050,366380,8.05,680,500,820
2000-11-03,5070,5170,579620,8.24,4320,-2120,-2200
2000-11-06,5170,5280,482580,8.42,-25480,10640,5890
2000-11-07,5330,5180,794650,8.25,120,-6570,1100
2000-11-08,5150,4980,323230,7.94,4000,-4030,750
2000-11-09,5110,4980,315940,7.94,6470,-4960,-1430
2000-11-10,4900,4980,230340,7.94,-5250,5060,0
2000-11-13,4900,4850,127160,7.73,11890,-10640,-1010
2000-11-14,4860,4880,184390,7.78,11970,-480,-10990
2000-11-15,4900,4850,161880,7.73,-7930,7210,120
2000-11-16,4870,4830,107130,7.7,-510,900,0
2000-11-17,4860,4830,137950,7.7,10280,-10200,-80
2000-11-20,4800,4770,112160,7.6,5090,-1050,-4040
2000-11-21,4740,4900,309820,7.81,1230,-180,-1050
2000-11-22,5000,4980,509740,7.94,-4880,-620,5000
2000-11-23,4930,4750,328900,7.57,-18880,18380,0
2000-11-24,4805,4800,101250,7.65,-4080,6050,-2130
2000-11-27,4800,5030,233570,8.01,-2940,4570,-1810
2000-11-28,5100,4850,247480,7.73,22810,-6480,400
2000-11-29,4885,4730,170170,7.54,8350,-8710,520
2000-11-30,4780,4615,190040,7.35,920,-710,-210
2000-12-01,4580,4700,165360,7.49,-17650,14780,2690
2000-12-04,4610,4650,91550,7.41,1770,-1810,40
2000-12-05,4600,4685,95070,7.47,-9780,9640,-60
2000-12-06,4740,4620,124440,7.36,-10800,8460,2180
2000-12-07,4695,4620,110480,7.36,11900,-5740,-6000
2000-12-08,4620,4740,239350,7.55,-12080,6840,0
2000-12-11,4930,4925,329320,7.85,-9580,4330,210
2000-12-12,4920,4800,145100,7.65,9290,-8640,330
2000-12-13,4850,4950,403000,7.89,-18000,14450,3730
2000-12-14,5690,5690,409170,9.07,44340,-44240,100
2000-12-15,6000,5100,1773700,8.13,10100,-8780,9180
2000-12-18,5050,5600,1448350,8.92,-16570,5700,870
2000-12-19,5600,5140,1474670,8.19,9770,770,-540
2000-12-20,5080,4750,534630,7.57,730,690,-1420
2000-12-21,4650,4790,567140,7.63,-6980,3550,2870
2000-12-22,4720,4520,396900,7.2,-4530,5870,-1500
2000-12-26,4550,4550,203970,7.25,-8180,8380,-200
2001-01-02,4600,4805,246360,7.66,5400,-6180,1500
2001-01-03,4700,4800,225080,7.65,16640,-13860,-2780
2001-01-04,4980,4890,375540,7.79,-9870,9840,30
2001-01-05,4820,4820,349920,7.68,29890,-3100,-3090
2001-01-08,4820,4980,689910,7.94,-8130,8030,-220
2001-01-09,5000,4995,381750,7.96,-11060,10970,0
2001-01-10,5150,4810,473090,7.67,-4830,3100,2900
2001-01-11,4810,4800,266500,7.65,27350,-24690,-2100
2001-01-12,4900,4900,367800,7.81,-16910,14490,2180
2001-01-15,4900,4950,518360,7.89,8400,-9120,960
2001-01-16,5000,4900,275810,7.81,8120,-8080,-40
2001-01-17,4950,5150,1443870,8.21,-17220,8570,8470
2001-01-18,5250,4980,403640,7.94,-17640,16370,0
2001-01-19,4980,5000,426300,7.97,-56990,56420,120
2001-01-22,5000,5050,227870,8.05,5210,-5210,0
2001-01-26,5200,5030,563340,8.01,8920,-10830,3000
2001-01-29,5100,5080,208560,8.1,-7860,7860,0
2001-01-30,5030,5100,315260,8.13,6000,-6960,960
2001-01-31,5400,5210,957650,8.3,-66720,25420,21300
2001-02-01,5200,5280,565600,8.42,20210,-420,210
2001-02-02,5500,6070,3730520,9.67,8400,-22630,17230
2001-02-05,6070,5700,1934930,9.08,33260,-46770,10510
2001-02-06,5800,6550,1880180,10.44,-140610,71830,68780
2001-02-07,6980,6600,3815800,10.52,-56160,10520,48330
2001-02-08,6700,7590,2383030,12.1,-62170,29480,500
2001-02-09,7610,8100,4094710,12.91,-101540,25150,83450
2001-02-12,7800,8000,2112350,12.75,76150,1800,-85530
2001-02-13,8110,7700,1671690,12.27,19730,1220,-25270
2001-02-14,7800,7430,1805500,11.84,-5900,6790,-2630
2001-02-15,7330,7460,1505120,11.89,2920,-15030,10110
2001-02-16,7510,7300,960540,11.63,5090,-4780,-10240
2001-02-19,7150,7750,2214700,12.35,66360,-20100,210
2001-02-20,7800,7590,1356570,12.1,89910,-78880,-2360
2001-02-21,7620,7410,620510,11.81,-9630,4250,8060
2001-02-22,7700,7260,663340,11.57,-22420,9030,-2010
2001-02-23,7060,7110,436400,11.33,-24090,5840,-1910
2001-02-26,7210,7070,407980,11.27,-23390,2190,960
2001-02-27,7150,7200,943060,11.47,52150,-56230,4000
2001-02-28,7210,7180,478170,11.44,-5480,5380,100
2001-03-02,7200,6120,920340,9.75,53970,-52200,-890
2001-03-05,6200,6030,697620,9.61,-4830,6950,-3320
2001-03-06,6000,6010,570710,9.58,-8700,8790,-10
2001-03-07,6020,6160,483900,9.82,6720,-5520,-40
2001-03-08,6160,6190,350210,9.87,48100,3290,-52830
2001-03-09,6290,6390,992780,10.18,2660,5720,-4320
2001-03-12,6200,5950,414510,9.48,28150,-23670,-780
2001-03-13,5610,5400,418760,8.61,-4360,4360,0
2001-03-14,5600,5650,294910,9,-3610,3610,0
2001-03-15,5200,5460,514080,8.7,-25660,7740,16400
2001-03-16,5570,5470,341910,8.72,6600,-6300,0
2001-03-19,5200,5400,196180,8.61,-10270,8390,0
2001-03-20,5510,5390,184530,8.59,3920,5790,-9910
2001-03-21,5370,5810,914940,9.26,-12790,10520,400
2001-03-22,5790,5600,284510,8.92,4710,-4710,0
2001-03-23,5630,5510,332660,8.78,32330,15400,-49450
2001-03-26,5570,5700,359300,9.08,-140,-1020,-190
2001-03-27,5770,5660,818080,9.02,21930,-9820,-11360
2001-03-28,5900,5650,367410,9,-4820,8730,0
2001-03-29,5610,5500,283350,8.76,-12110,13050,0
2001-03-30,5370,5450,257720,8.69,-8910,3570,4000
2001-04-02,5350,5380,193060,15.55,1280,-1280,0
2001-04-03,5290,5160,182190,14.92,-17300,9070,7800
2001-04-04,5060,5110,165820,14.78,-6710,6550,0
2001-04-06,5230,5170,170970,14.94,24430,-21320,-980
2001-04-09,5220,5200,125140,15.03,2770,-2390,0
2001-04-10,5300,5100,113940,14.75,350,250,0
2001-04-11,5220,5220,145970,15.09,19290,-17200,850
2001-04-12,5180,5340,190320,15.44,14390,-15890,-330
2001-04-13,5310,5580,505740,16.13,-970,-10370,400
2001-04-16,5670,5560,249680,16.07,-280,-820,0
2001-04-17,5630,5600,378410,16.19,3300,-210,-500
2001-04-18,5830,5720,290030,16.54,-11560,3760,0
2001-04-19,5760,5750,363610,16.63,25920,-7080,0
2001-04-20,5750,5600,193070,16.19,-13430,16190,0
2001-04-23,5500,5580,193960,16.13,-13270,10800,1290
2001-04-24,5680,5620,265200,16.25,-5000,4680,-1290
2001-04-25,5590,5740,220550,16.6,-18420,12150,0
2001-04-26,5800,5700,202550,16.48,-5510,4270,0
2001-04-27,5670,5680,140700,16.42,-600,360,1000
2001-04-30,5750,5680,240070,16.42,-12790,10840,0
2001-05-02,5720,5950,463900,17.2,20930,-19180,0
2001-05-03,6000,6390,1461090,18.48,23400,-16170,-6800
2001-05-04,6320,6350,600770,18.36,-22610,5020,200
2001-05-07,6550,6690,826320,19.34,-6710,11730,0
2001-05-08,6550,6670,447810,19.28,1980,-4160,0
2001-05-09,6600,6110,439750,17.66,1020,3500,-6000
2001-05-10,6250,6380,464270,18.44,6510,-3770,-1000
2001-05-11,6150,6210,223150,17.95,5200,-5200,0
2001-05-14,6200,6330,320360,18.3,1690,-1690,0
2001-05-15,6250,6250,389840,18.07,-5190,5050,0
2001-05-16,6300,6200,292990,17.92,2760,-1830,0
2001-05-17,6300,6270,233840,18.13,-18320,15850,0
2001-05-18,6340,6250,189290,18.07,8580,-8750,0
2001-05-21,6240,6250,228810,18.07,-9880,9070,600
2001-05-22,6260,6290,256440,18.18,2300,-2680,0
2001-05-23,6330,6300,196940,18.22,-6370,6190,0
2001-05-24,6300,6260,146820,18.1,-6920,11310,0
2001-05-25,6310,6700,914520,19.37,-11530,11550,0
2001-05-28,6600.0,6550.0,282800.0,18.94,-3660,3150,0
2001-05-29,6650.0,6480.0,558300.0,18.74,27750,-26810,0
2001-05-30,6510.0,6440.0,290000.0,18.62,18440,-3800,450
2001-05-31,6230.0,6430.0,1035030.0,18.59,-4010,6430,1950
2001-06-01,6590.0,6430.0,362970.0,18.59,3480,-4400,90
2001-06-04,6360.0,6260.0,297300.0,18.1,-2200,530,1690
2001-06-05,6200.0,6000.0,286370.0,17.35,-12200,8370,1650
2001-06-07,5950.0,5990.0,140090.0,17.32,1670,1250,0
2001-06-08,5930.0,6000.0,198900.0,17.35,-3140,3640,0
2001-06-11,6040.0,5960.0,125340.0,17.23,15110,-14650,0
2001-06-12,5910.0,5950.0,86930.0,17.2,3140,-3140,0
2001-06-13,5970.0,5970.0,125330.0,17.26,7650,-7240,0
2001-06-14,6100.0,5900.0,266210.0,17.06,20020,-14110,3510
2001-06-15,5920.0,6010.0,364990.0,17.38,2160,-5340,-1370
2001-06-18,6060.0,5900.0,195510.0,17.06,5760,-5490,0
2001-06-19,5900.0,6010.0,242620.0,17.38,-22210,10500,20
2001-06-20,6090.0,5820.0,159010.0,16.82,-15640,1620,13300
2001-06-21,5820.0,5710.0,145550.0,16.51,-8180,7730,0
2001-06-22,5700.0,5670.0,143540.0,16.39,-2340,1780,0
2001-06-25,5610.0,5750.0,137310.0,16.63,-710,120,0
2001-06-26,5750.0,5480.0,109920.0,15.84,-2160,2440,0
2001-06-27,5600.0,5450.0,112350.0,15.76,-13290,9240,1510
2001-06-28,5450.0,5460.0,67160.0,15.79,-930,950,150
2001-06-29,5500.0,5550.0,63270.0,16.05,-300,-1560,1500
2001-07-02,5540.0,5670.0,109410.0,16.39,4470,-2110,0
2001-07-03,5650.0,5630.0,63090.0,16.28,950,-680,0
2001-07-04,5650.0,5540.0,61790.0,16.02,900,3790,0
2001-07-05,5510.0,5520.0,66100.0,15.96,700,-700,0
2001-07-06,5560.0,5430.0,88940.0,15.7,4960,250,0
2001-07-09,5330.0,5240.0,107550.0,15.15,-8180,4800,800
2001-07-10,5150.0,5200.0,61280.0,15.03,-4140,2870,1270
2001-07-11,5150.0,5050.0,80640.0,14.6,5130,-5720,350
2001-07-12,5140.0,5090.0,98350.0,14.71,24480,-17180,-3160
2001-07-13,5210.0,5080.0,78750.0,14.69,5630,-5670,0
2001-07-16,5050.0,5060.0,52120.0,14.63,-1670,270,1400
2001-07-18,5070.0,5150.0,112270.0,14.89,6190,-6690,500
2001-07-19,5150.0,5390.0,339180.0,15.58,5900,-5400,0
2001-07-20,5400.0,5200.0,126100.0,15.03,8860,-8490,0
2001-07-23,5150.0,5020.0,101700.0,14.52,-7040,5990,1050
2001-07-24,4820.0,4940.0,100360.0,14.28,-6420,5720,1400
2001-07-25,4900.0,4900.0,60420.0,14.17,8020,-6040,0
2001-07-26,4900.0,4900.0,75220.0,14.17,11690,-11510,0
2001-07-27,4960.0,5020.0,78870.0,14.52,6060,-2540,-3520
2001-07-30,5020.0,4970.0,64680.0,14.37,5430,-7340,0
2001-07-31,4980.0,4990.0,43720.0,14.43,-2740,2740,0
2001-08-01,5050.0,5160.0,134180.0,14.92,5750,-5570,0
2001-08-02,5150.0,5100.0,98800.0,14.75,5020,-4040,-800
2001-08-03,5110.0,5060.0,71400.0,14.63,-19840,-600,-1360
2001-08-06,5000.0,5120.0,105060.0,14.8,-3450,3450,0
2001-08-07,5110.0,5160.0,167240.0,14.92,-6840,2840,0
2001-08-08,5170.0,5120.0,35780.0,14.8,2470,-2470,0
2001-08-09,5100.0,5000.0,86880.0,14.45,3890,-3890,0
2001-08-10,5050.0,5070.0,64170.0,14.66,-1430,1430,0
2001-08-13,5080.0,5120.0,55660.0,14.8,3250,-3250,0
2001-08-14,5170.0,5210.0,134120.0,15.06,-4190,4190,0
2001-08-16,5340.0,5430.0,459420.0,15.7,49450,-49450,0
2001-08-17,5500.0,5460.0,172870.0,15.79,8390,-8390,0
2001-08-20,5400.0,5380.0,138420.0,15.55,6370,-6370,0
2001-08-21,5400.0,5380.0,81460.0,15.55,-1120,1120,0
2001-08-22,5310.0,5270.0,104990.0,15.24,-2860,2790,0
2001-08-23,5350.0,5360.0,212010.0,15.5,400,-900,0
2001-08-24,5360.0,5500.0,522520.0,15.9,-10520,940,0
2001-08-27,5580.0,5640.0,343250.0,16.3,-370,10230,0
2001-08-28,5600.0,5450.0,121450.0,15.76,3540,-3460,0
2001-08-29,5350.0,5200.0,157010.0,15.03,5030,-4490,0
2001-08-30,5100.0,5150.0,77810.0,14.89,820,-820,0
2001-08-31,5000.0,5100.0,85760.0,14.75,2570,-2570,0
2001-09-03,5020.0,5060.0,53190.0,14.63,-1490,1490,0
2001-09-04,5090.0,5100.0,53570.0,14.75,-180,80,60
2001-09-05,5040.0,5200.0,155280.0,15.03,23800,-1270,-22530
2001-09-06,5150.0,5200.0,57860.0,15.03,-730,730,0
2001-09-07,5130.0,5150.0,78030.0,14.89,3350,-1250,-2100
2001-09-10,5060.0,5060.0,55890.0,14.63,1250,-1180,-70
2001-09-11,5100.0,5140.0,48020.0,14.86,-540,540,0
2001-09-12,4370.0,4370.0,281900.0,12.64,-24620,22180,560
2001-09-13,4440.0,4690.0,195540.0,13.56,19290,-17130,-2380
2001-09-14,4680.0,4500.0,132680.0,13.01,6000,-5140,-440
2001-09-17,4450.0,4050.0,118640.0,11.71,-3160,3630,0
2001-09-18,4250.0,4440.0,191460.0,12.83,-1380,1880,0
2001-09-19,4400.0,4450.0,102880.0,12.87,-560,600,0
2001-09-20,4335.0,4350.0,45510.0,12.57,3080,-2870,-120
2001-09-21,4210.0,4250.0,39740.0,12.29,560,-560,0
2001-09-24,4160.0,4290.0,49620.0,12.41,-1210,1270,0
2001-09-25,4400.0,4350.0,55130.0,12.57,3420,-3420,0
2001-09-26,4280.0,4310.0,27150.0,12.46,340,-240,-200
2001-09-27,4350.0,4300.0,26310.0,12.43,850,-890,0
2001-09-28,4370.0,4450.0,76070.0,12.87,310,-410,0
2001-10-04,4515.0,4565.0,108700.0,13.2,-440,-260,0
2001-10-05,4590.0,4460.0,53920.0,12.9,-530,1230,0
2001-10-08,4400.0,4460.0,49090.0,12.9,880,-840,0
2001-10-09,4460.0,4620.0,93290.0,13.36,-1950,2050,0
2001-10-10,4595.0,4650.0,51510.0,13.44,100,-100,0
2001-10-11,4750.0,4665.0,80040.0,13.49,-4890,4890,0
2001-10-12,4750.0,4695.0,63950.0,13.57,15440,-3740,0
2001-10-15,4760.0,4980.0,316180.0,14.4,9440,2010,0
2001-10-16,4980.0,4845.0,105010.0,14.01,2190,-2190,0
2001-10-17,4900.0,4900.0,100780.0,14.17,2950,-3000,50
2001-10-18,4760.0,4860.0,66880.0,14.05,-900,900,0
2001-10-19,4960.0,5000.0,119720.0,14.45,-760,640,-20
2001-10-22,5000.0,5100.0,86160.0,14.75,4750,-530,-20
2001-10-23,5170.0,5150.0,123760.0,14.89,-2390,2470,-10
2001-10-24,5130.0,5270.0,104290.0,15.24,2600,-2600,0
2001-10-25,5300.0,5260.0,70900.0,15.21,670,-670,0
2001-10-26,5260.0,5580.0,179410.0,16.13,6650,-1120,0
2001-10-29,5660.0,6100.0,428930.0,17.64,340,-340,0
2001-10-30,5900.0,6290.0,328320.0,18.18,3300,-3300,0
2001-10-31,6210.0,6290.0,254300.0,18.18,-780,780,0
2001-11-01,6300.0,6260.0,229190.0,18.1,380,-380,0
2001-11-02,6250.0,5900.0,262610.0,17.06,-2480,2480,0
2001-11-05,6090.0,6350.0,330830.0,18.36,280,2280,0
2001-11-06,6400.0,6350.0,315050.0,18.36,-9770,9600,0
