Symbol,부광약품_시가(원),부광약품_종가(원),부광약품_거래량(주),부광약품_PER(IFRS-연결),부광약품_순매수수량(개인)(주),부광약품_순매수수량(기관계)(주),부광약품_순매수수량(외국인계)(주)
2009-09-28,15000.0,14800.0,312391.0,11.93,-89480,-3330,92850
2009-09-29,14800.0,14650.0,88793.0,11.8,7820,8770,-16870
2009-09-30,14750.0,14300.0,315959.0,11.52,-33629,25210,8179
2009-10-01,14350.0,14300.0,120644.0,11.52,-18020,15950,1790
2009-10-05,14200.0,14650.0,225255.0,11.8,-99720,15040,84670
2009-10-06,14800.0,15200.0,463526.0,12.25,-97594,16694,74900
2009-10-07,15450.0,15200.0,464300.0,12.25,-4290,3800,5990
2009-10-08,15250.0,15150.0,214859.0,12.21,20760,-17960,-1020
2009-10-09,15200.0,15200.0,219336.0,12.25,18250,-10920,-7330
2009-10-12,15200.0,15150.0,253295.0,12.21,19163,-5843,-17810
2009-10-13,15000.0,14700.0,244217.0,11.84,21639,-13910,-2999
2009-10-14,14700.0,14800.0,121078.0,11.93,-11857,4887,6890
2009-10-15,14850.0,14750.0,132674.0,11.89,6949,-4439,-2470
2009-10-16,14700.0,15050.0,206975.0,12.13,-4240,-420,4700
2009-10-19,15100.0,15400.0,492211.0,12.41,-7530,10640,-3070
2009-10-20,15400.0,15250.0,196409.0,12.29,-2018,788,1410
2009-10-21,15200.0,15900.0,438199.0,12.81,7760,4380,-2640
2009-10-22,15750.0,15750.0,376664.0,12.69,29880,-770,-25030
2009-10-23,15800.0,15350.0,235746.0,12.37,-19165,-605,-10730
2009-10-26,15500.0,15950.0,395136.0,12.85,-33714,43454,-3820
2009-10-27,15950.0,17050.0,1492967.0,13.74,-316011,281141,-5590
2009-10-28,17150.0,17200.0,1098055.0,13.86,-119660,124590,-4200
2009-10-29,17000.0,17100.0,592349.0,13.78,-35897,36007,290
2009-10-30,17300.0,17100.0,841163.0,13.78,-61520,53310,3350
2009-11-02,16600.0,16250.0,438217.0,13.1,-6137,-8723,14740
2009-11-03,16350.0,16350.0,288764.0,13.17,22889,-19439,-3410
2009-11-04,16450.0,16850.0,261693.0,13.58,-7015,14755,-5780
2009-11-05,16700.0,16500.0,349613.0,13.3,-15650,6670,9060
2009-11-06,16600.0,16950.0,828169.0,13.66,-222380,230090,-10180
2009-11-09,17100.0,17000.0,363134.0,13.7,-48647,21213,21380
2009-11-10,17100.0,17400.0,695036.0,14.02,-82925,46185,-4660
2009-11-11,17700.0,17800.0,599194.0,14.34,-11850,29350,-7500
2009-11-12,17800.0,17900.0,521495.0,14.42,-113850,55700,69600
2009-11-13,18000.0,17950.0,391111.0,14.46,-42580,21490,24800
2009-11-16,17900.0,17000.0,519065.0,13.7,25655,-25055,-450
2009-11-17,16950.0,16100.0,696445.0,12.97,73460,-92230,16970
2009-11-18,16100.0,15900.0,723954.0,12.81,48372,-92042,45830
2009-11-19,16000.0,15650.0,660856.0,12.61,165430,-140310,21790
2009-11-20,15750.0,15950.0,466699.0,12.85,8260,-28010,9670
2009-11-23,16050.0,15750.0,216714.0,12.69,7578,-3108,-4510
2009-11-24,15900.0,15700.0,290886.0,12.65,16550,-3910,-13320
2009-11-25,15800.0,15850.0,376310.0,12.77,-11342,27737,-16295
2009-11-26,15850.0,15650.0,232849.0,12.61,-39230,49120,-13390
2009-11-27,15400.0,14600.0,454410.0,11.76,-2580,-2520,5120
2009-11-30,14800.0,14800.0,250251.0,11.93,34660,-22190,-12350
2009-12-01,14700.0,14450.0,594984.0,11.64,114380,-123110,8950
2009-12-02,14450.0,14650.0,274670.0,11.8,12050,-2500,940
2009-12-03,14650.0,14650.0,259727.0,11.8,17130,-14110,-3100
2009-12-04,14700.0,15150.0,487336.0,12.21,-20598,26080,4290
2009-12-07,15200.0,15150.0,222129.0,12.21,43000,-11090,-31870
2009-12-08,15200.0,15200.0,242741.0,12.25,23710,-18070,-5640
2009-12-09,15100.0,15250.0,150017.0,12.29,-6220,14810,-8460
2009-12-10,15300.0,15100.0,265509.0,12.17,68619,-34849,-34990
2009-12-11,15100.0,15200.0,166853.0,12.25,-30481,10501,18290
2009-12-14,15150.0,15750.0,391051.0,12.69,-15562,5792,-3310
2009-12-15,15750.0,15650.0,155845.0,12.61,-9340,-5110,14630
2009-12-16,15650.0,15500.0,123080.0,12.49,-11170,6670,4460
2009-12-17,15500.0,15750.0,261773.0,12.69,8098,-1808,-6610
2009-12-18,15600.0,15950.0,222116.0,12.85,-10400,19190,-2950
2009-12-21,15950.0,15750.0,196626.0,12.69,10130,550,-11630
2009-12-22,15800.0,15250.0,241009.0,12.29,16090,-1410,-14340
2009-12-23,15250.0,15200.0,117217.0,12.25,-13774,8614,4940
2009-12-24,15150.0,15250.0,132435.0,12.29,-10700,3040,12050
2009-12-28,15250.0,15250.0,142527.0,12.29,-19953,9537,18170
2009-12-29,15250.0,15100.0,150319.0,12.17,18440,-4090,-14070
2009-12-30,15150.0,15050.0,101718.0,12.13,4520,-4420,-440
2010-01-04,15100.0,15250.0,105181.0,12.29,-15861,7341,9310
2010-01-05,15250.0,15100.0,208927.0,12.17,16276,-12646,-2700
2010-01-06,15100.0,15300.0,218520.0,12.33,-9104,42,8842
2010-01-07,15400.0,15550.0,269710.0,12.53,-42578,20638,21700
2010-01-08,15600.0,15700.0,202485.0,12.65,-8724,18444,-9640
2010-01-11,15700.0,15200.0,240334.0,12.25,73620,-67480,-5400
2010-01-12,15200.0,14850.0,438232.0,11.97,135458,-119438,-13760
2010-01-13,14800.0,14850.0,226794.0,11.97,-9560,-4990,14840
2010-01-14,15000.0,14900.0,152320.0,12.01,620,2450,-3910
2010-01-15,14950.0,15150.0,257948.0,12.21,-8740,-7600,17600
2010-01-18,15250.0,15100.0,183101.0,12.17,1210,-14840,13870
2010-01-19,15100.0,14950.0,228152.0,12.05,30540,-33650,3160
2010-01-20,15050.0,14850.0,293377.0,11.97,24850,-46960,24500
2010-01-21,14800.0,14900.0,119202.0,12.01,-13000,4250,8150
2010-01-22,14900.0,15150.0,266967.0,12.21,-110,-18610,20410
2010-01-25,15050.0,14800.0,186311.0,11.93,-3189,17529,-14360
2010-01-26,14900.0,14550.0,244180.0,11.72,706,10595,470
2010-01-27,14500.0,14300.0,146751.0,11.52,7660,4090,-580
2010-01-28,14450.0,14300.0,99670.0,11.52,12818,-5808,80
2010-01-29,14150.0,13800.0,256920.0,11.12,26680,-28530,1650
2010-02-01,13650.0,14350.0,255462.0,11.56,1440,-19670,17940
2010-02-02,14450.0,14300.0,96406.0,11.52,2310,-4660,3050
2010-02-03,14300.0,14150.0,94797.0,11.4,21636,-13556,-8160
2010-02-04,14250.0,14100.0,64002.0,11.36,11970,-11430,-290
2010-02-05,13550.0,13800.0,195717.0,11.12,-25360,26160,-1140
2010-02-08,14000.0,13600.0,135411.0,10.96,30890,300,-9980
2010-02-09,13600.0,13600.0,83736.0,10.96,4883,377,-3760
2010-02-10,13700.0,13700.0,92621.0,11.04,15070,-12720,-2140
2010-02-11,13600.0,13800.0,89562.0,11.12,-3435,8285,-7020
2010-02-12,13850.0,13750.0,128714.0,11.08,45132,-28540,-15152
2010-02-16,13750.0,13800.0,66487.0,11.12,-5946,9016,-5140
2010-02-17,13850.0,13900.0,155892.0,11.2,-37070,7430,28710
2010-02-18,13900.0,14400.0,227809.0,11.6,-61156,42126,19960
2010-02-19,14400.0,14050.0,171004.0,11.32,20870,-14400,-6130
2010-02-22,14200.0,14200.0,144315.0,11.44,-554,-7436,7870
2010-02-23,14150.0,14400.0,102269.0,11.6,-13590,14460,-1740
2010-02-24,14250.0,14450.0,67846.0,11.64,-16516,15730,926
2010-02-25,14450.0,14200.0,99032.0,11.44,1240,6320,-5400
2010-02-26,14250.0,14200.0,71801.0,11.44,1780,7120,-9800
2010-03-02,14200.0,14250.0,79084.0,11.48,-15780,6020,3800
2010-03-03,14350.0,14950.0,478111.0,12.05,-58852,43252,17660
2010-03-04,14900.0,14850.0,140949.0,11.97,-9187,10340,-2093
2010-03-05,14950.0,15100.0,194632.0,12.17,-28552,25892,520
2010-03-08,15150.0,15200.0,156214.0,12.25,-22270,16980,5060
2010-03-09,15250.0,15050.0,65944.0,12.13,-7060,1610,4810
2010-03-10,15100.0,15150.0,132409.0,12.21,-3440,-700,11510
2010-03-11,15300.0,15000.0,114058.0,12.09,-8520,17570,-10120
2010-03-12,15000.0,14900.0,126085.0,12.01,-1097,-14433,15130
2010-03-15,15000.0,15250.0,192636.0,12.29,-17130,16090,2800
2010-03-16,15300.0,16000.0,754106.0,12.89,-122917,96970,14490
2010-03-17,16000.0,16000.0,338571.0,12.89,-14050,-4170,17490
2010-03-18,16000.0,16100.0,321071.0,12.97,-2547,7827,-9010
2010-03-19,16250.0,16300.0,375971.0,13.13,-37343,37640,1900
2010-03-22,16300.0,15800.0,207723.0,12.73,14950,-16970,6670
2010-03-23,15950.0,15850.0,154037.0,12.77,-48192,36352,6370
2010-03-24,16100.0,16250.0,217019.0,13.1,-24850,26580,2300
2010-03-25,16400.0,16100.0,179691.0,12.97,-2017,18980,-16800
2010-03-26,16200.0,16000.0,171410.0,12.89,-14296,19346,-1870
2010-03-29,15650.0,15600.0,237212.0,12.57,180,38840,-39070
2010-03-30,15600.0,16000.0,293455.0,12.89,-39470,59840,-23230
2010-03-31,16050.0,16150.0,230229.0,13.01,-88438,91918,-1760
2010-04-01,16050.0,16200.0,230213.0,14.46,-42310,51480,-9000
2010-04-02,16100.0,15800.0,306334.0,14.11,70329,-56420,-6590
2010-04-05,15900.0,15250.0,399180.0,13.61,63225,-72655,6750
2010-04-06,15300.0,16400.0,602104.0,14.64,-118260,83130,34530
2010-04-07,16500.0,16250.0,960485.0,14.51,-160360,107800,45570
2010-04-08,16500.0,17000.0,402362.0,15.18,-59000,35300,24950
2010-04-09,17150.0,17050.0,365356.0,15.22,-51990,47570,5940
2010-04-12,17150.0,17800.0,583971.0,15.89,-208790,151800,3470
2010-04-13,17950.0,17950.0,279479.0,16.02,-35573,43673,-27280
2010-04-14,17850.0,17650.0,291090.0,15.76,-76761,71761,-4320
2010-04-15,17650.0,17650.0,415821.0,15.76,-64583,54613,15260
2010-04-16,17800.0,18500.0,524182.0,16.51,-117584,123634,-17580
2010-04-19,18100.0,18050.0,402015.0,16.11,-5962,20292,-14610
2010-04-20,18350.0,18600.0,295184.0,16.6,-51490,56870,-3440
2010-04-21,18650.0,18800.0,301579.0,16.78,-81553,81033,-410
2010-04-22,18600.0,18650.0,155566.0,16.65,-11620,20000,-5300
2010-04-23,18550.0,18000.0,252218.0,16.07,-13394,20064,-6340
2010-04-26,17750.0,18000.0,325536.0,16.07,-18562,12122,14660
2010-04-27,17850.0,17400.0,427790.0,15.53,32864,-4194,-12050
2010-04-28,17100.0,17550.0,421575.0,15.67,-103960,89860,19710
2010-04-29,17600.0,17150.0,367178.0,15.31,65210,-22000,-40800
2010-04-30,17300.0,18200.0,763141.0,16.25,-182632,116512,20150
2010-05-03,17700.0,15500.0,1969441.0,13.84,780950,-759580,-26310
2010-05-04,14800.0,14700.0,2220666.0,13.12,355660,-401890,35740
2010-05-06,14300.0,14400.0,547808.0,12.85,10518,8812,-2820
2010-05-07,13950.0,14050.0,401873.0,12.54,61788,-36868,-24450
2010-05-10,14200.0,14300.0,302349.0,12.77,-9270,28020,-17830
2010-05-11,14500.0,14150.0,380742.0,12.63,37797,-23307,-9030
2010-05-12,14150.0,13900.0,309278.0,12.41,8558,-5088,-7060
2010-05-13,14050.0,13650.0,444047.0,12.19,123652,-128082,9440
2010-05-14,13650.0,13650.0,406073.0,12.19,106474,-162024,56170
2010-05-17,13650.0,13500.0,263777.0,12.05,22000,-6740,-18400
2010-05-18,13650.0,13200.0,313009.0,11.78,2536,-4616,-3500
2010-05-19,13050.0,12750.0,268465.0,11.38,44327,-52627,14580
2010-05-20,12700.0,12650.0,278476.0,11.29,-5384,-25186,28280
2010-05-24,12600.0,12900.0,220844.0,11.52,-5240,-57140,67000
2010-05-25,12800.0,12300.0,383016.0,10.98,-60580,-21860,85010
2010-05-26,12350.0,13050.0,378213.0,11.65,-45477,-44013,89980
2010-05-27,13000.0,13200.0,230892.0,11.78,10043,35303,-44926
2010-05-28,13300.0,12900.0,301884.0,11.52,68510,990,-69160
2010-05-31,12950.0,13000.0,160180.0,11.61,11198,-6968,-4750
2010-06-01,13000.0,13100.0,146328.0,11.69,-31520,11390,17630
2010-06-03,13250.0,13400.0,138524.0,11.96,18538,2390,-23808
2010-06-04,13400.0,13100.0,165815.0,11.69,-16624,33724,-15690
2010-06-07,12750.0,12650.0,183655.0,11.29,37040,-11960,-6630
2010-06-08,12900.0,12900.0,317555.0,11.52,109620,-135020,23500
2010-06-09,12950.0,13300.0,271904.0,11.87,-18740,12140,4120
2010-06-10,13450.0,13200.0,183272.0,11.78,3464,11066,-16770
2010-06-11,13350.0,13200.0,166443.0,11.78,1821,-1901,-8550
2010-06-14,13300.0,13500.0,258845.0,12.05,-22013,-12907,21430
2010-06-15,13450.0,13400.0,197567.0,11.96,17375,-8890,-4345
2010-06-16,13500.0,13300.0,166260.0,11.87,15398,-12408,-1980
2010-06-17,13300.0,13100.0,141626.0,11.69,11510,3550,-9940
2010-06-18,13150.0,13000.0,160517.0,11.61,21064,1926,-7940
2010-06-21,13150.0,13200.0,185227.0,11.78,-37129,14530,22749
2010-06-22,13300.0,13500.0,221110.0,12.05,-23261,4341,20390
2010-06-23,13550.0,13750.0,290398.0,12.28,-22965,11445,11630
2010-06-24,13850.0,13750.0,173213.0,12.28,-9760,5400,8340
2010-06-25,13800.0,14500.0,562317.0,12.94,-170852,166572,-240
2010-06-28,14500.0,14450.0,240958.0,12.9,3337,15603,-34260
2010-06-29,14450.0,13950.0,310706.0,12.45,-30033,24513,-12690
2010-06-30,13650.0,14050.0,151855.0,12.54,-27250,14300,15920
2010-07-01,14050.0,14000.0,153055.0,12.5,30604,-6444,-190
2010-07-02,14050.0,13700.0,158128.0,12.23,10117,3853,-11290
2010-07-05,13800.0,14150.0,156436.0,12.63,-43245,53665,-10020
2010-07-06,14150.0,13800.0,153187.0,12.32,56520,-3980,-51640
2010-07-07,13900.0,13650.0,92692.0,12.19,13710,-930,-15310
2010-07-08,13800.0,13550.0,150735.0,12.1,14240,-6430,-11100
2010-07-09,13600.0,13650.0,107201.0,12.19,-12500,580,10120
2010-07-12,13750.0,13300.0,251503.0,11.87,10080,-12680,4950
2010-07-13,13250.0,13350.0,254131.0,11.92,-34291,-9949,35710
2010-07-14,13450.0,13550.0,166665.0,12.1,-63654,11774,52150
2010-07-15,13600.0,13550.0,142460.0,12.1,-6176,-14124,21530
2010-07-16,13450.0,13250.0,201679.0,11.83,-5540,-12500,19360
2010-07-19,13200.0,13100.0,96241.0,11.69,898,-528,1560
2010-07-20,13050.0,13200.0,147458.0,11.78,-25953,25943,7620
2010-07-21,13250.0,13150.0,84003.0,11.74,8090,-3300,-3610
2010-07-22,13150.0,13000.0,86734.0,11.61,-5143,243,-50
2010-07-23,13050.0,12950.0,111641.0,11.56,-1389,3299,-1780
2010-07-26,12950.0,12950.0,86135.0,11.56,6613,687,-5750
2010-07-27,13050.0,12950.0,100206.0,11.56,3030,-1800,1150
2010-07-28,12900.0,12950.0,89379.0,11.56,-15570,3240,7360
2010-07-29,13000.0,13050.0,104500.0,11.65,13470,4980,-18900
2010-07-30,13050.0,13050.0,57589.0,11.65,-7070,4810,3080
2010-08-02,13050.0,13100.0,98402.0,11.69,-411,1441,-1460
2010-08-03,13150.0,12950.0,105436.0,11.56,10129,-49,-9940
2010-08-04,12900.0,12850.0,134050.0,11.47,-21400,20940,1020
2010-08-05,12800.0,12700.0,134696.0,11.34,36280,-48310,10600
2010-08-06,12650.0,12750.0,125271.0,11.38,4620,-19060,14220
2010-08-09,12800.0,13400.0,287660.0,11.96,-36722,23612,13050
2010-08-10,13400.0,13250.0,127521.0,11.83,-9189,8509,50
2010-08-11,13150.0,12800.0,225175.0,11.43,69210,-2080,-61960
2010-08-12,12600.0,12600.0,151246.0,11.25,20920,-10830,-4550
2010-08-13,12750.0,12750.0,81395.0,11.38,4773,1560,-4610
2010-08-16,12800.0,12650.0,75514.0,11.29,13775,-3095,-8630
2010-08-17,12650.0,12650.0,123226.0,11.29,60010,-61350,-2030
2010-08-18,12750.0,12600.0,119831.0,11.25,38370,-34800,-2140
2010-08-19,12600.0,12650.0,108176.0,11.29,25767,-31637,-2040
2010-08-20,12550.0,12600.0,72548.0,11.25,-6820,5350,2420
2010-08-23,12700.0,12550.0,119814.0,11.2,-7265,4010,3710
2010-08-24,12550.0,12400.0,148212.0,11.07,46229,-46709,3030
2010-08-25,12350.0,12200.0,100748.0,10.89,1007,1534,-2741
2010-08-26,12250.0,12050.0,72813.0,10.76,2593,317,-1570
2010-08-27,12050.0,12100.0,85767.0,10.8,9946,-3372,-2194
2010-08-30,12200.0,12100.0,42520.0,10.8,-1870,360,460
2010-08-31,12050.0,12100.0,52455.0,10.8,-787,-3483,6780
2010-09-01,12100.0,12450.0,162398.0,11.11,-49889,35329,5000
2010-09-02,12600.0,12400.0,97465.0,11.07,19560,-23130,2220
2010-09-03,12450.0,12500.0,109205.0,11.16,-2579,-8781,12850
2010-09-06,12500.0,12600.0,103240.0,11.25,520,2990,-3320
2010-09-07,12600.0,12200.0,148545.0,10.89,79482,-61862,-9970
2010-09-08,12150.0,11950.0,184073.0,10.67,45690,-33540,-11110
2010-09-09,12100.0,12000.0,109411.0,10.71,21990,-12610,-5390
2010-09-10,12050.0,12150.0,68696.0,10.85,-24143,9183,14790
2010-09-13,12150.0,12350.0,110464.0,11.03,-9880,12460,-2250
2010-09-14,12400.0,12150.0,86333.0,10.85,19676,-4360,-12986
2010-09-15,12150.0,12200.0,59004.0,10.89,-8030,2310,5730
2010-09-16,12300.0,12200.0,121332.0,10.89,-8090,3880,4170
2010-09-17,12200.0,12050.0,143821.0,10.76,23004,-3174,-19710
2010-09-20,12200.0,12050.0,57220.0,10.76,-1050,2690,-360
2010-09-24,12100.0,12100.0,76344.0,10.8,-2210,-640,3090
2010-09-27,12050.0,12050.0,152259.0,10.76,6360,-7620,920
2010-09-28,12050.0,12050.0,111438.0,10.76,-777,-2013,2310
2010-09-29,12050.0,12250.0,129773.0,10.94,-20670,2230,17690
2010-09-30,12300.0,12600.0,211572.0,11.25,-8198,-562,6650
2010-10-01,12600.0,12600.0,130481.0,11.25,-10635,2345,8270
2010-10-04,12600.0,12600.0,142266.0,11.25,13540,-640,-12110
2010-10-05,12500.0,12750.0,290421.0,11.38,-1317,-4923,3690
2010-10-06,12800.0,12650.0,230709.0,11.29,11020,-1740,-17270
2010-10-07,12600.0,12600.0,134636.0,11.25,-8930,1000,6820
2010-10-08,12550.0,13000.0,318485.0,11.61,-19303,1773,17790
2010-10-11,13100.0,12850.0,151145.0,11.47,6300,-3320,-3510
2010-10-12,12850.0,12700.0,125489.0,11.34,6250,750,-4000
2010-10-13,12700.0,12700.0,111833.0,11.34,2100,-950,-900
2010-10-14,12700.0,12700.0,95914.0,11.34,-9760,6750,-590
2010-10-15,12750.0,12850.0,93933.0,11.47,-5062,32,4800
2010-10-18,12700.0,12900.0,244688.0,11.52,-1894,1124,4020
2010-10-19,12900.0,12700.0,132981.0,11.34,34048,-16768,-10580
2010-10-20,12600.0,12700.0,148030.0,11.34,56180,-52040,-5340
2010-10-21,12750.0,12950.0,238822.0,11.56,13409,-8459,-3190
2010-10-22,13000.0,13050.0,293101.0,11.65,16480,-14160,-4420
2010-10-25,13150.0,13050.0,199286.0,11.65,13420,-8180,-6780
2010-10-26,13150.0,13100.0,208703.0,11.69,21823,-19263,-1530
2010-10-27,13200.0,12850.0,215327.0,11.47,23384,-5854,-14740
2010-10-28,12850.0,12650.0,149840.0,11.29,7415,-4055,-3650
2010-10-29,12750.0,12400.0,167129.0,11.07,25458,-5178,-18740
2010-11-01,12400.0,12350.0,100052.0,11.03,3650,-4610,-3270
2010-11-02,12350.0,12250.0,103773.0,10.94,6859,-4040,181
2010-11-03,12250.0,12600.0,114888.0,11.25,-30974,14774,8780
2010-11-04,12550.0,12600.0,72774.0,11.25,13931,-4952,-7160
2010-11-05,12600.0,12500.0,110535.0,11.16,-19155,16175,-670
2010-11-08,12550.0,12950.0,300088.0,11.56,15814,-27434,9120
2010-11-09,12850.0,12700.0,110449.0,11.34,22470,-2430,-20910
2010-11-10,12650.0,12600.0,156776.0,11.25,38280,-12160,-26960
2010-11-11,12600.0,12500.0,266144.0,11.16,27051,3799,-47550
2010-11-12,12650.0,12350.0,183234.0,11.03,-32429,3629,1830
2010-11-15,12400.0,12250.0,141858.0,10.94,-73,-22857,-3170
2010-11-16,12150.0,12150.0,93785.0,10.85,3310,-7950,-4690
2010-11-17,12100.0,12200.0,92009.0,10.89,1671,-13861,-2580
2010-11-18,12250.0,12300.0,70536.0,10.98,1854,-11904,-3220
2010-11-19,12350.0,12300.0,74164.0,10.98,-9691,-2489,14620
2010-11-22,12300.0,12900.0,269728.0,11.52,-78710,2440,70710
2010-11-23,12800.0,12750.0,160512.0,11.38,-43290,23960,-8450
2010-11-24,12350.0,12450.0,188991.0,11.11,-29972,4722,-10430
2010-11-25,12500.0,12700.0,83862.0,11.34,-21538,-252,-4600
2010-11-26,12650.0,12300.0,172702.0,10.98,-15370,-23650,-9680
2010-11-29,12300.0,12500.0,80261.0,11.16,-38060,5960,17860
2010-11-30,12650.0,12800.0,119114.0,11.43,-51663,1380,28103
2010-12-01,12700.0,12700.0,94439.0,11.34,-28660,-450,-9380
2010-12-02,12700.0,12700.0,125358.0,11.34,-11100,-22260,-3420
2010-12-03,12650.0,12800.0,127379.0,11.43,-35890,1590,2740
2010-12-06,13050.0,12900.0,269415.0,11.52,-10029,-1211,2730
2010-12-07,12900.0,12850.0,62709.0,11.47,-12740,8580,5080
2010-12-08,12800.0,12650.0,70603.0,11.29,-4949,1459,7940
2010-12-09,12650.0,12800.0,116140.0,11.43,-9950,-13930,21630
2010-12-10,12800.0,12800.0,83675.0,11.43,-10550,1670,10860
2010-12-13,12800.0,12800.0,78554.0,11.43,-5980,-1210,8100
2010-12-14,12800.0,12550.0,127231.0,11.2,1930,-130,4820
2010-12-15,12650.0,12800.0,134226.0,11.43,-21960,-2520,27710
2010-12-16,12750.0,12750.0,77433.0,11.38,-15740,9280,4570
2010-12-17,12750.0,12550.0,116342.0,11.2,-239,119,1330
2010-12-20,12400.0,12350.0,167431.0,11.03,-14620,13600,1130
2010-12-21,12450.0,12500.0,88699.0,11.16,-18113,-617,14990
2010-12-22,12550.0,12500.0,65075.0,11.16,-5326,-224,5890
2010-12-23,12600.0,12500.0,66154.0,11.16,-6850,-4820,8510
2010-12-24,12600.0,12650.0,74732.0,11.29,-6470,2840,5250
2010-12-27,12650.0,12800.0,174752.0,11.43,-8507,-7134,13141
2010-12-28,12850.0,12850.0,129824.0,11.47,-42300,36720,3830
2010-12-29,13250.0,12950.0,321988.0,11.56,-8820,8160,1970
2010-12-30,12950.0,13350.0,251930.0,11.92,-35070,-8250,44380
2011-01-03,13450.0,13550.0,291490.0,12.1,-64120,4930,60520
2011-01-04,13650.0,14100.0,460789.0,12.59,-23799,29629,1400
2011-01-05,14100.0,13800.0,253861.0,12.32,16690,-4500,-15170
2011-01-06,13800.0,13950.0,235520.0,12.45,-56989,4279,48810
2011-01-07,14000.0,13950.0,136685.0,12.45,-24599,-16551,37390
2011-01-10,14000.0,13600.0,135600.0,12.14,-33350,-740,31290
2011-01-11,13600.0,13600.0,143185.0,12.14,-30360,-990,33080
2011-01-12,13700.0,14000.0,421878.0,12.5,-5650,-6760,22460
2011-01-13,14250.0,13900.0,273628.0,12.41,16359,-368,-5831
2011-01-14,13900.0,14450.0,335402.0,12.9,1350,23770,-21250
2011-01-17,14250.0,13800.0,229048.0,12.32,50890,1310,-44460
2011-01-18,13650.0,13700.0,136357.0,12.23,3310,870,-2300
2011-01-19,13750.0,13600.0,116966.0,12.14,11681,-801,-12350
2011-01-20,13650.0,13450.0,187252.0,12.01,-90,-420,2490
2011-01-21,13450.0,13250.0,180531.0,11.83,-14610,-13370,27930
2011-01-24,13200.0,13250.0,103681.0,11.83,3630,-2690,650
2011-01-25,13300.0,13250.0,91850.0,11.83,3107,-5149,-630
2011-01-26,13250.0,13100.0,127540.0,11.69,21489,-31369,9590
2011-01-27,13150.0,13300.0,140602.0,11.87,8371,-3911,350
2011-01-28,13400.0,13050.0,136934.0,11.65,6679,-789,-5270
2011-01-31,12950.0,12900.0,76570.0,11.52,-3760,-160,1000
2011-02-01,13000.0,12800.0,61688.0,11.43,2110,750,1120
2011-02-07,12900.0,12850.0,70380.0,11.47,-580,-1990,3050
2011-02-08,13000.0,13000.0,51125.0,11.61,6607,-3637,-3290
2011-02-09,13100.0,12950.0,83001.0,11.56,-3760,1190,2650
2011-02-10,12850.0,12550.0,138739.0,11.2,11760,-1270,-15470
2011-02-11,12600.0,12300.0,137729.0,10.98,9027,-5907,520
2011-02-14,12300.0,12300.0,106261.0,10.98,-7970,140,9150
2011-02-15,12250.0,12400.0,114032.0,11.07,-979,-1331,3010
2011-02-16,12300.0,12550.0,97721.0,11.2,-14550,20,2710
2011-02-17,12500.0,12400.0,91866.0,11.07,6717,2713,-9360
2011-02-18,12350.0,12300.0,92407.0,10.98,21770,-2770,-17110
2011-02-21,12350.0,12450.0,91821.0,11.11,12380,-6680,-270
2011-02-22,12400.0,12150.0,84611.0,10.85,3540,-970,-2570
2011-02-23,12100.0,12050.0,133538.0,10.76,6367,-24967,9240
2011-02-24,12000.0,11750.0,191517.0,10.49,-5600,-5280,3880
2011-02-25,11750.0,11900.0,109901.0,10.62,5230,-10290,11420
2011-02-28,12100.0,12050.0,98517.0,10.76,10250,2400,-8530
2011-03-02,11950.0,12550.0,165983.0,11.2,-10760,3190,9720
2011-03-03,12550.0,12600.0,91440.0,11.25,5770,2700,-6490
2011-03-04,12650.0,12600.0,69620.0,11.25,-11720,10290,-6080
2011-03-07,12500.0,12450.0,63869.0,11.11,4823,1507,20
2011-03-08,12450.0,12550.0,53553.0,11.2,-15480,1850,4890
2011-03-09,12550.0,12650.0,73290.0,11.29,10180,-13210,3540
2011-03-10,12700.0,12650.0,108503.0,11.29,11615,11795,-31350
2011-03-11,12400.0,12600.0,73750.0,11.25,3140,16260,-15150
2011-03-14,12500.0,12400.0,137482.0,11.07,10540,8940,-18540
2011-03-15,12300.0,11950.0,179529.0,10.67,14400,-460,-6020
2011-03-16,11950.0,12300.0,100711.0,10.98,-27120,9440,1430
2011-03-17,12100.0,12200.0,93937.0,10.89,-4310,2820,3990
2011-03-18,12250.0,12300.0,98493.0,10.98,-13750,14040,-570
2011-03-21,12300.0,12700.0,85275.0,11.34,-17630,13820,-150
2011-03-22,12700.0,12650.0,50094.0,11.29,6362,-1292,-8220
2011-03-23,12600.0,12600.0,48114.0,11.25,-11720,8310,-1830
2011-03-24,12650.0,12850.0,95125.0,11.47,-8240,12230,-440
2011-03-25,12950.0,12900.0,65621.0,11.52,-14375,14135,-5340
2011-03-28,12900.0,12700.0,100065.0,11.34,-555,8585,-8390
2011-03-29,12900.0,13150.0,244464.0,11.74,-30998,11478,13890
2011-03-30,12950.0,12800.0,127336.0,11.43,-20366,17496,1210
2011-03-31,12850.0,12900.0,97431.0,11.52,-23856,5100,20346
2011-04-01,12950.0,13050.0,149880.0,11.73,-23997,11697,10210
2011-04-04,13100.0,13650.0,376976.0,12.27,-5330,9370,-6050
2011-04-05,13800.0,13750.0,689654.0,12.36,20980,16060,-34070
2011-04-06,13750.0,13550.0,237730.0,12.18,19870,-11780,-9720
2011-04-07,13550.0,13250.0,234137.0,11.91,10541,4869,-6860
