Symbol,SBS_시가(원),SBS_종가(원),SBS_거래량(주),SBS_PER(IFRS-연결),SBS_순매수수량(개인)(주),SBS_순매수수량(기관계)(주),SBS_순매수수량(외국인계)(주)
2004-01-15,37150.0,37250.0,24241.0,10.72,1500,-2930,0
2004-01-16,37000.0,37000.0,42190.0,10.65,-4769,9449,0
2004-01-19,37000.0,37400.0,64560.0,10.76,3523,18137,0
2004-01-20,37500.0,37850.0,35750.0,10.89,-9830,11830,0
2004-01-26,38200.0,37950.0,34790.0,10.92,875,7125,0
2004-01-27,38000.0,38550.0,99180.0,11.09,-19700,44610,0
2004-01-28,38200.0,38500.0,74010.0,11.08,-12768,14068,0
2004-01-29,37950.0,38900.0,44132.0,11.19,-26760,18420,-200
2004-01-30,38850.0,38900.0,65150.0,11.19,-7840,6280,0
2004-02-02,38750.0,38300.0,22086.0,11.02,-5290,14340,0
2004-02-03,38500.0,38000.0,32218.0,10.93,-13610,13740,0
2004-02-04,38000.0,38000.0,15401.0,10.93,-4680,4680,0
2004-02-05,38000.0,38000.0,11980.0,10.93,-1320,5180,10
2004-02-06,37850.0,38750.0,20245.0,11.15,-5660,8660,0
2004-02-09,38750.0,38750.0,20370.0,11.15,-4487,7487,0
2004-02-10,38750.0,38500.0,20571.0,11.08,-7270,3270,0
2004-02-11,38500.0,38500.0,28490.0,11.08,-10570,9570,0
2004-02-12,38500.0,38100.0,12457.0,10.96,950,-950,0
2004-02-13,37750.0,38150.0,27231.0,10.98,-2400,2400,0
2004-02-16,37500.0,37850.0,15801.0,10.89,3510,-3510,0
2004-02-17,38100.0,37850.0,122770.0,10.89,-5550,5550,0
2004-02-18,37800.0,37750.0,19451.0,10.86,-3590,6820,-230
2004-02-19,37700.0,37950.0,8446.0,10.92,-3177,3177,0
2004-02-20,38100.0,37700.0,15793.0,10.85,414,-414,0
2004-02-23,37600.0,37850.0,6760.0,10.89,-2120,2120,0
2004-02-24,37450.0,37650.0,21660.0,10.83,-990,990,0
2004-02-25,37300.0,37550.0,44350.0,10.8,-1870,2520,0
2004-02-26,37500.0,37000.0,15120.0,10.65,590,-5860,340
2004-02-27,36800.0,36950.0,26130.0,10.63,6110,-6660,0
2004-03-02,37000.0,36900.0,455358.0,10.62,414410,-290,0
2004-03-03,37650.0,37550.0,86326.0,10.8,39900,-12810,-130
2004-03-04,37350.0,37550.0,30860.0,10.8,-14830,9740,20
2004-03-05,37250.0,37500.0,61781.0,10.79,-10839,17859,0
2004-03-08,37500.0,38100.0,18460.0,10.96,-5898,4558,0
2004-03-09,38000.0,39000.0,86750.0,11.22,-12720,15720,0
2004-03-10,38550.0,38800.0,62670.0,11.16,-16320,23120,0
2004-03-11,38500.0,38450.0,8130.0,11.06,-4300,4720,0
2004-03-12,38000.0,37750.0,45301.0,10.86,-24824,22824,0
2004-03-15,37850.0,37700.0,18381.0,10.85,-1320,2700,20
2004-03-16,37200.0,38000.0,7050.0,10.93,-4900,4900,0
2004-03-17,37850.0,38000.0,10550.0,10.93,471,2529,0
2004-03-18,38000.0,38000.0,49192.0,10.93,9950,11770,0
2004-03-19,38250.0,38000.0,23740.0,10.93,1160,-5130,0
2004-03-22,38000.0,37900.0,48251.0,10.9,-3520,13250,40
2004-03-23,37400.0,37800.0,22940.0,10.88,-4690,6860,0
2004-03-24,37800.0,37650.0,28994.0,10.83,-760,3240,0
2004-03-25,37900.0,37450.0,45579.0,10.78,-24220,-2700,0
2004-03-26,37800.0,37100.0,41441.0,10.67,4680,-4750,0
2004-03-29,37100.0,37500.0,58752.0,10.79,-20552,842,0
2004-03-30,37350.0,37400.0,23898.0,10.76,5220,-8220,0
2004-03-31,37200.0,37650.0,28330.0,10.83,-7160,9030,0
2004-04-01,37650.0,37650.0,20925.0,10.83,-6460,8450,30
2004-04-02,37850.0,37850.0,9466.0,10.89,-6630,6660,0
2004-04-06,37800.0,38150.0,54830.0,10.98,-19425,23145,0
2004-04-07,38450.0,38150.0,52200.0,10.98,0,8690,-800
2004-04-08,38200.0,38000.0,40830.0,10.93,4610,420,430
2004-04-09,37450.0,37100.0,39039.0,10.67,8860,-16090,100
2004-04-12,37100.0,36800.0,23780.0,10.59,5800,-4800,0
2004-04-13,36650.0,36500.0,58511.0,10.5,13370,-5370,0
2004-04-14,36000.0,36500.0,31227.0,10.5,-8220,8220,0
2004-04-16,36500.0,36500.0,23895.0,10.5,1000,-1190,0
2004-04-19,36250.0,36300.0,19410.0,10.44,-2674,10750,0
2004-04-20,36500.0,36900.0,15940.0,10.62,-3490,3490,0
2004-04-21,36350.0,37100.0,63420.0,10.67,-7620,7750,370
2004-04-22,37000.0,36900.0,15500.0,10.62,-6820,6820,0
2004-04-23,36900.0,36800.0,24041.0,10.59,-5540,4480,1060
2004-04-26,36800.0,36700.0,15326.0,10.56,-5700,7870,0
2004-04-27,36550.0,36350.0,25241.0,10.46,3410,-3410,0
2004-04-28,35850.0,36500.0,11741.0,10.5,-5830,7100,-1270
2004-04-29,36200.0,35100.0,32661.0,10.1,5160,-5420,240
2004-04-30,35150.0,35000.0,29017.0,10.07,-1914,4274,0
2004-05-03,35050.0,35900.0,9190.0,10.33,-7240,7240,0
2004-05-04,35550.0,35000.0,35429.0,10.07,1749,-4149,0
2004-05-06,35250.0,34450.0,15160.0,9.91,-120,120,0
2004-05-07,34400.0,34500.0,27801.0,9.93,1540,-2720,0
2004-05-10,33950.0,33400.0,19885.0,9.61,-2340,2340,0
2004-05-11,33200.0,33000.0,40420.0,9.5,-4556,-10464,0
2004-05-12,32700.0,33550.0,6881.0,9.65,-4200,4200,0
2004-05-13,33250.0,32850.0,3740.0,9.45,-570,570,0
2004-05-14,32850.0,31000.0,71569.0,8.92,16253,-16313,0
2004-05-17,31000.0,28000.0,77922.0,8.06,18630,-28690,0
2004-05-18,27550.0,28500.0,131887.0,8.2,-19073,13093,0
2004-05-19,28150.0,30000.0,31465.0,8.63,-4947,4947,0
2004-05-20,29350.0,30100.0,12650.0,8.66,-7190,6670,0
2004-05-21,30050.0,30500.0,8935.0,8.78,-2790,990,0
2004-05-24,30100.0,31000.0,47230.0,8.92,-4280,-9760,0
2004-05-25,31000.0,31050.0,24460.0,8.93,-9220,9220,0
2004-05-27,31200.0,32000.0,43590.0,9.21,-6700,7470,0
2004-05-28,32000.0,32500.0,11365.0,9.35,-3860,3860,0
2004-05-31,32100.0,32500.0,8512.0,9.35,-2008,3148,0
2004-06-01,32050.0,32700.0,38483.0,9.41,-3190,-1090,0
2004-06-02,32200.0,32500.0,5570.0,9.35,-2620,2420,0
2004-06-03,32100.0,31500.0,12065.0,9.06,-1606,1776,-170
2004-06-04,31000.0,32150.0,7320.0,9.25,-4010,6210,0
2004-06-07,32000.0,32900.0,15366.0,9.47,2100,-2100,0
2004-06-08,32950.0,32800.0,19650.0,9.44,-1040,-1720,0
2004-06-09,32800.0,32400.0,29180.0,9.32,2200,-13770,0
2004-06-10,32050.0,33250.0,72986.0,9.57,-10334,-20066,0
2004-06-11,33200.0,31900.0,42540.0,9.18,5210,-2730,0
2004-06-14,32250.0,31050.0,25054.0,8.93,-8460,9550,0
2004-06-15,31950.0,30400.0,36804.0,8.75,4214,-12354,0
2004-06-16,30600.0,29850.0,29831.0,8.59,6060,-7840,0
2004-06-17,30300.0,29900.0,30670.0,8.6,1220,-6090,0
2004-06-18,29500.0,28500.0,71770.0,8.2,23100,-26770,0
2004-06-21,28900.0,28450.0,52525.0,8.19,-5705,65,0
2004-06-22,28450.0,28700.0,23444.0,8.26,1750,-430,0
2004-06-23,28850.0,27950.0,20891.0,8.04,60,2420,0
2004-06-24,28600.0,28050.0,39050.0,8.07,8110,-11530,0
2004-06-25,28100.0,29000.0,24870.0,8.34,-7060,6710,0
2004-06-28,28850.0,28700.0,24260.0,8.26,2486,-5786,0
2004-06-29,28650.0,28650.0,47062.0,8.24,-1998,-2212,0
2004-06-30,28900.0,29400.0,32682.0,8.46,-1010,-3140,0
2004-07-01,29000.0,29100.0,37132.0,8.37,1300,2840,-3680
2004-07-02,29000.0,29000.0,52000.0,8.34,4830,-1780,0
2004-07-05,28950.0,29350.0,27040.0,8.44,-3330,-550,0
2004-07-06,29350.0,29350.0,44701.0,8.44,-2430,-4110,-260
2004-07-07,29200.0,29600.0,54060.0,8.52,-80,-4320,0
2004-07-08,29700.0,28000.0,73030.0,8.06,23720,-28630,0
2004-07-09,28450.0,28650.0,41240.0,8.24,-4250,-1990,-2800
2004-07-12,28950.0,29000.0,24310.0,8.34,-6040,7870,-3020
2004-07-13,29250.0,28800.0,26011.0,8.29,-2019,1199,-2990
2004-07-14,28550.0,28000.0,28991.0,8.06,11682,-11522,0
2004-07-15,28000.0,28000.0,16091.0,8.06,-610,1370,-1870
2004-07-16,27700.0,27650.0,36220.0,7.96,4500,-14020,-660
2004-07-19,27500.0,27800.0,26181.0,8.0,2270,-10420,-770
2004-07-20,27500.0,26600.0,109530.0,7.65,22830,-25510,0
2004-07-21,27000.0,26900.0,91401.0,7.74,-10279,-8811,-1170
2004-07-22,26500.0,26200.0,46933.0,7.54,1870,-4640,-490
2004-07-23,26100.0,26150.0,34462.0,7.52,7680,-8780,0
2004-07-26,25800.0,25950.0,15391.0,7.47,-6260,2550,0
2004-07-27,26450.0,26200.0,22203.0,7.54,-926,-6134,0
2004-07-28,26700.0,26500.0,19362.0,7.62,879,-2689,0
2004-07-29,26500.0,26050.0,10870.0,7.5,1620,-2190,0
2004-07-30,26100.0,26150.0,33399.0,7.52,-6350,190,0
2004-08-02,26150.0,25000.0,50700.0,7.19,13722,-13182,0
2004-08-03,25400.0,25000.0,15337.0,7.19,-2950,2920,0
2004-08-04,24950.0,24600.0,41390.0,7.08,1660,-7980,0
2004-08-05,25050.0,25750.0,39621.0,7.41,-5240,1220,0
2004-08-06,25450.0,26000.0,19970.0,7.48,-7840,2410,0
2004-08-09,26050.0,27000.0,32040.0,7.77,-6270,-460,0
2004-08-10,27300.0,27100.0,27461.0,7.8,600,-470,0
2004-08-11,26650.0,26900.0,21950.0,7.74,-1060,-5560,0
2004-08-12,27400.0,26850.0,29072.0,7.73,1360,-180,0
2004-08-13,26850.0,27350.0,75258.0,7.87,3266,-12486,0
2004-08-16,26900.0,26800.0,19864.0,7.71,2190,-5560,0
2004-08-17,27150.0,26600.0,25344.0,7.65,3664,-13424,0
2004-08-18,27000.0,27200.0,15050.0,7.83,-7800,7550,0
2004-08-19,26850.0,27900.0,27010.0,8.03,-7880,5550,0
2004-08-20,27700.0,28000.0,14624.0,8.06,-4140,-1410,0
2004-08-23,27900.0,27350.0,18530.0,7.87,-840,3980,0
2004-08-24,28200.0,27450.0,10916.0,7.9,-2768,2758,0
2004-08-25,27450.0,27500.0,35755.0,7.91,-1520,-6370,0
2004-08-26,27400.0,27650.0,62471.0,7.96,-3690,-6510,0
2004-08-27,28000.0,27900.0,21021.0,8.03,-9710,7820,0
2004-08-30,27700.0,27550.0,10210.0,7.93,800,-6370,0
2004-08-31,27100.0,28100.0,9543.0,8.09,-5750,3460,0
2004-09-01,28300.0,28600.0,30756.0,8.23,-8433,4723,0
2004-09-02,28600.0,28850.0,31411.0,8.3,-6730,5250,0
2004-09-03,28600.0,29200.0,27411.0,8.4,-1440,-320,0
2004-09-06,29500.0,29650.0,26550.0,8.53,-5700,5370,0
2004-09-07,30150.0,29650.0,18741.0,8.53,-1080,3030,0
2004-09-08,29650.0,29500.0,19341.0,8.49,-1950,-6150,0
2004-09-09,29500.0,29750.0,78422.0,8.56,-7412,-20438,0
2004-09-10,29750.0,29850.0,26890.0,8.59,-3480,-2760,0
2004-09-13,30100.0,30700.0,19414.0,8.83,-11720,11800,0
2004-09-14,30200.0,30000.0,10081.0,8.63,3230,-3240,0
2004-09-15,29600.0,29600.0,15680.0,8.52,-4430,6500,0
2004-09-16,29900.0,30500.0,30150.0,8.78,-11630,11730,0
2004-09-17,30000.0,29600.0,16110.0,8.52,1900,-2090,0
2004-09-20,29650.0,29600.0,17180.0,8.52,50,3770,0
2004-09-21,29600.0,29800.0,23121.0,8.57,-2930,310,0
2004-09-22,29800.0,28900.0,22632.0,8.32,-3240,3340,0
2004-09-23,29000.0,29200.0,19350.0,8.4,-3620,3620,0
2004-09-24,29000.0,29350.0,27650.0,8.44,-40,-2620,0
2004-09-30,29700.0,29400.0,15030.0,8.46,-1450,1280,0
2004-10-01,28900.0,29800.0,21807.0,8.57,-6780,3550,0
2004-10-04,29700.0,30100.0,21690.0,8.66,-11890,11920,0
2004-10-05,30200.0,29700.0,27900.0,8.55,890,-3760,0
2004-10-06,29350.0,29500.0,65850.0,8.49,2990,-10490,0
2004-10-07,29150.0,29300.0,12431.0,8.43,-2699,2479,0
2004-10-08,29600.0,29300.0,44340.0,8.43,-3910,26640,0
2004-10-11,29550.0,29350.0,23820.0,8.44,-1410,5060,0
2004-10-12,29050.0,28400.0,38480.0,8.17,10300,-10350,0
2004-10-13,28400.0,29000.0,25601.0,8.34,-3970,11990,0
2004-10-14,29000.0,28400.0,37690.0,8.17,-1400,3020,0
2004-10-15,28150.0,27800.0,23393.0,8.0,4593,-1023,0
2004-10-18,28200.0,27700.0,19028.0,7.97,-1903,2783,0
2004-10-19,28450.0,28700.0,16660.0,8.26,-4890,5050,0
2004-10-20,28700.0,27800.0,13250.0,8.0,120,-390,0
2004-10-21,27700.0,26850.0,26310.0,7.73,9590,-9390,0
2004-10-22,26700.0,25500.0,52651.0,7.34,30961,-25201,0
2004-10-25,25200.0,23550.0,103879.0,6.78,51499,-39879,0
2004-10-26,24000.0,23950.0,59279.0,6.89,18030,-15270,0
2004-10-27,23650.0,24500.0,51592.0,7.05,-8840,2590,0
2004-10-28,24600.0,25200.0,48940.0,7.25,3490,-3070,0
2004-10-29,24900.0,25400.0,16808.0,7.31,-4790,1280,0
2004-11-01,25400.0,25100.0,11288.0,7.22,-1250,-1000,0
2004-11-02,25450.0,25700.0,28910.0,7.39,-2040,5250,0
2004-11-03,25500.0,25400.0,16695.0,7.31,-7196,2726,0
2004-11-04,25450.0,25500.0,10670.0,7.34,-400,-4380,0
2004-11-05,25900.0,26400.0,28220.0,7.6,-6190,330,0
2004-11-08,26700.0,25350.0,26325.0,7.29,6925,-11905,0
2004-11-09,25700.0,25250.0,9650.0,7.27,1970,-3070,0
2004-11-10,26250.0,26150.0,36250.0,7.52,-16150,19240,0
2004-11-11,26200.0,25700.0,38724.0,7.39,4680,-4310,0
2004-11-12,25700.0,26050.0,32430.0,7.5,-1700,6610,0
2004-11-15,26100.0,26200.0,24620.0,7.54,-10,-1130,0
2004-11-16,26050.0,25700.0,22668.0,7.39,11621,-11701,0
2004-11-17,26000.0,26400.0,21950.0,7.6,-7730,7340,0
2004-11-18,25700.0,25750.0,32040.0,7.41,9550,-430,0
2004-11-19,26250.0,26650.0,35520.0,7.67,-10190,-4690,0
2004-11-22,26900.0,26250.0,22773.0,7.55,16020,-17470,0
2004-11-23,26700.0,26800.0,18771.0,7.71,-7270,7270,0
2004-11-24,26700.0,26700.0,23248.0,7.68,-4600,6840,0
2004-11-25,26400.0,26500.0,16173.0,7.62,-40,-370,0
2004-11-26,27000.0,26050.0,45270.0,7.5,13620,-10380,0
2004-11-29,26050.0,26000.0,18170.0,7.48,1590,-3580,0
2004-11-30,26100.0,25900.0,26621.0,7.45,-240,110,-1930
2004-12-01,26450.0,26150.0,11511.0,7.52,-2320,2320,0
2004-12-02,26500.0,26800.0,21889.0,7.71,-4230,5730,0
2004-12-03,27150.0,27100.0,34860.0,7.8,-2060,1970,0
2004-12-06,27200.0,26550.0,26361.0,7.64,10100,-9890,0
2004-12-07,26950.0,26000.0,24810.0,7.48,3510,-130,0
2004-12-08,25850.0,26350.0,16148.0,7.58,-4080,5080,0
2004-12-09,26500.0,26400.0,76331.0,7.6,12840,-5120,0
2004-12-10,26400.0,25200.0,45405.0,7.25,27815,-28295,0
2004-12-13,25450.0,25250.0,16460.0,7.27,-4250,4070,0
2004-12-14,25250.0,24900.0,11267.0,7.16,4750,-4750,0
2004-12-15,25400.0,25600.0,20150.0,7.37,-750,-1890,0
2004-12-16,25600.0,25800.0,15270.0,7.42,-4550,5030,0
2004-12-17,25800.0,26050.0,20350.0,7.5,-4840,7350,0
2004-12-20,26200.0,26250.0,14390.0,7.55,-1230,6050,0
2004-12-21,25550.0,26150.0,14420.0,7.52,3429,1641,0
2004-12-22,26450.0,26750.0,30121.0,7.7,-4141,14005,0
2004-12-23,27100.0,26900.0,23350.0,7.74,940,7200,0
2004-12-24,27350.0,27300.0,187263.0,7.85,-160620,8267,0
2004-12-27,27700.0,28800.0,47450.0,8.29,-27774,14020,0
2004-12-28,29200.0,28800.0,25943.0,8.29,-5937,7,0
2004-12-29,27800.0,29800.0,72403.0,8.57,-47000,47000,0
2004-12-30,30200.0,30200.0,24450.0,8.69,-12730,14730,0
2005-01-03,29700.0,31000.0,55225.0,18.89,-4828,5028,0
2005-01-04,31450.0,32000.0,146611.0,19.5,-15208,10858,0
2005-01-05,31600.0,31200.0,14110.0,19.01,360,-360,0
2005-01-06,31000.0,30050.0,17350.0,18.31,2120,-2840,500
2005-01-07,30500.0,30300.0,28010.0,18.46,-6320,5500,0
2005-01-10,30300.0,31300.0,30138.0,19.07,-5540,5540,0
2005-01-11,31100.0,31850.0,20611.0,19.4,-6842,6842,0
2005-01-12,32400.0,32300.0,28651.0,19.68,-13420,14780,-100
2005-01-13,31700.0,32300.0,30850.0,19.68,-8570,2540,0
2005-01-14,32200.0,32350.0,26627.0,19.71,-12090,11520,0
2005-01-17,32350.0,31850.0,16470.0,19.4,2960,-2870,0
2005-01-18,31650.0,31700.0,17920.0,19.31,-1740,1920,0
2005-01-19,31700.0,31700.0,15920.0,19.31,3380,-3290,0
2005-01-20,31200.0,31600.0,23130.0,19.25,2190,-1920,0
2005-01-21,32000.0,31400.0,13910.0,19.13,-5230,4330,0
2005-01-24,31100.0,30050.0,24209.0,18.31,11160,-11080,100
2005-01-25,29550.0,29000.0,20738.0,17.67,8350,-7320,-200
2005-01-26,28900.0,30500.0,24261.0,18.58,-14870,15050,0
2005-01-27,29700.0,30600.0,11030.0,18.64,-4590,4670,0
2005-01-28,30900.0,30000.0,13903.0,18.28,-4040,4040,0
2005-01-31,30400.0,31500.0,25004.0,19.19,-15750,14580,-200
2005-02-01,31150.0,31900.0,81466.0,19.44,1270,-550,0
2005-02-02,31500.0,31200.0,163353.0,19.01,130,-5540,0
2005-02-03,31150.0,30650.0,8249.0,18.67,1680,-1680,0
2005-02-04,30450.0,31850.0,37116.0,19.4,-11110,11230,0
2005-02-07,31300.0,31000.0,33453.0,18.89,6270,-7220,0
2005-02-11,31000.0,29900.0,42763.0,18.22,28970,-27930,0
2005-02-14,29950.0,29850.0,42230.0,18.19,12790,-12290,0
2005-02-15,29850.0,29600.0,43258.0,18.03,22360,-25410,0
2005-02-16,29700.0,30050.0,24218.0,18.31,-8030,8620,0
2005-02-17,30100.0,29950.0,16843.0,18.25,3620,-2980,0
2005-02-18,30300.0,31000.0,32841.0,18.89,-20770,19480,0
2005-02-21,30400.0,30000.0,63689.0,18.28,18660,-34740,0
2005-02-22,30000.0,29800.0,16220.0,18.16,-1560,-2570,0
2005-02-23,30300.0,29700.0,140031.0,18.09,2055,-124155,0
2005-02-24,30150.0,30500.0,22070.0,18.58,-8900,10850,0
2005-02-25,30750.0,30000.0,27133.0,18.28,5170,-5550,0
2005-02-28,30000.0,29600.0,39109.0,18.03,17380,-8650,0
2005-03-02,29600.0,29800.0,44927.0,18.16,3970,-4680,0
2005-03-03,29900.0,29900.0,29958.0,18.22,-12500,5220,2060
2005-03-04,30100.0,32900.0,79950.0,20.04,-11701,9321,0
2005-03-07,32500.0,31800.0,45261.0,19.37,6390,-4610,-800
2005-03-08,31450.0,31500.0,33610.0,19.19,-3170,-240,0
2005-03-09,32200.0,32500.0,48182.0,19.8,-2139,24799,0
2005-03-10,32700.0,34000.0,99424.0,20.71,-10751,27461,-1460
2005-03-11,34000.0,34450.0,40600.0,20.99,-20870,16120,0
2005-03-14,33700.0,34500.0,38619.0,21.02,-9700,7480,0
2005-03-15,34200.0,34150.0,43360.0,20.81,-6750,3740,0
2005-03-16,33650.0,34600.0,24660.0,21.08,-14770,14000,0
2005-03-17,34600.0,34400.0,25036.0,20.96,-7708,6738,0
2005-03-18,34400.0,35200.0,68572.0,21.45,-19790,20220,0
2005-03-21,35500.0,33850.0,33069.0,20.62,-7870,8130,0
2005-03-22,34050.0,33900.0,152563.0,20.65,-6048,5328,0
2005-03-23,34300.0,33800.0,20480.0,20.59,1430,-1090,0
2005-03-24,33300.0,34150.0,22830.0,20.81,-17710,16390,0
2005-03-25,34750.0,35000.0,40032.0,21.32,-10309,10809,0
2005-03-28,35500.0,33950.0,46001.0,20.68,10320,-5940,0
2005-03-29,33400.0,34200.0,52467.0,20.84,3399,-14969,0
2005-03-30,34350.0,34350.0,21801.0,20.93,-8590,3410,0
2005-03-31,33850.0,34350.0,31280.0,20.93,-4870,-3390,0
2005-04-01,33750.0,34050.0,7278.0,20.74,-1180,1130,0
2005-04-04,34700.0,33200.0,10450.0,20.23,5200,-5200,0
2005-04-06,32850.0,32550.0,20710.0,19.83,4980,-4980,0
2005-04-07,32050.0,31500.0,92770.0,19.19,31250,-29650,0
2005-04-08,31650.0,31200.0,50110.0,19.01,16330,-12330,0
2005-04-11,30600.0,29950.0,87070.0,18.25,42170,-18840,1000
2005-04-12,29700.0,29550.0,35150.0,18.0,7890,-4190,0
2005-04-13,29550.0,28800.0,51910.0,17.55,23330,-24630,300
2005-04-14,28450.0,27850.0,63408.0,16.97,34928,-38018,0
2005-04-15,28000.0,27700.0,44990.0,16.88,5070,-4310,-300
2005-04-18,27300.0,27000.0,36482.0,16.45,1540,-4850,0
2005-04-19,27000.0,26900.0,30760.0,16.39,6800,-4450,0
2005-04-20,26500.0,26900.0,58200.0,16.39,-8170,11390,0
2005-04-21,26500.0,27400.0,32590.0,16.69,0,340,0
2005-04-22,27500.0,26900.0,27753.0,16.39,9270,-12500,0
2005-04-25,27200.0,26850.0,14799.0,16.36,-2615,555,0
2005-04-26,26650.0,26900.0,13771.0,16.39,1730,-1700,0
2005-04-27,26450.0,27100.0,28581.0,16.51,6460,-5110,0
2005-04-28,26950.0,26800.0,12101.0,16.33,-1610,860,0
2005-04-29,27600.0,27250.0,22901.0,16.6,-11530,8690,0
2005-05-02,27200.0,27400.0,8608.0,16.69,-4640,740,0
2005-05-03,27400.0,26900.0,11990.0,16.39,4832,-7952,0
2005-05-04,26900.0,27450.0,29130.0,16.72,13970,-14970,0
2005-05-06,27450.0,27800.0,6554.0,16.94,-3196,3496,-500
2005-05-09,27600.0,26650.0,29217.0,16.24,4760,-8290,-500
2005-05-10,26800.0,26400.0,350711.0,16.08,6830,-16610,0
2005-05-11,26350.0,25500.0,23190.0,15.54,9090,-9140,0
2005-05-12,25450.0,25200.0,71781.0,15.35,8890,7270,0
2005-05-13,24900.0,24750.0,16585.0,15.08,7960,-8990,0
2005-05-16,24750.0,26200.0,22820.0,15.96,-5220,4350,0
2005-05-17,25800.0,25550.0,28060.0,15.57,5770,-3280,0
2005-05-18,26050.0,26000.0,11827.0,15.84,-7950,7870,0
2005-05-19,26450.0,27050.0,24010.0,16.48,-16220,14120,0
2005-05-20,27050.0,26600.0,7130.0,16.21,-20,-860,0
2005-05-23,27200.0,27200.0,14030.0,16.57,-6390,7800,0
2005-05-24,27300.0,27200.0,9395.0,16.57,-1580,-2840,0
2005-05-25,27000.0,27200.0,33830.0,16.57,-3930,3180,0
2005-05-26,26800.0,27350.0,16890.0,16.66,-7040,3290,0
2005-05-27,27100.0,28150.0,30259.0,17.15,-13010,9400,0
2005-05-30,28150.0,28400.0,15710.0,17.3,-6240,8240,0
2005-05-31,28000.0,30000.0,54020.0,18.28,-30120,30120,0
2005-06-01,29100.0,29300.0,12145.0,17.85,-2530,4640,0
2005-06-02,29000.0,28100.0,25775.0,17.12,8970,-9210,0
2005-06-03,28150.0,28000.0,17421.0,17.06,5585,-775,0
2005-06-07,27900.0,27300.0,14370.0,16.63,6680,-6690,0
2005-06-08,27200.0,27750.0,44566.0,16.91,7970,-9300,0
2005-06-09,28100.0,28100.0,83637.0,17.12,12070,-3500,0
2005-06-10,28000.0,28250.0,48672.0,17.21,2340,2690,0
2005-06-13,28500.0,28550.0,31296.0,17.39,-3190,-4190,0
2005-06-14,28500.0,27950.0,29838.0,17.03,8270,-10400,200
2005-06-15,27750.0,27400.0,94255.0,16.69,63580,-67020,200
2005-06-16,27500.0,27100.0,38622.0,16.51,21095,-20855,0
2005-06-17,27050.0,26600.0,93222.0,16.21,55030,-58690,0
2005-06-20,26650.0,26300.0,71681.0,16.02,56080,-34850,-400
2005-06-21,26300.0,26600.0,47830.0,16.21,12160,-1590,0
2005-06-22,26750.0,27200.0,54690.0,16.57,-7410,6670,0
2005-06-23,27250.0,27350.0,24880.0,16.66,230,-360,0
2005-06-24,26900.0,27300.0,40300.0,16.63,-2730,3070,0
2005-06-27,27000.0,26750.0,39990.0,16.3,13950,-23740,0
2005-06-28,26450.0,26750.0,12565.0,16.3,-1760,1190,0
2005-06-29,26800.0,27550.0,78351.0,16.78,-25373,13383,0
2005-06-30,27850.0,27750.0,44118.0,16.91,-1500,1520,0
2005-07-01,27600.0,28000.0,38462.0,17.06,-6640,7100,0
2005-07-04,28000.0,28200.0,27942.0,17.18,-5650,1930,0
2005-07-05,28000.0,28050.0,19067.0,17.09,-6783,7053,0
2005-07-06,28050.0,28150.0,22504.0,17.15,-4130,4030,0
2005-07-07,28150.0,28700.0,36680.0,17.49,-8950,9120,0
2005-07-08,28600.0,29250.0,39480.0,17.82,-14400,15080,0
2005-07-11,29350.0,29800.0,26466.0,18.16,-12610,13040,30
2005-07-12,29500.0,29200.0,27263.0,17.79,8157,-3867,0
2005-07-13,29050.0,29000.0,16850.0,17.67,-450,1280,0
2005-07-14,28650.0,28550.0,33665.0,17.39,-4760,8500,0
2005-07-15,28550.0,28900.0,18050.0,17.61,3190,-3410,0
2005-07-18,28900.0,28400.0,15330.0,17.3,-780,-1900,0
2005-07-19,28250.0,29550.0,22080.0,18.0,-12913,12283,0
2005-07-20,29700.0,29100.0,22070.0,17.73,2290,-3900,0
2005-07-21,28800.0,29300.0,72806.0,17.85,-1165,-8425,-30
2005-07-22,29400.0,31000.0,113060.0,18.89,-48717,49237,0
2005-07-25,31500.0,31150.0,57680.0,18.98,8873,-9633,0
2005-07-26,31000.0,30900.0,29161.0,18.83,-8870,9730,0
2005-07-27,30750.0,30900.0,30435.0,18.83,8010,-9090,0
2005-07-28,30950.0,31400.0,27285.0,19.13,5210,-6050,0
2005-07-29,31250.0,31150.0,25975.0,18.98,4639,-3509,0
2005-08-01,31250.0,31300.0,38887.0,19.07,-597,7677,0
2005-08-02,31350.0,32350.0,83299.0,19.71,-17050,17200,0
2005-08-03,32100.0,31200.0,26730.0,19.01,-1890,3620,0
2005-08-04,31100.0,31700.0,40430.0,19.31,-18320,18080,0
2005-08-05,31100.0,31250.0,48830.0,19.04,-6460,5130,100
2005-08-08,31500.0,31100.0,21170.0,18.95,11590,-11530,0
2005-08-09,30550.0,31100.0,19201.0,18.95,2200,-3750,0
2005-08-10,30800.0,31550.0,42097.0,19.22,15266,-27916,0
2005-08-11,31200.0,32000.0,23160.0,19.5,-6210,4550,0
2005-08-12,32700.0,32400.0,33260.0,19.74,17590,-16340,-100
2005-08-16,32050.0,32000.0,26070.0,19.5,-4080,-2010,0
2005-08-17,31900.0,32150.0,12053.0,19.59,-4159,2209,0
2005-08-18,32400.0,31600.0,43380.0,19.25,160,-15690,0
2005-08-19,31900.0,31550.0,13150.0,19.22,-1920,1790,0
