Symbol,SBS_시가(원),SBS_종가(원),SBS_거래량(주),SBS_PER(IFRS-연결),SBS_순매수수량(개인)(주),SBS_순매수수량(기관계)(주),SBS_순매수수량(외국인계)(주)
2000-01-04,61600,61600,154592,29.27,62038,-59628,0
2000-01-05,61000,64500,420545,30.64,87782,-80742,0
2000-01-06,65000,58600,210475,27.84,-26883,28055,0
2000-01-07,56900,54800,140792,26.04,-21187,22487,0
2000-01-10,58000,58200,196865,27.65,-54854,54854,0
2000-01-11,65100,65100,42227,30.93,-27869,900,0
2000-01-12,65000,67000,1001046,31.83,-25685,16151,0
2000-01-13,65000,65100,275824,30.93,-56929,57293,0
2000-01-14,67000,62600,458582,29.74,-36880,58880,0
2000-01-17,62600,64000,239509,30.41,-65302,63522,0
2000-01-18,63000,65700,313793,31.21,-45087,62501,0
2000-01-19,65500,58000,431434,27.56,14872,128,0
2000-01-20,57900,58000,207720,27.56,-7546,17920,0
2000-01-21,56000,55000,188396,26.13,-1187,1187,0
2000-01-24,55000,57700,227935,27.41,-55833,56033,0
2000-01-25,55700,54600,125293,25.94,-7573,7573,0
2000-01-26,54600,53900,159005,25.61,-14210,14210,0
2000-01-27,52900,50800,174836,24.14,-15700,13700,0
2000-01-28,50800,53000,170370,25.18,-32810,27610,0
2000-01-31,51000,52500,153979,24.94,-2713,2713,0
2000-02-01,53500,54000,176807,25.66,-16903,15903,0
2000-02-02,54600,56500,260628,26.84,-18621,8981,0
2000-02-03,57000,63200,478546,30.03,-106572,106572,0
2000-02-07,66200,68400,563979,32.5,2336,16964,0
2000-02-08,67400,61200,494007,29.08,-76854,67344,0
2000-02-09,61800,62400,314473,29.65,-21828,21828,0
2000-02-10,59900,59800,209188,28.41,-33063,33203,0
2000-02-11,61000,60000,313279,28.51,-17979,18179,0
2000-02-14,57600,55000,260407,26.13,5679,-3719,0
2000-02-15,54900,54500,209548,25.89,15417,-15467,0
2000-02-16,54000,55400,128703,26.32,-32017,32017,0
2000-02-17,55000,58500,214676,27.79,-35337,38165,0
2000-02-18,59400,60300,267135,28.65,-17319,30619,0
2000-02-21,59000,56800,141694,26.99,-26109,21109,0
2000-02-22,58100,62000,370747,29.46,-36740,46940,0
2000-02-23,62500,60700,266704,28.84,-63851,76651,0
2000-02-24,62500,61900,465284,29.41,-34661,61211,0
2000-02-25,60500,58000,306392,27.56,-92655,96185,0
2000-02-28,56500,55800,168785,26.51,-13803,7803,0
2000-02-29,56500,58000,278417,27.56,-15436,15436,0
2000-03-02,59300,59400,203455,28.22,-33815,33815,0
2000-03-03,58700,58500,123616,27.79,-31145,29145,0
2000-03-06,58500,57000,111300,27.08,8447,-4941,0
2000-03-07,57500,57100,177863,27.13,27277,-27305,0
2000-03-08,57000,56500,124084,26.84,10300,-9706,0
2000-03-09,56500,57300,291772,27.22,15589,-1232,0
2000-03-10,60000,59500,380832,28.27,54688,-57178,0
2000-03-13,61500,59000,387535,28.03,7723,5291,0
2000-03-14,59000,59400,164698,28.22,-50797,52050,0
2000-03-15,57200,56400,120470,26.8,18689,-11690,0
2000-03-16,56100,56400,115690,26.8,-5819,6008,0
2000-03-17,56400,52500,153141,24.94,4150,-1150,0
2000-03-20,51000,58800,165727,27.94,-19991,19491,0
2000-03-21,51800,51800,120683,24.61,3275,-2775,0
2000-03-22,52800,52400,385846,24.9,55821,-66321,0
2000-03-23,53000,50800,166501,24.14,-4033,-3470,0
2000-03-24,51100,50400,161359,23.95,43497,-48675,0
2000-03-27,50400,50800,139596,24.14,-17998,12983,0
2000-03-28,50800,50200,153018,23.85,47587,-48010,0
2000-03-29,49500,49000,206783,23.28,54465,-60472,0
2000-03-30,47500,48800,144188,23.19,-8934,8552,0
2000-03-31,47000,49000,231574,23.28,5747,-5822,0
2000-04-03,47000,44100,119696,20.95,12411,-17711,0
2000-04-04,42000,40500,283374,19.24,57202,-82722,0
2000-04-06,40000,40100,255480,19.05,45656,-51713,0
2000-04-07,40500,42550,332976,20.22,47188,-51217,0
2000-04-10,43600,45500,285560,21.62,8501,-11212,0
2000-04-11,43000,40800,125858,19.38,-40885,24018,0
2000-04-12,40900,41700,125840,19.81,4846,-15230,0
2000-04-14,39100,39600,112427,18.81,28559,-31165,0
2000-04-17,34850,34850,150524,16.56,23677,-33202,0
2000-04-18,36300,33600,324510,15.96,91886,-85388,0
2000-04-19,34600,35100,213817,16.68,-26796,5886,0
2000-04-20,35200,37900,239304,18.01,-66873,19233,0
2000-04-21,38000,39000,243921,18.53,14972,7468,0
2000-04-24,39300,38000,134856,18.05,-51470,60970,0
2000-04-25,37000,38000,101030,18.05,-27607,28955,0
2000-04-26,39000,37400,119877,17.77,-13638,7512,0
2000-04-27,36600,35000,95642,16.63,1905,-6190,0
2000-04-28,35200,35800,99231,17.01,-15526,19116,0
2000-05-02,36100,37300,71839,17.72,-17570,19233,0
2000-05-03,36300,39200,101457,18.62,-38791,41769,0
2000-05-04,39400,39000,123179,18.53,-25212,30500,0
2000-05-08,39000,39500,70722,18.77,-14572,14598,0
2000-05-09,39000,38500,55743,18.29,-18114,26114,0
2000-05-10,38500,38000,70459,18.05,-8397,-6703,0
2000-05-12,38000,38500,116563,18.29,-35183,27483,0
2000-05-15,38000,38100,138348,18.1,510,2464,0
2000-05-16,38500,39000,114130,18.53,-49635,33671,0
2000-05-17,40700,39300,219897,18.67,-44908,42418,0
2000-05-18,38500,38550,91541,18.32,-31623,29133,0
2000-05-19,37000,40000,98053,19,-41899,38375,0
2000-05-22,39000,39000,84149,18.53,-24979,14895,0
2000-05-23,38000,37800,125508,17.96,-2270,42270,0
2000-05-24,37000,36350,135870,17.27,-11804,25884,0
2000-05-25,37100,38000,240766,18.05,48886,-36646,0
2000-05-26,38000,34500,140534,16.39,-4662,5162,0
2000-05-29,33000,34600,65601,16.44,-11632,632,0
2000-05-30,35100,36400,89658,17.29,-13819,13876,0
2000-05-31,37000,40750,292223,19.36,-41373,46632,0
2000-06-01,39750,40500,191899,19.24,-44070,42870,0
2000-06-02,42000,40500,241990,19.24,17339,-525,0
2000-06-05,42000,43450,335253,20.64,-50440,23766,0
2000-06-07,42500,43000,235513,20.43,19960,-20960,0
2000-06-08,43000,39900,130787,18.96,-9488,-512,0
2000-06-09,39900,39000,159043,18.53,27530,-46530,0
2000-06-12,38850,40550,220512,19.27,22433,-18447,0
2000-06-13,40000,38750,89517,18.41,-12130,9530,0
2000-06-14,39000,39800,112780,18.91,-41775,25375,0
2000-06-15,39100,37000,82946,17.58,-5210,-1290,0
2000-06-16,36500,36900,60447,17.53,12760,-15760,0
2000-06-19,37000,38100,109064,18.1,-10522,12022,0
2000-06-20,37700,37500,103777,17.82,-9930,1930,0
2000-06-21,38600,39000,163549,18.53,-8672,4772,0
2000-06-22,39000,38800,65160,18.43,-12755,3205,0
2000-06-23,38400,37800,62936,17.96,2289,8950,0
2000-06-26,37700,38500,68165,18.29,3707,-1767,0
2000-06-27,39500,41000,652382,19.48,18091,179608,0
2000-06-28,41500,42500,503143,20.19,49728,-53692,0
2000-06-29,42950,41400,201026,19.67,17550,-15158,0
2000-06-30,40600,41200,119694,19.57,-49307,50489,0
2000-07-03,41900,45300,964546,21.52,35560,-11881,0
2000-07-04,45300,44900,214733,21.33,-56519,38167,0
2000-07-05,46500,45200,373656,21.48,-8227,25232,0
2000-07-06,43800,44700,174702,21.24,-6399,35309,0
2000-07-07,45400,44400,204853,21.09,7213,27557,0
2000-07-10,44500,44500,150109,21.14,-11662,45682,0
2000-07-11,45200,45300,514825,21.52,-1147,-3914,0
2000-07-12,46000,46200,147406,21.95,-42749,42775,0
2000-07-13,45100,46600,151229,22.14,-20747,11363,0
2000-07-14,45800,46600,105192,22.14,-24048,29048,0
2000-07-18,46900,47000,229771,22.33,37249,-17907,0
2000-07-19,46500,44300,155554,21.05,6520,-6722,0
2000-07-20,42300,44000,120779,20.9,-39116,39127,0
2000-07-21,42300,43600,53517,20.71,-23602,24092,0
2000-07-24,42500,41700,72414,19.81,-33197,33197,0
2000-07-25,41000,42450,107122,20.17,-1062,-20343,0
2000-07-26,41200,42500,55567,20.19,-12479,12479,0
2000-07-27,41500,42500,41317,20.19,-15217,15237,0
2000-07-28,41900,42000,55515,19.95,-21163,21163,0
2000-07-31,41000,41400,62225,19.67,14030,-15008,0
2000-08-01,41400,43000,128208,20.43,8200,-12200,0
2000-08-02,43000,44450,222585,21.12,-15282,33731,0
2000-08-03,43900,44450,92002,21.12,-8073,7839,0
2000-08-04,44000,42850,57175,20.36,7026,-26,0
2000-08-07,42900,42100,28695,20,-12483,12554,0
2000-08-08,41750,41300,31206,19.62,3135,-3135,0
2000-08-09,41050,42000,90158,19.95,15411,-13060,0
2000-08-10,41600,42100,120719,20,9058,-10658,0
2000-08-11,42100,42200,71008,20.05,-14806,14785,0
2000-08-14,42300,42250,47525,20.07,-7185,12614,0
2000-08-16,41500,43450,89643,20.64,1355,-105,0
2000-08-17,43500,43000,68966,20.43,-2756,1256,0
2000-08-18,42500,42500,48271,20.19,-4340,4361,0
2000-08-21,42300,42650,44695,20.26,-17786,17786,0
2000-08-22,43000,42900,62927,20.38,17700,-7010,0
2000-08-23,43000,43100,130960,20.48,-7774,10534,0
2000-08-24,43900,43050,51899,20.45,-8455,6255,0
2000-08-25,43000,43300,46583,20.57,-21470,21470,0
2000-08-28,43600,44700,234268,21.24,68127,-36771,0
2000-08-29,44500,44800,211373,21.28,-17266,19667,0
2000-08-30,45000,45200,553259,21.48,82023,-73538,0
2000-08-31,45200,43450,163387,20.64,-64859,67534,0
2000-09-01,43600,43750,92558,20.79,-26978,27008,0
2000-09-04,43300,44600,84158,21.19,-33123,32123,0
2000-09-05,44050,46200,168541,21.95,-56412,40099,0
2000-09-06,46000,46400,214203,22.05,-50249,50281,0
2000-09-07,45900,45800,77169,21.76,-27851,32595,0
2000-09-08,45800,45800,70408,21.76,-18269,17501,0
2000-09-14,44650,45200,38797,21.48,3095,-2345,0
2000-09-15,44650,43800,45076,20.81,3777,-3777,0
2000-09-18,42500,40200,144823,19.1,-65547,62481,0
2000-09-19,38500,39950,57847,18.98,-10838,15547,0
2000-09-20,40000,41100,53328,19.53,1736,13561,0
2000-09-21,41000,39900,41079,18.96,1785,10046,0
2000-09-22,39100,39950,154134,18.98,-2653,75873,0
2000-09-25,38500,39500,131396,18.77,38008,2289,0
2000-09-26,39500,39450,67592,18.74,1285,23518,0
2000-09-27,38850,39950,187168,18.98,47216,-13051,0
2000-09-28,39950,39300,135195,18.67,-18633,41448,0
2000-09-29,39550,39250,167805,18.65,-19796,36955,0
2000-10-02,38000,39500,49545,18.77,-26318,6262,0
2000-10-04,39000,38800,59010,18.43,2019,-11798,0
2000-10-05,38800,38900,108516,18.48,5928,-25248,0
2000-10-06,38100,38600,76990,18.34,14212,-15192,0
2000-10-09,38600,38150,68060,18.13,3798,11233,0
2000-10-10,38050,36900,103424,17.53,20937,-17573,0
2000-10-11,36500,33750,128517,16.03,19175,-19516,0
2000-10-12,33100,31900,120448,15.16,50317,-53384,0
2000-10-13,32100,32550,307407,15.46,3141,40185,0
2000-10-16,34400,33950,198297,16.13,39239,-54992,0
2000-10-17,33300,30850,94156,14.66,-23072,14021,0
2000-10-18,30000,29900,174468,14.21,19906,-30159,0
2000-10-19,29000,29900,104253,14.21,106,-3599,0
2000-10-20,30900,30450,118424,14.47,35773,-41958,0
2000-10-23,30300,30250,77230,14.37,-14614,9617,0
2000-10-24,29500,29900,88190,14.21,13724,-23818,0
2000-10-25,29500,30300,78784,14.4,6855,-5999,0
2000-10-26,29850,29900,68597,14.21,-1884,-8501,0
2000-10-27,30000,30450,116204,14.47,44,-2044,0
2000-10-30,30550,30400,58163,14.44,-27458,-3690,0
2000-10-31,29800,30400,54306,14.44,929,-5416,0
2000-11-01,31000,32200,195958,15.3,6107,-42941,0
2000-11-02,32200,33300,165285,15.82,-17139,2536,0
2000-11-03,33800,33150,122720,15.75,-7444,7449,0
2000-11-06,33100,32900,72458,15.63,-14506,9506,0
2000-11-07,33000,32350,42805,15.37,-8962,4162,0
2000-11-08,31500,32300,71908,15.35,21734,-21734,0
2000-11-09,31500,32250,30822,15.32,3180,-1229,0
2000-11-10,32400,32200,38947,15.3,13879,-10379,0
2000-11-13,31800,31500,58485,14.97,-3407,-6537,0
2000-11-14,31500,31450,47939,14.94,14141,-14641,0
2000-11-15,31800,31950,100839,15.18,10011,689,0
2000-11-16,32500,31500,137367,14.97,9012,-43280,0
2000-11-17,31650,31200,36210,14.82,7833,2167,0
2000-11-20,30900,30400,119386,14.44,35235,-15235,0
2000-11-21,29800,29250,78950,13.9,14720,-4720,0
2000-11-22,29250,28850,92328,13.71,13123,-30739,0
2000-11-23,28100,28150,78150,13.37,60,-60,0
2000-11-24,27600,28350,67025,13.47,8497,-13497,0
2000-11-27,28100,28750,66305,13.66,26170,-26170,0
2000-11-28,28600,28000,42766,13.3,10094,-10094,0
2000-11-29,27400,26950,87561,12.8,-5281,15781,0
2000-11-30,26700,26400,91489,12.54,47934,-52271,0
2000-12-01,25400,26250,88128,12.47,29100,-34100,0
2000-12-04,25700,25500,85136,12.12,-538,-14984,0
2000-12-05,25600,25150,204769,11.95,58558,-82358,0
2000-12-06,25550,24850,297223,11.81,121132,-117132,0
2000-12-07,24600,24000,159259,11.4,-7022,1852,0
2000-12-08,23700,23550,145040,11.19,66237,-54840,0
2000-12-11,23500,25000,378978,11.88,132640,-56340,0
2000-12-12,25000,25400,274761,12.07,-17637,10737,0
2000-12-13,25400,25750,183384,12.23,-31150,31150,0
2000-12-14,25100,26150,176544,12.42,-3551,6035,0
2000-12-15,25900,25200,81712,11.97,-8152,12934,0
2000-12-18,24300,24800,70997,11.78,9656,-8640,0
2000-12-19,24800,24700,134372,11.73,-11260,745,0
2000-12-20,24400,23450,112704,11.14,15237,-20437,0
2000-12-21,22300,21850,100146,10.38,5016,-22010,0
2000-12-22,21550,21550,138798,10.24,-43625,21722,0
2000-12-26,22000,21600,113233,10.26,139,-38448,0
2001-01-02,20100,22500,112068,8.04,18881,-15881,0
2001-01-03,22500,23300,173225,8.33,-45612,-13388,0
2001-01-04,24800,24650,212132,8.81,-46505,38515,0
2001-01-05,24300,24700,197684,8.83,26881,-38381,0
2001-01-08,24300,25300,120929,9.05,-9959,9959,0
2001-01-09,25500,26150,165851,9.35,-27477,27677,0
2001-01-10,25900,24200,286559,8.65,27181,-17181,0
2001-01-11,24400,23900,214171,8.55,26629,-54629,0
2001-01-12,24600,25300,411897,9.05,78484,-77984,0
2001-01-15,25900,25900,807916,9.26,182976,-93994,0
2001-01-16,26000,25550,363106,9.13,94344,8355,0
2001-01-17,25150,24400,236464,8.72,-17378,30767,0
2001-01-18,24000,24150,180069,8.63,2221,-4298,0
2001-01-19,24000,24500,181766,8.76,-6906,-57037,0
2001-01-22,25100,25900,523192,9.26,65393,-34283,0
2001-01-26,26100,24800,240693,8.87,-22904,25152,0
2001-01-29,24800,24850,185178,8.88,48901,-57341,0
2001-01-30,25000,26300,806735,9.4,-89556,139733,0
2001-01-31,26800,29450,1262602,10.53,-74325,79808,0
2001-02-01,29000,28100,789456,10.05,-15971,3890,0
2001-02-02,28600,29000,558433,10.37,-116433,201514,0
2001-02-05,28000,27500,189619,9.83,-12940,13940,0
2001-02-06,26800,28050,119287,10.03,-16951,11785,0
2001-02-07,27900,27500,88246,9.83,-43536,39693,0
2001-02-08,27200,28300,122139,10.12,-9133,4643,0
2001-02-09,28100,28350,95889,10.14,-22061,20961,0
2001-02-12,28200,29100,157917,10.4,-21900,19900,0
2001-02-13,29200,30100,205692,10.76,25695,-25050,0
2001-02-14,29900,29700,108777,10.62,-8624,10624,0
2001-02-15,30200,30000,236318,10.73,-14068,14068,0
2001-02-16,30150,29500,148607,10.55,-44245,44245,0
2001-02-19,29000,29350,92704,10.49,-29966,31831,0
2001-02-20,29500,29650,136831,10.6,-29188,18188,0
2001-02-21,28800,29000,50921,10.37,-12779,12779,0
2001-02-22,28500,28500,134185,10.19,-42799,50093,0
2001-02-23,28500,28550,83171,10.21,-11362,17609,0
2001-02-26,28600,28250,73198,10.1,20287,-19787,0
2001-02-27,28200,26500,111297,9.47,4258,-29506,0
2001-02-28,26000,26700,72703,9.55,-7600,7570,0
2001-03-02,26700,25900,45151,9.26,-20630,20573,0
2001-03-05,24900,26000,31014,9.3,-2192,-3836,0
2001-03-06,26200,26200,45424,9.37,3497,-477,0
2001-03-07,26400,26750,35639,9.56,-10908,10925,0
2001-03-08,26900,26800,24778,9.58,7702,-7702,0
2001-03-09,27000,26000,47738,9.3,23099,-23099,0
2001-03-12,25100,25100,61987,8.97,21976,-29346,0
2001-03-13,25100,25100,0,8.97,0,0,0
2001-03-14,24500,25200,87859,9.01,2297,11503,0
2001-03-15,24400,24800,32860,8.87,-2814,2824,0
2001-03-16,24500,24300,42733,8.69,15305,-15305,0
2001-03-19,24000,24450,35344,8.74,6595,-1735,0
2001-03-20,24700,24300,25576,8.69,4327,-2107,0
2001-03-21,24000,24800,56113,8.87,-6969,10469,0
2001-03-22,24400,24750,14573,8.85,-10663,9583,0
2001-03-23,24800,25600,54474,9.15,-10527,24487,0
2001-03-26,26000,25950,69839,9.28,17444,-6434,0
2001-03-27,26500,25500,53840,9.12,973,7,0
2001-03-28,26100,25300,57106,9.05,5131,4378,0
2001-03-29,24600,24600,38384,8.8,-348,118,0
2001-03-30,24800,24800,55009,8.87,-6743,6261,0
2001-04-02,25500,25000,112768,8.94,32036,-32036,0
2001-04-03,24800,24750,45540,8.85,-12518,15418,0
2001-04-04,24100,24450,42866,8.74,-12786,10066,0
2001-04-06,25000,24900,30774,8.9,-5231,5231,0
2001-04-09,24800,25000,12925,8.94,-2728,-672,0
2001-04-10,24550,24200,43458,8.65,3109,-16509,0
2001-04-11,24400,24700,29381,8.83,-3298,-9981,0
2001-04-12,24500,24800,52054,8.87,-342,-6838,0
2001-04-13,24900,25000,61183,8.94,13820,-26090,0
2001-04-16,24800,24850,31858,8.88,-4916,-4464,0
2001-04-17,24850,25150,35618,8.99,-4770,4770,0
2001-04-18,25250,26000,70593,9.3,4348,-8527,0
2001-04-19,26700,26800,166426,9.58,-5162,9742,0
2001-04-20,27050,26400,37154,9.44,-4013,-5987,0
2001-04-23,26400,26500,77210,9.47,10281,-8381,0
2001-04-24,26200,26550,24721,9.49,-11230,12230,0
2001-04-25,26500,26550,42864,9.49,-428,428,0
2001-04-26,26700,26500,64559,9.47,-2767,-7233,0
2001-04-27,26300,26450,31334,9.46,-13068,10068,0
2001-04-30,26600,27300,273706,9.76,-41508,39018,0
2001-05-02,27200,27700,180369,9.9,-66238,66248,0
2001-05-03,27700,27900,175001,9.98,-14171,-3529,0
2001-05-04,27600,27850,48483,9.96,-7198,6698,0
2001-05-07,28200,29200,191987,10.44,24071,-27562,0
2001-05-08,28800,28750,77145,10.28,-22064,23555,0
2001-05-09,28400,28950,54961,10.35,-26250,27470,0
2001-05-10,29000,29500,240298,10.55,-13074,27975,0
2001-05-11,29700,29500,163118,10.55,-22150,16814,0
2001-05-14,29300,29750,44696,10.64,-8428,10028,0
2001-05-15,29500,28600,59994,10.23,-1107,-2893,0
2001-05-16,28600,28350,83285,10.14,23890,-9890,0
2001-05-17,28850,29050,119942,10.39,-3983,11439,0
2001-05-18,28900,29250,82137,10.46,-27730,2240,0
2001-05-21,29300,29550,131849,10.57,10383,1633,0
2001-05-22,30000,31500,488195,11.26,-44269,76769,0
2001-05-23,31500,32150,329358,11.5,-38241,145521,0
2001-05-24,32300,33000,154671,11.8,-41622,41622,0
2001-05-25,33000,32600,136509,11.66,-28170,28520,0
2001-05-28,33000.0,31800.0,97246.0,11.37,-13933,13933,0
2001-05-29,31700.0,32700.0,199653.0,11.69,-44110,39564,0
2001-05-30,32200.0,33900.0,183532.0,12.12,-7885,1795,0
2001-05-31,33050.0,33950.0,201659.0,12.14,-18774,26264,0
2001-06-01,34200.0,32950.0,61632.0,11.78,15010,-13970,0
2001-06-04,32750.0,32400.0,79080.0,11.58,-9670,10857,0
2001-06-05,32200.0,31700.0,76151.0,11.33,-4515,23515,0
2001-06-07,31900.0,31400.0,37974.0,11.23,-13121,15650,0
2001-06-08,31550.0,32400.0,85708.0,11.58,-8701,2472,0
2001-06-11,32350.0,31600.0,16063.0,11.3,978,-1978,0
2001-06-12,31200.0,32250.0,17157.0,11.53,-1499,1599,0
2001-06-13,32000.0,33000.0,102990.0,11.8,17283,-28078,0
2001-06-14,33000.0,33450.0,81152.0,11.96,18876,-20367,0
2001-06-15,32900.0,33500.0,44580.0,11.98,-19412,19480,0
2001-06-18,33500.0,32700.0,33481.0,11.69,1119,9331,0
2001-06-19,32700.0,32300.0,51994.0,11.55,-7564,6714,0
2001-06-20,31500.0,31000.0,94115.0,11.08,27086,-27236,0
2001-06-21,30850.0,30000.0,71660.0,10.73,12531,-7731,0
2001-06-22,29200.0,29950.0,74183.0,10.71,9991,-10491,0
2001-06-25,29900.0,30350.0,91875.0,10.85,3407,-4207,0
2001-06-26,30100.0,29750.0,25367.0,10.64,-3069,3069,0
2001-06-27,29500.0,29700.0,169615.0,10.62,14737,-16157,0
2001-06-28,30200.0,30500.0,46632.0,10.91,12666,-13866,0
2001-06-29,31200.0,32000.0,73303.0,11.44,-19068,19568,0
2001-07-02,31500.0,31200.0,65625.0,11.16,16334,-16834,0
2001-07-03,31350.0,30900.0,34087.0,11.05,8141,-8141,0
2001-07-04,30700.0,30900.0,54025.0,11.05,-5178,5378,0
2001-07-05,30700.0,30600.0,38807.0,10.94,-7187,7587,0
2001-07-06,29500.0,29300.0,39116.0,10.48,1536,-2536,0
2001-07-09,28600.0,29100.0,58979.0,10.4,-35271,18271,0
2001-07-10,29100.0,29100.0,64058.0,10.4,-48307,48706,0
2001-07-11,28700.0,28250.0,24353.0,10.1,4837,-4837,0
2001-07-12,28700.0,29000.0,95600.0,10.37,-15652,14652,0
2001-07-13,29100.0,28500.0,68842.0,10.19,-2068,3068,0
2001-07-16,28600.0,28100.0,47431.0,10.05,-5196,-1654,0
2001-07-18,28100.0,26800.0,33673.0,9.58,-7165,932,0
2001-07-19,26300.0,26800.0,42931.0,9.58,-3543,-7457,0
2001-07-20,26250.0,26700.0,17400.0,9.55,-6864,209,0
2001-07-23,26700.0,26100.0,26318.0,9.33,-2169,-5831,0
2001-07-24,26100.0,26400.0,30742.0,9.44,-5632,-3978,0
2001-07-25,26400.0,26850.0,12480.0,9.6,-1871,1871,0
2001-07-26,27050.0,27200.0,15233.0,9.72,-5303,3785,0
2001-07-27,27250.0,27500.0,15858.0,9.83,-6656,1682,0
2001-07-30,27050.0,26850.0,14015.0,9.6,-3493,707,0
2001-07-31,26850.0,27500.0,35359.0,9.83,394,-8886,0
2001-08-01,27400.0,27500.0,33742.0,9.83,9110,-9110,0
2001-08-02,27600.0,27800.0,27742.0,9.94,-3995,4267,0
2001-08-03,27800.0,27750.0,12408.0,9.92,-1550,1350,0
2001-08-06,27700.0,28000.0,18186.0,10.01,-8954,8954,0
2001-08-07,27300.0,27550.0,25604.0,9.85,-3735,4735,0
2001-08-08,27050.0,27000.0,28583.0,9.65,6466,-14296,0
2001-08-09,26800.0,26500.0,58109.0,9.47,-2905,-38958,0
2001-08-10,26750.0,26500.0,64893.0,9.47,5733,-22033,0
2001-08-13,26500.0,26500.0,94370.0,9.47,8354,-14754,0
2001-08-14,26500.0,27300.0,48350.0,9.76,1850,-2650,0
2001-08-16,27000.0,27400.0,27978.0,9.8,-9,-631,0
2001-08-17,27400.0,27550.0,27839.0,9.85,-7842,3882,0
2001-08-20,27400.0,27300.0,28497.0,9.76,-12500,11920,0
2001-08-21,26800.0,27550.0,15648.0,9.85,-3189,2624,0
2001-08-22,27500.0,28000.0,38854.0,10.01,-23773,23773,0
2001-08-23,28300.0,28500.0,92561.0,10.19,-3367,-5433,0
2001-08-24,28800.0,28350.0,61980.0,10.14,344,-1344,0
2001-08-27,28350.0,28000.0,103124.0,10.01,8607,-8870,0
2001-08-28,27800.0,27550.0,19174.0,9.85,-10596,10616,0
2001-08-29,27400.0,27550.0,36574.0,9.85,-267,282,0
2001-08-30,27000.0,27700.0,20719.0,9.9,-9867,8142,0
2001-08-31,27000.0,27350.0,87361.0,9.78,-9938,39495,0
2001-09-03,28200.0,27950.0,91206.0,9.99,16951,-20374,0
2001-09-04,27950.0,27900.0,17607.0,9.98,-7795,7845,0
2001-09-05,27750.0,28000.0,13264.0,10.01,-4566,3833,0
2001-09-06,28000.0,27950.0,17743.0,9.99,-3516,3516,0
2001-09-07,27500.0,28000.0,16778.0,10.01,-7434,7711,0
2001-09-10,28000.0,28000.0,10809.0,10.01,-4580,4480,0
2001-09-11,28150.0,28000.0,58568.0,10.01,23727,-23727,0
2001-09-12,24700.0,24650.0,147641.0,8.81,-35413,26756,0
2001-09-13,24800.0,25300.0,71626.0,9.05,-2814,914,0
2001-09-14,25700.0,25800.0,134906.0,9.22,-46304,44652,0
2001-09-17,25800.0,25000.0,36938.0,8.94,-10470,10527,0
2001-09-18,25300.0,25300.0,47078.0,9.05,10844,-10449,0
2001-09-19,25050.0,25750.0,25894.0,9.21,-12175,12175,0
2001-09-20,25550.0,25750.0,15771.0,9.21,-8859,8929,0
2001-09-21,25500.0,25750.0,29842.0,9.21,-4276,2976,0
2001-09-24,25250.0,25750.0,19569.0,9.21,-7428,-1981,0
2001-09-25,26000.0,26000.0,72995.0,9.3,-4760,-45048,0
2001-09-26,26000.0,26350.0,17860.0,9.42,-3404,-526,0
2001-09-27,26050.0,25850.0,63004.0,9.24,2994,-46805,0
2001-09-28,25550.0,26850.0,63917.0,9.6,5452,-4652,0
2001-10-04,26700.0,26950.0,33778.0,9.64,-2515,2515,0
2001-10-05,27000.0,26850.0,23989.0,9.6,-9893,9893,0
2001-10-08,26650.0,26000.0,34329.0,9.3,18643,-24472,0
2001-10-09,25800.0,26200.0,27033.0,9.37,7604,-7704,0
2001-10-10,26200.0,26300.0,17237.0,9.4,2941,-4008,0
2001-10-11,26500.0,27400.0,104570.0,9.8,-6612,-888,0
2001-10-12,27700.0,27400.0,46550.0,9.8,-5730,4235,0
2001-10-15,27200.0,27350.0,22777.0,9.78,2695,-2695,0
2001-10-16,27300.0,27700.0,58334.0,9.9,8321,-7621,0
2001-10-17,27900.0,27950.0,98596.0,9.99,15446,-35880,0
2001-10-18,27800.0,28100.0,27560.0,10.05,-4553,4553,0
2001-10-19,28100.0,28250.0,24789.0,10.1,-1167,-1576,0
2001-10-22,28000.0,28500.0,57367.0,10.19,-6618,-17639,0
2001-10-23,28500.0,28400.0,29252.0,10.15,990,2610,0
2001-10-24,28050.0,28300.0,34354.0,10.12,11302,-11302,0
2001-10-25,28300.0,29000.0,83964.0,10.37,6536,-533,0
2001-10-26,29200.0,29350.0,110287.0,10.49,5921,7156,0
2001-10-29,29350.0,29250.0,14937.0,10.46,1263,-863,0
2001-10-30,29000.0,29200.0,24059.0,10.44,-8043,8143,0
2001-10-31,29400.0,29200.0,29040.0,10.44,960,-960,0
2001-11-01,29400.0,29300.0,24495.0,10.48,-4522,4318,0
2001-11-02,29500.0,29450.0,24532.0,10.53,553,4385,0
2001-11-05,29300.0,29200.0,74965.0,10.44,18299,-12237,0
2001-11-06,29400.0,29000.0,81587.0,10.37,11504,-7056,0
2001-11-07,29000.0,28800.0,77670.0,10.3,23723,-19075,0
2001-11-08,28800.0,28950.0,42382.0,10.35,20952,-12802,0
2001-11-09,28950.0,28700.0,61885.0,10.26,2696,-17420,0
2001-11-12,28950.0,29000.0,51388.0,10.37,15131,-17131,0
2001-11-13,29050.0,29350.0,122374.0,10.49,37529,-46629,0
2001-11-14,29500.0,29500.0,72984.0,10.55,18715,-13891,0
