Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2001-10-11,154000.0,159000.0,1163439.0,4.67,-374110,-28020,415540
2001-10-12,166000.0,163000.0,945385.0,4.79,-273385,-195365,490570
2001-10-15,160000.0,160000.0,348550.0,4.7,-19520,-19680,42220
2001-10-16,158000.0,159000.0,312417.0,4.67,48514,12856,-61990
2001-10-17,163000.0,164000.0,571926.0,4.82,-67675,-78200,121005
2001-10-18,161500.0,163000.0,437077.0,4.79,-25130,-36280,57570
2001-10-19,165000.0,170000.0,831100.0,4.99,-187618,-126802,320240
2001-10-22,173000.0,169500.0,374651.0,4.98,-56999,-46954,103533
2001-10-23,175000.0,174000.0,791601.0,5.11,-348950,-56600,432590
2001-10-24,178000.0,185500.0,1122341.0,5.45,-435502,-190038,685990
2001-10-25,185000.0,183000.0,552279.0,5.38,-62371,-60268,129879
2001-10-26,183000.0,181000.0,956467.0,5.32,-21440,-57751,83641
2001-10-29,183000.0,184000.0,509692.0,5.41,-64929,-124110,196419
2001-10-30,177000.0,174000.0,676544.0,5.11,176210,28010,-221340
2001-10-31,170500.0,173500.0,579648.0,5.1,112129,65891,-179240
2001-11-01,177000.0,179000.0,685945.0,5.26,-61854,-34076,82790
2001-11-02,181500.0,183000.0,758497.0,5.38,-206354,-8487,232261
2001-11-05,183500.0,185000.0,603653.0,5.43,-90307,122957,-23360
2001-11-06,189000.0,190000.0,1060255.0,5.58,-283848,-73670,387098
2001-11-07,191000.0,190500.0,885396.0,5.6,-281360,-139030,472260
2001-11-08,190500.0,193000.0,752072.0,5.67,-145210,8250,151030
2001-11-09,195000.0,198500.0,1308756.0,5.83,-265050,-21980,363310
2001-11-12,200500.0,200000.0,470021.0,5.88,4500,59980,-63910
2001-11-13,196000.0,200000.0,600257.0,5.88,7680,39500,-58190
2001-11-14,205000.0,215000.0,1500609.0,6.32,-197101,-54610,256871
2001-11-15,210500.0,209500.0,725548.0,6.15,8731,74927,-104048
2001-11-16,208000.0,209000.0,715938.0,6.14,22412,95608,-124200
2001-11-19,205000.0,218500.0,786310.0,6.42,-163789,152769,32290
2001-11-20,220000.0,213500.0,753937.0,6.27,-93531,-20940,107311
2001-11-21,208000.0,211000.0,668676.0,6.2,17548,74828,-99036
2001-11-22,211500.0,216000.0,351957.0,6.35,-23131,8892,23619
2001-11-23,217000.0,222000.0,547400.0,6.52,-212104,149814,50000
2001-11-26,223500.0,230000.0,759876.0,6.76,-133681,-45170,191271
2001-11-27,232000.0,231000.0,839258.0,6.79,-111880,-18600,160490
2001-11-28,227000.0,219000.0,594097.0,6.43,-35154,-12216,45040
2001-11-29,214500.0,210000.0,1065368.0,6.17,125765,22128,-160803
2001-11-30,223000.0,218000.0,624634.0,6.4,-41002,-26178,10620
2001-12-03,221500.0,224500.0,657275.0,6.59,8394,-184314,179150
2001-12-04,226500.0,230000.0,654850.0,6.76,-137310,-27990,186610
2001-12-05,238000.0,264500.0,2302638.0,7.77,-684287,334140,438597
2001-12-06,278000.0,275000.0,2292641.0,8.08,-353386,-113474,502990
2001-12-07,270000.0,283500.0,1174187.0,8.33,-5813,191717,-170224
2001-12-10,279000.0,260000.0,1305630.0,7.64,324708,-56399,-265682
2001-12-11,252000.0,258500.0,1052531.0,7.59,180980,15210,-195530
2001-12-12,258000.0,270000.0,1077931.0,7.93,-110670,-8830,148350
2001-12-13,270000.0,265000.0,1275323.0,7.78,264340,-404860,164520
2001-12-14,255500.0,255000.0,930212.0,7.49,243395,-26065,-239310
2001-12-17,250500.0,250500.0,825153.0,7.36,8070,-2850,-18260
2001-12-18,254000.0,260500.0,1134564.0,7.65,-244490,-72440,317400
2001-12-19,265500.0,264000.0,617413.0,7.76,-170338,36663,144095
2001-12-20,260000.0,265000.0,648790.0,7.78,-39729,96994,-81555
2001-12-21,255000.0,251500.0,833009.0,7.39,323429,-62378,-287561
2001-12-24,252500.0,252500.0,408625.0,7.42,26546,24914,-48690
2001-12-26,256500.0,258000.0,434969.0,7.58,-51600,-5470,57740
2001-12-27,260000.0,270000.0,807120.0,7.93,-137604,105184,3380
2001-12-28,280000.0,279000.0,769638.0,8.2,-196800,263180,-123130
2002-01-02,283000.0,308000.0,1142079.0,17.79,-302449,85989,204690
2002-01-03,305000.0,302000.0,885636.0,17.44,-92265,67560,16255
2002-01-04,319000.0,319000.0,1009482.0,18.42,-197990,-21082,217872
2002-01-07,313000.0,318000.0,1029132.0,18.36,41539,-72851,37782
2002-01-08,319500.0,311500.0,760142.0,17.99,95151,-29201,-66720
2002-01-09,310500.0,322500.0,902401.0,18.62,88963,-137410,42906
2002-01-10,318000.0,308000.0,1096986.0,17.79,157038,-210063,33705
2002-01-11,312000.0,306000.0,953687.0,17.67,138270,-47310,-92270
2002-01-14,302500.0,330000.0,978026.0,19.06,-171600,45680,141670
2002-01-15,321500.0,312000.0,1377508.0,18.02,456161,8060,-498891
2002-01-16,307500.0,301500.0,1206614.0,17.41,216358,48450,-326718
2002-01-17,295000.0,300000.0,1112140.0,17.32,117719,236056,-377591
2002-01-18,300500.0,296000.0,885232.0,17.09,85168,-50059,-68489
2002-01-21,290000.0,291000.0,825347.0,16.8,168069,149278,-355857
2002-01-22,292000.0,300000.0,657912.0,17.32,45078,-5140,-43258
2002-01-23,290000.0,308000.0,798014.0,17.79,-4410,98340,-95250
2002-01-24,311000.0,310000.0,768310.0,17.9,-133514,145224,-4750
2002-01-25,316500.0,323000.0,1137546.0,18.65,-471309,148009,339020
2002-01-28,329000.0,318500.0,674726.0,18.39,-14153,-19850,44533
2002-01-29,318500.0,315000.0,642877.0,18.19,29790,55810,-78740
2002-01-30,300500.0,303000.0,791627.0,17.5,149320,30120,-202110
2002-01-31,308000.0,300500.0,734664.0,17.35,100255,-173525,50550
2002-02-01,310000.0,309000.0,712813.0,17.84,-86020,-144876,237916
2002-02-04,310000.0,312000.0,476171.0,18.02,-69483,-66615,165508
2002-02-05,310000.0,323000.0,973561.0,18.65,-82912,65880,28590
2002-02-06,320000.0,319000.0,636965.0,18.42,-70801,115938,-76097
2002-02-07,315000.0,315000.0,739516.0,18.19,-22918,46724,-46802
2002-02-08,316000.0,321000.0,682188.0,18.54,21608,-18430,-6968
2002-02-14,337000.0,355000.0,1967365.0,20.5,-678623,251530,447993
2002-02-15,347000.0,341500.0,857239.0,19.72,85118,164526,-263714
2002-02-18,341000.0,343000.0,713981.0,19.81,65270,38780,-101820
2002-02-19,345000.0,342500.0,725499.0,19.78,103721,-66302,-55629
2002-02-20,335000.0,340000.0,699601.0,19.63,137911,30819,-241850
2002-02-21,343000.0,338000.0,1031960.0,19.52,129992,120007,-266702
2002-02-22,327500.0,333500.0,942408.0,19.26,190077,203410,-416127
2002-02-25,330500.0,332000.0,679126.0,19.17,99403,78538,-187835
2002-02-26,341000.0,337000.0,681164.0,19.46,-93777,191410,-95193
2002-02-27,333000.0,350000.0,917566.0,20.21,-131572,132790,30382
2002-02-28,350000.0,343000.0,861598.0,19.81,31390,26210,-39200
2002-03-04,350500.0,350000.0,1219028.0,20.21,-155680,175038,24534
2002-03-05,363500.0,361000.0,962357.0,20.85,-246388,-83298,373406
2002-03-06,361000.0,363000.0,619124.0,20.96,-25688,24865,8483
2002-03-07,368500.0,356000.0,495617.0,20.56,80795,-13527,-64388
2002-03-08,355000.0,349000.0,734248.0,20.15,160562,98939,-261931
2002-03-11,350000.0,348500.0,722758.0,20.13,86976,-7755,-63251
2002-03-12,344000.0,353000.0,787357.0,20.38,143395,65947,-248942
2002-03-13,345500.0,348000.0,668868.0,20.1,167802,59690,-226032
2002-03-14,344500.0,344000.0,2115723.0,19.87,843242,-30892,-803410
2002-03-15,334000.0,330000.0,1430383.0,19.06,494842,131933,-665585
2002-03-18,335000.0,332000.0,1036710.0,19.17,201952,100688,-321740
2002-03-19,333000.0,349000.0,1260131.0,20.15,-78854,35744,47270
2002-03-20,351000.0,349000.0,862100.0,20.15,-56542,69270,-5548
2002-03-21,340000.0,341500.0,672199.0,19.72,32151,122425,-154116
2002-03-22,345000.0,350500.0,971982.0,20.24,-128460,90761,11219
2002-03-25,353000.0,340000.0,1090115.0,19.63,360215,85776,-460091
2002-03-26,338500.0,349000.0,843913.0,20.15,-192862,252927,-37935
2002-03-27,350000.0,363500.0,1228204.0,20.99,-378865,125585,190760
2002-03-28,362500.0,357500.0,785277.0,20.64,-69984,65974,-15210
2002-03-29,365000.0,368000.0,738768.0,21.25,-102616,76736,42710
2002-04-01,375000.0,374000.0,1149349.0,21.6,47110,-56460,59580
2002-04-02,378000.0,398500.0,1567922.0,23.01,-220237,137198,-13261
2002-04-03,397500.0,404000.0,1208603.0,23.33,81901,94139,-220510
2002-04-04,399000.0,389000.0,1415939.0,22.46,311992,199182,-566944
2002-04-08,388000.0,369000.0,1552027.0,21.31,488821,97508,-700219
2002-04-09,370000.0,369000.0,1054820.0,21.31,-12243,60868,-252755
2002-04-10,369000.0,356000.0,1303617.0,20.56,143794,114410,-476344
2002-04-11,357500.0,359500.0,1433884.0,20.76,343763,-207053,-201550
2002-04-12,359500.0,369000.0,1108468.0,21.31,-14624,-14494,-179982
2002-04-15,372000.0,385000.0,853327.0,22.23,-37931,81666,-48655
2002-04-16,385000.0,389000.0,850537.0,22.46,-189078,27525,39353
2002-04-17,400500.0,406000.0,1540512.0,23.45,-440452,140880,304142
2002-04-18,400000.0,406500.0,975720.0,23.47,-103921,19830,84161
2002-04-19,406500.0,396000.0,1239727.0,22.87,-193439,-4545,40534
2002-04-22,403000.0,410000.0,1234419.0,23.68,-133676,81347,66449
2002-04-23,410000.0,427000.0,1197826.0,24.66,-147337,-39273,40340
2002-04-24,423000.0,432000.0,799632.0,24.95,-7750,-14480,16580
2002-04-25,421500.0,413000.0,1020219.0,23.85,17585,92460,-120625
2002-04-26,407000.0,400000.0,1166488.0,23.1,235083,93190,-346413
2002-04-29,390000.0,381000.0,1066608.0,22.0,174180,150741,-353261
2002-04-30,383000.0,382000.0,895732.0,22.06,125218,4344,-141012
2002-05-02,387000.0,379500.0,1038085.0,21.92,181962,-64953,-129961
2002-05-03,372000.0,370000.0,1110728.0,21.37,327276,-43067,-290009
2002-05-06,356500.0,348000.0,1102792.0,20.1,285527,47253,-378190
2002-05-07,340500.0,352000.0,1440529.0,20.33,208003,192166,-456789
2002-05-08,358000.0,362500.0,1066519.0,20.93,32819,-17565,-14154
2002-05-09,377000.0,362000.0,1494429.0,20.9,203330,-149970,-82970
2002-05-10,350500.0,334000.0,2000383.0,19.29,629000,-136730,-507790
2002-05-13,328000.0,335500.0,1351427.0,19.37,155460,150620,-326830
2002-05-14,347000.0,358000.0,1194658.0,20.67,-232765,44345,-54965
2002-05-15,368000.0,376000.0,1412274.0,21.71,-473770,-3639,493391
2002-05-16,376000.0,370000.0,612939.0,21.37,-60837,61217,-10750
2002-05-17,375000.0,382500.0,807100.0,22.09,-210324,237640,-53796
2002-05-20,380000.0,370000.0,604934.0,21.37,52965,-92335,38960
2002-05-21,364500.0,356000.0,806714.0,20.56,46787,5,-61902
2002-05-22,355000.0,370000.0,759299.0,21.37,-41939,-10870,56939
2002-05-23,367000.0,360000.0,740371.0,20.79,105427,-93792,-725
2002-05-24,368000.0,366000.0,688056.0,21.14,-207149,180480,26279
2002-05-27,360000.0,361500.0,387056.0,20.88,18861,707,-18488
2002-05-28,362500.0,369500.0,469593.0,21.34,-63150,76720,-13120
2002-05-29,365000.0,362000.0,780641.0,20.9,273646,-144101,-132935
2002-05-30,356500.0,355000.0,627422.0,20.5,123939,42386,-157075
2002-05-31,354000.0,342000.0,894746.0,19.75,195645,71410,-270785
2002-06-03,336000.0,351000.0,698025.0,20.27,-77293,-10337,80900
2002-06-04,341000.0,352000.0,568130.0,20.33,107164,-22745,-85539
2002-06-05,358000.0,355500.0,508345.0,20.53,-125954,3998,121146
2002-06-07,345500.0,345000.0,789281.0,19.92,208975,-111407,-105108
2002-06-10,349000.0,350000.0,560056.0,20.21,-8510,101831,-109191
2002-06-11,350000.0,350000.0,440162.0,20.21,83429,-34905,-49634
2002-06-12,346500.0,352000.0,858141.0,20.33,93861,-83781,-20570
2002-06-14,353500.0,359500.0,756955.0,20.76,-163690,-18600,185240
2002-06-17,361000.0,359000.0,565133.0,20.73,-38222,-27970,65482
2002-06-18,370000.0,363000.0,839239.0,20.96,-159940,27958,148652
2002-06-19,363000.0,348500.0,1261397.0,20.13,223622,-6550,-243162
2002-06-20,340000.0,341000.0,859016.0,19.69,301470,23600,-340480
2002-06-21,335000.0,340000.0,973140.0,19.63,180226,1525,-188521
2002-06-24,331500.0,339000.0,558383.0,19.58,-59797,62470,3047
2002-06-25,345000.0,338500.0,603180.0,19.55,-98085,15281,91265
2002-06-26,330000.0,309000.0,1284222.0,17.84,245045,-70694,-171441
2002-06-27,319000.0,313000.0,895189.0,18.08,135611,8528,-223249
2002-06-28,325000.0,329000.0,911219.0,19.0,-84338,-86401,170479
2002-07-02,322000.0,337500.0,812091.0,19.49,-110735,120820,-39256
2002-07-03,331500.0,338000.0,811747.0,19.52,-63580,173003,-124093
2002-07-04,342500.0,350000.0,740490.0,20.21,-231360,38190,155970
2002-07-05,350000.0,358000.0,900353.0,20.67,-293211,232025,86087
2002-07-08,370000.0,359000.0,1087799.0,20.73,-137355,-178940,355825
2002-07-09,360000.0,362000.0,661472.0,20.9,-54146,195123,-86017
2002-07-10,355000.0,347000.0,713159.0,20.04,154254,-103874,-61730
2002-07-11,337000.0,331500.0,759676.0,19.14,317190,-208657,-125623
2002-07-12,344000.0,352000.0,800097.0,20.33,-263438,119548,199190
2002-07-15,348000.0,353000.0,735137.0,20.38,-92482,105952,-21830
2002-07-16,360000.0,354000.0,852725.0,20.44,-104340,10510,95159
2002-07-18,353500.0,357000.0,802106.0,20.62,-47623,2679,68164
2002-07-19,350000.0,341500.0,863882.0,19.72,173169,-158011,-8608
2002-07-22,328500.0,330000.0,789675.0,19.06,84276,-97254,16408
2002-07-23,326000.0,345000.0,827139.0,19.92,-52904,42524,3730
2002-07-24,333000.0,335000.0,677059.0,19.35,137134,-57110,-92964
2002-07-25,350000.0,339000.0,950319.0,19.58,-209905,28601,180554
2002-07-26,329500.0,320000.0,1277355.0,18.48,538377,-41099,-483868
2002-07-29,324000.0,325000.0,578590.0,18.77,-39736,-12158,45194
2002-07-30,335000.0,333000.0,623474.0,19.23,-217445,53705,173550
2002-07-31,332500.0,332500.0,549688.0,19.2,-19561,19340,-20035
2002-08-01,333500.0,324500.0,522727.0,18.74,153487,-13288,-157029
2002-08-02,317500.0,319500.0,1037299.0,18.45,331256,58839,-397585
2002-08-05,315500.0,309000.0,650820.0,17.84,261740,-5440,-269410
2002-08-06,305000.0,300000.0,1229320.0,17.32,140358,142431,-520089
2002-08-07,308500.0,312000.0,704835.0,18.02,-150929,-59976,199055
2002-08-08,320000.0,313500.0,946760.0,18.1,22780,-131740,-180150
2002-08-09,319500.0,319000.0,623569.0,18.42,-154981,-29604,-4035
2002-08-12,319000.0,317000.0,776669.0,18.31,-60963,-74736,-133061
2002-08-13,317000.0,324500.0,392734.0,18.74,-103124,-7387,52531
2002-08-14,322000.0,322000.0,719624.0,18.59,-78732,10742,-202790
2002-08-16,330000.0,325500.0,635052.0,18.8,-115516,91579,6377
2002-08-19,332000.0,333000.0,463502.0,19.23,-110518,-11541,126319
2002-08-20,340000.0,346000.0,849757.0,19.98,-420315,182735,242290
2002-08-21,346000.0,350000.0,800969.0,20.21,-223885,35197,-43555
2002-08-22,352000.0,347500.0,792234.0,20.07,-171106,-72615,-44129
2002-08-23,347500.0,345000.0,775271.0,19.92,-152902,-69027,-40801
2002-08-26,342000.0,340500.0,636221.0,19.66,-57902,49250,-266418
2002-08-27,340500.0,333000.0,676730.0,19.23,16370,-128780,-159280
2002-08-28,325000.0,328000.0,596664.0,18.94,136792,143365,-317147
2002-08-29,336000.0,328000.0,573935.0,18.94,229177,26900,-265287
2002-08-30,326000.0,331000.0,630618.0,19.11,122596,71013,-207905
2002-09-02,329500.0,340000.0,576211.0,19.63,-57455,-4883,52768
2002-09-03,341000.0,333500.0,458970.0,19.26,13818,-8178,-3750
2002-09-04,326000.0,324000.0,672888.0,18.71,264122,-111630,-154135
2002-09-05,328000.0,321000.0,355424.0,18.54,99144,-4874,-91090
2002-09-06,318500.0,322000.0,559495.0,18.59,83082,-103492,21930
2002-09-09,326500.0,323500.0,440353.0,18.68,-154555,43860,113585
2002-09-10,324500.0,330000.0,346489.0,19.06,-105030,75600,31060
2002-09-11,333500.0,336500.0,532281.0,19.43,-237125,41975,217560
2002-09-12,338500.0,343000.0,657787.0,19.81,-303240,99320,202590
2002-09-13,336500.0,331500.0,478466.0,19.14,72505,-57186,-20339
2002-09-16,334000.0,327500.0,387702.0,18.91,105579,-71999,-39940
2002-09-17,334000.0,342000.0,673174.0,19.75,-111193,78340,48953
2002-09-18,332000.0,333000.0,569662.0,19.23,129767,-179506,61279
2002-09-19,335000.0,335000.0,429927.0,19.35,-51660,970,57380
2002-09-23,328000.0,321500.0,896036.0,18.57,318637,-153130,-159607
2002-09-24,313000.0,319000.0,893008.0,18.42,316091,51123,-388384
2002-09-25,313000.0,307000.0,845912.0,17.73,328818,-12638,-297240
2002-09-26,316000.0,314000.0,850704.0,18.13,-135569,-121420,272589
2002-09-27,308000.0,309500.0,616995.0,17.87,11170,72240,-75400
2002-09-30,299500.0,298500.0,815688.0,17.24,188715,-57320,-144315
2002-10-01,291000.0,297500.0,691675.0,17.18,132860,-1340,-125950
2002-10-02,307000.0,299500.0,729498.0,17.3,-45321,-77007,130038
2002-10-04,292000.0,306000.0,690231.0,17.67,-115035,27654,90451
2002-10-07,303000.0,296000.0,443629.0,17.09,88978,-93803,8805
2002-10-08,294500.0,300000.0,592218.0,17.32,-5812,67455,-53673
2002-10-09,302000.0,297500.0,558956.0,17.18,-47467,-65890,111797
2002-10-10,290500.0,273500.0,1450691.0,15.79,507725,-155010,-388775
2002-10-11,283500.0,273500.0,1354700.0,15.79,58706,-77248,10252
2002-10-14,285000.0,288000.0,966420.0,16.63,-195334,32611,162903
2002-10-15,293000.0,300000.0,918245.0,17.32,-183657,92172,54465
2002-10-16,305000.0,305000.0,1056456.0,17.61,-102525,26761,78427
2002-10-17,303000.0,307500.0,1162533.0,17.76,-82960,141240,-98140
2002-10-18,320000.0,326500.0,1814446.0,18.85,-879447,20604,903223
2002-10-21,325000.0,324000.0,650290.0,18.71,-168093,-60207,245790
2002-10-22,331500.0,319500.0,806741.0,18.45,59868,-33734,-32074
2002-10-23,320500.0,328000.0,935038.0,18.94,-58425,62635,-13090
2002-10-24,332500.0,334000.0,1005967.0,19.29,-287340,-126915,440435
2002-10-25,330500.0,340000.0,905743.0,19.63,-198444,88080,129574
2002-10-28,348000.0,361000.0,1154421.0,20.85,-478568,155958,324550
2002-10-29,359500.0,353000.0,904939.0,20.38,-187785,24160,193295
2002-10-30,347000.0,338000.0,1265984.0,19.52,233594,3700,-251220
2002-10-31,345000.0,345000.0,825659.0,19.92,-135045,15210,139665
2002-11-01,343000.0,341000.0,544556.0,19.69,-16816,-48144,68240
2002-11-04,354000.0,367500.0,1375910.0,21.22,-659702,143450,534952
2002-11-05,369500.0,361500.0,922212.0,20.88,-114960,-84410,196250
2002-11-06,368000.0,365500.0,655035.0,21.11,-132770,49590,103740
2002-11-07,365500.0,366500.0,830950.0,21.16,-155670,-125595,310735
2002-11-08,356000.0,359500.0,720079.0,20.76,63765,-66020,8565
2002-11-11,356000.0,349000.0,557147.0,20.15,101766,-109866,12010
2002-11-12,339500.0,346500.0,662026.0,20.01,67408,58632,-137390
2002-11-13,349500.0,349000.0,764295.0,20.15,-82727,-143433,233060
2002-11-14,345000.0,340000.0,632799.0,19.63,227306,-74834,-149799
2002-11-15,351000.0,358000.0,839805.0,20.67,-138139,-65316,198605
2002-11-18,358000.0,351000.0,569251.0,20.27,-68554,3640,59204
2002-11-19,346000.0,352500.0,416569.0,20.36,-54859,-1131,55880
2002-11-20,353000.0,360000.0,805432.0,20.79,-147445,94243,66692
2002-11-21,371000.0,369000.0,1101230.0,21.31,-504940,208875,298395
2002-11-22,378000.0,373000.0,971067.0,21.54,-400219,-52090,468079
2002-11-25,375000.0,378500.0,648471.0,21.86,-116646,54420,70736
2002-11-26,379500.0,378500.0,784523.0,21.86,-88041,-120443,203380
2002-11-27,372000.0,380000.0,478004.0,21.94,19078,10047,-43615
2002-11-28,387000.0,385000.0,774721.0,22.23,-201979,-24842,250187
2002-11-29,385500.0,387000.0,561797.0,22.35,-33343,4566,16477
2002-12-02,387000.0,387000.0,260648.0,22.35,-11075,-40100,58355
2002-12-03,388000.0,393000.0,753268.0,22.69,-179365,-19039,216844
