Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2006-03-09,135000.0,135500.0,36731.0,17.46,-9327,1442,8845
2006-03-10,135500.0,136500.0,41456.0,17.59,-1860,-3993,6148
2006-03-13,137000.0,136000.0,9934.0,17.53,-628,228,140
2006-03-14,137000.0,137500.0,23288.0,17.72,-9737,715,9829
2006-03-15,136000.0,136500.0,35725.0,17.59,-3348,3152,-1119
2006-03-16,136500.0,136000.0,60215.0,17.53,-6347,7555,-4198
2006-03-17,136000.0,136000.0,20231.0,17.53,1385,2948,-995
2006-03-20,134500.0,134500.0,8780.0,17.33,-2240,3192,-1029
2006-03-21,134000.0,131500.0,31082.0,16.95,423,-310,-2027
2006-03-22,129000.0,128500.0,37409.0,16.56,1176,-8294,7575
2006-03-23,130500.0,128500.0,40023.0,16.56,9796,-4308,-5423
2006-03-24,129500.0,125500.0,46086.0,16.17,10971,-4068,-6987
2006-03-27,125500.0,125000.0,42127.0,16.11,13991,-5744,-8596
2006-03-28,125000.0,130000.0,59789.0,16.75,-11025,-5063,15766
2006-03-29,128000.0,134000.0,34525.0,17.27,-11608,2200,10529
2006-03-30,132000.0,133500.0,16636.0,17.2,-5289,3422,1817
2006-03-31,134000.0,134500.0,19549.0,17.33,-7675,3975,5330
2006-04-03,134500.0,136000.0,26284.0,17.53,-8827,3288,6547
2006-04-04,134500.0,137000.0,25039.0,17.65,-2526,-7708,10433
2006-04-05,140500.0,138000.0,23271.0,17.78,-5503,-4091,8869
2006-04-06,138000.0,136000.0,17311.0,17.53,-3137,3964,-3099
2006-04-07,137000.0,137500.0,15720.0,17.72,-7500,2642,4834
2006-04-10,135000.0,136500.0,13369.0,17.59,-3516,6195,-3533
2006-04-11,135500.0,134000.0,17499.0,17.27,2891,765,-3527
2006-04-12,134000.0,132000.0,21196.0,17.01,4045,-3507,1308
2006-04-13,131500.0,132000.0,23029.0,17.01,-679,-3672,3905
2006-04-14,132000.0,133000.0,26059.0,17.14,13244,-13544,-224
2006-04-17,133000.0,130500.0,35468.0,16.82,12594,-14982,2962
2006-04-18,128500.0,128500.0,54962.0,16.56,-71,2863,-5606
2006-04-19,129000.0,131500.0,38826.0,16.95,-9197,-10665,20398
2006-04-20,131500.0,128000.0,25093.0,16.49,4984,-4287,271
2006-04-21,128000.0,133000.0,35584.0,17.14,-12434,1948,10623
2006-04-24,133000.0,130000.0,12429.0,16.75,4671,-6079,2017
2006-04-25,129000.0,128000.0,45292.0,16.49,14025,78,-13439
2006-04-26,128000.0,128000.0,38102.0,16.49,2672,-5932,2752
2006-04-27,127000.0,126000.0,41622.0,16.24,5570,-7588,1843
2006-04-28,125000.0,122500.0,67509.0,15.79,26141,-4140,-21843
2006-05-02,122500.0,120000.0,44805.0,15.46,8412,-8179,-613
2006-05-03,122000.0,119500.0,71576.0,15.4,13714,-16157,2142
2006-05-04,118500.0,115500.0,78376.0,14.88,19228,-46154,28285
2006-05-08,117000.0,113500.0,64628.0,14.63,20263,-15837,-5280
2006-05-09,115500.0,122000.0,95767.0,15.72,-8908,6121,1257
2006-05-10,122000.0,121500.0,20083.0,15.66,-7670,656,7134
2006-05-11,120500.0,121500.0,24568.0,15.66,-5793,2402,3127
2006-05-12,120500.0,119000.0,21068.0,15.33,3938,-8118,5403
2006-05-15,119000.0,116500.0,20893.0,15.01,5842,-7529,1884
2006-05-16,118000.0,116000.0,20084.0,14.95,2159,-2834,1699
2006-05-17,115000.0,116000.0,37634.0,14.95,8558,-9712,5826
2006-05-18,115500.0,114000.0,17002.0,14.69,-5425,432,5344
2006-05-19,114000.0,116000.0,30774.0,14.95,-9529,4666,4728
2006-05-22,117000.0,113500.0,34623.0,14.63,5256,2078,-7359
2006-05-23,115000.0,114000.0,58627.0,14.69,-5044,8417,-4954
2006-05-24,115000.0,113000.0,44011.0,14.56,5002,-612,-5108
2006-05-25,111500.0,110000.0,23957.0,14.18,-276,-1002,3488
2006-05-26,112000.0,114500.0,27022.0,14.75,-8646,4781,1789
2006-05-29,114000.0,114000.0,57035.0,14.69,16733,-15944,939
2006-05-30,114000.0,119000.0,135158.0,15.33,-27855,-53348,82753
2006-06-01,116000.0,117000.0,50045.0,15.08,-4177,-10244,14471
2006-06-02,118000.0,119000.0,25472.0,15.33,-5120,3409,709
2006-06-05,120000.0,118000.0,16770.0,15.21,58,-339,750
2006-06-07,116500.0,114500.0,21675.0,14.75,-1668,-711,2715
2006-06-08,114000.0,111000.0,43421.0,14.3,-2223,-13436,16421
2006-06-09,118000.0,110000.0,21760.0,14.18,5847,3358,-9330
2006-06-12,108000.0,100000.0,70383.0,12.89,14813,14231,-19608
2006-06-13,97000.0,93500.0,38486.0,12.05,3581,3072,-5086
2006-06-14,91700.0,94000.0,46957.0,12.11,8292,6540,-15345
2006-06-15,96700.0,94300.0,42238.0,12.15,-5619,-6026,11993
2006-06-16,95500.0,100000.0,29611.0,12.89,-6720,3053,4552
2006-06-19,100000.0,99900.0,26946.0,12.87,-69,4136,-2953
2006-06-20,99900.0,94800.0,19551.0,12.22,5745,834,-7134
2006-06-21,94300.0,91600.0,43083.0,11.8,17154,-3064,-15037
2006-06-22,93000.0,90800.0,43640.0,11.7,7871,14731,-23338
2006-06-23,89100.0,89000.0,51107.0,11.47,9284,8343,-17503
2006-06-26,88800.0,88800.0,18862.0,11.44,-4354,7961,-4535
2006-06-27,88700.0,90000.0,32629.0,11.6,-4664,-1050,5928
2006-06-28,87800.0,87600.0,18212.0,11.29,10970,-2505,-8626
2006-06-29,87000.0,90000.0,89419.0,11.6,19978,18610,-39654
2006-06-30,92400.0,95000.0,98089.0,12.24,-15702,-4298,19792
2006-07-03,95800.0,95000.0,34581.0,12.24,-4245,-581,4981
2006-07-04,96400.0,93200.0,22020.0,12.01,5272,-853,-4290
2006-07-05,92500.0,92800.0,16036.0,11.96,800,4061,-4872
2006-07-06,91500.0,91200.0,29581.0,11.75,11959,-5047,-6863
2006-07-07,90200.0,88900.0,55182.0,11.46,18971,-939,-18002
2006-07-10,88100.0,84500.0,172078.0,10.89,105039,22902,-126737
2006-07-11,85000.0,85900.0,108480.0,11.07,4266,-4870,2523
2006-07-12,86800.0,89400.0,116711.0,11.52,-14735,23933,-9376
2006-07-13,90500.0,94700.0,190711.0,12.2,-4900,-4325,15431
2006-07-14,93300.0,96700.0,87550.0,12.46,-13856,-754,14418
2006-07-18,96700.0,99500.0,68932.0,12.82,-34009,-772,34790
2006-07-19,99200.0,95800.0,35336.0,12.35,3125,-299,-2902
2006-07-20,96500.0,99000.0,47615.0,12.76,-19488,2986,16985
2006-07-21,98800.0,98000.0,29159.0,12.63,-4938,1351,4665
2006-07-24,96200.0,95000.0,21138.0,12.24,-2088,-121,2441
2006-07-25,95400.0,98000.0,24606.0,12.63,-9812,7475,1845
2006-07-26,98200.0,98000.0,12675.0,12.63,-3156,2092,1097
2006-07-27,98000.0,97200.0,33099.0,12.52,-198,-4386,4479
2006-07-28,96600.0,95100.0,38810.0,12.25,5734,-7099,3146
2006-07-31,96500.0,95900.0,28755.0,12.36,-13,-4469,4037
2006-08-01,96400.0,95900.0,34939.0,12.36,-7820,5303,2410
2006-08-02,94100.0,96400.0,24970.0,12.42,-5199,4350,743
2006-08-03,95600.0,96600.0,10840.0,12.45,-2882,1724,1194
2006-08-04,96600.0,96500.0,30420.0,12.44,561,2333,-3255
2006-08-07,96500.0,94700.0,16751.0,12.2,3658,-2066,-1265
2006-08-08,94600.0,95200.0,23865.0,12.27,-587,6332,-4714
2006-08-09,95600.0,95300.0,17506.0,12.28,-635,5819,-6175
2006-08-10,94100.0,92300.0,34824.0,11.89,14408,-7002,-7871
2006-08-11,92200.0,90000.0,38477.0,11.6,8737,-982,-7223
2006-08-14,89900.0,90200.0,25094.0,11.62,2930,3973,-6398
2006-08-16,90600.0,90500.0,19174.0,11.66,428,6010,-6586
2006-08-17,90900.0,90900.0,28538.0,11.71,9059,-2301,-7233
2006-08-18,90900.0,92600.0,70971.0,11.93,9067,-12031,2243
2006-08-21,93500.0,92600.0,57042.0,11.93,-2229,-11199,13461
2006-08-22,92800.0,93000.0,62874.0,11.98,3211,-7895,4286
2006-08-23,94000.0,96300.0,89306.0,12.41,-5918,10618,-7436
2006-08-24,96700.0,100500.0,148651.0,12.95,-14147,-1292,13106
2006-08-25,100000.0,104500.0,48057.0,13.47,-18535,5558,13703
2006-08-28,105500.0,102000.0,90961.0,13.14,2180,7866,-15780
2006-08-29,103500.0,107000.0,74318.0,13.79,-27362,25605,-14023
2006-08-30,105500.0,116500.0,120595.0,15.01,-13665,20354,-17857
2006-08-31,116500.0,113000.0,77070.0,14.56,24697,15977,-41077
2006-09-01,112000.0,110000.0,39444.0,14.18,850,-798,-7247
2006-09-04,112000.0,102000.0,108576.0,13.14,45657,-21884,-22493
2006-09-05,100500.0,103500.0,40032.0,13.34,-12853,8106,3752
2006-09-06,103500.0,100500.0,46565.0,12.95,13937,1574,-15991
2006-09-07,99500.0,102000.0,45340.0,13.14,811,15961,-18428
2006-09-08,102500.0,107000.0,72977.0,13.79,-14373,10838,3081
2006-09-11,109000.0,103500.0,41587.0,13.34,8028,1298,-20396
2006-09-12,104000.0,102500.0,38288.0,13.21,5099,13084,-18230
2006-09-13,103000.0,100500.0,61921.0,12.95,26851,-2085,-22280
2006-09-14,99500.0,101500.0,85252.0,13.08,28282,14200,-42568
2006-09-15,100500.0,99700.0,110787.0,12.85,70979,-27273,-43761
2006-09-18,100500.0,104500.0,127895.0,13.47,-21964,22206,-13012
2006-09-19,103000.0,102500.0,39632.0,13.21,-122,-121,-3846
2006-09-20,102000.0,100500.0,58774.0,12.95,20522,5579,-25499
2006-09-21,101500.0,99500.0,45375.0,12.82,15081,-163,-11968
2006-09-22,99500.0,98000.0,56419.0,12.63,15182,-3478,-11639
2006-09-25,96100.0,99300.0,25489.0,12.8,-5496,5822,-251
2006-09-26,100000.0,95900.0,92139.0,12.36,50169,-26485,-23323
2006-09-27,96500.0,97200.0,39428.0,12.52,-9877,10389,-830
2006-09-28,97100.0,96000.0,81287.0,12.37,38780,-4616,-34779
2006-09-29,96100.0,97500.0,182655.0,12.56,29860,46392,-76726
2006-10-02,97500.0,98500.0,65274.0,12.69,-11763,23128,-10796
2006-10-04,97500.0,96500.0,41702.0,12.44,2662,12849,-14885
2006-10-09,96000.0,93500.0,99327.0,12.05,-22178,23212,-1274
2006-10-10,93300.0,94300.0,51993.0,12.15,2840,17906,-21585
2006-10-11,93700.0,93300.0,35737.0,12.02,-471,10419,-10559
2006-10-12,93600.0,93500.0,65486.0,12.05,8926,11244,-23067
2006-10-13,94800.0,94200.0,51283.0,12.14,22907,-1064,-24231
2006-10-16,95100.0,95100.0,61111.0,12.25,5365,14326,-19674
2006-10-17,95100.0,95000.0,38237.0,12.24,-5060,11373,-6392
2006-10-18,95100.0,98200.0,86864.0,12.65,-35735,14651,18411
2006-10-19,99400.0,99600.0,85082.0,12.83,-15569,-1004,12915
2006-10-20,100000.0,101000.0,48327.0,13.02,-21936,17619,4247
2006-10-23,101000.0,102500.0,63363.0,13.21,-22529,-3172,24731
2006-10-24,103000.0,107000.0,75955.0,13.79,-41552,7923,29295
2006-10-25,107000.0,105500.0,58767.0,13.6,-412,-10669,15985
2006-10-26,106000.0,103500.0,32659.0,13.34,-5391,7038,-1376
2006-10-27,104500.0,105000.0,22678.0,13.53,184,1228,-217
2006-10-30,105000.0,103000.0,42630.0,13.27,7107,487,-6679
