Symbol,롯데정밀화학_시가(원),롯데정밀화학_종가(원),롯데정밀화학_거래량(주),롯데정밀화학_PER(IFRS-연결),롯데정밀화학_순매수수량(개인)(주),롯데정밀화학_순매수수량(기관계)(주),롯데정밀화학_순매수수량(외국인계)(주)
2014-01-02,44750.0,43250.0,74292.0,334.0,34286,-21258,-13288
2014-01-03,43200.0,43000.0,84368.0,332.07,26268,1942,-27900
2014-01-06,43000.0,43200.0,61891.0,333.62,-3596,6071,-2625
2014-01-07,42800.0,43300.0,45746.0,334.39,1726,1614,-3430
2014-01-08,43550.0,43300.0,56798.0,334.39,720,-1710,1160
2014-01-09,43300.0,43100.0,118262.0,332.84,23341,-1781,-21560
2014-01-10,43150.0,42600.0,84101.0,328.98,38681,-34081,-4700
2014-01-13,42550.0,42600.0,56506.0,328.98,-4644,400,4264
2014-01-14,42750.0,42400.0,65379.0,327.44,3864,-17714,14620
2014-01-15,42500.0,42600.0,67418.0,328.98,5659,1491,-3020
2014-01-16,42700.0,44050.0,189126.0,340.18,3090,-7240,4750
2014-01-17,44000.0,44000.0,77005.0,339.79,-4456,17100,-12644
2014-01-20,44050.0,44400.0,59064.0,342.88,-9898,-4942,15280
2014-01-21,44100.0,44450.0,42694.0,343.27,-8090,2930,5160
2014-01-22,44550.0,44100.0,54524.0,340.57,-13961,17241,-1680
2014-01-23,44300.0,43900.0,39730.0,339.02,-17100,14080,3010
2014-01-24,44000.0,43100.0,66431.0,332.84,-507,-4913,5410
2014-01-27,42250.0,41450.0,155553.0,320.1,12138,-15868,2560
2014-01-28,41450.0,40650.0,126575.0,313.92,33030,-12350,-20690
2014-01-29,40800.0,40900.0,104802.0,315.85,27739,5941,-34080
2014-02-03,40500.0,39950.0,122567.0,308.52,43838,-20731,-23917
2014-02-04,39150.0,38800.0,148160.0,299.64,48258,-31078,-17680
2014-02-05,39000.0,38600.0,93909.0,298.09,19958,10932,-28130
2014-02-06,38700.0,38800.0,69469.0,299.64,21453,3507,-25150
2014-02-07,39200.0,38950.0,102205.0,300.8,21966,4074,-25820
2014-02-10,39200.0,39150.0,52684.0,302.34,6557,-3827,-3230
2014-02-11,39050.0,39050.0,57078.0,301.57,2257,8239,-9816
2014-02-12,39250.0,39350.0,62814.0,303.88,12653,-10523,-1740
2014-02-13,39300.0,39750.0,58381.0,306.97,1640,12850,-13350
2014-02-14,39950.0,40200.0,66717.0,310.45,-2580,-2220,3580
2014-02-17,40500.0,40100.0,55901.0,309.68,-3725,14315,-10210
2014-02-18,40100.0,40550.0,54557.0,313.15,-4277,6340,-3323
2014-02-19,40600.0,40200.0,37709.0,310.45,8189,1391,-9260
2014-02-20,39950.0,39700.0,62733.0,306.59,19614,-4964,-15510
2014-02-21,39900.0,40450.0,75045.0,312.38,-128,665,643
2014-02-24,40450.0,40250.0,36052.0,310.83,7939,-4757,-3110
2014-02-25,40250.0,40400.0,55310.0,311.99,5420,-4680,-660
2014-02-26,40200.0,40050.0,56985.0,309.29,10520,-6740,-3180
2014-02-27,39900.0,40800.0,81811.0,315.08,-24640,28380,-9010
2014-02-28,40600.0,41300.0,68939.0,318.94,-18406,21606,-6500
2014-03-03,41200.0,41700.0,89741.0,322.03,-2458,14988,-14240
2014-03-04,41200.0,41600.0,52418.0,321.26,4940,13030,-19960
2014-03-05,41750.0,41950.0,69192.0,323.96,-5119,7879,-9880
2014-03-06,41800.0,42250.0,57271.0,326.28,-25142,16549,8383
2014-03-07,42100.0,42650.0,67344.0,329.37,9181,-5551,-540
2014-03-10,42450.0,42200.0,52983.0,325.89,766,-4616,3850
2014-03-11,42000.0,42700.0,67284.0,329.76,-20306,19606,500
2014-03-12,42300.0,42250.0,77736.0,326.28,-17758,26043,-9785
2014-03-13,42000.0,42650.0,92804.0,329.37,11330,17390,-30100
2014-03-14,42100.0,42450.0,77554.0,327.82,1194,8816,-10640
2014-03-17,41950.0,41750.0,98570.0,322.42,-30187,28957,1580
2014-03-18,42100.0,42450.0,111183.0,327.82,-41370,33200,9480
2014-03-19,42750.0,43150.0,124792.0,333.23,-38200,43260,-5020
2014-03-20,43100.0,42600.0,108104.0,328.98,675,1115,-4290
2014-03-21,43350.0,46100.0,665579.0,356.01,-158141,141193,8138
2014-03-24,46150.0,47350.0,341472.0,365.67,-115970,84760,33500
2014-03-25,47000.0,47000.0,156096.0,362.96,-24832,1022,23980
2014-03-26,47400.0,47100.0,156518.0,363.73,-36605,3105,33930
2014-03-27,47050.0,46900.0,107438.0,362.19,-21000,6680,12220
2014-03-28,47200.0,46950.0,91733.0,362.58,-12880,9170,3790
2014-03-31,46900.0,48900.0,293744.0,377.64,-128781,71431,56370
2014-04-01,48900.0,47650.0,160689.0,367.98,15441,2635,-19576
2014-04-02,47550.0,47200.0,150316.0,364.51,-327,-29153,26490
2014-04-03,47250.0,45600.0,264997.0,352.15,34750,-44240,13360
2014-04-04,45700.0,46200.0,134322.0,356.78,-8146,-8994,16940
2014-04-07,45900.0,45950.0,89836.0,354.85,6658,-9078,2420
2014-04-08,45850.0,45850.0,62745.0,354.08,5004,-9864,4760
2014-04-09,45800.0,45700.0,103402.0,352.92,-17530,9720,7130
2014-04-10,46000.0,45450.0,105429.0,350.99,1645,-6115,3030
2014-04-11,45300.0,44750.0,114958.0,345.59,2464,-21594,19850
2014-04-14,44950.0,45100.0,41135.0,348.29,-1780,-1980,3630
2014-04-15,45100.0,45950.0,92002.0,354.85,-30399,29879,520
2014-04-16,45950.0,45600.0,81880.0,352.15,5311,22839,-30050
2014-04-17,45700.0,46100.0,89072.0,356.01,-23320,17300,6150
2014-04-18,46450.0,45750.0,41372.0,353.31,3295,-1059,-2526
2014-04-21,45750.0,45250.0,40654.0,349.45,8344,-7574,-770
2014-04-22,45100.0,44650.0,75807.0,344.81,13151,-17471,-2860
2014-04-23,44200.0,43350.0,201981.0,334.77,36048,-24018,540
2014-04-24,43350.0,42750.0,91058.0,330.14,28528,-21918,-5690
2014-04-25,42700.0,42050.0,111344.0,324.74,39200,-30180,-8650
2014-04-28,42050.0,41800.0,53259.0,322.8,16750,-14830,-1980
2014-04-29,41950.0,40800.0,208846.0,315.08,88716,-87063,-1103
2014-04-30,41000.0,41200.0,99677.0,318.17,8881,-16731,7400
2014-05-02,41150.0,40650.0,94273.0,313.92,16849,6501,-23140
2014-05-07,40350.0,39350.0,103084.0,303.88,64003,-38813,-26150
2014-05-08,39300.0,39350.0,89454.0,303.88,43765,-31095,-11860
2014-05-09,39350.0,39650.0,84099.0,306.2,36180,-51160,10620
2014-05-12,39350.0,38750.0,103596.0,299.25,44032,-36202,4820
2014-05-13,38750.0,39800.0,69145.0,307.36,-2387,-135,2902
2014-05-14,39900.0,40300.0,90789.0,311.22,-15044,29365,-14321
2014-05-15,40300.0,40250.0,50967.0,310.83,9746,2774,-12520
2014-05-16,39950.0,39300.0,80094.0,303.5,23138,-13958,-9190
2014-05-19,39400.0,39300.0,69634.0,303.5,32485,-21225,-10970
2014-05-20,39200.0,40000.0,115848.0,308.9,18879,-23219,3340
2014-05-21,40000.0,39800.0,53315.0,307.36,13429,-1049,-12380
2014-05-22,39900.0,40550.0,75613.0,313.15,-20694,15174,5570
2014-05-23,41100.0,40450.0,91126.0,312.38,28221,-20301,-7920
2014-05-26,40500.0,40100.0,54094.0,309.68,14140,-14660,520
2014-05-27,40350.0,39750.0,66797.0,306.97,20669,-12589,-8760
2014-05-28,39750.0,40300.0,58291.0,311.22,510,-6660,5790
2014-05-29,40250.0,39750.0,58173.0,306.97,9980,280,-6960
2014-05-30,39800.0,38900.0,109765.0,300.41,57602,-32211,-23301
2014-06-02,38900.0,37800.0,162277.0,291.91,63522,-38050,-22826
2014-06-03,37800.0,36200.0,306867.0,279.56,140540,-138458,-10209
2014-06-05,36000.0,36400.0,303743.0,281.1,95351,-91001,-6363
2014-06-09,36450.0,36700.0,111323.0,283.42,31954,-34480,2430
2014-06-10,37350.0,37200.0,91623.0,287.28,21116,-24381,3186
2014-06-11,37400.0,37950.0,118491.0,293.07,-33894,5106,29158
2014-06-12,37900.0,37900.0,107346.0,292.69,3785,-6364,153
2014-06-13,37800.0,38500.0,99737.0,297.32,-17163,-2080,15393
2014-06-16,38200.0,38900.0,83415.0,300.41,-23702,6208,14400
2014-06-17,39300.0,39500.0,114962.0,305.04,-35107,36899,-2492
2014-06-18,39500.0,39350.0,110046.0,303.88,-19746,-3445,21485
2014-06-19,39600.0,40350.0,131282.0,311.61,-58238,41224,21879
2014-06-20,40250.0,40400.0,89277.0,311.99,-28820,28584,246
2014-06-23,40450.0,40350.0,71272.0,311.61,-11496,4205,6889
2014-06-24,40050.0,40400.0,77816.0,311.99,-36510,19565,17367
2014-06-25,40400.0,39450.0,74443.0,304.66,-2471,-11294,13336
2014-06-26,39750.0,39750.0,36481.0,306.97,-15192,8012,7580
2014-06-27,40000.0,40550.0,64562.0,313.15,-34440,8849,26596
2014-06-30,40800.0,41150.0,91319.0,317.79,-45127,33871,12337
2014-07-01,41100.0,41100.0,84593.0,317.4,-31689,52582,-18893
2014-07-02,41300.0,41400.0,69886.0,319.72,-29602,12256,17396
2014-07-03,41250.0,41500.0,59295.0,320.49,-28476,30256,581
2014-07-04,41500.0,41550.0,78546.0,320.87,-28956,12066,17215
2014-07-07,41750.0,41800.0,48539.0,322.8,-22983,9372,13661
2014-07-08,41850.0,41100.0,69099.0,317.4,-6320,-455,5385
2014-07-09,41050.0,41550.0,70611.0,320.87,-26495,24048,2647
2014-07-10,41600.0,40700.0,64095.0,314.31,-8741,3776,4965
2014-07-11,40700.0,41350.0,53742.0,319.33,-31621,15051,14616
2014-07-14,41400.0,41950.0,68598.0,323.96,-3394,5918,-148
2014-07-15,42100.0,41350.0,58162.0,319.33,-16528,2422,14106
2014-07-16,41350.0,41400.0,34931.0,319.72,-5535,-9242,14859
2014-07-17,41300.0,42200.0,87095.0,325.89,-21398,1424,20004
2014-07-18,42000.0,42150.0,56186.0,325.51,-12322,6232,6550
2014-07-21,42350.0,42250.0,59114.0,326.28,3056,-5521,3488
2014-07-22,42100.0,42600.0,56269.0,328.98,-11887,9274,2673
2014-07-23,42650.0,42650.0,77758.0,329.37,7426,-16171,9295
2014-07-24,42650.0,41300.0,121948.0,318.94,-12720,-32969,45739
2014-07-25,41300.0,41850.0,76380.0,323.19,-20844,-4033,24244
2014-07-28,41850.0,40950.0,78727.0,316.24,5004,-34539,29435
2014-07-29,41300.0,42500.0,111180.0,328.21,-28390,-11498,40615
2014-07-30,42650.0,43100.0,143853.0,332.84,-25847,25003,2214
2014-07-31,43300.0,43350.0,92437.0,334.77,-21030,-1582,22622
2014-08-01,43000.0,43700.0,71460.0,337.48,-34422,8207,26175
2014-08-04,44000.0,43500.0,60192.0,335.93,-4389,-11759,16148
2014-08-05,43200.0,42150.0,92323.0,325.51,-2874,-4904,7778
2014-08-06,42150.0,42750.0,65016.0,330.14,-3359,-9960,13386
2014-08-07,42700.0,42750.0,92632.0,330.14,-19186,16392,2794
2014-08-08,42700.0,41500.0,50400.0,320.49,5901,-13236,7375
2014-08-11,41700.0,42050.0,32677.0,324.74,-6496,-2864,9360
2014-08-12,42050.0,41450.0,52779.0,320.1,1051,-10735,9684
2014-08-13,41350.0,42050.0,53131.0,324.74,-16971,7523,9587
2014-08-14,42100.0,42650.0,57355.0,329.37,-18158,17213,104
2014-08-18,42650.0,41500.0,68944.0,320.49,13926,-40534,26638
2014-08-19,41500.0,41150.0,80061.0,317.79,13428,-43293,29665
2014-08-20,41150.0,41300.0,58469.0,318.94,-9631,-19043,28674
2014-08-21,41600.0,40850.0,67617.0,315.47,3514,-21923,18247
2014-08-22,40900.0,40350.0,72054.0,311.61,14853,-27275,10262
2014-08-25,40400.0,40200.0,58123.0,310.45,-1580,-16062,17642
2014-08-26,40200.0,40650.0,54918.0,313.92,-2282,-18547,21703
2014-08-27,40800.0,40900.0,51573.0,315.85,2929,-15736,12855
2014-08-28,40900.0,40450.0,65824.0,312.38,13558,-32081,18523
2014-08-29,40450.0,40000.0,79168.0,308.9,10636,-26089,15113
2014-09-01,40200.0,39950.0,63829.0,308.52,683,-18727,16619
2014-09-02,40100.0,40150.0,68775.0,310.06,-1565,-25936,27201
2014-09-03,40250.0,40850.0,75713.0,315.47,-16561,-8964,25423
2014-09-04,40700.0,40750.0,46997.0,314.7,-9677,5643,724
2014-09-05,40600.0,40700.0,48028.0,314.31,2201,-20540,18298
2014-09-11,40500.0,41050.0,86287.0,317.01,-4930,-29407,34361
2014-09-12,41200.0,39950.0,107628.0,308.52,24042,-39068,14012
2014-09-15,40050.0,39150.0,106656.0,302.34,7603,-55353,46844
2014-09-16,39300.0,39100.0,74146.0,301.95,11031,-28243,14952
2014-09-17,39450.0,38950.0,156296.0,300.8,24967,-89360,64203
2014-09-18,38950.0,39000.0,78474.0,301.18,5649,-23221,17636
2014-09-19,39050.0,39550.0,44218.0,305.43,-8481,-1773,10044
2014-09-22,39000.0,39150.0,42568.0,302.34,5455,-5344,-221
2014-09-23,39350.0,39800.0,74934.0,307.36,1252,-4203,1128
2014-09-24,40000.0,39750.0,72071.0,306.97,-2390,-8679,11289
2014-09-25,39850.0,39850.0,57190.0,307.75,-1719,-7723,9442
2014-09-26,39650.0,39850.0,52348.0,307.75,-2797,-7071,9828
2014-09-29,39700.0,38850.0,71176.0,300.02,9138,-8525,-833
2014-09-30,38600.0,38200.0,97148.0,295.0,-1183,1576,-1935
2014-10-01,37700.0,37350.0,45732.0,288.44,-11115,9881,1385
2014-10-02,37150.0,37150.0,79452.0,286.89,-3194,-1906,5100
2014-10-06,37150.0,36600.0,72951.0,282.65,4168,-991,-3653
2014-10-07,36500.0,35350.0,141972.0,272.99,57308,-57456,16122
2014-10-08,35000.0,35650.0,66455.0,275.31,2619,-7073,4155
2014-10-10,35500.0,35400.0,65271.0,273.38,-5724,1242,4864
2014-10-13,34700.0,33900.0,94655.0,261.8,22532,-20349,-1120
2014-10-14,34250.0,34200.0,45052.0,264.11,-4905,-7509,12428
2014-10-15,34000.0,34150.0,55152.0,263.73,142,3434,-3576
2014-10-16,34000.0,33950.0,42687.0,262.18,-10644,10360,-16
2014-10-17,34200.0,33550.0,55259.0,259.09,400,12069,-12469
2014-10-20,33700.0,34950.0,79945.0,269.91,-18568,-3683,22231
2014-10-21,35100.0,34000.0,68471.0,262.57,19678,3781,-24518
2014-10-22,34350.0,33500.0,68044.0,258.71,5686,-1367,-4369
2014-10-23,33050.0,32950.0,81366.0,254.46,-16153,9009,7062
2014-10-24,32750.0,30000.0,283486.0,231.68,45087,-49158,5248
2014-10-27,30100.0,30000.0,243133.0,231.68,68585,-72358,3260
2014-10-28,30050.0,29050.0,148378.0,224.34,24752,-18361,-6138
2014-10-29,29150.0,29950.0,253553.0,231.29,62190,-36710,-28276
2014-10-30,30050.0,29850.0,148771.0,230.52,36873,4306,-41801
2014-10-31,30100.0,29800.0,199507.0,230.13,54760,7815,-62032
2014-11-03,29950.0,29050.0,133570.0,224.34,20922,685,-21782
2014-11-04,29100.0,29100.0,132140.0,224.73,-554,6427,-5873
2014-11-05,29000.0,29000.0,88776.0,223.96,7357,2451,-9712
2014-11-06,29300.0,29900.0,156806.0,230.91,11989,24057,-37715
2014-11-07,30200.0,30250.0,120917.0,233.61,43910,-4736,-39374
2014-11-10,30400.0,30950.0,112532.0,239.01,-8413,-7022,15910
2014-11-11,30950.0,31100.0,156747.0,240.17,-14336,51192,-36284
2014-11-12,31150.0,32200.0,135728.0,248.67,-11442,-10059,21594
2014-11-13,32150.0,32350.0,102994.0,249.83,-20085,6843,12780
2014-11-14,32300.0,34450.0,385164.0,266.04,-147731,92159,56074
2014-11-17,34400.0,33650.0,179118.0,259.87,35781,31599,-67911
2014-11-18,33700.0,33950.0,100794.0,262.18,-18254,12915,5368
2014-11-19,34100.0,32700.0,138702.0,252.53,-11176,12759,-2066
2014-11-20,32950.0,33500.0,78315.0,258.71,-19531,11538,9493
2014-11-21,33550.0,33300.0,67431.0,257.16,371,-2283,-1673
2014-11-24,33900.0,34350.0,81085.0,265.27,-21671,13850,7102
2014-11-25,34400.0,34200.0,59658.0,264.11,-6281,16454,-10226
2014-11-26,34700.0,34150.0,104075.0,263.73,-24703,25691,-2388
2014-11-27,34550.0,34900.0,150092.0,269.52,38038,-22757,-14951
2014-11-28,34450.0,34200.0,70350.0,264.11,13412,-5514,-9082
2014-12-01,33800.0,32750.0,64008.0,252.92,11563,-12409,736
2014-12-02,32600.0,33600.0,35424.0,259.48,-10762,3262,7500
2014-12-03,33150.0,33700.0,32525.0,260.25,-4948,7859,-2911
2014-12-04,33550.0,33500.0,38865.0,258.71,12624,-12794,-50
2014-12-05,33500.0,33400.0,52358.0,257.93,11529,-8804,-2725
2014-12-08,33100.0,33100.0,31110.0,255.62,1968,1073,-2991
2014-12-09,32650.0,32800.0,46332.0,253.3,-16980,12508,4472
2014-12-10,32800.0,32500.0,74215.0,250.98,2542,-5308,-1021
2014-12-11,32450.0,32350.0,88059.0,249.83,-13294,5721,11536
2014-12-12,32250.0,32950.0,77354.0,254.46,-13107,39445,-21112
2014-12-15,32800.0,32350.0,45725.0,249.83,8379,-8792,175
2014-12-16,32000.0,32100.0,80947.0,247.9,-6456,-10497,16962
2014-12-17,32300.0,32500.0,64958.0,250.98,-37605,17591,19789
2014-12-18,33150.0,32450.0,58777.0,250.6,-11705,7182,4531
2014-12-19,32600.0,32250.0,57089.0,249.05,-3967,-11835,15810
2014-12-22,32150.0,32900.0,50048.0,254.07,-24343,8364,16579
2014-12-23,33000.0,33250.0,38415.0,256.78,-11815,14392,-2508
2014-12-24,33150.0,33800.0,51010.0,261.02,-30496,25174,6822
2014-12-26,34000.0,33600.0,49730.0,259.48,-11395,3308,8587
2014-12-29,33300.0,33050.0,35813.0,255.23,-14249,3863,10386
2014-12-30,32750.0,32700.0,40523.0,252.53,-9862,-636,9887
2015-01-02,32300.0,33400.0,57485.0,14.09,-13125,8733,787
2015-01-05,33400.0,32800.0,37521.0,13.83,10,606,-92
2015-01-06,32300.0,32150.0,61220.0,13.56,7571,8643,-16574
2015-01-07,32250.0,31850.0,51441.0,13.43,-13354,14959,-605
2015-01-08,31900.0,30900.0,68794.0,13.03,18418,-7175,-11446
2015-01-09,31150.0,32050.0,63091.0,13.52,-9669,-7719,17408
2015-01-12,31650.0,32250.0,54686.0,13.6,-11186,12267,-1081
2015-01-13,32300.0,31300.0,61061.0,13.2,13342,2345,-16187
2015-01-14,31200.0,31200.0,41603.0,13.16,2233,2762,-5254
2015-01-15,30950.0,30550.0,85770.0,12.88,15328,-25452,9824
2015-01-16,30350.0,29800.0,72180.0,12.57,788,-1130,104
2015-01-19,30000.0,30700.0,39016.0,12.95,-11933,5200,6723
2015-01-20,31000.0,30800.0,43589.0,12.99,4355,-7515,3160
2015-01-21,30850.0,30850.0,52532.0,13.01,-6421,17544,-11113
2015-01-22,31000.0,30800.0,60771.0,12.99,15181,-11138,-3279
2015-01-23,31350.0,30850.0,66675.0,13.01,10277,-3744,-13552
2015-01-26,30850.0,30250.0,66097.0,12.76,13883,-17719,4176
2015-01-27,30400.0,31500.0,149621.0,13.28,-33786,-16099,45142
2015-01-28,31500.0,32200.0,93537.0,13.58,11153,-23841,18182
2015-01-29,32000.0,32900.0,193426.0,13.88,-34244,-11596,44183
2015-01-30,33150.0,34150.0,141906.0,14.4,-49684,-6400,56784
2015-02-02,34200.0,34400.0,83286.0,14.51,-34935,-1694,36836
2015-02-03,34400.0,36100.0,238536.0,15.22,-148444,98015,51019
2015-02-04,36500.0,36100.0,105164.0,15.22,-28345,8089,19882
2015-02-05,35800.0,35350.0,127004.0,14.91,7226,-81602,74756
2015-02-06,35350.0,36000.0,54020.0,15.18,-25242,3550,22714
2015-02-09,36000.0,35500.0,42276.0,14.97,-1088,-4939,7176
2015-02-10,35400.0,35450.0,36325.0,14.95,-12310,833,11448
2015-02-11,35450.0,35150.0,57460.0,14.82,-6805,-11832,18587
2015-02-12,35050.0,35150.0,47396.0,14.82,-2259,-6002,8261
2015-02-13,35200.0,35050.0,60249.0,14.78,10463,-23378,12849
2015-02-16,34750.0,36150.0,75315.0,15.25,-24138,12656,11364
2015-02-17,36150.0,35600.0,53535.0,15.01,16308,609,-16717
2015-02-23,35450.0,36600.0,82730.0,15.44,-9529,-15241,25342
2015-02-24,36500.0,36750.0,34879.0,15.5,-1941,8088,-6138
2015-02-25,36900.0,36650.0,71598.0,15.46,7570,-6897,-700
2015-02-26,36650.0,36700.0,34606.0,15.48,-4890,-6830,6721
2015-02-27,36400.0,36050.0,60185.0,15.2,1723,-22371,19868
2015-03-02,36000.0,36350.0,58537.0,15.33,-7032,-11596,18628
2015-03-03,36100.0,37350.0,83422.0,15.75,-18887,10084,11155
2015-03-04,37250.0,36500.0,57914.0,15.39,16005,-9551,-6335
2015-03-05,36550.0,36850.0,49240.0,15.54,-19845,22664,-2157
2015-03-06,36850.0,36700.0,38158.0,15.48,3786,-10714,6704
2015-03-09,36500.0,36100.0,32858.0,15.22,-9096,325,8371
2015-03-10,36100.0,35700.0,51078.0,15.06,-11550,-8214,19764
2015-03-11,35150.0,36750.0,89583.0,15.5,-28577,-391,28968
2015-03-12,36450.0,36150.0,91721.0,15.25,-882,-16581,17199
2015-03-13,36300.0,36250.0,38095.0,15.29,-393,-15950,16341
2015-03-16,36700.0,36350.0,59198.0,15.33,-11077,-12942,24043
2015-03-17,36500.0,36850.0,77528.0,15.54,-11211,-19977,31184
2015-03-18,37200.0,38400.0,127318.0,16.19,-27026,-591,26363
2015-03-19,39000.0,38400.0,107488.0,16.19,-20620,-10748,25618
2015-03-20,38200.0,38800.0,59559.0,16.36,-6457,-11575,18032
2015-03-23,39100.0,39200.0,90814.0,16.53,-49342,15996,28346
2015-03-24,39700.0,40150.0,110800.0,16.93,-26355,17314,10091
2015-03-25,40200.0,40650.0,88598.0,17.14,-22584,8832,13787
2015-03-26,40350.0,40200.0,56400.0,16.95,-11631,7062,4519
2015-03-27,40350.0,41400.0,121696.0,17.46,-16070,-1897,18093
2015-03-30,41200.0,41750.0,66918.0,17.61,-22993,10332,12971
2015-03-31,41850.0,41450.0,75394.0,17.48,-24759,1878,21604
2015-04-01,41450.0,40250.0,109127.0,16.98,-33005,-3256,32711
2015-04-02,40650.0,41200.0,70674.0,17.38,-31874,7229,26008
2015-04-03,41400.0,41300.0,56844.0,17.42,-5929,-9879,7576
2015-04-06,41400.0,42100.0,95054.0,17.76,-26247,18090,7867
2015-04-07,42500.0,42600.0,77518.0,17.97,-28778,18960,9478
2015-04-08,42250.0,42700.0,110411.0,18.01,-717,-9323,9069
2015-04-09,42500.0,43000.0,54505.0,18.13,-22846,255,18686
2015-04-10,43000.0,42650.0,75759.0,17.99,-18608,-10067,27387
2015-04-13,42350.0,42950.0,72646.0,18.11,-17959,-20478,37467
2015-04-14,43000.0,42500.0,140988.0,17.92,4723,-38966,34485
2015-04-15,42050.0,42800.0,151178.0,18.05,-23008,-45534,68523
2015-04-16,43700.0,42700.0,90119.0,18.01,2565,-28417,25852
2015-04-17,42500.0,41900.0,76856.0,17.67,21887,-40753,18366
2015-04-20,41600.0,43150.0,115898.0,18.2,-34180,-16314,50475
2015-04-21,43300.0,42400.0,78905.0,17.88,9643,-22324,12621
2015-04-22,42400.0,43550.0,164112.0,18.37,-75097,-3,75290
2015-04-23,43700.0,43200.0,154016.0,18.22,-8279,-20285,28594
2015-04-24,43000.0,42300.0,92138.0,17.84,2516,-15699,14314
2015-04-27,42450.0,42750.0,53706.0,18.03,-13278,-569,19568
2015-04-28,42750.0,43150.0,61670.0,18.2,-18246,1576,17670
2015-04-29,43600.0,43300.0,132445.0,18.26,-33306,-4076,37352
2015-04-30,43300.0,43550.0,147506.0,18.37,-57082,-6208,63290
2015-05-04,44100.0,43850.0,53146.0,18.49,-902,-4014,5130
2015-05-06,44150.0,44200.0,126283.0,18.64,-45977,-5762,52439
2015-05-07,44200.0,44150.0,87954.0,18.62,-16113,8477,6703
2015-05-08,44350.0,44050.0,57225.0,18.58,-6384,-22238,21825
2015-05-11,43800.0,43650.0,58808.0,18.41,-3446,-16668,21412
2015-05-12,43000.0,44300.0,72825.0,18.68,-29598,-9804,39403
2015-05-13,44100.0,44200.0,48924.0,18.64,-12835,-9887,22821
2015-05-14,44000.0,44000.0,46175.0,18.56,-13986,-12135,26121
2015-05-15,44050.0,43000.0,43697.0,18.13,2027,-4511,2484
2015-05-18,42950.0,41550.0,107119.0,17.52,-13883,-26581,39108
2015-05-19,41750.0,43800.0,131326.0,18.47,-40419,-31545,71914
2015-05-20,43800.0,43050.0,102795.0,18.16,258,-24323,23437
2015-05-21,42900.0,42450.0,54249.0,17.9,4982,-18403,13814
2015-05-22,42050.0,43250.0,58334.0,18.24,-21412,6537,13475
2015-05-26,43100.0,42500.0,41143.0,17.92,11507,-7943,-2304
2015-05-27,42500.0,41800.0,59672.0,17.63,-2064,6709,-5265
2015-05-28,41800.0,40150.0,96188.0,16.93,24145,-24283,773
2015-05-29,40200.0,41000.0,94306.0,17.29,-17725,-37655,55280
2015-06-01,40700.0,41000.0,34351.0,17.29,-1501,-8596,10199
2015-06-02,40850.0,40250.0,57608.0,16.98,-10607,-7074,15527
2015-06-03,40450.0,39900.0,45172.0,16.83,-1925,-15003,16828
2015-06-04,39650.0,39000.0,65628.0,16.45,9110,-9547,1262
2015-06-05,38800.0,39950.0,74774.0,16.85,-26262,17672,9290
2015-06-08,40000.0,39050.0,65179.0,16.47,19044,-22299,3205
2015-06-09,39150.0,39200.0,36683.0,16.53,-992,-12235,12928
2015-06-10,39700.0,38050.0,109113.0,16.05,30411,-32374,1763
2015-06-11,38200.0,37250.0,242407.0,15.71,54316,-101690,45289
2015-06-12,36900.0,36100.0,138258.0,15.22,28465,-54811,24666
2015-06-15,36000.0,36700.0,61549.0,15.48,-12873,-6937,20031
2015-06-16,36700.0,35000.0,72523.0,14.76,18628,-19503,210
2015-06-17,35150.0,35150.0,58896.0,14.82,1969,-15524,13665
2015-06-18,36000.0,35500.0,88756.0,14.97,18699,-17507,8130
2015-06-19,36150.0,35700.0,55791.0,15.06,16139,-19275,3136
2015-06-22,35500.0,35850.0,83502.0,15.12,9348,-15452,5753
2015-06-23,35900.0,35950.0,41668.0,15.16,12250,-11939,-361
2015-06-24,36100.0,36150.0,65197.0,15.25,2491,8122,-10563
2015-06-25,37000.0,37200.0,80408.0,15.69,-17150,-547,17641
2015-06-26,37200.0,36300.0,61061.0,15.31,16876,-11002,-5874
2015-06-29,35400.0,35050.0,70067.0,14.78,9583,-6971,-2612
2015-06-30,34800.0,34650.0,95312.0,14.61,14844,-20233,4870
2015-07-01,34800.0,36050.0,75200.0,15.2,-13630,3071,11054
2015-07-02,36200.0,36900.0,64214.0,15.56,5721,4047,-9768
2015-07-03,36600.0,36000.0,73756.0,15.18,13143,7893,-21044
2015-07-06,41750.0,38650.0,1061996.0,16.3,157512,46457,-194774
2015-07-07,39950.0,37850.0,298080.0,15.96,39210,22618,-61810
2015-07-08,37850.0,37150.0,159789.0,15.67,-2455,16776,-14421
2015-07-09,36650.0,36750.0,144468.0,15.5,15219,-262,-15657
2015-07-10,37050.0,37350.0,134845.0,15.75,-40205,34277,8077
2015-07-13,37100.0,37650.0,63229.0,15.88,-11222,2240,8982
2015-07-14,37750.0,37100.0,95530.0,15.65,9036,-19877,10841
2015-07-15,37350.0,37100.0,58838.0,15.65,-2872,-11452,14324
2015-07-16,37450.0,37600.0,82676.0,15.86,-3648,-6909,9866
2015-07-17,37800.0,37050.0,67670.0,15.63,-10030,15909,-7879
2015-07-20,36850.0,37250.0,55700.0,15.71,-19106,10673,6433
2015-07-21,37300.0,37300.0,49465.0,15.73,-8760,3965,4745
