Symbol,에스엘_시가(원),에스엘_종가(원),에스엘_거래량(주),에스엘_PER(IFRS-연결),에스엘_순매수수량(개인)(주),에스엘_순매수수량(기관계)(주),에스엘_순매수수량(외국인계)(주)
2000-01-04,25500,26500,2860,3.48,-1420,1420,0
2000-01-05,27000,22700,19770,2.98,17080,-17080,0
2000-01-06,23750,21600,13480,2.84,9250,-9250,0
2000-01-07,21750,23500,8990,3.09,-180,180,0
2000-01-10,23500,25000,6950,3.28,320,-320,0
2000-01-11,24000,24500,10530,3.22,3100,-3600,0
2000-01-12,24050,24800,5860,3.26,-1910,-1090,3000
2000-01-13,25000,26450,5150,3.47,-2790,2790,0
2000-01-14,26500,25600,2540,3.36,0,0,0
2000-01-17,25900,27500,3880,3.61,-2940,2940,0
2000-01-18,25500,26900,1570,3.53,-90,90,0
2000-01-19,27400,25500,2190,3.35,-500,500,0
2000-01-20,25500,26800,3110,3.52,-1650,1650,0
2000-01-21,22900,26800,710,3.52,-350,350,0
2000-01-24,25000,28200,7030,3.7,-2390,2390,0
2000-01-25,29200,28550,720,3.75,-500,500,0
2000-01-26,28650,30000,23790,3.94,-1880,1880,0
2000-01-27,30000,32000,7780,4.2,-4560,4560,0
2000-01-28,32000,31900,410,4.19,-240,240,0
2000-01-31,30550,31500,350,4.14,-130,130,0
2000-02-01,29000,31100,1440,4.08,-600,600,0
2000-02-02,32500,29600,730,3.89,-500,500,0
2000-02-03,32900,30000,480,3.94,0,0,0
2000-02-07,32000,31950,230,4.2,0,0,0
2000-02-08,28500,28700,670,3.77,0,0,0
2000-02-09,31500,31000,13460,4.07,490,-490,0
2000-02-10,31000,29500,430,3.87,0,0,0
2000-02-11,25500,25500,3090,3.35,1020,-1020,0
2000-02-14,25500,25400,4370,3.34,4300,-4300,0
2000-02-15,24900,25500,2580,3.35,130,-130,0
2000-02-16,26000,27500,740,3.61,0,0,0
2000-02-17,23600,29000,900,3.81,0,0,0
2000-02-18,28450,26650,5670,3.5,10,-10,0
2000-02-21,30050,25900,3300,3.4,1610,-1610,0
2000-02-22,25300,26200,3370,3.44,2090,-2090,0
2000-02-23,25600,26600,2480,3.49,200,-200,0
2000-02-24,26600,26850,3690,3.53,230,-230,0
2000-02-25,28800,26950,630,3.54,0,0,0
2000-02-28,28500,26000,810,3.41,180,-180,0
2000-02-29,27000,25600,3550,3.36,2800,-2800,0
2000-03-02,25800,27800,730,3.65,0,0,0
2000-03-03,27700,25700,4010,3.37,270,-270,0
2000-03-06,27500,28200,1400,3.7,20,-20,0
2000-03-07,27100,26550,1240,3.49,-80,80,0
2000-03-08,26550,26250,1500,3.45,0,0,0
2000-03-09,26200,26600,8470,3.49,5680,-5680,0
2000-03-10,27600,26700,4990,3.51,400,-400,0
2000-03-13,26800,28300,20740,3.72,5540,-5540,0
2000-03-14,28900,26800,3420,3.52,10,-10,0
2000-03-15,26600,28000,4720,3.68,-2130,1280,0
2000-03-16,28000,28000,5500,3.68,2190,-3000,0
2000-03-17,28100,28800,13400,3.78,-160,11000,0
2000-03-20,29000,28000,14780,3.68,4170,-3170,0
2000-03-21,27500,28000,15130,3.68,1320,-1320,0
2000-03-22,28000,27200,5790,3.57,2660,-1420,-1240
2000-03-23,27300,26600,2870,3.49,1000,0,0
2000-03-24,26150,26600,30250,3.49,14010,-18010,0
2000-03-27,26600,26600,11840,3.49,6780,-6780,0
2000-03-28,26850,27000,16240,3.55,12210,-9140,0
2000-03-29,27100,25800,17050,3.39,7430,-7630,0
2000-03-30,25800,24600,8560,3.23,-3280,3280,0
2000-03-31,22100,24000,10900,3.15,290,-290,0
2000-04-03,22500,22400,5850,3.14,150,-150,0
2000-04-04,22750,22700,6290,3.18,130,-130,0
2000-04-06,21700,21600,13560,3.02,1200,-1200,0
2000-04-07,21600,22600,11190,3.16,6090,-6090,0
2000-04-10,22600,23400,15500,3.27,9830,-7480,0
2000-04-11,22600,23000,7540,3.22,2300,-2300,0
2000-04-12,22500,22500,27950,3.15,6110,-5340,0
2000-04-14,22500,22500,7250,3.15,1010,-1600,0
2000-04-17,21000,19150,18040,2.68,9190,-9190,0
2000-04-18,19800,19200,25990,2.69,11430,-12430,0
2000-04-19,20100,19500,35380,2.73,17770,-17770,0
2000-04-20,19900,19000,19320,2.66,15590,-16590,0
2000-04-21,19400,21000,76140,2.94,46850,-46850,0
2000-04-24,21600,22250,72540,3.11,20650,-20680,0
2000-04-25,21000,21000,25200,2.94,-80,80,0
2000-04-26,22000,19500,33790,2.73,0,0,0
2000-04-27,19950,20150,26320,2.82,-4200,4200,0
2000-04-28,20400,23150,82170,3.24,-720,3720,0
2000-05-02,23700,23500,126870,3.29,24190,-24190,0
2000-05-03,24900,25450,102520,3.56,16290,-14690,-3600
2000-05-04,25000,24200,91470,3.39,510,-460,0
2000-05-08,24200,23050,61950,3.23,5000,-5000,0
2000-05-09,23200,24200,72620,3.39,1890,-2890,0
2000-05-10,24200,23500,28400,3.29,0,0,0
2000-05-12,23650,22000,34740,3.08,-1300,300,0
2000-05-15,21000,21500,27740,3.01,-1150,1150,0
2000-05-16,22000,22500,15930,3.15,0,0,0
2000-05-17,22500,21500,19020,3.01,1630,-1630,0
2000-05-18,21500,19800,13350,2.77,-300,300,0
2000-05-19,20900,20000,8600,2.8,1190,-1190,0
2000-05-22,19150,18500,8670,2.59,3000,-3000,0
2000-05-23,18000,18200,7050,2.55,-1500,1500,0
2000-05-24,16000,19000,17000,2.66,-220,220,0
2000-05-25,19200,20050,7410,2.81,700,-700,0
2000-05-26,19600,18500,9830,2.59,-3320,3320,0
2000-05-29,17150,20000,9750,2.8,-2620,2620,0
2000-05-30,20000,20250,6770,2.83,1500,-1500,0
2000-05-31,20500,21500,21720,3.01,1960,-1960,0
2000-06-01,21200,20900,3570,2.93,0,0,0
2000-06-02,21000,21450,11050,3,500,-500,0
2000-06-05,22000,22000,4520,3.08,120,-120,0
2000-06-07,21200,21800,20100,3.05,-2090,2090,0
2000-06-08,21800,20100,33210,2.81,7160,-5160,0
2000-06-09,20100,20100,14990,2.81,12310,-12310,0
2000-06-12,21000,20100,4980,2.81,180,-180,0
2000-06-13,20100,19000,23860,2.66,16410,-16410,0
2000-06-14,19000,20300,34160,2.84,-1560,1560,0
2000-06-15,20000,19000,5300,2.66,-2300,2540,0
2000-06-16,18000,19000,4040,2.66,1060,1000,0
2000-06-19,18500,19450,8840,2.72,1930,90,0
2000-06-20,19100,19700,2540,2.76,0,0,0
2000-06-21,19500,19900,1850,2.79,90,-90,0
2000-06-22,19100,19600,2570,2.74,500,0,0
2000-06-23,19600,19100,1720,2.67,0,0,0
2000-06-26,20400,19200,880,2.69,0,0,0
2000-06-27,19900,19700,4500,2.76,560,-560,0
2000-06-28,19700,19400,4400,2.72,-150,150,0
2000-06-29,19400,20800,9990,2.91,-2610,2610,0
2000-06-30,21400,20800,6520,2.91,520,-520,0
2000-07-03,20100,21000,12850,2.94,-6770,6770,0
2000-07-04,20800,21000,14520,2.94,-5620,6120,0
2000-07-05,21000,21900,18660,3.06,-7620,7620,0
2000-07-06,21900,21900,21060,3.06,7370,-7370,0
2000-07-07,22000,21500,3430,3.01,-240,240,0
2000-07-10,21000,22900,55090,3.2,16020,-16020,0
2000-07-11,22500,21500,14830,3.01,-2640,2640,0
2000-07-12,22500,21700,25560,3.04,2320,-2320,0
2000-07-13,21100,21550,8390,3.02,-3750,3750,0
2000-07-14,21000,21450,8640,3,-6250,6250,0
2000-07-18,20900,20300,4600,2.84,-2020,2020,0
2000-07-19,19800,19200,5780,2.69,-3700,3700,0
2000-07-20,18700,18700,3010,2.62,-250,250,0
2000-07-21,19200,19300,2640,2.7,-150,150,0
2000-07-24,18700,18600,3600,2.6,-610,610,0
2000-07-25,18000,18600,3200,2.6,-220,220,0
2000-07-26,19000,18900,1240,2.64,-120,120,0
2000-07-27,19000,19200,2040,2.69,-1470,1470,0
2000-07-28,19500,18800,750,2.63,0,0,0
2000-07-31,18950,18600,13780,2.6,1160,-1160,0
2000-08-01,18850,18700,4410,2.62,1430,-1430,0
2000-08-02,20000,18700,10400,2.62,8820,-8820,0
2000-08-03,18950,18700,2530,2.62,0,0,0
2000-08-04,18500,18900,4850,2.64,-570,570,0
2000-08-07,19200,18650,17690,2.61,-1000,1000,0
2000-08-08,18200,18800,4400,2.63,-1360,1360,0
2000-08-09,18250,18600,4310,2.6,-1440,1440,0
2000-08-10,19000,18650,1580,2.61,0,0,0
2000-08-11,18650,18850,9430,2.64,-80,0,80
2000-08-14,20500,19400,4760,2.72,780,-780,0
2000-08-16,20000,19400,1760,2.72,150,-150,0
2000-08-17,19100,19300,5100,2.7,1220,-1220,0
2000-08-18,19000,19400,8540,2.72,-4580,4580,0
2000-08-21,19050,19100,13530,2.67,-8980,8980,0
2000-08-22,18900,19400,2220,2.72,-840,840,0
2000-08-23,19050,19200,580,2.69,70,-70,0
2000-08-24,19200,19650,6880,2.75,-2850,2850,0
2000-08-25,19700,19400,5390,2.72,-1080,1080,0
2000-08-28,19150,19400,500,2.72,-100,100,0
2000-08-29,19700,20000,8160,2.8,0,0,0
2000-08-30,20050,20000,1450,2.8,70,-70,0
2000-08-31,20000,19700,4370,2.76,-1130,810,320
2000-09-01,19350,19700,3690,2.76,-880,0,880
2000-09-04,19400,20000,1250,2.8,0,0,0
2000-09-05,20150,20000,1780,2.8,-400,400,0
2000-09-06,20600,20200,5910,2.83,0,0,0
2000-09-07,20200,20000,1290,2.8,-270,270,0
2000-09-08,19550,19700,2230,2.76,0,0,0
2000-09-14,19300,19700,3110,2.76,-2010,0,2010
2000-09-15,18700,19300,3010,2.7,-1370,0,1370
2000-09-18,19100,18000,5510,2.52,-2940,2600,340
2000-09-19,18300,18500,1580,2.59,-1290,1290,0
2000-09-20,17900,19500,700,2.73,-10,10,0
2000-09-21,17000,18500,1700,2.59,-420,420,0
2000-09-22,17500,17500,2820,2.45,-1830,1830,0
2000-09-25,17100,18100,7720,2.53,-780,280,0
2000-09-26,17500,18000,4030,2.52,-3330,3330,0
2000-09-27,18500,18100,1310,2.53,-630,630,0
2000-09-28,17600,18400,1920,2.58,-1620,1620,0
2000-09-29,18600,19000,2550,2.66,-1710,1710,0
2000-10-02,20000,19000,1500,2.66,0,0,0
2000-10-04,19000,19800,1170,2.77,0,0,0
2000-10-05,19050,19000,4100,2.66,1730,-2130,0
2000-10-06,18450,18700,3840,2.62,2210,-2210,0
2000-10-09,20050,19200,21590,2.69,10180,-10180,0
2000-10-10,19900,18900,4970,2.64,110,-110,0
2000-10-11,18600,18400,9130,2.58,-3070,3070,0
2000-10-12,18100,18100,2060,2.53,0,0,0
2000-10-13,17700,17900,3150,2.5,-820,820,0
2000-10-16,18600,18600,3740,2.6,-1240,1240,0
2000-10-17,18900,18800,4870,2.63,-1000,1000,0
2000-10-18,18500,19000,2900,2.66,930,-930,0
2000-10-19,19000,19300,9770,2.7,380,-380,0
2000-10-20,20000,19250,3330,2.7,900,0,0
2000-10-23,18700,19050,2520,2.67,0,0,0
2000-10-24,19400,19500,1520,2.73,-400,400,0
2000-10-25,19100,19400,2740,2.72,-100,100,0
2000-10-26,17600,19200,3370,2.69,-2500,2500,0
2000-10-27,19000,18950,960,2.65,-150,150,0
2000-10-30,18400,18400,3240,2.58,500,-500,0
2000-10-31,18000,18500,430,2.59,0,0,0
2000-11-01,18900,18900,200,2.64,0,0,0
2000-11-02,18200,18500,980,2.59,-350,350,0
2000-11-03,19000,19000,1750,2.66,0,0,0
2000-11-06,18700,18750,680,2.62,10,-10,0
2000-11-07,18500,18850,1770,2.64,-850,440,0
2000-11-08,19000,18550,510,2.6,180,-180,0
2000-11-09,18000,18600,1740,2.6,-100,100,0
2000-11-10,18050,18350,930,2.57,0,0,0
2000-11-13,17600,17600,1760,2.46,1000,0,-1000
2000-11-14,17700,17750,1170,2.48,0,0,0
2000-11-15,17750,17500,1250,2.45,-50,100,-50
2000-11-16,17500,17800,1000,2.49,0,0,0
2000-11-17,17800,17600,14070,2.46,13000,0,-13000
2000-11-20,17500,17600,720,2.46,340,0,-340
2000-11-21,17300,16800,3600,2.35,1410,0,-700
2000-11-22,16600,17000,24240,2.38,590,-500,-190
2000-11-23,16500,16900,4290,2.37,3000,0,-3000
2000-11-24,16900,16500,1460,2.31,0,0,0
2000-11-27,16500,16400,890,2.29,140,-10,-130
2000-11-28,18400,16900,13860,2.37,1570,-2020,-2590
2000-11-29,17050,16900,3130,2.37,0,0,0
2000-11-30,16900,16900,4990,2.37,-4020,0,0
2000-12-01,15000,16900,4690,2.37,-3210,-360,0
2000-12-04,16900,16800,16190,2.35,-7310,-5790,0
2000-12-05,16150,16700,2580,2.34,-1100,0,0
2000-12-06,17200,16700,7780,2.34,-6390,-10,0
2000-12-07,16250,16700,930,2.34,-800,0,0
2000-12-08,16250,16800,1640,2.35,-1410,0,0
2000-12-11,17000,16800,390,2.35,-30,0,0
2000-12-12,16800,17000,1720,2.38,-380,-610,0
2000-12-13,16700,16900,430,2.37,-360,0,0
2000-12-14,16800,17000,2530,2.38,-320,0,0
2000-12-15,16800,17000,8310,2.38,1880,-7880,0
2000-12-18,17000,17000,730,2.38,0,0,0
2000-12-19,17000,16700,5940,2.34,-4000,-70,0
2000-12-20,16550,16100,3850,2.25,-2450,0,0
2000-12-21,15500,16800,2180,2.35,-1570,0,0
2000-12-22,16700,16200,1370,2.27,-680,0,0
2000-12-26,16500,16450,220,2.3,-30,0,0
2001-01-02,16450,16800,850,2.35,-700,0,0
2001-01-03,16500,16700,530,2.34,-400,0,0
2001-01-04,16900,17000,3050,2.38,1210,-1210,0
2001-01-05,16800,16950,1090,2.37,-680,0,0
2001-01-08,16900,17400,8830,2.44,2610,-7610,0
2001-01-09,17100,17700,2000,2.48,0,0,0
2001-01-10,17400,17300,1080,2.42,0,0,0
2001-01-11,17000,17350,1460,2.43,-570,0,0
2001-01-12,16900,17250,8000,2.41,-4800,0,0
2001-01-15,17000,17200,2010,2.41,0,0,0
2001-01-16,17200,17200,1160,2.41,20,-20,0
2001-01-17,17000,17250,19580,2.41,1440,-4440,0
2001-01-18,17250,16950,1140,2.37,0,0,0
2001-01-19,16900,16950,2410,2.37,-450,0,0
2001-01-22,17000,16950,12450,2.37,9210,-11910,0
2001-01-26,17300,16750,440,2.34,0,0,0
2001-01-29,17300,17100,2170,2.39,-140,0,0
2001-01-30,17200,17200,4160,2.41,0,0,0
2001-01-31,16800,17200,500,2.41,0,0,0
2001-02-01,16900,17350,2140,2.43,0,0,0
2001-02-02,17250,17200,1670,2.41,0,0,0
2001-02-05,17400,16750,1920,2.34,0,0,0
2001-02-06,17000,17000,2160,2.38,1020,-1020,0
2001-02-07,17400,17200,1050,2.41,0,0,0
2001-02-08,17350,17400,1580,2.44,0,0,0
2001-02-09,17050,17400,1520,2.44,30,-30,0
2001-02-12,17050,17050,1690,2.39,450,-450,0
2001-02-13,17000,17300,2760,2.42,0,-290,0
2001-02-14,18000,19850,31640,2.78,7230,-6430,0
2001-02-15,21800,20200,15880,2.83,30,-30,0
2001-02-16,19400,19150,11840,2.68,5030,-5030,0
2001-02-19,19000,18600,4230,2.6,20,-20,0
2001-02-20,18300,18800,6310,2.63,50,-50,0
2001-02-21,19100,18850,3340,2.64,40,-40,0
2001-02-22,19000,18600,1670,2.6,-320,320,0
2001-02-23,18500,19000,4130,2.66,40,-40,0
2001-02-26,18500,19300,4570,2.7,0,0,0
2001-02-27,19500,19300,2270,2.7,50,-50,0
2001-02-28,19200,19200,1480,2.69,40,-40,0
2001-03-02,19200,19100,3630,2.67,0,0,0
2001-03-05,18900,19100,1640,2.67,0,0,0
2001-03-06,19100,19200,490,2.69,0,0,0
2001-03-07,19450,19500,10290,2.73,4950,-4950,0
2001-03-08,19750,20600,20760,2.88,8000,-8000,0
2001-03-09,21000,20550,7720,2.88,1520,-1520,0
2001-03-12,20500,20000,3540,2.8,0,0,0
2001-03-13,19950,19600,3660,2.74,0,0,0
2001-03-14,19000,20300,5270,2.84,0,0,0
2001-03-15,19000,20050,3080,2.81,20,-20,0
2001-03-16,21700,20700,2770,2.9,10,-10,0
2001-03-19,20500,20600,1710,2.88,600,-600,0
2001-03-20,20600,20350,1980,2.85,-500,500,0
2001-03-21,20350,20050,2700,2.81,30,-30,0
2001-03-22,19500,19650,1200,2.75,-300,300,0
2001-03-23,19350,19900,2340,2.79,-730,730,0
2001-03-26,19600,20150,1550,2.82,-250,250,0
2001-03-27,19550,19550,2350,2.74,-1500,1500,0
2001-03-28,19900,19600,2820,2.74,1510,-1510,0
2001-03-29,19250,19000,5110,2.66,0,0,0
2001-03-30,19100,18600,1750,2.6,0,0,0
2001-04-02,18000,17800,400,2.71,40,-40,0
2001-04-03,17150,17900,5130,2.72,-2640,-1290,0
2001-04-04,17400,17400,900,2.65,-770,0,0
2001-04-06,17800,17500,680,2.66,0,0,0
2001-04-09,17600,18000,2250,2.74,710,-710,0
2001-04-10,17750,17900,2320,2.72,-1550,500,0
2001-04-11,18300,17950,280,2.73,-170,0,0
2001-04-12,18000,18100,5560,2.76,0,0,0
2001-04-13,17900,17800,2440,2.71,0,0,0
2001-04-16,17900,17350,1310,2.64,-400,400,0
2001-04-17,17600,17400,270,2.65,0,0,0
2001-04-18,17700,17850,1140,2.72,0,0,0
2001-04-19,18000,17950,5110,2.73,2030,-2030,0
2001-04-20,17800,17700,6680,2.69,2640,-2640,0
2001-04-23,17850,17750,8030,2.7,5310,-5310,0
2001-04-24,17800,17850,12090,2.72,2750,-2750,0
2001-04-25,18000,17850,940,2.72,0,0,0
2001-04-26,17500,17850,1870,2.72,0,0,0
2001-04-27,18000,17950,1980,2.73,0,0,0
2001-04-30,18300,18850,4590,2.87,0,0,0
2001-05-02,18850,19000,6080,2.89,-1000,1000,0
2001-05-03,18600,19000,3540,2.89,-280,280,0
2001-05-04,19450,19000,150,2.89,0,0,0
2001-05-07,18800,19800,6990,3.01,-2350,2350,0
2001-05-08,19800,20200,2710,3.08,-1170,1170,0
2001-05-09,19900,19900,5420,3.03,-970,1140,0
2001-05-10,20400,20700,10750,3.15,1480,-1480,0
2001-05-11,21900,20750,6840,3.16,2050,-2050,0
2001-05-14,20700,20350,5500,3.1,0,0,0
2001-05-15,20350,21000,6370,3.2,-2440,2440,0
2001-05-16,20050,21000,5610,3.2,-2010,1010,0
2001-05-17,21000,22000,6770,3.35,-4780,4780,0
2001-05-18,22000,21700,3130,3.3,-80,80,0
2001-05-21,21150,21500,1630,3.27,0,0,0
2001-05-22,21250,21500,4540,3.27,-2080,540,0
2001-05-23,21100,21300,14530,3.24,-380,380,0
2001-05-24,21200,22500,11260,3.42,-3380,910,0
2001-05-25,22000,23000,13950,3.5,-5060,8530,0
2001-05-28,22900.0,23200.0,10310.0,3.53,-4370,4370,0
2001-05-29,23000.0,23400.0,7710.0,3.56,670,870,0
2001-05-30,23800.0,25100.0,20910.0,3.82,3910,-3910,0
2001-05-31,24050.0,25200.0,18350.0,3.84,-8880,8880,0
2001-06-01,24900.0,24500.0,6610.0,3.73,-3600,3500,0
2001-06-04,24100.0,23500.0,8500.0,3.58,-890,890,0
2001-06-05,23300.0,23600.0,31760.0,3.59,1340,-1340,0
2001-06-07,23250.0,23350.0,2270.0,3.55,470,-470,0
2001-06-08,23350.0,24500.0,13740.0,3.73,-1170,1130,0
2001-06-11,24000.0,24450.0,3110.0,3.72,-470,510,0
2001-06-12,24000.0,24450.0,520.0,3.72,0,0,0
2001-06-13,24450.0,24450.0,930.0,3.72,-120,120,0
2001-06-14,25000.0,24450.0,3170.0,3.72,-2000,2000,0
2001-06-15,24100.0,24200.0,1750.0,3.68,-350,350,0
2001-06-18,25000.0,25000.0,14410.0,3.81,1040,-1040,0
2001-06-19,25000.0,25000.0,28560.0,3.81,-6550,6550,0
2001-06-20,24700.0,24500.0,4920.0,3.73,0,0,0
2001-06-21,24500.0,24000.0,1880.0,3.65,60,-60,0
2001-06-22,23500.0,24350.0,1740.0,3.71,-1000,1000,0
2001-06-25,23600.0,23700.0,2620.0,3.61,-1870,1870,0
2001-06-26,23500.0,22600.0,3050.0,3.44,-2000,2000,0
2001-06-27,22600.0,23400.0,750.0,3.56,-680,680,0
2001-06-28,23000.0,23000.0,80.0,3.5,-80,80,0
2001-06-29,23000.0,23000.0,12650.0,3.5,2270,-2270,0
2001-07-02,22000.0,22000.0,210.0,3.35,10,-10,0
2001-07-03,22900.0,22600.0,3010.0,3.44,2000,-2000,0
2001-07-04,21700.0,23000.0,6940.0,3.5,-3390,3390,0
2001-07-05,23300.0,23300.0,670.0,3.55,100,-100,0
2001-07-06,22500.0,22700.0,1770.0,3.46,-1400,1400,0
2001-07-09,22350.0,22700.0,9770.0,3.46,-6710,6710,0
2001-07-10,22650.0,22650.0,0.0,3.45,0,0,0
2001-07-11,22700.0,22550.0,120.0,3.43,0,0,0
2001-07-12,22900.0,22900.0,450.0,3.49,0,0,0
2001-07-13,23500.0,22500.0,950.0,3.42,260,-260,0
2001-07-16,22500.0,22400.0,1580.0,3.41,-830,830,0
2001-07-18,23500.0,22950.0,2720.0,3.49,-930,930,0
2001-07-19,22800.0,21900.0,26460.0,3.33,-270,270,0
2001-07-20,20200.0,21800.0,25770.0,3.32,0,0,0
2001-07-23,21200.0,21300.0,1450.0,3.24,-1350,1350,0
2001-07-24,21050.0,21500.0,440.0,3.27,-430,430,0
2001-07-25,20650.0,21500.0,5650.0,3.27,-10,-4750,0
2001-07-26,22300.0,22300.0,40.0,3.39,0,0,0
2001-07-27,23000.0,23000.0,390.0,3.5,-380,380,0
2001-07-30,22900.0,22900.0,0.0,3.49,0,0,0
2001-07-31,22250.0,22900.0,600.0,3.49,-500,500,0
2001-08-01,23100.0,23100.0,10.0,3.52,0,0,0
2001-08-02,21700.0,22800.0,2480.0,3.47,220,-220,0
2001-08-03,22800.0,22400.0,990.0,3.41,300,-300,0
2001-08-06,21850.0,21500.0,1230.0,3.27,570,-570,0
2001-08-07,21400.0,21350.0,3240.0,3.25,810,-810,0
2001-08-08,22000.0,22250.0,180.0,3.39,-60,60,0
2001-08-09,21550.0,21600.0,490.0,3.29,-20,20,0
2001-08-10,22200.0,22500.0,800.0,3.42,-780,780,0
2001-08-13,23000.0,22600.0,210.0,3.44,0,0,0
2001-08-14,23000.0,21600.0,30.0,3.29,0,0,0
2001-08-16,21800.0,22000.0,2200.0,3.35,-1830,500,0
2001-08-17,21900.0,22500.0,270.0,3.42,-230,230,0
2001-08-20,22000.0,22400.0,860.0,3.41,20,-20,0
2001-08-21,22000.0,22500.0,220.0,3.42,-30,30,0
2001-08-22,22500.0,21900.0,6310.0,3.33,1110,-5380,0
2001-08-23,21900.0,21750.0,210.0,3.31,0,0,0
2001-08-24,21750.0,21950.0,320.0,3.34,0,0,0
2001-08-27,21700.0,22500.0,1050.0,3.42,-1000,1000,0
2001-08-28,22000.0,22450.0,370.0,3.42,-310,310,0
2001-08-29,21800.0,22000.0,7220.0,3.35,-6990,990,0
2001-08-30,21350.0,22350.0,20.0,3.4,0,0,0
2001-08-31,25700.0,22500.0,870.0,3.42,-310,310,0
2001-09-03,22200.0,22200.0,500.0,3.38,-400,400,0
2001-09-04,22200.0,22500.0,590.0,3.42,0,0,0
2001-09-05,22400.0,22300.0,670.0,3.39,-150,150,0
2001-09-06,22300.0,22000.0,710.0,3.35,0,0,0
2001-09-07,21600.0,21500.0,1730.0,3.27,1000,-1000,0
2001-09-10,22000.0,22000.0,630.0,3.35,0,0,0
2001-09-11,21900.0,21600.0,700.0,3.29,0,0,0
2001-09-12,19000.0,19000.0,7370.0,2.89,-6710,0,0
2001-09-13,17600.0,19000.0,3840.0,2.89,0,0,0
2001-09-14,20000.0,19500.0,1280.0,2.97,-270,500,0
2001-09-17,18050.0,18500.0,950.0,2.82,-470,470,0
2001-09-18,20000.0,19400.0,720.0,2.95,0,0,0
2001-09-19,19400.0,20000.0,3790.0,3.05,-170,170,0
2001-09-20,20000.0,19500.0,490.0,2.97,-100,100,0
2001-09-21,19500.0,20500.0,3500.0,3.12,660,-660,0
2001-09-24,20500.0,20500.0,200.0,3.12,0,0,0
2001-09-25,19750.0,19250.0,590.0,2.93,0,0,0
2001-09-26,19000.0,19000.0,1320.0,2.89,-390,390,0
2001-09-27,19000.0,19000.0,850.0,2.89,-840,840,0
2001-09-28,19000.0,19500.0,280.0,2.97,-260,260,0
2001-10-04,20300.0,19600.0,80.0,2.98,0,0,0
2001-10-05,19300.0,20000.0,150.0,3.05,-100,100,0
2001-10-08,19000.0,19000.0,190.0,2.89,-130,0,0
2001-10-09,19300.0,19700.0,1210.0,3.0,100,-500,0
2001-10-10,20500.0,20150.0,340.0,3.07,-10,10,0
2001-10-11,19800.0,19650.0,1050.0,2.99,290,-290,0
2001-10-12,20000.0,19900.0,1260.0,3.03,-390,390,0
2001-10-15,19750.0,19700.0,250.0,3.0,0,0,0
2001-10-16,19700.0,19900.0,480.0,3.03,60,-60,0
2001-10-17,19600.0,19650.0,2720.0,2.99,850,-850,0
2001-10-18,19500.0,19800.0,820.0,3.01,-200,200,0
2001-10-19,20300.0,19650.0,1110.0,2.99,0,0,0
2001-10-22,19750.0,19650.0,6600.0,2.99,4720,-4720,0
2001-10-23,20000.0,19900.0,980.0,3.03,0,0,0
2001-10-24,19800.0,19900.0,1920.0,3.03,140,-140,0
2001-10-25,19800.0,19850.0,740.0,3.02,0,0,0
2001-10-26,19700.0,19950.0,3230.0,3.04,-460,-1830,0
2001-10-29,20000.0,20300.0,3660.0,3.09,40,-2720,0
2001-10-30,20100.0,19800.0,1590.0,3.01,560,180,0
2001-10-31,19500.0,19600.0,440.0,2.98,40,0,0
2001-11-01,19700.0,20000.0,1640.0,3.05,-100,100,0
2001-11-02,19750.0,19550.0,10340.0,2.98,-5850,-450,0
2001-11-05,19650.0,19700.0,1550.0,3.0,1100,-1100,0
2001-11-06,20500.0,20400.0,5330.0,3.1,2300,-2300,0
2001-11-07,20400.0,20300.0,3180.0,3.09,1240,-1240,0
2001-11-08,20500.0,20750.0,3070.0,3.16,2420,-2420,0
2001-11-09,20750.0,20800.0,1440.0,3.17,0,0,0
2001-11-12,21000.0,21200.0,3900.0,3.23,1000,-1000,0
2001-11-13,20950.0,21600.0,3730.0,3.29,1000,-1000,0
2001-11-14,21600.0,21700.0,9690.0,3.3,2890,-980,0
2001-11-15,21700.0,21850.0,1210.0,3.33,0,0,0
2001-11-16,21800.0,21900.0,5530.0,3.33,-1120,1120,0
2001-11-19,22000.0,22250.0,7310.0,3.39,-80,0,0
2001-11-20,23000.0,22000.0,1620.0,3.35,0,0,0
2001-11-21,21850.0,22000.0,1780.0,3.35,0,0,0
2001-11-22,22100.0,22300.0,4100.0,3.39,2200,-2200,0
2001-11-23,22500.0,22400.0,11990.0,3.41,1960,-1960,0
2001-11-26,22400.0,22300.0,13830.0,3.39,5010,4990,0
2001-11-27,22150.0,22300.0,18750.0,3.39,1940,-1940,0
2001-11-28,22300.0,21600.0,3010.0,3.29,-1680,1680,0
2001-11-29,20950.0,21350.0,21400.0,3.25,30,-30,0
2001-11-30,21600.0,21650.0,1120.0,3.3,-710,710,0
2001-12-03,22000.0,22300.0,2640.0,3.39,-380,380,0
2001-12-04,22300.0,22500.0,1310.0,3.42,-300,300,0
2001-12-05,22700.0,22400.0,10620.0,3.41,3800,-3800,0
2001-12-06,22900.0,22350.0,12460.0,3.4,2070,-2070,0
2001-12-07,22500.0,22150.0,4370.0,3.37,4010,-4010,0
2001-12-10,22350.0,21650.0,18560.0,3.3,1440,-1440,0
2001-12-11,21650.0,22000.0,1690.0,3.35,0,0,0
2001-12-12,22100.0,22150.0,1320.0,3.37,0,0,0
2001-12-13,21650.0,22500.0,1700.0,3.42,-380,0,0
