Symbol,에스엘_시가(원),에스엘_종가(원),에스엘_거래량(주),에스엘_PER(IFRS-연결),에스엘_순매수수량(개인)(주),에스엘_순매수수량(기관계)(주),에스엘_순매수수량(외국인계)(주)
2013-11-20,16350.0,16000.0,121927.0,9.33,-10510,14270,-7040
2013-11-21,16100.0,16250.0,102414.0,9.48,606,-1256,2990
2013-11-22,16300.0,16250.0,75658.0,9.48,9347,-2905,-10032
2013-11-25,16050.0,15850.0,89115.0,9.24,-6085,-785,2960
2013-11-26,15850.0,16050.0,118143.0,9.36,-11588,-12252,23840
2013-11-27,16150.0,16300.0,120892.0,9.51,-31910,-4980,19600
2013-11-28,16150.0,16400.0,76236.0,9.57,-16571,13251,3320
2013-11-29,16250.0,16900.0,273159.0,9.86,-71323,47903,24950
2013-12-02,17000.0,17300.0,273285.0,10.09,-86145,67645,19680
2013-12-03,17400.0,16800.0,247786.0,9.8,-14411,33011,-9240
2013-12-04,16800.0,16900.0,111468.0,9.86,-32992,16962,16030
2013-12-05,16900.0,16650.0,164045.0,9.71,8760,3000,-11760
2013-12-06,16700.0,16750.0,90903.0,9.77,-2060,-40570,42630
2013-12-09,16950.0,15850.0,189292.0,9.24,45219,-48059,2720
2013-12-10,15950.0,15850.0,131282.0,9.24,-10130,-26980,36360
2013-12-11,15650.0,15850.0,61974.0,9.24,-5060,12130,-7070
2013-12-12,15600.0,16250.0,90383.0,9.48,-24180,9410,13980
2013-12-13,16000.0,16050.0,45249.0,9.36,-10429,14619,-4190
2013-12-16,16000.0,16300.0,70397.0,9.51,-34515,38195,-2970
2013-12-17,16550.0,16200.0,68248.0,9.45,-11610,20310,-8700
2013-12-18,16050.0,16850.0,141876.0,9.83,-84373,77503,6880
2013-12-19,17050.0,15850.0,231200.0,9.24,35920,-11130,-28280
2013-12-20,15850.0,15900.0,127852.0,9.27,-5525,-11985,19350
2013-12-23,15950.0,16350.0,91218.0,9.54,-49882,35332,13470
2013-12-24,16400.0,16150.0,84920.0,9.42,12010,-6520,-5230
2013-12-26,16100.0,16100.0,85417.0,9.39,-2834,-3486,5130
2013-12-27,16050.0,15900.0,97467.0,9.27,25297,-24137,1190
2013-12-30,16050.0,16350.0,127489.0,9.54,-36872,44442,-1220
2014-01-02,16350.0,15600.0,62571.0,7.23,3340,7000,-9700
2014-01-03,15550.0,15300.0,96598.0,7.09,22609,-33199,10270
2014-01-06,15300.0,15750.0,98390.0,7.3,-35660,12780,22880
2014-01-07,15750.0,16100.0,66431.0,7.46,-9700,17090,-7390
2014-01-08,16100.0,15900.0,36603.0,7.37,5811,-15501,9690
2014-01-09,16150.0,15900.0,56291.0,7.37,-18709,-181,18480
2014-01-10,16000.0,16250.0,53294.0,7.53,-26380,17290,8100
2014-01-13,16250.0,16700.0,136905.0,7.74,-77779,57369,8720
2014-01-14,16600.0,16800.0,174480.0,7.79,-2237,-27083,-18290
2014-01-15,16800.0,16750.0,179037.0,7.76,-35219,-14871,30770
2014-01-16,16650.0,16750.0,140374.0,7.76,-15917,5497,2390
2014-01-17,16550.0,16950.0,110721.0,7.86,-63890,71920,-10360
2014-01-20,17000.0,17000.0,69176.0,7.88,-15257,12767,-160
2014-01-21,17000.0,17300.0,89313.0,8.02,-46005,33675,1830
2014-01-22,17400.0,17500.0,100524.0,8.11,-61518,56958,-1340
2014-01-23,17500.0,17100.0,82214.0,7.92,-24860,24360,-2120
2014-01-24,16900.0,17150.0,63048.0,7.95,580,-28890,26410
2014-01-27,16950.0,17000.0,103351.0,7.88,8140,5810,-22680
2014-01-28,17100.0,17300.0,105455.0,8.02,-38755,30725,8810
2014-01-29,17300.0,17300.0,72057.0,8.02,-21,12181,-14110
2014-02-03,17300.0,17400.0,58516.0,8.06,-5135,7605,-6430
2014-02-04,17300.0,17000.0,103770.0,7.88,6580,2520,-10250
2014-02-05,16800.0,17150.0,94457.0,7.95,-7005,3562,3453
2014-02-06,17150.0,16800.0,95498.0,7.79,38981,-35571,3970
2014-02-07,16900.0,17100.0,143491.0,7.92,10537,-65257,55280
2014-02-10,17050.0,17000.0,92127.0,7.88,4893,-29623,24830
2014-02-11,16900.0,17050.0,91960.0,7.9,-730,-16570,18090
2014-02-12,17300.0,17000.0,93351.0,7.88,583,1447,970
2014-02-13,17000.0,17100.0,87665.0,7.92,-8430,-6440,14800
2014-02-14,17000.0,17300.0,41839.0,8.02,-2965,-1895,4860
2014-02-17,17400.0,17000.0,48411.0,7.88,10272,-5762,-4310
2014-02-18,16850.0,17100.0,74910.0,7.92,-10918,23189,-13161
2014-02-19,17000.0,17000.0,75816.0,7.88,6391,6279,-15730
2014-02-20,16750.0,16700.0,91044.0,7.74,7361,14709,-22630
2014-02-21,16750.0,16800.0,41410.0,7.79,12339,-12439,20
2014-02-24,16700.0,16500.0,47493.0,7.65,13609,-6780,-6389
2014-02-25,16500.0,16200.0,107453.0,7.51,18970,-35440,15850
2014-02-26,16200.0,16750.0,77071.0,7.76,-13500,27890,-260
2014-02-27,16800.0,16450.0,61553.0,7.62,10696,13124,-21210
2014-02-28,16750.0,16600.0,47240.0,7.69,871,-451,-510
2014-03-03,16400.0,16400.0,71488.0,7.6,-3522,-6958,6320
2014-03-04,16300.0,16700.0,40772.0,7.74,-5132,9072,-6300
2014-03-05,16750.0,16850.0,104989.0,7.81,-6960,24200,-17390
2014-03-06,16850.0,16800.0,54274.0,7.79,-2728,6498,-5040
2014-03-07,16900.0,16900.0,65170.0,7.83,-14261,25341,-2730
2014-03-10,16900.0,17050.0,45792.0,7.9,-6928,12898,-8310
2014-03-11,17100.0,17100.0,71745.0,7.92,13235,5335,-18570
2014-03-12,17150.0,16800.0,77410.0,7.79,8801,8999,-11490
2014-03-13,16750.0,16400.0,66172.0,7.6,6088,-2588,-6580
2014-03-14,16300.0,16150.0,66991.0,7.48,8102,-26552,17260
2014-03-17,16250.0,16950.0,143267.0,7.86,-54700,51680,7260
2014-03-18,17050.0,17250.0,112087.0,7.99,-32515,40635,-8020
2014-03-19,17300.0,17100.0,87029.0,7.92,18133,-18253,4090
2014-03-20,17300.0,17200.0,58577.0,7.97,1695,-5555,6220
2014-03-21,17250.0,17500.0,101944.0,8.11,-31960,31880,6600
2014-03-24,17500.0,18250.0,256159.0,8.46,-30544,17084,10490
2014-03-25,18300.0,18350.0,123207.0,8.5,7019,-16539,-3520
2014-03-26,18350.0,18900.0,324455.0,8.76,-133552,102982,31270
2014-03-27,18900.0,18900.0,94512.0,8.76,-4626,26016,-19690
2014-03-28,18800.0,19250.0,98086.0,8.92,-45799,35819,9380
2014-03-31,19400.0,19050.0,138730.0,8.83,-22589,21039,3090
2014-04-01,19100.0,18800.0,185468.0,8.71,33101,-57511,21050
2014-04-02,18750.0,18850.0,121567.0,8.74,-20469,12449,7870
2014-04-03,18850.0,18850.0,110211.0,8.74,-2625,-9565,12760
2014-04-04,18850.0,19000.0,142981.0,8.81,17120,-29710,12670
2014-04-07,18850.0,18800.0,85950.0,8.71,-23110,28560,-5450
2014-04-08,18700.0,18600.0,131543.0,8.62,5955,-19505,13550
2014-04-09,18600.0,18350.0,200292.0,8.5,63171,-87471,20400
2014-04-10,18450.0,18450.0,91623.0,8.55,1901,-18071,20890
2014-04-11,18200.0,18250.0,109578.0,8.46,-377,-7543,-3090
2014-04-14,18150.0,18500.0,56866.0,8.57,-2536,-5624,6470
2014-04-15,18450.0,19000.0,159108.0,8.81,-43298,41498,1610
2014-04-16,19050.0,19450.0,194149.0,9.01,-55560,38120,19330
2014-04-17,19500.0,18900.0,135589.0,8.76,12575,-14335,-6160
2014-04-18,18900.0,19000.0,164518.0,8.81,-12822,16002,4150
2014-04-21,19050.0,18750.0,34232.0,8.69,4120,-2440,-1730
2014-04-22,18900.0,18500.0,48245.0,8.57,6089,-13189,6100
2014-04-23,18500.0,18550.0,28547.0,8.6,-5359,-3351,8700
2014-04-24,18550.0,18150.0,80461.0,8.41,17036,-14246,-2670
2014-04-25,18050.0,17950.0,50458.0,8.32,-12169,-601,12770
2014-04-28,18100.0,18250.0,40500.0,8.46,5530,6970,-2500
2014-04-29,18250.0,18000.0,43125.0,8.34,5633,-6323,690
2014-04-30,18000.0,17800.0,126242.0,8.25,28155,-27305,-4670
2014-05-02,17800.0,18000.0,40874.0,8.34,12120,-11060,-2910
2014-05-07,17900.0,18050.0,54531.0,8.37,-7441,26441,-19490
2014-05-08,18050.0,18300.0,64961.0,8.48,-15907,24917,-9010
2014-05-09,18050.0,18000.0,46267.0,8.34,7018,-1948,-5070
2014-05-12,18000.0,17900.0,33552.0,8.3,8791,-11201,-1470
2014-05-13,17800.0,18300.0,108405.0,8.48,-24585,16837,8768
2014-05-14,18400.0,18250.0,79517.0,8.46,-9315,20105,-9880
2014-05-15,18250.0,18350.0,29032.0,8.5,-8418,12802,-4384
2014-05-16,18300.0,17850.0,84927.0,8.27,41161,-37771,-6990
2014-05-19,17900.0,17950.0,53542.0,8.32,7481,-15971,10740
2014-05-20,17950.0,17350.0,99836.0,8.04,21360,-38290,12870
2014-05-21,17300.0,17700.0,39695.0,8.2,1268,-13098,11830
2014-05-22,17650.0,17850.0,64491.0,8.27,-6150,-6740,14350
2014-05-23,17600.0,18400.0,145368.0,8.53,-40210,32590,-8510
2014-05-26,18300.0,18600.0,46022.0,8.62,-14810,15820,-1010
2014-05-27,18650.0,18400.0,61441.0,8.53,-99,4389,-910
2014-05-28,18200.0,19550.0,188145.0,9.06,-105735,102395,2830
2014-05-29,19650.0,19800.0,140675.0,9.18,-22124,37154,-10420
2014-05-30,19900.0,19500.0,96913.0,9.04,-7316,7398,-372
2014-06-02,19600.0,20350.0,315097.0,9.43,-41243,34645,10208
2014-06-03,20350.0,20000.0,219393.0,9.27,-18215,-2313,21781
2014-06-05,20100.0,20700.0,258573.0,9.59,-88475,610,86914
2014-06-09,21000.0,20950.0,89035.0,9.71,-37949,-4461,39240
2014-06-10,20900.0,21250.0,149695.0,9.85,-47136,3134,45080
2014-06-11,21850.0,22050.0,316463.0,10.22,-103095,-68842,186823
2014-06-12,22050.0,21650.0,127980.0,10.03,-8148,-39270,50848
2014-06-13,22100.0,22000.0,175260.0,10.2,-36820,-49046,87419
2014-06-16,22100.0,22250.0,91682.0,10.31,-19380,-20083,40382
2014-06-17,22050.0,21800.0,147189.0,10.1,-25504,-19617,45121
2014-06-18,22000.0,21800.0,174456.0,10.1,-21621,-46113,69013
2014-06-19,22000.0,22050.0,205580.0,10.22,-41751,-1405,43786
2014-06-20,22050.0,22050.0,159024.0,10.22,-41672,39524,5086
2014-06-23,22300.0,22200.0,85380.0,10.29,-21793,37829,-10148
2014-06-24,22200.0,22150.0,134779.0,10.27,-29997,5333,32366
2014-06-25,22100.0,22600.0,100015.0,10.47,-15293,-19597,34870
2014-06-26,22900.0,22450.0,79981.0,10.4,3845,-27020,23215
2014-06-27,22500.0,22200.0,73413.0,10.29,10158,-23893,13502
2014-06-30,22400.0,22500.0,115740.0,10.43,-1201,-47843,54477
2014-07-01,22300.0,22750.0,68307.0,10.54,-15841,-3377,23421
2014-07-02,22750.0,23100.0,141313.0,10.71,-29814,14324,31133
2014-07-03,23250.0,23150.0,175335.0,10.73,5003,-43549,38655
2014-07-04,23150.0,23350.0,70336.0,10.82,-3737,-4747,8476
2014-07-07,23350.0,23400.0,100195.0,10.84,-20018,9722,11808
2014-07-08,23150.0,23000.0,125149.0,10.66,-16341,-12240,28596
2014-07-09,23100.0,23200.0,60062.0,10.75,-4694,-19754,24423
2014-07-10,23200.0,22650.0,121619.0,10.5,9819,-89626,79798
2014-07-11,22700.0,21900.0,113831.0,10.15,6059,-38340,32444
2014-07-14,21900.0,22200.0,69298.0,10.29,-18672,-7519,27591
2014-07-15,22200.0,21650.0,82316.0,10.03,4198,-28371,26051
2014-07-16,21650.0,21450.0,88158.0,9.94,9916,-39506,29060
2014-07-17,21650.0,21600.0,56540.0,10.01,-1310,-8175,9465
2014-07-18,21350.0,21350.0,39860.0,9.89,8114,-21391,13242
2014-07-21,21400.0,21200.0,47682.0,9.82,13754,-24472,11152
2014-07-22,21150.0,22700.0,157851.0,10.52,-38812,11991,30545
2014-07-23,22650.0,21900.0,133792.0,10.15,19222,1609,-18883
2014-07-24,21900.0,21600.0,105953.0,10.01,2718,-27169,4429
2014-07-25,21600.0,20850.0,90626.0,9.66,30898,-42722,15144
2014-07-28,20900.0,20750.0,101489.0,9.62,11940,-3154,-8834
2014-07-29,20700.0,20400.0,158602.0,9.45,8394,-34862,25050
2014-07-30,20400.0,21200.0,121828.0,9.82,-3581,-27853,31434
2014-07-31,21100.0,20900.0,163304.0,9.69,9270,-25154,10428
2014-08-01,21000.0,21200.0,62854.0,9.82,-2400,-10366,12180
2014-08-04,21050.0,20400.0,107544.0,9.45,46533,-54341,11944
2014-08-05,20400.0,20500.0,107419.0,9.5,2018,-26624,33428
2014-08-06,20500.0,20400.0,263271.0,9.45,28144,-33592,5352
2014-08-07,20400.0,20200.0,148161.0,9.36,46188,-48053,1752
2014-08-08,20250.0,20300.0,64816.0,9.41,-11091,20809,-9842
2014-08-11,20400.0,20150.0,43951.0,9.34,2031,-3115,431
2014-08-12,20100.0,20450.0,58003.0,9.48,-7777,7533,160
2014-08-13,20350.0,20650.0,146949.0,9.57,10392,-36702,25735
2014-08-14,20400.0,21250.0,117921.0,9.85,-28605,27878,-502
2014-08-18,21100.0,21500.0,100434.0,9.96,-15278,32382,-16937
2014-08-19,21350.0,20900.0,79089.0,9.69,15963,-24188,8329
2014-08-20,20950.0,20900.0,76352.0,9.69,-2383,-27131,39964
2014-08-21,21050.0,20650.0,36739.0,9.57,7401,-15808,8539
2014-08-22,20550.0,20450.0,41639.0,9.48,-486,-7949,8537
2014-08-25,20600.0,20650.0,46396.0,9.57,-3992,-11200,15320
2014-08-26,20400.0,20350.0,88151.0,9.43,16359,-36907,20673
2014-08-27,20400.0,20250.0,51675.0,9.38,11237,-4664,-6542
2014-08-28,20200.0,20050.0,64191.0,9.29,17570,-21824,4259
2014-08-29,20050.0,20000.0,48915.0,9.27,27986,-21099,-7091
2014-09-01,20200.0,22200.0,345840.0,10.29,-80878,91751,-11210
2014-09-02,22300.0,21700.0,142162.0,10.06,-18638,40870,-23938
2014-09-03,21700.0,23250.0,260397.0,10.78,-128046,125822,1895
2014-09-04,23200.0,23100.0,103917.0,10.71,-4137,20785,-15632
2014-09-05,22950.0,23150.0,54893.0,10.73,-20949,16642,4329
2014-09-11,23100.0,22450.0,101825.0,10.4,-20983,-1185,22370
2014-09-12,22700.0,23000.0,104933.0,10.66,-43123,-3867,47678
2014-09-15,23050.0,22800.0,52385.0,10.57,-6781,24169,-15511
2014-09-16,22700.0,22350.0,52407.0,10.36,11395,-26842,15436
2014-09-17,22400.0,23300.0,57833.0,10.8,-16226,2844,13371
2014-09-18,23100.0,22600.0,69127.0,10.47,7531,-4774,-5336
2014-09-19,22600.0,22350.0,47674.0,10.36,270,-2731,2461
2014-09-22,22350.0,22150.0,36893.0,10.27,3758,-10039,6988
2014-09-23,22300.0,22450.0,87084.0,10.4,-17770,-13767,31267
2014-09-24,22600.0,22850.0,89176.0,10.59,-18413,-14324,32803
2014-09-25,22700.0,22850.0,48359.0,10.59,-10182,282,9883
2014-09-26,22800.0,22050.0,58675.0,10.22,25491,-20709,-5185
2014-09-29,21950.0,21950.0,62440.0,10.17,4601,-17796,6739
2014-09-30,21850.0,21800.0,48559.0,10.1,-1527,-979,2481
2014-10-01,21700.0,21350.0,58141.0,9.89,-2554,-7731,9898
2014-10-02,21350.0,20850.0,85247.0,9.66,20676,-27249,1971
2014-10-06,20850.0,20850.0,102009.0,9.66,19520,-23155,3025
2014-10-07,20800.0,21200.0,69758.0,9.82,-9234,-7,9256
2014-10-08,21200.0,20750.0,74551.0,9.62,17071,-18533,-2727
2014-10-10,21000.0,21050.0,65702.0,9.76,-4112,-16019,19205
2014-10-13,20550.0,20900.0,39494.0,9.69,-4904,13332,-9121
2014-10-14,21400.0,21150.0,24310.0,9.8,-3304,6687,-3341
2014-10-15,21200.0,21000.0,36231.0,9.73,-1393,2369,-3160
2014-10-16,20600.0,21300.0,38982.0,9.87,-4479,2588,1541
2014-10-17,21450.0,21650.0,46554.0,10.03,-11216,15603,-4387
2014-10-20,21550.0,21100.0,40979.0,9.78,17328,-2298,-15009
2014-10-21,21100.0,21200.0,36334.0,9.82,-4884,-8408,13292
2014-10-22,21300.0,20400.0,97957.0,9.45,26104,-7062,-20296
2014-10-23,20250.0,19950.0,138259.0,9.25,14747,-34056,18062
2014-10-24,19700.0,19500.0,166023.0,9.04,969,-1602,-2258
2014-10-27,19500.0,20250.0,70800.0,9.38,-20455,19697,1764
2014-10-28,20500.0,19550.0,42839.0,9.06,2114,-3790,1607
2014-10-29,19600.0,19900.0,83070.0,9.22,-9405,6019,4643
2014-10-30,19750.0,19200.0,54671.0,8.9,12469,-12369,-4039
2014-10-31,19200.0,19700.0,105884.0,9.13,-6310,-411,-3481
2014-11-03,19300.0,18750.0,98374.0,8.69,6111,559,-7204
2014-11-04,19050.0,18400.0,135640.0,8.53,-7715,16910,-13240
2014-11-05,18700.0,18750.0,56283.0,8.69,-2032,-6248,8112
2014-11-06,18500.0,18550.0,39134.0,8.6,8377,-13863,5469
2014-11-07,18600.0,18300.0,109554.0,8.48,41906,-55638,24257
2014-11-10,18550.0,18900.0,109040.0,8.76,5365,-8921,4238
2014-11-11,19150.0,18800.0,56367.0,8.71,-14934,-557,15452
2014-11-12,18800.0,19050.0,47208.0,8.83,-13074,12016,602
2014-11-13,18850.0,18700.0,26093.0,8.67,1039,-199,-840
2014-11-14,18700.0,18700.0,41192.0,8.67,-1710,5128,-3068
2014-11-17,18800.0,18700.0,35073.0,8.67,-6665,-3814,10312
2014-11-18,18850.0,18800.0,29395.0,8.71,-6643,6314,585
2014-11-19,18800.0,18700.0,28158.0,8.67,298,3264,-3641
2014-11-20,18650.0,18100.0,93347.0,8.39,42157,-12034,-30808
2014-11-21,18050.0,18250.0,75076.0,8.46,-11584,-11197,22557
2014-11-24,18250.0,18450.0,45256.0,8.55,-8107,11580,-3335
2014-11-25,18350.0,18350.0,36436.0,8.5,3341,-4292,954
2014-11-26,18450.0,17950.0,85794.0,8.32,28331,-20656,-8765
2014-11-27,18000.0,17950.0,33548.0,8.32,425,-10125,9856
2014-11-28,17900.0,17600.0,85769.0,8.16,21924,-22208,8659
2014-12-01,17400.0,17300.0,78453.0,8.02,18715,-35066,15734
2014-12-02,17350.0,18500.0,134540.0,8.57,-56704,14177,45702
2014-12-03,18350.0,18900.0,66053.0,8.76,-5738,-4350,10297
2014-12-04,18900.0,18550.0,47296.0,8.6,10709,-5125,-4025
2014-12-05,18500.0,18600.0,36842.0,8.62,-552,-7468,7742
2014-12-08,18650.0,18200.0,50351.0,8.43,15723,-17755,1216
2014-12-09,18000.0,18100.0,40501.0,8.39,5294,-4007,-5612
2014-12-10,18000.0,18050.0,61786.0,8.37,31747,-7628,-20638
2014-12-11,17850.0,17500.0,164792.0,8.11,20522,55103,-77891
2014-12-12,17350.0,17900.0,59303.0,8.3,-14424,22709,-8430
2014-12-15,17700.0,17750.0,45091.0,8.23,5703,8127,-13824
2014-12-16,17600.0,17900.0,34672.0,8.3,-5939,8640,-5044
2014-12-17,18150.0,17900.0,39270.0,8.3,-8900,21327,-4567
2014-12-18,17950.0,17850.0,47298.0,8.27,-1523,-4112,4778
2014-12-19,17900.0,18200.0,32859.0,8.43,-7191,1250,4335
2014-12-22,18250.0,17750.0,18481.0,8.23,8492,1316,-9808
2014-12-23,17750.0,17700.0,38206.0,8.2,6522,-5649,-3473
2014-12-24,17650.0,17850.0,43970.0,8.27,-1899,1089,649
2014-12-26,17850.0,18300.0,47873.0,8.48,-18942,18971,-1184
2014-12-29,18300.0,17900.0,46585.0,8.3,3612,-1884,-2417
2014-12-30,17750.0,17400.0,54355.0,8.06,26418,-21981,-7929
2015-01-02,17200.0,17200.0,49720.0,6.18,16018,-18434,-13
2015-01-05,17150.0,17650.0,104952.0,6.34,9955,-11525,-4954
2015-01-06,17400.0,17400.0,89331.0,6.25,8008,5361,-16626
2015-01-07,17400.0,17300.0,60078.0,6.22,14544,-21769,5265
2015-01-08,17300.0,17350.0,61405.0,6.24,10650,-20716,10085
2015-01-09,17500.0,18050.0,133740.0,6.49,-26224,7447,14759
2015-01-12,18100.0,17800.0,38964.0,6.4,9313,-12275,2962
2015-01-13,18000.0,17900.0,47629.0,6.43,-7581,-5787,13368
2015-01-14,17900.0,18200.0,35512.0,6.54,-5426,6595,-1076
2015-01-15,18200.0,18350.0,32090.0,6.59,-11603,4734,6869
2015-01-16,18300.0,18350.0,39355.0,6.59,-8623,11009,-2386
2015-01-19,18300.0,18500.0,41875.0,6.65,-4115,7613,-3498
2015-01-20,18500.0,18250.0,39590.0,6.56,7263,-4660,-2603
2015-01-21,18050.0,17600.0,51946.0,6.33,15603,-19350,3580
2015-01-22,17650.0,17150.0,98867.0,6.16,46537,-44153,-4620
2015-01-23,17500.0,17150.0,45858.0,6.16,11112,-13270,1971
2015-01-26,17100.0,17050.0,80254.0,6.13,24446,-24081,-3478
2015-01-27,17150.0,17300.0,64921.0,6.22,-7534,3741,1446
2015-01-28,17450.0,17500.0,56512.0,6.29,-2760,5091,-2331
2015-01-29,17350.0,17500.0,61495.0,6.29,-4155,-3076,2001
2015-01-30,17650.0,17700.0,49931.0,6.36,323,-16655,13332
2015-02-02,17500.0,17800.0,57037.0,6.4,-3212,1569,1643
2015-02-03,17800.0,17400.0,55849.0,6.25,6628,-2468,-4160
2015-02-04,17600.0,18050.0,69143.0,6.49,-34461,4073,30388
2015-02-05,18200.0,17500.0,54939.0,6.29,13246,-16731,5163
2015-02-06,17500.0,17350.0,27556.0,6.24,785,2135,-2371
2015-02-09,17350.0,17100.0,55457.0,6.15,23443,-13491,-9782
2015-02-10,17050.0,17550.0,38380.0,6.31,-5856,12672,-6641
2015-02-11,17550.0,17500.0,32374.0,6.29,-7237,12199,-4784
2015-02-12,17700.0,17450.0,40373.0,6.27,-2827,1032,4543
2015-02-13,17400.0,17300.0,35735.0,6.22,-986,90,1075
2015-02-16,17300.0,17500.0,41990.0,6.29,-7198,-6787,15650
2015-02-17,17400.0,17700.0,31160.0,6.36,-11136,985,10988
2015-02-23,17850.0,18350.0,112585.0,6.59,-37357,-21148,59863
2015-02-24,18200.0,18350.0,33437.0,6.59,-3458,4463,1747
2015-02-25,18450.0,18150.0,39552.0,6.52,680,-11895,13967
2015-02-26,18300.0,17900.0,40876.0,6.43,4901,-15665,11992
2015-02-27,17900.0,17950.0,71955.0,6.45,17839,-32078,18648
2015-03-02,18000.0,18950.0,214876.0,6.81,-35598,63286,-16849
2015-03-03,19300.0,20200.0,382449.0,7.26,-15576,30979,-24144
2015-03-04,20200.0,19650.0,102237.0,7.06,21538,-16096,-5311
2015-03-05,19600.0,19850.0,58220.0,7.13,2621,-2066,-486
2015-03-06,19750.0,19300.0,80263.0,6.94,18028,-29129,8226
2015-03-09,19250.0,19000.0,60885.0,6.83,18922,-31641,10168
2015-03-10,19150.0,18850.0,80645.0,6.77,18740,-8754,-9855
2015-03-11,18700.0,19850.0,230172.0,7.13,1712,-17557,22794
2015-03-12,19800.0,19550.0,121650.0,7.03,36893,-20623,-15024
2015-03-13,19750.0,19450.0,138482.0,6.99,-21648,26270,-1369
2015-03-16,19600.0,20500.0,209130.0,7.37,-67996,78950,-8979
2015-03-17,20900.0,20250.0,94688.0,7.28,19653,-20745,-1355
2015-03-18,20200.0,20250.0,61308.0,7.28,-1741,-7532,9272
2015-03-19,20450.0,20000.0,88041.0,7.19,5064,-11782,6418
2015-03-20,20100.0,19200.0,119825.0,6.9,47904,-25830,-22074
2015-03-23,19350.0,18650.0,201628.0,6.7,64834,-36682,-34157
2015-03-24,18650.0,18800.0,129279.0,6.76,7581,17899,-25502
2015-03-25,18700.0,18350.0,133197.0,6.59,39476,-8297,-31179
2015-03-26,18150.0,18250.0,92133.0,6.56,20049,-9634,-10415
2015-03-27,18300.0,18100.0,124910.0,6.5,23441,4306,-27652
2015-03-30,18100.0,18450.0,62528.0,6.63,-549,1263,-714
2015-03-31,18600.0,18700.0,79042.0,6.72,-6875,5075,-368
2015-04-01,18550.0,18150.0,123817.0,6.52,41741,-41331,-6274
2015-04-02,18250.0,18250.0,99533.0,6.56,9242,-33091,15778
2015-04-03,18300.0,18900.0,131649.0,6.79,8605,-12266,-2039
2015-04-06,18900.0,18300.0,161208.0,6.58,98171,-93189,-7470
2015-04-07,18350.0,18200.0,84933.0,6.54,15673,-24823,7396
2015-04-08,18200.0,18650.0,109700.0,6.7,-55017,-2041,56191
2015-04-09,18700.0,18800.0,93401.0,6.76,-14463,-9496,16272
2015-04-10,18850.0,19150.0,88174.0,6.88,-28946,11635,17667
2015-04-13,19350.0,19700.0,168325.0,7.08,-61794,36141,26709
2015-04-14,19850.0,19900.0,225196.0,7.15,-44308,29498,19210
2015-04-15,20150.0,20000.0,156850.0,7.19,-20002,-455,29125
2015-04-16,20300.0,19950.0,197471.0,7.17,-40436,-8105,47786
2015-04-17,19950.0,20050.0,180200.0,7.21,-33239,20340,23589
2015-04-20,19750.0,19500.0,102836.0,7.01,29892,-33565,6697
2015-04-21,19600.0,19650.0,134172.0,7.06,17994,-28452,11105
2015-04-22,19700.0,18950.0,120540.0,6.81,33731,-45118,13201
2015-04-23,18950.0,20350.0,267344.0,7.31,-71368,13283,72646
2015-04-24,20350.0,19400.0,181255.0,6.97,73921,-62418,-12271
2015-04-27,19600.0,19550.0,81984.0,7.03,4457,-22909,21062
2015-04-28,19650.0,19300.0,66530.0,6.94,-3531,-2328,8958
2015-04-29,19300.0,19150.0,60126.0,6.88,2983,-14640,11941
2015-04-30,19100.0,18750.0,97552.0,6.74,7127,5919,-10963
2015-05-04,18850.0,18600.0,70716.0,6.68,5262,-24299,34001
2015-05-06,18600.0,18150.0,99594.0,6.52,20985,-32409,10314
2015-05-07,18050.0,17700.0,135468.0,6.36,47885,-52765,5980
2015-05-08,17850.0,17750.0,83320.0,6.38,34231,-35167,971
2015-05-11,17850.0,17850.0,66534.0,6.42,32216,-10326,-21859
2015-05-12,17900.0,17400.0,110611.0,6.25,57311,-35179,-22048
2015-05-13,17600.0,18050.0,96589.0,6.49,15713,-25372,9092
2015-05-14,17950.0,18200.0,74604.0,6.54,16032,3126,-19128
2015-05-15,18300.0,18000.0,54372.0,6.47,22892,-12413,-10460
2015-05-18,18200.0,18500.0,166940.0,6.65,9723,10278,-22798
2015-05-19,18300.0,18700.0,115446.0,6.72,-7894,-11756,12803
2015-05-20,18900.0,19450.0,159654.0,6.99,-64127,20968,47526
2015-05-21,19600.0,19550.0,168103.0,7.03,-30466,24924,5577
2015-05-22,19400.0,19650.0,54836.0,7.06,-27381,9827,17208
2015-05-26,19650.0,19900.0,112770.0,7.15,-50328,35363,20264
2015-05-27,19650.0,19100.0,60863.0,6.86,14623,-9331,-7817
2015-05-28,19100.0,18650.0,101318.0,6.7,19924,-51020,28437
2015-05-29,18600.0,19200.0,46833.0,6.9,-11147,-3506,14687
2015-06-01,19100.0,18850.0,35265.0,6.77,651,-4990,4373
2015-06-02,18850.0,18250.0,108050.0,6.56,-19428,-18145,32806
2015-06-03,17850.0,18400.0,64731.0,6.61,-6442,-8129,11101
2015-06-04,18200.0,18300.0,67924.0,6.58,11781,-17618,4244
2015-06-05,18150.0,18150.0,41454.0,6.52,9351,-14458,4614
2015-06-08,18150.0,17950.0,69930.0,6.45,7300,-2486,2404
2015-06-09,18000.0,18650.0,63910.0,6.7,-3345,-131,3808
2015-06-10,18800.0,18150.0,101835.0,6.52,17659,-22937,2557
