Symbol,한올바이오파마_시가(원),한올바이오파마_종가(원),한올바이오파마_거래량(주),한올바이오파마_PER(IFRS-연결),한올바이오파마_순매수수량(개인)(주),한올바이오파마_순매수수량(기관계)(주),한올바이오파마_순매수수량(외국인계)(주)
2005-01-05,4920.0,4900.0,19620.0,8.02,0,0,0
2005-01-06,4960.0,4965.0,13170.0,8.13,0,0,0
2005-01-07,4970.0,4900.0,14490.0,8.02,0,0,0
2005-01-10,4900.0,4900.0,15400.0,8.02,0,0,0
2005-01-11,4940.0,5220.0,102736.0,8.54,0,0,0
2005-01-12,5220.0,5170.0,22910.0,8.46,0,0,0
2005-01-13,5290.0,5070.0,19460.0,8.3,0,0,0
2005-01-14,5000.0,5160.0,24250.0,8.44,0,0,0
2005-01-17,5250.0,5210.0,16940.0,8.53,0,0,0
2005-01-18,5160.0,5150.0,15450.0,8.42,10,-10,0
2005-01-19,5050.0,5040.0,25020.0,8.25,0,0,0
2005-01-20,5040.0,5020.0,16450.0,8.21,0,0,0
2005-01-21,4990.0,5020.0,12521.0,8.21,0,0,0
2005-01-24,5050.0,5050.0,18940.0,8.27,0,0,0
2005-01-25,5020.0,5060.0,21410.0,8.28,0,0,0
2005-01-26,5160.0,5500.0,146920.0,8.99,0,0,0
2005-01-27,5490.0,5400.0,48620.0,8.84,0,0,0
2005-01-28,5270.0,5340.0,49850.0,8.73,10,-10,0
2005-01-31,5340.0,5380.0,43740.0,8.8,0,0,0
2005-02-01,5270.0,5340.0,44420.0,8.73,0,0,0
2005-02-02,5400.0,5590.0,122140.0,9.15,-5000,0,0
2005-02-03,5560.0,5540.0,39320.0,9.06,-1000,0,0
2005-02-04,5560.0,5670.0,103849.0,9.27,520,-20,0
2005-02-07,5750.0,6030.0,91070.0,9.86,0,0,0
2005-02-11,6000.0,6170.0,126231.0,10.08,3000,0,0
2005-02-14,6360.0,6250.0,129640.0,10.22,0,0,0
2005-02-15,6340.0,6120.0,79990.0,10.02,-2000,0,0
2005-02-16,6210.0,6160.0,76080.0,10.08,-3230,0,0
2005-02-17,6160.0,6300.0,125410.0,10.31,3230,0,0
2005-02-18,6220.0,6390.0,89290.0,10.45,400,0,0
2005-02-21,6500.0,6910.0,239245.0,11.3,3000,0,0
2005-02-22,7020.0,6540.0,106340.0,10.69,-150,0,150
2005-02-23,6340.0,6540.0,52380.0,10.69,20,-20,0
2005-02-24,6740.0,6800.0,84552.0,11.12,-650,0,150
2005-02-25,6810.0,6500.0,83708.0,10.64,10,-10,0
2005-02-28,6500.0,6470.0,47329.0,10.59,0,0,0
2005-03-02,6370.0,6380.0,71910.0,10.43,0,0,0
2005-03-03,6240.0,6330.0,46410.0,10.36,10,-10,0
2005-03-04,6440.0,6500.0,59040.0,10.64,0,0,0
2005-03-07,6500.0,6380.0,35280.0,10.43,-1630,0,0
2005-03-08,6330.0,5990.0,51600.0,9.79,-160,0,160
2005-03-09,6000.0,5970.0,24615.0,9.77,500,0,0
2005-03-10,5860.0,5890.0,31800.0,9.63,0,0,0
2005-03-11,5950.0,5960.0,26940.0,9.76,0,0,0
2005-03-14,6150.0,6080.0,30480.0,9.95,0,0,0
2005-03-15,6100.0,6000.0,59130.0,9.81,-4000,0,4000
2005-03-16,6090.0,5960.0,17070.0,9.76,-1400,0,1400
2005-03-17,5950.0,5820.0,35419.0,9.51,-3100,0,3100
2005-03-18,5950.0,5810.0,29960.0,9.5,-2400,0,2400
2005-03-21,5810.0,5850.0,11070.0,9.57,-1000,0,1000
2005-03-22,5780.0,5870.0,6850.0,9.6,-490,-10,500
2005-03-23,5830.0,5740.0,26880.0,9.39,-2100,0,2100
2005-03-24,5890.0,5750.0,16600.0,9.41,-1200,0,1200
2005-03-25,5700.0,5800.0,8400.0,9.5,-500,0,500
2005-03-28,5880.0,5950.0,25890.0,9.74,-1150,0,1150
2005-03-29,5950.0,6100.0,53810.0,9.98,-3000,0,3000
2005-03-30,6120.0,6320.0,25001.0,10.34,-1000,0,1000
2005-03-31,6320.0,6600.0,95241.0,10.8,-4000,0,4000
2005-04-01,6700.0,6600.0,34277.0,10.8,-2986,-14,3000
2005-04-04,6700.0,6600.0,38002.0,10.8,-3000,0,3000
2005-04-06,6630.0,6600.0,37990.0,10.8,-2180,-10,2820
2005-04-07,6650.0,6680.0,39910.0,10.93,-2030,0,3030
2005-04-08,6690.0,6670.0,34431.0,10.92,-2200,0,2200
2005-04-11,6700.0,6890.0,46950.0,11.26,-2230,-10,2240
2005-04-12,6820.0,7140.0,111169.0,11.68,-8000,0,8000
2005-04-13,7200.0,7150.0,69310.0,11.7,-5000,0,5000
2005-04-14,7140.0,6700.0,58150.0,10.97,-4600,0,4600
2005-04-15,6560.0,6530.0,36370.0,10.67,-3570,0,3570
2005-04-18,6410.0,6220.0,52365.0,10.17,-4090,0,4090
2005-04-19,6310.0,6440.0,36300.0,10.54,-3280,0,3280
2005-04-20,6480.0,6950.0,53350.0,11.37,-1570,0,1570
2005-04-21,6790.0,7130.0,95760.0,11.66,-5020,-10,5030
2005-04-22,7350.0,7250.0,35040.0,11.85,-2600,0,2600
2005-04-25,7200.0,7450.0,94910.0,12.18,-5000,0,7000
2005-04-26,7460.0,7480.0,41140.0,12.23,-1680,-10,1690
2005-04-27,7470.0,7330.0,49480.0,11.99,-4000,0,4000
2005-04-28,7300.0,7080.0,44040.0,11.58,-3800,0,3800
2005-04-29,6870.0,6600.0,52573.0,10.8,-3800,0,3800
2005-05-02,6710.0,7580.0,126210.0,12.41,-3940,0,3000
2005-05-03,7650.0,7390.0,79050.0,12.09,940,0,0
2005-05-04,7420.0,7140.0,98071.0,11.68,-410,0,410
2005-05-06,7240.0,7500.0,163990.0,12.27,0,0,0
2005-05-09,7460.0,7180.0,121175.0,11.75,-110,0,110
2005-05-10,7110.0,6950.0,81620.0,11.37,-280,0,280
2005-05-11,6820.0,6800.0,47380.0,11.12,-100,0,100
2005-05-12,6800.0,6850.0,58555.0,11.21,-3120,0,3120
2005-05-13,6810.0,6690.0,57670.0,10.95,10,-10,0
2005-05-16,6700.0,6730.0,45310.0,11.0,-1260,0,1260
2005-05-17,6800.0,6780.0,38670.0,11.09,-850,0,850
2005-05-18,6880.0,6800.0,58810.0,11.12,-250,0,250
2005-05-19,6750.0,6640.0,78671.0,10.86,110,0,-110
2005-05-20,6610.0,6650.0,50850.0,10.88,-490,0,490
2005-05-23,6700.0,6760.0,29751.0,11.06,-10,0,10
2005-05-24,6780.0,6650.0,31959.0,10.88,0,0,0
2005-05-25,6660.0,6350.0,38682.0,10.38,7,-7,0
2005-05-26,6300.0,6450.0,42330.0,10.55,-790,0,810
2005-05-27,6460.0,6630.0,22080.0,10.85,-570,0,570
2005-05-30,6750.0,6620.0,24600.0,10.83,-90,0,90
2005-05-31,6620.0,6470.0,29300.0,10.59,0,0,0
2005-06-01,6450.0,6670.0,48100.0,10.92,-1090,0,290
2005-06-02,6740.0,7670.0,409320.0,12.55,-10260,11060,0
2005-06-03,7950.0,7700.0,526000.0,12.6,-200,940,-740
2005-06-07,7780.0,7860.0,180428.0,12.86,-1500,0,0
2005-06-08,7950.0,7250.0,139821.0,11.85,500,0,0
2005-06-09,7200.0,7270.0,103157.0,11.89,20,0,980
2005-06-10,7200.0,7200.0,50342.0,11.78,-90,0,90
2005-06-13,7120.0,7400.0,49390.0,12.11,0,0,0
2005-06-14,7420.0,7380.0,49400.0,12.08,0,0,0
2005-06-15,7380.0,7780.0,88980.0,12.72,0,0,0
2005-06-16,7800.0,7570.0,31103.0,12.39,10,-10,0
2005-06-17,7520.0,7530.0,73127.0,12.32,-5000,0,5000
2005-06-20,7550.0,7300.0,48642.0,11.94,-2580,-10,0
2005-06-21,7400.0,7400.0,35172.0,12.11,0,0,0
2005-06-22,7360.0,7450.0,23241.0,12.18,0,0,0
2005-06-23,7550.0,7910.0,103500.0,12.94,10,-10,0
2005-06-24,7700.0,8060.0,121113.0,13.19,-620,0,0
2005-06-27,8000.0,8210.0,111828.0,13.43,620,0,0
2005-06-28,8250.0,8150.0,65800.0,13.33,0,0,0
2005-06-29,8190.0,8700.0,218570.0,14.23,0,0,0
2005-06-30,8850.0,8970.0,202320.0,14.68,10,-10,0
2005-07-01,8990.0,8850.0,91640.0,14.47,0,0,0
2005-07-04,8930.0,9280.0,165160.0,15.18,0,0,0
2005-07-05,9160.0,9200.0,224260.0,15.06,8000,-8000,0
2005-07-06,9300.0,8840.0,124951.0,14.47,4000,-4000,0
2005-07-07,8800.0,8500.0,97560.0,13.9,5340,0,-5340
2005-07-08,8400.0,8290.0,81326.0,13.57,2280,0,-2280
2005-07-11,8160.0,8220.0,88076.0,13.45,5500,0,-5500
2005-07-12,8380.0,8180.0,73892.0,13.38,-320,0,320
2005-07-13,8190.0,8120.0,45408.0,13.29,0,0,0
2005-07-14,8200.0,8180.0,57400.0,13.38,-470,0,470
2005-07-15,8220.0,8510.0,54010.0,13.91,-100,0,100
2005-07-18,8680.0,8400.0,52130.0,13.74,0,0,0
2005-07-19,8410.0,8190.0,34020.0,13.39,0,0,0
2005-07-20,8190.0,7770.0,62740.0,12.72,-80,0,80
2005-07-21,7780.0,7640.0,46141.0,12.49,0,0,0
2005-07-22,7530.0,7990.0,77190.0,13.07,-70,0,70
2005-07-25,7860.0,7860.0,28460.0,12.86,0,0,0
2005-07-26,7870.0,7750.0,28240.0,12.68,-130,0,130
2005-07-27,7770.0,7830.0,21660.0,12.81,-200,0,200
2005-07-28,7850.0,8150.0,40930.0,13.33,-870,0,870
2005-07-29,8150.0,8190.0,36480.0,13.39,0,0,0
2005-08-01,8280.0,8100.0,18490.0,13.26,0,0,0
2005-08-02,8100.0,8060.0,27200.0,13.19,0,0,0
2005-08-03,7960.0,8020.0,37320.0,13.12,0,0,0
2005-08-04,8060.0,7990.0,26460.0,13.07,0,0,0
2005-08-05,7780.0,7860.0,33150.0,12.86,0,0,0
2005-08-08,7800.0,7700.0,22860.0,12.6,0,0,0
2005-08-09,7780.0,7560.0,51430.0,12.37,0,0,0
2005-08-10,7620.0,7700.0,43980.0,12.6,-502,-8,510
2005-08-11,7750.0,7700.0,26120.0,12.6,0,0,0
2005-08-12,7700.0,7840.0,29540.0,12.82,-80,-10,90
2005-08-16,7980.0,7970.0,56300.0,13.03,0,0,0
2005-08-17,8000.0,8200.0,36996.0,13.41,2,-2,0
2005-08-18,8250.0,8110.0,60061.0,13.27,-130,0,130
2005-08-19,8100.0,7950.0,15510.0,13.01,-20,-20,40
2005-08-22,7950.0,8050.0,32020.0,13.17,-80,-20,100
2005-08-23,7960.0,8070.0,14510.0,13.2,-160,0,160
2005-08-24,8010.0,8100.0,14831.0,13.26,0,0,0
2005-08-25,8100.0,8360.0,63653.0,13.67,0,0,0
2005-08-26,8350.0,8200.0,27954.0,13.41,0,0,0
2005-08-29,8150.0,7750.0,28890.0,12.68,0,0,0
2005-08-30,7720.0,7770.0,22416.0,12.72,0,0,0
2005-08-31,7700.0,7790.0,22593.0,12.74,0,0,0
2005-09-01,7900.0,7770.0,17000.0,12.72,0,0,0
2005-09-02,7890.0,7700.0,20026.0,12.6,-240,0,240
2005-09-05,7740.0,7860.0,16740.0,12.86,-780,0,780
2005-09-06,7860.0,7960.0,27060.0,13.01,-250,200,50
2005-09-07,8010.0,8180.0,55823.0,13.38,90,-200,110
2005-09-08,8230.0,8080.0,23323.0,13.22,10,-10,0
2005-09-09,8090.0,7970.0,24440.0,13.03,-500,500,0
2005-09-12,7930.0,8010.0,18206.0,13.1,-294,-26,320
2005-09-13,7970.0,7870.0,12294.0,12.87,0,0,0
2005-09-14,7900.0,7800.0,20007.0,12.75,0,0,0
2005-09-15,7770.0,7800.0,12633.0,12.75,0,0,0
2005-09-16,7800.0,7950.0,18920.0,13.01,-50,0,50
2005-09-20,7990.0,8090.0,40800.0,13.24,200,-200,0
2005-09-21,8170.0,8910.0,266190.0,14.57,2860,-300,-2560
2005-09-22,8730.0,9100.0,108090.0,14.88,-530,0,530
2005-09-23,9100.0,8710.0,59880.0,14.24,1680,-10,-1670
2005-09-26,8600.0,8840.0,41450.0,14.47,-2490,0,2490
2005-09-27,8840.0,8790.0,46460.0,14.38,-450,0,450
2005-09-28,8680.0,8620.0,49680.0,14.11,-300,0,300
2005-09-29,8700.0,8430.0,39091.0,13.79,-850,0,850
2005-09-30,8450.0,8770.0,39750.0,14.35,-1060,0,1060
2005-10-04,9150.0,9050.0,127320.0,14.8,-3040,0,-1960
2005-10-05,9100.0,9010.0,67310.0,14.75,570,0,-570
2005-10-06,9010.0,9220.0,86750.0,15.08,630,0,-630
2005-10-07,9280.0,9500.0,156450.0,15.54,6560,0,-6560
2005-10-10,9700.0,10400.0,267600.0,17.02,320,0,-5320
2005-10-11,10350.0,10400.0,106976.0,17.02,-2650,0,-2850
2005-10-12,10300.0,10550.0,192840.0,17.26,-2200,12000,-9800
2005-10-13,10700.0,11300.0,174210.0,18.49,-3000,-2000,0
2005-10-14,11500.0,10850.0,157810.0,17.74,-2490,-10,0
2005-10-17,10750.0,10100.0,86630.0,16.51,-490,490,0
2005-10-18,9900.0,9900.0,81560.0,16.2,13000,0,0
2005-10-19,9900.0,9470.0,80610.0,15.49,5000,-10000,0
2005-10-20,9480.0,9400.0,30180.0,15.37,-1400,0,1400
2005-10-21,9200.0,9510.0,38400.0,15.56,-5160,1000,4160
2005-10-24,9570.0,9600.0,48041.0,15.7,-3410,500,3110
2005-10-25,9620.0,9500.0,30301.0,15.54,-3210,0,1510
2005-10-26,9420.0,9380.0,27370.0,15.35,30,0,-30
2005-10-27,9400.0,9240.0,25530.0,15.11,-720,490,1630
2005-10-28,9120.0,9060.0,27550.0,14.82,1180,500,-80
2005-10-31,9190.0,9170.0,16350.0,15.01,0,0,0
2005-11-01,9150.0,9130.0,29705.0,14.94,9495,-5,1010
2005-11-02,9200.0,9590.0,59260.0,15.68,1450,0,1550
2005-11-03,9700.0,9520.0,32563.0,15.58,-360,0,360
2005-11-04,9590.0,10700.0,192613.0,17.5,4500,0,-4500
2005-11-07,11000.0,12300.0,357112.0,20.12,7760,-10,-7750
2005-11-08,12650.0,11450.0,348862.0,18.73,-1430,0,-2570
2005-11-09,11350.0,12600.0,546242.0,20.62,2320,-3000,0
2005-11-10,12600.0,13000.0,397963.0,21.26,4680,0,0
2005-11-11,13300.0,12800.0,119620.0,20.93,-100,0,0
2005-11-14,12600.0,13000.0,184340.0,21.26,-200,0,0
2005-11-15,12800.0,13000.0,96380.0,21.26,300,0,0
2005-11-16,12850.0,14350.0,494042.0,23.48,-103020,53020,0
2005-11-17,14150.0,14650.0,225600.0,23.96,-54870,26500,0
2005-11-18,14700.0,15000.0,181948.0,24.54,1170,-31170,0
2005-11-21,14600.0,14400.0,180959.0,23.55,0,0,0
2005-11-22,14550.0,15400.0,238986.0,25.19,-53410,38500,0
2005-11-23,15550.0,15850.0,174480.0,25.92,-26110,30360,0
2005-11-24,15950.0,17250.0,226910.0,28.21,-62950,65530,0
2005-11-25,17500.0,17650.0,112019.0,28.87,-24580,25740,0
2005-11-28,17800.0,16800.0,101660.0,27.48,2670,7200,-9200
2005-11-29,16300.0,16000.0,117890.0,26.17,16090,3080,-11940
2005-11-30,16400.0,15500.0,104460.0,25.35,11210,0,-11210
2005-12-01,15800.0,14950.0,124560.0,24.45,35243,-23450,-6153
2005-12-02,15100.0,14950.0,102900.0,24.45,310,3000,-3050
2005-12-05,15200.0,15500.0,127250.0,25.35,21430,-7110,-14320
2005-12-06,15300.0,14000.0,183834.0,22.91,8640,3570,-12210
2005-12-07,14050.0,13300.0,118370.0,21.76,-23470,29820,-6250
2005-12-08,13050.0,13900.0,155764.0,22.73,11840,-3320,-8560
2005-12-09,13900.0,14200.0,91936.0,23.24,-13590,14220,-20
2005-12-12,15000.0,13650.0,205180.0,22.34,7600,-3910,0
2005-12-13,13350.0,13200.0,102986.0,21.59,920,-3270,2350
2005-12-14,13300.0,14100.0,128894.0,23.06,-630,0,-170
2005-12-15,13950.0,13700.0,76630.0,22.41,2100,0,-2180
2005-12-16,12000.0,12250.0,171440.0,20.03,-100,900,0
2005-12-19,11900.0,12100.0,90941.0,19.79,14711,-9321,0
2005-12-20,12100.0,12200.0,72200.0,19.96,70,-70,0
2005-12-21,12200.0,12550.0,49361.0,20.53,230,-230,0
2005-12-22,12600.0,11050.0,123632.0,18.07,23370,-14220,0
2005-12-23,10900.0,10750.0,228841.0,17.59,103410,-105630,1720
2005-12-26,10850.0,11250.0,129395.0,18.4,14920,-5000,80
2005-12-27,11000.0,10500.0,123382.0,17.17,3930,-2230,-1700
2005-12-28,10400.0,10850.0,207910.0,17.74,8150,-7400,0
2005-12-29,10700.0,10400.0,81004.0,17.02,24830,-25000,170
2006-01-02,10450.0,10400.0,92080.0,42.81,31050,-20010,460
2006-01-03,10400.0,10800.0,114660.0,44.46,29550,-10000,0
2006-01-04,11000.0,11100.0,192840.0,45.68,14420,-13790,-630
2006-01-05,11350.0,11300.0,87840.0,46.51,-1320,0,1320
2006-01-06,11300.0,11200.0,67520.0,46.08,-90,90,0
2006-01-09,11200.0,10850.0,61198.0,44.64,-90,0,10
2006-01-10,11000.0,11100.0,82000.0,45.68,-390,0,470
2006-01-11,11250.0,11050.0,84220.0,45.47,-9720,10000,-480
2006-01-12,11000.0,10800.0,38280.0,44.46,140,0,60
2006-01-13,10800.0,10700.0,63830.0,44.03,-640,0,640
2006-01-16,10700.0,10700.0,36080.0,44.03,-1140,1730,-620
2006-01-17,10800.0,11150.0,141831.0,45.9,540,0,-80
2006-01-18,11150.0,11250.0,139283.0,46.29,-7970,7990,0
2006-01-19,11450.0,12700.0,401746.0,52.27,0,0,0
2006-01-20,12900.0,11300.0,174942.0,46.51,-570,0,0
2006-01-23,10700.0,9820.0,144871.0,40.41,-100,0,100
2006-01-24,9820.0,9710.0,136000.0,39.97,35570,-35130,110
2006-01-25,10000.0,10050.0,106480.0,41.37,-1860,-10,-110
2006-01-26,10000.0,10100.0,37020.0,41.54,-490,-10,500
2006-01-27,10500.0,10800.0,82810.0,44.46,0,0,0
2006-01-31,10850.0,11050.0,50067.0,45.47,-330,0,330
2006-02-01,11000.0,10250.0,80470.0,42.2,13560,-13130,-430
2006-02-02,10450.0,10300.0,52290.0,42.37,12730,-12730,0
2006-02-03,10000.0,10150.0,43920.0,41.76,-1550,0,1550
2006-02-06,9920.0,9950.0,30360.0,40.93,0,0,0
2006-02-07,9930.0,9980.0,32584.0,41.06,-2970,0,2970
2006-02-08,9910.0,10000.0,26273.0,41.15,-282,-8,290
2006-02-09,10150.0,10250.0,32790.0,42.2,-630,0,630
2006-02-10,10200.0,10800.0,57650.0,44.46,-1260,0,1260
2006-02-13,11000.0,10700.0,65670.0,44.03,810,-50,-760
2006-02-14,10700.0,10500.0,23720.0,43.2,290,0,-290
2006-02-15,10600.0,11100.0,191150.0,45.68,1590,0,-1590
2006-02-16,11100.0,11100.0,61950.0,45.68,2670,190,-2860
2006-02-17,11200.0,11350.0,72372.0,46.73,-3580,0,3580
2006-02-20,11300.0,11350.0,54091.0,46.73,-1670,0,1670
2006-02-21,11450.0,12000.0,65831.0,49.39,-2300,0,1930
2006-02-22,12100.0,12400.0,104070.0,51.05,3650,0,-4280
2006-02-23,12700.0,12150.0,59477.0,50.0,1000,0,0
2006-02-24,12100.0,11950.0,43817.0,49.17,0,0,0
2006-02-27,12100.0,11900.0,45229.0,48.95,-1390,0,1390
2006-02-28,12100.0,11700.0,38728.0,48.17,1330,0,-1330
2006-03-02,11750.0,11950.0,44860.0,49.17,1250,-1950,700
2006-03-03,12000.0,11500.0,58889.0,47.34,-330,90,240
2006-03-06,12500.0,13200.0,258472.0,54.32,11010,-10,-1000
2006-03-07,13800.0,13450.0,453178.0,55.36,70,-70,0
2006-03-08,13500.0,13650.0,161844.0,56.19,-360,-10,0
2006-03-09,13700.0,13550.0,145362.0,55.75,4980,-4610,0
2006-03-10,13700.0,15550.0,384636.0,63.99,-220,320,-100
2006-03-13,16100.0,17850.0,565813.0,73.45,800,0,0
2006-03-14,18000.0,18350.0,382756.0,75.5,-9750,90,9690
2006-03-15,18950.0,16850.0,253154.0,69.35,110,-20,-90
2006-03-16,17100.0,16100.0,207261.0,66.26,-1370,0,1470
2006-03-17,16000.0,17100.0,265688.0,70.36,-8180,0,-820
2006-03-20,17100.0,16650.0,141666.0,68.53,-30,0,30
2006-03-21,16600.0,17300.0,143473.0,71.19,30,0,-30
2006-03-22,17200.0,17000.0,94808.0,69.97,820,-820,0
2006-03-23,17750.0,18550.0,355898.0,76.33,-2110,2000,0
2006-03-24,18550.0,18900.0,229853.0,77.77,2110,-2000,0
2006-03-27,18900.0,18350.0,111736.0,75.5,0,0,0
2006-03-28,17900.0,17550.0,106956.0,72.23,1560,-1560,0
2006-03-29,17000.0,17550.0,188966.0,72.23,-4190,0,4190
2006-03-30,17800.0,17500.0,64671.0,72.01,760,0,-760
2006-03-31,17300.0,17700.0,80925.0,72.84,-1050,0,1050
2006-04-03,17550.0,17700.0,63511.0,72.84,-2470,0,2470
2006-04-04,18000.0,20350.0,331760.0,83.74,4710,0,-4770
2006-04-05,20800.0,20400.0,214730.0,83.96,2460,-10,-2390
2006-04-06,20550.0,21200.0,250980.0,87.23,10,-10,0
2006-04-07,21500.0,21300.0,112185.0,87.66,-40,0,0
2006-04-10,21300.0,23400.0,293546.0,96.29,0,0,0
2006-04-11,23400.0,23350.0,143340.0,96.08,-160,0,0
2006-04-12,23500.0,23600.0,72140.0,97.12,10,-10,0
2006-04-13,23500.0,23000.0,113760.0,94.64,0,0,0
2006-04-14,23000.0,22150.0,200390.0,91.15,9000,0,0
2006-04-17,22250.0,22450.0,117500.0,92.37,1270,0,0
2006-04-18,22200.0,22100.0,98760.0,90.93,10,-10,0
2006-04-19,22200.0,21400.0,118762.0,88.06,-330,0,330
2006-04-20,21450.0,21850.0,136330.0,89.93,-40,-10,50
2006-04-21,21600.0,21600.0,86970.0,88.88,10,-10,0
2006-04-24,21400.0,20500.0,95040.0,84.35,0,0,0
2006-04-25,20200.0,18600.0,202981.0,76.55,-900,0,900
2006-04-26,18200.0,18800.0,132882.0,77.38,-2880,0,880
2006-04-27,18800.0,18200.0,131825.0,74.89,60,-10,-50
2006-04-28,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-02,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-03,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-04,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-08,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-09,18200.0,18200.0,0.0,74.89,0,0,0
2006-05-10,1660.0,1610.0,3081050.0,66.26,20260,-160,-21100
2006-05-11,1635.0,1850.0,1171521.0,76.16,-29710,49710,0
2006-05-12,1880.0,1860.0,4392458.0,76.55,45610,-50430,3000
2006-05-15,1870.0,1730.0,829569.0,71.19,-2180,3700,0
2006-05-16,1735.0,1580.0,1000351.0,65.04,-500,0,0
2006-05-17,1560.0,1600.0,1031249.0,65.82,-29650,-4500,34150
2006-05-18,1550.0,1580.0,1488345.0,65.04,35150,0,-35150
2006-05-19,1570.0,1615.0,697231.0,66.48,-1560,0,1560
2006-05-22,1660.0,1530.0,616010.0,62.95,1560,0,-1560
2006-05-23,1495.0,1430.0,818730.0,58.85,81700,0,-81700
2006-05-24,1415.0,1375.0,650439.0,59.94,-5000,0,5000
2006-05-25,1385.0,1300.0,418650.0,56.67,-25100,0,24880
2006-05-26,1310.0,1275.0,452723.0,55.58,-15240,0,15460
2006-05-29,1280.0,1465.0,1125820.0,63.86,-63370,-90,62960
2006-05-30,1490.0,1400.0,1116320.0,61.03,103030,0,-102930
2006-06-01,1360.0,1290.0,443360.0,56.23,-4700,0,4840
2006-06-02,1325.0,1280.0,437360.0,55.8,14910,0,-15100
2006-06-05,1290.0,1335.0,731227.0,58.2,7587,-7,-7130
2006-06-07,1250.0,1235.0,541556.0,53.84,5280,0,-5280
2006-06-08,1205.0,1270.0,758707.0,55.36,-1371,0,1371
2006-06-09,1270.0,1315.0,509751.0,57.32,-1869,0,159
2006-06-12,1335.0,1325.0,363407.0,57.76,-23273,-7,21990
2006-06-13,1295.0,1265.0,367540.0,55.14,-110,0,-1010
2006-06-14,1245.0,1280.0,242580.0,55.8,-11050,0,10990
2006-06-15,1310.0,1265.0,278240.0,55.14,-5960,0,6140
2006-06-16,1290.0,1300.0,577229.0,56.67,-19200,0,19200
2006-06-19,1310.0,1275.0,377291.0,55.58,-410,0,410
2006-06-20,1260.0,1200.0,353374.0,52.31,58210,0,-58210
2006-06-21,1210.0,1165.0,419774.0,50.78,1040,0,-1040
2006-06-22,1165.0,1115.0,788344.0,48.61,-3760,0,3760
2006-06-23,1105.0,1115.0,700551.0,48.61,3850,-90,-3760
2006-06-26,1160.0,1135.0,492250.0,49.48,0,0,0
2006-06-27,1135.0,1145.0,457518.0,49.91,9,-9,0
2006-06-28,1115.0,1100.0,313767.0,47.95,0,0,0
2006-06-29,1105.0,1145.0,397981.0,49.91,-25250,0,25250
2006-06-30,1160.0,1145.0,339809.0,49.91,-8630,0,8630
2006-07-03,1160.0,1315.0,3438848.0,57.32,-10010,0,10010
2006-07-04,1320.0,1290.0,2617807.0,56.23,20780,0,-20780
2006-07-05,1255.0,1350.0,2494187.0,58.85,16310,0,-23110
2006-07-06,1340.0,1430.0,1776242.0,62.34,0,0,0
2006-07-07,1430.0,1365.0,1576954.0,59.5,0,0,0
2006-07-10,1385.0,1320.0,846823.0,57.54,-12380,-10,4990
2006-07-11,1330.0,1340.0,1165215.0,58.41,-7240,-50,3560
2006-07-12,1320.0,1295.0,894671.0,56.45,7480,-10,-8480
2006-07-13,1325.0,1360.0,1915073.0,59.29,-80450,76300,-70
2006-07-14,1300.0,1205.0,2020964.0,52.53,300253,-296523,0
2006-07-18,1150.0,1125.0,630521.0,49.04,40000,-40000,0
2006-07-19,1120.0,1130.0,955862.0,49.26,39999,-40009,0
2006-07-20,1150.0,1205.0,1447639.0,52.53,-64293,2353,62110
2006-07-21,1205.0,1215.0,670391.0,52.96,17443,-773,-16670
2006-07-24,1225.0,1225.0,1058686.0,53.4,49363,-3923,-45440
2006-07-25,1270.0,1295.0,2197528.0,56.45,-7240,7240,0
2006-07-26,1300.0,1240.0,859484.0,54.05,482,-242,0
2006-07-27,1240.0,1225.0,846493.0,53.4,-6940,-130,7070
2006-07-28,1260.0,1235.0,805964.0,53.84,-2918,-12,-7070
2006-07-31,1250.0,1245.0,501083.0,54.27,-9930,-70,0
2006-08-01,1255.0,1250.0,1509954.0,54.49,28,-28,0
2006-08-02,1240.0,1240.0,313047.0,54.05,-2490,-10,0
2006-08-03,1240.0,1195.0,687033.0,52.09,-11926,-74,0
2006-08-04,1180.0,1185.0,427379.0,51.66,2518,-18,0
2006-08-07,1170.0,1155.0,383104.0,50.35,2410,-10,0
2006-08-08,1145.0,1155.0,401075.0,50.35,-390,-60,2430
2006-08-09,1160.0,1180.0,373315.0,51.44,4920,-60,10470
2006-08-10,1180.0,1200.0,476958.0,52.31,37500,-3740,-2040
2006-08-11,1200.0,1200.0,378372.0,52.31,14570,-3710,-10860
2006-08-14,1200.0,1165.0,476820.0,50.78,14510,-10,-14500
2006-08-16,1175.0,1215.0,1532052.0,52.96,-7475,-35,7510
2006-08-17,1225.0,1195.0,479107.0,52.09,-19440,0,1440
2006-08-18,1195.0,1225.0,530220.0,53.4,-6740,-150,4890
2006-08-21,1240.0,1200.0,352691.0,52.31,5860,-20,-13840
2006-08-22,1200.0,1215.0,414252.0,52.96,-14821,-59,14880
2006-08-23,1220.0,1395.0,3333670.0,60.81,-10468,-12,10480
2006-08-24,1450.0,1475.0,9186720.0,64.3,4235,-125,-7110
