Symbol,한올바이오파마_시가(원),한올바이오파마_종가(원),한올바이오파마_거래량(주),한올바이오파마_PER(IFRS-연결),한올바이오파마_순매수수량(개인)(주),한올바이오파마_순매수수량(기관계)(주),한올바이오파마_순매수수량(외국인계)(주)
2000-01-04,4820,5390,47300,7.01,0,0,0
2000-01-05,5300,5400,53200,7.03,0,0,0
2000-01-06,5680,5000,35170,6.5,0,0,0
2000-01-07,5010,5550,81970,7.22,0,0,0
2000-01-10,5600,5220,60310,6.79,0,0,0
2000-01-11,5250,5110,54740,6.64,0,0,0
2000-01-12,5210,5050,25320,6.57,0,0,0
2000-01-13,5100,5140,35530,6.68,0,0,0
2000-01-14,5050,5070,35060,6.6,0,0,0
2000-01-17,5200,5100,36610,6.63,0,0,0
2000-01-18,5200,4920,30230,6.39,0,0,0
2000-01-19,4855,4720,43950,6.14,0,0,0
2000-01-20,4600,4360,24580,5.68,0,0,0
2000-01-21,4510,4360,32890,5.68,0,0,0
2000-01-24,4250,4410,46290,5.73,0,0,0
2000-01-25,4510,4420,20860,5.75,0,0,0
2000-01-26,4300,4400,14720,5.72,0,0,0
2000-01-27,4500,4700,71920,6.12,0,0,0
2000-01-28,4900,4530,19650,5.9,0,0,0
2000-01-31,4590,4550,28390,5.92,0,0,0
2000-02-01,4460,4450,28290,5.79,0,0,0
2000-02-02,4490,4660,47560,6.06,0,0,0
2000-02-03,4950,4780,26710,6.21,0,0,0
2000-02-07,4640,4800,28700,6.24,0,0,0
2000-02-08,4750,4830,29020,6.28,0,0,0
2000-02-09,4850,4930,37910,6.41,0,0,0
2000-02-10,4760,4720,47780,6.14,0,0,0
2000-02-11,4635,4850,55580,6.31,0,0,0
2000-02-14,4950,4500,32710,5.86,0,0,0
2000-02-15,4300,4300,35940,5.59,0,0,0
2000-02-16,4300,4200,27050,5.47,0,0,0
2000-02-17,4250,4520,50680,5.88,0,0,0
2000-02-18,4730,5000,95690,6.5,10,-10,0
2000-02-21,4850,4850,72760,6.31,0,0,0
2000-02-22,4900,4640,34010,6.03,0,0,0
2000-02-23,4800,4980,134770,6.48,0,0,0
2000-02-24,5100,5080,83530,6.61,20,-20,0
2000-02-25,5150,4950,52270,6.43,0,0,0
2000-02-28,4950,5310,138750,6.9,0,0,0
2000-02-29,5650,5400,69480,7.03,-2490,2490,0
2000-03-02,5320,5520,127250,7.18,2810,-2510,-300
2000-03-03,5610,5510,83120,7.16,0,0,0
2000-03-06,5700,6330,173970,8.24,-3990,-10,0
2000-03-07,6500,6230,77320,8.1,2290,0,-250
2000-03-08,6100,6000,67610,7.8,0,0,0
2000-03-09,6090,6000,66280,7.8,0,0,0
2000-03-10,6180,6300,152760,8.2,0,0,0
2000-03-13,6500,7000,177430,9.11,250,0,-250
2000-03-14,6990,6590,80710,8.57,0,0,0
2000-03-15,6500,6150,162480,8,0,0,0
2000-03-16,6420,5700,109800,7.41,0,0,0
2000-03-17,5860,5690,71700,7.4,10,-10,0
2000-03-20,5310,5400,61870,7.03,0,0,0
2000-03-21,5310,5000,57360,6.5,0,0,0
2000-03-22,5400,5270,55020,6.86,0,0,0
2000-03-23,5320,5400,82370,7.03,-200,0,0
2000-03-24,5900,6210,202330,8.07,-200,0,0
2000-03-27,6500,6000,127310,7.8,430,-30,0
2000-03-28,6000,5850,55500,7.61,0,0,0
2000-03-29,5810,5510,129930,7.16,-6680,6680,0
2000-03-30,5530,5280,60260,6.86,4000,0,0
2000-03-31,5280,5400,41500,7.03,0,0,0
2000-04-03,5420,5010,37440,6.52,0,0,0
2000-04-04,4910,5000,45330,6.5,0,0,0
2000-04-06,4835,4750,25350,6.17,0,0,0
2000-04-07,4860,4900,21590,6.38,0,0,0
2000-04-10,4980,5050,56300,6.57,700,0,0
2000-04-11,5150,4700,38150,6.12,0,0,0
2000-04-12,4790,4750,23260,6.17,0,0,0
2000-04-14,4750,5200,50320,6.76,-22300,0,0
2000-04-17,4650,4890,57980,6.37,-34300,0,0
2000-04-18,5010,5300,61720,6.89,-41830,-10,0
2000-04-19,5350,5150,48660,6.7,0,0,0
2000-04-20,5200,5100,15710,6.63,10,-10,0
2000-04-21,5200,5010,35330,6.52,20,-20,0
2000-04-24,5030,5000,34740,6.5,0,0,0
2000-04-25,4950,4840,22990,6.3,0,0,0
2000-04-26,4910,4700,22960,6.12,0,0,0
2000-04-27,4700,4400,17760,5.72,0,0,0
2000-04-28,4420,4660,21980,6.06,0,0,0
2000-05-02,4710,4810,35050,6.26,0,0,0
2000-05-03,4860,4860,32290,6.32,-15130,0,0
2000-05-04,4860,5150,70070,6.7,-15770,0,0
2000-05-08,5600,5340,55740,6.94,-20000,20000,0
2000-05-09,5350,5100,20890,6.63,0,0,0
2000-05-10,4925,5300,13880,6.89,0,0,0
2000-05-12,5030,5410,118360,7.04,16010,0,0
2000-05-15,5700,5600,283520,7.29,48890,0,0
2000-05-16,5800,5110,88420,6.64,0,0,0
2000-05-17,5340,4985,95630,6.49,5000,0,0
2000-05-18,5000,4400,75540,5.72,0,0,0
2000-05-19,4350,4600,55420,5.98,10,-10,0
2000-05-22,4420,4800,144750,6.24,5000,0,0
2000-05-23,4880,4550,78210,5.92,0,0,0
2000-05-24,4510,4360,109910,5.68,0,0,0
2000-05-25,4500,4700,89450,6.12,0,0,0
2000-05-26,4500,4305,55280,5.59,0,0,0
2000-05-29,4300,4330,51410,5.64,0,0,0
2000-05-30,4410,4500,42680,5.86,-2000,0,0
2000-05-31,4700,4625,105590,6.02,10,-10,0
2000-06-01,4500,4690,97200,6.1,-2000,0,0
2000-06-02,4775,4645,81770,6.05,2000,-2000,0
2000-06-05,4700,4800,121660,6.24,0,0,0
2000-06-07,4890,4885,115350,6.35,-1000,0,0
2000-06-08,4820,4625,71340,6.02,-1500,0,0
2000-06-09,4790,4550,55400,5.92,940,0,0
2000-06-12,4610,5000,284290,6.5,25260,0,0
2000-06-13,4950,4565,86760,5.94,1000,0,-1000
2000-06-14,4665,4525,52490,5.88,-130,0,0
2000-06-15,4500,4305,43550,5.59,-500,0,0
2000-06-16,4155,4250,28240,5.52,0,0,0
2000-06-19,4130,4230,50130,5.5,130,0,0
2000-06-20,4320,4235,49910,5.51,0,0,0
2000-06-21,4240,4210,61630,5.47,20000,0,0
2000-06-22,4210,4420,186540,5.75,32440,0,0
2000-06-23,4400,4325,52640,5.62,0,0,0
2000-06-26,4400,4540,71740,5.91,0,0,0
2000-06-27,4490,4370,65660,5.69,0,0,0
2000-06-28,4430,4350,60820,5.66,0,0,0
2000-06-29,4410,4320,59360,5.62,0,0,0
2000-06-30,4355,4425,128670,5.76,0,0,0
2000-07-03,4430,4405,75130,5.73,0,0,0
2000-07-04,4450,4355,136530,5.66,20,-20,0
2000-07-05,4360,4285,80090,5.58,7680,-7680,0
2000-07-06,4300,4400,132110,5.72,0,0,0
2000-07-07,4420,4490,183760,5.84,0,0,0
2000-07-10,4580,4525,121990,5.88,0,0,0
2000-07-11,4595,4405,125160,5.73,0,0,0
2000-07-12,4490,4645,237140,6.05,0,0,0
2000-07-13,4590,4440,89930,5.77,0,0,0
2000-07-14,4530,4395,93590,5.72,700,-700,0
2000-07-18,4480,4270,53380,5.55,0,0,0
2000-07-19,4205,4165,75260,5.41,0,0,0
2000-07-20,4165,4085,51960,5.32,0,0,0
2000-07-21,4110,4110,48950,5.35,0,0,0
2000-07-24,4155,4000,45450,5.21,0,0,0
2000-07-25,3910,3935,53820,5.11,0,0,0
2000-07-26,3945,3950,27590,5.14,0,0,0
2000-07-27,3990,3920,31120,5.1,0,0,0
2000-07-28,3925,3820,36820,4.97,0,0,0
2000-07-31,3850,3810,27280,4.96,0,0,0
2000-08-01,3830,3870,35430,5.03,220,-220,0
2000-08-02,3965,3890,64790,5.06,0,0,0
2000-08-03,3990,3920,55930,5.1,0,0,0
2000-08-04,3990,3870,36370,5.03,10,-10,0
2000-08-07,3880,3860,32430,5.02,0,0,0
2000-08-08,3795,3850,20760,5,0,0,0
2000-08-09,3800,3935,48560,5.11,0,0,0
2000-08-10,3950,4100,116780,5.33,120,-120,0
2000-08-11,4105,4090,52370,5.32,0,0,0
2000-08-14,4195,4205,95770,5.47,620,-620,0
2000-08-16,4290,4220,60550,5.48,0,0,0
2000-08-17,4260,4355,69220,5.66,-100,0,100
2000-08-18,4310,4340,68210,5.65,110,-10,-100
2000-08-21,4285,4335,43630,5.64,0,0,0
2000-08-22,4350,4460,42870,5.8,0,0,0
2000-08-23,4490,4450,49060,5.79,0,0,0
2000-08-24,4490,4400,48900,5.72,0,0,0
2000-08-25,4400,4470,28200,5.81,0,0,0
2000-08-28,4450,4470,38660,5.81,0,0,0
2000-08-29,4430,4470,23750,5.81,0,0,0
2000-08-30,4470,4430,25170,5.76,0,0,0
2000-08-31,4450,5090,402760,6.63,0,0,0
2000-09-01,5240,5850,679350,7.61,-160,0,0
2000-09-04,6720,5390,1589910,7.01,30,-50,80
2000-09-05,5700,6190,345680,8.05,20,0,0
2000-09-06,6670,7110,906910,9.24,830,0,0
2000-09-07,7690,7290,1102930,9.48,-720,0,920
2000-09-08,7270,7200,540250,9.37,-1000,0,1000
2000-09-14,7300,6820,185050,8.87,310,-270,0
2000-09-15,6400,7100,349370,9.23,160,0,-100
2000-09-18,7400,7600,725790,9.88,120,-30,0
2000-09-19,7780,7800,1054520,10.14,-15380,-20,-900
2000-09-20,8000,7330,373650,9.53,-6300,-30,-500
2000-09-21,7450,7000,297240,9.11,500,0,-500
2000-09-22,7000,6230,240060,8.1,10,-10,0
2000-09-25,6230,6490,119400,8.45,0,0,0
2000-09-26,6400,6690,115530,8.71,-3500,3000,0
2000-09-27,6730,7200,188640,9.37,3120,-3000,0
2000-09-28,7400,7000,102800,9.11,310,-10,0
2000-09-29,7300,7550,125980,9.82,0,0,0
2000-10-02,7460,8680,525110,11.28,-440,0,0
2000-10-04,9650,7900,818950,10.28,-190,0,0
2000-10-05,8150,7800,253390,10.14,90,0,0
2000-10-06,7950,7880,183830,10.25,-50,0,0
2000-10-09,7650,7610,158400,9.89,-20,0,0
2000-10-10,7450,7910,176640,10.29,-430,430,0
2000-10-11,7920,7800,320260,10.14,120,0,0
2000-10-12,7500,6630,547600,8.62,-390,0,0
2000-10-13,6020,6030,328050,7.84,340,0,0
2000-10-16,6100,6320,235740,8.23,80,-10,0
2000-10-17,6200,6100,266860,7.94,-42230,42230,0
2000-10-18,6500,6060,178140,7.88,-12700,13400,0
2000-10-19,5610,6120,208100,7.96,-31400,24570,0
2000-10-20,6300,6360,203010,8.27,19660,-25830,0
2000-10-23,6500,6070,121020,7.89,-5890,-1980,0
2000-10-24,6000,5950,180210,7.74,-3000,0,0
2000-10-25,6100,5950,117940,7.74,-12530,9530,0
2000-10-26,5750,5800,137060,7.55,-31900,35370,0
2000-10-27,5850,5950,136870,7.74,-24200,17600,0
2000-10-30,6090,6000,116200,7.8,0,0,0
2000-10-31,6070,6070,192440,7.89,1800,-1800,0
2000-11-01,6420,6980,189370,9.08,-25100,25100,0
2000-11-02,6980,6850,184100,8.91,-12500,11700,800
2000-11-03,7100,7000,293690,9.11,5000,-5000,0
2000-11-06,6860,6750,126430,8.78,-17080,17180,-100
2000-11-07,6750,6400,404870,8.32,90010,-90010,0
2000-11-08,6700,6400,221070,8.32,6700,-6000,-700
2000-11-09,6500,6310,130240,8.21,0,0,0
2000-11-10,6010,6230,182700,8.1,570,-570,0
2000-11-13,6690,6250,194900,8.13,-6390,6390,0
2000-11-14,6250,6500,167000,8.46,-10000,10000,0
2000-11-15,6600,6600,221640,8.58,-17930,17930,0
2000-11-16,6600,6700,229610,8.72,-9360,9350,0
2000-11-17,6310,6420,280730,8.35,21490,-350,0
2000-11-20,6590,5990,194750,7.78,-13010,13000,0
2000-11-21,6050,5900,253170,7.67,27510,-26600,0
2000-11-22,6000,6090,273110,7.92,14620,-15120,0
2000-11-23,6000,5180,216080,6.74,80400,-80400,0
2000-11-24,5200,5030,187020,6.54,600,0,0
2000-11-27,5100,5160,143250,6.71,0,0,0
2000-11-28,5260,5330,296990,6.93,0,0,0
2000-11-29,5490,5300,160520,6.89,0,0,0
2000-11-30,5510,5240,103420,6.82,10,-10,0
2000-12-01,4460,4950,108640,6.43,0,0,0
2000-12-04,4730,4740,99700,6.16,0,0,0
2000-12-05,4840,4900,112300,6.38,0,0,0
2000-12-06,5000,4895,114230,6.37,0,0,0
2000-12-07,4850,5050,95180,6.57,0,0,0
2000-12-08,5200,5500,301320,7.15,-150,0,150
2000-12-11,5600,5730,311450,7.45,0,0,0
2000-12-12,5830,5480,144430,7.12,10,-10,0
2000-12-13,5650,6300,188490,8.2,0,0,0
2000-12-14,6910,7240,158580,9.41,-40,0,40
2000-12-15,7990,6650,927860,8.65,10550,0,-550
2000-12-18,6590,7610,997300,9.89,0,0,0
2000-12-19,7650,6610,1234660,8.6,1170,-20,-150
2000-12-20,6750,5760,471440,7.5,0,0,0
2000-12-21,5760,5730,593780,7.45,0,0,0
2000-12-22,5730,4900,299330,6.38,0,0,0
2000-12-26,5010,4790,217620,6.23,-1660,0,1160
2001-01-02,4600,5270,132640,3.24,1300,0,-1300
2001-01-03,5050,5300,183000,3.25,0,0,0
2001-01-04,5410,5550,285800,3.4,500,0,0
2001-01-05,5750,5450,158440,3.35,0,0,0
2001-01-08,5460,5600,208630,3.44,0,0,0
2001-01-09,5800,5630,176640,3.46,0,0,0
2001-01-10,5650,5230,248190,3.21,0,0,0
2001-01-11,5440,5270,131180,3.24,0,0,0
2001-01-12,5370,5350,166130,3.28,0,0,0
2001-01-15,5260,5540,201860,3.4,10,-10,0
2001-01-16,5650,5560,175560,3.41,0,0,0
2001-01-17,5800,6390,817360,3.92,0,0,0
2001-01-18,6450,6090,443670,3.74,0,0,0
2001-01-19,6190,6000,459540,3.68,-230,230,0
2001-01-22,6180,6100,223360,3.74,6010,-10,0
2001-01-26,6200,5920,255340,3.63,14000,0,0
2001-01-29,5730,5920,185620,3.63,0,0,0
2001-01-30,6000,6100,285040,3.74,0,0,0
2001-01-31,6350,6310,406600,3.87,0,0,0
2001-02-01,6450,6390,296830,3.92,-2990,-10,0
2001-02-02,6500,7340,569770,4.5,3010,-10,0
2001-02-05,7610,8300,1428890,5.09,0,0,0
2001-02-06,8300,8710,1052420,5.34,10,-10,0
2001-02-07,8790,9250,505230,5.67,-4950,-50,0
2001-02-08,9190,10600,1177540,6.5,700,4300,0
2001-02-09,10900,10450,1580040,6.41,10,-10,0
2001-02-12,10950,11350,864870,6.96,-4670,4670,0
2001-02-13,11500,13050,767150,8,180,-890,0
2001-02-14,13600,13600,1085890,8.34,1480,-1480,0
2001-02-15,13600,15600,799090,9.57,-11650,-50,11700
2001-02-16,15600,15500,863630,9.5,-70360,69860,0
2001-02-19,15500,17800,928420,10.91,17990,-70,-11690
2001-02-20,18500,18800,583670,11.53,440,-440,0
2001-02-21,18800,18500,358320,11.35,770,-20,0
2001-02-22,18300,18200,385130,11.16,-7090,-20,11000
2001-02-23,18300,18200,448850,11.16,-650,-50,700
2001-02-26,18400,18700,460910,11.47,-570,-160,10
2001-02-27,18700,19100,366780,11.71,-30,-20,0
2001-02-28,18900,19550,467030,11.99,140,-140,0
2001-03-02,19700,19550,295580,11.99,-500,0,0
2001-03-05,19000,19550,182020,11.99,5530,-5530,0
2001-03-06,19800,19550,278660,11.99,-5460,-40,0
2001-03-07,19450,19600,315010,12.02,-520,-1480,0
2001-03-08,19850,20400,217190,12.51,4360,-3020,20
2001-03-09,20700,20300,213230,12.45,1010,-10,0
2001-03-12,20300,20100,155520,12.33,20,0,-20
2001-03-13,19200,20000,171790,12.27,10,-10,0
2001-03-14,20200,20500,159120,12.57,3100,-100,0
2001-03-15,20300,20500,159230,12.57,4360,-3360,0
2001-03-16,20600,20750,189330,12.73,1700,-2000,0
2001-03-19,20750,20300,167450,12.45,-700,0,0
2001-03-20,20550,20050,128480,12.3,2020,-20,0
2001-03-21,19700,20050,149480,12.3,0,0,0
2001-03-22,20050,20050,97350,12.3,5040,-5030,0
2001-03-23,20100,21500,367880,13.19,-190,-20,0
2001-03-26,22000,20700,205940,12.69,200,0,0
2001-03-27,20500,20600,177540,12.64,-320,0,0
2001-03-28,20150,20350,131030,12.48,-480,-20,0
2001-03-29,20300,20300,106190,12.45,-190,0,0
2001-03-30,20100,20350,120510,12.48,20,-10,0
2001-04-02,20200,20400,80030,12.51,8810,-7000,0
2001-04-03,20300,21000,148640,12.88,5680,-4990,0
2001-04-04,21200,21700,449670,13.31,-1290,0,0
2001-04-06,22200,21150,208850,12.97,1330,-40,0
2001-04-09,21150,20250,128140,12.42,-1750,-250,0
2001-04-10,20300,20250,154720,12.42,-3000,0,0
2001-04-11,19900,20250,156130,12.42,-1650,-350,0
2001-04-12,20300,21000,116230,12.88,-1500,0,0
2001-04-13,21200,21200,163050,13,-300,0,-900
2001-04-16,20850,21200,65840,13,0,0,0
2001-04-17,21800,22100,202720,13.55,520,0,0
2001-04-18,22500,22600,361360,13.86,20,-20,0
2001-04-19,22700,22000,196600,13.49,-430,-60,0
2001-04-20,22000,23000,221840,14.1,10,-10,0
2001-04-23,24000,23800,506260,14.6,-780,-20,0
2001-04-24,23800,23800,311380,14.6,500,-1500,0
2001-04-25,23500,20250,167260,12.42,1000,0,0
2001-04-26,17250,17250,8030,10.58,100,0,-100
2001-04-27,14700,14700,624760,9.02,2710,0,500
2001-04-30,13600,13100,3149990,8.04,30990,-26250,-9210
2001-05-02,13500,13300,1091730,8.16,-1490,-10,0
2001-05-03,13050,12200,904580,7.48,8000,0,1000
2001-05-04,12250,12000,805200,7.36,1880,0,-1000
2001-05-07,11850,12000,618420,7.36,0,0,0
2001-05-08,12550,13000,826040,7.97,-10200,10000,-500
2001-05-09,12950,11900,465430,7.3,-75910,76030,1000
2001-05-10,12000,12000,381980,7.36,-750,700,50
2001-05-11,11850,12400,418490,7.61,-53640,53670,-30
2001-05-14,12350,12000,263470,7.36,-38010,38510,-500
2001-05-15,11800,11300,286930,6.93,0,0,0
2001-05-16,11600,11100,208830,6.81,0,0,0
2001-05-17,11550,11500,409060,7.06,5000,-5000,0
2001-05-18,11700,11100,276200,6.81,-2990,0,1000
2001-05-21,11100,10900,359850,6.68,7790,-5000,-570
2001-05-22,10900,10700,234940,6.56,500,0,-500
2001-05-23,10800,10300,217370,6.31,9270,-9260,-10
2001-05-24,10200,10350,249260,6.35,-2150,0,0
2001-05-25,10400,10750,386660,6.59,-5230,0,-600
2001-05-28,10850.0,10550.0,152130.0,6.47,11100,-1110,-20
2001-05-29,10550.0,10700.0,221650.0,6.56,110,-10,-100
2001-05-30,10900.0,11800.0,581190.0,7.24,1120,0,-1120
2001-05-31,11750.0,11650.0,674410.0,7.15,0,0,0
2001-06-01,11650.0,11000.0,335780.0,6.74,0,0,0
2001-06-04,11000.0,10800.0,189620.0,6.63,0,0,0
2001-06-05,10550.0,10300.0,180600.0,6.31,0,0,0
2001-06-07,10150.0,10400.0,206720.0,6.38,0,0,0
2001-06-08,10250.0,10400.0,103930.0,6.38,0,0,0
2001-06-11,10400.0,10500.0,100570.0,6.44,200,-200,0
2001-06-12,10500.0,10400.0,105700.0,6.38,0,0,0
2001-06-13,10400.0,10600.0,268670.0,6.5,0,0,0
2001-06-14,10800.0,10950.0,251230.0,6.72,0,-10,10
2001-06-15,11050.0,11000.0,396130.0,6.74,-100,0,100
2001-06-18,11100.0,11150.0,142130.0,6.84,-110,0,110
2001-06-19,11200.0,10550.0,162250.0,6.47,-220,-10,230
2001-06-20,10550.0,10250.0,145570.0,6.29,700,0,-200
2001-06-21,10350.0,10100.0,193270.0,6.19,-80,-10,90
2001-06-22,10100.0,9900.0,97900.0,6.07,-5050,4990,60
2001-06-25,9640.0,9250.0,173070.0,5.67,-150,-40,-10
2001-06-26,9190.0,8370.0,174760.0,5.13,4890,-4960,70
2001-06-27,8420.0,8770.0,161670.0,5.38,5280,-5020,-60
2001-06-28,8820.0,8580.0,77370.0,5.26,4990,-5000,10
2001-06-29,8600.0,8870.0,101570.0,5.44,910,0,-10
2001-07-02,8990.0,9900.0,251700.0,6.07,40,-20,-20
2001-07-03,9700.0,9500.0,136110.0,5.83,-30,10,20
2001-07-04,9560.0,9400.0,93170.0,5.76,-130,0,130
2001-07-05,9390.0,9550.0,94920.0,5.86,40,0,-40
2001-07-06,9500.0,9000.0,75320.0,5.52,-70,0,70
2001-07-09,8980.0,8400.0,71160.0,5.15,-40,-10,50
2001-07-10,8550.0,8510.0,39690.0,5.22,300,0,-300
2001-07-11,7980.0,8220.0,44630.0,5.04,-10,0,10
2001-07-12,8250.0,8420.0,43330.0,5.16,-10,0,10
2001-07-13,8700.0,8250.0,40650.0,5.06,0,0,0
2001-07-16,8300.0,8270.0,27510.0,5.07,-200,0,200
2001-07-18,8310.0,8310.0,64590.0,5.1,70,0,-70
2001-07-19,8280.0,8110.0,43080.0,4.98,-10,0,10
2001-07-20,8040.0,7710.0,49960.0,4.73,-60,0,60
2001-07-23,7600.0,6800.0,75960.0,4.17,70,0,-70
2001-07-24,6700.0,7100.0,53690.0,4.35,40,0,-40
2001-07-25,6950.0,6900.0,38230.0,4.23,10,-10,0
2001-07-26,7050.0,7300.0,56300.0,4.48,-20,0,20
2001-07-27,7550.0,7440.0,57010.0,4.56,-20,0,20
2001-07-30,7350.0,8550.0,168730.0,5.24,180,0,-180
2001-07-31,8900.0,8700.0,290000.0,5.33,-70,0,70
2001-08-01,9000.0,8900.0,112810.0,5.46,0,0,0
2001-08-02,8700.0,8650.0,66290.0,5.31,0,-10,10
2001-08-03,8530.0,8400.0,50040.0,5.15,-60,0,60
2001-08-06,8160.0,8600.0,64620.0,5.28,0,0,0
2001-08-07,8500.0,8470.0,38000.0,5.2,0,0,0
2001-08-08,8510.0,8350.0,40820.0,5.12,-2300,2300,0
2001-08-09,8270.0,8200.0,35850.0,5.03,100,0,-100
2001-08-10,8250.0,8350.0,33780.0,5.12,0,0,0
2001-08-13,8500.0,8780.0,89440.0,5.39,0,0,0
2001-08-14,8820.0,8620.0,42480.0,5.29,0,0,0
2001-08-16,8810.0,8600.0,50070.0,5.28,0,0,0
2001-08-17,8790.0,9890.0,458460.0,6.07,13570,-22000,0
2001-08-20,10500.0,10050.0,937370.0,6.17,71200,-71760,250
2001-08-21,10350.0,11550.0,981920.0,7.08,540,0,0
2001-08-22,12000.0,11700.0,1718840.0,7.18,30850,-22860,0
2001-08-23,11900.0,11250.0,890840.0,6.9,-320,0,-250
2001-08-24,11800.0,10800.0,870670.0,6.63,-15000,15000,0
2001-08-27,11050.0,12400.0,1142450.0,7.61,21880,-30740,510
2001-08-28,12750.0,12200.0,1269420.0,7.48,55200,-48800,0
2001-08-29,11850.0,10850.0,502420.0,6.65,820,0,1490
2001-08-30,10550.0,11100.0,518540.0,6.81,-6000,0,0
2001-08-31,10100.0,10000.0,435910.0,6.13,400,0,0
2001-09-03,10250.0,10250.0,344450.0,6.29,6000,0,0
2001-09-04,10300.0,10650.0,468000.0,6.53,0,0,0
2001-09-05,10900.0,11150.0,1727230.0,6.84,1300,0,-1800
2001-09-06,11400.0,11400.0,572350.0,6.99,-1300,0,1800
2001-09-07,11400.0,11750.0,861360.0,7.2,0,0,0
2001-09-10,11550.0,11300.0,401360.0,6.93,-3000,0,0
2001-09-11,11500.0,11050.0,506920.0,6.78,-20180,0,-2000
2001-09-12,9400.0,9400.0,83680.0,5.76,-830,-50,0
2001-09-13,9420.0,9800.0,567250.0,6.01,0,0,0
2001-09-14,9800.0,8330.0,446590.0,5.11,1000,0,0
2001-09-17,8400.0,7090.0,284820.0,4.35,-34600,28500,0
2001-09-18,7650.0,7970.0,469010.0,4.89,28500,-28500,0
2001-09-19,8000.0,8040.0,390690.0,4.93,0,0,0
2001-09-20,8040.0,7720.0,222440.0,4.74,0,0,0
2001-09-21,7500.0,7450.0,154340.0,4.57,-3000,3000,0
2001-09-24,7600.0,7780.0,199640.0,4.77,3000,-3000,0
2001-09-25,8200.0,7500.0,191420.0,4.6,0,0,0
2001-09-26,7780.0,7560.0,89390.0,4.64,0,0,0
2001-09-27,7600.0,7680.0,101890.0,4.71,2000,0,0
2001-09-28,7890.0,7980.0,291440.0,4.89,0,0,0
2001-10-04,8120.0,8290.0,186880.0,5.09,1000,0,0
2001-10-05,8340.0,8150.0,120120.0,5.0,1000,0,0
2001-10-08,8000.0,7900.0,122170.0,4.85,0,0,0
2001-10-09,8010.0,8150.0,87690.0,5.0,-440,0,0
2001-10-10,8150.0,8800.0,579170.0,5.4,-120,0,0
2001-10-11,9080.0,8900.0,262710.0,5.46,-47910,27800,0
2001-10-12,9200.0,8910.0,152840.0,5.46,-1550,0,0
2001-10-15,9800.0,10200.0,336180.0,6.26,-700,0,0
2001-10-16,10300.0,10400.0,768310.0,6.38,-8460,8020,290
2001-10-17,10700.0,10450.0,363910.0,6.41,-790,0,0
2001-10-18,10550.0,10400.0,824280.0,6.38,31780,-19820,-290
2001-10-19,10900.0,10600.0,379790.0,6.5,13710,-16000,0
2001-10-22,10400.0,10200.0,174540.0,6.26,-3720,0,0
2001-10-23,10100.0,10100.0,216230.0,6.19,0,0,0
2001-10-24,10000.0,10100.0,180930.0,6.19,5490,-470,0
2001-10-25,10300.0,10200.0,122950.0,6.26,-690,-10,0
2001-10-26,10200.0,10700.0,496150.0,6.56,-9200,11390,0
2001-10-29,10750.0,10700.0,315060.0,6.56,-8630,3000,0
2001-10-30,10700.0,10100.0,218730.0,6.19,14000,-14000,0
2001-10-31,10000.0,10200.0,151560.0,6.26,10,-10,0
2001-11-01,10100.0,10450.0,128320.0,6.41,4390,0,0
2001-11-02,10600.0,10400.0,160020.0,6.38,400,-400,0
2001-11-05,10600.0,11350.0,626780.0,6.96,-15780,3000,0
2001-11-06,11450.0,11550.0,449660.0,7.08,-21440,-3010,28470
2001-11-07,11800.0,11700.0,1023370.0,7.18,31580,2990,-26570
2001-11-08,11900.0,11650.0,292130.0,7.15,-2600,0,-400
2001-11-09,11600.0,11300.0,263750.0,6.93,3780,-10,400
2001-11-12,11050.0,11550.0,151480.0,7.08,-4660,0,0
2001-11-13,11450.0,11250.0,171630.0,6.9,-400,0,400
2001-11-14,11500.0,11400.0,198680.0,6.99,5660,0,0
2001-11-15,11500.0,11800.0,324530.0,7.24,3300,0,-1300
2001-11-16,12000.0,11450.0,231100.0,7.02,-6000,0,0
2001-11-19,11600.0,11550.0,226920.0,7.08,3030,90,500
2001-11-20,11600.0,11950.0,351320.0,7.33,2070,0,2350
2001-11-21,11950.0,12400.0,799040.0,7.61,-3340,-1000,-1000
2001-11-22,12700.0,12100.0,557860.0,7.42,3780,0,-500
2001-11-23,12200.0,12000.0,312840.0,7.36,8990,1500,1000
2001-11-26,12100.0,12450.0,325640.0,7.63,-3190,3490,-300
2001-11-27,12500.0,12550.0,239860.0,7.7,-1800,2000,-200
2001-11-28,12400.0,11650.0,206230.0,7.15,-2080,980,1100
2001-11-29,11650.0,11500.0,190860.0,7.06,0,0,0
2001-11-30,11400.0,11550.0,166740.0,7.08,4100,-3000,-1100
2001-12-03,11400.0,11350.0,178450.0,6.96,0,0,0
2001-12-04,11400.0,11200.0,136160.0,6.87,0,0,0
2001-12-05,11300.0,11250.0,123880.0,6.9,-500,0,500
2001-12-06,11300.0,11200.0,153230.0,6.87,-3400,0,0
2001-12-07,11200.0,11400.0,206700.0,6.99,-2000,2000,0
2001-12-10,11650.0,11000.0,111830.0,6.74,-4100,0,2000
2001-12-11,11200.0,11050.0,85280.0,6.78,30,-1030,1000
2001-12-12,10900.0,10850.0,147920.0,6.65,-8400,0,4500
2001-12-13,10650.0,10700.0,77160.0,6.56,-1000,0,1000
2001-12-14,10850.0,10950.0,155150.0,6.72,2290,0,-400
