Symbol,현대제철_시가(원),현대제철_종가(원),현대제철_거래량(주),현대제철_PER(IFRS-연결),현대제철_순매수수량(개인)(주),현대제철_순매수수량(기관계)(주),현대제철_순매수수량(외국인계)(주)
2000-01-04,5170,5720,1122680,5.98,302570,-137310,-290340
2000-01-05,5690,5500,1060370,5.75,135630,-115970,-54260
2000-01-06,5650,5350,862310,5.59,41810,-106540,-250
2000-01-07,5350,5600,1391840,5.85,-47270,-13980,5980
2000-01-10,5800,5670,918930,5.93,-32870,60480,-29090
2000-01-11,5600,5410,751940,5.66,73170,-107270,31020
2000-01-12,5490,5300,675540,5.54,-8760,-24470,-10000
2000-01-13,5300,5150,985690,5.38,167990,-290540,-26950
2000-01-14,5110,5030,848810,5.26,63840,-88060,3360
2000-01-17,5050,5010,964600,5.24,209980,-39650,-293970
2000-01-18,5050,4920,1022650,5.14,84200,-126970,460
2000-01-19,4820,4500,987590,4.7,-101310,4020,-13890
2000-01-20,4515,5170,1956630,5.4,-1070,-60820,7790
2000-01-21,5250,5080,2474840,5.31,25360,43960,-7870
2000-01-24,4900,5020,1012530,5.25,-175790,172740,2650
2000-01-25,4950,4800,699830,5.02,56920,-18920,0
2000-01-26,4700,4900,863680,5.12,-17270,16870,200
2000-01-27,4950,5170,983300,5.4,-125290,-30760,1520
2000-01-28,5170,5040,1017980,5.27,66720,177800,-245520
2000-01-31,5000,5050,600200,5.28,39190,-43790,0
2000-02-01,5100,4950,719940,5.17,153610,-156920,-490
2000-02-02,4930,5020,804360,5.25,-140240,139240,0
2000-02-03,5010,4985,536230,5.21,-31130,31130,0
2000-02-07,4990,4880,978250,5.1,305760,-302320,-1700
2000-02-08,4850,4740,897660,4.96,60560,-62810,0
2000-02-09,4750,4620,881020,4.83,155660,-109760,-79800
2000-02-10,4590,4450,946060,4.65,67850,-116660,0
2000-02-11,4405,4295,791400,4.49,-76670,6270,520
2000-02-14,4060,4100,706460,4.29,-120130,61150,6360
2000-02-15,4020,4070,767460,4.25,-49240,44950,4290
2000-02-16,4130,4310,899720,4.51,-70650,66260,2590
2000-02-17,4310,4200,684390,4.39,5130,18680,4770
2000-02-18,4200,4060,604540,4.24,-47970,37920,-1170
2000-02-21,3810,3850,539340,4.02,-140800,144290,-3490
2000-02-22,3790,3950,785140,4.13,-247250,317180,290
2000-02-23,3950,4460,1018520,4.66,-124810,-67950,-690
2000-02-24,4120,4300,684770,4.5,-251050,221010,18510
2000-02-25,4250,4945,1557850,5.17,-610350,467310,-5340
2000-02-28,4845,4750,1083990,4.97,92190,-93850,1660
2000-02-29,4750,4400,759270,4.6,45840,-47270,-1530
2000-03-02,4150,4255,634950,4.45,146970,-160730,-2940
2000-03-03,4270,4105,625270,4.29,43960,-116810,-980
2000-03-06,4150,4285,489540,4.48,-49780,17560,130
2000-03-07,4250,4280,457850,4.47,-25360,-6890,25720
2000-03-08,4300,4325,568370,4.52,-5460,6800,-1510
2000-03-09,4350,4400,1266620,4.6,347560,-128420,-161370
2000-03-10,4445,4320,582320,4.52,-28510,16020,1170
2000-03-13,4350,4270,685000,4.46,68670,-95000,-12120
2000-03-14,4390,4300,947820,4.5,135590,-170920,5330
2000-03-15,4320,4205,784300,4.4,144800,-141710,-3900
2000-03-16,4290,4120,431330,4.31,-76060,65650,-2700
2000-03-17,4280,4360,1205200,4.56,-182100,-164660,346260
2000-03-20,4400,4450,630050,4.65,-50510,46880,2760
2000-03-21,4450,4385,499790,4.58,-103830,78130,6200
2000-03-22,4440,4350,670840,4.55,9910,-11710,760
2000-03-23,4350,4340,557790,4.54,-128160,88060,-1500
2000-03-24,4270,4230,311840,4.42,-33540,32760,280
2000-03-27,4110,4160,442950,4.35,16740,-18160,0
2000-03-28,4200,4140,424160,4.33,-56540,20870,6220
2000-03-29,4090,4060,377820,4.24,-17090,-34400,0
2000-03-30,4060,4100,498760,4.29,-100590,51550,1840
2000-03-31,4000,4700,612650,4.91,-383190,192730,-1840
2000-04-03,4200,4060,480700,4.24,130950,-142220,0
2000-04-04,4010,4200,655430,4.39,223050,-187870,100
2000-04-06,4190,4030,187670,4.21,23550,-27330,3680
2000-04-07,3950,3995,342220,4.18,46520,-4440,1840
2000-04-10,4045,4160,819230,4.35,139500,-130200,-3220
2000-04-11,4200,4000,400650,4.18,-5760,6950,-140
2000-04-12,4010,4005,287030,4.19,45910,-43710,-2800
2000-04-14,3950,3910,319070,4.09,15080,-33730,0
2000-04-17,3330,3510,637070,3.67,9180,-34220,15820
2000-04-18,3630,3660,487170,3.83,98740,-94440,240
2000-04-19,3715,3700,526420,3.87,71860,-50650,-12140
2000-04-20,3745,3690,235310,3.86,9630,-9750,0
2000-04-21,3690,3700,301700,3.87,11000,-9140,-1740
2000-04-24,3660,3610,281300,3.77,115150,-112250,0
2000-04-25,3600,3470,316460,3.63,72990,-72990,0
2000-04-26,3500,3100,645650,3.24,57180,-58620,840
2000-04-27,3110,3130,511900,3.27,-54910,35630,-41850
2000-04-28,3180,3140,424760,3.28,123630,-122550,-480
2000-05-02,3000,3140,363510,3.28,-44280,-77310,-2400
2000-05-03,3140,3200,306900,3.35,4270,-26880,-7060
2000-05-04,3160,3315,603860,3.47,-61650,-5200,-900
2000-05-08,3380,3350,472530,3.5,-164770,-510,-8710
2000-05-09,3350,3395,566580,3.55,-40090,-53140,3830
2000-05-10,3360,3340,254870,3.49,-52970,18210,-24170
2000-05-12,3410,3595,1001910,3.76,-531400,-13120,459900
2000-05-15,3690,3265,420750,3.41,18820,-17490,-6570
2000-05-16,3110,3270,144940,3.42,-16580,-90,-920
2000-05-17,3175,3130,195770,3.27,-5690,-2330,-3320
2000-05-18,3010,2950,185760,3.08,-28000,13690,330
2000-05-19,2930,2850,206030,2.98,47230,-47230,0
2000-05-22,2715,2570,405790,2.69,213790,-213030,-760
2000-05-23,2490,2365,674990,2.47,288100,29980,-321080
2000-05-24,2415,2570,479130,2.69,32920,-30150,-330
2000-05-25,2700,2870,501680,3,65730,-64420,1250
2000-05-26,2850,2610,500260,2.73,-77400,77690,0
2000-05-29,2500,2720,425350,2.84,-25120,24900,220
2000-05-30,2800,3020,715670,3.16,57910,-54920,-2990
2000-05-31,3300,3350,6854080,3.5,5980610,-43420,-27680
2000-06-01,3240,3120,533090,3.26,-70650,53070,17570
2000-06-02,3245,3130,477140,3.27,7760,-5580,-2580
2000-06-05,3170,3340,898190,3.49,-19540,-11440,32000
2000-06-07,3410,3840,1101980,4.01,-316690,319950,-2370
2000-06-08,4000,3500,1058680,3.66,40160,-22690,-17360
2000-06-09,3700,3655,1041260,3.82,-9780,9450,110
2000-06-12,3650,3685,732800,3.85,17360,-21230,-110
2000-06-13,3610,3450,347860,3.61,-44700,20480,23500
2000-06-14,3400,3500,281060,3.66,-32640,32640,0
2000-06-15,3500,3250,423530,3.4,-143550,143750,0
2000-06-16,3200,3200,199480,3.35,-46260,45960,330
2000-06-19,3100,3020,169520,3.16,-21200,21200,0
2000-06-20,3060,3095,221610,3.24,42740,-42720,0
2000-06-21,3120,3130,265270,3.27,-20190,23520,-3330
2000-06-22,3150,3165,265990,3.31,-84750,84470,0
2000-06-23,3105,3200,225820,3.35,-126020,126120,0
2000-06-26,3220,3340,270650,3.49,-200360,197510,1440
2000-06-27,3300,3400,347270,3.55,-194320,192030,-1000
2000-06-28,3400,3370,379690,3.52,-65300,28790,330
2000-06-29,3340,3300,316530,3.45,-41150,49010,-550
2000-06-30,3250,3500,569110,3.66,-280460,252490,0
2000-07-03,3375,3460,271750,3.62,-27710,25120,0
2000-07-04,3500,3365,211270,3.52,-5220,4450,0
2000-07-05,3310,3315,189610,3.47,-13430,13430,0
2000-07-06,3320,3430,373620,3.59,-20170,15940,0
2000-07-07,3530,3545,585810,3.71,-45520,42590,660
2000-07-10,3750,3645,684190,3.81,-21160,20720,1900
2000-07-11,3645,3510,492910,3.67,17910,-19900,2780
2000-07-12,3600,3400,298720,3.55,-36540,34420,220
2000-07-13,3410,3380,230980,3.53,101190,-98890,-1540
2000-07-14,3400,3350,187990,3.5,-13970,950,0
2000-07-18,3440,3275,151300,3.42,-19880,13330,0
2000-07-19,3200,3290,286590,3.44,-162160,52590,107770
2000-07-20,3250,3495,804300,3.65,-319210,104370,215190
2000-07-21,3550,3385,221000,3.54,-11750,12910,360
2000-07-24,3370,3320,245540,3.47,-119080,40540,7670
2000-07-25,3120,3220,206510,3.37,-105770,72190,21040
2000-07-26,3200,3160,372430,3.3,-11340,-40380,0
2000-07-27,3130,3100,162970,3.24,-41070,31560,0
2000-07-28,3085,3320,437110,3.47,-324480,74800,31660
2000-07-31,3255,3800,1018280,3.97,-671730,7240,19220
2000-08-01,3695,3570,607260,3.73,-17940,-78510,102160
2000-08-02,3570,3485,366510,3.64,-27250,23730,2380
2000-08-03,3490,3420,274230,3.58,4440,-61650,-1620
2000-08-04,3320,3345,218380,3.5,-18130,-46440,-180
2000-08-07,3250,3230,139630,3.38,17540,-17540,0
2000-08-08,3255,3250,229160,3.4,-16680,-5930,1210
2000-08-09,3250,3400,266320,3.55,-53130,39940,9010
2000-08-10,3500,3500,285520,3.66,15640,-42470,28360
2000-08-11,3345,3400,228510,3.55,60140,-65370,360
2000-08-14,3550,3480,244410,3.64,-36670,32070,2320
2000-08-16,3570,3400,181880,3.55,-61390,52160,7850
2000-08-17,3450,3460,290500,3.62,21820,-38620,0
2000-08-18,3500,3530,238830,3.69,-14440,-36730,180
2000-08-21,3590,3530,298540,3.69,-59720,-19640,-360
2000-08-22,3530,3575,283980,3.74,-135860,58850,3830
2000-08-23,3620,3455,299770,3.61,20680,-69900,810
2000-08-24,3465,3450,292700,3.61,-86720,3730,2500
2000-08-25,3410,3450,172950,3.61,-23460,22120,-180
2000-08-28,3400,3450,109740,3.61,-42450,21170,18620
2000-08-29,3450,3545,393230,3.71,210,-1790,-21650
2000-08-30,3560,3670,1384080,3.84,41100,-39240,-720
2000-08-31,3670,3415,545890,3.57,42620,-75450,-2020
2000-09-01,3405,3425,290070,3.58,-87630,16630,0
2000-09-04,3370,3360,245170,3.51,31550,-41060,0
2000-09-05,3365,3430,218880,3.59,5550,62090,4040
2000-09-06,3470,3490,543750,3.65,-7230,8170,13200
2000-09-07,3410,3370,287860,3.52,60800,-66200,-7580
2000-09-08,3360,3385,211180,3.54,53770,-53850,-9120
2000-09-14,3385,3280,512840,3.43,235710,-176300,-59080
2000-09-15,3270,3270,291930,3.42,56520,-31840,-34680
2000-09-18,3270,2825,361060,2.95,-136180,62260,70660
2000-09-19,2855,2960,233270,3.09,24670,-23180,-150
2000-09-20,2960,3075,349000,3.21,17160,-55030,-3210
2000-09-21,3075,2950,207780,3.08,34070,-19200,-14870
2000-09-22,2910,2815,156090,2.94,14790,-16640,-8350
2000-09-25,2895,2925,112920,3.06,-19660,19660,0
2000-09-26,2900,2870,166370,3,29460,-36690,0
2000-09-27,2870,2920,218640,3.05,-47000,2240,0
2000-09-28,2980,3000,208970,3.14,-54620,-18940,0
2000-09-29,3000,2995,531730,3.13,-17550,-31690,0
2000-10-02,2990,2900,113600,3.03,-6620,-6840,0
2000-10-04,2830,2900,128340,3.03,-50180,43530,6650
2000-10-05,2930,2870,174320,3,24390,-24540,150
2000-10-06,2870,2910,223990,3.04,-80320,76350,0
2000-10-09,2895,2810,182240,2.94,86580,-89850,-300
2000-10-10,2800,2750,117240,2.87,-8020,8020,0
2000-10-11,2790,2675,237270,2.8,-17380,13340,4040
2000-10-12,2605,2500,285480,2.61,28220,-12180,-16040
2000-10-13,2400,2520,340790,2.63,62380,62750,-125440
2000-10-16,2600,2515,378480,2.63,106430,-38170,-117000
2000-10-17,2500,2400,450610,2.51,116100,7620,-162680
2000-10-18,2340,2430,472080,2.54,-53490,2610,-95160
2000-10-19,2300,2330,198470,2.44,24040,-22020,-2020
2000-10-20,2395,2400,269370,2.51,-115880,30570,9630
2000-10-23,2400,2310,146830,2.41,43080,-48330,5530
2000-10-24,2265,2310,186430,2.41,10470,-11070,600
2000-10-25,2350,2300,168660,2.4,63790,-63190,-600
2000-10-26,2250,2205,233530,2.31,98880,-98880,0
2000-10-27,2250,2200,252750,2.3,-72840,103780,7260
2000-10-30,2215,2080,228620,2.17,9570,-7260,0
2000-10-31,2030,2015,398140,2.11,-10650,7620,750
2000-11-01,2050,2060,327940,2.15,-55290,-25770,3540
2000-11-02,2010,2200,649310,2.3,-12670,10950,2020
2000-11-03,2300,2250,662850,2.35,-70730,151830,3120
2000-11-06,2250,2270,320070,2.37,-85580,79940,-300
2000-11-07,2270,2220,174480,2.32,51780,-49630,490
2000-11-08,2200,2215,200520,2.32,-12780,-23940,28290
2000-11-09,2165,2175,230360,2.27,30890,-50690,20130
2000-11-10,2165,2250,277060,2.35,-70780,40250,29820
2000-11-13,2260,2125,262460,2.22,79770,-78780,0
2000-11-14,2165,2260,317360,2.36,-46900,-21790,0
2000-11-15,2310,2330,692720,2.44,-54770,54320,450
2000-11-16,2380,2360,260600,2.47,-12080,12080,0
2000-11-17,2360,2300,269130,2.4,87700,-86800,-900
2000-11-20,2315,2300,128970,2.4,9070,-8920,-150
2000-11-21,2225,2200,287040,2.3,23750,-17650,-6100
2000-11-22,2160,2160,215230,2.26,-10190,10190,0
2000-11-23,2155,2110,171670,2.21,-56820,56820,0
2000-11-24,2090,2140,186200,2.24,-36440,33460,2320
2000-11-27,2180,2165,184080,2.26,-52390,51670,0
2000-11-28,2200,2180,141310,2.28,4880,-4160,0
2000-11-29,2155,2150,207870,2.25,88260,-87300,-300
2000-11-30,2130,2130,161020,2.23,37880,-36680,-1200
2000-12-01,2080,2200,283010,2.3,-128420,121860,6560
2000-12-04,2240,2120,138470,2.22,40200,-40350,150
2000-12-05,2130,2250,381010,2.35,-90220,90220,0
2000-12-06,2300,2350,500470,2.46,-125540,106050,18770
2000-12-07,2390,2400,597600,2.51,176470,-38420,620
2000-12-08,2365,2530,383820,2.64,-46420,45720,420
2000-12-11,2580,2870,934010,3,-455010,94820,5160
2000-12-12,2870,2850,472260,2.98,70590,-82190,13760
2000-12-13,2830,2920,564830,3.05,73840,-74720,20880
2000-12-14,2900,3355,1396830,3.51,81030,-314920,56950
2000-12-15,3300,3280,639850,3.43,45640,-41730,-18310
2000-12-18,3300,3400,490640,3.55,-142190,45900,7200
2000-12-19,3360,3730,1084900,3.9,-146350,-31060,-2850
2000-12-20,3650,3700,1083110,3.87,-155340,-2070,99850
2000-12-21,3540,3900,1341370,4.08,-565360,17360,454160
2000-12-22,3850,3980,5287130,4.16,-829930,-50010,839610
2000-12-26,3920,4000,1134820,4.18,-560020,-75850,632910
2001-01-02,3820,3500,388810,6.3,-9160,-29470,35880
2001-01-03,3400,2975,967180,5.35,161360,-220720,-2010
2001-01-04,3150,3070,955950,5.52,99780,-107790,8010
2001-01-05,3090,3480,1334330,6.26,-346210,-11650,-560
2001-01-08,3305,3580,791030,6.44,-148490,-19630,11320
2001-01-09,3650,3560,392000,6.41,-82670,65510,10350
2001-01-10,3440,3250,490740,5.85,22110,-14720,4740
2001-01-11,3210,3050,457250,5.49,179090,-154270,-22510
2001-01-12,3175,3120,737370,5.61,13270,-39080,12190
2001-01-15,3120,3080,566980,5.54,178760,-48020,-129750
2001-01-16,3160,3150,465240,5.67,-114240,-29860,-150
2001-01-17,3200,3240,348520,5.83,-81790,75070,7000
2001-01-18,3195,3200,328260,5.76,-81500,-24480,104670
2001-01-19,3210,3560,695140,6.41,-273270,78460,183010
2001-01-22,3500,3730,415760,6.71,-82310,-28980,81430
2001-01-26,3730,3800,540770,6.84,-200200,-52440,238000
2001-01-29,3715,3900,820470,7.02,-477660,40310,361950
2001-01-30,3810,3600,341960,6.48,-10350,-27160,-150
2001-01-31,3600,3640,182840,6.55,-79880,60960,16470
2001-02-01,3600,3590,150960,6.46,1210,-17790,16580
2001-02-02,3590,3450,326030,6.21,118700,-118700,0
2001-02-05,3550,3420,369450,6.15,-36370,-67310,102680
2001-02-06,3400,3425,192490,6.16,-52970,39730,17240
2001-02-07,3425,3600,675730,6.48,-200640,-92990,296510
2001-02-08,3605,3805,571300,6.85,-230020,28360,200300
2001-02-09,3750,4000,1156180,7.2,-327090,-147730,474940
2001-02-12,3900,3880,449230,6.98,-77670,46680,30650
2001-02-13,3900,4200,1145040,7.56,-619670,31790,599880
2001-02-14,4250,4590,1121740,8.26,-455370,50960,402300
2001-02-15,4570,4730,1084630,8.51,-242130,-53660,316790
2001-02-16,4750,4910,1024980,8.83,-369280,-21650,493090
2001-02-19,4880,4840,763280,8.71,-47100,-73100,194060
2001-02-20,4810,4900,761040,8.82,-322190,34090,305760
2001-02-21,4890,4820,327110,8.67,-116280,21880,98240
2001-02-22,4700,4800,622480,8.64,-195330,39630,201110
2001-02-23,4800,4830,428680,8.69,-124180,35660,119440
2001-02-26,4860,4690,265180,8.44,-61000,13420,77820
2001-02-27,4850,4690,374690,8.44,-44470,-46490,108760
2001-02-28,4640,4690,247400,8.44,-109320,34510,82600
2001-03-02,4690,4590,375270,8.26,-16390,-98580,145120
2001-03-05,4480,4725,579680,8.5,-114350,-226300,357650
2001-03-06,4700,4830,14796910,8.69,11610,-396210,399240
2001-03-07,4800,4650,333630,8.37,60240,-120690,69810
2001-03-08,4650,4580,467550,8.24,18690,-9020,-11250
2001-03-09,4510,4260,513750,7.66,25300,-56340,34480
2001-03-12,4200,4020,236680,7.23,-22690,-19330,39020
2001-03-13,3800,3875,257210,6.97,-60740,14550,47500
2001-03-14,4050,3950,240420,7.11,-24300,26470,0
2001-03-15,3610,3750,156070,6.75,-33290,43420,1380
2001-03-16,3810,3760,148290,6.77,17320,-16690,0
2001-03-19,3830,3820,194230,6.87,-18540,17190,0
2001-03-20,3885,3860,131700,6.94,-11330,15100,-1430
2001-03-21,3850,4010,168700,7.21,-37070,31890,2410
2001-03-22,4010,3945,113260,7.1,-21830,-21170,3000
2001-03-23,3965,4000,223300,7.2,-33840,-58160,0
2001-03-26,4010,4000,254320,7.2,-13800,-94140,-470
2001-03-27,4045,4070,224510,7.32,-46420,-17770,-5220
2001-03-28,4150,3990,103910,7.18,-26490,17390,0
2001-03-29,3700,3900,121980,7.02,-21050,24810,0
2001-03-30,3830,3880,110100,6.98,-53000,3250,0
2001-04-02,3850,3880,90300,6.98,-5980,-8870,0
2001-04-03,3830,3870,194000,6.96,-70480,-30140,-2630
2001-04-04,3890,3870,123880,6.96,-20520,10010,-1000
2001-04-06,4040,3980,208610,7.16,-35510,-76430,-950
2001-04-09,3940,3960,137450,7.12,-33760,-20630,0
2001-04-10,4030,4000,71150,7.2,-44470,11090,0
2001-04-11,4010,4035,233920,7.26,24680,-70690,0
2001-04-12,4040,4040,226480,7.27,-45760,-92520,-8440
2001-04-13,4010,4000,95640,7.2,-12990,-32700,-5170
2001-04-16,3955,4030,100980,7.25,-76920,-7300,0
2001-04-17,4030,4020,89000,7.23,-45130,-620,0
2001-04-18,4020,4085,207200,7.35,-40520,9950,0
2001-04-19,4185,4150,225180,7.47,-22160,-31100,0
2001-04-20,4200,4270,279310,7.68,-116310,48570,64000
2001-04-23,4350,4380,161140,7.88,-90770,78160,7110
2001-04-24,4330,4430,77560,7.97,-41210,26600,14120
2001-04-25,4500,4500,142340,8.1,-84820,73330,4400
2001-04-26,4595,4300,141020,7.74,28500,-31660,4940
2001-04-27,4295,4160,179750,7.48,3170,-770,-1120
2001-04-30,4250,4500,196030,8.1,-50830,55930,1000
2001-05-02,4585,4450,303880,8.01,72720,-77020,-5900
2001-05-03,4385,4180,256240,7.52,153940,-65320,-83200
2001-05-04,4190,4250,154700,7.65,-14230,11670,-1000
2001-05-07,4250,4290,139120,7.72,-59610,57800,3430
2001-05-08,4225,4150,130470,7.47,20440,-22460,120
2001-05-09,4155,4105,115710,7.39,20810,-16560,-2000
2001-05-10,4105,4005,107190,7.21,24280,-9830,-6200
2001-05-11,4050,4080,103830,7.34,4400,-23400,19000
2001-05-14,4060,4085,84720,7.35,3440,-1520,0
2001-05-15,4085,4140,91740,7.45,-49750,49070,0
2001-05-16,4140,4010,103450,7.21,27200,-24990,0
2001-05-17,4095,4120,122110,7.41,-24720,20350,0
2001-05-18,4200,4095,133090,7.37,54960,-54580,0
2001-05-21,4200,4240,188520,7.63,-59670,58570,0
2001-05-22,4255,4150,142100,7.47,-1440,-19800,20600
2001-05-23,4265,4220,205660,7.59,-59090,57450,0
2001-05-24,4260,4550,542740,8.19,-39960,28180,20300
2001-05-25,4650,4565,277880,8.21,-33930,29670,-5000
2001-05-28,4500.0,4340.0,124080.0,7.81,-18090,15120,0
2001-05-29,4260.0,4400.0,114560.0,7.92,-60690,53980,0
2001-05-30,4500.0,4330.0,123530.0,7.79,25310,-26380,2400
2001-05-31,4240.0,4325.0,133270.0,7.78,-44380,33130,7550
2001-06-01,4490.0,4325.0,178490.0,7.78,28030,-25750,610
2001-06-04,4400.0,4300.0,132470.0,7.74,-21540,22570,1310
2001-06-05,4360.0,4300.0,120260.0,7.74,-52780,38190,8220
2001-06-07,4115.0,4000.0,249850.0,7.2,-5390,6580,0
2001-06-08,4000.0,4115.0,229990.0,7.4,-28260,27750,0
2001-06-11,4000.0,3980.0,177260.0,7.16,99130,-95250,0
2001-06-12,3980.0,3990.0,126510.0,7.18,22120,-18750,-3200
2001-06-13,4010.0,3960.0,120420.0,7.12,41280,-38920,-1000
2001-06-14,3960.0,3950.0,245190.0,7.11,49350,-43400,17020
2001-06-15,3970.0,4000.0,244040.0,7.2,57870,-37140,-18670
2001-06-18,4000.0,3895.0,222480.0,7.01,96470,-94200,0
2001-06-19,3880.0,3905.0,195160.0,7.03,-74900,114450,-52280
2001-06-20,3910.0,3790.0,192610.0,6.82,13550,6710,-22200
2001-06-21,3760.0,3815.0,127880.0,6.86,-49140,46110,0
2001-06-22,3800.0,3820.0,95880.0,6.87,-18700,9680,0
2001-06-25,3670.0,3690.0,340750.0,6.64,-15770,11950,0
2001-06-26,3640.0,3500.0,292400.0,6.3,-10640,13410,0
2001-06-27,3510.0,3590.0,178860.0,6.46,-75690,54810,8410
2001-06-28,3590.0,3555.0,117280.0,6.4,-11580,8880,840
2001-06-29,3560.0,3655.0,124670.0,6.58,-36870,25810,9140
2001-07-02,3670.0,3700.0,146980.0,6.66,64590,-40670,-14680
2001-07-03,3700.0,3660.0,80920.0,6.59,11460,-8950,0
2001-07-04,3615.0,3690.0,106450.0,6.64,-15460,17610,0
2001-07-05,3640.0,3600.0,82660.0,6.48,10180,-11180,0
2001-07-06,3580.0,3510.0,107360.0,6.32,30970,-32200,0
2001-07-09,3440.0,3450.0,143320.0,6.21,-77290,50670,13490
2001-07-10,3490.0,3560.0,64740.0,6.41,-24460,25330,1030
2001-07-11,3500.0,3540.0,107010.0,6.37,10270,-10350,0
2001-07-12,3570.0,3430.0,285240.0,6.17,84300,-61410,4050
2001-07-13,3530.0,3200.0,183940.0,5.76,49030,-46380,0
2001-07-16,3250.0,3250.0,78180.0,5.85,-9430,2260,5840
2001-07-18,3290.0,3315.0,156270.0,5.96,-9670,-48330,67590
2001-07-19,3285.0,3285.0,103270.0,5.91,-34040,32640,1400
2001-07-20,3250.0,3150.0,123450.0,5.67,80440,-73730,0
2001-07-23,3200.0,3120.0,106900.0,5.61,-21160,16410,4750
2001-07-24,3090.0,3170.0,132490.0,5.7,-60260,53450,5740
2001-07-25,3120.0,3070.0,98810.0,5.52,59620,-43380,-8680
2001-07-26,3110.0,3040.0,135790.0,5.47,74800,-74080,0
2001-07-27,3090.0,3100.0,102740.0,5.58,26160,-20080,-6080
2001-07-30,3070.0,3040.0,104080.0,5.47,74700,-58190,-16150
2001-07-31,3050.0,3120.0,68040.0,5.61,-14110,14110,0
2001-08-01,3145.0,3305.0,342070.0,5.95,38560,-42230,4390
2001-08-02,3300.0,3295.0,119650.0,5.93,5790,-5070,0
2001-08-03,3220.0,3275.0,93750.0,5.89,21700,-11190,-9750
2001-08-06,3380.0,3320.0,108180.0,5.97,-13780,13780,0
2001-08-07,3250.0,3325.0,80250.0,5.98,-10310,15310,0
2001-08-08,3350.0,3320.0,65760.0,5.97,11900,-17900,6000
2001-08-09,3290.0,3110.0,182280.0,5.6,16490,-16490,0
2001-08-10,3160.0,3200.0,94670.0,5.76,-9180,6170,3010
2001-08-13,3180.0,3200.0,104740.0,5.76,32250,-32250,0
2001-08-14,3250.0,3410.0,269270.0,6.14,-72800,72800,0
2001-08-16,3400.0,3595.0,506740.0,6.47,3770,-3770,0
2001-08-17,3650.0,3535.0,344350.0,6.36,-9580,8900,880
2001-08-20,3550.0,3540.0,189740.0,6.37,-26220,26220,0
2001-08-21,3890.0,3610.0,427220.0,6.5,7740,-7610,-130
2001-08-22,3415.0,3640.0,224660.0,6.55,-114190,113790,0
2001-08-23,3700.0,3670.0,155880.0,6.6,-84600,85600,-70
2001-08-24,3640.0,3600.0,78260.0,6.48,-27610,27280,0
2001-08-27,3600.0,3600.0,158020.0,6.48,-38410,38410,0
2001-08-28,3570.0,3495.0,139300.0,6.29,46440,-66110,20000
2001-08-29,3450.0,3400.0,134740.0,6.12,-24700,24700,0
2001-08-30,3330.0,3410.0,73930.0,6.14,-12420,12420,0
2001-08-31,3400.0,3420.0,216820.0,6.15,-79480,92480,0
2001-09-03,3430.0,3470.0,137080.0,6.24,-35000,35000,0
2001-09-04,3435.0,3500.0,90660.0,6.3,-24770,22800,1750
2001-09-05,3500.0,3420.0,101000.0,6.15,-24660,32090,-7430
2001-09-06,3405.0,3450.0,59430.0,6.21,-13850,13850,0
2001-09-07,3400.0,3400.0,85240.0,6.12,4510,6470,-10980
2001-09-10,3385.0,3350.0,71890.0,6.03,3540,-3140,-400
2001-09-11,3320.0,3350.0,259790.0,6.03,-25920,25920,0
2001-09-12,2850.0,2950.0,270420.0,5.31,-134560,123380,7390
2001-09-13,2950.0,2940.0,402180.0,5.29,242700,-227910,-17240
2001-09-14,2980.0,2830.0,229710.0,5.09,-11090,12170,-4470
2001-09-17,2780.0,2600.0,120460.0,4.68,-23830,23570,0
2001-09-18,2600.0,2760.0,134480.0,4.97,-15170,41320,-26000
2001-09-19,2710.0,2880.0,132630.0,5.18,-10140,10530,0
2001-09-20,2800.0,2840.0,97140.0,5.11,12710,-13420,-610
2001-09-21,2780.0,2800.0,58450.0,5.04,-11340,11190,0
2001-09-24,2825.0,2860.0,47880.0,5.15,-4760,6880,0
2001-09-25,2950.0,2900.0,87060.0,5.22,-15610,15610,0
2001-09-26,2900.0,2900.0,53700.0,5.22,-3900,-540,4440
2001-09-27,2815.0,2900.0,87140.0,5.22,-20250,20070,0
2001-09-28,2900.0,2910.0,109640.0,5.24,-1000,6240,-5760
2001-10-04,3050.0,3030.0,127060.0,5.45,28720,-4970,-23600
2001-10-05,3040.0,3070.0,109390.0,5.52,-51180,61870,-10690
2001-10-08,2940.0,3080.0,88760.0,5.54,-5350,5250,0
2001-10-09,3100.0,3140.0,94470.0,5.65,-18580,18580,0
2001-10-10,3140.0,3120.0,63470.0,5.61,-610,610,0
2001-10-11,3150.0,3380.0,434470.0,6.08,-39460,39910,0
2001-10-12,3400.0,3290.0,199700.0,5.92,-1180,220,0
2001-10-15,3160.0,3210.0,59220.0,5.78,-1110,1110,0
2001-10-16,3160.0,3210.0,85790.0,5.78,-3300,3300,0
2001-10-17,3250.0,3190.0,126490.0,5.74,59430,-59580,0
2001-10-18,3235.0,3330.0,266120.0,5.99,10490,-12190,0
2001-10-19,3400.0,3285.0,117440.0,5.91,-12970,12060,0
2001-10-22,3305.0,3285.0,102490.0,5.91,12710,-12860,0
2001-10-23,3310.0,3270.0,139060.0,5.88,-27520,27270,250
2001-10-24,3190.0,3270.0,233910.0,5.88,-29990,35030,-40
2001-10-25,3270.0,3190.0,104330.0,5.74,15210,-11300,0
