Symbol,현대제철_시가(원),현대제철_종가(원),현대제철_거래량(주),현대제철_PER(IFRS-연결),현대제철_순매수수량(개인)(주),현대제철_순매수수량(기관계)(주),현대제철_순매수수량(외국인계)(주)
2009-12-23,83200.0,82200.0,393401.0,8.53,-14085,10102,661
2009-12-24,82500.0,84700.0,1170437.0,8.79,-346563,200077,105652
2009-12-28,85700.0,88000.0,1830922.0,9.13,-542249,468281,49898
2009-12-29,88600.0,86100.0,1401868.0,8.93,165937,-137289,-41771
2009-12-30,86500.0,86500.0,1239956.0,8.97,-26573,-79602,89875
2010-01-04,87500.0,90700.0,1424386.0,6.72,-313719,142617,159635
2010-01-05,92000.0,91000.0,1949217.0,6.74,-326237,34104,294672
2010-01-06,92700.0,94000.0,1240471.0,6.96,-212934,-84428,297057
2010-01-07,94500.0,91400.0,1293020.0,6.77,34619,-209868,176336
2010-01-08,92700.0,92500.0,998988.0,6.85,72389,-94552,647
2010-01-11,92000.0,92300.0,764944.0,6.84,-929,-49396,41704
2010-01-12,92400.0,94100.0,811618.0,6.97,-217375,94804,131656
2010-01-13,92300.0,92300.0,1175447.0,6.84,148439,-159289,24717
2010-01-14,91800.0,93200.0,764952.0,6.9,-10827,-856,-554
2010-01-15,93100.0,93700.0,765844.0,6.94,-145312,105906,93163
2010-01-18,93100.0,92700.0,704292.0,6.87,120538,-122478,120
2010-01-19,93800.0,95000.0,978097.0,7.04,-284787,162613,110551
2010-01-20,96600.0,95000.0,881881.0,7.04,-31891,-16084,54994
2010-01-21,93700.0,93200.0,736538.0,6.9,181391,-115420,-72193
2010-01-22,91400.0,90000.0,1442717.0,6.67,668269,-366510,-296024
2010-01-25,88000.0,89400.0,1056984.0,6.62,193591,-153930,-4123
2010-01-26,89700.0,85500.0,1171051.0,6.33,433713,-191931,-295386
2010-01-27,85500.0,85700.0,652029.0,6.35,120097,-103426,-20186
2010-01-28,85100.0,85700.0,777541.0,6.35,226733,-197600,-13750
2010-01-29,85000.0,85300.0,833100.0,6.32,4396,-56262,45988
2010-02-01,85300.0,84400.0,686159.0,6.25,160623,-77270,-70446
2010-02-02,85600.0,85500.0,1082100.0,6.33,-52876,-164111,235429
2010-02-03,86700.0,87200.0,588754.0,6.46,-79308,-49283,118336
2010-02-04,86700.0,85500.0,487791.0,6.33,133369,-63525,-63665
2010-02-05,82000.0,81000.0,1148396.0,6.0,326214,-76885,-255806
2010-02-08,80800.0,78000.0,975885.0,5.78,262315,-27981,-239123
2010-02-09,77200.0,80600.0,719076.0,5.97,-175622,100908,41222
2010-02-10,82000.0,81000.0,456016.0,6.0,61710,-4773,-62148
2010-02-11,81200.0,83000.0,469647.0,6.15,-112098,91326,18122
2010-02-12,83600.0,82700.0,395465.0,6.12,79242,-35417,-39950
2010-02-16,82000.0,85300.0,498645.0,6.32,-148692,19490,118537
2010-02-17,86200.0,86400.0,493291.0,6.4,-175301,51293,129447
2010-02-18,86500.0,86500.0,408100.0,6.41,-107690,-77362,196028
2010-02-19,85200.0,84300.0,589296.0,6.24,-101401,-84173,192057
2010-02-22,86300.0,87300.0,581467.0,6.47,-171304,64795,101102
2010-02-23,87000.0,89100.0,686088.0,6.6,-304916,147143,160707
2010-02-24,88700.0,88200.0,570887.0,6.53,-31991,-63641,92626
2010-02-25,88700.0,88400.0,560856.0,6.55,-150997,34940,113554
2010-02-26,88500.0,88800.0,359346.0,6.58,9118,-12709,9384
2010-03-02,89600.0,88400.0,433224.0,6.55,4741,-80862,79156
2010-03-03,88200.0,88700.0,258253.0,6.57,-56145,6587,47165
2010-03-04,89200.0,87800.0,486153.0,6.5,94709,-60448,-13771
2010-03-05,87500.0,87600.0,322105.0,6.49,24406,-24303,-2216
2010-03-08,88800.0,91500.0,1186699.0,6.78,-276164,130913,219792
2010-03-09,91500.0,91500.0,540404.0,6.78,-65003,10937,50933
2010-03-10,91500.0,90300.0,408684.0,6.69,55204,-70740,16779
2010-03-11,91300.0,90500.0,583563.0,6.7,-26604,-56844,89729
2010-03-12,90700.0,90800.0,441593.0,6.72,-17496,-65153,79480
2010-03-15,90900.0,89900.0,446606.0,6.66,43936,-108371,70317
2010-03-16,89600.0,88300.0,549711.0,6.54,183095,-140226,-40824
2010-03-17,89100.0,89800.0,690037.0,6.65,126898,-242547,106344
2010-03-18,89300.0,88400.0,550560.0,6.55,155588,-87758,-62076
2010-03-19,88800.0,90000.0,414555.0,6.67,-70302,10590,58618
2010-03-22,89500.0,87600.0,814860.0,6.49,361569,-347224,-5287
2010-03-23,88400.0,87500.0,569400.0,6.48,239151,-107299,-114979
2010-03-24,88700.0,87900.0,436544.0,6.51,25277,-35988,2780
2010-03-25,87900.0,86700.0,626763.0,6.42,240642,-119523,-120740
2010-03-26,86900.0,87800.0,625281.0,6.5,139790,-154690,-362
2010-03-29,86900.0,86900.0,506227.0,6.44,135142,-49990,-75744
2010-03-30,88000.0,87100.0,846310.0,6.45,124134,-431512,295819
2010-03-31,87300.0,85900.0,974492.0,6.36,294399,-193273,-110346
2010-04-01,85600.0,85400.0,1038269.0,6.32,392855,-262017,-144220
2010-04-02,86000.0,86900.0,1264738.0,6.44,168938,-148307,-72141
2010-04-05,87000.0,89600.0,1241143.0,6.64,-112992,220215,-132928
2010-04-06,90400.0,89700.0,1057843.0,6.64,901,8897,2529
2010-04-07,90000.0,89700.0,684256.0,6.64,23241,55862,-72535
2010-04-08,89600.0,90200.0,628394.0,6.68,42625,-28448,-8783
2010-04-09,90500.0,89400.0,827524.0,6.62,135469,-11245,-124190
2010-04-12,89700.0,90600.0,1296623.0,6.71,-88197,61910,18726
2010-04-13,91000.0,90200.0,783061.0,6.68,-9816,41944,-40531
2010-04-14,90700.0,90300.0,874176.0,6.69,52679,-105562,49913
2010-04-15,90500.0,89400.0,607987.0,6.62,84907,-74086,-11005
2010-04-16,88900.0,87700.0,947448.0,6.49,225269,-18956,-188892
2010-04-19,86500.0,86400.0,557445.0,6.4,39665,-57576,5529
2010-04-20,87500.0,86600.0,499724.0,6.41,140727,-105476,-34221
2010-04-21,87200.0,88700.0,724909.0,6.57,-61116,54833,-30851
2010-04-22,88700.0,88400.0,698814.0,6.55,-36643,101779,-91789
2010-04-23,89500.0,90900.0,1485044.0,6.73,-604920,556729,14366
2010-04-26,91700.0,93000.0,1425479.0,6.89,-538160,484068,49925
2010-04-27,93000.0,92300.0,747046.0,6.84,68,73555,-60185
2010-04-28,90200.0,94000.0,1336682.0,6.96,-191419,370801,-170030
2010-04-29,94400.0,96100.0,2098340.0,7.12,-746127,641274,19418
2010-04-30,96800.0,91200.0,3387330.0,6.75,638004,-160021,-426986
2010-05-03,91000.0,89000.0,1252766.0,6.59,243409,-76094,-191035
2010-05-04,89700.0,91100.0,726578.0,6.75,-20382,56172,-58233
2010-05-06,88900.0,88500.0,947784.0,6.55,200335,99281,-341351
2010-05-07,85400.0,86100.0,1299666.0,6.38,111033,153855,-349127
2010-05-10,87200.0,90200.0,791625.0,6.68,-2240,113787,-128043
2010-05-11,91300.0,89800.0,673113.0,6.65,3143,20960,-8346
2010-05-12,89500.0,90000.0,715111.0,6.67,-140475,90383,25646
2010-05-13,91200.0,89800.0,622489.0,6.65,7728,32108,-55946
2010-05-14,89300.0,88200.0,938257.0,6.53,354339,1335,-351169
2010-05-17,87200.0,84800.0,1207964.0,6.28,213463,-90422,-121706
2010-05-18,85100.0,83500.0,877953.0,6.18,203912,-50511,-185961
2010-05-19,82900.0,80100.0,1306900.0,5.93,378778,-127475,-270243
2010-05-20,79700.0,79700.0,660850.0,5.9,9793,-29560,2840
2010-05-24,79400.0,84300.0,898953.0,6.24,-190168,179725,-13590
2010-05-25,83300.0,82100.0,791281.0,6.08,-57273,93402,-74792
2010-05-26,82800.0,85500.0,1043037.0,6.33,-378922,202704,154543
2010-05-27,84200.0,87000.0,870363.0,6.44,-288649,258970,25202
2010-05-28,88200.0,87900.0,746510.0,6.51,-216039,99949,119520
2010-05-31,87100.0,88200.0,335238.0,6.53,-117896,79291,31888
2010-06-01,88100.0,87500.0,318099.0,6.48,-1716,22241,-20595
2010-06-03,87500.0,88300.0,409594.0,6.54,-72899,45330,21869
2010-06-04,88300.0,85000.0,976954.0,6.29,287627,-107959,-175584
2010-06-07,81900.0,82300.0,659797.0,6.09,138745,-3553,-144760
2010-06-08,82800.0,83000.0,591502.0,6.15,8784,30141,-52626
2010-06-09,83800.0,85300.0,694504.0,6.32,-152560,-5071,165578
2010-06-10,85500.0,86500.0,405120.0,6.41,-124000,138949,-15170
2010-06-11,87500.0,87200.0,499714.0,6.46,-173127,130116,36621
2010-06-14,87000.0,87800.0,470386.0,6.5,-161995,100921,55348
2010-06-15,87400.0,87900.0,271104.0,6.51,-50624,46504,2309
2010-06-16,88500.0,88000.0,339935.0,6.52,-64020,40095,46045
2010-06-17,88500.0,88900.0,631158.0,6.58,-182918,42159,174418
2010-06-18,88900.0,86800.0,897828.0,6.43,-131586,146503,3231
2010-06-21,89000.0,92700.0,2172963.0,6.87,-792431,621762,141117
2010-06-22,92600.0,92200.0,1173002.0,6.83,-173404,118170,40739
2010-06-23,91900.0,93500.0,1174732.0,6.92,-386290,401430,-25655
2010-06-24,93100.0,93500.0,584611.0,6.92,-48587,97411,-54215
2010-06-25,92800.0,91300.0,584783.0,6.76,20431,50995,-49569
2010-06-28,91500.0,92900.0,502926.0,6.88,-75938,102786,-35529
2010-06-29,93400.0,90400.0,637012.0,6.69,-137719,119821,4033
2010-06-30,88500.0,90400.0,557813.0,6.69,-22660,30633,-30731
2010-07-01,89700.0,90100.0,617781.0,6.67,69594,6214,-54091
2010-07-02,90700.0,91100.0,733784.0,6.75,-189276,236018,-49160
2010-07-05,92000.0,93400.0,901905.0,6.92,-135782,121314,18125
2010-07-06,93600.0,93100.0,683121.0,6.89,89977,68471,-163516
2010-07-07,93700.0,94200.0,934976.0,6.98,-169657,147597,5871
2010-07-08,95100.0,95000.0,972354.0,7.04,-353858,310379,13392
2010-07-09,95800.0,94900.0,831570.0,7.03,-77740,30722,45607
2010-07-12,96000.0,93600.0,809574.0,6.93,131707,-56523,-45394
2010-07-13,93700.0,94800.0,968986.0,7.02,-135337,86504,42883
2010-07-14,95000.0,94800.0,779741.0,7.02,-141349,-12913,165157
2010-07-15,94800.0,95000.0,563217.0,7.04,-116579,58331,62052
2010-07-16,94600.0,94700.0,667626.0,7.01,-73832,16271,78118
2010-07-19,93500.0,94300.0,332407.0,6.98,-9082,13191,-2164
2010-07-20,94000.0,98000.0,1645851.0,7.26,-446912,189206,264254
2010-07-21,99000.0,103500.0,2851881.0,7.66,-1370248,771466,587086
2010-07-22,104500.0,104000.0,2023258.0,7.7,-548681,309006,245326
2010-07-23,107000.0,105000.0,983325.0,7.78,-110527,145503,-44602
2010-07-26,106000.0,105000.0,921704.0,7.78,33838,-9773,-2307
2010-07-27,106000.0,108000.0,1266399.0,8.0,-27642,-110212,122121
2010-07-28,108000.0,108500.0,973639.0,8.04,-65991,-57562,112636
2010-07-29,108000.0,106500.0,670427.0,7.89,-1928,-97227,123587
2010-07-30,106000.0,102500.0,1725503.0,7.59,6062,-225010,202323
2010-08-02,104000.0,109500.0,955327.0,8.11,-161921,-6283,179914
2010-08-03,110500.0,113500.0,1297482.0,8.41,-229791,127043,142551
2010-08-04,114000.0,115000.0,1014651.0,8.52,-91830,-25269,116414
2010-08-05,114500.0,112000.0,1196337.0,8.29,-18575,59410,-48677
2010-08-06,111000.0,110000.0,966226.0,8.15,198910,-132664,-24100
2010-08-09,109000.0,111000.0,405178.0,8.22,45078,-40273,21266
2010-08-10,112000.0,111000.0,639562.0,8.22,-42637,32632,30095
2010-08-11,112000.0,113000.0,802869.0,8.37,-163539,40665,129790
2010-08-12,110000.0,107000.0,1083652.0,7.92,238849,-116035,-116142
2010-08-13,107500.0,110500.0,610713.0,8.18,-397,22969,-19179
2010-08-16,110500.0,111000.0,507533.0,8.22,-10425,19741,-20073
2010-08-17,112000.0,112000.0,508275.0,8.29,-78988,42931,63205
2010-08-18,113000.0,111500.0,495574.0,8.26,55096,-22204,-30190
2010-08-19,111500.0,112500.0,610697.0,8.33,57756,-13140,-62108
2010-08-20,111000.0,110500.0,566854.0,8.18,56699,-35751,-16441
2010-08-23,110000.0,103500.0,1864152.0,7.66,409765,-548473,136577
2010-08-24,103500.0,104500.0,771357.0,7.74,-35123,-29043,140521
2010-08-25,103000.0,101500.0,813094.0,7.52,59734,-3498,-73293
2010-08-26,102000.0,103000.0,690543.0,7.63,-37281,-8099,29056
2010-08-27,102000.0,104000.0,314086.0,7.7,-25051,37398,-15
2010-08-30,106000.0,108000.0,494754.0,8.0,-116443,137873,-10440
2010-08-31,106500.0,108000.0,429202.0,8.0,-138671,136423,12621
2010-09-01,109000.0,108500.0,555339.0,8.04,-30325,171559,-157310
2010-09-02,110000.0,110000.0,547489.0,8.15,-181827,128546,56450
2010-09-03,110500.0,108500.0,647777.0,8.04,9319,-23186,25085
2010-09-06,108500.0,108000.0,520537.0,8.0,-10014,19942,-1380
2010-09-07,111500.0,113500.0,1474857.0,8.41,-603993,500436,154134
2010-09-08,113500.0,113500.0,635721.0,8.41,-100532,42406,40586
2010-09-09,114000.0,115500.0,1050767.0,8.55,-330383,-61747,414366
2010-09-10,115000.0,114500.0,630293.0,8.48,-88048,-98147,209549
2010-09-13,115500.0,117500.0,588658.0,8.7,-183610,65387,106322
2010-09-14,118500.0,117500.0,542386.0,8.7,-95389,1820,98920
2010-09-15,117000.0,117000.0,588311.0,8.66,64025,-155189,130522
2010-09-16,116500.0,111500.0,1218827.0,8.26,521300,-566483,103789
2010-09-17,111500.0,113000.0,470139.0,8.37,40029,-100711,52523
2010-09-20,113000.0,114500.0,434198.0,8.48,-17052,-58094,88103
2010-09-24,115500.0,117000.0,443929.0,8.66,-62809,-54659,115349
2010-09-27,118500.0,115000.0,544657.0,8.52,72334,-115513,50643
2010-09-28,115000.0,118500.0,848299.0,8.78,-7862,-17743,39631
2010-09-29,118000.0,116000.0,878034.0,8.59,129631,-151991,37234
2010-09-30,115000.0,117000.0,528652.0,8.66,-43595,25214,43916
2010-10-01,117000.0,115000.0,823790.0,8.52,173621,-245653,76137
2010-10-04,115000.0,113000.0,553920.0,8.37,130129,-133352,5518
2010-10-05,112500.0,111000.0,659741.0,8.22,159679,-194480,24773
2010-10-06,113500.0,116000.0,696392.0,8.59,-156094,-11514,169348
2010-10-07,116500.0,114000.0,590672.0,8.44,65514,-98179,22772
2010-10-08,115500.0,118000.0,1294803.0,8.74,-256762,240210,10457
2010-10-11,120000.0,118500.0,642501.0,8.78,-106025,48317,49765
2010-10-12,119000.0,119500.0,660564.0,8.85,-57853,20486,68416
2010-10-13,119000.0,115500.0,1016569.0,8.55,53765,-69200,-15159
2010-10-14,115500.0,116500.0,528988.0,8.63,30921,-126095,55702
2010-10-15,117000.0,114500.0,591524.0,8.48,235677,-297621,50447
2010-10-18,113500.0,113000.0,511745.0,8.37,100573,-80536,19148
2010-10-19,113500.0,112000.0,352364.0,8.29,69696,-60486,21652
2010-10-20,110000.0,110500.0,884068.0,8.18,358398,-340487,-1296
2010-10-21,111000.0,107500.0,870106.0,7.96,359410,-280686,-61100
2010-10-22,108000.0,111500.0,555975.0,8.26,-100197,44134,61821
2010-10-25,112000.0,112500.0,478034.0,8.33,18743,-49110,18172
2010-10-26,112000.0,114000.0,606142.0,8.44,-56032,-3595,22490
2010-10-27,113500.0,109000.0,824543.0,8.07,398899,-285748,-97155
2010-10-28,108000.0,107500.0,856686.0,7.96,173118,-129687,-16864
2010-10-29,108500.0,109000.0,580888.0,8.07,52118,27658,-79412
2010-11-01,108500.0,108500.0,474443.0,8.04,-21583,5910,10505
2010-11-02,108000.0,110500.0,508753.0,8.18,-59630,76817,-16061
2010-11-03,112000.0,110000.0,498893.0,8.15,44976,-8015,-50239
2010-11-04,111500.0,111500.0,530934.0,8.26,-60626,3395,63678
2010-11-05,113000.0,110000.0,447806.0,8.15,-68749,9219,56404
2010-11-08,112000.0,115500.0,1307375.0,8.55,-388103,230239,111840
2010-11-09,116000.0,115500.0,599363.0,8.55,-75945,62265,-1452
2010-11-10,115500.0,119500.0,1839813.0,8.85,-839282,484426,386243
2010-11-11,119500.0,119000.0,1694270.0,8.81,-482509,366135,59446
2010-11-12,121000.0,118000.0,925510.0,8.74,-102977,54050,35125
2010-11-15,118000.0,117000.0,530979.0,8.66,34298,-77485,46133
2010-11-16,117000.0,115500.0,492713.0,8.55,14168,-63978,55518
2010-11-17,114000.0,114500.0,682854.0,8.48,111958,-4002,-86502
2010-11-18,114500.0,116000.0,425653.0,8.59,-14215,36390,-29952
2010-11-19,117000.0,111000.0,2644985.0,8.22,764100,-743823,-16668
2010-11-22,112000.0,109500.0,1134511.0,8.11,317611,-218325,-78572
2010-11-23,110000.0,110000.0,549147.0,8.15,34199,6658,-5520
2010-11-24,106500.0,110000.0,757095.0,8.15,-35360,16671,-43887
2010-11-25,110500.0,109000.0,377235.0,8.07,78268,-17873,-44592
2010-11-26,109000.0,109000.0,475606.0,8.07,-31322,-45831,41745
2010-11-29,108000.0,110000.0,298545.0,8.15,-62144,61943,-9036
2010-11-30,110000.0,110000.0,354684.0,8.15,-6045,48490,-36208
2010-12-01,110500.0,109000.0,609470.0,8.07,172351,-203377,25648
2010-12-02,110000.0,110500.0,378192.0,8.18,-17393,-49357,41227
2010-12-03,111000.0,108000.0,742292.0,8.0,328877,-256354,-73892
2010-12-06,108000.0,107000.0,396951.0,7.92,98637,-89952,-18059
2010-12-07,107000.0,112500.0,1057041.0,8.33,-356801,335863,-25081
2010-12-08,112500.0,113000.0,557814.0,8.37,-151199,70227,77142
2010-12-09,113000.0,115000.0,957833.0,8.52,-413546,135419,259146
2010-12-10,114000.0,114500.0,369485.0,8.48,-9915,4863,18190
2010-12-13,115500.0,114500.0,357054.0,8.48,5510,56375,-57181
2010-12-14,114500.0,114000.0,354152.0,8.44,14952,10010,2503
2010-12-15,114500.0,116000.0,565300.0,8.59,-131081,51676,99929
2010-12-16,116500.0,116000.0,331413.0,8.59,-69636,16036,52849
2010-12-17,117000.0,118000.0,822780.0,8.74,-285511,184681,129061
2010-12-20,116500.0,118000.0,716816.0,8.74,-221476,158931,47867
2010-12-21,119500.0,127000.0,2726395.0,9.41,-938927,1029041,-44175
2010-12-22,126500.0,127000.0,1072130.0,9.41,-126640,114366,31993
2010-12-23,128000.0,126000.0,548578.0,9.33,11486,-58205,44737
2010-12-24,125500.0,125000.0,648209.0,9.26,-31541,-31144,68250
2010-12-27,123000.0,122500.0,593173.0,9.07,32604,-39061,10173
2010-12-28,123000.0,123000.0,654539.0,9.11,-95889,76096,57690
2010-12-29,123500.0,125000.0,543443.0,9.26,-71263,29534,46019
2010-12-30,125500.0,124500.0,526833.0,9.22,-68796,134332,-72361
2011-01-03,126000.0,125500.0,482769.0,11.61,-42728,45400,42055
2011-01-04,126500.0,129000.0,811097.0,11.93,-26591,65583,19265
2011-01-05,129000.0,130500.0,940793.0,12.07,-241607,159951,99991
2011-01-06,131500.0,132500.0,731146.0,12.25,-232481,113482,150820
2011-01-07,132000.0,128500.0,695515.0,11.88,81777,-83555,-16108
2011-01-10,126500.0,129500.0,528388.0,11.98,-91856,-25688,115834
2011-01-11,129000.0,131500.0,432204.0,12.16,-128925,100604,-10395
2011-01-12,132000.0,134000.0,653675.0,12.39,-211359,112683,83291
2011-01-13,135000.0,132500.0,574217.0,12.25,-10604,-9500,51059
2011-01-14,132000.0,131500.0,426031.0,12.16,96531,-75078,-25266
2011-01-17,131500.0,127500.0,790392.0,11.79,296325,-300328,33559
2011-01-18,127500.0,128000.0,464434.0,11.84,12842,-30213,41679
2011-01-19,129000.0,128500.0,300634.0,11.88,-18617,10291,-3303
2011-01-20,129000.0,128500.0,375787.0,11.88,23073,14878,-37828
2011-01-21,128500.0,126500.0,451220.0,11.7,-49769,58831,-21575
2011-01-24,126000.0,130000.0,437742.0,12.02,-48511,89967,-27475
2011-01-25,132000.0,129500.0,391186.0,11.98,9398,38963,-69368
2011-01-26,131000.0,133500.0,808238.0,12.35,-331267,302211,22968
2011-01-27,134000.0,138000.0,1011366.0,12.76,-539371,423420,149045
2011-01-28,136500.0,137500.0,582668.0,12.72,-116212,103040,40464
2011-01-31,136000.0,139000.0,769455.0,12.86,-214404,166889,40541
2011-02-01,139500.0,136000.0,636406.0,12.58,120786,-217574,98426
2011-02-07,138000.0,137000.0,553350.0,12.67,-59387,-85551,130148
2011-02-08,139500.0,142000.0,974749.0,13.13,-377551,46631,325990
2011-02-09,142000.0,140000.0,603620.0,12.95,-40609,44911,-8378
2011-02-10,140000.0,139000.0,580043.0,12.86,10830,23651,-46851
2011-02-11,138000.0,130000.0,1244802.0,12.02,363684,-122533,-208433
2011-02-14,131500.0,137000.0,557918.0,12.67,-138917,88343,51976
2011-02-15,137000.0,137000.0,368905.0,12.67,7533,915,-6319
2011-02-16,135000.0,136000.0,425697.0,12.58,-17272,-139437,141790
2011-02-17,137000.0,133500.0,637564.0,12.35,104129,-119830,828
2011-02-18,134500.0,135000.0,363852.0,12.49,34999,-35400,36255
2011-02-21,135000.0,130000.0,972956.0,12.02,381173,-403826,45504
2011-02-22,128000.0,128500.0,513945.0,11.88,67553,-23222,-46844
2011-02-23,128000.0,129000.0,307256.0,11.93,-37036,5871,-343
2011-02-24,128000.0,127500.0,370120.0,11.79,-677,12980,-15927
2011-02-25,128000.0,131000.0,319736.0,12.12,-86933,89667,23283
2011-02-28,129500.0,129500.0,398328.0,11.98,26067,99695,-121751
2011-03-02,128000.0,128000.0,338599.0,11.84,31528,-52169,26702
2011-03-03,128500.0,132000.0,355134.0,12.21,-60730,17474,60395
2011-03-04,133500.0,130500.0,728899.0,12.07,219728,-177998,-60529
2011-03-07,131000.0,128000.0,477089.0,11.84,187369,-154518,3341
2011-03-08,127500.0,129500.0,387276.0,11.98,62156,-52842,-31870
2011-03-09,129500.0,129500.0,486989.0,11.98,75770,-110383,17304
2011-03-10,128000.0,125500.0,709825.0,11.61,367397,-276754,-99082
2011-03-11,123500.0,123500.0,459665.0,11.42,81075,-94603,10803
2011-03-14,133000.0,136000.0,2061788.0,12.58,-247122,171090,95225
2011-03-15,136000.0,131000.0,1255134.0,12.12,36195,112577,-155668
2011-03-16,133000.0,133000.0,786184.0,12.3,-100232,98784,-34223
2011-03-17,131000.0,134000.0,730068.0,12.39,-89479,96494,-6550
2011-03-18,134000.0,138000.0,1334447.0,12.76,-448256,436984,-23341
2011-03-21,140000.0,139000.0,619338.0,12.86,-59415,88408,-26464
2011-03-22,138500.0,138500.0,712307.0,12.81,22655,-37696,14821
2011-03-23,138000.0,139500.0,635236.0,12.9,31083,-98002,46965
2011-03-24,138500.0,139500.0,474397.0,12.9,9082,-17707,7756
2011-03-25,142500.0,140500.0,624832.0,12.99,864,-42223,34641
2011-03-28,141000.0,143000.0,715888.0,13.23,-115392,90285,20652
2011-03-29,143000.0,144000.0,495508.0,13.32,-60477,3073,57647
2011-03-30,145000.0,143000.0,488145.0,13.23,11656,-31606,13846
2011-03-31,143000.0,140000.0,931517.0,12.95,195478,-258056,69493
2011-04-01,138500.0,142000.0,532035.0,13.13,-118094,19413,94019
2011-04-04,140500.0,139500.0,544790.0,12.9,137221,-153350,23573
2011-04-05,139500.0,141000.0,497887.0,13.04,-49310,-30232,86482
2011-04-06,141500.0,143500.0,849635.0,13.27,-80732,77088,23848
2011-04-07,145000.0,144000.0,677473.0,13.32,-38442,48808,12551
2011-04-08,144500.0,146000.0,563804.0,13.5,-136985,100735,53106
2011-04-11,147000.0,148000.0,466831.0,13.69,-5340,28477,-11668
2011-04-12,148500.0,145000.0,377852.0,13.41,18208,32053,-34125
2011-04-13,145000.0,147000.0,351387.0,13.6,44892,-39347,-3887
2011-04-14,146500.0,146000.0,640809.0,13.5,108470,-88996,-35705
2011-04-15,145000.0,144000.0,752374.0,13.32,179410,-56960,-144624
2011-04-18,144000.0,141500.0,770413.0,13.09,216393,-177633,-51906
2011-04-19,141500.0,142500.0,824119.0,13.18,-32621,-10183,48114
2011-04-20,146500.0,146500.0,783450.0,13.55,-87882,40876,56176
2011-04-21,149000.0,148000.0,742630.0,13.69,-100155,-167783,245922
2011-04-22,148000.0,146500.0,491548.0,13.55,45244,-82058,34174
2011-04-25,147500.0,145000.0,768574.0,13.41,191175,-145683,-20058
2011-04-26,144000.0,141500.0,1157004.0,13.09,293622,-339491,8978
2011-04-27,143500.0,142000.0,723992.0,13.13,17854,-75029,47662
2011-04-28,142500.0,143500.0,477253.0,13.27,21412,-22360,23782
2011-04-29,145000.0,136000.0,2228371.0,12.58,1099848,-666867,-424793
2011-05-02,135500.0,136000.0,875528.0,12.58,110694,113062,-233088
2011-05-03,138500.0,137000.0,973065.0,12.67,-13931,139850,-116526
2011-05-04,138000.0,138500.0,387565.0,12.81,-74874,116774,-58187
2011-05-06,137500.0,136500.0,492206.0,12.62,55775,-43076,-7034
2011-05-09,135000.0,133500.0,374765.0,12.35,72138,8514,-35997
2011-05-11,134500.0,134500.0,374176.0,12.44,70528,-58682,7973
2011-05-12,132500.0,131000.0,545399.0,12.12,180230,-58044,-121906
2011-05-13,131500.0,132500.0,565283.0,12.25,106811,-15601,-80036
2011-05-16,130500.0,128000.0,656180.0,11.84,208487,-158629,-9320
2011-05-17,127000.0,126000.0,593190.0,11.65,145281,-92058,-49229
2011-05-18,126000.0,131000.0,697821.0,12.12,-206574,250576,-44155
2011-05-19,131500.0,129500.0,468759.0,11.98,9430,7921,-35627
2011-05-20,130000.0,131500.0,411478.0,12.16,-61340,76197,-7916
2011-05-23,131500.0,130000.0,346119.0,12.02,-41203,91814,-50599
2011-05-24,127500.0,128000.0,696619.0,11.84,75260,123479,-196134
2011-05-25,128000.0,121500.0,840764.0,11.24,122272,-39514,-91930
2011-05-26,122500.0,121500.0,1032678.0,11.24,250249,-183068,-53084
2011-05-27,122000.0,119000.0,776782.0,11.01,172486,-106163,-42217
2011-05-30,118500.0,114000.0,1232148.0,10.54,315046,-280607,-2782
2011-05-31,114500.0,119000.0,990909.0,11.01,-33649,-54630,41141
2011-06-01,119000.0,117500.0,531117.0,10.87,92110,-44055,-54800
2011-06-02,113500.0,114000.0,825863.0,10.54,255542,-104801,-140206
2011-06-03,114000.0,118000.0,713486.0,10.91,-83632,41152,20035
2011-06-07,117000.0,116500.0,428729.0,10.77,-12674,5225,-5055
2011-06-08,117000.0,119000.0,895005.0,11.01,-196328,203098,-12684
2011-06-09,119000.0,122500.0,885466.0,11.33,-158643,241982,-109056
2011-06-10,123000.0,119500.0,474830.0,11.05,28975,64251,-77319
2011-06-13,118500.0,121000.0,345103.0,11.19,-74917,58773,-25940
2011-06-14,121000.0,121000.0,487608.0,11.19,27584,75539,-119240
2011-06-15,122000.0,118500.0,816097.0,10.96,247863,-101926,-115426
2011-06-16,115500.0,116000.0,396203.0,10.73,78833,-60595,7815
2011-06-17,117000.0,116000.0,436785.0,10.73,-79856,54838,-1098
2011-06-20,116500.0,119500.0,616439.0,11.05,-172616,158182,6503
2011-06-21,121500.0,124000.0,876903.0,11.47,-314743,267039,17159
2011-06-22,126000.0,124500.0,365344.0,11.51,-93187,114281,-23501
2011-06-23,123500.0,127500.0,607128.0,11.79,-212461,204078,12776
2011-06-24,126500.0,128500.0,518555.0,11.88,-260731,251354,-343
2011-06-27,127500.0,127000.0,381294.0,11.75,19222,48677,-12507
2011-06-28,128000.0,125000.0,380301.0,11.56,-3245,46776,-57260
2011-06-29,127500.0,129500.0,489515.0,11.98,-168434,120128,54047
2011-06-30,129500.0,129500.0,344125.0,11.98,-40447,97011,-77495
2011-07-01,131000.0,128500.0,443465.0,11.88,-5236,101185,-92746
