Symbol,카카오_시가(원),카카오_종가(원),카카오_거래량(주),카카오_PER(IFRS-연결),카카오_순매수수량(개인)(주),카카오_순매수수량(기관계)(주),카카오_순매수수량(외국인계)(주)
2005-03-10,22900.0,21900.0,736187.0,,100281,5469,-105750
2005-03-11,21900.0,22150.0,404569.0,,2032,-1512,-320
2005-03-14,22150.0,23400.0,1285476.0,,-169696,-3469,170960
2005-03-15,23400.0,22450.0,543623.0,,-20783,-557,23340
2005-03-16,22450.0,22750.0,342171.0,,2017,-332,-230
2005-03-17,22700.0,21700.0,554445.0,,192729,-904,-191825
2005-03-18,21650.0,21600.0,277661.0,,273,-393,120
2005-03-21,21550.0,21400.0,262214.0,,-12862,-598,13460
2005-03-22,21400.0,21900.0,465648.0,,-9088,-2346,11434
2005-03-23,21700.0,21500.0,250748.0,,-25020,-426,12556
2005-03-24,21950.0,21600.0,375831.0,,-17223,-297,17520
2005-03-25,21950.0,22450.0,998585.0,,-27487,1067,39310
2005-03-28,22750.0,22700.0,423531.0,,-16722,20,15102
2005-03-29,22850.0,21800.0,341377.0,,3194,3595,-6789
2005-03-30,21700.0,21600.0,286058.0,,34844,2270,-37114
2005-03-31,21900.0,21650.0,510809.0,,36083,-12,-36091
2005-04-01,21400.0,21800.0,260612.0,,-114,0,-133
2005-04-04,21750.0,21250.0,301491.0,,-2248,4405,-2277
2005-04-06,21150.0,21200.0,244212.0,,1007,-9,-998
2005-04-07,21300.0,21100.0,310213.0,,-1850,-346,2196
2005-04-08,21300.0,21100.0,193674.0,,-9410,0,0
2005-04-11,21000.0,20700.0,268281.0,,459,-309,0
2005-04-12,20550.0,20500.0,218789.0,,543,-10,0
2005-04-13,20550.0,20150.0,254202.0,,232,-358,-10
2005-04-14,20000.0,20100.0,220062.0,,-44179,-110,44288
2005-04-15,19950.0,20000.0,275929.0,,-5116,0,5116
2005-04-18,19300.0,18900.0,394638.0,,-2547,980,-27050
2005-04-19,19050.0,19100.0,179462.0,,-17648,-55,1138
2005-04-20,19500.0,19400.0,397946.0,,6567,-464,1093
2005-04-21,18750.0,19100.0,234875.0,,27051,-264,-29894
2005-04-22,19700.0,19200.0,480151.0,,-7570,34,5555
2005-04-25,18950.0,19300.0,182799.0,,-53016,203,50313
2005-04-26,19700.0,19100.0,256712.0,,6968,-127,0
2005-04-27,19000.0,19150.0,157107.0,,-11969,11996,-20
2005-04-28,19400.0,19150.0,307057.0,,-26130,17162,-4093
2005-04-29,18600.0,18600.0,243353.0,,24933,-21,-29641
2005-05-02,18800.0,18250.0,220681.0,,11759,-1570,-200
2005-05-03,18250.0,18050.0,232532.0,,43665,-19617,-390
2005-05-04,17750.0,17300.0,524686.0,,47530,-47530,0
2005-05-06,17300.0,17450.0,281106.0,,-35000,10000,25000
2005-05-09,17600.0,17150.0,201141.0,,4550,0,-4550
2005-05-10,17150.0,17350.0,369890.0,,0,0,0
2005-05-11,16800.0,16650.0,314948.0,,-39,-61,100
2005-05-12,16700.0,16500.0,268872.0,,-15499,-48,2879
2005-05-13,16300.0,16300.0,366303.0,,-1473,0,15370
2005-05-16,16200.0,16450.0,351216.0,,-826,926,-100
2005-05-17,16550.0,16150.0,289346.0,,3305,289,-3594
2005-05-18,16300.0,16200.0,253688.0,,-21853,0,1109
2005-05-19,16400.0,16750.0,779155.0,,86439,-71,-89508
2005-05-20,16950.0,16950.0,302487.0,,-68416,0,68416
2005-05-23,17050.0,17900.0,811679.0,,-87357,43510,67012
2005-05-24,18200.0,17950.0,424529.0,,34549,-25687,-652
2005-05-25,17950.0,17950.0,476041.0,,3023,2695,282
2005-05-26,18050.0,19400.0,1444221.0,,-39118,8959,900
2005-05-27,19700.0,19050.0,444017.0,,7530,15993,8110
2005-05-30,19100.0,18850.0,301387.0,,-5698,6601,-1403
2005-05-31,19500.0,20600.0,1535482.0,,-97887,91481,-6488
2005-06-01,20600.0,21300.0,898492.0,,-157428,158120,-12392
2005-06-02,21900.0,20900.0,657339.0,,-77540,91990,1550
2005-06-03,21600.0,22200.0,846528.0,,-58808,56033,3322
2005-06-07,22400.0,22550.0,673834.0,,-72200,-123,71823
2005-06-08,22600.0,22600.0,417357.0,,-67752,2000,64353
2005-06-09,22500.0,22900.0,749621.0,,-27511,-101803,127814
2005-06-10,22800.0,22600.0,595613.0,,20092,-119077,107096
2005-06-13,23250.0,22250.0,553954.0,,73093,-35701,-37512
2005-06-14,21950.0,20850.0,689128.0,,49232,-36438,-12974
2005-06-15,20800.0,21150.0,402446.0,,-721,-5153,4874
2005-06-16,21050.0,23950.0,1481083.0,,-241103,-42016,291076
2005-06-17,23500.0,23000.0,658103.0,,-10537,5770,3567
2005-06-20,23300.0,23050.0,561350.0,,-13393,12461,932
2005-06-21,23100.0,23300.0,478953.0,,516,-574,1058
2005-06-22,23700.0,22900.0,517038.0,,-37232,-945,44050
2005-06-23,22900.0,23250.0,888118.0,,8902,-10953,951
2005-06-24,22850.0,22600.0,330584.0,,10584,-8735,-1849
2005-06-27,23300.0,23400.0,1908033.0,,-96303,9928,84000
2005-06-28,23250.0,23350.0,344991.0,,-23580,23256,456
2005-06-29,23650.0,24200.0,909203.0,,-29100,31482,618
2005-06-30,23950.0,24150.0,538239.0,,-5010,-14270,19280
2005-07-01,24200.0,24050.0,782508.0,,-78212,-2108,77120
2005-07-04,24200.0,24350.0,435052.0,,-84543,16412,67179
2005-07-05,24350.0,24100.0,322558.0,,-22435,387,22048
2005-07-06,24400.0,24600.0,677299.0,,-67553,36154,30399
2005-07-07,24500.0,25750.0,748773.0,,-73515,42774,15956
2005-07-08,25650.0,26500.0,1350788.0,,-102525,-2934,102869
2005-07-11,27200.0,28000.0,1128548.0,,-170590,30578,137563
2005-07-12,28750.0,27900.0,663322.0,,-62938,-25275,76213
2005-07-13,28000.0,27200.0,306918.0,,-1458,3859,-2083
2005-07-14,27200.0,26250.0,677496.0,,29786,-34088,4661
2005-07-15,26100.0,26200.0,363203.0,,6534,-9693,1439
2005-07-18,26300.0,25300.0,572730.0,,88195,-23561,-64954
2005-07-19,25150.0,25700.0,421522.0,,55575,-9807,-45282
2005-07-20,25700.0,24650.0,590844.0,,15357,-216,-11440
2005-07-21,24700.0,24000.0,676822.0,,1639,-47266,45682
2005-07-22,24100.0,24100.0,422995.0,,24343,15017,-37160
2005-07-25,24000.0,25300.0,630751.0,,8099,28,-8127
2005-07-26,25000.0,25500.0,445535.0,,-74567,-198,82966
2005-07-27,25650.0,25200.0,382431.0,,-41454,-3891,49245
2005-07-28,25500.0,26100.0,419137.0,,-72992,-576,63568
2005-07-29,26700.0,27550.0,964046.0,,-161420,12709,138121
2005-08-01,27650.0,27200.0,309428.0,,-48064,-4609,40109
2005-08-02,27250.0,26850.0,332770.0,,-29001,4562,24290
2005-08-03,26850.0,26500.0,357099.0,,-12839,-474,23313
2005-08-04,26500.0,25750.0,473005.0,,-2541,5497,-11456
2005-08-05,24800.0,24600.0,302471.0,,-21032,6701,14311
2005-08-08,24100.0,24750.0,281260.0,,-7875,-3752,11627
2005-08-09,24400.0,25100.0,239418.0,,-34677,-303,34780
2005-08-10,25500.0,24600.0,468312.0,,671,-20416,16155
2005-08-11,24600.0,25800.0,486757.0,,-14832,-17028,31521
2005-08-12,25800.0,25600.0,314931.0,,-49259,2023,49436
2005-08-16,25650.0,25950.0,248579.0,,-26303,-4014,33787
2005-08-17,25600.0,25100.0,254561.0,,8765,-6573,-2062
2005-08-18,25000.0,24700.0,249586.0,,-10390,3443,6749
2005-08-19,24450.0,25400.0,271523.0,,-18619,39756,-18859
2005-08-22,25300.0,26000.0,290002.0,,-21396,19724,1892
2005-08-23,26100.0,26200.0,337152.0,,-33327,-7053,40051
2005-08-24,26200.0,25400.0,268947.0,,33554,-332,-33222
2005-08-25,25050.0,25000.0,216178.0,,44789,355,-45135
2005-08-26,24700.0,25150.0,215561.0,,-75289,20070,55219
2005-08-29,24750.0,25200.0,210176.0,,-38979,467,38732
2005-08-30,25500.0,25400.0,207435.0,,-18303,-9005,27650
2005-08-31,25450.0,25950.0,179923.0,,-5729,3895,1834
2005-09-01,26300.0,26450.0,319791.0,,-63495,13752,49835
2005-09-02,26550.0,27200.0,403097.0,,-95390,17064,78487
2005-09-05,27700.0,26700.0,250482.0,,7699,-2913,3377
2005-09-06,27000.0,27650.0,615973.0,,-10567,7336,3231
2005-09-07,27900.0,27550.0,327052.0,,-9120,18678,-12488
2005-09-08,27900.0,27500.0,378989.0,,-17762,-9210,26972
2005-09-09,27500.0,27850.0,232616.0,,-37820,7063,30807
2005-09-12,27850.0,29100.0,791518.0,,-89139,66603,23476
2005-09-13,29700.0,31200.0,1190024.0,,-193231,100549,92772
2005-09-14,31300.0,31250.0,625942.0,,-50724,-1103,51817
2005-09-15,31250.0,30700.0,687295.0,,-21300,7565,50
2005-09-16,30800.0,31600.0,653480.0,,-20263,24030,-8920
2005-09-20,32400.0,30500.0,699310.0,,117370,15019,-141819
2005-09-21,30500.0,30000.0,571750.0,,27976,3187,-23497
2005-09-22,29300.0,30850.0,844243.0,,-13205,-3820,21875
2005-09-23,31350.0,30600.0,503195.0,,-14202,-4211,18915
2005-09-26,30700.0,30700.0,343322.0,,-3763,-224,8315
2005-09-27,30700.0,32300.0,951446.0,,5423,942,-9385
2005-09-28,32650.0,32050.0,513231.0,,49878,-41062,694
2005-09-29,32200.0,31850.0,269418.0,,-4468,-4535,8943
2005-09-30,32100.0,31350.0,367772.0,,8073,-2749,-6134
2005-10-04,31350.0,32200.0,433805.0,,-41559,1463,41122
2005-10-05,32200.0,31400.0,334559.0,,11618,706,-12334
2005-10-06,30900.0,29750.0,692839.0,,-5622,-14603,23696
2005-10-07,29750.0,29750.0,367813.0,,-29584,-5131,34465
2005-10-10,29800.0,30000.0,351671.0,,7084,-29147,21863
2005-10-11,29950.0,30350.0,349592.0,,10362,-12260,898
2005-10-12,30050.0,29150.0,869329.0,,156689,-23207,-139099
2005-10-13,29300.0,29200.0,626915.0,,68173,56117,-118813
2005-10-14,28850.0,28050.0,533976.0,,-49491,43955,5316
2005-10-17,27650.0,27000.0,535807.0,,55150,-23495,-31725
2005-10-18,27000.0,27300.0,464338.0,,58200,-1720,-66980
2005-10-19,26950.0,25600.0,519906.0,,47516,-26713,-23145
2005-10-20,25950.0,25050.0,441309.0,,57127,-31444,-21413
2005-10-21,24600.0,26150.0,623470.0,,37189,23107,-61318
2005-10-24,26450.0,27850.0,1014205.0,,-14712,6090,13454
2005-10-25,28450.0,27350.0,407295.0,,-15387,-9682,25770
2005-10-26,27550.0,27600.0,401832.0,,-2277,-368,10101
2005-10-27,27400.0,27450.0,261116.0,,-23100,3050,20050
2005-10-28,26150.0,26750.0,267929.0,,-2755,-4935,6640
2005-10-31,27000.0,27000.0,242409.0,,-13536,3477,12414
2005-11-01,27400.0,29500.0,672038.0,,-110925,107314,8762
2005-11-02,29500.0,30450.0,1380368.0,,-71582,42533,16303
2005-11-03,30700.0,31450.0,1001182.0,,-106309,105023,150
2005-11-04,31700.0,32000.0,973954.0,,-285282,250972,10
2005-11-07,32400.0,31850.0,386670.0,,-47868,47387,231
2005-11-08,32200.0,33900.0,1299911.0,,-32606,27112,228
2005-11-09,33500.0,33950.0,590941.0,,-29834,33574,-140
2005-11-10,32300.0,31400.0,1549295.0,,31787,70597,-125448
2005-11-11,32000.0,34500.0,1869347.0,,-282827,212965,75895
2005-11-14,36500.0,35000.0,1914689.0,,43615,-55728,30665
2005-11-15,35900.0,35300.0,671940.0,,27973,-29129,3335
2005-11-16,34750.0,34850.0,569253.0,,-39791,16743,-2732
2005-11-17,35000.0,36200.0,1011479.0,,-33229,21385,10339
2005-11-18,37200.0,35900.0,544976.0,,-4120,4159,966
2005-11-21,35900.0,35400.0,547490.0,,-52969,39760,13089
2005-11-22,35700.0,35500.0,458811.0,,-5946,-1119,1865
2005-11-23,35500.0,36500.0,689696.0,,-81570,82502,-482
2005-11-24,37000.0,36500.0,842439.0,,4758,2402,300
2005-11-25,36600.0,35400.0,537617.0,,35836,-44645,1109
2005-11-28,35750.0,34350.0,582912.0,,70380,-67495,4800
2005-11-29,33300.0,33500.0,524236.0,,8339,-38591,252
2005-11-30,32550.0,34350.0,425158.0,,-20293,19201,592
2005-12-01,34050.0,34500.0,414347.0,,-23476,25935,4051
2005-12-02,35200.0,34000.0,404588.0,,-7812,4756,2956
2005-12-05,33600.0,33450.0,344808.0,,24965,-15119,-4316
2005-12-06,34500.0,36150.0,1083865.0,,-46649,35652,1037
2005-12-07,36150.0,34100.0,545566.0,,33336,-18083,-6643
2005-12-08,33700.0,34150.0,392312.0,,-47272,49804,568
2005-12-09,33950.0,34800.0,433998.0,,9195,-7882,-1229
2005-12-12,35000.0,35500.0,892168.0,,37148,14320,-51239
2005-12-13,37200.0,40450.0,2320258.0,,-189870,133854,24675
2005-12-14,41200.0,40000.0,1311978.0,,30474,33955,-67185
2005-12-15,39700.0,41500.0,872071.0,,29089,11479,-91317
2005-12-16,40300.0,40300.0,781892.0,,56830,1715,-56922
2005-12-19,40000.0,42300.0,1139566.0,,-9547,73132,-92562
2005-12-20,41500.0,40000.0,775638.0,,59643,9612,-38770
2005-12-21,39600.0,39250.0,638914.0,,10956,-8758,-14998
2005-12-22,39350.0,37100.0,634461.0,,5415,-19574,5859
2005-12-23,37250.0,38400.0,686983.0,,11287,6113,-33870
2005-12-26,38600.0,38400.0,644400.0,,127753,9662,-133225
2005-12-27,38100.0,41300.0,1684027.0,,-102792,207061,-203280
2005-12-28,40900.0,41450.0,977880.0,,-100239,187757,-107588
2005-12-29,41900.0,42900.0,1272755.0,,128465,18131,-145475
2006-01-02,43150.0,44000.0,1109934.0,,-86656,58827,21996
2006-01-03,44800.0,44400.0,823819.0,,69979,64255,-146481
2006-01-04,44600.0,43000.0,1522661.0,,48647,18421,-99918
2006-01-05,43100.0,41700.0,890704.0,,81765,-86302,-4473
2006-01-06,42000.0,42950.0,625195.0,,-31487,-15399,48774
2006-01-09,44050.0,49350.0,2157811.0,,-290564,255317,-28079
2006-01-10,50900.0,48850.0,2100213.0,,85246,-33113,-82956
2006-01-11,50200.0,53300.0,1420564.0,,28282,-43244,17656
2006-01-12,53000.0,51300.0,1431489.0,,-34637,-6878,21925
2006-01-13,49800.0,50000.0,1099390.0,,-19920,25373,-42788
2006-01-16,51000.0,54000.0,1464520.0,,-152933,201808,-58427
2006-01-17,53500.0,51400.0,1191295.0,,-16295,-5787,-3733
2006-01-18,50400.0,46200.0,1985417.0,,274085,-205151,-41281
2006-01-19,45000.0,46200.0,1574563.0,,58706,-12102,-55189
2006-01-20,45500.0,39300.0,2083701.0,,163847,-139893,-22888
2006-01-23,37700.0,34600.0,1914321.0,,99700,-87718,-105884
2006-01-24,35500.0,36000.0,3252086.0,,119581,-110630,58876
2006-01-25,36600.0,38650.0,2624267.0,,-220472,-38294,299198
2006-01-26,39000.0,39100.0,1171143.0,,78872,-52153,-24113
2006-01-27,40400.0,40200.0,1097550.0,,-45546,40486,-2714
2006-01-31,40300.0,40550.0,708238.0,,10127,6809,-2201
2006-02-01,39200.0,37950.0,1569061.0,,151615,22395,-163029
2006-02-02,41100.0,43600.0,3434671.0,,-145938,-39930,183207
2006-02-03,42900.0,40250.0,1812894.0,,240026,-89781,-100642
2006-02-06,38900.0,39950.0,1348532.0,,17574,47235,-92072
2006-02-07,39100.0,39350.0,1427898.0,,-57760,44817,5006
2006-02-08,39150.0,42450.0,1944327.0,,-348468,108991,192087
2006-02-09,44600.0,42150.0,2417031.0,,78736,12747,-51586
2006-02-10,41900.0,42800.0,849336.0,,19775,2121,-25896
2006-02-13,42750.0,40350.0,712257.0,,-6971,8899,-6608
2006-02-14,39050.0,39800.0,719446.0,,-25081,-16609,55070
2006-02-15,40650.0,38400.0,674502.0,,41106,-39148,-858
2006-02-16,38500.0,39750.0,639432.0,,-54170,49117,9215
2006-02-17,39900.0,38800.0,971012.0,,-15065,27419,-1399
2006-02-20,38800.0,39250.0,710529.0,,-23614,1279,13835
2006-02-21,39100.0,39000.0,448315.0,,18456,-5490,-16
2006-02-22,38850.0,38500.0,600307.0,,109718,-2334,-108384
2006-02-23,38850.0,38550.0,476286.0,,24332,-20626,-1706
2006-02-24,38700.0,39150.0,604729.0,,24441,-24502,7817
2006-02-27,39400.0,41000.0,773573.0,,-65607,48538,15335
2006-02-28,41900.0,41000.0,557995.0,,-50901,37605,4955
2006-03-02,41200.0,40100.0,410228.0,,26817,-16891,-2526
2006-03-03,40100.0,38400.0,503861.0,,37007,-36138,12462
2006-03-06,38550.0,39000.0,251957.0,,-25920,16737,7646
2006-03-07,38500.0,37250.0,332558.0,,9773,4088,-8024
2006-03-08,36700.0,37650.0,274969.0,,22287,-20159,-4828
2006-03-09,37650.0,37250.0,356218.0,,2459,9997,-12486
2006-03-10,36500.0,36550.0,414457.0,,96974,-24815,-57769
2006-03-13,37150.0,36300.0,418847.0,,120848,-51108,-46290
2006-03-14,36050.0,35200.0,437102.0,,63921,-7673,-59048
2006-03-15,35900.0,34800.0,391601.0,,9137,-8627,-4346
2006-03-16,34700.0,32850.0,658014.0,,151893,-22999,-109418
2006-03-17,33050.0,33450.0,687446.0,,147713,19335,-166548
2006-03-20,33450.0,34350.0,543247.0,,-54096,39070,-474
2006-03-21,34900.0,34400.0,579098.0,,-18766,14481,3285
2006-03-22,34250.0,33250.0,277619.0,,-3412,881,1531
2006-03-23,33750.0,34500.0,481743.0,,-114763,77210,3553
2006-03-24,35250.0,36300.0,726963.0,,-160687,164373,-15663
2006-03-27,36300.0,36300.0,343251.0,,-73463,58053,15410
2006-03-28,36000.0,36500.0,564843.0,,-56623,39249,18713
2006-03-29,36400.0,38200.0,545053.0,,-124704,117488,7157
2006-03-30,38700.0,40700.0,903115.0,,-280779,189762,5847
2006-03-31,40950.0,41450.0,723513.0,,-197223,156110,49473
2006-04-03,42400.0,41600.0,418840.0,,-15905,43570,-30949
2006-04-04,41600.0,41950.0,432468.0,,2030,61,189
2006-04-05,42750.0,42600.0,1059981.0,,2848,36266,-9584
2006-04-06,43250.0,42250.0,390321.0,,-49137,8403,16494
2006-04-07,42950.0,43100.0,596958.0,,-104921,53922,19570
2006-04-10,42600.0,43500.0,377741.0,,-56997,36156,23356
2006-04-11,43600.0,41300.0,698545.0,,52796,22487,-60048
2006-04-12,40900.0,41150.0,325538.0,,52509,-28270,10751
2006-04-13,41200.0,45200.0,1152504.0,,-158913,24056,136521
2006-04-14,45300.0,45600.0,630138.0,,26339,4337,-31889
2006-04-17,45900.0,45850.0,741994.0,,-18177,40164,-6775
2006-04-18,45550.0,46100.0,398787.0,,-41669,46536,-22035
2006-04-19,47200.0,46400.0,591488.0,,-53131,19823,12383
2006-04-20,46900.0,44850.0,443101.0,,17360,8777,-16207
2006-04-21,46000.0,46000.0,572794.0,,-31460,77370,-46082
2006-04-24,45800.0,45000.0,315934.0,,-35225,49933,-14638
2006-04-25,44450.0,44250.0,447900.0,,-57279,78975,-22796
2006-04-26,44250.0,47350.0,1134299.0,,-341979,248958,101683
2006-04-27,47350.0,47350.0,0.0,,0,0,0
2006-04-28,47350.0,47350.0,0.0,,0,0,0
2006-05-02,47350.0,47350.0,0.0,,0,0,0
2006-05-03,47350.0,47350.0,0.0,,0,0,0
2006-05-04,47350.0,47350.0,0.0,,0,0,0
2006-05-08,47350.0,47350.0,0.0,,0,0,0
2006-05-09,47350.0,47350.0,0.0,,0,0,0
2006-05-10,47350.0,47350.0,0.0,,0,0,0
2006-05-11,47350.0,47350.0,0.0,,0,0,0
2006-05-12,47350.0,47350.0,0.0,,0,0,0
2006-05-15,47350.0,47350.0,0.0,,0,0,0
2006-05-16,47350.0,47350.0,0.0,,0,0,0
2006-05-17,47350.0,47350.0,0.0,,0,0,0
2006-05-18,47350.0,47350.0,0.0,,0,0,0
2006-05-19,42100.0,46400.0,1609647.0,,413829,-327469,-63250
2006-05-22,46400.0,42800.0,617312.0,,-31337,90769,-30775
2006-05-23,42550.0,43550.0,797333.0,,-138761,142305,-34401
2006-05-24,43000.0,42700.0,363371.0,,-22373,36221,-13420
2006-05-25,43400.0,42100.0,480681.0,,-50216,5464,4232
2006-05-26,43700.0,45600.0,509409.0,,-134823,129538,4465
2006-05-29,46100.0,47500.0,492695.0,,-44581,40277,32309
2006-05-30,48100.0,48400.0,410675.0,,-15085,61658,-26445
2006-06-01,48400.0,47500.0,355068.0,,-15424,-11803,27107
2006-06-02,48700.0,47750.0,243334.0,,-31218,32453,-1165
2006-06-05,47800.0,45200.0,184019.0,,24505,-8957,-15548
2006-06-07,43000.0,42100.0,260530.0,,17295,-1521,-11474
2006-06-08,41400.0,41100.0,314731.0,,52070,-1395,-50675
2006-06-09,42800.0,43600.0,310569.0,,-20634,27372,9155
2006-06-12,42700.0,42800.0,212773.0,,11429,2183,-17262
2006-06-13,41250.0,41650.0,179566.0,,-10400,-529,6509
2006-06-14,41800.0,43550.0,201453.0,,-62709,57267,4742
2006-06-15,44000.0,42100.0,264681.0,,21814,33986,-44800
2006-06-16,43500.0,43100.0,182312.0,,-38279,18782,18997
2006-06-19,42800.0,43600.0,134455.0,,-6903,4477,626
2006-06-20,43550.0,41400.0,148676.0,,27344,-15556,-15374
2006-06-21,41600.0,40800.0,202656.0,,41782,1876,-42058
2006-06-22,41900.0,40100.0,297268.0,,58896,-32527,31
2006-06-23,39600.0,38700.0,356414.0,,90164,-87499,1285
2006-06-26,38550.0,37700.0,292787.0,,26930,-16275,-7327
2006-06-27,37700.0,35850.0,615012.0,,108346,-140279,26767
2006-06-28,35850.0,38300.0,946868.0,,-196792,-25048,155658
2006-06-29,39150.0,40100.0,469543.0,,-197403,-2917,208921
2006-06-30,41200.0,40900.0,234900.0,,-54489,42108,-6836
2006-07-03,40600.0,41000.0,116581.0,,-18687,191,13226
2006-07-04,41500.0,40900.0,238756.0,,-2882,4961,-1059
2006-07-05,40300.0,39900.0,144678.0,,-32860,-3283,39183
2006-07-06,39900.0,41200.0,241266.0,,-45028,18119,29963
2006-07-07,41500.0,41550.0,189935.0,,-27207,-3293,30800
2006-07-10,41550.0,43000.0,208040.0,,-96151,4502,92449
2006-07-11,43300.0,45400.0,244094.0,,-66417,7686,58733
2006-07-12,46000.0,48750.0,677220.0,,-195234,-25482,220996
2006-07-13,48500.0,49350.0,1104685.0,,-21151,-308154,343473
2006-07-14,48700.0,51500.0,707822.0,,-97274,-128793,241251
2006-07-18,51500.0,47150.0,271843.0,,10213,-7156,-3423
2006-07-19,46900.0,47700.0,419675.0,,4179,-45949,44669
2006-07-20,49350.0,48900.0,213938.0,,-14867,10751,4289
2006-07-21,48050.0,49700.0,179202.0,,-22479,18398,4081
2006-07-24,49800.0,48700.0,192875.0,,10940,-9884,171
2006-07-25,49600.0,47750.0,192786.0,,13921,-11934,-1987
2006-07-26,48300.0,50600.0,419813.0,,-21544,-18186,41150
2006-07-27,52000.0,49700.0,412206.0,,11648,-1498,-7176
2006-07-28,49700.0,48900.0,177482.0,,6480,-1131,-14749
2006-07-31,49700.0,48600.0,216029.0,,10599,-2262,-8923
2006-08-01,48600.0,47350.0,194320.0,,12253,-11806,1358
2006-08-02,47100.0,50700.0,568199.0,,46375,40592,-80552
2006-08-03,50500.0,48700.0,430937.0,,-12888,-6670,22580
2006-08-04,49100.0,48500.0,418790.0,,42935,35159,-79552
2006-08-07,50300.0,49500.0,530295.0,,-20522,1260,19146
2006-08-08,50100.0,50100.0,307438.0,,-6001,21199,253
2006-08-09,50000.0,53500.0,540774.0,,-115003,72938,16241
2006-08-10,53100.0,54000.0,441515.0,,-28009,37665,-15666
2006-08-11,54200.0,52100.0,301602.0,,23277,34347,-59849
2006-08-14,52100.0,50800.0,238412.0,,55436,-7038,-59227
2006-08-16,51800.0,50800.0,335062.0,,57497,48516,-111875
2006-08-17,51300.0,52400.0,361833.0,,-48570,35863,9426
2006-08-18,52600.0,51100.0,195575.0,,12970,-3011,1060
2006-08-21,51300.0,50300.0,197202.0,,-5225,2704,2671
2006-08-22,50700.0,52800.0,306905.0,,-36837,3151,18686
2006-08-23,51700.0,52600.0,232654.0,,-31696,49490,-20244
2006-08-24,52000.0,51200.0,188356.0,,47999,-10362,-38087
2006-08-25,51400.0,51100.0,215070.0,,46845,22753,-74270
2006-08-28,48100.0,48950.0,588121.0,,-49147,38556,16453
2006-08-29,49350.0,48500.0,297985.0,,22398,1799,-18097
2006-08-30,49200.0,49000.0,222202.0,,-25904,22491,3663
2006-08-31,49350.0,49900.0,226132.0,,-38223,37818,56
2006-09-01,49500.0,52300.0,390712.0,,-98969,27281,71869
2006-09-04,52700.0,52100.0,201040.0,,-40133,19414,16719
2006-09-05,52700.0,52300.0,164814.0,,36302,-45262,10480
2006-09-06,53000.0,52400.0,359167.0,,30791,-33222,1125
2006-09-07,52000.0,52100.0,210048.0,,7157,-3416,-3941
2006-09-08,52400.0,52800.0,206809.0,,-10701,-8560,15251
2006-09-11,53300.0,52100.0,207591.0,,4313,-24821,13430
2006-09-12,52400.0,50700.0,201526.0,,6641,3568,-11248
2006-09-13,51600.0,51200.0,135432.0,,-3528,-3348,3124
2006-09-14,51000.0,51500.0,290652.0,,70377,-41845,-25982
2006-09-15,51600.0,52000.0,405036.0,,57449,-56880,2593
2006-09-18,52300.0,50800.0,374370.0,,71790,-34964,-19216
2006-09-19,50800.0,50300.0,426390.0,,124179,-126275,8156
2006-09-20,50000.0,49450.0,345160.0,,39357,-38893,7965
2006-09-21,50000.0,49900.0,288553.0,,-43153,16595,26608
2006-09-22,49400.0,48100.0,225123.0,,33986,-4732,-19323
2006-09-25,48000.0,47700.0,150467.0,,1189,-3876,4271
2006-09-26,48200.0,48600.0,292825.0,,-3475,-40206,34911
2006-09-27,49100.0,48150.0,218184.0,,39551,-44347,5776
2006-09-28,48500.0,49350.0,212275.0,,-3160,-44007,-476
2006-09-29,49200.0,48150.0,184722.0,,65743,-18938,-39120
2006-10-02,47900.0,48150.0,282373.0,,15222,-9753,606
2006-10-04,48250.0,46500.0,242815.0,,45385,-39311,-5934
2006-10-09,47100.0,45000.0,441751.0,,-26451,1736,26166
2006-10-10,45500.0,46150.0,221069.0,,-44734,29594,13522
2006-10-11,45300.0,45300.0,162243.0,,-15341,5493,3548
2006-10-12,45700.0,48450.0,372981.0,,-9844,21350,2041
2006-10-13,49200.0,49000.0,483536.0,,-26982,29933,-6403
2006-10-16,49300.0,49400.0,195061.0,,-39696,1845,43417
2006-10-17,49800.0,48050.0,251369.0,,-11912,-19089,27001
2006-10-18,47950.0,49500.0,180450.0,,-52297,17443,31908
2006-10-19,50100.0,51200.0,299548.0,,-75400,42848,23232
2006-10-20,51500.0,51400.0,468436.0,,-185777,166483,17366
2006-10-23,52100.0,51700.0,162920.0,,-14781,11559,-791
2006-10-24,51500.0,50300.0,243747.0,,-8131,35047,-34857
2006-10-25,50400.0,50400.0,112899.0,,-17080,-8074,24451
2006-10-26,51000.0,52600.0,248075.0,,-78239,24076,52325
2006-10-27,52500.0,51700.0,165106.0,,45082,-35926,55
2006-10-30,52700.0,56500.0,1136189.0,,-37029,16045,12534
2006-10-31,58200.0,55800.0,607594.0,,82595,-44941,-13206
2006-11-01,56200.0,54800.0,424074.0,,69435,-7640,-63752
2006-11-02,54500.0,56000.0,360436.0,,-71472,75106,-3731
2006-11-03,56200.0,57200.0,274729.0,,-61625,51564,-245
2006-11-06,57800.0,60500.0,811018.0,,-57140,62510,-10776
2006-11-07,61000.0,59200.0,239889.0,,-11938,48,200
2006-11-08,59200.0,56900.0,335341.0,,10330,55432,-68391
2006-11-09,57300.0,59500.0,522721.0,,41026,-41379,-1227
2006-11-10,58500.0,58000.0,225923.0,,13757,3933,-18868
