Symbol,카카오_시가(원),카카오_종가(원),카카오_거래량(주),카카오_PER(IFRS-연결),카카오_순매수수량(개인)(주),카카오_순매수수량(기관계)(주),카카오_순매수수량(외국인계)(주)
2000-01-04,400000,340500,299705,139.8,15505,4610,-915
2000-01-05,300000,300000,11735,123.17,159,-359,300
2000-01-06,285000,264000,287096,108.39,15600,-5058,-10353
2000-01-07,232500,232500,12935,95.46,-1680,1420,-440
2000-01-10,232500,235000,748874,96.48,-13347,-9525,22317
2000-01-11,263000,263000,158638,107.98,1711,-25972,27942
2000-01-12,231500,247000,835796,101.41,-67361,-10776,74527
2000-01-13,233000,217500,481144,89.3,42430,-9488,-21692
2000-01-14,225000,233500,685501,95.87,23750,-23115,-319
2000-01-17,250000,261500,498122,107.37,-1946,-10113,9403
2000-01-18,265000,292500,257945,120.09,3400,-7050,3950
2000-01-19,324000,259000,748278,106.34,30690,-1335,-18756
2000-01-20,260000,281000,678076,115.37,9494,-6960,-1000
2000-01-21,281000,275000,539470,112.91,-10955,9985,1950
2000-01-24,271000,273000,303779,112.09,-29252,3400,26087
2000-01-25,245000,240500,254165,98.74,-720,1443,-2218
2000-01-26,245000,220000,394786,90.33,-3610,-2700,-1640
2000-01-27,205000,194000,247224,79.65,2604,4200,-4784
2000-01-28,181000,217000,515977,89.1,26366,-9140,-8638
2000-01-31,213000,243000,206802,99.77,-47189,-739,47882
2000-02-01,272000,272000,35182,111.68,-265,0,170
2000-02-02,280500,279000,578226,114.55,26806,-15870,-10402
2000-02-03,156000,156000,201794,128.1,-2265,0,12440
2000-02-07,174500,174500,12519,143.29,-2298,2300,-2
2000-02-08,195000,195000,600859,160.12,-67363,-4637,96117
2000-02-09,205000,218000,225518,179.01,-30683,20500,-17410
2000-02-10,229000,244000,163733,200.36,-4561,-3558,5026
2000-02-11,273000,273000,55360,224.17,40,-1100,2135
2000-02-14,264000,247000,1254125,202.82,17529,-38258,23135
2000-02-15,250000,217500,648619,178.6,-47518,19631,25883
2000-02-16,210000,243500,871486,199.95,-23440,38152,-13235
2000-02-17,246000,243500,1019885,199.95,-1375,12852,-9528
2000-02-18,250500,228000,912308,187.22,17798,-30585,15075
2000-02-21,210000,206500,588638,169.57,-2701,4001,-1652
2000-02-22,215000,196000,481754,160.95,3864,-5654,-4705
2000-02-23,187000,180000,461574,147.81,-26367,-4500,31300
2000-02-24,199000,201500,198168,165.46,-9066,3581,-1044
2000-02-25,219500,200000,505172,164.23,-42922,33830,12889
2000-02-28,190000,184000,472014,151.09,-21785,7050,11150
2000-02-29,191000,184000,277474,151.09,10373,-220,-7153
2000-03-02,190000,179500,309043,147.4,-7011,200,4061
2000-03-03,158000,158000,616721,129.74,-26682,20864,-346
2000-03-06,165000,147000,476923,120.71,19194,-15630,1020
2000-03-07,141500,156000,583977,128.1,10174,-1537,-8620
2000-03-08,148000,160000,765858,131.38,-46848,13640,35160
2000-03-09,164000,179000,657180,146.99,-101222,78001,22997
2000-03-10,185000,177000,805770,145.34,30742,28690,37810
2000-03-13,177000,157000,480702,128.92,18568,-14270,-9
2000-03-14,143000,145500,432507,119.48,17139,-25357,3114
2000-03-15,140000,142500,620710,117.01,13551,-6000,-12463
2000-03-16,145000,147000,1060110,120.71,33848,-27000,1310
2000-03-17,143000,129500,354337,106.34,1981,-14073,11095
2000-03-20,125000,114000,282628,93.61,-30115,21700,9549
2000-03-21,102000,110000,721601,90.33,-16896,4000,5268
2000-03-22,115000,114500,663165,94.02,15976,-3000,-10451
2000-03-23,119500,110000,479646,90.33,-21285,-8639,30916
2000-03-24,113500,109000,294750,89.51,34060,-26941,-5660
2000-03-27,111000,115500,626061,94.84,-7089,1063,1090
2000-03-28,116000,115500,272204,94.84,-1428,13954,-10340
2000-03-29,110000,103000,239908,84.58,-30422,40800,0
2000-03-30,96500,115000,588454,94.43,-41979,-6881,54772
2000-03-31,111500,102500,655624,84.17,18418,-3040,-17000
2000-04-03,105000,96500,369369,79.24,-63695,17193,43000
2000-04-04,92000,87800,525347,72.1,61365,500,-52064
2000-04-06,88000,89200,688677,73.25,7189,-1654,-8179
2000-04-07,94000,99900,413924,82.03,-37181,22541,13440
2000-04-10,108000,111500,104221,91.56,4095,-2993,508
2000-04-11,100500,100000,822622,82.11,-5016,5000,-2159
2000-04-12,97000,97000,297372,79.65,15235,-24000,9093
2000-04-14,90000,85400,236537,70.13,37991,-4750,-33975
2000-04-17,75200,75200,7533,61.75,550,0,-700
2000-04-18,77100,67400,631180,55.35,169266,-30320,-135250
2000-04-19,70200,68000,649251,55.84,4220,-20805,-140
2000-04-20,67000,62800,424136,51.57,13910,500,1130
2000-04-21,64600,70300,789166,57.73,-5397,4500,-91
2000-04-24,69800,62000,460887,50.91,-1574,1500,0
2000-04-25,59100,61200,475086,50.25,7194,-7300,0
2000-04-26,64300,60000,415691,49.27,2168,5380,-7552
2000-04-27,57500,52800,261597,43.36,-506,0,490
2000-04-28,54000,52500,416303,43.11,15126,-12500,-2613
2000-05-02,54100,58800,332684,48.28,-46586,10000,38604
2000-05-03,59900,62000,558891,50.91,-67129,-8000,76180
2000-05-04,62700,63500,444634,52.14,13952,-13760,120
2000-05-08,66100,62700,430612,51.49,5474,0,-5360
2000-05-09,60100,58600,262254,48.12,20466,-1000,-19470
2000-05-10,58500,57400,343443,47.13,54995,0,-56142
2000-05-12,55900,52000,299407,42.7,-1338,1000,0
2000-05-15,50000,45850,302507,37.65,-356,500,100
2000-05-16,45850,51300,437778,42.13,7161,-7136,0
2000-05-17,53100,46000,629814,37.77,3190,-4240,1000
2000-05-18,45000,47200,946746,38.76,-29738,33305,-3700
2000-05-19,49500,52800,887775,43.36,5169,-13850,9300
2000-05-22,54000,51100,1720376,41.96,3079,-2260,-1440
2000-05-23,53000,57200,615444,46.97,-125588,1930,160691
2000-05-24,59900,64000,1163564,52.55,-102595,5365,104850
2000-05-25,65000,69600,915709,57.15,-22150,21451,1000
2000-05-26,66900,66000,1274576,54.2,14425,18876,-7353
2000-05-29,66000,64300,744024,52.8,7116,-9000,1636
2000-05-30,66000,72000,837302,59.12,95638,3900,-84918
2000-05-31,77400,80600,911870,66.18,-62472,19316,32190
2000-06-01,80600,78600,1171028,64.54,4003,-13500,14990
2000-06-02,82800,78100,769922,64.13,6133,-1000,1682
2000-06-05,83100,87400,613921,71.77,-28512,5000,14410
2000-06-07,89000,97800,825567,80.31,23131,-31800,5424
2000-06-08,104000,109500,1214861,89.92,-103625,-7700,113901
2000-06-09,105000,99600,1432711,81.79,-5129,17550,-7035
2000-06-12,99000,95400,816050,78.34,-49161,46900,7630
2000-06-13,95000,90800,1032702,74.56,1319,-16217,12320
2000-06-14,94300,90900,697344,74.64,38284,-12700,-28460
2000-06-15,89000,80000,474702,65.69,11843,-1200,-2736
2000-06-16,77000,89600,1330680,73.58,29062,19353,-202
2000-06-19,91000,83000,1523690,68.16,52014,-4970,4790
2000-06-20,86700,84200,710312,69.14,-61441,58539,100
2000-06-21,85100,88300,1012569,72.51,-17186,-33250,49970
2000-06-22,90000,86900,665756,71.36,-38889,67457,3920
2000-06-23,83000,88500,747297,72.67,39246,14270,-2745
2000-06-26,88000,99100,1247345,81.38,20839,-7370,-8550
2000-06-27,102500,100000,2112011,82.11,13151,-10882,90
2000-06-28,100000,112000,1329988,91.97,30796,-9665,-17605
2000-06-29,117000,105000,2329785,86.22,29677,-27030,7575
2000-06-30,103000,106000,1747762,87.04,-27546,32526,-710
2000-07-03,106000,106000,732626,87.04,-8957,21930,-14500
2000-07-04,102000,97900,689029,80.39,11251,-9770,-1010
2000-07-05,96000,87000,798666,71.44,-9017,21042,-6810
2000-07-06,85000,89000,837620,73.08,-27454,34202,-4860
2000-07-07,90100,88100,436625,72.34,-9613,11289,1295
2000-07-10,86200,84900,440176,69.72,-11936,13334,-1540
2000-07-11,85500,79000,596275,64.87,27659,-958,-18698
2000-07-12,80100,88400,1299111,72.59,48271,-5468,-25469
2000-07-13,90000,86000,1626246,70.62,23713,-14262,-38168
2000-07-14,89900,87400,933559,71.77,746,26600,-26900
2000-07-18,88000,82000,956518,67.33,153036,20800,-174490
2000-07-19,79100,72900,934901,59.86,91614,-67926,-26177
2000-07-20,70200,72000,1467906,59.12,55326,-3298,-48623
2000-07-21,71100,69400,483325,56.99,-31637,6130,-240
2000-07-24,67100,67500,594324,55.43,-106881,-5230,122150
2000-07-25,67400,75600,687125,62.08,-32267,8277,24720
2000-07-26,77600,72800,1155235,59.78,-10491,13000,-1760
2000-07-27,73500,70500,473923,57.89,-10229,17550,-7380
2000-07-28,68500,63800,462238,52.39,20358,-21050,510
2000-07-31,61000,71400,1114759,58.63,2806,-2000,-590
2000-08-01,72100,70400,1159988,57.81,-8814,8356,-80
2000-08-02,70400,71000,1024464,58.3,1022,1200,-2150
2000-08-03,71700,72200,1116165,59.29,-12120,11150,1500
2000-08-04,73000,69700,408324,57.23,33022,-32900,0
2000-08-07,68500,66200,295285,54.36,-25719,23140,2600
2000-08-08,66800,66900,474712,54.94,-2953,2900,-1500
2000-08-09,67300,69800,595953,57.32,22937,-22633,0
2000-08-10,69400,67400,317115,55.35,-1370,1766,50
2000-08-11,67000,66500,259615,54.61,25284,-11129,-14690
2000-08-14,66200,65500,243691,53.79,267,-3673,0
2000-08-16,65400,65700,216450,53.95,17534,-17800,270
2000-08-17,65100,62600,299512,51.4,5461,-2450,0
2000-08-18,63000,60300,303672,49.52,40474,-4900,-35559
2000-08-21,59000,54900,255786,45.08,695,10,700
2000-08-22,56100,61400,1016666,50.42,64251,-55295,830
2000-08-23,62200,58400,800108,47.95,-43007,33525,-30
2000-08-24,60000,59600,958987,48.94,7208,2410,-1620
2000-08-25,60000,62700,1423124,51.49,-71466,39881,32820
2000-08-28,66700,70200,409032,57.64,-2675,2305,521
2000-08-29,73700,70400,1569440,57.81,54432,11387,-75000
2000-08-30,70300,69500,642358,57.07,-11573,-635,11240
2000-08-31,70500,69200,566904,56.82,-4815,3376,-1450
2000-09-01,69200,71700,1502348,58.88,-8144,14035,-1540
2000-09-04,70500,70000,433359,57.48,-46372,39227,-6900
2000-09-05,70500,71300,463339,58.55,-6203,4268,-270
2000-09-06,70000,69400,590092,56.99,-29557,13772,10140
2000-09-07,69300,67700,388859,55.59,-27927,22639,4117
2000-09-08,69000,70200,464557,57.64,-32130,31000,350
2000-09-14,70100,71000,448487,58.3,18521,-4400,-3550
2000-09-15,70000,68200,497480,56,-11482,25921,-900
2000-09-18,65300,60100,569891,49.35,-2611,1800,40
2000-09-19,59100,60300,550436,49.52,-11240,10250,0
2000-09-20,63500,61500,473475,50.5,-1082,7255,350
2000-09-21,60000,59400,635229,48.78,-17427,16650,380
2000-09-22,58000,52300,595510,42.95,88798,6370,-95688
2000-09-25,53600,55300,698663,45.41,6047,10000,-22780
2000-09-26,53900,54800,724547,45,-21745,17980,3968
2000-09-27,55200,59900,931186,49.19,-40967,46280,-4170
2000-09-28,60300,58300,609897,47.87,-3578,1550,1280
2000-09-29,60000,58200,485606,47.79,-2498,4600,-160
2000-10-02,57000,56500,337383,46.39,-9584,8590,-10
2000-10-04,54000,55200,395401,45.33,25744,-17460,-580
2000-10-05,56900,58000,831103,47.63,-11351,30346,1645
2000-10-06,56200,58000,1011776,47.63,57255,-55384,-700
2000-10-09,59100,55100,748599,45.25,140127,-6671,-134060
2000-10-10,56000,57500,929059,47.22,19077,25004,-45520
2000-10-11,55500,51800,646513,42.54,77347,-19619,-58115
2000-10-12,49000,49000,487882,40.24,57010,-8570,-1410
2000-10-13,45000,44450,483805,36.5,-22735,22670,-5
2000-10-16,47500,48900,555518,40.15,27492,-27519,0
2000-10-17,46550,43050,430981,35.35,25200,-25324,222
2000-10-18,40800,40900,771855,33.58,25870,-25880,-300
2000-10-19,41500,39850,418977,32.72,2339,-2448,5
2000-10-20,42500,40400,615289,33.17,12222,-17611,4045
2000-10-23,39100,37300,403408,30.63,7869,-8422,530
2000-10-24,36300,36300,737459,29.81,43458,-43502,6680
2000-10-25,36000,35750,398775,29.36,19902,-19548,0
2000-10-26,34750,32450,595591,26.65,78193,-24744,4000
2000-10-27,33000,30600,616208,25.13,48789,-46828,100
2000-10-30,29300,27100,578563,22.25,9251,-12599,4244
2000-10-31,26600,30350,1661459,24.92,68193,-69410,1050
2000-11-01,31250,29200,1282974,23.98,-22672,14300,10052
2000-11-02,30500,32700,1415905,26.85,-55618,43510,1306
2000-11-03,33700,34000,1595340,27.92,14640,3630,-17360
2000-11-06,33500,33400,733374,27.43,-2740,3110,0
2000-11-07,33300,32850,1055219,26.98,-1650,-2340,3000
2000-11-08,32900,31250,813908,25.66,-20197,21715,-200
2000-11-09,30200,31100,762024,25.54,4522,-6500,-18
2000-11-10,31000,31150,670270,25.58,-18337,11379,0
2000-11-13,30200,28650,373098,23.53,-1000,0,138
2000-11-14,28150,29200,475916,23.98,30966,-21000,-800
2000-11-15,30500,31800,1422158,26.11,46164,-45395,-200
2000-11-16,32300,30500,494057,25.05,24210,-21339,-2907
2000-11-17,29900,30100,416006,24.72,0,0,0
2000-11-20,29700,30000,308313,24.63,-5799,5906,-62
2000-11-21,29200,29450,345133,24.18,-90,-3110,3200
2000-11-22,28500,28500,297547,23.4,2091,-2060,0
2000-11-23,27900,25950,382909,21.31,3100,-3000,-160
2000-11-24,26150,26100,381425,21.43,22594,-12496,0
2000-11-27,27000,27700,525912,22.75,9560,-10500,0
2000-11-28,26500,25600,310097,21.02,-1983,-200,2010
2000-11-29,24000,23350,344297,19.17,-6864,-17131,24160
2000-11-30,23500,25100,949126,20.61,24548,-17269,-7279
2000-12-01,24000,25400,1429792,20.86,-974,0,300
2000-12-04,25400,25400,0,20.86,0,0,0
2000-12-05,23500,25600,868308,21.02,16280,-15231,0
2000-12-06,27150,24200,1127004,19.87,-34713,35393,-980
2000-12-07,24000,23400,387392,19.21,2475,-2114,-100
2000-12-08,23000,24000,655738,19.71,19526,-22500,100
2000-12-11,24300,24100,788792,19.79,-6250,-2000,9800
2000-12-12,24300,23100,396901,18.97,-4061,3761,2000
2000-12-13,22650,23350,347851,19.17,702,0,-702
2000-12-14,22800,22850,230975,18.76,7410,-5910,-500
2000-12-15,22100,21650,263480,17.78,9983,17,-10000
2000-12-18,20750,21300,584311,17.49,11990,0,10
2000-12-19,21000,19200,448067,15.77,5280,0,-4380
2000-12-20,18150,16900,529663,13.88,29789,-17639,-12350
2000-12-21,16000,14900,716734,12.24,6404,-2400,20
2000-12-22,15050,13550,821317,11.13,-45995,-10000,55995
2000-12-26,13850,14700,1050159,12.07,-76028,-11460,90988
2001-01-02,14700,16450,452100,157.69,-10229,2000,8229
2001-01-03,16800,18400,1475454,176.37,-93568,89827,6041
2001-01-04,20600,20600,94269,197.47,-18570,19890,-1320
2001-01-05,21850,23050,1289635,220.95,-5558,3683,-670
2001-01-08,22050,25000,1704770,239.65,22400,-44000,-2200
2001-01-09,25100,28000,1858025,268.4,-67611,-8389,-4000
2001-01-10,28200,24650,2320481,236.29,26894,-25786,0
2001-01-11,25850,27600,1924219,264.56,7207,1000,0
2001-01-12,30100,30900,435729,296.2,-19900,14500,4900
2001-01-15,34600,34600,119028,331.67,-16600,17000,0
2001-01-16,35000,38750,4249477,371.45,189473,-33600,-216015
2001-01-17,36000,38100,4291393,365.22,145750,-22000,-18830
2001-01-18,37900,33550,2905295,321.61,66157,-71360,2660
2001-01-19,33600,32100,3533854,307.7,-55780,47000,0
2001-01-22,32100,35950,2921818,344.61,38603,6397,0
2001-01-26,36500,34900,4194476,334.55,6500,-5000,0
2001-01-29,34000,31850,1714310,305.3,18530,1000,300
2001-01-30,32300,30200,1206019,289.49,1550,-2000,0
2001-01-31,29550,33800,1570157,324,-12535,10660,1575
2001-02-01,34600,34900,2583755,334.55,-49096,45846,1000
2001-02-02,36200,34400,2304018,329.75,-21920,-8830,10750
2001-02-05,33450,30500,1091554,292.36,-10415,4415,0
2001-02-06,31000,33450,1846549,320.64,2319,6261,4790
2001-02-07,32200,31000,1400171,297.15,-61731,14500,4861
2001-02-08,31600,32050,1023848,307.23,9125,20000,-5125
2001-02-09,31950,31700,622865,303.87,-1833,3480,-1260
2001-02-12,30500,32300,1040720,309.62,-14400,12000,1000
2001-02-13,33300,32850,687575,314.89,-47570,53020,-4050
2001-02-14,32500,32500,504518,311.53,-8324,8824,0
2001-02-15,33500,36400,1740902,348.93,-126407,440,-10580
2001-02-16,37500,36900,3098586,353.72,-12666,-105464,8840
2001-02-19,36600,38000,1321770,364.26,30400,700,-2000
2001-02-20,38800,36500,1159437,349.88,23203,-41107,5580
2001-02-21,34600,34050,700075,326.4,16080,-19850,-30
2001-02-22,32550,31800,997242,304.82,136261,-2410,-132821
2001-02-23,31500,33700,959989,323.03,-82279,10000,-800
2001-02-26,34500,32600,1110161,312.5,217093,8000,220
2001-02-27,33000,29950,807736,287.09,76120,-69430,0
2001-02-28,28700,29150,689659,279.42,-2462,2872,0
2001-03-02,28500,25800,605810,247.32,-5734,3814,1920
2001-03-05,24950,28850,1387779,276.55,7770,-5900,0
2001-03-06,28850,27050,1438085,259.29,-16376,5746,-4000
2001-03-07,28000,26850,583582,257.38,13960,-760,0
2001-03-08,28000,30050,1630397,288.05,23461,-10844,-26993
2001-03-09,30000,28650,2491531,274.63,11172,-7456,1000
2001-03-12,27300,25950,767112,248.75,9190,-10340,1200
2001-03-13,24100,25050,1657533,240.12,2144,-44,-2200
2001-03-14,26800,26500,1125012,254.03,39100,0,0
2001-03-15,24600,27000,1149155,258.82,-5054,5100,-80
2001-03-16,27300,26150,524895,250.67,-336,1500,-80
2001-03-19,25300,26000,478264,249.23,-3000,3000,0
2001-03-20,27000,26700,1011741,255.94,-96100,99900,-400
2001-03-21,26050,26550,573777,254.5,-36600,35000,2200
2001-03-22,26700,25700,332534,246.35,11000,-7000,-3000
2001-03-23,26500,25450,288682,243.95,568,-568,0
2001-03-26,25600,26500,282431,254.03,-63967,55967,8000
2001-03-27,26100,25300,217749,242.52,7004,-6299,-705
2001-03-28,25650,24400,296308,233.89,12900,0,-8000
2001-03-29,24000,23600,220426,226.22,1000,0,0
2001-03-30,23450,23100,350649,221.43,44260,-46000,740
2001-04-02,23900,25150,1985965,241.08,-7010,0,1610
2001-04-03,24300,23250,702058,222.87,1990,10,-2000
2001-04-04,22650,22050,452490,211.36,0,0,0
2001-04-06,24650,23500,748195,225.27,1180,500,-3200
2001-04-09,22700,22150,461518,212.33,-380,-500,1400
2001-04-10,23000,22200,366504,212.8,1000,0,-1000
2001-04-11,23400,23050,576191,220.95,400,2000,-1400
2001-04-12,23750,23300,829193,223.35,-2000,2000,0
2001-04-13,23850,23100,343709,221.43,330,-330,0
2001-04-16,23300,22950,318255,220,400,0,-400
2001-04-17,23000,23250,257937,222.87,4000,0,0
2001-04-18,24050,26000,1024798,249.23,35100,0,0
2001-04-19,29100,29100,488887,278.94,-48500,53300,100
2001-04-20,30000,30500,2380662,292.36,-100680,73957,648
2001-04-23,30900,34150,1593621,327.35,21679,1143,0
2001-04-24,34200,37950,3815656,363.78,-21361,39892,2819
2001-04-25,37800,36050,2035989,345.56,-6631,-22200,3481
2001-04-26,37300,34650,2016988,332.14,35264,-25144,700
2001-04-27,34050,33300,1041113,319.2,-33350,13267,-5700
2001-04-30,34200,37250,891918,357.07,-24840,26370,0
2001-05-02,41700,41700,1703202,399.72,-54567,67627,7200
2001-05-03,41300,40650,2058965,389.66,-46859,22925,13113
2001-05-04,39500,45500,2615380,436.15,-5223,13496,-4403
2001-05-07,48500,50900,2518283,487.92,83,-8383,24300
2001-05-08,49500,48000,2505425,460.12,59921,-68193,-10990
2001-05-09,47300,46800,2771739,448.61,36073,-56898,0
2001-05-10,47500,48100,1468074,461.07,23083,-3391,-40
2001-05-11,47000,46800,1026530,448.61,-1642,200,442
2001-05-14,46000,46800,1716832,448.61,-2181,5900,-742
2001-05-15,47000,47000,1447366,450.53,-32075,32875,0
2001-05-16,47000,43600,984591,417.93,18034,-25234,705
2001-05-17,47000,47200,1328880,452.45,-35279,33834,-550
2001-05-18,45600,44650,726750,428.01,7742,-11400,2158
2001-05-21,45100,45350,929851,434.71,-51663,45729,434
2001-05-22,47500,45950,973728,440.46,-5562,13402,-800
2001-05-23,45200,44350,782296,425.13,60668,-62967,480
2001-05-24,43500,43200,589220,414.1,25771,-25681,0
2001-05-25,44000,44700,916332,428.48,25686,-21946,0
2001-05-28,43650.0,43600.0,282836.0,417.93,6920,-7000,0
2001-05-29,43000.0,44900.0,507039.0,430.4,-1524,736,0
2001-05-30,43400.0,43400.0,322046.0,416.02,-4927,2452,2775
2001-05-31,42000.0,41700.0,392487.0,399.72,21585,673,-22338
2001-06-01,41850.0,39950.0,447193.0,382.95,1674,-1832,418
2001-06-04,39250.0,38850.0,401475.0,372.4,-1224,346,279
2001-06-05,39100.0,38800.0,736893.0,371.93,-4289,2889,0
2001-06-07,38500.0,39000.0,380221.0,373.84,-10316,9950,366
2001-06-08,40300.0,41700.0,1042266.0,399.72,-18276,16458,818
2001-06-11,40150.0,39600.0,351482.0,379.6,-5905,4930,1465
2001-06-12,39600.0,39950.0,543779.0,382.95,-10090,8000,0
2001-06-13,40500.0,40000.0,313040.0,383.43,7434,-8410,826
2001-06-14,39150.0,39700.0,243214.0,380.55,5303,-6424,500
2001-06-15,38600.0,39600.0,259875.0,379.6,8381,-3070,-3240
2001-06-18,39050.0,38600.0,193774.0,370.01,27401,-28000,0
2001-06-19,38000.0,38700.0,243714.0,370.97,7980,-4699,-3331
2001-06-20,38200.0,37000.0,248275.0,354.67,-1555,-774,2299
2001-06-21,38100.0,37650.0,952699.0,360.9,174754,-177313,1889
2001-06-22,37650.0,36850.0,302308.0,353.23,-6245,5123,1032
2001-06-25,36200.0,35400.0,301077.0,339.34,1427,183,-1610
2001-06-26,35400.0,34600.0,284572.0,331.67,2778,-3497,2181
2001-06-27,34600.0,35300.0,550902.0,338.38,-5702,3356,1846
2001-06-28,35500.0,34200.0,285488.0,327.84,10334,-10244,0
2001-06-29,35700.0,35300.0,376604.0,338.38,-1344,-5036,1380
2001-07-02,35800.0,35500.0,168573.0,340.29,-970,-20,990
2001-07-03,35500.0,35500.0,529045.0,340.29,-22,-127,-851
2001-07-04,35300.0,35100.0,185457.0,336.46,-140,-20,-240
2001-07-05,34700.0,34200.0,178482.0,327.84,10822,-5712,390
2001-07-06,33100.0,32350.0,270880.0,310.09,-3997,2642,0
2001-07-09,30800.0,30200.0,306766.0,289.49,-17236,8720,5416
2001-07-10,30700.0,29900.0,265075.0,286.61,-5656,7732,-280
2001-07-11,28200.0,29250.0,452464.0,280.38,-25469,15634,10460
2001-07-12,32450.0,32750.0,445700.0,313.93,41347,-30351,-10216
2001-07-13,35350.0,31800.0,1669592.0,304.82,162,1008,-520
2001-07-16,32800.0,34000.0,870196.0,325.91,-5238,4648,-260
2001-07-18,34000.0,31950.0,537547.0,306.26,-4661,4152,0
2001-07-19,30750.0,34300.0,1442594.0,328.79,-29002,19968,-80
2001-07-20,33650.0,33050.0,1538431.0,316.81,-20719,21999,-780
2001-07-23,33600.0,33350.0,994754.0,319.68,7565,-8595,0
2001-07-24,33350.0,34000.0,1320497.0,325.91,22697,-21197,0
2001-07-25,33100.0,32700.0,575551.0,313.46,-10109,-777,0
2001-07-26,33000.0,32200.0,503410.0,308.66,10958,6881,0
2001-07-27,32800.0,32300.0,414698.0,309.62,9707,-9973,250
2001-07-30,31750.0,31200.0,263183.0,299.08,23708,-23318,-390
2001-07-31,31200.0,31650.0,280503.0,303.39,629,-429,-200
2001-08-01,31650.0,33700.0,1155231.0,323.03,-28739,30448,-3909
2001-08-02,34200.0,33150.0,376120.0,317.76,-14320,0,12320
2001-08-03,33650.0,33400.0,309112.0,320.17,-51267,44100,5167
2001-08-06,33050.0,35000.0,1118391.0,335.5,-20640,27200,-9750
2001-08-07,34500.0,36850.0,1084973.0,353.23,-37850,15660,20690
2001-08-08,36850.0,35700.0,780137.0,342.21,24545,-27660,2990
2001-08-09,35000.0,36150.0,834676.0,346.52,16675,-15000,-350
2001-08-10,36650.0,35800.0,401644.0,343.17,1319,-1608,289
2001-08-13,35800.0,35200.0,310984.0,337.41,-626,-174,0
2001-08-14,35600.0,36000.0,551422.0,345.08,6987,-16987,0
2001-08-16,35000.0,35050.0,311707.0,335.98,-1852,1672,0
2001-08-17,36000.0,37700.0,1974464.0,361.38,2086,-540,-191
2001-08-20,36900.0,38000.0,626047.0,364.26,7667,-2667,0
2001-08-21,39400.0,37950.0,1321584.0,363.78,-6377,-5173,0
2001-08-22,37450.0,41000.0,1148711.0,393.02,147,18663,-80
2001-08-23,40950.0,39500.0,1250071.0,378.64,-41246,4616,2420
2001-08-24,40050.0,40300.0,910383.0,386.31,-6426,17601,200
2001-08-27,41100.0,39300.0,888423.0,376.72,-10903,-3262,840
2001-08-28,38500.0,37750.0,738600.0,361.87,31176,-28176,0
2001-08-29,37000.0,35600.0,700358.0,341.25,13721,-11796,-200
2001-08-30,36100.0,35050.0,1128376.0,335.98,17060,-13909,0
2001-08-31,33250.0,32500.0,762559.0,311.53,21240,-19140,400
2001-09-03,32700.0,33000.0,683853.0,316.33,-1388,4388,0
2001-09-04,32600.0,33600.0,559552.0,322.08,7530,-3670,100
2001-09-05,32400.0,32500.0,291227.0,311.53,-5486,1486,4040
2001-09-06,32500.0,33500.0,950204.0,321.12,-9100,14424,-7550
2001-09-07,33000.0,33800.0,771566.0,324.0,-21250,20250,0
2001-09-10,33500.0,33050.0,353181.0,316.81,-1500,2000,0
2001-09-11,33900.0,32450.0,384369.0,311.06,-4870,370,900
2001-09-12,28600.0,28600.0,37790.0,274.15,-10400,10500,0
2001-09-13,28100.0,28350.0,1039355.0,271.76,3586,-8586,0
2001-09-14,28600.0,25450.0,1062525.0,243.95,-9024,6321,0
2001-09-17,25800.0,24000.0,1233588.0,230.06,-28184,12253,500
2001-09-18,25900.0,26850.0,873232.0,257.38,156996,-30316,-500
2001-09-19,27500.0,27900.0,1979068.0,267.44,27373,-24885,3272
2001-09-20,27500.0,27400.0,687169.0,262.65,1660,-2000,-660
2001-09-21,26900.0,30650.0,1661346.0,293.8,-20118,25000,-4252
2001-09-24,31300.0,30100.0,4118937.0,288.53,13821,-10795,-1026
2001-09-25,31700.0,27250.0,1749773.0,261.21,28620,-34820,1330
2001-09-26,27800.0,27000.0,928546.0,258.82,1985,-5290,1975
2001-09-27,26650.0,27300.0,751351.0,261.69,-22840,21960,880
2001-09-28,27300.0,28350.0,2285242.0,271.76,-5441,8100,-521
2001-10-04,30500.0,31000.0,1783304.0,297.15,10011,-10441,2230
2001-10-05,30200.0,28850.0,1034027.0,276.55,24249,-31299,-3000
2001-10-08,28150.0,28000.0,803191.0,268.4,-8103,9053,0
2001-10-09,29000.0,29800.0,2237007.0,285.65,-49,1593,500
2001-10-10,29000.0,28750.0,977235.0,275.59,-1899,-495,500
2001-10-11,31200.0,29300.0,976181.0,280.86,-27389,27260,279
2001-10-12,30300.0,30600.0,2317865.0,293.32,11819,-19000,-279
2001-10-15,31800.0,30500.0,1010858.0,292.36,-3368,-1610,7250
2001-10-16,30500.0,30700.0,1121260.0,294.29,-6731,8003,5000
2001-10-17,31200.0,31250.0,693807.0,299.56,-30461,28600,-2009
2001-10-18,31300.0,33500.0,3347168.0,321.12,8840,11911,-4841
2001-10-19,33100.0,32050.0,958587.0,307.23,-29200,11010,2500
2001-10-22,32550.0,32150.0,530869.0,308.18,14950,-14000,-3000
2001-10-23,32500.0,31350.0,589822.0,300.52,-2930,5100,-1570
2001-10-24,30950.0,31900.0,1955000.0,305.79,25930,-31400,5070
2001-10-25,32000.0,31200.0,508012.0,299.08,11190,610,400
