Symbol,쌍용양회_시가(원),쌍용양회_종가(원),쌍용양회_거래량(주),쌍용양회_PER(IFRS-연결),쌍용양회_순매수수량(개인)(주),쌍용양회_순매수수량(기관계)(주),쌍용양회_순매수수량(외국인계)(주)
2002-01-11,1790.0,1770.0,2048931.0,,-84950,-50,0
2002-01-14,1550.0,1880.0,2283170.0,,310,-10,-300
2002-01-15,1860.0,1850.0,1125116.0,,28520,-20,0
2002-01-16,1870.0,2050.0,2829781.0,,101544,-44,1000
2002-01-17,2100.0,2195.0,2330150.0,,8270,-70,-1000
2002-01-18,2220.0,2000.0,2567502.0,,88630,0,-88630
2002-01-21,2090.0,2200.0,1965523.0,,-73379,-21,0
2002-01-22,2225.0,2200.0,1634440.0,,0,0,0
2002-01-23,2220.0,2300.0,1646541.0,,10,-10,0
2002-01-24,2250.0,2155.0,1630738.0,,480,-80,-400
2002-01-25,2180.0,2280.0,2046411.0,,-48490,-10,-1500
2002-01-28,2300.0,2230.0,890991.0,,40,-40,0
2002-01-29,2230.0,2150.0,804250.0,,-33950,-50,14000
2002-01-30,2050.0,2060.0,1139050.0,,-35410,-20,30000
2002-01-31,2065.0,2060.0,798720.0,,200,-200,0
2002-02-01,2060.0,1900.0,915973.0,,-49600,-3100,0
2002-02-04,1835.0,1750.0,1491870.0,,30,-30,0
2002-02-05,1650.0,1800.0,1065020.0,,30,-30,0
2002-02-06,1800.0,1930.0,765650.0,,0,0,0
2002-02-07,1980.0,1850.0,768790.0,,2030,-30,-2000
2002-02-08,1820.0,1920.0,475200.0,,0,0,0
2002-02-14,1850.0,1850.0,897228.0,,0,0,0
2002-02-15,1860.0,1835.0,799180.0,,-60240,-30,0
2002-02-18,1835.0,1860.0,564150.0,,-99980,-20,0
2002-02-19,1885.0,2005.0,555867.0,,-19990,-10,0
2002-02-20,2010.0,1950.0,518347.0,,-19890,-110,0
2002-02-21,1950.0,1880.0,511305.0,,-9970,-30,0
2002-02-22,1900.0,1900.0,332453.0,,-5240,-10,0
2002-02-25,1800.0,1810.0,587649.0,,-15000,0,0
2002-02-26,1830.0,1820.0,392135.0,,-24980,-20,0
2002-02-27,1850.0,1820.0,480862.0,,39450,-30,-60
2002-02-28,1860.0,1820.0,509741.0,,38200,-30,0
2002-03-04,1820.0,1950.0,904842.0,,40470,-20,0
2002-03-05,2050.0,2240.0,1956199.0,,6330,-30,0
2002-03-06,2330.0,2210.0,1717670.0,,-32750,-250,0
2002-03-07,2170.0,2075.0,913880.0,,-76910,-90,0
2002-03-08,2200.0,2100.0,1056302.0,,-66480,-20,500
2002-03-11,2100.0,2100.0,692470.0,,-200670,-50,0
2002-03-12,2100.0,2100.0,572627.0,,-75310,0,0
2002-03-13,2100.0,2210.0,1049995.0,,2590,-80,0
2002-03-14,2230.0,2280.0,981620.0,,-19980,-20,0
2002-03-15,2270.0,2315.0,1448980.0,,-42360,-40,-1000
2002-03-18,2315.0,2645.0,1702060.0,,66490,-10060,-30000
2002-03-19,2645.0,2600.0,1578859.0,,57870,-35010,-72860
2002-03-20,2550.0,2530.0,1162693.0,,-25850,1350,0
2002-03-21,2680.0,2905.0,1773049.0,,23020,-23020,0
2002-03-22,2910.0,2990.0,3313505.0,,-62330,-70,2400
2002-03-25,2880.0,3040.0,1774330.0,,19120,-20,0
2002-03-26,3010.0,2850.0,1191010.0,,-40790,-10,30800
2002-03-27,2770.0,2900.0,926831.0,,-3770,-2030,5800
2002-03-28,2990.0,2990.0,947064.0,,33050,-33050,0
2002-03-29,2990.0,3200.0,3199952.0,,54580,-50080,0
2002-04-01,3200.0,2900.0,2360110.0,,2620,-20,-2600
2002-04-02,3000.0,3000.0,1441064.0,,40,-40,0
2002-04-03,3000.0,3050.0,2373625.0,,286721,-286721,0
2002-04-04,3000.0,2865.0,2167570.0,,210660,-220030,-5630
2002-04-08,2900.0,2820.0,2567159.0,,692560,-684560,-8000
2002-04-09,2850.0,2740.0,3046611.0,,739920,-923920,30000
2002-04-10,2800.0,2715.0,1253051.0,,50,-50,0
2002-04-11,2715.0,2710.0,1195640.0,,10,-10,0
2002-04-12,2510.0,2620.0,1131050.0,,-44990,-10,0
2002-04-15,2710.0,2730.0,1646618.0,,243570,-243570,0
2002-04-16,2740.0,2725.0,1582430.0,,316450,-316450,0
2002-04-17,2790.0,2760.0,1410913.0,,-24980,-20,0
2002-04-18,2750.0,2740.0,1486351.0,,-122459,-140100,0
2002-04-19,2740.0,2620.0,2130911.0,,-127900,0,0
2002-04-22,2620.0,2500.0,1559381.0,,-68970,-30,0
2002-04-23,2450.0,2500.0,1816078.0,,-50350,-70,0
2002-04-24,2500.0,2500.0,1650697.0,,9999,-20,0
2002-04-25,2470.0,2560.0,3439620.0,,110000,0,0
2002-04-26,2560.0,2720.0,2318508.0,,38630,-10,500
2002-04-29,2700.0,2510.0,1423850.0,,95500,-300000,-500
2002-04-30,2350.0,2450.0,1085620.0,,-189990,-10,0
2002-05-02,2500.0,2490.0,725630.0,,-204900,-100,0
2002-05-03,2460.0,2480.0,588930.0,,-173020,0,-7000
2002-05-06,2460.0,2810.0,5551680.0,,-371890,-10,410000
2002-05-07,2760.0,2705.0,2075310.0,,50,-50,0
2002-05-08,2700.0,2740.0,1571043.0,,1020,-20,0
2002-05-09,2800.0,2865.0,4570653.0,,9400,0,0
2002-05-10,2920.0,2790.0,1451248.0,,20,-20,0
2002-05-13,2850.0,2655.0,1463130.0,,0,0,0
2002-05-14,2665.0,2700.0,881240.0,,20,-20,20
2002-05-15,2760.0,2700.0,1689581.0,,20,-20,0
2002-05-16,2680.0,2655.0,784481.0,,-980,-20,1000
2002-05-17,2670.0,2660.0,784126.0,,500,0,-500
2002-05-20,2720.0,2610.0,988663.0,,-49978,-20,-2
2002-05-21,2520.0,2520.0,822090.0,,-1820,-580,0
2002-05-22,2530.0,2505.0,942720.0,,-12640,-10,0
2002-05-23,2490.0,2500.0,1033733.0,,-15602,0,-8
2002-05-24,2520.0,2480.0,829160.0,,-4980,-20,0
2002-05-27,2500.0,2425.0,634706.0,,-1000,0,0
2002-05-28,2370.0,2310.0,1220680.0,,-16690,-2510,-800
2002-05-29,2300.0,2185.0,1024830.0,,-10500,2500,0
2002-05-30,2110.0,2150.0,829365.0,,14560,-10,0
2002-05-31,2100.0,2100.0,580810.0,,-41740,-10,0
2002-06-03,2105.0,1950.0,902870.0,,0,0,0
2002-06-04,1905.0,1930.0,582230.0,,1670,530,0
2002-06-05,1960.0,2010.0,597375.0,,-4960,4960,0
2002-06-07,1925.0,1905.0,515950.0,,109440,-4980,-122060
2002-06-10,1870.0,1900.0,525600.0,,101050,31470,-132520
2002-06-11,1900.0,2100.0,1144090.0,,-127900,24320,103580
2002-06-12,2080.0,2350.0,1698785.0,,-168040,107560,51400
2002-06-14,2400.0,2270.0,1055880.0,,-1670,17390,0
2002-06-17,2330.0,2465.0,1990189.0,,-156890,8270,169080
2002-06-18,2460.0,2430.0,1075765.0,,-30890,53130,13400
2002-06-19,2430.0,2130.0,840850.0,,9990,1210,-7280
2002-06-20,2065.0,2200.0,797019.0,,-9370,11710,-2340
2002-06-21,2100.0,2230.0,579610.0,,-9140,9140,0
2002-06-24,2160.0,2160.0,399940.0,,-27170,27170,0
2002-06-25,2180.0,2020.0,604340.0,,-41090,48230,-300
2002-06-26,1925.0,1915.0,823940.0,,-20780,24550,0
2002-06-27,1980.0,1950.0,548440.0,,13690,-8690,0
2002-06-28,1980.0,2025.0,760540.0,,39400,-36850,-1550
2002-07-02,1950.0,2050.0,855400.0,,55090,-45540,-7710
2002-07-03,2110.0,2050.0,623500.0,,2670,-1670,-1000
2002-07-04,2095.0,2080.0,532324.0,,20200,-3840,-1000
2002-07-05,2100.0,2285.0,2277970.0,,-462320,119170,339700
2002-07-08,2345.0,2220.0,1210090.0,,80160,-105770,65200
2002-07-09,2220.0,2265.0,628607.0,,-83988,75658,29090
2002-07-10,2260.0,2350.0,1724621.0,,69820,-68880,0
2002-07-11,2280.0,2220.0,777341.0,,72710,-107300,-1480
2002-07-12,2250.0,2250.0,510094.0,,-92370,86470,0
2002-07-15,2130.0,2155.0,778465.0,,-38000,8840,0
2002-07-16,2155.0,2120.0,538084.0,,-34940,6000,0
2002-07-18,2130.0,2190.0,918865.0,,-35590,35590,0
2002-07-19,2090.0,2110.0,641720.0,,141770,-141180,-6160
2002-07-22,2010.0,1920.0,778538.0,,-48060,-12060,-19880
2002-07-23,1870.0,2050.0,749755.0,,-92180,53180,0
2002-07-24,2050.0,1980.0,512620.0,,18790,-43790,0
2002-07-25,2050.0,2010.0,405500.0,,-34640,48780,0
2002-07-26,2010.0,1975.0,454740.0,,-56410,-6400,0
2002-07-29,2030.0,1975.0,317160.0,,7520,-7520,0
2002-07-30,1990.0,2050.0,771290.0,,-25770,14770,0
2002-07-31,2080.0,2000.0,473560.0,,44190,-42330,0
2002-08-01,2030.0,1970.0,466800.0,,53650,-49530,-5280
2002-08-02,1950.0,1970.0,326980.0,,-3240,3240,0
2002-08-05,1930.0,1960.0,640521.0,,15941,-15941,0
2002-08-06,1960.0,1990.0,390720.0,,-119910,119910,0
2002-08-07,2040.0,1970.0,339972.0,,16130,-16130,0
2002-08-08,2000.0,1965.0,636800.0,,126270,-124530,0
2002-08-09,2000.0,2000.0,1235225.0,,12920,-12920,0
2002-08-12,2020.0,2010.0,392370.0,,-1070,1070,0
2002-08-13,2030.0,2005.0,337695.0,,-4470,4470,0
2002-08-14,2010.0,2020.0,1009670.0,,-36450,29680,5000
2002-08-16,2080.0,2015.0,596200.0,,11670,-11670,0
2002-08-19,2100.0,2020.0,592900.0,,6360,-6360,0
2002-08-20,2050.0,2040.0,563195.0,,-96410,92510,180
2002-08-21,2060.0,2020.0,601010.0,,-27780,27160,0
2002-08-22,2025.0,2010.0,701320.0,,-16630,21170,-5160
2002-08-23,2010.0,2010.0,456440.0,,-48840,48220,0
2002-08-26,2010.0,2030.0,478220.0,,-47270,46230,-20
2002-08-27,2040.0,2020.0,400644.0,,83310,-83250,1000
2002-08-28,2010.0,2010.0,316410.0,,-53910,54910,-1000
2002-08-29,2000.0,1985.0,397029.0,,39239,-21640,-17599
2002-08-30,1985.0,1985.0,491690.0,,41090,7530,-48620
2002-09-02,2080.0,2280.0,7719535.0,,901229,-924069,22840
2002-09-03,2330.0,2245.0,6221426.0,,50070,-64630,14560
2002-09-04,2155.0,2370.0,9255280.0,,330850,-292550,-38300
2002-09-05,2370.0,2240.0,4344395.0,,79490,-20980,0
2002-09-06,2190.0,2090.0,2795460.0,,44560,-43940,0
2002-09-09,1910.0,1780.0,6200867.0,,-63510,-1490,0
2002-09-10,1800.0,1855.0,2277814.0,,-50870,41060,50
2002-09-11,1855.0,1825.0,1110740.0,,-27550,27550,0
2002-09-12,1830.0,1900.0,1357513.0,,-130350,79190,46800
2002-09-13,1860.0,1890.0,723200.0,,73180,-72350,-50
2002-09-16,1930.0,1910.0,876127.0,,44200,-46270,2070
2002-09-17,1950.0,1950.0,816844.0,,-76800,67440,0
2002-09-18,1910.0,2105.0,904367.0,,94580,-90910,0
2002-09-19,1950.0,2000.0,978110.0,,-3150,530,5620
2002-09-23,1950.0,1925.0,503215.0,,7577,-7577,0
2002-09-24,2070.0,1920.0,1601130.0,,53260,12710,0
2002-09-25,1860.0,1845.0,739870.0,,-17530,27530,0
2002-09-26,1920.0,1830.0,662020.0,,-4310,3770,0
2002-09-27,1830.0,1780.0,582290.0,,-33970,33970,0
2002-09-30,1730.0,1670.0,493700.0,,12140,-12140,0
2002-10-01,1620.0,1700.0,444830.0,,-116390,53940,1960
2002-10-02,1740.0,1730.0,413120.0,,4230,-3740,0
2002-10-04,1680.0,1710.0,218280.0,,-44910,47410,-2500
2002-10-07,1680.0,1530.0,391362.0,,46836,-45956,0
2002-10-08,1510.0,1590.0,442084.0,,-114490,114490,0
2002-10-09,1660.0,1625.0,465260.0,,-90220,10530,0
2002-10-10,1570.0,1480.0,531240.0,,54400,-55720,0
2002-10-11,1540.0,1445.0,519690.0,,13870,-14680,2720
2002-10-14,1480.0,1520.0,378530.0,,-18290,6910,0
2002-10-15,1500.0,1545.0,485250.0,,16530,-6130,-10400
2002-10-16,1620.0,1550.0,479386.0,,57561,-12370,-45860
2002-10-17,1550.0,1560.0,603290.0,,-6130,4240,0
2002-10-18,1605.0,1625.0,788260.0,,60720,6510,-67230
2002-10-21,1625.0,1565.0,634971.0,,13450,-14290,840
2002-10-22,1610.0,1520.0,490307.0,,10620,-10620,0
2002-10-23,1515.0,1560.0,540980.0,,-114960,109470,60
2002-10-24,1560.0,1515.0,526438.0,,95850,-96210,0
2002-10-25,1470.0,1495.0,357628.0,,-35660,29670,4100
2002-10-28,1505.0,1515.0,580770.0,,-15080,8590,-2600
2002-10-29,1505.0,1500.0,435760.0,,-11650,9620,0
2002-10-30,1495.0,1480.0,557020.0,,3900,-5780,0
2002-10-31,1485.0,1480.0,296290.0,,-12380,12380,0
2002-11-01,1465.0,1465.0,224400.0,,13460,-14090,0
2002-11-04,1475.0,1510.0,337540.0,,-98450,96700,0
2002-11-05,1500.0,1500.0,283920.0,,43610,-44380,0
2002-11-06,1515.0,1500.0,340226.0,,-72270,65630,0
2002-11-07,1500.0,1470.0,661328.0,,260110,-37350,-221850
2002-11-08,1440.0,1430.0,740060.0,,283860,-46900,-257100
2002-11-11,1420.0,1350.0,725890.0,,239740,-32910,-201120
2002-11-12,1330.0,1270.0,929550.0,,355910,29620,-375020
2002-11-13,1300.0,1280.0,888740.0,,350420,-57320,-284310
2002-11-14,1260.0,1195.0,1410540.0,,319370,-17830,-300910
2002-11-15,1235.0,1370.0,1725744.0,,83500,-15130,-68370
2002-11-18,1480.0,1575.0,5536541.0,,16260,-5660,-2520
2002-11-19,1700.0,1575.0,8760029.0,,-50680,40360,-200
2002-11-20,1590.0,1615.0,5160567.0,,-81680,88960,0
2002-11-21,1655.0,1480.0,2925247.0,,-96540,95360,-1000
2002-11-22,1500.0,1395.0,2041257.0,,-28370,24410,810
2002-11-25,1400.0,1420.0,1141180.0,,-78610,58940,14310
2002-11-26,1445.0,1510.0,2688214.0,,38522,-60752,320
2002-11-27,1540.0,1475.0,1524790.0,,-50170,20070,14040
2002-11-28,1510.0,1490.0,1072207.0,,-630,4960,5330
2002-11-29,1490.0,1710.0,8364670.0,,27820,-6580,1870
2002-12-02,1730.0,1710.0,4037923.0,,17010,-11410,100
2002-12-03,1730.0,1725.0,1846592.0,,-19590,11880,8710
2002-12-04,1720.0,1650.0,1561255.0,,29420,17110,-25480
2002-12-05,1630.0,1650.0,1102452.0,,-78493,76753,-810
2002-12-06,1620.0,1685.0,4076762.0,,57690,-53200,-2570
2002-12-09,1700.0,1615.0,1283201.0,,24530,-23250,0
2002-12-10,1595.0,1580.0,848590.0,,-44220,29220,0
2002-12-11,1560.0,1590.0,1344956.0,,39010,-58720,200
2002-12-12,1610.0,1655.0,6021760.0,,3867,1893,9340
2002-12-13,1640.0,1620.0,1151640.0,,199413,-131240,-20043
2002-12-16,1605.0,1620.0,919770.0,,53060,-49880,200
2002-12-17,1650.0,1620.0,1082758.0,,-22610,22810,-200
2002-12-18,1600.0,1640.0,1474345.0,,-7580,-1420,0
2002-12-20,1685.0,1635.0,1001340.0,,-65340,65340,0
2002-12-23,1640.0,1590.0,2304280.0,,-82930,85090,0
2002-12-24,1570.0,1460.0,1184736.0,,-16560,16070,0
2002-12-26,1410.0,1400.0,666520.0,,-19180,13200,0
2002-12-27,1360.0,1410.0,460440.0,,53010,-31360,-19050
2002-12-30,1375.0,1335.0,663176.0,,-11240,31610,-19850
2003-01-02,1380.0,1390.0,427745.0,9.5,77690,-67350,-4420
2003-01-03,1420.0,1440.0,739921.0,9.84,87710,-81160,-1300
2003-01-06,1460.0,1455.0,436790.0,9.94,-5800,-19350,640
2003-01-07,1460.0,1380.0,544138.0,9.43,43990,-52790,60
2003-01-08,1390.0,1380.0,484690.0,9.43,-56570,7200,0
2003-01-09,1365.0,1315.0,502089.0,8.98,124260,-80580,-28640
2003-01-10,1335.0,1280.0,774090.0,8.74,17480,-5230,-14970
2003-01-13,1275.0,1395.0,1672877.0,9.53,-36010,61670,-16480
2003-01-14,1400.0,1400.0,457768.0,9.56,9460,-30780,780
2003-01-15,1420.0,1430.0,1150720.0,9.77,34450,-34110,1560
2003-01-16,1410.0,1395.0,396210.0,9.53,-39640,38340,1300
2003-01-17,1365.0,1345.0,420670.0,9.19,17980,-20200,1560
2003-01-20,1330.0,1330.0,278656.0,9.09,-5220,4700,520
2003-01-21,1335.0,1320.0,301610.0,9.02,37450,-29690,-7100
2003-01-22,1300.0,1300.0,257359.0,8.88,12210,-9120,-3090
2003-01-23,1305.0,1330.0,376599.0,9.09,-22251,99660,3640
2003-01-24,1345.0,1285.0,226591.0,8.78,-7480,350,5940
2003-01-27,1250.0,1240.0,344215.0,8.47,76750,-72120,-300
2003-01-28,1240.0,1240.0,246320.0,8.47,18600,-17600,0
2003-01-29,1245.0,1215.0,277820.0,8.3,25190,-16830,-7900
2003-01-30,1215.0,1225.0,169630.0,8.37,2610,-1300,-1310
2003-02-03,1210.0,1240.0,250684.0,8.47,-12450,12710,-260
2003-02-04,1250.0,1265.0,278836.0,8.64,24730,-17530,-7200
2003-02-05,1250.0,1250.0,220666.0,8.54,2170,-2170,0
2003-02-06,1240.0,1245.0,310600.0,8.51,10840,-9840,0
2003-02-07,1250.0,1290.0,828299.0,8.81,-4150,4150,0
2003-02-10,1320.0,1325.0,595394.0,9.05,-44165,29305,0
2003-02-11,1350.0,1295.0,1006970.0,8.85,255060,-269060,0
2003-02-12,1290.0,1365.0,5818144.0,9.32,29420,3260,-1820
2003-02-13,1400.0,1340.0,2592730.0,9.15,-33930,39760,0
2003-02-14,1350.0,1320.0,936988.0,9.02,-72350,-1450,260
2003-02-17,1355.0,1340.0,1147261.0,9.15,27160,36140,11700
2003-02-18,1350.0,1345.0,679470.0,9.19,-20050,20050,0
2003-02-19,1365.0,1325.0,558220.0,9.05,28040,-22060,-4980
2003-02-20,1315.0,1320.0,719730.0,9.02,176220,-176220,0
2003-02-21,1300.0,1320.0,383870.0,9.02,26830,-23830,0
2003-02-24,1310.0,1325.0,745240.0,9.05,137580,-150160,10870
2003-02-25,1320.0,1330.0,2263180.0,9.09,352170,-354380,1210
2003-02-26,1340.0,1320.0,1064350.0,9.02,56010,-58130,2120
2003-02-27,1300.0,1275.0,888496.0,8.71,36560,-23750,-4600
2003-02-28,1300.0,1260.0,386000.0,8.61,-32060,310,-3820
2003-03-03,1285.0,1265.0,356410.0,8.64,-32690,14980,3780
2003-03-04,1250.0,1235.0,469410.0,8.44,72210,-72210,0
2003-03-05,1200.0,1210.0,394011.0,8.27,-8530,-4900,-3150
2003-03-06,1220.0,1165.0,357812.0,7.96,37790,-37160,0
2003-03-07,1130.0,1060.0,568152.0,7.24,51249,12251,5040
2003-03-10,1005.0,1025.0,283660.0,7.0,-560,-5740,0
2003-03-11,990.0,1030.0,271510.0,7.04,-14610,14610,0
2003-03-12,1010.0,1060.0,394740.0,7.24,-66290,64400,0
2003-03-13,1065.0,1040.0,581260.0,7.1,-101300,118190,-24180
2003-03-14,1140.0,1110.0,452620.0,7.58,29410,-29410,0
2003-03-17,1090.0,1010.0,344440.0,6.9,-46840,46840,0
2003-03-18,1070.0,1075.0,398510.0,7.34,-41790,27800,0
2003-03-19,1050.0,1115.0,526410.0,7.62,29290,-29290,0
2003-03-20,1150.0,1240.0,1098976.0,8.47,62040,-62570,0
2003-03-21,1265.0,1250.0,525010.0,8.54,-45710,45710,0
2003-03-24,1290.0,1230.0,472224.0,8.4,20960,-21460,500
2003-03-25,1140.0,1150.0,551140.0,7.86,-107470,106470,1000
2003-03-26,1190.0,1160.0,402870.0,7.92,-28690,24940,3750
2003-03-27,1160.0,1180.0,227270.0,8.06,25260,-27760,2500
2003-03-28,1215.0,1185.0,255020.0,8.1,18110,-19860,1750
2003-03-31,1160.0,1150.0,222316.0,7.86,-20190,21740,-3460
2003-04-01,1145.0,1190.0,361860.0,8.13,24350,-22590,-1760
2003-04-02,1215.0,1210.0,355211.0,8.27,-23060,23590,0
2003-04-03,1265.0,1230.0,560670.0,8.4,-68440,63720,1260
2003-04-04,1210.0,1260.0,635555.0,8.61,-45100,34530,7020
2003-04-07,1300.0,1445.0,2491859.0,9.87,-147610,44250,12050
2003-04-08,1440.0,1435.0,2909289.0,9.8,753060,-705600,14070
2003-04-09,1440.0,1580.0,4363182.0,10.79,-70510,80210,4420
2003-04-10,1615.0,1570.0,1965568.0,10.73,-17397,-56413,79080
2003-04-11,1600.0,1550.0,2597171.0,10.59,-13600,54040,11140
2003-04-14,1570.0,1560.0,1100837.0,10.66,-44840,33470,10000
2003-04-15,1590.0,1525.0,1259066.0,10.42,-23780,19620,5200
2003-04-16,1535.0,1640.0,2307123.0,11.2,-14770,5060,5400
2003-04-17,1600.0,1580.0,1125765.0,10.79,-3990,1390,2600
2003-04-18,1600.0,1595.0,1164060.0,10.9,-83910,77250,5070
2003-04-21,1580.0,1580.0,681902.0,10.79,-36560,41210,-2020
2003-04-22,1580.0,1580.0,0.0,10.79,0,0,0
2003-04-23,1535.0,1490.0,1588780.0,10.18,-29590,18540,5400
2003-04-24,1490.0,1425.0,503290.0,9.73,2300,-700,-910
2003-04-25,1390.0,1295.0,1072933.0,8.85,96140,-105340,7800
2003-04-28,1230.0,1290.0,525428.0,8.81,-16779,16779,0
2003-04-29,1330.0,1475.0,2224183.0,10.08,-60690,50390,6300
2003-04-30,1435.0,1480.0,1845366.0,10.11,-69230,49570,13970
2003-05-02,1490.0,1465.0,781085.0,10.01,92450,-92450,0
2003-05-06,1490.0,1495.0,755771.0,10.21,-3871,5570,-9
2003-05-07,1500.0,1500.0,673191.0,10.25,-25220,6750,17920
2003-05-09,1540.0,1565.0,1892780.0,10.69,-4880,4780,100
2003-05-12,1605.0,1570.0,1071470.0,10.73,-101510,104820,1560
2003-05-13,1570.0,1485.0,850150.0,10.14,19680,-33380,350
2003-05-14,1480.0,1530.0,489060.0,10.45,6530,-22280,0
2003-05-15,1515.0,1530.0,933990.0,10.45,-66610,29910,-400
2003-05-16,1545.0,1500.0,619520.0,10.25,58640,-72160,0
2003-05-19,1460.0,1420.0,508743.0,9.7,107930,-121250,0
2003-05-20,1390.0,1450.0,463940.0,9.9,10150,-28110,0
2003-05-21,1425.0,1435.0,330030.0,9.8,29820,-28300,-520
2003-05-22,1420.0,1500.0,1061210.0,10.25,-384150,-8200,399950
2003-05-23,1530.0,1530.0,1067968.0,10.45,-187715,86075,0
2003-05-26,1520.0,1550.0,949560.0,10.59,-311550,93240,0
2003-05-27,1555.0,1540.0,732490.0,10.52,-11250,-9200,-750
2003-05-28,1565.0,1610.0,2109453.0,11.0,-510397,202377,0
2003-05-29,1620.0,1620.0,1625720.0,11.07,-106220,95020,0
2003-05-30,1630.0,1610.0,808100.0,11.0,-49190,13990,0
2003-06-02,1620.0,1585.0,1178133.0,10.83,162842,220808,6300
2003-06-03,1560.0,1555.0,575960.0,10.62,79080,-93700,-1100
2003-06-04,1555.0,1540.0,594483.0,10.52,-5230,-81820,-1260
2003-06-05,1540.0,1520.0,659920.0,10.38,35050,-103680,0
2003-06-09,1520.0,1505.0,613496.0,10.28,-52700,18940,0
2003-06-10,1495.0,1515.0,606811.0,10.35,-21710,11060,-1890
2003-06-11,1500.0,1510.0,570752.0,10.32,-36320,36320,0
2003-06-12,1510.0,1505.0,1009525.0,10.28,154235,-117505,-30800
2003-06-13,1545.0,1500.0,1114586.0,10.25,481696,-501696,0
2003-06-16,1495.0,1480.0,810175.0,10.11,64500,-64500,0
2003-06-17,1495.0,1505.0,1056580.0,10.28,-68420,75870,-10940
2003-06-18,1505.0,1490.0,1573338.0,10.18,497970,-307940,0
2003-06-19,1515.0,1480.0,855342.0,10.11,96060,-77820,-8240
2003-06-20,1480.0,1480.0,1032950.0,10.11,-133520,-13450,0
2003-06-23,1465.0,1445.0,945810.0,9.87,-163800,146470,0
2003-06-24,1400.0,1415.0,527660.0,9.67,-84580,84580,0
2003-06-25,1405.0,1420.0,377822.0,9.7,-3820,11150,0
2003-06-26,1410.0,1430.0,493841.0,9.77,52701,2149,0
2003-06-27,1450.0,1470.0,488428.0,10.04,-22880,52880,0
2003-06-30,1480.0,1500.0,870800.0,10.25,55640,-5640,0
2003-07-01,1515.0,1500.0,1465468.0,10.25,511600,-509500,2900
2003-07-02,1540.0,1510.0,6987080.0,10.32,802500,-757610,-2890
2003-07-03,1560.0,1450.0,2751790.0,9.9,34740,-26740,0
2003-07-04,1425.0,1415.0,1900990.0,9.67,463860,15140,20000
2003-07-07,1425.0,1410.0,941710.0,9.63,-93320,37310,16010
2003-07-08,1410.0,1400.0,1065712.0,9.56,118410,-162610,200
2003-07-09,1400.0,1395.0,666020.0,9.53,42050,-42450,0
2003-07-10,1390.0,1400.0,803784.0,9.56,16570,-73610,45040
2003-07-11,1400.0,1410.0,619290.0,9.63,41330,-51330,0
2003-07-14,1405.0,1390.0,634422.0,9.5,-25660,-9700,0
2003-07-15,1390.0,1365.0,862280.0,9.32,50840,-81200,0
2003-07-16,1355.0,1315.0,808553.0,8.98,-147690,52690,0
2003-07-18,1310.0,1305.0,708035.0,8.92,-38760,38760,0
2003-07-21,1300.0,1290.0,510140.0,8.81,19720,-19720,0
2003-07-22,1260.0,1285.0,1475063.0,8.78,-188713,70313,0
2003-07-23,1295.0,1315.0,1184819.0,8.98,7110,-7110,0
2003-07-24,1315.0,1265.0,950939.0,8.64,452320,-456920,0
2003-07-25,1260.0,1225.0,1089070.0,8.37,506730,-524730,0
2003-07-28,1230.0,1225.0,1290047.0,8.37,246803,-455873,130500
2003-07-29,1220.0,1270.0,1006218.0,8.68,88510,-215230,0
2003-07-30,1295.0,1255.0,817210.0,8.57,136650,-32910,0
2003-07-31,1245.0,1235.0,553220.0,8.44,-21680,-3400,-5710
2003-08-01,1235.0,1230.0,349880.0,8.4,47500,-56320,8820
2003-08-04,1225.0,1225.0,223485.0,8.37,18475,-18475,0
2003-08-05,1250.0,1280.0,625829.0,8.74,-109200,-8530,0
2003-08-06,1280.0,1300.0,2143488.0,8.88,271120,-310250,630
2003-08-07,1330.0,1260.0,764560.0,8.61,59460,-102460,0
2003-08-08,1260.0,1255.0,744402.0,8.57,42050,-42050,0
2003-08-11,1260.0,1440.0,7329037.0,9.84,875005,-436255,0
2003-08-12,1480.0,1365.0,2955789.0,9.32,139160,-24610,-130500
2003-08-13,1385.0,1330.0,1872470.0,9.09,600,-600,0
2003-08-14,1310.0,1420.0,4218905.0,9.7,-60690,42130,-18880
2003-08-18,1440.0,1520.0,5341320.0,10.38,209030,-204340,-1200
2003-08-19,1550.0,1540.0,2486405.0,10.52,16540,-59140,0
2003-08-20,1545.0,1495.0,1461274.0,10.21,31280,-27330,-3950
2003-08-21,1500.0,1670.0,17517695.0,11.41,1029644,-1946174,1115160
