Symbol,POSCO_시가(원),POSCO_종가(원),POSCO_거래량(주),POSCO_PER(IFRS-연결),POSCO_순매수수량(개인)(주),POSCO_순매수수량(기관계)(주),POSCO_순매수수량(외국인계)(주)
2003-12-26,158000.0,154500.0,179286.0,13.23,26156,-3396,-25430
2003-12-29,152500.0,155000.0,160859.0,13.27,2202,12558,-9570
2003-12-30,157000.0,163000.0,289892.0,13.96,-60489,3759,62410
2004-01-02,164000.0,166500.0,207947.0,7.54,-28734,32329,1515
2004-01-05,165000.0,166000.0,276776.0,7.52,27480,-23200,-3650
2004-01-06,170000.0,171000.0,428010.0,7.74,-29134,-129282,164656
2004-01-07,170500.0,169000.0,234213.0,7.65,26903,-12093,-19660
2004-01-08,170000.0,167000.0,401179.0,7.56,-77,-62663,59100
2004-01-09,169000.0,165500.0,328750.0,7.5,23141,-25596,10435
2004-01-12,168000.0,168500.0,278222.0,7.63,25195,-85339,70620
2004-01-13,167500.0,166500.0,355286.0,7.54,59237,-50957,-9080
2004-01-14,164000.0,166000.0,341903.0,7.52,3248,8855,-19173
2004-01-15,166000.0,162000.0,542265.0,7.34,129105,-49925,-75840
2004-01-16,164000.0,159000.0,393578.0,7.2,101036,13824,-118780
2004-01-19,160500.0,161500.0,293482.0,7.31,66215,34975,-10180
2004-01-20,162500.0,166000.0,429803.0,7.52,73192,-45362,135940
2004-01-26,168500.0,166500.0,601851.0,7.54,-24764,-82526,167150
2004-01-27,167000.0,167000.0,352383.0,7.56,15868,-76608,66030
2004-01-28,169000.0,167500.0,309289.0,7.59,-21802,-31220,50550
2004-01-29,165000.0,160000.0,240299.0,7.25,52807,29250,-85905
2004-01-30,159500.0,156500.0,363249.0,7.09,63163,-5550,-66555
2004-02-02,159000.0,161500.0,186794.0,7.31,-34577,-11943,55710
2004-02-03,161000.0,157500.0,261531.0,7.13,13447,31346,-50355
2004-02-04,161000.0,158000.0,175762.0,7.16,6591,26389,-35020
2004-02-05,160000.0,160500.0,221190.0,7.27,-21521,63361,-41130
2004-02-06,161500.0,163000.0,276585.0,7.38,-14578,-55814,83780
2004-02-09,165000.0,165000.0,231283.0,7.47,5048,-26848,46060
2004-02-10,166500.0,164500.0,172780.0,7.45,-12781,-18559,34500
2004-02-11,163000.0,164500.0,324420.0,7.45,1472,-23252,7450
2004-02-12,167500.0,167000.0,364755.0,7.56,6864,12701,-33620
2004-02-13,166000.0,169000.0,236529.0,7.65,-29423,2758,23640
2004-02-16,167000.0,166500.0,256221.0,7.54,-13371,-26889,46020
2004-02-17,166500.0,168000.0,183075.0,7.61,-8522,-12819,32469
2004-02-18,169000.0,164000.0,425616.0,7.43,20156,-10826,-8790
2004-02-19,165000.0,166000.0,200352.0,7.52,-12195,1341,38700
2004-02-20,164000.0,163500.0,158523.0,7.4,27486,-35397,10901
2004-02-23,163000.0,163000.0,137408.0,7.38,13237,9455,-22512
2004-02-24,162500.0,162000.0,180856.0,7.34,-25364,9740,32484
2004-02-25,162000.0,162000.0,168594.0,7.34,15305,4059,-25544
2004-02-26,161500.0,162000.0,154184.0,7.34,10370,-15460,8520
2004-02-27,164000.0,173000.0,551416.0,7.84,-95600,165180,-79670
2004-03-02,178500.0,181000.0,659215.0,8.2,-267472,-33665,298320
2004-03-03,177500.0,175000.0,267159.0,7.93,44208,-4552,-52066
2004-03-04,177000.0,174000.0,431340.0,7.88,100773,-2873,-99520
2004-03-05,176000.0,174500.0,333615.0,7.9,62311,-44833,-25178
2004-03-08,175000.0,173000.0,269365.0,7.84,7630,10540,-15680
2004-03-09,171500.0,173000.0,283477.0,7.84,17638,33802,-50753
2004-03-10,170000.0,166000.0,438210.0,7.52,167455,-17565,-168940
2004-03-11,162500.0,164500.0,683947.0,7.45,166179,-100449,-70630
2004-03-12,163500.0,160500.0,653880.0,7.27,95678,14949,-118740
2004-03-15,161500.0,158500.0,256514.0,7.18,21740,19252,-39382
2004-03-16,156000.0,160000.0,180762.0,7.25,-9110,42102,-34592
2004-03-17,163000.0,162000.0,365740.0,7.34,66498,-3323,-12470
2004-03-18,163500.0,160500.0,255265.0,7.27,39064,-10543,-3960
2004-03-19,161000.0,163000.0,150807.0,7.38,-2956,19126,-5650
2004-03-22,162500.0,157500.0,310027.0,7.13,90488,-56478,-25620
2004-03-23,155000.0,159000.0,238366.0,7.2,2118,2789,14733
2004-03-24,157500.0,159000.0,160112.0,7.2,6400,-44655,38220
2004-03-25,159000.0,159000.0,302169.0,7.2,-23638,-14306,44174
2004-03-26,161000.0,159000.0,456875.0,7.2,42680,27143,-94627
2004-03-29,159000.0,161500.0,193755.0,7.31,-16044,38709,-105
2004-03-30,164500.0,164000.0,290723.0,7.43,-47721,31581,18060
2004-03-31,164500.0,162000.0,338182.0,7.34,65637,-36827,-17600
2004-04-01,162000.0,160500.0,231391.0,7.27,67033,-56013,-15230
2004-04-02,162500.0,165000.0,347933.0,7.47,-78932,-7536,84050
2004-04-06,165500.0,165000.0,528066.0,7.47,114621,-50041,-53740
2004-04-07,166500.0,168500.0,493416.0,7.63,-77621,-79459,193380
2004-04-08,170000.0,175500.0,510877.0,7.95,-136400,-18050,155070
2004-04-09,178000.0,177000.0,458778.0,8.02,-49644,19694,47850
2004-04-12,177000.0,175000.0,383921.0,7.93,16323,50437,-49310
2004-04-13,175000.0,170000.0,439937.0,7.7,42537,-87767,70100
2004-04-14,168000.0,173000.0,397248.0,7.84,31787,-100189,72672
2004-04-16,170000.0,168000.0,380463.0,7.61,113836,-119277,32871
2004-04-19,168500.0,167500.0,283241.0,7.59,52881,-64346,26610
2004-04-20,169000.0,167000.0,289454.0,7.56,67773,-18759,-22368
2004-04-21,164000.0,167000.0,447627.0,7.56,14867,-52895,87880
2004-04-22,164000.0,161000.0,724475.0,7.29,293079,-87283,-188916
2004-04-23,162000.0,160000.0,736785.0,7.25,220949,3324,-221843
2004-04-26,160000.0,156000.0,346486.0,7.07,105045,-81455,-10250
2004-04-27,154500.0,154500.0,330387.0,7.0,70099,11191,-78990
2004-04-28,155000.0,156000.0,271050.0,7.07,23580,-70612,55222
2004-04-29,151500.0,147000.0,695770.0,6.66,74428,109180,-224888
2004-04-30,143500.0,143500.0,782612.0,6.5,104695,81497,-183372
2004-05-03,143500.0,138000.0,755577.0,6.25,112869,86849,-139238
2004-05-04,141000.0,144500.0,521920.0,6.54,-45710,-94755,162405
2004-05-06,145000.0,140000.0,478014.0,6.34,-33178,31591,-9633
2004-05-07,138000.0,140500.0,464507.0,6.36,-45152,32124,13978
2004-05-10,137000.0,132000.0,422167.0,5.98,17527,-17447,-7720
2004-05-11,132000.0,132000.0,527253.0,5.98,25465,-39545,880
2004-05-12,137000.0,141000.0,464256.0,6.39,-52319,-113513,182872
2004-05-13,139000.0,135000.0,507325.0,6.11,83515,-100105,46860
2004-05-14,137000.0,131500.0,562507.0,5.96,61006,-179669,127211
2004-05-17,132500.0,131000.0,378466.0,5.93,-124176,26696,116120
2004-05-18,128500.0,132500.0,456531.0,6.0,-17268,32408,-4330
2004-05-19,137500.0,140500.0,413387.0,6.36,-90035,-44092,151217
2004-05-20,138500.0,139000.0,375758.0,6.3,-46408,-96541,164488
2004-05-21,139000.0,140500.0,327803.0,6.36,30315,58282,-96989
2004-05-24,141000.0,140000.0,337192.0,6.34,6600,-53530,58110
2004-05-25,140500.0,139500.0,342053.0,6.32,-69631,-99078,185869
2004-05-27,144000.0,145000.0,675405.0,6.57,-178097,-17455,225920
2004-05-28,149000.0,144000.0,637362.0,6.52,-31457,127,50360
2004-05-31,143500.0,140000.0,287225.0,6.34,45199,-41971,4332
2004-06-01,140000.0,141000.0,252068.0,6.39,39723,-20651,-26532
2004-06-02,139500.0,138500.0,229987.0,6.27,45126,8840,-42586
2004-06-03,138000.0,133000.0,367132.0,6.02,90500,-37260,-41740
2004-06-04,133000.0,135000.0,302772.0,6.11,-39340,-2440,40400
2004-06-07,138500.0,142000.0,308218.0,6.43,-128307,77617,59830
2004-06-08,143500.0,141500.0,271818.0,6.41,-36248,-22643,59861
2004-06-09,142500.0,140000.0,291678.0,6.34,-9289,-19857,42076
2004-06-10,137500.0,135000.0,511659.0,6.11,102970,1150,-176110
2004-06-11,136500.0,132000.0,376908.0,5.98,43170,-150210,121850
2004-06-14,130000.0,131000.0,225197.0,5.93,2498,-5888,-11270
2004-06-15,133500.0,135500.0,266081.0,6.14,-68682,10857,56605
2004-06-16,137000.0,139500.0,260820.0,6.32,-54779,-9891,76170
2004-06-17,140000.0,140000.0,261233.0,6.34,-28664,27084,-14330
2004-06-18,137000.0,138000.0,324040.0,6.25,44699,-30189,16020
2004-06-21,138000.0,137500.0,266826.0,6.23,-51490,26260,31810
2004-06-22,137500.0,136500.0,255882.0,6.18,18187,20415,-30502
2004-06-23,138000.0,136500.0,392820.0,6.18,-53743,42373,17800
2004-06-24,141500.0,144500.0,427211.0,6.54,-146076,108886,14610
2004-06-25,146000.0,151500.0,675657.0,6.86,-164609,18739,171970
2004-06-28,150000.0,148000.0,426050.0,6.7,26185,-23385,5580
2004-06-29,148000.0,148500.0,292691.0,6.73,-28290,84910,-57350
2004-06-30,148500.0,149000.0,223501.0,6.75,-40617,43113,-2346
2004-07-01,149000.0,148500.0,281930.0,6.73,-26792,7517,23756
2004-07-02,146500.0,145000.0,197566.0,6.57,-31620,-20710,62390
2004-07-05,145500.0,148500.0,138799.0,6.73,-14909,-19231,37190
2004-07-06,149000.0,151500.0,311667.0,6.86,-67934,-12619,79153
2004-07-07,149000.0,150000.0,282824.0,6.79,4440,-10180,7760
2004-07-08,151500.0,150500.0,549031.0,6.82,-47416,-119104,176150
2004-07-09,150000.0,150000.0,202493.0,6.79,-6730,54040,-53430
2004-07-12,150500.0,152500.0,245705.0,6.91,-47351,-10169,69510
2004-07-13,154000.0,153000.0,304547.0,6.93,-87597,837,94960
2004-07-14,154000.0,152000.0,312630.0,6.88,-2527,-60283,76370
2004-07-15,154000.0,154500.0,230373.0,7.0,-47643,43046,-2953
2004-07-16,155500.0,159500.0,436049.0,7.22,-144668,-28410,190400
2004-07-19,159500.0,162000.0,212256.0,7.34,-65456,3794,62530
2004-07-20,158000.0,159000.0,198083.0,7.2,1182,-35942,49170
2004-07-21,160000.0,160500.0,227483.0,7.27,-38094,7121,27193
2004-07-22,157500.0,156000.0,165360.0,7.07,48180,-45330,5760
2004-07-23,156000.0,157500.0,245180.0,7.13,-8861,-41153,46330
2004-07-26,157500.0,157500.0,196028.0,7.13,-24778,43011,-20293
2004-07-27,156500.0,154500.0,211788.0,7.0,17008,14422,-33320
2004-07-28,155500.0,157500.0,174230.0,7.13,-27899,16149,17460
2004-07-29,158000.0,157500.0,213864.0,7.13,-23181,-25109,54530
2004-07-30,158000.0,159500.0,317542.0,7.22,-31100,25830,2170
2004-08-02,159500.0,158000.0,196095.0,7.16,-18529,-30472,53691
2004-08-03,156500.0,156000.0,151058.0,7.07,6067,2423,-6270
2004-08-04,157000.0,158000.0,205744.0,7.16,-18365,-31895,30560
2004-08-05,158000.0,160000.0,196344.0,7.25,-33760,5820,-1490
2004-08-06,159500.0,155000.0,135860.0,7.02,-6275,-34745,-12820
2004-08-09,152500.0,158500.0,183064.0,7.18,-20051,35649,-35128
2004-08-10,157500.0,160000.0,160315.0,7.25,-18892,-39738,36060
2004-08-11,162000.0,163500.0,275195.0,7.4,-107123,-28447,145170
2004-08-12,164000.0,165000.0,264967.0,7.47,-61769,57469,-4260
2004-08-13,163500.0,163000.0,185469.0,7.38,2698,-46062,22124
2004-08-16,162000.0,160500.0,179493.0,7.27,13674,-11642,-42732
2004-08-17,161000.0,163000.0,227586.0,7.38,-7441,-22764,-20720
2004-08-18,162000.0,163000.0,124888.0,7.38,6266,6694,-29710
2004-08-19,164000.0,164500.0,239573.0,7.45,-66082,40492,-8190
2004-08-20,164500.0,165500.0,166421.0,7.5,-15600,44490,-27110
2004-08-23,165500.0,162500.0,189017.0,7.36,19843,5594,-52416
2004-08-24,161000.0,160000.0,289486.0,7.25,44853,-65513,-14310
2004-08-25,158500.0,160500.0,258307.0,7.27,12471,18304,-62255
2004-08-26,160000.0,159000.0,152742.0,7.2,-3923,-41462,1575
2004-08-27,159000.0,159500.0,229997.0,7.22,1811,1783,-75090
2004-08-30,160000.0,163000.0,144000.0,7.38,-25925,-51245,61310
2004-08-31,162500.0,165500.0,198656.0,7.5,-46230,308,29402
2004-09-01,165500.0,166500.0,195623.0,7.54,-37253,3533,18670
2004-09-02,166000.0,165500.0,150237.0,7.5,-4168,-37702,12850
2004-09-03,167000.0,168000.0,252630.0,7.61,-55753,-22977,59490
2004-09-06,168500.0,171500.0,242320.0,7.77,-83198,26358,30710
2004-09-07,169000.0,171000.0,167569.0,7.74,-23131,4341,-21250
2004-09-08,171000.0,174500.0,184610.0,7.9,-61654,-35072,53860
2004-09-09,174500.0,176000.0,392930.0,7.97,-49069,-112111,42650
2004-09-10,176000.0,184000.0,464784.0,8.33,-154732,-27668,172320
2004-09-13,183500.0,183500.0,447344.0,8.31,-51660,-6970,7580
2004-09-14,181500.0,177500.0,423412.0,8.04,-4798,-28646,-60560
2004-09-15,177500.0,180500.0,290939.0,8.17,1625,12585,-41270
2004-09-16,177000.0,183000.0,244098.0,8.29,-41690,59260,-38270
2004-09-17,181000.0,180000.0,305910.0,8.15,16366,36244,-144240
2004-09-20,179500.0,180000.0,152938.0,8.15,7680,27746,-50066
2004-09-21,179500.0,177500.0,203086.0,8.04,5651,4718,-91499
2004-09-22,179000.0,174000.0,250776.0,7.88,5200,-45570,-44310
2004-09-23,171000.0,173000.0,358917.0,7.84,39782,-12351,-120711
2004-09-24,171000.0,173000.0,209919.0,7.84,8644,-15032,-73812
2004-09-30,173000.0,171500.0,279207.0,7.77,23654,41225,-108479
2004-10-01,172000.0,175000.0,332273.0,7.93,26813,85712,-141225
2004-10-04,176500.0,178500.0,395579.0,8.08,16272,72208,-117570
2004-10-05,179500.0,179000.0,264603.0,8.11,-4000,15210,-31000
2004-10-06,179000.0,184000.0,437435.0,8.33,-59848,25888,26840
2004-10-07,185000.0,187000.0,478291.0,8.47,-27307,-39743,26050
2004-10-08,184500.0,183500.0,273403.0,8.31,-12006,22977,-58051
2004-10-11,180500.0,183000.0,234612.0,8.29,25625,38740,-81275
2004-10-12,183500.0,183000.0,308231.0,8.29,33444,-64654,-10760
2004-10-13,183000.0,178000.0,381483.0,8.06,14317,14163,-95990
2004-10-14,171000.0,171500.0,499960.0,7.77,98355,-85635,-13020
2004-10-15,170000.0,170000.0,352358.0,7.7,99518,8167,-106165
2004-10-18,171500.0,172000.0,306655.0,7.79,17783,21028,-27421
2004-10-19,172500.0,171000.0,314584.0,7.74,19768,65372,-110170
2004-10-20,169000.0,168500.0,469657.0,7.63,27616,-25242,-7154
2004-10-21,167500.0,165000.0,507638.0,7.47,1280,-53884,61744
2004-10-22,165000.0,166500.0,583074.0,7.54,33104,57840,-85534
2004-10-25,164000.0,163000.0,297484.0,7.38,-10990,-33050,52810
2004-10-26,166000.0,164000.0,252846.0,7.43,57584,43786,-94140
2004-10-27,165500.0,166000.0,191470.0,7.52,-4562,3970,-478
2004-10-28,168000.0,171000.0,174427.0,7.74,-14699,38209,-35920
2004-10-29,167000.0,167500.0,394568.0,7.59,86955,-70762,-11473
2004-11-01,166500.0,166000.0,156265.0,7.52,18572,-6212,-11610
2004-11-02,167500.0,169000.0,209162.0,7.65,-8580,64520,-39370
2004-11-03,170000.0,171500.0,171705.0,7.77,4060,14960,-21430
2004-11-04,172000.0,169500.0,125835.0,7.68,11444,-9174,-4790
2004-11-05,172500.0,172500.0,255418.0,7.81,-31730,117120,-87260
2004-11-08,173000.0,170000.0,211303.0,7.7,5059,-41399,31680
2004-11-09,170000.0,169500.0,145514.0,7.68,10064,6133,-19377
2004-11-10,170000.0,173000.0,237694.0,7.84,-27481,50037,-28846
2004-11-11,173000.0,172500.0,267415.0,7.81,-107161,-1635,108556
2004-11-12,175000.0,176500.0,253961.0,7.99,-69473,97680,-27207
2004-11-15,180000.0,180500.0,252373.0,8.17,-85554,-13646,108120
2004-11-16,181000.0,179000.0,186270.0,8.11,-6963,-21897,29590
2004-11-17,179000.0,181000.0,188908.0,8.2,-9118,56141,-1230
2004-11-18,181500.0,181000.0,160260.0,8.2,-16090,-8908,52128
2004-11-19,178500.0,177000.0,163439.0,8.02,11709,-22229,12940
2004-11-22,177000.0,174500.0,150001.0,7.9,35410,-32550,-23180
2004-11-23,176500.0,179000.0,179877.0,8.11,-25669,3099,26530
2004-11-24,177000.0,182500.0,272016.0,8.27,-27074,60336,-45050
2004-11-25,182500.0,187000.0,295962.0,8.47,-60773,25613,23590
2004-11-26,190000.0,189000.0,465007.0,8.56,3633,-5312,-13330
2004-11-29,192000.0,193000.0,312975.0,8.74,-14918,9882,-3346
2004-11-30,195500.0,195500.0,419266.0,8.85,-28456,26514,333
2004-12-01,195500.0,195000.0,205603.0,8.83,-16211,26982,-9741
2004-12-02,198000.0,203000.0,373272.0,9.19,-84685,18460,65840
2004-12-03,199500.0,199500.0,381666.0,9.04,32454,58436,-98690
2004-12-06,197000.0,197500.0,133921.0,8.94,8193,-7488,-2265
2004-12-07,197000.0,187000.0,447559.0,8.47,14679,16738,-18248
2004-12-08,182000.0,182500.0,409515.0,8.27,84917,111831,-232788
2004-12-09,183500.0,184000.0,495559.0,8.33,34496,86074,-149750
2004-12-10,182000.0,179500.0,351207.0,8.13,61550,33895,-111475
2004-12-13,178500.0,179500.0,199336.0,8.13,-8974,60044,-63360
2004-12-14,182000.0,186500.0,284907.0,8.45,-17984,6044,-9780
2004-12-15,186000.0,188000.0,375995.0,8.51,63726,39514,-119634
2004-12-16,186500.0,184000.0,356200.0,8.33,18292,42665,-63447
2004-12-17,184000.0,184000.0,289335.0,8.33,9208,20173,-32625
2004-12-20,181000.0,187500.0,205479.0,8.49,-6403,7429,3658
2004-12-21,188000.0,189000.0,159294.0,8.56,6479,-13195,17019
2004-12-22,190500.0,190000.0,246381.0,8.61,-5209,-62569,61852
2004-12-23,190500.0,192000.0,275805.0,8.7,20404,-65729,62222
2004-12-24,192000.0,192500.0,119401.0,8.72,23705,12069,-14764
2004-12-27,194000.0,192500.0,103584.0,8.72,-1724,20020,-16282
2004-12-28,193500.0,194000.0,213715.0,8.79,-32527,42884,3762
2004-12-29,189500.0,186500.0,342372.0,8.45,44480,19601,-42754
2004-12-30,187000.0,187000.0,194729.0,8.47,23677,-20684,-2681
2005-01-03,187000.0,185000.0,138181.0,4.3,10254,-25972,24043
2005-01-04,185000.0,182500.0,270295.0,4.24,43079,-42292,-3899
2005-01-05,180000.0,180000.0,369389.0,4.18,31003,-15367,-8993
2005-01-06,178500.0,178000.0,281561.0,4.14,73497,3416,-87826
2005-01-07,177000.0,176500.0,225282.0,4.1,87448,-26337,-61928
2005-01-10,176000.0,176500.0,255313.0,4.1,64229,-12292,-53218
2005-01-11,176500.0,181500.0,285545.0,4.22,-17114,17783,-490
2005-01-12,179000.0,178000.0,212985.0,4.14,49226,293,-51958
2005-01-13,180000.0,181000.0,233845.0,4.2,-10405,-20274,5651
2005-01-14,182500.0,183000.0,425525.0,4.25,-40442,27329,4473
2005-01-17,186000.0,186000.0,358850.0,4.32,-43174,-69185,107171
2005-01-18,189000.0,190000.0,305029.0,4.41,-88991,20844,49371
2005-01-19,189500.0,185000.0,252147.0,4.3,45164,-9963,-32709
2005-01-20,184000.0,185000.0,254428.0,4.3,60040,-22266,-35263
2005-01-21,185500.0,185500.0,156265.0,4.31,-3278,10216,-14616
2005-01-24,183000.0,185000.0,164496.0,4.3,29316,-28047,411
2005-01-25,184000.0,183000.0,160758.0,4.25,25392,5980,-34250
2005-01-26,183000.0,184500.0,248943.0,4.29,-65394,28763,33257
2005-01-27,183500.0,181000.0,183095.0,4.2,75203,807,-70367
2005-01-28,182500.0,183000.0,160563.0,4.25,22603,18864,-42410
2005-01-31,182000.0,186500.0,244516.0,4.33,-47450,58687,-10634
2005-02-01,184500.0,184000.0,177675.0,4.27,42778,-34657,-1975
2005-02-02,185000.0,182500.0,188035.0,4.24,24308,-7542,-18627
2005-02-03,185000.0,188000.0,466453.0,4.37,-124393,92407,13582
2005-02-04,189500.0,190000.0,201987.0,4.41,-33800,-20383,27515
2005-02-07,190000.0,188500.0,325344.0,4.38,5607,-36670,13187
2005-02-11,188000.0,188000.0,223269.0,4.37,35824,-57479,16292
2005-02-14,190000.0,193000.0,329851.0,4.48,-66515,-7953,72842
2005-02-15,193500.0,193500.0,323989.0,4.5,-32153,-5291,40859
2005-02-16,195000.0,197000.0,309780.0,4.58,-50307,-20828,29961
2005-02-17,200000.0,200000.0,430206.0,4.65,-176236,58482,79181
2005-02-18,198000.0,201500.0,192520.0,4.68,-12077,-353,-37051
2005-02-21,201000.0,200000.0,264404.0,4.65,11306,-67108,25221
2005-02-22,201000.0,200000.0,236591.0,4.65,-16453,6359,-39768
2005-02-23,199500.0,201500.0,316309.0,4.68,-48509,50630,-88531
2005-02-24,201500.0,208500.0,392835.0,4.84,-63176,109965,-78624
2005-02-25,212000.0,217000.0,491096.0,5.04,-55547,-8479,40447
2005-02-28,218000.0,221500.0,336857.0,5.15,1509,-71545,65981
2005-03-02,217500.0,213500.0,516568.0,4.96,72888,-63776,-54806
2005-03-03,212500.0,213500.0,253085.0,4.96,47212,8415,-95788
2005-03-04,212500.0,217000.0,340829.0,5.04,-1734,-19893,-515
2005-03-07,222000.0,225500.0,502237.0,5.24,-30609,-37397,72397
2005-03-08,223500.0,222500.0,311102.0,5.17,-10161,55617,-76809
2005-03-09,218000.0,212500.0,399460.0,4.94,-26118,77248,-129500
2005-03-10,212500.0,208500.0,478568.0,4.84,89209,62504,-218340
2005-03-11,209000.0,212500.0,433031.0,4.94,-8693,127322,-209805
2005-03-14,214000.0,213500.0,236893.0,4.96,57549,-15874,-75005
2005-03-15,211500.0,207500.0,325715.0,4.82,49658,-35059,-55971
2005-03-16,208000.0,210000.0,323007.0,4.88,-2231,20955,-39520
2005-03-17,206000.0,208000.0,286271.0,4.83,-12764,13963,-49585
2005-03-18,209000.0,208500.0,272913.0,4.84,-15717,26419,-55488
2005-03-21,206000.0,214000.0,185559.0,4.97,-31612,26684,-19924
2005-03-22,212000.0,212000.0,263537.0,4.92,1514,-8669,-75704
2005-03-23,210500.0,208500.0,300797.0,4.84,5653,-48263,-42147
2005-03-24,205000.0,201000.0,523842.0,4.67,61928,-44436,-79513
2005-03-25,202000.0,202000.0,144060.0,4.69,-22122,-23467,3820
2005-03-28,202500.0,205500.0,145569.0,4.77,-40138,20538,-24990
2005-03-29,202000.0,200500.0,229242.0,4.66,32230,-39046,-10353
2005-03-30,195500.0,197000.0,306854.0,4.58,30121,31138,-92994
2005-03-31,199500.0,201000.0,273041.0,4.67,-32041,-333,-6895
2005-04-01,198500.0,202500.0,170980.0,4.7,9405,7009,-20914
2005-04-04,204000.0,202500.0,188239.0,4.7,14110,-29906,-32684
2005-04-06,200000.0,199500.0,308275.0,4.63,53833,28237,-130245
2005-04-07,201000.0,201000.0,295420.0,4.67,60068,-5014,-118915
2005-04-08,200500.0,203000.0,270595.0,4.72,28627,23441,-111143
2005-04-11,200000.0,198500.0,342464.0,4.61,181596,-42695,-195402
2005-04-12,196000.0,197000.0,281784.0,4.58,85536,-12993,-106104
2005-04-13,200000.0,197500.0,317742.0,4.59,20319,-7984,-58270
2005-04-14,194000.0,190000.0,500887.0,4.41,132080,-146298,-59389
2005-04-15,190500.0,187500.0,599508.0,4.36,126709,-36430,-111583
2005-04-18,183500.0,185000.0,341722.0,4.3,5385,35340,-49798
2005-04-19,186000.0,186500.0,307379.0,4.33,6503,-19003,-6947
2005-04-20,188500.0,188000.0,335134.0,4.37,-67704,-43971,112657
2005-04-21,186000.0,188500.0,268018.0,4.38,63126,7086,-81424
2005-04-22,190500.0,188500.0,155879.0,4.38,-5149,-14170,11505
2005-04-25,186000.0,187000.0,173199.0,4.34,-30358,16375,-4639
2005-04-26,189500.0,190000.0,238568.0,4.41,-32939,-1148,32932
2005-04-27,188000.0,185000.0,283232.0,4.3,38482,-39405,13030
2005-04-28,185000.0,181000.0,403552.0,4.2,-37683,21557,27729
2005-04-29,178500.0,179500.0,487975.0,4.17,-52718,36840,2348
2005-05-02,180500.0,182500.0,153095.0,4.24,-30275,-20369,46318
2005-05-03,185000.0,181000.0,145043.0,4.2,-1977,-37689,37813
2005-05-04,182500.0,185500.0,143051.0,4.31,-26318,3514,19892
2005-05-06,186500.0,188000.0,291331.0,4.37,-34223,-25288,-2117
2005-05-09,188000.0,186500.0,292642.0,4.33,-19694,-30916,14545
2005-05-10,188000.0,186500.0,145385.0,4.33,-8549,-8203,2336
2005-05-11,183000.0,183000.0,313455.0,4.25,19512,-29174,-28056
2005-05-12,182500.0,182000.0,300325.0,4.23,-3848,37286,-80651
2005-05-13,178500.0,179500.0,434093.0,4.17,45505,-86896,45282
2005-05-16,177000.0,175500.0,614064.0,4.08,68926,-80615,15741
2005-05-17,176000.0,174500.0,348222.0,4.05,11284,-40493,25257
2005-05-18,175000.0,177500.0,157415.0,4.12,-12332,13857,-2761
2005-05-19,181500.0,183500.0,389025.0,4.26,-92392,31421,48870
2005-05-20,183500.0,184000.0,146185.0,4.27,-11612,-8895,19293
2005-05-23,182500.0,181500.0,248364.0,4.22,30303,-11522,-34247
2005-05-24,180500.0,180000.0,235397.0,4.18,25530,16051,-40713
2005-05-25,180000.0,177000.0,329974.0,4.11,28908,-40861,21672
2005-05-26,176000.0,175500.0,304971.0,4.08,70784,-13728,-59470
2005-05-27,178000.0,177500.0,358847.0,4.12,53420,17061,-65454
2005-05-30,177000.0,180000.0,160339.0,4.18,-7241,34568,-28456
2005-05-31,180000.0,180000.0,195757.0,4.18,-8417,10973,-4880
2005-06-01,180000.0,180000.0,275783.0,4.18,10231,53640,-66506
2005-06-02,183000.0,183500.0,306100.0,4.26,-54447,29576,27252
2005-06-03,183000.0,183500.0,170707.0,4.26,-22359,3884,16233
2005-06-07,182500.0,181000.0,340263.0,4.2,24691,-10673,-15112
2005-06-08,179500.0,179500.0,471411.0,4.17,52566,1353,-57932
2005-06-09,177500.0,180000.0,475511.0,4.18,26456,58862,-61537
2005-06-10,178000.0,178000.0,273331.0,4.14,79197,7305,-78416
2005-06-13,178000.0,179000.0,227022.0,4.16,51292,-4571,-38501
2005-06-14,179000.0,180500.0,180702.0,4.19,-14313,11534,-21841
2005-06-15,181000.0,182500.0,272353.0,4.24,-50129,44494,-15484
2005-06-16,185000.0,184500.0,397567.0,4.29,-40661,9592,57320
2005-06-17,187000.0,187000.0,353119.0,4.34,-33737,43648,26168
2005-06-20,187500.0,185000.0,242302.0,4.3,-9705,-8969,6980
2005-06-21,182500.0,184000.0,347781.0,4.27,-2768,42911,-43359
2005-06-22,181000.0,183500.0,296897.0,4.26,10916,42183,-59502
2005-06-23,183500.0,182000.0,588842.0,4.23,49448,-7081,-42950
2005-06-24,179000.0,179000.0,303324.0,4.16,97455,-22708,-68578
2005-06-27,178500.0,180000.0,248810.0,4.18,28479,-92544,68187
2005-06-28,180000.0,180500.0,196502.0,4.19,9906,4625,-18065
2005-06-29,182000.0,181500.0,397231.0,4.22,-59003,-6503,71668
2005-06-30,181500.0,182500.0,173196.0,4.24,-38133,-23910,64320
2005-07-01,181000.0,182500.0,139618.0,4.24,-14605,-9826,17712
2005-07-04,182500.0,182000.0,141295.0,4.23,-18092,-16498,38419
2005-07-05,183500.0,184500.0,443412.0,4.29,-65456,-112729,182666
2005-07-06,186000.0,188000.0,419416.0,4.37,-50945,20363,103894
2005-07-07,188000.0,189000.0,229913.0,4.39,-26208,-3993,108334
2005-07-08,188500.0,187000.0,163300.0,4.34,-19948,-11384,43606
