Symbol,POSCO_시가(원),POSCO_종가(원),POSCO_거래량(주),POSCO_PER(IFRS-연결),POSCO_순매수수량(개인)(주),POSCO_순매수수량(기관계)(주),POSCO_순매수수량(외국인계)(주)
2014-12-19,286500.0,284500.0,123584.0,18.02,21386,-22552,1197
2014-12-22,286500.0,289500.0,104263.0,18.34,-11843,19305,-6251
2014-12-23,287000.0,286500.0,72273.0,18.15,13549,20049,-33165
2014-12-24,285500.0,286500.0,71160.0,18.15,14333,1213,-14824
2014-12-26,285500.0,287000.0,132090.0,18.18,-7544,-7820,17381
2014-12-29,284500.0,279000.0,106395.0,17.67,46461,-38648,-4844
2014-12-30,282000.0,275500.0,152256.0,17.45,39022,-59177,22534
2015-01-02,278000.0,283500.0,156209.0,39.48,-30978,-22132,52843
2015-01-05,278000.0,279000.0,134514.0,38.85,18254,10357,-34560
2015-01-06,275500.0,275000.0,148079.0,38.29,17854,6120,-26539
2015-01-07,279500.0,279500.0,148694.0,38.92,-18444,-1099,19453
2015-01-08,280000.0,286000.0,118777.0,39.83,-22362,-11443,32776
2015-01-09,289000.0,290500.0,127436.0,40.45,-48157,17142,31257
2015-01-12,288000.0,290500.0,89260.0,40.45,-17902,-6212,23911
2015-01-13,287500.0,282500.0,122960.0,39.34,32593,-21320,-11603
2015-01-14,283000.0,282000.0,174441.0,39.27,14961,-45338,30327
2015-01-15,281000.0,274500.0,293704.0,38.23,95918,-61038,-47046
2015-01-16,272500.0,271500.0,287816.0,37.81,60614,-98127,32347
2015-01-19,272000.0,272500.0,128316.0,37.95,8239,-11110,2602
2015-01-20,272500.0,274000.0,106182.0,38.16,-1439,-11457,13266
2015-01-21,274000.0,273000.0,132336.0,38.02,17352,-42131,35798
2015-01-22,277000.0,278000.0,162379.0,38.71,-34292,-6034,46249
2015-01-23,281000.0,275500.0,203098.0,38.36,34830,-5163,-27255
2015-01-26,273000.0,268500.0,166782.0,37.39,70095,-53501,-18630
2015-01-27,270500.0,266000.0,259977.0,37.04,78636,-21437,-58483
2015-01-28,265500.0,272000.0,174626.0,37.88,-24291,-25113,53053
2015-01-29,273500.0,273500.0,157006.0,38.09,-15582,-16810,32596
2015-01-30,265500.0,252500.0,932021.0,35.16,508897,-177788,-353452
2015-02-02,255500.0,254500.0,305048.0,35.44,42695,-51223,-5828
2015-02-03,255500.0,254000.0,219846.0,35.37,58505,-26247,-37421
2015-02-04,257500.0,260000.0,269265.0,36.21,-9093,14026,-7267
2015-02-05,261000.0,262000.0,161888.0,36.48,-14082,493,10853
2015-02-06,265500.0,264000.0,220457.0,36.76,-25144,-2676,28369
2015-02-09,262000.0,260500.0,130375.0,36.28,-12556,15286,-1235
2015-02-10,262500.0,265000.0,208042.0,36.9,-88441,56301,33150
2015-02-11,264500.0,263500.0,118588.0,36.69,2812,6278,-8960
2015-02-12,261000.0,261500.0,164741.0,36.41,20693,-7443,-17710
2015-02-13,265000.0,264500.0,106827.0,36.83,-30956,-13834,43956
2015-02-16,268500.0,267500.0,109927.0,37.25,-40255,-792,42889
2015-02-17,267500.0,268000.0,103589.0,37.32,-11916,-22521,34375
2015-02-23,269500.0,271500.0,157939.0,37.81,-61618,-12925,76888
2015-02-24,271500.0,272000.0,118576.0,37.88,-23453,-8001,33458
2015-02-25,275000.0,277000.0,192352.0,38.57,-74896,-9822,86534
2015-02-26,278000.0,275500.0,133519.0,38.36,-1699,-17565,22591
2015-02-27,274500.0,267500.0,260315.0,37.25,62115,-42997,-20198
2015-03-02,269000.0,269000.0,195790.0,37.46,-230,-16996,17976
2015-03-03,271500.0,278000.0,295953.0,38.71,-88283,81882,521
2015-03-04,275500.0,276500.0,167168.0,38.5,-15116,2567,12948
2015-03-05,277500.0,276500.0,127250.0,38.5,20162,-3129,-16514
2015-03-06,276500.0,272500.0,157619.0,37.95,48943,-45727,-5681
2015-03-09,274000.0,267500.0,172751.0,37.25,51549,-25428,-26177
2015-03-10,270000.0,267000.0,176785.0,37.18,35020,-65887,33604
2015-03-11,267000.0,269000.0,211531.0,37.46,-9224,-59557,68013
2015-03-12,268000.0,261000.0,378670.0,36.35,117081,-114662,-3838
2015-03-13,264500.0,265500.0,160752.0,36.97,-41905,-22576,64991
2015-03-16,258000.0,259000.0,314012.0,36.07,-6048,-89021,97857
2015-03-17,261000.0,256500.0,534154.0,35.72,198559,-133370,-75467
2015-03-18,257500.0,258000.0,228035.0,35.93,26890,-12331,-13567
2015-03-19,258000.0,259500.0,313971.0,36.14,32533,-33302,196
2015-03-20,258000.0,254500.0,362568.0,35.44,157745,-87896,-74925
2015-03-23,255500.0,256000.0,249473.0,35.65,33858,-46207,12513
2015-03-24,257500.0,258000.0,192335.0,35.93,5494,-30432,25118
2015-03-25,257500.0,257000.0,155027.0,35.79,24242,-49758,25450
2015-03-26,256500.0,254500.0,151981.0,35.44,44132,-27799,-16352
2015-03-27,254000.0,251500.0,261330.0,35.02,109255,-47031,-62889
2015-03-30,248500.0,242500.0,430008.0,33.77,208367,-66412,-142212
2015-03-31,244000.0,244500.0,261172.0,34.05,27195,9746,-39926
2015-04-01,242000.0,238000.0,324774.0,33.14,71185,-68215,-9589
2015-04-02,236500.0,236000.0,310180.0,32.86,63936,-52695,-1975
2015-04-03,236500.0,240000.0,149794.0,33.42,-4205,6718,-9029
2015-04-06,239500.0,236500.0,159229.0,32.93,65672,-47713,-23676
2015-04-07,238500.0,246500.0,364228.0,34.33,-80481,102955,-25291
2015-04-08,247500.0,253000.0,292533.0,35.23,-37877,67330,-28254
2015-04-09,250500.0,250500.0,215244.0,34.88,85051,-17059,-68784
2015-04-10,249000.0,253000.0,246356.0,35.23,451,10463,-12097
2015-04-13,253500.0,254000.0,218953.0,35.37,46754,-46569,1236
2015-04-14,255500.0,254500.0,228993.0,35.44,19068,-14455,-6621
2015-04-15,257000.0,256000.0,238264.0,35.65,60562,8778,-69018
2015-04-16,255500.0,256000.0,209366.0,35.65,13468,9333,-19727
2015-04-17,254000.0,255000.0,277450.0,35.51,30434,34965,-61147
2015-04-20,251000.0,255000.0,208835.0,35.51,8114,39483,-43461
2015-04-21,256000.0,253000.0,307115.0,35.23,86101,150,-82112
2015-04-22,247000.0,244500.0,639990.0,34.05,216467,-41335,-181496
2015-04-23,244500.0,252000.0,396495.0,35.09,-69292,66583,32940
2015-04-24,255500.0,258000.0,602230.0,35.93,-140169,278616,-115222
2015-04-27,259000.0,255000.0,303171.0,35.51,12551,41454,-42863
2015-04-28,257000.0,260500.0,369404.0,36.28,-58561,143685,-69502
2015-04-29,261500.0,257500.0,194307.0,35.86,14864,12412,-18196
2015-04-30,254000.0,252000.0,236918.0,35.09,73046,-25329,-46780
2015-05-04,255500.0,262500.0,249893.0,36.55,-125010,99847,17638
2015-05-06,265000.0,269000.0,494079.0,37.46,-210554,209416,3236
2015-05-07,267000.0,262500.0,205830.0,36.55,42156,-1968,-41749
2015-05-08,262500.0,261000.0,137453.0,36.35,14886,2887,-6769
2015-05-11,262000.0,257000.0,153448.0,35.79,36527,-12680,-16316
2015-05-12,257000.0,256500.0,169009.0,35.72,17204,-51783,39855
2015-05-13,256500.0,259000.0,160686.0,36.07,-3030,-4711,27255
2015-05-14,260000.0,257500.0,154210.0,35.86,19368,-17981,9033
2015-05-15,259500.0,252000.0,227465.0,35.09,59408,-62221,14801
2015-05-18,254000.0,253000.0,203411.0,35.23,34976,-38693,4929
2015-05-19,250000.0,251000.0,163712.0,34.95,10137,-14045,4172
2015-05-20,251000.0,251000.0,112987.0,34.95,14998,-23993,9060
2015-05-21,250500.0,247500.0,198713.0,34.47,57214,-79282,21967
2015-05-22,246000.0,248000.0,213679.0,34.54,46917,-34974,-9714
2015-05-26,246000.0,248500.0,165623.0,34.6,19957,-19271,-1569
2015-05-27,246500.0,241500.0,374834.0,33.63,178799,-165186,-24139
2015-05-28,241000.0,240000.0,204067.0,33.42,41558,-84060,42250
2015-05-29,243500.0,244000.0,403411.0,33.98,-79647,-16250,95917
2015-06-01,244000.0,239000.0,239579.0,33.28,77702,-83587,-3268
2015-06-02,237000.0,240000.0,207671.0,33.42,-39433,-32131,72484
2015-06-03,241500.0,236500.0,196632.0,32.93,28603,-62416,37948
2015-06-04,237000.0,234500.0,276815.0,32.66,60149,-120300,59289
2015-06-05,233500.0,229000.0,342003.0,31.89,58941,-121291,65852
2015-06-08,228000.0,229000.0,163350.0,31.89,11292,-25165,13195
2015-06-09,229500.0,232000.0,247085.0,32.31,-36864,-17584,54270
2015-06-10,233000.0,228000.0,242850.0,31.75,58453,-41485,-21949
2015-06-11,230500.0,231500.0,184761.0,32.24,-5885,-25100,31231
2015-06-12,231500.0,225000.0,282018.0,31.33,89736,-86553,-1480
2015-06-15,224500.0,226000.0,110721.0,31.47,-1487,-23872,24441
2015-06-16,228500.0,223000.0,203241.0,31.05,53320,-27942,-27253
2015-06-17,222500.0,217500.0,341805.0,30.29,103644,-96172,-9083
2015-06-18,217000.0,214500.0,263370.0,29.87,66894,-64911,-5864
2015-06-19,218000.0,217500.0,274537.0,30.29,318,228,359
2015-06-22,219500.0,225000.0,242503.0,31.33,-18839,37113,-15502
2015-06-23,231500.0,231000.0,380143.0,32.17,-66070,-23729,91059
2015-06-24,231000.0,230000.0,215902.0,32.03,10462,-59159,49424
2015-06-25,228000.0,227500.0,221088.0,31.68,23966,-36552,11696
2015-06-26,227500.0,227000.0,288450.0,31.61,-9182,-19022,28707
2015-06-29,225000.0,224000.0,260499.0,31.19,886,-63268,62299
2015-06-30,220500.0,224000.0,226396.0,31.19,-1991,-68666,68900
2015-07-01,221500.0,223500.0,216903.0,31.12,19040,-63271,46280
2015-07-02,224000.0,229000.0,355862.0,31.89,-20224,-22686,42731
2015-07-03,229500.0,226500.0,130613.0,31.54,7118,3936,-10163
2015-07-06,221500.0,220500.0,143068.0,30.71,21064,-29537,15696
2015-07-07,220500.0,219000.0,228597.0,30.5,43982,-2220,-43384
2015-07-08,219500.0,214000.0,227238.0,29.8,74894,-47359,-28146
2015-07-09,212500.0,212500.0,278440.0,29.59,54417,-51119,-5800
2015-07-10,212500.0,208000.0,256702.0,28.96,61006,-68298,759
2015-07-13,207500.0,210000.0,188454.0,29.24,16463,-36302,20008
2015-07-14,215500.0,217500.0,326952.0,30.29,-38782,-71037,109689
2015-07-15,219000.0,209000.0,375475.0,29.1,102610,-145105,40813
2015-07-16,206000.0,203500.0,511213.0,28.34,166063,-83556,-86852
2015-07-17,203500.0,197500.0,382314.0,27.5,95742,-96259,-4332
2015-07-20,197500.0,197000.0,184341.0,27.43,33437,-19298,-10428
2015-07-21,197500.0,198000.0,195012.0,27.57,22533,22808,-47069
2015-07-22,199000.0,198000.0,299210.0,27.57,46078,30082,-78061
2015-07-23,198000.0,195000.0,255798.0,27.15,58711,-12738,-51750
2015-07-24,193000.0,192500.0,282704.0,26.81,18292,-61015,44671
2015-07-27,189500.0,191500.0,289775.0,26.67,21493,-23060,4982
2015-07-28,191000.0,190500.0,226302.0,26.53,33669,460,-33966
2015-07-29,191500.0,192500.0,244664.0,26.81,2769,-5064,2353
2015-07-30,194500.0,198000.0,234513.0,27.57,-40904,74112,-37421
2015-07-31,198000.0,196500.0,258892.0,27.36,8235,22482,-32219
2015-08-03,194000.0,194500.0,135214.0,27.08,-1033,11740,-9457
2015-08-04,195000.0,201000.0,267009.0,27.99,-36901,41164,-792
2015-08-05,199500.0,196000.0,197965.0,27.29,71182,12839,-84577
2015-08-06,196500.0,193500.0,189250.0,26.95,20104,-31754,8132
2015-08-07,196000.0,194000.0,154510.0,27.02,5419,-17993,12673
2015-08-10,195500.0,192500.0,122727.0,26.81,-5937,3786,1773
2015-08-11,195500.0,193500.0,234637.0,26.95,-20286,16878,-913
2015-08-12,190000.0,191500.0,291322.0,26.67,30747,12093,-44382
2015-08-13,190500.0,189000.0,177367.0,26.32,83559,3800,-88716
2015-08-17,189000.0,184500.0,309778.0,25.69,12421,22159,-34059
2015-08-18,185500.0,188000.0,236219.0,26.18,-64935,55670,3563
2015-08-19,186500.0,187500.0,193652.0,26.11,-42813,73231,-35563
2015-08-20,185000.0,183000.0,242060.0,25.48,49824,42775,-86997
2015-08-21,178500.0,180000.0,369257.0,25.07,-25640,82008,-59748
2015-08-24,177500.0,175500.0,325266.0,24.44,27314,37969,-68929
2015-08-25,176000.0,176000.0,282723.0,24.51,25267,4397,-31491
2015-08-26,176500.0,184000.0,309713.0,25.62,-12206,43912,-25484
2015-08-27,183500.0,180500.0,270415.0,25.14,33171,10424,-44233
2015-08-28,185500.0,187000.0,315296.0,26.04,-52206,6524,45927
2015-08-31,187000.0,190000.0,248345.0,26.46,-16905,-4398,24235
2015-09-01,188000.0,186000.0,191247.0,25.9,17454,-34865,20533
2015-09-02,183000.0,183500.0,166476.0,25.55,15085,-22771,6717
2015-09-03,185500.0,183500.0,157741.0,25.55,27344,-29047,1818
2015-09-04,184000.0,184500.0,249479.0,25.69,-797,-46539,48108
2015-09-07,184000.0,181500.0,136507.0,25.27,24698,16732,-42466
2015-09-08,181000.0,182500.0,126055.0,25.41,-4709,-403,5137
2015-09-09,184500.0,192500.0,438999.0,26.81,-35352,164446,-127366
2015-09-10,190500.0,194500.0,312628.0,27.08,-26055,95989,-71656
2015-09-11,191000.0,190000.0,152115.0,26.46,47997,9538,-56903
2015-09-14,188500.0,189000.0,222810.0,26.32,11048,-3462,-5039
2015-09-15,189000.0,184000.0,245206.0,25.62,106324,-28871,-77438
2015-09-16,185500.0,190000.0,306881.0,26.46,-44667,87061,-44860
2015-09-17,191500.0,188000.0,339469.0,26.18,126948,18374,-143211
2015-09-18,188000.0,189000.0,289132.0,26.32,26156,39314,-70380
2015-09-21,185500.0,183500.0,217449.0,25.55,116747,-13732,-103337
2015-09-22,183500.0,181000.0,354202.0,25.2,168153,-62108,-105089
2015-09-23,174500.0,174000.0,1921843.0,24.23,338340,345808,618815
2015-09-24,175000.0,173500.0,292121.0,24.16,129723,5164,-134806
2015-09-25,173500.0,171500.0,405793.0,23.88,119161,42779,-177308
2015-09-30,168500.0,168500.0,466350.0,23.46,139685,-49699,-90544
2015-10-01,169000.0,171000.0,530028.0,23.81,107192,-8935,-109829
2015-10-02,171000.0,167500.0,422438.0,23.33,212468,-75268,-137501
2015-10-05,169000.0,167000.0,289397.0,23.26,73755,-11029,-64994
2015-10-06,170500.0,169500.0,345316.0,23.6,14399,72245,-87555
2015-10-07,171500.0,171500.0,402038.0,23.88,20354,82504,-100916
2015-10-08,174500.0,180500.0,942897.0,25.14,-206354,283521,-83511
2015-10-12,180500.0,185000.0,786235.0,25.76,-188083,252903,-66907
2015-10-13,182500.0,184500.0,438183.0,25.69,-23797,-10207,35117
2015-10-14,183500.0,183000.0,215487.0,25.48,-17720,17505,-3389
2015-10-15,182000.0,184000.0,247516.0,25.62,-15587,49436,-30004
2015-10-16,185000.0,185000.0,265510.0,25.76,-22605,8142,17785
2015-10-19,184000.0,182500.0,184801.0,25.41,16481,-2344,-18547
2015-10-20,180000.0,179500.0,343351.0,25.0,72787,-4898,-70503
2015-10-21,177500.0,190000.0,752197.0,26.46,-266963,182816,82752
2015-10-22,184500.0,186500.0,404879.0,25.97,39892,90846,-125428
2015-10-23,189500.0,190000.0,335603.0,26.46,-61551,95323,-32730
2015-10-26,190500.0,193000.0,296001.0,26.88,-80386,47583,35430
2015-10-27,190500.0,188000.0,288351.0,26.18,67615,-52278,-20527
2015-10-28,187000.0,191000.0,286543.0,26.6,-28618,135928,-108143
2015-10-29,190000.0,187500.0,247780.0,26.11,81845,-12453,-69533
2015-10-30,184500.0,182000.0,304977.0,25.34,64047,4999,-64331
2015-11-02,182500.0,179500.0,276013.0,25.0,44594,32384,-77729
2015-11-03,182000.0,188000.0,437471.0,26.18,-109579,115463,-4400
2015-11-04,188500.0,187500.0,235103.0,26.11,5099,48259,-54970
2015-11-05,186000.0,187000.0,169025.0,26.04,22899,38426,-61921
2015-11-06,185500.0,182000.0,230140.0,25.34,89306,-8679,-85582
2015-11-09,179500.0,178000.0,340370.0,24.79,101703,-10805,-108478
2015-11-10,175500.0,174000.0,409668.0,24.23,115692,-27732,-91374
2015-11-11,173000.0,175500.0,327337.0,24.44,103615,64543,-169784
2015-11-12,173500.0,171500.0,552724.0,23.88,178550,112533,-287997
2015-11-13,168500.0,171000.0,242369.0,23.81,41488,22202,-64403
2015-11-16,169000.0,165500.0,472393.0,23.05,168407,501,-168804
2015-11-17,169500.0,170000.0,347055.0,23.67,-20360,59507,-42212
2015-11-18,171000.0,167500.0,299083.0,23.33,104827,40447,-146640
2015-11-19,169000.0,169500.0,282109.0,23.6,68202,25766,-93919
2015-11-20,169500.0,170000.0,171855.0,23.67,46655,6672,-53229
2015-11-23,171000.0,169500.0,226575.0,23.6,47593,53094,-102949
2015-11-24,169000.0,168000.0,429896.0,23.39,140121,56831,-199270
2015-11-25,169000.0,168000.0,300440.0,23.39,44179,62989,-105262
2015-11-26,168000.0,171000.0,423628.0,23.81,71475,60223,-132363
2015-11-27,171000.0,171000.0,271263.0,23.81,2259,34440,-36833
2015-11-30,170500.0,169000.0,413458.0,23.53,44861,30359,-75529
2015-12-01,170000.0,175500.0,531338.0,24.44,-79832,84504,1660
2015-12-02,175000.0,174000.0,343139.0,24.23,33589,40905,-74371
2015-12-03,171500.0,172500.0,277925.0,24.02,36153,38444,-74130
2015-12-04,170500.0,170500.0,214574.0,23.74,47717,13420,-68818
2015-12-07,172500.0,169500.0,261062.0,23.6,10529,49165,-58688
2015-12-08,168000.0,166500.0,461809.0,23.19,131811,39057,-176215
2015-12-09,165500.0,166000.0,337509.0,23.12,68074,29878,-98067
2015-12-10,166500.0,170500.0,470721.0,23.74,-39501,30436,14347
2015-12-11,172000.0,170000.0,414735.0,23.67,33712,99920,-133623
2015-12-14,166000.0,164500.0,496164.0,22.91,56923,118446,-177690
2015-12-15,163500.0,162000.0,448393.0,22.56,134535,42547,-183804
2015-12-16,165500.0,166000.0,611928.0,23.12,61328,183959,-241336
2015-12-17,166500.0,164500.0,313374.0,22.91,31179,72346,-100855
2015-12-18,162500.0,164500.0,373202.0,22.91,27744,11609,-35607
2015-12-21,165000.0,169000.0,383401.0,23.53,-51542,137438,-83725
2015-12-22,170000.0,173000.0,397003.0,24.09,-102823,164917,-62344
2015-12-23,173500.0,179000.0,870627.0,24.93,-321318,289715,32567
2015-12-24,182000.0,177500.0,440009.0,24.72,-59700,63302,9953
2015-12-28,178500.0,176000.0,368392.0,24.51,-26134,30661,-3935
2015-12-29,172000.0,169500.0,348633.0,23.6,133511,-110839,-26994
2015-12-30,170000.0,166500.0,416049.0,23.19,146010,-112173,-36088
2016-01-04,167000.0,164000.0,284021.0,79.15,22360,-33463,10528
2016-01-05,165000.0,169000.0,305792.0,81.57,-59887,110066,-50247
2016-01-06,169500.0,168500.0,292226.0,81.32,-21420,111276,-90359
2016-01-07,167000.0,164000.0,312956.0,79.15,80989,18121,-109027
2016-01-08,161000.0,165000.0,323501.0,79.64,-18117,41711,-23736
2016-01-11,162000.0,161500.0,188817.0,77.95,70806,1372,-71904
2016-01-12,162000.0,160000.0,242407.0,77.22,39718,13518,-55301
2016-01-13,160500.0,163500.0,311607.0,78.91,-28082,72270,-43684
2016-01-14,161000.0,161000.0,374927.0,77.7,85366,460,-94556
2016-01-15,163500.0,161500.0,319891.0,77.95,-45395,124860,-81788
2016-01-18,159000.0,165000.0,325359.0,79.64,-47047,85519,-39438
2016-01-19,163500.0,165500.0,353767.0,79.88,-40229,68946,-33093
2016-01-20,164000.0,158500.0,471482.0,76.5,150503,-32841,-115611
2016-01-21,158500.0,156000.0,316484.0,75.29,8522,22564,-30577
2016-01-22,159500.0,161000.0,313883.0,77.7,-92005,44543,47599
2016-01-25,164000.0,170000.0,670311.0,82.05,-216331,162827,46914
2016-01-26,168000.0,170500.0,460372.0,82.29,-129500,119653,11830
2016-01-27,175500.0,172500.0,445748.0,83.25,-94351,141041,-49383
2016-01-28,171500.0,174500.0,458501.0,84.22,-98055,109130,-11799
2016-01-29,177500.0,178500.0,573224.0,86.15,-82553,158339,-78965
2016-02-01,178500.0,178000.0,254464.0,85.91,-37790,51855,-14953
2016-02-02,175500.0,176500.0,362377.0,85.19,-58684,98490,-36221
2016-02-03,175000.0,173000.0,273536.0,83.5,30820,-22256,-8379
2016-02-04,176000.0,179000.0,420400.0,86.39,-86779,92882,-7773
2016-02-05,180000.0,181000.0,421692.0,87.36,-84919,94110,-11684
2016-02-11,174000.0,176500.0,445764.0,85.19,-21156,-36705,57267
2016-02-12,175500.0,177500.0,392086.0,85.67,-47882,62450,-14723
2016-02-15,181500.0,188500.0,579016.0,90.98,-188316,163212,30228
2016-02-16,190000.0,192500.0,750248.0,92.91,-238803,37563,206268
2016-02-17,191500.0,191500.0,328407.0,92.43,-31803,10377,20219
2016-02-18,195000.0,196500.0,408034.0,94.84,-142807,25079,119449
2016-02-19,195000.0,196000.0,282965.0,94.6,-10469,-30243,40562
2016-02-22,194000.0,196500.0,175517.0,94.84,-25750,-18037,40017
2016-02-23,200000.0,200500.0,428388.0,96.77,-125221,36706,108865
2016-02-24,197500.0,202000.0,421304.0,97.49,-96895,-34798,158952
2016-02-25,200000.0,200500.0,329514.0,96.77,-28945,18749,9392
2016-02-26,200000.0,195500.0,416103.0,94.36,53671,-97094,44822
2016-02-29,195000.0,198500.0,360523.0,95.8,-45373,-16407,63145
2016-03-02,204500.0,211500.0,850745.0,102.08,-301140,179997,153149
2016-03-03,217000.0,213500.0,751055.0,103.04,-99826,-116704,231984
2016-03-04,214500.0,217500.0,429366.0,104.97,-114625,-26060,160069
2016-03-07,219500.0,217500.0,442387.0,104.97,-13014,-71852,101071
2016-03-08,224000.0,222000.0,461182.0,107.15,-73654,34726,52287
2016-03-09,218000.0,214500.0,510449.0,103.53,59261,-60081,-1392
2016-03-10,215000.0,218500.0,446095.0,105.46,-75883,-51214,128915
2016-03-11,219500.0,218500.0,283466.0,105.46,6053,-80541,74932
2016-03-14,218500.0,209000.0,529329.0,100.87,120538,-138414,17652
2016-03-15,210000.0,210000.0,336236.0,101.35,-8012,-45841,63631
2016-03-16,208500.0,203000.0,753056.0,97.98,145155,-40148,-110907
2016-03-17,206000.0,212000.0,488369.0,102.32,-150774,-22712,181262
2016-03-18,216500.0,216000.0,466975.0,104.25,-69591,12427,56918
2016-03-21,216000.0,212500.0,327180.0,102.56,12297,-24697,13825
2016-03-22,213500.0,212500.0,246028.0,102.56,-16048,-2743,19048
2016-03-23,212000.0,214500.0,224022.0,103.53,-45911,35370,13978
2016-03-24,211500.0,209000.0,277846.0,100.87,81588,-94103,12582
2016-03-25,210000.0,209500.0,126619.0,101.11,11520,-15616,1888
2016-03-28,208000.0,210500.0,146904.0,101.6,-29833,10264,20965
2016-03-29,211500.0,215000.0,309400.0,103.77,-77558,92224,-9216
2016-03-30,216000.0,219500.0,374780.0,105.94,-85310,66341,17799
2016-03-31,221000.0,219500.0,485623.0,105.94,-78422,39587,39103
2016-04-01,218000.0,213500.0,365586.0,103.04,73535,-43301,-27943
2016-04-04,215000.0,219000.0,277897.0,105.7,-73283,31915,46643
2016-04-05,216500.0,220000.0,239135.0,106.18,-60338,16305,42624
2016-04-06,222000.0,232500.0,781585.0,112.21,-233594,40284,199834
2016-04-07,233500.0,232500.0,324700.0,112.21,-46349,10295,35575
2016-04-08,229000.0,232500.0,247894.0,112.21,529,20807,-22682
2016-04-11,231500.0,237500.0,286530.0,114.63,-76395,44720,35899
2016-04-12,237500.0,238000.0,299287.0,114.87,-30435,-18756,48731
2016-04-14,249000.0,247500.0,912446.0,119.45,-282451,28890,264021
2016-04-15,247500.0,246500.0,389269.0,118.97,-12158,-43071,60017
2016-04-18,241000.0,247000.0,289646.0,119.21,-23072,-75668,101399
2016-04-19,248500.0,240000.0,443675.0,115.83,67114,-94596,25584
2016-04-20,244500.0,239500.0,372119.0,115.59,-37750,-47043,85816
2016-04-21,244000.0,248500.0,534803.0,119.94,-165410,12048,165955
2016-04-22,250000.0,249000.0,487878.0,120.18,-40142,-61685,110674
2016-04-25,246000.0,238000.0,614072.0,114.87,139525,-133928,-6059
2016-04-26,235000.0,234500.0,547881.0,113.18,60946,-116974,56162
2016-04-27,237000.0,233000.0,403650.0,112.45,59137,-45768,-15118
2016-04-28,237000.0,236000.0,444121.0,113.9,-37554,-12413,52637
2016-04-29,235000.0,240500.0,252796.0,116.07,-21075,-36704,57092
2016-05-02,237500.0,228500.0,408449.0,110.28,103319,-38866,-63504
2016-05-03,229500.0,230000.0,368867.0,111.01,311,-59416,58892
2016-05-04,224000.0,219500.0,595542.0,105.94,86078,-139783,52913
2016-05-09,216500.0,208500.0,1024601.0,100.63,229990,-74413,-159801
2016-05-10,205500.0,208500.0,657518.0,100.63,128393,35678,-171970
2016-05-11,212000.0,210000.0,385443.0,101.35,44799,-20852,-22627
2016-05-12,209000.0,209500.0,319602.0,101.11,24377,-1755,-25108
2016-05-13,207000.0,203000.0,400700.0,97.98,101545,-40436,-73519
2016-05-16,200500.0,207500.0,360135.0,100.15,-6995,66460,-61895
2016-05-17,204500.0,202500.0,383461.0,97.73,51368,6384,-66870
2016-05-18,204500.0,204000.0,377429.0,98.46,-10402,-54908,60636
2016-05-19,203000.0,204000.0,227270.0,98.46,-3148,38142,-35902
2016-05-20,204500.0,203000.0,175989.0,97.98,44252,20742,-67240
2016-05-23,204500.0,207500.0,226742.0,100.15,-23649,17606,-1389
2016-05-24,208000.0,205000.0,206529.0,98.94,20279,-15239,-5101
2016-05-25,208000.0,207000.0,184852.0,99.91,-24675,41227,-18226
2016-05-26,209000.0,207000.0,160891.0,99.91,-16649,-2333,19296
2016-05-27,205000.0,208500.0,158516.0,100.63,-39418,678,42302
2016-05-30,209000.0,208000.0,162500.0,100.39,-8297,25959,-17579
2016-05-31,207000.0,208000.0,373770.0,100.39,28043,7399,-36039
2016-06-01,206500.0,209000.0,234024.0,100.87,-25648,32713,-7827
2016-06-02,208500.0,205500.0,311295.0,99.18,-14348,24025,-6117
2016-06-03,207000.0,203000.0,298378.0,97.98,58072,-29166,-30234
2016-06-07,209000.0,217000.0,569744.0,104.73,-144477,66941,81063
2016-06-08,218500.0,224500.0,490261.0,108.35,-73796,-17449,90245
2016-06-09,221000.0,216500.0,1416562.0,104.49,79054,92688,-173874
2016-06-10,217500.0,216500.0,242979.0,104.49,-26527,80045,-53904
2016-06-13,214000.0,211000.0,257039.0,101.84,8850,9811,-18298
2016-06-14,210500.0,206000.0,402773.0,99.42,88706,-9925,-81926
2016-06-15,205000.0,206500.0,355375.0,99.66,27841,45660,-77206
2016-06-16,208500.0,204000.0,282818.0,98.46,29115,-11468,-23087
2016-06-17,205000.0,199000.0,579584.0,96.04,177659,25662,-204184
2016-06-20,202000.0,205000.0,407995.0,98.94,-40633,11465,29811
2016-06-21,207000.0,206500.0,229335.0,99.66,4367,4532,-9640
2016-06-22,207000.0,205000.0,205716.0,98.94,24719,15414,-38398
2016-06-23,204000.0,204500.0,215669.0,98.7,6770,16294,-22941
2016-06-24,206000.0,194000.0,884589.0,93.63,205653,-64560,-157152
2016-06-27,190000.0,196500.0,413465.0,94.84,-50159,71044,-24490
2016-06-28,195000.0,199000.0,422269.0,96.04,-32521,105779,-73283
2016-06-29,201000.0,202000.0,475225.0,97.49,-31238,19288,13709
2016-06-30,204500.0,201500.0,234719.0,97.25,19819,-4918,-15323
2016-07-01,202500.0,201000.0,198962.0,97.01,2333,-11163,15255
2016-07-04,203500.0,210000.0,419090.0,101.35,-82203,51302,31266
2016-07-05,211000.0,207500.0,198482.0,100.15,9960,19512,-45605
2016-07-06,206000.0,201000.0,300359.0,97.01,95871,-31056,-69056
2016-07-07,202500.0,202500.0,170363.0,97.73,8940,-9740,-4131
