Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2006-08-28,49550.0,48950.0,16051.0,3.05,-10,-3630,3700
2006-08-29,49400.0,49000.0,13263.0,3.05,-2940,6980,-4400
2006-08-30,49000.0,49300.0,21410.0,3.07,2370,-1540,-1040
2006-08-31,49900.0,49900.0,77042.0,3.11,7120,25950,-35050
2006-09-01,49500.0,48500.0,62931.0,3.02,23970,3940,-28260
2006-09-04,49000.0,48900.0,33300.0,3.05,-3410,-3340,5090
2006-09-05,48000.0,48200.0,49109.0,3.0,18489,11821,-29920
2006-09-06,48600.0,47750.0,41294.0,2.97,20053,67,-19480
2006-09-07,47550.0,47850.0,37810.0,2.98,556,16714,-18540
2006-09-08,47500.0,47900.0,28533.0,2.98,10,12760,-15320
2006-09-11,47850.0,47500.0,24090.0,2.96,4490,-4620,-2530
2006-09-12,47350.0,48000.0,24481.0,2.99,-3189,-3641,5220
2006-09-13,48650.0,49000.0,41270.0,3.05,-14120,-3050,17670
2006-09-14,49200.0,52000.0,226220.0,3.24,-43333,16352,42605
2006-09-15,50800.0,50200.0,174135.0,3.13,24086,-15925,-8011
2006-09-18,51700.0,51000.0,185926.0,3.18,-1459,12332,-15533
2006-09-19,50700.0,50700.0,127215.0,3.16,-1347,-12619,14126
2006-09-20,50100.0,51500.0,129124.0,3.21,-19383,3134,15789
2006-09-21,51500.0,52900.0,115787.0,3.29,-17308,1593,14335
2006-09-22,52700.0,55000.0,113635.0,3.43,-55090,-24471,79681
2006-09-25,54800.0,57000.0,71345.0,3.55,-27704,1310,27330
2006-09-26,57400.0,56200.0,42451.0,3.5,-4922,-12861,19909
2006-09-27,56000.0,59000.0,119014.0,3.67,-36872,-817,36529
2006-09-28,59200.0,60000.0,61930.0,3.74,-35862,1653,34359
2006-09-29,58600.0,59000.0,54659.0,3.67,-12352,10553,1798
2006-10-02,58900.0,57500.0,46769.0,3.58,343,-4191,5427
2006-10-04,56600.0,56000.0,56509.0,3.49,1761,-11713,11574
2006-10-09,56000.0,58500.0,147451.0,3.64,-46419,-8321,55290
2006-10-10,58000.0,57400.0,26982.0,3.58,4064,-11908,5977
2006-10-11,57900.0,58000.0,54215.0,3.61,-12487,-12103,22957
2006-10-12,58800.0,58700.0,71118.0,3.66,-7783,-25418,32597
2006-10-13,59000.0,59900.0,62193.0,3.73,-11499,5143,5357
2006-10-16,59600.0,59500.0,36222.0,3.71,3553,-15453,12000
2006-10-17,59900.0,58700.0,38180.0,3.66,-837,-4227,9794
2006-10-18,59000.0,60000.0,76169.0,3.74,-9874,-9102,16708
2006-10-19,59700.0,58600.0,37299.0,3.65,-255,-5896,6334
2006-10-20,59000.0,59900.0,63011.0,3.73,-13740,-2701,16118
2006-10-23,59400.0,59500.0,23823.0,3.71,4280,-2081,-2410
2006-10-24,60000.0,58800.0,69372.0,3.66,4103,-35423,31628
2006-10-25,58500.0,59600.0,46699.0,3.71,-6993,6977,-365
2006-10-26,59200.0,60000.0,48176.0,3.74,-9248,14877,-6241
2006-10-27,60000.0,60800.0,52787.0,3.79,-4440,11815,-8422
2006-10-30,60800.0,60000.0,25360.0,3.74,-1786,11480,-10508
2006-10-31,60300.0,59000.0,25111.0,3.67,3600,1428,-4818
2006-11-01,59000.0,59800.0,54950.0,3.72,-3744,6761,-6680
2006-11-02,59800.0,59900.0,50345.0,3.73,-4558,7467,-6526
2006-11-03,59400.0,59500.0,24409.0,3.71,910,4230,-9221
2006-11-06,58600.0,58400.0,36230.0,3.64,4042,-3540,-2380
2006-11-07,58600.0,58900.0,19746.0,3.67,-799,6826,-7407
2006-11-08,58000.0,58700.0,23762.0,3.66,-3686,-4626,6931
2006-11-09,58100.0,59000.0,49221.0,3.67,-2389,3833,-4498
2006-11-10,58200.0,58000.0,28835.0,3.61,7321,-9188,1864
2006-11-13,57900.0,56800.0,29813.0,3.54,7948,-16937,8484
2006-11-14,57000.0,57800.0,27755.0,3.6,2926,-9121,6915
2006-11-15,58000.0,57000.0,14326.0,3.55,4167,-7579,3692
2006-11-16,57000.0,56800.0,41207.0,3.54,4794,521,-5275
2006-11-17,57600.0,58000.0,26829.0,3.61,-4622,5336,-1319
2006-11-20,57500.0,57700.0,20741.0,3.59,-3520,-5139,8658
2006-11-21,58300.0,58200.0,29598.0,3.63,-4838,5089,-653
2006-11-22,58200.0,58200.0,29403.0,3.63,-3572,-232,2281
2006-11-23,57600.0,59000.0,33818.0,3.67,-5406,14241,-9870
2006-11-24,59200.0,61000.0,228758.0,3.8,-29359,101782,-74730
2006-11-27,61500.0,61700.0,60257.0,3.84,-13695,8545,3769
2006-11-28,61500.0,64400.0,104932.0,4.01,-42076,19642,20604
2006-11-29,63500.0,64700.0,310898.0,4.03,-15366,15714,-1598
2006-11-30,63300.0,63400.0,26967.0,3.95,-695,5511,-7594
2006-12-01,63600.0,65000.0,51521.0,4.05,-15658,23647,-10906
2006-12-04,65200.0,67000.0,60308.0,4.17,-12872,17464,-4633
2006-12-05,67000.0,64300.0,321537.0,4.01,-5145,-16318,21143
2006-12-06,64700.0,64000.0,60284.0,3.99,-8597,-20859,28738
2006-12-07,65000.0,62500.0,19039.0,3.89,3948,925,-5496
2006-12-08,62500.0,61200.0,13838.0,3.81,4388,-3969,-823
2006-12-11,61200.0,61900.0,33118.0,3.86,331,-15884,14644
2006-12-12,61800.0,62000.0,65702.0,3.86,-9742,5538,4541
2006-12-13,62100.0,64900.0,74975.0,4.04,-16869,714,16152
2006-12-14,64800.0,65000.0,180166.0,4.05,2736,-45819,49746
2006-12-15,64300.0,65000.0,30004.0,4.05,-3084,-8283,8810
2006-12-18,65000.0,65100.0,38873.0,4.05,3311,19971,-29052
2006-12-19,64600.0,64500.0,50823.0,4.02,-912,22410,-20570
2006-12-20,64500.0,67600.0,140182.0,4.21,-8812,84839,-82766
2006-12-21,67600.0,69600.0,97379.0,4.34,-20690,49397,-28820
2006-12-22,69600.0,70200.0,69182.0,4.37,-15759,27912,-14811
2006-12-26,69200.0,68200.0,53561.0,4.25,1413,17570,-13270
2006-12-27,68100.0,69000.0,47238.0,4.3,-4797,32294,-30853
2006-12-28,70000.0,69500.0,32006.0,4.33,-4568,5901,-5343
2007-01-02,69300.0,69500.0,38136.0,5.8,-594,6449,-5046
2007-01-03,69600.0,70600.0,42236.0,5.89,-4571,10663,-5749
2007-01-04,71000.0,72700.0,93769.0,6.07,-2868,-4805,7857
2007-01-05,72200.0,69000.0,161753.0,5.76,5490,-10533,3111
2007-01-08,67300.0,67000.0,64231.0,5.59,-2373,22836,-25835
2007-01-09,65700.0,67000.0,96534.0,5.59,6020,2258,-8050
2007-01-10,65900.0,64700.0,57469.0,5.4,5377,-14408,6004
2007-01-11,63800.0,65200.0,73658.0,5.44,8139,-2946,5205
2007-01-12,65300.0,64800.0,77781.0,5.41,11103,5815,-18661
2007-01-15,66000.0,66200.0,36290.0,5.53,2020,-8708,7169
2007-01-16,65800.0,68000.0,66853.0,5.68,-8602,14337,-13579
2007-01-17,67400.0,68700.0,75249.0,5.74,-7440,-10708,13514
2007-01-18,68700.0,73100.0,123168.0,6.1,-23105,7955,14165
2007-01-19,73700.0,70100.0,74980.0,5.85,3083,-21120,23164
2007-01-22,70500.0,69300.0,93390.0,5.79,7429,10372,-20604
2007-01-23,69700.0,74000.0,103955.0,6.18,-22145,-25589,40831
2007-01-24,75300.0,79000.0,169298.0,6.6,1980,-54746,52769
2007-01-25,79300.0,77300.0,193181.0,6.45,14750,-22119,9754
2007-01-26,77000.0,77500.0,60330.0,6.47,7139,-5469,-1198
2007-01-29,78500.0,77400.0,76103.0,6.46,-4668,-13368,23331
2007-01-30,78000.0,78500.0,119851.0,6.55,-4121,17819,-16045
2007-01-31,77400.0,76100.0,89152.0,6.35,-6546,-7296,12500
2007-02-01,77000.0,77000.0,84476.0,6.43,5440,8204,-14561
2007-02-02,77000.0,77600.0,50191.0,6.48,1282,-4367,2219
2007-02-05,77100.0,77500.0,83114.0,6.47,1984,-1194,-1744
2007-02-06,77500.0,80600.0,97574.0,6.73,-453,-11369,10083
2007-02-07,80000.0,81200.0,39591.0,6.78,-4369,-1616,4855
2007-02-08,79700.0,79300.0,69740.0,6.62,20925,-12265,-9980
2007-02-09,79100.0,79900.0,55098.0,6.67,-11470,6430,6304
2007-02-12,79000.0,79900.0,80873.0,6.67,-2277,-43642,44630
2007-02-13,80800.0,84000.0,116233.0,7.01,-10409,-35200,52346
2007-02-14,83800.0,85000.0,93961.0,7.1,-14801,-3196,16598
2007-02-15,84500.0,84900.0,42362.0,7.09,-4643,-2131,7097
2007-02-16,85100.0,85800.0,71704.0,7.16,-4838,-12997,19007
2007-02-20,84500.0,84800.0,69980.0,7.08,3339,-8342,6403
2007-02-21,85500.0,83300.0,57629.0,6.95,-2629,-13282,15569
2007-02-22,83400.0,83800.0,50986.0,7.0,-7296,2412,2512
2007-02-23,84000.0,84800.0,33148.0,7.08,-3140,12697,-11812
2007-02-26,84200.0,83700.0,29617.0,6.99,2103,786,-3240
2007-02-27,83700.0,83000.0,185584.0,6.93,16502,-45845,35233
2007-02-28,81700.0,81000.0,92634.0,6.76,13500,-39322,26195
2007-03-02,80900.0,82200.0,44992.0,6.86,-6805,-13754,21064
2007-03-05,80500.0,78000.0,39719.0,6.51,1656,-12398,11592
2007-03-06,80000.0,79300.0,53023.0,6.62,-1357,-14038,20492
2007-03-07,79600.0,81300.0,65027.0,6.79,-29,-12194,12653
2007-03-08,81300.0,82100.0,85423.0,6.85,3889,-18987,14338
2007-03-09,83000.0,79000.0,82032.0,6.6,28591,-32246,3758
2007-03-12,79400.0,79000.0,72952.0,6.6,9518,-17252,13567
2007-03-13,78600.0,77700.0,78378.0,6.49,17614,-20339,3739
2007-03-14,77500.0,77400.0,56388.0,6.46,7351,-11208,3720
2007-03-15,78800.0,78300.0,34609.0,6.54,-9171,10996,-3425
2007-03-16,79000.0,78900.0,80799.0,6.59,-7474,-300,7009
2007-03-19,78900.0,77600.0,57900.0,6.48,13051,-9268,-5855
2007-03-20,79000.0,78900.0,53272.0,6.59,-1935,7194,-5725
2007-03-21,79600.0,78900.0,27370.0,6.59,630,9,-2545
2007-03-22,79500.0,78900.0,60178.0,6.59,-1913,10440,-9482
2007-03-23,79100.0,79200.0,43163.0,6.61,-3276,3287,-1796
2007-03-26,79600.0,82900.0,48978.0,6.92,-23273,12734,10551
2007-03-27,83200.0,83000.0,50455.0,6.93,-10162,15092,-6227
2007-03-28,83000.0,78500.0,58425.0,6.55,20966,-7551,-14562
2007-03-29,78500.0,79300.0,52222.0,6.62,630,-6161,5172
2007-03-30,80200.0,81500.0,47433.0,6.8,-15639,-8540,23930
2007-04-02,82400.0,80500.0,32510.0,6.72,-7656,-1988,8405
2007-04-03,82600.0,80000.0,32681.0,6.68,15240,-10176,1928
2007-04-04,79000.0,78600.0,106154.0,6.56,15777,-1012,-14374
2007-04-05,78900.0,77800.0,60480.0,6.5,15336,-2902,-13164
2007-04-06,78000.0,76700.0,36052.0,6.4,14809,-2739,-12510
2007-04-09,76800.0,77000.0,39007.0,6.43,10374,-5085,-5427
2007-04-10,77000.0,74500.0,67084.0,6.22,34523,-3761,-30691
2007-04-11,75300.0,74300.0,95941.0,6.2,31112,-18547,-13690
2007-04-12,74000.0,73600.0,171651.0,6.14,35185,45460,-82822
2007-04-13,72900.0,72800.0,75863.0,6.08,14026,-15316,3138
2007-04-16,73200.0,74800.0,71712.0,6.25,7202,1567,-6013
2007-04-17,75800.0,75700.0,135844.0,6.32,-1983,-14124,16798
2007-04-18,76300.0,76100.0,66840.0,6.35,-14148,2869,7099
2007-04-19,78900.0,75200.0,101233.0,6.28,21926,-30706,13956
2007-04-20,75700.0,74100.0,71149.0,6.19,6732,17781,-23985
2007-04-23,74500.0,78900.0,155668.0,6.59,-62273,5056,56250
2007-04-24,79500.0,82000.0,138468.0,6.85,-57286,28730,14346
2007-04-25,82700.0,81600.0,119187.0,6.81,-13263,43887,-51561
2007-04-26,81700.0,84000.0,75491.0,7.01,-19952,10057,-3605
2007-04-27,83700.0,80100.0,66897.0,6.69,769,15909,-17271
2007-04-30,80100.0,77500.0,58355.0,6.47,16588,9030,-26039
2007-05-02,76400.0,78000.0,41348.0,6.51,-6174,-2392,3526
2007-05-03,79100.0,81800.0,97372.0,6.83,-24610,2519,21231
2007-05-04,81500.0,83700.0,76106.0,6.99,-37020,-9086,46106
2007-05-07,83700.0,84900.0,44205.0,7.09,-13970,-9445,23956
2007-05-08,83900.0,82200.0,88721.0,6.86,72,-21512,22766
2007-05-09,82200.0,84900.0,48224.0,7.09,172,3320,-2601
2007-05-10,84900.0,85100.0,158845.0,7.11,14444,52914,-69123
2007-05-11,86500.0,97400.0,236342.0,8.13,-19586,1415,17784
2007-05-14,98900.0,98000.0,299839.0,8.18,44567,2737,-50047
2007-05-15,97200.0,99900.0,74110.0,8.34,-14427,23794,-6754
2007-05-16,100000.0,97000.0,59133.0,8.1,3069,20061,-24228
2007-05-17,97300.0,102000.0,114055.0,8.52,-152,6611,-15265
2007-05-18,101000.0,100500.0,35198.0,8.39,-2394,9359,-9631
2007-05-21,100500.0,99500.0,70191.0,8.31,4977,27149,-33166
2007-05-22,98500.0,99900.0,99188.0,8.34,19175,-33599,13025
2007-05-23,100000.0,103000.0,163954.0,8.6,6572,22418,-29869
2007-05-25,100000.0,99700.0,84779.0,8.32,-589,-1948,1718
2007-05-28,99500.0,95300.0,154730.0,7.96,57875,5627,-65822
2007-05-29,95400.0,95500.0,95341.0,7.97,20431,-8177,-9766
2007-05-30,95800.0,95000.0,137580.0,7.93,1693,-20392,26718
2007-05-31,95500.0,100500.0,115800.0,8.39,-36557,12466,21212
2007-06-01,100500.0,103500.0,127075.0,8.64,-50030,-4499,53473
2007-06-04,104000.0,106000.0,111826.0,8.85,-6974,-21069,13231
2007-06-05,106000.0,110500.0,92275.0,9.23,-19481,-5705,24298
2007-06-07,107000.0,106000.0,127034.0,8.85,2474,16059,-20880
2007-06-08,104500.0,99900.0,101084.0,8.34,300,11298,-17904
2007-06-11,100500.0,98000.0,90330.0,8.18,6549,-1933,-3610
2007-06-12,99000.0,99700.0,69900.0,8.32,-1024,-8117,19248
2007-06-13,99200.0,95700.0,96549.0,7.99,39734,-6933,-25660
2007-06-14,96000.0,96500.0,147343.0,8.06,44255,7580,-54047
2007-06-15,97500.0,95100.0,119700.0,7.94,66387,-46355,-11827
2007-06-18,95100.0,96700.0,110640.0,8.07,3888,-8482,3859
2007-06-19,96800.0,95800.0,73505.0,8.0,18853,-7322,-10153
2007-06-20,96100.0,96100.0,134943.0,8.02,-13087,1107,12150
2007-06-21,96200.0,97100.0,75123.0,8.11,-21157,24567,-5237
2007-06-22,96700.0,92400.0,109845.0,7.71,20980,3830,-25332
2007-06-25,92600.0,92000.0,90267.0,7.68,-4826,-775,758
2007-06-26,92000.0,91100.0,34842.0,7.61,1952,11294,-14394
2007-06-27,91100.0,90400.0,78316.0,7.55,2447,-9244,6574
2007-06-28,91000.0,92500.0,54331.0,7.72,6582,2958,-10811
2007-06-29,93300.0,92300.0,71763.0,7.71,-9005,25249,-16903
2007-07-02,92000.0,95700.0,55710.0,7.99,-11490,10339,-5850
2007-07-03,95100.0,97600.0,60668.0,8.15,-13443,3447,9014
2007-07-04,97600.0,101500.0,120220.0,8.47,-12491,759,3482
2007-07-05,101500.0,103000.0,99869.0,8.6,-32408,41897,-14508
2007-07-06,103000.0,102500.0,101669.0,8.56,-8104,41702,-35405
2007-07-09,101000.0,101000.0,57390.0,8.43,10871,1330,-11999
2007-07-10,101500.0,105000.0,83792.0,8.77,-30464,11674,18926
2007-07-11,104000.0,107000.0,96385.0,8.93,-21862,11955,3039
2007-07-12,107000.0,119000.0,213393.0,9.94,-3712,20281,-26776
2007-07-13,119000.0,121500.0,186609.0,10.14,10956,80545,-101471
2007-07-16,123500.0,128000.0,106341.0,10.69,-14467,14227,-3422
2007-07-18,125000.0,122000.0,146398.0,10.19,21326,41712,-96044
2007-07-19,123000.0,130000.0,162965.0,10.85,-6444,22271,-33578
2007-07-20,132000.0,134000.0,122851.0,11.19,-5983,14708,-25193
2007-07-23,139000.0,138500.0,48366.0,11.56,-6880,-3355,7886
2007-07-24,136500.0,141000.0,102567.0,11.77,-2502,22718,-16013
2007-07-25,142000.0,144500.0,65947.0,12.06,11892,5361,-18911
2007-07-26,144500.0,131500.0,150404.0,10.98,56694,-3835,-50975
2007-07-27,125500.0,120000.0,228759.0,10.02,61568,48035,-110756
2007-07-30,118500.0,121500.0,166961.0,10.14,44016,6359,-43931
2007-07-31,124000.0,126500.0,274263.0,10.56,35369,68728,-111079
2007-08-01,122500.0,122500.0,249652.0,10.23,-11752,65993,-65209
2007-08-02,127000.0,128500.0,138307.0,10.73,-20165,34268,-23502
2007-08-03,132500.0,132500.0,88056.0,11.06,-3850,7381,-6075
2007-08-06,129000.0,134500.0,229612.0,11.23,-15456,21126,-14019
2007-08-07,137000.0,126500.0,140267.0,10.56,17658,59937,-82698
2007-08-08,129000.0,129500.0,167621.0,10.81,17843,16077,-30733
2007-08-09,132000.0,125500.0,134035.0,10.48,18146,-4098,-21751
2007-08-10,119500.0,115500.0,177854.0,9.64,42494,5409,-44574
2007-08-13,117000.0,120000.0,125821.0,10.02,-22503,46751,-32241
2007-08-14,117500.0,118500.0,121839.0,9.89,-22158,72911,-62299
2007-08-16,113000.0,111500.0,184059.0,9.31,-38277,103369,-90465
2007-08-17,113500.0,109000.0,108494.0,9.1,10620,23573,-33789
2007-08-20,111000.0,114500.0,168226.0,9.56,34117,52489,-92068
2007-08-21,116000.0,113500.0,158252.0,9.48,15872,34064,-57996
2007-08-22,114500.0,114500.0,110783.0,9.56,14848,41106,-64983
2007-08-23,118500.0,123000.0,226539.0,10.27,-34746,95231,-73825
2007-08-24,123500.0,128000.0,534682.0,10.69,8153,260272,-342176
2007-08-27,133000.0,136500.0,210840.0,11.4,-45396,40472,-22858
2007-08-28,137000.0,150000.0,264927.0,12.52,-72098,17385,64794
2007-08-29,142000.0,144500.0,659020.0,12.06,66332,299094,-460801
2007-08-30,149000.0,145000.0,179849.0,12.11,8952,40374,-64422
2007-08-31,145000.0,145000.0,113201.0,12.11,-35644,45583,-11822
2007-09-03,145000.0,146000.0,158969.0,12.19,-2566,45420,-40455
2007-09-04,146000.0,142000.0,152004.0,11.86,10701,55722,-71893
2007-09-05,142500.0,140000.0,217529.0,11.69,33179,14821,-59051
2007-09-06,137000.0,140000.0,215383.0,11.69,35247,83803,-142506
2007-09-07,140000.0,149000.0,467854.0,12.44,-2752,170733,-194907
2007-09-10,146500.0,142000.0,144604.0,11.86,-5995,13668,-9361
2007-09-11,144500.0,147500.0,117160.0,12.31,-14300,18714,-4992
2007-09-12,147500.0,141000.0,151206.0,11.77,48850,7247,-61616
2007-09-13,140500.0,143500.0,195706.0,11.98,11085,35570,-45773
2007-09-14,145000.0,154500.0,233807.0,12.9,-38721,55626,-13447
2007-09-17,157000.0,156000.0,156121.0,13.02,14030,-36620,29661
2007-09-18,156000.0,160000.0,162483.0,13.36,-32323,44105,-41527
2007-09-19,165000.0,169000.0,193264.0,14.11,-55014,74584,-29500
2007-09-20,167000.0,170000.0,90201.0,14.19,-1391,4295,-3673
2007-09-21,168000.0,174500.0,171574.0,14.57,-2844,13391,-16812
2007-09-27,173500.0,160000.0,376429.0,13.36,160480,13291,-198084
2007-09-28,159500.0,151000.0,429725.0,12.61,212973,-134881,-66444
2007-10-01,152500.0,155000.0,333637.0,12.94,30155,-38751,15311
2007-10-02,158000.0,162000.0,357509.0,13.53,-42486,51658,-35070
2007-10-04,161000.0,162000.0,293529.0,13.53,43245,7237,-53175
2007-10-05,162500.0,159500.0,158246.0,13.32,10073,1453,-19800
2007-10-08,161000.0,159500.0,200343.0,13.32,-574,44629,-44887
2007-10-09,160500.0,164500.0,246546.0,13.73,658,37233,-43464
2007-10-10,162500.0,167000.0,232670.0,13.94,-74081,7005,72062
2007-10-11,165000.0,160000.0,298799.0,13.36,105737,-96407,-8059
2007-10-12,157000.0,146500.0,340255.0,12.23,98354,-102177,7247
2007-10-15,149000.0,150000.0,250505.0,12.52,62266,-13724,7900
2007-10-16,151500.0,149000.0,304035.0,12.44,1752,-77422,71758
2007-10-17,145500.0,153000.0,223061.0,12.77,-26971,-15468,56120
2007-10-18,154500.0,164500.0,370041.0,13.73,-68717,8882,52532
2007-10-19,166500.0,154500.0,268180.0,12.9,59917,-38495,-22613
2007-10-22,143500.0,143000.0,388409.0,11.94,37435,-16998,40186
2007-10-23,145000.0,145000.0,174349.0,12.11,20773,1681,-22062
2007-10-24,145000.0,130500.0,476737.0,10.9,169324,-122296,2662
2007-10-25,136000.0,133000.0,351794.0,11.1,36461,-27792,-21903
2007-10-26,134000.0,134000.0,185846.0,11.19,10324,-16913,10909
2007-10-29,138000.0,141000.0,354397.0,11.77,36196,-86145,54236
2007-10-30,141000.0,139000.0,242287.0,11.61,18614,-80675,75962
2007-10-31,139500.0,136000.0,345313.0,11.35,80022,-63776,10669
2007-11-01,135000.0,124500.0,620606.0,10.39,221845,-164435,-14490
2007-11-02,119000.0,116500.0,473982.0,9.73,146297,-45673,-88281
2007-11-05,119500.0,118000.0,327934.0,9.85,65312,-52827,-5630
2007-11-06,119000.0,119000.0,265650.0,9.94,54886,-12162,-31406
2007-11-07,121000.0,118000.0,334013.0,9.85,5093,-70029,70068
2007-11-08,116000.0,122500.0,346125.0,10.23,-86570,-30080,118725
2007-11-09,121500.0,124000.0,321587.0,10.35,-40601,33649,-15014
2007-11-12,120500.0,119000.0,236985.0,9.94,-37049,-1980,42713
2007-11-13,118000.0,114500.0,185970.0,9.56,-1075,2692,-15835
2007-11-14,118500.0,115500.0,296708.0,9.64,35375,-19196,-40729
2007-11-15,116000.0,111500.0,345138.0,9.31,-52084,-59248,112179
2007-11-16,110500.0,109000.0,208508.0,9.1,-12774,-12414,17770
2007-11-19,109000.0,112000.0,322449.0,9.35,-44715,-1548,38993
2007-11-20,109500.0,119500.0,197714.0,9.98,-44920,19571,18827
2007-11-21,118000.0,113000.0,188699.0,9.43,-13917,-9364,12917
2007-11-22,110000.0,99700.0,323283.0,8.32,106965,-18540,-80116
2007-11-23,98800.0,88700.0,574835.0,7.41,38505,-70078,-5086
2007-11-26,91800.0,97600.0,385181.0,8.15,-19001,-29646,48612
2007-11-27,94500.0,106500.0,533618.0,8.89,-64572,-52533,113776
2007-11-28,110000.0,100000.0,301957.0,8.35,22587,-26383,25589
2007-11-29,107000.0,108000.0,174175.0,9.02,-72830,70417,-87
2007-11-30,109500.0,120500.0,383723.0,10.06,-54603,37334,16106
2007-12-03,121500.0,119000.0,168120.0,9.94,6707,-8338,287
2007-12-04,122000.0,120000.0,198370.0,10.02,-26990,8925,16985
2007-12-05,119500.0,116500.0,154614.0,9.73,40425,-1959,-32792
2007-12-06,119000.0,116000.0,151252.0,9.69,-5288,13276,-10179
2007-12-07,117500.0,111500.0,140144.0,9.31,9566,-22950,10062
2007-12-10,112500.0,104000.0,157051.0,8.68,41113,-58889,16770
2007-12-11,105500.0,105000.0,79125.0,8.77,-4936,-13944,18480
2007-12-12,102000.0,103000.0,162106.0,8.6,19256,-12310,-8552
2007-12-13,102000.0,102000.0,265105.0,8.52,35995,-44712,12847
2007-12-14,102500.0,100000.0,122793.0,8.35,40783,12878,-51372
2007-12-17,98700.0,96000.0,161285.0,8.02,37299,-1746,-34101
2007-12-18,95000.0,99300.0,147168.0,8.29,-2128,14299,-39157
2007-12-20,100000.0,97200.0,62629.0,8.12,12007,-7339,-5373
2007-12-21,98400.0,98300.0,60084.0,8.21,-15576,6906,10210
2007-12-24,100000.0,101000.0,93868.0,8.43,1526,-8712,-2355
2007-12-26,102000.0,105000.0,174711.0,8.77,-73263,70978,-4524
2007-12-27,106000.0,106000.0,99708.0,8.85,-32823,13731,11381
2007-12-28,104500.0,105500.0,44287.0,8.81,-7399,5997,1664
2008-01-02,103000.0,99500.0,98526.0,6.84,9893,-23554,14483
2008-01-03,98000.0,98800.0,150979.0,6.79,16137,-26919,6327
2008-01-04,100000.0,99700.0,114490.0,6.86,5112,1471,-6181
2008-01-07,98000.0,97300.0,77257.0,6.69,11839,-3258,-9700
2008-01-08,97900.0,98000.0,71631.0,6.74,-3618,62,1121
2008-01-09,96600.0,109000.0,330894.0,7.5,-91766,85223,-13206
2008-01-10,112500.0,109000.0,165473.0,7.5,-38406,29721,-3110
2008-01-11,112000.0,106000.0,159615.0,7.29,492,16473,-18815
2008-01-14,102000.0,105000.0,102881.0,7.22,-9546,41851,-36017
2008-01-15,105000.0,102000.0,163112.0,7.01,10691,34321,-55149
2008-01-16,101000.0,91000.0,412384.0,6.26,122696,115723,-245915
2008-01-17,92100.0,88500.0,232905.0,6.09,55938,51146,-113754
2008-01-18,87000.0,91200.0,114375.0,6.27,-30010,16737,1521
2008-01-21,91000.0,87700.0,136681.0,6.03,11018,-5117,-20902
2008-01-22,83900.0,77000.0,381907.0,5.3,103348,-21195,-88369
2008-01-23,80800.0,81000.0,159475.0,5.57,-21346,-6452,23057
2008-01-24,81600.0,86700.0,189224.0,5.96,-10995,-3034,26825
2008-01-25,88200.0,87200.0,127018.0,6.0,25973,-17862,-10691
2008-01-28,86400.0,79400.0,171008.0,5.46,40569,-45596,-8662
2008-01-29,81800.0,78800.0,101424.0,5.42,9581,-5804,-1199
2008-01-30,80200.0,80300.0,240447.0,5.52,-13267,-37384,50612
2008-01-31,81500.0,87500.0,360572.0,6.02,-27645,43585,-3384
2008-02-01,89200.0,91800.0,223077.0,6.31,-58337,22168,31778
2008-02-04,94000.0,93300.0,110281.0,6.42,-1632,-6335,11913
2008-02-05,94000.0,94400.0,143771.0,6.49,13285,-6741,-5577
2008-02-11,91200.0,95700.0,106653.0,6.58,-21187,13738,4138
2008-02-12,97100.0,98000.0,180325.0,6.74,-54913,44642,8150
2008-02-13,99000.0,95000.0,130323.0,6.53,-1624,3531,-2362
2008-02-14,96600.0,96500.0,107357.0,6.64,4210,21740,-33082
2008-02-15,94200.0,96000.0,109767.0,6.6,1043,-12281,8089
2008-02-18,97600.0,96600.0,75400.0,6.64,7870,-8136,623
2008-02-19,98000.0,99500.0,101501.0,6.84,-3350,4058,-2031
2008-02-20,98200.0,95100.0,134179.0,6.54,34333,-51401,15210
2008-02-21,98300.0,96000.0,76279.0,6.6,12461,-19223,3593
2008-02-22,97100.0,97700.0,144687.0,6.72,-12226,11005,744
2008-02-25,98700.0,100500.0,168165.0,6.91,1172,-29887,28507
2008-02-26,103500.0,100000.0,119999.0,6.88,10056,-6947,-1104
2008-02-27,100000.0,96800.0,192231.0,6.66,42125,4848,-60663
2008-02-28,97000.0,96900.0,129426.0,6.66,55077,-26972,-19865
2008-02-29,95000.0,93400.0,242866.0,6.42,2287,-45085,41513
2008-03-03,89500.0,88800.0,171200.0,6.11,37650,1042,-38545
2008-03-04,88900.0,90100.0,142499.0,6.2,17269,5838,-23350
