Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2006-04-26,64400.0,63800.0,17112.0,16.79,-2590,3120,20
2006-04-27,63200.0,62800.0,16925.0,16.53,2580,-1560,-1390
2006-04-28,62500.0,60800.0,19988.0,16.0,-1515,-1065,340
2006-05-02,59900.0,61500.0,29376.0,16.19,-2104,-5046,8340
2006-05-03,62100.0,62600.0,26620.0,16.48,-2470,-2180,2320
2006-05-04,63800.0,63700.0,34780.0,16.77,-790,12230,-190
2006-05-08,64300.0,62100.0,25526.0,16.35,190,5820,-7930
2006-05-09,62300.0,61000.0,22410.0,16.06,950,-1020,-900
2006-05-10,61500.0,62200.0,23770.0,16.37,-950,1070,500
2006-05-11,63300.0,62900.0,29253.0,16.56,2940,40,-1890
2006-05-12,62900.0,61400.0,27228.0,16.16,7861,-5001,-840
2006-05-15,61300.0,60600.0,20950.0,15.95,-4520,-3070,100
2006-05-16,60900.0,59100.0,26828.0,15.56,-7230,3650,340
2006-05-17,59100.0,59700.0,24800.0,15.71,-4490,6470,560
2006-05-18,58600.0,59500.0,18241.0,15.66,-7480,3930,-390
2006-05-19,59500.0,59200.0,14813.0,15.58,1910,2290,-3100
2006-05-22,59200.0,56500.0,29438.0,14.87,2780,3140,-6920
2006-05-23,56100.0,56200.0,24490.0,14.79,-1530,8290,-6450
2006-05-24,55600.0,55500.0,31804.0,14.61,5240,5350,-11420
2006-05-25,55600.0,54500.0,24280.0,14.34,-2370,5290,-5350
2006-05-26,54400.0,55200.0,15150.0,14.53,5860,-5650,220
2006-05-29,55400.0,56300.0,16660.0,14.82,-1330,1190,450
2006-05-30,56300.0,56200.0,28456.0,14.79,-2744,5734,-4070
2006-06-01,56200.0,52000.0,71884.0,13.69,15290,-16010,-9150
2006-06-02,52400.0,50000.0,94191.0,13.16,16400,24880,-34690
2006-06-05,50400.0,49500.0,44368.0,13.03,10558,-732,-9796
2006-06-07,48000.0,48300.0,44333.0,12.71,-5860,19520,-14050
2006-06-08,47600.0,47000.0,38240.0,12.37,-4531,7301,-7200
2006-06-09,47350.0,49600.0,20830.0,13.05,-4720,5400,-1450
2006-06-12,49550.0,49700.0,8564.0,13.08,-926,2906,-2070
2006-06-13,49000.0,48000.0,8530.0,12.63,270,-380,370
2006-06-14,48000.0,48100.0,15519.0,12.66,-1150,5240,-2900
2006-06-15,49000.0,47650.0,16480.0,12.54,10560,-4230,-6030
2006-06-16,48350.0,48700.0,20370.0,12.82,4020,4490,-8620
2006-06-19,49200.0,49500.0,15050.0,13.03,-8280,-2720,11540
2006-06-20,50000.0,48200.0,30636.0,12.69,-9460,-6000,16300
2006-06-21,49000.0,48800.0,8574.0,12.84,-5650,0,5930
2006-06-22,49200.0,50500.0,11770.0,13.29,-9680,9130,50
2006-06-23,50300.0,50000.0,11526.0,13.16,-4336,2059,2475
2006-06-26,50800.0,50500.0,5738.0,13.29,-2655,2452,113
2006-06-27,50200.0,50500.0,8305.0,13.29,1828,-2481,663
2006-06-28,50400.0,49550.0,14189.0,13.04,4095,-7608,3913
2006-06-29,49950.0,52000.0,18851.0,13.69,-9060,8810,-200
2006-06-30,52400.0,52600.0,11301.0,13.84,-2861,3090,351
2006-07-03,52500.0,51300.0,9350.0,13.5,5963,-5728,65
2006-07-04,52000.0,51300.0,8927.0,13.5,-1594,1404,300
2006-07-05,50700.0,50700.0,3673.0,13.34,603,-618,15
2006-07-06,49900.0,49500.0,7632.0,13.03,4239,-1960,-2199
2006-07-07,49600.0,49250.0,5239.0,12.96,2510,-1070,-1330
2006-07-10,49250.0,50900.0,11280.0,13.4,-5850,5420,740
2006-07-11,50900.0,50600.0,11660.0,13.32,47,-928,860
2006-07-12,51300.0,49900.0,8990.0,13.13,1859,3566,-5477
2006-07-13,50000.0,49400.0,22080.0,13.0,7540,-1130,-8680
2006-07-14,48400.0,48500.0,8738.0,12.77,3158,-2448,-390
2006-07-18,48800.0,47600.0,7671.0,12.53,77,1613,-1830
2006-07-19,47600.0,47900.0,10812.0,12.61,-1068,-2362,1450
2006-07-20,48600.0,49300.0,8820.0,12.98,-2330,3780,-1920
2006-07-21,49200.0,48900.0,10652.0,12.87,1477,-32,-1590
2006-07-24,49100.0,47500.0,23014.0,12.5,2734,2080,-2350
2006-07-25,48100.0,48500.0,11375.0,12.77,-5423,7785,-2960
2006-07-26,48500.0,47950.0,6150.0,12.62,2640,-2060,-720
2006-07-27,47500.0,49100.0,20514.0,12.92,6954,-4595,-3180
2006-07-28,48600.0,48400.0,17819.0,12.74,-2887,1937,740
2006-07-31,48900.0,48000.0,9274.0,12.63,2266,-900,-759
2006-08-01,47700.0,48000.0,6578.0,12.63,-4070,3722,223
2006-08-02,48450.0,48200.0,13340.0,12.69,-6050,3030,2880
2006-08-03,48300.0,47250.0,17996.0,12.44,8670,-13286,1900
2006-08-04,47250.0,47450.0,17625.0,12.49,4574,-7614,-230
2006-08-07,47450.0,46600.0,8020.0,12.27,3359,-3190,0
2006-08-08,47100.0,47900.0,12977.0,12.61,-8507,7451,170
2006-08-09,47900.0,47800.0,8672.0,12.58,102,866,-1510
2006-08-10,47750.0,46950.0,11990.0,12.36,4390,-4680,680
2006-08-11,47050.0,46300.0,9390.0,12.19,288,220,-420
2006-08-14,47150.0,46800.0,7666.0,12.32,-4415,3435,130
2006-08-16,47400.0,47150.0,6907.0,12.41,-2180,2110,-40
2006-08-17,47250.0,47050.0,10350.0,12.38,4540,-4760,60
2006-08-18,47100.0,47250.0,17348.0,12.44,4148,-858,-3330
2006-08-21,47750.0,46750.0,10320.0,12.3,3510,-1680,-2320
2006-08-22,47200.0,46800.0,7441.0,12.32,-1640,3660,-2260
2006-08-23,46800.0,47000.0,14548.0,12.37,6646,-1946,-4630
2006-08-24,47150.0,48600.0,39458.0,12.79,19674,-2134,-19470
2006-08-25,49900.0,50400.0,105255.0,13.27,-4423,0,-1677
2006-08-28,51300.0,50800.0,23955.0,13.37,-3872,2110,0
2006-08-29,50500.0,51600.0,46335.0,13.58,4368,-5384,-100
2006-08-30,52400.0,50600.0,30934.0,13.32,-852,2555,510
2006-08-31,50900.0,51900.0,29475.0,13.66,-9960,11578,-2341
2006-09-01,51200.0,51200.0,14038.0,13.48,-4870,-2027,2742
2006-09-04,50900.0,50400.0,19504.0,13.27,2984,-1616,66
2006-09-05,50300.0,50100.0,11383.0,13.19,2275,299,351
2006-09-06,50800.0,51000.0,13668.0,13.42,1327,-1752,521
2006-09-07,51100.0,51700.0,15649.0,13.61,-588,5206,-4984
2006-09-08,51900.0,51500.0,9755.0,13.56,-79,1955,-2368
2006-09-11,51200.0,51500.0,7082.0,13.56,-1133,-45,14
2006-09-12,51600.0,53600.0,64423.0,14.11,14929,-1738,-10143
2006-09-13,54100.0,53200.0,27857.0,14.0,318,1208,-356
2006-09-14,53300.0,51900.0,49919.0,13.66,7828,6999,-12265
2006-09-15,52200.0,52400.0,26071.0,13.79,9362,-1369,-7940
2006-09-18,52500.0,53700.0,27870.0,14.13,-6765,7199,-194
2006-09-19,54000.0,53500.0,21933.0,14.08,-2839,1555,424
2006-09-20,53000.0,52900.0,16714.0,13.92,-14,4637,-4755
2006-09-21,53100.0,56000.0,58197.0,14.74,-15453,17043,-1884
2006-09-22,56000.0,57700.0,226107.0,15.19,58854,-43541,-5861
2006-09-25,58500.0,57700.0,52108.0,15.19,-17711,13151,4546
2006-09-26,58100.0,57000.0,45176.0,15.0,-13138,12090,257
2006-09-27,57500.0,56400.0,34750.0,14.84,-3114,10435,-9375
2006-09-28,56400.0,57300.0,35097.0,15.08,-6839,17580,-9840
2006-09-29,57300.0,58900.0,29296.0,15.5,-17726,20565,-2830
2006-10-02,58500.0,58200.0,22019.0,15.32,-111,8604,-8428
2006-10-04,58000.0,56300.0,14455.0,14.82,26,101,155
2006-10-09,56100.0,54300.0,42919.0,14.29,-20888,13282,7822
2006-10-10,53800.0,54600.0,23488.0,14.37,-6256,4570,1596
2006-10-11,53600.0,53000.0,63246.0,13.95,18890,-580,-20541
2006-10-12,52500.0,53700.0,13283.0,14.13,-1485,775,539
2006-10-13,54400.0,54500.0,13544.0,14.34,-8223,6631,1410
2006-10-16,54300.0,54700.0,8752.0,14.4,-4672,4507,795
2006-10-17,55500.0,55400.0,13604.0,14.58,-4042,6751,-787
2006-10-18,55300.0,55500.0,17043.0,14.61,-4584,5411,-1353
2006-10-19,55400.0,54300.0,18753.0,14.29,-1828,5778,-5766
2006-10-20,55000.0,54300.0,14203.0,14.29,-1679,5314,-4720
2006-10-23,54300.0,53700.0,19416.0,14.13,-3309,8053,-3078
2006-10-24,53900.0,53900.0,17051.0,14.19,7049,-550,-5982
2006-10-25,54000.0,54400.0,18056.0,14.32,-1024,3950,-4392
2006-10-26,54400.0,54000.0,16310.0,14.21,113,5235,-4854
2006-10-27,54400.0,53800.0,14553.0,14.16,500,2489,-3364
2006-10-30,54000.0,52900.0,15700.0,13.92,4236,3071,-7511
2006-10-31,53900.0,53300.0,14236.0,14.03,2025,1196,-3141
2006-11-01,53600.0,54200.0,30941.0,14.27,46,5284,-4915
2006-11-02,54300.0,56300.0,31458.0,14.82,-4876,5095,-458
2006-11-03,56100.0,56700.0,28679.0,14.92,-2152,7032,-7095
2006-11-06,56700.0,56700.0,22454.0,14.92,-12915,13589,-154
2006-11-07,57000.0,58800.0,60025.0,15.48,-32790,29468,2051
2006-11-08,58900.0,58200.0,18923.0,15.32,2356,1328,-7776
