Symbol,대한유화_시가(원),대한유화_종가(원),대한유화_거래량(주),대한유화_PER(IFRS-연결),대한유화_순매수수량(개인)(주),대한유화_순매수수량(기관계)(주),대한유화_순매수수량(외국인계)(주)
2013-07-03,43550.0,42750.0,29340.0,,-8138,8668,-530
2013-07-04,43100.0,44700.0,35430.0,,-13814,8274,5540
2013-07-05,44750.0,44800.0,24306.0,,-492,212,280
2013-07-08,44800.0,44450.0,17887.0,,-3030,710,2370
2013-07-09,45000.0,44650.0,13069.0,,-750,320,430
2013-07-10,44650.0,43950.0,12920.0,,1950,560,-2210
2013-07-11,43950.0,43850.0,29050.0,,10592,-8060,-1940
2013-07-12,46000.0,50400.0,287576.0,,11810,-10180,1100
2013-07-15,51200.0,51300.0,167519.0,,8938,-6248,-2690
2013-07-16,52200.0,52900.0,109746.0,,2551,-1211,-1252
2013-07-17,52800.0,53000.0,77280.0,,-1678,-7327,9007
2013-07-18,53000.0,52700.0,61405.0,,2317,-5537,3220
2013-07-19,52900.0,52600.0,56436.0,,-8298,390,7908
2013-07-22,52900.0,57500.0,168837.0,,-36802,3672,33130
2013-07-23,57500.0,56000.0,111479.0,,8506,3920,-12526
2013-07-24,55600.0,57000.0,88193.0,,-13353,2073,11280
2013-07-25,57000.0,58800.0,123582.0,,-15483,28133,-11950
2013-07-26,59300.0,58800.0,64959.0,,12120,-4947,-7173
2013-07-29,58000.0,55800.0,100138.0,,-11667,7905,3562
2013-07-30,56100.0,57100.0,54149.0,,-4708,-3194,10002
2013-07-31,57100.0,56200.0,45725.0,,1925,-6983,4058
2013-08-01,56000.0,55300.0,82314.0,,-6001,-11421,18422
2013-08-02,56200.0,57700.0,80103.0,,-16971,-3076,19877
2013-08-05,57100.0,57400.0,44888.0,,-2939,-3837,6776
2013-08-06,57100.0,56200.0,62083.0,,13083,-13068,1255
2013-08-07,55700.0,56200.0,28399.0,,-31,-3789,3820
2013-08-08,55900.0,55900.0,45884.0,,10480,-3647,-6813
2013-08-09,56800.0,53400.0,87056.0,,11964,-7493,-4401
2013-08-12,53400.0,54000.0,71238.0,,824,-3741,2917
2013-08-13,53500.0,54000.0,41577.0,,6097,-54,-6063
2013-08-14,53800.0,56100.0,76693.0,,-1689,2549,430
2013-08-16,55300.0,54400.0,51361.0,,13818,-387,-11821
2013-08-19,54200.0,53700.0,43103.0,,5626,1469,-7132
2013-08-20,53600.0,50800.0,85861.0,,14500,-777,-13723
2013-08-21,51300.0,50100.0,71956.0,,5129,4546,-8675
2013-08-22,49500.0,49600.0,78737.0,,-1530,28712,-27182
2013-08-23,50200.0,51500.0,57479.0,,3275,8593,-11868
2013-08-26,52000.0,52300.0,103151.0,,-7412,20907,-14146
2013-08-27,52200.0,51400.0,64967.0,,2373,15308,-17951
2013-08-28,50100.0,50900.0,48819.0,,7848,1079,-8927
2013-08-29,51900.0,51900.0,86507.0,,12974,2886,-16190
2013-08-30,51700.0,52200.0,59879.0,,-262,-9900,10510
2013-09-02,52600.0,53100.0,42210.0,,43,10308,-10351
2013-09-03,53700.0,53300.0,62982.0,,4585,6893,-10198
2013-09-04,53100.0,52700.0,40126.0,,-2096,-4108,6204
2013-09-05,52700.0,53100.0,44166.0,,4602,2248,-6841
2013-09-06,53300.0,51800.0,69785.0,,20482,-20512,-10
2013-09-09,51800.0,52400.0,57045.0,,11657,-19275,7618
2013-09-10,53100.0,54700.0,142897.0,,10896,-13806,2990
2013-09-11,54700.0,56200.0,129997.0,,-7127,-14062,28181
2013-09-12,56000.0,56000.0,91722.0,,-18305,7677,10636
2013-09-13,56000.0,56100.0,63880.0,,438,-7205,6767
2013-09-16,56600.0,55800.0,71490.0,,9715,-6620,-2935
2013-09-17,55500.0,57000.0,60077.0,,-14734,-2376,17050
2013-09-23,57000.0,57400.0,54234.0,,-5503,2748,1035
2013-09-24,57200.0,57900.0,60367.0,,-15285,2284,10421
2013-09-25,58000.0,59000.0,98655.0,,-19847,10911,4480
2013-09-26,59200.0,63000.0,148169.0,,-27773,43154,-18732
2013-09-27,63000.0,63100.0,84496.0,,-6713,17977,-11911
2013-09-30,62900.0,64700.0,95362.0,,-32122,26218,5458
2013-10-01,64200.0,67200.0,177020.0,,-30913,33364,-3319
2013-10-02,67600.0,66200.0,78887.0,,-11907,18150,-6013
2013-10-04,65600.0,66700.0,61790.0,,-11696,5978,5528
2013-10-07,66900.0,66700.0,35234.0,,-9221,10736,-1815
2013-10-08,66200.0,68500.0,71010.0,,-22887,19713,3167
2013-10-10,68300.0,67700.0,55501.0,,-12453,11823,730
2013-10-11,68500.0,69400.0,121961.0,,-41036,24503,13683
2013-10-14,70300.0,74500.0,102319.0,,-27975,29986,-498
2013-10-15,74900.0,73700.0,145672.0,,30334,-8469,-22296
2013-10-16,72800.0,73000.0,73683.0,,2518,-821,-1697
2013-10-17,73900.0,75200.0,82439.0,,-7252,3444,3535
2013-10-18,75500.0,74400.0,47162.0,,9943,-3771,-5590
2013-10-21,75600.0,74400.0,54613.0,,8110,-8784,1028
2013-10-22,75000.0,73300.0,70039.0,,4682,-14441,10529
2013-10-23,73800.0,70700.0,62080.0,,2185,-10291,8534
2013-10-24,70700.0,72200.0,58187.0,,-11761,-5459,17223
2013-10-25,73100.0,70200.0,59430.0,,10105,-15066,5258
2013-10-28,69900.0,70700.0,88287.0,,-4419,-1900,6325
2013-10-29,71200.0,74900.0,125687.0,,-41905,34311,11432
2013-10-30,76000.0,76300.0,69756.0,,-4316,13889,-10014
2013-10-31,76300.0,74500.0,65966.0,,4610,-2875,-735
2013-11-01,75000.0,73700.0,79476.0,,3216,-1852,-981
2013-11-04,73300.0,73000.0,49754.0,,-3990,-5976,10378
2013-11-05,74000.0,71300.0,40007.0,,2257,-3758,3001
2013-11-06,71500.0,73500.0,40788.0,,-9091,-3368,12515
2013-11-07,73700.0,71600.0,32462.0,,10636,-1776,-8847
2013-11-08,70000.0,73200.0,63674.0,,-15383,14156,1731
2013-11-11,73400.0,73200.0,37012.0,,1032,8897,-9929
2013-11-12,73400.0,75900.0,64713.0,,-18150,14032,3940
2013-11-13,76100.0,75100.0,43098.0,,-1574,10285,-9243
2013-11-14,75400.0,75600.0,68682.0,,-4133,12300,-8997
2013-11-15,76800.0,78900.0,81439.0,,-10005,16140,-6650
2013-11-18,79200.0,78700.0,67959.0,,177,8502,-8679
2013-11-19,79000.0,79100.0,57680.0,,-11046,5802,5091
2013-11-20,79700.0,80400.0,47402.0,,-8774,4055,4745
2013-11-21,80500.0,80600.0,38767.0,,-4289,7004,-2523
2013-11-22,80900.0,82600.0,47068.0,,-7820,2054,5708
2013-11-25,82900.0,78700.0,109948.0,,20743,-13480,-6720
2013-11-26,78700.0,78200.0,87363.0,,-11695,-2022,8766
2013-11-27,78600.0,79000.0,45483.0,,-8455,1317,7138
2013-11-28,80000.0,80000.0,62392.0,,-12324,6861,2262
2013-11-29,80200.0,82000.0,67990.0,,-30373,20691,2990
2013-12-02,82700.0,82500.0,47687.0,,-3882,17441,-17875
2013-12-03,82000.0,80600.0,59737.0,,7862,4681,-12543
2013-12-04,80600.0,82400.0,46025.0,,-21832,24547,-3303
2013-12-05,82900.0,83400.0,47560.0,,-8538,16596,-10508
2013-12-06,83200.0,84400.0,52975.0,,-18284,15694,-3882
2013-12-09,84400.0,84700.0,35896.0,,-348,4475,-5307
2013-12-10,85100.0,84600.0,19402.0,,-2333,2833,-2375
2013-12-11,84200.0,84000.0,40975.0,,1735,6726,-8797
2013-12-12,83100.0,83000.0,25252.0,,-2039,3307,-1928
2013-12-13,83000.0,85000.0,27694.0,,-11605,5004,7081
2013-12-16,84800.0,84100.0,30090.0,,3039,1170,-4590
2013-12-17,84800.0,83100.0,31046.0,,-2436,7532,-4885
2013-12-18,83300.0,84300.0,23841.0,,-13117,8394,4679
2013-12-19,85400.0,85000.0,25377.0,,-11442,8322,3220
2013-12-20,84900.0,85800.0,26038.0,,-14064,9191,4873
2013-12-23,86300.0,86400.0,21941.0,,-4013,-1017,4910
2013-12-24,86000.0,87000.0,28373.0,,-6597,3587,4143
2013-12-26,86700.0,86500.0,19797.0,,2544,-881,-1624
2013-12-27,85500.0,86000.0,14712.0,,-4449,821,3590
2013-12-30,86200.0,87200.0,24507.0,,-8731,2274,6498
2014-01-02,87400.0,84700.0,29192.0,11.98,1829,1112,-2879
2014-01-03,83700.0,83000.0,56220.0,11.74,-2369,4370,-999
2014-01-06,83100.0,81200.0,33324.0,11.48,-708,-5005,5797
2014-01-07,80300.0,79600.0,75153.0,11.26,14036,-28494,14247
2014-01-08,80000.0,76100.0,134775.0,10.76,15,-6996,6630
2014-01-09,76500.0,76300.0,58902.0,10.79,-4048,-2261,6019
2014-01-10,76600.0,74700.0,65687.0,10.56,7821,-8137,586
2014-01-13,75200.0,74100.0,29386.0,10.48,-2816,1266,1259
2014-01-14,73500.0,71100.0,79606.0,10.06,-967,-3497,4079
2014-01-15,72400.0,74300.0,73880.0,10.51,2370,-4732,2290
2014-01-16,74300.0,74400.0,44538.0,10.52,656,8016,-7637
2014-01-17,74700.0,74000.0,38549.0,10.47,132,4380,-6378
2014-01-20,74000.0,74800.0,33570.0,10.58,-1620,-2140,3754
2014-01-21,74400.0,73300.0,39849.0,10.37,6104,5028,-11220
2014-01-22,73800.0,77800.0,72602.0,11.0,-10140,4647,5213
2014-01-23,78100.0,76700.0,42012.0,10.85,8917,-1494,-8196
2014-01-24,76700.0,76900.0,43192.0,10.88,-8299,9182,-883
2014-01-27,73500.0,73800.0,59257.0,10.44,5738,-212,-4991
2014-01-28,73000.0,77200.0,41418.0,10.92,-21197,7207,14092
2014-01-29,76800.0,76000.0,31594.0,10.75,15123,-6612,-8526
2014-02-03,75000.0,74500.0,43583.0,10.54,2638,184,-2837
2014-02-04,72200.0,71900.0,52801.0,10.17,10026,1426,-11604
2014-02-05,72900.0,71600.0,49152.0,10.13,-5763,6731,-1181
2014-02-06,72500.0,75100.0,46216.0,10.62,-19115,7706,11509
2014-02-07,75800.0,78200.0,82426.0,11.06,-36948,23230,14813
2014-02-10,78700.0,80100.0,40393.0,11.33,-17072,12032,4264
2014-02-11,80000.0,83100.0,61602.0,11.75,-18616,13751,4174
2014-02-12,83500.0,83700.0,38626.0,11.84,-17840,15423,1171
2014-02-13,83300.0,83900.0,31071.0,11.87,-9866,348,11278
2014-02-14,84200.0,83400.0,31564.0,11.79,-1906,-5301,8410
2014-02-17,84100.0,81400.0,30307.0,11.51,-42,-7245,7247
2014-02-18,81400.0,85800.0,51727.0,12.13,-15650,8594,7205
2014-02-19,85800.0,85100.0,30995.0,12.04,9880,-2578,-4242
2014-02-20,84400.0,84800.0,18806.0,11.99,-3788,-1625,5191
2014-02-21,85000.0,84000.0,32797.0,11.88,10437,-14884,6726
2014-02-24,84000.0,81200.0,69858.0,11.48,9943,-12243,4512
2014-02-25,81900.0,80300.0,56542.0,11.36,16999,-25441,9957
2014-02-26,80500.0,79800.0,89102.0,11.29,12527,-13188,4523
2014-02-27,79800.0,78500.0,35300.0,11.1,4420,-7196,2357
2014-02-28,79400.0,78300.0,35624.0,11.07,-446,-722,2100
2014-03-03,78500.0,79400.0,29490.0,11.23,-131,-1610,1666
2014-03-04,78800.0,78300.0,24562.0,11.07,7790,-6810,-1215
2014-03-05,79500.0,79100.0,35386.0,11.19,-7204,4835,2389
2014-03-06,79800.0,80300.0,23665.0,11.36,-4732,-429,5161
2014-03-07,81000.0,79400.0,22596.0,11.23,453,3200,-3653
2014-03-10,78600.0,76200.0,50981.0,10.78,13035,-11248,-1787
2014-03-11,76500.0,78200.0,29747.0,11.06,-6751,-479,7230
2014-03-12,78200.0,74200.0,41215.0,10.49,9731,-7947,-2424
2014-03-13,74400.0,75500.0,24855.0,10.68,-2338,172,2101
2014-03-14,74300.0,73300.0,25790.0,10.37,3996,878,-4906
2014-03-17,73000.0,73800.0,24540.0,10.44,1244,-2355,1111
2014-03-18,75100.0,73700.0,35155.0,10.42,4338,6027,-9993
2014-03-19,74300.0,72900.0,24537.0,10.31,4857,-1968,-2860
2014-03-20,72500.0,72100.0,17040.0,10.2,1905,-257,-1648
2014-03-21,72100.0,74100.0,21907.0,10.48,-7860,13564,-4817
2014-03-24,74700.0,79200.0,64822.0,11.2,-18332,22840,-6151
2014-03-25,78700.0,79400.0,43625.0,11.23,-1493,12684,-11191
2014-03-26,79600.0,78700.0,32083.0,11.13,2023,-387,-1801
2014-03-27,78000.0,79400.0,33191.0,11.23,-10808,14532,-3724
2014-03-28,79400.0,77500.0,31503.0,10.96,8936,-9494,549
2014-03-31,76800.0,76500.0,30865.0,10.82,4536,-13952,9931
2014-04-01,77000.0,79300.0,46025.0,11.21,-17321,-7392,24713
2014-04-02,79300.0,78500.0,25212.0,11.1,4514,-4653,143
2014-04-03,78000.0,79000.0,25517.0,11.17,-11661,2554,9107
2014-04-04,78400.0,79600.0,15480.0,11.26,-9018,6613,2405
2014-04-07,78800.0,74000.0,93335.0,10.47,33509,-23705,-4285
2014-04-08,73000.0,74800.0,44521.0,10.58,5548,-4211,-1337
2014-04-09,75200.0,72900.0,40527.0,10.31,14756,-5417,-8720
2014-04-10,73700.0,72500.0,30249.0,10.25,7525,-4094,-3431
2014-04-11,72000.0,72400.0,39338.0,10.24,10485,-5230,-5505
2014-04-14,71600.0,71800.0,15866.0,10.15,6349,-2472,-3877
2014-04-15,71800.0,70700.0,34538.0,10.0,14297,-5364,-8923
2014-04-16,70600.0,68500.0,62575.0,9.69,13912,-14529,451
2014-04-17,68900.0,68000.0,77853.0,9.62,-5960,11772,-6220
2014-04-18,68000.0,69400.0,37683.0,9.81,-5033,1517,3516
2014-04-21,69700.0,69700.0,12020.0,9.86,3832,-1686,-2146
2014-04-22,69200.0,70100.0,26141.0,9.91,2483,3481,-6100
2014-04-23,69700.0,67800.0,27031.0,9.59,9918,-3030,-6888
2014-04-24,67500.0,68800.0,28633.0,9.73,-1537,3262,-1595
2014-04-25,68300.0,67500.0,17319.0,9.55,5015,1255,-6270
2014-04-28,67000.0,66400.0,23227.0,9.39,6628,-2140,-4488
2014-04-29,67200.0,64400.0,29824.0,9.11,9300,-9395,385
2014-04-30,65000.0,62200.0,56915.0,8.8,10979,-12616,2684
2014-05-02,62800.0,61400.0,45639.0,8.68,967,3268,-5354
2014-05-07,62200.0,61400.0,40979.0,8.68,2907,5252,-8375
2014-05-08,61400.0,59600.0,67580.0,8.43,22961,-268,-23200
2014-05-09,59100.0,59100.0,33847.0,8.36,4640,-2031,-2609
2014-05-12,59100.0,55300.0,75174.0,7.82,21488,-14324,-7063
2014-05-13,55800.0,60900.0,109215.0,8.61,-21666,4156,19008
2014-05-14,61300.0,61300.0,102283.0,8.67,10132,24659,-35056
2014-05-15,61400.0,61000.0,51382.0,8.63,-1556,20060,-18526
2014-05-16,60900.0,60000.0,33647.0,8.49,7249,-3333,-3259
2014-05-19,60600.0,60300.0,32735.0,8.53,-1235,1178,57
2014-05-20,60500.0,58800.0,39645.0,8.32,8559,-1247,-6794
2014-05-21,59500.0,64400.0,152544.0,9.11,-23952,1692,21960
2014-05-22,64000.0,65500.0,81525.0,9.26,3059,11865,-16023
2014-05-23,65000.0,65100.0,34352.0,9.21,7192,-3178,-4024
2014-05-26,66000.0,67000.0,74735.0,9.48,-19210,-2394,204
2014-05-27,66800.0,66100.0,34095.0,9.35,5346,-2681,-2280
2014-05-28,66100.0,66900.0,34612.0,9.46,-704,-1240,1534
2014-05-29,66300.0,65900.0,40195.0,9.32,-2219,-1537,4697
2014-05-30,67900.0,66500.0,55827.0,9.4,6471,-8497,1078
2014-06-02,67300.0,66900.0,26147.0,9.46,-101,-2734,2705
2014-06-03,67100.0,67300.0,59549.0,9.52,-4331,-9529,12997
2014-06-05,67800.0,66300.0,43678.0,9.38,5978,-9012,2853
2014-06-09,67200.0,68600.0,52808.0,9.7,-11670,-5547,16953
2014-06-10,69000.0,69700.0,43190.0,9.86,-4856,6261,-1461
2014-06-11,70000.0,71200.0,58376.0,10.07,-11822,-1357,10212
2014-06-12,70800.0,70200.0,37705.0,9.93,6086,-6680,-367
2014-06-13,70100.0,69500.0,38121.0,9.83,8269,-8974,934
2014-06-16,69800.0,71000.0,45851.0,10.04,-11896,4500,7789
2014-06-17,71200.0,71500.0,29598.0,10.11,-5696,-2588,5435
2014-06-18,71200.0,69900.0,30543.0,9.89,-2478,94,2362
2014-06-19,70500.0,71600.0,39014.0,10.13,-6860,-7192,13957
2014-06-20,71600.0,70300.0,35641.0,9.94,1895,-3577,1682
2014-06-23,70300.0,69300.0,31395.0,9.8,-1737,3758,-2069
2014-06-24,69100.0,68600.0,31870.0,9.7,5264,-3557,-1707
2014-06-25,68600.0,68000.0,41142.0,9.62,-6327,-11641,18298
2014-06-26,68000.0,68700.0,19024.0,9.72,-1992,-6165,8157
2014-06-27,69000.0,69900.0,18473.0,9.89,-6236,4313,2271
2014-06-30,70000.0,70100.0,9733.0,9.91,446,-471,25
2014-07-01,70100.0,69600.0,18146.0,9.84,-131,-4157,4288
2014-07-02,70300.0,70200.0,27648.0,9.93,-9021,2763,6273
2014-07-03,70400.0,69300.0,48002.0,9.8,6038,-8911,2835
2014-07-04,70100.0,68000.0,47313.0,9.62,12202,-6079,-6091
2014-07-07,67800.0,67200.0,26387.0,9.5,6760,-8840,2069
2014-07-08,67200.0,64800.0,67641.0,9.16,17721,-16943,-761
2014-07-09,63900.0,65300.0,40595.0,9.23,1085,-10415,8500
2014-07-10,66200.0,65400.0,32629.0,9.25,2605,-5880,2604
2014-07-11,64400.0,64000.0,35584.0,9.05,4210,2651,-6831
2014-07-14,64400.0,64600.0,26510.0,9.14,3244,-7169,3925
2014-07-15,65000.0,66700.0,55007.0,9.43,-8281,-6745,15026
2014-07-16,66700.0,65400.0,25074.0,9.25,2710,1820,-4464
2014-07-17,65400.0,66400.0,26156.0,9.39,-5814,-5036,9631
2014-07-18,65700.0,65100.0,33488.0,9.21,14410,-15111,932
2014-07-21,65400.0,65200.0,17760.0,9.22,-1418,-557,2192
2014-07-22,65000.0,65500.0,14490.0,9.26,3086,-4110,1132
2014-07-23,65900.0,65200.0,22750.0,9.22,4939,-7981,3375
2014-07-24,65200.0,66500.0,40686.0,9.4,-7504,-4123,11582
2014-07-25,66700.0,68600.0,59506.0,9.7,-3511,1549,1850
2014-07-28,69300.0,70000.0,76381.0,9.9,5829,9799,-15820
2014-07-29,70100.0,69100.0,45741.0,9.77,4800,-4612,22
2014-07-30,69100.0,68400.0,92388.0,9.67,-5376,12608,-7028
2014-07-31,68600.0,66400.0,59609.0,9.39,21191,-16972,-4270
2014-08-01,65200.0,70800.0,98837.0,10.01,-43549,32583,9189
2014-08-04,71200.0,69400.0,68549.0,9.81,23712,-19849,-7863
2014-08-05,69200.0,69200.0,46252.0,9.79,2723,-2249,-479
2014-08-06,70600.0,71200.0,83819.0,10.07,9704,-6175,-3887
2014-08-07,71200.0,70800.0,92538.0,10.01,28342,-6623,-20357
2014-08-08,71000.0,71600.0,58066.0,10.13,-2744,6779,-4043
2014-08-11,71400.0,70600.0,31790.0,9.98,5397,-4747,-888
2014-08-12,71600.0,72600.0,78935.0,10.27,-276,15777,-17124
2014-08-13,73000.0,73500.0,67786.0,10.39,-1089,11320,-10272
2014-08-14,73300.0,73300.0,43834.0,10.37,5812,-3010,-2816
2014-08-18,72900.0,72300.0,29297.0,10.22,-476,4669,-3282
2014-08-19,72300.0,71700.0,40546.0,10.14,7241,464,-7482
2014-08-20,71800.0,70500.0,54672.0,9.97,13788,-3123,-10710
2014-08-21,70000.0,67500.0,84958.0,9.55,14092,-8202,-4962
2014-08-22,67800.0,67800.0,29047.0,9.59,-6573,1691,4811
2014-08-25,67500.0,66600.0,30011.0,9.42,5848,-8302,2458
2014-08-26,66900.0,69900.0,52535.0,9.89,-10533,3647,6356
2014-08-27,69400.0,68700.0,20738.0,9.72,6427,-40,-6385
2014-08-28,68800.0,70000.0,28291.0,9.9,-583,3609,-3026
2014-08-29,71300.0,72100.0,102313.0,10.2,898,9036,-9699
2014-09-01,73200.0,76700.0,149621.0,10.85,-32968,39151,-7556
2014-09-02,77000.0,77500.0,94928.0,10.96,5613,2441,-6420
2014-09-03,77200.0,76400.0,86801.0,10.8,-112,22189,-22756
2014-09-04,76900.0,79700.0,117718.0,11.27,-48861,32168,17426
2014-09-05,79500.0,78500.0,36638.0,11.1,2735,1581,-4383
2014-09-11,78700.0,80000.0,51775.0,11.31,-18512,1376,17147
2014-09-12,80800.0,80200.0,34567.0,11.34,-8088,4724,3690
2014-09-15,80500.0,76400.0,88168.0,10.8,-13599,1114,14179
2014-09-16,77100.0,78900.0,43684.0,11.16,-17211,3770,13423
2014-09-17,78900.0,80000.0,36911.0,11.31,-12859,-785,14334
2014-09-18,80400.0,79200.0,30906.0,11.2,-6087,792,5294
2014-09-19,79400.0,78600.0,31515.0,11.12,3170,-7334,4164
2014-09-22,78300.0,77900.0,53766.0,11.02,-12462,11249,2874
2014-09-23,78000.0,76800.0,38960.0,10.86,10620,-9671,-1188
2014-09-24,76100.0,76400.0,31926.0,10.8,-1484,-2281,3991
2014-09-25,77400.0,74800.0,47500.0,10.58,17165,-13413,-3411
2014-09-26,74300.0,74000.0,41874.0,10.47,-1781,-716,2467
2014-09-29,74000.0,70300.0,91172.0,9.94,30131,-19407,-5819
2014-09-30,70300.0,72000.0,58017.0,10.18,-13751,-3837,18361
2014-10-01,71400.0,71600.0,40350.0,10.13,6695,629,-8331
2014-10-02,71500.0,71500.0,50762.0,10.11,4703,-7980,2540
2014-10-06,72600.0,73500.0,43995.0,10.39,-859,1,812
2014-10-07,73900.0,73700.0,44574.0,10.42,-2127,8559,-6382
2014-10-08,73000.0,72100.0,26915.0,10.2,1107,813,-1920
2014-10-10,72100.0,73600.0,61840.0,10.41,-15386,622,14914
2014-10-13,73300.0,72700.0,44977.0,10.28,727,10799,-11541
2014-10-14,72800.0,74800.0,60098.0,10.58,-11066,9700,2456
2014-10-15,75800.0,75800.0,38462.0,10.72,-11269,9160,2109
2014-10-16,75000.0,76100.0,47634.0,10.76,734,4057,-4761
2014-10-17,76400.0,74700.0,30538.0,10.56,-4161,3690,421
2014-10-20,74800.0,76200.0,27781.0,10.78,-10900,11374,117
2014-10-21,76100.0,74700.0,65302.0,10.56,-2073,15426,-11155
2014-10-22,75500.0,75300.0,26290.0,10.65,-12174,12670,-496
2014-10-23,75400.0,75900.0,28809.0,10.73,-8786,12325,-3544
2014-10-24,76200.0,73800.0,20628.0,10.44,983,1793,-3044
2014-10-27,75300.0,80500.0,166507.0,11.38,-66766,42734,24092
2014-10-28,81000.0,80700.0,50494.0,11.41,-11052,10781,271
2014-10-29,80800.0,81000.0,84911.0,11.46,-19304,13887,4487
2014-10-30,80500.0,81700.0,48891.0,11.55,-10944,8358,2598
2014-10-31,82300.0,78200.0,64295.0,11.06,9015,4439,-13455
2014-11-03,78000.0,79800.0,58862.0,11.29,-21032,2061,16579
2014-11-04,78600.0,75500.0,61840.0,10.68,21128,-8038,-4580
2014-11-05,73800.0,74200.0,98933.0,10.49,5789,-20398,18826
2014-11-06,74500.0,76700.0,50301.0,10.85,-18066,18746,-1365
2014-11-07,76800.0,75500.0,31830.0,10.68,10597,-6239,-4358
2014-11-10,75800.0,74900.0,17857.0,10.59,-136,1073,-872
2014-11-11,74100.0,74500.0,34997.0,10.54,7239,-1420,-5819
2014-11-12,74600.0,77100.0,45366.0,10.9,-6281,5348,26
2014-11-13,78000.0,77900.0,37438.0,11.02,-419,7182,-6763
2014-11-14,78800.0,76100.0,26284.0,10.76,51,2879,-1775
2014-11-17,76700.0,77400.0,30202.0,10.95,-4933,8436,-3615
2014-11-18,78000.0,77800.0,32198.0,11.0,-5332,6344,-991
2014-11-19,78400.0,77500.0,21549.0,10.96,-7994,9330,-1133
2014-11-20,77400.0,78100.0,16791.0,11.05,-5565,3734,1831
2014-11-21,78400.0,80400.0,44243.0,11.37,-12770,10676,2294
2014-11-24,82000.0,82000.0,74785.0,11.6,-7525,6895,444
2014-11-25,82600.0,78900.0,70818.0,11.16,11404,8126,-19890
2014-11-26,79300.0,80400.0,31558.0,11.37,-5617,717,4900
2014-11-27,80700.0,78800.0,27294.0,11.14,4115,-1403,-2712
2014-11-28,77500.0,78700.0,31533.0,11.13,3034,-5525,2373
2014-12-01,78800.0,75600.0,40902.0,10.69,7992,-3515,-2457
2014-12-02,76500.0,75600.0,33351.0,10.69,8824,-9657,1241
2014-12-03,76000.0,76700.0,20518.0,10.85,-6400,4649,1751
2014-12-04,76900.0,76900.0,22416.0,10.88,6220,-4011,-2319
2014-12-05,76900.0,75700.0,34029.0,10.71,6692,-12144,5387
2014-12-08,75700.0,76200.0,14508.0,10.78,-976,59,506
2014-12-09,75800.0,75600.0,19981.0,10.69,-1565,3161,-3581
2014-12-10,75500.0,73900.0,32019.0,10.45,-1907,-3150,3272
2014-12-11,72400.0,70800.0,54726.0,10.01,9413,-13288,2557
2014-12-12,71000.0,69200.0,51557.0,9.79,14743,-17081,2250
2014-12-15,68800.0,70500.0,26001.0,9.97,-443,-2257,2740
2014-12-16,70500.0,72700.0,43528.0,10.28,-17363,1299,16013
2014-12-17,73500.0,73600.0,26734.0,10.41,-3328,-2518,5485
2014-12-18,73700.0,73000.0,18228.0,10.32,-4964,3140,1695
2014-12-19,73500.0,73100.0,27979.0,10.34,4167,-2744,-1644
2014-12-22,73100.0,73600.0,11023.0,10.41,-3390,1670,2290
2014-12-23,74500.0,73000.0,12841.0,10.32,933,-619,-314
2014-12-24,73400.0,73400.0,8254.0,10.38,297,-1466,1169
2014-12-26,73500.0,73000.0,12256.0,10.32,-66,-731,867
2014-12-29,72400.0,70800.0,18987.0,10.01,4837,-7236,2399
2014-12-30,70800.0,70900.0,21797.0,10.03,1041,-11639,10994
2015-01-02,70400.0,68900.0,26011.0,6.98,5416,-7204,2048
2015-01-05,68100.0,70600.0,26731.0,7.16,-4812,1734,3540
2015-01-06,69500.0,66800.0,46816.0,6.77,13864,-10186,-3073
2015-01-07,65800.0,66600.0,28586.0,6.75,-5642,3739,1664
2015-01-08,67200.0,66500.0,27169.0,6.74,6648,-3277,-5591
2015-01-09,68900.0,73100.0,91056.0,7.41,-36026,16707,17879
2015-01-12,73100.0,72500.0,42154.0,7.35,-1562,-10507,10277
2015-01-13,73000.0,74400.0,31970.0,7.54,-11467,1784,8389
2015-01-14,74000.0,73900.0,12606.0,7.49,-897,3718,-3281
2015-01-15,73100.0,75000.0,15667.0,7.6,-5188,3798,1377
2015-01-16,75400.0,74000.0,12816.0,7.5,3491,129,-2577
2015-01-19,75100.0,75600.0,23947.0,7.66,-7324,-1135,7295
2015-01-20,76000.0,74000.0,14617.0,7.5,1559,296,-2192
2015-01-21,74300.0,76200.0,41250.0,7.72,-14177,7152,6946
2015-01-22,76800.0,75800.0,31624.0,7.68,-2915,7419,-4596
2015-01-23,76900.0,76900.0,46647.0,7.8,-12814,17208,-4351
2015-01-26,78100.0,79400.0,57518.0,8.05,-28012,11354,16348
2015-01-27,82300.0,80900.0,59823.0,8.2,-12305,7058,5151
2015-01-28,82000.0,82000.0,62824.0,8.31,-25245,28652,-3024
2015-01-29,81100.0,82300.0,56752.0,8.34,-21476,14228,5462
2015-01-30,83700.0,82200.0,33569.0,8.33,-5159,-582,6115
2015-02-02,82300.0,79900.0,28005.0,8.1,658,724,-1182
2015-02-03,80900.0,80700.0,36884.0,8.18,-6472,-5301,11773
2015-02-04,81500.0,80800.0,20671.0,8.19,-2591,-1729,4320
2015-02-05,80200.0,80600.0,26763.0,8.17,-6629,-994,7623
2015-02-06,81400.0,80700.0,14223.0,8.18,-1997,-1807,4540
2015-02-09,80500.0,81800.0,29479.0,8.29,-6446,1182,5364
