Symbol,삼성중공업_시가(원),삼성중공업_종가(원),삼성중공업_거래량(주),삼성중공업_PER(IFRS-연결),삼성중공업_순매수수량(개인)(주),삼성중공업_순매수수량(기관계)(주),삼성중공업_순매수수량(외국인계)(주)
2000-01-04,5250,5690,2934630,113.99,437580,-446250,-11200
2000-01-05,5590,5640,2651750,113,-139970,107450,22520
2000-01-06,5970,5530,3368480,110.8,304580,-333860,31780
2000-01-07,5500,5540,2220220,110.99,-51010,48610,-1700
2000-01-10,5650,5460,2512860,109.4,3550,-44130,23270
2000-01-11,5400,5360,2341150,107.39,-34960,38950,-2280
2000-01-12,5260,5100,2926560,102.17,226490,-203960,-4030
2000-01-13,5120,5200,3933240,104.18,-146690,-123100,260540
2000-01-14,5250,5120,2954590,102.59,89430,-80750,8320
2000-01-17,5100,5280,5160160,105.79,-126140,78400,117740
2000-01-18,5300,5170,2382540,103.58,294960,-332480,39760
2000-01-19,5230,5310,8832620,106.39,271560,-442400,187890
2000-01-20,5510,5180,6431080,103.79,795390,-11060,-797630
2000-01-21,5050,5090,4465980,101.99,-51650,77390,-24990
2000-01-24,5110,5190,4089640,103.99,-214500,212320,980
2000-01-25,5300,5510,13262050,110.39,-106120,-124000,229810
2000-01-26,5600,5450,4338030,109.19,-164750,83660,90
2000-01-27,5480,5880,7924400,117.8,-207210,125990,71120
2000-01-28,5880,5750,7093160,115.21,29360,-66810,95470
2000-01-31,5650,5680,4463630,113.8,63740,58220,-84020
2000-02-01,5760,5540,3695660,110.99,90380,-14520,-59360
2000-02-02,5510,5650,5218370,113.2,-439930,869010,-434790
2000-02-03,5650,5690,4607380,113.99,104870,297870,-456740
2000-02-07,5610,5530,3523700,110.8,504770,-482160,-490
2000-02-08,5550,5390,3540270,107.99,31420,-37530,150
2000-02-09,5400,5300,5495870,106.19,504730,-367330,-127690
2000-02-10,5150,5020,4345960,100.58,1135050,-1122170,-17330
2000-02-11,5000,5000,6419800,100.18,-232590,-125720,11340
2000-02-14,4800,4705,6806290,94.28,60770,234280,-8050
2000-02-15,4690,4400,3910460,88.16,207780,-44710,-189170
2000-02-16,4510,4390,4166890,87.95,1180730,-374680,-791110
2000-02-17,4170,4340,3465920,86.96,-165920,146570,5050
2000-02-18,4300,4150,3669100,83.15,142390,-251240,-1830
2000-02-21,4000,3840,3856520,76.94,295340,-27580,-314760
2000-02-22,3750,3940,5472050,78.95,-430,-7940,12180
2000-02-23,4000,4400,6622990,88.16,171100,-146480,-47160
2000-02-24,4210,4000,4141680,80.15,659880,354100,-1041180
2000-02-25,3900,3990,3988340,79.94,529900,196120,-728790
2000-02-28,3900,4095,4561240,82.04,-320300,138360,-10120
2000-02-29,4070,4120,6725010,82.55,250930,200570,-482500
2000-03-02,4190,4210,4557280,84.35,102280,-63380,-33900
2000-03-03,4200,4080,3188800,81.74,117200,-13070,-129990
2000-03-06,4100,4320,5343080,86.54,-116400,187550,-52810
2000-03-07,4400,4600,7229320,92.15,114880,23490,-172070
2000-03-08,4400,4445,3489620,89.06,36370,107040,-268250
2000-03-09,4465,4465,7208520,89.45,546930,29380,-554000
2000-03-10,4615,4400,2797890,88.16,179190,-177230,2040
2000-03-13,4350,4110,2839720,82.34,336630,-455740,9390
2000-03-14,4110,4120,2256960,82.55,-35180,73490,-2710
2000-03-15,4050,4100,3104650,82.13,186360,-159830,-26070
2000-03-16,4160,4030,1819410,80.75,-241180,183590,29770
2000-03-17,4190,4210,3427670,84.35,-60830,17640,13970
2000-03-20,4200,4085,1862520,81.83,-103560,93280,8760
2000-03-21,4100,4055,2031680,81.23,-182660,20530,12300
2000-03-22,4105,4165,2956660,83.45,127600,-132630,24630
2000-03-23,4155,4240,3365940,84.95,72890,-57460,-5730
2000-03-24,4250,4110,2524450,82.34,26230,3570,200
2000-03-27,4115,4115,2167690,82.46,49400,-60930,-400
2000-03-28,4110,4100,2336430,82.13,203810,-15020,-190800
2000-03-29,4050,4040,2472800,80.93,272860,-142340,-105800
2000-03-30,4010,4000,2289240,80.15,62250,-82680,4430
2000-03-31,4000,4030,1641800,80.75,-71690,83990,4060
2000-04-03,4090,3970,2278860,79.55,194950,-437860,243980
2000-04-04,4020,3900,1971030,78.14,-83680,82020,-7300
2000-04-06,4000,4050,2799860,81.14,-461910,142270,302540
2000-04-07,4050,4080,2951950,81.74,260220,-246710,8310
2000-04-10,4050,4150,7231420,83.15,707780,-691040,-5750
2000-04-11,4195,4050,2770960,81.14,-10000,103200,49850
2000-04-12,4030,4050,2161960,81.14,-213050,216380,-10220
2000-04-14,4010,4010,1789830,80.33,4640,16720,0
2000-04-17,3530,3680,2204680,73.73,-439820,386250,50720
2000-04-18,3950,3950,2929040,79.13,-118610,-112340,234020
2000-04-19,4030,4000,3094140,80.15,344510,-283040,-69460
2000-04-20,3970,3995,1612560,80.03,-223400,205920,0
2000-04-21,4045,4190,3528820,83.96,-351760,353980,-5480
2000-04-24,4250,4280,4869720,85.76,-273240,272800,4500
2000-04-25,4200,4240,1994440,84.95,-450690,316390,201800
2000-04-26,4300,4055,2921010,81.23,-231440,105120,120020
2000-04-27,4050,3925,1878340,78.65,-343590,311250,27340
2000-04-28,3930,3950,1832420,79.13,146550,-161040,-210
2000-05-02,3910,3990,1872090,79.94,221590,-195500,-42130
2000-05-03,3910,3935,1743280,78.83,-155770,174860,-21040
2000-05-04,3895,3845,2266000,77.03,522320,16070,-48340
2000-05-08,3935,4245,7264250,85.04,-954910,116360,828690
2000-05-09,4200,4195,6023650,84.05,-327180,26910,309890
2000-05-10,4200,4180,2351780,83.75,-317170,146460,173110
2000-05-12,4100,4015,2288450,80.45,-26570,58260,-28690
2000-05-15,3950,3900,1661500,78.14,-246260,259470,-12830
2000-05-16,3900,3900,1612980,78.14,-160910,150490,-10070
2000-05-17,3920,3620,1560440,72.53,-20950,41970,-14200
2000-05-18,3495,3445,1864110,69.02,-143620,131120,880
2000-05-19,3405,3470,1488940,69.53,-77270,-15920,77460
2000-05-22,3590,3350,2225970,67.13,217580,-234350,-3280
2000-05-23,3300,3380,1471790,67.73,-315230,271350,38950
2000-05-24,3330,3550,2781940,71.12,-422600,364240,51920
2000-05-25,3650,3800,4571010,76.13,12190,-168600,-7140
2000-05-26,3840,3450,2293100,69.11,-329150,203020,130230
2000-05-29,3450,3750,2447290,75.14,-263860,208330,65450
2000-05-30,3805,3870,3942190,77.54,-21500,-32130,33720
2000-05-31,3940,4070,7361360,81.53,-292130,-192020,512150
2000-06-01,4070,4020,3494180,80.54,-357070,142590,364480
2000-06-02,4100,4105,5818070,82.25,-284180,132500,54680
2000-06-05,4250,4400,10467220,88.16,-567970,541960,5040
2000-06-07,4400,4400,7405630,88.16,411320,-523240,50390
2000-06-08,4450,4110,6030900,82.34,-149390,-431700,515700
2000-06-09,4150,4500,10297430,90.17,-547400,25940,549210
2000-06-12,4950,5170,13762360,103.58,-1587080,-664930,2107330
2000-06-13,5230,5000,11886600,100.18,-601630,124930,391030
2000-06-14,5110,5000,7555620,100.18,-59680,-381480,459910
2000-06-15,5030,4520,5128070,90.56,-511840,309750,219130
2000-06-16,4400,4620,5115200,92.57,-619280,56510,613230
2000-06-19,4600,4840,9734650,96.98,-903250,35820,871230
2000-06-20,5000,4820,4722250,96.56,-18880,-54360,17640
2000-06-21,4820,4860,4292340,97.37,-777100,269520,539770
2000-06-22,4900,5020,6923700,100.58,-571840,265040,346880
2000-06-23,5000,5050,4006950,101.18,-575400,48560,528450
2000-06-26,5090,5000,2597360,100.18,-214160,306070,-111720
2000-06-27,5010,4945,3893860,99.08,-85360,77870,2740
2000-06-28,4915,4945,3415460,99.08,-497870,325850,173920
2000-06-29,4960,5170,7411870,103.58,-1083670,-143280,1251680
2000-06-30,5110,5210,4194190,104.39,-802760,310280,508910
2000-07-03,5220,5540,6823090,110.99,-20950,-9720,7100
2000-07-04,5490,5210,3933300,104.39,-326470,235820,80650
2000-07-05,5300,5550,7570400,111.2,-1041210,-305110,1481070
2000-07-06,5450,5790,5633880,116,-1574680,138920,1425140
2000-07-07,5850,6110,8723520,122.41,-1638550,-168890,1906350
2000-07-10,6160,6020,6168190,120.61,144550,-576530,436060
2000-07-11,6030,5900,5750170,118.21,88290,149270,-178380
2000-07-12,5900,5570,5431660,111.59,343180,-495180,139330
2000-07-13,5600,5650,3973630,113.2,304260,-311600,-5360
2000-07-14,5600,5320,4312040,106.58,50050,-195620,109250
2000-07-18,5160,4990,4466620,99.98,245890,142940,-384610
2000-07-19,4810,4630,5830670,92.75,1022910,470620,-1597360
2000-07-20,4690,4830,4883100,96.77,-103210,-23400,145750
2000-07-21,4850,4740,3621370,94.97,-130630,107070,17070
2000-07-24,4650,4400,3527700,88.16,38560,433480,-483150
2000-07-25,4390,4570,3223760,91.55,-32300,40310,16990
2000-07-26,4500,4680,2905280,93.77,-220510,166320,51000
2000-07-27,4710,4720,3611480,94.58,-262870,255840,-2740
2000-07-28,4700,4530,2161600,90.77,-301610,282390,30600
2000-07-31,4480,4395,3396440,88.07,984580,-437280,-489110
2000-08-01,4400,4450,4330640,89.15,466280,-416040,-73440
2000-08-02,4445,4400,2801490,88.16,-104220,65370,53520
2000-08-03,4420,4410,2809480,88.37,154730,-147200,-2430
2000-08-04,4500,4400,2091190,88.16,117500,-61890,-44780
2000-08-07,4330,4105,1756030,82.25,-83550,32450,1100
2000-08-08,4105,4010,2494210,80.33,762230,-370530,-403200
2000-08-09,4050,4170,2182620,83.54,-171610,155260,30350
2000-08-10,4165,4330,2027820,86.75,-144080,-102390,251570
2000-08-11,4250,4330,1896370,86.75,137680,-104320,16640
2000-08-14,4500,4460,1879560,89.36,-269750,254580,4070
2000-08-16,4460,4500,1533330,90.17,-456310,126090,329190
2000-08-17,4480,4500,1539400,90.17,-336550,-39830,370500
2000-08-18,4610,4700,4681620,94.16,-730220,103190,629360
2000-08-21,4680,4530,1625240,90.77,-130380,122820,-13540
2000-08-22,4550,4550,1369590,91.16,-335940,360700,7440
2000-08-23,4510,4455,1324730,89.27,-165760,190060,1700
2000-08-24,4440,4420,1058340,88.55,-228150,219580,8910
2000-08-25,4420,4410,867860,88.37,-213710,202520,-2420
2000-08-28,4360,4440,942840,88.97,-247500,142770,35420
2000-08-29,4500,4505,1298430,90.26,-166850,169790,-2940
2000-08-30,4515,4515,2170060,90.47,-209590,109970,-1580
2000-08-31,4505,4350,1303320,87.14,19910,14210,-24880
2000-09-01,4370,4335,1125430,86.84,129010,121280,-311480
2000-09-04,4290,4230,930930,84.74,89560,-65350,-30000
2000-09-05,4210,4260,877360,85.34,-109500,150130,9090
2000-09-06,4210,4250,964220,85.16,-138800,-3910,157710
2000-09-07,4200,4150,896120,83.15,-7140,11530,-10250
2000-09-08,4170,4175,678950,83.66,11300,-8790,-12780
2000-09-14,4050,4175,1164800,83.66,294110,-78240,-219050
2000-09-15,4105,4150,1322930,83.15,-344690,348370,-44600
2000-09-18,4050,3880,1661910,77.75,-312970,434170,-24800
2000-09-19,3715,3885,1086480,77.84,-311470,309010,4260
2000-09-20,3940,3935,1017590,78.83,244700,-240650,-8060
2000-09-21,3900,3785,1005020,75.83,-49770,87860,-42090
2000-09-22,3735,3640,1263360,72.92,-21740,67040,-65300
2000-09-25,3680,3740,1248410,74.93,156460,94480,-200940
2000-09-26,3750,3685,1044390,73.82,-29180,40710,0
2000-09-27,3685,3780,1518990,75.74,-110950,108750,0
2000-09-28,3815,3750,893720,75.14,35580,-65040,-1880
2000-09-29,3800,3765,1064610,75.44,-85320,152670,-22210
2000-10-02,3730,3680,602320,73.73,28970,-6540,-16480
2000-10-04,3600,3770,1024550,75.53,-255080,235980,8080
2000-10-05,3825,3810,2181890,76.34,54360,-255440,301710
2000-10-06,3780,3790,1315790,75.92,-137860,268110,-471970
2000-10-09,3830,3730,1369660,74.72,33910,-143440,114450
2000-10-10,3705,3740,720040,74.93,-12490,20900,-8410
2000-10-11,3730,3585,934280,71.84,-61270,50620,10650
2000-10-12,3500,3460,1885240,69.32,345140,295680,-642050
2000-10-13,3270,3350,2287730,67.13,10930,493370,-487860
2000-10-16,3780,3510,1639810,70.31,169790,-84760,21710
2000-10-17,3405,3430,1093670,68.72,-582050,473050,5310
2000-10-18,3390,3660,1923770,73.34,-292280,157440,124070
2000-10-19,3630,3870,2398690,77.54,-543450,62840,174200
2000-10-20,3980,3875,2848530,77.63,-246150,79990,18190
2000-10-23,3875,3700,1389100,74.12,-264930,265490,-1250
2000-10-24,3650,3720,1020010,74.54,-173800,127410,59200
2000-10-25,3670,3730,1040610,74.72,-180520,166440,19000
2000-10-26,3700,3650,732400,73.13,-166100,206100,0
2000-10-27,3620,3600,692190,72.14,-229300,207330,13580
2000-10-30,3555,3500,803310,70.13,-100360,107920,-3080
2000-10-31,3500,3540,1503920,70.91,40230,45740,-253940
2000-11-01,3590,3870,2668770,77.54,-341360,389930,-3330
2000-11-02,3810,3875,1975640,77.63,-464990,471970,5590
2000-11-03,3950,4135,4241690,82.85,-836580,570650,322810
2000-11-06,4250,4450,10916420,89.15,529660,-2055250,1788310
2000-11-07,4540,4555,7833820,91.25,-1522050,-25680,1628990
2000-11-08,4500,4450,2705060,89.15,-214490,254960,-11660
2000-11-09,4360,4465,2725990,89.45,-227280,293270,-16510
2000-11-10,4400,4500,2244620,90.17,-486880,573780,2080
2000-11-13,4390,4310,1491880,86.36,-282780,208420,39550
2000-11-14,4290,4500,2494340,90.17,-412000,53470,359330
2000-11-15,4490,4440,5214790,88.97,603040,319890,-901230
2000-11-16,4355,4350,1089740,87.14,-262430,163760,96550
2000-11-17,4300,4350,1903780,87.14,-293780,-192380,488780
2000-11-20,4190,4205,981520,84.26,41830,-23580,-6250
2000-11-21,4150,4280,1728630,85.76,-192270,112890,58150
2000-11-22,4350,4630,6871330,92.75,-689600,195140,668640
2000-11-23,4800,4650,11549970,93.17,-1653310,-329100,2075900
2000-11-24,4610,4630,3900100,92.75,-707000,112590,595300
2000-11-27,4695,4650,1925940,93.17,-153620,89510,61500
2000-11-28,4600,4700,2452010,94.16,-508480,140640,376420
2000-11-29,4695,4560,3437360,91.37,-201180,-157160,403880
2000-11-30,4600,4460,2571030,89.36,-44820,99760,-30280
2000-12-01,4305,4590,2831750,91.97,-807400,771640,-42270
2000-12-04,4670,4675,4542940,93.67,-339130,87350,273010
2000-12-05,4715,4600,2343830,92.15,120110,365650,-505720
2000-12-06,4725,4650,4072630,93.17,-1314140,494430,870780
2000-12-07,4695,4700,1511690,94.16,-61030,211500,-142360
2000-12-08,4750,4650,1068950,93.17,-144440,-56270,196180
2000-12-11,4700,4640,1832890,92.96,265180,-544760,291590
2000-12-12,4660,4420,1832250,88.55,413520,-467970,64740
2000-12-13,4590,4570,3857110,91.55,-231210,-1024560,1245630
2000-12-14,4500,4480,2387080,89.75,291930,-550320,240960
2000-12-15,4465,4400,1629050,88.16,220040,-442160,226350
2000-12-18,4345,4490,1300110,89.96,-381840,13610,369190
2000-12-19,4530,4460,1337750,89.36,-240750,-306860,560520
2000-12-20,4370,4360,1421950,87.35,-107420,-283720,401200
2000-12-21,4260,4520,1624180,90.56,-428250,232150,197390
2000-12-22,4520,4425,1373400,88.67,-327730,-120550,462670
2000-12-26,4370,4410,1472480,88.37,-77400,-30850,318520
2001-01-02,4510,4870,2846370,,-323310,-255990,587660
2001-01-03,4670,4900,3742540,,-206100,320880,86810
2001-01-04,5250,5000,5263880,,-352060,-291130,460970
2001-01-05,4950,5480,7230720,,-1930120,1460670,294900
2001-01-08,5390,5570,4757790,,-1162200,812970,220050
2001-01-09,5570,5650,3799930,,-1050640,249020,860170
2001-01-10,5600,5110,3715630,,107870,340300,-313910
2001-01-11,5160,5200,2300570,,209150,-478130,260250
2001-01-12,5460,5500,7959910,,-2044880,286580,1864450
2001-01-15,5630,5620,4252710,,-725770,-340540,930630
2001-01-16,5620,5810,5688400,,-678570,-320830,1099860
2001-01-17,5720,5350,3281520,,452740,-586340,164450
2001-01-18,5350,5200,4376800,,963690,-570020,-147460
2001-01-19,5210,5790,10783310,,-2140450,-381160,2287770
2001-01-22,5890,5760,3116730,,62840,-221700,157860
2001-01-26,5760,5400,3753770,,-41670,-313870,325780
2001-01-29,5400,5750,3752470,,-1313530,-364290,1693710
2001-01-30,5800,5680,2258900,,-725140,-94080,666870
2001-01-31,5700,5830,3117960,,-695790,421760,261460
2001-02-01,5700,5950,4051170,,-2073090,442670,1468140
2001-02-02,5940,5730,2655200,,191280,-115740,115840
2001-02-05,5600,5380,1533660,,-80710,149460,-68750
2001-02-06,5550,5760,2747650,,-1129230,325230,910000
2001-02-07,5700,5630,1491360,,-250850,-25710,302160
2001-02-08,5890,5700,804690,,-263100,99340,166200
2001-02-09,5610,5770,1070240,,-213300,57340,132000
2001-02-12,5700,5700,1162170,,110560,-1900,-169450
2001-02-13,5700,5680,1547590,,-408960,419140,-197180
2001-02-14,5600,5650,3016340,,339210,257890,-620020
2001-02-15,5720,5550,2276840,,134400,-58080,-66100
2001-02-16,5550,5450,1532990,,222280,-215330,45550
2001-02-19,5370,5450,1456460,,-311050,-155420,477230
2001-02-20,5450,5620,1623020,,-239120,46590,174790
2001-02-21,5600,5480,941270,,-292130,206820,101230
2001-02-22,5470,5530,1731700,,36550,-285650,249100
2001-02-23,5430,5600,2033760,,-449150,52100,395770
2001-02-26,5620,5650,711260,,-318560,97760,121880
2001-02-27,5690,5490,1041070,,-228270,-6420,123480
2001-02-28,5420,5440,669860,,-46820,166490,-119670
2001-03-02,5400,5250,1117740,,-194760,179780,26720
2001-03-05,5160,5250,1221780,,-212040,176310,-19170
2001-03-06,5250,5300,1044540,,-261760,254370,7580
2001-03-07,5350,5340,626510,,-150630,-18340,181900
2001-03-08,5350,5450,783870,,-158850,187310,-35500
2001-03-09,5420,5300,748840,,-44830,208120,-146200
2001-03-12,5200,5240,803110,,-332620,322010,16300
2001-03-13,5200,5270,2517370,,-778300,-170790,949010
2001-03-14,5360,5300,1116940,,-103650,35440,104790
2001-03-15,5160,5200,786080,,-189550,355640,-173600
2001-03-16,5210,5340,858070,,-433420,113580,370740
2001-03-19,5450,5600,3431940,,-626170,-643690,1295480
2001-03-20,5680,5670,2512130,,-663420,-15260,714020
2001-03-21,5670,5790,4760510,,-787930,-1152900,2049480
2001-03-22,5780,5660,1686160,,-216910,-61750,297260
2001-03-23,5800,5560,1453070,,-65570,-109820,137310
2001-03-26,5650,5720,1425380,,-528410,-17050,559570
2001-03-27,5750,5790,5702100,,-878750,-709940,1878930
2001-03-28,5850,5600,1406160,,238890,-160460,-72640
2001-03-29,5630,5700,1746300,,-837990,-263990,1115260
2001-03-30,5800,5970,8204240,,-1695220,-1141850,2929970
2001-04-02,6030,5920,1482120,,-5220,-106260,116880
2001-04-03,5830,5900,1829730,,-617220,478100,101530
2001-04-04,5800,5750,1004260,,-272250,242650,46160
2001-04-06,5850,5790,2521640,,342530,-217270,-34940
2001-04-09,5700,5560,1760710,,509450,119910,-738980
2001-04-10,5550,5290,1812240,,257660,110000,-378510
2001-04-11,5420,5310,1736380,,560370,-275620,-249370
2001-04-12,5250,5260,1654300,,604590,-212540,-360250
2001-04-13,5260,5380,1221350,,33830,20150,-34500
2001-04-16,5380,5290,672120,,-71360,59460,12720
2001-04-17,5290,5320,614370,,-41100,67950,28230
2001-04-18,5350,5420,1645550,,-54950,72890,-52730
2001-04-19,5550,5240,4062970,,1602020,-280380,-1439660
2001-04-20,5260,5130,3224040,,1373760,54460,-1495730
2001-04-23,5130,5130,2342430,,413760,553490,-979850
2001-04-24,5100,5100,2271890,,884760,-128520,-764070
2001-04-25,5060,5070,1860940,,412470,226310,-657040
2001-04-26,5150,5140,2341160,,-27270,901300,-932950
2001-04-27,5110,5240,1827950,,-618450,717320,-139030
2001-04-30,5270,5450,2556840,,-1395710,1052380,215630
2001-05-02,5560,5470,2332470,,-355840,-113020,506340
2001-05-03,5450,5440,1170350,,11920,33870,49880
2001-05-04,5360,5390,1047290,,-81570,203930,-126420
2001-05-07,5400,5350,2186200,,982420,-323180,-662380
2001-05-08,5360,5380,1827880,,-355640,326560,-48320
2001-05-09,5320,5270,2023160,,516150,-385820,-218270
2001-05-10,5210,5090,3363540,,2032130,-524430,-1497240
2001-05-11,5100,5010,3723110,,1958980,-534010,-1428360
2001-05-14,5000,5000,2899030,,1096690,-53810,-1047800
2001-05-15,4950,5050,4363640,,1070980,1217290,-2306300
2001-05-16,4980,4980,2866160,,520140,152450,-878390
2001-05-17,5020,5100,2360950,,-469740,468110,0
2001-05-18,5100,5100,2962750,,-225220,441960,-243750
2001-05-21,5240,5270,3431270,,-126960,96490,-34860
2001-05-22,5350,5300,2852540,,-731960,602250,75110
2001-05-23,5360,5630,7649200,,-1518420,195480,1067710
2001-05-24,5610,5600,3734410,,-316940,364180,-155280
2001-05-25,5700,5560,3303970,,-463470,291000,317160
2001-05-28,5400.0,5380.0,2362610.0,,-433240,377700,45800
2001-05-29,5350.0,5580.0,3648570.0,,-176890,-293560,405020
2001-05-30,5580.0,5500.0,1422600.0,,-79030,-99610,150230
2001-05-31,5360.0,5350.0,1350580.0,,-196440,118780,54480
2001-06-01,5380.0,5260.0,1627530.0,,314590,-23180,-241130
2001-06-04,5250.0,5160.0,1637200.0,,698380,-519740,-102460
2001-06-05,5200.0,5220.0,1717130.0,,-355230,-18090,366120
2001-06-07,5230.0,5280.0,1190690.0,,-179110,-1690,227450
2001-06-08,5320.0,5440.0,3425230.0,,-825380,331130,533380
2001-06-11,5360.0,5320.0,1258980.0,,44300,-35840,-2860
2001-06-12,5280.0,5320.0,916530.0,,4870,-48490,8580
2001-06-13,5320.0,5420.0,1485530.0,,167280,97540,-207160
2001-06-14,5410.0,5520.0,3166990.0,,-716110,719790,196080
2001-06-15,5450.0,5640.0,2742930.0,,-833350,703560,214980
2001-06-18,5720.0,5640.0,4866130.0,,286090,-280130,-44490
2001-06-19,5640.0,5790.0,5418190.0,,-651890,777000,-40120
2001-06-20,5900.0,5790.0,3621490.0,,-950060,459590,428500
2001-06-21,5790.0,5640.0,2270810.0,,-384010,596660,-175640
2001-06-22,5600.0,5670.0,1536970.0,,-271630,254240,10730
2001-06-25,5560.0,5600.0,1831640.0,,128800,52510,-179220
2001-06-26,5600.0,5400.0,1781920.0,,218740,177910,-300350
2001-06-27,5360.0,5440.0,1174510.0,,-131580,162920,-55000
2001-06-28,5450.0,5350.0,995400.0,,96100,-740,-135090
2001-06-29,5420.0,5500.0,1040940.0,,-57100,96920,-45640
2001-07-02,5480.0,5590.0,1300150.0,,-239670,138570,108650
2001-07-03,5600.0,5570.0,1313640.0,,-53000,-28650,121720
2001-07-04,5570.0,5600.0,985600.0,,-194370,294720,-93180
2001-07-05,5570.0,5460.0,911050.0,,92790,-56730,-49000
2001-07-06,5380.0,5310.0,1815800.0,,373570,475980,-785520
2001-07-09,5190.0,5150.0,1570960.0,,107740,311250,-350340
2001-07-10,5160.0,5150.0,1109360.0,,133790,115410,8360
2001-07-11,5060.0,5110.0,1293860.0,,44950,219320,26180
2001-07-12,5300.0,5320.0,2869590.0,,-330400,48300,762330
2001-07-13,5400.0,5140.0,1646300.0,,591760,-436110,-72880
2001-07-16,5140.0,5110.0,887290.0,,4970,141930,-53920
2001-07-18,5150.0,5110.0,852890.0,,-6390,277380,-118940
2001-07-19,5010.0,5060.0,966980.0,,-56130,260880,-124260
2001-07-20,5060.0,5000.0,1868790.0,,417620,188180,-476700
2001-07-23,5000.0,4795.0,1137580.0,,-36010,216460,-188120
2001-07-24,4650.0,4680.0,2552350.0,,528930,290860,-840500
2001-07-25,4630.0,4560.0,1483320.0,,411080,103440,-502920
2001-07-26,4600.0,4550.0,2109270.0,,734300,275640,-1006040
2001-07-27,4600.0,4670.0,3167860.0,,1029800,548050,-1576070
2001-07-30,4670.0,4670.0,1784870.0,,51570,267380,-312580
2001-07-31,4700.0,4800.0,3011060.0,,70050,589590,-729640
2001-08-01,4850.0,4860.0,2092310.0,,115220,93520,-282350
2001-08-02,4860.0,4780.0,1301890.0,,261810,-59240,-145480
2001-08-03,4780.0,4700.0,1690220.0,,837110,-834880,-6510
2001-08-06,4720.0,4705.0,1181930.0,,443450,-166410,-277930
2001-08-07,4650.0,4680.0,1680570.0,,122260,-198900,61300
2001-08-08,4700.0,4680.0,1267450.0,,370320,-363620,-4700
2001-08-09,4650.0,4550.0,2163080.0,,1002580,-441460,-627450
2001-08-10,4520.0,4410.0,5131840.0,,2125430,-518840,-1412140
2001-08-13,4410.0,4430.0,1921260.0,,223820,-197200,-30940
2001-08-14,4450.0,4485.0,4480820.0,,1219650,695850,-1911890
2001-08-16,4360.0,4300.0,6200390.0,,3266630,-175360,-3140880
2001-08-17,4330.0,4330.0,4371860.0,,1338220,68160,-1438200
2001-08-20,4300.0,4350.0,4343630.0,,564140,75160,-955780
2001-08-21,4400.0,4290.0,3009220.0,,643310,-108290,-547770
2001-08-22,4200.0,4260.0,3398960.0,,783880,408560,-1200410
2001-08-23,4355.0,4250.0,3539700.0,,1559110,163820,-1795550
2001-08-24,4210.0,4185.0,2936550.0,,-35950,302790,-263300
2001-08-27,4210.0,4160.0,2499600.0,,652210,-105980,-482510
2001-08-28,4145.0,4180.0,2137850.0,,395610,213780,-602430
2001-08-29,4140.0,4100.0,2307750.0,,-233470,438500,-303850
2001-08-30,4000.0,3970.0,3303600.0,,407140,606000,-1066290
2001-08-31,3870.0,3800.0,3512250.0,,1730,500770,-504810
2001-09-03,3800.0,3700.0,4510770.0,,652940,910200,-1568100
2001-09-04,3655.0,3800.0,4326920.0,,1539770,-337240,-1244870
2001-09-05,3730.0,3820.0,5985860.0,,1218530,1638950,-3083330
2001-09-06,3890.0,3940.0,6207300.0,,1219760,-579830,-626250
2001-09-07,3900.0,4050.0,5084450.0,,33750,-69020,-81300
2001-09-10,4010.0,4025.0,3804150.0,,261820,-99430,-246850
2001-09-11,4020.0,3870.0,3196030.0,,-301900,230400,66500
2001-09-12,3290.0,3290.0,8547410.0,,-1955540,1850870,119050
2001-09-13,3500.0,3500.0,6237620.0,,567880,-168110,-333620
2001-09-14,3450.0,3300.0,3620310.0,,273810,-325470,-69720
2001-09-17,3200.0,3200.0,4201420.0,,55100,-81840,-3810
2001-09-18,3400.0,3265.0,10080910.0,,3749020,106190,-3837380
2001-09-19,3250.0,3175.0,5887360.0,,-208960,1663920,-1443400
2001-09-20,3125.0,3130.0,2667380.0,,-256130,513220,-246610
2001-09-21,3010.0,3280.0,4283640.0,,131290,1186160,-1402640
2001-09-24,3260.0,3350.0,6601780.0,,207730,216960,-453830
2001-09-25,3450.0,3330.0,4951950.0,,315960,13750,-322990
2001-09-26,3330.0,3330.0,3304500.0,,32480,622230,-618200
2001-09-27,3300.0,3420.0,3420910.0,,-193440,-293190,466100
2001-09-28,3460.0,3720.0,7307910.0,,-990330,-3060,1002070
2001-10-04,3860.0,3825.0,5806610.0,,-125050,-1128460,1357720
2001-10-05,3800.0,3740.0,2941600.0,,-439190,426090,27850
2001-10-08,3650.0,3750.0,2657390.0,,-496870,423560,-2300
2001-10-09,3670.0,3740.0,1972790.0,,-56060,2870,81480
2001-10-10,3700.0,3675.0,2071250.0,,-115980,122630,-5000
2001-10-11,3730.0,3700.0,3721530.0,,-399100,-445850,-15180
2001-10-12,3750.0,3715.0,1703920.0,,17480,-191310,86040
2001-10-15,3650.0,3655.0,1527730.0,,25300,228590,-354900
2001-10-16,3630.0,3680.0,1932620.0,,109790,-87700,-34380
2001-10-17,3750.0,3880.0,7291260.0,,495610,-1559620,1117760
2001-10-18,3800.0,3820.0,2269530.0,,-136450,-233540,373890
2001-10-19,3835.0,3910.0,3138190.0,,-402220,-245410,760550
2001-10-22,3940.0,3910.0,1932560.0,,-81330,84930,-5000
