Symbol,삼성중공업_시가(원),삼성중공업_종가(원),삼성중공업_거래량(주),삼성중공업_PER(IFRS-연결),삼성중공업_순매수수량(개인)(주),삼성중공업_순매수수량(기관계)(주),삼성중공업_순매수수량(외국인계)(주)
2009-03-31,25700.0,25600.0,2332354.0,9.44,356662,-212721,-67971
2009-04-01,25750.0,26250.0,2512118.0,9.68,42288,-242048,213950
2009-04-02,27000.0,27250.0,2940752.0,10.05,-545661,176781,416250
2009-04-03,27600.0,27000.0,2910014.0,9.96,-191342,66122,143630
2009-04-06,27250.0,27900.0,4532910.0,10.29,-933533,442592,473451
2009-04-07,28050.0,27600.0,2478125.0,10.18,285670,181094,-413304
2009-04-08,27200.0,26900.0,3364250.0,9.92,58825,-59435,1160
2009-04-09,27100.0,28300.0,2882313.0,10.44,-764247,277854,448953
2009-04-10,29450.0,29250.0,4895747.0,10.79,-247643,237353,18060
2009-04-13,29700.0,30450.0,6935351.0,11.23,-357975,674455,-453500
2009-04-14,31150.0,31200.0,3766497.0,11.51,-482808,218248,226210
2009-04-15,30800.0,31400.0,5083478.0,11.58,-107826,110402,-65336
2009-04-16,32000.0,31700.0,3351302.0,11.7,-325019,49086,261380
2009-04-17,32150.0,30850.0,3343664.0,11.38,278329,-482129,236220
2009-04-20,30700.0,30750.0,2357205.0,11.34,203295,-445430,246085
2009-04-21,31300.0,31800.0,6707826.0,11.73,709546,-308164,-342142
2009-04-22,31800.0,31250.0,4360440.0,11.53,79670,-833930,761770
2009-04-23,31500.0,31200.0,4630763.0,11.51,664831,-346765,-193066
2009-04-24,31500.0,30750.0,3298574.0,11.34,104561,-390931,353260
2009-04-27,30850.0,30150.0,2376501.0,11.12,18905,-330842,316490
2009-04-28,30150.0,28800.0,2806888.0,10.63,9589,-210580,228430
2009-04-29,28950.0,29500.0,2134300.0,10.88,-135564,-57566,216440
2009-04-30,29850.0,30400.0,1933717.0,11.22,-439430,83202,329758
2009-05-04,30950.0,31400.0,3331086.0,11.58,-960086,-127088,1089684
2009-05-06,31800.0,31550.0,2345137.0,11.64,-448340,-59310,521120
2009-05-07,32100.0,31200.0,2160185.0,11.51,168137,-145007,-11350
2009-05-08,31100.0,31650.0,2349541.0,11.68,-332813,312270,-152857
2009-05-11,31750.0,31750.0,2407812.0,11.71,-338146,147924,110292
2009-05-12,31350.0,30950.0,1918650.0,11.42,296039,31591,-287510
2009-05-13,30550.0,30200.0,3763168.0,11.14,1200177,-267418,-941699
2009-05-14,29500.0,29000.0,3423399.0,10.7,1362500,-971729,-289739
2009-05-15,29400.0,28800.0,2694423.0,10.63,838263,-666207,-112140
2009-05-18,28700.0,29150.0,1796001.0,10.75,421137,-411587,47200
2009-05-19,29800.0,30650.0,2986896.0,11.31,-609982,562152,-38750
2009-05-20,30550.0,30600.0,3098478.0,11.29,49590,-372010,330990
2009-05-21,31400.0,30400.0,3419351.0,11.22,-136193,112363,-11740
2009-05-22,29800.0,29950.0,1918890.0,11.05,39216,142031,-99497
2009-05-25,29500.0,31150.0,6829947.0,11.49,-576742,1103852,-740960
2009-05-26,31900.0,31300.0,6531955.0,11.55,-547195,445245,-8870
2009-05-27,32100.0,30650.0,4027841.0,11.31,-84047,-241763,372250
2009-05-28,30000.0,30450.0,4215137.0,11.23,-18132,-424878,619560
2009-05-29,30150.0,30100.0,1948801.0,11.11,-54782,-378121,454653
2009-06-01,29450.0,29800.0,4301650.0,10.99,331270,-777049,630229
2009-06-02,30400.0,29800.0,2401660.0,10.99,242753,-324203,75050
2009-06-03,31000.0,31900.0,8319272.0,11.77,-1442315,1636405,-300280
2009-06-04,32100.0,30800.0,3499590.0,11.36,-57405,13090,36761
2009-06-05,31150.0,30800.0,2616270.0,11.36,427560,-288907,-10233
2009-06-08,30500.0,30300.0,2451114.0,11.18,406511,-634141,448040
2009-06-09,30600.0,29600.0,2066385.0,10.92,233736,-247613,103967
2009-06-10,29600.0,30200.0,1290860.0,11.14,-339157,-13990,354397
2009-06-11,30200.0,30500.0,2205063.0,11.25,-383204,-152113,540527
2009-06-12,31300.0,30800.0,1391018.0,11.36,-188017,160817,43740
2009-06-15,30550.0,30300.0,1509715.0,11.18,306146,-156126,-75370
2009-06-16,30500.0,30000.0,2298531.0,11.07,318891,-89761,-243360
2009-06-17,30000.0,29100.0,1974545.0,10.74,813908,-377398,-440020
2009-06-18,29300.0,28600.0,2099623.0,10.55,592306,-396496,-191120
2009-06-19,28700.0,28600.0,1243455.0,10.55,242524,-151601,-97333
2009-06-22,28600.0,29250.0,1178241.0,10.79,111673,-197453,58830
2009-06-23,28650.0,28100.0,1599370.0,10.37,296212,-137022,-151410
2009-06-24,28300.0,28700.0,1117806.0,10.59,-117495,-100147,208663
2009-06-25,28750.0,29300.0,1387671.0,10.81,-140177,-204783,354670
2009-06-26,29400.0,28750.0,987559.0,10.61,98264,-94824,-5310
2009-06-29,28750.0,28300.0,1024438.0,10.44,36462,36278,-62410
2009-06-30,28600.0,29000.0,1159404.0,10.7,-106215,17615,128970
2009-07-01,28700.0,29000.0,1945146.0,10.7,483725,-908235,513090
2009-07-02,29050.0,29250.0,1713219.0,10.79,240520,-430180,165820
2009-07-03,28750.0,30300.0,2847209.0,11.18,-592044,532267,-34993
2009-07-06,30500.0,30750.0,2348886.0,11.34,-757843,544353,170740
2009-07-07,30650.0,30800.0,1592053.0,11.36,-422256,106116,320890
2009-07-08,30500.0,30000.0,2602584.0,11.07,27136,227077,-261613
2009-07-09,30150.0,29300.0,1985983.0,10.81,361929,-62803,-268916
2009-07-10,29400.0,28700.0,1993038.0,10.59,535728,161422,-665420
2009-07-13,28750.0,26750.0,3447439.0,9.87,1236682,-200627,-885906
2009-07-14,27150.0,26050.0,2320776.0,9.61,828485,25600,-839575
2009-07-15,26350.0,26300.0,3597277.0,9.7,947225,99855,-1137890
2009-07-16,26950.0,28800.0,4503335.0,10.63,-829849,432529,333900
2009-07-17,29050.0,29250.0,2171109.0,10.79,-592743,153553,421381
2009-07-20,29150.0,29850.0,2779848.0,11.01,-888835,63503,845242
2009-07-21,30000.0,30000.0,1985494.0,11.07,-727623,131133,631840
2009-07-22,30200.0,30350.0,2606639.0,11.2,-775427,108487,621900
2009-07-23,30150.0,30400.0,1162805.0,11.22,-399487,123137,290330
2009-07-24,30650.0,30150.0,2152399.0,11.12,203325,-7505,-196110
2009-07-27,30200.0,30600.0,1993962.0,11.29,-660321,-78727,768798
2009-07-28,30550.0,30650.0,2024444.0,11.31,-437758,115054,323214
2009-07-29,31000.0,32000.0,12435114.0,11.81,1469547,-256667,-1273970
2009-07-30,32950.0,32300.0,9109399.0,11.92,1256934,-763916,-529348
2009-07-31,32550.0,32450.0,3084569.0,11.97,-382660,-35820,395220
2009-08-03,32550.0,32100.0,3342565.0,11.84,434143,-25857,-463216
2009-08-04,32350.0,32000.0,3087576.0,11.81,27697,-343877,307720
2009-08-05,32600.0,32200.0,3178321.0,11.88,-286683,126203,57510
2009-08-06,32200.0,32600.0,2051121.0,12.03,-437490,-61349,514759
2009-08-07,32700.0,32550.0,1297175.0,12.01,-197936,-17948,209924
2009-08-10,32700.0,32750.0,2276395.0,12.08,25959,-235539,185940
2009-08-11,32550.0,32500.0,1797035.0,11.99,-112189,4122,162000
2009-08-12,32400.0,32250.0,1524186.0,11.9,-207017,-145597,359124
2009-08-13,32600.0,32050.0,1934018.0,11.82,344589,-556409,254170
2009-08-14,32450.0,32850.0,2409223.0,12.12,-212161,-174345,400416
2009-08-17,32850.0,32450.0,2134351.0,11.97,-140514,-467296,653420
2009-08-18,32000.0,32350.0,2376134.0,11.93,-149128,215898,-65470
2009-08-19,32400.0,31600.0,2462068.0,11.66,388037,-451142,102115
2009-08-20,31450.0,30450.0,5177435.0,11.23,1708878,-20010,-1506468
2009-08-21,30600.0,29150.0,4872006.0,10.75,1851546,-370702,-1445684
2009-08-24,29450.0,29150.0,4443584.0,10.75,990368,-130957,-805171
2009-08-25,28800.0,29150.0,2394841.0,10.75,447565,-1188,-440318
2009-08-26,29300.0,30250.0,4013196.0,11.16,302893,-288413,-93360
2009-08-27,30100.0,29550.0,3202910.0,10.9,347840,139274,-500604
2009-08-28,29900.0,29950.0,1676456.0,11.05,-343622,-124898,469970
2009-08-31,30050.0,29350.0,1770924.0,10.83,150201,-94393,-46528
2009-09-01,29400.0,29600.0,1940298.0,10.92,-235734,3248,229406
2009-09-02,29100.0,28800.0,2496071.0,10.63,130154,-40992,-120942
2009-09-03,28800.0,28950.0,1906925.0,10.68,162579,-203153,36644
2009-09-04,29100.0,28950.0,1170570.0,10.68,-108502,-6301,110109
2009-09-07,29000.0,29050.0,1227683.0,10.72,-35550,8996,28644
2009-09-08,29350.0,28500.0,2126037.0,10.51,293790,-12083,-184695
2009-09-09,28550.0,27800.0,2481465.0,10.26,253812,-423342,180100
2009-09-10,28000.0,29050.0,5022271.0,10.72,-3543,622562,-658569
2009-09-11,29100.0,28300.0,3109856.0,10.44,599274,281770,-868724
2009-09-14,28350.0,27400.0,3530401.0,10.11,1419278,-316914,-1091184
2009-09-15,27800.0,26800.0,4356272.0,9.89,2067047,-302211,-1764790
2009-09-16,26900.0,26900.0,3408763.0,9.92,532435,-79069,-483716
2009-09-17,27400.0,28000.0,3538169.0,10.33,-341672,-275448,598310
2009-09-18,28200.0,29050.0,4768031.0,10.72,-975551,8661,963090
2009-09-21,29400.0,28900.0,2867707.0,10.66,-123017,235317,-105680
2009-09-22,29200.0,29050.0,1907444.0,10.72,14927,-152597,170990
2009-09-23,28850.0,28100.0,2349382.0,10.37,287570,57650,-349160
2009-09-24,28050.0,27500.0,1866736.0,10.15,330991,-21681,-316500
2009-09-25,27550.0,27600.0,1497940.0,10.18,260470,-45940,-216400
2009-09-28,27250.0,27250.0,1455010.0,10.05,165549,27501,-191170
2009-09-29,27900.0,27300.0,1956490.0,10.07,417813,139627,-558970
2009-09-30,27300.0,25600.0,7445439.0,9.44,955535,-446581,-293554
2009-10-01,25500.0,24200.0,5246148.0,8.93,1689076,96374,-1741050
2009-10-05,24000.0,24350.0,2840029.0,8.98,363147,55803,-433010
2009-10-06,24500.0,24650.0,1498036.0,9.09,98589,51307,-145396
2009-10-07,25100.0,24850.0,2143176.0,9.17,-35593,166305,-124332
2009-10-08,25050.0,24850.0,1460944.0,9.17,266972,-40910,-208462
2009-10-09,24900.0,24750.0,2236630.0,9.13,313290,138780,-484730
2009-10-12,25000.0,24600.0,1209982.0,9.08,308523,6110,-335203
2009-10-13,24600.0,24000.0,2101914.0,8.85,352525,73560,-417283
2009-10-14,24150.0,23950.0,1196895.0,8.84,344713,-228856,-116700
2009-10-15,24150.0,24400.0,1284416.0,9.0,91604,-187000,92986
2009-10-16,24600.0,24750.0,1902282.0,9.13,-117343,80923,32420
2009-10-19,24650.0,24750.0,871791.0,9.13,-34666,1996,46500
2009-10-20,25050.0,25250.0,1130062.0,9.32,-91995,-9470,87825
2009-10-21,25100.0,25150.0,1310379.0,9.28,-233793,51298,177230
2009-10-22,25100.0,24750.0,1348789.0,9.13,390855,167290,-567715
2009-10-23,24750.0,24950.0,1060138.0,9.2,-213200,-147766,359056
2009-10-26,24800.0,24900.0,998597.0,9.19,-144294,88254,94780
2009-10-27,24550.0,24250.0,1737883.0,8.95,342560,-127970,-253770
2009-10-28,24000.0,22800.0,2965057.0,8.41,425776,40624,-317040
2009-10-29,22300.0,22000.0,2691696.0,8.12,427253,267977,-578130
2009-10-30,22400.0,22950.0,2880361.0,8.47,-206001,-455375,760266
2009-11-02,22250.0,23150.0,1373125.0,8.54,-231792,-6582,238024
2009-11-03,23200.0,23150.0,1010834.0,8.54,-186321,-143084,326685
2009-11-04,23300.0,23500.0,1102112.0,8.67,-85088,-60622,154770
2009-11-05,23150.0,23400.0,1143243.0,8.63,-54342,-138890,195512
2009-11-06,23800.0,23900.0,1233060.0,8.82,-353704,-250916,616630
2009-11-09,24050.0,24300.0,1424388.0,8.97,-645420,-6290,651430
2009-11-10,24400.0,23700.0,1367643.0,8.74,-123634,85394,41530
2009-11-11,23800.0,23700.0,831044.0,8.74,-128753,139797,-23804
2009-11-12,23800.0,23750.0,1190479.0,8.76,-256709,-22851,271400
2009-11-13,23600.0,23550.0,784409.0,8.69,-68179,134382,-68183
2009-11-16,23550.0,23700.0,636489.0,8.74,-112554,14744,94420
2009-11-17,24000.0,24500.0,1757737.0,9.04,-385990,-163420,557220
2009-11-18,24500.0,24100.0,912732.0,8.89,-59606,175858,-115382
2009-11-19,24300.0,24350.0,974286.0,8.98,-139961,32935,113646
2009-11-20,24550.0,24900.0,1274092.0,9.19,-456150,-57460,453790
2009-11-23,24800.0,24500.0,677498.0,9.04,-80649,111059,-101570
2009-11-24,24600.0,24350.0,483992.0,8.98,-116912,89211,31111
2009-11-25,24550.0,24600.0,1392881.0,9.08,-101406,27326,78090
2009-11-26,24500.0,24250.0,621797.0,8.95,-136725,24425,120710
2009-11-27,23900.0,22350.0,1760505.0,8.25,244980,365208,-600170
2009-11-30,22950.0,22900.0,1148347.0,8.45,102053,-194948,94705
2009-12-01,23000.0,23100.0,851515.0,8.52,111163,80657,-154790
2009-12-02,23200.0,23150.0,968115.0,8.54,159980,-111390,-46900
2009-12-03,23450.0,23700.0,840879.0,8.74,-66306,22666,45130
2009-12-04,23700.0,24300.0,1316614.0,8.97,-309015,11160,314425
2009-12-07,24400.0,24500.0,780054.0,9.04,-243003,-66677,312140
2009-12-08,24650.0,24500.0,738598.0,9.04,-318460,5810,330330
2009-12-09,24250.0,24850.0,1174519.0,9.17,-445444,125815,319369
2009-12-10,25000.0,25400.0,1946300.0,9.37,-346160,-16322,348062
2009-12-11,25600.0,25800.0,1685208.0,9.52,-446947,75808,372719
2009-12-14,25800.0,25850.0,732438.0,9.54,-119264,91934,27250
2009-12-15,25850.0,25650.0,568138.0,9.46,-41780,-37550,82680
2009-12-16,25350.0,25450.0,703810.0,9.39,-25661,2781,29600
2009-12-17,25250.0,25100.0,1126951.0,9.26,-53289,19989,47770
2009-12-18,24800.0,24800.0,734901.0,9.15,-8730,122480,-111890
2009-12-21,24750.0,25050.0,648255.0,9.24,-88159,89439,-2350
2009-12-22,25050.0,25150.0,772817.0,9.28,-18397,-66933,87070
2009-12-23,25100.0,24700.0,651520.0,9.11,-50638,74595,57523
2009-12-24,24700.0,24750.0,733998.0,9.13,-134152,7212,119270
2009-12-28,24900.0,25000.0,953545.0,9.22,-66477,-130273,170020
2009-12-29,24800.0,24650.0,581700.0,9.09,-29547,151127,-108690
2009-12-30,24400.0,24200.0,1045997.0,8.93,-119810,175896,-60666
2010-01-04,24200.0,24450.0,651328.0,7.67,-197934,3124,186250
2010-01-05,24450.0,24300.0,930145.0,7.63,-55551,40923,26198
2010-01-06,24200.0,25350.0,1908454.0,7.96,-476961,129008,271613
2010-01-07,25400.0,26900.0,8828228.0,8.44,-933113,438517,451136
2010-01-08,27400.0,27300.0,4255490.0,8.57,-823057,366731,462606
2010-01-11,27500.0,27300.0,1700671.0,8.57,-153327,-59931,242278
2010-01-12,27200.0,26500.0,1540054.0,8.32,58270,-164086,109306
2010-01-13,26050.0,25950.0,1168649.0,8.14,9076,-124346,119740
2010-01-14,26100.0,26000.0,1489967.0,8.16,47320,51916,-114216
2010-01-15,26350.0,27050.0,4837308.0,8.49,-106496,-29827,104483
2010-01-18,26800.0,27250.0,2176105.0,8.55,-344058,262248,224690
2010-01-19,27400.0,27300.0,1988487.0,8.57,-434540,470283,-12973
2010-01-20,27700.0,27300.0,2485251.0,8.57,-153880,-93940,258250
2010-01-21,27500.0,27250.0,1375100.0,8.55,-21439,5697,13272
2010-01-22,26850.0,26850.0,2123457.0,8.43,128268,-190068,41090
2010-01-25,26500.0,25750.0,2279162.0,8.08,46360,250160,-209650
2010-01-26,26100.0,25700.0,1116920.0,8.07,-83917,-36793,155350
2010-01-27,25700.0,25200.0,1164895.0,7.91,96619,179731,-286120
2010-01-28,25100.0,24900.0,1722031.0,7.81,215162,20370,-225972
2010-01-29,24600.0,23950.0,1510418.0,7.52,281527,154020,-433377
2010-02-01,23750.0,24250.0,743210.0,7.61,134826,16896,-156572
2010-02-02,24400.0,24500.0,1060487.0,7.69,-62082,-272898,321150
2010-02-03,24400.0,24350.0,1247553.0,7.64,242106,-224836,-6370
2010-02-04,24250.0,24150.0,840501.0,7.58,139286,-18017,-119439
2010-02-05,23300.0,23650.0,1193413.0,7.42,-152906,153916,-10130
2010-02-08,23500.0,23200.0,736417.0,7.28,5726,81632,-81558
2010-02-09,23100.0,23150.0,1012500.0,7.26,135503,78307,-202090
2010-02-10,23300.0,23100.0,1214219.0,7.25,336744,182036,-521350
2010-02-11,23100.0,24300.0,3163588.0,7.63,145363,199177,-449670
2010-02-12,24050.0,24400.0,1754138.0,7.66,-254138,292422,-25264
2010-02-16,24400.0,24400.0,604278.0,7.66,4123,28227,-5010
2010-02-17,24700.0,24500.0,728500.0,7.69,-178266,-16134,221910
2010-02-18,24500.0,24300.0,571005.0,7.63,23067,-86468,97801
2010-02-19,24350.0,24350.0,1324514.0,7.64,-309150,-99520,454790
2010-02-22,24600.0,25150.0,1650585.0,7.89,-335533,-27347,345350
2010-02-23,25100.0,25100.0,539941.0,7.88,-115380,9220,101620
2010-02-24,24950.0,25400.0,872568.0,7.97,-240246,-12757,253603
2010-02-25,25450.0,24750.0,830352.0,7.77,-60548,239947,-169979
2010-02-26,24800.0,24650.0,603176.0,7.74,41370,-51233,3043
2010-03-02,24700.0,24600.0,626324.0,7.72,-71750,159467,-90337
2010-03-03,24450.0,24600.0,848790.0,7.72,-12535,191415,-188160
2010-03-04,24700.0,24750.0,1507229.0,7.77,-228656,401346,-223640
2010-03-05,24950.0,25450.0,1601285.0,7.99,-355182,201886,119500
2010-03-08,25550.0,26750.0,3055892.0,8.39,-1157457,901059,276908
2010-03-09,26700.0,26850.0,2337945.0,8.43,-705169,456249,227560
2010-03-10,27150.0,26700.0,1261978.0,8.38,-189570,141081,47979
2010-03-11,26950.0,26200.0,1132672.0,8.22,35685,225021,-274956
2010-03-12,26500.0,26900.0,1293884.0,8.44,-289621,86091,210390
2010-03-15,26900.0,27150.0,1086132.0,8.52,-492991,462347,104
2010-03-16,27050.0,27400.0,1818108.0,8.6,-736386,749995,-22835
2010-03-17,27500.0,27250.0,1632653.0,8.55,-138819,245485,-89840
2010-03-18,27150.0,26600.0,1475311.0,8.35,201085,-174295,-39110
2010-03-19,26500.0,26600.0,1530380.0,8.35,59748,137782,-230170
2010-03-22,26350.0,26600.0,783283.0,8.35,-15512,-2778,4460
2010-03-23,26600.0,26450.0,952747.0,8.3,50333,-99333,-30650
2010-03-24,26600.0,26000.0,1034311.0,8.16,69039,-130479,67560
2010-03-25,26000.0,25650.0,1183879.0,8.05,254084,-304759,122735
2010-03-26,25750.0,25850.0,838880.0,8.11,214472,-96152,-100720
2010-03-29,25600.0,26200.0,964202.0,8.22,-159001,138896,7085
2010-03-30,26450.0,26600.0,1003446.0,8.35,-164401,32251,110360
2010-03-31,26650.0,26350.0,766960.0,8.27,-133075,137475,-20280
2010-04-01,26400.0,26450.0,1040796.0,8.3,-70048,63118,-34370
2010-04-02,26450.0,25850.0,1715207.0,8.11,323679,-514389,268360
2010-04-05,25900.0,25000.0,2083229.0,7.85,475281,-577691,80760
2010-04-06,25100.0,25050.0,1059150.0,7.86,209781,-249345,53515
2010-04-07,25000.0,25250.0,833351.0,7.92,-66061,-17249,88730
2010-04-08,25300.0,25800.0,1014738.0,8.1,-98575,-180739,276294
2010-04-09,25800.0,25300.0,678659.0,7.94,75969,20025,-81744
2010-04-12,25400.0,25300.0,1299494.0,7.94,191367,-60054,-132983
2010-04-13,25350.0,25100.0,918514.0,7.88,92986,6309,-106755
2010-04-14,25300.0,26550.0,2565700.0,8.33,-463935,-112220,548555
2010-04-15,26750.0,26650.0,2673937.0,8.36,-123277,-53943,129910
2010-04-16,27000.0,26400.0,1494615.0,8.29,192497,-153658,-31310
2010-04-19,26200.0,26300.0,1482581.0,8.25,-5862,329018,-341366
2010-04-20,26650.0,26500.0,954834.0,8.32,90331,-168261,103080
2010-04-21,26800.0,27000.0,2798490.0,8.47,-316887,323907,-148690
2010-04-22,27050.0,27000.0,2388658.0,8.47,-24330,-121590,170060
2010-04-23,27200.0,26600.0,1324251.0,8.35,24812,-231832,205870
2010-04-26,26750.0,26600.0,1205529.0,8.35,-16446,-33024,4460
2010-04-27,26500.0,26500.0,1235590.0,8.32,41,-47280,62719
2010-04-28,25950.0,26100.0,1222744.0,8.19,91241,-61300,-27411
2010-04-29,26100.0,25500.0,1894886.0,8.0,658965,-400775,-187980
2010-04-30,25800.0,25650.0,1055628.0,8.05,-7598,-21292,27860
2010-05-03,25300.0,25000.0,1805434.0,7.85,562556,-57586,-522370
2010-05-04,25100.0,24900.0,1153386.0,7.81,262010,46950,-309460
2010-05-06,24650.0,23600.0,2918385.0,7.41,1382836,164010,-1498986
2010-05-07,22950.0,23550.0,2786780.0,7.39,427461,145190,-582971
2010-05-10,23650.0,24000.0,1326121.0,7.53,275486,-52896,-229510
2010-05-11,24500.0,23650.0,1315852.0,7.42,443148,-7508,-420640
2010-05-12,23700.0,23150.0,1207229.0,7.26,204877,-145513,-77754
2010-05-13,23350.0,22950.0,1451781.0,7.2,660413,-432263,-187910
2010-05-14,22900.0,22650.0,1547286.0,7.11,358735,-177945,-154400
2010-05-17,22400.0,22050.0,1911004.0,6.92,475966,-280399,-209287
2010-05-18,22000.0,22750.0,1185228.0,7.14,33471,-39407,-53104
2010-05-19,22450.0,22150.0,1337258.0,6.95,379501,29584,-283895
2010-05-20,22000.0,21250.0,1867300.0,6.67,573466,-48306,-503280
2010-05-24,21250.0,22000.0,1599234.0,6.9,-112673,-134867,234220
2010-05-25,22000.0,21450.0,1242171.0,6.73,-74312,270312,-146120
2010-05-26,21650.0,21450.0,859875.0,6.73,146750,-16280,-129880
2010-05-27,21400.0,21400.0,1302183.0,6.72,561018,-59285,-501963
2010-05-28,21850.0,21950.0,1438204.0,6.89,5225,-232285,223910
2010-05-31,22000.0,22500.0,1325357.0,7.06,-125606,-153101,268577
2010-06-01,22400.0,22450.0,871214.0,7.05,153081,-196991,22750
2010-06-03,22500.0,22550.0,793188.0,7.08,65416,-71610,-27346
2010-06-04,22600.0,22800.0,1339499.0,7.16,-114657,-114563,264050
2010-06-07,22100.0,21950.0,1049396.0,6.89,95205,237365,-303360
2010-06-08,21800.0,21950.0,926442.0,6.89,340270,-157580,-208230
2010-06-09,22000.0,21900.0,803993.0,6.87,195836,-100343,-73933
2010-06-10,21850.0,22400.0,1545096.0,7.03,-252404,98712,139242
2010-06-11,22950.0,23400.0,2230905.0,7.34,-345328,-5049,335587
2010-06-14,23600.0,23500.0,1190789.0,7.37,-375560,-40480,395670
2010-06-15,23350.0,23450.0,891112.0,7.36,-75389,-135426,208475
2010-06-16,23550.0,23500.0,707126.0,7.37,-47849,-103310,158159
2010-06-17,23500.0,23300.0,1114067.0,7.31,-231811,-30934,236735
2010-06-18,23250.0,23050.0,835095.0,7.23,-33166,-9034,51530
2010-06-21,23500.0,24200.0,2323011.0,7.59,-304360,-416506,690016
2010-06-22,24150.0,24200.0,1027255.0,7.59,-204922,5222,194000
2010-06-23,24100.0,24050.0,681879.0,7.55,-64397,-2346,64483
2010-06-24,24050.0,24300.0,605507.0,7.63,-130123,-33655,180898
2010-06-25,24200.0,23950.0,988733.0,7.52,125014,43504,-151308
2010-06-28,24050.0,23600.0,801547.0,7.41,42110,-129150,65870
2010-06-29,23600.0,23550.0,696548.0,7.39,-151820,47300,93570
2010-06-30,23000.0,23100.0,1159585.0,7.25,255074,8496,-245670
2010-07-01,22850.0,22950.0,684554.0,7.2,77050,66730,-55710
2010-07-02,22900.0,23500.0,1636504.0,7.37,71940,54870,-115650
2010-07-05,23900.0,24100.0,1689420.0,7.56,-142188,-124034,252352
2010-07-06,23950.0,24150.0,1069025.0,7.58,-196300,77356,119094
2010-07-07,24250.0,23900.0,1045908.0,7.5,-212870,79010,115950
2010-07-08,24250.0,24450.0,1627187.0,7.67,-502285,117485,333250
2010-07-09,24650.0,24550.0,845445.0,7.7,-197719,84429,84300
2010-07-12,24750.0,24550.0,508826.0,7.7,-95285,51390,65795
2010-07-13,24400.0,24400.0,725061.0,7.66,-127219,130919,-53510
2010-07-14,24600.0,24800.0,1789263.0,7.78,-178665,-47160,339525
2010-07-15,24750.0,24500.0,938971.0,7.69,-13689,-222125,249224
2010-07-16,24400.0,24600.0,1287216.0,7.72,192973,-12203,-182820
2010-07-19,24000.0,23900.0,1644360.0,7.5,-44615,143720,-65305
2010-07-20,23900.0,24000.0,722617.0,7.53,139120,37410,-122560
2010-07-21,24100.0,24000.0,669285.0,7.53,-39342,50162,5790
2010-07-22,24100.0,24400.0,1685631.0,7.66,-160894,-156156,259420
2010-07-23,24800.0,24800.0,1559207.0,7.78,-450172,-118851,583483
2010-07-26,25000.0,24850.0,1075938.0,7.8,-260785,-10871,293346
2010-07-27,24950.0,24950.0,875125.0,7.83,-211785,53475,166230
2010-07-28,24950.0,24650.0,728597.0,7.74,-26781,106688,-123627
2010-07-29,24800.0,24550.0,740086.0,7.7,-63773,-15157,95890
2010-07-30,24400.0,24700.0,786258.0,7.75,-132604,58184,187330
2010-08-02,24800.0,24600.0,1252246.0,7.72,-18166,-33114,73570
2010-08-03,24800.0,24400.0,831517.0,7.66,-52638,135768,-54950
2010-08-04,24500.0,24200.0,599063.0,7.59,-56339,-15129,74618
2010-08-05,24250.0,24250.0,656266.0,7.61,-119403,29190,81253
2010-08-06,24450.0,25750.0,4101970.0,8.08,-1065889,697019,263540
2010-08-09,25750.0,26100.0,2437731.0,8.19,-548548,216838,274320
2010-08-10,26250.0,26150.0,1678848.0,8.21,-219403,130973,58610
2010-08-11,26000.0,25950.0,1706771.0,8.14,-127280,417710,-245340
2010-08-12,25450.0,25500.0,1157545.0,8.0,-138283,175715,-8872
2010-08-13,25550.0,25950.0,1179597.0,8.14,39977,-125837,106710
2010-08-16,25950.0,25850.0,1192094.0,8.11,16582,144664,-161286
2010-08-17,25850.0,26000.0,693702.0,8.16,-56916,39736,-20690
2010-08-18,26300.0,26200.0,1239469.0,8.22,-194003,193813,12670
2010-08-19,26450.0,26450.0,1592873.0,8.3,-524015,200265,247740
2010-08-20,26400.0,26450.0,1127302.0,8.3,-292885,201185,77230
2010-08-23,26550.0,26900.0,2085989.0,8.44,-367220,62830,326630
2010-08-24,27050.0,26750.0,1763128.0,8.39,-523675,31315,492840
2010-08-25,26450.0,25900.0,1473608.0,8.13,-227146,322210,-90704
2010-08-26,26000.0,26200.0,1668058.0,8.22,-312101,134856,256935
2010-08-27,26200.0,26950.0,2278532.0,8.46,-414048,78428,368830
2010-08-30,27250.0,27100.0,1314006.0,8.5,-330227,111567,209540
2010-08-31,26900.0,26650.0,1180467.0,8.36,-201591,382676,-182665
2010-09-01,26900.0,26900.0,1193881.0,8.44,-199527,-89663,226430
2010-09-02,27200.0,27000.0,977373.0,8.47,-312463,217500,114393
2010-09-03,27150.0,27100.0,975600.0,8.5,-192190,85420,111230
2010-09-06,27200.0,27000.0,671347.0,8.47,-96569,104519,-3040
2010-09-07,27000.0,26650.0,682032.0,8.36,-32063,56553,-11880
2010-09-08,26600.0,26650.0,691728.0,8.36,91935,-127315,67600
2010-09-09,26600.0,26400.0,1169516.0,8.29,-55464,144424,-47240
2010-09-10,26600.0,27150.0,1746852.0,8.52,-536280,18090,563430
2010-09-13,27300.0,28000.0,3436600.0,8.79,-699625,454817,277958
2010-09-14,28150.0,28500.0,3385298.0,8.94,-1069954,117654,1042140
2010-09-15,28750.0,28850.0,1949514.0,9.05,-197458,40102,178206
