Symbol,기업은행_시가(원),기업은행_종가(원),기업은행_거래량(주),기업은행_PER(IFRS-연결),기업은행_순매수수량(개인)(주),기업은행_순매수수량(기관계)(주),기업은행_순매수수량(외국인계)(주)
2000-01-04,4730,5100,46949,13.18,0,0,0
2000-01-05,5090,4950,46050,12.79,-1000,1000,0
2000-01-06,4950,4800,48885,12.4,3607,-3607,0
2000-01-07,4960,4950,92470,12.79,10750,-10750,0
2000-01-10,4990,5450,125887,14.08,0,0,0
2000-01-11,5650,5280,83988,13.64,0,0,0
2000-01-12,5100,5100,60517,13.18,0,0,0
2000-01-13,5380,5600,241947,14.47,0,0,0
2000-01-14,5700,6050,307170,15.63,-200,0,0
2000-01-17,6100,5900,216705,15.24,-2000,0,0
2000-01-18,5900,5380,119037,13.9,-600,0,0
2000-01-19,5350,4900,102396,12.66,0,0,0
2000-01-20,4900,4690,53393,12.12,0,0,0
2000-01-21,4800,4900,40567,12.66,-4400,0,0
2000-01-24,4910,5000,72432,12.92,0,0,0
2000-01-25,5200,4940,34178,12.76,0,0,0
2000-01-26,5000,4850,28104,12.53,0,0,0
2000-01-27,4800,5160,44982,13.33,-4000,0,0
2000-01-28,5150,4970,46603,12.84,-100,0,0
2000-01-31,4880,4950,50292,12.79,0,0,0
2000-02-01,5060,5000,61451,12.92,0,0,0
2000-02-02,5000,5000,70511,12.92,0,0,0
2000-02-03,5000,5000,71237,12.92,1000,0,0
2000-02-07,5000,5080,123677,13.13,0,0,0
2000-02-08,5030,4990,85387,12.89,0,0,0
2000-02-09,5000,4900,60026,12.66,2500,0,0
2000-02-10,4850,4780,57864,12.35,0,0,0
2000-02-11,4780,4400,129095,11.37,50333,-60333,0
2000-02-14,4300,4290,67949,11.08,0,0,0
2000-02-15,4280,4140,59865,10.7,0,0,0
2000-02-16,4100,4070,29792,10.51,0,0,0
2000-02-17,4080,4050,35830,10.46,1000,-1000,0
2000-02-18,4150,4070,60117,10.51,0,0,0
2000-02-21,4070,3760,47478,9.71,0,0,0
2000-02-22,3700,3570,40577,9.22,0,0,0
2000-02-23,3490,3990,83347,10.31,0,0,0
2000-02-24,4100,3800,46542,9.82,0,0,0
2000-02-25,3800,3710,57560,9.59,-1819,0,0
2000-02-28,3750,3620,31503,9.35,0,0,0
2000-02-29,3700,3680,64824,9.51,0,0,0
2000-03-02,3680,3750,79405,9.69,98,0,0
2000-03-03,3750,3560,58373,9.2,0,0,0
2000-03-06,3590,3790,86011,9.79,0,0,0
2000-03-07,3750,4060,180826,10.49,0,0,0
2000-03-08,4100,3990,130446,10.31,-100,0,0
2000-03-09,4000,3900,102681,10.08,-60,0,150
2000-03-10,3840,3860,79493,9.97,0,0,0
2000-03-13,3800,3720,58285,9.61,0,0,0
2000-03-14,3720,3750,62114,9.69,-2510,0,0
2000-03-15,3800,3650,46151,9.43,-518,0,-1
2000-03-16,3720,3670,66300,9.48,149,0,-149
2000-03-17,3750,3770,57234,9.74,-40,0,0
2000-03-20,3790,3670,33620,9.48,0,0,0
2000-03-21,3790,3590,34774,9.28,0,0,0
2000-03-22,3590,3720,96882,9.61,50,0,0
2000-03-23,3620,3560,64385,9.2,-100,0,0
2000-03-24,3560,3520,53283,9.09,0,0,0
2000-03-27,3450,3530,19990,9.12,0,0,0
2000-03-28,3530,3590,48075,9.28,0,0,0
2000-03-29,3590,3550,51484,9.17,-200,0,0
2000-03-30,3530,3420,59285,8.84,0,0,0
2000-03-31,3500,3320,35286,8.58,0,0,0
2000-04-03,3270,3130,34383,8.09,0,0,0
2000-04-04,3180,3210,67121,8.29,0,0,0
2000-04-06,3210,3120,27575,8.06,0,0,0
2000-04-07,3070,3200,38454,8.27,0,0,0
2000-04-10,3150,3240,65335,8.37,0,0,0
2000-04-11,3240,3180,40757,8.22,0,0,0
2000-04-12,3020,3250,67096,8.4,0,0,0
2000-04-14,3240,3640,164287,9.4,0,0,0
2000-04-17,3640,3790,349933,9.79,-2040,0,0
2000-04-18,4100,3610,143225,9.33,-3000,0,0
2000-04-19,3630,3500,105229,9.04,0,0,0
2000-04-20,3350,3520,55656,9.09,0,0,0
2000-04-21,3590,3430,63847,8.86,-20,0,0
2000-04-24,3310,3310,62208,8.55,0,0,0
2000-04-25,3250,3230,34938,8.34,0,0,0
2000-04-26,3290,3230,37237,8.34,0,0,0
2000-04-27,3160,3150,30171,8.14,0,0,0
2000-04-28,3090,3200,30608,8.27,0,0,0
2000-05-02,3220,3320,27735,8.58,40,0,0
2000-05-03,3300,3280,43493,8.47,10,0,0
2000-05-04,3300,3240,31894,8.37,2339,0,0
2000-05-08,3210,3230,19607,8.34,0,0,0
2000-05-09,3210,3160,17071,8.17,110,0,0
2000-05-10,3200,3190,13082,8.24,-416,0,0
2000-05-12,3140,3140,13915,8.11,-10,0,0
2000-05-15,3100,3000,22286,7.75,426,0,0
2000-05-16,2820,2910,35841,7.52,0,0,0
2000-05-17,3000,2790,35918,7.21,0,0,0
2000-05-18,2680,2700,58450,6.97,0,0,0
2000-05-19,2820,2650,32845,6.85,0,0,0
2000-05-22,2600,2560,28728,6.61,0,0,0
2000-05-23,2260,2860,66000,7.39,0,0,0
2000-05-24,3160,3200,61506,8.27,0,0,0
2000-05-25,3580,3580,86082,9.25,0,0,0
2000-05-26,3800,3250,90541,8.4,2500,0,0
2000-05-29,2920,3640,108189,9.4,0,0,0
2000-05-30,4070,3590,391083,9.28,0,0,0
2000-05-31,3450,3610,250224,9.33,0,0,0
2000-06-01,3610,3380,73056,8.73,0,0,0
2000-06-02,3400,3780,384863,9.77,0,0,0
2000-06-05,4190,4230,127985,10.93,0,0,0
2000-06-07,4230,4730,279316,12.22,9000,0,0
2000-06-08,5290,4900,384181,12.66,-100,0,0
2000-06-09,4490,4320,162661,11.16,-250,0,0
2000-06-12,4130,4830,323750,12.48,-5080,0,0
2000-06-13,4830,5160,516135,13.33,-37270,40000,0
2000-06-14,5160,5040,244292,13.02,-30346,30346,0
2000-06-15,5050,5250,267045,13.56,-5430,5430,0
2000-06-16,5250,5880,812676,15.19,29000,-85000,0
2000-06-19,5800,5860,513759,15.14,-9741,0,0
2000-06-20,6000,6290,600876,16.25,59,0,0
2000-06-21,6010,5880,616972,15.19,-13095,19095,0
2000-06-22,5800,5900,297932,15.24,-15080,15000,0
2000-06-23,5710,5910,220928,15.27,-16507,16417,0
2000-06-26,5760,6610,463298,17.08,2666,-1496,0
2000-06-27,6610,7400,410818,19.12,10000,-10000,0
2000-06-28,7390,6900,794584,17.83,29800,-30000,0
2000-06-29,6850,7150,307409,18.47,14855,-14855,0
2000-06-30,7100,7200,482662,18.6,6833,-6733,0
2000-07-03,6700,7300,401250,18.86,37520,-37520,0
2000-07-04,7300,6600,285712,17.05,15000,-15000,0
2000-07-05,6600,6670,737442,17.23,27892,-27892,0
2000-07-06,6600,5870,591743,15.16,27000,-28000,0
2000-07-07,5510,5450,577985,14.08,38800,-60000,0
2000-07-10,5540,5590,370289,14.44,1200,0,0
2000-07-11,5700,5900,921747,15.24,-25028,40000,0
2000-07-12,5900,5440,299201,14.05,20026,-20000,0
2000-07-13,5400,5360,187722,13.85,6000,-9000,0
2000-07-14,5360,5490,372533,14.19,18703,-15685,0
2000-07-18,5380,4940,174004,12.76,-4500,0,0
2000-07-19,4720,5200,385338,13.43,1000,0,0
2000-07-20,5010,5240,376481,13.54,0,0,0
2000-07-21,5330,5100,277595,13.18,22034,-25315,0
2000-07-24,5020,4700,235210,12.14,1614,0,0
2000-07-25,4700,4810,183295,12.43,6167,0,0
2000-07-26,4710,4670,207124,12.07,0,0,0
2000-07-27,4450,4420,181495,11.42,-1234,0,0
2000-07-28,4410,4050,122065,10.46,-1000,0,0
2000-07-31,3980,4180,127244,10.8,200,0,0
2000-08-01,4130,4450,122146,11.5,1234,0,0
2000-08-02,4500,4570,172538,11.81,1000,0,0
2000-08-03,4600,4490,129374,11.6,0,0,0
2000-08-04,4500,4450,137917,11.5,9000,-9000,0
2000-08-07,4550,4220,85157,10.9,0,0,0
2000-08-08,4210,4100,52713,10.59,0,0,0
2000-08-09,4030,4250,101329,10.98,10000,-10000,0
2000-08-10,4300,4200,83688,10.85,1500,-4000,0
2000-08-11,4220,4180,84763,10.8,6771,-6771,0
2000-08-14,4250,4360,137111,11.26,11385,-11385,0
2000-08-16,4400,4580,177881,11.83,20344,-17844,0
2000-08-17,4550,4500,229083,11.62,73450,-8450,0
2000-08-18,4450,4350,140360,11.24,0,0,0
2000-08-21,4250,4230,62988,10.93,0,0,0
2000-08-22,4200,4280,197173,11.06,21000,-21000,0
2000-08-23,4310,4230,278858,10.93,21550,-21550,0
2000-08-24,4330,4050,226148,10.46,120000,-120000,0
2000-08-25,3990,4000,141432,10.34,-6420,0,0
2000-08-28,4000,4100,98292,10.59,-4300,0,0
2000-08-29,4150,4020,123367,10.39,80000,-80000,0
2000-08-30,4020,3940,1470241,10.18,780000,-800000,0
2000-08-31,3910,3770,447192,9.74,-20766,0,0
2000-09-01,3810,3740,196201,9.66,900,0,0
2000-09-04,3640,3650,231365,9.43,50586,0,0
2000-09-05,3600,3600,202546,9.3,0,0,0
2000-09-06,3600,3710,196107,9.59,-500,0,500
2000-09-07,3750,3710,200054,9.59,-447,0,200
2000-09-08,3700,3980,521387,10.28,247,0,-700
2000-09-14,4000,4190,504154,10.82,-9000,0,0
2000-09-15,4200,4000,275266,10.34,0,0,0
2000-09-18,3800,3540,269341,9.14,700,0,0
2000-09-19,3500,3520,169172,9.09,0,0,0
2000-09-20,3580,3700,216529,9.56,0,0,0
2000-09-21,3680,3590,119218,9.28,0,0,0
2000-09-22,3620,3600,129348,9.3,0,0,0
2000-09-25,3800,4030,400314,10.41,75000,-80000,0
2000-09-26,4030,3870,1095838,10,405000,-405000,0
2000-09-27,3800,3830,315947,9.89,-500,0,0
2000-09-28,3990,3820,385019,9.87,0,0,0
2000-09-29,3870,3830,280899,9.89,500,0,0
2000-10-02,3800,3920,684230,10.13,29930,-30000,0
2000-10-04,3920,3920,304951,10.13,10070,-10000,0
2000-10-05,3970,4010,1638529,10.36,614730,-615000,0
2000-10-06,4060,3910,579071,10.1,40270,-40000,0
2000-10-09,3910,3840,465316,9.92,30000,-30000,0
2000-10-10,3800,3790,254751,9.79,0,0,0
2000-10-11,3730,3680,284545,9.51,0,0,0
2000-10-12,3680,3580,220009,9.25,-1000,0,0
2000-10-13,3450,3420,280585,8.84,-4000,4000,0
2000-10-16,3520,3500,309421,9.04,9230,-9230,0
2000-10-17,3400,3320,219250,8.58,-1000,0,0
2000-10-18,3200,3350,312482,8.66,-2000,0,0
2000-10-19,3300,3290,127191,8.5,2000,0,0
2000-10-20,3350,3330,153904,8.6,111,0,0
2000-10-23,3390,3220,115911,8.32,0,0,0
2000-10-24,3180,3160,246617,8.17,0,0,0
2000-10-25,3200,3130,147156,8.09,0,0,0
2000-10-26,3140,3030,131542,7.83,889,0,0
2000-10-27,3010,3040,135456,7.86,870,-870,0
2000-10-30,3010,3350,447016,8.66,0,0,0
2000-10-31,3390,3290,704201,8.5,-10170,10170,0
2000-11-01,3350,3340,264452,8.63,19052,-19070,0
2000-11-02,3350,3350,212124,8.66,0,0,0
2000-11-03,3400,3390,182026,8.76,0,0,0
2000-11-06,3350,3360,108943,8.68,1000,0,0
2000-11-07,3350,3300,118334,8.53,-184,0,0
2000-11-08,3280,3280,154734,8.47,-60000,60000,0
2000-11-09,3220,3340,100516,8.63,0,0,0
2000-11-10,3350,3340,101776,8.63,-2000,0,0
2000-11-13,3320,3300,136378,8.53,-16785,16785,0
2000-11-14,3280,3350,219906,8.66,0,0,0
2000-11-15,3400,3750,622925,9.69,-9650,0,0
2000-11-16,3900,3790,464787,9.79,21650,-20500,0
2000-11-17,3700,3600,250641,9.3,0,0,0
2000-11-20,3620,3490,186823,9.02,300,-300,0
2000-11-21,3460,3700,641860,9.56,9202,0,0
2000-11-22,3610,3580,212039,9.25,7500,0,0
2000-11-23,3510,3540,225483,9.14,3000,0,0
2000-11-24,3520,3850,796743,9.95,-1500,0,0
2000-11-27,3910,3810,461909,9.84,1500,0,0
2000-11-28,3830,3800,324670,9.82,98,0,0
2000-11-29,3760,3660,199049,9.46,0,0,0
2000-11-30,3750,3680,208664,9.51,270,0,0
2000-12-01,3560,3700,114072,9.56,0,0,0
2000-12-04,3840,3610,141328,9.33,100,0,0
2000-12-05,3600,3580,224428,9.25,0,0,0
2000-12-06,3640,3560,203691,9.2,0,0,0
2000-12-07,3450,3460,237814,8.94,0,0,0
2000-12-08,3500,3550,111108,9.17,0,0,0
2000-12-11,3550,3640,205450,9.4,0,0,0
2000-12-12,3700,3620,123197,9.35,0,0,0
2000-12-13,3620,3630,110011,9.38,0,0,0
2000-12-14,3620,3630,80768,9.38,0,0,0
2000-12-15,3540,3640,163998,9.4,0,0,0
2000-12-18,3640,3600,77290,9.3,-237,0,0
2000-12-19,3620,3660,177338,9.46,500,0,0
2000-12-20,3580,3560,125645,9.2,0,0,0
2000-12-21,3540,3510,142590,9.07,3000,0,0
2000-12-22,3510,3530,159507,9.12,598,0,0
2000-12-26,3560,3720,260336,9.61,200,-200,0
2001-01-02,3640,3870,653395,4.06,98,0,0
2001-01-03,3800,3720,581954,3.9,-170,0,0
2001-01-04,3880,3840,854451,4.03,100,0,0
2001-01-05,3810,3790,537797,3.98,-500,0,0
2001-01-08,3670,3770,489681,3.96,-18925,0,0
2001-01-09,3760,4120,1120245,4.32,-24873,0,0
2001-01-10,4120,3790,915942,3.98,-13432,0,0
2001-01-11,3900,3900,289147,4.09,1000,0,0
2001-01-12,3940,3950,1271853,4.14,3070,0,0
2001-01-15,4200,4020,853714,4.22,-7500,0,7500
2001-01-16,4000,3950,464926,4.14,8500,0,-7500
2001-01-17,3950,3870,381073,4.06,1000,0,0
2001-01-18,3780,3770,266065,3.96,0,0,0
2001-01-19,3820,3840,439569,4.03,0,0,0
2001-01-22,3900,3970,485420,4.17,-3000,3000,0
2001-01-26,3970,3780,284421,3.97,0,0,0
2001-01-29,3770,3820,188549,4.01,-500,500,0
2001-01-30,3820,3800,285347,3.99,-5563,1563,0
2001-01-31,3850,3870,268268,4.06,4063,-5063,0
2001-02-01,3820,3790,155119,3.98,-5000,0,0
2001-02-02,3810,3770,122334,3.96,0,0,0
2001-02-05,3720,3580,156644,3.76,2130,-2130,0
2001-02-06,3600,3590,129011,3.77,0,0,0
2001-02-07,3570,3540,107574,3.71,0,0,0
2001-02-08,3510,3560,120153,3.74,0,0,0
2001-02-09,3520,3610,173007,3.79,-80,80,0
2001-02-12,3590,3570,162731,3.75,58735,-58735,0
2001-02-13,3600,3620,120590,3.8,-2308,0,0
2001-02-14,3600,3750,375241,3.93,2000,0,0
2001-02-15,3800,3700,172845,3.88,0,0,0
2001-02-16,3720,3640,211532,3.82,196,0,0
2001-02-19,3560,3590,143734,3.77,-200,0,0
2001-02-20,3620,3700,253808,3.88,0,0,0
2001-02-21,3690,3700,137327,3.88,-5000,0,0
2001-02-22,3680,3620,171053,3.8,0,0,0
2001-02-23,3580,3590,117995,3.77,0,0,0
2001-02-26,3660,3710,554338,3.89,0,0,0
2001-02-27,3800,3800,499606,3.99,0,0,0
2001-02-28,3850,3790,376863,3.98,0,0,0
2001-03-02,3780,3610,209234,3.79,0,0,0
2001-03-05,3560,3560,121388,3.74,-50,0,50
2001-03-06,3570,3560,136330,3.74,0,0,0
2001-03-07,3570,3550,41861,3.73,-300,300,0
2001-03-08,3580,3590,83461,3.77,0,0,0
2001-03-09,3640,3560,82295,3.74,0,0,0
2001-03-12,3490,3410,147188,3.58,0,0,0
2001-03-13,3310,3240,141580,3.4,0,0,0
2001-03-14,3300,3330,86023,3.49,0,0,0
2001-03-15,3230,3270,77144,3.43,0,0,0
2001-03-16,3290,3330,78309,3.49,-50,0,50
2001-03-19,3350,3330,53166,3.49,0,0,0
2001-03-20,3350,3290,73890,3.45,0,0,0
2001-03-21,3240,3240,73739,3.4,0,0,0
2001-03-22,3220,3260,39630,3.42,0,0,0
2001-03-23,3230,3230,40523,3.39,0,0,0
2001-03-26,3250,3300,80351,3.46,0,0,0
2001-03-27,3380,3290,73043,3.45,0,0,0
2001-03-28,3310,3280,45312,3.44,98,0,0
2001-03-29,3240,3250,51768,3.41,14599,0,0
2001-03-30,3250,3220,91886,3.38,35401,0,0
2001-04-02,3200,3190,36938,3.35,0,0,0
2001-04-03,3190,3400,149116,3.57,-2890,2890,0
2001-04-04,3340,3190,80000,3.35,890,-890,0
2001-04-06,3300,3250,60493,3.41,0,0,0
2001-04-09,3200,3190,41697,3.35,0,0,0
2001-04-10,3190,3200,32965,3.36,0,0,0
2001-04-11,3220,3270,189415,3.43,0,0,0
2001-04-12,3350,3280,36129,3.44,0,0,0
2001-04-13,3340,3260,52599,3.42,0,0,0
2001-04-16,3250,3240,36176,3.4,0,0,0
2001-04-17,3240,3260,24298,3.42,0,0,0
2001-04-18,3260,3350,88094,3.52,0,0,0
2001-04-19,3450,3350,142425,3.52,0,0,0
2001-04-20,3370,3300,62563,3.46,0,0,0
2001-04-23,3290,3320,63896,3.48,0,0,0
2001-04-24,3230,3290,79340,3.45,408,100,0
2001-04-25,3270,3350,78065,3.52,0,0,0
2001-04-26,3300,3300,82037,3.46,0,0,0
2001-04-27,3300,3290,41510,3.45,0,0,0
2001-04-30,3300,3320,55522,3.48,0,0,0
2001-05-02,3360,3350,82059,3.52,0,0,0
2001-05-03,3350,3330,34845,3.49,-252,252,0
2001-05-04,3350,3340,55128,3.5,0,0,0
2001-05-07,3350,3380,93727,3.55,0,0,0
2001-05-08,3380,3400,64102,3.57,0,0,0
2001-05-09,3400,3350,56807,3.52,0,0,0
2001-05-10,3330,3370,73155,3.54,0,0,0
2001-05-11,3350,3350,45677,3.52,0,0,0
2001-05-14,3360,3410,76999,3.58,0,0,0
2001-05-15,3460,3480,435616,3.65,0,0,0
2001-05-16,3480,3420,122371,3.59,0,0,0
2001-05-17,3500,3500,204908,3.67,0,0,0
2001-05-18,3530,3670,307998,3.85,0,0,0
2001-05-21,3720,3850,768898,4.04,-10000,0,0
2001-05-22,3900,3840,451453,4.03,0,0,0
2001-05-23,3810,3810,218259,4,-4902,0,0
2001-05-24,3750,3760,196979,3.95,0,0,0
2001-05-25,3800,3830,220105,4.02,0,0,0
2001-05-28,3760.0,3740.0,158043.0,3.93,-1300,0,1000
2001-05-29,3720.0,3710.0,163043.0,3.89,300,0,0
2001-05-30,3680.0,3650.0,156541.0,3.83,3730,0,0
2001-05-31,3610.0,3600.0,113446.0,3.78,0,0,0
2001-06-01,3580.0,3550.0,82301.0,3.73,0,0,0
2001-06-04,3560.0,3580.0,68329.0,3.76,0,0,0
2001-06-05,3580.0,3550.0,104929.0,3.73,0,0,0
2001-06-07,3550.0,3530.0,186686.0,3.7,0,0,0
2001-06-08,3550.0,3630.0,182248.0,3.81,1000,0,-1000
2001-06-11,3590.0,3590.0,86462.0,3.77,0,0,0
2001-06-12,3610.0,3630.0,54081.0,3.81,0,0,0
2001-06-13,3680.0,3830.0,438345.0,4.02,-105000,105000,0
2001-06-14,3900.0,3970.0,717902.0,4.17,-35000,50000,0
2001-06-15,3970.0,4160.0,710087.0,4.37,-3100,3000,0
2001-06-18,4160.0,4120.0,494483.0,4.32,100,0,0
2001-06-19,4090.0,3970.0,371166.0,4.17,-11902,12000,0
2001-06-20,4000.0,3960.0,339537.0,4.16,-130096,130096,0
2001-06-21,4430.0,4340.0,1654475.0,4.55,-238091,-236609,475000
2001-06-22,4420.0,4330.0,537051.0,4.54,-30000,30000,0
2001-06-25,4220.0,4270.0,229778.0,4.48,-5000,5000,0
2001-06-26,4220.0,4090.0,204725.0,4.29,0,0,0
2001-06-27,4050.0,4190.0,198490.0,4.4,-40002,40100,0
2001-06-28,4190.0,4200.0,114037.0,4.41,-45000,45000,0
2001-06-29,4230.0,4240.0,129425.0,4.45,-15998,15998,0
2001-07-02,4280.0,4320.0,255251.0,4.53,5998,-5998,0
2001-07-03,4300.0,4270.0,152327.0,4.48,44790,-44790,0
2001-07-04,4270.0,4320.0,88113.0,4.53,-13542,13542,0
2001-07-05,4330.0,4250.0,61192.0,4.46,-13418,13418,0
2001-07-06,4150.0,4130.0,102747.0,4.33,0,0,0
2001-07-09,4100.0,4030.0,172808.0,4.23,-64078,24553,39525
2001-07-10,4100.0,4080.0,100523.0,4.28,25000,-25000,0
2001-07-11,3990.0,4030.0,78162.0,4.23,-20475,10000,10475
2001-07-12,4080.0,4150.0,59246.0,4.36,-15000,15000,0
2001-07-13,4200.0,4040.0,60239.0,4.24,-10000,10000,0
2001-07-16,4050.0,4040.0,64978.0,4.24,-15000,15000,0
2001-07-18,4040.0,3920.0,61854.0,4.11,0,0,0
2001-07-19,3890.0,3890.0,62896.0,4.08,0,0,0
2001-07-20,3890.0,3980.0,55242.0,4.18,-10000,0,0
2001-07-23,4000.0,3810.0,48968.0,4.0,-9700,0,0
2001-07-24,3760.0,3900.0,52822.0,4.09,-10000,0,0
2001-07-25,3820.0,3920.0,26800.0,4.11,0,0,0
2001-07-26,3980.0,3980.0,44423.0,4.18,-7775,775,0
2001-07-27,4010.0,4020.0,64379.0,4.22,-13073,19227,0
2001-07-30,4020.0,4000.0,43786.0,4.2,-200,200,0
2001-07-31,4000.0,4100.0,94284.0,4.3,5000,10000,0
2001-08-01,4100.0,4260.0,259232.0,4.47,26046,-15200,0
2001-08-02,4260.0,4450.0,668864.0,4.67,-85208,15000,0
2001-08-03,4450.0,4430.0,219029.0,4.65,-61712,11920,0
2001-08-06,4380.0,4430.0,115548.0,4.65,-22916,18916,0
2001-08-07,4400.0,4500.0,193836.0,4.72,-58214,13214,0
2001-08-08,4510.0,4540.0,145510.0,4.76,-85000,5000,0
2001-08-09,4480.0,4420.0,156918.0,4.64,-16927,-36073,0
2001-08-10,4380.0,4430.0,139866.0,4.65,-1171,1171,0
2001-08-13,4430.0,4470.0,150356.0,4.69,71582,-75498,0
2001-08-14,4520.0,4750.0,600996.0,4.98,-28471,-16577,0
2001-08-16,4710.0,5000.0,3245799.0,5.25,570030,-662382,0
2001-08-17,5100.0,4990.0,618439.0,5.24,114638,-136638,0
2001-08-20,4900.0,4940.0,1598641.0,5.18,252442,-352442,120000
2001-08-21,4950.0,4950.0,430730.0,5.19,4477,68523,0
2001-08-22,4850.0,4940.0,346975.0,5.18,-1199,-48801,0
2001-08-23,4950.0,4940.0,705143.0,5.18,140868,-381868,240000
2001-08-24,4950.0,5100.0,1026053.0,5.35,279000,-464000,150000
2001-08-27,5200.0,5100.0,407938.0,5.35,-37630,13432,44198
2001-08-28,5100.0,5140.0,203159.0,5.39,-31829,-380,29909
2001-08-29,5100.0,5180.0,584334.0,5.44,-80278,67385,13893
2001-08-30,5150.0,5210.0,326345.0,5.47,-89889,33327,56562
2001-08-31,5100.0,5050.0,477211.0,5.3,-186195,197511,0
2001-09-03,5020.0,4990.0,296244.0,5.24,-85736,41036,50000
2001-09-04,4930.0,5080.0,171258.0,5.33,-29236,29236,0
2001-09-05,5020.0,5000.0,144344.0,5.25,-35638,35638,0
2001-09-06,5000.0,5000.0,336926.0,5.25,132474,-132474,0
2001-09-07,5000.0,4970.0,167843.0,5.21,-19674,17770,0
2001-09-10,4960.0,4900.0,125112.0,5.14,-5100,5100,0
2001-09-11,4910.0,4820.0,109266.0,5.06,-28353,28353,0
2001-09-12,4250.0,4250.0,663992.0,4.46,29900,-29900,0
2001-09-13,4350.0,4480.0,403065.0,4.7,68750,-51300,0
2001-09-14,4480.0,4160.0,234638.0,4.37,-62820,62820,0
2001-09-17,4060.0,4160.0,305432.0,4.37,-116463,106463,0
2001-09-18,4340.0,4260.0,167747.0,4.47,57810,-57810,0
2001-09-19,4330.0,4300.0,208271.0,4.51,-19126,19126,0
2001-09-20,4270.0,4200.0,188940.0,4.41,-22974,47974,0
2001-09-21,4030.0,4100.0,90472.0,4.3,0,-25000,0
2001-09-24,4170.0,4200.0,67101.0,4.41,0,0,0
2001-09-25,4300.0,4200.0,171017.0,4.41,-32689,32689,0
2001-09-26,4200.0,4210.0,66799.0,4.42,24950,-24950,0
2001-09-27,4210.0,4240.0,68683.0,4.45,18778,-23894,0
2001-09-28,4200.0,4300.0,3554121.0,4.51,374636,-767636,350000
2001-10-04,4450.0,4450.0,493612.0,4.67,2726,1613,0
2001-10-05,4400.0,4450.0,216568.0,4.67,-59237,64898,0
2001-10-08,4390.0,4400.0,163271.0,4.62,-25550,25550,0
2001-10-09,4400.0,4440.0,110368.0,4.66,5150,-5150,15000
2001-10-10,4400.0,4430.0,66014.0,4.65,-21450,21450,0
2001-10-11,4500.0,4430.0,256845.0,4.65,73790,-73790,0
2001-10-12,4460.0,4400.0,170305.0,4.62,-5532,7532,0
2001-10-15,4390.0,4400.0,103850.0,4.62,-9460,9460,0
2001-10-16,4430.0,4580.0,331122.0,4.81,-3419,3419,0
2001-10-17,4650.0,4850.0,488383.0,5.09,-38845,-85155,135000
2001-10-18,4830.0,4940.0,326954.0,5.18,-79968,-36947,115000
2001-10-19,4950.0,5040.0,723559.0,5.29,23480,-273930,355000
2001-10-22,5120.0,5100.0,648186.0,5.35,-84438,-119762,320000
2001-10-23,5200.0,5090.0,322331.0,5.34,-10680,-111632,160000
2001-10-24,5070.0,5080.0,304826.0,5.33,-15603,-108947,125000
2001-10-25,5100.0,5200.0,929924.0,5.46,-31867,-211035,290000
2001-10-26,5210.0,5070.0,374878.0,5.32,209539,-209441,0
2001-10-29,5100.0,5050.0,170924.0,5.3,-37947,37947,0
2001-10-30,4980.0,4980.0,152072.0,5.23,-23912,23912,0
2001-10-31,4910.0,5010.0,98937.0,5.26,-13007,22000,-8993
2001-11-01,5030.0,5100.0,167747.0,5.35,42995,37494,-78574
2001-11-02,5120.0,5330.0,641165.0,5.59,-98386,9712,6767
2001-11-05,5440.0,5960.0,2417375.0,6.25,100183,-1133226,1014355
2001-11-06,6060.0,6140.0,2526302.0,6.44,298290,-101390,-199700
2001-11-07,6160.0,6410.0,1520523.0,6.73,-204670,-47130,280800
2001-11-08,6460.0,6870.0,2049183.0,7.21,384961,-202480,-122481
2001-11-09,6870.0,6410.0,1707651.0,6.73,452014,-441264,-20200
2001-11-12,6460.0,6320.0,1207073.0,6.63,394091,-53090,-356001
2001-11-13,6210.0,6210.0,929873.0,6.52,40742,-57742,0
2001-11-14,6320.0,6220.0,741563.0,6.53,66257,-44957,0
2001-11-15,6250.0,6700.0,2339131.0,7.03,-271417,-192258,615985
2001-11-16,6900.0,6810.0,1299546.0,7.15,88796,-4589,-50000
2001-11-19,6820.0,6640.0,1041477.0,6.97,49899,-15059,0
2001-11-20,6640.0,6360.0,1259720.0,6.67,340365,-139400,-201340
2001-11-21,6300.0,6400.0,510117.0,6.72,4765,-9265,52500
2001-11-22,6400.0,6920.0,1326505.0,7.26,20026,-62665,42639
2001-11-23,6840.0,7040.0,1171951.0,7.39,-67965,93340,0
2001-11-26,7260.0,7880.0,2276197.0,8.27,50540,-38440,16000
2001-11-27,8000.0,7810.0,1338586.0,8.2,185220,-180355,-17000
2001-11-28,7680.0,7210.0,1082199.0,7.57,53500,-96500,0
2001-11-29,7250.0,7900.0,1474691.0,8.29,10992,-165857,140000
2001-11-30,8250.0,8310.0,1567892.0,8.72,-297900,44700,250000
2001-12-03,8310.0,8480.0,812737.0,8.9,6299,-8299,0
2001-12-04,8400.0,8200.0,939833.0,8.6,310651,-163271,-148180
2001-12-05,8320.0,8100.0,1913631.0,8.5,510519,-228599,-278920
2001-12-06,8210.0,7720.0,1866170.0,8.1,525211,-144739,-386000
2001-12-07,7730.0,7810.0,756018.0,8.2,-31970,29200,0
2001-12-10,7720.0,7490.0,734121.0,7.86,69150,-71650,0
