Symbol,대한항공_시가(원),대한항공_종가(원),대한항공_거래량(주),대한항공_PER(IFRS-연결),대한항공_순매수수량(개인)(주),대한항공_순매수수량(기관계)(주),대한항공_순매수수량(외국인계)(주)
2013-03-27,40900.0,40500.0,525659.0,13.24,124131,-26692,-85679
2013-03-28,40550.0,40600.0,227807.0,13.28,53965,-54551,86
2013-03-29,40900.0,40900.0,337074.0,13.37,37975,-68345,14770
2013-04-01,41000.0,40750.0,174289.0,13.33,15704,-10274,-2580
2013-04-02,40800.0,40400.0,330035.0,13.21,17535,-11582,-8533
2013-04-03,40300.0,40150.0,343990.0,13.13,43154,-69740,30616
2013-04-04,40050.0,39050.0,706931.0,12.77,129918,-64424,-68189
2013-04-05,39050.0,38150.0,711968.0,12.48,33727,-77681,45609
2013-04-08,37600.0,37400.0,512263.0,12.23,128627,-133521,4780
2013-04-09,37250.0,36700.0,542694.0,12.0,132256,-33329,-104519
2013-04-10,36700.0,37350.0,309166.0,12.21,7193,-22753,15630
2013-04-11,37500.0,37300.0,291339.0,12.2,17000,19721,-36821
2013-04-12,37400.0,37100.0,305001.0,12.13,76291,-64291,-12370
2013-04-15,36800.0,35550.0,748985.0,11.63,283005,-367270,80735
2013-04-16,35100.0,33050.0,1457125.0,10.81,665285,-366228,-308417
2013-04-17,33050.0,31600.0,1748899.0,10.33,382911,-208132,-171579
2013-04-18,31300.0,31900.0,875646.0,10.43,150725,199585,-361670
2013-04-19,31950.0,33700.0,688301.0,11.02,-33541,61281,-42340
2013-04-22,34000.0,33500.0,544137.0,10.95,80598,-8470,-73168
2013-04-23,33200.0,33500.0,247162.0,10.95,-33873,24763,10490
2013-04-24,33800.0,35700.0,779343.0,11.67,-182266,38676,146110
2013-04-25,35400.0,35700.0,513657.0,11.67,74487,-52080,-23137
2013-04-26,35700.0,35200.0,322424.0,11.51,87517,-100377,13770
2013-04-29,35100.0,34300.0,314408.0,11.22,43700,-19294,-34666
2013-04-30,34300.0,35300.0,288201.0,11.54,-41359,22898,12381
2013-05-02,35150.0,35150.0,291360.0,11.49,-21172,-12144,33316
2013-05-03,35150.0,34950.0,239846.0,11.43,78394,-69144,-8040
2013-05-06,35450.0,36000.0,614524.0,11.77,-124740,101497,17133
2013-05-07,36300.0,36550.0,315211.0,11.95,-69078,16249,55519
2013-05-08,36850.0,36050.0,355629.0,11.79,115641,-41480,-72161
2013-05-09,36300.0,36600.0,415477.0,11.97,-94028,133960,-32892
2013-05-10,36750.0,35950.0,238877.0,11.76,35200,-46750,11750
2013-05-13,36000.0,35500.0,183885.0,11.61,26125,14792,-40497
2013-05-14,35500.0,36300.0,219789.0,11.87,-56050,22460,31500
2013-05-15,36600.0,36300.0,224299.0,11.87,-32576,38789,-7303
2013-05-16,36300.0,36850.0,239118.0,12.05,-81407,69627,9730
2013-05-20,36900.0,36700.0,204959.0,12.0,52107,7703,-60070
2013-05-21,36900.0,36800.0,266122.0,12.03,-23366,28706,-4840
2013-05-22,36900.0,37000.0,312606.0,12.1,-14904,39109,-25695
2013-05-23,36800.0,35950.0,339107.0,11.76,81231,-36146,-35685
2013-05-24,36000.0,35350.0,272613.0,11.56,43822,-38632,-5340
2013-05-27,35300.0,35800.0,147674.0,11.71,-33822,20382,15440
2013-05-28,35800.0,36600.0,370041.0,11.97,-55219,147756,-94337
2013-05-29,36600.0,37100.0,455654.0,12.13,-120036,41456,90080
2013-05-30,36950.0,36150.0,221497.0,11.82,65654,-36854,-28020
2013-05-31,36600.0,36900.0,221706.0,12.07,-15633,-34867,54230
2013-06-03,36650.0,36650.0,135266.0,11.98,632,19415,-20047
2013-06-04,36600.0,35500.0,415314.0,11.61,152863,-38803,-104160
2013-06-05,35300.0,33800.0,601341.0,11.05,304607,-211227,-75340
2013-06-07,34100.0,34050.0,280198.0,11.13,44457,-57757,1960
2013-06-10,34400.0,34000.0,204226.0,11.12,80835,-66118,-14717
2013-06-11,33550.0,33150.0,305574.0,10.84,142655,-123387,-6508
2013-06-12,32850.0,33000.0,190109.0,10.79,60086,-68066,9200
2013-06-13,33000.0,32250.0,388306.0,10.55,102051,-57931,-45840
2013-06-14,32350.0,32600.0,241575.0,10.66,21738,-40951,22663
2013-06-17,32050.0,32100.0,244867.0,10.5,78497,-100740,14243
2013-06-18,32050.0,31400.0,377672.0,10.27,137234,-139874,-340
2013-06-19,31550.0,31400.0,235938.0,10.27,76673,-100613,23260
2013-06-20,31200.0,30500.0,393883.0,9.97,128950,-98353,-33397
2013-06-21,29900.0,30200.0,458172.0,9.88,100984,-155535,52351
2013-06-24,29950.0,29350.0,409325.0,9.6,176765,-166155,-11240
2013-06-25,29100.0,29650.0,385027.0,9.7,-11922,-61156,34768
2013-06-26,29800.0,29900.0,274575.0,9.78,40142,-62087,-6495
2013-06-27,29950.0,29850.0,430063.0,9.76,126184,-84295,-46069
2013-06-28,30100.0,30750.0,534425.0,10.06,36089,-158129,124370
2013-07-01,30550.0,30300.0,284361.0,9.91,126142,-84652,-42490
2013-07-02,30600.0,30450.0,217344.0,9.96,32798,-22918,-9740
2013-07-03,30100.0,29800.0,295200.0,9.75,79691,-47751,-43000
2013-07-04,29750.0,29800.0,230538.0,9.75,24687,-66076,-4465
2013-07-05,30000.0,29600.0,193337.0,9.68,63943,-56929,-16130
2013-07-08,30100.0,29500.0,286027.0,9.65,31565,-14625,-18940
2013-07-09,29600.0,29450.0,238669.0,9.63,60740,-2343,-71547
2013-07-10,29500.0,29150.0,221652.0,9.53,59680,-5310,-59270
2013-07-11,29250.0,30300.0,282774.0,9.91,-57488,5435,49223
2013-07-12,30300.0,30100.0,222078.0,9.84,70210,13817,-86807
2013-07-15,30100.0,30400.0,198557.0,9.94,36332,-12362,-20750
2013-07-16,30650.0,30450.0,227339.0,9.96,39331,689,-40500
2013-07-17,30450.0,30400.0,226194.0,9.94,-27824,-1216,28540
2013-07-18,30250.0,30100.0,232617.0,9.84,58670,-11720,-52150
2013-07-19,30150.0,29750.0,266455.0,9.73,87198,-73954,-19014
2013-07-22,29800.0,30250.0,246911.0,9.89,-27125,-1485,26690
2013-07-23,30200.0,31200.0,574384.0,10.2,-8131,-16229,26160
2013-07-24,31050.0,30500.0,714352.0,9.97,223890,-104270,-117270
2013-07-25,30300.0,29700.0,750409.0,9.71,326040,-289758,-22322
2013-07-26,29900.0,30150.0,617364.0,9.86,-28419,-221601,239870
2013-07-29,29450.0,28200.0,2157745.0,9.22,935437,-771793,-215804
2013-07-30,28200.0,28200.0,0.0,9.22,0,0,0
2013-07-31,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-01,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-02,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-05,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-06,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-07,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-08,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-09,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-12,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-13,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-14,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-16,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-19,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-20,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-21,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-22,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-23,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-26,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-27,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-28,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-29,28200.0,28200.0,0.0,9.22,0,0,0
2013-08-30,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-02,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-03,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-04,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-05,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-06,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-09,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-10,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-11,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-12,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-13,28200.0,28200.0,0.0,9.22,0,0,0
2013-09-16,33500.0,36600.0,3934979.0,10.08,-722365,578255,179338
2013-09-17,36900.0,36000.0,1606286.0,9.91,-276415,104966,171117
2013-09-23,36000.0,36200.0,625260.0,9.97,-159015,23710,137747
2013-09-24,36300.0,37650.0,1038748.0,10.36,-268463,238342,48755
2013-09-25,37950.0,38400.0,912452.0,10.57,-234863,215850,40863
2013-09-26,38400.0,38950.0,884662.0,10.72,-126267,111762,63317
2013-09-27,39100.0,38150.0,629533.0,10.5,-47936,34547,30936
2013-09-30,38500.0,37750.0,610160.0,10.39,25478,-89948,74170
2013-10-01,37000.0,36450.0,619033.0,10.03,-7781,25878,-18796
2013-10-02,36650.0,36000.0,497439.0,9.91,51502,-14144,-14858
2013-10-04,35600.0,34300.0,736681.0,9.44,43914,4014,-15966
2013-10-07,33950.0,33750.0,499283.0,9.29,115522,-44221,2139
2013-10-08,33550.0,34900.0,554379.0,9.61,-85371,204289,-18395
2013-10-10,34850.0,35800.0,503829.0,9.85,-112832,173117,-28545
2013-10-11,36000.0,34700.0,650249.0,9.55,143682,-136490,-7592
2013-10-14,34700.0,34300.0,264494.0,9.44,-17463,15631,-7965
2013-10-15,34400.0,34200.0,259442.0,9.41,50481,-74069,23598
2013-10-16,34100.0,33950.0,238626.0,9.35,43879,-27949,-27100
2013-10-17,34250.0,33000.0,525396.0,9.08,133279,-117639,440
2013-10-18,32900.0,35000.0,539038.0,9.63,-175048,250722,-57382
2013-10-21,35100.0,35750.0,490349.0,9.84,-224476,287116,-23180
2013-10-22,35600.0,36950.0,808963.0,10.17,-400181,360104,34897
2013-10-23,37100.0,36900.0,916420.0,10.16,-310548,163938,157720
2013-10-24,37100.0,38750.0,1092857.0,10.67,-484107,368286,125120
2013-10-25,38850.0,38500.0,837503.0,10.6,-365375,357585,13140
2013-10-28,38650.0,37700.0,483951.0,10.38,28822,-43968,15106
2013-10-29,37600.0,38100.0,339061.0,10.49,-124068,107868,16600
2013-10-30,38150.0,38400.0,310958.0,10.57,-103423,59246,39027
2013-10-31,36150.0,34050.0,3087390.0,9.37,1191236,-783164,-419172
2013-11-01,34050.0,33500.0,1128892.0,9.22,288398,-158565,-133270
2013-11-04,33650.0,33650.0,634629.0,9.26,15868,42096,-59574
2013-11-05,33300.0,33500.0,334771.0,9.22,1655,-20020,14015
2013-11-06,33350.0,33350.0,283304.0,9.18,45404,-49728,-6506
2013-11-07,33200.0,33150.0,397203.0,9.13,38384,-22414,-12570
2013-11-08,32900.0,32900.0,308133.0,9.06,33506,28424,-76960
2013-11-11,32850.0,31100.0,618913.0,8.56,77024,-84884,13370
2013-11-12,31500.0,31100.0,380590.0,8.56,90856,-89826,7120
2013-11-13,31050.0,30300.0,466547.0,8.34,165470,-153645,-10953
2013-11-14,30350.0,30050.0,313183.0,8.27,71415,-53548,-14367
2013-11-15,30050.0,29650.0,540223.0,8.16,206770,-200589,18780
2013-11-18,29700.0,29050.0,650396.0,8.0,239124,-251399,12265
2013-11-19,29100.0,29200.0,685649.0,8.04,216738,-235302,17132
2013-11-20,29400.0,29600.0,492670.0,8.15,99502,-102858,2906
2013-11-21,29650.0,29150.0,326589.0,8.02,97320,-74610,-23270
2013-11-22,29350.0,28900.0,357644.0,7.96,123381,-112001,-12640
2013-11-25,28950.0,29550.0,428146.0,8.13,110124,-101779,-8045
2013-11-26,29600.0,30450.0,601185.0,8.38,-9836,81209,-70323
2013-11-27,30300.0,30250.0,550230.0,8.33,54091,-43125,-27846
2013-11-28,30000.0,30500.0,316466.0,8.4,-39064,26342,13522
2013-11-29,30400.0,30450.0,190471.0,8.38,24046,1134,-25130
2013-12-02,30350.0,30250.0,178370.0,8.33,24192,-21492,-3130
2013-12-03,30100.0,29400.0,383230.0,8.09,105379,-102338,-9261
2013-12-04,29000.0,29300.0,151776.0,8.07,49199,-34464,-15235
2013-12-05,29500.0,29300.0,153250.0,8.07,56519,-36529,-20300
2013-12-06,29200.0,29300.0,193853.0,8.07,53169,-30899,-20500
2013-12-09,29600.0,29450.0,141233.0,8.11,-4674,8466,-7762
2013-12-10,29550.0,29300.0,136839.0,8.07,16785,-7774,-36491
2013-12-11,29150.0,29350.0,160167.0,8.08,-11149,4103,-3574
2013-12-12,29300.0,28500.0,373491.0,7.85,191646,-123206,-94239
2013-12-13,28300.0,27250.0,666509.0,7.5,102373,-86177,-52646
2013-12-16,27250.0,27850.0,208066.0,7.67,-31576,21650,-1974
2013-12-17,27900.0,28000.0,273010.0,7.71,40708,-76198,-17120
2013-12-18,28000.0,29350.0,770416.0,8.08,32584,30280,-64431
2013-12-19,29800.0,28400.0,513020.0,7.82,156418,-132118,-31360
2013-12-20,28400.0,28150.0,560992.0,7.75,100826,-149460,60254
2013-12-23,28350.0,29000.0,317704.0,7.98,-99493,35963,65550
2013-12-24,29050.0,29250.0,242607.0,8.05,1777,18393,-19550
2013-12-26,29250.0,28600.0,235357.0,7.87,6973,-16223,6800
2013-12-27,28500.0,30300.0,627533.0,8.34,-184309,140299,40570
2013-12-30,30600.0,31200.0,727143.0,8.59,-305311,317976,-9595
2014-01-02,31500.0,31200.0,288803.0,,-71365,87475,-10480
2014-01-03,30900.0,30800.0,223107.0,,17967,-20947,2810
2014-01-06,30500.0,31300.0,433509.0,,-154729,98617,59232
2014-01-07,31000.0,31200.0,331025.0,,-59115,10475,50640
2014-01-08,31250.0,32000.0,541324.0,,-68898,878,65260
2014-01-09,32000.0,31800.0,318778.0,,-30782,-49678,82840
2014-01-10,32300.0,32800.0,689433.0,,-166685,172016,-10411
2014-01-13,32800.0,32600.0,362347.0,,-101027,93697,-480
2014-01-14,32200.0,33100.0,385215.0,,-146949,129183,21696
2014-01-15,33100.0,33500.0,250407.0,,-119683,77693,42200
2014-01-16,33500.0,33500.0,214106.0,,-71642,34772,35240
2014-01-17,33500.0,32750.0,246207.0,,22862,-62712,36010
2014-01-20,32500.0,33350.0,234068.0,,-97379,84086,13703
2014-01-21,33150.0,33200.0,165811.0,,-33368,-12972,55340
2014-01-22,33100.0,33600.0,187663.0,,-82123,49856,32267
2014-01-23,33800.0,33500.0,223969.0,,-41948,28378,9870
2014-01-24,33400.0,33800.0,331337.0,,-104877,3877,97260
2014-01-27,33050.0,32900.0,402182.0,,-76702,-8538,85240
2014-01-28,32900.0,32900.0,247634.0,,-33874,-43056,76930
2014-01-29,32950.0,35350.0,1031953.0,,-564971,337108,230533
2014-02-03,35250.0,35700.0,489922.0,,-152598,97518,56270
2014-02-04,35150.0,34400.0,524270.0,,17743,-64664,47431
2014-02-05,34600.0,35700.0,598422.0,,-170845,108755,64480
2014-02-06,35900.0,34750.0,492087.0,,-67726,36824,31382
2014-02-07,35050.0,34500.0,377201.0,,-16684,-52146,68730
2014-02-10,34500.0,34650.0,167781.0,,-31439,1649,32290
2014-02-11,35000.0,33900.0,319325.0,,24718,-19119,-2329
2014-02-12,34000.0,33300.0,378578.0,,8263,-91282,86119
2014-02-13,33450.0,33550.0,235240.0,,-25218,13018,8230
2014-02-14,33600.0,34550.0,264586.0,,-28621,8973,4598
2014-02-17,34700.0,35000.0,152559.0,,-42091,56141,-14050
2014-02-18,35000.0,34500.0,175331.0,,20719,14171,-24940
2014-02-19,34550.0,33950.0,222646.0,,77930,-32940,-44990
2014-02-20,33800.0,32900.0,350509.0,,109971,-163571,62030
2014-02-21,33150.0,34400.0,392674.0,,-156986,97232,62984
2014-02-24,34400.0,33750.0,142479.0,,23573,-10133,-13420
2014-02-25,33850.0,34650.0,184966.0,,-71323,47699,24924
2014-02-26,34400.0,34450.0,175352.0,,-23116,48502,-34286
2014-02-27,34300.0,35000.0,317572.0,,-125493,35612,79041
2014-02-28,35100.0,34550.0,509260.0,,7436,-74140,64624
2014-03-03,34250.0,34200.0,262982.0,,35205,-55895,20490
2014-03-04,34000.0,33950.0,332078.0,,45092,-101172,57410
2014-03-05,34300.0,35900.0,657170.0,,-370697,235679,130928
2014-03-06,36200.0,37600.0,1072861.0,,-585390,331750,280670
2014-03-07,37600.0,37650.0,523291.0,,-210028,201478,3000
2014-03-10,37800.0,38000.0,567958.0,,-200790,158670,46070
2014-03-11,38000.0,38050.0,354796.0,,-93698,72372,18566
2014-03-12,38000.0,37400.0,292937.0,,-74671,25152,50069
2014-03-13,38000.0,39000.0,877553.0,,-296061,304114,-9423
2014-03-14,38450.0,35700.0,1184794.0,,403792,-290802,-85390
2014-03-17,35400.0,36300.0,733400.0,,-108232,-14066,131086
2014-03-18,36900.0,36750.0,769265.0,,-257008,367268,-110060
2014-03-19,36900.0,37250.0,297025.0,,-80039,84395,-4546
2014-03-20,37250.0,37000.0,212995.0,,-66380,56920,9770
2014-03-21,37550.0,38500.0,912795.0,,-379902,332546,42106
2014-03-24,38250.0,38200.0,450217.0,,27318,-49540,22732
2014-03-25,38200.0,37500.0,327522.0,,-14265,-28470,44285
2014-03-26,37950.0,37050.0,363044.0,,37962,-79676,43474
2014-03-27,37200.0,37400.0,244682.0,,-4685,-11185,17800
2014-03-28,37400.0,38400.0,334042.0,,-111294,80964,34190
2014-03-31,38350.0,38550.0,478251.0,,-34318,-8172,43930
2014-04-01,38100.0,38300.0,376803.0,,42516,16116,-55962
2014-04-02,38500.0,38600.0,277488.0,,-30299,-25731,59830
2014-04-03,38600.0,37950.0,383720.0,,34543,12257,-46580
2014-04-04,37800.0,37750.0,404434.0,,70117,-164137,93660
2014-04-07,37650.0,37050.0,278701.0,,48160,-89844,40564
2014-04-08,37000.0,36250.0,554996.0,,88874,-118995,36311
2014-04-09,36650.0,36650.0,477681.0,,-28742,-64570,99042
2014-04-10,37150.0,37350.0,393265.0,,6840,-73950,69100
2014-04-11,36700.0,36950.0,362818.0,,88960,-139390,47700
2014-04-14,37200.0,36000.0,541160.0,,267213,-278523,19960
2014-04-15,36200.0,35000.0,1082259.0,,406295,-384635,29630
2014-04-16,35300.0,35000.0,418138.0,,49002,-34162,11050
2014-04-17,34800.0,34150.0,854925.0,,417402,-422582,41030
2014-04-18,34300.0,34450.0,504896.0,,179841,-151498,-2493
2014-04-21,34400.0,34600.0,339393.0,,114897,-129257,43040
2014-04-22,34750.0,34200.0,340268.0,,133198,-148029,15691
2014-04-23,34350.0,34100.0,309643.0,,14349,-63129,49340
2014-04-24,34150.0,33800.0,337355.0,,116032,-120722,4670
2014-04-25,33800.0,32700.0,709459.0,,338797,-358399,19122
2014-04-28,32550.0,32750.0,254345.0,,7815,-43735,33340
2014-04-29,32700.0,32800.0,374071.0,,-25408,-9132,31520
2014-04-30,33150.0,33300.0,230745.0,,-17300,43000,-25700
2014-05-02,33400.0,32050.0,395876.0,,176001,-116391,-57950
2014-05-07,32000.0,32400.0,407060.0,,-58537,30197,31370
2014-05-08,32500.0,32850.0,479368.0,,159552,-149082,-11520
2014-05-09,33000.0,33000.0,203591.0,,25383,-104293,78910
2014-05-12,32950.0,32350.0,331091.0,,57863,-62143,3730
2014-05-13,32350.0,32750.0,216675.0,,27777,-62157,34310
2014-05-14,32900.0,33550.0,356984.0,,-45327,-60483,112840
2014-05-15,33550.0,33450.0,240233.0,,79957,-87697,7740
2014-05-16,33500.0,33400.0,342111.0,,-14812,-29498,44310
2014-05-19,33300.0,33400.0,316777.0,,544,27290,-26864
2014-05-20,33450.0,33750.0,532529.0,,-56245,28325,19870
2014-05-21,34050.0,33950.0,326176.0,,-6429,-6671,10660
2014-05-22,34550.0,34200.0,319388.0,,-90580,72300,6650
2014-05-23,34400.0,34000.0,236246.0,,-8983,-14322,22925
2014-05-26,33950.0,33800.0,144971.0,,626,-30440,26684
2014-05-27,33750.0,33700.0,318049.0,,16699,-35129,21090
2014-05-28,33500.0,33600.0,128284.0,,23338,-47188,23870
2014-05-29,33600.0,33300.0,225549.0,,35381,-71572,33171
2014-05-30,33450.0,33350.0,322657.0,,58694,-87111,28417
2014-06-02,33600.0,34150.0,477334.0,,-127624,38364,90898
2014-06-03,34150.0,34050.0,396262.0,,-17142,15949,-2295
2014-06-05,33900.0,34250.0,374257.0,,-9453,-14875,18148
2014-06-09,34350.0,34900.0,556741.0,,-143868,16180,121198
2014-06-10,35050.0,35000.0,457972.0,,-45411,45338,5304
2014-06-11,33900.0,34950.0,1131117.0,,-35013,-6308,36821
2014-06-12,34850.0,34750.0,388706.0,,36641,-36544,9447
2014-06-13,34050.0,34200.0,546920.0,,136512,-138288,7698
2014-06-16,33800.0,33450.0,540567.0,,91090,-59558,-27087
2014-06-17,33650.0,33550.0,366896.0,,13066,-89064,76498
2014-06-18,33100.0,32750.0,314992.0,,80212,-121408,43812
2014-06-19,32600.0,33150.0,170199.0,,-1670,-36668,40830
2014-06-20,33150.0,33300.0,412308.0,,57565,9105,-48560
2014-06-23,33150.0,33650.0,175505.0,,-57710,-32661,90371
2014-06-24,33400.0,33800.0,138145.0,,-23655,7892,16903
2014-06-25,33650.0,33350.0,158845.0,,48327,-31817,-15740
2014-06-26,33350.0,32850.0,253650.0,,32628,-30418,-2210
2014-06-27,33150.0,32750.0,199572.0,,69705,-91662,20958
2014-06-30,32600.0,33400.0,159789.0,,-20428,-18527,38995
2014-07-01,33150.0,33450.0,133179.0,,55860,-43994,-11866
2014-07-02,33450.0,33700.0,241128.0,,-3156,20875,-17719
2014-07-03,35100.0,34600.0,777260.0,,-340391,273615,53741
2014-07-04,34900.0,34650.0,433389.0,,-26137,17989,8628
2014-07-07,34950.0,34600.0,143343.0,,-5237,614,1749
2014-07-08,34500.0,34250.0,226586.0,,-4561,-14728,19613
2014-07-09,34100.0,34150.0,137812.0,,-12507,3447,7960
2014-07-10,34300.0,34200.0,158795.0,,-5025,28096,-23533
2014-07-11,34000.0,33250.0,277444.0,,84792,-59875,-23352
2014-07-14,33300.0,33950.0,217615.0,,-23266,28514,-2407
2014-07-15,33950.0,33650.0,220863.0,,1848,54517,-55695
2014-07-16,33500.0,33100.0,161514.0,,32169,-11065,-21104
2014-07-17,33150.0,34100.0,332190.0,,-26308,129827,-104010
2014-07-18,33700.0,34550.0,277006.0,,-82042,101899,-19736
2014-07-21,34600.0,35000.0,292969.0,,-128582,92382,36043
2014-07-22,35100.0,34550.0,229099.0,,-3913,-27360,25566
2014-07-23,34600.0,34850.0,290054.0,,-60960,48307,12752
2014-07-24,35200.0,34850.0,170429.0,,-53489,43667,9822
2014-07-25,34650.0,34850.0,179064.0,,-1949,39222,-36849
2014-07-28,34900.0,35100.0,229752.0,,21902,37547,-59099
2014-07-29,35400.0,35950.0,568111.0,,-162597,101197,63030
2014-07-30,36350.0,35450.0,574697.0,,72087,-101554,39676
2014-07-31,35650.0,36000.0,436507.0,,-89422,54985,24632
2014-08-01,35300.0,34650.0,669147.0,,139698,-62586,-81149
2014-08-04,34650.0,34200.0,466433.0,,144551,-198580,52700
2014-08-05,34150.0,33550.0,399818.0,,182675,-205289,16440
2014-08-06,33550.0,32800.0,727482.0,,381096,-358554,-24615
2014-08-07,33000.0,33400.0,309365.0,,-62603,47180,18656
2014-08-08,33150.0,32950.0,309318.0,,54265,-14218,-39350
2014-08-11,33000.0,33150.0,188164.0,,24222,-29366,2502
2014-08-12,33200.0,33000.0,238368.0,,3793,-23302,11631
2014-08-13,32850.0,33550.0,229457.0,,-56377,953,52777
2014-08-14,33550.0,33500.0,172188.0,,27556,-26917,-1223
2014-08-18,33550.0,33900.0,250824.0,,-23321,5652,17984
2014-08-19,34150.0,33850.0,228052.0,,-35701,-9665,43611
2014-08-20,34150.0,33600.0,271926.0,,-24754,-33662,56296
2014-08-21,33700.0,33700.0,235434.0,,-61735,31859,31575
2014-08-22,33950.0,36200.0,1384797.0,,-355961,297304,68374
2014-08-25,36450.0,36550.0,856996.0,,-204379,253616,-51101
2014-08-26,36600.0,36850.0,521117.0,,-281383,129177,131821
2014-08-27,36750.0,36150.0,398117.0,,-23265,4145,19006
2014-08-28,36150.0,36350.0,481042.0,,-42593,-12128,52672
2014-08-29,36350.0,36450.0,496919.0,,-93079,39987,52706
2014-09-01,36550.0,36950.0,631783.0,,-117704,50854,65150
2014-09-02,37050.0,36350.0,381592.0,,-42939,122598,-80869
2014-09-03,36550.0,37200.0,697870.0,,-162225,115984,53636
2014-09-04,37100.0,38000.0,857451.0,,-252639,356410,-35299
2014-09-05,37800.0,37900.0,339207.0,,-138750,50259,86020
2014-09-11,38000.0,38600.0,612311.0,,-266018,227297,41392
2014-09-12,38850.0,38600.0,520206.0,,-135305,117057,27582
2014-09-15,38500.0,38500.0,326753.0,,-106145,36649,68016
2014-09-16,38500.0,38250.0,311454.0,,-26041,-6938,29358
2014-09-17,38500.0,38950.0,391612.0,,-136196,-48728,184487
2014-09-18,38600.0,38800.0,332991.0,,-45037,16442,28606
2014-09-19,38950.0,38900.0,266677.0,,-75649,-7703,86037
2014-09-22,38850.0,37800.0,409438.0,,56159,-60335,-8839
2014-09-23,37600.0,37350.0,420539.0,,-90484,-30266,119150
2014-09-24,36700.0,36850.0,449343.0,,-93039,-1702,85447
2014-09-25,37000.0,36300.0,356407.0,,-29290,19449,9155
2014-09-26,36150.0,34950.0,1135303.0,,107356,-55149,-54203
2014-09-29,34900.0,35650.0,449168.0,,-26737,35200,-16852
2014-09-30,35300.0,36000.0,261577.0,,-11644,-2078,12111
2014-10-01,35700.0,34900.0,349313.0,,77842,-60580,-15465
2014-10-02,34450.0,35150.0,585594.0,,84295,22295,-97327
2014-10-06,35150.0,35050.0,291996.0,,36786,-49157,10361
2014-10-07,35150.0,35100.0,257938.0,,-18508,48395,-28887
2014-10-08,35000.0,35200.0,387367.0,,14944,54890,-76849
2014-10-10,35500.0,35500.0,294203.0,,-71875,105008,-36087
2014-10-13,35800.0,35800.0,329099.0,,-7940,2712,-915
2014-10-14,35450.0,35400.0,406073.0,,47009,14749,-62302
2014-10-15,35950.0,37200.0,749138.0,,-128917,99530,19166
2014-10-16,37200.0,37400.0,509325.0,,-101269,201609,-96998
2014-10-17,37500.0,36600.0,303629.0,,1358,54690,-59866
2014-10-20,37150.0,36300.0,372497.0,,93608,-96080,3078
2014-10-21,36100.0,36850.0,411580.0,,-16314,-19279,39686
2014-10-22,36900.0,37000.0,266444.0,,10109,15069,-17403
2014-10-23,37000.0,37300.0,338349.0,,-24097,33820,-9160
2014-10-24,37500.0,37000.0,348016.0,,7064,33601,-40720
2014-10-27,36900.0,37500.0,312258.0,,-49043,71182,-8918
2014-10-28,37200.0,37550.0,264308.0,,20144,-40946,20802
2014-10-29,37700.0,37950.0,482861.0,,-136861,79508,73853
2014-10-30,38000.0,37500.0,313066.0,,13694,44039,-54350
2014-10-31,37250.0,37950.0,385572.0,,-41525,115912,-74429
2014-11-03,37950.0,37300.0,609099.0,,66887,-90132,24245
2014-11-04,36950.0,36100.0,384104.0,,34319,-45922,32517
2014-11-05,36100.0,37200.0,299547.0,,-33950,-33368,65019
2014-11-06,37200.0,37000.0,396747.0,,-71667,76256,-18853
2014-11-07,37000.0,38400.0,424583.0,,-108544,899,104172
2014-11-10,38650.0,38850.0,358195.0,,-46797,-65702,133439
2014-11-11,39400.0,41600.0,1583314.0,,-553221,279238,281533
2014-11-12,41300.0,41500.0,622271.0,,-70660,-25192,96140
2014-11-13,41600.0,41500.0,438720.0,,-32142,-93224,124983
2014-11-14,41600.0,41400.0,665705.0,,-69450,-47864,115036
