Symbol,SK디스커버리_시가(원),SK디스커버리_종가(원),SK디스커버리_거래량(주),SK디스커버리_PER(IFRS-연결),SK디스커버리_순매수수량(개인)(주),SK디스커버리_순매수수량(기관계)(주),SK디스커버리_순매수수량(외국인계)(주)
2014-10-23,56200.0,57400.0,133676.0,,3887,18223,-20260
2014-10-24,57600.0,58200.0,159640.0,,-258,63419,-57487
2014-10-27,58200.0,58000.0,77119.0,,10157,9454,-19538
2014-10-28,58200.0,60800.0,212410.0,,-44461,61023,-14039
2014-10-29,60900.0,60800.0,116153.0,,8735,16867,-22622
2014-10-30,60400.0,60300.0,87713.0,,31454,-2462,-28554
2014-10-31,60300.0,61000.0,125059.0,,-1362,28197,-28936
2014-11-03,60400.0,59000.0,85022.0,,30216,-8330,-18242
2014-11-04,59000.0,60900.0,149761.0,,-12934,-13873,20772
2014-11-05,61200.0,60000.0,185598.0,,43235,4398,-47721
2014-11-06,60000.0,58200.0,146766.0,,57584,-53567,-4718
2014-11-07,58300.0,60000.0,61603.0,,-25675,17847,7808
2014-11-10,60000.0,59500.0,57316.0,,3463,1212,-1144
2014-11-11,59700.0,59500.0,86626.0,,14025,-10621,-2049
2014-11-12,59500.0,62300.0,169627.0,,-74129,39884,36093
2014-11-13,62600.0,62900.0,79548.0,,-6674,20664,-13471
2014-11-14,62300.0,63200.0,67918.0,,-23973,21791,1935
2014-11-17,63200.0,61200.0,149718.0,,57091,-37311,-17971
2014-11-18,61000.0,59500.0,228401.0,,72871,-69588,3249
2014-11-19,59800.0,60500.0,128159.0,,-29330,-5628,34688
2014-11-20,63200.0,65700.0,1635299.0,,539754,31293,42837
2014-11-21,65800.0,64500.0,278183.0,,36690,7868,-45806
2014-11-24,65000.0,65400.0,164569.0,,-276,-25522,27080
2014-11-25,65000.0,67700.0,248178.0,,-39762,40368,1431
2014-11-26,68000.0,67500.0,124222.0,,12222,3252,-14741
2014-11-27,67500.0,68200.0,146988.0,,-44759,59190,-15681
2014-11-28,67400.0,68000.0,70303.0,,-22391,22574,281
2014-12-01,67400.0,66800.0,74144.0,,-23266,15152,7997
2014-12-02,66400.0,65200.0,140218.0,,-8949,15153,1172
2014-12-03,65700.0,66500.0,133080.0,,-22961,17760,8554
2014-12-04,66500.0,65600.0,86115.0,,9649,-32418,21397
2014-12-05,65400.0,65300.0,75871.0,,8408,-14767,9550
2014-12-08,64800.0,63900.0,86619.0,,15837,-24831,6502
2014-12-09,63900.0,63200.0,110291.0,,7133,6301,-13742
2014-12-10,63200.0,62400.0,116533.0,,6373,-10282,657
2014-12-11,61500.0,61100.0,117267.0,,2258,12983,-15053
2014-12-12,61900.0,62000.0,78430.0,,-3848,11053,-6917
2014-12-15,61400.0,62900.0,71603.0,,-8353,16201,-7881
2014-12-16,62900.0,61400.0,119566.0,,16388,28596,-49115
2014-12-17,61900.0,62200.0,94904.0,,-31229,20209,12221
2014-12-18,62500.0,60900.0,115724.0,,9150,1259,-10447
2014-12-19,61300.0,61500.0,73677.0,,-19890,-2162,20361
2014-12-22,61600.0,62500.0,92120.0,,-22318,22884,10344
2014-12-23,62200.0,61900.0,53173.0,,-6150,13196,-6174
2014-12-24,61400.0,62000.0,130332.0,,16195,-11159,-2832
2014-12-26,61800.0,62500.0,169528.0,,-48541,59057,2903
2014-12-29,62700.0,64000.0,170533.0,,-10970,16006,-5371
2014-12-30,63600.0,64000.0,151743.0,,-25734,34230,-6108
2015-01-02,63100.0,64400.0,75615.0,,-2002,12213,-7410
2015-01-05,64300.0,66000.0,158392.0,,-31669,43983,-14971
2015-01-06,65400.0,65000.0,111508.0,,29259,4072,-33771
2015-01-07,64400.0,62600.0,134911.0,,-7465,6831,-1610
2015-01-08,62400.0,62600.0,153824.0,,33789,-54915,23422
2015-01-09,62700.0,60000.0,296629.0,,104051,-124552,21662
2015-01-12,60400.0,59000.0,215757.0,,59961,-100279,41059
2015-01-13,59200.0,60500.0,164398.0,,-8813,-16452,24591
2015-01-14,60500.0,61200.0,98142.0,,-3136,38799,-36011
2015-01-15,61000.0,61000.0,128738.0,,16550,2344,-15747
2015-01-16,60500.0,60400.0,88192.0,,23662,-7293,-14039
2015-01-19,60100.0,61900.0,142940.0,,-34785,44413,-9952
2015-01-20,62000.0,61500.0,82591.0,,112,-11081,12329
2015-01-21,61900.0,60900.0,74570.0,,32614,-30823,-1941
2015-01-22,60900.0,59800.0,101252.0,,34292,-52901,19300
2015-01-23,60000.0,59900.0,222620.0,,43557,-90814,35971
2015-01-26,60100.0,58900.0,87093.0,,22344,-31479,9554
2015-01-27,59500.0,59400.0,99089.0,,10295,-28294,17129
2015-01-28,59400.0,61400.0,129548.0,,-15703,8149,7610
2015-01-29,61400.0,61400.0,87940.0,,5320,20398,-24812
2015-01-30,61400.0,61100.0,83828.0,,-5976,-5405,9478
2015-02-02,60200.0,59800.0,90253.0,,36255,-46086,6811
2015-02-03,60200.0,60700.0,83925.0,,-4039,-12414,15825
2015-02-04,60700.0,59700.0,128298.0,,37043,-859,-32601
2015-02-05,59800.0,60500.0,82483.0,,-38787,25022,8874
2015-02-06,59700.0,60100.0,62720.0,,3264,-2205,1656
2015-02-09,59700.0,58800.0,113576.0,,37730,-47512,9025
2015-02-10,59000.0,58100.0,165133.0,,-1038,-7105,11112
2015-02-11,58300.0,58800.0,98659.0,,8295,-25059,20148
2015-02-12,59100.0,58800.0,68547.0,,5083,-5070,-190
2015-02-13,58900.0,59400.0,79759.0,,-6767,-3318,8585
2015-02-16,59100.0,62100.0,240992.0,,11083,3288,-24639
2015-02-17,61300.0,61100.0,152418.0,,-3405,17235,-14097
2015-02-23,61000.0,61900.0,109652.0,,-28685,7354,17384
2015-02-24,62000.0,61700.0,95792.0,,11989,-6336,-8064
2015-02-25,61700.0,61100.0,66872.0,,23552,-14978,-7962
2015-02-26,61100.0,60800.0,77451.0,,5332,-6600,2795
2015-02-27,61000.0,60800.0,123675.0,,21351,-29010,5491
2015-03-02,60800.0,59900.0,93924.0,,13400,-4811,-4809
2015-03-03,59900.0,59300.0,131085.0,,44224,-44175,1635
2015-03-04,59100.0,60300.0,133159.0,,14356,9130,-19841
2015-03-05,59600.0,59400.0,96608.0,,43287,-27231,-14825
2015-03-06,59500.0,59200.0,137759.0,,49685,-55508,4597
2015-03-09,59500.0,58700.0,108936.0,,10734,2362,-11440
2015-03-10,58900.0,57300.0,178912.0,,76493,-61375,-14223
2015-03-11,57200.0,57700.0,141047.0,,31544,-58453,27716
2015-03-12,57800.0,58100.0,147512.0,,6826,-18887,10981
2015-03-13,58300.0,58900.0,115049.0,,8377,10313,-21486
2015-03-16,59100.0,57900.0,222711.0,,90103,-53286,-42154
2015-03-17,58200.0,58000.0,156434.0,,42484,-39447,-7539
2015-03-18,58200.0,58100.0,136402.0,,-17803,10666,7285
2015-03-19,58700.0,59500.0,401746.0,,7361,-44644,34801
2015-03-20,60000.0,63100.0,697561.0,,-67585,84841,-19737
2015-03-23,63000.0,62700.0,284219.0,,-2589,32947,-33211
2015-03-24,62900.0,62500.0,219783.0,,10428,-13985,3949
2015-03-25,62900.0,63500.0,150472.0,,-17091,34102,-22465
2015-03-26,62900.0,61200.0,223025.0,,26303,-15810,-8217
2015-03-27,61000.0,62300.0,154447.0,,-27100,8172,14046
2015-03-30,62000.0,62600.0,134087.0,,-5726,32412,-26468
2015-03-31,63800.0,63600.0,276307.0,,-951,4874,-8197
2015-04-01,63400.0,63900.0,170756.0,,10866,14061,-27445
2015-04-02,63900.0,62200.0,173757.0,,24879,6454,-27744
2015-04-03,62300.0,61600.0,204801.0,,50788,-63828,23376
2015-04-06,61700.0,62300.0,139999.0,,14322,-10471,-1797
2015-04-07,62400.0,61800.0,111867.0,,8486,17919,-26363
2015-04-08,61800.0,60700.0,235464.0,,17476,-11231,-3954
2015-04-09,61200.0,62500.0,214994.0,,-19743,7807,5638
2015-04-10,63100.0,62700.0,173851.0,,-5983,10875,-3223
2015-04-13,63400.0,72100.0,908797.0,,-168397,89075,84147
2015-04-14,72100.0,71900.0,643394.0,,41260,17512,-54711
2015-04-15,71600.0,73800.0,781349.0,,82520,-61694,-20512
2015-04-16,75000.0,73200.0,496098.0,,61905,-18876,-42971
2015-04-17,73500.0,74000.0,354462.0,,8994,-10769,1558
2015-04-20,72500.0,76000.0,390330.0,,61810,-3821,-60008
2015-04-21,72500.0,70800.0,881632.0,,-89346,71625,11289
2015-04-22,71700.0,72000.0,542380.0,,-37601,-40211,72070
2015-04-23,71900.0,73500.0,408903.0,,-40280,31321,14365
2015-04-24,72800.0,73500.0,345544.0,,25436,-25957,-5581
2015-04-27,72700.0,71700.0,215203.0,,7972,-35299,34637
2015-04-28,72000.0,72000.0,121009.0,,-19864,-7254,25989
2015-04-29,72200.0,70300.0,185224.0,,27210,-15297,-15327
2015-04-30,69500.0,69700.0,126385.0,,-11698,-24992,36541
2015-05-04,69300.0,69300.0,110633.0,,14050,-30619,16456
2015-05-06,68900.0,66300.0,213469.0,,-27860,-14774,45029
2015-05-07,66200.0,67500.0,167733.0,,-23428,-30224,56168
2015-05-08,67600.0,68900.0,108482.0,,-28107,34723,-4007
2015-05-11,69700.0,69100.0,140235.0,,22384,18921,-38646
2015-05-12,69000.0,71900.0,223508.0,,-50083,31701,23791
2015-05-13,72800.0,71500.0,155029.0,,-7636,37003,-25283
2015-05-14,71500.0,71500.0,189813.0,,23919,-633,-22314
2015-05-15,72000.0,71500.0,138972.0,,2047,497,219
2015-05-18,69000.0,67700.0,299595.0,,33110,-30195,-1633
2015-05-19,67500.0,70600.0,217135.0,,-32286,43692,-15183
2015-05-20,70500.0,73000.0,307344.0,,-32615,56671,-22869
2015-05-21,72900.0,82000.0,1255232.0,,-142131,145039,9502
2015-05-22,82000.0,79400.0,485076.0,,48300,-7841,-49645
2015-05-26,78800.0,78500.0,287353.0,,11724,14045,-17183
2015-05-27,77400.0,78800.0,303552.0,,8536,20325,-27215
2015-05-28,79400.0,79600.0,325439.0,,-9878,45735,-43322
2015-05-29,79600.0,81700.0,505322.0,,-46480,63959,-20530
2015-06-01,82500.0,86400.0,567933.0,,-88472,91224,3399
2015-06-02,88000.0,88800.0,684234.0,,-23255,28711,-5190
2015-06-03,88000.0,83800.0,375996.0,,-16843,-456,15147
2015-06-04,84000.0,83800.0,325229.0,,-62704,2927,62913
2015-06-05,83100.0,81000.0,336135.0,,32995,-63156,27462
2015-06-08,82900.0,82600.0,298385.0,,-8352,-4837,17323
2015-06-09,82100.0,79700.0,309325.0,,47835,-76579,29564
2015-06-10,79700.0,79000.0,273830.0,,12536,-29949,20407
2015-06-11,79600.0,79200.0,297048.0,,34866,-98689,67150
2015-06-12,78000.0,77000.0,1088178.0,,-65967,7053,64415
2015-06-15,75800.0,75400.0,259191.0,,545,-65893,78488
2015-06-16,76200.0,78600.0,261316.0,,-17938,52274,-33761
2015-06-17,78700.0,78100.0,154632.0,,4170,43947,-47962
2015-06-18,78500.0,79900.0,266108.0,,7290,10756,-17792
2015-06-19,80200.0,82800.0,362465.0,,-37468,98730,-60076
2015-06-22,83000.0,79700.0,260120.0,,40073,-16532,-21517
2015-06-23,79900.0,78000.0,292867.0,,40220,-49617,13851
2015-06-24,78300.0,79000.0,171013.0,,-14704,-25091,42989
2015-06-25,79000.0,77300.0,266631.0,,54588,-28451,-26585
2015-06-26,77700.0,79100.0,362921.0,,-6521,9111,-3736
2015-06-29,77000.0,74600.0,314879.0,,33111,4588,-35512
2015-06-30,74500.0,74400.0,216455.0,,15891,-15669,3047
2015-07-01,74500.0,77400.0,289679.0,,5267,35657,-46937
2015-07-02,78300.0,89500.0,899114.0,,-230993,176313,36362
2015-07-03,89800.0,90200.0,725264.0,,-17201,41429,-37620
2015-07-06,88200.0,87500.0,428419.0,,8282,-30686,6729
2015-07-07,88600.0,77400.0,896302.0,,121676,-187466,31524
2015-07-08,77600.0,77500.0,309137.0,,1922,475,-6795
2015-07-09,76500.0,76300.0,515003.0,,61926,-19357,-56941
2015-07-10,77700.0,77300.0,269930.0,,3143,11539,-17778
2015-07-13,77300.0,78700.0,184062.0,,15801,-22507,5722
2015-07-14,79900.0,81900.0,329495.0,,-28203,39461,-9564
2015-07-15,82400.0,81900.0,176744.0,,-10725,25769,-15053
2015-07-16,81200.0,81800.0,148715.0,,569,10841,-12202
2015-07-17,82700.0,81300.0,127562.0,,-2235,4733,-7463
2015-07-20,81200.0,79700.0,197578.0,,13784,-20283,6102
2015-07-21,79800.0,81200.0,158335.0,,4463,4813,-6533
2015-07-22,81200.0,80000.0,160175.0,,30187,-8759,-26966
2015-07-23,79800.0,78900.0,121105.0,,7226,8251,-21254
2015-07-24,78400.0,78300.0,105210.0,,21490,-17162,-4637
2015-07-27,77500.0,74000.0,272048.0,,16320,-8235,-527
2015-07-28,72600.0,75600.0,169964.0,,-4164,1954,11683
2015-07-29,76500.0,73100.0,185230.0,,25469,-5591,-19943
2015-07-30,72700.0,69200.0,236809.0,,42880,-77194,35443
2015-07-31,69000.0,70800.0,168795.0,,3264,-25583,27751
2015-08-03,70300.0,66600.0,287134.0,,29130,-40107,12242
2015-08-04,66700.0,68600.0,152557.0,,-31400,34339,-2388
2015-08-05,68200.0,70000.0,120832.0,,-1472,15379,-18478
2015-08-06,70600.0,71800.0,162873.0,,-13601,59477,-48776
2015-08-07,70900.0,71200.0,56820.0,,1176,7630,-8587
2015-08-10,70800.0,68700.0,84595.0,,24390,-13801,-10635
2015-08-11,69500.0,67400.0,127345.0,,13098,-21464,12733
2015-08-12,67000.0,64900.0,236651.0,,16256,-22573,7827
2015-08-13,64900.0,66800.0,208629.0,,-1057,-30535,32448
2015-08-17,66900.0,66400.0,86243.0,,20772,2215,-19868
2015-08-18,67100.0,62900.0,241687.0,,13467,-19919,8025
2015-08-19,61700.0,61600.0,406886.0,,124295,-20379,-104524
2015-08-20,62900.0,64600.0,496319.0,,143463,-23566,-118314
2015-08-21,62100.0,63200.0,246862.0,,27762,23685,-53798
2015-08-24,64500.0,66300.0,411048.0,,-2852,34018,-31528
2015-08-25,68300.0,68400.0,278674.0,,5843,36361,-43024
2015-08-26,68600.0,68900.0,172781.0,,18119,10953,-27557
2015-08-27,69300.0,67700.0,247803.0,,81397,-43810,-34742
2015-08-28,68700.0,69300.0,351866.0,,-54495,7644,48338
2015-08-31,69300.0,68500.0,118929.0,,-14256,13192,-855
2015-09-01,68000.0,69200.0,276311.0,,-25050,27326,-6686
2015-09-02,68500.0,69500.0,133056.0,,-17168,27722,-12912
2015-09-03,69900.0,68700.0,112997.0,,47161,-13092,-36778
2015-09-04,68700.0,64400.0,181562.0,,51260,-44291,-8049
2015-09-07,63800.0,64800.0,171358.0,,1542,-33383,32458
2015-09-08,64300.0,64100.0,142269.0,,-3047,-21639,24683
2015-09-09,65300.0,68300.0,228200.0,,-64565,-22393,63459
2015-09-10,67900.0,73400.0,427319.0,,-66910,65551,-7460
2015-09-11,72800.0,73200.0,220358.0,,-33876,19765,14172
2015-09-14,73100.0,74700.0,156380.0,,7578,-11923,-958
2015-09-15,73900.0,74900.0,130092.0,,5053,16422,-28896
2015-09-16,75100.0,75100.0,139342.0,,2528,-18952,12563
2015-09-17,75500.0,73100.0,157735.0,,5143,-30570,24847
2015-09-18,73200.0,76300.0,216973.0,,-61397,44914,15768
2015-09-21,76000.0,77600.0,170418.0,,-26172,27212,-3016
2015-09-22,76900.0,76800.0,101681.0,,18349,-1720,-12831
2015-09-23,75400.0,75800.0,132757.0,,21002,-26228,7266
2015-09-24,69800.0,73300.0,646902.0,,-43038,6462,57485
2015-09-25,73500.0,74100.0,118706.0,,-24453,-2393,28411
2015-09-30,72100.0,73500.0,125747.0,,-16108,-14401,26293
2015-10-01,73600.0,72600.0,181994.0,,-7525,-49126,60146
2015-10-02,72700.0,73300.0,111189.0,,-29511,-14378,42130
2015-10-05,73700.0,72900.0,90891.0,,-1272,-7284,8097
2015-10-06,73600.0,73100.0,68406.0,,-11121,-11144,22106
2015-10-07,72700.0,72100.0,71180.0,,8944,-22028,12474
2015-10-08,71900.0,71000.0,236508.0,,48015,-127788,77484
2015-10-12,71600.0,75900.0,329324.0,,-156780,-26611,185559
2015-10-13,75400.0,75500.0,109437.0,,-5279,-27044,33301
2015-10-14,74600.0,73500.0,155679.0,,51160,-59006,-3201
2015-10-15,71200.0,70100.0,166030.0,,89987,-82154,-8974
2015-10-16,70100.0,69000.0,107096.0,,38309,-29526,-9210
2015-10-19,69400.0,70100.0,71091.0,,-4316,-3313,-2857
2015-10-20,70100.0,70000.0,73686.0,,14511,-19223,4679
2015-10-21,69600.0,68700.0,103484.0,,38055,-30557,-7612
2015-10-22,68100.0,66800.0,134775.0,,46606,-58286,11248
2015-10-23,67000.0,67900.0,80634.0,,14066,-22495,8245
2015-10-26,68400.0,67700.0,59994.0,,8044,-6182,-1302
2015-10-27,68100.0,67500.0,73813.0,,21268,-16103,-3232
2015-10-28,67000.0,67500.0,55990.0,,5856,-13140,6804
2015-10-29,67600.0,67600.0,80747.0,,10986,-28891,17009
2015-10-30,67800.0,67600.0,85124.0,,-1648,-2813,4301
2015-11-02,67200.0,66100.0,67629.0,,20047,-15313,-5355
2015-11-03,66700.0,64800.0,145543.0,,24643,-49168,25213
2015-11-04,65000.0,67800.0,128821.0,,-13154,-1996,14807
2015-11-05,67500.0,66800.0,81206.0,,22025,-16693,-2213
2015-11-06,69200.0,68400.0,249017.0,,20248,-9201,-7116
2015-11-09,68100.0,67700.0,121584.0,,5042,2129,-7185
2015-11-10,67300.0,66500.0,105808.0,,11579,-18731,6808
2015-11-11,66600.0,67900.0,83984.0,,-394,5991,-6290
2015-11-12,67900.0,68100.0,56872.0,,6340,-15618,9178
2015-11-13,67500.0,66400.0,107854.0,,25859,-34398,8299
2015-11-16,65800.0,67500.0,95856.0,,4301,-18411,6611
2015-11-17,67200.0,67300.0,75508.0,,18507,-21506,-3597
2015-11-18,67100.0,67700.0,104328.0,,-8911,3284,11195
2015-11-19,68100.0,69300.0,144913.0,,-176,-14911,14821
2015-11-20,69600.0,71500.0,198025.0,,-44740,4248,35888
2015-11-23,71500.0,74100.0,199773.0,,-36711,36778,68
2015-11-24,73200.0,73300.0,80338.0,,-448,-6084,6314
2015-11-25,73000.0,72900.0,96233.0,,-13777,17370,-10991
2015-11-26,73300.0,72500.0,80816.0,,1725,-2299,1990
2015-11-27,72800.0,72700.0,126541.0,,-3265,2580,-3095
2015-11-30,71600.0,71900.0,90743.0,,-16476,2660,15060
2015-12-01,71900.0,71200.0,95019.0,,-3336,-2768,6194
2015-12-02,71000.0,72800.0,105017.0,,-26081,4132,18736
2015-12-03,72800.0,72000.0,69481.0,,6328,-5395,760
2015-12-04,71100.0,70700.0,70209.0,,-2609,-9603,11848
2015-12-07,71300.0,69200.0,97249.0,,1964,-16381,13271
2015-12-08,69100.0,69600.0,78507.0,,-12679,6534,7264
2015-12-09,70000.0,68100.0,56991.0,,11791,-9874,18
2015-12-10,68100.0,68800.0,53344.0,,-293,-8210,8443
2015-12-11,68300.0,67400.0,67081.0,,16776,-3818,-13148
2015-12-14,66700.0,67400.0,68719.0,,-637,763,724
2015-12-15,68000.0,67400.0,120718.0,,37470,-7179,-27807
2015-12-16,68000.0,68800.0,62363.0,,-10890,13704,-1846
2015-12-17,69400.0,68800.0,62010.0,,4635,-11611,5371
2015-12-18,68700.0,70200.0,108871.0,,-25654,14450,12679
2015-12-21,70400.0,69800.0,59630.0,,13883,-8250,-5481
2015-12-22,69700.0,70000.0,65923.0,,6809,-872,-3569
2015-12-23,74000.0,71700.0,296881.0,,17589,-15744,367
2015-12-24,72900.0,71700.0,151860.0,,10946,-4957,-5819
2015-12-28,71500.0,69700.0,243618.0,,17242,-22582,4111
2015-12-29,69100.0,72900.0,231197.0,,-49671,37136,13179
2015-12-30,73300.0,72600.0,125923.0,,8626,12683,-20164
2016-01-04,72600.0,73300.0,172246.0,19.78,4305,32219,-38646
2016-01-05,72700.0,73200.0,175879.0,19.75,50481,13604,-64083
2016-01-06,73500.0,78000.0,419469.0,21.05,-50417,64599,-13782
2016-01-07,78500.0,78100.0,287604.0,21.07,20229,31887,-48888
2016-01-08,76900.0,82700.0,505876.0,22.32,-64514,85329,-18347
2016-01-11,82600.0,80900.0,253444.0,21.83,22856,-18183,-5155
2016-01-12,81100.0,77900.0,302858.0,21.02,85175,-71529,-17004
2016-01-13,78300.0,79000.0,178330.0,21.32,16090,-37069,19125
2016-01-14,77900.0,77000.0,217697.0,20.78,38447,-23292,-9844
2016-01-15,78000.0,77900.0,161232.0,21.02,-37716,20102,18851
2016-01-18,77100.0,78300.0,130139.0,21.13,29664,12370,-42145
2016-01-19,78300.0,78500.0,155976.0,21.18,31931,-14651,-19871
2016-01-20,78600.0,77600.0,248909.0,20.94,15131,-23038,11481
2016-01-21,78000.0,77500.0,141602.0,20.91,16815,-31151,14774
2016-01-22,78200.0,76900.0,165016.0,20.75,19546,-18806,-6153
2016-01-25,76900.0,78900.0,142964.0,21.29,-17456,-16489,34953
2016-01-26,78700.0,79000.0,141273.0,21.32,-23585,33751,-6507
2016-01-27,79900.0,78200.0,192151.0,21.1,36070,-56199,20610
2016-01-28,77900.0,78100.0,99720.0,21.07,-7188,-24094,30870
2016-01-29,78400.0,80200.0,264300.0,21.64,-42722,9365,37292
2016-02-01,80700.0,81100.0,149044.0,21.88,-27990,33025,-198
2016-02-02,81000.0,82000.0,208772.0,22.13,-34236,36516,-224
2016-02-03,81200.0,85500.0,410998.0,23.07,-117860,42783,88884
2016-02-04,85500.0,84400.0,229303.0,22.77,18574,5909,-19815
2016-02-05,83600.0,83100.0,245142.0,22.42,5476,-22111,14023
2016-02-11,81000.0,79500.0,235099.0,21.45,-13332,-26257,40876
2016-02-12,78800.0,73500.0,428452.0,19.83,43448,-101490,54041
2016-02-15,74800.0,76200.0,202663.0,20.56,-30472,-14804,44647
2016-02-16,76800.0,77200.0,136235.0,20.83,-23521,1847,23404
2016-02-17,77500.0,74400.0,178482.0,20.08,41322,-58504,16892
2016-02-18,75300.0,76800.0,159914.0,20.72,-32883,-19785,56021
2016-02-19,76800.0,77500.0,91029.0,20.91,-3982,5743,58
2016-02-22,77400.0,78300.0,116839.0,21.13,-5546,-2774,7923
2016-02-23,79000.0,77600.0,121356.0,20.94,-25003,35409,-9910
2016-02-24,77700.0,76700.0,106329.0,20.7,5712,1769,-5728
2016-02-25,76800.0,76900.0,119105.0,20.75,-20952,7597,15326
2016-02-26,77600.0,79800.0,244001.0,21.53,-62317,56564,-730
2016-02-29,79900.0,79900.0,156459.0,21.56,2710,20952,-25830
2016-03-02,79900.0,80900.0,259351.0,21.83,11614,-12257,5029
2016-03-03,81100.0,82200.0,293649.0,22.18,-4968,2802,8056
2016-03-04,82500.0,84000.0,716971.0,22.67,360798,13438,-5260
2016-03-07,84500.0,82900.0,208993.0,22.37,19016,-782,-19388
2016-03-08,83000.0,82000.0,150366.0,22.13,16684,-16218,1567
2016-03-09,82000.0,84300.0,206480.0,22.75,-16145,42784,-22163
2016-03-10,84300.0,84300.0,130520.0,22.75,-8995,6993,3125
2016-03-11,84000.0,83300.0,127033.0,22.48,16171,-659,-17103
2016-03-14,83300.0,83800.0,96312.0,22.61,-10011,16779,-6194
2016-03-15,85000.0,83100.0,128977.0,22.42,15089,-14810,-4222
2016-03-16,83200.0,81400.0,147070.0,21.96,27376,-24559,1089
2016-03-17,81800.0,82100.0,118415.0,22.15,-5465,-4233,10730
2016-03-18,82700.0,83800.0,124287.0,22.61,-25287,3419,17916
2016-03-21,83900.0,81900.0,154703.0,22.1,61922,18559,-78858
2016-03-22,81700.0,80000.0,203673.0,21.59,74371,-31018,-42202
2016-03-23,80600.0,80900.0,131323.0,21.83,3020,-496,1901
2016-03-24,80800.0,80900.0,93523.0,21.83,-17822,11705,5314
2016-03-25,80900.0,82800.0,121198.0,22.34,-32288,20619,9984
2016-03-28,83000.0,81900.0,99251.0,22.1,25667,72,-27635
2016-03-29,81500.0,81900.0,90155.0,22.1,13275,-6522,-9919
2016-03-30,81900.0,80100.0,172861.0,21.61,44532,-16706,-29204
2016-03-31,80300.0,79900.0,172354.0,21.56,19622,-7607,-8316
2016-04-01,79900.0,81000.0,136812.0,21.86,-29441,9880,19999
2016-04-04,82300.0,80500.0,113789.0,21.72,33038,-21686,-12076
2016-04-05,80500.0,80600.0,92018.0,21.75,12760,-12779,5
2016-04-06,80600.0,79800.0,131330.0,21.53,15419,-8444,-10432
2016-04-07,80000.0,79600.0,130007.0,21.48,-21646,-6174,30234
2016-04-08,79300.0,79100.0,112471.0,21.34,14361,-26441,9748
2016-04-11,78800.0,79100.0,74422.0,21.34,-2914,-20605,15630
2016-04-12,79100.0,79200.0,83117.0,21.37,-5722,-9312,14743
2016-04-14,79200.0,80200.0,83365.0,21.64,-8562,-6683,15860
2016-04-15,80600.0,80000.0,86055.0,21.59,-724,-1702,2612
2016-04-18,79500.0,79600.0,52000.0,21.48,6095,2021,-9399
2016-04-19,79700.0,78000.0,326935.0,21.05,9816,-13947,8589
2016-04-20,77400.0,77900.0,133695.0,21.02,-4023,-25402,30465
2016-04-21,77600.0,77100.0,147668.0,20.8,30962,-51017,19346
2016-04-22,76900.0,77200.0,64777.0,20.83,-6422,-6234,11299
2016-04-25,77000.0,75400.0,177722.0,20.35,16061,-13424,-3016
2016-04-26,75000.0,75500.0,153976.0,20.37,-13640,-17372,26212
2016-04-27,75200.0,74400.0,108873.0,20.08,18482,-16880,2452
2016-04-28,74000.0,73900.0,112005.0,19.94,-3493,-6096,9666
2016-04-29,72800.0,72700.0,238270.0,19.62,13124,-25748,10935
2016-05-02,72000.0,71400.0,203106.0,19.27,-15913,-15294,24807
2016-05-03,71400.0,73800.0,151102.0,19.91,-3108,600,1716
2016-05-04,72600.0,72800.0,136722.0,19.64,-3327,8419,-7943
2016-05-09,71200.0,69900.0,345827.0,18.86,9838,-26254,17461
2016-05-10,69300.0,70700.0,158168.0,19.08,-41580,20307,13262
2016-05-11,70500.0,71900.0,161752.0,19.4,43794,-25785,-17124
2016-05-12,72800.0,76000.0,353831.0,20.51,-86595,90992,-15583
2016-05-13,76000.0,75500.0,162613.0,20.37,38666,29352,-70906
2016-05-16,76000.0,74300.0,201244.0,20.05,14680,4267,-20297
2016-05-17,74900.0,75600.0,181400.0,20.4,-60942,36274,25075
2016-05-18,75700.0,74500.0,95043.0,20.1,-21804,651,20799
2016-05-19,76500.0,74200.0,72247.0,20.02,-13441,14793,1005
2016-05-20,75400.0,76500.0,120493.0,20.64,-49599,18270,29561
2016-05-23,76700.0,76900.0,120117.0,20.75,-35145,30538,544
2016-05-24,76700.0,75600.0,88984.0,20.4,-961,2828,-2267
2016-05-25,75700.0,74400.0,129844.0,20.08,17488,-19612,2258
2016-05-26,73700.0,73900.0,128203.0,19.94,14409,-15446,2146
2016-05-27,73200.0,78100.0,421318.0,21.07,-21101,8006,12996
2016-05-30,80600.0,77300.0,357380.0,20.86,36523,-30730,-3243
2016-05-31,77300.0,78000.0,149218.0,21.05,-35760,-4473,40699
2016-06-01,78100.0,76800.0,140194.0,20.72,-11617,-19623,31563
2016-06-02,75400.0,78000.0,149705.0,21.05,-24841,6453,18475
2016-06-03,78000.0,78100.0,93799.0,21.07,-25145,20030,5323
2016-06-07,78000.0,79000.0,127425.0,21.32,-56474,17591,38173
2016-06-08,78600.0,79800.0,134846.0,21.53,-20700,3166,33986
2016-06-09,79600.0,79000.0,243924.0,21.32,46569,-16130,-18378
2016-06-10,79100.0,79700.0,137938.0,21.51,-14695,3476,11569
2016-06-13,78600.0,78900.0,99048.0,21.29,11143,-71,-9579
2016-06-14,78200.0,76600.0,143205.0,20.67,49415,-41677,-4575
