Symbol,SK디스커버리_시가(원),SK디스커버리_종가(원),SK디스커버리_거래량(주),SK디스커버리_PER(IFRS-연결),SK디스커버리_순매수수량(개인)(주),SK디스커버리_순매수수량(기관계)(주),SK디스커버리_순매수수량(외국인계)(주)
2005-02-14,13600.0,14000.0,783440.0,19.72,-258410,250130,-510
2005-02-15,13850.0,13600.0,401485.0,19.16,114230,-76760,-26000
2005-02-16,13550.0,13300.0,401479.0,18.73,150190,-127650,-22900
2005-02-17,13200.0,13950.0,395795.0,19.65,-13801,18801,0
2005-02-18,13850.0,14400.0,782971.0,20.28,42510,280,-69270
2005-02-21,15050.0,14400.0,949743.0,20.28,54255,-2665,-46490
2005-02-22,14400.0,13600.0,553692.0,19.16,6872,-19512,9890
2005-02-23,13350.0,13600.0,233320.0,19.16,-12590,4990,6020
2005-02-24,13700.0,13900.0,376472.0,19.58,39800,-48910,1500
2005-02-25,14000.0,13150.0,904738.0,18.52,83790,-90930,900
2005-02-28,13200.0,13200.0,539940.0,18.59,104209,-135299,25870
2005-03-02,13500.0,13300.0,384120.0,18.73,65600,-47340,-28310
2005-03-03,13100.0,13050.0,272033.0,18.38,28820,-14260,-18120
2005-03-04,13050.0,12900.0,405388.0,18.17,105358,-76198,4000
2005-03-07,13200.0,13200.0,568165.0,18.59,94389,-38580,-44270
2005-03-08,13200.0,12700.0,350973.0,17.89,40308,6020,-50190
2005-03-09,12400.0,12300.0,457960.0,17.32,113670,3620,-112280
2005-03-10,12150.0,12300.0,339981.0,17.32,62830,-87070,13330
2005-03-11,12400.0,12500.0,329570.0,17.61,38490,-18560,8800
2005-03-14,12650.0,12650.0,217420.0,17.82,11900,-3520,1300
2005-03-15,12750.0,12150.0,256120.0,17.11,17150,-6650,-5500
2005-03-16,12100.0,11900.0,193600.0,16.76,25660,-9820,460
2005-03-17,11600.0,11250.0,407670.0,15.85,69860,-47870,500
2005-03-18,11100.0,10700.0,637538.0,15.07,165090,-61170,12480
2005-03-21,10700.0,11000.0,683720.0,15.49,27710,-62930,123530
2005-03-22,11000.0,11050.0,383897.0,15.56,58750,-26590,-35700
2005-03-23,11000.0,10650.0,229919.0,15.0,10030,-980,-4450
2005-03-24,10750.0,10500.0,218305.0,14.79,-34170,4860,28410
2005-03-25,10550.0,11200.0,311409.0,15.78,-66350,-9670,76120
2005-03-28,11100.0,11300.0,236469.0,15.92,-40180,39940,0
2005-03-29,11300.0,10850.0,228752.0,15.28,-63360,4700,58900
2005-03-30,10850.0,11200.0,150140.0,15.78,10810,1900,-1120
2005-03-31,11300.0,11150.0,258888.0,15.7,1350,-840,-660
2005-04-01,11150.0,11800.0,349313.0,16.62,-83050,78900,-2050
2005-04-04,11700.0,11600.0,189767.0,16.34,-29680,7330,19350
2005-04-06,11700.0,11650.0,185500.0,16.41,1800,4180,-3980
2005-04-07,11800.0,11550.0,157241.0,16.27,-12400,14500,100
2005-04-08,11700.0,11150.0,251573.0,15.7,17290,-17090,-200
2005-04-11,10950.0,11000.0,148540.0,15.49,-15650,15650,0
2005-04-12,11200.0,10700.0,264542.0,15.07,45810,-43810,0
2005-04-13,10800.0,10750.0,137830.0,15.14,10,-10,0
2005-04-14,10550.0,10700.0,260861.0,15.07,80021,-43171,-6640
2005-04-15,10700.0,10700.0,126261.0,15.07,18310,-2410,-17810
2005-04-18,10550.0,10100.0,265820.0,14.23,19980,-20430,-3770
2005-04-19,10350.0,10300.0,122110.0,14.51,5030,-730,-2100
2005-04-20,10500.0,10400.0,142921.0,14.65,2040,-210,-180
2005-04-21,10100.0,10250.0,288609.0,14.44,12540,-28540,16000
2005-04-22,10550.0,10500.0,212180.0,14.79,-32460,-15020,47480
2005-04-25,10400.0,11000.0,1837703.0,15.49,220950,-49560,-169850
2005-04-26,11150.0,10750.0,400252.0,15.14,-47510,2860,910
2005-04-27,10750.0,10500.0,519192.0,14.79,-135912,-4310,141062
2005-04-28,10650.0,10400.0,215270.0,14.65,-800,-50,1000
2005-04-29,10200.0,10500.0,253510.0,14.79,-100290,3850,95330
2005-05-02,10600.0,10750.0,178220.0,15.14,-21140,-420,22030
2005-05-03,10800.0,10700.0,253957.0,15.07,-24820,-11690,0
2005-05-04,10700.0,11050.0,175783.0,15.56,-28000,-2870,-1090
2005-05-06,11050.0,11150.0,181825.0,15.7,-26030,-5970,-1300
2005-05-09,11100.0,10950.0,194390.0,15.42,-35460,900,28210
2005-05-10,11100.0,11050.0,290960.0,15.56,14370,-7020,-24650
2005-05-11,10800.0,10700.0,86116.0,15.07,-14710,530,0
2005-05-12,10700.0,10750.0,103980.0,15.14,-27180,1260,23870
2005-05-13,10700.0,10950.0,501400.0,15.42,-20030,60,5970
2005-05-16,11100.0,11050.0,114310.0,15.56,-25140,170,19970
2005-05-17,11300.0,11000.0,125990.0,15.49,-18330,3810,14520
2005-05-18,11050.0,11000.0,92060.0,15.49,-18030,890,17140
2005-05-19,11150.0,11300.0,256995.0,15.92,38525,-40315,200
2005-05-20,11300.0,11100.0,142950.0,15.63,-8560,8060,0
2005-05-23,11150.0,11550.0,334660.0,16.27,-16350,8440,-1640
2005-05-24,11650.0,11350.0,123961.0,15.99,-1440,1140,0
2005-05-25,11350.0,11250.0,135770.0,15.85,-30000,340,39360
2005-05-26,11200.0,11450.0,102830.0,16.13,-17840,2660,16780
2005-05-27,11500.0,11550.0,135390.0,16.27,-24738,6238,14840
2005-05-30,11600.0,11550.0,150542.0,16.27,-40600,-6500,49600
2005-05-31,11550.0,11750.0,594230.0,16.55,-71910,-8780,15000
2005-06-01,11750.0,11800.0,490767.0,16.62,880,330,-96200
2005-06-02,11850.0,11650.0,202495.0,16.41,-7440,-560,8000
2005-06-03,11650.0,11950.0,285620.0,16.83,16470,1340,-17810
2005-06-07,11900.0,11950.0,194776.0,16.83,-10000,9500,500
2005-06-08,11850.0,12200.0,362470.0,17.18,-17795,16755,0
2005-06-09,12300.0,12400.0,483688.0,17.47,-49623,23303,7040
2005-06-10,12500.0,12200.0,216760.0,17.18,20420,2410,-1690
2005-06-13,12150.0,12200.0,138640.0,17.18,-1380,700,680
2005-06-14,12200.0,11900.0,143394.0,16.76,-1980,4380,-30
2005-06-15,11850.0,12400.0,529486.0,17.47,38481,23449,-82050
2005-06-16,12450.0,12500.0,470010.0,17.61,105340,3650,-115040
2005-06-17,12550.0,12350.0,503420.0,17.4,6330,2730,-20010
2005-06-20,12300.0,12200.0,158910.0,17.18,-5140,-980,970
2005-06-21,12150.0,12000.0,162210.0,16.9,7620,-9700,1000
2005-06-22,12000.0,12100.0,166930.0,17.04,-22540,21200,290
2005-06-23,12200.0,12400.0,246196.0,17.47,-21840,23290,-1560
2005-06-24,12300.0,13000.0,873943.0,18.31,-111590,109290,4550
2005-06-27,13050.0,13350.0,485097.0,18.8,11640,-15480,-1640
2005-06-28,13350.0,13300.0,450531.0,18.73,-242810,181300,780
2005-06-29,13400.0,13250.0,411061.0,18.66,-40210,53900,-13070
2005-06-30,13350.0,13850.0,929650.0,19.51,-196380,173120,-13560
2005-07-01,13650.0,13650.0,314930.0,19.23,24850,26220,-500
2005-07-04,13750.0,13700.0,257147.0,19.3,-42890,42290,1500
2005-07-05,13700.0,14150.0,751450.0,19.93,-11890,12310,38360
2005-07-06,14150.0,13350.0,597888.0,18.8,208070,-65950,-1000
2005-07-07,13250.0,13400.0,271144.0,18.87,-7200,9890,0
2005-07-08,13300.0,13100.0,320400.0,18.45,-27040,37490,0
2005-07-11,13700.0,13600.0,551023.0,19.16,10570,-6210,-7110
2005-07-12,13750.0,13450.0,287120.0,18.95,1850,-9690,0
2005-07-13,13450.0,13200.0,224226.0,18.59,-820,100,1000
2005-07-14,13200.0,13650.0,441810.0,19.23,-51660,52430,1250
2005-07-15,13750.0,13900.0,412594.0,19.58,-67340,48260,0
2005-07-18,14300.0,14650.0,1222013.0,20.64,58207,22943,500
2005-07-19,14600.0,14650.0,466850.0,20.64,-80760,77720,0
2005-07-20,14750.0,14900.0,826467.0,20.99,-65520,73140,500
2005-07-21,15200.0,14600.0,464830.0,20.57,35470,-28140,0
2005-07-22,14400.0,14600.0,317620.0,20.57,-1160,10740,-2500
2005-07-25,14350.0,15300.0,421000.0,21.55,-126820,123790,-10030
2005-07-26,15300.0,15600.0,894975.0,21.97,-31370,-15390,20
2005-07-27,15900.0,15500.0,335317.0,21.83,14670,-14230,0
2005-07-28,15600.0,16200.0,510883.0,22.82,-124550,72320,0
2005-07-29,16050.0,16100.0,231367.0,22.68,-60810,47640,5000
2005-08-01,15750.0,16050.0,162491.0,22.61,200,-5390,0
2005-08-02,16000.0,15750.0,319330.0,22.18,-44390,-13670,11470
2005-08-03,15800.0,16100.0,611060.0,22.68,-192020,63010,49270
2005-08-04,16250.0,16050.0,250621.0,22.61,-20139,7979,0
2005-08-05,15800.0,15450.0,246362.0,21.76,230,-10200,-6640
2005-08-08,15050.0,15450.0,160770.0,21.76,-57970,6410,0
2005-08-09,15750.0,16200.0,277550.0,22.82,-68420,12650,80
2005-08-10,16200.0,16750.0,465588.0,23.59,-209496,52686,520
2005-08-11,16700.0,16950.0,357034.0,23.87,-60787,-11923,13000
2005-08-12,17050.0,16800.0,134017.0,23.66,-30680,16120,7530
2005-08-16,16800.0,16700.0,165863.0,23.52,9160,-4960,0
2005-08-17,16500.0,17200.0,247374.0,24.23,10322,-52262,-80
2005-08-18,17350.0,16500.0,235561.0,23.24,-20422,-8200,-1390
2005-08-19,16500.0,16700.0,319093.0,23.52,-20430,-11400,-440
2005-08-22,17050.0,16900.0,159944.0,23.8,-25430,22000,0
2005-08-23,16700.0,17300.0,260600.0,24.37,-112570,102420,30
2005-08-24,17350.0,16800.0,201312.0,23.66,11540,-46100,-1000
2005-08-25,16650.0,16850.0,152161.0,23.73,-32230,11460,4850
2005-08-26,16650.0,16600.0,141880.0,23.38,-32730,-8470,0
2005-08-29,16300.0,15500.0,399671.0,21.83,900,-52230,25090
2005-08-30,15750.0,15750.0,225850.0,22.18,-36410,-40750,9190
2005-08-31,15500.0,15750.0,148347.0,22.18,-580,-13280,-2320
2005-09-01,15850.0,16400.0,229410.0,23.1,-89440,76410,-470
2005-09-02,16400.0,16350.0,136480.0,23.03,-51420,2890,31710
2005-09-05,16400.0,16450.0,115650.0,23.17,-29890,1190,28700
2005-09-06,16450.0,16400.0,193735.0,23.1,-45595,46565,0
2005-09-07,16550.0,16800.0,333390.0,23.66,-142750,107810,0
2005-09-08,17000.0,16500.0,289685.0,23.24,-80867,65697,0
2005-09-09,16450.0,16500.0,140024.0,23.24,-48240,12280,-5000
2005-09-12,16600.0,16450.0,165488.0,23.17,-36851,-14049,5000
2005-09-13,16350.0,15900.0,240710.0,22.4,42430,-80380,0
2005-09-14,15800.0,15950.0,171113.0,22.47,-39400,32400,0
2005-09-15,16000.0,16900.0,515893.0,23.8,-101000,24180,12970
2005-09-16,17200.0,17200.0,227578.0,24.23,-19652,4980,-1988
2005-09-20,17250.0,17600.0,294561.0,24.79,-13157,-16543,190
2005-09-21,17700.0,18000.0,353367.0,25.35,-21016,2536,-70
2005-09-22,17900.0,18150.0,264542.0,25.56,1390,-5250,-6340
2005-09-23,18150.0,17550.0,208991.0,24.72,7580,-16950,-20660
2005-09-26,17700.0,17800.0,140162.0,25.07,-36250,-7060,2150
2005-09-27,17600.0,18450.0,336891.0,25.99,71415,-57215,-1800
2005-09-28,18650.0,18400.0,193360.0,25.92,27227,-25777,-2740
2005-09-29,18400.0,19100.0,388263.0,26.9,-4282,69322,-9810
2005-09-30,19350.0,19050.0,276210.0,26.83,-15220,58090,-7170
2005-10-04,19000.0,19250.0,200510.0,27.11,21312,-2612,1040
2005-10-05,19050.0,19750.0,296186.0,27.82,-65250,-13120,85450
2005-10-06,20000.0,20000.0,401464.0,28.17,-22800,41610,-24290
2005-10-07,20350.0,20100.0,700534.0,28.31,28080,-20560,-2000
2005-10-10,20100.0,21000.0,704484.0,29.58,147690,84360,-239720
2005-10-11,21000.0,21100.0,344584.0,29.72,64870,41550,-126090
2005-10-12,21200.0,20400.0,289172.0,28.73,2550,22650,-35400
2005-10-13,20000.0,20500.0,296240.0,28.87,22170,-15640,-550
2005-10-14,20400.0,22000.0,1491140.0,30.99,-203717,294125,-392978
2005-10-17,22200.0,21550.0,1014390.0,30.35,6744,517140,-541784
2005-10-18,21450.0,23450.0,919512.0,33.03,-186123,54286,47960
2005-10-19,22700.0,23500.0,477225.0,33.1,-18621,7811,-24300
2005-10-20,23950.0,24000.0,301420.0,33.8,-148090,103250,110
2005-10-21,23800.0,23800.0,209362.0,33.52,-45304,53994,-17550
2005-10-24,23550.0,24750.0,407591.0,34.86,-97760,94010,0
2005-10-25,24700.0,24400.0,210322.0,34.37,-28982,-608,170
2005-10-26,24700.0,23550.0,170360.0,33.17,8226,-17876,110
2005-10-27,23300.0,22900.0,276791.0,32.25,-47557,30367,12030
2005-10-28,22250.0,22000.0,190866.0,30.99,808,-7368,3140
2005-10-31,22000.0,22500.0,200806.0,31.69,14750,-34190,21230
2005-11-01,22350.0,23550.0,352186.0,33.17,-37232,11812,10740
2005-11-02,24000.0,24300.0,370488.0,34.23,22980,22680,-14240
2005-11-03,24400.0,24000.0,114213.0,33.8,-14034,7574,8910
2005-11-04,24050.0,23950.0,97050.0,33.73,5472,10538,-1310
2005-11-07,24400.0,23750.0,125210.0,33.45,1810,-5750,-6600
2005-11-08,23750.0,24000.0,191702.0,33.8,-45970,44390,-4140
2005-11-09,24000.0,24900.0,293699.0,35.07,-65360,71760,-1490
2005-11-10,25250.0,24750.0,204451.0,34.86,-45670,43200,-1690
2005-11-11,25200.0,26400.0,447726.0,37.19,-74388,35038,10260
2005-11-14,26050.0,27100.0,216717.0,38.17,-9414,-4416,70
2005-11-15,26800.0,30200.0,1267218.0,42.54,-612337,37457,290
2005-11-16,30000.0,30150.0,556071.0,42.47,-160891,-29489,3000
2005-11-17,29800.0,30000.0,307740.0,42.25,-62412,27392,6550
2005-11-18,30600.0,29500.0,287956.0,41.55,-31394,24430,3850
2005-11-21,29300.0,32000.0,423252.0,45.07,-47797,31167,2000
2005-11-22,32900.0,33400.0,385520.0,47.04,-28260,-540,24000
2005-11-23,33900.0,33600.0,237402.0,47.33,11224,-15934,2780
2005-11-24,34000.0,33400.0,212084.0,47.04,30590,-36770,3820
2005-11-25,33200.0,33200.0,179351.0,46.76,8580,4870,1040
2005-11-28,33000.0,32200.0,225671.0,45.35,28512,-10002,-9480
2005-11-29,31500.0,31250.0,225681.0,44.01,24249,-23119,1600
2005-11-30,31200.0,31500.0,191116.0,44.37,-2951,-479,1220
2005-12-01,31550.0,30750.0,238057.0,43.31,24587,-30957,5810
2005-12-02,31000.0,32250.0,329167.0,45.42,-1410,-18440,28700
2005-12-05,31850.0,31900.0,169305.0,44.93,16740,-11730,-3460
2005-12-06,31450.0,30800.0,215031.0,43.38,20201,-24541,140
2005-12-07,30550.0,29900.0,578525.0,42.11,88930,-85810,7030
2005-12-08,29300.0,28850.0,325166.0,40.64,78113,-63793,-2220
2005-12-09,28400.0,28500.0,210921.0,40.14,2240,-19640,18830
2005-12-12,28100.0,28050.0,265622.0,39.51,33790,-27320,-4690
2005-12-13,28100.0,27200.0,379956.0,38.31,19044,-23144,7700
2005-12-14,27500.0,29500.0,624603.0,41.55,-14095,-1125,950
2005-12-15,29200.0,31100.0,509966.0,43.8,-175394,16183,168130
2005-12-16,29550.0,28700.0,395147.0,40.42,8990,2250,-19400
2005-12-19,28700.0,27800.0,307260.0,39.16,87689,-30479,-66390
2005-12-20,27500.0,27900.0,519204.0,39.3,80670,32910,-111940
2005-12-21,27900.0,28300.0,228176.0,39.86,-40384,35434,-1120
2005-12-22,28400.0,27000.0,286107.0,38.03,25544,-12034,-3910
2005-12-23,26650.0,27200.0,228336.0,38.31,17591,-25920,3500
2005-12-26,27000.0,27850.0,324246.0,39.23,-63121,8331,0
2005-12-27,27600.0,27700.0,173240.0,39.02,-42395,48630,0
2005-12-28,27250.0,27750.0,125578.0,39.09,1185,-315,0
2005-12-29,27850.0,28200.0,168452.0,39.72,-34330,33390,1510
2006-01-02,28200.0,29600.0,265210.0,6.32,69755,-37055,-2610
2006-01-03,29600.0,29850.0,308241.0,6.37,25210,-5160,-24840
2006-01-04,29950.0,29000.0,218460.0,6.19,23680,-22450,0
2006-01-05,28800.0,28000.0,237237.0,5.98,29224,-7244,3540
2006-01-06,27700.0,28650.0,269527.0,6.12,84400,-68690,6860
2006-01-09,29000.0,27900.0,212334.0,5.96,28710,5620,30
2006-01-10,27900.0,25950.0,516057.0,5.54,132011,-74611,-7940
2006-01-11,25950.0,26700.0,248222.0,5.7,-15150,620,-6270
2006-01-12,26500.0,26300.0,258397.0,5.62,59030,-50340,-7040
2006-01-13,25900.0,26350.0,179850.0,5.63,28500,-8120,-10180
2006-01-16,26400.0,27950.0,322604.0,5.97,-40110,40120,90
2006-01-17,28300.0,26800.0,388249.0,5.72,3521,-31,-2650
2006-01-18,26800.0,25300.0,313052.0,5.4,58775,-7285,-490
2006-01-19,25900.0,25450.0,241956.0,5.44,25888,-20688,290
2006-01-20,25700.0,24250.0,348523.0,5.18,109708,-108258,1890
2006-01-23,23950.0,22950.0,412841.0,4.9,-15670,19420,-8890
2006-01-24,22950.0,23500.0,688094.0,5.02,33530,-18120,-17170
2006-01-25,23000.0,24350.0,378531.0,5.2,6311,16759,-3940
2006-01-26,24100.0,24600.0,227969.0,5.25,-18898,-33552,-4340
2006-01-27,25500.0,25200.0,222434.0,5.38,-560,5030,-40
2006-01-31,25550.0,25000.0,230584.0,5.34,85084,-20904,-780
2006-02-01,24600.0,24300.0,353888.0,5.19,840,-18870,-530
2006-02-02,24550.0,23500.0,219331.0,5.02,76288,-53598,420
2006-02-03,23150.0,22550.0,237596.0,4.82,41711,-41321,-40
2006-02-06,21800.0,22750.0,385307.0,4.86,62810,-135310,850
2006-02-07,22250.0,21900.0,192157.0,4.68,70017,-27897,-43000
2006-02-08,21700.0,21850.0,322455.0,4.67,17714,-53254,-10
2006-02-09,22200.0,22300.0,143941.0,4.76,-48514,-6396,39980
2006-02-10,22300.0,24200.0,801817.0,5.17,38895,-122485,144360
2006-02-13,24650.0,24050.0,340327.0,5.14,20400,-15440,-3760
2006-02-14,23700.0,24100.0,192299.0,5.15,-34720,27430,-880
2006-02-15,24600.0,24300.0,321703.0,5.19,-49550,-22660,66160
2006-02-16,24550.0,24800.0,317414.0,5.3,22290,-103090,86390
2006-02-17,25200.0,24600.0,392951.0,5.25,19700,-75160,109490
2006-02-20,24900.0,24600.0,422968.0,5.25,152378,-176698,54530
2006-02-21,24850.0,26000.0,463770.0,5.55,-60660,12350,33880
2006-02-22,25900.0,26800.0,510182.0,5.72,-7400,-14430,48620
2006-02-23,26950.0,28150.0,554510.0,6.01,-195848,6088,135400
2006-02-24,28300.0,28200.0,374619.0,6.02,-138890,61760,79650
2006-02-27,28200.0,27800.0,222105.0,5.94,-8570,-9650,15370
2006-02-28,27800.0,28550.0,256709.0,6.1,-65830,50880,10470
2006-03-02,28700.0,28950.0,237100.0,6.18,-70500,-2460,19100
2006-03-03,28600.0,27250.0,332752.0,5.82,-39069,8558,18031
2006-03-06,27250.0,28400.0,963750.0,6.07,118230,-105390,8160
2006-03-07,28450.0,27700.0,372430.0,5.92,-51840,31730,14560
2006-03-08,27700.0,28300.0,346384.0,6.04,-81382,1872,84030
2006-03-09,28550.0,29100.0,669469.0,6.21,-41392,-3700,63570
2006-03-10,29100.0,29200.0,206650.0,6.24,-4316,2496,16000
2006-03-13,29550.0,30650.0,494735.0,6.55,-168410,42810,112330
2006-03-14,30650.0,30600.0,343330.0,6.53,-57270,23840,27370
2006-03-15,31000.0,30100.0,169620.0,6.43,-3890,3310,-5290
2006-03-16,30550.0,29400.0,247559.0,6.28,-25710,-2540,24020
2006-03-17,29300.0,29950.0,184565.0,6.4,-30720,12370,19810
2006-03-20,30200.0,29800.0,126075.0,6.36,-2530,7790,0
2006-03-21,29600.0,30300.0,227201.0,6.47,-74300,49700,4610
2006-03-22,30250.0,30400.0,317991.0,6.49,-107007,17540,71407
2006-03-23,30800.0,30850.0,347811.0,6.59,-45400,19910,25490
2006-03-24,30700.0,31300.0,235363.0,6.68,-73500,21860,55650
2006-03-27,31700.0,32500.0,392066.0,6.94,-111940,-1530,122550
2006-03-28,32500.0,32550.0,185216.0,6.95,-24489,21980,5749
2006-03-29,32400.0,33100.0,343001.0,7.07,-67890,24850,44240
2006-03-30,33500.0,34850.0,488746.0,7.44,-167518,36868,120780
2006-03-31,35150.0,35450.0,424949.0,7.57,-139351,6976,132255
2006-04-03,35900.0,35550.0,378928.0,7.59,-114772,23752,100240
2006-04-04,35300.0,34000.0,394015.0,7.26,60745,-24325,-34560
2006-04-05,33950.0,33500.0,426655.0,7.15,118255,-78195,4590
2006-04-06,33600.0,34500.0,336733.0,7.37,4910,-6320,2550
2006-04-07,34450.0,34650.0,296001.0,7.4,15143,-6883,-8540
2006-04-10,34000.0,33500.0,295991.0,7.15,580,-10930,19400
2006-04-11,33950.0,34700.0,337205.0,7.41,23570,-950,1250
2006-04-12,34300.0,37400.0,464769.0,7.99,-142120,103610,21110
2006-04-13,37700.0,38150.0,680269.0,8.15,-223880,42250,187510
2006-04-14,39200.0,39050.0,426416.0,8.34,-121090,52880,72200
2006-04-17,38850.0,39500.0,320439.0,8.44,-14113,52943,-37430
2006-04-18,39000.0,39300.0,208782.0,8.39,-37626,32176,4270
2006-04-19,39850.0,39150.0,218994.0,8.36,-26825,175,24540
2006-04-20,38850.0,39100.0,176026.0,8.35,-6014,2094,4390
2006-04-21,39800.0,39150.0,155807.0,8.36,-13945,14615,450
2006-04-24,39400.0,39900.0,274279.0,8.52,21394,1606,-22810
2006-04-25,39500.0,38900.0,159220.0,8.31,-15953,16273,540
2006-04-26,38900.0,37950.0,580003.0,8.1,57117,-11917,212780
2006-04-27,38950.0,42500.0,696931.0,9.08,-177153,-27367,208820
2006-04-28,42500.0,44500.0,595212.0,9.5,-150880,-33740,208030
2006-05-02,44150.0,42800.0,366070.0,9.14,44301,1019,-41450
2006-05-03,42500.0,42500.0,417494.0,9.08,60800,-38860,-10130
2006-05-04,41800.0,41300.0,306204.0,8.82,5168,-53148,53590
2006-05-08,42000.0,40050.0,337432.0,8.55,40311,-9681,-36830
2006-05-09,39800.0,38300.0,520721.0,8.18,94464,-23824,-85340
2006-05-10,38500.0,39350.0,512960.0,8.4,-12373,-33187,46450
2006-05-11,39800.0,40350.0,722893.0,8.62,-56535,30495,23370
2006-05-12,39900.0,41800.0,793453.0,8.93,-80051,79931,7850
2006-05-15,40500.0,39000.0,542850.0,8.33,8447,49563,-55760
2006-05-16,39400.0,36050.0,680133.0,7.7,24325,-72915,41080
2006-05-17,36300.0,37150.0,387182.0,7.93,-19460,-32750,26870
2006-05-18,35000.0,35200.0,442622.0,7.52,12978,-42468,36240
2006-05-19,35000.0,35150.0,306809.0,7.51,46360,2130,-48790
2006-05-22,35600.0,32550.0,353071.0,6.95,7016,-6646,4250
2006-05-23,32250.0,32350.0,286463.0,6.91,36558,14960,-41998
2006-05-24,32250.0,32900.0,315689.0,7.03,18034,10558,-21562
2006-05-25,33000.0,31900.0,193925.0,6.81,-25202,10612,15410
2006-05-26,32800.0,34200.0,351561.0,7.3,-57074,39034,19630
2006-05-29,34500.0,34500.0,333977.0,7.37,-7148,-87862,107620
2006-05-30,34300.0,33550.0,741728.0,7.16,24150,462300,5870
2006-06-01,33100.0,32600.0,268077.0,6.96,-45460,46120,-1900
2006-06-02,33300.0,33100.0,191362.0,7.07,-7579,7529,-30
2006-06-05,33250.0,32750.0,281461.0,6.99,15220,-13220,51510
2006-06-07,31100.0,30900.0,191367.0,6.6,-31299,28629,3170
2006-06-08,30200.0,30250.0,448548.0,6.46,-13159,48589,-51900
2006-06-09,30800.0,30400.0,177306.0,6.49,12532,10098,-22070
2006-06-12,30000.0,30000.0,203495.0,6.41,7799,21161,-36080
2006-06-13,29000.0,28000.0,216191.0,5.98,-12543,-27257,17340
2006-06-14,27800.0,28500.0,190374.0,6.09,307,13363,-10500
2006-06-15,29300.0,28200.0,230232.0,6.02,37343,-283,-41360
2006-06-16,29000.0,30600.0,277789.0,6.53,-29860,37190,-4760
2006-06-19,30200.0,30450.0,200855.0,6.5,30940,-12610,-15200
2006-06-20,29750.0,29300.0,171247.0,6.26,-3011,-35009,30200
2006-06-21,29200.0,30900.0,228721.0,6.6,-18625,5355,10000
2006-06-22,31800.0,31300.0,180822.0,6.68,-3492,-2240,0
2006-06-23,30900.0,29900.0,202278.0,6.39,34170,-2170,-36540
2006-06-26,29750.0,30000.0,100655.0,6.41,-558,13898,-13830
2006-06-27,29650.0,30900.0,227601.0,6.6,-43320,22920,5930
2006-06-28,30200.0,31600.0,199456.0,6.75,-34650,21550,1860
2006-06-29,32000.0,33050.0,243162.0,7.06,-66220,54300,1060
2006-06-30,33950.0,35100.0,277180.0,7.5,-143273,112333,10630
2006-07-03,34800.0,34350.0,112819.0,7.34,22828,-14918,-6750
2006-07-04,34900.0,33300.0,135255.0,7.11,18020,2670,-17820
2006-07-05,32000.0,32750.0,122433.0,6.99,-5063,-2437,5380
2006-07-06,32450.0,31700.0,193279.0,6.77,87278,-52928,-40150
2006-07-07,32200.0,32150.0,164350.0,6.87,28367,-14497,-16170
2006-07-10,31650.0,32600.0,249890.0,6.96,76020,-39220,-42440
2006-07-11,32400.0,32150.0,228696.0,6.87,43633,5427,-50160
2006-07-12,32300.0,33300.0,448484.0,7.11,76510,-6740,-36580
2006-07-13,32750.0,34400.0,308299.0,7.35,-97045,42945,30840
2006-07-14,33800.0,34150.0,222537.0,7.29,-1266,-21414,19190
2006-07-18,33800.0,32500.0,203018.0,6.94,-26252,-14778,31430
2006-07-19,32800.0,32750.0,118987.0,6.99,-10030,22100,-11420
2006-07-20,33600.0,35100.0,300010.0,7.5,-92445,32155,66350
2006-07-21,34550.0,36600.0,412917.0,7.82,6120,-1000,-6650
2006-07-24,36600.0,36450.0,298099.0,7.78,5500,-2470,-10550
2006-07-25,37050.0,36600.0,402853.0,7.82,17120,-5360,-12330
2006-07-26,37150.0,37400.0,281038.0,7.99,4006,5714,40
2006-07-27,37300.0,36700.0,205409.0,7.84,21010,7720,-30540
2006-07-28,36150.0,35600.0,407137.0,7.6,100977,-81000,1440
2006-07-31,36300.0,35800.0,278443.0,7.65,104511,-82381,4280
2006-08-01,35500.0,35700.0,341035.0,7.62,78183,-80343,6510
2006-08-02,35500.0,37000.0,354581.0,7.9,19052,-13032,-2590
2006-08-03,37300.0,36800.0,217950.0,7.86,-12000,16800,2260
2006-08-04,37100.0,36950.0,216473.0,7.89,2567,4293,3180
2006-08-07,36950.0,35800.0,263301.0,7.65,48710,-44920,3510
2006-08-08,35850.0,36850.0,508721.0,7.87,21424,-29290,1310
2006-08-09,36950.0,37300.0,375759.0,7.97,-32975,10005,2090
2006-08-10,37300.0,37250.0,276895.0,7.96,17431,-23025,2590
2006-08-11,37300.0,36200.0,239713.0,7.73,36395,-17552,-3810
2006-08-14,36000.0,36200.0,236170.0,7.73,-20558,13278,5620
2006-08-16,36650.0,36550.0,186855.0,7.81,-9270,2700,3290
2006-08-17,36750.0,38100.0,377958.0,8.14,-40604,11994,25180
2006-08-18,38300.0,38200.0,213003.0,8.16,-14148,28378,-8230
2006-08-21,38200.0,37500.0,203027.0,8.01,29709,-26839,1190
2006-08-22,37900.0,37950.0,183529.0,8.1,4691,19959,13630
2006-08-23,37900.0,38200.0,215094.0,8.16,20925,-58275,63250
2006-08-24,37950.0,37350.0,118582.0,7.98,16164,-15614,3530
2006-08-25,37100.0,37100.0,266249.0,7.92,2603,-9213,8570
