Symbol,한솔케미칼_시가(원),한솔케미칼_종가(원),한솔케미칼_거래량(주),한솔케미칼_PER(IFRS-연결),한솔케미칼_순매수수량(개인)(주),한솔케미칼_순매수수량(기관계)(주),한솔케미칼_순매수수량(외국인계)(주)
2005-03-03,6210.0,6350.0,176803.0,6.92,-8267,6627,1640
2005-03-04,6510.0,6700.0,455941.0,7.3,58030,-21030,0
2005-03-07,6900.0,6700.0,208495.0,7.3,-9525,9525,0
2005-03-08,6720.0,6390.0,163350.0,6.96,-17510,20210,0
2005-03-09,6310.0,6300.0,140280.0,6.86,3690,-4780,1090
2005-03-10,6250.0,6350.0,75881.0,6.92,6380,-5340,1810
2005-03-11,6340.0,6580.0,135321.0,7.17,-4710,2370,10560
2005-03-14,6500.0,6460.0,57040.0,7.04,5050,-100,70
2005-03-15,6550.0,6180.0,129060.0,6.73,36810,-36810,0
2005-03-16,6120.0,6000.0,137050.0,6.54,-10307,34657,-20000
2005-03-17,5940.0,5710.0,146850.0,6.22,3976,-2636,0
2005-03-18,5620.0,5710.0,66110.0,6.22,-23940,27570,1400
2005-03-21,5790.0,5620.0,101653.0,6.12,-8900,4820,290
2005-03-22,5700.0,5620.0,77500.0,6.12,43800,-27090,4640
2005-03-23,5550.0,5570.0,50121.0,6.07,-9390,1390,15000
2005-03-24,5600.0,5400.0,132830.0,5.88,51600,-30120,-20000
2005-03-25,5300.0,5450.0,101702.0,5.94,-4250,-10650,4420
2005-03-28,5490.0,5720.0,105900.0,6.23,-17950,43390,0
2005-03-29,5800.0,5740.0,130150.0,6.25,-16920,26650,150
2005-03-30,5710.0,5910.0,84161.0,6.44,-45340,32960,20550
2005-03-31,6000.0,5920.0,46390.0,6.45,-14710,410,14300
2005-04-01,5830.0,5840.0,15660.0,6.36,-140,140,0
2005-04-04,5920.0,5830.0,41960.0,6.35,-5050,-6950,12000
2005-04-06,5810.0,5820.0,25530.0,6.34,-590,590,0
2005-04-07,5840.0,5900.0,46190.0,6.43,-18950,410,2400
2005-04-08,5910.0,6070.0,73580.0,6.61,3000,-3270,270
2005-04-11,5960.0,5940.0,118290.0,6.47,45800,-3130,9330
2005-04-12,5950.0,5910.0,87890.0,6.44,26330,1170,0
2005-04-13,5960.0,6000.0,123790.0,6.54,15030,-15030,0
2005-04-14,6040.0,5950.0,73580.0,6.48,80,-15080,15000
2005-04-15,5910.0,5900.0,93570.0,6.43,-20280,20280,0
2005-04-18,5900.0,5830.0,84350.0,6.35,-36180,6140,40
2005-04-19,5830.0,5940.0,76860.0,6.47,-29720,2220,0
2005-04-20,5990.0,5940.0,69230.0,6.47,-36560,19560,0
2005-04-21,5820.0,6080.0,46020.0,6.62,-32190,2840,990
2005-04-22,6070.0,6070.0,88220.0,6.61,-35410,-9650,0
2005-04-25,6030.0,6110.0,27970.0,6.66,-15140,7340,0
2005-04-26,6150.0,6100.0,31700.0,6.65,-12730,-1270,0
2005-04-27,5960.0,6040.0,24550.0,6.58,-19680,-1070,0
2005-04-28,6010.0,5930.0,29110.0,6.46,-2440,2440,0
2005-04-29,5880.0,5870.0,19220.0,6.4,-8140,2140,6000
2005-05-02,5760.0,5840.0,53660.0,6.36,-5170,-29830,0
2005-05-03,5780.0,5780.0,77370.0,6.3,-8320,-21680,0
2005-05-04,5770.0,5840.0,59920.0,6.36,-1520,-9830,6350
2005-05-06,5840.0,5830.0,75790.0,6.35,-4850,-19520,0
2005-05-09,6000.0,6250.0,338400.0,6.81,-54770,73160,0
2005-05-10,6340.0,6100.0,101330.0,6.65,-4987,4987,0
2005-05-11,6020.0,5810.0,89841.0,6.33,-42320,40320,0
2005-05-12,5760.0,5750.0,42691.0,6.27,-4950,-50,0
2005-05-13,5760.0,5780.0,25900.0,6.3,2360,-2360,0
2005-05-16,5800.0,6050.0,42180.0,6.59,4910,-4420,-490
2005-05-17,6110.0,5970.0,101640.0,6.5,4540,-4540,0
2005-05-18,5900.0,5840.0,38870.0,6.36,-8440,4520,0
2005-05-19,5850.0,6080.0,621746.0,6.62,186123,-99203,-50000
2005-05-20,6300.0,6990.0,1727245.0,7.62,279704,-241204,-44000
2005-05-23,8030.0,7200.0,3331502.0,7.84,440971,-317171,-3800
2005-05-24,7200.0,6740.0,1236687.0,7.34,18180,-13980,100
2005-05-25,6810.0,6610.0,1205700.0,7.2,-20769,22979,-100
2005-05-26,6610.0,6510.0,828270.0,7.09,-40770,36030,-260
2005-05-27,6620.0,6950.0,1052000.0,7.57,-184140,34440,150200
2005-05-30,7050.0,6710.0,582557.0,7.31,-10280,59480,-1940
2005-05-31,6740.0,6530.0,323933.0,7.11,-27000,22000,0
2005-06-01,6500.0,6580.0,356182.0,7.17,-136260,135960,0
2005-06-02,6620.0,6940.0,462983.0,7.56,-55358,55358,0
2005-06-03,6900.0,6830.0,284844.0,7.44,-22150,25650,0
2005-06-07,6830.0,6700.0,213304.0,7.3,-56030,46570,0
2005-06-08,6700.0,6540.0,229278.0,7.13,-16220,12340,-120
2005-06-09,6560.0,6620.0,228320.0,7.21,45910,-43790,1680
2005-06-10,6640.0,6510.0,236575.0,7.09,-38410,31780,4630
2005-06-13,6460.0,6350.0,228095.0,6.92,9750,1110,640
2005-06-14,6310.0,6450.0,138450.0,7.03,-84120,80840,1280
2005-06-15,6420.0,6600.0,101750.0,7.19,-10960,15660,0
2005-06-16,6550.0,6580.0,70810.0,7.17,-21840,21590,250
2005-06-17,6630.0,6600.0,80912.0,7.19,-10430,10430,0
2005-06-20,6690.0,7080.0,550092.0,7.71,41030,-28030,0
2005-06-21,7150.0,7000.0,428631.0,7.63,32770,-17360,0
2005-06-22,7150.0,7090.0,495480.0,7.73,-2930,8330,500
2005-06-23,6960.0,6850.0,232739.0,7.46,-30217,30517,-500
2005-06-24,6820.0,6850.0,226710.0,7.46,10190,-10190,0
2005-06-27,6780.0,6630.0,133812.0,7.22,-13350,8150,0
2005-06-28,6580.0,6800.0,136670.0,7.41,-16210,20210,-4000
2005-06-29,6900.0,6760.0,89530.0,7.37,1990,-1990,0
2005-06-30,6750.0,6980.0,144540.0,7.61,-8800,7400,1400
2005-07-01,6980.0,7000.0,117919.0,7.63,-10340,6300,4040
2005-07-04,7190.0,7260.0,305908.0,7.91,4730,-7320,5770
2005-07-05,7350.0,7200.0,184918.0,7.84,11190,-1280,0
2005-07-06,7220.0,7000.0,229960.0,7.63,17420,-13420,0
2005-07-07,6910.0,6970.0,148120.0,7.59,28529,-29399,870
2005-07-08,6980.0,7030.0,139470.0,7.66,-420,320,100
2005-07-11,7050.0,7000.0,177345.0,7.63,-23250,23250,0
2005-07-12,7120.0,6930.0,102150.0,7.55,13070,-14070,1000
2005-07-13,6910.0,6770.0,144090.0,7.38,-19950,18850,0
2005-07-14,6790.0,6790.0,61590.0,7.4,790,-790,0
2005-07-15,6830.0,6610.0,138680.0,7.2,2460,-2460,0
2005-07-18,6610.0,6700.0,124256.0,7.3,-8069,7509,560
2005-07-19,6650.0,6820.0,140610.0,7.43,-32920,32920,0
2005-07-20,6820.0,6780.0,99030.0,7.39,-19430,17900,1530
2005-07-21,6780.0,6630.0,214144.0,7.22,49022,-49022,0
2005-07-22,6520.0,6700.0,116410.0,7.3,-35089,35089,0
2005-07-25,6610.0,6630.0,84998.0,7.22,-38190,27100,1000
2005-07-26,6590.0,6660.0,43928.0,7.26,-1132,2112,-980
2005-07-27,6660.0,6870.0,137230.0,7.49,-16290,1720,320
2005-07-28,6870.0,6780.0,74785.0,7.39,-17990,16980,1010
2005-07-29,6790.0,6720.0,86740.0,7.32,-5750,5750,0
2005-08-01,6790.0,6650.0,54750.0,7.25,-4160,3570,0
2005-08-02,6620.0,6720.0,68770.0,7.32,-180,1180,-1000
2005-08-03,6750.0,6640.0,53290.0,7.23,-752,952,0
2005-08-04,6650.0,6620.0,163660.0,7.21,27970,12070,0
2005-08-05,6550.0,6540.0,55672.0,7.13,-1542,1542,0
2005-08-08,6420.0,6500.0,20530.0,7.08,-2460,2460,0
2005-08-09,6500.0,6550.0,34712.0,7.14,820,-820,0
2005-08-10,6520.0,6530.0,60219.0,7.11,-7209,7039,0
2005-08-11,6580.0,6520.0,48300.0,7.1,10380,-10380,0
2005-08-12,6570.0,6500.0,54830.0,7.08,7250,-6340,90
2005-08-16,6510.0,6420.0,46720.0,7.0,570,-570,0
2005-08-17,6320.0,6360.0,38338.0,6.93,-1786,1786,0
2005-08-18,6410.0,6500.0,140130.0,7.08,-56690,56660,0
2005-08-19,6540.0,6700.0,152985.0,7.3,-68060,27920,0
2005-08-22,6750.0,7050.0,219544.0,7.68,-149684,118884,20
2005-08-23,7100.0,7050.0,107426.0,7.68,-13430,430,0
2005-08-24,7110.0,6900.0,47160.0,7.52,-4120,3920,200
2005-08-25,6910.0,7000.0,58977.0,7.63,-25420,25340,0
2005-08-26,7070.0,7000.0,172057.0,7.63,-40392,32762,0
2005-08-29,6850.0,6720.0,90470.0,7.32,-42280,41910,0
2005-08-30,6730.0,6940.0,95251.0,7.56,-46088,43858,0
2005-08-31,6870.0,7120.0,95393.0,7.76,-39865,32365,0
2005-09-01,7150.0,7400.0,148227.0,8.06,-60428,60428,0
2005-09-02,7390.0,7400.0,128140.0,8.06,-18580,5100,0
2005-09-05,7400.0,7300.0,72409.0,7.95,-25789,23789,0
2005-09-06,7360.0,7380.0,76024.0,8.04,-29673,29643,0
2005-09-07,7450.0,7530.0,184569.0,8.2,-64176,64676,0
2005-09-08,7580.0,7590.0,352726.0,8.27,-114650,112810,340
2005-09-09,7580.0,7600.0,109491.0,8.28,-20238,20238,0
2005-09-12,7600.0,7570.0,160320.0,8.25,-36144,36144,0
2005-09-13,7560.0,7450.0,122840.0,8.12,-46002,53002,0
2005-09-14,7400.0,7800.0,145086.0,8.5,-66002,66002,0
2005-09-15,7710.0,8000.0,153910.0,8.72,-72121,72121,0
2005-09-16,8080.0,8100.0,113589.0,8.83,-38489,38419,0
2005-09-20,8120.0,8190.0,137807.0,8.92,-30040,45580,-1190
2005-09-21,8190.0,8380.0,82489.0,9.13,-17567,21927,-3990
2005-09-22,8350.0,8600.0,162330.0,9.37,-22480,60480,-36510
2005-09-23,8600.0,8580.0,113757.0,9.35,-10940,14800,-3860
2005-09-26,8690.0,8650.0,112437.0,9.42,-20329,42729,-2780
2005-09-27,8650.0,9000.0,51610.0,9.81,-15116,18996,-1880
2005-09-28,9190.0,8900.0,107420.0,9.7,-5060,9720,-4660
2005-09-29,8850.0,8900.0,102080.0,9.7,-29064,30334,-1270
2005-09-30,8810.0,8660.0,63734.0,9.44,-8384,15874,-7490
2005-10-04,8610.0,8660.0,102582.0,9.44,7090,-8150,1060
2005-10-05,8670.0,8480.0,181700.0,9.24,-11389,11369,20
2005-10-06,8460.0,8800.0,112902.0,9.59,-74429,76069,-1720
2005-10-07,8580.0,8960.0,83650.0,9.76,-14670,24040,0
2005-10-10,8910.0,9040.0,177010.0,9.85,-120480,62350,-90
2005-10-11,9090.0,9300.0,151513.0,10.13,-94772,81622,2950
2005-10-12,9300.0,9330.0,105710.0,10.17,-6090,8860,-2770
2005-10-13,9310.0,9140.0,96700.0,9.96,-13560,12870,-5790
2005-10-14,9140.0,9100.0,62556.0,9.92,-17390,21050,-4160
2005-10-17,9100.0,9040.0,46950.0,9.85,-11230,12160,570
2005-10-18,9060.0,8990.0,54240.0,9.8,7460,-6120,-1340
2005-10-19,8910.0,8860.0,76030.0,9.65,-55590,57710,-2120
2005-10-20,9130.0,9080.0,89120.0,9.89,-35640,22510,-180
2005-10-21,9010.0,9060.0,78440.0,9.87,-1990,27840,610
2005-10-24,9060.0,9470.0,82870.0,10.32,-24659,39329,-15170
2005-10-25,9470.0,9500.0,79036.0,10.35,-35565,36635,-1070
2005-10-26,9540.0,9520.0,30630.0,10.37,-14580,13810,770
2005-10-27,9420.0,9490.0,42720.0,10.34,-25340,26890,-1550
2005-10-28,9300.0,9230.0,56350.0,10.06,-18709,22449,-4060
2005-10-31,9280.0,9590.0,51690.0,10.45,-33273,29643,2130
2005-11-01,9600.0,9800.0,69950.0,10.68,-27690,25520,-17830
2005-11-02,9850.0,9840.0,43794.0,10.72,1416,9474,-10890
2005-11-03,9810.0,10150.0,83166.0,11.06,-52440,52410,30
2005-11-04,10300.0,9960.0,58190.0,10.85,4150,6610,-10820
2005-11-07,10000.0,10200.0,49650.0,11.11,-19770,24940,-4670
2005-11-08,10050.0,10050.0,52600.0,10.95,-13930,26510,-10580
2005-11-09,10050.0,10000.0,30230.0,10.9,-14490,14090,400
2005-11-10,10050.0,9920.0,40160.0,10.81,2980,8290,-11470
2005-11-11,10050.0,9790.0,91530.0,10.67,27030,3570,-30600
2005-11-14,9770.0,9800.0,135509.0,10.68,28516,14924,-43440
2005-11-15,9800.0,9900.0,33631.0,10.79,1690,9890,-12580
2005-11-16,9900.0,10400.0,74644.0,11.33,1212,21268,-22570
2005-11-17,10400.0,10400.0,66530.0,11.33,2030,22560,-23590
2005-11-18,10550.0,10500.0,82750.0,11.44,-49510,15340,-5650
2005-11-21,10350.0,10100.0,113798.0,11.0,-4122,1642,170
2005-11-22,10150.0,10200.0,72070.0,11.11,-22570,6640,230
2005-11-23,10200.0,10800.0,89955.0,11.77,-36405,5565,4830
2005-11-24,10950.0,11200.0,238430.0,12.2,-22420,3620,-1200
2005-11-25,11150.0,11100.0,82090.0,12.09,-7470,20,-4050
2005-11-28,11150.0,10900.0,75510.0,11.88,-33120,27150,-30
2005-11-29,10700.0,10750.0,113049.0,11.71,-30741,-23349,1840
2005-11-30,10800.0,10700.0,100900.0,11.66,-21890,21090,800
2005-12-01,10500.0,11150.0,167337.0,12.15,-62487,40117,1270
2005-12-02,11400.0,10950.0,118200.0,11.93,-7480,12400,-23920
2005-12-05,10950.0,10600.0,98460.0,11.55,-20490,-19820,310
2005-12-06,10500.0,10300.0,252620.0,11.22,-155239,153409,1640
2005-12-07,10300.0,10200.0,66070.0,11.11,-17930,-2800,-1820
2005-12-08,10200.0,10200.0,61981.0,11.11,-11759,-4231,-890
2005-12-09,10200.0,10000.0,108131.0,10.9,-766,-41754,1280
2005-12-12,9830.0,10550.0,242510.0,11.5,3670,-43790,11510
2005-12-13,10450.0,10050.0,180310.0,10.95,17250,-53450,-1770
2005-12-14,10050.0,10200.0,26270.0,11.11,-820,-3460,1230
2005-12-15,10000.0,9910.0,68624.0,10.8,31928,-21088,-5700
2005-12-16,9660.0,9680.0,174978.0,10.55,-2510,18360,-6350
2005-12-19,9680.0,9330.0,43900.0,10.17,-3757,3817,-60
2005-12-20,9260.0,9050.0,114265.0,9.86,27720,-38820,1440
2005-12-21,8930.0,9250.0,54565.0,10.08,-17663,16943,720
2005-12-22,9400.0,8780.0,134450.0,9.57,46070,-2780,410
2005-12-23,8650.0,8980.0,87443.0,9.78,3791,-21921,970
2005-12-26,8850.0,9280.0,59088.0,10.11,-15151,6151,30
2005-12-27,9210.0,9100.0,58621.0,9.92,13361,-11071,-2290
2005-12-28,9060.0,8800.0,30516.0,9.59,5899,-6999,360
2005-12-29,8660.0,9040.0,48080.0,9.85,-24071,2891,1180
2006-01-02,9120.0,8890.0,58663.0,8.12,9047,-6847,-2200
2006-01-03,8730.0,8700.0,56707.0,7.95,-7518,6618,140
2006-01-04,8710.0,8700.0,120774.0,7.95,4504,-54504,50000
2006-01-05,8510.0,8550.0,102513.0,7.81,31120,-10880,-1020
2006-01-06,8550.0,8390.0,183608.0,7.66,7829,-9149,-30
2006-01-09,8320.0,8010.0,166731.0,7.32,62630,-63860,160
2006-01-10,8020.0,8080.0,85835.0,7.38,-11485,12705,-580
2006-01-11,8060.0,7710.0,219738.0,7.04,32298,-34728,2210
2006-01-12,7750.0,7850.0,135120.0,7.17,-10890,-32210,3100
2006-01-13,7700.0,8350.0,176560.0,7.63,-20183,38933,-1400
2006-01-16,8360.0,8620.0,109580.0,7.87,-7270,9160,-3890
2006-01-17,8700.0,8380.0,102640.0,7.65,-25630,30790,-3660
2006-01-18,8220.0,8010.0,103150.0,7.32,-62880,63920,-6040
2006-01-19,8000.0,8150.0,37650.0,7.44,1570,2070,730
2006-01-20,8140.0,7990.0,77580.0,7.3,-53200,53930,-730
2006-01-23,7600.0,7400.0,69910.0,6.76,-29570,29570,0
2006-01-24,7500.0,7400.0,96677.0,6.76,-11613,10813,670
2006-01-25,7420.0,7650.0,34412.0,6.99,-6030,-4120,10150
2006-01-26,7550.0,7900.0,33480.0,7.22,-12010,12840,170
2006-01-27,7930.0,8200.0,39770.0,7.49,-6390,17390,0
2006-01-31,8250.0,8310.0,51690.0,7.59,-7130,15110,-2480
2006-02-01,8290.0,8420.0,71160.0,7.69,-35560,44870,-2860
2006-02-02,8400.0,8390.0,5390.0,7.66,-390,380,0
2006-02-03,8360.0,8100.0,9750.0,7.4,-580,510,0
2006-02-06,8100.0,8100.0,6013.0,7.4,-3640,3640,0
2006-02-07,7940.0,8050.0,21430.0,7.35,-4440,3250,1190
2006-02-08,8130.0,7980.0,12110.0,7.29,2330,-3070,740
2006-02-09,7920.0,7980.0,9390.0,7.29,-4450,4450,0
2006-02-10,8000.0,8070.0,81030.0,7.37,-3580,3710,-130
2006-02-13,8150.0,7880.0,10318.0,7.2,1528,-1368,-160
2006-02-14,7750.0,7940.0,11032.0,7.25,-6440,5410,150
2006-02-15,8190.0,7970.0,20000.0,7.28,-3320,1500,90
2006-02-16,7950.0,8250.0,19110.0,7.54,-17160,17190,-30
2006-02-17,8350.0,8230.0,12000.0,7.52,-3770,3880,-110
2006-02-20,8090.0,8260.0,13140.0,7.54,-4470,3820,650
2006-02-21,8180.0,8370.0,21900.0,7.64,-13980,13910,70
2006-02-22,8360.0,8400.0,7410.0,7.67,-1520,1710,-190
2006-02-23,8360.0,8420.0,4300.0,7.69,-450,-30,480
2006-02-24,8340.0,8430.0,21480.0,7.7,-4310,3640,670
2006-02-27,8400.0,8430.0,32060.0,7.7,-170,280,10
2006-02-28,8420.0,8400.0,12790.0,7.67,-9050,8630,190
2006-03-02,8400.0,8400.0,23070.0,7.67,-11200,11530,-30
2006-03-03,8400.0,8340.0,18890.0,7.62,-5010,6150,-1140
2006-03-06,8500.0,8480.0,21620.0,7.75,-18050,18170,-120
2006-03-07,8300.0,8420.0,16930.0,7.69,-5040,4850,190
2006-03-08,8200.0,8470.0,23170.0,7.74,-11040,12880,-1010
2006-03-09,8450.0,8600.0,43000.0,7.85,-4950,9910,550
2006-03-10,8610.0,9270.0,80320.0,8.47,-24900,21340,1260
2006-03-13,9350.0,9050.0,87901.0,8.27,28960,-22520,-6440
2006-03-14,8920.0,9200.0,75310.0,8.4,-12690,22850,-5610
2006-03-15,9350.0,9340.0,29710.0,8.53,1670,-1660,-10
2006-03-16,9480.0,9400.0,29823.0,8.59,-7770,-2380,220
2006-03-17,9210.0,9390.0,13510.0,8.58,-8180,7600,580
2006-03-20,9250.0,9400.0,29110.0,8.59,-22450,22570,-20
2006-03-21,9220.0,9380.0,11930.0,8.57,-6570,7090,-420
2006-03-22,9180.0,9000.0,33370.0,8.22,-2950,3300,-350
2006-03-23,8820.0,8980.0,22740.0,8.2,-11530,11720,-300
2006-03-24,9000.0,8900.0,23820.0,8.13,-10710,10750,-40
2006-03-27,8770.0,8720.0,8680.0,7.96,-900,910,-10
2006-03-28,8610.0,8950.0,11190.0,8.17,-7780,7060,720
2006-03-29,8950.0,8850.0,7560.0,8.08,700,-360,-340
2006-03-30,8820.0,8780.0,7280.0,8.02,-1340,320,1020
2006-03-31,8840.0,8990.0,13870.0,8.21,-2310,1370,940
2006-04-03,8990.0,8940.0,74100.0,8.17,2200,-2200,0
2006-04-04,8980.0,8760.0,22470.0,8.0,12298,-11078,-1220
2006-04-05,8790.0,8600.0,34347.0,7.85,524,-84,-440
2006-04-06,8580.0,8700.0,28640.0,7.95,10520,-12930,2410
2006-04-07,8600.0,9070.0,46160.0,8.28,-13420,2670,-370
2006-04-10,8880.0,9000.0,14970.0,8.22,6360,-5870,-490
2006-04-11,8850.0,8710.0,26710.0,7.96,5610,-3690,-1920
2006-04-12,8710.0,8820.0,23420.0,8.06,5930,1600,-7530
2006-04-13,8850.0,8860.0,17398.0,8.09,917,563,-1480
2006-04-14,8760.0,8830.0,59450.0,8.07,570,5400,30
2006-04-17,8800.0,8620.0,21492.0,7.87,3600,-2140,-960
2006-04-18,8500.0,8420.0,28550.0,7.69,13870,-13870,0
2006-04-19,8510.0,8560.0,73034.0,7.82,-20840,-15970,39730
2006-04-20,8560.0,8500.0,24310.0,7.76,-7730,7730,0
2006-04-21,8490.0,8550.0,36478.0,7.81,-5890,-10970,16860
2006-04-24,8430.0,8400.0,20200.0,7.67,3790,-3690,-100
2006-04-25,8400.0,8490.0,27610.0,7.75,-120,-11190,11310
2006-04-26,8850.0,8500.0,16290.0,7.76,3110,-3160,110
2006-04-27,8430.0,8430.0,12530.0,7.7,5740,-5740,0
2006-04-28,8320.0,8500.0,15100.0,7.76,-1980,1990,-10
2006-05-02,8560.0,8500.0,5480.0,7.76,-460,560,-100
2006-05-03,8380.0,8370.0,11310.0,7.64,-2090,1890,200
2006-05-04,8320.0,8280.0,11602.0,7.56,-90,30,60
2006-05-08,8290.0,8390.0,3408.0,7.66,-1510,1170,180
2006-05-09,8390.0,8470.0,24840.0,7.74,-2370,-5830,4880
2006-05-10,8310.0,8450.0,1140.0,7.72,50,0,-50
2006-05-11,8310.0,8690.0,19750.0,7.94,-15810,15930,-120
2006-05-12,8650.0,8660.0,28800.0,7.91,-16520,21710,-5190
2006-05-15,8650.0,8540.0,12720.0,7.8,-4960,980,3980
2006-05-16,8500.0,8440.0,19820.0,7.71,-4850,5150,-300
2006-05-17,8290.0,8450.0,6300.0,7.72,-4410,4410,0
2006-05-18,8340.0,8330.0,7110.0,7.61,-5680,5680,0
2006-05-19,8300.0,8160.0,2330.0,7.45,946,-946,0
2006-05-22,8470.0,8160.0,9600.0,7.45,120,-310,190
2006-05-23,7850.0,8040.0,4215.0,7.34,920,-790,-130
2006-05-24,7800.0,8300.0,6690.0,7.58,-3950,-990,-60
2006-05-25,8270.0,7900.0,3107.0,7.22,7,-7,0
2006-05-26,7900.0,8170.0,3490.0,7.46,-2760,2650,110
2006-05-29,8130.0,8150.0,19310.0,7.44,12460,-12350,-110
2006-05-30,8280.0,8050.0,11460.0,7.35,90,-90,0
2006-06-01,7900.0,7970.0,2980.0,7.28,-1550,1550,0
2006-06-02,7780.0,7880.0,2210.0,7.2,-390,390,0
2006-06-05,7880.0,7600.0,10920.0,6.94,-270,270,0
2006-06-07,7350.0,7250.0,14830.0,6.62,1190,-1190,0
2006-06-08,6910.0,7180.0,4770.0,6.56,-2180,2180,0
2006-06-09,7470.0,7370.0,250.0,6.73,170,-170,0
2006-06-12,7580.0,7580.0,18000.0,6.92,-16370,16370,0
2006-06-13,7500.0,7470.0,150.0,6.82,0,0,0
2006-06-14,7400.0,7570.0,5220.0,6.91,-420,420,0
2006-06-15,7370.0,7590.0,3030.0,6.93,850,-850,0
2006-06-16,7730.0,7700.0,7560.0,7.03,-3250,3250,0
2006-06-19,7700.0,7620.0,650.0,6.96,340,-340,0
2006-06-20,7610.0,7600.0,9070.0,6.94,-6590,6590,0
2006-06-21,7510.0,7410.0,7110.0,6.77,180,-180,0
2006-06-22,7410.0,7410.0,14420.0,6.77,11960,-11960,0
2006-06-23,7210.0,7010.0,11469.0,6.4,6630,-4130,0
2006-06-26,7350.0,7200.0,620.0,6.58,-60,60,0
2006-06-27,7200.0,7060.0,10250.0,6.45,4900,-4900,0
2006-06-28,7060.0,7050.0,7970.0,6.44,7220,-2220,0
2006-06-29,6940.0,7100.0,6180.0,6.48,790,-790,0
2006-06-30,7440.0,7350.0,120821.0,6.71,32550,-37060,0
2006-07-03,7100.0,7130.0,12960.0,6.51,20,-20,0
2006-07-04,7130.0,7100.0,9910.0,6.48,2640,-2640,0
2006-07-05,7100.0,7040.0,15023.0,6.43,1850,-1850,0
2006-07-06,7030.0,6930.0,13870.0,6.33,130,-130,0
2006-07-07,6930.0,7020.0,32610.0,6.41,4980,-18580,0
2006-07-10,7000.0,6930.0,17290.0,6.33,8990,-8990,0
2006-07-11,6820.0,6790.0,46840.0,6.2,26200,620,0
2006-07-12,6790.0,6750.0,75430.0,6.17,51970,-51970,0
2006-07-13,6680.0,6740.0,9460.0,6.16,6170,-6170,0
2006-07-14,6740.0,6690.0,19830.0,6.11,-6050,6050,0
2006-07-18,6460.0,6520.0,10320.0,5.96,-5500,5500,0
2006-07-19,6490.0,6600.0,11120.0,6.03,-1620,1620,0
2006-07-20,6900.0,6630.0,4590.0,6.06,360,-360,0
2006-07-21,6520.0,6650.0,10470.0,6.07,5430,-5430,0
2006-07-24,6780.0,6660.0,2040.0,6.08,-140,140,0
2006-07-25,6660.0,6700.0,8470.0,6.12,900,-900,0
2006-07-26,6710.0,6840.0,15270.0,6.25,-6050,1050,5000
2006-07-27,6750.0,6840.0,11970.0,6.25,5160,-5140,0
2006-07-28,6840.0,6840.0,2670.0,6.25,0,0,0
2006-07-31,6910.0,6790.0,25760.0,6.2,21190,-14600,0
2006-08-01,6970.0,6680.0,15660.0,6.1,9210,-2800,0
2006-08-02,6830.0,6650.0,12710.0,6.07,5010,-5010,0
2006-08-03,6540.0,6560.0,6630.0,5.99,-2020,2020,0
2006-08-04,6580.0,6580.0,3620.0,6.01,0,0,0
2006-08-07,6560.0,6500.0,15390.0,5.94,10550,-10550,0
2006-08-08,5710.0,6390.0,11780.0,5.84,1090,-3090,0
2006-08-09,6360.0,6330.0,16000.0,5.78,6690,-6690,0
2006-08-10,6310.0,6350.0,27540.0,5.8,21160,-21160,0
2006-08-11,6250.0,6350.0,11927.0,5.8,1110,-1140,30
2006-08-14,6350.0,6430.0,23960.0,5.87,11730,-11730,0
2006-08-16,6520.0,6400.0,10990.0,5.85,1510,-1510,0
2006-08-17,6500.0,6530.0,14290.0,5.96,-4500,4400,100
2006-08-18,6530.0,6480.0,5730.0,5.92,810,-810,0
2006-08-21,6320.0,6500.0,7060.0,5.94,-2060,2060,0
2006-08-22,6500.0,6630.0,16910.0,6.06,-1290,1290,0
2006-08-23,6630.0,6600.0,15407.0,6.03,-4280,4280,0
2006-08-24,6520.0,6530.0,9560.0,5.96,-410,310,0
2006-08-25,6780.0,6850.0,37250.0,6.26,3030,-3030,0
2006-08-28,6000.0,6740.0,421500.0,6.16,24180,-24180,0
2006-08-29,6760.0,6770.0,30040.0,6.18,-9320,9270,50
2006-08-30,6790.0,6860.0,38107.0,6.27,16347,-16547,200
2006-08-31,6860.0,6940.0,59260.0,6.34,-2450,2450,0
2006-09-01,6950.0,7080.0,90299.0,6.47,29118,-31118,0
2006-09-04,7100.0,7240.0,24040.0,6.61,-5940,5940,0
2006-09-05,7320.0,7350.0,27111.0,6.71,-5810,5810,0
2006-09-06,7350.0,7190.0,40670.0,6.57,-19080,11940,30
2006-09-07,7100.0,7180.0,42050.0,6.56,4090,-3900,0
2006-09-08,7180.0,7350.0,54340.0,6.71,-22449,20179,-30
2006-09-11,7450.0,7400.0,37690.0,6.76,-16300,20690,10
2006-09-12,7400.0,7350.0,23960.0,6.71,2450,2550,0
2006-09-13,7350.0,7320.0,21030.0,6.69,1140,4360,0
2006-09-14,7220.0,7350.0,19330.0,6.71,-11810,12290,0
2006-09-15,7320.0,7530.0,34140.0,6.88,-5640,5640,0
2006-09-18,7500.0,7520.0,20960.0,6.87,-6569,6559,10
2006-09-19,7520.0,7470.0,166200.0,6.82,3330,48410,-40
2006-09-20,7420.0,7410.0,23800.0,6.77,1700,-4200,0
2006-09-21,7410.0,7280.0,34475.0,6.65,2285,-2285,0
2006-09-22,7280.0,7250.0,14730.0,6.62,170,350,0
